Hybridization REF	TCGA-A8-A06Y-01A-21R-A00Z-07
FOXG1	-2.35883333333333
OR2AG1	0.209
TRIM24	-0.62475
PROC	-3.542375
TAAR6	0.4605
AMTN	-1.181
C10orf47	0.0995
DEPDC1	-3.4835
FLJ45557	0.0155
ZDHHC17	-0.2324375
KIAA1429	0.935166666666667
KCNH1	0.8695
VNN3	-0.017
PSMAL	3.68675
PPARD	-0.14675
HFM1	-2.5005
YBX1	-2.74566666666667
ZNF695	-1.67
SCTR	0.1605
DCDC1	-0.047
VPS26B	0.3003
MTF2	-1.63666666666667
ATP6V1F	0.333
CCDC94	0.29975
PERF15	0.368
CCL11	0.16
LMO7	-2.267
DCST1	1.354
ADRBK1	-0.178625
CDRT4	0.273571428571429
ZNF84	-0.353
HOXD8	0.185
STARD8	-0.651666666666667
FOXP2	-0.45025
CCDC103	1.233
POLR3A	0.1872
GSC	1.33416666666667
ZNF114	-1.48466666666667
HTR7P	0.678
LALBA	-1.126
RMND5A	0.1875
PSCD2	0.22875
ZNF409	0.704
KRTAP1-3	0.33875
MAF1	-1.15225
LOC201725	-1.50533333333333
NRN1	-3.1245
SPAG5	-3.132
DNAH7	2.329
FLJ43860	-0.2745
BRCA2	-1.9245
ACADM	-0.754125
CXXC6	-3.13525
RAGE	-0.36725
CHMP2A	1.249
FAM8A1	0.808
GPR21	1.5715
SLC12A3	-3.008
FVT1	0.113071428571429
ZDHHC7	0.38825
FLJ44048	0.10325
SLC44A3	1.3644
SDSL	1.04783333333333
MMP8	-0.78775
PLA2G12B	-3.40266666666667
ACY1	-0.225
MT1E	-1.46133333333333
OR4K15	0.1865
TECTB	-1.289
GPR20	-0.072875
IRAK2	0.24125
RFPL3	-0.40825
MYO9A	-0.38075
NARG1L	-0.299333333333333
BLMH	-1.495
CCDC3	1.5125
C9orf21	-1.719
KIAA0513	0.975666666666667
MIER2	-0.17225
PNMA2	-1.50766666666667
SH3BP2	0.4438
ANXA10	-1.8495
RTN2	1.8575
TFB1M	-1.3805
PRPH2	0.91375
C14orf133	0.38675
GOLGB1	1.575
IRX4	1.406625
NFKBIL1	-0.362333333333333
C10orf62	-0.58175
APBB3	-0.737
RPS10	0.0324
LOC728378	-1.17675
TLE3	1.14777777777778
PSMB7	-0.434375
MESDC1	-0.5055
SLC6A1	2.504
OCLN	2.50208333333333
PTTG3	-2.59483333333333
NAGLU	0.81575
SERTAD4	2.758625
SPRY1	-0.5825
FLJ10781	1.05741666666667
MYSM1	-0.4995
TRIM4	0.8815
SH3YL1	1.9235
TREM2	2.50216666666667
SERPINI1	0.80675
HDHD3	0.280375
TMEM38A	0.011
EID2B	-1.78925
TDRD3	-0.0666666666666667
SEDLP	0.9765
THSD7A	1.42333333333333
NDST3	-1.97325
KLHL15	-0.502416666666667
DHRS12	2.094
FBXO9	-0.0715
TNPO1	-0.0893333333333334
MRPL13	0.0126666666666667
SNX5	-1.464
METTL6	0.0565
SOD1	0.885625
CHML	-0.313
PACS1	1.4155
SIRT5	-0.6412
CAPN2	0.553166666666667
FXYD5	0.166333333333333
TWISTNB	0.048375
LRFN1	-0.186333333333333
UBE1L	2.238
UBE1C	0.5235
OR51B2	0.385
OR4D11	-0.7785
C15orf2	-0.404
NR4A1	-0.6165
LOC339047	-1.61825
TRIM17	3.1765
ATP5G3	0.0209285714285714
RPL15	-0.158333333333333
ADAMTS8	-0.552
HOXC4	0.4745
C14orf37	0.5465
CEACAM5	-2.0085
MYT1L	0.0916
RASA2	0.197625
OSBPL7	-0.7195
STAG1	-0.563
GIMAP4	4.183
FUT3	1.81283333333333
PIF1	-3.306
LPIN2	-0.2339
SH3PX3	0.02025
PDP2	0.671
PAPD1	-0.18725
ERP27	5.7715
APOOL	0.7381
DIABLO	0.0805
TRHR	0.244125
ARMC9	0.24025
RNF152	1.9385
SLITRK3	-0.4435
ZNF211	0.7536
PFDN1	0.78975
RGS11	1.393375
HS6ST1	-0.0888
AKR1D1	-2.46733333333333
TNP2	0.025
STK31	2.73866666666667
EML4	-0.93575
SGTA	-0.9855
HIST1H2BI	0.2025
PSMD6	-0.8945
KIAA1257	4.70075
C18orf55	-1.009
FLJ20273	2.8305
RPL28	-0.673833333333333
EPYC	1.008625
NOX3	-0.7185
ELAC1	0.424
METT11D1	-1.0485
BIN2	-1.63683333333333
NACA2	0.19175
CCDC17	-1.28
HM13	0.4356
UBOX5	-0.00512499999999999
UBE2O	0.017
UBL5	0.57425
APOLD1	0.388
C9orf31	0.4115
TNFSF8	0.118
ARHGAP29	0.5655
PROKR2	0.455
PDE5A	-0.569333333333333
C6orf12	-0.5775
TOM1L1	-0.213
WHDC1	-0.227625
FOXI1	-0.0805
RAB4A	1.6754
TMEM39B	-1.35025
ATPBD1C	-0.46775
FARSA	-0.463666666666667
PLEKHG5	-0.461
CMAS	-0.2145
OR7E24	-0.963
SLC30A1	-0.52825
CDC42EP5	-0.737666666666667
PLAC1	-1.018
KLHL18	0.03275
LBA1	0.6608
TAZ	-1.06725
CRIP2	1.047375
BTBD11	-0.848666666666667
C16orf72	0.973
DIO2	-0.2881
LRRCC1	0.145833333333333
CCDC136	-2.7745
PRX	-0.320875
RBM5	0.1144
TMEM85	-0.267375
TUBGCP4	-1.82533333333333
APLN	1.191875
CDK7	0.6125
SSR2	2.094
CRELD1	-0.25375
C19orf46	3.36725
GAL3ST4	-0.359166666666667
KBTBD10	0.49775
IL28A	0.88075
WDR27	-0.7025
MCM2	-2.20683333333333
SOX14	0.759
FLJ39743	1.571
KIAA0922	-0.189
HIPK4	-0.523
FLJ25758	2.576
C16orf57	-0.353833333333333
PDZD2	-0.36075
MCC	1.6455
HHLA3	-0.4452
ID2	-1.20025
C20orf23	3.19483333333333
ZNF688	1.09925
APOC2	-2.5925
LOC440093	-0.2795
FAM50B	1.70133333333333
PWP1	0.042
DNAH10	-0.52575
HIST1H2BA	0.656
GPR56	1.117
METAP2	-0.368
PAN3	1.21283333333333
STXBP4	0.243
PDHX	0.6035
MTA1	-0.2415
ZBED4	-0.311
ZNF720	0.31775
CDK2	-1.508
RHOJ	0.011
CDC37	-0.699
ZER1	0.95825
GRK4	-0.811
PRPH	-0.7505
POLR2A	0.299625
OGFOD1	-0.2325
NOL5A	-1.305
PHEX	5.0545
FLJ16478	0.15725
C20orf117	-0.490625
CAMTA2	-0.02825
C11orf74	-0.0646666666666667
DDX17	-0.353416666666667
C5orf27	-0.250625
PLEKHA2	-1.0375
PDE4DIP	-0.2257
SCN7A	-0.6475
ZNF559	-1.65216666666667
CXCL10	3.18425
ZMYM4	0.190833333333333
STK32B	-1.35006666666667
KIAA0888	-3.6998
TACR3	1.0455
CKAP2L	-3.9345
KIF1A	-0.680333333333333
RSPRY1	1.34325
VCAN	-0.97225
CYP27C1	-0.199
SYDE1	-1.52966666666667
MED12L	-0.833
ZDHHC21	1.668125
NHS	-1.2275
TM9SF3	1.425
DDHD1	0.05625
MAFG	-0.957833333333334
BICD2	-0.7777
C14orf119	-0.26
C14orf43	0.261923076923077
CDH7	-1.60475
ALKBH5	0.0307857142857143
JUP	0.908625
TMEM41A	0.258166666666667
MAMDC4	-1.78133333333333
CBX3	-0.508375
LRRC18	0.2185
RBMXL2	0.828
PLA2G4D	0.540833333333333
FGF13	1.486625
KIF3A	0.858833333333333
PDIA6	-0.6315
DCXR	0.1995
CASKIN2	0.175166666666667
EHD1	0.824166666666667
MARCKSL1	0.114333333333333
ZNF496	0.230333333333333
SCAF1	-0.227666666666667
KCTD8	-1.51533333333333
TRAF3IP3	-0.901857142857143
LSR	1.42825
CXorf1	0.293166666666667
C14orf112	0.549666666666667
EIF2B1	0.105
OMP	-0.28
GSTZ1	0.2985
LOC92017	0.72975
ISLR2	0.536
C12orf36	0.638
GATA2	-0.515166666666667
GABRA5	-2.4715
CELSR2	-0.772142857142857
STAM2	0.7722
TNAP	0.079
PTPMT1	-0.098
GRP	6.39275
SV2A	-0.807833333333333
MAGEA12	-4.27675
CACNG1	-1.835
C18orf19	-1.198
GSG1	-0.0991666666666667
PTPRJ	-0.7295
FRMPD1	0.136
ZNF668	-0.14325
PLEKHJ1	-0.7175
ADAT1	-0.4681
TMEM50A	-0.1421
UCN3	0.2385
HOOK1	2.32475
IL17B	-1.004
MLKL	0.540833333333333
TTC14	0.534333333333333
KLHL5	-0.16
CRYL1	1.834
FOXH1	-0.335
NFYB	-0.344875
PPM1G	-0.823
GOLGA2LY1	-1.194
NMT1	-0.328125
HADHA	-0.1774
CHSY-2	1.268
PLEKHF1	1.36464285714286
SAGE1	-2.2005
MUSTN1	0.50675
SUHW4	0.27775
TFEB	1.01983333333333
ZFYVE27	0.4355
ATG12	-0.111
BMI1	0.836714285714286
ZIM3	-0.31675
MYH4	-0.07725
MASP1	-0.967833333333334
KIAA0984	0.7375
RPAP2	-0.81975
ASB5	0.055
BOLA3	-1.36616666666667
MIA3	1.82916666666667
KRT35	1.4215
KIR3DL3	0.0865
MRPL51	-0.28625
SEMA3F	1.1855
NDUFB2	0.678333333333333
LOC253012	2.863
FAM46C	-0.9372
G6PC	-2.25466666666667
CSAG3A	-3.711
PREX1	2.6545
SLC25A45	-0.283125
MAPKBP1	-0.3167
CPE	0.188
GNB1	-1.14575
CXCR6	-0.777
TRIM46	0.50375
C16orf3	-0.250666666666667
HPSE	-0.4185
TIGD3	0.4245
SPG3A	0.582
LCAT	-1.3825
ST6GAL1	-1.29877777777778
POMC	-0.50175
FLJ36031	-0.564
NSMAF	0.065
SKIL	4.172
ADSS	0.921
HMGCS1	-1.1754
POLR3F	0.3685
RAB10	-0.094625
ZNF277P	0.579375
ZBTB7B	0.498375
DHRS1	0.8955
ABCC13	-0.3775
CNOT3	-0.3915
NFKBIA	1.50125
GAK	0.461166666666667
SFT2D2	1.535
HOXA6	-0.543
CRTC1	-0.582
LY6D	-1.47866666666667
C20orf72	-0.7665
CPT1A	-0.136
LMO1	-2.6265
EIF3I	-1.0805
PRB4	0.37225
MCM3APAS	-0.281375
C20orf132	-0.2897
FOXF2	-3.42525
S100A12	-0.25375
MLH1	-0.327
ACTN1	0.883
MRPL36	0.012
C20orf106	-0.35125
FBXO6	0.683333333333333
MKS1	0.295833333333333
CX3CR1	-2.96875
PDE1B	0.212
PLP1	-3.3965
KISS1	0.235333333333333
C14orf2	0.0731666666666666
TBC1D3P2	-1.18125
COMMD6	1.0968
ANKRD7	-1.677
PTCHD1	-1.9605
NARS2	-0.9605
DOCK7	-1.1265
FAM127B	-0.129375
LOC390243	0.343833333333333
N6AMT2	1.09
ZNF391	-0.719
DNAJB14	0.968333333333333
WRB	0.877625
BPI	-0.236090909090909
TTC4	-1.55383333333333
FAM10A5	-0.84325
GOT1L1	-0.2634
MAGED1	1.178375
RESP18	0.474666666666667
WFDC6	0.834
MT2A	-2.296
C11orf56	0.677
KIAA1432	0.27
ROR1	-2.43075
HSD17B14	2.02633333333333
ZFAND2B	0.045375
SAMD4B	0.24725
HEXA	-1.044
HNRNPU	0.619863636363636
USP39	-0.38325
NRD1	-1.2905
R3HDML	-0.0825
FLT4	0.775666666666667
OMG	-0.2905
OR52N4	0.457
LOC399818	-0.212
ELA2	-0.90625
VENTXP1	-1.1195
RFC5	-1.467
OR52L1	0.7795
PAX5	0.232
FBXO2	-0.8025
GMEB1	-0.17
AKT3	-1.22466666666667
CRB1	-1.23366666666667
CTTN	0.0536666666666667
UTP15	0.626
HSBP1	1.16808333333333
PHF11	2.1465
NDEL1	0.265
USP8	-0.209
BAIAP2	0.1195625
SI	0.714333333333333
ARSJ	-0.960666666666667
BAAT	-3.256
KCNS3	2.60616666666667
LOC126147	-0.321333333333333
TMEM37	0.9795
C1orf162	1.16683333333333
MBD1	-0.5433
ITGAL	0.251166666666667
WDR73	-0.5865
GKN2	0.260333333333333
ARFGAP1	-0.4035
SLC5A8	-0.7475
ZBTB40	-0.0223
CYP4B1	3.51416666666667
LYPLAL1	1.37325
CHST3	-0.98525
MAP3K9	0.3465
BTAF1	-0.720666666666667
TFAP2E	-0.0895
RBM35B	1.99675
LOC441251	-0.0691666666666667
ANKRD25	-1.18733333333333
UQCRC2	0.324
MAEA	0.12475
HYAL1	-2.0506
RNPEPL1	0.2285
CPSF2	0.227625
PSD3	0.2814
ABCA13	-0.19625
AGR2	0.810875
GBX1	-0.594
HDLBP	1.158
ACY3	-0.72825
HECW1	0.128
ZNF519	-2.40625
HOPX	2.704125
ZNF304	1.433125
OR12D3	0.005
FKSG43	0.42775
METTL1	0.94075
MFSD3	0.7134
PSPH	-0.42
CLCA3	-0.578
DARS2	-0.361
CDC25A	-1.7595
BAIAP2L1	0.346
B3GNT5	-1.773125
USP29	0.255333333333333
ARHGEF10L	0.5685
ATOX1	1.21075
ADAM30	0.381
DNASE1	0.30225
STT3A	1.61075
RAB6IP1	-0.05775
PTN	0.00399999999999999
C1orf106	0.742
HECA	1.7865
RNF122	-0.225
SLC22A18AS	-0.381333333333333
GNG8	-0.163
ELP4	-0.3095
FAM65A	0.395833333333333
RPL10A	0.122333333333333
IRS4	3.015
MACF1	-0.0642
SEC24D	1.516
LOC374395	0.56175
TGFB2	1.0685
MDFIC	0.26875
CHRNE	0.456
PCMTD2	0.156666666666667
ATP6V0D1	0.419166666666667
MTA2	-0.322
LZTR1	-1.2185
RAP1A	-0.597333333333333
AXIN1	-0.476125
POLR1C	0.01275
TRIO	0.44025
PLXNA4A	-0.484833333333333
C5orf33	0.51375
DEPDC1B	-3.610625
ZNF473	-0.124666666666667
MTM1	1.096
GPR107	0.561833333333333
CSNK1A1L	0.635166666666667
FLJ14154	-0.18525
NLRC4	1.57975
ENPP4	2.69783333333333
PADI3	-0.066
RNF170	0.4045
CG018	1.69533333333333
C16orf7	-0.08575
KCNE1	0.425
NRM	-2.26033333333333
SLC37A3	0.5635
TPD52L2	-0.907666666666667
UNC5B	1.17325
C12orf12	0.0256666666666667
SDHB	-1.057
CLRN1	0.374375
NUDT10	-2.52766666666667
UGT3A1	0.05175
FBXW8	0.361875
RHOF	-1.565125
PTPLAD1	0.16025
MYO3B	3.01275
DERA	-0.7955
TPP2	0.19325
C19orf53	-0.6835
GINS3	-1.6125
ST6GALNAC5	4.2345
CHSY1	-0.025
MGC15705	-0.77
GPR83	-0.510666666666667
EXT2	0.186375
DOLK	0.6965
TUBAL3	-1.79475
ACVRL1	1.6857
ABL2	0.408083333333333
C14orf156	-0.162333333333333
PTPRZ1	-4.092875
DIP2C	0.339625
LAMP1	1.03125
RXRA	0.2912
MAP3K5	-0.93025
ALKBH1	0.0318333333333333
PDLIM7	-1.02325
ARL14	-1.851
SNIP1	-0.9865
TIMP3	1.18458333333333
RGS3	-0.3735
SPAG16	0.6832
ABHD4	0.36675
ARHGEF12	0.931
GLUD2	-0.365
RAC2	-1.9403
UAP1L1	-1.171
SLC18A3	-0.1345
YOD1	-0.66475
RALY	-0.74525
HMOX2	0.470875
DGKH	0.43
DBNDD2	3.0465
YIPF4	0.769875
THAP10	-1.33125
ZNF513	0.103
HAGHL	-0.291333333333333
ITGB4	-0.404
CCDC141	-1.2155
YTHDF3	0.7755
C5orf28	0.8895
RPL7L1	-0.63325
TMEM30B	1.57378571428571
ANKRD35	0.166
DUOXA2	0.0425
TBC1D5	0.01125
DFNB59	-0.085
HRH4	0.148666666666667
MYO6	3.0254
DNAJA4	1.13
RBM24	-1.767875
CEACAM20	-1.14075
RBM23	-0.192
NGFB	-0.648
C1orf63	-1.4544
KRTAP7-1	-1.318
PERLD1	2.0925
NPB	0.2625
C17orf59	1.5611
HSPBAP1	-0.3155
SLC15A4	-0.20225
PRTFDC1	0.50975
OSMR	-1.19257142857143
CYSLTR2	-1.2885
C19orf25	0.1048
KIAA1797	2.8875
NLRP6	0.724
FAM105B	0.1662
SCRN2	0.389666666666667
LRRC58	0.5187
RNF17	0.518571428571429
NEIL3	-3.668
FAM137A	-1.9155
SKP2	-3.8415
PARVA	0.99125
PKLR	-1.3135
RNF34	0.285375
A3GALT2	0.01925
C12orf50	-0.2014
SUNC1	-0.43625
FAM102B	-0.588333333333333
CCT2	-0.7075
LRRC37A2	-0.3125
ARF4	1.5455
SIKE	-0.583375
C8orf48	2.96433333333333
MBTPS1	0.774357142857143
GPSN2	-0.0765
NCF2	1.66775
SLC12A6	-0.0898333333333333
MRPL48	-0.06925
HMGN3	-0.0101666666666667
LRRC62	-0.4245
PAX9	0.290125
FAM55A	-0.615
C20orf42	-0.400166666666667
SCML2	-1.86
BCL9	0.8105
FAM40A	-1.0825
C9orf41	-0.737166666666667
ZNF774	0.3445
LETM1	-0.896
PLXNB1	-0.765
NIPSNAP1	-1.3535
USP10	0.14975
F9	0.95325
LIPE	1.28825
CNGB3	0.0425
C12orf52	-0.17325
PI4K2A	-0.107125
MED8	-0.5915
STAT4	-0.8234
FGD4	0.858833333333333
RNF145	-0.499333333333333
WDR32	0.3444
CLDN2	0.525666666666667
TCEAL8	1.45425
ZMYND8	-0.1356
PDXK	-0.17659375
GATAD2A	-0.58325
PTGES3	-0.292
CCM2	-0.8485
TAP1	1.02075
ZNF670	0.55675
ETS2	-0.320214285714286
C6orf166	0.0206666666666667
PRMT2	0.0582857142857143
OR4B1	0.4135
INTS8	0.0815
CCDC102A	0.00874999999999999
CCDC83	-0.8455
ITGA1	0.0997
EPHA5	-2.0171
FAM24B	-1.343
TSGA10	2.891
HAL	-2.07433333333333
MYOT	0.85475
SPACA3	-0.1115
BCL2L2	0.507
CUGBP2	-1.0965
CCNB3	0.17475
RNF113B	0.81575
MERTK	-1.19175
BAG1	0.38025
VPS36	0.155
ORMDL3	0.6019
C1orf190	-1.6335
ZNF625	0.1115
CORO2B	-2.238
ALOX15	0.0235
CST1	2.2455
NUPR1	3.20133333333333
CCL7	0.687
SMCR5	-2.9605
DSC2	0.364
RBMS2	0.0045
GRIK4	0.8845
TRIM65	-0.7386
TMPRSS6	1.78378571428571
TP53INP2	0.16375
GLB1L	0.422833333333333
LOC388284	0.5945
PUS1	-0.470928571428571
BCL9L	-0.1365
OLFM1	-0.527583333333333
RET	0.39775
MASTL	-2.33666666666667
ALX3	0.51675
IL1RL1	-0.384666666666667
ZNF765	-0.1843
C14orf138	-0.63775
SNX10	-1.65866666666667
TAC4	0.1625
C1orf64	0.06975
POGK	0.782875
MAPK9	0.32125
ZNF366	2.39775
C8orf79	1.0802
CLDN7	2.649625
OR5AT1	0.4255
TRIM37	-1.9005
LRRC25	1.4315
GRHL2	3.2487
TEKT3	2.4545
LASS5	0.024
ABCC4	-2.50416666666667
DLG3	0.85375
VGLL1	0.224375
ZFP36L2	-0.912333333333333
MFRP	0.125666666666667
KIAA1799	-0.27875
FLJ44379	2.3715
PCNX	0.495
ANXA9	3.6675
CYP4V2	0.8902
PIK3C2A	0.66625
SRR	-0.5745
NOL3	-0.31275
IFITM2	1.087
ARNTL2	-1.73125
ZNF595	-0.2465
NLRP13	-0.2245
ASPH	-0.471375
CPA2	0.8745
PVRIG	-2.81083333333333
LEPR	-1.66183333333333
C16orf42	0.302
SH3BGRL	1.941
FAM77D	-1.60233333333333
FNDC7	0.952
C9orf6	0.541666666666667
NOTCH2NL	1.39733333333333
PGBD1	-0.802
SYNGR2	0.0141666666666667
PITPNA	-0.411125
PRPF4B	-0.85
SLC43A3	-2.2285
NRBP1	-0.59425
SLC25A22	0.29275
ILK	-0.2845
SLC22A8	0.306333333333333
MRPS7	-0.148875
PITX2	-3.4755
FABP3	-1.9385
OR1L1	2.119
LOC728215	-0.784125
BLID	-0.891
KIAA1217	2.63864705882353
TFPT	-0.30125
AP4B1	-0.9195
VBP1	-1.19375
OR1K1	0.3425
MORC3	0.2945
BHMT2	-1.94416666666667
C3orf10	0.524875
FZD7	1.36416666666667
WFDC10A	1.164
PMS2CL	-0.00325000000000002
CCDC32	-1.38777878078145e-17
FA2H	-0.72675
ALG13	0.4505
TTLL7	-0.3454
SPOCK3	0.194
SLC13A2	0.2645
AIM1	0.05825
GPRC6A	0.0155
EGR2	2.13575
MED11	0.72
WWC1	1.706
SH3GL3	-3.8535
RIF1	-0.779785714285714
PRLH	0.1565
VLDLR	0.798
DBT	0.1445625
C21orf63	-1.334
CGGBP1	-0.059125
KRTAP12-2	0.9725
TADA3L	-0.663
ZBTB16	1.5915
PDGFB	0.2225
RFX1	0.193125
UQCRB	0.1748
LOC133874	-0.029
HPS3	1.3265
LGALS3BP	0.8007
DKFZP564O0823	1.0475
MRFAP1L1	0.48325
HOXA10	0.645166666666667
NGB	-0.6405
KIF21A	0.939153846153846
IFLTD1	0.2365
LZTS1	-0.963875
ARHGEF3	1.69625
RHBDL3	-0.989
CSNK1G2	-0.381833333333333
ChGn	-1.210875
KIAA1244	2.7355
GABRB2	0.179
MGC72080	-1.9165
CD27	0.8695
EGLN1	-0.3882
PEX13	0.8985
RWDD3	-1.14625
RNF12	-0.7665
GRIN2B	0.1905
ADAMTS14	-0.557125
DYDC2	-1.11766666666667
ATP6AP1	0.7165
NR1H2	-0.042
PDK2	0.376
C3orf17	0.108666666666667
SLC38A2	0.318357142857143
SLC25A29	0.5105
C15orf29	-0.048875
ADAM9	-0.0959166666666667
TMUB2	0.3045
GPR176	-0.22925
AGK	-0.087375
MCCD1	4.489
NDUFA4	0.084
TMEM146	0.01475
DUSP1	-0.36825
UNQ6975	0.3215
EMX2OS	1.8535
INSM2	-0.35325
LUZP4	0.1695
SETD6	0.05175
P2RY2	2.222
SLC45A2	-1.6525
RABGAP1	0.575666666666667
UBXD5	-0.43475
GPRC5A	1.1108
PAK3	-1.39716666666667
LOC63920	-0.849
TGFBR1	0.2961
KRTAP6-3	0.4145
SFMBT2	-0.4935
CDC42	-0.4638125
C11orf35	1.155
TTLL2	-0.4005
UACA	0.29325
CD97	-1.0669
SETD5	-0.1625
NINJ2	-1.79975
PTER	0.9135
POMGNT1	-0.679
KRTAP4-2	0.136
ECGF1	1.262
HRB	-0.509090909090909
ATP1B2	0.2307
LOC400506	-0.0805
COL4A3BP	1.11325
C6orf97	1.96125
GRHPR	0.642375
TAS2R1	1.077
SEMA7A	-0.90525
EDF1	0.587
ODF2L	0.851777777777778
PCID2	-0.464333333333333
GTF2H4	-0.812833333333333
ZCCHC3	-0.567625
CGB2	0.154
NEUROD1	-0.2705
C20orf75	-0.633
RP5-1054A22.3	0.8655
IFNA5	-0.4735
ZNF134	0.4205
MGC119295	-0.37
ZSWIM6	0.88375
SMEK1	0.332333333333333
PCGF2	0.13025
C1orf102	2.2095
CYP2A13	2.874
KCNH6	0.2568
MDM1	0.0713
ALDH7A1	0.820333333333333
C9orf75	0.83175
VDAC3	0.14175
OR51T1	-0.1815
EIF3F	-0.778416666666667
KCNJ10	-0.48525
LENG8	0.2595
EDEM2	0.7465
CCNJL	-0.5695
DHX37	-0.286
CRYGN	-0.0679999999999999
AATF	-0.367375
ZNF630	2.04
E2F5	0.1725
WFDC13	0.08425
FTSJ3	-0.798666666666667
C4orf33	1.692
LHFPL4	-3.501
C19orf56	-0.062
SMAD4	-0.51675
AFM	-0.129666666666667
G0S2	1.01475
FCHSD2	-0.6424
RRP1B	-0.925
EEF1B2	-0.92
STAT6	1.4025
ZNF195	0.12925
GNL1	-1.223
ZNRF2	1.83783333333333
PER3	-0.68525
ASB16	0.344
C10orf10	0.751428571428571
ADCY8	-3.2886
C9orf58	0.299333333333333
ARMC10	-0.0108333333333333
PSG1	-0.485
DHX34	-0.1385
VARS2	-0.1755
NFIC	0.5625
ITPR2	3.34975
AGXT2	-0.32175
OR6K3	0.4475
H2AFZ	-1.45083333333333
MLLT3	0.526833333333333
COX4I2	1.916
CCNT2	-0.244125
PLK4	-2.657
NUMBL	-0.499333333333333
MED16	0.44275
PLEKHQ1	-0.3785
GOSR1	1.09705555555556
BTG4	0.22325
RPL30	0.5675
IGSF5	2.87575
IGFL2	-1.43483333333333
ELMOD2	1.90916666666667
SHC3	-1.43533333333333
HAVCR1	-1.534
DYNC2H1	0.192125
RNF5	-0.451666666666667
C2orf7	-0.3645
NLF1	0.002
KLHL25	-0.53625
LRP10	0.7832
KRI1	-0.326
PUS7L	0.494666666666667
MGMT	1.588
HOXD1	-0.284166666666667
CSH1	0.3126
ATG16L2	-2.031
FLJ44635	0.8705
CHODL	0.1995
EXOSC8	-2.0235
SLC28A1	0.37075
MYO7B	0.277666666666667
SEH1L	-0.3873
MTNR1A	0.2995
TSPAN5	0.214
CDC45L	-4.55933333333333
AMIGO1	-0.0615
ATAD3A	-1.5435
OSGIN2	0.9065
PDIK1L	0.0231666666666667
DARC	0.880375
PIPSL	0.9745
SHMT1	-0.371
CRISP3	0.549
POPDC2	2.2845
ZRANB2	-0.798666666666667
FBXL8	-0.0315
TRIP13	-2.79181818181818
EIF5AL1	-1.3115
POU5F1P3	-4.983
IL6	-3.3835
CXorf38	0.499166666666667
IFNA16	-0.157
FBXL2	2.47933333333333
BRD1	-0.38325
STATH	0.0449999999999999
FBXO44	-0.267333333333333
MCCC2	0.687
CDC2	-2.2272
C5orf23	-0.33875
IVD	0.261
C10orf122	-2.274
MSL3L1	0.0741
MVP	0.4905
EPOR	-1.1663
ZMYM1	-1.07616666666667
BCL7C	0.00750000000000001
PSTPIP2	0.5106
LYPD1	-1.43225
OR8G5	0.5835
ZP3	-0.616
BCAS4	1.92183333333333
EDG6	0.07875
ISY1	-0.6095
PRAMEF2	-2.03675
CUL1	-0.41475
RNF213	0.8153
CCRK	2.2845
DHX9	-0.084125
C13orf29	0.0965
NCKAP1	0.539666666666667
MRPL43	0.6595
XPR1	-0.14275
PKN2	-0.2803
PODNL1	-0.502
ZNF333	0.49625
DALRD3	0.217
OPN1SW	-0.0315
BTBD6	0.457
C11orf82	-2.203
OR5P3	0.003
DUSP11	0.049
L1CAM	-1.85977777777778
NEK11	2.15833333333333
OR7E91P	1.9405
CNTN3	2.5944
CREB3L2	0.78625
ZBTB37	1.412
KIAA1324L	0.94375
NDUFB10	0.372166666666667
NUDT2	0.46475
GTPBP8	-0.666
CACNA1D	0.503
PRKAA2	-1.84616666666667
PRDM8	0.131
MGC16075	-0.387
KRT14	-0.972357142857143
PP8961	0.176125
MRPL18	-0.1985
ABCG2	-2.47625
PACRG	3.6375
BBS2	1.2755
KREMEN2	-3.597
FBXO21	1.16375
HNRPUL1	-0.0240833333333333
GRB10	-0.04675
CLSTN1	0.654375
LMAN2	0.482
C17orf61	0.521
NIPSNAP3A	0.21875
INSIG2	-0.194333333333333
PCDHB7	2.93166666666667
STXBP2	0.176
CMAH	2.92166666666667
SEMA5B	-1.03075
ZNF155	0.18
COQ6	0.368166666666667
PRPF4	-0.302
TSPAN15	1.2451
VN1R5	0.6455
LATS2	0.564
SELK	0.8225
PGK2	1.108
MS4A1	-1.783625
TYW3	-0.2384
KRTAP5-1	-0.01
RCCD1	-2.084
BTN1A1	0.179
DDX28	0.8135
TMEM65	-1.108875
LOC92345	-0.43425
TTC31	-0.6
WDR46	-0.674
CHP2	-1.358
LSP1	-0.967875
ZNF542	0.193
EXOSC1	-0.0255
ARHGAP18	0.565166666666667
LRRTM4	-0.613571428571429
MAOB	-0.114333333333333
CACNB4	0.538
MGC33846	-0.370625
RANBP3L	2.74975
ATP5L	0.06925
ONECUT1	-3.068
NUDT9	0.35175
TMEM149	-0.989
STX17	1.565
IGSF10	-5.37525
TMPRSS9	0.1065
BMPR2	0.67975
ALLC	0.17975
KLF7	0.0325
GCC1	0.9775
TIMM9	-0.12125
CDO1	1.862
MGC10701	-0.766166666666667
IFI6	1.73066666666667
FRMD8	-0.0795
MGAT2	0.6845
WBP5	1.011
CNIH2	0.00750000000000001
KIAA0907	-0.6246
KCNH8	-0.325
CTSG	-3.5005
GRIK1	0.989333333333333
CUL5	1.27025
FRMD1	0.717
OR9A4	0.4365
SYT6	-1.168
