Hybridization REF	TCGA-B6-A0WZ-01A-11R-A109-07
GRIN2B	0.1965
ADAMTS14	0.00849999999999999
DYDC2	1.29933333333333
ATP6AP1	0.2486
NR1H2	0.280666666666667
PDK2	0.4405
C3orf17	-0.392333333333333
SLC38A2	-0.536428571428571
SLC25A29	0.378166666666667
C15orf29	-0.075625
ADAM9	-1.896
TMUB2	0.160125
GPR176	-1.4185
AGK	-0.557428571428571
MCCD1	2.4565
NDUFA4	0.72725
TMEM146	0.15025
DUSP1	0.072875
UNQ6975	0.3875
EMX2OS	3.8205
INSM2	-0.628
LUZP4	-0.56025
SETD6	-1.91175
P2RY2	3.957
SLC45A2	-2.0475
RABGAP1	0.8025
UBXD5	1.312875
GPRC5A	1.4045
PAK3	-1.345
LOC63920	-1.0165
TGFBR1	0.7163
KRTAP6-3	-0.0285
SFMBT2	0.412
CDC42	0.18675
C11orf35	1.3485
TTLL2	-0.16425
UACA	0.263083333333333
CD97	-2.4711
SETD5	-0.336125
NINJ2	-0.70775
PTER	0.254
POMGNT1	-0.01925
KRTAP4-2	0.511
ECGF1	3.282125
HRB	0.549909090909091
ATP1B2	0.2731
LOC400506	0.0505
COL4A3BP	1.60775
C6orf97	1.8435
GRHPR	0.575625
TAS2R1	0.6545
SEMA7A	-0.9435
EDF1	0.7775
ODF2L	1.0931
PCID2	-0.973333333333333
GTF2H4	-1.0205
ZCCHC3	-1.029125
CGB2	0.0946666666666667
NEUROD1	-0.283
C20orf75	-0.361
RP5-1054A22.3	1.4235
IFNA5	0.29
ZNF134	0.875166666666667
MGC119295	0.0839
ZSWIM6	0.41925
SMEK1	0.668666666666667
PCGF2	0.72425
C1orf102	3.0135
CYP2A13	0.3985
KCNH6	-0.8184
MDM1	0.1493
ALDH7A1	-0.441833333333333
C9orf75	2.3165
VDAC3	-0.8405
OR51T1	0.0865
EIF3F	0.0853333333333333
KCNJ10	-0.5345
LENG8	0.14825
EDEM2	-0.343
CCNJL	1.0655
DHX37	-0.85
CRYGN	0.4195
AATF	-1.318375
ZNF630	1.00275
E2F5	-1.7145
WFDC13	-0.9535
FTSJ3	-0.617833333333333
C4orf33	0.3185
LHFPL4	-2.69975
C19orf56	0.360666666666667
SMAD4	-0.703
AFM	-0.776333333333333
G0S2	-3.61175
FCHSD2	-0.288
RRP1B	-1.0331
EEF1B2	-0.523833333333333
STAT6	0.4685
ZNF195	-0.70775
GNL1	-1.02133333333333
ZNRF2	1.79533333333333
PER3	0.591625
ASB16	1.08075
C10orf10	0.768785714285714
ADCY8	-3.3005
C9orf58	-0.687
ARMC10	0.518666666666667
PSG1	-1.943
DHX34	-0.172
VARS2	-0.2505
NFIC	1.69625
ITPR2	-1.15125
AGXT2	0.473833333333333
OR6K3	0.195
H2AFZ	-1.254
MLLT3	1.57158333333333
COX4I2	2.704
CCNT2	0.363375
PLK4	-2.211375
NUMBL	-0.185666666666667
MED16	0.95175
PLEKHQ1	0.78175
GOSR1	0.960388888888889
BTG4	0.04175
RPL30	0.151416666666667
IGSF5	0.32675
IGFL2	1.73883333333333
ELMOD2	1.50266666666667
SHC3	-0.224333333333333
HAVCR1	-0.1495
DYNC2H1	0.597375
RNF5	-0.402166666666667
C2orf7	1.27175
NLF1	2.5405
KLHL25	0.334
LRP10	1.0947
KRI1	-0.24725
PUS7L	-0.628666666666667
MGMT	1.3955
HOXD1	1.262
CSH1	0.1816
ATG16L2	-0.8845
FLJ44635	0.498
CHODL	-1.022
EXOSC8	-1.993
SLC28A1	-0.43625
MYO7B	-1.274
SEH1L	-0.5732
MTNR1A	0.0706666666666667
TSPAN5	1.28616666666667
CDC45L	-3.14883333333333
AMIGO1	0.187
ATAD3A	-1.2695
OSGIN2	1.0055
PDIK1L	0.169
DARC	1.74125
PIPSL	-0.402
SHMT1	-1.71075
CRISP3	0.147
POPDC2	1.97866666666667
ZRANB2	-0.882333333333333
FBXL8	1.912
TRIP13	-2.99909090909091
EIF5AL1	-1.098
POU5F1P3	-5.0065
IL6	-3.46516666666667
CXorf38	0.129333333333333
IFNA16	-0.5155
FBXL2	1.95133333333333
BRD1	-0.2825
STATH	0.64
FBXO44	0.557666666666667
MCCC2	0.30575
CDC2	-1.806
C5orf23	-0.7435
IVD	0.645
C10orf122	-0.51
MSL3L1	-0.5487
MVP	1.26225
EPOR	-0.3127
ZMYM1	-0.651666666666667
BCL7C	0.742166666666667
PSTPIP2	0.9889
LYPD1	-0.938125
OR8G5	-0.071
ZP3	0.0458333333333333
BCAS4	0.832833333333333
EDG6	1.16225
ISY1	-0.799
PRAMEF2	-1.61125
CUL1	-0.215
RNF213	1.1037
CCRK	1.73375
DHX9	-0.893125
C13orf29	0.19575
NCKAP1	0.8535
MRPL43	0.9325
XPR1	1.195
PKN2	1.7094
PODNL1	0.878
ZNF333	0.19525
DALRD3	1.29775
OPN1SW	-0.1265
BTBD6	1.3105
C11orf82	-1.61
OR5P3	-0.0845
DUSP11	0.36175
L1CAM	-1.7663
NEK11	2.32016666666667
OR7E91P	1.653
CNTN3	1.8914
CREB3L2	1.83275
ZBTB37	0.9995
KIAA1324L	1.224
NDUFB10	0.368833333333333
NUDT2	0.00375
GTPBP8	-0.6455
CACNA1D	2.8915
PRKAA2	-1.75633333333333
PRDM8	0.465
MGC16075	-0.0633333333333333
KRT14	-0.258071428571429
PP8961	1.540375
MRPL18	-0.61125
ABCG2	-2.85725
PACRG	0.93775
BBS2	-0.30875
KREMEN2	0.4395
FBXO21	0.51775
HNRPUL1	0.18475
GRB10	0.79
CLSTN1	0.846125
LMAN2	0.3045
C17orf61	0.08425
NIPSNAP3A	0.319
INSIG2	-1.1645
PCDHB7	0.179666666666667
STXBP2	1.2435
CMAH	1.46091666666667
SEMA5B	0.41725
ZNF155	0.308333333333333
COQ6	1.05733333333333
PRPF4	0.25825
TSPAN15	3.6516
VN1R5	-0.23925
LATS2	0.29825
SELK	0.82625
PGK2	-0.00875000000000001
MS4A1	-2.6765
TYW3	-0.3328
KRTAP5-1	2.13025
RCCD1	-2.3545
BTN1A1	-0.033
DDX28	-0.7335
TMEM65	-0.165125
LOC92345	0.16475
TTC31	-0.08075
WDR46	-1.363
CHP2	-1.46483333333333
LSP1	0.937
ZNF542	0.59575
EXOSC1	-0.1565
ARHGAP18	0.389833333333333
LRRTM4	-0.717625
MAOB	3.0925
CACNB4	-0.62075
MGC33846	1.45975
RANBP3L	1.983875
ATP5L	0.325
ONECUT1	-3.0825
NUDT9	0.703
TMEM149	0.561
STX17	1.08875
IGSF10	-3.14875
TMPRSS9	0.2925
BMPR2	1.39816666666667
ALLC	-0.5
KLF7	1.176625
GCC1	0.5329
TIMM9	0.60025
CDO1	-0.355666666666667
MGC10701	-0.477666666666667
IFI6	3.33566666666667
FRMD8	0.17875
MGAT2	0.285
WBP5	-1.06083333333333
CNIH2	1.03825
KIAA0907	-1.8829
KCNH8	-0.542
CTSG	-1.5435
GRIK1	0.3525
CUL5	0.33725
FRMD1	0.695
OR9A4	0.9905
SYT6	-1.229625
FOXD4L2	0.52575
ANAPC2	0.174166666666667
OPN5	0.375
TAF13	0.3935
LYG2	-0.79725
GGNBP1	0.394
C11orf40	0.4405
OTX2	-1.772
REG4	0.205333333333333
EIF5	-0.0583125
PALB2	-1.089
SEPSECS	-0.6381
RNASE3	-0.31675
TRIM49	-1.492
POLR2K	0.4118
GPR42	-0.1055
C8B	-2.65475
SASS6	-1.09075
PREB	0.159333333333333
OR3A3	0.5475
TUBA8	0.509125
IGLV2-14	-2.641
STIL	-2.48225
ANKFN1	-1.39783333333333
NME7	-0.78525
HOXC12	2.55575
UBE2C	-1.604
FHOD1	-0.30125
CDK2AP1	0.218
OR6K2	0.15225
DHPS	0.11375
RPL5	-1.06933333333333
TRGV5	0.3575
LOC541472	0.03325
HCCS	-1.3315
DENND1B	-1.2125
LHX3	-0.273
OR5D16	0.698
CXorf57	-3.34
IRF2BP1	1.158
NDST2	0.844166666666667
LCE3D	0.135
BOLL	0.183875
SYT3	-1.04325
PIH1D2	2.233
C20orf7	-0.8785
IL1R2	-1.2835
SLAMF9	1.5505
PPME1	0.621875
PIK3CA	-1.013
TRAPPC1	-0.03275
COLEC10	-1.38025
SLC9A6	-2.08166666666667
PDDC1	0.467
CCDC53	0.0655
GK3P	-0.50475
DAZL	-2.42025
BRI3	0.017
SDK1	-1.366625
CYP2C18	-0.30725
IFI44L	2.648125
RPL3L	0.882
FUT9	-1.46233333333333
KIFC2	0.009
PMP2	-0.625714285714286
SLC4A9	0.668
PLAG1	-2.602
MYCBP2	1.129
OR4E2	-0.2685
CCDC65	3.582
C16orf82	0.066375
ENTPD4	0.05525
BRP44L	0.528625
PMP22CD	0.035
TMCO4	1.7945
KCNN1	-0.790833333333333
WDR35	0.96975
CCDC80	1.2695
C3orf31	-0.84075
SLC7A9	-0.278
TMEM190	-0.6235
DBC1	-2.52016666666667
FADS3	-0.817833333333333
PDZD8	0.693333333333333
GRM5	0.303875
AZGP1	4.7095
PEX3	-0.5205
MED1	0.152857142857143
ATG4C	-1.84383333333333
HNRPH3	-1.62975
FAM109B	2.19625
C4orf17	-0.284
CA10	-0.9775
OPRD1	-0.134
CCL16	-1.085
SACM1L	-1.64725
CST6	5.9115
CD63	1.3250625
LGI1	-1.97633333333333
ZNF784	1.52975
CRYBB1	-2.0355
CX3CL1	0.43615
TOP2A	-2.489125
GYPB	-3.1565
GADD45GIP1	0.13375
FEN1	-1.817
IGF1R	0.59475
WDR72	-2.7786
PURG	-0.982166666666667
DEFB126	0.671
PKD1L1	0.78775
CAV1	-2.3889
GNPDA2	0.068
DGAT2	0.448
NLGN1	-4.63925
STRBP	0.215375
HPRT1	-0.850166666666667
FANCI	-1.680875
PSMA7	0.0755
DBF4B	-1.09566666666667
TTF1	-0.10325
RAD54L	-2.031
ELOF1	1.0505
PLAGL2	1.023125
ZNF256	1.363
HMGCL	1.16375
MSI2	0.691666666666667
RPESP	-2.17983333333333
C11orf60	1.74225
ABCD1	0.2715
ACAA1	1.6791
SPARCL1	4.95528571428571
IL6ST	1.9031
ZNF319	-0.32375
TMEM109	-0.7729
FAM90A1	-2.7355
IL22RA1	-0.546
ATP4B	0.793
TEC	-0.649333333333333
C7orf30	-0.99925
TXNDC2	0.262166666666667
ABCB4	-1.06125
KIAA1191	0.253375
C9orf38	0.3525
SFTPB	-0.207125
CNTNAP2	-0.291666666666667
FRK	3.207
TBX19	-0.613
CHD4	-0.23025
C6orf26	-2.3365
MOSC2	2.3975
IKBKE	-0.34025
HIF1A	-2.28416666666667
LOC595101	-0.2395
RELA	0.344
TMEM16B	0.160166666666667
ABHD12B	3.74375
TSEN34	0.39325
KIF18A	-2.9845
TXNDC9	-0.667166666666667
SPATA2L	1.2715
SEMA4G	-1.028
C21orf91	-0.990125
MATN1	-0.3255
KCNIP4	0.0585
TUSC1	2.068125
OR4C15	0.29025
ARMCX6	1.06658333333333
WBSCR27	0.508
OR52I2	0.011
KIAA1604	-0.92525
DYNC1I1	-2.202
PPP4C	-0.15325
SLC47A2	-2.87016666666667
TREH	0.14475
CD48	-0.6635
ST14	2.099
PKN1	-0.3035
SPON2	2.22925
XBP1	2.32125
SFRS12	-1.1265
EFCAB6	3.7105
SELT	-0.01625
SLC39A2	1.719
ERF	-0.643833333333333
ARL3	0.9545
SURF6	-1.2507
MLLT10	-0.826809523809524
FLJ11171	-1.3305
TDGF1	-5.08016666666667
ERCC6	0.09125
EIF2AK4	-0.06525
BAZ1A	-0.112333333333333
LRRN3	-0.399833333333333
TMC3	3.1085
EFTUD1	-0.39975
PTPRO	-0.8245
CLEC12A	0.11275
ACBD4	1.1925
ZDHHC14	0.703625
OTUD7B	0.75975
ACTB	0.6543125
MSRA	0.57425
LCE5A	3.096
IFI35	1.14075
BSCL2	0.580666666666667
ANKRD12	0.665916666666667
CFHR2	0.077
RGAG1	1.14916666666667
HSFY1	-1.331
SLC30A5	-0.5425
IMPG1	-0.165
GPR109A	0.899
ZNF185	3.2155
IYD	1.47325
NPCDR1	2.4545
SERPINA13	0.5195
HMGCLL1	-2.20875
NEUROG1	2.16066666666667
UBQLN1	0.1303125
LIN37	1.113
SOCS2	-1.2505
DSCR4	-2.03575
XKR6	1.3885
GPR142	0.841
KRTAP13-3	0.906
CCDC15	-0.240833333333333
MOS	0.483
CD1E	-2.329
OFCC1	0.00299999999999998
FAM83D	-3.233
SRFBP1	-0.9585
C9orf96	0.41
DHDH	0.31975
CCDC90A	-0.4755
RABL3	1.2937
CD320	-2.051
ANGEL2	0.0506666666666667
MRPL21	0.009
SMG6	0.821833333333333
INSR	2.38075
FLJ14816	-0.607
GLRB	1.00083333333333
C9orf89	1.96575
CIZ1	-0.44225
URG4	0.222833333333333
LRDD	-0.342
CBY1	1.07266666666667
NFX1	0.3985
MTERFD2	0.760785714285714
C19orf23	0.537
PGC	-2.741375
IER3IP1	0.4065
RASAL2	1.33891666666667
C1orf89	-0.062
SYNJ1	-0.288625
NFKBIE	0.701
FLJ40125	-0.982833333333333
TCEB2	0.0809
NOG	-2.174
POLR2J2	0.024
HLA-B	1.78725
PCDHA1	1.3285
PPP2R2B	-2.71175
ARHGEF17	0.9025
TCF7L2	1.65628571428571
CHD5	-0.394666666666667
ZNF431	-0.638875
TBC1D25	-0.761
ZNF800	1.26025
SCUBE2	4.00727272727273
MYCBP	-0.105
GPX5	0.6665
C6orf129	-0.259666666666667
QSER1	-1.01366666666667
ULK2	0.6825
PIGO	0.335333333333333
NRCAM	-1.72042857142857
SLC35E3	0.278625
CSRP2	-2.59975
HYPE	0.913
MAPK15	0.2025
MGC14327	0.211
TIMM13	-0.147166666666667
ZNF462	-0.11025
GBA3	-0.31875
TEX13A	-0.2995
MCM6	-0.924
MTRF1	-0.795
ABCA7	0.49725
EIF4A2	-1.2975
ZC3H10	0.73
RPGR	-0.216833333333333
C20orf94	1.3525
RP1L1	0.26325
GPR125	-0.20575
USP22	-1.04842857142857
OR1L4	0.06575
MLZE	3.0105
FLJ32065	-0.02275
PTCD1	-0.4255
CRTAC1	-0.141666666666667
BXDC2	-2.578
C18orf1	1.4855
FAM107A	1.38871428571429
EFNA3	0.9575
P18SRP	-0.7916
CAMKK2	1.125
KIAA0649	0.1755
NES	-1.83516666666667
HS6ST3	2.99675
PON2	0.31725
TCP11L2	-0.116
CLEC4A	0.8965
PRR12	0.7255
MLXIPL	-1.1322
C2orf50	0.527
ZNF28	-0.04825
ENC1	0.820166666666667
MAP2K1	-1.119375
FKSG2	1.07375
KIAA0430	0.9295
PTP4A1	-1.49405555555556
GPR156	2.4495
GTF3C6	-0.09125
UBR2	0.0793
LOC388272	-1.22275
MAK	2.68316666666667
ACOT4	4.50175
STC2	0.541416666666667
PIGW	-2.22025
SAE1	0.124
COL6A1	1.96918181818182
OAZ1	-0.0951666666666667
STMN4	-0.1965
EDG3	1.01533333333333
SGCE	-1.77666666666667
IL11	-2.6595
PRSS8	3.319
YIPF5	0.0235833333333333
WNT4	4.247875
CSN2	0.392666666666667
TCF7	-3.48675
TDO2	1.06025
SAMD9	1.2788125
S100A7A	4.352
MMRN1	1.86333333333333
GKAP1	-0.15
AKR1C3	-2.701375
RNF19A	0.905375
GMDS	-0.10275
YKT6	0.195875
SPARC	1.8407
C12orf31	-0.5235
UBE2V2	-1.47633333333333
FBXL18	0.2625
KIAA0460	0.37675
ADAM22	-1.52225
SERPINC1	-2.21025
KCTD21	0.6225
MYOHD1	-1.59475
ZNF37A	0.407666666666667
GTF3C1	-0.1635
CTSZ	1.2305
PRNPIP	-0.623125
DRD1IP	0.3455
NR1I2	-2.53783333333333
ZNF266	0.2795
SPAG4L	0.3515
COX4NB	-0.77125
SAPS1	0.981
APOA1	-3.586
TATDN1	-1.325
C10orf82	2.5205
KPNB1	-0.423
FOXO3	0.838916666666667
CRYBB2	0.5125
ZBTB5	-0.0121666666666667
SLC25A38	-0.16675
DCTN2	-0.735
IFT20	0.44
CTHRC1	0.801
C1orf31	-0.701125
UHRF1	-0.34375
GPC6	-0.00149999999999999
C10orf54	1.363
MCF2L2	-0.480833333333333
WNT9B	-0.014125
OLA1	-0.37775
FAM120B	0.6595
TTLL10	-0.4995
CYorf15A	-5.29075
RELN	-1.7424
SCN2B	1.71866666666667
MFHAS1	0.102
NKX3-2	-1.29966666666667
RASGRF2	0.553
SSBP1	0.0243333333333333
KPNA6	0.148785714285714
LOC389118	0.00850000000000001
HS3ST4	-1.7594
SUPT7L	0.187
FLJ32658	-1.49575
IGFBPL1	-0.5615
KIAA1641	1.0308
SHKBP1	-0.0563333333333333
CSF1R	4.70025
NAGK	0.792
MYL2	1.01525
HIST1H4C	-0.259
TOMM7	0.771375
ADAMTSL3	3.1719
TNFSF14	-0.945
PRRT2	-0.035
VTA1	-0.76975
AOAH	1.58333333333333
CRISPLD2	1.4545
PNN	-1.0117
TA-NFKBH	0.03675
ESPN	1.96675
RBM43	1.5735
KIAA1267	0.830875
DDX3X	0.0990555555555555
KIAA1576	-3.40925
PLXDC1	4.40716666666667
FLJ25801	-4.22125
HNRNPL	-0.61925
RUNDC3A	-0.0728333333333333
CASP12	0.9815
SH2D5	-1.214125
RPL26L1	-0.07
OR51A7	0.0945
HDC	3.161
C2orf16	0.0285
SYTL3	2.746375
GOLGA4	0.405875
NOTCH1	-1.17316666666667
ATPAF2	0.3705
ECD	0.14125
SSX5	-2.24966666666667
SNAP91	0.55975
OCA2	-5.69125
PNPO	0.1265
DAPK1	-1.84566666666667
PINX1	-1.14083333333333
SELENBP1	1.038375
NEK3	-0.475583333333333
TMED4	0.420785714285714
SSTR4	0.7335
FOSL1	-2.4362
CD40LG	-0.6535
CES1	-2.09391666666667
DCI	0.854
B3GAT3	-0.233333333333333
STK17B	-0.378
CNTN6	0.05075
CYP3A4	-1.75083333333333
MBOAT2	1.10314285714286
PISD	0.546625
USP1	-1.89525
PYDC1	2.81066666666667
CENPM	-0.653375
SAR1B	1.241
TTC7B	-2.013625
DP58	-0.435
GPC1	1.288
RBL1	-1.916625
TMEM137	-2.49466666666667
TOB1	1.192
TCEAL1	-0.102833333333333
CENPF	-1.79363636363636
C6	0.579833333333333
PRSS1	-3.545
PPIL6	1.53733333333333
C6orf124	-0.3855
ODZ4	0.905333333333333
SNCB	0.0435
NDUFB9	0.137
CNOT6L	0.292166666666667
S100A9	4.273
TRIM50	-0.269
KCTD1	2.6014
WDR63	2.70525
SPEF2	3.652
RNGTT	-0.670833333333333
CXorf22	1.68
KCNK16	0.41825
CEP250	-1.12075
ATPBD1B	0.731
KCNJ2	3.614
MT1B	-0.7385
ZNF684	-1.132
SLC4A1	0.6145
PDHA1	-1.46425
ZNF492	-0.158625
TKT	-1.05175
BYSL	-1.419875
RNF38	0.570625
AHDC1	0.9325
KLHL2	-0.230125
CMTM8	1.176
DMP1	-1.083
HERPUD2	-0.00874999999999999
CRTAM	0.791333333333333
ZNF572	-0.63325
TMEM16J	-0.619
HSD17B2	-4.01825
UBE2G1	-1.398625
AHSA2	-1.94225
PELI2	-1.622
TPX2	-2.224375
ATP9B	1.11683333333333
DAZAP1	0.027375
HMGCS2	3.7755
C17orf38	0.6575
B9D1	0.011625
NKX2-5	-1.16616666666667
KIAA1276	1.667
LILRB2	2.971
CSTF1	-0.9065
BTN2A1	-1.15166666666667
C15orf48	6.16225
IGF2BP3	-4.49725
FAM113B	-0.612333333333333
HRG	0.019125
ZNF131	-1.34325
USP47	0.190071428571429
CCDC88B	-0.358375
HCN1	-0.492444444444444
HTN1	0.0701666666666666
SYCP3	-0.32925
C13orf23	-0.3693
PAPOLA	0.1514375
AATK	-0.8186
MSH3	0.4215
NDUFAB1	-1.05725
ITLN2	-1.439
BAK1	0.0661666666666667
MRPL45	-0.609166666666667
MTNR1B	0.326166666666667
LOC645843	0.797
SPECC1L	0.460625
PGCP	0.312
SPN	-0.8975
GPR143	0.593666666666667
ZNF576	1.203
TMEM39A	0.1746
ATP5D	1.24933333333333
MAGEB3	-1.904
RPS5	-0.876
ANP32E	-1.92671428571429
MTMR1	0.5255
YEATS4	-1.69475
SYNGAP1	0.3975
PCOLCE	-0.328333333333333
MNS1	0.66125
PCYT2	0.108166666666667
ZNF182	-0.9315
LAX1	-1.003125
SPPL2B	2.0606
ELOVL5	1.9954
PCDHAC1	-0.2795
B4GALNT1	-1.6305
BLOC1S2	0.924625
ZNF673	-0.5557
ARHGAP21	-1.16816666666667
IRX5	3.520625
LRFN5	-0.485166666666667
FAM7A1	-1.249
RAB19	2.0365
GINS1	-2.5955
ITM2B	1.1789
PAPSS2	2.54816666666667
OR5BF1	0.85
ACSL3	0.892625
KIAA1919	-0.246166666666667
GLT8D2	2.094125
UTRN	1.00807142857143
CNN1	0.56925
HISPPD2A	1.025
SDAD1	-0.049875
SIGLEC9	0.2135
RPL35	0.0386428571428572
C22orf26	0.4715
IMPDH2	-1.57725
WDR69	-0.59225
SEC14L5	-0.32
CLTA	0.3255
RP11-529I10.4	0.8185
GPR37L1	0.283833333333333
OGDH	-0.0204166666666667
ASB13	0.815666666666667
ZFP14	0.04575
ZCRB1	-0.1785
KPNA3	0.26775
HSPA1L	0.31725
RHOC	1.264125
LOC554175	-0.086
PPP3CA	-0.5192
SLC1A7	-0.7395
ZNF529	-0.3905
RBED1	1.8315
DDB2	-0.5475
FLJ11286	1.14383333333333
SPATA1	0.526
MKNK1	0.223333333333333
DYSF	2.03866666666667
ALKBH2	-0.6135
NKD1	-2.43483333333333
C1orf174	-1.09025
PLEKHO1	-0.211
ASB10	0.24225
RING1	-0.162666666666667
NPC2	1.286125
AVPR1B	0.5085
YTHDF1	0.00841666666666666
LMAN1L	0.415
GSG2	-2.389
CEP170	-0.544
RPS4Y2	-5.6465
MSH6	-1.1475
HECTD2	1.38816666666667
ZNF556	-1.73016666666667
PLEKHC1	-1.2799
AIRE	0.471
BCL2L10	1.61475
LMOD3	-0.0348333333333333
ZBTB8	0.733
FOXA2	-3.4774
SLCO2A1	1.497625
C3orf46	-0.0625
PRDM16	-1.1625
TMEM98	-1.01975
FRMD5	-3.094
PDE6C	0.0025
C1orf216	0.0746666666666667
EP400	-0.302214285714286
PTK2	-0.149916666666667
RNF217	-1.34075
NDUFA8	0.52
ZFAT1	-0.1495
LAMP3	-0.860166666666667
GLTSCR2	1.78625
NPW	-0.944
LLGL2	0.3809
PPM1K	-1.43983333333333
C20orf177	-1.4275
KIR2DL4	0.5484
NFKB2	0.174
C21orf122	-0.755
HESX1	-0.92075
GPR114	-0.644833333333333
SLC25A35	0.146333333333333
GNAT1	-0.1845
ORAI3	0.7795
FAM76B	-0.796375
TMEM99	0.4782
TRIM29	-1.1872
CDS1	2.845
RHEB	-0.2605
C4orf27	-0.835333333333333
RAB3A	0.46425
OTUD6B	-1.03375
GPD1	-0.02675
CDH15	-1.2645
NPM1	-0.634285714285714
TMEM117	-1.014
PRPS2	-1.064
GCK	0.2545
ADRA2A	4.6765
TSPYL4	0.107666666666667
TASP1	-0.81925
WDR19	0.879166666666667
C10orf38	-2.5705
PDE4C	-0.686
FYB	-0.783583333333333
C1orf55	-0.258333333333333
PPFIA3	-0.097
RAD18	-0.611
C12orf44	-0.0908333333333333
CRYBA4	-0.3405
HVCN1	0.29575
TAF10	0.554166666666667
C16orf48	-0.726833333333333
DEPDC5	1.01116666666667
LTBP1	-2.0655
MAPRE1	-0.441625
FGF8	-0.0545
C3orf52	2.02475
SENP7	-0.396
LRRK2	0.74125
RUNDC2A	0.818833333333333
KIAA0355	0.902666666666667
CPEB1	-0.16325
PPEF2	-0.097
ABI2	0.361833333333333
KIAA0317	0.286
ATF1	-1.834
DYNC1H1	1.016625
DIP	-0.1
TMEM33	0.382333333333333
POLDIP3	-0.21375
C7orf24	1.486
GPR171	2.1805
CDC6	-2.259
PLD1	-2.0186
ITFG2	-0.2911
NDUFC1	0.716
AKNA	-1.01475
NBR1	0.33425
PKHD1	1.565625
HPS4	-0.9032
MAFA	2.5975
ULBP3	-1.2775
DIRC1	0.2435
IMMT	-0.207
C22orf13	0.467
CEL	0.237
MARK3	-0.1465
ADAMTS2	0.489833333333333
ARPC3	0.321833333333333
TMEM10	0.222875
NPHS1	-0.07625
BRD8	-0.519666666666667
WDR12	-1.5435
IDI2	-0.404625
HOXD13	-3.0325
OR8G2	-1.33425
SLAIN1	-5.64675
GABRQ	-0.78175
NR2C2	-0.68
NKTR	-0.1753
TLE2	2.134
KIAA0892	0.261666666666667
AURKA	-2.721
GPRC5C	1.39133333333333
TBC1D9B	-0.116875
PNPLA6	0.524833333333333
AP3B1	-0.15975
NAG	0.612125
C11orf68	-0.14975
AKR7A3	2.07975
AHCYL1	0.60675
COP1	-0.111833333333333
RPP14	-0.113666666666667
PCDHB18	-0.1755
CDH24	3.07825
KRT17	-0.977
LACTB2	-1.664
DDX24	0.3635
PHACTR1	-0.723166666666667
SLC35E2	0.165
LOXL1	1.1645
IQSEC2	0.6
RGSL1	-0.079
PCDHGC5	0.674
MEGF10	-1.036125
PRRX1	0.699166666666667
ASTE1	0.797333333333333
C6orf159	-1.137
MYOD1	2.65925
GAA	0.596
ZNF747	0.4335
KLRC1	-2.20475
IL1RL2	0.3935
GDF9	0.65275
GPR119	0.037
TRAF2	0.384
HCK	1.98016666666667
BMP6	-3.463
IL8RA	0.920833333333333
FLJ35848	-1.031
EFHA1	0.44625
CDSN	0.658833333333333
C14orf54	-0.410166666666667
LSM3	-0.47375
ZFP41	0.1155
C9orf126	-1.15383333333333
VIT	-3.772
SPCS3	-0.41225
DEF8	-1.6816
CHAF1A	-1.48833333333333
C1orf165	0.168833333333333
ZFPM2	0.930333333333333
FTH1	1.254
SLC35F1	-1.88675
YWHAH	-0.103
C17orf66	0.118
ADRB1	0.064
FOXL1	-0.8055
RG9MTD3	0.381666666666667
UMPS	-0.174625
MGC13008	-0.302
KIAA1161	0.3575
CCDC77	-2.84675
C12orf65	-0.0238
COG4	-1.27583333333333
RCP9	1.24875
RP4-692D3.1	3.6075
CDC2L5	-0.32425
MGC7036	0.733
DNAJC11	-0.68725
GDF2	-0.143166666666667
TIMM17A	-0.92925
HNRNPA0	-0.3119
OR2H1	-0.00149999999999999
PCBP1	0.45125
COL23A1	-1.52225
LRRC2	-0.603692307692308
NSD1	0.719928571428571
FLJ37078	-0.762625
WDR91	0.369166666666667
TMEM179	-0.2285
DSCR10	0.1345
CNDP2	0.752
FYN	-1.1585
BEX2	-2.07033333333333
KCND3	1.904
YPEL5	1.713375
LRRC42	-1.14533333333333
C17orf45	-1.60225
ZNF649	1.0813
LOC150763	2.36175
COL5A2	2.56808333333333
CNGA2	0.0815
ELA2B	-0.0748333333333333
RAB9B	-1.162
FAM100A	0.667
NAIP	-0.269428571428571
MYOZ2	-0.283428571428572
SPATA12	-0.109
XRCC4	-1.70475
CYB561	1.5973
CHST10	0.44725
BAI1	-0.247333333333333
BRSK1	0.2095
C17orf89	-0.620625
PDE6H	-0.883
FLJ20309	1.0178
MAP7	1.230375
SCN4B	1.19
SPAG9	-1.3724375
SERTAD1	1.09466666666667
FLJ21963	0.12925
ANTXR1	0.2582
TMPRSS13	2.9135
ETV7	4.0075
DGAT1	0.603
NKIRAS1	-0.814833333333334
TAC3	-3.75475
CORO1C	-1.59275
RAD54B	-1.09475
HRASLS3	3.08983333333333
C21orf42	-0.21025
BARD1	0.123666666666667
ZNF177	0.380333333333333
MIP	-0.147
ZNF442	1.5825
F2	-3.9374
GRIA1	-0.355
GALNTL2	2.24466666666667
WNT5A	1.2226
LENG9	0.345
hCG_25371	-1.6585
FOXR1	-0.2265
TRA@	0.6287
PWWP2	1.5505
C1QTNF7	2.76533333333333
SLC7A4	2.264
C4orf7	0.11075
C17orf80	-0.521666666666667
KLK4	1.69183333333333
IL31	0.709
TMEM176A	3.1515
