Hybridization REF	TCGA-A8-A07F-01A-11R-A00Z-07
MAMDC4	-1.0845
CBX3	0.25975
LRRC18	-0.12175
RBMXL2	-0.818333333333333
PLA2G4D	0.7055
FGF13	1.272625
KIF3A	0.406833333333333
PDIA6	-0.80925
DCXR	0.64625
CASKIN2	0.431416666666667
EHD1	1.3885
MARCKSL1	0.765166666666667
ZNF496	0.343666666666667
SCAF1	0.110833333333333
KCTD8	-0.63075
TRAF3IP3	0.783214285714286
LSR	1.308
CXorf1	0.124666666666667
C14orf112	0.157166666666667
EIF2B1	0.18775
OMP	-0.6645
GSTZ1	0.27325
LOC92017	1.3285
ISLR2	1.694
C12orf36	0.729
GATA2	-1.22433333333333
GABRA5	-3.5915
CELSR2	-0.927285714285714
STAM2	1.0617
TNAP	-0.6025
PTPMT1	-0.189833333333333
GRP	7.097
SV2A	-1.66266666666667
MAGEA12	-4.27875
CACNG1	3.7495
C18orf19	-0.437
GSG1	-0.368166666666667
PTPRJ	-0.0438571428571429
FRMPD1	0.261
ZNF668	0.30825
PLEKHJ1	-0.317375
ADAT1	-0.0122
TMEM50A	0.4646
UCN3	0.1695
HOOK1	0.687625
IL17B	-0.7455
MLKL	-1.23533333333333
TTC14	-0.893166666666667
KLHL5	0.771375
CRYL1	0.671
FOXH1	-0.1355
NFYB	0.265375
PPM1G	-0.1955
GOLGA2LY1	-1.46325
NMT1	-0.320875
HADHA	-0.6073
CHSY-2	2.43675
PLEKHF1	0.818
SAGE1	-2.3775
MUSTN1	-0.2525
SUHW4	1.20325
TFEB	0.854833333333333
ZFYVE27	0.3895
ATG12	-0.1215
BMI1	0.820142857142857
ZIM3	-0.05875
MYH4	-0.7855
MASP1	-1.07563636363636
KIAA0984	1.55775
RPAP2	-0.5805
ASB5	-0.38775
BOLA3	-1.4405
MIA3	1.65216666666667
KRT35	0.609
KIR3DL3	-0.6635
MRPL51	0.15325
SEMA3F	1.21016666666667
NDUFB2	1.07816666666667
LOC253012	0.68075
FAM46C	-1.3049
G6PC	-2.29475
CSAG3A	-4.796
PREX1	3.041
SLC25A45	-0.0635
MAPKBP1	0.2532
CPE	0.6829
GNB1	-0.378625
CXCR6	2.7065
TRIM46	0.304
C16orf3	0.138333333333333
HPSE	1.948125
TIGD3	0.558
SPG3A	0.6405
LCAT	-1.35866666666667
ST6GAL1	-0.128
POMC	0.03125
FLJ36031	-0.312666666666667
NSMAF	-0.754666666666667
SKIL	1.997
ADSS	0.900333333333333
HMGCS1	-1.7277
POLR3F	0.240333333333333
RAB10	-0.355
ZNF277P	-0.02025
ZBTB7B	1.377375
DHRS1	0.47575
ABCC13	3.2945
CNOT3	-0.13875
NFKBIA	1.26925
GAK	0.522166666666667
SFT2D2	1.80316666666667
HOXA6	-0.0675
CRTC1	0.28975
LY6D	-1.14333333333333
C20orf72	-0.793166666666667
CPT1A	-0.223
LMO1	-2.0445
EIF3I	-0.73475
PRB4	-0.102
MCM3APAS	-1.7115
C20orf132	-0.4082
FOXF2	-1.698
S100A12	0.1015
MLH1	-0.4865
ACTN1	0.1484
MRPL36	-0.0393333333333333
C20orf106	-1.377
FBXO6	1.63
MKS1	0.024
CX3CR1	-1.2885
PDE1B	0.7675
PLP1	-3.31925
KISS1	0.337
C14orf2	-0.64
TBC1D3P2	-0.98875
COMMD6	1.436
ANKRD7	-1.81975
PTCHD1	-1.554125
NARS2	-0.38925
DOCK7	-0.871125
FAM127B	0.636125
LOC390243	-0.0783333333333333
N6AMT2	0.9495
ZNF391	0.6795
DNAJB14	0.163833333333333
WRB	0.364125
BPI	-0.356583333333333
TTC4	-0.505166666666667
FAM10A5	-0.86275
GOT1L1	-0.151888888888889
MAGED1	1.197125
RESP18	0.5315
WFDC6	-0.13075
MT2A	-1.9715
C11orf56	0.61425
KIAA1432	1.038
ROR1	-1.395375
HSD17B14	1.8985
ZFAND2B	-0.00425000000000002
SAMD4B	0.66225
HEXA	0.085375
HNRNPU	0.0790909090909091
USP39	-0.448125
NRD1	-0.633
R3HDML	0.15075
FLT4	0.819166666666667
OMG	-0.194166666666667
OR52N4	0.823
LOC399818	-0.30725
ELA2	-2.03525
VENTXP1	0.471
RFC5	-1.523
OR52L1	0.5075
PAX5	-0.446
FBXO2	-1.3635
GMEB1	0.0865
AKT3	-0.791666666666667
CRB1	1.551
CTTN	0.579833333333333
UTP15	0.11
HSBP1	-0.167916666666667
PHF11	1.562
NDEL1	0.377666666666667
USP8	-0.343
BAIAP2	0.24825
SI	0.5245
ARSJ	0.590333333333333
BAAT	-2.6025
KCNS3	0.801
LOC126147	-0.412
TMEM37	-0.02
C1orf162	2.97833333333333
MBD1	0.0848
ITGAL	1.25666666666667
WDR73	-0.524333333333333
GKN2	0.031
ARFGAP1	-0.879125
SLC5A8	-0.972666666666667
ZBTB40	0.5102
CYP4B1	2.47016666666667
LYPLAL1	1.04025
CHST3	-0.74975
MAP3K9	0.243
BTAF1	-0.647166666666667
TFAP2E	0.3815
RBM35B	0.283
LOC441251	-0.175166666666667
ANKRD25	-0.269333333333333
UQCRC2	0.087
MAEA	0.496583333333333
HYAL1	-2.9245
RNPEPL1	0.124166666666667
CPSF2	-0.60525
PSD3	1.9771
ABCA13	-0.67625
AGR2	1.644125
GBX1	-1.096
HDLBP	0.163785714285714
ACY3	1.36525
HECW1	-0.74975
ZNF519	-1.60775
HOPX	4.1115
ZNF304	1.0325
OR12D3	0.6465
FKSG43	0.11475
METTL1	0.428
MFSD3	0.9116
PSPH	-1.07975
CLCA3	-0.274
DARS2	-0.108666666666667
CDC25A	-2.34483333333333
BAIAP2L1	-0.07475
B3GNT5	-0.46025
USP29	0.325
ARHGEF10L	0.4088
ATOX1	0.546875
ADAM30	0.37
DNASE1	0.13025
STT3A	0.356416666666667
RAB6IP1	0.035
PTN	0.0219
C1orf106	0.631384615384615
HECA	1.97975
RNF122	0.6395
SLC22A18AS	-0.768333333333333
GNG8	0.5845
ELP4	0.029
FAM65A	0.281666666666667
RPL10A	0.248166666666667
IRS4	2.45
MACF1	-0.2318
SEC24D	0.122
LOC374395	0.74025
TGFB2	3.32725
MDFIC	0.27
CHRNE	0.494166666666667
PCMTD2	0.0664999999999999
ATP6V0D1	0.3325
MTA2	-0.0485
LZTR1	-0.479333333333333
RAP1A	0.1945
AXIN1	0.145
POLR1C	0.342
TRIO	-0.150416666666667
PLXNA4A	-0.747916666666667
C5orf33	0.40325
DEPDC1B	-2.73
ZNF473	-0.142166666666667
MTM1	0.256625
GPR107	0.865666666666667
CSNK1A1L	-0.131166666666667
FLJ14154	0.498
NLRC4	4.02375
ENPP4	1.35166666666667
PADI3	-0.5815
RNF170	0.40475
CG018	0.826
C16orf7	0.012
KCNE1	0.38775
NRM	-0.281
SLC37A3	0.942357142857143
TPD52L2	-0.952333333333333
UNC5B	1.3865
C12orf12	-0.0193333333333333
SDHB	-0.6145
CLRN1	0.361125
NUDT10	-1.93633333333333
UGT3A1	-0.241
FBXW8	0.077625
RHOF	-0.672125
PTPLAD1	0.022875
MYO3B	-0.0505
DERA	-0.538
TPP2	-0.92025
C19orf53	0.167833333333333
GINS3	-1.530375
ST6GALNAC5	-1.804
CHSY1	1.21675
MGC15705	-0.241
GPR83	0.219
EXT2	0.524
DOLK	1.3485
TUBAL3	0.026
ACVRL1	2.1128
ABL2	0.365083333333333
C14orf156	-1.31766666666667
PTPRZ1	-4.2885
DIP2C	0.40325
LAMP1	0.896
RXRA	0.3196
MAP3K5	0.031
ALKBH1	0.386833333333333
PDLIM7	-0.311875
ARL14	-2.209
SNIP1	-0.0791666666666667
TIMP3	0.255833333333333
RGS3	0.674833333333333
SPAG16	-1.3287
ABHD4	0.217
ARHGEF12	1.09058333333333
GLUD2	-0.0975
RAC2	-1.2414
UAP1L1	0.188
SLC18A3	0.4615
YOD1	-0.58
RALY	-0.254
HMOX2	1.151
DGKH	0.741
DBNDD2	0.17
YIPF4	-0.277125
THAP10	0.14475
ZNF513	0.8075
HAGHL	0.7195
ITGB4	-0.553666666666667
CCDC141	-1.4715
YTHDF3	0.91475
C5orf28	1.06625
RPL7L1	0.197125
TMEM30B	0.993285714285714
ANKRD35	1.2955
DUOXA2	-0.764
TBC1D5	-0.410625
DFNB59	0.371
HRH4	0.38625
MYO6	3.0504
DNAJA4	0.8995
RBM24	1.38425
CEACAM20	-1.56625
RBM23	0.156571428571429
NGFB	0.1985
C1orf63	-1.0658
KRTAP7-1	-0.152
PERLD1	1.2325
NPB	-0.0575
C17orf59	0.7573
HSPBAP1	-0.0585
SLC15A4	0.447
PRTFDC1	-0.88125
OSMR	0.0314285714285714
CYSLTR2	-0.5055
C19orf25	0.3048
KIAA1797	0.774
NLRP6	0.487
FAM105B	-0.0306
SCRN2	0.0173333333333333
LRRC58	-0.5609
RNF17	0.455857142857143
NEIL3	-2.7695
FAM137A	-0.057
SKP2	-3.1255
PARVA	1.51683333333333
PKLR	-1.707
RNF34	0.41525
A3GALT2	0.41775
C12orf50	0.1355
SUNC1	-1.57075
FAM102B	-1.15883333333333
CCT2	-0.2945
LRRC37A2	-0.5365
ARF4	0.2935
SIKE	-0.394375
C8orf48	1.15416666666667
MBTPS1	0.141928571428571
GPSN2	-0.865
NCF2	3.2975
SLC12A6	-0.578666666666667
MRPL48	-0.32
HMGN3	0.586166666666667
LRRC62	-1.21575
PAX9	2.60975
FAM55A	0.0185
C20orf42	-3.79083333333333
SCML2	-1.75633333333333
BCL9	1.58425
FAM40A	-0.4865
C9orf41	-0.201333333333333
ZNF774	0.1875
LETM1	-0.39525
PLXNB1	0.459166666666667
NIPSNAP1	-0.437875
USP10	-0.8005
F9	0.14225
LIPE	-0.52775
CNGB3	0.4955
C12orf52	0.205875
PI4K2A	0.15675
MED8	-0.61
STAT4	0.9497
FGD4	0.041
RNF145	-1.902
WDR32	1.5997
CLDN2	0.2845
TCEAL8	0.797
ZMYND8	-1.1369
PDXK	-0.47546875
GATAD2A	-0.3895
PTGES3	-0.699
CCM2	0.15825
TAP1	2.358
ZNF670	1.4395
ETS2	-0.586714285714286
C6orf166	0.0426666666666667
PRMT2	0.551642857142857
OR4B1	0.1945
INTS8	-0.2185
CCDC102A	0.20275
CCDC83	-1.63766666666667
ITGA1	0.2373
EPHA5	-2.0286
FAM24B	-0.707666666666667
TSGA10	2.806
HAL	-1.93
MYOT	-0.04575
SPACA3	0.193
BCL2L2	-0.791166666666667
CUGBP2	0.319833333333333
CCNB3	0.77875
RNF113B	0.162
MERTK	0.35575
BAG1	0.8855
VPS36	-0.267
ORMDL3	0.6476
C1orf190	0.09375
ZNF625	0.17575
CORO2B	-1.63475
ALOX15	-0.566
CST1	3.055
NUPR1	2.5585
CCL7	0.90125
SMCR5	-2.5145
DSC2	3.0795
RBMS2	0.6265
GRIK4	0.605
TRIM65	-0.1109
TMPRSS6	-0.705142857142857
TP53INP2	0.61525
GLB1L	0.509166666666667
LOC388284	0.00733333333333333
PUS1	-0.479357142857143
BCL9L	0.3995
OLFM1	-0.59575
RET	-0.057125
MASTL	-1.3455
ALX3	0.32475
IL1RL1	0.598333333333333
ZNF765	-0.8228
C14orf138	-0.65275
SNX10	-0.885666666666666
TAC4	0.215
C1orf64	4.6035
POGK	1.12
MAPK9	1.0355
ZNF366	3.26075
C8orf79	0.2693
CLDN7	2.500375
OR5AT1	0.4665
TRIM37	-1.45575
LRRC25	2.46225
GRHL2	3.1865
TEKT3	3.407
LASS5	0.393166666666667
ABCC4	-2.3105
DLG3	1.38825
VGLL1	-0.040375
ZFP36L2	0.282833333333333
MFRP	-0.331333333333333
KIAA1799	-0.2285
FLJ44379	0.0965
PCNX	-0.72025
ANXA9	1.9755
CYP4V2	0.5769
PIK3C2A	0.24375
SRR	1.1745
NOL3	0.3565
IFITM2	1.8585
ARNTL2	-0.97575
ZNF595	0.3685
NLRP13	-0.12
ASPH	0.226125
CPA2	0.8635
PVRIG	-0.905166666666667
LEPR	-0.456333333333333
C16orf42	1.04033333333333
SH3BGRL	1.70075
FAM77D	0.576333333333333
FNDC7	-0.2565
C9orf6	0.4485
NOTCH2NL	0.733833333333333
PGBD1	0.664666666666667
SYNGR2	1.33683333333333
PITPNA	0.708875
PRPF4B	-0.5315
SLC43A3	-0.509857142857143
NRBP1	0.15925
SLC25A22	0.7605
ILK	0.69325
SLC22A8	0.253166666666667
MRPS7	-0.017
PITX2	1.55775
FABP3	-0.08825
OR1L1	0.0045
LOC728215	1.59925
BLID	-2.369
KIAA1217	2.48864705882353
TFPT	0.521
AP4B1	-1.12275
VBP1	-0.8705
OR1K1	0.5015
MORC3	0.70675
BHMT2	-0.249333333333333
C3orf10	0.547875
FZD7	0.381666666666667
WFDC10A	-0.3165
PMS2CL	0.180125
CCDC32	0.374
FA2H	-0.3245
ALG13	-0.192
TTLL7	-0.1283
SPOCK3	0.03275
SLC13A2	0.635
AIM1	2.7755
GPRC6A	-0.0805
EGR2	2.99275
MED11	1.2345
WWC1	1.30125
SH3GL3	-4.67625
RIF1	-1.00835714285714
PRLH	-0.385
VLDLR	0.0435
DBT	0.0794375
C21orf63	-0.36425
CGGBP1	-0.598
KRTAP12-2	0.359
TADA3L	-0.5085
ZBTB16	3.21625
PDGFB	1.12225
RFX1	0.463625
UQCRB	0.1551
LOC133874	-0.7195
HPS3	-2.92775
LGALS3BP	0.2484
DKFZP564O0823	1.4785
MRFAP1L1	0.57875
HOXA10	-1.222
NGB	0.73
KIF21A	0.0742307692307693
IFLTD1	0.2645
LZTS1	-1.11725
ARHGEF3	1.022
RHBDL3	-2.468
CSNK1G2	-0.2475
ChGn	-1.406125
KIAA1244	3.08166666666667
GABRB2	-0.2035
MGC72080	-1.366
CD27	3.3985
EGLN1	-1.4312
PEX13	0.73375
RWDD3	-0.0815
RNF12	-0.570333333333333
GRIN2B	1.164
ADAMTS14	-0.321875
DYDC2	-0.0661666666666667
ATP6AP1	1.0867
NR1H2	-0.154
PDK2	0.3065
C3orf17	-0.554833333333333
SLC38A2	-0.832642857142857
SLC25A29	0.306833333333333
C15orf29	0.352875
ADAM9	0.760083333333333
TMUB2	0.249
GPR176	-0.0285
AGK	-0.147
MCCD1	3.7765
NDUFA4	0.2905
TMEM146	0.1045
DUSP1	0.65
UNQ6975	0.329
EMX2OS	4.6685
INSM2	-0.3285
LUZP4	-0.32475
SETD6	-0.168
P2RY2	2.84
SLC45A2	-1.6805
RABGAP1	0.784166666666667
UBXD5	-0.417625
GPRC5A	-0.2281
PAK3	1.31033333333333
LOC63920	-0.59525
TGFBR1	1.8565
KRTAP6-3	0.0005
SFMBT2	-0.3955
CDC42	-0.1528125
C11orf35	1.145
TTLL2	0.13025
UACA	0.265416666666667
CD97	-1.1744
SETD5	-0.425625
NINJ2	-0.23075
PTER	0.6735
POMGNT1	0.122
KRTAP4-2	0.363
ECGF1	1.888875
HRB	-0.349545454545455
ATP1B2	-0.3968
LOC400506	0.49825
COL4A3BP	0.30225
C6orf97	2.02
GRHPR	0.87575
TAS2R1	0.0485
SEMA7A	-0.6545
EDF1	0.57825
ODF2L	0.5931
PCID2	-0.562166666666667
GTF2H4	0.366666666666667
ZCCHC3	-0.707
CGB2	-0.270166666666667
NEUROD1	0.271333333333333
C20orf75	-0.2005
RP5-1054A22.3	1.42616666666667
IFNA5	1.2185
ZNF134	0.382083333333333
MGC119295	-0.4354
ZSWIM6	0.154625
SMEK1	-0.399833333333333
PCGF2	0.398
C1orf102	1.99675
CYP2A13	0.796
KCNH6	-0.6936
MDM1	0.2487
ALDH7A1	0.777333333333333
C9orf75	2.3135
VDAC3	0.092625
OR51T1	-0.049
EIF3F	-0.0625
KCNJ10	-0.01575
LENG8	0.22225
EDEM2	-0.478166666666667
CCNJL	-0.987166666666667
DHX37	-1.0055
CRYGN	1.422
AATF	-0.381
ZNF630	1.462875
E2F5	-0.22
WFDC13	-1.54525
FTSJ3	-0.828166666666667
C4orf33	1.3925
LHFPL4	-3.39025
C19orf56	-0.32675
SMAD4	0.542625
AFM	-0.712
G0S2	-2.41825
FCHSD2	0.0942
RRP1B	-0.9353
EEF1B2	-0.746333333333333
STAT6	0.626833333333333
ZNF195	-0.22125
GNL1	-0.566333333333333
ZNRF2	1.016
PER3	-1.1875
ASB16	0.48275
C10orf10	1.57642857142857
ADCY8	-3.08733333333333
C9orf58	-1.04316666666667
ARMC10	0.525333333333333
PSG1	-0.648
DHX34	-0.00575
VARS2	0.359875
NFIC	0.70875
ITPR2	-0.078
AGXT2	0.0888333333333333
OR6K3	0.1235
H2AFZ	-0.552083333333333
MLLT3	0.793916666666667
COX4I2	1.98
CCNT2	-0.221
PLK4	-2.09725
NUMBL	-0.422833333333333
MED16	0.1415
PLEKHQ1	1.0285
GOSR1	0.436722222222222
BTG4	-0.742333333333333
RPL30	0.275166666666667
IGSF5	0.44
IGFL2	0.984
ELMOD2	1.47066666666667
SHC3	-0.661333333333333
HAVCR1	0.0745
DYNC2H1	-0.4065
RNF5	-0.271666666666667
C2orf7	-0.086
NLF1	0.539
KLHL25	0.163
LRP10	0.7948
KRI1	-0.3855
PUS7L	0.757333333333333
MGMT	1.39625
HOXD1	-0.170166666666667
CSH1	0.0279
ATG16L2	-1.03125
FLJ44635	-0.012
CHODL	3.3715
EXOSC8	-1.365
SLC28A1	-0.058
MYO7B	-0.5595
SEH1L	0.00249999999999999
MTNR1A	0.4425
TSPAN5	1.01783333333333
CDC45L	-3.32283333333333
AMIGO1	0.2625
ATAD3A	-1.583125
OSGIN2	1.47816666666667
PDIK1L	0.6115
DARC	1.5735
PIPSL	1.048
SHMT1	-0.606
CRISP3	6.7875
POPDC2	1.78616666666667
ZRANB2	-1.11516666666667
FBXL8	0.5095
TRIP13	-2.08945454545455
EIF5AL1	-0.972
POU5F1P3	-4.94216666666667
IL6	-2.94183333333333
CXorf38	0.0736666666666667
IFNA16	0.239
FBXL2	1.0345
BRD1	0.024
STATH	-0.34475
FBXO44	-0.0445
MCCC2	0.961
CDC2	-1.8504
C5orf23	1.9365
IVD	1.35483333333333
C10orf122	-0.8515
MSL3L1	0.6831
MVP	0.831
EPOR	-0.516
ZMYM1	-0.527333333333333
BCL7C	0.513833333333333
PSTPIP2	1.1433
LYPD1	-0.90425
OR8G5	0.6415
ZP3	1.09266666666667
BCAS4	1.19458333333333
EDG6	1.679
ISY1	-0.39825
PRAMEF2	-1.3455
CUL1	-0.210125
RNF213	0.8398
CCRK	1.87275
DHX9	-0.043125
C13orf29	-0.8265
NCKAP1	-0.209666666666667
MRPL43	0.738214285714286
XPR1	0.95425
PKN2	-0.1573
PODNL1	0.8075
ZNF333	0.683125
DALRD3	1.173
OPN1SW	0.4985
BTBD6	0.47925
C11orf82	-0.9035
OR5P3	0.6625
DUSP11	-0.18725
L1CAM	-1.4035
NEK11	2.27766666666667
OR7E91P	1.4015
CNTN3	3.0232
CREB3L2	0.5015
ZBTB37	0.886
KIAA1324L	0.37
NDUFB10	0.2345
NUDT2	1.534
GTPBP8	-1.1365
CACNA1D	0.674625
PRKAA2	-0.264333333333333
PRDM8	0.146
MGC16075	-0.6455
KRT14	-0.102642857142857
PP8961	0.517375
MRPL18	0.11825
ABCG2	-2.001
PACRG	1.552
BBS2	0.12075
KREMEN2	-1.8385
FBXO21	0.81525
HNRPUL1	-0.03375
GRB10	0.50025
CLSTN1	0.423375
LMAN2	0.3763
C17orf61	0.42975
NIPSNAP3A	1.7065
INSIG2	-0.755666666666667
PCDHB7	0.311166666666667
STXBP2	0.31425
CMAH	2.49216666666667
SEMA5B	-0.34025
ZNF155	0.2375
COQ6	0.0451666666666667
PRPF4	-0.17175
TSPAN15	2.3545
VN1R5	0.09875
LATS2	0.43175
SELK	-0.32125
PGK2	2.71625
MS4A1	-1.15325
TYW3	-0.8309
KRTAP5-1	0.437
RCCD1	-1.73816666666667
BTN1A1	0.01325
DDX28	0.38375
TMEM65	0.4745
LOC92345	0.36
TTC31	-0.736
WDR46	-0.418166666666667
CHP2	1.56516666666667
LSP1	0.41125
ZNF542	0.5755
EXOSC1	-0.29525
ARHGAP18	0.411333333333333
LRRTM4	-0.57025
MAOB	0.222833333333333
CACNB4	0.1215
MGC33846	-0.00837500000000005
RANBP3L	3.37425
ATP5L	0.34425
ONECUT1	-2.994
NUDT9	0.91
TMEM149	0.4585
STX17	0.978
IGSF10	-3.21625
TMPRSS9	1.7825
BMPR2	1.16
ALLC	-0.078
KLF7	0.7865
GCC1	1.6005
TIMM9	-0.56475
CDO1	-0.159
MGC10701	-0.237666666666667
IFI6	1.3565
FRMD8	0.9415
MGAT2	-0.37375
WBP5	-0.524166666666667
CNIH2	0.041
KIAA0907	-1.0098
KCNH8	-0.911
CTSG	0.79975
GRIK1	0.0683333333333333
CUL5	1.28475
FRMD1	0.7225
OR9A4	-0.213
SYT6	-1.380125
FOXD4L2	-0.11075
ANAPC2	0.275333333333333
OPN5	1.0245
TAF13	0.414
LYG2	-0.70675
GGNBP1	0.2485
C11orf40	-0.2785
OTX2	-1.097
REG4	-0.2656
EIF5	-0.612625
PALB2	0.04875
SEPSECS	0.6587
RNASE3	0.05975
TRIM49	-2.2435
POLR2K	0.5178
GPR42	0.048
C8B	-3.17825
SASS6	-1.152
PREB	-0.940666666666667
OR3A3	0.548
TUBA8	0.469875
IGLV2-14	-0.41825
STIL	-1.86325
ANKFN1	0.787166666666666
NME7	0.451
HOXC12	2.20975
UBE2C	-1.902625
FHOD1	-0.526625
CDK2AP1	0.110583333333333
OR6K2	0.31725
DHPS	-0.103
RPL5	-0.830916666666667
TRGV5	0.4625
LOC541472	-0.313875
HCCS	0.2881
DENND1B	1.998
LHX3	0.362
OR5D16	0.717
CXorf57	0.00783333333333333
IRF2BP1	0.637
NDST2	1.0115
LCE3D	0.199
BOLL	0.32475
SYT3	-1.07025
PIH1D2	1.561
C20orf7	-0.5275
IL1R2	0.126
SLAMF9	0.5585
PPME1	-0.18975
PIK3CA	-0.304
TRAPPC1	0.18775
COLEC10	-0.395
SLC9A6	-1.293
PDDC1	-0.2005
CCDC53	0.561
GK3P	-0.84475
DAZL	-1.22775
BRI3	0.33025
SDK1	-1.1725
CYP2C18	-0.38975
IFI44L	3.48625
RPL3L	-0.106
FUT9	5.04866666666667
KIFC2	0.0361666666666667
PMP2	-0.425375
SLC4A9	-0.8315
PLAG1	-2.03183333333333
MYCBP2	-0.6105
OR4E2	-0.936
CCDC65	1.38975
C16orf82	-0.08975
ENTPD4	0.40725
BRP44L	0.320875
PMP22CD	-0.179
TMCO4	0.465666666666667
KCNN1	-0.733
WDR35	0.256
CCDC80	1.3705
C3orf31	-0.9615
SLC7A9	-0.8965
TMEM190	0.10525
DBC1	-0.7658
FADS3	-1.08533333333333
PDZD8	-0.0488333333333333
GRM5	0.244571428571429
AZGP1	4.2136
PEX3	0.737
MED1	0.0607857142857143
ATG4C	-0.924666666666667
HNRPH3	-1.336625
FAM109B	2.23975
C4orf17	-0.1445
CA10	-0.8205
OPRD1	-0.157
CCL16	-1.5855
SACM1L	-0.89675
CST6	4.0375
CD63	0.978
LGI1	1.42425
ZNF784	0.5725
CRYBB1	-0.5375
CX3CL1	0.00740000000000001
TOP2A	-2.66075
GYPB	-4.123
GADD45GIP1	-0.562
FEN1	-0.92575
IGF1R	0.00368749999999999
WDR72	-0.674166666666667
PURG	-1.50116666666667
DEFB126	1.235
PKD1L1	0.368333333333333
CAV1	-2.491
GNPDA2	1.0838
DGAT2	0.20025
NLGN1	-3.79875
STRBP	0.409625
HPRT1	-0.657833333333333
FANCI	-2.267875
PSMA7	-0.19875
DBF4B	-0.585833333333333
TTF1	0.236
RAD54L	-2.62825
ELOF1	-0.028
PLAGL2	-1.07725
ZNF256	0.211
HMGCL	0.887
MSI2	-0.926833333333334
RPESP	-1.22566666666667
C11orf60	0.963
ABCD1	-0.107
ACAA1	0.2907
SPARCL1	5.22092857142857
IL6ST	2.3435
ZNF319	0.3535
TMEM109	0.3676
FAM90A1	-0.861
IL22RA1	-1.716
ATP4B	0.4445
TEC	-1.20233333333333
C7orf30	-0.5095
TXNDC2	-0.228
ABCB4	-0.0735
KIAA1191	0.522375
C9orf38	0.3475
SFTPB	0.733875
CNTNAP2	2.87458333333333
FRK	2.52
TBX19	0.773
CHD4	0.05325
C6orf26	-1.83133333333333
MOSC2	2.54525
IKBKE	1.4655
HIF1A	-1.43166666666667
LOC595101	0.034
RELA	0.724333333333333
TMEM16B	0.770333333333333
ABHD12B	-2.18275
TSEN34	1.05825
KIF18A	-1.49025
TXNDC9	-0.0965
SPATA2L	-0.209
SEMA4G	-0.604
C21orf91	0.467125
MATN1	-0.3705
KCNIP4	0.3984
TUSC1	2.6765
OR4C15	0.15375
ARMCX6	1.12316666666667
WBSCR27	-0.116
OR52I2	-0.87
KIAA1604	-0.95025
DYNC1I1	-1.09125
PPP4C	-0.09925
SLC47A2	-2.24883333333333
TREH	-0.0475
CD48	1.92466666666667
ST14	2.33966666666667
PKN1	-0.34075
SPON2	3.3165
XBP1	2.87783333333333
SFRS12	-0.329666666666667
EFCAB6	2.89925
SELT	-0.2225
SLC39A2	0.598
ERF	-0.390166666666667
ARL3	0.778125
SURF6	-0.2915
MLLT10	-0.647190476190476
FLJ11171	0.7895
TDGF1	-4.70466666666667
ERCC6	0.22725
EIF2AK4	0.044125
BAZ1A	-0.105333333333333
LRRN3	-0.249833333333333
TMC3	0.9725
EFTUD1	0.066
PTPRO	1.34366666666667
CLEC12A	1.6445
ACBD4	0.204375
ZDHHC14	0.24725
OTUD7B	1.86375
ACTB	0.747875
MSRA	0.075625
LCE5A	0.8715
IFI35	0.84225
BSCL2	0.928666666666667
ANKRD12	0.53025
CFHR2	0.00700000000000001
RGAG1	0.778166666666667
HSFY1	0.5495
SLC30A5	0.00858333333333337
IMPG1	0.194
GPR109A	0.761
ZNF185	0.30575
IYD	3.0865
NPCDR1	0.5685
SERPINA13	-0.154
HMGCLL1	-2.22775
NEUROG1	0.549166666666667
UBQLN1	0.5180625
LIN37	0.2015
SOCS2	1.83175
DSCR4	-1.6
XKR6	-2.3535
GPR142	0.9365
KRTAP13-3	0.7095
CCDC15	0.333166666666667
MOS	0.1175
CD1E	-1.0545
OFCC1	0.296166666666667
FAM83D	-1.9935
SRFBP1	0.638
C9orf96	-0.1935
DHDH	-1.50425
CCDC90A	-0.0695
RABL3	0.86005
CD320	-1.172
ANGEL2	1.27891666666667
MRPL21	0.52525
SMG6	0.298
INSR	1.4221875
FLJ14816	-0.7995
GLRB	-0.5895
C9orf89	1.029
CIZ1	-0.324625
URG4	0.5345
LRDD	-1.1285
CBY1	0.856833333333333
NFX1	0.40925
MTERFD2	-0.155642857142857
C19orf23	0.228
PGC	-2.57525
IER3IP1	0.8131
RASAL2	1.81633333333333
C1orf89	0.5
SYNJ1	-0.4915
NFKBIE	1.194
FLJ40125	-1.72216666666667
TCEB2	0.0573
NOG	-1.798
POLR2J2	-0.584833333333333
HLA-B	3.24475
PCDHA1	-0.5405
PPP2R2B	-1.379
ARHGEF17	1.54433333333333
TCF7L2	0.677642857142857
CHD5	-0.372166666666667
ZNF431	-0.611125
TBC1D25	0.355
ZNF800	-0.0875
SCUBE2	3.26090909090909
MYCBP	-0.212666666666667
GPX5	0.111
C6orf129	0.641666666666667
QSER1	-0.0588333333333333
ULK2	2.399
PIGO	1.81483333333333
NRCAM	-2.47314285714286
SLC35E3	0.116125
CSRP2	0.05475
HYPE	-0.18225
MAPK15	0.00299999999999999
MGC14327	0.85675
TIMM13	0.193
ZNF462	-0.47975
GBA3	2.4025
TEX13A	1.7985
MCM6	-1.47455555555556
MTRF1	-0.831625
ABCA7	-1.152
EIF4A2	-1.287
ZC3H10	1.3579
RPGR	-0.166
C20orf94	0.37825
RP1L1	-0.031
GPR125	-0.01725
USP22	0.303857142857143
