Hybridization REF	TCGA-AN-A0XT-01A-11R-A109-07
TAOK1	0.7225
CISH	0.488625
OGDHL	-2.971
SPINT2	2.56966666666667
ZNF33A	0.6035
CLDN18	0.0931666666666667
RNF128	2.83425
CCDC71	-0.78075
RASSF6	3.0935
HSPG2	0.4475
ATP6V0E1	1.4995
ABHD6	-0.95725
CD274	0.3145
GCNT1	0.2235
NT5C1A	0.278666666666667
TM4SF5	-3.69325
C21orf58	-1.42316666666667
SUCLA2	-0.95425
RFTN2	2.28025
SCNM1	0.044875
SLC9A10	-0.422
FUNDC1	0.12125
SLC35F4	-2.52025
AMD1	0.299
COL6A6	0.086
OR4K2	0.143
TRIB2	0.016
LOC91461	-2.4125
GHSR	0.6185
ATP8B1	2.188
C1orf78	1.76483333333333
RNF183	-0.165333333333333
STX4	-0.1474
TPPP2	-0.2025
MYBPHL	-1.749
TXNDC6	0.21
C9orf47	1.4365
FAM137B	0.0235
FANCB	-1.716
C11orf9	-1.48525
DPY19L1	-1.406625
VDAC2	0.135166666666667
VHL	-0.8355
LMBR1	0.18725
C8orf44	-0.54475
ZPBP	0.153
FGF23	-0.83075
C21orf67	-0.3955
PCNT	-0.384375
BCKDHB	-0.1205
GALNTL5	0.0135
BET1	-0.918375
ARL13A	-0.333
HDAC6	-0.69525
N4BP3	2.14066666666667
OTOP1	0.211333333333333
TTC30A	1.569625
CRISP1	-0.2885
KRT32	0.4355
VSTM1	0.0955
ZNF622	0.173
POLR3B	0.016
DNAJC10	-0.53525
C12orf54	1.852
ADIPOQ	2.8255
RIT2	0.33475
CD44	1.30645
ABCA3	2.138875
RPS17	-0.1925
FEZF1	-0.094
PCDHB15	-0.55325
KCNMA1	-1.521
CCDC116	-2.088
C15orf27	-2.421
NARG2	0.4419375
ITGA5	-0.92225
MEFV	0.5605
TUT1	-0.41825
LOC541473	-0.38825
NMBR	0.03
GLT1D1	-2.75766666666667
ABCB7	-0.38825
PFKP	-3.12890909090909
C9orf91	0.3318
LRRC41	0.6835
C1orf85	-0.551333333333333
ATP5F1	-0.3995
STOX1	4.20625
GFOD2	0.35025
SLC25A3	-0.176875
ZNF646	0.2618
ZAR1	-0.4585
OSTbeta	-2.825
GALNT3	2.1475
IFT122	-0.0878333333333333
LDB3	1.0292
GARNL1	1.10528571428571
HOMEZ	0.5595
LRRC6	2.64225
ANGPTL5	-1.0295
UBAC1	-0.3135
DLEU7	-0.6465
RPL19	-0.1055
TOP1MT	-0.654333333333333
LOC643641	0.6485
MBD3L2	0.184
NTSR1	0.142833333333333
WISP2	-1.114
GPSM2	-1.604625
RDH10	-0.0542
PRKCG	0.3095
HIST1H4J	0.8005
MON1B	-0.0346
MLF1IP	-2.07316666666667
ZNF446	0.692125
COL4A5	-0.3859
SLC26A1	0.136
RGN	1.238
CCNB1	-2.6455
C9orf165	0.15275
CCDC28B	-1.6235
CCDC97	0.8895
FGR	1.45425
MSRB3	0.6917
EPN2	0.62275
COX15	-0.675833333333333
KCNK6	-1.1521
XK	-3.2505
GDA	-4.376125
HEPH	-1.610125
THRAP3	0.70675
MET	-1.39692857142857
PHYHIP	0.55675
LYAR	-0.770666666666667
ING3	0.90575
AK7	-2.37
CCT8L2	-0.024625
COPS7A	-0.292
WSCD1	-0.6705
RNF185	0.577875
TNS3	1.23975
KNDC1	-0.5435
RWDD4A	0.116166666666667
MED13L	2.5494
ZFYVE1	0.295375
C7orf44	-0.816666666666667
MRPL1	-0.9865
STGC3	-1.064
TEAD1	-0.885166666666667
RPL7A	0.181571428571429
ARL6IP1	0.9095
C1orf178	-0.3545
CTAGE5	0.962666666666667
TMEM184A	0.503
SLC25A14	0.0595
CACNG5	0.2815
ATXN10	-0.0704
ECH1	0.8068
CCL22	0.27825
CYP2F1	-1.6665
GADL1	0.201
TMEM19	-0.8317
RUNX3	-0.69975
EFNB1	0.836
LIPN	-0.0945
ACSM3	-4.1415
SIGLEC8	0.723666666666667
ASCC3L1	0.4695
NOL8	0.367125
RELT	-1.48066666666667
Magmas	0.16775
PPP1R15B	0.8034
C11orf2	0.59575
VKORC1	-1.285
MGC26647	-0.062
TRPM6	0.175916666666667
UGT2B7	-4.8245
FEV	0.17275
FOXK2	0.2859
PDCD5	-0.8155
SLC8A1	1.8074
DGUOK	-0.4775
CLDN16	0.126
GAGE1	-0.6405
RBM17	0.5723
C1QTNF3	0.266625
VGLL3	-0.1335
UNQ5830	0.2735
CD1A	-2.5385
SCGB1C1	0.3265
SUPT4H1	-0.763375
TRAF5	1.353
ASAHL	-0.819375
FAM73A	1.71
OR6B1	0.516
WHSC1	-1.91985
GFPT2	-0.98325
LOC339809	0.34975
STARD5	-0.50875
SIP1	-1.7405
DNAJC15	-1.48625
STAU2	1.0888125
FAM98A	-0.8715
RAD23B	0.30975
LRRC33	-0.5365
CHRAC1	-1.1635
C21orf89	0.21075
C19orf43	0.523
KLK8	-2.10316666666667
CCNE1	-2.712
PKDREJ	0.126833333333333
SSU72	-0.38425
C17orf73	0.105
GPR78	0.7655
WHSC1L1	1.311
GSTA2	-2.167
SMUG1	-0.320666666666667
UFM1	0.5896
AP3M2	0.142666666666667
USP14	-0.26475
FBXL14	1.08766666666667
DSTN	1.05025
SFRS14	-0.48675
FBXO31	-0.633666666666667
C12orf40	-0.3205
FRS2	0.86575
NR2E3	3.55225
TUBB2C	0.12425
GMPR	-1.11366666666667
C9orf139	-0.306
ING5	-0.653928571428571
LOC730092	-0.122833333333333
ORM1	-4.2875
RP11-11C5.2	-0.7895
HSPD1	-0.8291
PIWIL3	-0.38625
C5orf13	-0.5087
OR5R1	0.1385
LCOR	1.27725
PLEKHA9	-0.067
CCDC43	-1.064
ZNF232	-0.45025
SLC6A7	-1.151
ADH5	-0.943
SHBG	-0.9065
CROCCL2	-0.0805
PANX3	0.085
CDIPT	0.572
SLC16A5	1.55325
TUBB	-0.4725625
TOR3A	-0.2954
PREP	0.286833333333333
ENTPD8	0.163071428571429
CHMP1B	1.0625
SYT12	-0.0343
MYH6	-1.752
MAP3K13	1.75966666666667
KLHL30	0.0496666666666667
LCMT1	1.13175
EIF1AX	-0.0765833333333334
FOXD4L1	0.07
SLC24A5	0.1345
RNF166	-1.2113
TJAP1	0.13
TMEM156	-0.4525
ZNF239	0.99125
SNX19	0.3447
GKN1	0.147
FCN1	1.3702
C1QL1	-1.63625
ATP11C	-0.463
ZNF35	-0.134
CARD8	0.217
LIMD1	-0.802166666666667
KIAA0286	-0.767625
XRN2	-0.521333333333333
CD6	-0.333166666666667
TOX3	1.755625
ZSCAN4	-0.320333333333333
RSRC1	0.3395
COG1	0.1685
PTRF	0.2178
C16orf35	0.071125
FBXO24	-0.95425
CHST11	-1.675
THRB	-0.3491
MYBPC1	1.16
RNF39	-0.163666666666667
PSMD11	-1.06425
ALAD	0.649833333333333
EN1	0.1165
SLC9A9	0.0155
GSTM4	0.1858
CDC42BPA	-1.12215789473684
RCSD1	-0.8135
LUC7L2	0.4623
SPTBN1	0.5306
LOC146167	0.257
BAT5	0.7307
ZNF452	0.125625
LSM4	-0.80325
SRP72	-0.9704
SGK269	0.718666666666667
MTX1	-0.41575
CENTA1	-0.2035
UNQ9433	-0.2045
ATR	-0.143833333333333
DDX49	-0.507666666666667
PAQR8	-1.2395
C14orf174	-0.0195
GBGT1	-0.33775
THAP1	0.55975
OR10K1	-0.217
RASIP1	-0.2665
DPYD	-0.7818
DOHH	-1.1195
C18orf45	2.0235
POF1B	4.5406
ZNF552	3.60775
USP32	-1.104125
MED27	-0.644833333333333
C14orf149	-1.18616666666667
PRDX4	-1.724
ABHD12	-0.9403
AGT	-3.68675
SLC22A14	-0.0795
C1orf58	0.17925
PILRA	-0.4205
ABCF2	-1.0795
C17orf85	-0.2804
TKTL1	-0.58025
FGF1	1.07435
IL6R	-0.861666666666667
VPS25	-0.68675
CHRNB2	-0.08275
COL7A1	-2.7042
LRRC48	2.298
SPG20	1.03491666666667
COX10	-0.75225
GCA	-1.3
ECEL1	-0.8185
GLG1	-0.634666666666667
SRD5A2L2	-0.1165
MUTYH	-0.388875
ZNF70	-0.12825
L2HGDH	-1.39725
GPATCH2	3.0615
ZNF655	-0.17325
ZNF227	0.2475
MCOLN2	-0.566
NQO2	-0.46825
KCNQ5	0.0135
NEU1	0.447333333333333
QRICH1	-0.29575
ZBTB20	1.56716666666667
RPUSD3	-0.9655
EPGN	-1.006
TSN	0.12875
SPRY2	-1.95616666666667
LZTFL1	-0.29375
GMFB	0.264
PBEF1	-1.9247
HBG2	-2.34425
TMEM8	0.0745
PALM2-AKAP2	1.18966666666667
NFYA	0.304
FAM108A1	0.10075
PBLD	0.5805
NRG4	-1.94375
PIGF	-0.54575
PTGER1	-0.37575
NOS2A	0.655333333333333
C21orf34	0.253833333333333
C21orf51	0.646583333333333
IL17C	-0.0025
TRMT6	-0.4935
ETV2	-0.153333333333333
CCDC109A	-0.02
MYLK2	-0.644
ATP10A	0.3897
DPH4	0.423
C5orf5	0.616
KCNA4	-0.1635
NMNAT2	0.2595
GLYATL2	-0.0265
LSMD1	-0.037375
IL23R	-1.82775
NRF1	-0.02975
MUC15	-0.8615
PRDM12	-2.644
PAQR4	-1.11228571428571
RBBP6	-0.2510625
IFI27	3.235
SKAP2	-0.703666666666667
TAGAP	0.792
TJP3	1.39
C9orf61	-0.15
IDS	-0.450642857142857
PARG	0.217
LOC131149	-0.2165
DYRK4	-0.747
MICALL1	-0.8465
GALR2	-0.1385
GPBP1L1	1.1475
TBX21	2.3575
KCNJ6	-0.638333333333333
GGN	-0.16075
CASP5	-0.1455
RNF182	-4.87375
BRD4	1.1835
DOK4	-1.043375
SLC46A2	2.68783333333333
SOX9	2.28983333333333
ZNRD1	-0.405
PRR6	-0.9905
FAU	0.654875
DTNB	0.829166666666667
CARD9	-0.53925
STS-1	-1.42733333333333
SLC4A5	0.315375
NSBP1	-2.411
UGCGL2	0.528833333333333
POTE15	3.6235
NOXA1	1.28275
RP13-347D8.3	1.3415
SAMD10	0.017
EP400NL	-2.21325
TCF21	-0.16725
AMELX	0.119
JPH2	0.3944
SLA	0.519625
DLST	-1.79333333333333
SEPT12	-0.1085
RGS20	-3.86025
LXN	1.18033333333333
ZNF419	1.030875
UPK3B	-0.192833333333333
RELL1	2.3855
ESPNL	-1.299
KLHL21	-0.59325
PI15	4.5785
C2orf61	-0.4805
LOC407835	-1.20966666666667
RER1	-0.307916666666667
ELAVL2	0.5645
MGC26718	-0.90425
KLF2	2.466
TNFAIP8L3	1.649
TFE3	0.212
C11orf17	-0.925375
15E1.2	-1.794
SNRPC	-0.98325
DLGAP1	1.03775
PGLYRP1	0.178875
OVCH2	0.282
IRF7	0.5888
SET	-0.3035
NAB2	-1.01033333333333
LRP5L	-0.109
FAM120A	0.95575
ASCL2	-1.12833333333333
SHH	-0.1565
ATP5H	-0.223166666666667
THPO	-0.790333333333333
TYRP1	-3.61316666666667
HIST1H3E	-0.208333333333333
EIF2S1	-0.972277777777778
TNFRSF17	-1.0355
TARSL2	0.14
NKX2-8	0.187125
C1orf115	0.39525
LOC56964	0.474
KIAA0841	-1.41725
ISCU	0.325
TTMA	-0.1385
ZNF414	-0.0765
LOC441150	0.12125
RAB15	1.72575
HBP1	1.01266666666667
TNNT2	-1.02066666666667
CECR5	-1.092
PHGDH	-3.190875
JRK	0.00559999999999999
XPO4	-1.319875
FAM131C	0.2875
ARHGAP25	0.465666666666667
CA9	-3.23888888888889
GPR62	0.6545
TLX1	-0.319166666666667
GPS1	0.2115
OR2M2	-0.0335
BDP1	0.499857142857143
FAM70B	0.441
RPS29	0.453583333333333
MKLN1	0.1827
TSPAN19	-1.99875
SLC29A3	1.0187
LGALS4	1.1915
USH2A	0.0415
NF1	-0.409666666666667
APOBEC3A	-0.247666666666667
IMPAD1	0.377833333333333
OLR1	1.00733333333333
NRAP	-0.727
HCFC1R1	0.535666666666667
TAOK2	0.00833333333333333
MCM10	-3.32816666666667
MAP4K3	0.638333333333333
CBS	-2.67275
CLK3	-0.5178
PCDHGA5	0.4985
ELF4	0.24425
FAM71A	-0.07975
C11orf49	0.94275
CLIP2	-1.11675
BTBD9	1.1445
ZNF524	1.42625
KDELR1	0.100666666666667
ZNF509	0.1385
NCSTN	0.686
ZNF533	0.173428571428571
PARP4	0.076875
GALNT9	-0.1675
NPY	-2.062
BEGAIN	-2.237
TMEM77	0.58
FOXRED1	-1.9265
SLC16A2	0.0313333333333333
SLC35B1	-0.784
GK5	1.313
SDCCAG10	-0.62025
C4orf20	-0.5565
SLC9A2	-0.58025
ADD1	0.318785714285714
TAL2	0.423166666666667
ACLY	-1.03725
DNAJC1	1.309
SOST	-1.546
USP43	1.7435
CYP4F12	-1.4275
FKBP5	-2.200875
CHCHD5	0.2999
NUDT22	0.07225
CCDC85B	-0.83475
OR51G2	0.3205
STRN3	0.349142857142857
TMOD2	0.487
FLI1	0.642
MAB21L2	0.607333333333333
DGKQ	-0.01525
VPRBP	-0.429833333333333
SCNN1B	-0.7453
ECHDC3	2.5357
TMEM106C	-1.3305
CSNK2A2	-0.7555
RPL39	0.6269
HERC3	-0.048
ZBTB47	0.209666666666667
ZNF681	0.92225
PAGE2	-2.48025
CLIC5	2.86121428571429
RABAC1	0.607
ZFHX2	1.7915
YPEL1	-0.180333333333333
KIAA0776	0.665
NR1D2	0.10525
DNAJC4	0.583125
NPNT	4.7604
ZNF677	1.2395
ZNF536	-0.726
MEF2B	0.268583333333333
PTPN4	0.18575
CTCFL	-3.42
STX5	0.528
CD72	0.80075
VEGFA	0.20978947368421
XRCC1	-0.00380000000000001
MAS1L	0.105833333333333
ELL	0.3162
SETBP1	2.623
CDH11	1.80166666666667
NDC80	-3.13576923076923
DMBX1	-2.48825
NRSN1	0.2725
BAT2D1	0.07975
CDS2	2.29366666666667
C1orf212	0.1845
SENP3	-1.24375
IL1F9	0.193
EEF2K	1.040875
COG8	-0.763
CEP72	-1.45875
OR1L8	-0.0185
MUS81	-0.37825
PHYH	0.495
GGT6	1.54116666666667
C22orf23	-0.834
C13orf33	2.408875
MAPK8IP2	1.61275
NELL2	2.64875
POU3F2	-3.00516666666667
ALPK1	0.3435
MRPS18C	-0.94
RPLP2	-0.07625
FGF22	-0.398
SPNS1	-0.567666666666667
ZFP1	-0.40475
IL1RAPL1	-0.57125
PCSK9	-3.21616666666667
NKX2-1	-0.1025
C6orf189	2.27
SP4	-0.0805
SLC11A1	0.3702
C21orf25	0.314666666666667
ICAM2	0.577
SH3GL1	-1.11633333333333
GSK3B	-0.981666666666667
RALB	0.59425
PDXP	-2.225
GNGT1	-2.673125
KIR2DL1	0.3485
TNFAIP3	0.354333333333333
C6orf32	-0.3239
CBLN2	-0.116
PANK3	1.02175
TAAR9	0.3325
WDR82	-0.379214285714286
APOM	-3.654125
TRIP10	-1.03325
SPATA16	0.234
C1orf135	-1.986
USP51	1.61675
TESK1	1.035
C11orf64	0.190375
ZNF611	0.501
PDE6G	-0.130333333333333
HLA-DQA1	2.896625
GCLC	1.83925
SEC61A1	-0.194714285714286
TWSG1	-0.2385
ZMYND10	0.778
CTDP1	0.075375
ADAMTS6	-0.0636666666666667
SLIT1	-1.5595
KRT86	-1.4455
KIAA0574	-1.28275
GTPBP2	-0.2847
PQLC3	1.058
PRRX2	1.40116666666667
C15orf44	0.614
MKKS	-0.328
C11orf10	-0.5565
GPR110	-0.202
CD109	-0.487083333333333
ADCY1	-0.00616666666666667
RHBG	-2.21075
TP53I3	-1.113125
SLC22A3	-0.9393
UCP2	-0.10075
FOXG1	-2.37933333333333
OR2AG1	0.22
TRIM24	-0.289
PROC	-2.973625
TAAR6	0.36025
AMTN	-0.8955
C10orf47	0.123
DEPDC1	-2.70025
FLJ45557	7.122
ZDHHC17	0.41225
KIAA1429	0.773
KCNH1	0.24675
VNN3	0.14075
PSMAL	1.0065
PPARD	0.059125
HFM1	-1.2645
YBX1	-1.86516666666667
ZNF695	-2.35675
SCTR	-0.0578333333333333
DCDC1	-0.043
VPS26B	-0.494
MTF2	-0.143333333333333
ATP6V1F	0.1945
CCDC94	-0.29025
PERF15	0.0225
CCL11	2.1585
LMO7	-1.141125
DCST1	0.465
ADRBK1	0.061375
CDRT4	-0.33475
ZNF84	0.204
HOXD8	1.6415
STARD8	0.0873333333333333
FOXP2	-0.616625
CCDC103	0.00125
POLR3A	-0.7525
GSC	2.469
ZNF114	-2.47183333333333
HTR7P	0.949
LALBA	0.143
RMND5A	0.373
PSCD2	0.92775
ZNF409	0.4305
KRTAP1-3	0.0838333333333333
MAF1	-0.3655
LOC201725	-1.29166666666667
NRN1	-1.733375
SPAG5	-2.92633333333333
DNAH7	1.4715
FLJ43860	0.138
BRCA2	-2.26075
ACADM	-0.32
CXXC6	-1.642125
RAGE	-0.850125
CHMP2A	0.8445
FAM8A1	0.733
GPR21	0.631
SLC12A3	-2.02166666666667
FVT1	1.651
ZDHHC7	-0.563
FLJ44048	0.26925
SLC44A3	2.90016666666667
SDSL	1.0585
MMP8	-0.629
PLA2G12B	-2.43566666666667
ACY1	-0.982
MT1E	0.6305
OR4K15	0.4225
TECTB	-0.401
GPR20	0.935625
IRAK2	-0.2935
RFPL3	-0.596375
MYO9A	-0.3095
NARG1L	-0.451083333333333
BLMH	-1.01175
CCDC3	3.45116666666667
C9orf21	-0.14
KIAA0513	-0.342
MIER2	-0.0585
PNMA2	-0.966833333333333
SH3BP2	0.3634
ANXA10	-1.473
RTN2	-0.624166666666667
TFB1M	-1.895
PRPH2	2.34575
C14orf133	-0.674
GOLGB1	1.46441666666667
IRX4	-0.806875
NFKBIL1	0.319833333333333
C10orf62	0.02175
APBB3	0.0785
RPS10	0.1565
LOC728378	2.37675
TLE3	2.18022222222222
PSMB7	-0.718875
MESDC1	0.993
SLC6A1	0.853
OCLN	2.638
PTTG3	-2.94533333333333
NAGLU	-0.9155
SERTAD4	-0.442875
SPRY1	1.3595
FLJ10781	-0.6625
MYSM1	0.6275
TRIM4	0.683071428571428
SH3YL1	1.089125
TREM2	2.10916666666667
SERPINI1	3.7505
HDHD3	0.75
TMEM38A	0.0235
EID2B	-0.77725
TDRD3	1.4375
SEDLP	0.70475
THSD7A	2.4955
NDST3	-1.45975
KLHL15	-0.147
DHRS12	0.4665
FBXO9	0.262642857142857
TNPO1	-0.7975
MRPL13	-0.686666666666667
SNX5	-1.66083333333333
METTL6	-0.851
SOD1	0.656625
CHML	-1.10716666666667
PACS1	1.063375
SIRT5	0.2002
CAPN2	-1.089
FXYD5	-0.752333333333333
TWISTNB	-1.059875
LRFN1	0.433333333333333
UBE1L	1.2505
UBE1C	0.68725
OR51B2	-0.2165
OR4D11	0.136
C15orf2	0.296
NR4A1	0.803833333333333
LOC339047	-0.8185
TRIM17	2.134375
ATP5G3	-0.726142857142857
RPL15	-0.178916666666667
ADAMTS8	-0.74275
HOXC4	-0.225
C14orf37	0.9405
CEACAM5	-0.098875
MYT1L	-0.0408333333333334
RASA2	0.3435
OSBPL7	-1.0705
STAG1	0.394
GIMAP4	4.51
FUT3	-1.578
PIF1	-3.191625
LPIN2	-0.1939
SH3PX3	1.013
PDP2	-0.80525
PAPD1	-0.554
ERP27	-0.28225
APOOL	-0.2772
DIABLO	0.23925
TRHR	0.35825
ARMC9	-1.00275
RNF152	2.946
SLITRK3	0.00266666666666667
ZNF211	1.3587
PFDN1	0.519
RGS11	-0.622125
HS6ST1	0.693
AKR1D1	-1.953
TNP2	0.261666666666667
STK31	0.42
EML4	-1.3825
SGTA	-1.07566666666667
HIST1H2BI	0.282166666666667
PSMD6	-2.15183333333333
KIAA1257	-0.14675
C18orf55	-1.22933333333333
FLJ20273	3.15275
RPL28	-0.0123333333333333
EPYC	0.187875
NOX3	-0.0785
ELAC1	-0.6805
METT11D1	-0.76725
BIN2	-1.22033333333333
NACA2	0.73525
CCDC17	0.53675
HM13	-0.2007
UBOX5	0.11725
UBE2O	0.27825
UBL5	0.22025
APOLD1	1.523875
C9orf31	0.192
TNFSF8	0.3435
ARHGAP29	1.512
PROKR2	0.23
PDE5A	0.359333333333333
C6orf12	-0.4955
TOM1L1	-0.6235
WHDC1	0.80025
FOXI1	2.1825
RAB4A	0.1261
TMEM39B	-0.53925
ATPBD1C	-0.83775
FARSA	-0.575833333333333
PLEKHG5	0.02225
CMAS	-0.613333333333333
OR7E24	0.0945
SLC30A1	-0.29225
CDC42EP5	0.817833333333333
PLAC1	-0.48675
KLHL18	-0.694333333333333
LBA1	0.5028
TAZ	-1.1025
CRIP2	1.308
BTBD11	-0.613333333333333
C16orf72	1.148
DIO2	0.9064
LRRCC1	0.00533333333333333
CCDC136	-2.507
PRX	0.470625
RBM5	-0.255
TMEM85	0.4095
TUBGCP4	-1.21716666666667
APLN	1.237625
CDK7	0.133
SSR2	0.328
CRELD1	0.68125
C19orf46	2.50425
GAL3ST4	-0.274666666666667
KBTBD10	0.73425
IL28A	0.121
WDR27	0.498
MCM2	-1.37916666666667
SOX14	0.783
FLJ39743	0.3965
KIAA0922	-0.98875
HIPK4	0.381
FLJ25758	-0.009
C16orf57	-1.07116666666667
PDZD2	0.7315
MCC	1.086
HHLA3	-0.9899
ID2	0.21625
C20orf23	3.3055
ZNF688	1.11475
APOC2	-2.18566666666667
LOC440093	0.81775
FAM50B	1.84533333333333
PWP1	-0.274
DNAH10	0.12025
HIST1H2BA	-0.20525
GPR56	0.283166666666667
METAP2	-0.520875
PAN3	1.1205
STXBP4	0.07525
PDHX	0.5715
MTA1	-0.374416666666667
ZBED4	-0.494375
ZNF720	-0.2465
CDK2	-1.8525
RHOJ	1.2715
CDC37	-0.467833333333333
ZER1	0.549125
GRK4	-0.70725
PRPH	0.2335
POLR2A	0.1745
OGFOD1	-1.82025
NOL5A	-1.36175
PHEX	-0.485
FLJ16478	-0.10125
C20orf117	-0.00637500000000001
CAMTA2	0.07475
C11orf74	-0.774833333333333
DDX17	0.851833333333333
C5orf27	0.203625
PLEKHA2	-1.1504
PDE4DIP	-2.5404
SCN7A	0.71375
ZNF559	0.222333333333333
CXCL10	3.47725
ZMYM4	1.12916666666667
STK32B	1.48286666666667
KIAA0888	-0.9574
TACR3	0.611
CKAP2L	-2.39175
KIF1A	-0.951833333333333
RSPRY1	-0.05025
VCAN	0.43075
CYP27C1	-0.361
SYDE1	-1.18316666666667
MED12L	0.09375
ZDHHC21	1.10875
NHS	1.7125
TM9SF3	0.897833333333333
DDHD1	-0.024
MAFG	0.306333333333333
BICD2	-0.6592
C14orf119	0.386833333333333
C14orf43	0.334142857142857
CDH7	-0.52125
ALKBH5	-0.572142857142857
JUP	0.759
TMEM41A	0.815166666666667
MAMDC4	-0.856166666666667
CBX3	-1.06575
LRRC18	0.371
RBMXL2	-0.314
PLA2G4D	0.353166666666667
FGF13	2.3735
KIF3A	0.874333333333333
PDIA6	-1.34425
DCXR	0.35725
CASKIN2	1.30383333333333
EHD1	0.139166666666667
MARCKSL1	1.03433333333333
ZNF496	-0.051
SCAF1	0.1455
KCTD8	-0.94925
TRAF3IP3	-0.00607142857142857
LSR	1.52225
CXorf1	0.2595
C14orf112	-0.513833333333333
EIF2B1	-0.19825
OMP	0.295
GSTZ1	-0.96025
LOC92017	0.961
ISLR2	1.15
C12orf36	0.6415
GATA2	-1.026
GABRA5	-2.1755
CELSR2	-0.241142857142857
STAM2	0.6254
TNAP	1.092
PTPMT1	-0.281
GRP	4.109
SV2A	-1.79016666666667
MAGEA12	-4.091
CACNG1	0.5455
C18orf19	-0.02025
GSG1	0.223166666666667
PTPRJ	-0.505928571428572
FRMPD1	0.068
ZNF668	-0.04825
PLEKHJ1	-1.186375
ADAT1	-1.3424
TMEM50A	0.47
UCN3	0.1165
HOOK1	1.806375
IL17B	0.311
MLKL	-1.12133333333333
TTC14	1.23733333333333
KLHL5	0.061375
CRYL1	-0.186666666666667
FOXH1	-0.3675
NFYB	0.114375
PPM1G	-0.83825
GOLGA2LY1	0.016
NMT1	-0.811375
HADHA	-0.538
CHSY-2	1.06975
PLEKHF1	0.670571428571429
SAGE1	-1.9915
MUSTN1	1.8845
SUHW4	1.5855
TFEB	0.924
ZFYVE27	0.8245
ATG12	-0.130166666666667
BMI1	1.52107142857143
ZIM3	-0.11025
MYH4	-0.214
MASP1	-1.13325
KIAA0984	-0.881
RPAP2	0.18725
ASB5	0.324
BOLA3	-1.20483333333333
MIA3	0.4285
KRT35	0.5565
KIR3DL3	-0.149
MRPL51	-0.9135
SEMA3F	0.531666666666667
NDUFB2	0.251
LOC253012	-0.18875
FAM46C	0.9845
G6PC	-1.95
CSAG3A	-4.25366666666667
PREX1	0.825
SLC25A45	-0.04525
MAPKBP1	0.6
CPE	1.0174
GNB1	-1.17325
CXCR6	0.543
TRIM46	-0.74275
C16orf3	0.0746666666666667
HPSE	-1.03975
TIGD3	-0.9865
SPG3A	1.0755
LCAT	-1.50433333333333
ST6GAL1	-1.28811111111111
POMC	0.16525
FLJ36031	-1.68866666666667
NSMAF	-0.776166666666667
SKIL	2.492
ADSS	0.175333333333333
HMGCS1	-1.1694
POLR3F	0.0473333333333333
RAB10	0.057375
ZNF277P	-0.29425
ZBTB7B	0.6245
DHRS1	0.509
ABCC13	-0.2795
CNOT3	-0.04525
NFKBIA	1.892
GAK	0.014
SFT2D2	0.866833333333333
HOXA6	0.181
CRTC1	0.176
LY6D	-0.708166666666666
C20orf72	-0.996166666666667
CPT1A	0.25375
LMO1	-2.1875
EIF3I	0.112
PRB4	0.2945
MCM3APAS	-0.289875
C20orf132	-0.8548
FOXF2	-2.581
S100A12	0.08025
MLH1	-1.14316666666667
ACTN1	0.4103
MRPL36	-0.3445
C20orf106	-0.581
FBXO6	0.748
MKS1	-1.219
CX3CR1	-2.15225
PDE1B	0.795
PLP1	-2.82075
KISS1	0.198166666666667
C14orf2	-0.234166666666667
TBC1D3P2	-0.84925
COMMD6	0.7733
ANKRD7	-1.57175
PTCHD1	-1.575125
NARS2	-0.84725
DOCK7	0.066875
FAM127B	-0.431875
LOC390243	0.291
N6AMT2	0.8015
ZNF391	-0.6175
DNAJB14	0.0158333333333333
WRB	-0.0235
BPI	-0.0294166666666667
TTC4	-0.7345
FAM10A5	0.27825
GOT1L1	0.3102
MAGED1	0.642125
RESP18	0.23775
WFDC6	0.0265
MT2A	-1.162
C11orf56	0.22375
KIAA1432	0.4015
ROR1	-1.45575
HSD17B14	1.19066666666667
ZFAND2B	-0.523875
SAMD4B	0.183
HEXA	-0.32175
HNRNPU	-0.0537727272727273
USP39	-0.48325
NRD1	-0.478
R3HDML	0.1765
FLT4	0.4695
OMG	0.0566666666666667
OR52N4	0.452
LOC399818	0.52725
ELA2	-2.4215
VENTXP1	0.4315
RFC5	-1.3325
OR52L1	0.375
PAX5	0.002
FBXO2	-0.83775
GMEB1	0.4395
AKT3	-0.414666666666667
CRB1	-1.29816666666667
CTTN	0.341333333333333
UTP15	-0.249166666666667
HSBP1	-0.32875
PHF11	1.6455
NDEL1	-0.146333333333333
USP8	0.3235
BAIAP2	1.010875
SI	0.203333333333333
ARSJ	-2.256
BAAT	-1.9025
KCNS3	0.959166666666667
LOC126147	-0.193
TMEM37	-0.22525
C1orf162	2.427
MBD1	-0.7482
ITGAL	-0.6775
WDR73	0.105333333333333
GKN2	0.131166666666667
ARFGAP1	-1.050125
SLC5A8	-0.7735
ZBTB40	0.3561
CYP4B1	4.28833333333333
LYPLAL1	-0.502
CHST3	-1.26425
MAP3K9	0.0535
BTAF1	-0.720666666666667
TFAP2E	0.091
RBM35B	0.78
LOC441251	-0.0796666666666667
ANKRD25	-0.310388888888889
UQCRC2	0.4365
MAEA	-0.417416666666667
HYAL1	-1.733
RNPEPL1	-0.019
CPSF2	-1.102875
PSD3	-0.0412
ABCA13	-0.29175
AGR2	2.7945
GBX1	-1.227
