Hybridization REF	TCGA-BH-A0B2-11A-11R-A10J-07
C1orf162	2.87066666666667
MBD1	0.0299
ITGAL	0.147833333333333
WDR73	-0.781666666666667
GKN2	-0.0788333333333334
ARFGAP1	-1.060125
SLC5A8	-0.391666666666667
ZBTB40	-0.1363
CYP4B1	2.3415
LYPLAL1	-0.61575
CHST3	0.93425
MAP3K9	0.14
BTAF1	-0.911833333333333
TFAP2E	0.15
RBM35B	-0.3395
LOC441251	-0.496333333333333
ANKRD25	0.780055555555556
UQCRC2	0.0105
MAEA	0.23275
HYAL1	-1.4554
RNPEPL1	0.257
CPSF2	-0.71725
PSD3	-0.0414
ABCA13	1.119875
AGR2	1.62
GBX1	-0.702
HDLBP	0.543285714285714
ACY3	-0.243
HECW1	-0.084
ZNF519	-1.14525
HOPX	2.563125
ZNF304	0.7485
OR12D3	0.1245
FKSG43	0.2125
METTL1	0.12625
MFSD3	-0.2859
PSPH	-0.6475
CLCA3	0.1225
DARS2	-2.11733333333333
CDC25A	-2.43916666666667
BAIAP2L1	-0.9135
B3GNT5	0.78175
USP29	-0.027
ARHGEF10L	1.2123
ATOX1	-0.7935
ADAM30	-0.0115
DNASE1	-1.33425
STT3A	-0.217666666666667
RAB6IP1	0.57525
PTN	4.2913
C1orf106	-1.34161538461538
HECA	1.68725
RNF122	0.87975
SLC22A18AS	-0.821833333333333
GNG8	0.1135
ELP4	-0.666
FAM65A	0.274666666666667
RPL10A	0.543666666666667
IRS4	-0.1405
MACF1	0.8826
SEC24D	0.47225
LOC374395	0.2045
TGFB2	0.126375
MDFIC	0.945
CHRNE	0.379
PCMTD2	0.018
ATP6V0D1	0.231666666666667
MTA2	0.2975
LZTR1	-0.782
RAP1A	0.732333333333333
AXIN1	-0.29475
POLR1C	0.126
TRIO	0.379166666666667
PLXNA4A	0.718666666666667
C5orf33	-0.391
DEPDC1B	-4.13425
ZNF473	-0.221166666666667
MTM1	0.3545
GPR107	-0.00383333333333334
CSNK1A1L	0.5795
FLJ14154	-0.31625
NLRC4	2.47325
ENPP4	1.29533333333333
PADI3	-0.0395
RNF170	-0.384625
CG018	1.5675
C16orf7	-0.0105
KCNE1	1.46925
NRM	-1.37716666666667
SLC37A3	0.315857142857143
TPD52L2	-1.1635
UNC5B	0.55375
C12orf12	-0.102
SDHB	-0.54875
CLRN1	-0.073625
NUDT10	0.616333333333333
UGT3A1	-0.10625
FBXW8	-0.0575
RHOF	-0.982625
PTPLAD1	-0.28725
MYO3B	-0.068
DERA	-0.73975
TPP2	-0.70175
C19orf53	-0.2575
GINS3	-1.36275
ST6GALNAC5	0.7655
CHSY1	1.066
MGC15705	0.1425
GPR83	0.717333333333333
EXT2	0.67575
DOLK	-0.03475
TUBAL3	-1.39525
ACVRL1	2.263
ABL2	-0.561916666666667
C14orf156	-1.50816666666667
PTPRZ1	-0.87125
DIP2C	0.911875
LAMP1	1.215375
RXRA	0.0557
MAP3K5	1.42925
ALKBH1	-0.0825
PDLIM7	-0.128714285714286
ARL14	-1.3495
SNIP1	-0.136
TIMP3	2.62816666666667
RGS3	0.4895
SPAG16	0.5022
ABHD4	-0.17575
ARHGEF12	0.59925
GLUD2	0.0735
RAC2	-0.8931
UAP1L1	-0.6525
SLC18A3	0.108
YOD1	-0.8735
RALY	-0.45975
HMOX2	0.502125
DGKH	0.19
DBNDD2	1.24233333333333
YIPF4	0.115375
THAP10	-0.836
ZNF513	0.3415
HAGHL	-1.5075
ITGB4	1.18216666666667
CCDC141	0.356
YTHDF3	0.0645
C5orf28	-0.07625
RPL7L1	-0.88475
TMEM30B	0.947928571428571
ANKRD35	3.4645
DUOXA2	-0.26
TBC1D5	-0.01775
DFNB59	0.6915
HRH4	0.36725
MYO6	1.6226
DNAJA4	0.82925
RBM24	-0.144375
CEACAM20	-1.4685
RBM23	0.243
NGFB	1.327
C1orf63	-0.8028
KRTAP7-1	0.0775
PERLD1	1.4765
NPB	0.1235
C17orf59	0.7146
HSPBAP1	-0.4985
SLC15A4	0.003375
PRTFDC1	1.0135
OSMR	-0.632357142857143
CYSLTR2	-0.2105
C19orf25	0.1438
KIAA1797	-0.0675
NLRP6	-0.818
FAM105B	-0.2807
SCRN2	0.6035
LRRC58	-0.257
RNF17	0.0415
NEIL3	-4.5375
FAM137A	-0.835
SKP2	-2.2275
PARVA	1.67408333333333
PKLR	-1.4225
RNF34	-0.068125
A3GALT2	0.10875
C12orf50	0.0891666666666667
SUNC1	-0.9785
FAM102B	-0.041
CCT2	-1.00225
LRRC37A2	-0.835
ARF4	0.3645
SIKE	-0.029375
C8orf48	1.91033333333333
MBTPS1	0.568214285714286
GPSN2	-0.6415
NCF2	2.99175
SLC12A6	-0.0808333333333333
MRPL48	-0.905
HMGN3	0.0766666666666667
LRRC62	-1.38425
PAX9	-1.030875
FAM55A	-0.137
C20orf42	-1.69733333333333
SCML2	-0.927333333333333
BCL9	0.167
FAM40A	-0.31125
C9orf41	-0.237
ZNF774	0.155
LETM1	-1.152
PLXNB1	0.228
NIPSNAP1	-0.367375
USP10	-0.518
F9	0.2135
LIPE	4.7255
CNGB3	1.8385
C12orf52	-0.333
PI4K2A	0.494
MED8	-0.28875
STAT4	1.2894
FGD4	0.703666666666667
RNF145	-0.335833333333333
WDR32	-0.0858
CLDN2	0.594
TCEAL8	1.0755
ZMYND8	-0.8539
PDXK	0.25196875
GATAD2A	-0.5495
PTGES3	-1
CCM2	0.09075
TAP1	0.81025
ZNF670	-0.35
ETS2	0.336
C6orf166	0.280333333333333
PRMT2	0.771785714285714
OR4B1	0.2055
INTS8	-1.2485
CCDC102A	1.03475
CCDC83	-1.289
ITGA1	0.3676
EPHA5	-1.3341
FAM24B	-1.30866666666667
TSGA10	2.221
HAL	-1.59433333333333
MYOT	0.25125
SPACA3	0.2095
BCL2L2	-0.130333333333333
CUGBP2	2.23733333333333
CCNB3	0.2025
RNF113B	-0.27025
MERTK	0.84025
BAG1	0.72025
VPS36	0.12325
ORMDL3	1.0499
C1orf190	1.47225
ZNF625	-0.80775
CORO2B	0.35725
ALOX15	-0.2865
CST1	-0.257
NUPR1	2.08716666666667
CCL7	0.871
SMCR5	-2.641
DSC2	2.3045
RBMS2	0.23775
GRIK4	0.6135
TRIM65	0.0214
TMPRSS6	0.0617857142857143
TP53INP2	0.08725
GLB1L	0.706166666666667
LOC388284	0.488333333333333
PUS1	-0.815142857142857
BCL9L	0.034
OLFM1	0.384
RET	-0.711
MASTL	-2.70733333333333
ALX3	0.2185
IL1RL1	0.537333333333333
ZNF765	-0.6692
C14orf138	-0.74425
SNX10	-1.54883333333333
TAC4	-0.0705
C1orf64	1.60475
POGK	-0.199125
MAPK9	-0.1775
ZNF366	2.75475
C8orf79	2.3047
CLDN7	1.724
OR5AT1	0.213
TRIM37	-2.29525
LRRC25	2.323
GRHL2	1.0866
TEKT3	1.44975
LASS5	-0.2295
ABCC4	-1.49525
DLG3	0.287375
VGLL1	1.88225
ZFP36L2	2.14383333333333
MFRP	-0.157666666666667
KIAA1799	-0.50325
FLJ44379	-0.4855
PCNX	0.43425
ANXA9	-0.4735
CYP4V2	1.685
PIK3C2A	0.0485
SRR	0.838
NOL3	-1.273
IFITM2	0.603
ARNTL2	-1.758
ZNF595	0.36075
NLRP13	0.1245
ASPH	0.513375
CPA2	0.093
PVRIG	-1.23066666666667
LEPR	0.3115
C16orf42	0.461333333333333
SH3BGRL	1.416
FAM77D	1.35833333333333
FNDC7	-0.141
C9orf6	-0.2145
NOTCH2NL	0.647666666666667
PGBD1	-0.388
SYNGR2	0.0961666666666667
PITPNA	0.185375
PRPF4B	-0.7842
SLC43A3	-0.727
NRBP1	0.00175
SLC25A22	-0.23075
ILK	0.554
SLC22A8	0.3325
MRPS7	-0.531625
PITX2	0.07975
FABP3	1.69125
OR1L1	0.176
LOC728215	-0.429625
BLID	-0.7545
KIAA1217	2.87958823529412
TFPT	-0.12475
AP4B1	-0.80675
VBP1	-1.4865
OR1K1	-0.0015
MORC3	0.15375
BHMT2	0.925833333333333
C3orf10	0.613875
FZD7	3.52233333333333
WFDC10A	-0.0915
PMS2CL	-0.990875
CCDC32	0.222166666666667
FA2H	-0.85675
ALG13	-0.6575
TTLL7	-0.6743
SPOCK3	0.28425
SLC13A2	0.524
AIM1	0.97125
GPRC6A	-0.0035
EGR2	6.6255
MED11	0.447
WWC1	1.779
SH3GL3	-0.76425
RIF1	-0.059
PRLH	-0.2645
VLDLR	-0.6165
DBT	0.241
C21orf63	1.7445
CGGBP1	-0.41775
KRTAP12-2	-0.176
TADA3L	-0.676375
ZBTB16	3.13425
PDGFB	0.82275
RFX1	0.38375
UQCRB	0.1315
LOC133874	-0.8305
HPS3	-1.39475
LGALS3BP	0.7753
DKFZP564O0823	2.27128571428571
MRFAP1L1	0.5885
HOXA10	0.454833333333333
NGB	-0.181
KIF21A	-0.373769230769231
IFLTD1	0.357
LZTS1	0.657375
ARHGEF3	1.257
RHBDL3	0.534
CSNK1G2	-0.263416666666667
ChGn	-0.3415
KIAA1244	0.9595
GABRB2	0.2905
MGC72080	-1.521
CD27	3.15075
EGLN1	-1.3184
PEX13	-0.0665
RWDD3	-0.08775
RNF12	-0.798166666666667
GRIN2B	0.7165
ADAMTS14	-0.888125
DYDC2	0.339833333333333
ATP6AP1	-0.0538
NR1H2	-0.108833333333333
PDK2	0.6195
C3orf17	0.158166666666667
SLC38A2	-0.413142857142857
SLC25A29	-0.313833333333333
C15orf29	0.279875
ADAM9	-0.690166666666667
TMUB2	0.250625
GPR176	-0.36875
AGK	-0.81075
MCCD1	-0.10225
NDUFA4	-0.315
TMEM146	0.062
DUSP1	1.920125
UNQ6975	0.231
EMX2OS	3.718
INSM2	-0.35425
LUZP4	-0.26075
SETD6	-0.71175
P2RY2	1.1925
SLC45A2	-1.78
RABGAP1	0.330166666666667
UBXD5	-0.423625
GPRC5A	-0.819
PAK3	3.138
LOC63920	-0.539
TGFBR1	0.9159
KRTAP6-3	2.36575
SFMBT2	0.1845
CDC42	-0.287125
C11orf35	0.17
TTLL2	-0.20475
UACA	1.20191666666667
CD97	-0.4652
SETD5	-0.027875
NINJ2	-0.661
PTER	0.289
POMGNT1	-0.19325
KRTAP4-2	-0.151
ECGF1	1.4205
HRB	-0.182545454545455
ATP1B2	0.327
LOC400506	-0.9535
COL4A3BP	1.1665
C6orf97	0.71225
GRHPR	0.76625
TAS2R1	-0.032
SEMA7A	-0.85875
EDF1	0.14775
ODF2L	0.4904
PCID2	-0.4515
GTF2H4	-0.614333333333333
ZCCHC3	-0.1245
CGB2	-0.221166666666667
NEUROD1	-0.09975
C20orf75	-0.3685
RP5-1054A22.3	1.98283333333333
IFNA5	-0.279
ZNF134	0.166833333333333
MGC119295	-1.0663
ZSWIM6	0.24375
SMEK1	0.0671666666666667
PCGF2	0.228375
C1orf102	1.6885
CYP2A13	1.5215
KCNH6	-0.5786
MDM1	-0.0395
ALDH7A1	0.931333333333333
C9orf75	-0.53225
VDAC3	-0.565
OR51T1	-0.0105
EIF3F	0.06925
KCNJ10	-0.51275
LENG8	-0.053
EDEM2	-0.218
CCNJL	0.0258333333333333
DHX37	-1.1835
CRYGN	0.24
AATF	-0.8285
ZNF630	0.99525
E2F5	-0.873
WFDC13	-0.43925
FTSJ3	-0.876
C4orf33	-0.00675
LHFPL4	-2.55725
C19orf56	-0.496666666666667
SMAD4	0.537375
AFM	-0.4385
G0S2	4.46625
FCHSD2	-0.0829
RRP1B	-1.1927
EEF1B2	0.318666666666667
STAT6	0.930666666666667
ZNF195	-0.2345
GNL1	0.00466666666666667
ZNRF2	0.3145
PER3	0.31375
ASB16	-0.08575
C10orf10	2.92757142857143
ADCY8	-2.03266666666667
C9orf58	1.32466666666667
ARMC10	-0.3705
PSG1	-0.275
DHX34	-0.2855
VARS2	-1.27225
NFIC	1.205
ITPR2	1.3225
AGXT2	0.396333333333333
OR6K3	0.1115
H2AFZ	-1.59916666666667
MLLT3	0.531
COX4I2	1.5065
CCNT2	-0.1605
PLK4	-2.9245
NUMBL	0.304666666666667
MED16	0.0295
PLEKHQ1	1.607
GOSR1	0.451111111111111
BTG4	-0.194
RPL30	0.480583333333333
IGSF5	0.7105
IGFL2	2.5425
ELMOD2	-0.0116666666666667
SHC3	-0.0613333333333333
HAVCR1	-0.4775
DYNC2H1	0.610125
RNF5	-0.636666666666667
C2orf7	0.047
NLF1	1.1695
KLHL25	0.73875
LRP10	0.9788
KRI1	-0.44325
PUS7L	-0.741833333333333
MGMT	0.787
HOXD1	0.622833333333333
CSH1	0.1234
ATG16L2	-1.7065
FLJ44635	1.4305
CHODL	0.654
EXOSC8	-1.35375
SLC28A1	-0.2015
MYO7B	-0.580833333333333
SEH1L	-0.248
MTNR1A	0.280833333333333
TSPAN5	0.925833333333333
CDC45L	-4.4355
AMIGO1	0.452
ATAD3A	-1.31975
OSGIN2	-0.335833333333333
PDIK1L	0.159166666666667
DARC	3.901875
PIPSL	-0.3015
SHMT1	0.293
CRISP3	0.1595
POPDC2	2.25466666666667
ZRANB2	-0.563166666666667
FBXL8	0.71125
TRIP13	-3.33836363636364
EIF5AL1	-0.882
POU5F1P3	-4.86983333333333
IL6	-0.493333333333333
CXorf38	-0.756833333333333
IFNA16	0.108
FBXL2	1.05133333333333
BRD1	0.50475
STATH	0.71875
FBXO44	0.293166666666667
MCCC2	-0.72725
CDC2	-3.0536
C5orf23	-0.3695
IVD	0.0893333333333333
C10orf122	-0.23975
MSL3L1	0.2524
MVP	0.2325
EPOR	-1.2871
ZMYM1	-0.897833333333333
BCL7C	0.379333333333333
PSTPIP2	0.6529
LYPD1	-1.90075
OR8G5	0.063
ZP3	0.044
BCAS4	-0.32275
EDG6	1.96575
ISY1	-0.1435
PRAMEF2	-0.92275
CUL1	-0.431125
RNF213	-0.1524
CCRK	0.52925
DHX9	-0.5175
C13orf29	-0.43675
NCKAP1	0.327
MRPL43	0.444285714285714
XPR1	-0.40725
PKN2	0.8917
PODNL1	0.352
ZNF333	0.292125
DALRD3	0.66175
OPN1SW	0.161
BTBD6	0.62325
C11orf82	-3.2575
OR5P3	0.2775
DUSP11	-0.0255
L1CAM	-1.3349
NEK11	1.59283333333333
OR7E91P	1.704
CNTN3	2.7707
CREB3L2	-0.00324999999999995
ZBTB37	0.16
KIAA1324L	0.244
NDUFB10	-0.436
NUDT2	0.18225
GTPBP8	-0.34375
CACNA1D	0.47175
PRKAA2	-0.673
PRDM8	0.3095
MGC16075	-0.445333333333333
KRT14	2.58142857142857
PP8961	0.287125
MRPL18	-0.48875
ABCG2	-1.50875
PACRG	2.94
BBS2	0.6785
KREMEN2	-3.2775
FBXO21	0.66525
HNRPUL1	-0.00166666666666667
GRB10	0.62175
CLSTN1	0.941125
LMAN2	-0.1229
C17orf61	0.02025
NIPSNAP3A	0.48475
INSIG2	-1.31566666666667
PCDHB7	1.051
STXBP2	-0.4645
CMAH	1.17075
SEMA5B	-0.4555
ZNF155	0.0915
COQ6	-0.359833333333333
PRPF4	-0.48675
TSPAN15	1.5449
VN1R5	0.22475
LATS2	1.33
SELK	0.3865
PGK2	0.101
MS4A1	0.933125
TYW3	-0.00630000000000001
KRTAP5-1	1.34075
RCCD1	-1.798
BTN1A1	2.3635
DDX28	-0.0545
TMEM65	-0.060875
LOC92345	-0.172
TTC31	-0.6785
WDR46	-1.00666666666667
CHP2	-0.667
LSP1	1.0315
ZNF542	0.02725
EXOSC1	-0.71025
ARHGAP18	-0.134166666666667
LRRTM4	-0.323
MAOB	3.3845
CACNB4	1.3605
MGC33846	1.53
RANBP3L	0.708
ATP5L	0.1955
ONECUT1	-2.9755
NUDT9	0.16125
TMEM149	-0.567
STX17	0.539
IGSF10	0.7585
TMPRSS9	0.2185
BMPR2	1.182
ALLC	0.32075
KLF7	0.021375
GCC1	0.3183
TIMM9	-0.21575
CDO1	3.86583333333333
MGC10701	-0.646333333333333
IFI6	1.34083333333333
FRMD8	0.965
MGAT2	0.30375
WBP5	1.01566666666667
CNIH2	0.1815
KIAA0907	-1.7231
KCNH8	0.8595
CTSG	1.25025
GRIK1	1.8225
CUL5	0.729
FRMD1	0.2375
OR9A4	0.228
SYT6	-1.44825
FOXD4L2	0.14175
ANAPC2	-0.572
OPN5	0.077
TAF13	-0.31725
LYG2	-0.53525
GGNBP1	-0.1175
C11orf40	0.219
OTX2	-0.6575
REG4	-0.021
EIF5	-0.064
PALB2	-1.07925
SEPSECS	-0.3104
RNASE3	-0.51575
TRIM49	-2.2255
POLR2K	-0.368
GPR42	0.0195
C8B	-2.08925
SASS6	-1.1885
PREB	-0.458166666666667
OR3A3	0.234
TUBA8	0.2215
IGLV2-14	-0.92275
STIL	-3.261
ANKFN1	0.278
NME7	-0.21975
HOXC12	-0.4675
UBE2C	-3.015625
FHOD1	-0.332125
CDK2AP1	0.162916666666667
OR6K2	-0.012
DHPS	-0.56575
RPL5	0.490666666666667
TRGV5	-0.0155
LOC541472	1.221375
HCCS	-0.3066
DENND1B	0.5215
LHX3	-0.0265
OR5D16	0.0885
CXorf57	-0.855833333333333
IRF2BP1	0.19
NDST2	0.4535
LCE3D	0.094
BOLL	0.111
SYT3	-0.8845
PIH1D2	0.00475
C20orf7	-0.9505
IL1R2	1.12283333333333
SLAMF9	1.1905
PPME1	-0.606625
PIK3CA	0.46325
TRAPPC1	-0.12175
COLEC10	-0.5635
SLC9A6	-0.214
PDDC1	-0.559666666666667
CCDC53	0.64975
GK3P	-1.08525
DAZL	-0.659
BRI3	-0.08125
SDK1	1.18175
CYP2C18	0.216
IFI44L	3.481625
RPL3L	0.7335
FUT9	1.269
KIFC2	-1.30316666666667
PMP2	-0.281125
SLC4A9	0.1445
PLAG1	-1.99866666666667
MYCBP2	0.66
OR4E2	-0.0675
CCDC65	0.9175
C16orf82	0.125125
ENTPD4	-0.18325
BRP44L	0.430375
PMP22CD	-0.00499999999999998
TMCO4	1.48183333333333
KCNN1	-0.575333333333333
WDR35	-0.10675
CCDC80	3.54075
C3orf31	-1.26325
SLC7A9	-0.89775
TMEM190	-0.908
DBC1	1.7545
FADS3	-0.491833333333333
PDZD8	0.228666666666667
GRM5	0.19475
AZGP1	3.7696
PEX3	0.121
MED1	0.118857142857143
ATG4C	-1.02333333333333
HNRPH3	-0.65425
FAM109B	2.14825
C4orf17	-0.435
CA10	0.15775
OPRD1	-0.3095
CCL16	-1.21375
SACM1L	-0.73225
CST6	3.2055
CD63	0.810875
LGI1	-0.03825
ZNF784	0.55475
CRYBB1	-1.398
CX3CL1	2.80275
TOP2A	-3.586875
GYPB	-3.31816666666667
GADD45GIP1	-1.0135
FEN1	-2.272
IGF1R	-0.0228125
WDR72	-1.9715
PURG	0.731166666666667
DEFB126	0.011
PKD1L1	0.1515
CAV1	0.3331
GNPDA2	0.4734
DGAT2	3.005125
NLGN1	0.482
STRBP	-0.683
HPRT1	-1.45533333333333
FANCI	-3.1215
PSMA7	-0.306375
DBF4B	-1.0585
TTF1	-0.859
RAD54L	-3.49575
ELOF1	-0.289
PLAGL2	-0.821
ZNF256	-0.15175
HMGCL	0.0955
MSI2	-1.55033333333333
RPESP	2.36366666666667
C11orf60	0.68875
ABCD1	-0.353
ACAA1	0.5466
SPARCL1	5.58864285714286
IL6ST	1.8896
ZNF319	0.826
TMEM109	-0.0291
FAM90A1	-0.8065
IL22RA1	-0.932
ATP4B	-0.00849999999999999
TEC	-0.633666666666667
C7orf30	-0.963
TXNDC2	-0.276333333333333
ABCB4	-0.17175
KIAA1191	0.53225
C9orf38	-0.2915
SFTPB	0.05575
CNTNAP2	-1.11975
FRK	0.287
TBX19	0.021
CHD4	0.04225
C6orf26	-2.4005
MOSC2	1.67275
IKBKE	0.063
HIF1A	-1.16316666666667
LOC595101	-0.8075
RELA	0.3515
TMEM16B	0.307833333333333
ABHD12B	-1.17
TSEN34	0.09975
KIF18A	-3.8295
TXNDC9	-0.187
SPATA2L	0.4945
SEMA4G	-1.017
C21orf91	-0.338875
MATN1	0.123
KCNIP4	0.0933333333333333
TUSC1	1.780625
OR4C15	0.33125
ARMCX6	0.559416666666667
WBSCR27	-1.94316666666667
OR52I2	-0.395
KIAA1604	-0.3295
DYNC1I1	0.70675
PPP4C	-0.0865
SLC47A2	-0.893833333333333
TREH	-0.122375
CD48	1.49833333333333
ST14	1.787
PKN1	-1.142
SPON2	4.31
XBP1	1.7645
SFRS12	-0.585666666666667
EFCAB6	1.97775
SELT	-0.247
SLC39A2	0.9045
ERF	-0.973
ARL3	0.465875
SURF6	-0.3501
MLLT10	-0.538095238095238
FLJ11171	0.388833333333333
TDGF1	-4.51016666666667
ERCC6	-0.263
EIF2AK4	1.028875
BAZ1A	-0.162
LRRN3	1.32783333333333
TMC3	0.0145
EFTUD1	-0.322
PTPRO	0.501166666666667
CLEC12A	0.31975
ACBD4	0.274875
ZDHHC14	0.405875
OTUD7B	0.110125
ACTB	0.4633125
MSRA	0.7175
LCE5A	1.3515
IFI35	0.26625
BSCL2	-0.212
ANKRD12	0.3605
CFHR2	0.4865
RGAG1	0.278666666666667
HSFY1	0.1895
SLC30A5	-0.214333333333333
IMPG1	0.5645
GPR109A	0.782
ZNF185	0.27175
IYD	0.564
NPCDR1	0.294
SERPINA13	0.0055
HMGCLL1	0.9025
NEUROG1	1.0165
UBQLN1	-0.5034375
LIN37	0.269
SOCS2	-0.131125
DSCR4	-1.415125
XKR6	1.46425
GPR142	0.315
KRTAP13-3	0.079
CCDC15	-1.2865
MOS	0.7005
CD1E	-0.6575
OFCC1	-0.00683333333333336
FAM83D	-3.83475
SRFBP1	-0.034
C9orf96	0.1105
DHDH	-1.24275
CCDC90A	-0.606
RABL3	0.2289
CD320	-1.23033333333333
ANGEL2	-0.2165
MRPL21	-0.475
SMG6	0.621166666666667
INSR	1.67
FLJ14816	-0.4225
GLRB	0.402
C9orf89	0.52925
CIZ1	-0.1075
URG4	0.0183333333333333
LRDD	-1.50983333333333
CBY1	1.332
NFX1	0.009
MTERFD2	0.129642857142857
C19orf23	0.104
PGC	-2.9145
IER3IP1	-0.3732
RASAL2	0.89875
C1orf89	-0.55325
SYNJ1	-0.611
NFKBIE	0.205
FLJ40125	-1.19483333333333
TCEB2	-0.5432
NOG	-0.8245
POLR2J2	-0.567166666666667
HLA-B	2.35875
PCDHA1	0.409
PPP2R2B	-0.3085
ARHGEF17	0.686333333333333
TCF7L2	2.21014285714286
CHD5	-0.619
ZNF431	-0.754
TBC1D25	0.237
ZNF800	0.654
SCUBE2	3.01036363636364
MYCBP	-0.434333333333333
GPX5	0.1385
C6orf129	-0.869666666666667
QSER1	-0.5265
ULK2	1.6075
PIGO	0.00633333333333333
NRCAM	-1.25178571428571
SLC35E3	-0.168375
CSRP2	-0.35125
HYPE	0.0945
MAPK15	0.0405
MGC14327	0.017
TIMM13	-0.5995
ZNF462	1.16125
GBA3	1.12675
TEX13A	0.0855
MCM6	-1.67155555555556
MTRF1	-1.136125
ABCA7	-1.55675
EIF4A2	-0.068
ZC3H10	0.6326
RPGR	-0.314833333333333
C20orf94	0.53
RP1L1	0.19475
GPR125	0.248
USP22	0.334285714285714
OR1L4	-0.06775
MLZE	0.69875
FLJ32065	-0.26725
PTCD1	-0.774
CRTAC1	0.985833333333333
BXDC2	-1.03225
C18orf1	0.932166666666667
FAM107A	3.14671428571429
EFNA3	-0.693
P18SRP	-0.1942
CAMKK2	0.49925
KIAA0649	-0.57375
NES	1.063
HS6ST3	-1.460125
PON2	-1.01025
TCP11L2	-0.3625
CLEC4A	1.83275
PRR12	-0.1535
MLXIPL	-0.2504
C2orf50	0.188
ZNF28	0.15075
ENC1	0.281166666666667
MAP2K1	-0.74025
FKSG2	1.5425
KIAA0430	0.81075
PTP4A1	-1.00927777777778
GPR156	1.2595
GTF3C6	-0.24325
UBR2	-0.1604
LOC388272	-1.16275
MAK	0.589166666666667
ACOT4	1.38125
STC2	0.445
PIGW	-1.04325
SAE1	-1.123375
COL6A1	1.44481818181818
OAZ1	0.000499999999999999
STMN4	1.5805
EDG3	0.428
SGCE	1.26133333333333
IL11	-2.25116666666667
PRSS8	2.11925
YIPF5	1.04091666666667
WNT4	2.6525
CSN2	4.915
TCF7	-1.525375
TDO2	0.367
SAMD9	0.277
S100A7A	0.1325
MMRN1	4.13266666666667
GKAP1	-0.05375
AKR1C3	0.578375
RNF19A	0.381125
GMDS	-0.46625
YKT6	-0.760125
SPARC	1.816
C12orf31	-0.72075
UBE2V2	-1.12616666666667
FBXL18	-0.593
KIAA0460	0.08975
ADAM22	-1.127125
SERPINC1	-5.1285
KCTD21	0.70425
MYOHD1	-2.27775
ZNF37A	0.0631666666666667
GTF3C1	-0.180166666666667
CTSZ	0.7855
PRNPIP	-1.17275
DRD1IP	0.1445
NR1I2	-1.59166666666667
ZNF266	-0.4112
SPAG4L	-0.077
COX4NB	-0.32375
SAPS1	0.152666666666667
APOA1	-3.88075
TATDN1	-0.308
C10orf82	-0.311
KPNB1	-0.59075
FOXO3	1.19258333333333
CRYBB2	-1.1725
ZBTB5	-0.309666666666667
SLC25A38	-0.18725
DCTN2	0.226
IFT20	0.42225
CTHRC1	1.4135
C1orf31	-1.0705
UHRF1	-2.4650625
GPC6	-0.70325
C10orf54	2.5555
MCF2L2	-0.149333333333333
WNT9B	-0.0795
OLA1	-0.4835
FAM120B	0.22325
TTLL10	0.23
CYorf15A	-4.0105
RELN	0.6957
SCN2B	2.31741666666667
MFHAS1	0.07425
NKX3-2	-2.04366666666667
RASGRF2	0.4355
SSBP1	-1.11616666666667
KPNA6	-0.288071428571429
LOC389118	-0.293
HS3ST4	1.7503
SUPT7L	-0.313875
FLJ32658	-1.3
IGFBPL1	-0.85025
KIAA1641	-0.417
SHKBP1	-0.809
CSF1R	4.7585
NAGK	0.89275
MYL2	1.018
HIST1H4C	-0.754666666666667
TOMM7	0.353
ADAMTSL3	2.3708
TNFSF14	-0.2235
PRRT2	-2.53625
VTA1	-0.54275
AOAH	2.92983333333333
CRISPLD2	2.131
PNN	-0.8598
TA-NFKBH	-0.433
ESPN	-1.1095
RBM43	0.209
KIAA1267	0.43
DDX3X	0.259277777777778
KIAA1576	-0.72275
PLXDC1	4.7075
FLJ25801	-4.23175
HNRNPL	-0.2025
RUNDC3A	-0.0136666666666667
CASP12	1.2415
SH2D5	-1.569375
RPL26L1	-0.708
OR51A7	0.30525
HDC	3.3985
C2orf16	-0.0516666666666667
SYTL3	2.04725
GOLGA4	0.36425
NOTCH1	0.00783333333333335
ATPAF2	0.15
ECD	-0.029
SSX5	-1.43333333333333
SNAP91	0.00575
OCA2	-2.31025
PNPO	0.758833333333333
DAPK1	-0.3445
PINX1	-0.417
SELENBP1	1.465625
NEK3	-0.538916666666667
TMED4	0.322142857142857
SSTR4	-0.308
FOSL1	-2.1689
CD40LG	0.5345
CES1	-0.280416666666667
DCI	-0.587833333333333
B3GAT3	-0.498833333333333
STK17B	-0.0615
CNTN6	0.36
CYP3A4	-0.927333333333333
MBOAT2	-0.0527142857142857
PISD	0.274
USP1	-0.95175
PYDC1	0.4805
CENPM	-2.31475
SAR1B	0.22175
TTC7B	0.087625
DP58	0.028
GPC1	0.47725
RBL1	-2.386875
TMEM137	-1.6425
TOB1	0.748583333333333
TCEAL1	1.28566666666667
CENPF	-3.56963636363636
C6	3.99616666666667
PRSS1	-3.44225
PPIL6	1.028
C6orf124	0.193
ODZ4	0.7345
SNCB	-0.4315
NDUFB9	-0.430125
CNOT6L	0.752
S100A9	1.23183333333333
TRIM50	-0.6045
KCTD1	2.1581
WDR63	0.834
SPEF2	0.791375
RNGTT	-0.412333333333333
CXorf22	0.4225
KCNK16	0.41325
CEP250	-1.697875
ATPBD1B	-0.732
KCNJ2	4.22725
MT1B	-0.2295
ZNF684	-0.6325
