Hybridization REF	TCGA-E2-A159-01A-11R-A115-07
BAAT	-2.7105
KCNS3	1.9725
LOC126147	-0.5785
TMEM37	0.68975
C1orf162	3.82366666666667
MBD1	-0.2203
ITGAL	1.8695
WDR73	-0.958
GKN2	-0.845666666666667
ARFGAP1	-0.79625
SLC5A8	2.22216666666667
ZBTB40	0.6905
CYP4B1	2.511
LYPLAL1	0.75275
CHST3	-0.329
MAP3K9	0.1395
BTAF1	-0.922333333333333
TFAP2E	0.561
RBM35B	0.27
LOC441251	-0.412666666666667
ANKRD25	-0.911111111111111
UQCRC2	-0.6815
MAEA	0.2045
HYAL1	-2.7528
RNPEPL1	-0.1975
CPSF2	-0.987625
PSD3	-0.0981
ABCA13	-0.78475
AGR2	0.38725
GBX1	-2.201
HDLBP	0.331714285714286
ACY3	2.36525
HECW1	-0.448
ZNF519	-0.6995
HOPX	3.464
ZNF304	1.1265
OR12D3	0.556
FKSG43	0.2205
METTL1	-0.8035
MFSD3	-0.3384
PSPH	-1.23975
CLCA3	2.179
DARS2	-0.466166666666667
CDC25A	-1.53133333333333
BAIAP2L1	1.4945
B3GNT5	3.47825
USP29	-0.19
ARHGEF10L	1.215
ATOX1	1.522125
ADAM30	-0.253
DNASE1	0.22275
STT3A	-0.32925
RAB6IP1	-0.5115
PTN	3.717
C1orf106	2.23315384615385
HECA	2.64
RNF122	0.49575
SLC22A18AS	0.73
GNG8	0.775333333333333
ELP4	-0.76475
FAM65A	-0.071
RPL10A	-0.00216666666666668
IRS4	1.4025
MACF1	0.999
SEC24D	0.8165
LOC374395	0.29475
TGFB2	-0.46275
MDFIC	1.087875
CHRNE	0.508
PCMTD2	-0.920833333333333
ATP6V0D1	1.26266666666667
MTA2	-0.15425
LZTR1	-0.613833333333333
RAP1A	0.853333333333333
AXIN1	-0.368375
POLR1C	-0.43525
TRIO	-0.534666666666667
PLXNA4A	-0.415
C5orf33	-1.19025
DEPDC1B	-1.9415
ZNF473	-0.00483333333333332
MTM1	1.236875
GPR107	0.122833333333333
CSNK1A1L	0.731833333333333
FLJ14154	-0.09775
NLRC4	4.91775
ENPP4	2.5225
PADI3	0.888
RNF170	0.301375
CG018	-0.0563333333333333
C16orf7	0.0135
KCNE1	1.0875
NRM	-0.00916666666666666
SLC37A3	0.326642857142857
TPD52L2	-0.366666666666667
UNC5B	0.986
C12orf12	-0.00149999999999999
SDHB	0.36475
CLRN1	0.032625
NUDT10	-2.32483333333333
UGT3A1	0.047875
FBXW8	-0.166125
RHOF	-0.430625
PTPLAD1	-0.593
MYO3B	0.144333333333333
DERA	-0.282
TPP2	-0.52925
C19orf53	-0.181333333333333
GINS3	-1.181375
ST6GALNAC5	1.468
CHSY1	-0.566
MGC15705	0.148
GPR83	0.6875
EXT2	0.0195
DOLK	-0.1135
TUBAL3	-0.6335
ACVRL1	1.9573
ABL2	-0.308
C14orf156	-0.706833333333333
PTPRZ1	-1.087625
DIP2C	1.279875
LAMP1	0.796
RXRA	-0.3007
MAP3K5	2.22325
ALKBH1	-0.178333333333333
PDLIM7	0.59375
ARL14	0.4555
SNIP1	0.0541666666666667
TIMP3	0.787333333333333
RGS3	0.56
SPAG16	0.3102
ABHD4	0.36275
ARHGEF12	0.8705
GLUD2	-0.356
RAC2	0.883
UAP1L1	-1.5525
SLC18A3	0.1935
YOD1	-0.296916666666667
RALY	0.543
HMOX2	0.57675
DGKH	1.43875
DBNDD2	0.576
YIPF4	0.450875
THAP10	-0.757
ZNF513	1.188
HAGHL	-2.1275
ITGB4	1.08533333333333
CCDC141	-0.869
YTHDF3	0.48325
C5orf28	-0.707
RPL7L1	-0.2665
TMEM30B	0.602928571428571
ANKRD35	1.0295
DUOXA2	-0.3385
TBC1D5	-0.53675
DFNB59	-0.887
HRH4	0.04925
MYO6	2.5212
DNAJA4	2.38275
RBM24	-1.8825
CEACAM20	-0.7565
RBM23	-0.0417857142857143
NGFB	1.011
C1orf63	0.3377
KRTAP7-1	0.2175
PERLD1	0.39975
NPB	0.094
C17orf59	0.1267
HSPBAP1	0.27975
SLC15A4	0.324625
PRTFDC1	0.21325
OSMR	-0.472
CYSLTR2	-0.006
C19orf25	0.1476
KIAA1797	-0.1625
NLRP6	0.4015
FAM105B	0.2322
SCRN2	-0.665166666666667
LRRC58	0.5554
RNF17	-1.16428571428571
NEIL3	-1.3435
FAM137A	-2.24275
SKP2	-2.077
PARVA	0.583083333333333
PKLR	-1.706
RNF34	0.054625
A3GALT2	0.363
C12orf50	-0.205333333333333
SUNC1	-1.827
FAM102B	-0.877833333333333
CCT2	-1.14575
LRRC37A2	-0.8515
ARF4	0.904
SIKE	0.178875
C8orf48	2.3205
MBTPS1	-0.758142857142857
GPSN2	0.299
NCF2	4.13925
SLC12A6	1.04033333333333
MRPL48	-0.21025
HMGN3	0.0481666666666667
LRRC62	-1.105
PAX9	2.80175
FAM55A	-0.672
C20orf42	0.0435
SCML2	-0.658833333333333
BCL9	0.56325
FAM40A	0.11125
C9orf41	-0.529666666666667
ZNF774	1.232
LETM1	-0.6285
PLXNB1	-0.382666666666667
NIPSNAP1	-0.281125
USP10	-0.4915
F9	-0.385333333333333
LIPE	0.71425
CNGB3	-1.852
C12orf52	-0.282
PI4K2A	0.090375
MED8	0.408125
STAT4	2.4955
FGD4	0.433
RNF145	1.03283333333333
WDR32	0.7834
CLDN2	0.592833333333333
TCEAL8	0.52075
ZMYND8	-0.6322
PDXK	0.11859375
GATAD2A	-0.6355
PTGES3	-0.5435
CCM2	0.65425
TAP1	1.67375
ZNF670	0.4075
ETS2	0.2925
C6orf166	1.15716666666667
PRMT2	0.764071428571429
OR4B1	-0.149
INTS8	0.3555
CCDC102A	-0.9725
CCDC83	-2.50616666666667
ITGA1	0.5597
EPHA5	-2.2063
FAM24B	-0.4545
TSGA10	1.65525
HAL	-2.58233333333333
MYOT	0.4485
SPACA3	0.7445
BCL2L2	-0.493333333333333
CUGBP2	-0.351333333333333
CCNB3	0.9895
RNF113B	0.27025
MERTK	0.6075
BAG1	-0.51025
VPS36	0.089
ORMDL3	0.5626
C1orf190	-0.48725
ZNF625	0.25175
CORO2B	-2.2045
ALOX15	0.639
CST1	0.883
NUPR1	1.897
CCL7	4.4875
SMCR5	-2.8755
DSC2	4.3395
RBMS2	1.0075
GRIK4	-0.295
TRIM65	0.1227
TMPRSS6	-0.509
TP53INP2	0.67025
GLB1L	-0.203833333333333
LOC388284	-0.0905
PUS1	-1.28885714285714
BCL9L	0.5655
OLFM1	0.451916666666667
RET	-0.198125
MASTL	0.0143333333333333
ALX3	0.1475
IL1RL1	0.939333333333333
ZNF765	0.2054
C14orf138	-0.5675
SNX10	1.20466666666667
TAC4	-0.076
C1orf64	-3.06875
POGK	1.114375
MAPK9	0.9625
ZNF366	4.43875
C8orf79	2.6389
CLDN7	2.787625
OR5AT1	0.5755
TRIM37	-1.43275
LRRC25	3.2595
GRHL2	1.7588
TEKT3	-0.67825
LASS5	-0.3815
ABCC4	-1.09825
DLG3	2.1085
VGLL1	3.91325
ZFP36L2	1.16266666666667
MFRP	-0.180833333333333
KIAA1799	-0.2835
FLJ44379	-1.1065
PCNX	0.3055
ANXA9	-2.933
CYP4V2	0.3694
PIK3C2A	0.60625
SRR	0.0065
NOL3	-0.41275
IFITM2	1.3525
ARNTL2	0.35175
ZNF595	1.1245
NLRP13	null
ASPH	0.16975
CPA2	0.241
PVRIG	0.318166666666667
LEPR	0.0981666666666667
C16orf42	-0.352833333333333
SH3BGRL	1.206
FAM77D	-2.56883333333333
FNDC7	1.2935
C9orf6	1.10383333333333
NOTCH2NL	-0.0573333333333333
PGBD1	-1.25316666666667
SYNGR2	0.453
PITPNA	1.039
PRPF4B	-0.1992
SLC43A3	-1.02092857142857
NRBP1	1.54125
SLC25A22	-0.60075
ILK	0.415
SLC22A8	0.912
MRPS7	-0.59425
PITX2	-1.83225
FABP3	-0.1
OR1L1	2.157
LOC728215	-0.686
BLID	-1.7065
KIAA1217	2.52588235294118
TFPT	1.008
AP4B1	0.0855
VBP1	-0.30425
OR1K1	0.453
MORC3	0.4885
BHMT2	1.2015
C3orf10	0.649875
FZD7	0.219833333333333
WFDC10A	-0.719
PMS2CL	-0.20825
CCDC32	0.0748333333333333
FA2H	1.20275
ALG13	-0.1985
TTLL7	1.7295
SPOCK3	-0.631
SLC13A2	0.6995
AIM1	0.86525
GPRC6A	-0.314
EGR2	2.82575
MED11	0.16575
WWC1	1.8355
SH3GL3	-3.38425
RIF1	-0.720857142857143
PRLH	-0.173
VLDLR	1.1715
DBT	0.6753125
C21orf63	2.31175
CGGBP1	0.2965
KRTAP12-2	-2.404
TADA3L	1.35325
ZBTB16	2.07025
PDGFB	0.97125
RFX1	0.267375
UQCRB	-0.0426
LOC133874	0.1775
HPS3	-1.5365
LGALS3BP	0.0445
DKFZP564O0823	1.48328571428571
MRFAP1L1	-0.5225
HOXA10	-0.190333333333333
NGB	0.106
KIF21A	-1.42807692307692
IFLTD1	1.289
LZTS1	-0.31275
ARHGEF3	1.547
RHBDL3	-0.4915
CSNK1G2	-0.115083333333333
ChGn	0.142375
KIAA1244	2.1455
GABRB2	-0.2535
MGC72080	0.533
CD27	3.7245
EGLN1	-0.4908
PEX13	1.03875
RWDD3	0.26975
RNF12	0.006
GRIN2B	-0.0815
ADAMTS14	-0.619625
DYDC2	-1.6655
ATP6AP1	0.4112
NR1H2	0.241666666666667
PDK2	0.101
C3orf17	0.00266666666666667
SLC38A2	-1.09771428571429
SLC25A29	-0.605
C15orf29	0.18225
ADAM9	0.376416666666667
TMUB2	0.072625
GPR176	-0.27025
AGK	0.018
MCCD1	0.31825
NDUFA4	0.29175
TMEM146	-0.039
DUSP1	1.19325
UNQ6975	0.2185
EMX2OS	3.92925
INSM2	-0.4195
LUZP4	-0.371
SETD6	-1.1035
P2RY2	2.2545
SLC45A2	-1.5465
RABGAP1	0.687
UBXD5	0.901
GPRC5A	-1.5942
PAK3	0.0373333333333333
LOC63920	0.8325
TGFBR1	0.6437
KRTAP6-3	-0.0145
SFMBT2	-0.55925
CDC42	0.833
C11orf35	2.769
TTLL2	-1.15266666666667
UACA	0.246
CD97	0.3763
SETD5	0.379375
NINJ2	-0.90675
PTER	0.658166666666667
POMGNT1	1.036
KRTAP4-2	-0.181
ECGF1	3.02525
HRB	0.459181818181818
ATP1B2	-0.4701
LOC400506	-1.14625
COL4A3BP	-0.64925
C6orf97	-1.90225
GRHPR	0.674375
TAS2R1	0.88
SEMA7A	-0.7085
EDF1	-0.0025
ODF2L	2.52644444444444
PCID2	-0.7155
GTF2H4	-0.457166666666667
ZCCHC3	-0.977625
CGB2	0.0358333333333333
NEUROD1	-0.5545
C20orf75	-0.189
RP5-1054A22.3	1.65683333333333
IFNA5	0.4005
ZNF134	-0.0330833333333333
MGC119295	-0.1017
ZSWIM6	-0.440875
SMEK1	-0.164333333333333
PCGF2	0.036625
C1orf102	2.069
CYP2A13	0.404
KCNH6	-1.428
MDM1	-0.2587
ALDH7A1	0.641166666666667
C9orf75	-0.72
VDAC3	0.39575
OR51T1	0.203
EIF3F	-0.704166666666667
KCNJ10	-0.02525
LENG8	-0.16225
EDEM2	0.29825
CCNJL	1.07266666666667
DHX37	-0.992
CRYGN	0.567
AATF	0.092375
ZNF630	2.0685
E2F5	0.2735
WFDC13	-0.2255
FTSJ3	-0.661666666666667
C4orf33	0.709
LHFPL4	-3.2555
C19orf56	0.2605
SMAD4	-0.018
AFM	-1.14475
G0S2	-1.22175
FCHSD2	0.7628
RRP1B	-0.5257
EEF1B2	-1.52633333333333
STAT6	-0.405166666666667
ZNF195	-0.42925
GNL1	-0.133833333333333
ZNRF2	2.02166666666667
PER3	-0.000749999999999976
ASB16	0.0155
C10orf10	1.92314285714286
ADCY8	-3.79666666666667
C9orf58	-0.1865
ARMC10	0.146666666666667
PSG1	-1.281
DHX34	0.01
VARS2	0.075875
NFIC	0.78525
ITPR2	-0.3755
AGXT2	-0.273166666666667
OR6K3	2.218
H2AFZ	-0.3475
MLLT3	0.300333333333333
COX4I2	1.32125
CCNT2	-0.453125
PLK4	-1.319125
NUMBL	-0.389333333333333
MED16	0.049
PLEKHQ1	1.20775
GOSR1	-0.134
BTG4	-0.22
RPL30	0.260166666666667
IGSF5	-0.33275
IGFL2	3.26883333333333
ELMOD2	0.369666666666667
SHC3	-1.50633333333333
HAVCR1	-0.0695
DYNC2H1	-0.779125
RNF5	0.719666666666667
C2orf7	0.506
NLF1	0.668
KLHL25	-0.12525
LRP10	0.461
KRI1	-1.0865
PUS7L	-0.6245
MGMT	0.11625
HOXD1	-0.682833333333333
CSH1	0.0992
ATG16L2	-1.1275
FLJ44635	0.186
CHODL	2.08675
EXOSC8	-1.3245
SLC28A1	0.01475
MYO7B	-0.328
SEH1L	0.0561
MTNR1A	-0.110666666666667
TSPAN5	-0.013
CDC45L	-2.08116666666667
AMIGO1	0.5495
ATAD3A	-0.0235
OSGIN2	-0.0253333333333333
PDIK1L	0.735333333333333
DARC	1.855125
PIPSL	0.2685
SHMT1	-0.08275
CRISP3	1.658
POPDC2	1.9365
ZRANB2	-0.5865
FBXL8	-0.005
TRIP13	-1.83827272727273
EIF5AL1	-0.5385
POU5F1P3	-4.92483333333333
IL6	-1.21016666666667
CXorf38	0.253833333333333
IFNA16	0.1985
FBXL2	0.0473333333333333
BRD1	-0.3295
STATH	0.63175
FBXO44	1.0625
MCCC2	-0.68475
CDC2	-0.9445
C5orf23	-0.0455
IVD	-0.437833333333333
C10orf122	-1.658
MSL3L1	1.0862
MVP	0.24525
EPOR	-1.1471
ZMYM1	0.557666666666667
BCL7C	0.725666666666667
PSTPIP2	0.609
LYPD1	-1.423
OR8G5	1.337
ZP3	0.00650000000000001
BCAS4	-0.554083333333333
EDG6	3.12925
ISY1	0.4525
PRAMEF2	-2.52675
CUL1	0.917875
RNF213	0.5201
CCRK	-0.0525
DHX9	-0.433125
C13orf29	-0.555
NCKAP1	0.165166666666667
MRPL43	0.4125
XPR1	-0.41425
PKN2	-0.00339999999999999
PODNL1	1.1855
ZNF333	0.10575
DALRD3	0.1355
OPN1SW	0.4135
BTBD6	0.773
C11orf82	-1.313
OR5P3	0.7465
DUSP11	0.7525
L1CAM	-0.1733
NEK11	2.10683333333333
OR7E91P	1.8615
CNTN3	1.68911111111111
CREB3L2	0.58575
ZBTB37	-0.4255
KIAA1324L	-1.99625
NDUFB10	-0.531666666666667
NUDT2	0.0105
GTPBP8	-0.34775
CACNA1D	0.53925
PRKAA2	0.198666666666667
PRDM8	0.059
MGC16075	2.09316666666667
KRT14	1.26214285714286
PP8961	0.3215
MRPL18	0.36475
ABCG2	-2.97725
PACRG	1.04425
BBS2	-0.04625
KREMEN2	0.26
FBXO21	-0.26525
HNRPUL1	0.331416666666667
GRB10	0.8735
CLSTN1	0.897
LMAN2	0.1817
C17orf61	-0.2055
NIPSNAP3A	1.51375
INSIG2	-0.980833333333333
PCDHB7	-0.289
STXBP2	1.4525
CMAH	2.25472727272727
SEMA5B	-1.06475
ZNF155	-0.223333333333333
COQ6	-0.048
PRPF4	-0.24225
TSPAN15	1.969
VN1R5	0.17075
LATS2	0.13925
SELK	0.54025
PGK2	0.274333333333333
MS4A1	1.524375
TYW3	-0.7477
KRTAP5-1	0.1755
RCCD1	-1.26316666666667
BTN1A1	0.6255
DDX28	-0.85925
TMEM65	1.3235
LOC92345	0.295
TTC31	-0.0355
WDR46	-0.6335
CHP2	0.742
LSP1	1.36225
ZNF542	0.0785
EXOSC1	-0.19575
ARHGAP18	0.264833333333333
LRRTM4	-1.121125
MAOB	-0.8335
CACNB4	-1.2915
MGC33846	-0.044875
RANBP3L	-0.382375
ATP5L	-0.141
ONECUT1	-3.56
NUDT9	-0.4655
TMEM149	0.957
STX17	1.7185
IGSF10	-5.4805
TMPRSS9	0.982
BMPR2	0.616
ALLC	-0.182
KLF7	0.827375
GCC1	0.819
TIMM9	-0.811
CDO1	-1.47383333333333
MGC10701	-1.23566666666667
IFI6	1.52733333333333
FRMD8	0.6645
MGAT2	-0.59425
WBP5	0.650333333333333
CNIH2	1.52975
KIAA0907	-0.8496
KCNH8	-0.626
CTSG	-3.1605
GRIK1	1.08066666666667
CUL5	0.1775
FRMD1	0.0305
OR9A4	null
SYT6	-2.406625
FOXD4L2	1.32625
ANAPC2	0.4285
OPN5	3.826
TAF13	1.744
LYG2	-0.55275
GGNBP1	0.6945
C11orf40	0.0915
OTX2	-1.292
REG4	-0.3234
EIF5	-0.75425
PALB2	-0.5615
SEPSECS	-0.2989
RNASE3	0.40625
TRIM49	-1.522
POLR2K	0.3975
GPR42	0.0735
C8B	-2.90325
SASS6	-0.857
PREB	0.0256666666666667
OR3A3	0.3965
TUBA8	1.13125
IGLV2-14	3.01625
STIL	-0.1315
ANKFN1	-1.21133333333333
NME7	-0.16025
HOXC12	2.7165
UBE2C	0.126
FHOD1	-0.510625
CDK2AP1	1.26583333333333
OR6K2	0.27125
DHPS	0.21525
RPL5	-0.68425
TRGV5	0.6035
LOC541472	0.262875
HCCS	0.0292
DENND1B	2.1875
LHX3	1.4585
OR5D16	1.1985
CXorf57	-2.5925
IRF2BP1	0.66475
NDST2	0.615333333333333
LCE3D	3.5775
BOLL	-0.0302857142857143
SYT3	-0.30525
PIH1D2	0.1495
C20orf7	-0.122333333333333
IL1R2	2.5095
SLAMF9	-0.2635
PPME1	0.912125
PIK3CA	0.794
TRAPPC1	0.885875
COLEC10	-0.77575
SLC9A6	-0.569666666666667
PDDC1	-0.528
CCDC53	-0.298
GK3P	-0.02325
DAZL	-0.37875
BRI3	0.8495
SDK1	0.133875
CYP2C18	-0.092
IFI44L	3.358625
RPL3L	-0.2285
FUT9	-0.0873333333333333
KIFC2	-0.4305
PMP2	-0.251857142857143
SLC4A9	-0.805
PLAG1	-2.14916666666667
MYCBP2	0.2965
OR4E2	-0.00900000000000001
CCDC65	0.33175
C16orf82	-1.2605
ENTPD4	1.092
BRP44L	0.671625
PMP22CD	-0.498
TMCO4	1.56483333333333
KCNN1	-1.02583333333333
WDR35	0.39525
CCDC80	1.736875
C3orf31	-1.2035
SLC7A9	-1.57175
TMEM190	-1.614
DBC1	-1.3596
FADS3	-0.6345
PDZD8	1.15
GRM5	0.6325
AZGP1	2.9596
PEX3	0.4265
MED1	-0.870285714285714
ATG4C	-0.3945
HNRPH3	-1.052
FAM109B	1.78925
C4orf17	-0.363
CA10	0.2975
OPRD1	0.29
CCL16	-2.03475
SACM1L	0.30025
CST6	4.563
CD63	0.0573125
LGI1	-2.244
ZNF784	0.2895
CRYBB1	-0.00849999999999999
CX3CL1	1.54915
TOP2A	-1.11975
GYPB	-3.25383333333333
GADD45GIP1	-0.65375
FEN1	-1.13775
IGF1R	-2.4941875
WDR72	-3.6034
PURG	-1.56116666666667
DEFB126	0.57075
PKD1L1	-0.549
CAV1	-2.2121
GNPDA2	0.4564
DGAT2	0.20275
NLGN1	-6.57525
STRBP	0.532875
HPRT1	-0.459333333333333
FANCI	-1.347
PSMA7	0.872125
DBF4B	-0.924833333333333
TTF1	-0.501
RAD54L	-1.20575
ELOF1	-0.032
PLAGL2	0.384625
ZNF256	0.338
HMGCL	-0.4695
MSI2	-0.2645
RPESP	1.8215
C11orf60	-0.30775
ABCD1	0.61
ACAA1	0.5468
SPARCL1	4.40914285714286
IL6ST	-0.5905
ZNF319	0.30725
TMEM109	0.6454
FAM90A1	-0.5365
IL22RA1	-0.847
ATP4B	0.353
TEC	0.205
C7orf30	-0.6585
TXNDC2	-0.234166666666667
ABCB4	-0.4415
KIAA1191	1.59975
C9orf38	-0.192
SFTPB	1.20875
CNTNAP2	1.94041666666667
FRK	3.325
TBX19	1.38
CHD4	-0.54925
C6orf26	-1.93216666666667
MOSC2	1.47575
IKBKE	1.11125
HIF1A	-0.4245
LOC595101	-1.014
RELA	0.325166666666667
TMEM16B	-1.43983333333333
ABHD12B	-3.17525
TSEN34	1.14275
KIF18A	-0.92125
TXNDC9	0.4475
SPATA2L	0.1465
SEMA4G	-1.287
C21orf91	0.947625
MATN1	0.065
KCNIP4	0.515
TUSC1	2.81075
OR4C15	-0.0545
ARMCX6	0.447333333333333
WBSCR27	-0.734166666666667
OR52I2	-1.0285
KIAA1604	-0.6305
DYNC1I1	-0.9725
PPP4C	0.61875
SLC47A2	-1.5115
TREH	-0.095625
CD48	3.2345
ST14	2.58183333333333
PKN1	-0.13
SPON2	1.61475
XBP1	0.752333333333333
SFRS12	-0.840833333333333
EFCAB6	1.821
SELT	0.03125
SLC39A2	1.4905
ERF	-1.314
ARL3	-0.059
SURF6	-0.3396
MLLT10	0.345047619047619
FLJ11171	0.192
TDGF1	-4.03633333333333
ERCC6	0.33625
EIF2AK4	0.606625
BAZ1A	0.897333333333333
LRRN3	-1.05233333333333
TMC3	0.5265
EFTUD1	-0.01175
PTPRO	1.70883333333333
CLEC12A	2.941625
ACBD4	0.0215
ZDHHC14	0.5905
OTUD7B	-0.214625
ACTB	0.9554375
MSRA	0.5755
LCE5A	0.751
IFI35	0.1345
BSCL2	1.1265
ANKRD12	-0.0445
CFHR2	0.90025
RGAG1	-0.217333333333333
HSFY1	1.533
SLC30A5	-0.585083333333333
IMPG1	0.547
GPR109A	0.5995
ZNF185	2.81775
IYD	3.59125
NPCDR1	0.1865
SERPINA13	0.721
HMGCLL1	-2.64775
NEUROG1	0.221833333333333
UBQLN1	0.7434375
LIN37	0.68025
SOCS2	-2.917625
DSCR4	-2.13425
XKR6	0.39675
GPR142	0.836
KRTAP13-3	1.4665
CCDC15	0.413666666666667
MOS	0.1825
CD1E	-0.8015
OFCC1	0.0655
FAM83D	0.42725
SRFBP1	-0.252
C9orf96	-0.3245
DHDH	1.358
CCDC90A	1.25
RABL3	1.29675
CD320	-1.984
ANGEL2	0.368916666666667
MRPL21	-0.1235
SMG6	0.0566666666666667
INSR	0.367375
FLJ14816	-1.0005
GLRB	0.693666666666667
C9orf89	-1.15575
CIZ1	0.50175
URG4	0.0336666666666667
LRDD	-1.176
CBY1	0.183333333333333
NFX1	0.587
MTERFD2	-0.972071428571429
C19orf23	1.5215
PGC	-2.90275
IER3IP1	-0.1483
RASAL2	1.15683333333333
C1orf89	0.633
SYNJ1	0.264
NFKBIE	1.3155
FLJ40125	-1.72933333333333
TCEB2	-0.2537
NOG	-1.9395
POLR2J2	-0.636333333333333
HLA-B	2.6855
PCDHA1	1.1185
PPP2R2B	0.42775
ARHGEF17	0.222166666666667
TCF7L2	0.589928571428571
CHD5	-0.0521666666666667
ZNF431	0.075375
TBC1D25	0.1205
ZNF800	0.6225
SCUBE2	-2.04745454545455
MYCBP	0.407166666666667
GPX5	0.1745
C6orf129	1.465
QSER1	0.331333333333333
ULK2	1.53975
PIGO	0.870833333333333
NRCAM	-2.86878571428571
SLC35E3	-0.679125
CSRP2	1.02625
HYPE	0.54225
MAPK15	0.33
MGC14327	-0.23275
TIMM13	-0.7245
ZNF462	0.21325
GBA3	0.52975
TEX13A	-1.3895
MCM6	-0.615888888888889
MTRF1	-0.809125
ABCA7	-0.957
EIF4A2	-0.60475
ZC3H10	0.3941
RPGR	-0.456166666666667
C20orf94	0.3525
RP1L1	0.72625
GPR125	-0.760125
USP22	0.029
OR1L4	0.26125
MLZE	5.23825
FLJ32065	-0.04775
PTCD1	-0.00775
CRTAC1	0.254666666666667
BXDC2	-1.75875
C18orf1	-0.00899999999999998
FAM107A	0.8555
EFNA3	1.4915
P18SRP	-0.2169
CAMKK2	0.687916666666667
KIAA0649	0.38225
NES	-1.63783333333333
HS6ST3	0.807375
PON2	0.4965
TCP11L2	-0.01925
CLEC4A	3.41175
PRR12	0.2365
MLXIPL	-2.0462
C2orf50	0.179
ZNF28	1.004
ENC1	0.397166666666667
MAP2K1	-0.418
FKSG2	0.3205
KIAA0430	0.133
PTP4A1	-0.9575
GPR156	0.296
GTF3C6	0.44875
UBR2	0.6599
LOC388272	-1.02975
MAK	-0.896
ACOT4	2.10025
STC2	-2.353
PIGW	-1.55975
SAE1	-0.461375
COL6A1	0.412681818181818
OAZ1	0.287666666666667
STMN4	0.0253333333333333
EDG3	-0.5425
SGCE	-1.13266666666667
IL11	-2.28216666666667
PRSS8	2.281625
YIPF5	0.305916666666667
WNT4	0.316
CSN2	0.114666666666667
TCF7	-2.04325
TDO2	4.04825
SAMD9	0.8938125
S100A7A	6.277
MMRN1	2.58833333333333
GKAP1	1.83625
AKR1C3	-1.317875
RNF19A	0.496625
GMDS	0.535
YKT6	0.338125
SPARC	1.688
C12orf31	-0.785
UBE2V2	0.294166666666667
FBXL18	0.273166666666667
KIAA0460	0.2385
ADAM22	-1.2725
SERPINC1	-4.08275
KCTD21	0.75675
MYOHD1	-0.70275
ZNF37A	0.590166666666667
GTF3C1	-0.1615
CTSZ	3.288
PRNPIP	1.522125
DRD1IP	0.3965
NR1I2	-2.78133333333333
ZNF266	-0.8792
SPAG4L	0.033
COX4NB	-0.71325
SAPS1	0.287666666666667
APOA1	-3.87475
TATDN1	-0.4095
C10orf82	-3.06875
KPNB1	-0.7565
FOXO3	0.646083333333333
CRYBB2	1.029
ZBTB5	0.508666666666667
SLC25A38	-0.92
DCTN2	-0.388333333333333
IFT20	0.58375
CTHRC1	2.57175
C1orf31	0.18775
UHRF1	-1.7333125
GPC6	-0.24325
C10orf54	2.18975
MCF2L2	0.100666666666667
WNT9B	-0.312625
OLA1	-1.0035
FAM120B	0.00375
TTLL10	1.4745
CYorf15A	-5.40725
RELN	-1.7525
SCN2B	-0.12
MFHAS1	0.22375
NKX3-2	-0.7785
RASGRF2	-0.0865
SSBP1	-0.047
KPNA6	0.113214285714286
LOC389118	0.3435
HS3ST4	-1.8154
SUPT7L	-0.31825
FLJ32658	-1.986
IGFBPL1	-0.3715
KIAA1641	-0.7126
SHKBP1	0.974166666666667
CSF1R	4.445
NAGK	1.5275
MYL2	0.80725
HIST1H4C	-1.07966666666667
TOMM7	-0.182
ADAMTSL3	2.1879
TNFSF14	0.2415
PRRT2	-3.7315
VTA1	0.471
AOAH	4.10483333333333
CRISPLD2	1.78785714285714
PNN	-1.5722
TA-NFKBH	0.51
ESPN	-0.15925
RBM43	-0.13
KIAA1267	-0.271875
DDX3X	0.282666666666667
KIAA1576	-4.39075
PLXDC1	4.0605
FLJ25801	-4.2215
HNRNPL	-0.7255
RUNDC3A	0.296333333333333
CASP12	0.3675
SH2D5	-0.49275
RPL26L1	-0.036
OR51A7	0.47075
HDC	2.6915
C2orf16	0.1035
SYTL3	3.48775
GOLGA4	-0.180625
NOTCH1	-0.0168333333333333
ATPAF2	-0.17825
ECD	-0.287
SSX5	-2.35183333333333
SNAP91	-0.137666666666667
OCA2	-5.6115
PNPO	-0.173666666666667
DAPK1	1.211
PINX1	-0.264166666666667
SELENBP1	0.71125
NEK3	-1.0015
TMED4	0.390071428571429
SSTR4	-0.1095
FOSL1	-1.7939
CD40LG	1.7305
CES1	-3.19733333333333
DCI	-0.443
B3GAT3	0.371
STK17B	1.23175
CNTN6	-0.023
CYP3A4	-1.26983333333333
MBOAT2	1.41985714285714
PISD	-0.7375
USP1	-0.057
PYDC1	0.6745
CENPM	-1.1995
SAR1B	0.167
TTC7B	-0.558125
DP58	0.3905
GPC1	0.02075
RBL1	0.32975
TMEM137	-2.58133333333333
TOB1	-0.157666666666667
TCEAL1	-1.0335
CENPF	-0.213818181818182
C6	1.0738
PRSS1	-3.964
PPIL6	1.66483333333333
C6orf124	0.462
ODZ4	1.27183333333333
SNCB	-0.141
NDUFB9	0.04225
CNOT6L	0.501166666666667
S100A9	5.3055
TRIM50	0.518
KCTD1	2.2739
WDR63	0.781
SPEF2	0.990125
RNGTT	0.6925
CXorf22	0.9785
KCNK16	-0.307
CEP250	-0.51
