Hybridization REF	TCGA-AO-A12G-01A-11R-A10J-07
MAP3K5	1.14225
ALKBH1	0.472333333333333
PDLIM7	-0.44275
ARL14	-1.18
SNIP1	-0.184166666666667
TIMP3	3.905
RGS3	0.672
SPAG16	-0.3827
ABHD4	-0.25375
ARHGEF12	0.268083333333333
GLUD2	-0.0155
RAC2	-0.8014
UAP1L1	-0.6115
SLC18A3	0.0015
YOD1	-2.12008333333333
RALY	-0.45475
HMOX2	0.735125
DGKH	0.405
DBNDD2	0.966166666666667
YIPF4	0.175875
THAP10	0.06375
ZNF513	0.466
HAGHL	0.0478333333333333
ITGB4	-0.325333333333333
CCDC141	-0.6355
YTHDF3	1.83975
C5orf28	0.2915
RPL7L1	-0.651125
TMEM30B	1.82285714285714
ANKRD35	2.152
DUOXA2	-0.36575
TBC1D5	-0.540625
DFNB59	-0.8175
HRH4	0.70625
MYO6	1.8787
DNAJA4	3.229125
RBM24	1.639375
CEACAM20	-0.99225
RBM23	-0.680714285714286
NGFB	0.554
C1orf63	-1.5727
KRTAP7-1	0.0315
PERLD1	1.98725
NPB	-0.106
C17orf59	0.7128
HSPBAP1	-0.453
SLC15A4	-0.12625
PRTFDC1	-0.76375
OSMR	-1.34457142857143
CYSLTR2	0.275
C19orf25	-0.0791
KIAA1797	0.122
NLRP6	0.4365
FAM105B	0.0328
SCRN2	0.194166666666667
LRRC58	-0.1354
RNF17	0.11125
NEIL3	-3.6815
FAM137A	0.2475
SKP2	-2.67
PARVA	1.07433333333333
PKLR	-1.243
RNF34	0.083875
A3GALT2	0.37
C12orf50	-0.0912
SUNC1	-1.0205
FAM102B	-0.259666666666667
CCT2	-0.9235
LRRC37A2	-0.842
ARF4	0.1995
SIKE	0.16375
C8orf48	0.825
MBTPS1	0.646357142857143
GPSN2	-1.0105
NCF2	3.00675
SLC12A6	0.066
MRPL48	-0.11775
HMGN3	0.0556666666666667
LRRC62	0.4445
PAX9	1.245375
FAM55A	-0.0235
C20orf42	-2.54883333333333
SCML2	-1.079
BCL9	0.439
FAM40A	-0.6995
C9orf41	0.302166666666667
ZNF774	0.018
LETM1	-1.0405
PLXNB1	-0.859666666666667
NIPSNAP1	-0.08125
USP10	-0.9025
F9	0.300666666666667
LIPE	0.23275
CNGB3	-0.1155
C12orf52	0.17725
PI4K2A	-0.1165
MED8	0.369375
STAT4	0.4009
FGD4	-0.0678333333333333
RNF145	-2.59033333333333
WDR32	1.6928
CLDN2	0.000166666666666667
TCEAL8	0.74625
ZMYND8	-0.8651
PDXK	-0.6990625
GATAD2A	-0.205
PTGES3	-0.752
CCM2	0.4905
TAP1	0.131125
ZNF670	-0.1165
ETS2	-0.225428571428571
C6orf166	-0.216166666666667
PRMT2	0.0879285714285715
OR4B1	0.459
INTS8	-0.519
CCDC102A	0.4105
CCDC83	-1.0475
ITGA1	0.142
EPHA5	-0.9355
FAM24B	-1.46
TSGA10	1.22575
HAL	-1.584
MYOT	0.16225
SPACA3	0.21275
BCL2L2	0.1415
CUGBP2	0.008
CCNB3	-0.01825
RNF113B	0.065
MERTK	0.72425
BAG1	0.67425
VPS36	1.02225
ORMDL3	0.9415
C1orf190	0.1285
ZNF625	-1.04275
CORO2B	-1.44525
ALOX15	-0.046
CST1	2.7485
NUPR1	2.856
CCL7	0.296
SMCR5	-2.929
DSC2	1.8
RBMS2	0.13525
GRIK4	2.2705
TRIM65	0.0415
TMPRSS6	2.08928571428571
TP53INP2	0.15975
GLB1L	0.828333333333333
LOC388284	0.148
PUS1	-0.969642857142857
BCL9L	-0.8115
OLFM1	0.453666666666667
RET	1.558125
MASTL	-2.55783333333333
ALX3	0.1215
IL1RL1	-0.122833333333333
ZNF765	-0.0694
C14orf138	-0.50325
SNX10	-0.410833333333333
TAC4	0.4585
C1orf64	4.77575
POGK	-0.1285
MAPK9	0.20925
ZNF366	2.401
C8orf79	0.3434
CLDN7	2.062
OR5AT1	0.568
TRIM37	-1.88325
LRRC25	1.9115
GRHL2	3.4427
TEKT3	0.56525
LASS5	-0.525
ABCC4	-1.59908333333333
DLG3	0.88925
VGLL1	0.030125
ZFP36L2	2.37983333333333
MFRP	0.291333333333333
KIAA1799	-0.391
FLJ44379	1.198
PCNX	-0.31
ANXA9	2.555
CYP4V2	-0.4075
PIK3C2A	-0.85175
SRR	0.0165
NOL3	-0.284
IFITM2	0.3775
ARNTL2	-2.15525
ZNF595	-0.1155
NLRP13	-0.0585
ASPH	0.04125
CPA2	0.227
PVRIG	-1.17366666666667
LEPR	-0.673
C16orf42	0.5065
SH3BGRL	3.5015
FAM77D	-0.2612
FNDC7	0.204
C9orf6	0.882
NOTCH2NL	0.0733333333333333
PGBD1	0.254333333333333
SYNGR2	-0.0616666666666667
PITPNA	-0.215625
PRPF4B	-0.7081
SLC43A3	-1.495
NRBP1	-0.613
SLC25A22	0.02325
ILK	-1.135125
SLC22A8	0.341333333333333
MRPS7	0.047875
PITX2	-1.35725
FABP3	2.6415
OR1L1	0.1465
LOC728215	-0.020125
BLID	-1.843
KIAA1217	2.81776470588235
TFPT	1.45975
AP4B1	-0.55725
VBP1	-1.411
OR1K1	0.493
MORC3	-0.25075
BHMT2	-0.0371666666666667
C3orf10	1.072625
FZD7	1.20366666666667
WFDC10A	-0.0205
PMS2CL	-1.08875
CCDC32	0.444666666666667
FA2H	-1.66125
ALG13	1.011
TTLL7	-0.2518
SPOCK3	0.59775
SLC13A2	1.1685
AIM1	1.912
GPRC6A	0.0845
EGR2	3.108
MED11	0.12775
WWC1	2.10375
SH3GL3	-3.4615
RIF1	-0.927214285714286
PRLH	-0.1895
VLDLR	-1.4465
DBT	0.3920625
C21orf63	0.843
CGGBP1	-1.387
KRTAP12-2	0.117
TADA3L	-0.72625
ZBTB16	4.42975
PDGFB	1.592875
RFX1	0.475375
UQCRB	-0.1154
LOC133874	0.8255
HPS3	-2.48875
LGALS3BP	-0.0359
DKFZP564O0823	3.01428571428571
MRFAP1L1	0.863625
HOXA10	-0.930833333333333
NGB	-0.0605
KIF21A	-0.166846153846154
IFLTD1	0.5795
LZTS1	-0.14225
ARHGEF3	3.19075
RHBDL3	-0.6935
CSNK1G2	-0.265583333333333
ChGn	-0.675375
KIAA1244	1.392
GABRB2	0.132
MGC72080	-0.412
CD27	3.67875
EGLN1	-0.6238
PEX13	1.07125
RWDD3	0.06425
RNF12	0.0998333333333333
GRIN2B	-0.6345
ADAMTS14	-0.5885
DYDC2	0.054
ATP6AP1	0.8615
NR1H2	0.301333333333333
PDK2	0.13
C3orf17	-0.241333333333333
SLC38A2	-0.0499285714285714
SLC25A29	-0.442666666666667
C15orf29	-0.352875
ADAM9	-0.783916666666666
TMUB2	-0.009125
GPR176	-0.31175
AGK	-0.490375
MCCD1	3.98775
NDUFA4	1.15825
TMEM146	0.122
DUSP1	1.517875
UNQ6975	0.089
EMX2OS	1.945
INSM2	-0.231
LUZP4	0.0835
SETD6	-1.82175
P2RY2	3.4855
SLC45A2	-1.181
RABGAP1	0.3585
UBXD5	-0.348125
GPRC5A	1.1271
PAK3	0.145
LOC63920	-0.45825
TGFBR1	1.6589
KRTAP6-3	0.137
SFMBT2	0.45
CDC42	0.38425
C11orf35	0.037
TTLL2	-0.27125
UACA	0.378333333333333
CD97	-1.6618
SETD5	-0.733125
NINJ2	-0.60075
PTER	1.09383333333333
POMGNT1	0.44075
KRTAP4-2	0.0105
ECGF1	2.464375
HRB	-0.392272727272727
ATP1B2	0.1696
LOC400506	0.12525
COL4A3BP	0.77175
C6orf97	0.07575
GRHPR	0.89975
TAS2R1	-0.1505
SEMA7A	-0.863
EDF1	0.09375
ODF2L	-0.2709
PCID2	-0.492666666666667
GTF2H4	-0.851333333333333
ZCCHC3	-0.83925
CGB2	-0.331166666666667
NEUROD1	-0.4815
C20orf75	-0.5215
RP5-1054A22.3	1.76733333333333
IFNA5	0.7435
ZNF134	0.767583333333333
MGC119295	-1.0653
ZSWIM6	-0.191875
SMEK1	-0.00266666666666669
PCGF2	-0.069375
C1orf102	2.48675
CYP2A13	0.7625
KCNH6	-0.954
MDM1	0.369
ALDH7A1	0.9795
C9orf75	-0.0985
VDAC3	-0.177625
OR51T1	0.255
EIF3F	-0.906166666666667
KCNJ10	-0.4525
LENG8	0.248
EDEM2	0.4515
CCNJL	-0.769166666666667
DHX37	0.101
CRYGN	0.5445
AATF	-0.662375
ZNF630	0.909625
E2F5	0.162
WFDC13	-0.1525
FTSJ3	-0.998666666666667
C4orf33	-0.583
LHFPL4	-2.29725
C19orf56	0.0274166666666667
SMAD4	0.080125
AFM	-0.373666666666667
G0S2	-1.97525
FCHSD2	0.3934
RRP1B	-1.3515
EEF1B2	0.277166666666667
STAT6	-0.602166666666667
ZNF195	-1.195
GNL1	-0.671166666666667
ZNRF2	3.32066666666667
PER3	-0.046875
ASB16	0.4155
C10orf10	2.3065
ADCY8	-2.3985
C9orf58	-0.342166666666667
ARMC10	-0.0313333333333333
PSG1	-0.206
DHX34	0.10575
VARS2	-0.381625
NFIC	0.1985
ITPR2	0.84575
AGXT2	0.0448333333333333
OR6K3	0.1885
H2AFZ	-0.7695
MLLT3	0.881416666666667
COX4I2	1.7435
CCNT2	0.343625
PLK4	-2.7555
NUMBL	-0.152166666666667
MED16	-0.25875
PLEKHQ1	1.28125
GOSR1	0.588444444444444
BTG4	0.15375
RPL30	0.977833333333333
IGSF5	0.12825
IGFL2	0.395666666666667
ELMOD2	0.574333333333333
SHC3	-0.346
HAVCR1	0.403
DYNC2H1	-0.7365
RNF5	-0.6575
C2orf7	0.85525
NLF1	0.25
KLHL25	0.76575
LRP10	0.7331
KRI1	-0.15825
PUS7L	-0.215833333333333
MGMT	1.383
HOXD1	-0.133333333333333
CSH1	0.641
ATG16L2	-1.35625
FLJ44635	0.934
CHODL	-0.28975
EXOSC8	-1.70125
SLC28A1	-0.0835
MYO7B	-0.318333333333333
SEH1L	-0.0985
MTNR1A	0.18
TSPAN5	1.21016666666667
CDC45L	-2.95283333333333
AMIGO1	0.151
ATAD3A	-0.72575
OSGIN2	0.7005
PDIK1L	0.836833333333333
DARC	2.590875
PIPSL	0.417
SHMT1	-0.59325
CRISP3	0.2015
POPDC2	2.2005
ZRANB2	-1.0295
FBXL8	-0.61925
TRIP13	-1.81181818181818
EIF5AL1	-1.5605
POU5F1P3	-5.11433333333333
IL6	-1.94833333333333
CXorf38	-0.528166666666667
IFNA16	-0.0805
FBXL2	1.50966666666667
BRD1	1.151
STATH	-0.19425
FBXO44	0.511666666666667
MCCC2	-0.03725
CDC2	-1.9176
C5orf23	1.1795
IVD	0.454166666666667
C10orf122	-0.62675
MSL3L1	-0.0209
MVP	0.726
EPOR	-0.9853
ZMYM1	-0.829833333333333
BCL7C	0.912
PSTPIP2	0.2946
LYPD1	-0.831375
OR8G5	0.5205
ZP3	0.313333333333333
BCAS4	0.6435
EDG6	2.40375
ISY1	-0.07375
PRAMEF2	-0.432
CUL1	-0.906125
RNF213	-0.6053
CCRK	1.48
DHX9	-0.219
C13orf29	1.16475
NCKAP1	0.565
MRPL43	0.299214285714286
XPR1	0.1045
PKN2	-0.4928
PODNL1	0.8015
ZNF333	0.53475
DALRD3	0.671
OPN1SW	0.788
BTBD6	0.1285
C11orf82	-3.1605
OR5P3	0.1325
DUSP11	0.0475
L1CAM	-1.1027
NEK11	1.9665
OR7E91P	1.8635
CNTN3	0.5416
CREB3L2	-0.411
ZBTB37	0.062
KIAA1324L	-0.482
NDUFB10	0.094
NUDT2	0.458
GTPBP8	-0.5315
CACNA1D	0.4085
PRKAA2	-1.3045
PRDM8	0.3695
MGC16075	-0.648
KRT14	0.121142857142857
PP8961	0.329625
MRPL18	0.57625
ABCG2	-1.6825
PACRG	1.132
BBS2	-0.1895
KREMEN2	-4.024
FBXO21	0.99875
HNRPUL1	0.10675
GRB10	1.926
CLSTN1	0.896375
LMAN2	0.3692
C17orf61	-0.33575
NIPSNAP3A	0.8915
INSIG2	0.0121666666666667
PCDHB7	0.680333333333333
STXBP2	-0.647625
CMAH	0.04575
SEMA5B	0.29425
ZNF155	0.3585
COQ6	0.356
PRPF4	0.5485
TSPAN15	1.1626
VN1R5	0.069
LATS2	0.534
SELK	0.109
PGK2	0.203333333333333
MS4A1	-0.489
TYW3	-0.139
KRTAP5-1	-0.02125
RCCD1	-2.7485
BTN1A1	0.4985
DDX28	-0.12625
TMEM65	-0.064875
LOC92345	-0.229
TTC31	-0.6175
WDR46	-0.5905
CHP2	-1.142
LSP1	0.208375
ZNF542	0.5405
EXOSC1	-0.66825
ARHGAP18	-0.201
LRRTM4	-0.481
MAOB	5.51183333333333
CACNB4	-0.75525
MGC33846	0.01025
RANBP3L	3.496375
ATP5L	-0.318
ONECUT1	-2.558
NUDT9	0.555
TMEM149	-0.1865
STX17	0.746
IGSF10	-3.52175
TMPRSS9	-0.0425
BMPR2	0.283083333333333
ALLC	0.26075
KLF7	-0.074125
GCC1	0.4997
TIMM9	-1.1155
CDO1	4.45083333333333
MGC10701	-0.960333333333333
IFI6	0.729
FRMD8	1.40975
MGAT2	-0.17475
WBP5	0.743
CNIH2	-0.02025
KIAA0907	-1.988
KCNH8	-0.2515
CTSG	-0.49625
GRIK1	-0.227166666666667
CUL5	0.496
FRMD1	0.5825
OR9A4	0.468
SYT6	-0.55275
FOXD4L2	0.14075
ANAPC2	-1.395
OPN5	-0.3075
TAF13	0.17025
LYG2	-0.18
GGNBP1	-0.004
C11orf40	0.459
OTX2	-0.372
REG4	-0.0896666666666667
EIF5	-0.4388125
PALB2	-0.8405
SEPSECS	0.0799
RNASE3	0.02425
TRIM49	-1.509
POLR2K	0.9811
GPR42	0.1965
C8B	-2.016
SASS6	0.67375
PREB	-0.598666666666667
OR3A3	0.484
TUBA8	0.511
IGLV2-14	-1.2575
STIL	-2.66375
ANKFN1	-0.889333333333333
NME7	0.191
HOXC12	-0.9155
UBE2C	-1.4475
FHOD1	-0.949875
CDK2AP1	0.338166666666667
OR6K2	0.547
DHPS	-0.57625
RPL5	-0.0249166666666667
TRGV5	0.3485
LOC541472	0.282625
HCCS	-0.1926
DENND1B	1.88
LHX3	0.2355
OR5D16	0.871
CXorf57	-2.26766666666667
IRF2BP1	0.99375
NDST2	0.1935
LCE3D	0.1365
BOLL	0.4895
SYT3	-1.0295
PIH1D2	-0.3035
C20orf7	-1.379
IL1R2	-0.148833333333333
SLAMF9	1.6715
PPME1	-0.14775
PIK3CA	0.322
TRAPPC1	-0.82475
COLEC10	-0.12325
SLC9A6	-0.957833333333333
PDDC1	-0.635916666666667
CCDC53	-0.355
GK3P	-0.4
DAZL	-0.6155
BRI3	0.005
SDK1	-0.80825
CYP2C18	0.01
IFI44L	1.874125
RPL3L	0.9525
FUT9	-1.0825
KIFC2	-0.496833333333333
PMP2	0.02425
SLC4A9	0.407
PLAG1	-1.05833333333333
MYCBP2	-0.4385
OR4E2	0.1075
CCDC65	1.07675
C16orf82	0.16625
ENTPD4	-0.94275
BRP44L	0.838625
PMP22CD	0.0185
TMCO4	1.63716666666667
KCNN1	-0.631
WDR35	0.693
CCDC80	2.253375
C3orf31	-1.514
SLC7A9	-1.1475
TMEM190	-0.91
DBC1	-0.928
FADS3	-0.909
PDZD8	0.167333333333333
GRM5	0.14925
AZGP1	4.5434
PEX3	0.591
MED1	-0.159071428571429
ATG4C	-0.895666666666667
HNRPH3	-1.8885
FAM109B	2.545
C4orf17	0.232
CA10	0.12875
OPRD1	0.4675
CCL16	-1.28925
SACM1L	-2.077
CST6	5.70475
CD63	1.2770625
LGI1	-1.07575
ZNF784	-0.13325
CRYBB1	-1.026
CX3CL1	0.85175
TOP2A	-2.54925
GYPB	-2.99316666666667
GADD45GIP1	-0.583
FEN1	-1.61325
IGF1R	0.7775
WDR72	-2.30333333333333
PURG	-0.8125
DEFB126	0.065
PKD1L1	0.121
CAV1	-1.5804
GNPDA2	0.7923
DGAT2	0.24175
NLGN1	-3.2405
STRBP	0.095125
HPRT1	-0.671
FANCI	-2.5055
PSMA7	0.147625
DBF4B	-0.9505
TTF1	-1.40875
RAD54L	-3.01875
ELOF1	-1.09175
PLAGL2	-0.77625
ZNF256	0.527
HMGCL	0.0715
MSI2	-0.0943333333333333
RPESP	-0.0906666666666667
C11orf60	0.2255
ABCD1	-0.442
ACAA1	-0.0826
SPARCL1	5.51228571428571
IL6ST	1.5107
ZNF319	0.41675
TMEM109	0.3083
FAM90A1	1.05216666666667
IL22RA1	-1.004
ATP4B	-0.2005
TEC	-1.01333333333333
C7orf30	-0.09325
TXNDC2	-0.498
ABCB4	-0.272
KIAA1191	0.499375
C9orf38	0.2695
SFTPB	0.00499999999999999
CNTNAP2	-0.0681666666666667
FRK	1.311
TBX19	-0.33175
CHD4	-0.58475
C6orf26	-3.51783333333333
MOSC2	2.37525
IKBKE	-0.71475
HIF1A	-1.56166666666667
LOC595101	-0.607
RELA	0.0988333333333333
TMEM16B	1.10383333333333
ABHD12B	-1.12475
TSEN34	1.9405
KIF18A	-3.24675
TXNDC9	0.395666666666667
SPATA2L	-0.033
SEMA4G	-0.959
C21orf91	-0.9565
MATN1	0.226
KCNIP4	0.0441666666666667
TUSC1	2.225375
OR4C15	0.25225
ARMCX6	0.885333333333333
WBSCR27	-1.71033333333333
OR52I2	-0.41
KIAA1604	0.1425
DYNC1I1	-0.39475
PPP4C	-0.13125
SLC47A2	-1.47783333333333
TREH	-0.0505
CD48	1.352
ST14	1.10516666666667
PKN1	-0.643
SPON2	2.94225
XBP1	3.65491666666667
SFRS12	-0.1015
EFCAB6	1.63825
SELT	0.48225
SLC39A2	1.3385
ERF	0.221833333333333
ARL3	0.703125
SURF6	-0.9933
MLLT10	-0.649523809523809
FLJ11171	0.6145
TDGF1	-3.84216666666667
ERCC6	-0.19675
EIF2AK4	0.41575
BAZ1A	-0.418666666666667
LRRN3	-0.51
TMC3	-0.1335
EFTUD1	0.251
PTPRO	1.12066666666667
CLEC12A	-0.2525
ACBD4	-0.16175
ZDHHC14	-0.598375
OTUD7B	1.05175
ACTB	0.434125
MSRA	0.419
LCE5A	-0.946
IFI35	-0.2425
BSCL2	-0.0203333333333333
ANKRD12	-0.30525
CFHR2	0.405
RGAG1	0.535333333333333
HSFY1	-0.3985
SLC30A5	0.6275
IMPG1	0.262
GPR109A	0.594
ZNF185	-0.041
IYD	0.5975
NPCDR1	0.3395
SERPINA13	-0.1695
HMGCLL1	-0.11925
NEUROG1	0.407166666666667
UBQLN1	-0.1061875
LIN37	0.765
SOCS2	1.62375
DSCR4	-1.331625
XKR6	-1.638
GPR142	0.6295
KRTAP13-3	0.282
CCDC15	-1.051
MOS	1.2825
CD1E	-0.516
OFCC1	0.1482
FAM83D	-2.75275
SRFBP1	0.44575
C9orf96	0.41
DHDH	0.4215
CCDC90A	-0.8605
RABL3	0.749
CD320	-0.649166666666667
ANGEL2	0.774916666666667
MRPL21	0.4095
SMG6	0.126
INSR	1.7651875
FLJ14816	-0.269
GLRB	0.0951666666666667
C9orf89	0.80275
CIZ1	-0.876625
URG4	0.634
LRDD	-2.24566666666667
CBY1	2.27766666666667
NFX1	-0.556625
MTERFD2	-0.0899285714285714
C19orf23	0.568
PGC	1.0525
IER3IP1	0.8662
RASAL2	0.969916666666667
C1orf89	-0.25475
SYNJ1	-0.973375
NFKBIE	0.48675
FLJ40125	-1.21533333333333
TCEB2	0.4057
NOG	-1.4355
POLR2J2	-0.147833333333333
HLA-B	1.58825
PCDHA1	0.3955
PPP2R2B	-0.77075
ARHGEF17	1.17533333333333
TCF7L2	0.297142857142857
CHD5	-0.5055
ZNF431	-0.971125
TBC1D25	0.26625
ZNF800	-0.3145
SCUBE2	2.443
MYCBP	1.24966666666667
GPX5	0.443
C6orf129	0.389333333333333
QSER1	-0.7935
ULK2	0.705
PIGO	0.7665
NRCAM	-2.0795
SLC35E3	0.748875
CSRP2	-1.09825
HYPE	0.12175
MAPK15	0.1635
MGC14327	-0.17525
TIMM13	-0.202666666666667
ZNF462	-0.78
GBA3	0.0555
TEX13A	0.15
MCM6	-1.31611111111111
MTRF1	-1.072375
ABCA7	-1.28625
EIF4A2	-2.0845
ZC3H10	0.9417
RPGR	-0.000666666666666667
C20orf94	-0.05875
RP1L1	0.1415
GPR125	-0.153125
USP22	-0.281714285714286
OR1L4	0.0505
MLZE	2.1985
FLJ32065	-0.074
PTCD1	0.0065
CRTAC1	2.03066666666667
BXDC2	-0.90125
C18orf1	2.161
FAM107A	1.53707142857143
EFNA3	0.278
P18SRP	-0.3275
CAMKK2	0.919
KIAA0649	-1.85125
NES	-1
HS6ST3	-0.184
PON2	-0.5225
TCP11L2	-0.567
CLEC4A	1.6855
PRR12	0.3425
MLXIPL	-1.9959
C2orf50	0.2405
ZNF28	1.309
ENC1	0.150666666666667
MAP2K1	-0.04475
FKSG2	1.40975
KIAA0430	0.55775
PTP4A1	-0.827666666666667
GPR156	-0.13
GTF3C6	1.80425
UBR2	-0.1063
LOC388272	-1.03125
MAK	0.951833333333333
ACOT4	1.66375
STC2	1.27333333333333
PIGW	0.103125
SAE1	-0.516125
COL6A1	0.404045454545455
OAZ1	0.0345
STMN4	0.353666666666667
EDG3	0.937333333333333
SGCE	-0.0926666666666667
IL11	-2.00616666666667
PRSS8	2.447625
YIPF5	0.802166666666666
WNT4	4.170125
CSN2	-0.0643333333333333
TCF7	-2.949125
TDO2	1.646
SAMD9	0.807125
S100A7A	-0.487
MMRN1	1.55316666666667
GKAP1	0.3105
AKR1C3	-2.053375
RNF19A	0.877375
GMDS	-0.273
YKT6	0.832625
SPARC	1.9858
C12orf31	-0.19
UBE2V2	-0.319333333333333
FBXL18	-1.05866666666667
KIAA0460	0.89175
ADAM22	-0.33775
SERPINC1	-4.76775
KCTD21	1.99075
MYOHD1	-1.605
ZNF37A	-0.151833333333333
GTF3C1	-0.0815
CTSZ	2.36175
PRNPIP	-1.051625
DRD1IP	0.30225
NR1I2	-1.59
ZNF266	-0.7208
SPAG4L	0.254
COX4NB	-0.407
SAPS1	1.22766666666667
APOA1	-3.648875
TATDN1	-0.4635
C10orf82	-1.3125
KPNB1	-1.09175
FOXO3	2.324
CRYBB2	0.233
ZBTB5	-0.133833333333333
SLC25A38	-0.5515
DCTN2	0.00633333333333333
IFT20	0.7645
CTHRC1	2.9325
C1orf31	0.00437500000000001
UHRF1	-1.520375
GPC6	-1.01175
C10orf54	1.40125
MCF2L2	0.04
WNT9B	0.150125
OLA1	-0.682375
FAM120B	1.08125
TTLL10	-0.054
CYorf15A	-3.9085
RELN	-1.4526
SCN2B	0.738416666666667
MFHAS1	-0.14825
NKX3-2	-0.985166666666667
RASGRF2	-0.4905
SSBP1	-0.826833333333333
KPNA6	0.308857142857143
LOC389118	0.0185
HS3ST4	-0.9497
SUPT7L	-0.88875
FLJ32658	0.48025
IGFBPL1	-0.605
KIAA1641	-2.4806
SHKBP1	-0.637
CSF1R	5.455
NAGK	1.368
MYL2	0.50125
HIST1H4C	-1.4305
TOMM7	0.3925
ADAMTSL3	1.8124
TNFSF14	-1.377
PRRT2	-2.647
VTA1	0.515875
AOAH	2.73383333333333
CRISPLD2	1.68307142857143
PNN	-1.1071
TA-NFKBH	-0.28075
ESPN	-0.1025
RBM43	-0.243
KIAA1267	0.55725
DDX3X	0.506777777777778
KIAA1576	-2.83275
PLXDC1	4.2645
FLJ25801	-4.18125
HNRNPL	0.115
RUNDC3A	0.158833333333333
CASP12	0.9275
SH2D5	-1.335
RPL26L1	-0.291
OR51A7	0.09425
HDC	2.345
C2orf16	0.125
SYTL3	2.077625
GOLGA4	-0.7369375
NOTCH1	-1.13366666666667
ATPAF2	1.40975
ECD	0.05875
SSX5	-1.1775
SNAP91	-0.2805
OCA2	-3.30975
PNPO	0.617833333333333
DAPK1	-0.405
PINX1	-0.832333333333333
SELENBP1	1.811125
NEK3	-0.61225
TMED4	0.694214285714286
SSTR4	-0.029
FOSL1	-2.5215
CD40LG	0.2045
CES1	-0.388916666666667
DCI	-0.1335
B3GAT3	-0.191
STK17B	-0.55975
CNTN6	0.0965
CYP3A4	-1.18683333333333
MBOAT2	1.12314285714286
PISD	1.908625
USP1	-1.09525
PYDC1	2.341
CENPM	-0.872625
SAR1B	1.22625
TTC7B	-0.437875
DP58	0.4195
GPC1	1.02075
RBL1	-1.813
TMEM137	-3.22283333333333
TOB1	2.11466666666667
TCEAL1	2.61916666666667
CENPF	-1.79627272727273
C6	0.168666666666667
PRSS1	-3.5015
PPIL6	2.8915
C6orf124	0.1745
ODZ4	0.505166666666667
SNCB	0.1075
NDUFB9	0.859
CNOT6L	-0.196166666666667
S100A9	-0.950166666666667
TRIM50	0.1655
KCTD1	2.3674
WDR63	0.09
SPEF2	1.753625
RNGTT	-0.415166666666667
CXorf22	-0.157
KCNK16	0.46425
CEP250	-1.7025
ATPBD1B	-0.03075
KCNJ2	4.0225
MT1B	-1.3835
ZNF684	0.1275
SLC4A1	0.131
PDHA1	-0.30975
ZNF492	-0.85975
TKT	-2.40275
BYSL	-0.181875
RNF38	0.134125
AHDC1	0.2945
KLHL2	0.145875
CMTM8	0.927
DMP1	-0.2325
HERPUD2	1.0335
CRTAM	1.68316666666667
ZNF572	0.45925
TMEM16J	-1.5995
HSD17B2	-2.13925
UBE2G1	-0.497125
AHSA2	-3.52175
PELI2	-0.075
TPX2	-2.427125
ATP9B	0.836166666666667
DAZAP1	-0.32875
HMGCS2	0.595333333333333
C17orf38	0.1735
B9D1	-0.0395
NKX2-5	-1.041
KIAA1276	0.469
LILRB2	3.723
CSTF1	-0.383333333333333
BTN2A1	-0.966333333333333
C15orf48	4.402
IGF2BP3	-4.2155
FAM113B	-0.285833333333333
HRG	-0.029
ZNF131	-0.81675
USP47	-0.4865
CCDC88B	-0.966875
HCN1	-0.3803
HTN1	-0.493166666666667
SYCP3	-0.22275
C13orf23	-0.6323
PAPOLA	0.5586875
AATK	0.0454
MSH3	-0.401833333333333
NDUFAB1	-0.37975
ITLN2	-0.796666666666667
BAK1	-0.0721666666666666
MRPL45	-0.594
MTNR1B	0.139666666666667
LOC645843	-0.1215
SPECC1L	1.2365
PGCP	1.07175
SPN	-0.370125
GPR143	2.40466666666667
ZNF576	0.237833333333333
TMEM39A	-0.4551
ATP5D	-0.516
MAGEB3	null
RPS5	1.14816666666667
ANP32E	-0.663142857142857
MTMR1	-0.4755
YEATS4	-0.56025
SYNGAP1	-0.359
PCOLCE	-0.8865
MNS1	0.608
PCYT2	-0.682833333333333
ZNF182	-0.068
LAX1	0.041625
SPPL2B	-0.2864
ELOVL5	1.8687
PCDHAC1	-0.194
B4GALNT1	-1.31816666666667
BLOC1S2	0.352375
ZNF673	-0.1258
ARHGAP21	-0.762
IRX5	3.03125
LRFN5	0.321
FAM7A1	-0.99875
RAB19	0.32
GINS1	-1.98275
ITM2B	1.316
PAPSS2	0.809666666666667
OR5BF1	0.5395
ACSL3	0.787375
KIAA1919	0.424
GLT8D2	2.266
UTRN	0.968214285714286
CNN1	1.695
HISPPD2A	-0.652833333333333
SDAD1	0.130625
SIGLEC9	0.896
RPL35	1.01285714285714
C22orf26	0.5995
IMPDH2	-1.524875
WDR69	-0.432
SEC14L5	0.0113333333333333
CLTA	0.182
RP11-529I10.4	0.01525
GPR37L1	0.6885
OGDH	0.177916666666667
ASB13	0.94
ZFP14	-0.03725
ZCRB1	-0.221666666666667
KPNA3	-0.2435
HSPA1L	0.90525
RHOC	1.171375
LOC554175	-0.33375
PPP3CA	2.0048
SLC1A7	-0.4687
ZNF529	0.0701666666666667
RBED1	1.385
DDB2	-1.9855
FLJ11286	-0.200666666666667
SPATA1	0.6275
MKNK1	0.088
DYSF	1.15866666666667
ALKBH2	0.538
NKD1	-3.0525
C1orf174	0.60925
PLEKHO1	0.167833333333333
ASB10	0.26825
