Hybridization REF	TCGA-AN-A0AK-01A-21R-A00Z-07
LUC7L2	0.1795
SPTBN1	0.4846
LOC146167	0.4685
BAT5	1.076
ZNF452	-1.836875
LSM4	0.367875
SRP72	0.504555555555556
SGK269	-0.24925
MTX1	0.9335
CENTA1	1.88725
UNQ9433	0.3505
ATR	-1.60016666666667
DDX49	0.3095
PAQR8	-1.832
C14orf174	0.5695
GBGT1	0.00175
THAP1	0.641
OR10K1	-0.495
RASIP1	-2.24
DPYD	-0.3137
DOHH	0.29375
C18orf45	1.509
POF1B	1.4712
ZNF552	3.4325
USP32	-1.082125
MED27	-0.464166666666667
C14orf149	-1.3015
PRDX4	-0.745333333333333
ABHD12	1.7415
AGT	-6.48825
SLC22A14	-0.565
C1orf58	0.717
PILRA	-0.39475
ABCF2	-0.126625
C17orf85	0.3028
TKTL1	-1.76275
FGF1	1.3542
IL6R	-1.0125
VPS25	0.12175
CHRNB2	-0.067875
COL7A1	-3.4282
LRRC48	3.36016666666667
SPG20	-0.7665
COX10	0.9345
GCA	0.68725
ECEL1	0.579166666666667
GLG1	-0.962166666666667
SRD5A2L2	-1.1115
MUTYH	-0.945
ZNF70	0.05725
L2HGDH	0.092
GPATCH2	0.26525
ZNF655	-1.79525
ZNF227	0.557833333333333
MCOLN2	1.478
NQO2	-0.143
KCNQ5	0.1575
NEU1	1.22366666666667
QRICH1	0.2425
ZBTB20	-0.384333333333333
RPUSD3	-0.51675
EPGN	-1.6774
TSN	0.360666666666667
SPRY2	-1.92316666666667
LZTFL1	-0.481875
GMFB	0.342125
PBEF1	-1.3431
HBG2	-2.38966666666667
TMEM8	0.2365
PALM2-AKAP2	-1.568
NFYA	0.31
FAM108A1	0.6005
PBLD	2.012875
NRG4	-2.46075
PIGF	-0.8115
PTGER1	0.98675
NOS2A	-0.3045
C21orf34	-2.3875
C21orf51	-0.04975
IL17C	2.1255
TRMT6	0.773166666666667
ETV2	0.689666666666667
CCDC109A	0.123
MYLK2	-1.013
ATP10A	0.5894
DPH4	-0.3915
C5orf5	-1.852
KCNA4	0.4918
NMNAT2	-2.18416666666667
GLYATL2	-0.7885
LSMD1	1.627625
IL23R	-2.7225
NRF1	1.0975
MUC15	1.46983333333333
PRDM12	-1.004
PAQR4	-0.0615
RBBP6	-2.18525
IFI27	2.221
SKAP2	-1.13766666666667
TAGAP	1.596625
TJP3	2.5825
C9orf61	-1.80825
IDS	-1.20721428571429
PARG	-0.0285
LOC131149	0.269
DYRK4	0.185666666666667
MICALL1	1.08425
GALR2	0.265
GPBP1L1	1.241375
TBX21	4.5665
KCNJ6	-0.409666666666667
GGN	0.73025
CASP5	0.211
RNF182	-5.70625
BRD4	0.0505
DOK4	-0.216625
SLC46A2	0.427666666666667
SOX9	-3.41316666666667
ZNRD1	-0.789333333333333
PRR6	-3.0765
FAU	-0.056
DTNB	1.06
CARD9	1.7125
STS-1	-1.24533333333333
SLC4A5	1.357875
NSBP1	-0.82075
UGCGL2	-0.407333333333333
POTE15	-0.9555
NOXA1	0.9815
RP13-347D8.3	0.796666666666667
SAMD10	0.512166666666667
EP400NL	-1.0535
TCF21	-0.06175
AMELX	0.0875
JPH2	0.227
SLA	1.531875
DLST	-1.107
SEPT12	1.386
RGS20	-4.449
LXN	0.296333333333333
ZNF419	0.435
UPK3B	-0.384333333333333
RELL1	0.845
ESPNL	-2.337
KLHL21	0.0570000000000001
PI15	-0.0475
C2orf61	-1.958
LOC407835	0.478
RER1	0.832833333333333
ELAVL2	1.288
MGC26718	-1.33125
KLF2	2.2905
TNFAIP8L3	0.2325
TFE3	0.78775
C11orf17	-0.26025
15E1.2	-0.832
SNRPC	-1.1025
DLGAP1	1.72475
PGLYRP1	0.345125
OVCH2	0.088
IRF7	0.7026
SET	-0.834
NAB2	0.831166666666667
LRP5L	-2.10225
FAM120A	0.9596875
ASCL2	1.75033333333333
SHH	0.1695
ATP5H	-0.5595
THPO	-0.499333333333333
TYRP1	-1.487
HIST1H3E	0.265666666666667
EIF2S1	-0.0941666666666667
TNFRSF17	-1.64066666666667
TARSL2	-0.32
NKX2-8	0.17175
C1orf115	3.037125
LOC56964	0.9965
KIAA0841	0.495
ISCU	-0.729
TTMA	-0.519
ZNF414	1.058
LOC441150	-0.1135
RAB15	0.37175
HBP1	0.846833333333333
TNNT2	-1.26833333333333
CECR5	0.4645
PHGDH	-5.0335
JRK	-0.3422
XPO4	-0.09875
FAM131C	0.1785
ARHGAP25	0.553666666666667
CA9	-3.88022222222222
GPR62	-0.453666666666667
TLX1	0.0165
GPS1	0.3955
OR2M2	-0.144
BDP1	-1.10871428571429
FAM70B	0.15125
RPS29	-0.812666666666667
MKLN1	-0.5424
TSPAN19	-2.27866666666667
SLC29A3	0.8356
LGALS4	-0.103666666666667
USH2A	0.0443333333333334
NF1	0.384333333333333
APOBEC3A	2.40666666666667
IMPAD1	0.6655
OLR1	1.8305
NRAP	-0.227
HCFC1R1	-0.111
TAOK2	0.920833333333333
MCM10	-1.13
MAP4K3	0.583333333333333
CBS	-0.480375
CLK3	-0.1991
PCDHGA5	-0.661
ELF4	0.093875
FAM71A	-0.26825
C11orf49	0.69625
CLIP2	-0.86075
BTBD9	1.7913
ZNF524	1.4065
KDELR1	1.50866666666667
ZNF509	-0.3945
NCSTN	0.8535
ZNF533	-0.0343846153846154
PARP4	-0.0705
GALNT9	-0.423333333333333
NPY	-3.26875
BEGAIN	-2.53333333333333
TMEM77	0.144
FOXRED1	-0.4605
SLC16A2	-2.21716666666667
SLC35B1	0.23975
GK5	-0.0949166666666666
SDCCAG10	-0.59325
C4orf20	0.47375
SLC9A2	1.20475
ADD1	0.109142857142857
TAL2	-1.49616666666667
ACLY	1.601125
DNAJC1	-0.1345
SOST	-2.4095
USP43	-0.281833333333333
CYP4F12	-0.93
FKBP5	-0.24575
CHCHD5	0.2586
NUDT22	-0.06225
CCDC85B	-0.21425
OR51G2	0.6535
STRN3	1.85835714285714
TMOD2	0.335
FLI1	-0.12675
MAB21L2	0.778333333333333
DGKQ	1.11525
VPRBP	0.0258333333333333
SCNN1B	0.1971
ECHDC3	0.8825
TMEM106C	1.1715
CSNK2A2	-0.8905
RPL39	-1.4577
HERC3	-0.201
ZBTB47	1.025
ZNF681	-0.304
PAGE2	-3.4445
CLIC5	2.51728571428571
RABAC1	1.74525
ZFHX2	0.94975
YPEL1	-0.972833333333333
KIAA0776	0.36675
NR1D2	0.62925
DNAJC4	0.173375
NPNT	2.7717
ZNF677	-1.1805
ZNF536	-1.31333333333333
MEF2B	-0.0335833333333334
PTPN4	-0.5235
CTCFL	-4.2885
STX5	0.683333333333333
CD72	3.035
VEGFA	-0.60478947368421
XRCC1	0.3218
MAS1L	0.808666666666667
ELL	0.5381
SETBP1	-0.96575
CDH11	1.62416666666667
NDC80	-0.695307692307692
DMBX1	-1.09375
NRSN1	0.0678333333333333
BAT2D1	-0.38525
CDS2	1.1745
C1orf212	-0.170333333333333
SENP3	-0.2745
IL1F9	0.152
EEF2K	0.837375
COG8	0.33725
CEP72	-0.00499999999999999
OR1L8	-0.4845
MUS81	-0.40875
PHYH	-0.68625
GGT6	1.61816666666667
C22orf23	-0.620083333333333
C13orf33	2.192625
MAPK8IP2	0.45375
NELL2	-0.992
POU3F2	-3.83733333333333
ALPK1	1.077625
MRPS18C	-1.03325
RPLP2	-0.066
FGF22	0.106
SPNS1	-0.227833333333333
ZFP1	-0.45825
IL1RAPL1	0.28425
PCSK9	-2.86916666666667
NKX2-1	0.0360714285714286
C6orf189	1.07275
SP4	-0.986
SLC11A1	1.335
C21orf25	1.32916666666667
ICAM2	-0.984125
SH3GL1	0.570333333333333
GSK3B	0.848
RALB	1.17375
PDXP	-0.821833333333333
GNGT1	0.617875
KIR2DL1	0.6295
TNFAIP3	-0.605916666666667
C6orf32	0.191
CBLN2	0.94425
PANK3	1.52325
TAAR9	0.697
WDR82	-0.0312142857142857
APOM	-4.230625
TRIP10	-0.80125
SPATA16	0.9714
C1orf135	0.23075
USP51	-3.3785
TESK1	1.2555
C11orf64	-0.4125
ZNF611	0.493
PDE6G	0.9845
HLA-DQA1	3.65375
GCLC	0.047625
SEC61A1	0.739357142857143
TWSG1	-0.209416666666667
ZMYND10	1.66675
CTDP1	1.002375
ADAMTS6	-0.853
SLIT1	-1.52125
KRT86	0.298
KIAA0574	-2.25525
GTPBP2	0.2452
PQLC3	0.842
PRRX2	-0.921666666666667
C15orf44	0.366
MKKS	-0.721125
C11orf10	-0.39
GPR110	-0.520625
CD109	-2.65983333333333
ADCY1	0.314333333333333
RHBG	-2.0745
TP53I3	0.344375
SLC22A3	-1.8197
UCP2	-1.31575
FOXG1	-2.61616666666667
OR2AG1	0.553
TRIM24	-0.2845
PROC	-4.118375
TAAR6	-0.1905
AMTN	-1.3935
C10orf47	0.211166666666667
DEPDC1	-2.4565
FLJ45557	4.6015
ZDHHC17	-0.000249999999999993
KIAA1429	1.139
KCNH1	0.660666666666667
VNN3	-0.249625
PSMAL	1.52625
PPARD	0.183125
HFM1	-1.93525
YBX1	-0.811166666666667
ZNF695	-1.83675
SCTR	-0.111166666666667
DCDC1	0.4635
VPS26B	0.913
MTF2	-1.35833333333333
ATP6V1F	-0.27625
CCDC94	-0.227
PERF15	-0.531
CCL11	2.4055
LMO7	-1.035125
DCST1	-0.00849999999999998
ADRBK1	0.955875
CDRT4	-0.065875
ZNF84	0.06375
HOXD8	3.2045
STARD8	-0.448833333333333
FOXP2	-1.053125
CCDC103	-0.315
POLR3A	-0.1258
GSC	1.36733333333333
ZNF114	-3.669
HTR7P	0.8255
LALBA	-0.029
RMND5A	1.23716666666667
PSCD2	1.426
ZNF409	0.2835
KRTAP1-3	0.3102
MAF1	0.52325
LOC201725	-0.165666666666667
NRN1	-2.788125
SPAG5	-0.4165
DNAH7	0.9215
FLJ43860	-0.1145
BRCA2	-0.11575
ACADM	-0.768
CXXC6	-3.364875
RAGE	-2.353
CHMP2A	1.1125
FAM8A1	0.8837
GPR21	0.2245
SLC12A3	-2.96716666666667
FVT1	0.0266428571428572
ZDHHC7	-0.3615
FLJ44048	0.76775
SLC44A3	1.64866666666667
SDSL	0.8265
MMP8	-0.763
PLA2G12B	-3.96133333333333
ACY1	-0.796
MT1E	-0.3985
OR4K15	0.478
TECTB	0.063
GPR20	-0.438875
IRAK2	-0.264
RFPL3	-0.5105
MYO9A	-1.06175
NARG1L	0.31725
BLMH	-1.556125
CCDC3	1.21266666666667
C9orf21	-2.127
KIAA0513	-0.239
MIER2	1.44366666666667
PNMA2	-2.02925
SH3BP2	1.007
ANXA10	-1.77766666666667
RTN2	-0.492333333333333
TFB1M	-1.338
PRPH2	5.83425
C14orf133	0.80925
GOLGB1	2.12808333333333
IRX4	1.49
NFKBIL1	1.01183333333333
C10orf62	-0.29875
APBB3	-0.54
RPS10	-0.3076
LOC728378	0.2065
TLE3	1.02577777777778
PSMB7	-0.6145
MESDC1	0.525
SLC6A1	2.3224
OCLN	2.00958333333333
PTTG3	-0.9675
NAGLU	0.2135
SERTAD4	3.0505
SPRY1	0.20675
FLJ10781	-1.6365
MYSM1	-0.86475
TRIM4	0.851214285714286
SH3YL1	1.143
TREM2	3.6
SERPINI1	-0.15525
HDHD3	0.50175
TMEM38A	-1.250125
EID2B	-1.5105
TDRD3	0.910166666666667
SEDLP	0.618
THSD7A	1.31983333333333
NDST3	-2.911
KLHL15	-0.517916666666667
DHRS12	1.845
FBXO9	-0.366071428571429
TNPO1	-0.611416666666667
MRPL13	-0.367166666666667
SNX5	-1.74533333333333
METTL6	0.001
SOD1	0.650875
CHML	-1.91666666666667
PACS1	0.745875
SIRT5	-0.2521
CAPN2	-1.58566666666667
FXYD5	-1.6715
TWISTNB	-0.9575
LRFN1	1.12983333333333
UBE1L	0.025375
UBE1C	-0.03375
OR51B2	-0.254666666666667
OR4D11	-0.49
C15orf2	3.464
NR4A1	0.430166666666667
LOC339047	-3.0385
TRIM17	-1.06425
ATP5G3	0.415357142857143
RPL15	0.0286666666666668
ADAMTS8	0.39125
HOXC4	0.302
C14orf37	0.821
CEACAM5	-0.644375
MYT1L	-0.6904
RASA2	-0.9195
OSBPL7	0.0995
STAG1	0.981
GIMAP4	4.85783333333333
FUT3	0.116
PIF1	-2.549125
LPIN2	-0.5038
SH3PX3	0.9975
PDP2	-0.54375
PAPD1	-0.1305
ERP27	0.5135
APOOL	-1.1771
DIABLO	0.75875
TRHR	0.605125
ARMC9	-0.215375
RNF152	2.678
SLITRK3	0.5432
ZNF211	0.5853
PFDN1	-1.08325
RGS11	0.892875
HS6ST1	1.0997
AKR1D1	-1.99475
TNP2	0.4962
STK31	0.898
EML4	-1.5175
SGTA	0.947666666666667
HIST1H2BI	-0.377833333333333
PSMD6	-1.67833333333333
KIAA1257	2.4665
C18orf55	-0.361166666666667
FLJ20273	2.83075
RPL28	-0.0936666666666666
EPYC	3.048125
NOX3	-0.109
ELAC1	-0.729166666666667
METT11D1	-0.4035
BIN2	0.543833333333333
NACA2	0.30375
CCDC17	-0.93675
HM13	-0.6011
UBOX5	0.205875
UBE2O	-0.516375
UBL5	-0.4125
APOLD1	0.1555
C9orf31	0.3705
TNFSF8	0.9895
ARHGAP29	-1.120125
PROKR2	0.549
PDE5A	-0.231666666666667
C6orf12	-0.3095
TOM1L1	2.379
WHDC1	-0.528875
FOXI1	2.38183333333333
RAB4A	0.2527
TMEM39B	-0.76275
ATPBD1C	-0.5015
FARSA	-0.1325
PLEKHG5	1.19225
CMAS	0.411833333333333
OR7E24	-0.327
SLC30A1	-0.53325
CDC42EP5	1.1245
PLAC1	-3.049
KLHL18	-0.0221666666666667
LBA1	0.826
TAZ	-1.40825
CRIP2	1.4745
BTBD11	-0.761
C16orf72	0.93975
DIO2	-0.6706
LRRCC1	1.13733333333333
CCDC136	-2.9615
PRX	0.21625
RBM5	-1.3116
TMEM85	-1.064625
TUBGCP4	-1.32966666666667
APLN	0.772625
CDK7	-0.723333333333333
SSR2	1.32141666666667
CRELD1	0.45675
C19orf46	2.85825
GAL3ST4	1.40633333333333
KBTBD10	1.685
IL28A	0.6235
WDR27	-1.3515
MCM2	-0.596166666666667
SOX14	0.2355
FLJ39743	0.8325
KIAA0922	-1.199625
HIPK4	1.6305
FLJ25758	-1.1165
C16orf57	-0.526083333333333
PDZD2	-0.719125
MCC	-1.260375
HHLA3	-0.0957
ID2	0.237
C20orf23	2.26691666666667
ZNF688	0.0075
APOC2	-2.4205
LOC440093	-0.38
FAM50B	1.62333333333333
PWP1	-0.5515
DNAH10	0.28425
HIST1H2BA	0.76325
GPR56	0.222666666666667
METAP2	-0.0195
PAN3	0.968
STXBP4	-0.373375
PDHX	0.9305
MTA1	0.397666666666667
ZBED4	0.835625
ZNF720	-0.12575
CDK2	1.129
RHOJ	-0.00225000000000002
CDC37	0.169333333333333
ZER1	1.124
GRK4	1.69775
PRPH	1.927
POLR2A	0.879375
OGFOD1	-0.96475
NOL5A	-0.9
PHEX	-1.806
FLJ16478	-0.59
C20orf117	-1.01725
CAMTA2	1.73525
C11orf74	-0.398666666666667
DDX17	-0.926333333333333
C5orf27	-0.055
PLEKHA2	-1.7152
PDE4DIP	-0.3754
SCN7A	0.804666666666667
ZNF559	0.0948333333333333
CXCL10	3.906
ZMYM4	-0.000833333333333334
STK32B	-0.901666666666667
KIAA0888	-2.527
TACR3	1.3085
CKAP2L	-1.464
KIF1A	2.72816666666667
RSPRY1	0.263
VCAN	0.61475
CYP27C1	0.125
SYDE1	-1.723
MED12L	-0.953
ZDHHC21	-0.0865
NHS	-0.6325
TM9SF3	1.34616666666667
DDHD1	-0.141875
MAFG	-0.818583333333333
BICD2	-0.7784
C14orf119	-0.325833333333333
C14orf43	-0.318642857142857
CDH7	0.40425
ALKBH5	0.686714285714286
JUP	2.632
TMEM41A	-0.0946666666666667
MAMDC4	-1.651
CBX3	0.086125
LRRC18	0.01875
RBMXL2	1.15166666666667
PLA2G4D	0.892333333333333
FGF13	-1.464375
KIF3A	-0.843
PDIA6	0.76425
DCXR	1.33325
CASKIN2	0.137416666666667
EHD1	0.718666666666667
MARCKSL1	1.85416666666667
ZNF496	0.241166666666667
SCAF1	0.792
KCTD8	1.30275
TRAF3IP3	0.540571428571428
LSR	2.30975
CXorf1	0.3748
C14orf112	0.508333333333333
EIF2B1	0.27725
OMP	0.591
GSTZ1	0.3995
LOC92017	0.51375
ISLR2	0.8065
C12orf36	1.401
GATA2	1.94266666666667
GABRA5	-1.443
CELSR2	0.255071428571429
STAM2	1.1961
TNAP	-1.367
PTPMT1	-0.301
GRP	4.58525
SV2A	-1.6915
MAGEA12	-2.2855
CACNG1	-0.279
C18orf19	-0.64675
GSG1	-0.445333333333333
PTPRJ	-0.155928571428571
FRMPD1	0.5325
ZNF668	0.80425
PLEKHJ1	0.378875
ADAT1	-0.7367
TMEM50A	0.5763
UCN3	0.4145
HOOK1	1.29175
IL17B	-0.6575
MLKL	-0.8995
TTC14	0.539
KLHL5	-0.210625
CRYL1	1.49666666666667
FOXH1	0.5785
NFYB	0.119375
PPM1G	0.47475
GOLGA2LY1	-2.53625
NMT1	0.19825
HADHA	0.00509999999999999
CHSY-2	2.335
PLEKHF1	-0.54
SAGE1	-4.551
MUSTN1	-0.95125
SUHW4	0.70925
TFEB	0.393333333333333
ZFYVE27	-0.5755
ATG12	-0.6415
BMI1	0.132571428571429
ZIM3	0.804666666666667
MYH4	0.085
MASP1	-0.998916666666666
KIAA0984	1.72225
RPAP2	-0.43325
ASB5	0.1785
BOLA3	-1.22683333333333
MIA3	0.4715
KRT35	0.5295
KIR3DL3	-0.7555
MRPL51	-0.34875
SEMA3F	1.16433333333333
NDUFB2	-0.00983333333333333
LOC253012	-1.824
FAM46C	-1.4632
G6PC	-2.45342857142857
CSAG3A	-3.76933333333333
PREX1	0.6775
SLC25A45	0.79175
MAPKBP1	0.0214
CPE	1.2497
GNB1	0.753625
CXCR6	2.752
TRIM46	1.27025
C16orf3	0.00933333333333334
HPSE	1.412
TIGD3	1.1875
SPG3A	0.43325
LCAT	-2.55416666666667
ST6GAL1	-1.71217647058824
POMC	-0.22875
FLJ36031	-0.0845
NSMAF	-0.312333333333333
SKIL	2.347
ADSS	0.0113333333333333
HMGCS1	-0.269
POLR3F	0.195166666666667
RAB10	1.21675
ZNF277P	-1.442875
ZBTB7B	1.00475
DHRS1	0.7205
ABCC13	3.523375
CNOT3	1.34475
NFKBIA	0.545
GAK	1.1305
SFT2D2	0.882166666666667
HOXA6	0.907
CRTC1	0.593625
LY6D	-1.22283333333333
C20orf72	-0.416333333333333
CPT1A	0.943
LMO1	-2.185
EIF3I	0.1175
PRB4	0.397333333333333
MCM3APAS	-1.324625
C20orf132	0.0524
FOXF2	-3.442
S100A12	-0.13675
MLH1	-3.2015
ACTN1	-0.2443
MRPL36	-0.259333333333333
C20orf106	-0.82425
FBXO6	1.78666666666667
MKS1	1.16516666666667
CX3CR1	-3.215375
PDE1B	1.037
PLP1	-4.06825
KISS1	0.535
C14orf2	-0.872166666666667
TBC1D3P2	-1.84725
COMMD6	0.1038
ANKRD7	-2.418
PTCHD1	-2.62085714285714
NARS2	0.071
DOCK7	0.009
FAM127B	-1.2945
LOC390243	-0.323
N6AMT2	0.98875
ZNF391	-2.513
DNAJB14	-0.197
WRB	0.365125
BPI	-0.296833333333333
TTC4	0.218666666666667
FAM10A5	0.58875
GOT1L1	0.0646
MAGED1	1.35275
RESP18	0.77375
WFDC6	0.0215
MT2A	-2.3925
C11orf56	-0.3765
KIAA1432	1.093
ROR1	-1.9885
HSD17B14	2.10033333333333
ZFAND2B	0.857875
SAMD4B	1.00775
HEXA	0.15325
HNRNPU	0.0478181818181819
USP39	0.499875
NRD1	0.469
R3HDML	0.24475
FLT4	1.51516666666667
OMG	0.476666666666667
OR52N4	0.711
LOC399818	-0.06575
ELA2	-2.16725
VENTXP1	-0.751
RFC5	-0.983
OR52L1	0.344
PAX5	0.9895
FBXO2	-1.5375
GMEB1	0.5675
AKT3	-1.41116666666667
CRB1	-1.511
CTTN	1.27183333333333
UTP15	-0.0623333333333333
HSBP1	-0.0820833333333333
PHF11	1.20875
NDEL1	1.1875
USP8	0.0855
BAIAP2	1.712375
SI	2.0085
ARSJ	-2.9435
BAAT	-2.74575
KCNS3	1.41966666666667
LOC126147	-0.549666666666667
TMEM37	-0.2185
C1orf162	3.13483333333333
MBD1	0.4717
ITGAL	0.348166666666667
WDR73	-0.924166666666667
GKN2	0.544666666666667
ARFGAP1	0.0965
SLC5A8	0.9975
ZBTB40	-0.184
CYP4B1	1.11183333333333
LYPLAL1	-0.44425
CHST3	-1.5485
MAP3K9	0.8605
BTAF1	-1.153
TFAP2E	0.915
RBM35B	1.15225
LOC441251	-0.300666666666667
ANKRD25	-0.759888888888889
UQCRC2	-0.247
MAEA	0.483833333333333
HYAL1	-2.9895
RNPEPL1	1.136
CPSF2	-0.2965
PSD3	-0.8947
ABCA13	0.649625
AGR2	1.50125
GBX1	-1.0485
HDLBP	1.39692857142857
ACY3	-0.81475
HECW1	-0.651
ZNF519	-0.2225
HOPX	3.492875
ZNF304	1.581
OR12D3	1.323
FKSG43	1.14875
METTL1	0.697875
MFSD3	1.4973
PSPH	-1.28575
CLCA3	-0.778
DARS2	0.794
CDC25A	-0.965333333333333
BAIAP2L1	0.36575
B3GNT5	-1.757625
USP29	0.06475
ARHGEF10L	1.2081
ATOX1	-0.5605
ADAM30	-0.29125
DNASE1	1.5705
STT3A	0.58525
RAB6IP1	0.39125
PTN	-1.4094
C1orf106	0.163769230769231
HECA	0.3935
RNF122	0.795
SLC22A18AS	-0.188166666666667
GNG8	0.238833333333333
ELP4	-0.68175
FAM65A	0.388666666666667
RPL10A	0.384333333333333
IRS4	0.382
MACF1	-0.8403
SEC24D	1.65
LOC374395	0.35925
TGFB2	-1.71775
MDFIC	-0.320875
CHRNE	0.760166666666667
PCMTD2	-0.893166666666667
ATP6V0D1	-0.118666666666667
MTA2	1.71675
LZTR1	-0.486166666666667
RAP1A	-0.0183333333333333
AXIN1	0.23125
POLR1C	0.1635
TRIO	-0.540416666666667
PLXNA4A	-0.7215
C5orf33	0.32525
DEPDC1B	-1.3415
ZNF473	0.942333333333333
MTM1	0.2235
GPR107	0.703833333333333
CSNK1A1L	0.4205
FLJ14154	1.50775
NLRC4	4.4305
ENPP4	2.18566666666667
PADI3	0.4935
RNF170	-0.834625
CG018	-0.840166666666667
C16orf7	-1.032
KCNE1	1.22225
NRM	-0.4805
SLC37A3	0.791571428571429
TPD52L2	-0.620166666666667
UNC5B	0.314
C12orf12	0.771833333333333
SDHB	-0.5395
CLRN1	0.382571428571429
NUDT10	3.21216666666667
UGT3A1	0.6255
FBXW8	1.513
RHOF	-0.0695
PTPLAD1	0.229375
MYO3B	0.30225
DERA	-1.14225
TPP2	0.37925
C19orf53	-0.319666666666667
GINS3	-0.010625
ST6GALNAC5	-0.1895
CHSY1	-0.74725
MGC15705	0.3575
GPR83	0.477833333333333
EXT2	0.4465
DOLK	0.396
TUBAL3	-0.158
ACVRL1	1.5361
ABL2	-0.727666666666667
C14orf156	-1.7525
PTPRZ1	-3.539875
DIP2C	0.564
LAMP1	1.623625
RXRA	0.0197
MAP3K5	0.781
ALKBH1	0.612833333333333
PDLIM7	-0.555375
ARL14	-1.6315
SNIP1	0.207166666666667
TIMP3	1.726
RGS3	0.750666666666667
SPAG16	-0.7844
ABHD4	0.361
ARHGEF12	0.790666666666667
GLUD2	0.7525
RAC2	-1.7963
UAP1L1	1.197
SLC18A3	0.716
YOD1	-1.80741666666667
RALY	-0.01075
HMOX2	1.11
DGKH	-1.51725
DBNDD2	1.47566666666667
YIPF4	0.770625
THAP10	-0.36275
ZNF513	1.15875
HAGHL	0.961666666666667
ITGB4	0.715333333333333
CCDC141	-2.071
YTHDF3	1.496
C5orf28	1.00675
RPL7L1	-0.403625
TMEM30B	0.498714285714286
ANKRD35	-0.1705
DUOXA2	-0.211
TBC1D5	0.345875
DFNB59	-1.8895
HRH4	0.548
MYO6	3.9042
DNAJA4	2.907
RBM24	-0.5075
CEACAM20	-0.4725
RBM23	0.440714285714286
NGFB	0.2635
C1orf63	-1.7852
KRTAP7-1	0.1415
PERLD1	2.16775
NPB	1.4945
C17orf59	0.8858
HSPBAP1	-0.7005
SLC15A4	0.480125
PRTFDC1	-2.75775
OSMR	-1.19321428571429
CYSLTR2	-0.6035
C19orf25	0.2811
KIAA1797	-0.2485
NLRP6	-0.175
FAM105B	0.6891
SCRN2	-0.0276666666666667
LRRC58	0.4322
RNF17	-0.016375
NEIL3	-0.54
FAM137A	-1.02925
SKP2	-1.93125
PARVA	0.675166666666667
PKLR	-1.7605
RNF34	0.751875
A3GALT2	-0.141
C12orf50	-0.379333333333333
SUNC1	-2.33133333333333
FAM102B	0.670166666666667
CCT2	-0.52025
LRRC37A2	-0.561
ARF4	0.3055
SIKE	-0.056
C8orf48	-1.33866666666667
MBTPS1	1.09657142857143
GPSN2	-0.2365
NCF2	2.893
SLC12A6	-1.21383333333333
MRPL48	-0.08225
HMGN3	-0.160333333333333
LRRC62	-0.15325
PAX9	-0.44875
FAM55A	-0.209
C20orf42	-3.09466666666667
SCML2	0.204666666666667
BCL9	-0.08575
FAM40A	-0.5145
C9orf41	0.427333333333333
ZNF774	-0.616
LETM1	-0.086
PLXNB1	0.0448333333333333
NIPSNAP1	0.838875
USP10	-0.47925
F9	0.516666666666667
LIPE	-1.861
CNGB3	0.2785
C12orf52	0.633625
PI4K2A	0.549375
MED8	0.428875
STAT4	0.6942
FGD4	-0.683833333333333
RNF145	-3.49066666666667
WDR32	0.8494
CLDN2	0.2525
TCEAL8	0.05975
ZMYND8	0.5479
PDXK	0.0540625
GATAD2A	0.33125
PTGES3	-0.012
CCM2	-0.3675
TAP1	1.25175
ZNF670	-0.23425
ETS2	-1.05271428571429
C6orf166	0.273166666666667
PRMT2	0.502285714285714
OR4B1	0.49
INTS8	0.387
CCDC102A	-0.7955
CCDC83	0.333166666666667
ITGA1	-0.4254
EPHA5	-2.7263
FAM24B	-1.30366666666667
TSGA10	2.96625
HAL	-1.8465
MYOT	-0.54875
SPACA3	-0.1585
BCL2L2	0.085
CUGBP2	-1.54933333333333
CCNB3	3.04575
RNF113B	-0.6035
MERTK	-0.315
BAG1	0.55425
VPS36	0.815
ORMDL3	1.1952
C1orf190	-1.04825
ZNF625	-0.5
CORO2B	-2.28375
ALOX15	1.2525
CST1	3.46
NUPR1	1.64166666666667
CCL7	2.90125
SMCR5	-3.426
DSC2	2.86
RBMS2	0.52725
GRIK4	0.8955
TRIM65	0.9731
TMPRSS6	0.800928571428571
TP53INP2	1.15025
GLB1L	-0.130166666666667
LOC388284	-0.1055
PUS1	0.075
BCL9L	0.478
OLFM1	-0.579166666666667
RET	3.558125
MASTL	-0.852666666666667
ALX3	0.47225
IL1RL1	0.238833333333333
ZNF765	-0.1335
C14orf138	-0.96775
SNX10	-0.888333333333333
TAC4	0.4805
C1orf64	4.166375
POGK	1.08475
MAPK9	0.9775
ZNF366	2.37725
C8orf79	0.7465
CLDN7	3.02075
OR5AT1	0.58
TRIM37	-0.35525
LRRC25	3.1165
GRHL2	2.8981
TEKT3	-1.1155
LASS5	-0.148333333333333
ABCC4	-1.95
DLG3	1.516
VGLL1	0.653
ZFP36L2	-0.7565
MFRP	0.118833333333333
KIAA1799	-0.584
FLJ44379	-0.348
PCNX	-0.61175
ANXA9	2.531
CYP4V2	1.3928
PIK3C2A	0.97575
SRR	0.732
NOL3	0.49575
IFITM2	-1.016
ARNTL2	-1.41325
ZNF595	0.7415
NLRP13	-0.0535
ASPH	-1.48175
CPA2	-0.5415
PVRIG	-1.56333333333333
LEPR	-1.75583333333333
