Hybridization REF	TCGA-A1-A0SM-01A-11R-A084-07
C20orf75	-0.087
RP5-1054A22.3	0.797666666666667
IFNA5	0.418
ZNF134	0.287416666666667
MGC119295	-1.3469
ZSWIM6	-0.08075
SMEK1	0.4775
PCGF2	2.993125
C1orf102	2.2185
CYP2A13	0.375
KCNH6	-0.7548
MDM1	-0.2785
ALDH7A1	0.315666666666667
C9orf75	0.84775
VDAC3	-0.153875
OR51T1	0.02
EIF3F	-0.804333333333333
KCNJ10	-0.52125
LENG8	0.0275
EDEM2	0.523416666666667
CCNJL	-0.998833333333333
DHX37	-0.8595
CRYGN	1.007
AATF	-0.27775
ZNF630	0.903625
E2F5	-0.445
WFDC13	-0.77175
FTSJ3	0.225
C4orf33	0.05775
LHFPL4	-2.993
C19orf56	-0.210583333333333
SMAD4	0.096625
AFM	-0.887
G0S2	-3.01125
FCHSD2	0.55
RRP1B	-1.3982
EEF1B2	-0.939166666666667
STAT6	-0.402166666666667
ZNF195	-0.3845
GNL1	-1.10133333333333
ZNRF2	1.321
PER3	0.8235
ASB16	0.04925
C10orf10	1.83021428571429
ADCY8	-3.18466666666667
C9orf58	-2.667
ARMC10	-0.328333333333333
PSG1	0.6215
DHX34	-0.16775
VARS2	-1.01425
NFIC	1.1545
ITPR2	1.185
AGXT2	-0.045
OR6K3	-0.154
H2AFZ	-0.515083333333333
MLLT3	0.428333333333333
COX4I2	1.66575
CCNT2	0.093875
PLK4	-1.307625
NUMBL	-0.0141666666666667
MED16	-0.75225
PLEKHQ1	0.7415
GOSR1	-0.281166666666667
BTG4	-0.76
RPL30	-0.651083333333333
IGSF5	1.19625
IGFL2	2.7725
ELMOD2	0.685166666666667
SHC3	-0.833666666666667
HAVCR1	0.0605
DYNC2H1	-0.626125
RNF5	-0.661666666666667
C2orf7	0.29
NLF1	-0.082
KLHL25	0.17
LRP10	0.9604
KRI1	-0.59825
PUS7L	-0.476666666666667
MGMT	1.207
HOXD1	0.2585
CSH1	0.0453
ATG16L2	-1.698
FLJ44635	0.6315
CHODL	-0.15525
EXOSC8	-1.85225
SLC28A1	-0.18025
MYO7B	-0.317666666666667
SEH1L	-0.4182
MTNR1A	0.213166666666667
TSPAN5	-0.0968333333333333
CDC45L	-2.79633333333333
AMIGO1	1.368
ATAD3A	-1.938875
OSGIN2	0.241333333333333
PDIK1L	-0.0813333333333333
DARC	2.02425
PIPSL	1.018
SHMT1	-0.04875
CRISP3	-0.5135
POPDC2	1.53583333333333
ZRANB2	-0.77
FBXL8	0.1625
TRIP13	-1.983
EIF5AL1	-1.061
POU5F1P3	-5.4775
IL6	-2.37216666666667
CXorf38	-0.692333333333333
IFNA16	0.409
FBXL2	1.65366666666667
BRD1	0.83725
STATH	0.47475
FBXO44	-0.799166666666667
MCCC2	1.2605
CDC2	-1.7764
C5orf23	-0.50025
IVD	-0.149
C10orf122	-0.67525
MSL3L1	0.4232
MVP	1.43625
EPOR	-1.1412
ZMYM1	0.0338333333333333
BCL7C	0.485166666666667
PSTPIP2	-0.4906
LYPD1	-1.60025
OR8G5	0.5905
ZP3	-0.920333333333333
BCAS4	1.30233333333333
EDG6	0.39925
ISY1	-0.3985
PRAMEF2	-0.7895
CUL1	0.325125
RNF213	1.6894
CCRK	-0.004
DHX9	0.217625
C13orf29	0.93225
NCKAP1	-0.131666666666667
MRPL43	0.282428571428571
XPR1	1.38625
PKN2	0.3599
PODNL1	1.0895
ZNF333	0.128
DALRD3	1.63075
OPN1SW	0.0885
BTBD6	1.062
C11orf82	-3.0735
OR5P3	0.294
DUSP11	0.3095
L1CAM	-1.234
NEK11	2.27483333333333
OR7E91P	0.8295
CNTN3	3.5
CREB3L2	-0.637
ZBTB37	0.457
KIAA1324L	0.20775
NDUFB10	0.251333333333333
NUDT2	0.46225
GTPBP8	-1.00525
CACNA1D	1.811125
PRKAA2	0.488166666666667
PRDM8	-0.367
MGC16075	-0.0871666666666667
KRT14	-0.0649999999999999
PP8961	0.044
MRPL18	-0.33825
ABCG2	-2.08925
PACRG	2.7325
BBS2	-1.3125
KREMEN2	-0.214
FBXO21	0.70875
HNRPUL1	0.258916666666667
GRB10	-0.53075
CLSTN1	1.018125
LMAN2	0.8115
C17orf61	-0.06925
NIPSNAP3A	-0.271
INSIG2	-0.375333333333333
PCDHB7	0.474333333333333
STXBP2	0.469375
CMAH	0.488333333333333
SEMA5B	-0.72275
ZNF155	0.0841666666666667
COQ6	-0.817
PRPF4	-1.16925
TSPAN15	3.5168
VN1R5	0.23325
LATS2	0.722
SELK	0.4255
PGK2	-0.54825
MS4A1	-0.002375
TYW3	-0.4958
KRTAP5-1	0.29075
RCCD1	-2.23816666666667
BTN1A1	0.98175
DDX28	-0.973
TMEM65	0.1065
LOC92345	0.03325
TTC31	0.157
WDR46	-0.5485
CHP2	-1.2755
LSP1	0.378375
ZNF542	0.93025
EXOSC1	-0.2
ARHGAP18	-0.125833333333333
LRRTM4	-0.47225
MAOB	0.515833333333333
CACNB4	-0.43825
MGC33846	-0.23325
RANBP3L	2.46575
ATP5L	-1.0085
ONECUT1	-2.4835
NUDT9	1.02975
TMEM149	0.089
STX17	-0.51425
IGSF10	-4.453
TMPRSS9	0.661
BMPR2	1.12375
ALLC	0.05875
KLF7	1.22775
GCC1	0.5938
TIMM9	-1.06475
CDO1	-1.3875
MGC10701	-1.61
IFI6	0.964666666666667
FRMD8	0.141
MGAT2	0.10075
WBP5	1.11666666666667
CNIH2	-0.012
KIAA0907	-1.5221
KCNH8	0.1525
CTSG	-3.31675
GRIK1	-0.4965
CUL5	-0.720125
FRMD1	0.154
OR9A4	0.067
SYT6	-0.745625
FOXD4L2	2.30975
ANAPC2	-0.525166666666667
OPN5	0.375
TAF13	0.60725
LYG2	0.05025
GGNBP1	-0.385
C11orf40	-0.2985
OTX2	-0.42
REG4	-0.125833333333333
EIF5	-0.4478125
PALB2	-0.631
SEPSECS	-0.3525
RNASE3	-0.10075
TRIM49	0.0885
POLR2K	-0.3428
GPR42	0.039
C8B	-1.3465
SASS6	-0.24475
PREB	-0.3975
OR3A3	0.2955
TUBA8	0.386875
IGLV2-14	-3.78525
STIL	-1.102
ANKFN1	-0.683166666666667
NME7	-0.41225
HOXC12	-1.24375
UBE2C	-1.24525
FHOD1	-0.1715
CDK2AP1	1.27416666666667
OR6K2	0.631
DHPS	-0.3505
RPL5	-0.235916666666667
TRGV5	0.2165
LOC541472	-0.352
HCCS	0.1084
DENND1B	1.5185
LHX3	-0.066
OR5D16	0.2505
CXorf57	-2.42133333333333
IRF2BP1	0.943
NDST2	0.424333333333333
LCE3D	0.022
BOLL	0.1995
SYT3	-1.0015
PIH1D2	-1.31325
C20orf7	-0.905833333333333
IL1R2	0.139666666666667
SLAMF9	1.167
PPME1	0.539875
PIK3CA	0.35725
TRAPPC1	0.308625
COLEC10	-0.627
SLC9A6	-1.1815
PDDC1	-0.9725
CCDC53	-0.33075
GK3P	0.277
DAZL	-0.967
BRI3	-0.035
SDK1	-0.580875
CYP2C18	0.44675
IFI44L	2.959
RPL3L	0.0335
FUT9	-0.856833333333333
KIFC2	-0.349833333333333
PMP2	-0.215875
SLC4A9	-0.282
PLAG1	-2.28533333333333
MYCBP2	0.0368333333333333
OR4E2	0.6075
CCDC65	0.8245
C16orf82	0.024125
ENTPD4	0.749625
BRP44L	0.30225
PMP22CD	-0.12425
TMCO4	-0.111666666666667
KCNN1	-0.300333333333333
WDR35	0.67225
CCDC80	2.4215
C3orf31	-1.3985
SLC7A9	-0.536
TMEM190	-0.2515
DBC1	-1.27383333333333
FADS3	-0.743166666666667
PDZD8	0.647333333333333
GRM5	0.268875
AZGP1	3.4752
PEX3	-0.4115
MED1	2.74364285714286
ATG4C	-0.768333333333333
HNRPH3	-1.321125
FAM109B	2.845
C4orf17	0.156
CA10	0.1975
OPRD1	0.0625
CCL16	-1.45075
SACM1L	-0.0375
CST6	4.6015
CD63	1.504875
LGI1	-0.203
ZNF784	0.25925
CRYBB1	-0.5745
CX3CL1	0.23355
TOP2A	-2.56125
GYPB	-4.09433333333333
GADD45GIP1	-1.1615
FEN1	-1.824
IGF1R	0.8085
WDR72	-1.83216666666667
PURG	-0.206833333333333
DEFB126	-0.239
PKD1L1	0.533
CAV1	-1.9837
GNPDA2	0.7841
DGAT2	0.34275
NLGN1	-4.49825
STRBP	-0.694625
HPRT1	-1.222
FANCI	-2.0765
PSMA7	-0.10375
DBF4B	-1.073
TTF1	-0.7065
RAD54L	-2.3815
ELOF1	0.18025
PLAGL2	-1.14025
ZNF256	-0.46975
HMGCL	-0.7225
MSI2	0.524166666666667
RPESP	2.72483333333333
C11orf60	-0.2635
ABCD1	-0.4885
ACAA1	0.5767
SPARCL1	4.46992857142857
IL6ST	1.3076
ZNF319	0.06475
TMEM109	0.0934
FAM90A1	-1.59966666666667
IL22RA1	-1.3005
ATP4B	0.86
TEC	-0.160833333333333
C7orf30	-1.43525
TXNDC2	-0.345333333333333
ABCB4	0.25675
KIAA1191	0.71225
C9orf38	0.3225
SFTPB	0.18825
CNTNAP2	1.157
FRK	1.554
TBX19	-0.0885
CHD4	0.538
C6orf26	-2.76183333333333
MOSC2	2.365
IKBKE	0.94275
HIF1A	-0.8465
LOC595101	-1.294
RELA	0.351666666666667
TMEM16B	0.441666666666667
ABHD12B	1.7175
TSEN34	0.26525
KIF18A	-0.92775
TXNDC9	-0.434333333333333
SPATA2L	-0.062
SEMA4G	-0.8495
C21orf91	-0.777875
MATN1	-0.512
KCNIP4	-0.1125
TUSC1	2.111
OR4C15	0.64
ARMCX6	0.235416666666667
WBSCR27	-2.27883333333333
OR52I2	-0.1185
KIAA1604	0.263
DYNC1I1	-0.01275
PPP4C	0.988
SLC47A2	-1.66666666666667
TREH	0.003625
CD48	1.09533333333333
ST14	1.82866666666667
PKN1	0.9505
SPON2	3.29775
XBP1	4.04108333333333
SFRS12	-0.371333333333333
EFCAB6	2.23125
SELT	0.53275
SLC39A2	0.973
ERF	-0.572833333333333
ARL3	0.891
SURF6	-1.0763
MLLT10	-0.872857142857143
FLJ11171	-0.471166666666667
TDGF1	-4.701
ERCC6	-0.28675
EIF2AK4	0.669125
BAZ1A	0.230833333333333
LRRN3	-0.706666666666667
TMC3	0.4205
EFTUD1	0.16475
PTPRO	1.12033333333333
CLEC12A	0.925625
ACBD4	-0.595375
ZDHHC14	-0.133625
OTUD7B	1.178625
ACTB	1.353
MSRA	0.0184999999999999
LCE5A	0.435
IFI35	-0.0605
BSCL2	-0.0963333333333333
ANKRD12	0.618916666666667
CFHR2	0.520666666666667
RGAG1	-0.185166666666667
HSFY1	1.2325
SLC30A5	0.328916666666667
IMPG1	0.5575
GPR109A	0.319
ZNF185	1.19525
IYD	3.1065
NPCDR1	0.535
SERPINA13	0.172
HMGCLL1	-1.48375
NEUROG1	0.1305
UBQLN1	-0.6075625
LIN37	0.2835
SOCS2	-1.71425
DSCR4	-1.7945
XKR6	-1.074
GPR142	0.6735
KRTAP13-3	0.2155
CCDC15	-1.1935
MOS	-0.082
CD1E	-1.8135
OFCC1	-0.2618
FAM83D	-2.09975
SRFBP1	0.00849999999999999
C9orf96	-0.4215
DHDH	-1.151
CCDC90A	-0.473
RABL3	0.55485
CD320	-2.832
ANGEL2	0.220166666666667
MRPL21	-1.086
SMG6	0.198166666666667
INSR	1.15025
FLJ14816	-0.342
GLRB	0.895
C9orf89	1.2185
CIZ1	-0.921375
URG4	-0.332333333333333
LRDD	-1.84816666666667
CBY1	1.11066666666667
NFX1	0.2395
MTERFD2	-0.4975
C19orf23	0.39
PGC	-2.945375
IER3IP1	0.1865
RASAL2	2.07833333333333
C1orf89	-0.4725
SYNJ1	-0.338875
NFKBIE	0.5085
FLJ40125	-2.08516666666667
TCEB2	-0.5092
NOG	-0.959
POLR2J2	-0.784166666666667
HLA-B	2.57675
PCDHA1	2.276
PPP2R2B	-1.47775
ARHGEF17	0.590333333333333
TCF7L2	1.33164285714286
CHD5	-0.3215
ZNF431	-0.0638749999999999
TBC1D25	-0.2025
ZNF800	0.22125
SCUBE2	2.25190909090909
MYCBP	0.922
GPX5	-0.1145
C6orf129	-0.143
QSER1	0.333333333333333
ULK2	0.96225
PIGO	0.336333333333333
NRCAM	-0.605714285714286
SLC35E3	0.00512499999999999
CSRP2	-1.889
HYPE	0.874
MAPK15	0.574333333333333
MGC14327	-0.4455
TIMM13	-0.4615
ZNF462	-0.5285
GBA3	0.9635
TEX13A	-0.044
MCM6	-0.849222222222222
MTRF1	-1.323625
ABCA7	-1.03
EIF4A2	0.1515
ZC3H10	1.0654
RPGR	-0.161666666666667
C20orf94	-0.658
RP1L1	0.14725
GPR125	-0.041625
USP22	0.866928571428571
OR1L4	0.03425
MLZE	2.02475
FLJ32065	0.1545
PTCD1	-0.95375
CRTAC1	0.111333333333333
BXDC2	-1.412
C18orf1	2.45033333333333
FAM107A	0.582142857142857
EFNA3	0.15325
P18SRP	0.1045
CAMKK2	0.999
KIAA0649	-0.77825
NES	-1.9225
HS6ST3	0.39475
PON2	0.17875
TCP11L2	-0.56325
CLEC4A	1.761
PRR12	0.4875
MLXIPL	-1.89
C2orf50	1.6705
ZNF28	1.316
ENC1	0.3565
MAP2K1	-0.33125
FKSG2	0.7835
KIAA0430	0.267
PTP4A1	-0.832
GPR156	-0.1185
GTF3C6	-0.141
UBR2	-0.1038
LOC388272	-1.40525
MAK	0.152166666666667
ACOT4	2.8155
STC2	-1.25733333333333
PIGW	-1.39725
SAE1	-0.472625
COL6A1	1.00918181818182
OAZ1	0.369333333333333
STMN4	0.874333333333333
EDG3	0.975
SGCE	0.605
IL11	-1.93916666666667
PRSS8	1.80225
YIPF5	0.886083333333333
WNT4	1.591875
CSN2	0.3675
TCF7	-3.193625
TDO2	1.56375
SAMD9	-0.0426875
S100A7A	3.1655
MMRN1	1.05933333333333
GKAP1	-0.33475
AKR1C3	-1.819625
RNF19A	0.32325
GMDS	0.637
YKT6	-0.129875
SPARC	2.4082
C12orf31	-0.46725
UBE2V2	-0.607333333333333
FBXL18	-0.761666666666667
KIAA0460	1.07925
ADAM22	-0.67275
SERPINC1	-4.87925
KCTD21	2.75075
MYOHD1	-2.219
ZNF37A	-0.308
GTF3C1	0.884166666666667
CTSZ	1.78925
PRNPIP	0.159875
DRD1IP	3.113
NR1I2	-1.635
ZNF266	-0.9944
SPAG4L	0.2335
COX4NB	-1.25
SAPS1	0.3145
APOA1	-4.354875
TATDN1	-0.993333333333333
C10orf82	3.13275
KPNB1	-0.53375
FOXO3	1.03325
CRYBB2	-1.2805
ZBTB5	-0.2215
SLC25A38	-0.037
DCTN2	0.133
IFT20	1.04425
CTHRC1	4.265
C1orf31	-0.275375
UHRF1	-0.8465625
GPC6	0.8
C10orf54	1.82225
MCF2L2	-0.463333333333333
WNT9B	0.10625
OLA1	0.113
FAM120B	0.23
TTLL10	0.267
CYorf15A	0.65575
RELN	-2.1248
SCN2B	0.8195
MFHAS1	-0.00175
NKX3-2	0.821833333333333
RASGRF2	1.287
SSBP1	-1.2295
KPNA6	0.545642857142857
LOC389118	-0.1355
HS3ST4	-1.0175
SUPT7L	-0.7795
FLJ32658	-1.268
IGFBPL1	-0.7325
KIAA1641	-1.8421
SHKBP1	-0.488333333333333
CSF1R	4.34475
NAGK	1.324
MYL2	0.9425
HIST1H4C	-2.684
TOMM7	-1.535375
ADAMTSL3	2.5954
TNFSF14	-1.49875
PRRT2	-1.1865
VTA1	0.083875
AOAH	3.04383333333333
CRISPLD2	1.83464285714286
PNN	-1.0336
TA-NFKBH	-0.45525
ESPN	-0.0485
RBM43	0.064
KIAA1267	-0.947125
DDX3X	0.227222222222222
KIAA1576	-4.57675
PLXDC1	4.4475
FLJ25801	-4.513
HNRNPL	0.43425
RUNDC3A	0.154166666666667
CASP12	0.506
SH2D5	-1.581
RPL26L1	-0.975
OR51A7	0.22525
HDC	2.3035
C2orf16	0.130333333333333
SYTL3	1.054625
GOLGA4	0.4726875
NOTCH1	0.2565
ATPAF2	0.23825
ECD	0.2695
SSX5	-1.4085
SNAP91	0.4235
OCA2	-4.579
PNPO	-0.4395
DAPK1	0.858666666666667
PINX1	-0.948166666666667
SELENBP1	2.451625
NEK3	0.218916666666667
TMED4	-0.349071428571429
SSTR4	-0.2365
FOSL1	-2.9228
CD40LG	-0.1625
CES1	-1.44241666666667
DCI	-0.533
B3GAT3	-0.969
STK17B	0.90875
CNTN6	0.475
CYP3A4	-1.14883333333333
MBOAT2	1.61092857142857
PISD	0.959625
USP1	-0.71125
PYDC1	1.545
CENPM	-1.781
SAR1B	0.67275
TTC7B	0.047125
DP58	-0.271
GPC1	0.79025
RBL1	-1.51375
TMEM137	-3.20583333333333
TOB1	0.790416666666667
TCEAL1	2.36683333333333
CENPF	-1.25081818181818
C6	-0.113833333333333
PRSS1	-2.9215
PPIL6	0.192
C6orf124	-2.605
ODZ4	2.37366666666667
SNCB	-0.309
NDUFB9	-0.572375
CNOT6L	0.554833333333333
S100A9	1.36583333333333
TRIM50	0.494
KCTD1	0.87
WDR63	0.324
SPEF2	1.302375
RNGTT	0.132833333333333
CXorf22	0.33
KCNK16	0.364
CEP250	-1.761625
ATPBD1B	-1.342
KCNJ2	2.59925
MT1B	-0.55
ZNF684	0.181
SLC4A1	0.31175
PDHA1	-1.02075
ZNF492	0.50275
TKT	-1.0585
BYSL	-0.989
RNF38	0.11025
AHDC1	-0.023
KLHL2	1.19275
CMTM8	2.486
DMP1	0.018
HERPUD2	0.0795
CRTAM	3.11116666666667
ZNF572	-0.13425
TMEM16J	-0.352
HSD17B2	-4.61925
UBE2G1	0.43275
AHSA2	-3.6615
PELI2	-0.736
TPX2	-1.978875
ATP9B	0.881833333333333
DAZAP1	-0.403375
HMGCS2	2.85233333333333
C17orf38	0.42575
B9D1	-0.53775
NKX2-5	-0.341
KIAA1276	0.51325
LILRB2	2.991
CSTF1	-0.368333333333333
BTN2A1	-0.4255
C15orf48	3.7995
IGF2BP3	-4.61875
FAM113B	-0.275833333333333
HRG	-0.1135
ZNF131	-0.6775
USP47	0.598
CCDC88B	-0.793125
HCN1	-0.3516
HTN1	-0.671166666666667
SYCP3	-0.12275
C13orf23	-0.4519
PAPOLA	0.2414375
AATK	1.8704
MSH3	0.126333333333333
NDUFAB1	-1.406
ITLN2	-1.05866666666667
BAK1	-0.373166666666667
MRPL45	2.221
MTNR1B	0.147833333333333
LOC645843	-0.8895
SPECC1L	0.181125
PGCP	1.68025
SPN	-0.67675
GPR143	0.2525
ZNF576	-0.199666666666667
TMEM39A	0.4138
ATP5D	-1.33883333333333
MAGEB3	-0.7935
RPS5	-0.536833333333333
ANP32E	-0.468785714285714
MTMR1	0.076
YEATS4	-1.1505
SYNGAP1	-0.03775
PCOLCE	0.632
MNS1	-0.67725
PCYT2	0.998666666666666
ZNF182	-0.62125
LAX1	-0.3695
SPPL2B	-0.2902
ELOVL5	1.5768
PCDHAC1	0.7655
B4GALNT1	-0.769
BLOC1S2	0.2935
ZNF673	-1.1139
ARHGAP21	0.351833333333333
IRX5	3.23
LRFN5	-0.135333333333333
FAM7A1	0.7145
RAB19	0.103
GINS1	-1.71775
ITM2B	1.4617
PAPSS2	1.77233333333333
OR5BF1	0.305
ACSL3	0.3705
KIAA1919	-0.34225
GLT8D2	3.524375
UTRN	1.22292857142857
CNN1	1.18725
HISPPD2A	0.907666666666667
SDAD1	0.1925
SIGLEC9	1.4115
RPL35	-1.58635714285714
C22orf26	0.6465
IMPDH2	-0.31325
WDR69	-0.46075
SEC14L5	0.123333333333333
CLTA	0.30125
RP11-529I10.4	0.6435
GPR37L1	0.1015
OGDH	0.107583333333333
ASB13	1.95416666666667
ZFP14	0.52775
ZCRB1	-0.487666666666667
KPNA3	0.64575
HSPA1L	1.0705
RHOC	1.8625
LOC554175	0.066
PPP3CA	1.8586
SLC1A7	-0.4381
ZNF529	-0.842833333333333
RBED1	0.35025
DDB2	-1.47525
FLJ11286	0.0356666666666667
SPATA1	0.4405
MKNK1	1.02833333333333
DYSF	1.078
ALKBH2	-0.74175
NKD1	-2.10066666666667
C1orf174	-0.9085
PLEKHO1	0.633
ASB10	0.03025
RING1	0.360833333333333
NPC2	0.739375
AVPR1B	0.282
YTHDF1	0.181166666666667
LMAN1L	0.3385
GSG2	-0.961
CEP170	-0.8366
RPS4Y2	1.37175
MSH6	-1.16
HECTD2	-0.133166666666667
ZNF556	-2.77266666666667
PLEKHC1	-0.2985
AIRE	0.343333333333333
BCL2L10	1.126
LMOD3	-0.2325
ZBTB8	1.2388
FOXA2	-3.5325
SLCO2A1	3.2055
C3orf46	0.329
PRDM16	0.321
TMEM98	0.802
FRMD5	-2.72
PDE6C	0.155
C1orf216	1.30866666666667
EP400	-0.309
PTK2	-0.07075
RNF217	0.42425
NDUFA8	-0.803
ZFAT1	0.323
LAMP3	-0.3005
GLTSCR2	0.40475
NPW	0.404
LLGL2	0.8553
PPM1K	-1.066
C20orf177	0.265
KIR2DL4	0.1328
NFKB2	0.71425
C21orf122	-0.333166666666667
HESX1	-0.44825
GPR114	0.9885
SLC25A35	-0.471
GNAT1	0.4735
ORAI3	0.2855
FAM76B	-1.109375
TMEM99	-0.6105
TRIM29	0.2212
CDS1	3.2685
RHEB	-0.2214
C4orf27	-0.185166666666667
RAB3A	0.6545
OTUD6B	-0.8235
GPD1	-0.841
CDH15	-1.37033333333333
NPM1	-0.876785714285714
TMEM117	0.319
PRPS2	0.204916666666667
GCK	0.00600000000000001
ADRA2A	3.7445
TSPYL4	0.984166666666667
TASP1	-0.5205
WDR19	0.0914166666666667
C10orf38	-0.91775
PDE4C	-0.752
FYB	0.386916666666667
C1orf55	0.185
PPFIA3	-0.68675
RAD18	-1.435
C12orf44	0.268666666666667
CRYBA4	-0.4395
HVCN1	1.43225
TAF10	-0.066
C16orf48	-1.40266666666667
DEPDC5	0.731166666666667
LTBP1	-0.6565
MAPRE1	-0.346
FGF8	-0.2985
C3orf52	1.9415
SENP7	-0.0351666666666667
LRRK2	4.46425
RUNDC2A	0.00216666666666667
KIAA0355	0.182166666666667
CPEB1	-1.933
PPEF2	0.55
ABI2	0.394166666666667
KIAA0317	0.46175
ATF1	-0.306666666666667
DYNC1H1	0.558375
DIP	0.70475
TMEM33	0.854166666666667
POLDIP3	-0.076
C7orf24	0.7365
GPR171	1.40325
CDC6	2.00966666666667
PLD1	-0.1296
ITFG2	-0.4435
NDUFC1	0.44525
AKNA	-0.65975
NBR1	0.22625
PKHD1	0.225375
HPS4	-0.7144
MAFA	0.11425
ULBP3	0.5265
DIRC1	-0.9045
IMMT	-0.6115
C22orf13	0.213833333333333
CEL	0.177
MARK3	0.34075
ADAMTS2	1.27316666666667
ARPC3	0.563666666666667
TMEM10	0.01775
NPHS1	-0.15225
BRD8	-0.6255
WDR12	-1.76625
IDI2	-0.2235
HOXD13	-1.6765
OR8G2	-0.867
SLAIN1	-3.98425
GABRQ	0.0745
NR2C2	-1.3805
NKTR	-1.3735
TLE2	1.2015
KIAA0892	-0.388
AURKA	-2.35481818181818
GPRC5C	1.69016666666667
TBC1D9B	0.514
PNPLA6	-0.2165
AP3B1	0.63175
NAG	0.171125
C11orf68	-0.46325
AKR7A3	0.0445
AHCYL1	0.910583333333333
COP1	-0.130833333333333
RPP14	-0.166083333333333
PCDHB18	0.35975
CDH24	0.5755
KRT17	-0.9712
LACTB2	-1.635
DDX24	0.5254
PHACTR1	-2.202
SLC35E2	-1.19575
LOXL1	0.60575
IQSEC2	0.653
RGSL1	0.715
PCDHGC5	0.119
MEGF10	0.86225
PRRX1	1.918
ASTE1	0.7025
C6orf159	-0.4365
MYOD1	0.23525
GAA	1.7045
ZNF747	0.87525
KLRC1	-1.7105
IL1RL2	-0.0265
GDF9	1.366
GPR119	0.192
TRAF2	-1.61383333333333
HCK	3.39633333333333
BMP6	-3.2855
IL8RA	3.01966666666667
FLJ35848	-0.3365
EFHA1	0.38
CDSN	2.65366666666667
C14orf54	-0.1625
LSM3	-1.24175
ZFP41	0.5525
C9orf126	-1.65066666666667
VIT	-2.2495
SPCS3	-1.21025
DEF8	-1.8294
CHAF1A	-1.44516666666667
C1orf165	-0.677333333333333
ZFPM2	1.70433333333333
FTH1	-0.33225
SLC35F1	-1.028
YWHAH	1.92975
C17orf66	-0.580333333333333
ADRB1	-0.379333333333333
FOXL1	-0.259
RG9MTD3	-0.960833333333333
UMPS	-0.103875
MGC13008	-0.133
KIAA1161	0.1225
CCDC77	-1.9945
C12orf65	-1.6514
COG4	-0.917833333333333
RCP9	0.370166666666667
RP4-692D3.1	3.655
CDC2L5	0.40175
MGC7036	0.271833333333333
DNAJC11	-0.73175
GDF2	-0.153
TIMM17A	0.25775
HNRNPA0	-0.4317
OR2H1	0.2125
PCBP1	0.31625
COL23A1	-2.10925
LRRC2	-0.774142857142857
NSD1	0.136285714285714
FLJ37078	-1.300875
WDR91	-0.174
TMEM179	-0.17125
DSCR10	0.3485
CNDP2	0.8378
FYN	-0.622
BEX2	1.00533333333333
KCND3	1.033
YPEL5	1.328875
LRRC42	0.775166666666667
C17orf45	-0.039375
ZNF649	0.5837
LOC150763	1.083
COL5A2	3.588
CNGA2	0.7755
ELA2B	-0.7175
RAB9B	0.82825
FAM100A	-0.08925
NAIP	0.569714285714286
MYOZ2	-0.165375
SPATA12	-0.58
XRCC4	-0.918
CYB561	2.3658
CHST10	0.26025
BAI1	-0.402
BRSK1	0.0175
C17orf89	0.344875
PDE6H	-0.8045
FLJ20309	0.3958
MAP7	1.4905
SCN4B	0.7855
SPAG9	-0.432375
SERTAD1	0.143666666666667
FLJ21963	-0.7395
ANTXR1	1.6621
TMPRSS13	1.6555
ETV7	1.93483333333333
DGAT1	0.101
NKIRAS1	0.757666666666667
TAC3	-3.571
CORO1C	0.201583333333333
RAD54B	-1.27975
HRASLS3	1.4355
C21orf42	-0.27225
BARD1	-0.587333333333333
ZNF177	-0.659
MIP	0.1845
ZNF442	0.142
F2	-4.2895
GRIA1	0.340125
GALNTL2	2.05516666666667
WNT5A	-0.5031
LENG9	0.2145
hCG_25371	-1.269
FOXR1	0.428
TRA@	0.4485
PWWP2	1.014
C1QTNF7	1.1755
SLC7A4	0.30925
C4orf7	3.33175
C17orf80	0.697
KLK4	1.366
IL31	-0.1715
TMEM176A	3.68925
CTNNB1	0.77525
BHLHB2	1.2235
TMEM185B	0.8285
ARD1B	-0.5095
C1orf93	0.425
BRUNOL4	-0.270666666666667
LOC541469	1.782
UPK2	-0.19575
GAS8	0.0608333333333333
PATE	0.234
IMPACT	0.283
WNK4	-1.75966666666667
HNRPLL	-0.281625
GAD2	-0.12125
ITGA6	0.3025
BMP15	0.183166666666667
CYP2A7	0.212375
RIC8A	0.837
CCND1	2.667
USP35	2.422
DSCR2	-1.765
CCL4	3.60266666666667
ZCCHC10	-0.1335
NOL11	0.08875
TRPM2	0.70125
PSMD2	-0.165909090909091
CHTF18	-1.60625
USP18	0.9645
RRAS	0.270875
LAMC3	-1.2105
TOX	-3.75816666666667
PCDH15	-0.153
GABRG3	-2.05775
NUDCD2	-1.31875
SGCZ	0.363
KCTD17	0.1795
SPSB2	0.2845
TPPP3	4.016
CILP2	1.76483333333333
CALB2	1.06825
CEBPZ	-0.805333333333333
ZNF479	0.54925
FMOD	5.9135
C21orf66	-1.10985714285714
CLN6	-0.835166666666667
ANAPC1	-1.12175
SH2D3C	1.45275
PTPN14	0.6951
TRIM42	-0.12
APTX	-0.04725
SNRPG	-1.45183333333333
BMS1	-0.122
MAGEA3	-4.921
NFATC3	-0.766666666666667
LRRC45	0.673833333333333
ARS2	-0.138428571428571
LRIG1	2.11166666666667
EPSTI1	0.984
PRSS27	-0.6495
ERC2	0.00525
PRKACB	2.18464285714286
PRDM13	-4.1665
