Hybridization REF	TCGA-BH-A0HQ-01A-11R-A034-07
ACY3	-0.8345
HECW1	0.50925
ZNF519	-1.308
HOPX	3.74471428571429
ZNF304	1.68025
OR12D3	-0.096
FKSG43	-0.336
METTL1	0.35
MFSD3	0.7404
PSPH	-1.08425
CLCA3	-0.581
DARS2	-0.014
CDC25A	-3.3362
BAIAP2L1	-0.39025
B3GNT5	-0.37125
USP29	0.55875
ARHGEF10L	1.1547
ATOX1	0.839
ADAM30	-0.19225
DNASE1	-0.16475
STT3A	0.884666666666667
RAB6IP1	-0.5295
PTN	3.0576
C1orf106	-1.32830769230769
HECA	1.722
RNF122	1.02075
SLC22A18AS	-0.765
GNG8	-0.115833333333333
ELP4	-0.49525
FAM65A	0.328333333333333
RPL10A	0.0136666666666667
IRS4	0.4445
MACF1	1.2614
SEC24D	0.20275
LOC374395	0.48725
TGFB2	0.845375
MDFIC	0.033125
CHRNE	0.552666666666667
PCMTD2	0.0166666666666667
ATP6V0D1	-0.549666666666667
MTA2	0.42375
LZTR1	-1.1155
RAP1A	0.197166666666667
AXIN1	-0.27825
POLR1C	-0.06825
TRIO	-0.285416666666667
PLXNA4A	-0.704166666666667
C5orf33	0.728
DEPDC1B	-3.58425
ZNF473	0.0495
MTM1	0.869125
GPR107	0.458166666666667
CSNK1A1L	0.186
FLJ14154	-0.547
NLRC4	3.61825
ENPP4	2.4435
PADI3	-0.873
RNF170	0.582375
CG018	1.5205
C16orf7	-0.3135
KCNE1	1.31125
NRM	-1.38966666666667
SLC37A3	-0.00199999999999999
TPD52L2	-1.49416666666667
UNC5B	2.6425
C12orf12	-2.195
SDHB	-0.5975
CLRN1	-0.09875
NUDT10	-0.241
UGT3A1	0.190571428571429
FBXW8	-0.042375
RHOF	-1.7295
PTPLAD1	0.482125
MYO3B	-2.043
DERA	-0.88825
TPP2	-0.26375
C19orf53	0.191666666666667
GINS3	-1.419375
ST6GALNAC5	2.2665
CHSY1	0.84925
MGC15705	-0.268
GPR83	-0.335333333333333
EXT2	0.1995
DOLK	0.5625
TUBAL3	-2.08125
ACVRL1	2.44177777777778
ABL2	0.102833333333333
C14orf156	-0.0125
PTPRZ1	-3.06142857142857
DIP2C	0.434875
LAMP1	0.91275
RXRA	0.0958
MAP3K5	0.398
ALKBH1	0.0583333333333333
PDLIM7	-0.083875
ARL14	-2.509
SNIP1	-0.421833333333333
TIMP3	1.93366666666667
RGS3	-0.0113333333333333
SPAG16	-0.3411
ABHD4	-0.1285
ARHGEF12	0.491666666666667
GLUD2	-0.43
RAC2	-1.1774
UAP1L1	-1.073
SLC18A3	0.781
YOD1	-2.32283333333333
RALY	-0.90425
HMOX2	0.890625
DGKH	1.07425
DBNDD2	1.794
YIPF4	0.641625
THAP10	-0.0245
ZNF513	-0.048
HAGHL	0.3165
ITGB4	0.703
CCDC141	-1.216
YTHDF3	0.99025
C5orf28	0.711
RPL7L1	-0.69075
TMEM30B	1.78842857142857
ANKRD35	2.386
DUOXA2	-0.95375
TBC1D5	-0.28725
DFNB59	-0.0815
HRH4	0.18275
MYO6	3.1826
DNAJA4	1.781375
RBM24	0.077875
CEACAM20	-0.998
RBM23	-0.501714285714286
NGFB	-0.6395
C1orf63	-1.2102
KRTAP7-1	-1.2175
PERLD1	2.45425
NPB	0.136
C17orf59	1.0338
HSPBAP1	-0.38825
SLC15A4	-0.24075
PRTFDC1	-0.44125
OSMR	-0.519428571428571
CYSLTR2	0.698
C19orf25	0.5452
KIAA1797	-0.1525
NLRP6	-1.552
FAM105B	-0.0223
SCRN2	0.072
LRRC58	-0.7677
RNF17	-0.669857142857143
NEIL3	-3.881
FAM137A	-0.792
SKP2	-4.15625
PARVA	1.43125
PKLR	-1.947
RNF34	-0.84
A3GALT2	-0.28475
C12orf50	-0.223
SUNC1	-1.4225
FAM102B	-0.497333333333333
CCT2	-1.095
LRRC37A2	-1.3915
ARF4	1.027
SIKE	0.0225
C8orf48	4.177
MBTPS1	-0.012
GPSN2	-0.2545
NCF2	3.273
SLC12A6	-0.187
MRPL48	-0.261
HMGN3	0.481
LRRC62	-1.263
PAX9	1.5805
FAM55A	1.54
C20orf42	-1.565
SCML2	-2.50416666666667
BCL9	1.18275
FAM40A	-0.5415
C9orf41	-0.135
ZNF774	0.43
LETM1	-0.61525
PLXNB1	0.1445
NIPSNAP1	-1.185875
USP10	-1.43075
F9	0.467333333333333
LIPE	1.49075
CNGB3	-0.792
C12orf52	-0.379
PI4K2A	-0.365
MED8	-0.137125
STAT4	1.2382
FGD4	0.364
RNF145	-1.79816666666667
WDR32	1.82077777777778
CLDN2	0.5515
TCEAL8	0.74375
ZMYND8	-1.5722
PDXK	-0.498625
GATAD2A	-0.45875
PTGES3	-0.9375
CCM2	-0.55175
TAP1	0.595875
ZNF670	1.11525
ETS2	-0.836071428571429
C6orf166	-0.114166666666667
PRMT2	0.34
OR4B1	0.6605
INTS8	-0.2105
CCDC102A	-0.19825
CCDC83	-0.341166666666667
ITGA1	0.0575
EPHA5	-2.6769
FAM24B	-1.2
TSGA10	4.00975
HAL	-2.98516666666667
MYOT	-0.0335
SPACA3	0.324
BCL2L2	-0.32
CUGBP2	0.0558333333333333
CCNB3	0.94275
RNF113B	-0.208
MERTK	0.44
BAG1	0.1425
VPS36	0.931
ORMDL3	0.3908
C1orf190	0.8195
ZNF625	0.09425
CORO2B	-1.3455
ALOX15	-0.9455
CST1	1.7605
NUPR1	2.04
CCL7	1.4915
SMCR5	-3.0045
DSC2	2.2795
RBMS2	0.08725
GRIK4	2.005
TRIM65	-0.8316
TMPRSS6	0.126
TP53INP2	-0.74675
GLB1L	0.491666666666667
LOC388284	0.0601666666666667
PUS1	-1.32185714285714
BCL9L	-0.713
OLFM1	-0.872333333333333
RET	0.694125
MASTL	-2.68116666666667
ALX3	-0.216
IL1RL1	0.608833333333333
ZNF765	-0.6026
C14orf138	-0.89275
SNX10	-1.18383333333333
TAC4	-0.5755
C1orf64	4.082
POGK	1.818625
MAPK9	0.091
ZNF366	3.245
C8orf79	3.008
CLDN7	3.07325
OR5AT1	1.2
TRIM37	-1.9585
LRRC25	2.615
GRHL2	3.9931
TEKT3	3.615
LASS5	-0.754833333333333
ABCC4	-2.08418181818182
DLG3	0.9545
VGLL1	1.687375
ZFP36L2	1.934
MFRP	-0.570833333333333
KIAA1799	0.0595
FLJ44379	3.401
PCNX	-0.04025
ANXA9	1.6795
CYP4V2	1.7301
PIK3C2A	-0.63825
SRR	1.484
NOL3	-1.24525
IFITM2	0.465
ARNTL2	-1.47775
ZNF595	0.16225
NLRP13	null
ASPH	0.87475
CPA2	-0.695
PVRIG	-2.15366666666667
LEPR	-0.580166666666667
C16orf42	0.352166666666667
SH3BGRL	2.657
FAM77D	1.52033333333333
FNDC7	1.114
C9orf6	-0.104
NOTCH2NL	1.68683333333333
PGBD1	-0.644833333333333
SYNGR2	0.0673333333333333
PITPNA	-0.3785
PRPF4B	-0.7333
SLC43A3	-2.15942857142857
NRBP1	-0.634
SLC25A22	0.089
ILK	-0.11725
SLC22A8	0.8176
MRPS7	-0.312125
PITX2	0.081
FABP3	-0.016375
OR1L1	1.2835
LOC728215	1.271875
BLID	-1.9445
KIAA1217	3.39735294117647
TFPT	0.25175
AP4B1	-0.81075
VBP1	-1.21375
OR1K1	0.4315
MORC3	0.9185
BHMT2	-0.00783333333333334
C3orf10	0.525375
FZD7	1.50266666666667
WFDC10A	-0.356
PMS2CL	-0.215
CCDC32	0.451333333333333
FA2H	-0.164
ALG13	1.1105
TTLL7	-0.27425
SPOCK3	2.0095
SLC13A2	0.6125
AIM1	1.56125
GPRC6A	-4.275
EGR2	4.024
MED11	1.31
WWC1	1.61025
SH3GL3	-4.08525
RIF1	-0.812785714285714
PRLH	-0.3405
VLDLR	-1.2175
DBT	0.4626875
C21orf63	0.37775
CGGBP1	-0.655375
KRTAP12-2	0.029
TADA3L	-0.92225
ZBTB16	2.961
PDGFB	0.6865
RFX1	0.43675
UQCRB	0.4198
LOC133874	-0.6795
HPS3	-2.01225
LGALS3BP	0.8007
DKFZP564O0823	1.49142857142857
MRFAP1L1	-0.017875
HOXA10	-1.36183333333333
NGB	-0.486
KIF21A	-0.570769230769231
IFLTD1	0.9555
LZTS1	-0.254625
ARHGEF3	1.08775
RHBDL3	0.1205
CSNK1G2	-0.509416666666667
ChGn	-1.576625
KIAA1244	2.94583333333333
GABRB2	0.003
MGC72080	-1.4005
CD27	3.34575
EGLN1	-1.2301
PEX13	0.7225
RWDD3	0.30475
RNF12	-0.6075
GRIN2B	-2.065
ADAMTS14	-0.58
DYDC2	2.51433333333333
ATP6AP1	0.7458
NR1H2	-0.345166666666667
PDK2	0.277
C3orf17	-0.3165
SLC38A2	-0.685642857142857
SLC25A29	-0.706666666666667
C15orf29	0.416625
ADAM9	-0.210583333333333
TMUB2	-0.057375
GPR176	-0.7655
AGK	-0.787375
MCCD1	3.629
NDUFA4	0.343
TMEM146	1.4895
DUSP1	0.00787500000000001
UNQ6975	2.2415
EMX2OS	4.37166666666667
INSM2	1.96666666666667
LUZP4	-1.33175
SETD6	-0.87075
P2RY2	4.34425
SLC45A2	-1.9455
RABGAP1	0.144833333333333
UBXD5	-0.029125
GPRC5A	0.00290000000000001
PAK3	0.328166666666667
LOC63920	0.126
TGFBR1	0.8481
KRTAP6-3	0.09975
SFMBT2	-1.56933333333333
CDC42	0.328375
C11orf35	0.475
TTLL2	0.5005
UACA	0.713909090909091
CD97	-1.6579
SETD5	-0.676125
NINJ2	0.0735
PTER	1.45866666666667
POMGNT1	-0.0895
KRTAP4-2	0.165
ECGF1	1.606625
HRB	-0.0967272727272727
ATP1B2	-0.7256
LOC400506	0.67375
COL4A3BP	0.8565
C6orf97	1.5305
GRHPR	-0.1555
TAS2R1	0.695
SEMA7A	-1.8815
EDF1	0.19375
ODF2L	1.15077777777778
PCID2	-0.578333333333333
GTF2H4	-0.739833333333333
ZCCHC3	-0.95
CGB2	0.111833333333333
NEUROD1	-1.2055
C20orf75	-0.0325
RP5-1054A22.3	2.009
IFNA5	-0.054
ZNF134	0.52275
MGC119295	-0.8629
ZSWIM6	-0.241
SMEK1	-0.176
PCGF2	-0.204125
C1orf102	3.143
CYP2A13	1.4225
KCNH6	-0.6514
MDM1	0.3502
ALDH7A1	-0.335833333333333
C9orf75	1.069
VDAC3	-0.291125
OR51T1	0.763
EIF3F	-0.741416666666667
KCNJ10	-0.0483750000000001
LENG8	0.02425
EDEM2	-0.31575
CCNJL	-0.693833333333333
DHX37	-0.461
CRYGN	1.0595
AATF	-0.481875
ZNF630	1.68925
E2F5	-0.601
WFDC13	-0.69225
FTSJ3	-1.31333333333333
C4orf33	0.92
LHFPL4	-3.2155
C19orf56	0.21225
SMAD4	0.30125
AFM	-2.11
G0S2	-2.01275
FCHSD2	-0.2396
RRP1B	-0.8053
EEF1B2	-0.253666666666667
STAT6	0.346333333333333
ZNF195	-0.756
GNL1	-1.2975
ZNRF2	1.89666666666667
PER3	-0.363875
ASB16	0.429
C10orf10	1.33135714285714
ADCY8	-3.501
C9orf58	-1.63766666666667
ARMC10	0.3845
PSG1	-0.408
DHX34	-0.71
VARS2	0.054
NFIC	0.10475
ITPR2	0.7595
AGXT2	0.703833333333333
OR6K3	0.004
H2AFZ	-0.636
MLLT3	0.326666666666667
COX4I2	2.30925
CCNT2	-0.536375
PLK4	-2.335
NUMBL	-0.619833333333333
MED16	0.31025
PLEKHQ1	0.57075
GOSR1	0.5835
BTG4	-1.3045
RPL30	1.00733333333333
IGSF5	-1.36175
IGFL2	2.633
ELMOD2	1.77416666666667
SHC3	-1.14916666666667
HAVCR1	0.0635
DYNC2H1	0.0506250000000001
RNF5	-0.762833333333333
C2orf7	-0.10375
NLF1	0.964
KLHL25	0.1455
LRP10	0.9952
KRI1	-0.53875
PUS7L	0.480833333333333
MGMT	1.175
HOXD1	0.201666666666667
CSH1	0.2999
ATG16L2	-1.96175
FLJ44635	1.34
CHODL	-0.24025
EXOSC8	-0.978
SLC28A1	-0.76275
MYO7B	-1.5486
SEH1L	-0.3044
MTNR1A	-0.122333333333333
TSPAN5	0.688
CDC45L	-4.449
AMIGO1	0.578
ATAD3A	-1.616625
OSGIN2	0.3915
PDIK1L	0.825
DARC	2.195
PIPSL	0.737
SHMT1	-0.705
CRISP3	-0.3685
POPDC2	1.90816666666667
ZRANB2	-1.26833333333333
FBXL8	0.021
TRIP13	-2.704
EIF5AL1	-2.0535
POU5F1P3	-5.67533333333333
IL6	-2.93716666666667
CXorf38	-0.6075
IFNA16	0.447
FBXL2	2.42216666666667
BRD1	0.01725
STATH	-0.96525
FBXO44	0.127833333333333
MCCC2	1.18
CDC2	-2.1583
C5orf23	1.917
IVD	-0.3655
C10orf122	-1.02366666666667
MSL3L1	0.4691
MVP	0.84725
EPOR	-1.0298
ZMYM1	-0.261666666666667
BCL7C	0.616166666666667
PSTPIP2	1.6778
LYPD1	-0.83
OR8G5	0.8145
ZP3	0.282333333333333
BCAS4	0.890833333333333
EDG6	1.30825
ISY1	-0.92375
PRAMEF2	-2.1505
CUL1	-0.9575
RNF213	0.5894
CCRK	1.5535
DHX9	-0.256125
C13orf29	-0.36
NCKAP1	0.780333333333333
MRPL43	0.985
XPR1	1.32275
PKN2	-0.039
PODNL1	1.5805
ZNF333	0.85225
DALRD3	0.8225
OPN1SW	-0.481
BTBD6	0.31875
C11orf82	-2.064
OR5P3	-1.261
DUSP11	-0.18225
L1CAM	-2.1987
NEK11	2.1775
OR7E91P	1.8975
CNTN3	3.2045
CREB3L2	0.81425
ZBTB37	0.77
KIAA1324L	1.1475
NDUFB10	0.787
NUDT2	-0.14175
GTPBP8	-0.95325
CACNA1D	0.912625
PRKAA2	-1.44333333333333
PRDM8	-0.245
MGC16075	-0.5645
KRT14	1.791
PP8961	0.494
MRPL18	-0.1965
ABCG2	-1.59475
PACRG	2.31525
BBS2	0.3375
KREMEN2	-0.6205
FBXO21	0.7265
HNRPUL1	0.0448333333333333
GRB10	0.14375
CLSTN1	0.5385
LMAN2	-0.4345
C17orf61	0.723
NIPSNAP3A	1.06025
INSIG2	-0.649166666666667
PCDHB7	1.09416666666667
STXBP2	-0.017875
CMAH	1.8175
SEMA5B	-0.65375
ZNF155	0.157666666666667
COQ6	0.341
PRPF4	-0.57725
TSPAN15	3.046
VN1R5	1.68966666666667
LATS2	0.486
SELK	0.41075
PGK2	-1.14
MS4A1	-2.8665
TYW3	-0.3684
KRTAP5-1	0.621
RCCD1	-1.87566666666667
BTN1A1	1.0655
DDX28	-0.19575
TMEM65	0.2725
LOC92345	-0.086
TTC31	-0.68975
WDR46	-0.930166666666667
CHP2	-0.0583333333333333
LSP1	0.689
ZNF542	0.59225
EXOSC1	0.226
ARHGAP18	0.0273333333333333
LRRTM4	-0.7225
MAOB	3.859
CACNB4	-1.588
MGC33846	0.561875
RANBP3L	5.42225
ATP5L	0.19125
ONECUT1	-3.4705
NUDT9	0.79525
TMEM149	1.116
STX17	0.924
IGSF10	-3.506
TMPRSS9	0.22
BMPR2	1.09336363636364
ALLC	0.204333333333333
KLF7	0.058
GCC1	1.0248
TIMM9	-0.011
CDO1	1.4225
MGC10701	-0.312
IFI6	-0.108333333333333
FRMD8	0.7325
MGAT2	0.44525
WBP5	0.505833333333333
CNIH2	-0.503
KIAA0907	-1.2413
KCNH8	0.8345
CTSG	1.4815
GRIK1	-1.031
CUL5	0.996
FRMD1	0.579
OR9A4	0.891
SYT6	-1.213125
FOXD4L2	1.519
ANAPC2	-0.744333333333333
OPN5	0.254
TAF13	0.666
LYG2	-0.909
GGNBP1	1.3855
C11orf40	-0.288
OTX2	-1.3435
REG4	0.134666666666667
EIF5	-0.0163125000000001
PALB2	-0.0605
SEPSECS	-0.0371
RNASE3	-0.69625
TRIM49	-1.318
POLR2K	0.6894
GPR42	0.3495
C8B	-2.3135
SASS6	-0.048
PREB	-1.0195
OR3A3	1.14
TUBA8	0.792125
IGLV2-14	-1.38375
STIL	-2.1185
ANKFN1	-0.743
NME7	0.34575
HOXC12	2.06275
UBE2C	-1.88575
FHOD1	-0.891625
CDK2AP1	-0.414666666666667
OR6K2	-0.321
DHPS	-0.5865
RPL5	-0.00516666666666663
TRGV5	0.9645
LOC541472	0.1195
HCCS	-0.201444444444444
DENND1B	1.252
LHX3	0.249
OR5D16	0.8475
CXorf57	-0.190166666666667
IRF2BP1	0.53
NDST2	0.8415
LCE3D	-0.908
BOLL	0.244666666666667
SYT3	-0.9185
PIH1D2	2.166
C20orf7	-0.5845
IL1R2	1.028
SLAMF9	1.4115
PPME1	-0.90925
PIK3CA	0.06225
TRAPPC1	0.389125
COLEC10	-0.969
SLC9A6	-1.70833333333333
PDDC1	-0.4885
CCDC53	0.89025
GK3P	-0.6545
DAZL	-0.888
BRI3	-0.085
SDK1	-0.8295
CYP2C18	-0.127666666666667
IFI44L	1.1955
RPL3L	0.9315
FUT9	2.40783333333333
KIFC2	-0.176666666666667
PMP2	-1.247
SLC4A9	0.1235
PLAG1	-1.2305
MYCBP2	0.488
OR4E2	0.1155
CCDC65	2.74366666666667
C16orf82	-0.14425
ENTPD4	0.27525
BRP44L	1
PMP22CD	-0.0786666666666667
TMCO4	1.04216666666667
KCNN1	-0.9708
WDR35	0.2985
CCDC80	1.85275
C3orf31	-0.378
SLC7A9	-0.68225
TMEM190	2.9785
DBC1	-0.056
FADS3	-1.32083333333333
PDZD8	-0.119333333333333
GRM5	0.322875
AZGP1	4.4548
PEX3	0.7655
MED1	0.264
ATG4C	-1.2265
HNRPH3	-1.096375
FAM109B	1.9915
C4orf17	-0.242
CA10	-1.89333333333333
OPRD1	0.3905
CCL16	-1.8655
SACM1L	-1.314
CST6	6.1045
CD63	1.029
LGI1	-2.6215
ZNF784	0.5995
CRYBB1	-1.561
CX3CL1	0.9562
TOP2A	-2.93825
GYPB	-4.511
GADD45GIP1	-0.56625
FEN1	-2.60625
IGF1R	0.6046875
WDR72	-2.06416666666667
PURG	-0.928166666666667
DEFB126	-0.66775
PKD1L1	-0.508666666666667
CAV1	-2.1364
GNPDA2	1.0308
DGAT2	-1.417125
NLGN1	-3.5385
STRBP	0.041
HPRT1	-1.176
FANCI	-2.12225
PSMA7	-0.00400000000000001
DBF4B	-1.03983333333333
TTF1	-0.669
RAD54L	-3.12075
ELOF1	-0.68825
PLAGL2	-0.45925
ZNF256	0.22675
HMGCL	0.654
MSI2	-0.127166666666667
RPESP	1.1075
C11orf60	0.9505
ABCD1	-0.1845
ACAA1	0.2927
SPARCL1	5.95514285714286
IL6ST	1.587
ZNF319	0.35
TMEM109	-0.6595
FAM90A1	-0.713333333333333
IL22RA1	-1.204
ATP4B	0.878
TEC	-1.7668
C7orf30	-0.30425
TXNDC2	-0.813666666666667
ABCB4	-0.47375
KIAA1191	0.5845
C9orf38	0.1615
SFTPB	0.213
CNTNAP2	1.95245454545455
FRK	1.889
TBX19	0.507
CHD4	-0.6905
C6orf26	-3.1415
MOSC2	2.66
IKBKE	0.3595
HIF1A	-0.858
LOC595101	-0.8835
RELA	0.122666666666667
TMEM16B	-1.478
ABHD12B	-1.23375
TSEN34	0.789
KIF18A	-3.05325
TXNDC9	0.210333333333333
SPATA2L	0.2905
SEMA4G	-1.226
C21orf91	-0.727
MATN1	-3.1205
KCNIP4	-0.5466
TUSC1	2.1135
OR4C15	0.9765
ARMCX6	1.01708333333333
WBSCR27	-0.853833333333334
OR52I2	-0.365
KIAA1604	-0.30525
DYNC1I1	-1.366625
PPP4C	-0.217
SLC47A2	-1.6925
TREH	0.202125
CD48	1.13933333333333
ST14	1.679
PKN1	-1.254
SPON2	2.999
XBP1	2.28641666666667
SFRS12	0.0195
EFCAB6	2.14875
SELT	-0.0605
SLC39A2	1.457
ERF	-0.546666666666667
ARL3	0.79525
SURF6	-1.3239
MLLT10	-1.15738095238095
FLJ11171	0.0666666666666667
TDGF1	-4.90633333333333
ERCC6	0.249
EIF2AK4	0.76925
BAZ1A	-0.00683333333333334
LRRN3	0.546666666666667
TMC3	-5.352
EFTUD1	-0.27725
PTPRO	1.5168
CLEC12A	0.135375
ACBD4	0.155625
ZDHHC14	-0.678125
OTUD7B	1.886625
ACTB	0.25
MSRA	0.49775
LCE5A	0.374
IFI35	0.48825
BSCL2	-0.212666666666667
ANKRD12	0.410833333333333
CFHR2	0.44075
RGAG1	0.714166666666667
HSFY1	1.6305
SLC30A5	0.342333333333333
IMPG1	1.033
GPR109A	-0.2785
ZNF185	0.74425
IYD	2.7
NPCDR1	0.8855
SERPINA13	-0.357
HMGCLL1	-1.364
NEUROG1	0.944
UBQLN1	-0.0828750000000001
LIN37	0.41275
SOCS2	-0.46375
DSCR4	-2.324375
XKR6	-1.03025
GPR142	0.446
KRTAP13-3	null
CCDC15	-0.598
MOS	0.1995
CD1E	-1.407
OFCC1	-0.3952
FAM83D	-2.893
SRFBP1	0.23725
C9orf96	0.2365
DHDH	-0.12775
CCDC90A	-0.1785
RABL3	1.00215
CD320	-2.3525
ANGEL2	1.06108333333333
MRPL21	0.32725
SMG6	0.561666666666667
INSR	1.79
FLJ14816	0.135
GLRB	0.489833333333333
C9orf89	1.09975
CIZ1	-0.946875
URG4	-0.430166666666667
LRDD	-1.62483333333333
CBY1	0.465
NFX1	-0.244125
MTERFD2	0.452071428571429
C19orf23	0.0815
PGC	-2.953125
IER3IP1	0.7034
RASAL2	0.9945
C1orf89	-1.2655
SYNJ1	-0.308375
NFKBIE	0.54325
FLJ40125	-1.10683333333333
TCEB2	0.0383
NOG	-2.527
POLR2J2	-0.499166666666667
HLA-B	1.53
PCDHA1	2.0935
PPP2R2B	-1.1925
ARHGEF17	0.595833333333333
TCF7L2	1.51214285714286
CHD5	-1.41333333333333
ZNF431	-0.41375
TBC1D25	0.00999999999999998
ZNF800	-0.20425
SCUBE2	2.631
MYCBP	0.7685
GPX5	0.825
C6orf129	0.089
QSER1	-0.422166666666667
ULK2	2.71175
PIGO	0.656
NRCAM	-2.40592307692308
SLC35E3	-0.103375
CSRP2	-1.17625
HYPE	-0.41
MAPK15	-0.317333333333333
MGC14327	-0.0535
TIMM13	-0.326
ZNF462	-0.56275
GBA3	0.2795
TEX13A	0.128
MCM6	-1.37222222222222
MTRF1	-0.2125
ABCA7	-0.8195
EIF4A2	-0.92225
ZC3H10	0.7705
RPGR	0.4865
C20orf94	0.69125
RP1L1	-0.3895
GPR125	-0.2355
USP22	-0.0736428571428571
OR1L4	-0.7685
MLZE	0.539
FLJ32065	0.27375
PTCD1	0.3975
CRTAC1	0.714166666666667
BXDC2	-1.62525
C18orf1	0.9985
FAM107A	0.716642857142857
EFNA3	-0.522
P18SRP	-0.2668
CAMKK2	0.577416666666667
KIAA0649	-0.449
NES	-1.54766666666667
HS6ST3	3.177875
PON2	0.24925
TCP11L2	-0.63025
CLEC4A	2.63875
PRR12	0.362
MLXIPL	-1.8079
C2orf50	1.314
ZNF28	0.9245
ENC1	0.6415
MAP2K1	-0.863125
FKSG2	2.328
KIAA0430	1.245
PTP4A1	-1.6075
GPR156	0.9725
GTF3C6	0.49175
UBR2	0.7601
LOC388272	-1.5065
MAK	2.5215
ACOT4	3.6235
STC2	2.63441666666667
PIGW	-0.983875
SAE1	-0.553625
COL6A1	1.47486363636364
OAZ1	0.168
STMN4	0.843666666666667
EDG3	0.2588
SGCE	0.629166666666667
IL11	-2.6825
PRSS8	3.1525
YIPF5	0.772833333333333
WNT4	3.775125
CSN2	-1.002
TCF7	-3.23475
TDO2	1.66575
SAMD9	0.330125
S100A7A	0.4945
MMRN1	1.58625
GKAP1	-0.03775
AKR1C3	-1.161375
RNF19A	0.3525
GMDS	0.013
YKT6	-0.89925
SPARC	2.9412
C12orf31	-0.315
UBE2V2	-0.689666666666667
FBXL18	-0.169666666666667
KIAA0460	1.2455
ADAM22	-0.355
SERPINC1	-2.719
KCTD21	0.34175
MYOHD1	-1.41
ZNF37A	-0.366166666666667
GTF3C1	-0.213666666666667
CTSZ	2.63725
PRNPIP	-1.154125
DRD1IP	0.5475
NR1I2	-2.1295
ZNF266	-0.1769
SPAG4L	0.194
COX4NB	-0.37425
SAPS1	0.195666666666667
APOA1	-4.204125
TATDN1	-0.125666666666667
C10orf82	-2.44675
KPNB1	-1.27525
FOXO3	0.44925
CRYBB2	-1.2505
ZBTB5	-0.276833333333333
SLC25A38	-0.89775
DCTN2	-0.457333333333333
IFT20	1.1165
CTHRC1	2.8215
C1orf31	0.453
UHRF1	-1.3436875
GPC6	-0.826
C10orf54	1.472
MCF2L2	-0.6735
WNT9B	0.520428571428572
OLA1	-0.408625
FAM120B	0.7595
TTLL10	0.564
CYorf15A	-4.032
RELN	-2.1086
SCN2B	2.22025
MFHAS1	-1.07125
NKX3-2	-0.608833333333333
RASGRF2	0.4485
SSBP1	-0.00983333333333333
KPNA6	-0.343928571428572
LOC389118	-0.249
HS3ST4	-0.584
SUPT7L	-0.298125
FLJ32658	-1.17925
IGFBPL1	-0.7675
KIAA1641	-1.8987
SHKBP1	-0.602833333333333
CSF1R	5.144
NAGK	0.2415
MYL2	1.5245
HIST1H4C	-1.4925
TOMM7	0.62575
ADAMTSL3	2.3368
TNFSF14	-0.80625
PRRT2	-1.4415
VTA1	-0.103875
AOAH	2.98333333333333
CRISPLD2	1.95664285714286
PNN	-1.1055
TA-NFKBH	-0.8555
ESPN	-0.04575
RBM43	0.651
KIAA1267	0.880375
DDX3X	0.331111111111111
KIAA1576	-3.9085
PLXDC1	5.42116666666667
FLJ25801	-4.48175
HNRNPL	-0.70375
RUNDC3A	-0.413333333333333
CASP12	1.436
SH2D5	-1.67225
RPL26L1	-0.0665
OR51A7	-0.815
HDC	4.931
C2orf16	-0.3942
SYTL3	2.413125
GOLGA4	0.3943125
NOTCH1	-1.03033333333333
ATPAF2	0.888
ECD	0.6275
SSX5	-2.31933333333333
SNAP91	0.67675
OCA2	-4.0995
PNPO	0.711833333333333
DAPK1	-1.07716666666667
PINX1	-1.03133333333333
SELENBP1	1.354125
NEK3	-0.0568333333333333
TMED4	0.0793571428571428
SSTR4	-0.7775
FOSL1	-2.7885
CD40LG	1.052
CES1	-1.64472727272727
DCI	0.0476666666666667
B3GAT3	-0.324666666666667
STK17B	-0.8405
CNTN6	1.67825
CYP3A4	-2.51266666666667
MBOAT2	0.501285714285714
PISD	-1.20375
USP1	-1.02025
PYDC1	2.72483333333333
CENPM	-2.041375
SAR1B	0.96025
TTC7B	-1.104
DP58	0.4145
GPC1	0.5655
RBL1	-1.774625
TMEM137	-2.77433333333333
TOB1	1.33675
TCEAL1	1.8975
CENPF	-1.71690909090909
C6	1.218
PRSS1	-3.262
PPIL6	2.29666666666667
C6orf124	-0.5545
ODZ4	1.1105
SNCB	-0.32125
NDUFB9	0.576875
CNOT6L	0.625333333333333
S100A9	1.51
TRIM50	0.129
KCTD1	2.3819
WDR63	1.39875
SPEF2	3.524
RNGTT	-0.497166666666667
CXorf22	0.557
KCNK16	0.881
CEP250	-1.50375
ATPBD1B	-0.26325
KCNJ2	4.37325
MT1B	-1.5695
ZNF684	-0.418
SLC4A1	0.1685
PDHA1	-0.74275
ZNF492	-0.51425
TKT	-2.21975
BYSL	-0.332875
RNF38	0.074
AHDC1	-0.489
KLHL2	1.311
CMTM8	2.133
DMP1	-0.873
HERPUD2	-0.20675
CRTAM	2.34383333333333
ZNF572	-0.30775
TMEM16J	-1.009
HSD17B2	-1.18875
UBE2G1	0.17325
AHSA2	-2.6035
PELI2	-0.4825
TPX2	-2.990625
ATP9B	1.222
DAZAP1	0.4025
HMGCS2	3.80333333333333
C17orf38	0.315
B9D1	0.528375
NKX2-5	-1.254
KIAA1276	1.878
LILRB2	3.941
CSTF1	-0.226166666666667
BTN2A1	-0.474833333333333
