Hybridization REF	TCGA-A2-A0YE-01A-11R-A109-07
ANKRD25	-0.684166666666667
UQCRC2	-0.1255
MAEA	0.45525
HYAL1	-2.5841
RNPEPL1	0.201333333333333
CPSF2	0.369125
PSD3	-0.4318
ABCA13	1.61675
AGR2	-3.5525
GBX1	-1.0035
HDLBP	1.575
ACY3	-1.1305
HECW1	-0.981
ZNF519	-1.01475
HOPX	3.326
ZNF304	0.769875
OR12D3	0.5385
FKSG43	-0.0585
METTL1	0.04425
MFSD3	0.4276
PSPH	-0.53575
CLCA3	-0.1635
DARS2	-1.2935
CDC25A	-0.478166666666667
BAIAP2L1	0.8055
B3GNT5	2.845125
USP29	0.07575
ARHGEF10L	0.7651
ATOX1	0.2585
ADAM30	-0.1945
DNASE1	1.028
STT3A	-0.249583333333333
RAB6IP1	-0.34425
PTN	3.9395
C1orf106	0.468153846153846
HECA	1.85225
RNF122	0.4515
SLC22A18AS	-0.207666666666667
GNG8	0.191
ELP4	0.22775
FAM65A	0.244166666666667
RPL10A	-0.0643333333333333
IRS4	0.845
MACF1	0.6943
SEC24D	1.04325
LOC374395	0.84875
TGFB2	1.492375
MDFIC	0.922875
CHRNE	0.948333333333333
PCMTD2	0.0783333333333333
ATP6V0D1	0.013
MTA2	0.6825
LZTR1	-0.52
RAP1A	0.375333333333333
AXIN1	0.38175
POLR1C	0.087
TRIO	0.597
PLXNA4A	-0.50425
C5orf33	-0.25
DEPDC1B	-0.86075
ZNF473	-0.387333333333333
MTM1	0.129875
GPR107	-0.256333333333333
CSNK1A1L	-0.241
FLJ14154	0.537
NLRC4	2.593
ENPP4	2.86516666666667
PADI3	-0.821
RNF170	0.175375
CG018	1.57783333333333
C16orf7	0.45675
KCNE1	2.87425
NRM	-0.112166666666667
SLC37A3	0.502714285714286
TPD52L2	-0.376166666666667
UNC5B	-0.13925
C12orf12	0.0491666666666667
SDHB	-1.111
CLRN1	0.494875
NUDT10	-1.433
UGT3A1	0.010875
FBXW8	-0.194375
RHOF	-1.179
PTPLAD1	-1.09575
MYO3B	0.97475
DERA	0.24275
TPP2	-0.9485
C19orf53	0.179333333333333
GINS3	-0.86775
ST6GALNAC5	3.784
CHSY1	0.78425
MGC15705	-0.381
GPR83	0.585666666666667
EXT2	1.531875
DOLK	0.1715
TUBAL3	-0.446
ACVRL1	1.4404
ABL2	0.107
C14orf156	-0.162666666666667
PTPRZ1	-4.094375
DIP2C	1.049375
LAMP1	0.870375
RXRA	0.0632
MAP3K5	2.29975
ALKBH1	0.260166666666667
PDLIM7	-0.087375
ARL14	-1.2525
SNIP1	-0.484666666666667
TIMP3	1.34908333333333
RGS3	-0.510166666666667
SPAG16	0.7333
ABHD4	-1.01775
ARHGEF12	0.03675
GLUD2	-1.8775
RAC2	-2.0807
UAP1L1	-1.673
SLC18A3	-0.3025
YOD1	-1.24441666666667
RALY	0.44075
HMOX2	0.807875
DGKH	0.2465
DBNDD2	0.870666666666667
YIPF4	1.1575
THAP10	-1.566
ZNF513	0.87525
HAGHL	-0.6085
ITGB4	1.60483333333333
CCDC141	-0.731
YTHDF3	-0.04725
C5orf28	2.16975
RPL7L1	-0.14125
TMEM30B	0.994785714285714
ANKRD35	2.1835
DUOXA2	-0.07175
TBC1D5	0.0675
DFNB59	0.9945
HRH4	0.41075
MYO6	2.8239
DNAJA4	0.3715
RBM24	-1.20475
CEACAM20	0.40325
RBM23	-0.267
NGFB	0.0665
C1orf63	-0.2332
KRTAP7-1	0.7375
PERLD1	2.205
NPB	1.7725
C17orf59	-0.3223
HSPBAP1	-1.23775
SLC15A4	-0.59825
PRTFDC1	0.471
OSMR	0.300857142857143
CYSLTR2	-0.205
C19orf25	-0.693
KIAA1797	-0.157
NLRP6	0.232
FAM105B	1.3309
SCRN2	-0.471833333333333
LRRC58	-0.5515
RNF17	-0.6455
NEIL3	-1.7595
FAM137A	-1.665
SKP2	-0.543
PARVA	1.77591666666667
PKLR	-1.871
RNF34	-0.3165
A3GALT2	-0.1225
C12orf50	0.0335
SUNC1	-0.904
FAM102B	-0.403166666666667
CCT2	-0.85925
LRRC37A2	-0.342
ARF4	0.943
SIKE	0.132625
C8orf48	1.07366666666667
MBTPS1	0.1445
GPSN2	-0.387
NCF2	2.365
SLC12A6	1.0615
MRPL48	-0.19775
HMGN3	1.333
LRRC62	-1.47775
PAX9	-2.13275
FAM55A	0.626
C20orf42	-1.50933333333333
SCML2	-1.09666666666667
BCL9	0.31775
FAM40A	-0.24825
C9orf41	-1.20683333333333
ZNF774	1.7115
LETM1	-0.23525
PLXNB1	0.0526666666666667
NIPSNAP1	0.1055
USP10	-0.46325
F9	0.17475
LIPE	-0.00225
CNGB3	-0.2565
C12orf52	-0.629375
PI4K2A	-0.390375
MED8	0.516875
STAT4	1.3211
FGD4	0.8275
RNF145	-1.1655
WDR32	-0.2371
CLDN2	0.9105
TCEAL8	1.496
ZMYND8	-1.0804
PDXK	1.34803125
GATAD2A	-0.0085
PTGES3	-0.9905
CCM2	0.35625
TAP1	1.004875
ZNF670	0.00975
ETS2	-0.243785714285714
C6orf166	0.0766666666666667
PRMT2	1.10964285714286
OR4B1	0.3565
INTS8	-0.036
CCDC102A	-0.003
CCDC83	-1.87433333333333
ITGA1	-0.3968
EPHA5	-2.2935
FAM24B	-1.10766666666667
TSGA10	1.797
HAL	-1.9535
MYOT	-0.341
SPACA3	3.78875
BCL2L2	-0.870833333333333
CUGBP2	1.45466666666667
CCNB3	3.08375
RNF113B	0.052
MERTK	0.92025
BAG1	-1.315
VPS36	-0.552
ORMDL3	0.4191
C1orf190	-0.7385
ZNF625	-0.73925
CORO2B	-1.68875
ALOX15	-1.441
CST1	0.0155
NUPR1	1.64733333333333
CCL7	3.205
SMCR5	-2.7745
DSC2	3.4205
RBMS2	1.001
GRIK4	0.4055
TRIM65	-0.0151
TMPRSS6	-0.815714285714286
TP53INP2	0.86125
GLB1L	0.622833333333333
LOC388284	-0.886666666666667
PUS1	-1.46
BCL9L	-0.029
OLFM1	-2.32708333333333
RET	-2.278375
MASTL	-0.173
ALX3	3.23
IL1RL1	-0.2715
ZNF765	-0.6523
C14orf138	-0.824
SNX10	-0.765833333333333
TAC4	0.0325
C1orf64	-3.184375
POGK	0.975625
MAPK9	-0.16925
ZNF366	1.669
C8orf79	-0.0183
CLDN7	2.488625
OR5AT1	0.366
TRIM37	-1.397
LRRC25	1.8135
GRHL2	2.2322
TEKT3	1.30825
LASS5	-0.127333333333333
ABCC4	-1.72466666666667
DLG3	0.998875
VGLL1	3.993375
ZFP36L2	1.60183333333333
MFRP	0.0501666666666667
KIAA1799	-0.17625
FLJ44379	-0.419
PCNX	0.8505
ANXA9	-2.3965
CYP4V2	1.4897
PIK3C2A	1.048
SRR	0.9545
NOL3	-1.11675
IFITM2	1.6425
ARNTL2	0.23275
ZNF595	-0.64375
NLRP13	-0.623
ASPH	-0.363125
CPA2	-0.222
PVRIG	-2.04816666666667
LEPR	-1.18083333333333
C16orf42	1.10683333333333
SH3BGRL	1.67125
FAM77D	-0.625666666666667
FNDC7	0.464
C9orf6	-0.848833333333333
NOTCH2NL	0.838666666666667
PGBD1	0.214833333333333
SYNGR2	1.07966666666667
PITPNA	0.4100625
PRPF4B	-0.7363
SLC43A3	-0.654214285714286
NRBP1	0.6865
SLC25A22	0.56
ILK	0.397875
SLC22A8	0.546666666666667
MRPS7	-0.608125
PITX2	-2.08125
FABP3	-1.0865
OR1L1	-0.0155
LOC728215	-1.40575
BLID	-1.508
KIAA1217	2.70258823529412
TFPT	0.6695
AP4B1	-0.47
VBP1	-1.007
OR1K1	0.501
MORC3	0.27275
BHMT2	-0.135833333333333
C3orf10	0.544125
FZD7	4.37183333333333
WFDC10A	-0.771
PMS2CL	-0.167625
CCDC32	0.272666666666667
FA2H	-3.6555
ALG13	-0.0105
TTLL7	-0.9143
SPOCK3	0.05125
SLC13A2	0.8195
AIM1	3.008
GPRC6A	0.086
EGR2	2.25125
MED11	0.229
WWC1	0.772
SH3GL3	-1.09425
RIF1	0.498285714285714
PRLH	-0.134
VLDLR	0.1295
DBT	0.211875
C21orf63	1.667
CGGBP1	-0.35075
KRTAP12-2	0.401
TADA3L	-0.161625
ZBTB16	-0.5065
PDGFB	0.94525
RFX1	0.5975
UQCRB	0.5649
LOC133874	0.2485
HPS3	0.0755
LGALS3BP	1.8333
DKFZP564O0823	2.70542857142857
MRFAP1L1	0.062625
HOXA10	0.282333333333333
NGB	0.6475
KIF21A	0.468230769230769
IFLTD1	0.042
LZTS1	0.146375
ARHGEF3	0.76875
RHBDL3	-0.136
CSNK1G2	-0.895333333333333
ChGn	-0.199375
KIAA1244	1.70683333333333
GABRB2	-0.142
MGC72080	1.131
CD27	2.9055
EGLN1	-1.381
PEX13	0.9955
RWDD3	0.064
RNF12	0.332666666666667
GRIN2B	-0.0195
ADAMTS14	-0.664375
DYDC2	0.796833333333333
ATP6AP1	0.7045
NR1H2	-0.316333333333333
PDK2	-0.26075
C3orf17	-0.5985
SLC38A2	-1.339
SLC25A29	0.304666666666667
C15orf29	0.908375
ADAM9	0.077
TMUB2	0.242
GPR176	-0.36525
AGK	-0.9505
MCCD1	0.28575
NDUFA4	0.74375
TMEM146	-0.26625
DUSP1	-0.501875
UNQ6975	-0.077
EMX2OS	3.917
INSM2	-0.64225
LUZP4	-0.14625
SETD6	-1.5895
P2RY2	3.8125
SLC45A2	-1.9425
RABGAP1	0.0511666666666667
UBXD5	-0.053875
GPRC5A	-2.3936
PAK3	2.50733333333333
LOC63920	-0.0975
TGFBR1	0.6311
KRTAP6-3	0.284
SFMBT2	-1.6875
CDC42	0.51425
C11orf35	-0.124
TTLL2	0.7655
UACA	0.12875
CD97	-1.0688
SETD5	-0.034375
NINJ2	0.0655
PTER	0.675
POMGNT1	-0.171
KRTAP4-2	0.061
ECGF1	2.39425
HRB	0.507909090909091
ATP1B2	0.0903
LOC400506	0.5965
COL4A3BP	-0.70825
C6orf97	-2.9745
GRHPR	-0.476
TAS2R1	0.738
SEMA7A	0.47825
EDF1	-0.395
ODF2L	0.6397
PCID2	-0.896
GTF2H4	0.255166666666667
ZCCHC3	-1.360875
CGB2	-0.239666666666667
NEUROD1	0.22925
C20orf75	0.484
RP5-1054A22.3	2.522
IFNA5	-0.0515
ZNF134	0.0223333333333333
MGC119295	-0.473
ZSWIM6	0.245
SMEK1	0.726833333333333
PCGF2	0.408875
C1orf102	0.48525
CYP2A13	0.698
KCNH6	-1.1357
MDM1	-0.651
ALDH7A1	0.408666666666667
C9orf75	-0.98625
VDAC3	0.052875
OR51T1	0.4475
EIF3F	0.189916666666667
KCNJ10	-0.43
LENG8	0.0965
EDEM2	0.841583333333333
CCNJL	0.675333333333333
DHX37	-0.988
CRYGN	2.123
AATF	-0.615
ZNF630	1.56075
E2F5	0.825
WFDC13	-0.51875
FTSJ3	-0.960166666666667
C4orf33	0.38075
LHFPL4	-2.93775
C19orf56	-0.16
SMAD4	0.118375
AFM	-0.123
G0S2	-1.748
FCHSD2	0.117
RRP1B	0.041
EEF1B2	-0.254333333333333
STAT6	-0.365
ZNF195	-0.0335
GNL1	0.109833333333333
ZNRF2	1.62383333333333
PER3	0.932
ASB16	0.501
C10orf10	1.57292857142857
ADCY8	-3.01616666666667
C9orf58	0.102333333333333
ARMC10	0.178166666666667
PSG1	-0.619
DHX34	-0.33025
VARS2	-0.6925
NFIC	-0.54275
ITPR2	1.528
AGXT2	-0.131
OR6K3	0.12
H2AFZ	-0.450583333333333
MLLT3	0.773166666666667
COX4I2	1.3035
CCNT2	0.29725
PLK4	-1.382875
NUMBL	0.254
MED16	-0.9435
PLEKHQ1	0.1935
GOSR1	0.930277777777778
BTG4	-0.05725
RPL30	0.128416666666667
IGSF5	0.96825
IGFL2	3.04216666666667
ELMOD2	0.867166666666667
SHC3	-0.6915
HAVCR1	-0.5035
DYNC2H1	-1.525375
RNF5	0.0445
C2orf7	0.36925
NLF1	1.174
KLHL25	0.357
LRP10	-0.3596
KRI1	-0.1765
PUS7L	-0.109
MGMT	0.867
HOXD1	-1.58533333333333
CSH1	0.0212
ATG16L2	-1.249
FLJ44635	0.0465
CHODL	4.55625
EXOSC8	-1.259
SLC28A1	-0.06875
MYO7B	-0.953833333333333
SEH1L	-0.7686
MTNR1A	0.129833333333333
TSPAN5	-0.0723333333333333
CDC45L	-2.46016666666667
AMIGO1	0.3635
ATAD3A	-1.178
OSGIN2	1.1135
PDIK1L	0.195333333333333
DARC	1.4805
PIPSL	0.071
SHMT1	-0.50225
CRISP3	0.185
POPDC2	0.948833333333333
ZRANB2	-0.69
FBXL8	0.62925
TRIP13	0.673090909090909
EIF5AL1	-0.629
POU5F1P3	-4.893
IL6	1.44833333333333
CXorf38	-0.199833333333333
IFNA16	0.1425
FBXL2	1.21466666666667
BRD1	-0.39575
STATH	-0.0205
FBXO44	0.668833333333333
MCCC2	-0.72475
CDC2	-1.3915
C5orf23	3.6815
IVD	-0.797833333333333
C10orf122	-0.38875
MSL3L1	0.5964
MVP	0.522
EPOR	-1.9792
ZMYM1	-0.402833333333333
BCL7C	1.29183333333333
PSTPIP2	0.6765
LYPD1	-0.166
OR8G5	-0.126
ZP3	-0.497166666666667
BCAS4	-0.270416666666667
EDG6	1.3335
ISY1	-0.294
PRAMEF2	-0.8025
CUL1	-0.26
RNF213	1.0162
CCRK	-0.111
DHX9	-0.247
C13orf29	0.39325
NCKAP1	1.41633333333333
MRPL43	0.214928571428571
XPR1	-0.1825
PKN2	0.5506
PODNL1	1.2435
ZNF333	-0.1745
DALRD3	1.173
OPN1SW	0.2765
BTBD6	1.43225
C11orf82	-0.903
OR5P3	0.009
DUSP11	0.68675
L1CAM	-1.4796
NEK11	-0.0158333333333333
OR7E91P	2.282
CNTN3	3.5276
CREB3L2	2.5375
ZBTB37	0.048
KIAA1324L	0.60625
NDUFB10	0.484666666666667
NUDT2	-1.5165
GTPBP8	-0.63175
CACNA1D	0.693875
PRKAA2	-1.763
PRDM8	0.0345
MGC16075	-0.302833333333333
KRT14	0.267285714285714
PP8961	0.722625
MRPL18	0.384
ABCG2	-0.85775
PACRG	0.3765
BBS2	-0.0595
KREMEN2	1.3255
FBXO21	0.8295
HNRPUL1	0.466666666666667
GRB10	1.76775
CLSTN1	0.428625
LMAN2	-0.2041
C17orf61	0.892
NIPSNAP3A	0.0505
INSIG2	0.1355
PCDHB7	0.974833333333333
STXBP2	0.87425
CMAH	1.245
SEMA5B	-0.15
ZNF155	-0.360666666666667
COQ6	0.257833333333333
PRPF4	-0.788
TSPAN15	0.9465
VN1R5	0.36875
LATS2	0.4
SELK	0.173
PGK2	-0.08525
MS4A1	-0.75475
TYW3	-1.1927
KRTAP5-1	1.03625
RCCD1	-0.414833333333333
BTN1A1	0.3475
DDX28	-0.89875
TMEM65	0.763375
LOC92345	-0.02675
TTC31	-0.69675
WDR46	-0.2925
CHP2	-0.794166666666667
LSP1	0.02775
ZNF542	0.30375
EXOSC1	-0.494
ARHGAP18	0.0143333333333333
LRRTM4	-0.3895
MAOB	0.931166666666667
CACNB4	-0.81975
MGC33846	1.976625
RANBP3L	-0.014875
ATP5L	-0.093
ONECUT1	-3.259
NUDT9	-0.438
TMEM149	0.5295
STX17	1.01425
IGSF10	-1.24825
TMPRSS9	0.57
BMPR2	2.22816666666667
ALLC	-0.38125
KLF7	1.76925
GCC1	0.3818
TIMM9	-0.95
CDO1	2.34416666666667
MGC10701	-0.0493333333333333
IFI6	3.09033333333333
FRMD8	0.12725
MGAT2	-0.2675
WBP5	2.19166666666667
CNIH2	1.65125
KIAA0907	-1.2009
KCNH8	0.458
CTSG	-2.1185
GRIK1	-0.226
CUL5	0.329
FRMD1	0.471
OR9A4	0.5715
SYT6	-2.117375
FOXD4L2	-1.14325
ANAPC2	-0.874833333333333
OPN5	0.0535
TAF13	-0.06875
LYG2	0.12375
GGNBP1	-0.0885
C11orf40	-0.2015
OTX2	-1.145
REG4	-0.304333333333333
EIF5	-0.7784375
PALB2	-0.26425
SEPSECS	-0.3446
RNASE3	-0.074
TRIM49	-1.9245
POLR2K	0.6002
GPR42	0.4445
C8B	-2.869
SASS6	-0.989
PREB	0.0606666666666667
OR3A3	0.039
TUBA8	1.583875
IGLV2-14	0.0315
STIL	-1.18825
ANKFN1	-1.38516666666667
NME7	-0.69375
HOXC12	-1.171
UBE2C	0.296875
FHOD1	-1.317875
CDK2AP1	1.8245
OR6K2	0.205
DHPS	-0.6755
RPL5	-0.731833333333333
TRGV5	0.601
LOC541472	0.21625
HCCS	-0.1708
DENND1B	1.141
LHX3	0.5775
OR5D16	0.306
CXorf57	-1.48216666666667
IRF2BP1	0.70375
NDST2	0.348166666666667
LCE3D	0.2635
BOLL	0.4525
SYT3	-0.418
PIH1D2	-0.6855
C20orf7	-0.945333333333333
IL1R2	2.5355
SLAMF9	0.3155
PPME1	1.1275
PIK3CA	0.0655
TRAPPC1	0.314
COLEC10	-0.81275
SLC9A6	0.4805
PDDC1	-0.0865
CCDC53	0.2075
GK3P	-1.0145
DAZL	-0.915
BRI3	0.70975
SDK1	-1.178875
CYP2C18	0.335
IFI44L	3.884
RPL3L	0.337
FUT9	3.291
KIFC2	-0.376166666666667
PMP2	-0.099125
SLC4A9	-0.6755
PLAG1	-1.47366666666667
MYCBP2	-0.520333333333333
OR4E2	0.5035
CCDC65	0.27475
C16orf82	0.016625
ENTPD4	0.467875
BRP44L	1.072875
PMP22CD	-0.0335
TMCO4	1.01883333333333
KCNN1	-0.393333333333333
WDR35	0.55275
CCDC80	1.340625
C3orf31	-1.40825
SLC7A9	-1.5865
TMEM190	-0.03975
DBC1	-1.07783333333333
FADS3	-0.316666666666667
PDZD8	-0.245
GRM5	0.158125
AZGP1	1.1445
PEX3	0.741
MED1	0.806142857142857
ATG4C	-1.20433333333333
HNRPH3	-0.718125
FAM109B	2.81875
C4orf17	0.3675
CA10	0.37375
OPRD1	-0.0185
CCL16	-1.6785
SACM1L	-0.29775
CST6	5.2475
CD63	0.84275
LGI1	-1.5785
ZNF784	0.603
CRYBB1	-1.996
CX3CL1	1.38835
TOP2A	-0.692375
GYPB	-3.12716666666667
GADD45GIP1	-0.22225
FEN1	-0.59025
IGF1R	-1.40475
WDR72	-0.2715
PURG	-1.21283333333333
DEFB126	-0.57075
PKD1L1	0.73275
CAV1	-2.9161
GNPDA2	0.4869
DGAT2	1.179875
NLGN1	-3.05825
STRBP	-0.7045
HPRT1	0.184333333333333
FANCI	-0.46475
PSMA7	0.64725
DBF4B	-0.8125
TTF1	-0.63975
RAD54L	-1.7
ELOF1	0.025
PLAGL2	1.373875
ZNF256	0.7965
HMGCL	0.09875
MSI2	0.697833333333333
RPESP	2.98633333333333
C11orf60	0.56925
ABCD1	0.092
ACAA1	-0.1669
SPARCL1	3.87214285714286
IL6ST	-0.8653
ZNF319	0.23025
TMEM109	-0.0796
FAM90A1	2.4845
IL22RA1	1.213
ATP4B	-0.296
TEC	-1.47933333333333
C7orf30	0.48825
TXNDC2	-0.6455
ABCB4	-0.67875
KIAA1191	0.304
C9orf38	0.0265
SFTPB	0.257714285714286
CNTNAP2	-0.650416666666667
FRK	3.7685
TBX19	0.5445
CHD4	0.40125
C6orf26	-2.09183333333333
MOSC2	0.5425
IKBKE	0.87525
HIF1A	-0.539
LOC595101	-0.1565
RELA	0.615666666666667
TMEM16B	-1.8415
ABHD12B	-1.93575
TSEN34	0.6325
KIF18A	-0.455
TXNDC9	0.1325
SPATA2L	0.648
SEMA4G	-0.278
C21orf91	1.0885
MATN1	0.5475
KCNIP4	0.235166666666667
TUSC1	1.356625
OR4C15	0.81575
ARMCX6	0.86125
WBSCR27	-1.83083333333333
OR52I2	0.4965
KIAA1604	-0.11225
DYNC1I1	-0.29525
PPP4C	-0.00150000000000001
SLC47A2	-1.8655
TREH	0.079125
CD48	0.512
ST14	2.41716666666667
PKN1	-0.13075
SPON2	3.2715
XBP1	-0.917916666666667
SFRS12	-0.9
EFCAB6	0.72475
SELT	0.30225
SLC39A2	1.022
ERF	-0.2815
ARL3	0.3145
SURF6	-1.445
MLLT10	-0.672190476190476
FLJ11171	-0.319333333333333
TDGF1	-4.88583333333333
ERCC6	0.08575
EIF2AK4	-0.206875
BAZ1A	-0.287
LRRN3	-0.867833333333333
TMC3	-0.2445
EFTUD1	0.7015
PTPRO	0.465166666666667
CLEC12A	-0.020125
ACBD4	0.074875
ZDHHC14	1.136125
OTUD7B	0.228
ACTB	0.5823125
MSRA	0.3935
LCE5A	1.564
IFI35	0.602
BSCL2	1.10066666666667
ANKRD12	-0.831583333333333
CFHR2	0.25425
RGAG1	-0.234166666666667
HSFY1	-0.068
SLC30A5	-0.448
IMPG1	0.0805
GPR109A	0.7195
ZNF185	1.97175
IYD	0.20325
NPCDR1	0.4875
SERPINA13	0.214
HMGCLL1	2.24975
NEUROG1	0.9675
UBQLN1	-0.0484375
LIN37	0.25125
SOCS2	-2.399625
DSCR4	-1.429625
XKR6	-1.2115
GPR142	0.208
KRTAP13-3	-0.173
CCDC15	-0.769666666666667
MOS	-0.316
CD1E	-2.339
OFCC1	0.441833333333333
FAM83D	0.49775
SRFBP1	-0.5845
C9orf96	-0.2715
DHDH	0.01925
CCDC90A	-0.5745
RABL3	0.597
CD320	-0.017
ANGEL2	-0.269916666666667
MRPL21	0.1625
SMG6	0.2595
INSR	1.199875
FLJ14816	-1.5095
GLRB	-0.3955
C9orf89	-0.03525
CIZ1	-1.113875
URG4	-0.2245
LRDD	-0.9825
CBY1	0.410166666666667
NFX1	-0.6075
MTERFD2	0.100714285714286
C19orf23	0.164
PGC	-2.93825
IER3IP1	0.5334
RASAL2	2.0905
C1orf89	-0.2585
SYNJ1	-0.221125
NFKBIE	0.98425
FLJ40125	-2.217
TCEB2	0.685
NOG	-1.9755
POLR2J2	0.207833333333333
HLA-B	2.3255
PCDHA1	1.591
PPP2R2B	-2.05875
ARHGEF17	1.67466666666667
TCF7L2	0.288071428571429
CHD5	-0.7565
ZNF431	0.14175
TBC1D25	-0.90275
ZNF800	0.22525
SCUBE2	-1.11463636363636
MYCBP	-0.361666666666667
GPX5	0.5135
C6orf129	0.9545
QSER1	0.654
ULK2	1.863
PIGO	0.00133333333333333
NRCAM	-2.2475
SLC35E3	-0.0115
CSRP2	1.30275
HYPE	-0.594
MAPK15	0.0656666666666667
MGC14327	-0.4555
TIMM13	-1.29483333333333
ZNF462	1.3405
GBA3	3.948
TEX13A	0.365
MCM6	0.508666666666667
MTRF1	-0.903125
ABCA7	-1.97025
EIF4A2	-0.41425
ZC3H10	0.0442
RPGR	-1.944
C20orf94	-0.3765
RP1L1	1.3095
GPR125	0.704875
USP22	0.185357142857143
OR1L4	-0.37475
MLZE	3.73125
FLJ32065	1.491
PTCD1	-0.46525
CRTAC1	0.343833333333333
BXDC2	-0.22225
C18orf1	1.1675
FAM107A	0.727857142857143
EFNA3	0.33475
P18SRP	-0.4496
CAMKK2	0.399583333333333
KIAA0649	-0.3035
NES	-0.137166666666667
HS6ST3	0.54825
PON2	0.39125
TCP11L2	-0.4485
CLEC4A	1.54525
PRR12	0.3975
MLXIPL	-1.6081
C2orf50	0.2145
ZNF28	0.872
ENC1	0.184833333333333
MAP2K1	-0.860875
FKSG2	0.617
KIAA0430	0.383
PTP4A1	-0.559555555555556
GPR156	1.37
GTF3C6	0.062
UBR2	0.1185
LOC388272	-0.51825
MAK	-0.537833333333333
ACOT4	1.476
STC2	-3.29008333333333
PIGW	-0.91675
SAE1	-0.075875
COL6A1	0.924318181818182
OAZ1	-1.11533333333333
STMN4	0.635333333333333
EDG3	-0.511833333333333
SGCE	0.277
IL11	-1.17233333333333
PRSS8	3.361
YIPF5	0.640583333333333
WNT4	4.290375
CSN2	0.0785
TCF7	-1.655625
TDO2	1.74125
SAMD9	1.0049375
S100A7A	0.2775
MMRN1	0.171
GKAP1	-0.01975
AKR1C3	-1.23375
RNF19A	0.22575
GMDS	3.20925
YKT6	0.38625
SPARC	0.9235
C12orf31	-0.67175
UBE2V2	-0.734333333333333
FBXL18	0.702166666666667
KIAA0460	-0.10175
ADAM22	0.34675
SERPINC1	-5.17725
KCTD21	0.98625
MYOHD1	-0.54525
ZNF37A	-0.444
GTF3C1	0.469666666666667
CTSZ	3.016
PRNPIP	0.59025
DRD1IP	0.17125
NR1I2	-1.91683333333333
ZNF266	-0.3697
SPAG4L	0.284
COX4NB	0.5515
SAPS1	-0.0448333333333333
APOA1	-4.01025
TATDN1	-1.03083333333333
C10orf82	-2.624
KPNB1	-0.5075
FOXO3	1.32316666666667
CRYBB2	-0.8745
ZBTB5	-0.212666666666667
SLC25A38	-1.3795
DCTN2	-0.336666666666667
IFT20	0.372
CTHRC1	3.13825
C1orf31	-0.6
UHRF1	-0.8891875
GPC6	0.5395
C10orf54	1.09975
MCF2L2	0.067
WNT9B	0.34425
OLA1	-0.282125
FAM120B	0.76225
TTLL10	0.404
CYorf15A	-3.85825
RELN	-2.0972
SCN2B	0.2405
MFHAS1	-0.59325
NKX3-2	0.0388333333333333
RASGRF2	-0.4295
SSBP1	-0.143666666666667
KPNA6	-0.3145
LOC389118	0.172
HS3ST4	-1.4446
SUPT7L	0.127
FLJ32658	-1.506
IGFBPL1	-0.50425
KIAA1641	-0.9606
SHKBP1	-0.236333333333333
CSF1R	4.426
NAGK	0.86475
MYL2	0.19375
HIST1H4C	-0.173166666666667
TOMM7	0.95975
ADAMTSL3	3.7031
TNFSF14	-1.116
PRRT2	-1.38575
VTA1	0.521125
AOAH	2.7575
CRISPLD2	1.83542857142857
PNN	-0.8532
TA-NFKBH	-0.19825
ESPN	-0.22325
RBM43	0
KIAA1267	0.08925
DDX3X	0.462611111111111
KIAA1576	-5.1735
PLXDC1	2.69783333333333
FLJ25801	-3.67375
HNRNPL	-0.605
RUNDC3A	0.148833333333333
CASP12	0.4575
SH2D5	-1.26125
RPL26L1	-1.4015
OR51A7	-0.14225
HDC	1.827
C2orf16	-0.0138333333333333
SYTL3	2.237875
GOLGA4	-0.101875
NOTCH1	-0.019
ATPAF2	-0.61325
ECD	-0.4785
SSX5	-1.353
SNAP91	0.22075
OCA2	-2.44275
PNPO	-0.240166666666667
DAPK1	0.1595
PINX1	-0.1875
SELENBP1	0.483375
NEK3	-0.795916666666667
TMED4	-0.441142857142857
SSTR4	0.141
FOSL1	-2.7029
CD40LG	-0.1555
CES1	-1.47225
DCI	0.260166666666667
B3GAT3	0.845166666666667
STK17B	0.796
CNTN6	0.73325
CYP3A4	-1.48716666666667
MBOAT2	1.84721428571429
PISD	-0.471
USP1	-0.18975
PYDC1	2.2115
CENPM	-1.362125
SAR1B	0.0795
TTC7B	0.235875
DP58	0.7945
GPC1	2.605
RBL1	-0.536375
TMEM137	-2.21733333333333
TOB1	-0.0766666666666667
TCEAL1	0.296666666666667
CENPF	-0.487181818181818
C6	0.641
PRSS1	-3.9555
PPIL6	1.36133333333333
C6orf124	-0.372
ODZ4	0.508166666666667
SNCB	0.0825
NDUFB9	-0.316125
CNOT6L	-0.173
S100A9	3.96883333333333
TRIM50	0.065
KCTD1	0.8089
WDR63	0.13875
SPEF2	0.787375
RNGTT	0.2275
CXorf22	0.7155
KCNK16	0.15575
CEP250	-0.91875
ATPBD1B	0.0975
KCNJ2	2.86975
MT1B	-1.2735
ZNF684	-0.4095
SLC4A1	0.131
PDHA1	-0.52775
ZNF492	0.361625
TKT	-1.6125
BYSL	-0.160875
RNF38	-0.33925
AHDC1	0.798
KLHL2	-0.068125
CMTM8	1.63175
DMP1	-1.343
HERPUD2	0.502375
CRTAM	1.114
ZNF572	0.13275
TMEM16J	-0.1545
HSD17B2	-1.123
UBE2G1	0.2375
AHSA2	-1.173
PELI2	-2.104
TPX2	0.218375
ATP9B	0.7795
