Hybridization REF	TCGA-BH-A0BJ-11A-23R-A089-07
CLCA3	-0.5395
DARS2	-2.3545
CDC25A	-2.75
BAIAP2L1	-0.43225
B3GNT5	1.982875
USP29	-0.0385
ARHGEF10L	1.7214
ATOX1	-0.64
ADAM30	0.641
DNASE1	-0.9375
STT3A	-0.1695
RAB6IP1	0.1955
PTN	4.578
C1orf106	0.171384615384615
HECA	1.94475
RNF122	0.874
SLC22A18AS	-1.01983333333333
GNG8	-0.427166666666667
ELP4	-0.749
FAM65A	-0.0408333333333333
RPL10A	1.00866666666667
IRS4	0.333
MACF1	0.8719
SEC24D	-0.0045
LOC374395	0.0755
TGFB2	0.87675
MDFIC	0.483125
CHRNE	0.271666666666667
PCMTD2	0.229666666666667
ATP6V0D1	0.0385
MTA2	0.17625
LZTR1	-0.771166666666667
RAP1A	0.783333333333333
AXIN1	-0.3385
POLR1C	0.50375
TRIO	-0.271833333333333
PLXNA4A	0.2525
C5orf33	-0.43475
DEPDC1B	-4.720625
ZNF473	-0.155833333333333
MTM1	1.2845
GPR107	0.0123333333333333
CSNK1A1L	0.0953333333333333
FLJ14154	-0.0255
NLRC4	3.638
ENPP4	1.76916666666667
PADI3	-0.678
RNF170	0.146
CG018	2.57916666666667
C16orf7	-0.38625
KCNE1	2.6005
NRM	-1.217
SLC37A3	0.717428571428571
TPD52L2	-1.00616666666667
UNC5B	0.41875
C12orf12	0.0154
SDHB	-0.50575
CLRN1	0.121875
NUDT10	0.403833333333333
UGT3A1	-0.1015
FBXW8	0.015375
RHOF	-1.52075
PTPLAD1	-0.65425
MYO3B	-0.65725
DERA	-0.49275
TPP2	-0.514
C19orf53	-0.4125
GINS3	-0.679
ST6GALNAC5	2.676
CHSY1	0.86525
MGC15705	-0.1525
GPR83	0.419
EXT2	0.4215
DOLK	-0.15025
TUBAL3	-0.49425
ACVRL1	2.04
ABL2	-0.775083333333333
C14orf156	-1.3035
PTPRZ1	0.249125
DIP2C	0.706625
LAMP1	1.256
RXRA	-0.558
MAP3K5	1.37875
ALKBH1	0.466166666666667
PDLIM7	0.09125
ARL14	-2.013
SNIP1	0.498
TIMP3	1.84658333333333
RGS3	0.1335
SPAG16	0.9797
ABHD4	-0.027
ARHGEF12	0.893166666666667
GLUD2	0.107
RAC2	-1.4524
UAP1L1	-1.0555
SLC18A3	-0.6115
YOD1	-0.597416666666667
RALY	-0.471
HMOX2	0.035625
DGKH	-0.22825
DBNDD2	1.2255
YIPF4	0.4915
THAP10	0.196
ZNF513	0.4245
HAGHL	-2.025
ITGB4	1.78733333333333
CCDC141	-0.521
YTHDF3	0.80475
C5orf28	0.69625
RPL7L1	-0.24175
TMEM30B	1.10278571428571
ANKRD35	3.774
DUOXA2	-0.42625
TBC1D5	0.6095
DFNB59	0.9165
HRH4	0.378
MYO6	1.9598
DNAJA4	0.9815
RBM24	0.020125
CEACAM20	-1.47
RBM23	0.536928571428571
NGFB	0.5445
C1orf63	-0.0245
KRTAP7-1	0.202
PERLD1	1.5885
NPB	0.0435
C17orf59	0.6114
HSPBAP1	-0.12375
SLC15A4	0.5015
PRTFDC1	0.80675
OSMR	-0.282857142857143
CYSLTR2	-0.095
C19orf25	-0.2198
KIAA1797	-0.208
NLRP6	-0.1415
FAM105B	-0.3992
SCRN2	0.426833333333333
LRRC58	-0.3701
RNF17	0.178625
NEIL3	-4.818
FAM137A	-2.139
SKP2	-2.84025
PARVA	1.36808333333333
PKLR	-1.6765
RNF34	0.38525
A3GALT2	0.31675
C12orf50	-0.428
SUNC1	-1.622
FAM102B	-0.343666666666667
CCT2	-0.9625
LRRC37A2	-0.6385
ARF4	0.678
SIKE	-0.040125
C8orf48	2.0815
MBTPS1	0.613571428571429
GPSN2	-0.747
NCF2	2.069
SLC12A6	-0.1635
MRPL48	-0.6415
HMGN3	0.476166666666667
LRRC62	-2.1705
PAX9	-1.11075
FAM55A	-0.343
C20orf42	-0.161
SCML2	-1.01166666666667
BCL9	-0.27625
FAM40A	-0.128
C9orf41	-0.449833333333333
ZNF774	1.666
LETM1	-1.65475
PLXNB1	0.4605
NIPSNAP1	-0.434625
USP10	-0.31025
F9	0.32975
LIPE	1.91625
CNGB3	-0.708
C12orf52	-0.452875
PI4K2A	-0.162125
MED8	-0.02575
STAT4	1.3787
FGD4	0.4345
RNF145	-0.0616666666666667
WDR32	0.1419
CLDN2	0.0113333333333333
TCEAL8	1.28475
ZMYND8	-0.9276
PDXK	-0.63859375
GATAD2A	-0.89475
PTGES3	-1.1225
CCM2	-0.512
TAP1	0.628625
ZNF670	1.0345
ETS2	0.4065
C6orf166	0.140333333333333
PRMT2	0.915714285714286
OR4B1	0.0185
INTS8	-0.9165
CCDC102A	0.756
CCDC83	-1.251
ITGA1	-0.0325
EPHA5	-1.8056
FAM24B	-0.9065
TSGA10	2.51925
HAL	-1.9325
MYOT	0.6955
SPACA3	-0.01375
BCL2L2	0.258
CUGBP2	1.68033333333333
CCNB3	0.7285
RNF113B	0.204
MERTK	1.45
BAG1	0.35925
VPS36	-0.12075
ORMDL3	0.6729
C1orf190	1.661
ZNF625	0.09875
CORO2B	-0.074
ALOX15	-0.01
CST1	-0.633
NUPR1	1.66183333333333
CCL7	-0.378
SMCR5	-2.5525
DSC2	2.931
RBMS2	0.46575
GRIK4	1.4965
TRIM65	-0.0485
TMPRSS6	-0.301571428571429
TP53INP2	-0.278
GLB1L	1.134
LOC388284	0.516666666666667
PUS1	-1.01071428571429
BCL9L	0.4225
OLFM1	0.0485
RET	-1.486
MASTL	-2.43933333333333
ALX3	0.6985
IL1RL1	0.119833333333333
ZNF765	0.1546
C14orf138	0.11125
SNX10	-1.72266666666667
TAC4	-0.104
C1orf64	1.048375
POGK	0.353125
MAPK9	0.51175
ZNF366	3.561
C8orf79	3.6242
CLDN7	1.798125
OR5AT1	0.5875
TRIM37	-1.8815
LRRC25	2.46025
GRHL2	2.6674
TEKT3	1.50625
LASS5	0.0621666666666667
ABCC4	-1.41866666666667
DLG3	0.402625
VGLL1	3.26125
ZFP36L2	2.57033333333333
MFRP	-0.0286666666666667
KIAA1799	0.70475
FLJ44379	-0.1915
PCNX	0.07625
ANXA9	-0.566
CYP4V2	1.8441
PIK3C2A	0.4665
SRR	0.638
NOL3	-0.74075
IFITM2	0.6135
ARNTL2	-1.68625
ZNF595	1.76625
NLRP13	-0.3975
ASPH	-0.193125
CPA2	-0.0805
PVRIG	-1.73166666666667
LEPR	1.77333333333333
C16orf42	-0.2215
SH3BGRL	2.334
FAM77D	1.80283333333333
FNDC7	0.258
C9orf6	0.721166666666667
NOTCH2NL	0.504
PGBD1	-0.226166666666667
SYNGR2	0.136
PITPNA	-0.06075
PRPF4B	0.1765
SLC43A3	-0.5165
NRBP1	-0.0495
SLC25A22	-0.34825
ILK	0.46875
SLC22A8	0.00616666666666668
MRPS7	-0.404625
PITX2	-1.05975
FABP3	0.021
OR1L1	0.336
LOC728215	-0.109125
BLID	-1.7945
KIAA1217	3.52611764705882
TFPT	-0.70325
AP4B1	-0.4945
VBP1	-0.52225
OR1K1	0.1415
MORC3	0.9575
BHMT2	0.957666666666667
C3orf10	0.61225
FZD7	3.82516666666667
WFDC10A	-0.572
PMS2CL	-0.21125
CCDC32	0.516333333333333
FA2H	0.50625
ALG13	-0.275
TTLL7	-0.881
SPOCK3	0.5835
SLC13A2	0.598
AIM1	1.8545
GPRC6A	-0.459
EGR2	7.66375
MED11	0.35975
WWC1	1.84775
SH3GL3	-1.4335
RIF1	-0.542428571428571
PRLH	-0.416
VLDLR	-0.0815
DBT	0.20525
C21orf63	2.12275
CGGBP1	-0.33625
KRTAP12-2	-0.975
TADA3L	-0.056625
ZBTB16	2.562
PDGFB	0.96225
RFX1	-0.000375000000000014
UQCRB	-0.1974
LOC133874	-0.9175
HPS3	-1.4955
LGALS3BP	0.2153
DKFZP564O0823	2.12835714285714
MRFAP1L1	0.945125
HOXA10	0.0485
NGB	0.0215
KIF21A	-1.30523076923077
IFLTD1	0.5685
LZTS1	1.155
ARHGEF3	2.252
RHBDL3	-0.546
CSNK1G2	-0.806416666666667
ChGn	-0.25125
KIAA1244	1.29933333333333
GABRB2	0.149
MGC72080	-2.039
CD27	2.66975
EGLN1	-1.5241
PEX13	0.41425
RWDD3	0.339
RNF12	-0.6255
GRIN2B	0.183
ADAMTS14	-1.0995
DYDC2	0.644333333333333
ATP6AP1	-0.0259
NR1H2	-0.185666666666667
PDK2	0.756
C3orf17	0.159333333333333
SLC38A2	-0.6255
SLC25A29	-0.131166666666667
C15orf29	0.68575
ADAM9	-0.0429166666666667
TMUB2	0.26425
GPR176	-0.351
AGK	-0.55475
MCCD1	0.3685
NDUFA4	-0.57125
TMEM146	0.30525
DUSP1	3.54975
UNQ6975	1.0765
EMX2OS	3.98025
INSM2	-0.619
LUZP4	-0.28925
SETD6	-0.118
P2RY2	1.957
SLC45A2	-1.896
RABGAP1	0.552833333333333
UBXD5	-0.148875
GPRC5A	-1.7563
PAK3	3.56466666666667
LOC63920	0.149
TGFBR1	0.4527
KRTAP6-3	1.76275
SFMBT2	-0.08525
CDC42	-0.2653125
C11orf35	0.088
TTLL2	-0.30625
UACA	1.19591666666667
CD97	-0.9122
SETD5	0.031875
NINJ2	-1.40325
PTER	0.639833333333333
POMGNT1	-0.08675
KRTAP4-2	0.476
ECGF1	0.805125
HRB	-0.407545454545455
ATP1B2	0.3964
LOC400506	-0.174
COL4A3BP	0.541
C6orf97	0.684
GRHPR	0.23825
TAS2R1	-0.5935
SEMA7A	-1.745
EDF1	0.2325
ODF2L	0.6625
PCID2	-0.323166666666667
GTF2H4	-1.29783333333333
ZCCHC3	-0.087
CGB2	-0.262
NEUROD1	-0.25
C20orf75	-0.3895
RP5-1054A22.3	2.361
IFNA5	0.1475
ZNF134	0.394583333333333
MGC119295	-1.8811
ZSWIM6	-0.08725
SMEK1	0.218666666666667
PCGF2	0.2305
C1orf102	1.9405
CYP2A13	0.6225
KCNH6	-0.9744
MDM1	0.2998
ALDH7A1	0.902166666666667
C9orf75	-0.74775
VDAC3	-0.305125
OR51T1	0.129
EIF3F	0.186083333333333
KCNJ10	-0.82525
LENG8	-0.3335
EDEM2	-0.38625
CCNJL	0.202666666666667
DHX37	-1.016
CRYGN	1.4625
AATF	-0.8265
ZNF630	1.089625
E2F5	-0.2675
WFDC13	-1.2505
FTSJ3	-0.822166666666667
C4orf33	0.9245
LHFPL4	-2.4045
C19orf56	0.2135
SMAD4	0.87625
AFM	-0.313666666666667
G0S2	1.62125
FCHSD2	-0.1197
RRP1B	-1.2015
EEF1B2	0.124166666666667
STAT6	1.9165
ZNF195	0.30075
GNL1	-0.382166666666667
ZNRF2	0.383833333333333
PER3	0.53225
ASB16	-0.3545
C10orf10	2.29292857142857
ADCY8	-3.1065
C9orf58	1.31333333333333
ARMC10	-0.353333333333333
PSG1	-1.629
DHX34	-0.2055
VARS2	-1.103
NFIC	0.4105
ITPR2	2.02525
AGXT2	0.7095
OR6K3	-0.1685
H2AFZ	-1.62516666666667
MLLT3	0.423166666666667
COX4I2	1.70875
CCNT2	0.658125
PLK4	-2.567
NUMBL	-0.403333333333333
MED16	-1.73472347597681e-18
PLEKHQ1	0.883
GOSR1	0.340944444444444
BTG4	-0.0795
RPL30	0.715416666666667
IGSF5	0.412
IGFL2	1.42116666666667
ELMOD2	-0.0866666666666667
SHC3	0.301666666666667
HAVCR1	1.2735
DYNC2H1	0.656
RNF5	-0.4535
C2orf7	-0.75075
NLF1	-0.252
KLHL25	0.41025
LRP10	0.9991
KRI1	-0.63125
PUS7L	-0.1565
MGMT	1.0765
HOXD1	0.5545
CSH1	0.063
ATG16L2	-1.285
FLJ44635	1.387
CHODL	2.1515
EXOSC8	-1.23125
SLC28A1	-0.06925
MYO7B	-0.9885
SEH1L	-0.5908
MTNR1A	0.21
TSPAN5	0.3675
CDC45L	-4.44466666666667
AMIGO1	1.051
ATAD3A	-1.669
OSGIN2	-0.101
PDIK1L	0.872333333333333
DARC	3.869
PIPSL	-0.2245
SHMT1	0.299
CRISP3	-1.3965
POPDC2	2.96533333333333
ZRANB2	-0.619833333333333
FBXL8	-0.368
TRIP13	-3.33863636363636
EIF5AL1	-1.323
POU5F1P3	-5.06166666666667
IL6	1.63116666666667
CXorf38	-1.173
IFNA16	-0.1475
FBXL2	1.36966666666667
BRD1	1.0535
STATH	0.481
FBXO44	0.4165
MCCC2	-1.13875
CDC2	-3.4882
C5orf23	0.11225
IVD	0.208
C10orf122	-0.72425
MSL3L1	0.3577
MVP	0.1105
EPOR	-1.0923
ZMYM1	-0.284166666666667
BCL7C	0.294
PSTPIP2	1.4254
LYPD1	-2.406125
OR8G5	-0.05
ZP3	-0.145166666666667
BCAS4	-0.732833333333333
EDG6	1.72075
ISY1	-0.30125
PRAMEF2	-1.05075
CUL1	-0.051875
RNF213	-0.0166
CCRK	0.84775
DHX9	-0.179125
C13orf29	-0.53075
NCKAP1	-0.557833333333333
MRPL43	0.558571428571429
XPR1	0.1305
PKN2	0.2112
PODNL1	0.964
ZNF333	0.834375
DALRD3	0.4905
OPN1SW	0.1525
BTBD6	0.4555
C11orf82	-2.5285
OR5P3	0.734
DUSP11	0.6355
L1CAM	-1.3577
NEK11	1.945
OR7E91P	1.4315
CNTN3	3.3259
CREB3L2	-0.409
ZBTB37	-0.411
KIAA1324L	0.92725
NDUFB10	-0.229666666666667
NUDT2	0.54925
GTPBP8	-0.348
CACNA1D	0.561
PRKAA2	-0.607666666666667
PRDM8	0.1975
MGC16075	-0.247333333333333
KRT14	2.69507142857143
PP8961	0.044625
MRPL18	-0.11375
ABCG2	-0.48075
PACRG	3.328
BBS2	1.163
KREMEN2	-3.3105
FBXO21	0.8695
HNRPUL1	0.115083333333333
GRB10	0.39725
CLSTN1	0.83425
LMAN2	-0.4089
C17orf61	-0.46175
NIPSNAP3A	1.12
INSIG2	-0.45
PCDHB7	1.49866666666667
STXBP2	0.0755
CMAH	1.073
SEMA5B	-1.2065
ZNF155	0.781833333333333
COQ6	-0.424333333333333
PRPF4	-0.90125
TSPAN15	2.0919
VN1R5	0.52125
LATS2	0.5855
SELK	0.20075
PGK2	0.204
MS4A1	-0.894625
TYW3	-0.3538
KRTAP5-1	-0.20725
RCCD1	-1.57883333333333
BTN1A1	0.66825
DDX28	-0.061
TMEM65	1.391375
LOC92345	0.02025
TTC31	-0.3235
WDR46	-0.834666666666667
CHP2	-0.775
LSP1	0.629875
ZNF542	0.32
EXOSC1	-0.337
ARHGAP18	-0.134166666666667
LRRTM4	-0.55425
MAOB	3.99233333333333
CACNB4	1.276
MGC33846	1.254125
RANBP3L	1.994875
ATP5L	0.248375
ONECUT1	-3.5125
NUDT9	0.297
TMEM149	-0.1225
STX17	0.3415
IGSF10	1.09625
TMPRSS9	-0.034
BMPR2	0.992083333333333
ALLC	-0.22475
KLF7	0.39425
GCC1	0.6605
TIMM9	-0.00225
CDO1	2.8235
MGC10701	-0.684333333333333
IFI6	-0.1775
FRMD8	1.2445
MGAT2	0.105
WBP5	0.6265
CNIH2	-0.518
KIAA0907	-1.3706
KCNH8	3.1355
CTSG	0.9175
GRIK1	3.217
CUL5	0.838125
FRMD1	0.1425
OR9A4	0.8405
SYT6	-1.2835
FOXD4L2	-0.29325
ANAPC2	-0.163
OPN5	-0.565
TAF13	-0.83625
LYG2	-0.71725
GGNBP1	0.2185
C11orf40	0.071
OTX2	-1.471
REG4	-0.0605
EIF5	-0.486625
PALB2	-0.8295
SEPSECS	0.0931
RNASE3	-0.4595
TRIM49	-1.6715
POLR2K	-0.4808
GPR42	-0.3225
C8B	-2.689
SASS6	-0.6705
PREB	-0.905
OR3A3	0.604
TUBA8	0.567125
IGLV2-14	-1.5425
STIL	-2.9315
ANKFN1	-0.8765
NME7	-0.195
HOXC12	-1.56075
UBE2C	-3.50075
FHOD1	-1.202875
CDK2AP1	0.564666666666667
OR6K2	0.16425
DHPS	-0.5145
RPL5	0.7175
TRGV5	-0.0355
LOC541472	0.521875
HCCS	0.1764
DENND1B	1.3015
LHX3	0.1835
OR5D16	0.1645
CXorf57	-0.444833333333333
IRF2BP1	0.965
NDST2	0.27
LCE3D	0.02
BOLL	0.248875
SYT3	-0.714
PIH1D2	0.35775
C20orf7	-0.75
IL1R2	1.0985
SLAMF9	-0.1135
PPME1	-0.891625
PIK3CA	0.53175
TRAPPC1	0.156375
COLEC10	-0.66325
SLC9A6	-0.201
PDDC1	-0.4305
CCDC53	0.5125
GK3P	-1.2305
DAZL	-0.73325
BRI3	-0.32575
SDK1	0.76675
CYP2C18	-0.301
IFI44L	2.139125
RPL3L	0.4035
FUT9	2.7025
KIFC2	-1.17916666666667
PMP2	0.2435
SLC4A9	0.2415
PLAG1	-1.75483333333333
MYCBP2	0.395
OR4E2	0.00800000000000001
CCDC65	1.41625
C16orf82	0.215125
ENTPD4	-0.108375
BRP44L	0.155375
PMP22CD	0.36825
TMCO4	1.59316666666667
KCNN1	-0.357833333333333
WDR35	-0.14225
CCDC80	2.909875
C3orf31	-0.7655
SLC7A9	-1.2385
TMEM190	-0.98275
DBC1	1.8485
FADS3	-0.915
PDZD8	-0.228333333333333
GRM5	-0.21975
AZGP1	3.3316
PEX3	0.8945
MED1	-0.341785714285714
ATG4C	-0.3605
HNRPH3	-0.3565
FAM109B	1.76075
C4orf17	-0.2305
CA10	-0.87475
OPRD1	-0.22
CCL16	-1.31025
SACM1L	0.37675
CST6	3.979
CD63	0.52825
LGI1	-1.10725
ZNF784	0.05075
CRYBB1	-1.314
CX3CL1	2.94195
TOP2A	-4.222
GYPB	-4.11566666666667
GADD45GIP1	-1.18225
FEN1	-2.409375
IGF1R	0.349125
WDR72	-1.464
PURG	0.199166666666667
DEFB126	0.2495
PKD1L1	-0.103
CAV1	0.1504
GNPDA2	1.0238
DGAT2	0.3915
NLGN1	-1.04925
STRBP	-0.317875
HPRT1	-1.4535
FANCI	-3.32075
PSMA7	-0.965375
DBF4B	-1.11916666666667
TTF1	-0.24725
RAD54L	-3.6785
ELOF1	-0.075
PLAGL2	-1.003625
ZNF256	0.0705
HMGCL	-0.09075
MSI2	-1.1015
RPESP	2.07783333333333
C11orf60	0.538
ABCD1	-0.889
ACAA1	0.3861
SPARCL1	5.52221428571429
IL6ST	0.613
ZNF319	1.3455
TMEM109	0.4356
FAM90A1	-0.183333333333333
IL22RA1	0.083
ATP4B	0.2365
TEC	-0.23
C7orf30	-0.813
TXNDC2	-0.930166666666667
ABCB4	-0.7115
KIAA1191	0.86675
C9orf38	-0.362
SFTPB	0.036625
CNTNAP2	-1.74933333333333
FRK	1.419
TBX19	0.9325
CHD4	-0.0555
C6orf26	-2.087
MOSC2	1.2905
IKBKE	0.07025
HIF1A	-0.9925
LOC595101	0.345
RELA	0.1455
TMEM16B	0.397
ABHD12B	-1.9035
TSEN34	0.30625
KIF18A	-3.5895
TXNDC9	0.089
SPATA2L	-0.1905
SEMA4G	-0.9155
C21orf91	0.672375
MATN1	0.0385
KCNIP4	0.0905
TUSC1	2.0715
OR4C15	0.4575
ARMCX6	0.727083333333333
WBSCR27	-2.32616666666667
OR52I2	-0.7455
KIAA1604	0.08675
DYNC1I1	0.267
PPP4C	-0.173
SLC47A2	-0.224333333333333
TREH	-0.09925
CD48	1.4315
ST14	1.25266666666667
PKN1	-0.5575
SPON2	2.81775
XBP1	1.46325
SFRS12	-0.198666666666667
EFCAB6	3.126
SELT	-0.0305
SLC39A2	1.46
ERF	-1.15133333333333
ARL3	0.472375
SURF6	-0.2295
MLLT10	-0.211380952380952
FLJ11171	1.10016666666667
TDGF1	-4.22216666666667
ERCC6	-0.059
EIF2AK4	0.379375
BAZ1A	-0.100166666666667
LRRN3	0.976666666666667
TMC3	-0.7285
EFTUD1	-0.23925
PTPRO	0.693833333333333
CLEC12A	0.582625
ACBD4	0.3445
ZDHHC14	0.54025
OTUD7B	-0.070375
ACTB	0.2674375
MSRA	0.243375
LCE5A	0.1315
IFI35	-0.2265
BSCL2	-0.261166666666667
ANKRD12	0.668833333333333
CFHR2	0.46775
RGAG1	0.543166666666667
HSFY1	0.56
SLC30A5	0.289083333333333
IMPG1	0.254
GPR109A	0.2315
ZNF185	1.145
IYD	0.353
NPCDR1	0.2165
SERPINA13	0.1805
HMGCLL1	1.81425
NEUROG1	-0.0613333333333333
UBQLN1	-0.355
LIN37	0.078
SOCS2	-0.173375
DSCR4	-1.667875
XKR6	1.03425
GPR142	0.4415
KRTAP13-3	0.113
CCDC15	-0.733
MOS	0.3695
CD1E	-0.741
OFCC1	0.553166666666667
FAM83D	-4.36375
SRFBP1	0.66925
C9orf96	0.089
DHDH	-0.8425
CCDC90A	-1.0485
RABL3	0.20325
CD320	-1.65316666666667
ANGEL2	0.247416666666667
MRPL21	-0.541
SMG6	0.275
INSR	1.5445625
FLJ14816	-0.963
GLRB	1.00483333333333
C9orf89	0.27275
CIZ1	-0.247
URG4	-0.132333333333333
LRDD	-1.8405
CBY1	1.32316666666667
NFX1	0.162875
MTERFD2	0.195857142857143
C19orf23	-0.189
PGC	-3.071875
IER3IP1	0.1389
RASAL2	1.0085
C1orf89	-0.1395
SYNJ1	-0.547375
NFKBIE	0.57175
FLJ40125	-0.601166666666667
TCEB2	-0.7122
NOG	-1.149
POLR2J2	-0.864
HLA-B	1.89025
PCDHA1	0.488
PPP2R2B	1.23975
ARHGEF17	0.947833333333333
TCF7L2	2.075
CHD5	-0.244333333333333
ZNF431	0.23275
TBC1D25	1.0515
ZNF800	-0.0385
SCUBE2	2.15109090909091
MYCBP	0.459
GPX5	-0.3585
C6orf129	-1.16416666666667
QSER1	-0.349666666666667
ULK2	2.206
PIGO	-0.2785
NRCAM	-1.96792857142857
SLC35E3	-0.062625
CSRP2	-0.0475
HYPE	-0.131
MAPK15	-0.547833333333333
MGC14327	-0.01275
TIMM13	-0.635666666666667
ZNF462	1.79175
GBA3	0.68175
TEX13A	-0.0425
MCM6	-1.435
MTRF1	-0.618125
ABCA7	-1.1315
EIF4A2	0.4955
ZC3H10	0.7513
RPGR	0.0265
C20orf94	-0.87775
RP1L1	0.63825
GPR125	0.647857142857143
USP22	0.245285714285714
OR1L4	-0.215
MLZE	2.00775
FLJ32065	-0.239
PTCD1	-0.3435
CRTAC1	2.771
BXDC2	-0.89825
C18orf1	1.64266666666667
FAM107A	2.22221428571429
EFNA3	0.05225
P18SRP	0.4066
CAMKK2	0.688
KIAA0649	-0.05225
NES	1.115
HS6ST3	-1.00925
PON2	-0.247
TCP11L2	0.62625
CLEC4A	2.156
PRR12	0.4355
MLXIPL	-1.6043
C2orf50	-0.186
ZNF28	0.896
ENC1	0.858666666666667
MAP2K1	-0.472
FKSG2	1.50925
KIAA0430	1.024
PTP4A1	-0.693
GPR156	-0.469
GTF3C6	-0.64075
UBR2	-0.0473
LOC388272	-0.596
MAK	0.5255
ACOT4	0.54175
STC2	0.2715
PIGW	-0.479125
SAE1	-1.092625
COL6A1	0.215272727272727
OAZ1	0.0443333333333333
STMN4	1.432
EDG3	0.362833333333333
SGCE	1.88883333333333
IL11	-2.6515
PRSS8	2.0825
YIPF5	0.542416666666667
WNT4	2.577875
CSN2	0.452166666666667
TCF7	-1.27925
TDO2	-0.32975
SAMD9	0.299625
S100A7A	-0.017
MMRN1	5.61766666666667
GKAP1	0.07675
AKR1C3	0.278
RNF19A	0.401625
GMDS	-0.28075
YKT6	-1.3275
SPARC	0.5227
C12orf31	-0.6215
UBE2V2	-1.0095
FBXL18	-0.733833333333333
KIAA0460	0.28425
ADAM22	-0.787
SERPINC1	-5.31475
KCTD21	0.8455
MYOHD1	-2.628
ZNF37A	0.0903333333333333
GTF3C1	-0.385833333333333
CTSZ	1.426
PRNPIP	-0.5445
DRD1IP	0.089
NR1I2	-1.52566666666667
ZNF266	-0.0714
SPAG4L	-0.1665
COX4NB	-0.5675
SAPS1	0.0708333333333333
APOA1	-3.70975
TATDN1	-0.0745
C10orf82	0.80675
KPNB1	-1.065
FOXO3	0.83775
CRYBB2	-0.9595
ZBTB5	0.245
SLC25A38	0.04525
DCTN2	0.044
IFT20	0.33775
CTHRC1	0.932
C1orf31	-1.251875
UHRF1	-2.771
GPC6	-1.44675
C10orf54	2.34375
MCF2L2	0.122
WNT9B	-0.060125
OLA1	-0.311625
FAM120B	0.35725
TTLL10	0.514
CYorf15A	-6.0935
RELN	0.1912
SCN2B	2.99791666666667
MFHAS1	-1.258
NKX3-2	-2.33916666666667
RASGRF2	-0.608
SSBP1	-1.31616666666667
KPNA6	-0.617928571428571
LOC389118	-0.107
HS3ST4	2.2026
SUPT7L	-0.366875
FLJ32658	-0.05225
IGFBPL1	-1.38725
KIAA1641	-0.5783
SHKBP1	-0.579333333333333
CSF1R	4.1515
NAGK	0.509
MYL2	1.61525
HIST1H4C	-2.86083333333333
TOMM7	-0.12125
ADAMTSL3	2.6961
TNFSF14	-0.467
PRRT2	-1.62525
VTA1	0.160875
AOAH	3.34916666666667
CRISPLD2	1.45192857142857
PNN	-0.9304
TA-NFKBH	-0.14125
ESPN	-0.902
RBM43	-0.0505
KIAA1267	0.42525
DDX3X	0.628055555555555
KIAA1576	-1.96425
PLXDC1	4.55816666666667
FLJ25801	-4.4525
HNRNPL	-0.46975
RUNDC3A	0.406333333333333
CASP12	3.0355
SH2D5	-1.611625
RPL26L1	-0.907
OR51A7	0.00125000000000001
HDC	3.4895
C2orf16	-0.0736666666666667
SYTL3	2.673375
GOLGA4	0.2313125
NOTCH1	0.147
ATPAF2	-0.26925
ECD	0.083
SSX5	-1.5955
SNAP91	-0.01725
OCA2	-1.6455
PNPO	0.237666666666667
DAPK1	-0.379166666666667
PINX1	-0.442
SELENBP1	1.46825
NEK3	0.423416666666667
TMED4	0.108785714285714
SSTR4	-0.694
FOSL1	-2.4773
CD40LG	0.4305
CES1	-0.1435
DCI	-0.478166666666667
B3GAT3	-0.640166666666667
STK17B	0.3395
CNTN6	1.81375
CYP3A4	-1.78166666666667
MBOAT2	-0.151642857142857
PISD	-0.088125
USP1	-0.40675
PYDC1	0.285333333333333
CENPM	-2.7075
SAR1B	-0.36775
TTC7B	-0.23675
DP58	0.482
GPC1	-0.19825
RBL1	-1.961
TMEM137	-2.175
TOB1	1.14958333333333
TCEAL1	1.74283333333333
CENPF	-4.04509090909091
C6	0.706666666666667
PRSS1	-4.10025
PPIL6	1.30166666666667
C6orf124	-1.7045
ODZ4	1.03566666666667
SNCB	-0.74875
NDUFB9	-0.5305
CNOT6L	1.05633333333333
S100A9	1.21033333333333
TRIM50	-0.044
KCTD1	2.147
WDR63	1.00675
SPEF2	2.199625
RNGTT	-0.289333333333333
CXorf22	-0.64
KCNK16	-0.08775
CEP250	-2.206
ATPBD1B	-0.86275
KCNJ2	4.16325
MT1B	-0.9115
ZNF684	0.5835
SLC4A1	0.129
PDHA1	-0.855
ZNF492	0.62975
TKT	-1.5775
BYSL	-0.72175
RNF38	0.793875
AHDC1	0.3695
KLHL2	1.478125
CMTM8	1.9855
DMP1	-0.784
HERPUD2	0.32225
CRTAM	2.26866666666667
ZNF572	0.59125
TMEM16J	-1.0075
HSD17B2	0.60875
UBE2G1	0.047875
AHSA2	-1.49725
PELI2	1.289
TPX2	-4.312125
ATP9B	1.41616666666667
DAZAP1	-1.01
HMGCS2	2.13266666666667
C17orf38	0.10275
B9D1	-0.4275
NKX2-5	-1.5055
KIAA1276	1.05775
LILRB2	3.0535
CSTF1	-0.415
BTN2A1	0.351166666666667
C15orf48	4.3265
IGF2BP3	-4.65325
FAM113B	0.6715
HRG	-0.137
ZNF131	-0.10075
USP47	1.24685714285714
CCDC88B	-0.2415
HCN1	0.3306
HTN1	-0.776833333333333
SYCP3	-0.5695
C13orf23	-0.6464
PAPOLA	-0.1125625
