Hybridization REF	TCGA-A1-A0SH-01A-11R-A084-07
SEMA5B	-0.06725
ZNF155	0.0761666666666667
COQ6	-0.419166666666667
PRPF4	-0.62725
TSPAN15	2.8819
VN1R5	0.296
LATS2	1.014
SELK	-0.4045
PGK2	-0.632
MS4A1	-1.68175
TYW3	-0.635
KRTAP5-1	0.6705
RCCD1	-1.4435
BTN1A1	1.61225
DDX28	-0.5005
TMEM65	-0.159
LOC92345	0.064
TTC31	-0.4025
WDR46	-0.671833333333333
CHP2	-1.327
LSP1	0.89275
ZNF542	-0.41175
EXOSC1	-0.20625
ARHGAP18	-0.122666666666667
LRRTM4	-0.6785
MAOB	2.1325
CACNB4	0.75225
MGC33846	0.649625
RANBP3L	3.011625
ATP5L	-0.621375
ONECUT1	-2.683
NUDT9	0.50025
TMEM149	-0.2665
STX17	0.74025
IGSF10	-2.219
TMPRSS9	0.104
BMPR2	1.42408333333333
ALLC	-0.12925
KLF7	1.353375
GCC1	1.0687
TIMM9	-0.73825
CDO1	1.02833333333333
MGC10701	-0.856333333333333
IFI6	0.532833333333333
FRMD8	1.12825
MGAT2	0.445
WBP5	0.870333333333333
CNIH2	0.011
KIAA0907	-2.1878
KCNH8	0.096
CTSG	0.1375
GRIK1	0.483
CUL5	0.32025
FRMD1	0.417
OR9A4	0.604
SYT6	-0.582875
FOXD4L2	0.815
ANAPC2	-0.240666666666667
OPN5	0.336
TAF13	-0.15575
LYG2	-0.407
GGNBP1	0.4525
C11orf40	0.182
OTX2	-0.85
REG4	0.0438333333333333
EIF5	-0.3168125
PALB2	-0.83325
SEPSECS	-0.3227
RNASE3	0.00325
TRIM49	-1.4655
POLR2K	0.3118
GPR42	0.093
C8B	-0.818
SASS6	-1.02075
PREB	-0.649166666666667
OR3A3	0.3615
TUBA8	0.2205
IGLV2-14	-0.966
STIL	-3.0575
ANKFN1	-0.333
NME7	-0.19075
HOXC12	-1.50775
UBE2C	-2.291
FHOD1	-0.806
CDK2AP1	0.805
OR6K2	0.21125
DHPS	-0.7255
RPL5	-0.398833333333333
TRGV5	0.439
LOC541472	-0.203875
HCCS	0.3223
DENND1B	0.815
LHX3	0.3495
OR5D16	0.4205
CXorf57	-0.326333333333333
IRF2BP1	0.923
NDST2	1.03583333333333
LCE3D	0.3655
BOLL	0.127375
SYT3	-0.6575
PIH1D2	-0.3435
C20orf7	-0.944333333333333
IL1R2	-0.0938333333333333
SLAMF9	2.4
PPME1	-0.324625
PIK3CA	0.57175
TRAPPC1	-0.0145
COLEC10	-0.4675
SLC9A6	-0.5045
PDDC1	-0.515166666666667
CCDC53	0.59875
GK3P	-0.94
DAZL	-0.91725
BRI3	0.2625
SDK1	-0.254875
CYP2C18	0.48625
IFI44L	1.65575
RPL3L	0.5865
FUT9	-0.516333333333333
KIFC2	-0.917333333333333
PMP2	-0.395125
SLC4A9	-0.5145
PLAG1	-1.76683333333333
MYCBP2	0.5005
OR4E2	0.149
CCDC65	1.6245
C16orf82	0.02725
ENTPD4	0.169625
BRP44L	-0.10925
PMP22CD	0.326
TMCO4	0.214833333333333
KCNN1	-0.693166666666667
WDR35	-0.08775
CCDC80	3.56525
C3orf31	-1.52675
SLC7A9	-1.31225
TMEM190	-0.30925
DBC1	-0.401
FADS3	-1.3245
PDZD8	0.7055
GRM5	0.119
AZGP1	3.7968
PEX3	-0.2315
MED1	-0.0863571428571429
ATG4C	-0.6875
HNRPH3	-1.199125
FAM109B	2.825
C4orf17	0.2135
CA10	0.088
OPRD1	0.083
CCL16	-1.45275
SACM1L	-0.71075
CST6	4.25175
CD63	1.474125
LGI1	-1.761
ZNF784	0.52575
CRYBB1	-1.0155
CX3CL1	1.0647
TOP2A	-3.045
GYPB	-3.76483333333333
GADD45GIP1	-0.921
FEN1	-1.894125
IGF1R	-0.2055
WDR72	-2.407
PURG	0.039
DEFB126	-0.5515
PKD1L1	0.12225
CAV1	-1.1229
GNPDA2	1.0604
DGAT2	-2.302375
NLGN1	-3.2985
STRBP	-0.447375
HPRT1	-0.4945
FANCI	-2.987125
PSMA7	-0.120875
DBF4B	-1.285
TTF1	-0.817
RAD54L	-3.05075
ELOF1	-0.061
PLAGL2	-0.95225
ZNF256	-0.2015
HMGCL	0.26625
MSI2	-0.375333333333333
RPESP	1.88416666666667
C11orf60	0.55575
ABCD1	0.343
ACAA1	0.505
SPARCL1	5.38971428571429
IL6ST	0.8998
ZNF319	0.79925
TMEM109	0.9272
FAM90A1	-1.45083333333333
IL22RA1	-0.9415
ATP4B	0.28
TEC	-0.8875
C7orf30	-0.94625
TXNDC2	-0.0535
ABCB4	0.03875
KIAA1191	0.716625
C9orf38	0.217
SFTPB	0.251375
CNTNAP2	1.00766666666667
FRK	2.0405
TBX19	-0.097
CHD4	-0.16825
C6orf26	-2.42233333333333
MOSC2	1.631
IKBKE	0.152
HIF1A	-1.3235
LOC595101	-1.075
RELA	0.404833333333333
TMEM16B	0.321833333333333
ABHD12B	-1.53175
TSEN34	0.46925
KIF18A	-3.1685
TXNDC9	0.0178333333333333
SPATA2L	0.257
SEMA4G	-1.072
C21orf91	-0.983375
MATN1	-0.1
KCNIP4	0.1535
TUSC1	2.10475
OR4C15	0.18725
ARMCX6	0.565166666666667
WBSCR27	-1.7455
OR52I2	-0.1145
KIAA1604	-0.50425
DYNC1I1	0.284875
PPP4C	0.58725
SLC47A2	-1.233
TREH	-0.1585
CD48	1.14016666666667
ST14	1.388
PKN1	-0.1305
SPON2	3.56775
XBP1	3.02041666666667
SFRS12	-0.783833333333333
EFCAB6	1.91975
SELT	0.67325
SLC39A2	1.276
ERF	-1.1395
ARL3	0.784
SURF6	-0.7967
MLLT10	-0.987952380952381
FLJ11171	0.551
TDGF1	-4.539
ERCC6	-0.25425
EIF2AK4	1.058
BAZ1A	-0.749666666666667
LRRN3	1.9975
TMC3	-0.1505
EFTUD1	-0.15975
PTPRO	1.31
CLEC12A	1.153625
ACBD4	0.403125
ZDHHC14	-0.502875
OTUD7B	0.6825
ACTB	1.0935
MSRA	0.523125
LCE5A	1.0195
IFI35	0.81025
BSCL2	0.421833333333333
ANKRD12	0.04175
CFHR2	0.51575
RGAG1	-0.0805
HSFY1	0.116
SLC30A5	0.238833333333333
IMPG1	0.373
GPR109A	0.6985
ZNF185	1.3675
IYD	0.40675
NPCDR1	0.592
SERPINA13	-0.181
HMGCLL1	-0.8535
NEUROG1	0.678
UBQLN1	0.0438125
LIN37	0.2385
SOCS2	-1.363125
DSCR4	-1.531125
XKR6	-0.29375
GPR142	0.593
KRTAP13-3	-0.0475
CCDC15	-0.972833333333333
MOS	0.085
CD1E	-1.7675
OFCC1	-0.1525
FAM83D	-3.0155
SRFBP1	0.21775
C9orf96	-0.077
DHDH	-2.0275
CCDC90A	-1.192
RABL3	0.9155
CD320	-2.7615
ANGEL2	0.2845
MRPL21	-0.482
SMG6	0.2125
INSR	1.0633125
FLJ14816	-0.3415
GLRB	0.882833333333333
C9orf89	1.228
CIZ1	-0.268625
URG4	-0.124666666666667
LRDD	-1.9315
CBY1	1.53583333333333
NFX1	0.01825
MTERFD2	-0.554571428571428
C19orf23	0.2705
PGC	-2.517375
IER3IP1	0.2885
RASAL2	1.54683333333333
C1orf89	0.146
SYNJ1	-0.584375
NFKBIE	0.47275
FLJ40125	-1.50966666666667
TCEB2	0.0862
NOG	-1.1195
POLR2J2	-0.566333333333333
HLA-B	2.2545
PCDHA1	-0.0355
PPP2R2B	-1.02825
ARHGEF17	0.885666666666667
TCF7L2	1.91342857142857
CHD5	-0.651833333333333
ZNF431	-0.7285
TBC1D25	0.38125
ZNF800	-0.08
SCUBE2	3.26109090909091
MYCBP	0.637166666666667
GPX5	0.121
C6orf129	-0.545833333333333
QSER1	-0.233166666666667
ULK2	1.9495
PIGO	0.6475
NRCAM	-0.797285714285714
SLC35E3	0.611125
CSRP2	0.60025
HYPE	0.1675
MAPK15	-0.0236666666666667
MGC14327	0.52125
TIMM13	0.00333333333333333
ZNF462	0.22425
GBA3	0.40375
TEX13A	0.071
MCM6	-1.46344444444444
MTRF1	-1.3055
ABCA7	-1.51775
EIF4A2	-0.10975
ZC3H10	1.1096
RPGR	-0.740666666666667
C20orf94	-0.2025
RP1L1	0.21575
GPR125	-0.260125
USP22	0.323428571428571
OR1L4	0.094
MLZE	0.50675
FLJ32065	0.31925
PTCD1	-0.34425
CRTAC1	0.174666666666667
BXDC2	-1.7625
C18orf1	1.36433333333333
FAM107A	0.808642857142857
EFNA3	-0.49
P18SRP	-0.2926
CAMKK2	0.592666666666667
KIAA0649	-0.0625
NES	-1.40833333333333
HS6ST3	1.398875
PON2	-0.498
TCP11L2	-0.42375
CLEC4A	2.2225
PRR12	0.272
MLXIPL	-1.7398
C2orf50	-0.3185
ZNF28	0.3895
ENC1	0.5705
MAP2K1	-0.39
FKSG2	1.09425
KIAA0430	0.615
PTP4A1	-0.974944444444444
GPR156	0.6585
GTF3C6	-0.177
UBR2	-0.3265
LOC388272	-0.657
MAK	0.2535
ACOT4	3.48575
STC2	-1.03041666666667
PIGW	-0.513375
SAE1	-0.622875
COL6A1	2.84463636363636
OAZ1	0.409833333333333
STMN4	0.270333333333333
EDG3	0.270166666666667
SGCE	0.450833333333333
IL11	-2.07
PRSS8	2.879875
YIPF5	0.869666666666667
WNT4	3.915125
CSN2	0.300666666666667
TCF7	-2.259125
TDO2	0.849
SAMD9	-0.029125
S100A7A	-0.07
MMRN1	1.01616666666667
GKAP1	-0.662
AKR1C3	-1.79975
RNF19A	0.1475
GMDS	0.24175
YKT6	-0.094
SPARC	3.6712
C12orf31	-0.64375
UBE2V2	-1.06216666666667
FBXL18	-0.514833333333333
KIAA0460	-0.0845
ADAM22	-0.5585
SERPINC1	-4.47325
KCTD21	0.7775
MYOHD1	-1.7095
ZNF37A	-0.2015
GTF3C1	0.0141666666666667
CTSZ	1.69325
PRNPIP	-0.325875
DRD1IP	0.28125
NR1I2	-2.289
ZNF266	-0.5443
SPAG4L	0.2745
COX4NB	-0.56775
SAPS1	0.1645
APOA1	-3.655375
TATDN1	-0.820166666666667
C10orf82	1.6125
KPNB1	-0.798
FOXO3	0.709166666666667
CRYBB2	-0.8355
ZBTB5	-0.282166666666667
SLC25A38	-0.052
DCTN2	0.1925
IFT20	0.7605
CTHRC1	4.667
C1orf31	-0.67075
UHRF1	-1.9384375
GPC6	1.419
C10orf54	1.459
MCF2L2	0.086
WNT9B	-0.061375
OLA1	-0.745375
FAM120B	0.314
TTLL10	0.041
CYorf15A	-5.22125
RELN	-2.1398
SCN2B	2.94133333333333
MFHAS1	-0.773
NKX3-2	0.962833333333333
RASGRF2	2.584
SSBP1	-1.0965
KPNA6	-0.0462142857142857
LOC389118	-0.0985
HS3ST4	-0.7255
SUPT7L	-0.478375
FLJ32658	-0.84475
IGFBPL1	-0.56675
KIAA1641	-2.3453
SHKBP1	-0.251
CSF1R	4.58425
NAGK	1.15125
MYL2	1.43175
HIST1H4C	-2.312
TOMM7	-0.61775
ADAMTSL3	2.7855
TNFSF14	-1.165
PRRT2	-2.95325
VTA1	-0.113625
AOAH	3.26383333333333
CRISPLD2	2.79728571428571
PNN	-1.6637
TA-NFKBH	-0.70525
ESPN	-0.451
RBM43	0.48
KIAA1267	0.430875
DDX3X	0.109444444444444
KIAA1576	-4.0735
PLXDC1	4.2415
FLJ25801	-4.138
HNRNPL	-0.2385
RUNDC3A	0.071
CASP12	0.7105
SH2D5	-1.395875
RPL26L1	-1.0035
OR51A7	0.526
HDC	3.6765
C2orf16	0.129
SYTL3	1.0795
GOLGA4	-0.1758125
NOTCH1	-0.719166666666667
ATPAF2	-0.00125
ECD	0.1375
SSX5	-1.55683333333333
SNAP91	0.699
OCA2	-3.48775
PNPO	0.685833333333333
DAPK1	-0.0676666666666667
PINX1	-0.760666666666667
SELENBP1	1.164875
NEK3	-0.781833333333333
TMED4	0.606857142857143
SSTR4	-0.082
FOSL1	-2.7513
CD40LG	0.001
CES1	-0.234333333333333
DCI	-0.994833333333333
B3GAT3	-0.258166666666667
STK17B	0.3705
CNTN6	2.62625
CYP3A4	-1.522
MBOAT2	1.54292857142857
PISD	1.238375
USP1	-1.20925
PYDC1	0.0835
CENPM	-2.00025
SAR1B	0.55875
TTC7B	-0.138125
DP58	0.395
GPC1	1.1515
RBL1	-2.11425
TMEM137	-3.23816666666667
TOB1	1.14858333333333
TCEAL1	1.98633333333333
CENPF	-2.56645454545455
C6	0.194166666666667
PRSS1	-3.8135
PPIL6	1.2105
C6orf124	0.5005
ODZ4	3.06716666666667
SNCB	-0.24425
NDUFB9	0.668875
CNOT6L	0.447166666666667
S100A9	0.171666666666667
TRIM50	-0.216
KCTD1	1.362
WDR63	0.759
SPEF2	1.972125
RNGTT	-0.278
CXorf22	0.596
KCNK16	0.21575
CEP250	-1.82925
ATPBD1B	-0.5535
KCNJ2	3.6995
MT1B	-1.464
ZNF684	0.0605
SLC4A1	0.13
PDHA1	-1.08575
ZNF492	-1.06
TKT	-2.232
BYSL	-0.739375
RNF38	0.342125
AHDC1	0.4275
KLHL2	0.947125
CMTM8	0.85575
DMP1	0.1555
HERPUD2	0.221
CRTAM	2.60983333333333
ZNF572	-0.37775
TMEM16J	-0.634
HSD17B2	-3.10525
UBE2G1	-0.160875
AHSA2	-2.91875
PELI2	0.2075
TPX2	-2.9835
ATP9B	1.08033333333333
DAZAP1	-0.470375
HMGCS2	0.0965
C17orf38	0.53175
B9D1	-0.526875
NKX2-5	-1.145
KIAA1276	1.49425
LILRB2	3.205
CSTF1	-0.326333333333333
BTN2A1	-0.649166666666667
C15orf48	5.0075
IGF2BP3	-4.4765
FAM113B	1.27533333333333
HRG	-0.24525
ZNF131	-0.8995
USP47	0.736428571428571
CCDC88B	-0.95275
HCN1	0.4061
HTN1	-0.0441666666666667
SYCP3	0.24175
C13orf23	-0.6595
PAPOLA	-0.031625
AATK	-0.2162
MSH3	-0.195
NDUFAB1	-1.147
ITLN2	-0.8725
BAK1	-0.348833333333333
MRPL45	-0.095
MTNR1B	0.0118333333333333
LOC645843	-0.318
SPECC1L	0.8025
PGCP	1.59575
SPN	-0.76125
GPR143	-1.08666666666667
ZNF576	0.21
TMEM39A	0.4531
ATP5D	-0.370166666666667
MAGEB3	-1.351
RPS5	-0.566333333333333
ANP32E	-1.77714285714286
MTMR1	0.822
YEATS4	-1.10275
SYNGAP1	-0.30375
PCOLCE	1.46766666666667
MNS1	-0.33525
PCYT2	0.0663333333333333
ZNF182	-0.4085
LAX1	0.957625
SPPL2B	0.5085
ELOVL5	2.5396
PCDHAC1	-0.512
B4GALNT1	-0.329
BLOC1S2	0.84825
ZNF673	-0.6453
ARHGAP21	0.373833333333333
IRX5	2.7085
LRFN5	1.28266666666667
FAM7A1	1.3375
RAB19	0.987
GINS1	-2.477
ITM2B	1.8469
PAPSS2	1.63166666666667
OR5BF1	0.414
ACSL3	0.8765
KIAA1919	-0.194833333333333
GLT8D2	4.371375
UTRN	0.9035
CNN1	2.38425
HISPPD2A	-1.02266666666667
SDAD1	-0.04025
SIGLEC9	1.19733333333333
RPL35	-0.591928571428571
C22orf26	1.5205
IMPDH2	-0.946125
WDR69	-0.8485
SEC14L5	-0.018
CLTA	0.30675
RP11-529I10.4	0.33625
GPR37L1	0.193333333333333
OGDH	-0.361083333333333
ASB13	0.786833333333333
ZFP14	0.38925
ZCRB1	-0.262666666666667
KPNA3	0.58275
HSPA1L	1.657
RHOC	1.3675
LOC554175	0.781
PPP3CA	1.8386
SLC1A7	-0.3025
ZNF529	-0.2595
RBED1	0.564
DDB2	-0.99575
FLJ11286	0.500166666666667
SPATA1	0.8075
MKNK1	0.607166666666667
DYSF	0.8335
ALKBH2	-0.5615
NKD1	-2.5375
C1orf174	-0.1625
PLEKHO1	0.634333333333333
ASB10	-0.01
RING1	0.2925
NPC2	1.335375
AVPR1B	0.3875
YTHDF1	0.109916666666667
LMAN1L	0.429
GSG2	-2.094
CEP170	-0.5547
RPS4Y2	-5.546
MSH6	-1.143
HECTD2	0.346166666666667
ZNF556	-2.19983333333333
PLEKHC1	0.3807
AIRE	0.322333333333333
BCL2L10	0.46775
LMOD3	-0.1978
ZBTB8	0.3012
FOXA2	-3.7409
SLCO2A1	2.7755
C3orf46	0.296
PRDM16	0.098
TMEM98	1.71
FRMD5	-1.055
PDE6C	-0.189
C1orf216	0.966833333333333
EP400	-0.289
PTK2	0.131
RNF217	0.3025
NDUFA8	0.0745
ZFAT1	0.64425
LAMP3	0.45
GLTSCR2	0.385875
NPW	-1.85
LLGL2	-0.0196
PPM1K	-1.07383333333333
C20orf177	-0.5685
KIR2DL4	0.3971
NFKB2	0.0215
C21orf122	0.671833333333333
HESX1	-1.5565
GPR114	0.634833333333333
SLC25A35	-0.638833333333333
GNAT1	0.0185
ORAI3	0.596
FAM76B	-0.67225
TMEM99	1.1768
TRIM29	0.8669
CDS1	2.1755
RHEB	-0.3755
C4orf27	-0.434833333333333
RAB3A	-0.3115
OTUD6B	-0.84125
GPD1	-1.238125
CDH15	0.13
NPM1	-1.28378571428571
TMEM117	0.83225
PRPS2	0.46775
GCK	-0.3535
ADRA2A	5.77266666666667
TSPYL4	0.702666666666667
TASP1	-0.19525
WDR19	0.1935
C10orf38	-0.79725
PDE4C	-0.825833333333333
FYB	0.31925
C1orf55	0.242333333333333
PPFIA3	-1.10225
RAD18	-0.94925
C12orf44	0.389
CRYBA4	-0.241
HVCN1	1.66275
TAF10	0.053
C16orf48	-0.648666666666667
DEPDC5	0.753666666666667
LTBP1	-1.021
MAPRE1	0.04325
FGF8	-0.048
C3orf52	1.21075
SENP7	-0.269166666666667
LRRK2	1.53025
RUNDC2A	0.592666666666667
KIAA0355	0.716666666666667
CPEB1	-1.351
PPEF2	0.252
ABI2	-0.382
KIAA0317	0.302375
ATF1	-0.348333333333333
DYNC1H1	0.193
DIP	0.273
TMEM33	0.472944444444444
POLDIP3	0.22775
C7orf24	0.014
GPR171	1.12275
CDC6	-3.156
PLD1	0.5663
ITFG2	-0.0816
NDUFC1	0.3285
AKNA	-1.16475
NBR1	0.911
PKHD1	1.153625
HPS4	-0.5922
MAFA	0.742
ULBP3	-0.45475
DIRC1	0.5675
IMMT	-0.676875
C22orf13	0.7835
CEL	-0.04925
MARK3	-0.37175
ADAMTS2	1.63966666666667
ARPC3	0.326333333333333
TMEM10	0.023625
NPHS1	-0.183
BRD8	-1.0985
WDR12	-1.71875
IDI2	-0.1725
HOXD13	-1.268
OR8G2	-0.7635
SLAIN1	-0.7015
GABRQ	-0.37275
NR2C2	-1.13975
NKTR	-1.4865
TLE2	1.153
KIAA0892	0.0263333333333333
AURKA	-3.01645454545455
GPRC5C	1.027
TBC1D9B	0.581375
PNPLA6	0.00966666666666667
AP3B1	0.3945
NAG	0.111375
C11orf68	-0.04225
AKR7A3	-0.0055
AHCYL1	0.526333333333333
COP1	0.00333333333333332
RPP14	-0.688083333333333
PCDHB18	1.27025
CDH24	0.88975
KRT17	0.6724
LACTB2	-1.60375
DDX24	0.0538
PHACTR1	-2.23883333333333
SLC35E2	-0.0345
LOXL1	2.27925
IQSEC2	0.57775
RGSL1	0.6735
PCDHGC5	0.4185
MEGF10	0.529
PRRX1	2.84166666666667
ASTE1	0.6445
C6orf159	-0.9575
MYOD1	0.7875
GAA	2.0405
ZNF747	0.98875
KLRC1	-2.094875
IL1RL2	0.3985
GDF9	0.27075
GPR119	0.222
TRAF2	-0.711333333333333
HCK	3.63383333333333
BMP6	-2.777
IL8RA	1.42683333333333
FLJ35848	-0.24675
EFHA1	0.16725
CDSN	0.724666666666667
C14orf54	-0.074
LSM3	-0.6815
ZFP41	0.206
C9orf126	-1.501
VIT	-1.6775
SPCS3	-1.413
DEF8	-0.9845
CHAF1A	-2.07866666666667
C1orf165	0.0365
ZFPM2	3.1545
FTH1	0.31025
SLC35F1	-0.741
YWHAH	1.907
C17orf66	0.178333333333333
ADRB1	-0.141166666666667
FOXL1	-0.222
RG9MTD3	-0.514833333333333
UMPS	-0.149625
MGC13008	-0.3525
KIAA1161	0.959
CCDC77	-2.1485
C12orf65	-0.7917
COG4	-0.769166666666667
RCP9	-0.133083333333333
RP4-692D3.1	2.546
CDC2L5	0.1715
MGC7036	0.847666666666667
DNAJC11	-0.869
GDF2	-0.00516666666666665
TIMM17A	-0.00850000000000001
HNRNPA0	-0.8317
OR2H1	0.14625
PCBP1	0.0235
COL23A1	-1.5445
LRRC2	-0.88
NSD1	-0.0388571428571428
FLJ37078	-0.097375
WDR91	-0.2365
TMEM179	-0.29225
DSCR10	0.1935
CNDP2	1.4192
FYN	0.007
BEX2	-0.490333333333333
KCND3	0.43
YPEL5	1.7075
LRRC42	-0.0165
C17orf45	-0.359375
ZNF649	0.2216
LOC150763	1.830375
COL5A2	4.58316666666667
CNGA2	0.2545
ELA2B	-0.666333333333333
RAB9B	0.13975
FAM100A	0.17975
NAIP	0.251785714285714
MYOZ2	0.031125
SPATA12	-0.3295
XRCC4	-0.74275
CYB561	1.866
CHST10	-0.21275
BAI1	-0.704
BRSK1	-0.7315
C17orf89	0.486
PDE6H	-0.5905
FLJ20309	-0.0316
MAP7	0.47275
SCN4B	2.47775
SPAG9	-0.306625
SERTAD1	0.9705
FLJ21963	-1.44075
ANTXR1	2.4474
TMPRSS13	0.8825
ETV7	2.14033333333333
DGAT1	0.701
NKIRAS1	0.256166666666667
TAC3	-3.71875
CORO1C	0.694
RAD54B	-1.09525
HRASLS3	2.63816666666667
C21orf42	0.000500000000000014
BARD1	-0.5705
ZNF177	-0.5605
MIP	-0.753
ZNF442	0.094
F2	-3.952
GRIA1	-0.11575
GALNTL2	3.03516666666667
WNT5A	0.5362
LENG9	0.3745
hCG_25371	-1.8
FOXR1	-0.3555
TRA@	0.8834
PWWP2	1.1085
C1QTNF7	3.43416666666667
SLC7A4	1.429
C4orf7	4.32975
C17orf80	0.478666666666667
KLK4	2.43333333333333
IL31	0.225
TMEM176A	3.7475
CTNNB1	0.8985
BHLHB2	0.66775
TMEM185B	0.966
ARD1B	0.083
C1orf93	-0.261
BRUNOL4	-0.474666666666667
LOC541469	1.2625
UPK2	-0.14975
GAS8	-0.472666666666667
PATE	0.596
IMPACT	1.083
WNK4	-0.4045
HNRPLL	-0.715625
GAD2	-0.065
ITGA6	-0.81425
BMP15	0.0431666666666667
CYP2A7	0.887125
RIC8A	0.832875
CCND1	-0.503333333333333
USP35	-0.122
DSCR2	-1.82175
CCL4	4.0645
ZCCHC10	-0.54
NOL11	-0.78525
TRPM2	0.795666666666667
PSMD2	0.464636363636364
CHTF18	-2.0725
USP18	-0.036625
RRAS	0.799
LAMC3	0.4075
TOX	-2.44766666666667
PCDH15	0.046
GABRG3	-1.37625
NUDCD2	-0.793375
SGCZ	0.4515
KCTD17	-0.1707
SPSB2	0.4095
TPPP3	2.24
CILP2	2.90083333333333
CALB2	3.386875
CEBPZ	-1.07083333333333
ZNF479	-0.026
FMOD	5.30766666666667
C21orf66	-1.58835714285714
CLN6	-0.319
ANAPC1	-0.978875
SH2D3C	1.39275
PTPN14	0.1597
TRIM42	0.4105
APTX	0.44475
SNRPG	-1.27566666666667
BMS1	-0.74
MAGEA3	-4.3295
NFATC3	-0.59775
LRRC45	0.236833333333333
ARS2	-0.399142857142857
LRIG1	1.09716666666667
EPSTI1	0.8195
PRSS27	-0.278
ERC2	-0.757
PRKACB	0.339785714285714
PRDM13	-3.947
HCG27	-1.3385
KLK12	-3.4075
HSD17B7	-0.407333333333333
ZNF354A	0.1225
PCDH11X	-0.505
DMGDH	0.99275
PCBD2	-0.171333333333333
TMC6	-1.674375
RIMS1	0.260125
SF3B2	-0.346333333333333
RCN1	0.569166666666667
CPB1	2.132
BCAR3	1.2595
FCRLB	-0.417875
PAK1IP1	-0.95525
OR10H1	0.169
KIF9	0.1488
PITPNM2	-1.115875
L3MBTL4	0.107
TGFB1	-0.0953
ZXDC	-0.3795
SLC6A16	-0.96575
SRrp35	-0.82425
LRRC8E	1.82675
PPIAL4	-0.732916666666667
EOMES	0.798166666666667
PAX2	-0.499
SCARF2	1.19975
PSEN2	1.11491666666667
PCDHB13	0.11925
C10orf28	-0.18125
DHRS7B	0.943214285714286
C1orf131	-0.45175
ASB1	-0.7599
ZNF223	0.127166666666667
LCMT2	0.6305
MEP1A	-1.28575
TMEM53	0.38475
RSPH3	0.63075
C10orf33	-0.6675
LOC644285	-0.9235
PTPN9	0.589833333333333
ABCA12	-0.97625
CCDC37	-0.89375
RUNDC1	1.6068
YES1	0.324333333333333
FAM120AOS	0.992
OR5M3	0.1875
PPP1R3F	0.105916666666667
IL13	0.00400000000000001
MDFI	0.208
PRNT	0.25425
ZDBF2	0.6645
OR10C1	0.268833333333333
CLIC1	-0.152166666666667
LILRA5	0.0661666666666667
CSAG1	-4.00633333333333
TREML2	-0.623333333333333
FAM125A	-0.192
ZNF74	-0.43925
FAM104A	0.342125
LRRC39	-1.0735
SAMD5	0.86
HYAL2	-0.0885
HIST2H2AC	-1.02975
IGFBP5	0.457826086956522
NRTN	-1.546
KIAA0556	-0.085
FAM29A	-1.72716666666667
JMJD2A	0.53425
EPHB1	0.87
POLD4	0.92225
ANAPC10	-0.86525
LRRC36	-0.67725
MEGF6	0.237625
LPHN3	0.744166666666667
BMP10	0.251333333333333
C21orf55	0.591
CREM	-0.071875
PTGER4	1.09816666666667
METAP1	-0.544375
KCNQ1	1.169
NR2F2	-0.22125
SSFA2	-0.97675
CTTNBP2	-1.33875
BCL2A1	-1.82
ZBTB24	-0.65475
SLCO6A1	-0.70725
PRDM1	0.9119
OR7D2	-0.389333333333333
CCDC47	0.259
LOC646982	-0.0385
SLC26A6	-1.95333333333333
BIN1	-0.1409
SRRM1	-0.996642857142857
PCSK1N	0.354625
ALS2	-0.2159
ECT2	-0.504684210526316
CACNA2D2	-0.300625
DOCK6	-0.58275
C10orf119	-0.20475
FATE1	0.24
DUSP23	1.49575
TRIP6	0.616
NUP35	-1.10725
CDH3	1.43625
KLHDC8A	0.87525
C9orf116	0.390375
EI24	-0.0605
CENTD1	0.827166666666667
RWDD2B	0.161833333333333
DOCK1	1.1115
NPAS2	0.720125
NR3C2	2.1625
FAM63A	0.147
INPP5F	0.6345
FAM111A	-0.9442
MYBL1	-2.73366666666667
IQGAP3	-1.0805
CRADD	-0.732833333333333
DUSP12	-1.64225
PDZK1IP1	3.178
VASH2	-0.83075
CTR9	0.248
VIL1	-4.308
OR8U1	0.675166666666667
CCDC107	0.9125
PTTG1IP	0.408
OR4X2	0.4905
COL9A1	-0.069
PSMD9	-0.14725
ZFP62	-0.104
TIP39	0.47625
PARP15	-0.0655
TTC19	0.051125
C1orf114	-1.66733333333333
GFPT1	0.252
SLC27A6	-0.145
MRPS10	-0.7371
CALML5	-1.09316666666667
TRPM7	-0.04825
CGNL1	0.961875
CECR1	0.25125
SERPINB8	0.0251666666666667
TMEM102	0.543375
PDIA2	-3.7295
NUCKS1	-0.0906666666666667
HOTAIR	-1.68725
EBI3	0.504
NXN	2.36325
ZMYND19	-0.693625
FOXJ3	-0.086
EIF5B	0.0530999999999999
EIF2B4	0.0126666666666667
LEO1	-0.421
ZIC5	-1.45791666666667
IL20	0.0958333333333333
KIAA0415	0.30675
FLJ37357	0.6075
TSPAN12	0.8785
ACTR3B	-0.313125
TFAM	-0.620166666666667
IL17RD	0.032375
PARP12	0.49
KLHDC7A	1.0145
KCTD4	-0.0296666666666667
GTF2H1	-0.212
FLCN	-0.678833333333333
BIRC4	0.940625
LOC790955	-0.4215
VKORC1L1	-0.029
CYP4F22	1.767
TAS2R5	0.301
ZNF582	0.6095
HS3ST3B1	0.103125
CTNS	0.30375
STK36	0.307333333333333
MMD2	0.1895
RP5-1103G7.6	0.188
FLJ23356	-0.115
