Hybridization REF	TCGA-B6-A0RH-01A-21R-A115-07
BCKDHB	-0.3907
GALNTL5	-0.30875
BET1	-0.772625
ARL13A	-1.658
HDAC6	-1.014625
N4BP3	1.32566666666667
OTOP1	-0.211
TTC30A	1.745625
CRISP1	2.605
KRT32	1.833
VSTM1	-0.1915
ZNF622	-0.1795
POLR3B	-0.1652
DNAJC10	0.313125
C12orf54	2.0775
ADIPOQ	0.188
RIT2	0.2685
CD44	-1.01805
ABCA3	1.907125
RPS17	-0.51975
FEZF1	0.493
PCDHB15	-1.353
KCNMA1	-0.130136363636364
CCDC116	-3.1365
C15orf27	-2.41
NARG2	-0.450875
ITGA5	-0.312125
MEFV	0.634
TUT1	-0.00162500000000002
LOC541473	-0.67875
NMBR	0.055
GLT1D1	-2.6645
ABCB7	-0.9455
PFKP	-0.774
C9orf91	1.2638
LRRC41	1.33166666666667
C1orf85	0.634
ATP5F1	-0.904125
STOX1	0.561
GFOD2	0.466
SLC25A3	-1.51375
ZNF646	0.4456
ZAR1	-0.6945
OSTbeta	-0.699
GALNT3	3.1495
IFT122	1.30166666666667
LDB3	0.206444444444444
GARNL1	-0.0228461538461538
HOMEZ	0.515
LRRC6	3.68775
ANGPTL5	-1.94666666666667
UBAC1	-0.879
DLEU7	-0.313
RPL19	2.028125
TOP1MT	0.113166666666667
LOC643641	0.040375
MBD3L2	-0.8455
NTSR1	0.309
WISP2	-0.23525
GPSM2	-1.455375
RDH10	1.8678
PRKCG	0.3515
HIST1H4J	1.616
MON1B	0.0976
MLF1IP	-1.3175
ZNF446	0.868
COL4A5	1.0141
SLC26A1	0.559428571428571
RGN	-2.773
CCNB1	-1.804
C9orf165	0.404
CCDC28B	-0.49075
CCDC97	0.98425
FGR	1.117875
MSRB3	1.002
EPN2	-0.56625
COX15	-0.388166666666667
KCNK6	0.5625
XK	-4.72625
GDA	-4.686875
HEPH	0.25375
THRAP3	0.962
MET	-2.16007142857143
PHYHIP	0.43675
LYAR	-1.51916666666667
ING3	-0.60575
AK7	-0.383
CCT8L2	0.04425
COPS7A	0.689166666666667
WSCD1	-1.2875
RNF185	1.085625
TNS3	0.43825
KNDC1	1.71183333333333
RWDD4A	-1.2735
MED13L	0.5471
ZFYVE1	0.805125
C7orf44	-1.7705
MRPL1	-0.3295
STGC3	-1.05825
TEAD1	-0.178666666666667
RPL7A	0.187714285714286
ARL6IP1	0.1679
C1orf178	0.3725
CTAGE5	0.558
TMEM184A	0.348333333333333
SLC25A14	-0.43775
CACNG5	0.273
ATXN10	-0.0372
ECH1	0.5219
CCL22	0.2345
CYP2F1	-1.06916666666667
GADL1	0.428
TMEM19	-0.2407
RUNX3	-0.4835
EFNB1	-0.203
LIPN	0.421
ACSM3	-4.5725
SIGLEC8	0.767166666666667
ASCC3L1	-0.33
NOL8	0.244125
RELT	-0.7025
Magmas	-0.20475
PPP1R15B	0.3134
C11orf2	0.08125
VKORC1	-0.951666666666667
MGC26647	0.56525
TRPM6	0.05575
UGT2B7	-5.11433333333333
FEV	0.20025
FOXK2	0.186
PDCD5	0.291
SLC8A1	1.5032
DGUOK	-0.188166666666667
CLDN16	0.5035
GAGE1	-1.2955
RBM17	-0.8208
C1QTNF3	1.8235
VGLL3	0.0698333333333333
UNQ5830	0.5635
CD1A	-2.568
SCGB1C1	-0.1755
SUPT4H1	-0.148
TRAF5	-0.524
ASAHL	0.613875
FAM73A	0.907833333333333
OR6B1	0.7755
WHSC1	-2.248
GFPT2	-0.0535
LOC339809	1.55775
STARD5	0.618916666666667
SIP1	-1.907
DNAJC15	1.21025
STAU2	-0.2000625
FAM98A	0.24525
RAD23B	0.401125
LRRC33	-0.651
CHRAC1	-0.456
C21orf89	0.676
C19orf43	0.5215
KLK8	0.603166666666667
CCNE1	-2.10325
PKDREJ	2.01683333333333
SSU72	-0.06525
C17orf73	0.2125
GPR78	1.331
WHSC1L1	-0.1881
GSTA2	-0.75825
SMUG1	0.362333333333333
UFM1	0.8023
AP3M2	-0.702333333333333
USP14	-1.493375
FBXL14	1.028
DSTN	1.07275
SFRS14	-0.45275
FBXO31	-0.5975
C12orf40	0.05175
FRS2	1.0175
NR2E3	-0.605
TUBB2C	0.6835
GMPR	0.960833333333333
C9orf139	0.345
ING5	-0.881928571428571
LOC730092	-0.934666666666667
ORM1	-1.9915
RP11-11C5.2	-1.41975
HSPD1	-0.497
PIWIL3	-0.1455
C5orf13	0.3415
OR5R1	-0.0185
LCOR	0.418125
PLEKHA9	-0.0525
CCDC43	-1.30075
ZNF232	-0.88725
SLC6A7	-0.279
ADH5	-1.36191666666667
SHBG	-0.546666666666667
CROCCL2	-1.41575
PANX3	0.1135
CDIPT	-0.148
SLC16A5	-1.69775
TUBB	0.4285
TOR3A	0.9063
PREP	-0.239666666666667
ENTPD8	0.0697857142857143
CHMP1B	-0.82575
SYT12	1.5557
MYH6	-1.8362
MAP3K13	1.633
KLHL30	0.621833333333333
LCMT1	0.485625
EIF1AX	-0.4275
FOXD4L1	0.6995
SLC24A5	-0.628
RNF166	-0.8627
TJAP1	-0.19925
TMEM156	-1.37733333333333
ZNF239	1.7715
SNX19	1.2374
GKN1	0.3115
FCN1	1.1624
C1QL1	-1.3195
ATP11C	-0.562125
ZNF35	1.2915
CARD8	-0.072375
LIMD1	0.546
KIAA0286	-1.388875
XRN2	-0.152166666666667
CD6	-0.576
TOX3	1.8625
ZSCAN4	-0.899166666666667
RSRC1	0.280875
COG1	1.08475
PTRF	0.7945
C16orf35	-0.229625
FBXO24	0.673
CHST11	-0.38475
THRB	0.8099
MYBPC1	2.47125
RNF39	0.956666666666667
PSMD11	-0.857
ALAD	1.429
EN1	3.62725
SLC9A9	-0.13925
GSTM4	1.7833
CDC42BPA	0.373473684210526
RCSD1	-1.93175
LUC7L2	-0.7816
SPTBN1	-0.4053
LOC146167	0.408
BAT5	0.9032
ZNF452	-1.969
LSM4	-0.585625
SRP72	-0.577
SGK269	-0.0389166666666666
MTX1	0.59625
CENTA1	0.51425
UNQ9433	0.069
ATR	-0.352
DDX49	0.554333333333333
PAQR8	-2.18466666666667
C14orf174	1.62825
GBGT1	0.4815
THAP1	-0.29225
OR10K1	0.363
RASIP1	-1.50866666666667
DPYD	0.6445
DOHH	0.51825
C18orf45	1.26475
POF1B	-0.373
ZNF552	2.5255
USP32	-1.48625
MED27	-0.364
C14orf149	-0.284166666666667
PRDX4	-1.19366666666667
ABHD12	1.0185
AGT	-1.009
SLC22A14	-0.106
C1orf58	0.66125
PILRA	-0.553
ABCF2	-0.299875
C17orf85	-0.8066
TKTL1	-1.381
FGF1	2.7547
IL6R	0.394
VPS25	-1.45475
CHRNB2	1.2885
COL7A1	-1.7017
LRRC48	2.78316666666667
SPG20	0.729666666666667
COX10	-1.0185
GCA	-0.04975
ECEL1	-0.112333333333333
GLG1	-0.223833333333333
SRD5A2L2	-0.048
MUTYH	-0.463625
ZNF70	-0.02625
L2HGDH	-0.927
GPATCH2	0.5425
ZNF655	-1.0055
ZNF227	0.206666666666667
MCOLN2	1.67116666666667
NQO2	0.366
KCNQ5	-0.129
NEU1	-0.216666666666667
QRICH1	0.0295
ZBTB20	0.624
RPUSD3	-0.62975
EPGN	-0.931833333333333
TSN	-0.3055
SPRY2	-3.0685
LZTFL1	0.388875
GMFB	-0.263375
PBEF1	-1.4616
HBG2	-3.11525
TMEM8	-0.223
PALM2-AKAP2	-0.129666666666667
NFYA	1.7285
FAM108A1	0.992625
PBLD	1.025
NRG4	-2.0295
PIGF	-0.90975
PTGER1	0.55575
NOS2A	-0.113
C21orf34	0.5395
C21orf51	0.184416666666667
IL17C	0.265
TRMT6	-0.300166666666667
ETV2	0.770166666666667
CCDC109A	-0.02525
MYLK2	0.4305
ATP10A	1.1705
DPH4	-0.3875
C5orf5	-0.474333333333333
KCNA4	0.6095
NMNAT2	-0.779333333333333
GLYATL2	5.1655
LSMD1	0.1705
IL23R	-2.068
NRF1	-0.13275
MUC15	-1.8485
PRDM12	-2.524
PAQR4	0.772857142857143
RBBP6	-1.273625
IFI27	4.71325
SKAP2	-0.575333333333333
TAGAP	1.022
TJP3	2.562
C9orf61	0.4785
IDS	-0.225714285714286
PARG	-0.772
LOC131149	-0.1105
DYRK4	0.263333333333333
MICALL1	0.3535
GALR2	0.754
GPBP1L1	0.547375
TBX21	3.1165
KCNJ6	2.87233333333333
GGN	0.5995
CASP5	0.963166666666667
RNF182	-6.06375
BRD4	1.204
DOK4	-0.946625
SLC46A2	1.71116666666667
SOX9	2.47333333333333
ZNRD1	-0.8755
PRR6	-4.011
FAU	0.20325
DTNB	1.59233333333333
CARD9	0.66325
STS-1	-1.25783333333333
SLC4A5	0.0515
NSBP1	-0.7075
UGCGL2	-0.841083333333333
POTE15	0.9145
NOXA1	0.43475
RP13-347D8.3	2.81475
SAMD10	-0.0988333333333334
EP400NL	-1.212
TCF21	0.21125
AMELX	-0.106
JPH2	0.9316
SLA	1.2295
DLST	-1.2765
SEPT12	1.602
RGS20	-3.349
LXN	-0.0298333333333333
ZNF419	-0.316
UPK3B	0.0945
RELL1	-0.11875
ESPNL	0.161
KLHL21	0.35675
PI15	0.2255
C2orf61	0.2305
LOC407835	0.0571666666666667
RER1	0.375916666666667
ELAVL2	-0.786
MGC26718	-2.3575
KLF2	1.10025
TNFAIP8L3	0.424083333333333
TFE3	0.7515
C11orf17	-0.89475
15E1.2	-0.9955
SNRPC	-0.6535
DLGAP1	-0.174
PGLYRP1	0.124875
OVCH2	-0.496
IRF7	2.9807
SET	-0.7838
NAB2	-0.031
LRP5L	-0.5885
FAM120A	0.73875
ASCL2	0.410166666666667
SHH	0.8315
ATP5H	-0.753
THPO	2.28766666666667
TYRP1	-1.5015
HIST1H3E	1.00116666666667
EIF2S1	-0.469555555555556
TNFRSF17	-0.449666666666667
TARSL2	0.1875
NKX2-8	1.480375
C1orf115	1.703375
LOC56964	1.397
KIAA0841	-0.6025
ISCU	-0.2595
TTMA	-0.6495
ZNF414	1.1685
LOC441150	1.05575
RAB15	0.4605
HBP1	-0.109
TNNT2	-0.4365
CECR5	0.111
PHGDH	-2.303375
JRK	-0.6111
XPO4	-0.27625
FAM131C	0.7405
ARHGAP25	1.2176
CA9	-0.922555555555556
GPR62	0.6645
TLX1	0.3715
GPS1	0.491
OR2M2	0.4845
BDP1	0.122642857142857
FAM70B	1.715
RPS29	-0.21375
MKLN1	-0.1548
TSPAN19	-2.98625
SLC29A3	1.0907
LGALS4	0.243666666666667
USH2A	0.551166666666667
NF1	0.0945
APOBEC3A	4.11416666666667
IMPAD1	0.869166666666667
OLR1	1.86333333333333
NRAP	0.004
HCFC1R1	0.6205
TAOK2	0.5875
MCM10	-2.17016666666667
MAP4K3	-0.02125
CBS	-2.97925
CLK3	-0.4082
PCDHGA5	0.689
ELF4	0.522125
FAM71A	-0.0725
C11orf49	0.54725
CLIP2	-0.47025
BTBD9	1.0461
ZNF524	1.501
KDELR1	0.723
ZNF509	-0.302
NCSTN	1.1055
ZNF533	2.33978571428571
PARP4	-0.044875
GALNT9	1.44916666666667
NPY	-2.90025
BEGAIN	-1.90283333333333
TMEM77	0.339333333333333
FOXRED1	-0.369833333333333
SLC16A2	0.211
SLC35B1	-0.85925
GK5	-0.531666666666667
SDCCAG10	-0.5495
C4orf20	-1.2465
SLC9A2	-0.0555
ADD1	-0.00107142857142858
TAL2	-0.657666666666667
ACLY	-0.813625
DNAJC1	1.2575
SOST	-2.55775
USP43	1.1465
CYP4F12	-1.35375
FKBP5	0.98325
CHCHD5	0.3792
NUDT22	0.123
CCDC85B	0.2225
OR51G2	0.496
STRN3	-0.0760714285714286
TMOD2	0.613
FLI1	-0.54625
MAB21L2	-0.820333333333333
DGKQ	0.60975
VPRBP	0.550166666666667
SCNN1B	0.5416
ECHDC3	1.0708
TMEM106C	-1.3175
CSNK2A2	-1.143
RPL39	-0.171
HERC3	-0.0772222222222223
ZBTB47	0.292166666666667
ZNF681	-0.04575
PAGE2	-2.2075
CLIC5	1.56885714285714
RABAC1	1.20775
ZFHX2	1.844
YPEL1	0.400333333333333
KIAA0776	-0.07725
NR1D2	-0.60525
DNAJC4	0.8405
NPNT	3.7168
ZNF677	-0.3575
ZNF536	0.132
MEF2B	-0.10075
PTPN4	-0.58425
CTCFL	-6.666
STX5	0.480833333333333
CD72	1.28675
VEGFA	0.160157894736842
XRCC1	-0.097
MAS1L	0.863833333333333
ELL	0.4697
SETBP1	-0.13225
CDH11	3.6785
NDC80	-1.71961538461538
DMBX1	-2.70075
NRSN1	0.6525
BAT2D1	0.753125
CDS2	0.439
C1orf212	-0.343833333333333
SENP3	-0.91025
IL1F9	-0.8295
EEF2K	0.547625
COG8	0.10025
CEP72	-1.30475
OR1L8	-0.1915
MUS81	-0.508
PHYH	0.688
GGT6	1.52533333333333
C22orf23	-0.118666666666667
C13orf33	1.275875
MAPK8IP2	2.6205
NELL2	-2.3245
POU3F2	-3.20516666666667
ALPK1	0.41425
MRPS18C	-0.78925
RPLP2	0.18375
FGF22	0.3645
SPNS1	-0.181833333333333
ZFP1	-0.8905
IL1RAPL1	-1.354
PCSK9	-3.30333333333333
NKX2-1	-0.130615384615385
C6orf189	1.38925
SP4	-0.5015
SLC11A1	1.2165
C21orf25	-0.7935
ICAM2	0.0665
SH3GL1	0.0478333333333333
GSK3B	0.4415
RALB	1.062375
PDXP	-0.427
GNGT1	-3.64575
KIR2DL1	0.4475
TNFAIP3	0.0959166666666667
C6orf32	0.3619
CBLN2	2.34825
PANK3	0.329125
TAAR9	1.612
WDR82	0.891142857142857
APOM	-3.411125
TRIP10	-0.26175
SPATA16	0.898833333333333
C1orf135	-0.213
USP51	0.69275
TESK1	1.30625
C11orf64	-0.213875
ZNF611	0.3815
PDE6G	-0.0501666666666667
HLA-DQA1	2.18625
GCLC	-0.36125
SEC61A1	0.2955
TWSG1	-0.4235
ZMYND10	3.00125
CTDP1	0.424125
ADAMTS6	0.473
SLIT1	-1.897
KRT86	0.0105
KIAA0574	0.56225
GTPBP2	0.0155
PQLC3	0.439
PRRX2	0.722
C15orf44	-0.168666666666667
MKKS	-0.23625
C11orf10	-0.011
GPR110	0.2235
CD109	0.514916666666667
ADCY1	0.6895
RHBG	-3.2915
TP53I3	-0.305875
SLC22A3	-1.9386
UCP2	0.996
FOXG1	-2.82483333333333
OR2AG1	0.504
TRIM24	-1.424
PROC	-3.31675
TAAR6	-0.0225
AMTN	-0.904
C10orf47	-0.773
DEPDC1	-2.00225
FLJ45557	0.869
ZDHHC17	-0.93225
KIAA1429	0.2595
KCNH1	1.373
VNN3	1.245875
PSMAL	2.448
PPARD	0.4115
HFM1	-1.55975
YBX1	-1.07366666666667
ZNF695	-0.61875
SCTR	-0.1205
DCDC1	0.6445
VPS26B	0.5028
MTF2	-0.3085
ATP6V1F	0.0115
CCDC94	0.9545
PERF15	0.3015
CCL11	4.41175
LMO7	-0.62075
DCST1	0.7985
ADRBK1	0.16275
CDRT4	-0.617625
ZNF84	-0.8045
HOXD8	3.32725
STARD8	-0.421
FOXP2	-0.8
CCDC103	0.0845
POLR3A	-0.086
GSC	0.107666666666667
ZNF114	-2.295
HTR7P	-0.089
LALBA	0.294
RMND5A	-0.346833333333333
PSCD2	0.75275
ZNF409	0.365
KRTAP1-3	0.519666666666667
MAF1	0.73975
LOC201725	-2.316
NRN1	-1.95675
SPAG5	-1.834
DNAH7	1.869
FLJ43860	0.6195
BRCA2	0.55625
ACADM	-0.99075
CXXC6	-3.526625
RAGE	-0.963375
CHMP2A	1.06775
FAM8A1	0.0611
GPR21	-0.3375
SLC12A3	-2.49933333333333
FVT1	0.547857142857143
ZDHHC7	-0.56275
FLJ44048	-0.347666666666667
SLC44A3	1.82766666666667
SDSL	0.488166666666667
MMP8	-0.765666666666667
PLA2G12B	-3.56766666666667
ACY1	0.5915
MT1E	0.5155
OR4K15	-0.372
TECTB	0.3135
GPR20	0.53275
IRAK2	-0.636
RFPL3	0.479875
MYO9A	0.633
NARG1L	-0.491666666666667
BLMH	-0.25575
CCDC3	1.92033333333333
C9orf21	-0.0133333333333333
KIAA0513	0.354666666666667
MIER2	-0.00349999999999999
PNMA2	-1.58241666666667
SH3BP2	0.8074
ANXA10	-1.5955
RTN2	-0.00733333333333333
TFB1M	-1.63
PRPH2	2.352
C14orf133	-0.32975
GOLGB1	0.654666666666667
IRX4	1.34725
NFKBIL1	0.856666666666667
C10orf62	-0.3005
APBB3	0.40475
RPS10	-0.0631
LOC728378	0.825
TLE3	1.01077777777778
PSMB7	-0.449625
MESDC1	1.248
SLC6A1	1.09
OCLN	0.989916666666667
PTTG3	-2.09766666666667
NAGLU	-0.52225
SERTAD4	2.434625
SPRY1	0.00625
FLJ10781	0.161916666666667
MYSM1	-1.06375
TRIM4	0.0576428571428571
SH3YL1	1.037375
TREM2	3.35816666666667
SERPINI1	4.90775
HDHD3	1.072375
TMEM38A	0.301625
EID2B	-1.474
TDRD3	-0.071
SEDLP	0.5575
THSD7A	1.23333333333333
NDST3	-1.84425
KLHL15	-0.98925
DHRS12	1.5685
FBXO9	0.250071428571429
TNPO1	-0.87175
MRPL13	0.0386666666666667
SNX5	-1.63983333333333
METTL6	-0.92125
SOD1	0.73775
CHML	-1.20583333333333
PACS1	1.2525
SIRT5	-0.6575
CAPN2	-0.274
FXYD5	0.1375
TWISTNB	-0.367875
LRFN1	1.63833333333333
UBE1L	3.388
UBE1C	0.2885
OR51B2	-0.1585
OR4D11	0.413
C15orf2	0.4035
NR4A1	0.1095
LOC339047	-1.91775
TRIM17	2.2735
ATP5G3	0.6345
RPL15	-0.88425
ADAMTS8	-0.02425
HOXC4	0.1485
C14orf37	1.873
CEACAM5	-1.283625
MYT1L	-0.629
RASA2	-0.247125
OSBPL7	-0.426
STAG1	-0.3075
GIMAP4	4.06066666666667
FUT3	2.52116666666667
PIF1	-2.72
LPIN2	-0.0512
SH3PX3	1.146
PDP2	-0.97425
PAPD1	-0.31225
ERP27	1.62175
APOOL	-0.3347
DIABLO	0.25275
TRHR	0.554
ARMC9	-0.175125
RNF152	4.0755
SLITRK3	0.354
ZNF211	-0.1481
PFDN1	0.4335
RGS11	1.06725
HS6ST1	1.6709
AKR1D1	-2.24675
TNP2	0.819
STK31	0.725666666666667
EML4	-0.902916666666667
SGTA	0.1055
HIST1H2BI	0.0761666666666667
PSMD6	-1.40216666666667
KIAA1257	0.05425
C18orf55	-0.6475
FLJ20273	1.45
RPL28	-0.293166666666667
EPYC	1.720375
NOX3	-0.374
ELAC1	-1.45566666666667
METT11D1	-1.0755
BIN2	-0.54
NACA2	0.0145
CCDC17	-0.79575
HM13	-0.1531
UBOX5	-0.257571428571429
UBE2O	0.15575
UBL5	0.269
APOLD1	1.641875
C9orf31	0.2165
TNFSF8	0.544
ARHGAP29	-0.079
PROKR2	0.037
PDE5A	-0.69
C6orf12	-0.8935
TOM1L1	0.023
WHDC1	0.14875
FOXI1	0.515833333333333
RAB4A	0.5014
TMEM39B	-0.563
ATPBD1C	-1.697
FARSA	-0.650833333333333
PLEKHG5	0.52825
CMAS	-0.3695
OR7E24	0.1985
SLC30A1	-0.441
CDC42EP5	2.2575
PLAC1	-1.0615
KLHL18	-0.165583333333333
LBA1	1.7281
TAZ	-1.443
CRIP2	2.49825
BTBD11	-0.938666666666667
C16orf72	-0.1075
DIO2	3.2727
LRRCC1	-0.137
CCDC136	-2.6485
PRX	-0.446375
RBM5	-0.5119
TMEM85	-0.082375
TUBGCP4	-1.45516666666667
APLN	2.075875
CDK7	-0.3815
SSR2	1.58033333333333
CRELD1	0.5185
C19orf46	2.57175
GAL3ST4	0.534666666666667
KBTBD10	0.82125
IL28A	2.212
WDR27	-0.7115
MCM2	-1.4005
SOX14	0.1195
FLJ39743	0.423
KIAA0922	-0.4465
HIPK4	0.5815
FLJ25758	-0.6625
C16orf57	-0.898583333333333
PDZD2	1.425125
MCC	1.69575
HHLA3	0.9823
ID2	0.46875
C20orf23	2.92966666666667
ZNF688	1.0045
APOC2	-2.08833333333333
LOC440093	-0.95425
FAM50B	1.028
PWP1	-0.709
DNAH10	2.499
HIST1H2BA	0.41075
GPR56	1.151
METAP2	-1.191625
PAN3	0.189
STXBP4	0.59625
PDHX	-0.4185
MTA1	0.996916666666667
ZBED4	0.4115
ZNF720	-0.84125
CDK2	-1.636875
RHOJ	-0.059375
CDC37	-0.0701666666666667
ZER1	0.556625
GRK4	-0.256
PRPH	-0.36075
POLR2A	0.43325
OGFOD1	-0.9005
NOL5A	-0.503
PHEX	2.117
FLJ16478	0.00025
C20orf117	-0.8525
CAMTA2	0.52375
C11orf74	0.983333333333333
DDX17	-0.03225
C5orf27	0.228125
PLEKHA2	-1.2513
PDE4DIP	-0.1123
SCN7A	-0.53325
ZNF559	-1.03633333333333
CXCL10	3.94925
ZMYM4	0.146333333333333
STK32B	-1.01313333333333
KIAA0888	-2.1163
TACR3	0.1945
CKAP2L	-2.13075
KIF1A	0.00533333333333333
RSPRY1	-0.081
VCAN	1.68525
CYP27C1	0.5695
SYDE1	-0.348333333333333
MED12L	-0.90225
ZDHHC21	1.128375
NHS	-0.7285
TM9SF3	0.5315
DDHD1	-0.559625
MAFG	-0.317416666666667
BICD2	0.0963
C14orf119	-0.507
C14orf43	0.191642857142857
CDH7	-1.41475
ALKBH5	-0.351357142857143
JUP	2.9065
TMEM41A	1.461
MAMDC4	-1.18516666666667
CBX3	-1.150125
LRRC18	0.2005
RBMXL2	-0.124
PLA2G4D	0.539166666666667
FGF13	0.71425
KIF3A	0.841
PDIA6	-0.2555
DCXR	1.492
CASKIN2	0.407666666666667
EHD1	0.5925
MARCKSL1	1.65583333333333
ZNF496	0.236666666666667
SCAF1	0.969333333333333
KCTD8	-1.335
TRAF3IP3	0.0361428571428572
LSR	2.005
CXorf1	-0.057
C14orf112	0.149833333333333
EIF2B1	-0.5505
OMP	0.199
GSTZ1	-0.05425
LOC92017	0.63025
ISLR2	0.575
C12orf36	0.649
GATA2	0.205833333333333
GABRA5	-2.3245
CELSR2	0.432214285714286
STAM2	0.6147
TNAP	-0.4695
PTPMT1	-0.620666666666667
GRP	6.51425
SV2A	-0.995333333333333
MAGEA12	-4.1635
CACNG1	2.4495
C18orf19	-1.95825
GSG1	-0.145666666666667
PTPRJ	-0.420142857142857
FRMPD1	0.526
ZNF668	0.974
PLEKHJ1	-0.63575
ADAT1	-1.2148
TMEM50A	0.5445
UCN3	0.2525
HOOK1	0.477
IL17B	-0.7785
MLKL	-0.4585
TTC14	-0.317166666666667
KLHL5	-1.29075
CRYL1	0.296333333333333
FOXH1	0.525
NFYB	-0.872875
PPM1G	-0.5945
GOLGA2LY1	-1.0545
NMT1	-0.766125
HADHA	-0.2674
CHSY-2	2.355
PLEKHF1	1.17085714285714
SAGE1	-2.15
MUSTN1	0.30525
SUHW4	1.357
TFEB	1.815
ZFYVE27	-0.34125
ATG12	-0.179166666666667
BMI1	0.228714285714286
ZIM3	-0.0936666666666667
MYH4	0.3365
MASP1	-1.017
KIAA0984	-0.17175
RPAP2	-0.2155
ASB5	-0.236
BOLA3	-0.378833333333333
MIA3	1.28916666666667
KRT35	0.5235
KIR3DL3	-1.175
MRPL51	-0.18475
SEMA3F	1.892
NDUFB2	0.384166666666667
LOC253012	-0.5915
FAM46C	-1.6287
G6PC	-2.69375
CSAG3A	-1.76483333333333
PREX1	2.683
SLC25A45	-0.056875
MAPKBP1	0.4692
CPE	-0.0825
GNB1	0.178625
CXCR6	-0.1135
TRIM46	0.376
C16orf3	1.22183333333333
HPSE	0.425
TIGD3	0.0195
SPG3A	2.9515
LCAT	-1.01466666666667
ST6GAL1	2.02811111111111
POMC	0.3425
FLJ36031	0.132333333333333
NSMAF	0.196
SKIL	1.601
ADSS	0.769166666666667
HMGCS1	-2.0249
POLR3F	-0.359833333333333
RAB10	0.575625
ZNF277P	-1.28825
ZBTB7B	1.278625
DHRS1	0.421625
ABCC13	0.291625
CNOT3	0.737
NFKBIA	1.166
GAK	-0.4035
SFT2D2	1.23216666666667
HOXA6	-0.0355
CRTC1	1.434875
LY6D	0.929
C20orf72	-0.0366666666666667
CPT1A	0.813
LMO1	0.286
EIF3I	0.15475
PRB4	0.22425
MCM3APAS	-1.8245
C20orf132	-0.6573
FOXF2	-2.01725
S100A12	0.89325
MLH1	-1.03966666666667
ACTN1	1.4005
MRPL36	0.115
C20orf106	0.596
FBXO6	2.71633333333333
MKS1	-0.262666666666667
CX3CR1	-2.843875
PDE1B	1.6445
PLP1	-3.5
KISS1	0.0206666666666667
C14orf2	-0.148166666666667
TBC1D3P2	-1.31475
COMMD6	0.9815
ANKRD7	-1.88675
PTCHD1	0.956125
NARS2	-1.17575
DOCK7	-0.3265
FAM127B	0.400625
LOC390243	0.1715
N6AMT2	1.155
ZNF391	-1.0465
DNAJB14	-1.01666666666667
WRB	-0.470375
BPI	0.241583333333333
TTC4	-0.424
FAM10A5	0.3375
GOT1L1	-0.082
MAGED1	0.944
RESP18	0.35575
WFDC6	2.138
MT2A	-0.282
C11orf56	0.00275
KIAA1432	0.9355
ROR1	-1.274625
HSD17B14	0.783333333333333
ZFAND2B	-0.371875
SAMD4B	0.80375
HEXA	0.33775
HNRNPU	0.522909090909091
USP39	-0.439625
NRD1	0.111
R3HDML	0.01675
FLT4	0.550166666666667
OMG	-0.261333333333333
OR52N4	0.6565
LOC399818	-0.72075
ELA2	-1.507
VENTXP1	-0.439
RFC5	-1.074
OR52L1	0.528
PAX5	0.199
FBXO2	0.95825
GMEB1	0.777
AKT3	-0.941666666666667
CRB1	0.4924
CTTN	0.628333333333333
UTP15	-0.68
HSBP1	-0.505583333333333
PHF11	2.27575
NDEL1	-0.137666666666667
USP8	-0.41525
BAIAP2	-0.2236875
SI	0.293833333333333
ARSJ	-1.30033333333333
BAAT	-2.38125
KCNS3	3.8435
LOC126147	0.017
TMEM37	-0.718
C1orf162	2.29366666666667
MBD1	-0.8643
ITGAL	0.0828333333333333
WDR73	-0.348833333333333
GKN2	-0.113
ARFGAP1	-0.187375
SLC5A8	3.32433333333333
ZBTB40	0.3496
CYP4B1	6.49166666666667
LYPLAL1	1.1595
CHST3	-1.4535
MAP3K9	0.558
BTAF1	-1.48966666666667
TFAP2E	0.1885
RBM35B	-0.072
LOC441251	-0.305666666666667
ANKRD25	-0.526777777777778
UQCRC2	-1.143
MAEA	-0.188166666666667
HYAL1	-2.7418
RNPEPL1	-0.1735
CPSF2	-0.686375
PSD3	-0.7179
ABCA13	0.0465
AGR2	1.79725
GBX1	-1.114
HDLBP	0.202642857142857
ACY3	-0.08525
HECW1	-0.07225
ZNF519	-1.61875
HOPX	2.929625
ZNF304	1.1275
OR12D3	0.3695
FKSG43	0.249
METTL1	0.676125
MFSD3	0.4872
PSPH	-0.05125
CLCA3	-1.5815
DARS2	-1.09833333333333
CDC25A	-0.947
BAIAP2L1	-0.3895
B3GNT5	-0.26225
USP29	0.32225
ARHGEF10L	0.6134
ATOX1	1.229875
ADAM30	0.01175
DNASE1	-0.35125
STT3A	0.642666666666667
RAB6IP1	0.48825
PTN	2.4622
C1orf106	1.39761538461538
HECA	1.0695
RNF122	0.6175
SLC22A18AS	0.0758333333333333
GNG8	0.9455
ELP4	-0.56475
FAM65A	0.6285
RPL10A	-0.101833333333333
IRS4	0.811
MACF1	0.2461
SEC24D	0.0475
LOC374395	0.87375
TGFB2	1.627
MDFIC	-0.3975
CHRNE	0.521166666666667
PCMTD2	-0.659666666666667
ATP6V0D1	0.0263333333333333
MTA2	0.0855
LZTR1	-0.219833333333333
RAP1A	-0.8665
AXIN1	0.213
POLR1C	-0.46125
TRIO	-0.109916666666667
PLXNA4A	-0.576333333333333
C5orf33	-1.31975
DEPDC1B	-3.1405
ZNF473	-0.177833333333333
