Hybridization REF	TCGA-A2-A0CQ-01A-21R-A034-07
MGC15705	0.6015
GPR83	0.416
EXT2	-2.029625
DOLK	0.91375
TUBAL3	3.717
ACVRL1	1.7275
ABL2	0.197916666666667
C14orf156	-0.76
PTPRZ1	-4.584625
DIP2C	-0.039375
LAMP1	0.91175
RXRA	0.4537
MAP3K5	-0.121
ALKBH1	0.031
PDLIM7	-0.30925
ARL14	-2.0015
SNIP1	-0.759
TIMP3	0.97425
RGS3	0.523
SPAG16	-0.2361
ABHD4	0.459
ARHGEF12	1.19275
GLUD2	-0.8175
RAC2	-0.1207
UAP1L1	-0.552
SLC18A3	-0.529
YOD1	-0.771916666666667
RALY	-0.48025
HMOX2	0.879875
DGKH	0.073
DBNDD2	1.96433333333333
YIPF4	-0.08025
THAP10	-0.54525
ZNF513	0.9905
HAGHL	1.46183333333333
ITGB4	0.755833333333333
CCDC141	-0.9175
YTHDF3	-0.64525
C5orf28	0.2435
RPL7L1	-1.227875
TMEM30B	1.98807142857143
ANKRD35	0.121
DUOXA2	-0.0125
TBC1D5	0.348375
DFNB59	0.7405
HRH4	0.6325
MYO6	2.4906
DNAJA4	1.751875
RBM24	0.477625
CEACAM20	-1.3295
RBM23	-0.710714285714286
NGFB	-0.199
C1orf63	-0.397
KRTAP7-1	0.1845
PERLD1	2.611
NPB	0.0805
C17orf59	1.1179
HSPBAP1	-0.11875
SLC15A4	-0.400375
PRTFDC1	-0.85925
OSMR	0.1505
CYSLTR2	-0.5075
C19orf25	0.6479
KIAA1797	0.199
NLRP6	1.09
FAM105B	-0.341
SCRN2	0.99
LRRC58	-0.2005
RNF17	0.29325
NEIL3	-2.77
FAM137A	0.4505
SKP2	-3.03575
PARVA	1.16975
PKLR	-1.476
RNF34	0.242625
A3GALT2	0.25675
C12orf50	0.3934
SUNC1	-1.571
FAM102B	0.175666666666667
CCT2	-1.803
LRRC37A2	-0.8615
ARF4	0.2895
SIKE	-0.039625
C8orf48	-1.86116666666667
MBTPS1	-0.709357142857143
GPSN2	-0.226
NCF2	3.045
SLC12A6	0.2195
MRPL48	-0.78325
HMGN3	-0.840666666666667
LRRC62	-0.79825
PAX9	0.738625
FAM55A	-0.062
C20orf42	-3.65016666666667
SCML2	-2.325
BCL9	1.43425
FAM40A	-0.23825
C9orf41	-0.681666666666667
ZNF774	0.3305
LETM1	-1.46575
PLXNB1	0.443166666666667
NIPSNAP1	-0.468375
USP10	-1.06025
F9	0.453
LIPE	2.18125
CNGB3	1.0855
C12orf52	-0.23325
PI4K2A	0.326875
MED8	-0.3025
STAT4	0.2708
FGD4	0.098
RNF145	-3.30233333333333
WDR32	-0.1147
CLDN2	0.0685
TCEAL8	-0.2835
ZMYND8	-0.2014
PDXK	-0.39953125
GATAD2A	0.01425
PTGES3	-0.959
CCM2	-0.47875
TAP1	0.39625
ZNF670	-0.501
ETS2	-0.629928571428571
C6orf166	-1.072
PRMT2	-0.126928571428571
OR4B1	0.3835
INTS8	-0.437
CCDC102A	-0.8145
CCDC83	0.146
ITGA1	-0.9411
EPHA5	-2.13733333333333
FAM24B	-0.638333333333333
TSGA10	2.7895
HAL	-2.28983333333333
MYOT	-0.39125
SPACA3	-0.105
BCL2L2	-0.1505
CUGBP2	-1.008
CCNB3	2.824
RNF113B	-0.18625
MERTK	0.28975
BAG1	0.7565
VPS36	0.547
ORMDL3	0.7355
C1orf190	0.95975
ZNF625	-0.20825
CORO2B	-2.0885
ALOX15	-0.359
CST1	1.0735
NUPR1	2.59566666666667
CCL7	-0.15975
SMCR5	-2.723
DSC2	0.4575
RBMS2	-0.18625
GRIK4	1.1345
TRIM65	-0.3857
TMPRSS6	2.2285
TP53INP2	-1.106
GLB1L	2.3115
LOC388284	0.116666666666667
PUS1	-0.426857142857143
BCL9L	-0.0215
OLFM1	-2.0775
RET	4.03475
MASTL	-2.346
ALX3	0.345
IL1RL1	-0.562
ZNF765	-0.9052
C14orf138	-1.22175
SNX10	-0.192833333333333
TAC4	-0.341
C1orf64	1.93425
POGK	0.927
MAPK9	-0.15725
ZNF366	1.59575
C8orf79	1.3421
CLDN7	2.10975
OR5AT1	0.447
TRIM37	-2.45625
LRRC25	3.38225
GRHL2	2.9703
TEKT3	3.753
LASS5	-0.437333333333333
ABCC4	-2.47041666666667
DLG3	1.12525
VGLL1	0.1275
ZFP36L2	1.70416666666667
MFRP	0.216166666666667
KIAA1799	0.1935
FLJ44379	2.799
PCNX	-0.056
ANXA9	3.0405
CYP4V2	1.4099
PIK3C2A	-0.2805
SRR	1.3605
NOL3	-0.296
IFITM2	1.559
ARNTL2	-2.30475
ZNF595	-0.276
NLRP13	0.364
ASPH	0.547375
CPA2	0.357
PVRIG	-1.80616666666667
LEPR	-0.988333333333333
C16orf42	0.515
SH3BGRL	3.24575
FAM77D	-0.849833333333333
FNDC7	0.2165
C9orf6	-0.241833333333333
NOTCH2NL	2.90383333333333
PGBD1	-1.70116666666667
SYNGR2	-0.0921666666666666
PITPNA	-0.9060625
PRPF4B	-2.0464
SLC43A3	-1.80821428571429
NRBP1	-0.634
SLC25A22	0.53125
ILK	-0.064375
SLC22A8	0.701333333333333
MRPS7	-0.90375
PITX2	-3.481
FABP3	0.48925
OR1L1	0.7095
LOC728215	-0.773375
BLID	-2.0945
KIAA1217	2.10805882352941
TFPT	-0.322
AP4B1	-0.52075
VBP1	-2.8065
OR1K1	0.514
MORC3	0.5495
BHMT2	-1.8945
C3orf10	0.439875
FZD7	1.3545
WFDC10A	-0.162
PMS2CL	-0.263625
CCDC32	0.679
FA2H	-2.626
ALG13	0.552
TTLL7	-1.0582
SPOCK3	0.202
SLC13A2	0.683
AIM1	0.7965
GPRC6A	0.1145
EGR2	3.7945
MED11	0.888
WWC1	2.1435
SH3GL3	-4.19525
RIF1	-0.583142857142857
PRLH	-0.186
VLDLR	-1.3655
DBT	0.0765625
C21orf63	1.27925
CGGBP1	-0.0515
KRTAP12-2	-0.8145
TADA3L	-0.049625
ZBTB16	1.43475
PDGFB	1.2315
RFX1	0.74425
UQCRB	-0.3468
LOC133874	-0.677
HPS3	-0.00524999999999998
LGALS3BP	1.2551
DKFZP564O0823	0.902571428571428
MRFAP1L1	0.412375
HOXA10	-0.293
NGB	0.425
KIF21A	0.202692307692308
IFLTD1	0.5795
LZTS1	-1.31
ARHGEF3	1.7835
RHBDL3	-1.5545
CSNK1G2	0.110583333333333
ChGn	-1.53975
KIAA1244	1.8185
GABRB2	0.002
MGC72080	-1.5185
CD27	1.86775
EGLN1	-2.9518
PEX13	-0.00175
RWDD3	0.433
RNF12	-1.03633333333333
GRIN2B	-0.032
ADAMTS14	-0.819125
DYDC2	3.50966666666667
ATP6AP1	0.3994
NR1H2	0.185833333333333
PDK2	0.9215
C3orf17	-0.350833333333333
SLC38A2	-1.24807142857143
SLC25A29	0.093
C15orf29	-0.745875
ADAM9	-1.902
TMUB2	0.178125
GPR176	-0.5915
AGK	-0.53525
MCCD1	0.159
NDUFA4	-0.31125
TMEM146	0.421
DUSP1	2.33375
UNQ6975	0.1795
EMX2OS	2.911
INSM2	-0.103
LUZP4	-0.25375
SETD6	-0.96325
P2RY2	2.08125
SLC45A2	-2.321
RABGAP1	0.820666666666667
UBXD5	1.019375
GPRC5A	1.2687
PAK3	-0.933666666666667
LOC63920	-0.93275
TGFBR1	0.0378
KRTAP6-3	0.026
SFMBT2	-0.3845
CDC42	-0.0434375
C11orf35	1.713
TTLL2	-0.23925
UACA	0.769583333333333
CD97	-1.7357
SETD5	-0.323875
NINJ2	-1.2035
PTER	-0.376666666666667
POMGNT1	0.9165
KRTAP4-2	-0.152
ECGF1	2.613
HRB	-0.888090909090909
ATP1B2	0.252
LOC400506	-0.12475
COL4A3BP	1.13375
C6orf97	2.0275
GRHPR	-0.09175
TAS2R1	-0.2225
SEMA7A	-1.766
EDF1	0.6155
ODF2L	0.508
PCID2	-0.5665
GTF2H4	-1.61166666666667
ZCCHC3	-0.467125
CGB2	0.186
NEUROD1	0.4715
C20orf75	0.3355
RP5-1054A22.3	0.743833333333333
IFNA5	0.3045
ZNF134	-0.0805
MGC119295	0.1278
ZSWIM6	-0.0495
SMEK1	0.780833333333333
PCGF2	0.569625
C1orf102	2.807
CYP2A13	1.3915
KCNH6	0.5312
MDM1	0.627
ALDH7A1	-0.615166666666667
C9orf75	1.5965
VDAC3	-0.584625
OR51T1	-0.2135
EIF3F	-0.793916666666667
KCNJ10	-0.37975
LENG8	0.2735
EDEM2	0.3195
CCNJL	0.449833333333333
DHX37	-0.4815
CRYGN	0.4255
AATF	-0.480125
ZNF630	1.349375
E2F5	-1.9815
WFDC13	-0.84675
FTSJ3	-0.479
C4orf33	0.51675
LHFPL4	-2.95475
C19orf56	-0.380666666666667
SMAD4	-0.526875
AFM	-0.6572
G0S2	-0.75325
FCHSD2	0.1498
RRP1B	-1.1469
EEF1B2	-0.845833333333333
STAT6	1.81866666666667
ZNF195	-0.108
GNL1	-1.48366666666667
ZNRF2	1.002
PER3	0.879125
ASB16	0.829
C10orf10	0.230785714285714
ADCY8	-2.82966666666667
C9orf58	-2.09033333333333
ARMC10	-0.6535
PSG1	-1.633
DHX34	-0.266
VARS2	-0.49275
NFIC	1.3635
ITPR2	1.5385
AGXT2	1.03833333333333
OR6K3	0.1235
H2AFZ	-1.71775
MLLT3	1.00716666666667
COX4I2	2.326
CCNT2	-0.326
PLK4	-2.263125
NUMBL	-0.471166666666667
MED16	0.71725
PLEKHQ1	1.343
GOSR1	0.877777777777778
BTG4	0.1605
RPL30	-0.00591666666666668
IGSF5	-0.98875
IGFL2	-0.0235
ELMOD2	0.608
SHC3	0.273333333333333
HAVCR1	-0.6605
DYNC2H1	0.164125
RNF5	-1.22766666666667
C2orf7	0.0735
NLF1	1.638
KLHL25	0.90425
LRP10	0.6838
KRI1	0.235
PUS7L	-0.611833333333333
MGMT	1.326
HOXD1	-1.48366666666667
CSH1	-0.0123
ATG16L2	-0.1525
FLJ44635	0.527
CHODL	-0.55025
EXOSC8	-1.68925
SLC28A1	-0.15975
MYO7B	-0.728
SEH1L	-0.1025
MTNR1A	0.557
TSPAN5	1.60616666666667
CDC45L	-3.82566666666667
AMIGO1	0.848
ATAD3A	-0.996375
OSGIN2	0.701166666666667
PDIK1L	0.873166666666667
DARC	2.521625
PIPSL	1.0985
SHMT1	-1.0405
CRISP3	0.4385
POPDC2	1.45583333333333
ZRANB2	-0.569666666666667
FBXL8	1.552
TRIP13	-3.34181818181818
EIF5AL1	-0.9425
POU5F1P3	-4.68983333333333
IL6	-0.806833333333333
CXorf38	0.773
IFNA16	-0.0295
FBXL2	1.87116666666667
BRD1	0.4665
STATH	0.33225
FBXO44	1.20566666666667
MCCC2	0.3305
CDC2	-2.0451
C5orf23	-1.6955
IVD	0.839166666666667
C10orf122	-0.913
MSL3L1	-0.8703
MVP	1.22425
EPOR	-0.2513
ZMYM1	-0.328666666666667
BCL7C	1.17216666666667
PSTPIP2	0.4129
LYPD1	-1.46525
OR8G5	0.403
ZP3	-0.0785
BCAS4	1.12025
EDG6	0.9445
ISY1	-1.03775
PRAMEF2	-1.5175
CUL1	-0.346375
RNF213	0.6936
CCRK	1.4765
DHX9	-0.37725
C13orf29	0.269
NCKAP1	0.467333333333333
MRPL43	1.221
XPR1	0.6905
PKN2	1.4024
PODNL1	-0.117
ZNF333	0.08475
DALRD3	0.55025
OPN1SW	0.1295
BTBD6	0.6485
C11orf82	-2.848
OR5P3	0.195
DUSP11	-0.275
L1CAM	-1.6437
NEK11	2.93916666666667
OR7E91P	1.404
CNTN3	4.8865
CREB3L2	0.70725
ZBTB37	1.9475
KIAA1324L	1.2345
NDUFB10	0.776333333333333
NUDT2	-0.47925
GTPBP8	-0.9575
CACNA1D	2.655
PRKAA2	0.5415
PRDM8	0.1075
MGC16075	-1.17183333333333
KRT14	0.390071428571429
PP8961	1.157875
MRPL18	-1.15
ABCG2	-2.3805
PACRG	0.48125
BBS2	0.108
KREMEN2	-0.7605
FBXO21	0.6205
HNRPUL1	0.235333333333333
GRB10	-1.13575
CLSTN1	1.720875
LMAN2	0.3316
C17orf61	0.387
NIPSNAP3A	-0.50275
INSIG2	-2.014
PCDHB7	-0.415833333333333
STXBP2	0.707625
CMAH	0.144916666666667
SEMA5B	-0.98025
ZNF155	0.0555
COQ6	0.218666666666667
PRPF4	-0.02225
TSPAN15	3.5036
VN1R5	0.377
LATS2	-0.56425
SELK	0.65775
PGK2	0.51975
MS4A1	-2.123125
TYW3	-0.2127
KRTAP5-1	1.52275
RCCD1	-1.963
BTN1A1	-0.0385
DDX28	-0.735
TMEM65	-0.222
LOC92345	1.94075
TTC31	-0.1585
WDR46	-1.368
CHP2	-1.59216666666667
LSP1	0.37375
ZNF542	0.46025
EXOSC1	0.10425
ARHGAP18	-0.148166666666667
LRRTM4	-1.126125
MAOB	5.38
CACNB4	1.414
MGC33846	0.84575
RANBP3L	0.92775
ATP5L	-0.036625
ONECUT1	-2.753
NUDT9	1.20775
TMEM149	0.8845
STX17	1.25225
IGSF10	-4.21725
TMPRSS9	0.128
BMPR2	0.922416666666667
ALLC	0.00574999999999998
KLF7	0.25125
GCC1	0.0623
TIMM9	-0.67925
CDO1	-1.756
MGC10701	-0.145833333333333
IFI6	1.36183333333333
FRMD8	0.354
MGAT2	-0.04975
WBP5	-0.356833333333333
CNIH2	0.51275
KIAA0907	-0.5165
KCNH8	-0.8355
CTSG	-2.93775
GRIK1	1.71566666666667
CUL5	1.094
FRMD1	0.5745
OR9A4	1.0785
SYT6	0.371125
FOXD4L2	1.22925
ANAPC2	-0.279666666666667
OPN5	-0.0515
TAF13	-0.7295
LYG2	-0.5895
GGNBP1	0.2585
C11orf40	0.163
OTX2	-1.108
REG4	0.445666666666667
EIF5	-1.23375
PALB2	-0.586
SEPSECS	0.0604
RNASE3	-0.2335
TRIM49	0.1915
POLR2K	0.1024
GPR42	0.328
C8B	-3.11575
SASS6	-0.22125
PREB	-0.593666666666667
OR3A3	0.404
TUBA8	0.445875
IGLV2-14	-2.76825
STIL	-2.3485
ANKFN1	0.4565
NME7	0.04675
HOXC12	-1.579
UBE2C	-1.41425
FHOD1	-0.247125
CDK2AP1	0.591416666666667
OR6K2	0.184666666666667
DHPS	-0.013
RPL5	-0.867
TRGV5	0.6965
LOC541472	0.3505
HCCS	-1.2873
DENND1B	3.1915
LHX3	-0.9565
OR5D16	0.415
CXorf57	-2.068
IRF2BP1	1.064
NDST2	0.733333333333333
LCE3D	0.2575
BOLL	0.37275
SYT3	-1.1
PIH1D2	1.7865
C20orf7	-1.1135
IL1R2	-0.998
SLAMF9	0.5555
PPME1	0.328125
PIK3CA	-0.3535
TRAPPC1	0.4545
COLEC10	-0.81325
SLC9A6	-2.03533333333333
PDDC1	0.496916666666667
CCDC53	0.31175
GK3P	0.5105
DAZL	-1.7955
BRI3	-0.67625
SDK1	0.352375
CYP2C18	-0.16775
IFI44L	2.871875
RPL3L	0.479
FUT9	3.90266666666667
KIFC2	0.326666666666667
PMP2	-0.8445
SLC4A9	-0.276
PLAG1	-2.64766666666667
MYCBP2	0.864833333333333
OR4E2	0.4965
CCDC65	1.78325
C16orf82	0.09775
ENTPD4	0.117875
BRP44L	-0.921125
PMP22CD	0.20875
TMCO4	2.0215
KCNN1	-0.740833333333333
WDR35	0.8485
CCDC80	1.290875
C3orf31	-1.80375
SLC7A9	-1.37075
TMEM190	3.71475
DBC1	-1.6445
FADS3	-0.722166666666667
PDZD8	0.0233333333333334
GRM5	0.25875
AZGP1	4.4837
PEX3	-0.86
MED1	-0.0645
ATG4C	-1.50033333333333
HNRPH3	-1.606625
FAM109B	2.26225
C4orf17	-0.5085
CA10	0.305
OPRD1	0.0835
CCL16	-1.61125
SACM1L	-0.906
CST6	5.71925
CD63	0.8485625
LGI1	-2.089
ZNF784	1.17175
CRYBB1	-1.719
CX3CL1	0.13165
TOP2A	-2.642625
GYPB	-4.19816666666667
GADD45GIP1	-0.18075
FEN1	-2.039875
IGF1R	0.6455
WDR72	-2.60816666666667
PURG	-1.49633333333333
DEFB126	0.61525
PKD1L1	0.286
CAV1	-2.6246
GNPDA2	0.3931
DGAT2	1.061875
NLGN1	1.41425
STRBP	0.406125
HPRT1	-0.259333333333333
FANCI	-2.39375
PSMA7	0.713
DBF4B	-0.566833333333333
TTF1	-0.43275
RAD54L	-2.53125
ELOF1	-0.13375
PLAGL2	-0.328375
ZNF256	-0.1565
HMGCL	0.6425
MSI2	1.25633333333333
RPESP	3.41833333333333
C11orf60	0.99425
ABCD1	0.244
ACAA1	1.0283
SPARCL1	4.66571428571429
IL6ST	2.0105
ZNF319	-0.18175
TMEM109	-0.6082
FAM90A1	0.2485
IL22RA1	-0.75
ATP4B	-0.0115
TEC	0.1975
C7orf30	-1.558
TXNDC2	-0.212666666666667
ABCB4	-0.86425
KIAA1191	0.481875
C9orf38	-0.064
SFTPB	-0.12925
CNTNAP2	0.111583333333333
FRK	0.404
TBX19	-0.46475
CHD4	0.13825
C6orf26	-1.89716666666667
MOSC2	2.00675
IKBKE	1.51475
HIF1A	-1.8135
LOC595101	-0.438
RELA	0.5565
TMEM16B	-1.12433333333333
ABHD12B	1.55
TSEN34	0.339
KIF18A	-3.1995
TXNDC9	-1.21966666666667
SPATA2L	0.638
SEMA4G	-1.098
C21orf91	-0.115625
MATN1	-0.5815
KCNIP4	-0.367666666666667
TUSC1	1.84025
OR4C15	0.27375
ARMCX6	0.560583333333333
WBSCR27	-0.983
OR52I2	-0.834
KIAA1604	-0.4335
DYNC1I1	-2.9495
PPP4C	0.15
SLC47A2	-2.10183333333333
TREH	0.4515
CD48	0.9235
ST14	1.80183333333333
PKN1	-0.28025
SPON2	1.472
XBP1	2.44658333333333
SFRS12	-0.3885
EFCAB6	3.47075
SELT	-0.2365
SLC39A2	1.323
ERF	-0.644333333333333
ARL3	1.19375
SURF6	-1.1371
MLLT10	-0.449428571428571
FLJ11171	-1.43483333333333
TDGF1	-5.061
ERCC6	0.48525
EIF2AK4	0.973
BAZ1A	0.279833333333333
LRRN3	-0.928666666666667
TMC3	0.5855
EFTUD1	-0.02475
PTPRO	0.589666666666667
CLEC12A	0.346625
ACBD4	1.1955
ZDHHC14	-1.3295
OTUD7B	1.7975
ACTB	0.59425
MSRA	0.52425
LCE5A	2.014
IFI35	0.616
BSCL2	0.523333333333333
ANKRD12	0.775583333333333
CFHR2	0.0785
RGAG1	0.135666666666667
HSFY1	0.311
SLC30A5	-0.003
IMPG1	0.3805
GPR109A	0.7845
ZNF185	0.091
IYD	0.07775
NPCDR1	3.2
SERPINA13	-1.2945
HMGCLL1	-1.71675
NEUROG1	1.61566666666667
UBQLN1	-0.3125
LIN37	0.23
SOCS2	-3.477125
DSCR4	-2.109
XKR6	-1.6445
GPR142	0.771
KRTAP13-3	0.307
CCDC15	-0.6205
MOS	0.45
CD1E	-2.1065
OFCC1	-0.236166666666667
FAM83D	-3.65525
SRFBP1	-0.16925
C9orf96	0.133
DHDH	-1.02525
CCDC90A	-1.438
RABL3	0.7417
CD320	-1.45916666666667
ANGEL2	1.07583333333333
MRPL21	-0.38425
SMG6	0.842166666666667
INSR	1.9330625
FLJ14816	-0.556
GLRB	2.15733333333333
C9orf89	1.40575
CIZ1	-0.633375
URG4	0.135
LRDD	-0.553833333333333
CBY1	1.02316666666667
NFX1	0.090875
MTERFD2	0.0249285714285714
C19orf23	0.2165
PGC	-2.53375
IER3IP1	0.0926
RASAL2	1.20958333333333
C1orf89	-0.72975
SYNJ1	-0.749375
NFKBIE	1.1645
FLJ40125	1.15066666666667
TCEB2	0.4128
NOG	-1.5845
POLR2J2	-0.0161666666666667
HLA-B	1.583
PCDHA1	1.951
PPP2R2B	-1.592
ARHGEF17	0.3785
TCF7L2	1.73557142857143
CHD5	-0.372
ZNF431	-0.756375
TBC1D25	0.24625
ZNF800	0.92225
SCUBE2	4.72018181818182
MYCBP	0.138166666666667
GPX5	0.5045
C6orf129	-0.636833333333333
QSER1	-0.376
ULK2	1.724
PIGO	-0.568833333333333
NRCAM	-3.24284615384615
SLC35E3	-0.376625
CSRP2	-2.51675
HYPE	1.48675
MAPK15	0.2235
MGC14327	-0.19125
TIMM13	-0.534
ZNF462	0.3265
GBA3	-0.3565
TEX13A	0.491
MCM6	-1.66333333333333
MTRF1	-0.986125
ABCA7	0.22375
EIF4A2	-0.98075
ZC3H10	1.1177
RPGR	0.527666666666667
C20orf94	1.07975
RP1L1	-0.17
GPR125	-0.750375
USP22	-0.345714285714286
OR1L4	0.45775
MLZE	1.323
FLJ32065	-0.1115
PTCD1	0.013
CRTAC1	1.20083333333333
BXDC2	-2.13575
C18orf1	1.37816666666667
FAM107A	0.830357142857143
EFNA3	-0.736
P18SRP	-0.6271
CAMKK2	0.685666666666667
KIAA0649	-0.01025
NES	-1.86433333333333
HS6ST3	-2.407125
PON2	-0.47875
TCP11L2	0.14375
CLEC4A	1.85275
PRR12	0.941
MLXIPL	-0.2139
C2orf50	0.782
ZNF28	0.17975
ENC1	0.8985
MAP2K1	-0.953
FKSG2	0.82675
KIAA0430	1.204
PTP4A1	-2.6355
GPR156	1.5815
GTF3C6	-0.8375
UBR2	-0.4515
LOC388272	-2.92925
MAK	1.64433333333333
ACOT4	3.1105
STC2	1.2795
PIGW	-1.92075
SAE1	-0.68175
COL6A1	0.462318181818182
OAZ1	0.00883333333333334
STMN4	3.24
EDG3	0.863666666666667
SGCE	-3.0515
IL11	-1.845
PRSS8	2.74
YIPF5	-0.597166666666667
WNT4	3.537875
CSN2	0.326333333333333
TCF7	-2.216625
TDO2	0.928
SAMD9	0.751375
S100A7A	-0.298
MMRN1	1.32033333333333
GKAP1	0.90275
AKR1C3	-3.26975
RNF19A	0.89425
GMDS	-1.08425
YKT6	-1.02
SPARC	0.5736
C12orf31	-0.74675
UBE2V2	-1.91083333333333
FBXL18	-0.759166666666667
KIAA0460	2.15625
ADAM22	-1.66625
SERPINC1	-2.70175
KCTD21	0.701
MYOHD1	-1.9345
ZNF37A	0.278166666666667
GTF3C1	0.0246666666666667
CTSZ	0.597
PRNPIP	-1.175875
DRD1IP	0.59
NR1I2	-1.718
ZNF266	-0.7951
SPAG4L	0.387
COX4NB	-0.93675
SAPS1	1.02583333333333
APOA1	-3.4405
TATDN1	-1.75566666666667
C10orf82	3.71475
KPNB1	-0.15625
FOXO3	0.315333333333333
CRYBB2	0.099
ZBTB5	-0.755666666666667
SLC25A38	-0.229
DCTN2	-0.285833333333333
IFT20	0.18825
CTHRC1	0.52625
C1orf31	0.183875
UHRF1	-1.324875
GPC6	-1.7775
C10orf54	2.41
MCF2L2	-0.2964
WNT9B	0.3195
OLA1	-0.7855
FAM120B	-0.295
TTLL10	0.1625
CYorf15A	-5.1815
RELN	-1.1986
SCN2B	0.16325
MFHAS1	-1.78775
NKX3-2	-1.6575
RASGRF2	-1.3495
SSBP1	-0.6755
KPNA6	0.124285714285714
LOC389118	0.099
HS3ST4	-2.2942
SUPT7L	-0.578625
FLJ32658	-1.8945
IGFBPL1	-1.346
KIAA1641	0.0684
SHKBP1	-0.0646666666666667
CSF1R	4.932
NAGK	0.17575
MYL2	-0.0285
HIST1H4C	-1.168
TOMM7	-0.11775
ADAMTSL3	3.5037
TNFSF14	-0.04075
PRRT2	0.5635
VTA1	-1.614125
AOAH	3.25166666666667
CRISPLD2	0.961142857142857
PNN	-0.9661
TA-NFKBH	0.1295
ESPN	1.53125
RBM43	0.4685
KIAA1267	0.83225
DDX3X	0.0088888888888889
KIAA1576	-4.05525
PLXDC1	4.00116666666667
FLJ25801	-3.661
HNRNPL	0.43875
RUNDC3A	1.04783333333333
CASP12	-0.201
SH2D5	-1.6175
RPL26L1	0.027
OR51A7	0.27725
HDC	0.9055
C2orf16	0.0118333333333334
SYTL3	1.099375
GOLGA4	0.3250625
NOTCH1	-0.309
ATPAF2	1.18975
ECD	0.4865
SSX5	-2.0685
SNAP91	-0.068
OCA2	-5.16
PNPO	0.9085
DAPK1	-0.712333333333333
PINX1	-1.41416666666667
SELENBP1	1.7805
NEK3	0.240916666666667
TMED4	0.260714285714286
SSTR4	0.5815
FOSL1	-2.2573
CD40LG	0.7455
CES1	-2.24391666666667
DCI	1.05683333333333
B3GAT3	0.106666666666667
STK17B	-0.515
CNTN6	-0.2505
CYP3A4	-1.617
MBOAT2	1.36214285714286
PISD	0.63225
USP1	-1.561
PYDC1	2.87583333333333
CENPM	-0.982
SAR1B	0.74775
TTC7B	-1.389125
DP58	-0.5025
GPC1	0.3865
RBL1	-2.07925
TMEM137	-1.67683333333333
TOB1	0.513083333333333
TCEAL1	0.799
CENPF	-0.979818181818182
C6	1.57683333333333
PRSS1	-3.13575
PPIL6	0.0895
C6orf124	-0.6175
ODZ4	0.541666666666667
SNCB	0.04725
NDUFB9	0.191625
CNOT6L	0.656833333333333
S100A9	-1.363
TRIM50	0.22
KCTD1	2.1085
WDR63	2.304
SPEF2	2.657
RNGTT	-1.65933333333333
CXorf22	1.174
KCNK16	0.0865
CEP250	-0.700875
ATPBD1B	-0.365
KCNJ2	4.06125
MT1B	-2.2595
ZNF684	-1.145
SLC4A1	0.382
PDHA1	-1.29075
ZNF492	-1.0905
TKT	-1.743
BYSL	-1.71925
RNF38	0.07125
AHDC1	0.3015
KLHL2	-0.682125
CMTM8	0.4815
DMP1	0.3455
HERPUD2	-0.35775
CRTAM	1.59283333333333
ZNF572	0.31875
TMEM16J	0.7585
HSD17B2	-4.5695
UBE2G1	-0.981625
AHSA2	-0.94875
PELI2	-2.057
TPX2	-2.2305
ATP9B	1.17566666666667
DAZAP1	-0.03575
HMGCS2	2.28566666666667
C17orf38	0.31875
B9D1	0.888375
NKX2-5	-1.02783333333333
KIAA1276	-0.266
LILRB2	3.727
CSTF1	-0.746833333333333
BTN2A1	-1.25283333333333
C15orf48	2.3105
IGF2BP3	-4.26225
FAM113B	1.271
HRG	-0.00857142857142856
ZNF131	-0.94075
USP47	0.714357142857143
CCDC88B	0.575125
HCN1	-0.9256
HTN1	-0.5755
SYCP3	-0.6275
C13orf23	-0.7634
PAPOLA	0.035625
AATK	0.0467
MSH3	0.592833333333333
NDUFAB1	-1.0805
ITLN2	-1.35416666666667
BAK1	-0.700666666666667
MRPL45	-0.849666666666667
MTNR1B	0.428
LOC645843	-0.112
SPECC1L	0.318
PGCP	0.785
SPN	0.169625
GPR143	0.158
ZNF576	1.12366666666667
TMEM39A	0.336
ATP5D	0.339833333333333
MAGEB3	-1.968
RPS5	-1.22083333333333
ANP32E	-0.444642857142857
MTMR1	0.62525
YEATS4	-0.9
SYNGAP1	0.175
PCOLCE	-1.235
MNS1	0.2125
PCYT2	-0.161333333333333
ZNF182	-0.36225
LAX1	-0.495285714285714
SPPL2B	1.1205
ELOVL5	0.8093
PCDHAC1	-0.39
B4GALNT1	-2.05833333333333
BLOC1S2	0.311625
ZNF673	-0.4595
ARHGAP21	-0.6345
IRX5	2.279625
LRFN5	-1.463
FAM7A1	-2.0145
RAB19	0.7815
GINS1	-2.36225
ITM2B	1.2403
PAPSS2	2.88816666666667
OR5BF1	0.6565
ACSL3	-1.402125
KIAA1919	-1.08075
GLT8D2	0.82025
UTRN	0.345785714285714
CNN1	0.61425
HISPPD2A	1.6925
SDAD1	0.623
SIGLEC9	1.727
RPL35	-0.250785714285714
C22orf26	0.5595
IMPDH2	-1.7
WDR69	-1.56475
SEC14L5	-0.340333333333333
CLTA	0.06425
RP11-529I10.4	0.2885
GPR37L1	0.0251666666666667
OGDH	-0.5295
ASB13	0.571833333333333
ZFP14	0.69075
ZCRB1	0.00816666666666661
KPNA3	0.223
HSPA1L	1.07925
RHOC	0.91625
LOC554175	-0.022
PPP3CA	1.3962
SLC1A7	-0.8472
