Hybridization REF	TCGA-AR-A0TY-01A-12R-A115-07
PRPF4B	-0.1629
SLC43A3	-2.10235714285714
NRBP1	1.22475
SLC25A22	0.61125
ILK	-0.20025
SLC22A8	0.603333333333333
MRPS7	-0.784125
PITX2	-1.11
FABP3	-1.1455
OR1L1	0.1135
LOC728215	-0.436625
BLID	-2.242
KIAA1217	2.45664705882353
TFPT	1.58275
AP4B1	-0.57025
VBP1	0.11175
OR1K1	0.3825
MORC3	0.819
BHMT2	-0.852833333333333
C3orf10	0.811
FZD7	-1.12816666666667
WFDC10A	-0.2405
PMS2CL	-0.36225
CCDC32	0.605333333333333
FA2H	-2.593
ALG13	1.2585
TTLL7	-0.9682
SPOCK3	0.3775
SLC13A2	0.6645
AIM1	2.187
GPRC6A	1.0495
EGR2	3.52375
MED11	-0.036
WWC1	1.59425
SH3GL3	-4.4215
RIF1	0.863071428571428
PRLH	0.33
VLDLR	-3.7185
DBT	0.528375
C21orf63	0.10075
CGGBP1	-0.351
KRTAP12-2	-0.069
TADA3L	-0.0555
ZBTB16	1.5885
PDGFB	2.320125
RFX1	0.756125
UQCRB	0.4451
LOC133874	0.965
HPS3	-2.25525
LGALS3BP	0.7444
DKFZP564O0823	1.17928571428571
MRFAP1L1	0.46775
HOXA10	1.38933333333333
NGB	-0.035
KIF21A	0.999692307692308
IFLTD1	0.5485
LZTS1	-0.46325
ARHGEF3	0.756
RHBDL3	-2.288
CSNK1G2	0.6135
ChGn	-1.20275
KIAA1244	2.355
GABRB2	0.9385
MGC72080	0.454
CD27	3.163
EGLN1	-0.9905
PEX13	0.9705
RWDD3	0.24075
RNF12	0.0821666666666667
GRIN2B	0.5905
ADAMTS14	-0.4235
DYDC2	-1.96033333333333
ATP6AP1	0.5529
NR1H2	0.549666666666667
PDK2	-0.095
C3orf17	-0.286666666666667
SLC38A2	-0.0511428571428571
SLC25A29	0.1995
C15orf29	0.891
ADAM9	1.1385
TMUB2	-0.378125
GPR176	-0.72275
AGK	-0.280375
MCCD1	0.59275
NDUFA4	0.2005
TMEM146	0.15425
DUSP1	1.31175
UNQ6975	0.357
EMX2OS	3.62575
INSM2	-0.33275
LUZP4	-0.4155
SETD6	-0.18525
P2RY2	2.97875
SLC45A2	-1.982
RABGAP1	-0.402833333333333
UBXD5	-0.69725
GPRC5A	0.9569
PAK3	-0.285166666666667
LOC63920	-1.4085
TGFBR1	0.3077
KRTAP6-3	0.3815
SFMBT2	0.233
CDC42	-0.0635625
C11orf35	1.343
TTLL2	0.572
UACA	0.140666666666667
CD97	-1.2101
SETD5	-0.200125
NINJ2	-0.225
PTER	1.08516666666667
POMGNT1	-0.55775
KRTAP4-2	0.5925
ECGF1	1.76175
HRB	-0.540363636363636
ATP1B2	0.0201
LOC400506	-0.11425
COL4A3BP	0.4425
C6orf97	2.7285
GRHPR	-0.19675
TAS2R1	0.2105
SEMA7A	-0.39825
EDF1	-0.607
ODF2L	0.3632
PCID2	-0.3625
GTF2H4	-0.529166666666667
ZCCHC3	-0.95125
CGB2	0.412666666666667
NEUROD1	0.85725
C20orf75	-0.549
RP5-1054A22.3	1.66066666666667
IFNA5	-0.0865
ZNF134	0.563083333333333
MGC119295	-0.653
ZSWIM6	-0.520125
SMEK1	0.431
PCGF2	-0.438625
C1orf102	0.5595
CYP2A13	0.758
KCNH6	-0.9261
MDM1	0.513
ALDH7A1	0.5265
C9orf75	0.21725
VDAC3	-0.3605
OR51T1	0.2095
EIF3F	-0.42625
KCNJ10	-0.599375
LENG8	0.09975
EDEM2	-0.00966666666666667
CCNJL	-1.62183333333333
DHX37	-0.219
CRYGN	0.647
AATF	-1.0215
ZNF630	2.221
E2F5	-1.081
WFDC13	-1.20875
FTSJ3	1.85333333333333
C4orf33	0.711
LHFPL4	-3.03175
C19orf56	0.0686666666666667
SMAD4	-0.203875
AFM	-0.4285
G0S2	-1.56875
FCHSD2	0.5565
RRP1B	-0.0691
EEF1B2	-0.997333333333333
STAT6	0.0963333333333333
ZNF195	0.22275
GNL1	-0.999333333333333
ZNRF2	1.43466666666667
PER3	-1.059625
ASB16	0.40675
C10orf10	1.37585714285714
ADCY8	-2.5755
C9orf58	0.511833333333333
ARMC10	-0.129833333333333
PSG1	0.4495
DHX34	-0.32675
VARS2	-0.089125
NFIC	0.934
ITPR2	-0.90325
AGXT2	-0.0481666666666667
OR6K3	0.0505
H2AFZ	-0.6135
MLLT3	-1.50241666666667
COX4I2	2.45525
CCNT2	0.392625
PLK4	-1.05
NUMBL	0.00749999999999999
MED16	0.44825
PLEKHQ1	0.66625
GOSR1	0.136666666666667
BTG4	-0.3535
RPL30	0.960083333333333
IGSF5	0.6415
IGFL2	-1.357
ELMOD2	0.885
SHC3	-1.38533333333333
HAVCR1	-0.5395
DYNC2H1	-0.027875
RNF5	0.198
C2orf7	0.309
NLF1	1.409
KLHL25	1.7595
LRP10	1.1534
KRI1	0.037
PUS7L	1.048
MGMT	0.27975
HOXD1	-1.51583333333333
CSH1	0.3161
ATG16L2	-1.5005
FLJ44635	0.669
CHODL	-1.15725
EXOSC8	-0.80425
SLC28A1	-0.29825
MYO7B	-0.714166666666667
SEH1L	0.3159
MTNR1A	0.271166666666667
TSPAN5	-0.218833333333333
CDC45L	-2.41466666666667
AMIGO1	1.14
ATAD3A	-0.82425
OSGIN2	0.171166666666667
PDIK1L	0.618166666666667
DARC	3.166
PIPSL	0.2205
SHMT1	-0.696
CRISP3	-0.347
POPDC2	2.24216666666667
ZRANB2	-0.2605
FBXL8	0.96725
TRIP13	-0.750545454545455
EIF5AL1	-0.8595
POU5F1P3	-3.9145
IL6	-1.25316666666667
CXorf38	0.0668333333333333
IFNA16	-0.0325
FBXL2	-0.839333333333333
BRD1	-0.2135
STATH	0.61525
FBXO44	-0.504666666666667
MCCC2	0.975
CDC2	-0.3602
C5orf23	-4.08725
IVD	1.05933333333333
C10orf122	-1.693
MSL3L1	-0.175
MVP	0.24575
EPOR	-0.095
ZMYM1	-1.0175
BCL7C	0.522166666666667
PSTPIP2	1.7509
LYPD1	-0.39025
OR8G5	0.489
ZP3	-0.134333333333333
BCAS4	1.9515
EDG6	1.96525
ISY1	0.64125
PRAMEF2	-1.73925
CUL1	-0.65825
RNF213	-0.2584
CCRK	-0.486
DHX9	-0.339
C13orf29	0.0415
NCKAP1	0.0436666666666667
MRPL43	0.973642857142857
XPR1	-0.415
PKN2	0.9974
PODNL1	0.2505
ZNF333	0.363
DALRD3	0.02875
OPN1SW	-0.021
BTBD6	0.3025
C11orf82	-0.5185
OR5P3	0.7165
DUSP11	0.44
L1CAM	-1.3142
NEK11	0.9105
OR7E91P	0.0165
CNTN3	0.5774
CREB3L2	1.49125
ZBTB37	0.8075
KIAA1324L	2.0315
NDUFB10	0.348333333333333
NUDT2	-0.387
GTPBP8	0.39975
CACNA1D	1.942625
PRKAA2	0.552333333333333
PRDM8	0.461
MGC16075	-0.839333333333333
KRT14	-0.35
PP8961	1.245375
MRPL18	0.42825
ABCG2	-1.72575
PACRG	0.94075
BBS2	-1.13675
KREMEN2	1.6445
FBXO21	0.964
HNRPUL1	0.301833333333333
GRB10	0.4215
CLSTN1	0.75475
LMAN2	0.2086
C17orf61	-1.19575
NIPSNAP3A	0.1105
INSIG2	-1.7225
PCDHB7	2.6935
STXBP2	0.927125
CMAH	-0.0743636363636364
SEMA5B	-0.1705
ZNF155	0.8745
COQ6	0.285666666666667
PRPF4	-0.5185
TSPAN15	3.145
VN1R5	0.5155
LATS2	1.7285
SELK	0.0185
PGK2	-0.0635
MS4A1	1.521125
TYW3	0.077
KRTAP5-1	1.019
RCCD1	-0.580166666666667
BTN1A1	0.29825
DDX28	0.4315
TMEM65	0.867875
LOC92345	-0.05625
TTC31	-0.2565
WDR46	-0.510666666666667
CHP2	-1.89583333333333
LSP1	-0.15975
ZNF542	-0.244
EXOSC1	-0.04675
ARHGAP18	0.365166666666667
LRRTM4	-0.923142857142857
MAOB	0.311083333333333
CACNB4	2.66275
MGC33846	0.336875
RANBP3L	-1.291375
ATP5L	0.491375
ONECUT1	-2.8955
NUDT9	-0.2465
TMEM149	0.288
STX17	0.123
IGSF10	-3.83525
TMPRSS9	1.1095
BMPR2	1.19633333333333
ALLC	-0.2375
KLF7	-0.193375
GCC1	0.2991
TIMM9	-0.42425
CDO1	-0.41
MGC10701	-0.658333333333333
IFI6	-0.218166666666667
FRMD8	1.19
MGAT2	0.599
WBP5	-1.65483333333333
CNIH2	1.154
KIAA0907	-1.7765
KCNH8	-0.471
CTSG	-0.446
GRIK1	0.0946666666666667
CUL5	1.135125
FRMD1	0.5255
OR9A4	1.5315
SYT6	-1.8635
FOXD4L2	1.18525
ANAPC2	-0.634833333333333
OPN5	0.8705
TAF13	0.961
LYG2	0.00199999999999999
GGNBP1	0.1135
C11orf40	0.717
OTX2	-1.572
REG4	0.107166666666667
EIF5	0.201
PALB2	-0.73525
SEPSECS	-0.0191
RNASE3	-0.54425
TRIM49	-2.193
POLR2K	1.4566
GPR42	-0.0355
C8B	-3.1805
SASS6	-0.041
PREB	0.0253333333333333
OR3A3	0.432
TUBA8	0.839125
IGLV2-14	0.0535
STIL	-1.196
ANKFN1	-2.03933333333333
NME7	-0.9765
HOXC12	1.04175
UBE2C	-0.457875
FHOD1	-0.421
CDK2AP1	-0.219
OR6K2	0.24825
DHPS	0.22675
RPL5	-0.1915
TRGV5	1.0245
LOC541472	0.545125
HCCS	0.9029
DENND1B	1.303
LHX3	-1.578
OR5D16	0.1665
CXorf57	-2.35133333333333
IRF2BP1	1.12425
NDST2	0.962666666666667
LCE3D	0.056
BOLL	0.403285714285714
SYT3	-1.2675
PIH1D2	-1.389
C20orf7	-1.00833333333333
IL1R2	-0.3875
SLAMF9	-0.141
PPME1	-0.102625
PIK3CA	0.549
TRAPPC1	-0.145875
COLEC10	-1.92925
SLC9A6	-2.03766666666667
PDDC1	-0.434333333333333
CCDC53	0.33525
GK3P	-0.83075
DAZL	-0.20325
BRI3	-0.0605
SDK1	-1.34625
CYP2C18	0.18775
IFI44L	0.751
RPL3L	0.716
FUT9	-0.85
KIFC2	-0.814333333333333
PMP2	-1.16571428571429
SLC4A9	-0.0805
PLAG1	0.739166666666667
MYCBP2	0.476
OR4E2	0.0575
CCDC65	0.30025
C16orf82	0.080375
ENTPD4	-0.96725
BRP44L	0.151625
PMP22CD	0.00649999999999999
TMCO4	1.545
KCNN1	-1.0885
WDR35	0.095
CCDC80	0.80075
C3orf31	-0.456
SLC7A9	-2.26175
TMEM190	-1.5185
DBC1	-0.979833333333333
FADS3	-1.464
PDZD8	-1.48866666666667
GRM5	0.2155
AZGP1	3.1292
PEX3	0.339
MED1	-0.176571428571429
ATG4C	-0.470666666666667
HNRPH3	-0.497375
FAM109B	1.53375
C4orf17	-0.136
CA10	-1.10825
OPRD1	0.00650000000000001
CCL16	-1.5085
SACM1L	-0.3995
CST6	4.81975
CD63	1.0031875
LGI1	-3.55725
ZNF784	0.7295
CRYBB1	-1.0915
CX3CL1	0.45415
TOP2A	-1.627125
GYPB	-3.495
GADD45GIP1	-0.04125
FEN1	-0.14425
IGF1R	0.8074375
WDR72	-0.9856
PURG	-1.04833333333333
DEFB126	-0.1395
PKD1L1	0.5475
CAV1	-1.9688
GNPDA2	0.2235
DGAT2	-1.38625
NLGN1	-4.192
STRBP	-0.33175
HPRT1	-0.112333333333333
FANCI	-0.502125
PSMA7	1.04675
DBF4B	-0.910833333333333
TTF1	-1.14825
RAD54L	-1.89025
ELOF1	-0.0125
PLAGL2	-0.36575
ZNF256	1.30475
HMGCL	-0.8855
MSI2	-0.0405
RPESP	-2.58466666666667
C11orf60	0.417
ABCD1	1.0145
ACAA1	0.8268
SPARCL1	5.21585714285714
IL6ST	0.7488
ZNF319	0.6585
TMEM109	0.758
FAM90A1	0.0941666666666667
IL22RA1	-1.974
ATP4B	0.145
TEC	-0.649833333333333
C7orf30	-1.077
TXNDC2	-1.25966666666667
ABCB4	-0.209
KIAA1191	-0.550375
C9orf38	-0.578
SFTPB	0.314875
CNTNAP2	-2.53025
FRK	1.249
TBX19	0.26575
CHD4	0.01625
C6orf26	-2.26933333333333
MOSC2	-1.12825
IKBKE	0.2505
HIF1A	-2.78916666666667
LOC595101	-0.3425
RELA	0.301166666666667
TMEM16B	-1.49483333333333
ABHD12B	-3.03125
TSEN34	1.36275
KIF18A	-0.4065
TXNDC9	0.539
SPATA2L	0.846
SEMA4G	-1.2125
C21orf91	-0.328875
MATN1	-0.0875
KCNIP4	-0.685833333333333
TUSC1	1.0945
OR4C15	0.3825
ARMCX6	0.138583333333333
WBSCR27	0.838166666666667
OR52I2	-0.2655
KIAA1604	-0.7705
DYNC1I1	-1.30275
PPP4C	0.50625
SLC47A2	-1.90666666666667
TREH	-0.212875
CD48	0.5625
ST14	2.24666666666667
PKN1	-0.134
SPON2	2.149
XBP1	1.21691666666667
SFRS12	0.251833333333333
EFCAB6	0.3805
SELT	0.729
SLC39A2	-0.287
ERF	-0.761833333333333
ARL3	-0.02975
SURF6	-0.6501
MLLT10	0.0798571428571428
FLJ11171	1.60166666666667
TDGF1	-3.94316666666667
ERCC6	0.17375
EIF2AK4	1.46525
BAZ1A	0.774166666666667
LRRN3	-0.0458333333333333
TMC3	0.1225
EFTUD1	0.40625
PTPRO	-0.0948333333333332
CLEC12A	-0.05325
ACBD4	0.546125
ZDHHC14	-0.293625
OTUD7B	1.517875
ACTB	0.079125
MSRA	0.652625
LCE5A	1.05
IFI35	-0.66425
BSCL2	-0.502666666666667
ANKRD12	0.512666666666667
CFHR2	0.517
RGAG1	-1.0185
HSFY1	0.0745
SLC30A5	0.687916666666667
IMPG1	0.2
GPR109A	0.688
ZNF185	1.55725
IYD	1.9365
NPCDR1	0.053
SERPINA13	-0.186
HMGCLL1	-2.383
NEUROG1	1.27616666666667
UBQLN1	-0.232625
LIN37	0.952
SOCS2	-2.01775
DSCR4	-1.46925
XKR6	-1.3465
GPR142	0.302
KRTAP13-3	0.1715
CCDC15	0.791
MOS	0.314
CD1E	-2.2935
OFCC1	-0.1235
FAM83D	-0.783
SRFBP1	-0.4365
C9orf96	0.3335
DHDH	-0.49875
CCDC90A	-0.1245
RABL3	0.5172
CD320	-0.861166666666667
ANGEL2	-0.366
MRPL21	0.32575
SMG6	-0.0115
INSR	2.143
FLJ14816	-0.833
GLRB	-2.53416666666667
C9orf89	0.64975
CIZ1	-0.9355
URG4	0.0193333333333333
LRDD	-0.590166666666667
CBY1	0.209166666666667
NFX1	-0.509125
MTERFD2	-0.516928571428571
C19orf23	1.612
PGC	-2.32075
IER3IP1	1.8074
RASAL2	1.00775
C1orf89	-0.557
SYNJ1	0.11425
NFKBIE	0.613
FLJ40125	1.69666666666667
TCEB2	-0.1928
NOG	-1.86
POLR2J2	-0.251166666666667
HLA-B	0.015
PCDHA1	2.349
PPP2R2B	-1.61
ARHGEF17	0.338666666666667
TCF7L2	0.258928571428571
CHD5	-0.316
ZNF431	0.57825
TBC1D25	0.08025
ZNF800	1.562
SCUBE2	3.13818181818182
MYCBP	-0.0888333333333333
GPX5	0.4805
C6orf129	0.373833333333333
QSER1	0.371666666666667
ULK2	1.78425
PIGO	0.235333333333333
NRCAM	-2.86521428571429
SLC35E3	1.1715
CSRP2	-2.78975
HYPE	1.00375
MAPK15	-0.0498333333333333
MGC14327	-0.5875
TIMM13	0.533833333333333
ZNF462	-1.3625
GBA3	4.56925
TEX13A	-0.1135
MCM6	-0.657555555555556
MTRF1	-0.955875
ABCA7	-1.24825
EIF4A2	0.20025
ZC3H10	0.7001
RPGR	-0.0348333333333333
C20orf94	0.91025
RP1L1	0.1005
GPR125	-2.08285714285714
USP22	-1.22064285714286
OR1L4	-0.05175
MLZE	0.6245
FLJ32065	2.10575
PTCD1	0.42325
CRTAC1	0.288166666666667
BXDC2	-0.7555
C18orf1	-0.965666666666667
FAM107A	1.84035714285714
EFNA3	0.43
P18SRP	0.5801
CAMKK2	0.399583333333333
KIAA0649	-1.86
NES	-1.18616666666667
HS6ST3	4.219875
PON2	-0.3435
TCP11L2	-0.685
CLEC4A	1.5725
PRR12	0.4995
MLXIPL	-0.8119
C2orf50	3.3495
ZNF28	1.77
ENC1	-0.826166666666667
MAP2K1	-0.338
FKSG2	1.28425
KIAA0430	0.302
PTP4A1	-0.0504444444444444
GPR156	1.2125
GTF3C6	0.75775
UBR2	0.2791
LOC388272	0.62125
MAK	-0.129166666666667
ACOT4	3.41875
STC2	0.12675
PIGW	-0.2005
SAE1	-0.41475
COL6A1	1.04168181818182
OAZ1	0.637
STMN4	0.41
EDG3	0.532833333333333
SGCE	-1.63566666666667
IL11	-2.58166666666667
PRSS8	2.42675
YIPF5	1.22066666666667
WNT4	1.2995
CSN2	0.363666666666667
TCF7	-2.929
TDO2	3.694
SAMD9	-0.5011875
S100A7A	-0.426
MMRN1	2.47916666666667
GKAP1	-1.506
AKR1C3	-2.5745
RNF19A	1.09875
GMDS	-0.34125
YKT6	-0.127875
SPARC	0.5465
C12orf31	0.282
UBE2V2	-0.622166666666667
FBXL18	-1.019
KIAA0460	0.19225
ADAM22	-0.93975
SERPINC1	-4.73625
KCTD21	0.229
MYOHD1	-1.70575
ZNF37A	0.778333333333333
GTF3C1	0.120166666666667
CTSZ	2.72175
PRNPIP	-0.972125
DRD1IP	3.7635
NR1I2	-2.27416666666667
ZNF266	0.1825
SPAG4L	0.9075
COX4NB	-0.04575
SAPS1	0.753833333333333
APOA1	-2.51175
TATDN1	0.393666666666667
C10orf82	-2.48975
KPNB1	-2.1425
FOXO3	0.303083333333333
CRYBB2	-1.1885
ZBTB5	-0.960333333333333
SLC25A38	-0.036
DCTN2	-0.4485
IFT20	-0.064
CTHRC1	2.39975
C1orf31	0.363875
UHRF1	0.8585
GPC6	-0.62
C10orf54	0.9685
MCF2L2	-0.5002
WNT9B	-0.36125
OLA1	-1.374375
FAM120B	0.597
TTLL10	-0.2035
CYorf15A	-4.634
RELN	-1.7436
SCN2B	0.609833333333333
MFHAS1	-1.452
NKX3-2	-1.8625
RASGRF2	-1.2995
SSBP1	-0.336166666666667
KPNA6	-0.836285714285714
LOC389118	-0.354
HS3ST4	-1.8219
SUPT7L	0.28675
FLJ32658	-2.909
IGFBPL1	-1.50625
KIAA1641	-0.2132
SHKBP1	0.211333333333333
CSF1R	4.2325
NAGK	0.37575
MYL2	1.331
HIST1H4C	0.0388333333333333
TOMM7	0.443125
ADAMTSL3	1.6581
TNFSF14	-1.0395
PRRT2	-1.7865
VTA1	0.54125
AOAH	2.382
CRISPLD2	1.00435714285714
PNN	-0.8952
TA-NFKBH	-0.307
ESPN	0.6645
RBM43	-0.782
KIAA1267	0.066125
DDX3X	0.6815
KIAA1576	-4.0865
PLXDC1	4.502
FLJ25801	-3.62575
HNRNPL	-0.06725
RUNDC3A	0.1545
CASP12	1.218
SH2D5	-1.6905
RPL26L1	-0.2115
OR51A7	-0.09875
HDC	4.2165
C2orf16	-0.058
SYTL3	3.08875
GOLGA4	1.053875
NOTCH1	-0.931666666666667
ATPAF2	0.2775
ECD	0.635
SSX5	-1.50216666666667
SNAP91	-0.963
OCA2	-4.27625
PNPO	0.714333333333333
DAPK1	-1.01366666666667
PINX1	-0.656
SELENBP1	0.604375
NEK3	0.549666666666667
TMED4	0.516714285714286
SSTR4	-0.2065
FOSL1	-2.2994
CD40LG	1.1055
CES1	-1.83666666666667
DCI	0.212
B3GAT3	0.190166666666667
STK17B	-0.88525
CNTN6	0.69925
CYP3A4	-1.89166666666667
MBOAT2	-2.1045
PISD	0.105
USP1	-0.42175
PYDC1	-0.8105
CENPM	-0.469125
SAR1B	0.3625
TTC7B	0.7975
DP58	-0.169
GPC1	-0.97775
RBL1	-0.598125
TMEM137	-2.32866666666667
TOB1	1.9985
TCEAL1	1.425
CENPF	-1.63409090909091
C6	2.25566666666667
PRSS1	-3.56775
PPIL6	0.0386666666666666
C6orf124	-0.1575
ODZ4	0.109
SNCB	-0.22775
NDUFB9	2.005125
CNOT6L	0.740166666666667
S100A9	0.123166666666667
TRIM50	-0.1265
KCTD1	1.7977
WDR63	0.13375
SPEF2	0.78325
RNGTT	0.445666666666667
CXorf22	2.8575
KCNK16	-0.1095
CEP250	-0.701125
ATPBD1B	-0.271
KCNJ2	3.2
MT1B	-1.196
ZNF684	-0.754
SLC4A1	0.94
PDHA1	-0.79825
ZNF492	1.91325
TKT	-2.06225
BYSL	0.088375
RNF38	-0.41
AHDC1	0.0655
KLHL2	-0.076
CMTM8	1.9525
DMP1	0.554
HERPUD2	0.332375
CRTAM	2.67266666666667
ZNF572	2.0535
TMEM16J	0.0945
HSD17B2	-3.01775
UBE2G1	0.377375
AHSA2	-2.875
PELI2	-1.91
TPX2	-0.93125
ATP9B	1.11316666666667
DAZAP1	0.8155
HMGCS2	0.1655
C17orf38	0.6985
B9D1	-0.6215
NKX2-5	-1.11966666666667
KIAA1276	-1.2875
LILRB2	3.284
CSTF1	0.0726666666666667
BTN2A1	-0.5855
C15orf48	6.08575
IGF2BP3	-3.599
FAM113B	0.150166666666667
HRG	-0.290875
ZNF131	-0.444
USP47	-0.0211428571428571
CCDC88B	-0.58725
HCN1	-0.2514
HTN1	-1.33833333333333
SYCP3	-0.674
C13orf23	0.4178
PAPOLA	0.9951875
AATK	-0.9659
MSH3	0.0763333333333333
NDUFAB1	-0.235
ITLN2	-0.901333333333333
BAK1	0.433
MRPL45	-0.9765
MTNR1B	0.112666666666667
LOC645843	-0.1005
SPECC1L	-0.451
PGCP	-0.86925
SPN	-1.151
GPR143	-1.456
ZNF576	1.09566666666667
TMEM39A	0.5829
ATP5D	-0.106666666666667
MAGEB3	-3.4705
RPS5	-0.396
ANP32E	-0.895285714285714
MTMR1	1.0345
YEATS4	-0.591
SYNGAP1	-0.19725
PCOLCE	-0.924666666666667
MNS1	0.4225
PCYT2	-0.745833333333333
ZNF182	-1.1255
LAX1	0.46
SPPL2B	0.7384
ELOVL5	0.7084
PCDHAC1	0.675
B4GALNT1	-1.60283333333333
BLOC1S2	0.77925
ZNF673	-0.5092
ARHGAP21	-0.533166666666667
IRX5	4.079125
LRFN5	-0.204333333333333
FAM7A1	-0.45225
RAB19	1.169
GINS1	-1.56225
ITM2B	1.5563
PAPSS2	-0.31
OR5BF1	0.5405
ACSL3	1.010375
KIAA1919	-0.135166666666667
GLT8D2	1.06275
UTRN	1.10607142857143
CNN1	-0.868
HISPPD2A	-0.664833333333333
SDAD1	0.40025
SIGLEC9	0.705166666666667
RPL35	-0.571
C22orf26	-0.106
IMPDH2	-1.507375
WDR69	-1.44266666666667
SEC14L5	-1.05216666666667
CLTA	-0.3045
RP11-529I10.4	0.01625
GPR37L1	0.735
OGDH	-0.0321666666666667
ASB13	0.564166666666667
ZFP14	0.2455
ZCRB1	0.194833333333333
KPNA3	1.776
HSPA1L	1.08075
RHOC	0.87575
LOC554175	-0.46625
PPP3CA	0.2348
SLC1A7	-0.793
ZNF529	-0.1945
RBED1	0.5275
DDB2	-0.97225
FLJ11286	-0.826833333333333
SPATA1	0.331
MKNK1	-0.361333333333333
DYSF	1.3475
ALKBH2	0.53325
NKD1	-2.8575
C1orf174	-0.29975
PLEKHO1	-0.203666666666667
ASB10	0.21825
RING1	-0.324166666666667
NPC2	-0.332125
AVPR1B	-0.1515
YTHDF1	0.787583333333333
LMAN1L	0.5275
GSG2	-0.8455
CEP170	0.0563
RPS4Y2	-4.4305
MSH6	-0.6355
HECTD2	0.732666666666667
ZNF556	1.86216666666667
PLEKHC1	-0.381
AIRE	0.2935
BCL2L10	-0.8195
LMOD3	-0.114166666666667
ZBTB8	0.3283
FOXA2	-3.4728
SLCO2A1	2.261
C3orf46	-0.916
PRDM16	-1.05016666666667
TMEM98	-1.9395
FRMD5	-3.143
PDE6C	-0.3325
C1orf216	-0.0995
EP400	-0.377071428571429
PTK2	-0.923833333333333
RNF217	-1.0485
NDUFA8	-0.048
ZFAT1	-0.28325
LAMP3	0.4605
GLTSCR2	0.658125
NPW	2.974
LLGL2	-0.0873
PPM1K	-1.34
C20orf177	0.211
KIR2DL4	0.4548
NFKB2	0.22325
C21orf122	0.0311666666666667
HESX1	-1.959
GPR114	3.04466666666667
SLC25A35	-0.773833333333333
GNAT1	0.313
ORAI3	-0.05625
FAM76B	0.197
TMEM99	-0.4731
TRIM29	-0.8955
CDS1	2.583
RHEB	-0.261
C4orf27	-0.702666666666667
RAB3A	-0.3115
OTUD6B	-0.08875
GPD1	0.048375
CDH15	0.404333333333333
NPM1	-0.659357142857143
TMEM117	-1.87475
PRPS2	0.782166666666667
GCK	-0.144
ADRA2A	2.79216666666667
TSPYL4	0.725833333333333
TASP1	-0.4425
WDR19	-0.31075
C10orf38	-2.06325
PDE4C	-0.946
FYB	0.109
C1orf55	0.351166666666667
PPFIA3	1.65475
RAD18	0.138
C12orf44	0.265
CRYBA4	-0.1435
HVCN1	0.81775
TAF10	0.0455
C16orf48	-0.760166666666667
DEPDC5	0.315166666666667
LTBP1	-2.7385
MAPRE1	0.4665
FGF8	0.4
C3orf52	3.263
SENP7	0.0698333333333333
LRRK2	-0.18425
RUNDC2A	0.592333333333333
KIAA0355	0.194333333333333
CPEB1	-2.2625
PPEF2	0.028
ABI2	-0.828166666666667
KIAA0317	-0.46725
ATF1	0.443833333333333
DYNC1H1	0.7885
DIP	0.658
TMEM33	0.575888888888889
POLDIP3	-0.962
C7orf24	0.631
GPR171	2.5605
CDC6	-1.44266666666667
PLD1	-0.8516
ITFG2	-0.3149
NDUFC1	0.3145
AKNA	-1.061
NBR1	-0.561
PKHD1	0.465285714285714
HPS4	-1.4002
MAFA	1.453
ULBP3	-0.411
DIRC1	0.403
IMMT	-0.347875
C22orf13	0.34575
CEL	0.454
MARK3	-0.5655
ADAMTS2	0.140166666666667
ARPC3	0.8815
TMEM10	0.2895
NPHS1	2.16725
BRD8	-0.266833333333333
WDR12	-1.22025
IDI2	0.302375
HOXD13	-2.7335
OR8G2	0.732
SLAIN1	-3.23225
GABRQ	-0.46325
NR2C2	-0.2335
NKTR	-0.2252
TLE2	0.6775
KIAA0892	0.7205
AURKA	-1.08318181818182
GPRC5C	0.102
TBC1D9B	-0.316625
PNPLA6	-0.2765
AP3B1	-0.3535
NAG	-0.811125
C11orf68	-0.3715
AKR7A3	2.446
AHCYL1	0.245916666666667
COP1	-0.3295
RPP14	-0.155916666666667
PCDHB18	-0.15625
CDH24	0.92825
KRT17	-1.6354
LACTB2	0.99025
DDX24	0.3633
PHACTR1	-2.25083333333333
SLC35E2	0.06225
LOXL1	-1.918
IQSEC2	0.856625
RGSL1	-0.4715
PCDHGC5	0.269
MEGF10	-0.65975
PRRX1	1.13283333333333
ASTE1	0.511166666666667
C6orf159	-2.6105
MYOD1	1.14025
GAA	1.36225
ZNF747	0.7075
KLRC1	0.914875
IL1RL2	0.504
GDF9	-0.47725
GPR119	0.287
TRAF2	-0.489166666666667
HCK	3.027
BMP6	-3.157
IL8RA	0.568
FLJ35848	-1.44
EFHA1	0.124
CDSN	-1.10083333333333
C14orf54	-1.2985
LSM3	0.343375
ZFP41	0.598
C9orf126	-1.20966666666667
VIT	-1.7885
SPCS3	0.000500000000000001
DEF8	-1.0813
CHAF1A	-0.8245
C1orf165	-1.73633333333333
ZFPM2	0.0858333333333334
FTH1	-0.00149999999999999
SLC35F1	-0.965
YWHAH	-0.01125
C17orf66	-0.00733333333333336
ADRB1	-0.558666666666667
FOXL1	-0.114
RG9MTD3	-0.450333333333333
UMPS	1.0615
MGC13008	-0.5085
KIAA1161	0.7685
CCDC77	-1.46875
C12orf65	0.8903
COG4	0.039
RCP9	1.81141666666667
RP4-692D3.1	0.1875
CDC2L5	0.69775
MGC7036	0.556666666666667
DNAJC11	-0.602
