Hybridization REF	TCGA-B6-A0WS-01A-11R-A115-07
C6orf32	1.8277
CBLN2	-1.05425
PANK3	1.427875
TAAR9	-0.3095
WDR82	-0.0110714285714286
APOM	-3.557875
TRIP10	-0.3265
SPATA16	0.70625
C1orf135	-1.51
USP51	-0.147
TESK1	1.47475
C11orf64	-0.094375
ZNF611	-0.2835
PDE6G	0.871
HLA-DQA1	2.532625
GCLC	-0.59025
SEC61A1	0.241571428571429
TWSG1	1.18116666666667
ZMYND10	2.80375
CTDP1	1.143375
ADAMTS6	0.205166666666667
SLIT1	-1.55525
KRT86	-0.7135
KIAA0574	2.621
GTPBP2	-0.1454
PQLC3	2.79175
PRRX2	0.954
C15orf44	0.547166666666667
MKKS	-0.892875
C11orf10	0.13775
GPR110	-0.7035
CD109	0.168083333333333
ADCY1	0.845166666666667
RHBG	-3.7175
TP53I3	0.226625
SLC22A3	-1.2502
UCP2	1.368
FOXG1	-2.76766666666667
OR2AG1	0.579
TRIM24	-1.19825
PROC	-3.0565
TAAR6	0.302
AMTN	-1.4825
C10orf47	0.630833333333333
DEPDC1	-2.5615
FLJ45557	5.15675
ZDHHC17	-0.128
KIAA1429	0.478
KCNH1	0.0155
VNN3	0.73875
PSMAL	1.61425
PPARD	0.20625
HFM1	-1.99925
YBX1	-1.60216666666667
ZNF695	-3.193
SCTR	-0.076
DCDC1	-0.0175
VPS26B	-0.1442
MTF2	-1.13816666666667
ATP6V1F	0.1835
CCDC94	-0.0135
PERF15	0.7965
CCL11	3.55725
LMO7	-1.07675
DCST1	0.4405
ADRBK1	0.1955
CDRT4	-0.56575
ZNF84	-1.052
HOXD8	0.85425
STARD8	-0.236333333333333
FOXP2	-0.8375
CCDC103	0.41375
POLR3A	-0.6531
GSC	-0.464666666666667
ZNF114	-3.2285
HTR7P	0.3575
LALBA	0.2275
RMND5A	-0.4945
PSCD2	1.03825
ZNF409	0.0785
KRTAP1-3	-0.0825
MAF1	0.58475
LOC201725	-0.983833333333333
NRN1	-2.391875
SPAG5	-2.20583333333333
DNAH7	1.48083333333333
FLJ43860	-0.1515
BRCA2	-0.34125
ACADM	-0.319625
CXXC6	-3.41275
RAGE	-1.2935
CHMP2A	0.96325
FAM8A1	0.0303
GPR21	0.1695
SLC12A3	-2.80983333333333
FVT1	1.26014285714286
ZDHHC7	0.0675
FLJ44048	-0.696
SLC44A3	2.22716666666667
SDSL	1.14983333333333
MMP8	-1.5315
PLA2G12B	-4.05116666666667
ACY1	-0.284
MT1E	1.88533333333333
OR4K15	0.9945
TECTB	0
GPR20	0.686625
IRAK2	1.059
RFPL3	0.1165
MYO9A	0.42425
NARG1L	-0.984083333333333
BLMH	-0.154375
CCDC3	2.54183333333333
C9orf21	-0.434666666666667
KIAA0513	0.7735
MIER2	0.25975
PNMA2	-1.31033333333333
SH3BP2	1.1447
ANXA10	0.45225
RTN2	0.0201666666666667
TFB1M	-1.758
PRPH2	3.10825
C14orf133	-0.47775
GOLGB1	1.84625
IRX4	-0.00525000000000002
NFKBIL1	0.25
C10orf62	-0.3555
APBB3	-0.13025
RPS10	-0.6241
LOC728378	0.8945
TLE3	1.31852941176471
PSMB7	-0.611125
MESDC1	0.107
SLC6A1	0.369166666666667
OCLN	1.40358333333333
PTTG3	-2.37683333333333
NAGLU	-0.1105
SERTAD4	0.918
SPRY1	0.00175000000000001
FLJ10781	1.27441666666667
MYSM1	-0.70625
TRIM4	0.738428571428571
SH3YL1	1.4145
TREM2	3.51266666666667
SERPINI1	1.609
HDHD3	0.78425
TMEM38A	-0.10525
EID2B	-0.82
TDRD3	-0.669833333333333
SEDLP	-0.6295
THSD7A	2.49616666666667
NDST3	-1.3985
KLHL15	-0.825666666666667
DHRS12	1.69
FBXO9	-2.39192857142857
TNPO1	-0.327083333333333
MRPL13	0.362
SNX5	-2.2065
METTL6	-1.1415
SOD1	0.314375
CHML	-1.12933333333333
PACS1	1.16425
SIRT5	0.0159
CAPN2	0.388666666666667
FXYD5	-0.4105
TWISTNB	-0.603125
LRFN1	1.028
UBE1L	1.197375
UBE1C	-0.50725
OR51B2	-0.31825
OR4D11	0.3585
C15orf2	0.0035
NR4A1	-0.655833333333333
LOC339047	-2.10725
TRIM17	-0.43525
ATP5G3	-0.427
RPL15	-1.06916666666667
ADAMTS8	-0.37075
HOXC4	0.7615
C14orf37	2.0605
CEACAM5	-1.1275
MYT1L	0.156166666666667
RASA2	0.00375
OSBPL7	-0.052
STAG1	-0.4985
GIMAP4	4.69266666666667
FUT3	-0.8895
PIF1	-2.783625
LPIN2	0.5615
SH3PX3	0.75975
PDP2	-0.7875
PAPD1	-0.243
ERP27	2.16475
APOOL	-0.6328
DIABLO	0.0625
TRHR	0.18525
ARMC9	0.368
RNF152	4.6525
SLITRK3	0.6825
ZNF211	-0.5969
PFDN1	0.14025
RGS11	-0.123
HS6ST1	0.8631
AKR1D1	-2.17725
TNP2	0.4525
STK31	0.271
EML4	-0.156083333333333
SGTA	0.00950000000000001
HIST1H2BI	0.292166666666667
PSMD6	-2.2435
KIAA1257	0.5135
C18orf55	0.498833333333333
FLJ20273	3.55975
RPL28	-0.248333333333333
EPYC	4.125625
NOX3	-0.2835
ELAC1	0.866166666666667
METT11D1	-1.5535
BIN2	0.620333333333333
NACA2	-0.7745
CCDC17	-1.298
HM13	-0.1488
UBOX5	0.073875
UBE2O	-0.565875
UBL5	0.60025
APOLD1	1.202
C9orf31	0.06975
TNFSF8	0.222
ARHGAP29	-0.8635
PROKR2	0.429
PDE5A	-0.331666666666667
C6orf12	-0.41
TOM1L1	0.7195
WHDC1	0.40825
FOXI1	0.2875
RAB4A	0.2425
TMEM39B	-0.82175
ATPBD1C	-0.62775
FARSA	-0.551666666666667
PLEKHG5	1.03425
CMAS	-0.648666666666667
OR7E24	0.103
SLC30A1	-0.11875
CDC42EP5	2.162
PLAC1	1.48025
KLHL18	-0.47075
LBA1	0.7228
TAZ	-0.9655
CRIP2	1.1865
BTBD11	-0.759666666666667
C16orf72	0.58675
DIO2	1.9579
LRRCC1	0.835
CCDC136	-2.593
PRX	0.721875
RBM5	-0.5476
TMEM85	0.42525
TUBGCP4	-1.2495
APLN	0.384
CDK7	-0.0808333333333333
SSR2	0.189916666666667
CRELD1	3.04275
C19orf46	1.5735
GAL3ST4	0.689666666666667
KBTBD10	1.59225
IL28A	0.98725
WDR27	-0.522
MCM2	-1.317
SOX14	-0.4435
FLJ39743	-0.0175
KIAA0922	-0.39775
HIPK4	1.092
FLJ25758	-0.8925
C16orf57	-0.505416666666667
PDZD2	1.368125
MCC	0.64775
HHLA3	0.0374
ID2	0.17175
C20orf23	2.39325
ZNF688	1.607
APOC2	-1.6295
LOC440093	0.3525
FAM50B	-0.3455
PWP1	-0.5385
DNAH10	3.8345
HIST1H2BA	0.5945
GPR56	1.29466666666667
METAP2	-0.9135
PAN3	-0.0196666666666667
STXBP4	-0.1245
PDHX	-0.346
MTA1	-0.843916666666667
ZBED4	-0.191875
ZNF720	0.011
CDK2	-2.0265
RHOJ	0.0485
CDC37	-0.590833333333333
ZER1	0.735
GRK4	-0.079
PRPH	-0.41475
POLR2A	-0.13575
OGFOD1	-0.91475
NOL5A	-1.242
PHEX	-1.778
FLJ16478	0.392
C20orf117	-0.883
CAMTA2	0.374
C11orf74	0.135
DDX17	-0.203083333333333
C5orf27	0.22975
PLEKHA2	-0.6324
PDE4DIP	0.1572
SCN7A	0.35475
ZNF559	-1.40933333333333
CXCL10	3.667
ZMYM4	0.596166666666667
STK32B	1.51286666666667
KIAA0888	0.3291
TACR3	0.642
CKAP2L	-2.33025
KIF1A	-1.56783333333333
RSPRY1	-0.11425
VCAN	2.26625
CYP27C1	0.3395
SYDE1	-0.997833333333333
MED12L	-0.7945
ZDHHC21	1.539375
NHS	-0.8485
TM9SF3	1.2835
DDHD1	-0.500875
MAFG	-0.252916666666667
BICD2	-0.5708
C14orf119	-0.603166666666667
C14orf43	0.292928571428571
CDH7	-1.90175
ALKBH5	-0.5275
JUP	1.65525
TMEM41A	0.166833333333333
MAMDC4	-1.14266666666667
CBX3	-1.09125
LRRC18	0.062
RBMXL2	0.04675
PLA2G4D	0.517666666666667
FGF13	-0.276125
KIF3A	0.323333333333333
PDIA6	-0.50825
DCXR	0.8755
CASKIN2	1.00208333333333
EHD1	1.01833333333333
MARCKSL1	0.775
ZNF496	-0.179
SCAF1	0.554
KCTD8	-1.746
TRAF3IP3	1.3935
LSR	1.26425
CXorf1	0.1405
C14orf112	-0.54
EIF2B1	-0.487
OMP	-0.26
GSTZ1	-0.3565
LOC92017	1.31775
ISLR2	1.702
C12orf36	0.4405
GATA2	-1.48133333333333
GABRA5	-1.9025
CELSR2	1.71121428571429
STAM2	0.299
TNAP	-0.148
PTPMT1	-0.164333333333333
GRP	6.9725
SV2A	-1.2995
MAGEA12	-4.17025
CACNG1	3.958
C18orf19	0.141
GSG1	-0.467166666666667
PTPRJ	-0.111071428571429
FRMPD1	0.4025
ZNF668	0.79025
PLEKHJ1	-0.192
ADAT1	-0.4591
TMEM50A	1.4655
UCN3	-0.314
HOOK1	1.217625
IL17B	-0.239
MLKL	-0.642
TTC14	-0.668666666666667
KLHL5	0.809375
CRYL1	-0.242666666666667
FOXH1	0.452
NFYB	-0.21125
PPM1G	-0.52475
GOLGA2LY1	-0.92325
NMT1	-0.065875
HADHA	-0.3521
CHSY-2	2.903
PLEKHF1	0.941357142857143
SAGE1	-2.367
MUSTN1	0.2895
SUHW4	1.0175
TFEB	1.92033333333333
ZFYVE27	0.4335
ATG12	-0.523666666666667
BMI1	0.389785714285714
ZIM3	-0.155
MYH4	-0.09925
MASP1	-1.23958333333333
KIAA0984	1.06325
RPAP2	-0.41825
ASB5	0.1395
BOLA3	-0.2785
MIA3	1.2775
KRT35	0.1895
KIR3DL3	-0.688
MRPL51	-0.08225
SEMA3F	1.16116666666667
NDUFB2	0.710833333333333
LOC253012	0.87175
FAM46C	0.4512
G6PC	-2.877875
CSAG3A	-3.47083333333333
PREX1	1.381
SLC25A45	0.392
MAPKBP1	0.3777
CPE	1.9719
GNB1	0.05
CXCR6	3.102
TRIM46	0.081
C16orf3	0.6505
HPSE	0.57125
TIGD3	0.16
SPG3A	1.14725
LCAT	-1.16483333333333
ST6GAL1	-0.00611111111111112
POMC	1.38525
FLJ36031	-0.207166666666667
NSMAF	-0.290833333333333
SKIL	1.0685
ADSS	-0.166666666666667
HMGCS1	-0.9993
POLR3F	-0.646333333333333
RAB10	-0.0025
ZNF277P	-0.652125
ZBTB7B	1.029375
DHRS1	0.528625
ABCC13	2.139125
CNOT3	0.21725
NFKBIA	0.963
GAK	0.584666666666667
SFT2D2	1.15016666666667
HOXA6	0.06
CRTC1	0.92875
LY6D	-1.25733333333333
C20orf72	-1.38883333333333
CPT1A	0.00925
LMO1	-2.6255
EIF3I	-0.47025
PRB4	-0.07875
MCM3APAS	-2.107125
C20orf132	0.4611
FOXF2	-1.967
S100A12	0.701
MLH1	-0.724166666666667
ACTN1	-0.1782
MRPL36	0.0155
C20orf106	-0.30975
FBXO6	1.55333333333333
MKS1	-0.4375
CX3CR1	-0.84275
PDE1B	1.322
PLP1	-4.3095
KISS1	-0.0185
C14orf2	-0.834166666666667
TBC1D3P2	-0.97825
COMMD6	0.9801
ANKRD7	-0.7915
PTCHD1	-1.9525
NARS2	-1.155
DOCK7	-0.032875
FAM127B	0.781125
LOC390243	-0.196166666666667
N6AMT2	0.1845
ZNF391	-1.1365
DNAJB14	0.255
WRB	-0.378625
BPI	0.0595
TTC4	-0.493333333333333
FAM10A5	-0.27825
GOT1L1	0.1852
MAGED1	0.676875
RESP18	0.51225
WFDC6	0.2025
MT2A	1.2425
C11orf56	0.43975
KIAA1432	-0.1465
ROR1	-1.26825
HSD17B14	1.07716666666667
ZFAND2B	0.6375
SAMD4B	0.36175
HEXA	-0.11875
HNRNPU	-0.374909090909091
USP39	-0.34825
NRD1	-0.6235
R3HDML	0.1255
FLT4	0.497666666666667
OMG	0.4485
OR52N4	0.7315
LOC399818	0.637
ELA2	-1.7375
VENTXP1	0.381
RFC5	-1.512
OR52L1	0.523
PAX5	0.07
FBXO2	0.57825
GMEB1	0.237
AKT3	0.339
CRB1	-1.15916666666667
CTTN	0.151
UTP15	-0.313166666666667
HSBP1	-0.287666666666667
PHF11	1.98625
NDEL1	-0.0521666666666667
USP8	0.059
BAIAP2	0.486375
SI	0.238
ARSJ	-1.6605
BAAT	-3.26675
KCNS3	3.737
LOC126147	0.285666666666667
TMEM37	0.49425
C1orf162	3.33016666666667
MBD1	0.718
ITGAL	1.89366666666667
WDR73	-0.1625
GKN2	0.139833333333333
ARFGAP1	-0.56325
SLC5A8	-0.885333333333333
ZBTB40	0.5234
CYP4B1	2.5055
LYPLAL1	0.26725
CHST3	-0.76425
MAP3K9	0.2935
BTAF1	-1.12283333333333
TFAP2E	0.0265
RBM35B	0.13975
LOC441251	-0.271333333333333
ANKRD25	-0.511666666666667
UQCRC2	-0.047
MAEA	0.45
HYAL1	-2.6406
RNPEPL1	0.757166666666667
CPSF2	-1.009
PSD3	-0.7712
ABCA13	-0.951625
AGR2	1.7245
GBX1	-1.0205
HDLBP	0.646142857142857
ACY3	-0.36625
HECW1	-0.69275
ZNF519	-0.6945
HOPX	3.333125
ZNF304	-0.308
OR12D3	0.257
FKSG43	0.08575
METTL1	-0.398625
MFSD3	0.8247
PSPH	-0.30575
CLCA3	-0.122
DARS2	-1.503
CDC25A	-2.4985
BAIAP2L1	-0.67775
B3GNT5	-1.0955
USP29	-0.271
ARHGEF10L	1.0347
ATOX1	0.27825
ADAM30	0.08425
DNASE1	-0.1215
STT3A	-1.09
RAB6IP1	-0.7835
PTN	0.851
C1orf106	-1.98869230769231
HECA	1.5565
RNF122	1.22825
SLC22A18AS	-0.241
GNG8	0.997833333333333
ELP4	-0.96
FAM65A	0.409833333333333
RPL10A	-0.3045
IRS4	0.026
MACF1	0.8548
SEC24D	0.0295
LOC374395	0.77225
TGFB2	0.022375
MDFIC	0.658375
CHRNE	0.3245
PCMTD2	-0.274
ATP6V0D1	0.539166666666667
MTA2	-0.46975
LZTR1	0.0451666666666667
RAP1A	0.541833333333333
AXIN1	0.453875
POLR1C	-0.32025
TRIO	0.0869166666666666
PLXNA4A	-0.419166666666667
C5orf33	-0.6485
DEPDC1B	-3.098625
ZNF473	-1.28266666666667
MTM1	0.206125
GPR107	0.452166666666667
CSNK1A1L	0.132333333333333
FLJ14154	0.70325
NLRC4	3.02075
ENPP4	1.476
PADI3	0.391
RNF170	0.879375
CG018	0.0673333333333333
C16orf7	0.1315
KCNE1	0.738
NRM	-0.449166666666667
SLC37A3	0.446357142857143
TPD52L2	-0.872666666666667
UNC5B	2.6665
C12orf12	0.62525
SDHB	-0.48675
CLRN1	0.565875
NUDT10	-0.443833333333333
UGT3A1	-0.021625
FBXW8	0.452875
RHOF	-0.257875
PTPLAD1	0.287125
MYO3B	-0.689
DERA	-0.302
TPP2	-1.66225
C19orf53	0.540666666666667
GINS3	-1.67425
ST6GALNAC5	1.947
CHSY1	0.45425
MGC15705	0.7485
GPR83	1.36633333333333
EXT2	0.46425
DOLK	0.64375
TUBAL3	1.7045
ACVRL1	1.9664
ABL2	-0.685166666666667
C14orf156	-1.01383333333333
PTPRZ1	-5.14528571428571
DIP2C	0.802625
LAMP1	0.65975
RXRA	0.3983
MAP3K5	0.5675
ALKBH1	-0.424833333333333
PDLIM7	0.60375
ARL14	-2.2295
SNIP1	-0.101
TIMP3	2.57525
RGS3	0.177666666666667
SPAG16	0.9006
ABHD4	-0.13375
ARHGEF12	0.25425
GLUD2	-0.1165
RAC2	0.6283
UAP1L1	-0.8125
SLC18A3	-0.0645
YOD1	-0.94975
RALY	0.0535
HMOX2	0.763125
DGKH	-0.478666666666667
DBNDD2	1.973
YIPF4	0.32425
THAP10	-0.0635
ZNF513	0.63225
HAGHL	0.183
ITGB4	1.73583333333333
CCDC141	-0.7545
YTHDF3	0.7
C5orf28	1.14575
RPL7L1	-0.498125
TMEM30B	1.295
ANKRD35	1.4865
DUOXA2	-0.25575
TBC1D5	-0.183
DFNB59	0.6265
HRH4	0.31725
MYO6	2.4425
DNAJA4	2.204
RBM24	0.344625
CEACAM20	-1.504
RBM23	-0.456714285714286
NGFB	0.0215
C1orf63	-1.0656
KRTAP7-1	0.1995
PERLD1	2.0715
NPB	0.1335
C17orf59	0.7726
HSPBAP1	-0.02025
SLC15A4	-0.380875
PRTFDC1	-0.4595
OSMR	-1.10128571428571
CYSLTR2	0.0465
C19orf25	0.7092
KIAA1797	0.033
NLRP6	-0.162
FAM105B	-0.0659
SCRN2	-0.326833333333333
LRRC58	0.1411
RNF17	0.01625
NEIL3	-3.0225
FAM137A	0.026
SKP2	-4.03625
PARVA	1.36191666666667
PKLR	-1.3365
RNF34	0.436
A3GALT2	-0.124
C12orf50	-0.241166666666667
SUNC1	-1.28175
FAM102B	-0.244
CCT2	-0.874
LRRC37A2	-0.608
ARF4	0.402
SIKE	-0.457625
C8orf48	0.7395
MBTPS1	1.14114285714286
GPSN2	0.5585
NCF2	3.12125
SLC12A6	0.065
MRPL48	-0.91575
HMGN3	-0.0578333333333333
LRRC62	-1.0085
PAX9	-0.82325
FAM55A	0.014
C20orf42	-2.87816666666667
SCML2	-2.4228
BCL9	0.663
FAM40A	0.17825
C9orf41	-0.417833333333333
ZNF774	-0.064
LETM1	-0.18375
PLXNB1	-0.265333333333333
NIPSNAP1	0.25625
USP10	-1.05775
F9	0.1355
LIPE	1.60825
CNGB3	-0.001
C12orf52	0.199
PI4K2A	0.296375
MED8	0.136875
STAT4	2.5376
FGD4	-0.274
RNF145	-1.6835
WDR32	0.5421
CLDN2	0.173666666666667
TCEAL8	-0.02875
ZMYND8	0.2151
PDXK	-0.30378125
GATAD2A	-0.522
PTGES3	-0.9535
CCM2	0.11875
TAP1	1.93875
ZNF670	0.1285
ETS2	-0.390428571428571
C6orf166	-0.360666666666667
PRMT2	0.127214285714286
OR4B1	0.449
INTS8	-0.61
CCDC102A	0.45175
CCDC83	-2.23466666666667
ITGA1	-0.215
EPHA5	-2.1005
FAM24B	-2.08816666666667
TSGA10	2.0855
HAL	-2.76266666666667
MYOT	0.127
SPACA3	0.31125
BCL2L2	-0.710833333333333
CUGBP2	0.617166666666667
CCNB3	0.589
RNF113B	-0.2735
MERTK	0.0475
BAG1	1.068
VPS36	-0.4095
ORMDL3	0.9808
C1orf190	-0.178
ZNF625	0.108
CORO2B	-1.60425
ALOX15	-0.7965
CST1	0.398
NUPR1	2.6
CCL7	1.286
SMCR5	-2.804
DSC2	0.8385
RBMS2	0.79725
GRIK4	1.0885
TRIM65	-0.1644
TMPRSS6	1.22535714285714
TP53INP2	-0.212
GLB1L	1.23633333333333
LOC388284	0.306333333333333
PUS1	-1.06164285714286
BCL9L	0.2135
OLFM1	1.74025
RET	0.90425
MASTL	-1.88366666666667
ALX3	-0.0405
IL1RL1	-0.0913333333333333
ZNF765	-0.8147
C14orf138	-0.902
SNX10	-0.3305
TAC4	0.1185
C1orf64	-1.274875
POGK	0.093875
MAPK9	0.4015
ZNF366	3.556
C8orf79	0.7689
CLDN7	2.04875
OR5AT1	0.2875
TRIM37	-1.85025
LRRC25	2.9055
GRHL2	0.8527
TEKT3	0.738
LASS5	-0.138
ABCC4	-1.94525
DLG3	0.6485
VGLL1	-0.289125
ZFP36L2	1.6775
MFRP	0.198333333333333
KIAA1799	0.0605
FLJ44379	1.332
PCNX	-0.0685
ANXA9	0.374
CYP4V2	1.8217
PIK3C2A	0.1175
SRR	0.29
NOL3	-0.143
IFITM2	2.366
ARNTL2	-2.148
ZNF595	0.45775
NLRP13	-1.253
ASPH	-0.748375
CPA2	0.0755
PVRIG	0.813333333333333
LEPR	-0.6875
C16orf42	0.833166666666667
SH3BGRL	2.49
FAM77D	0.346166666666667
FNDC7	0.0415
C9orf6	-0.0961666666666667
NOTCH2NL	1.147
PGBD1	-0.9675
SYNGR2	1.45533333333333
PITPNA	-0.0980625
PRPF4B	-0.83
SLC43A3	-1.27378571428571
NRBP1	0.27775
SLC25A22	0.51075
ILK	0.7065
SLC22A8	0.5425
MRPS7	-0.28975
PITX2	-1.85125
FABP3	-1.331125
OR1L1	0.304
LOC728215	-0.255875
BLID	-1.019
KIAA1217	2.68223529411765
TFPT	1.18575
AP4B1	-0.43725
VBP1	-0.9675
OR1K1	0.221
MORC3	0.01625
BHMT2	0.136166666666667
C3orf10	3.04825
FZD7	0.475
WFDC10A	-0.178
PMS2CL	-0.976
CCDC32	0.349333333333333
FA2H	-1.3475
ALG13	0.532
TTLL7	-1.9308
SPOCK3	-0.356
SLC13A2	1.066
AIM1	-0.8145
GPRC6A	1.1265
EGR2	3.9255
MED11	-0.31525
WWC1	0.15375
SH3GL3	-1.6175
RIF1	-0.901428571428571
PRLH	0.403
VLDLR	-2.426
DBT	-0.0011875
C21orf63	2.122
CGGBP1	-0.859125
KRTAP12-2	0.043
TADA3L	3.06175
ZBTB16	2.40275
PDGFB	1.301
RFX1	0.380375
UQCRB	0.128
LOC133874	-0.45
HPS3	-1.303
LGALS3BP	1.1148
DKFZP564O0823	2.36085714285714
MRFAP1L1	0.541125
HOXA10	-0.9425
NGB	0.066
KIF21A	-0.919923076923077
IFLTD1	0.6205
LZTS1	-0.74775
ARHGEF3	0.692
RHBDL3	0.9005
CSNK1G2	0.313583333333333
ChGn	-1.315625
KIAA1244	1.73383333333333
GABRB2	0.2165
MGC72080	-0.3235
CD27	4.10225
EGLN1	-1.838
PEX13	0.5875
RWDD3	0.74625
RNF12	-0.169333333333333
GRIN2B	-0.1485
ADAMTS14	-0.382125
DYDC2	1.19266666666667
ATP6AP1	1.0399
NR1H2	0.443833333333333
PDK2	1.4455
C3orf17	-0.0438333333333333
SLC38A2	-1.2425
SLC25A29	-0.2565
C15orf29	0.31575
ADAM9	1.01008333333333
TMUB2	0.45
GPR176	-0.82175
AGK	-0.615875
MCCD1	0.234
NDUFA4	0.082
TMEM146	0.13475
DUSP1	1.159
UNQ6975	1.1105
EMX2OS	4.07325
INSM2	-0.1375
LUZP4	0.0345
SETD6	-0.67575
P2RY2	2.80225
SLC45A2	-2.1225
RABGAP1	-0.112166666666667
UBXD5	1.033625
GPRC5A	-0.263
PAK3	-0.0126666666666667
LOC63920	-0.40575
TGFBR1	0.636
KRTAP6-3	0.00375
SFMBT2	0.08275
CDC42	0.03875
C11orf35	0.86
TTLL2	-0.12025
UACA	0.25575
CD97	-0.1415
SETD5	0.213125
NINJ2	-0.48
PTER	0.26
POMGNT1	0.5925
KRTAP4-2	0.665
ECGF1	3.54425
HRB	-0.254727272727273
ATP1B2	-0.1546
LOC400506	0.16575
COL4A3BP	1.01125
C6orf97	1.8165
GRHPR	0.52125
TAS2R1	0.77
SEMA7A	-1.07825
EDF1	0.445
ODF2L	0.1524
PCID2	-1.2055
GTF2H4	-0.549666666666667
ZCCHC3	-0.741375
CGB2	-0.100666666666667
NEUROD1	0.5785
C20orf75	-0.837
RP5-1054A22.3	1.75816666666667
IFNA5	0.5885
ZNF134	-0.450166666666667
MGC119295	-0.5816
ZSWIM6	-0.179875
SMEK1	-0.636333333333333
PCGF2	0.41425
C1orf102	2.606
CYP2A13	0.267
KCNH6	-0.5951
MDM1	0.4552
ALDH7A1	0.0891666666666667
C9orf75	0.645
VDAC3	3.177
OR51T1	0.258
EIF3F	-0.423916666666667
KCNJ10	-0.576
LENG8	0.03575
EDEM2	-0.446666666666667
CCNJL	-1.31383333333333
DHX37	-0.563
CRYGN	1.242
AATF	-0.44225
ZNF630	0.588375
E2F5	0.2015
WFDC13	-0.42725
FTSJ3	-0.566333333333333
C4orf33	1.40575
LHFPL4	-2.98825
C19orf56	0.134583333333333
SMAD4	1.144375
AFM	-0.392333333333333
G0S2	-0.48925
FCHSD2	0.476
RRP1B	-0.9842
EEF1B2	-0.928
STAT6	1.63883333333333
ZNF195	-0.67425
GNL1	-0.2395
ZNRF2	1.12366666666667
PER3	0.247
ASB16	0.51025
C10orf10	1.45485714285714
ADCY8	-3.53833333333333
C9orf58	-0.547833333333333
ARMC10	-0.301833333333333
PSG1	-1.352
DHX34	0.1975
VARS2	-0.051
NFIC	1.4585
ITPR2	0.496
AGXT2	0.379833333333333
OR6K3	0.263
H2AFZ	-0.802583333333333
MLLT3	0.511166666666667
COX4I2	1.91025
CCNT2	-0.00625000000000001
PLK4	-1.913375
NUMBL	0.229
MED16	0.5325
PLEKHQ1	1.7075
GOSR1	0.927555555555556
BTG4	-0.293
RPL30	0.107333333333333
IGSF5	1.2445
IGFL2	4.3515
ELMOD2	0.7365
SHC3	-1.17266666666667
HAVCR1	-0.6695
DYNC2H1	-0.427625
RNF5	-0.1535
C2orf7	0.0145
NLF1	0.3475
KLHL25	0.474
LRP10	0.9913
KRI1	-0.6125
PUS7L	0.0245
MGMT	1.431
HOXD1	-0.229666666666667
CSH1	-0.0265
ATG16L2	-0.4035
FLJ44635	0.1235
CHODL	1.543
EXOSC8	-2.05
SLC28A1	-0.1875
MYO7B	-0.235
SEH1L	0.2243
MTNR1A	0.0446666666666667
TSPAN5	0.0354
CDC45L	-2.61783333333333
AMIGO1	0.774
ATAD3A	-1.148625
OSGIN2	0.314333333333333
PDIK1L	0.986333333333333
DARC	3.625625
PIPSL	0.298
SHMT1	-1.752
CRISP3	1.1845
POPDC2	2.63716666666667
ZRANB2	-1.25283333333333
FBXL8	1.26375
TRIP13	-2.23118181818182
EIF5AL1	-0.285
POU5F1P3	-4.79883333333333
IL6	-1.51766666666667
CXorf38	-0.4825
IFNA16	0.007
FBXL2	1.109
BRD1	0.218
STATH	0.21225
FBXO44	1.11533333333333
MCCC2	0.11025
CDC2	-2.356
C5orf23	-0.1095
IVD	0.629
C10orf122	-1.2025
MSL3L1	0.0282
MVP	1.68575
EPOR	-1.0858
ZMYM1	-0.903666666666667
BCL7C	1.5705
PSTPIP2	2.3659
LYPD1	-2.09425
OR8G5	0.1085
ZP3	-0.4235
BCAS4	1.62816666666667
EDG6	3.545
ISY1	-0.2455
PRAMEF2	-1.49225
CUL1	-0.469375
RNF213	1.8144
CCRK	1.206
DHX9	-0.5485
C13orf29	-1.51775
NCKAP1	-0.113
MRPL43	1.12835714285714
XPR1	-0.42825
PKN2	0.5077
PODNL1	1.4655
ZNF333	0.18025
DALRD3	-0.02725
OPN1SW	-0.1255
BTBD6	0.6495
C11orf82	-2.119
OR5P3	-1.069
DUSP11	0.381
L1CAM	-1.6235
NEK11	2.166
OR7E91P	1.0075
CNTN3	1.5336
CREB3L2	0.0325
ZBTB37	0.184
KIAA1324L	-0.7735
NDUFB10	0.376
NUDT2	0.7215
GTPBP8	-0.064
CACNA1D	-0.145
PRKAA2	-1.891
PRDM8	0.2505
MGC16075	-0.115666666666667
KRT14	0.426428571428571
PP8961	0.434625
MRPL18	0.08475
ABCG2	-2.56125
PACRG	2.31875
BBS2	-0.07775
KREMEN2	1.0475
FBXO21	0.39125
HNRPUL1	0.181666666666667
GRB10	-1.0135
CLSTN1	0.843625
LMAN2	0.2713
C17orf61	-0.5095
NIPSNAP3A	0.2715
INSIG2	-1.29983333333333
PCDHB7	0.0395
STXBP2	1.45375
CMAH	1.16733333333333
SEMA5B	-0.8845
ZNF155	-0.596
COQ6	-0.5595
PRPF4	-0.7185
TSPAN15	3.4382
VN1R5	0.1015
LATS2	0.3515
SELK	-0.26175
PGK2	-0.333666666666667
MS4A1	1.68025
TYW3	-0.6239
KRTAP5-1	1.302
RCCD1	-1.59666666666667
BTN1A1	0.63375
DDX28	-0.292
TMEM65	-0.338
LOC92345	0.08
TTC31	-0.3075
WDR46	-0.807333333333333
CHP2	-1.95266666666667
LSP1	1.53925
ZNF542	-1.6335
