Hybridization REF	TCGA-A2-A0YL-01A-21R-A109-07
GLB1L	1.53016666666667
LOC388284	0.0523333333333333
PUS1	-1.28357142857143
BCL9L	0.166
OLFM1	0.022
RET	0.45225
MASTL	-1.466
ALX3	-0.28675
IL1RL1	0.0885
ZNF765	0.1493
C14orf138	0.238
SNX10	-0.852166666666667
TAC4	-0.129
C1orf64	1.34075
POGK	0.88525
MAPK9	0.216
ZNF366	3.628
C8orf79	2.3827
CLDN7	1.29325
OR5AT1	0.235
TRIM37	-0.02
LRRC25	2.067
GRHL2	2.1403
TEKT3	1.989
LASS5	-0.0416666666666667
ABCC4	-1.21083333333333
DLG3	0.879875
VGLL1	1.940625
ZFP36L2	1.92783333333333
MFRP	-0.3885
KIAA1799	0.77475
FLJ44379	0.1095
PCNX	0.08825
ANXA9	0.5635
CYP4V2	0.4812
PIK3C2A	1.00275
SRR	0.205
NOL3	-1.26975
IFITM2	0.8495
ARNTL2	-1.48225
ZNF595	1.57325
NLRP13	0.0635
ASPH	0.10325
CPA2	0.307
PVRIG	-0.804166666666667
LEPR	0.964666666666667
C16orf42	-0.377333333333333
SH3BGRL	2.574
FAM77D	-0.1745
FNDC7	0.369
C9orf6	0.5995
NOTCH2NL	0.418333333333333
PGBD1	-0.792333333333333
SYNGR2	0.101666666666667
PITPNA	-0.2396875
PRPF4B	0.3519
SLC43A3	-1.20314285714286
NRBP1	-0.02775
SLC25A22	-0.17
ILK	0.607875
SLC22A8	0.300666666666667
MRPS7	-0.7
PITX2	-1.2625
FABP3	0.526
OR1L1	0.167
LOC728215	-0.689875
BLID	-1.98
KIAA1217	2.94147058823529
TFPT	0.1425
AP4B1	-0.468
VBP1	-0.77275
OR1K1	0.0955
MORC3	0.925
BHMT2	0.548833333333333
C3orf10	0.759375
FZD7	2.436
WFDC10A	0.223
PMS2CL	-0.507875
CCDC32	0.805
FA2H	-1.45125
ALG13	0.217
TTLL7	-0.8021
SPOCK3	0.135
SLC13A2	0.763
AIM1	2.02175
GPRC6A	0.00700000000000001
EGR2	4.7955
MED11	0.09
WWC1	1.412
SH3GL3	-3.62375
RIF1	-0.178
PRLH	-0.509
VLDLR	-0.921
DBT	0.4775
C21orf63	1.25825
CGGBP1	0.125375
KRTAP12-2	-0.45
TADA3L	0.286125
ZBTB16	3.3635
PDGFB	1.214375
RFX1	0.4225
UQCRB	-0.2366
LOC133874	-0.672
HPS3	-0.945
LGALS3BP	0.3173
DKFZP564O0823	2.06407142857143
MRFAP1L1	0.761875
HOXA10	-1.1505
NGB	-0.118
KIF21A	-0.974846153846154
IFLTD1	-0.409
LZTS1	-0.316375
ARHGEF3	2.34675
RHBDL3	-0.614
CSNK1G2	-0.715083333333333
ChGn	0.03825
KIAA1244	1.88083333333333
GABRB2	-0.17
MGC72080	-0.711
CD27	3.3805
EGLN1	-2.2009
PEX13	0.363
RWDD3	0.05075
RNF12	-0.284333333333333
GRIN2B	-0.1495
ADAMTS14	-0.543
DYDC2	2.22666666666667
ATP6AP1	0.1127
NR1H2	-0.255666666666667
PDK2	0.6515
C3orf17	0.326333333333333
SLC38A2	-0.45
SLC25A29	-0.3735
C15orf29	0.8505
ADAM9	0.140666666666667
TMUB2	-0.250875
GPR176	-0.42675
AGK	-0.427375
MCCD1	0.67425
NDUFA4	-0.2915
TMEM146	-0.2885
DUSP1	2.238
UNQ6975	0.386
EMX2OS	2.98425
INSM2	-0.363
LUZP4	-0.439
SETD6	-1.72425
P2RY2	2.52075
SLC45A2	-1.841
RABGAP1	0.4275
UBXD5	0.593625
GPRC5A	0.7891
PAK3	2.64416666666667
LOC63920	0.33825
TGFBR1	0.2011
KRTAP6-3	0.2985
SFMBT2	0.01
CDC42	0.0686875
C11orf35	-0.2145
TTLL2	0.121
UACA	1.22541666666667
CD97	-1.4156
SETD5	-0.4975
NINJ2	-0.27025
PTER	1.08383333333333
POMGNT1	0.26625
KRTAP4-2	0.143
ECGF1	2.296125
HRB	-0.169636363636364
ATP1B2	0.0754
LOC400506	-0.397
COL4A3BP	0.4585
C6orf97	-0.18075
GRHPR	0.083375
TAS2R1	-0.078
SEMA7A	-0.9155
EDF1	0.15275
ODF2L	0.9676
PCID2	-0.810333333333333
GTF2H4	-0.980833333333333
ZCCHC3	-0.749
CGB2	-0.355666666666667
NEUROD1	-0.07025
C20orf75	-0.253
RP5-1054A22.3	2.49033333333333
IFNA5	0.5435
ZNF134	0.493583333333333
MGC119295	-1.2542
ZSWIM6	0.104375
SMEK1	0.427333333333333
PCGF2	-0.024875
C1orf102	2.424
CYP2A13	0.2725
KCNH6	-1.2228
MDM1	0.758
ALDH7A1	0.442
C9orf75	0.33075
VDAC3	-0.349625
OR51T1	-0.1035
EIF3F	0.52
KCNJ10	-0.59625
LENG8	-0.48625
EDEM2	-0.26075
CCNJL	0.803333333333333
DHX37	-0.861
CRYGN	1.6265
AATF	-0.894875
ZNF630	1.50475
E2F5	0.1145
WFDC13	-0.6075
FTSJ3	-1.00683333333333
C4orf33	0.63475
LHFPL4	-2.81075
C19orf56	0.666
SMAD4	0.876125
AFM	-0.309333333333333
G0S2	-1.6595
FCHSD2	0.1504
RRP1B	-0.7812
EEF1B2	-0.530666666666667
STAT6	1.12883333333333
ZNF195	0.50375
GNL1	-1.0945
ZNRF2	1.81916666666667
PER3	0.740375
ASB16	-0.23675
C10orf10	2.41892857142857
ADCY8	-3.107
C9orf58	-0.301
ARMC10	0.095
PSG1	-0.616
DHX34	-0.4335
VARS2	-0.4145
NFIC	0.339
ITPR2	1.08925
AGXT2	0.121166666666667
OR6K3	0.0885
H2AFZ	-1.33516666666667
MLLT3	1.11058333333333
COX4I2	1.728
CCNT2	0.980875
PLK4	-1.622125
NUMBL	-0.7245
MED16	0.00025
PLEKHQ1	0.8535
GOSR1	-0.269833333333333
BTG4	-0.287
RPL30	0.774916666666666
IGSF5	0.97275
IGFL2	0.2475
ELMOD2	0.746666666666667
SHC3	-1.33833333333333
HAVCR1	0.0015
DYNC2H1	1.259875
RNF5	-0.0308333333333333
C2orf7	-0.407
NLF1	0.2505
KLHL25	-0.12175
LRP10	0.9373
KRI1	-0.55525
PUS7L	-0.00283333333333334
MGMT	1.2155
HOXD1	0.316
CSH1	0.0316
ATG16L2	-1.73975
FLJ44635	0.62
CHODL	1.087
EXOSC8	-1.862
SLC28A1	-0.21425
MYO7B	-0.616166666666667
SEH1L	-0.7863
MTNR1A	0.1995
TSPAN5	0.412333333333333
CDC45L	-3.33366666666667
AMIGO1	0.3025
ATAD3A	-1.387625
OSGIN2	0.323166666666667
PDIK1L	1.1075
DARC	4.023125
PIPSL	-0.0485
SHMT1	-0.85
CRISP3	0.316
POPDC2	2.23516666666667
ZRANB2	-0.736
FBXL8	-0.26225
TRIP13	-2.33572727272727
EIF5AL1	-1.5065
POU5F1P3	-5.8165
IL6	-0.758166666666667
CXorf38	-0.593833333333333
IFNA16	0.2815
FBXL2	1.41233333333333
BRD1	0.3255
STATH	0.29225
FBXO44	0.0835
MCCC2	-0.324
CDC2	-1.6899
C5orf23	0.618
IVD	0.658
C10orf122	-0.3525
MSL3L1	0.392
MVP	0.1045
EPOR	-1.1983
ZMYM1	0.177
BCL7C	0.3665
PSTPIP2	0.8756
LYPD1	-1.989
OR8G5	0.4425
ZP3	-0.055
BCAS4	0.638333333333333
EDG6	1.857
ISY1	0.2915
PRAMEF2	-0.96675
CUL1	0.166
RNF213	0.6435
CCRK	1.24475
DHX9	-0.227625
C13orf29	-1.061
NCKAP1	0.134166666666667
MRPL43	0.874785714285714
XPR1	0.69025
PKN2	0.2085
PODNL1	1.1285
ZNF333	0.577125
DALRD3	0.554
OPN1SW	-0.187
BTBD6	0.343
C11orf82	-1.3085
OR5P3	-0.18
DUSP11	0.823
L1CAM	-1.5867
NEK11	2.43533333333333
OR7E91P	1.211
CNTN3	2.9386
CREB3L2	-0.198
ZBTB37	0.0675
KIAA1324L	0.1505
NDUFB10	-0.198
NUDT2	0.67225
GTPBP8	-0.369
CACNA1D	1.506875
PRKAA2	0.325
PRDM8	-0.306
MGC16075	0.376833333333333
KRT14	1.73757142857143
PP8961	0.15325
MRPL18	-0.34
ABCG2	-0.418
PACRG	2.62275
BBS2	0.3765
KREMEN2	-4.2145
FBXO21	0.7035
HNRPUL1	0.142
GRB10	0.39325
CLSTN1	0.61625
LMAN2	-0.4895
C17orf61	-0.7455
NIPSNAP3A	0.675
INSIG2	-0.482166666666667
PCDHB7	1.191
STXBP2	0.47475
CMAH	1.49483333333333
SEMA5B	-1.213
ZNF155	0.8215
COQ6	-0.1025
PRPF4	-0.36775
TSPAN15	2.5877
VN1R5	0.0125
LATS2	0.47425
SELK	-0.19125
PGK2	-0.286
MS4A1	0.161875
TYW3	-0.0188
KRTAP5-1	-0.086
RCCD1	-1.97
BTN1A1	1.04925
DDX28	-0.81425
TMEM65	0.1
LOC92345	0.1885
TTC31	-0.17175
WDR46	-0.791666666666667
CHP2	-1.36616666666667
LSP1	0.5955
ZNF542	0.69125
EXOSC1	-0.1735
ARHGAP18	0.0593333333333333
LRRTM4	-0.75425
MAOB	3.67033333333333
CACNB4	0.496
MGC33846	0.94875
RANBP3L	1.307
ATP5L	0.039625
ONECUT1	-3.595
NUDT9	0.281
TMEM149	-2.227
STX17	0.466
IGSF10	-1.614
TMPRSS9	-0.531
BMPR2	1.52266666666667
ALLC	0.23675
KLF7	1.11025
GCC1	0.5476
TIMM9	0.00725
CDO1	1.48983333333333
MGC10701	-1.08066666666667
IFI6	2.0255
FRMD8	0.60325
MGAT2	0.03175
WBP5	-0.226833333333333
CNIH2	0.00225
KIAA0907	-1.2584
KCNH8	1.5755
CTSG	0.2915
GRIK1	0.773166666666667
CUL5	0.462875
FRMD1	-0.071
OR9A4	0.2265
SYT6	-1.315
FOXD4L2	0.1985
ANAPC2	-0.065
OPN5	-0.535
TAF13	-0.3535
LYG2	-0.50475
GGNBP1	0.0825
C11orf40	-0.291
OTX2	-1.497
REG4	-0.191833333333333
EIF5	-0.0335
PALB2	-0.70275
SEPSECS	0.4257
RNASE3	-0.1775
TRIM49	-1.8575
POLR2K	-0.2416
GPR42	-0.2805
C8B	-3.0085
SASS6	-0.76175
PREB	-0.893666666666667
OR3A3	0.175
TUBA8	0.76725
IGLV2-14	-0.47725
STIL	-1.70525
ANKFN1	0.241666666666667
NME7	0.74225
HOXC12	-0.30675
UBE2C	-1.87275
FHOD1	-1.442625
CDK2AP1	0.458166666666667
OR6K2	0.0585
DHPS	-0.3375
RPL5	0.2475
TRGV5	-0.0665
LOC541472	0.539125
HCCS	-0.0669
DENND1B	2.311
LHX3	0.2205
OR5D16	0.53
CXorf57	-0.858166666666667
IRF2BP1	1.16325
NDST2	0.399333333333333
LCE3D	-0.1725
BOLL	0.186
SYT3	-1.26525
PIH1D2	1.766
C20orf7	-0.784666666666667
IL1R2	0.353833333333333
SLAMF9	0.52
PPME1	-0.195375
PIK3CA	0.70725
TRAPPC1	0.196125
COLEC10	-0.1725
SLC9A6	-0.708166666666667
PDDC1	-0.29125
CCDC53	-0.278
GK3P	-0.86025
DAZL	-0.9905
BRI3	-0.144
SDK1	-0.172625
CYP2C18	0.1835
IFI44L	3.81375
RPL3L	0.28
FUT9	-0.279666666666667
KIFC2	-1.03966666666667
PMP2	-0.33
SLC4A9	-0.3085
PLAG1	-1.59483333333333
MYCBP2	0.2375
OR4E2	0.36
CCDC65	2.13125
C16orf82	0.139625
ENTPD4	0.2075
BRP44L	-0.198125
PMP22CD	0.2435
TMCO4	0.851833333333333
KCNN1	-0.537
WDR35	1.33425
CCDC80	2.42475
C3orf31	-0.741
SLC7A9	-1.41125
TMEM190	-0.58525
DBC1	1.2398
FADS3	-1.22983333333333
PDZD8	-0.217
GRM5	-0.01375
AZGP1	3.1065
PEX3	0.473
MED1	-0.920285714285714
ATG4C	-0.4005
HNRPH3	-0.79725
FAM109B	1.92275
C4orf17	-0.3325
CA10	-0.4235
OPRD1	-0.179
CCL16	-1.102
SACM1L	0.17275
CST6	4.65
CD63	0.2079375
LGI1	-1.58475
ZNF784	-0.10275
CRYBB1	-0.4835
CX3CL1	1.79535
TOP2A	-2.85725
GYPB	-3.07883333333333
GADD45GIP1	-0.67525
FEN1	-2.0645
IGF1R	0.284875
WDR72	-2.04716666666667
PURG	0.110666666666667
DEFB126	-0.109
PKD1L1	0.87525
CAV1	-1.1299
GNPDA2	1.2095
DGAT2	-1.313
NLGN1	-1.8795
STRBP	0.261125
HPRT1	-1.7485
FANCI	-2.305125
PSMA7	-0.949375
DBF4B	-1.33266666666667
TTF1	-0.00175
RAD54L	-2.90575
ELOF1	0.209
PLAGL2	-0.803375
ZNF256	0.34525
HMGCL	0.64125
MSI2	0.166333333333333
RPESP	1.53633333333333
C11orf60	0.8825
ABCD1	-0.5735
ACAA1	0.2959
SPARCL1	5.20285714285714
IL6ST	2.1524
ZNF319	0.15
TMEM109	0.2512
FAM90A1	-0.0065
IL22RA1	-0.3335
ATP4B	0.306
TEC	-0.270833333333333
C7orf30	-0.91775
TXNDC2	0.137833333333333
ABCB4	-0.32425
KIAA1191	0.9185
C9orf38	-0.251
SFTPB	0.206375
CNTNAP2	0.852
FRK	2.7785
TBX19	0.53775
CHD4	-0.131
C6orf26	-2.68466666666667
MOSC2	1.20625
IKBKE	-0.6335
HIF1A	-1.63316666666667
LOC595101	-0.5585
RELA	0.262166666666667
TMEM16B	0.583333333333333
ABHD12B	-1.0685
TSEN34	0.26125
KIF18A	-1.62025
TXNDC9	0.154666666666667
SPATA2L	0.061
SEMA4G	-0.8095
C21orf91	0.20175
MATN1	-0.274
KCNIP4	0.3775
TUSC1	2.24725
OR4C15	0.20875
ARMCX6	0.748166666666667
WBSCR27	-0.0423333333333333
OR52I2	0.076
KIAA1604	-0.6715
DYNC1I1	-0.218
PPP4C	0.0475
SLC47A2	-0.601666666666667
TREH	-0.280875
CD48	2.39716666666667
ST14	1.12
PKN1	-0.3895
SPON2	3.05925
XBP1	2.25858333333333
SFRS12	0.118333333333333
EFCAB6	3.231
SELT	-0.08625
SLC39A2	1.868
ERF	-1.33933333333333
ARL3	0.647625
SURF6	-0.5662
MLLT10	-0.244047619047619
FLJ11171	0.933833333333333
TDGF1	-4.862
ERCC6	0.12525
EIF2AK4	0.55
BAZ1A	0.136666666666667
LRRN3	1.35616666666667
TMC3	0.2765
EFTUD1	0.00600000000000002
PTPRO	0.745333333333333
CLEC12A	0.583375
ACBD4	-0.0325
ZDHHC14	-0.13925
OTUD7B	0.456375
ACTB	-0.0590625
MSRA	-0.1845
LCE5A	0.157
IFI35	0.53325
BSCL2	0.180833333333333
ANKRD12	0.68725
CFHR2	0.727
RGAG1	2.172
HSFY1	-0.127
SLC30A5	0.820083333333333
IMPG1	0.0425
GPR109A	0.437
ZNF185	1.96075
IYD	0.61225
NPCDR1	0.2115
SERPINA13	-0.008
HMGCLL1	1.01775
NEUROG1	0.07
UBQLN1	0.35925
LIN37	0.4645
SOCS2	-0.3065
DSCR4	-1.825
XKR6	-0.27575
GPR142	0.251
KRTAP13-3	0.6015
CCDC15	-0.253833333333333
MOS	0.5245
CD1E	-0.061
OFCC1	0.000833333333333316
FAM83D	-1.9125
SRFBP1	0.46625
C9orf96	0.6835
DHDH	0.09025
CCDC90A	-0.6955
RABL3	0.90695
CD320	-1.855
ANGEL2	0.430416666666667
MRPL21	-0.654
SMG6	-0.007
INSR	1.268
FLJ14816	-0.6455
GLRB	0.958833333333333
C9orf89	1.05925
CIZ1	-0.719
URG4	-0.9485
LRDD	-1.45783333333333
CBY1	1.1165
NFX1	0.38275
MTERFD2	0.0685714285714286
C19orf23	-0.102
PGC	-3.353125
IER3IP1	0.00619999999999999
RASAL2	1.58208333333333
C1orf89	-0.06
SYNJ1	0.064375
NFKBIE	0.398
FLJ40125	-0.477
TCEB2	-0.4753
NOG	-2.3995
POLR2J2	-0.806166666666667
HLA-B	1.924
PCDHA1	1.186
PPP2R2B	1.20625
ARHGEF17	0.869833333333333
TCF7L2	1.33814285714286
CHD5	-0.614666666666667
ZNF431	0.247125
TBC1D25	-0.2005
ZNF800	0.64875
SCUBE2	3.65327272727273
MYCBP	0.8645
GPX5	0.012
C6orf129	-0.1835
QSER1	0.259666666666667
ULK2	1.51975
PIGO	0.1855
NRCAM	-2.21935714285714
SLC35E3	0.305375
CSRP2	-0.4185
HYPE	-0.084
MAPK15	-0.26
MGC14327	0.09525
TIMM13	-0.14
ZNF462	0.00475
GBA3	-0.19025
TEX13A	-0.1755
MCM6	-1.13377777777778
MTRF1	-1.0495
ABCA7	-1.47575
EIF4A2	-0.03875
ZC3H10	0.85
RPGR	0.0643333333333333
C20orf94	-0.01825
RP1L1	-0.102
GPR125	-0.227
USP22	-0.463071428571429
OR1L4	0.5255
MLZE	0.87725
FLJ32065	-0.1055
PTCD1	-0.732
CRTAC1	1.85683333333333
BXDC2	-1.48975
C18orf1	2.53633333333333
FAM107A	1.76871428571429
EFNA3	0.0425
P18SRP	0.0518
CAMKK2	0.7355
KIAA0649	0.51975
NES	-1.103
HS6ST3	-0.218375
PON2	0.15775
TCP11L2	0.698
CLEC4A	1.6235
PRR12	0.4625
MLXIPL	-2.2164
C2orf50	0.8255
ZNF28	1.13125
ENC1	1.45666666666667
MAP2K1	-0.534375
FKSG2	0.8015
KIAA0430	0.81175
PTP4A1	-1.30211111111111
GPR156	0.0695
GTF3C6	-0.2235
UBR2	0.2627
LOC388272	-1.431
MAK	1.99233333333333
ACOT4	2.41325
STC2	0.0325
PIGW	-1.152625
SAE1	-0.820875
COL6A1	0.739863636363636
OAZ1	-0.157333333333333
STMN4	1.17183333333333
EDG3	-0.120666666666667
SGCE	0.131333333333333
IL11	-2.80666666666667
PRSS8	1.9985
YIPF5	0.590083333333333
WNT4	2.597375
CSN2	0.3215
TCF7	-2.12675
TDO2	2.0755
SAMD9	1.1035
S100A7A	0.0595
MMRN1	4.356
GKAP1	0.01675
AKR1C3	-0.649625
RNF19A	0.76625
GMDS	-0.54775
YKT6	-1.056125
SPARC	1.8716
C12orf31	-0.389
UBE2V2	-1.17116666666667
FBXL18	-1.09466666666667
KIAA0460	0.452
ADAM22	0.247625
SERPINC1	-5.1455
KCTD21	0.9275
MYOHD1	-2.2485
ZNF37A	0.329333333333333
GTF3C1	-0.229666666666667
CTSZ	2.55725
PRNPIP	0.03725
DRD1IP	0.049
NR1I2	-1.78066666666667
ZNF266	0.0941
SPAG4L	0.366
COX4NB	-1.12475
SAPS1	0.0798333333333333
APOA1	-4.19825
TATDN1	-0.137
C10orf82	1.77175
KPNB1	-0.77675
FOXO3	0.9045
CRYBB2	-1.142
ZBTB5	0.289333333333333
SLC25A38	-0.1255
DCTN2	-0.0818333333333333
IFT20	0.14875
CTHRC1	3.21625
C1orf31	-0.491
UHRF1	-1.0381875
GPC6	-1.12625
C10orf54	1.8655
MCF2L2	0.2155
WNT9B	-0.043
OLA1	-0.067875
FAM120B	0.186
TTLL10	0.3435
CYorf15A	-4.554
RELN	-0.8891
SCN2B	2.06933333333333
MFHAS1	-0.898
NKX3-2	-0.982833333333333
RASGRF2	-0.4785
SSBP1	-1.0335
KPNA6	-0.565214285714286
LOC389118	-0.0985
HS3ST4	0.0496
SUPT7L	-0.206875
FLJ32658	-0.80125
IGFBPL1	-1.152
KIAA1641	-0.8728
SHKBP1	-0.495166666666667
CSF1R	4.01325
NAGK	0.8405
MYL2	0.7685
HIST1H4C	-1.76183333333333
TOMM7	-0.15575
ADAMTSL3	1.7533
TNFSF14	-0.81
PRRT2	-0.891
VTA1	0.364
AOAH	3.33733333333333
CRISPLD2	1.61921428571429
PNN	-0.8946
TA-NFKBH	-0.40825
ESPN	0.08025
RBM43	0.736
KIAA1267	0.371
DDX3X	0.661
KIAA1576	-2.9555
PLXDC1	4.12716666666667
FLJ25801	-4.72775
HNRNPL	-0.5395
RUNDC3A	0.117166666666667
CASP12	2.6265
SH2D5	-1.81975
RPL26L1	-0.579
OR51A7	-0.37875
HDC	2.4905
C2orf16	-0.0711666666666667
SYTL3	2.53325
GOLGA4	-0.1481875
NOTCH1	-0.372666666666667
ATPAF2	-0.32925
ECD	0.606
SSX5	-1.96066666666667
SNAP91	0.2575
OCA2	-2.958
PNPO	-0.1875
DAPK1	-0.233
PINX1	-0.282
SELENBP1	0.635375
NEK3	-0.779583333333333
TMED4	-0.231785714285714
SSTR4	0.022
FOSL1	-2.861
CD40LG	1.0445
CES1	-1.30366666666667
DCI	0.0813333333333333
B3GAT3	-0.779
STK17B	0.12375
CNTN6	0.26925
CYP3A4	-1.43083333333333
MBOAT2	1.14971428571429
PISD	-0.567875
USP1	-0.50225
PYDC1	1.28383333333333
CENPM	-1.418625
SAR1B	-0.04825
TTC7B	-0.74375
DP58	0.0265
GPC1	0.024
RBL1	-1.16775
TMEM137	-2.99883333333333
TOB1	0.580916666666667
TCEAL1	1.35483333333333
CENPF	-1.53845454545455
C6	1.43266666666667
PRSS1	-4.0445
PPIL6	1.56583333333333
C6orf124	-1.0775
ODZ4	1.06483333333333
SNCB	-0.64875
NDUFB9	-0.35525
CNOT6L	1.07
S100A9	1.29683333333333
TRIM50	-0.181
KCTD1	2.1012
WDR63	1.344
SPEF2	1.984
RNGTT	0.145
CXorf22	0.1255
KCNK16	0.37675
CEP250	-1.805125
ATPBD1B	0.064
KCNJ2	3.10225
MT1B	0.2885
ZNF684	0.375
SLC4A1	0.2845
PDHA1	-1.496
ZNF492	0.0667499999999999
TKT	-1.674
BYSL	-0.86175
RNF38	1.163875
AHDC1	0.6975
KLHL2	0.928875
CMTM8	0.99775
DMP1	-0.844
HERPUD2	-0.062625
CRTAM	2.68533333333333
ZNF572	0.61975
TMEM16J	-1.6335
HSD17B2	-1.14525
UBE2G1	0.27875
AHSA2	-2.07625
PELI2	0.064
TPX2	-2.21425
ATP9B	1.05333333333333
DAZAP1	-0.692625
HMGCS2	1.78683333333333
C17orf38	0.47475
B9D1	-0.113625
NKX2-5	-1.44133333333333
KIAA1276	0.41125
LILRB2	2.56
CSTF1	-0.256833333333333
BTN2A1	-0.4185
C15orf48	4.91575
IGF2BP3	-5.116
FAM113B	0.984833333333333
HRG	-0.052
ZNF131	-0.81525
USP47	0.894714285714286
CCDC88B	-1.2875
HCN1	-0.0433
HTN1	-0.0625
SYCP3	-0.3115
C13orf23	-0.8886
PAPOLA	-0.00812500000000001
AATK	-0.7694
MSH3	0.0126666666666667
NDUFAB1	-0.98675
ITLN2	-1.03866666666667
BAK1	-0.499166666666667
MRPL45	-0.268666666666667
MTNR1B	-0.1855
LOC645843	-0.17
SPECC1L	0.491375
PGCP	1.2305
SPN	-0.997
GPR143	1.58616666666667
ZNF576	0.436166666666667
TMEM39A	0.2854
ATP5D	0.0625
MAGEB3	-0.474
RPS5	0.3895
ANP32E	-1.062
MTMR1	-0.0275
YEATS4	-0.3935
SYNGAP1	-0.03275
PCOLCE	-0.185666666666667
MNS1	1.668
PCYT2	-0.723333333333333
ZNF182	-0.47375
LAX1	1.002
SPPL2B	-0.1283
ELOVL5	1.7802
PCDHAC1	-0.2645
B4GALNT1	-1.94516666666667
BLOC1S2	0.386875
ZNF673	-0.1513
ARHGAP21	0.310666666666667
IRX5	2.48875
LRFN5	1.07266666666667
FAM7A1	-0.602
RAB19	0.025
GINS1	-2.30725
ITM2B	1.2255
PAPSS2	0.655
OR5BF1	0.047
ACSL3	0.075125
KIAA1919	-0.505916666666667
GLT8D2	3.308625
UTRN	0.730142857142857
CNN1	2.08525
HISPPD2A	-0.003
SDAD1	-0.0355
SIGLEC9	0.530333333333333
RPL35	-0.135928571428571
C22orf26	0.648
IMPDH2	-0.30725
WDR69	-0.374
SEC14L5	-0.1215
CLTA	0.0925
RP11-529I10.4	0.81125
GPR37L1	0.0346666666666667
OGDH	-0.64575
ASB13	0.7425
ZFP14	0.949
ZCRB1	-0.173166666666667
KPNA3	-0.27425
HSPA1L	0.874
RHOC	1.203125
LOC554175	0.16
PPP3CA	0.8643
SLC1A7	-0.4922
ZNF529	0.125
RBED1	0.2785
DDB2	-1.037
FLJ11286	0.602333333333333
SPATA1	0.7735
MKNK1	0.0896666666666667
DYSF	1.16983333333333
ALKBH2	-0.02525
NKD1	-1.9195
C1orf174	-0.34825
PLEKHO1	0.510333333333333
ASB10	-0.047
RING1	-0.1895
NPC2	1.1575
AVPR1B	0.0875
YTHDF1	-0.478916666666667
LMAN1L	0.0615
GSG2	-1.7955
CEP170	-0.1305
RPS4Y2	-5.787
MSH6	-0.926
HECTD2	1.27083333333333
ZNF556	-1.02116666666667
PLEKHC1	0.1477
AIRE	0.00800000000000001
BCL2L10	1.279
LMOD3	0.2916
ZBTB8	0.7849
FOXA2	-3.9207
SLCO2A1	2.627625
C3orf46	-0.7275
PRDM16	0.0568333333333333
TMEM98	1.543
FRMD5	-1.693
PDE6C	-0.0385
C1orf216	0.1555
EP400	-0.606428571428572
PTK2	-0.0735833333333334
RNF217	0.84725
NDUFA8	-0.4995
ZFAT1	0.21875
LAMP3	1.88016666666667
GLTSCR2	1.48075
NPW	-1.433
LLGL2	-1.5678
PPM1K	-0.660666666666667
C20orf177	-0.216
KIR2DL4	0.2992
NFKB2	0.00875000000000001
C21orf122	-0.211333333333333
HESX1	0.22775
GPR114	1.136
SLC25A35	-0.383666666666667
GNAT1	-0.10125
ORAI3	-0.11925
FAM76B	0.325625
TMEM99	0.3678
TRIM29	1.8301
CDS1	2.26025
RHEB	-0.5144
C4orf27	-0.606
RAB3A	-0.49
OTUD6B	-0.64375
GPD1	-0.295625
CDH15	-0.660666666666667
NPM1	-0.433
TMEM117	-0.0595
PRPS2	-0.232916666666667
GCK	-0.557
ADRA2A	4.15
TSPYL4	0.7535
TASP1	0.5115
WDR19	1.27791666666667
C10orf38	-0.2665
PDE4C	-1.16066666666667
FYB	0.269416666666667
C1orf55	0.118833333333333
PPFIA3	-1.59775
RAD18	-0.259
C12orf44	-0.394166666666667
CRYBA4	0.092
HVCN1	1.36525
TAF10	-0.193
C16orf48	-0.365833333333333
DEPDC5	0.723833333333333
LTBP1	-1.6625
MAPRE1	-0.223125
FGF8	0.054
C3orf52	1.481375
SENP7	0.6805
LRRK2	1.6115
RUNDC2A	-0.475333333333333
KIAA0355	0.767333333333333
CPEB1	-0.7965
PPEF2	-0.1025
ABI2	0.366333333333333
KIAA0317	0.027
ATF1	0.320166666666667
DYNC1H1	0.16125
DIP	-0.31275
TMEM33	0.0216666666666667
POLDIP3	0.07025
C7orf24	0.48675
GPR171	3.3445
CDC6	-3.20066666666667
PLD1	0.1208
ITFG2	0.2336
NDUFC1	-0.07225
AKNA	-1.1715
NBR1	0.72575
PKHD1	1.368
HPS4	-0.5527
MAFA	0.429
ULBP3	-0.727
DIRC1	-0.2545
IMMT	-0.69725
C22orf13	0.0449166666666667
CEL	0.05075
MARK3	-0.27375
ADAMTS2	0.659083333333333
ARPC3	-0.331666666666667
TMEM10	0.32675
NPHS1	-0.077
BRD8	0.123
WDR12	-0.9105
IDI2	-0.132
HOXD13	-2.7205
OR8G2	-1.1875
SLAIN1	-1.0615
GABRQ	-0.18025
NR2C2	-0.73875
NKTR	-1.0012
TLE2	1.015
KIAA0892	-0.00233333333333334
AURKA	-2.59390909090909
GPRC5C	-0.910166666666667
TBC1D9B	-0.1685
PNPLA6	-0.0296666666666667
AP3B1	0.1065
NAG	0.424
C11orf68	-0.427
AKR7A3	0.7175
AHCYL1	0.06425
COP1	0.946833333333333
RPP14	-0.46275
PCDHB18	0.86325
CDH24	0.1015
KRT17	0.9563
LACTB2	-1.1985
DDX24	-0.1075
PHACTR1	-2.62233333333333
SLC35E2	-0.12925
LOXL1	0.17875
IQSEC2	-0.095
RGSL1	-0.0265
PCDHGC5	-0.404
