Hybridization REF	TCGA-AO-A12C-01A-11R-A10J-07
SERHL2	0.08825
PRKY	-0.441
NPR2	0.26425
TAS2R40	-0.1305
OR5I1	0.499833333333333
ZFYVE26	-0.022
WFDC11	-0.145
CSH2	0.37525
OR2T8	0.47275
TBX20	0.535
LYPD5	1.54733333333333
STOML2	-0.749
ALPI	0.36475
FAT3	0.519875
ZNF273	-1.124125
NPSR1	1.0115
FLAD1	0.627666666666667
RAB5C	-0.56975
TTLL3	-1.056375
KIAA1618	-0.324
NPPC	0.7885
ZEB2	0.1259
MRP63	0.067125
WSCD2	-0.503
NEUROD4	0.273
SNAPAP	0.69
MTMR2	-1.03147058823529
STK35	-0.35725
USP48	-0.8515
NR1H4	-3.41525
RASL10A	0.18825
SSTR1	-3.3195
C1orf35	-0.0405
APOBEC3C	-1.787
RUSC2	0.0251666666666667
SALL4	-1.91425
ZCCHC8	-0.72875
RAD17	-0.132375
ZNF708	-0.122
LILRB5	1.04875
TEX12	-0.517
C9orf79	0.05425
ARHGEF1	-0.1555
ABCA4	-0.102
RNF214	-1.00625
PPAPDC2	0.731
ARID4A	0.711666666666667
SYCP2	0.40625
OPRM1	0.557
RP13-102H20.1	1.40525
CYP26B1	-0.802833333333333
APCDD1	1.39266666666667
PCCA	-0.411
ALS2CR7	-0.1565
AQP5	0.566166666666667
YLPM1	0.166875
PRKAR1B	-1.2284
IL16	0.5384
TCF3	-0.647625
ZSWIM7	-0.10275
SERPINE1	0.1002
BAI2	-0.16325
SMC5	-0.701714285714286
SMN1	-0.6325
SLC13A5	-2.941125
POU2F3	0.894
BACH1	-0.720333333333333
GMCL1L	-0.0793333333333334
PPP2R2D	0.5915
LRRC51	1.72883333333333
EDARADD	-0.1945
LRRC3	-0.252
FAM124B	0.64775
C20orf70	-0.1355
LOC285735	-0.963
CTBP2	1.3361
ZMYND11	0.8175
CDH23	1.08291666666667
OR1N1	-0.1305
LOC400590	-0.47225
PDK1	-2.65375
LMTK3	0.023
USHBP1	1.319375
ZFYVE21	0.99975
hCG_21078	0.602125
OAF	-0.1595
WDR41	-1.059
SPINK6	-0.157
GDEP	-0.282
MEG3	-0.7943
OXSR1	-0.249857142857143
RAD51	-3.14433333333333
RPL13A	1.524
DYRK1A	0.0491
FLJ25791	0.8945
SARDH	-0.5296
RBBP5	-0.100833333333333
ORC2L	-1.562
NCAPH2	-1.04133333333333
RNASET2	0.527833333333333
WDR79	-1.02833333333333
FLJ39779	-0.23225
C3orf1	-0.47775
DDX23	0.064
MGC40574	0.61325
MORC4	0.508
MYRIP	2.66454545454545
LY6E	0.19875
SLC39A11	1.102
ATP12A	0.058
AUP1	0.09275
PIP	5.57975
CORO7	-0.2835
PITPNM3	-1.2535
ENPP1	0.0393333333333333
PPP1R1C	-2.379
NRBP2	-0.455875
KCNE2	1.2215
P2RX4	1.868
CCND2	-1.36657142857143
OR5T3	0.05
CUL4A	0.182666666666667
CFB	-0.435
PCP4	-3.75816666666667
HEMGN	-5.9745
UBIAD1	0.608
CDC42BPB	-0.3737
CYB561D1	0.785
RIMS2	-0.147125
ZNF488	-0.956
RNMTL1	1.56825
SART3	-0.209666666666667
CAPN10	-0.593
CCR5	1.0435
APOA1BP	0.195833333333333
NDUFS5	0.15
PDLIM3	1.8995
VPS24	0.9218
SCN8A	-0.845875
C1orf67	-1.953
MRCL3	0.6465
TMEM145	-1.6885
KCTD16	0.0833333333333333
RNF149	1.32425
FDXR	-0.95425
CDCP1	-0.627
PAX3	-1.642
LASS4	1.90625
HSD17B8	-0.09675
YAP1	-0.184875
NNT	-1.58675
SC5DL	-0.020625
DKFZp566H0824	-0.3335
KSR2	0.4995
RAD21	-0.00593333333333334
ST8SIA2	0.38
L3MBTL3	0.456375
SNRPB	-1.6245
MGC14425	0.55225
MIF	-0.67625
TAPT1	0.722
IRF8	1.3317
PRO0132	2.13
HERV-FRD	0.0155
ACD	-1.421
BCL3	1.3565
SPATA13	1.5295
MRLC2	0.16275
F2RL3	1.036375
CFHR3	2.432
DUSP15	0.741666666666667
TMEM46	1.60533333333333
SF3B4	-0.247333333333333
MAP7D3	-0.957
STELLAR	-0.033
SEMA5A	0.1047
H2BFS	1.74975
LRRC28	-0.111666666666667
MORN2	0.0105
XYLB	-0.995125
WDR21C	-0.2715
HIATL1	-0.4825
ADAMTS10	0.621
WDR55	0.131
MFSD5	1.16283333333333
OR4N2	0.58
DUSP16	1.41744444444444
NLGN4Y	-1.5386
INHBC	0.307666666666667
NUMA1	1.432
DEFB123	0.00150000000000002
GIPC1	-0.03725
MGC27348	0.235
FLJ33590	0.324
FZD1	1.7337
MKL1	0.304
SAA2	2.049
C1orf94	-1.621
C7orf28B	-0.373
TMEM185A	0.68175
ZZZ3	0.1315
C16orf5	-0.0918333333333333
GALNAC4S-6ST	1.8835
C1orf186	1.79175
IGFBP4	1.00583333333333
NDUFA10	0.5455
CLIC2	-0.39775
RNF13	1.0905
GPR103	-0.362
CD69	-3.37925
MYOZ1	1.09925
IFNB1	0.1555
CLNS1A	-0.2965
CXorf45	-0.91875
ZXDB	0.725
FUNDC2	0.57025
GPA33	-0.5655
C9orf70	0.23325
SLC2A9	-0.106875
LOC126520	0.216
MAGEB1	-0.842
LCE2A	0.1475
C18orf34	0.6865
FMNL2	-1.219625
KRT85	1.12225
CRYGA	0.194
GEM	1.361
THAP6	0.7506
ALKBH3	0.1955
TM6SF2	0.46825
C20orf82	2.3775
RANBP2	-0.248
LIG3	-0.6317
RETSAT	0.104375
OR8S1	0.3675
CAST	-0.55575
TGFBI	-0.3652
C15orf37	-0.191625
PGM3	-1.2425
SLC4A11	-1.5825
FAM123C	0.344166666666667
TAOK1	0.47975
CISH	2.662875
OGDHL	-4.036
SPINT2	1.4875
ZNF33A	0.3445
CLDN18	0.072
RNF128	-1.82175
CCDC71	-0.74725
RASSF6	0.726
HSPG2	1.231
ATP6V0E1	1.3085
ABHD6	-1.27125
CD274	0.143
GCNT1	0.21475
NT5C1A	-0.0158333333333333
TM4SF5	-4.303
C21orf58	-1.84116666666667
SUCLA2	-0.158
RFTN2	2.40075
SCNM1	0.1725
SLC9A10	-0.312
FUNDC1	-0.194
SLC35F4	-1.73375
AMD1	-1.3125
COL6A6	2.09675
OR4K2	0.1765
TRIB2	-1.25566666666667
LOC91461	-2.46125
GHSR	0.45
ATP8B1	1.40225
C1orf78	3.44433333333333
RNF183	-0.128833333333333
STX4	0.6482
TPPP2	-0.229
MYBPHL	-2.08
TXNDC6	0.1118
C9orf47	1.393
FAM137B	-0.0285
FANCB	-2.736
C11orf9	-2.1155
DPY19L1	-0.93875
VDAC2	-0.453833333333333
VHL	-1.50625
LMBR1	-0.04175
C8orf44	-0.486
ZPBP	0.376
FGF23	-0.937
C21orf67	-0.72425
PCNT	-1.089
BCKDHB	-1.1034
GALNTL5	-0.1845
BET1	-0.725375
ARL13A	-0.319
HDAC6	-0.978625
N4BP3	2.264
OTOP1	0.405333333333333
TTC30A	0.705875
CRISP1	0.2255
KRT32	1.3845
VSTM1	0.5775
ZNF622	0.21275
POLR3B	-0.6303
DNAJC10	0.185375
C12orf54	1.435
ADIPOQ	0.899166666666667
RIT2	0.17475
CD44	-0.94145
ABCA3	1.711
RPS17	-0.45
FEZF1	0.31
PCDHB15	1.004
KCNMA1	-0.159545454545455
CCDC116	-2.308
C15orf27	-2.637
NARG2	-0.160625
ITGA5	-0.534375
MEFV	0.935
TUT1	-0.15925
LOC541473	-0.44375
NMBR	0.1025
GLT1D1	-2.91033333333333
ABCB7	-0.364
PFKP	-2.69990909090909
C9orf91	1.0558
LRRC41	1.02216666666667
C1orf85	0.812
ATP5F1	-0.16
STOX1	-0.218875
GFOD2	0.19775
SLC25A3	0.056625
ZNF646	0.6019
ZAR1	-0.16
OSTbeta	-2.08025
GALNT3	2.484
IFT122	1.08183333333333
LDB3	0.436
GARNL1	0.238642857142857
HOMEZ	0.6325
LRRC6	2.68175
ANGPTL5	-1.17925
UBAC1	-0.6185
DLEU7	0.02725
RPL19	0.164125
TOP1MT	-0.199
LOC643641	0.32275
MBD3L2	-0.088
NTSR1	0.161166666666667
WISP2	0.25025
GPSM2	-1.808
RDH10	-0.4958
PRKCG	0.265
HIST1H4J	2.9495
MON1B	0.0438
MLF1IP	-2.48916666666667
ZNF446	1.880125
COL4A5	0.0425
SLC26A1	0.7125
RGN	-2.358
CCNB1	-3.05225
C9orf165	0.23775
CCDC28B	-1.251
CCDC97	0.598
FGR	1.358
MSRB3	1.368
EPN2	1.802
COX15	-0.772166666666667
KCNK6	-0.0781
XK	-4.0695
GDA	-4.837375
HEPH	0.10875
THRAP3	0.798625
MET	-1.93585714285714
PHYHIP	0.974
LYAR	-1.80583333333333
ING3	0.2455
AK7	-1.36825
CCT8L2	-0.132
COPS7A	0.195333333333333
WSCD1	-0.53175
RNF185	0.34575
TNS3	0.55175
KNDC1	0.337333333333333
RWDD4A	0.441833333333333
MED13L	0.9948
ZFYVE1	1.1675
C7orf44	-1.66916666666667
MRPL1	-0.485
STGC3	-0.4485
TEAD1	-0.483666666666667
RPL7A	1.0715
ARL6IP1	0.6832
C1orf178	-0.6165
CTAGE5	0.405416666666667
TMEM184A	0.919666666666667
SLC25A14	-0.0245
CACNG5	0.261
ATXN10	-0.0453999999999999
ECH1	-0.514
CCL22	0.30925
CYP2F1	-1.6925
GADL1	0.3265
TMEM19	-0.3805
RUNX3	-0.756
EFNB1	-0.0203333333333333
LIPN	0.131
ACSM3	-4.3745
SIGLEC8	0.97
ASCC3L1	-0.179
NOL8	0.058625
RELT	-1.27633333333333
Magmas	-0.0425
PPP1R15B	0.1132
C11orf2	0.55625
VKORC1	-0.345666666666667
MGC26647	0.32725
TRPM6	0.567666666666667
UGT2B7	-4.9065
FEV	-0.0275
FOXK2	0.5823
PDCD5	-0.893833333333333
SLC8A1	0.8837
DGUOK	-0.610166666666667
CLDN16	-0.087
GAGE1	-1.045
RBM17	-0.0019
C1QTNF3	1.7315
VGLL3	0.304166666666667
UNQ5830	0.163
CD1A	-3.07966666666667
SCGB1C1	-0.015
SUPT4H1	0.760625
TRAF5	0.16525
ASAHL	0.83825
FAM73A	1.30966666666667
OR6B1	0.7415
WHSC1	-1.7249
GFPT2	1.033
LOC339809	1.011
STARD5	0.365833333333333
SIP1	-1.68725
DNAJC15	-2.28975
STAU2	0.0106875
FAM98A	-0.071125
RAD23B	-0.2393125
LRRC33	-1.384
CHRAC1	-0.663
C21orf89	0.78525
C19orf43	0.290833333333333
KLK8	0.215
CCNE1	-2.466625
PKDREJ	0.161833333333333
SSU72	0.48625
C17orf73	0.5185
GPR78	1.2685
WHSC1L1	0.4842
GSTA2	-1.97775
SMUG1	-0.286333333333333
UFM1	0.7466
AP3M2	-0.44875
USP14	-0.73525
FBXL14	0.908333333333333
DSTN	0.8075
SFRS14	-0.99
FBXO31	-0.4695
C12orf40	-0.16925
FRS2	0.5385
NR2E3	-0.25425
TUBB2C	-0.61175
GMPR	-1.58566666666667
C9orf139	-0.2125
ING5	-0.251071428571429
LOC730092	-0.00883333333333333
ORM1	-5.13025
RP11-11C5.2	-1.635
HSPD1	-0.2165
PIWIL3	-0.27625
C5orf13	0.5484
OR5R1	0.2545
LCOR	0.92825
PLEKHA9	-0.7735
CCDC43	-1.0675
ZNF232	-1.01625
SLC6A7	-0.0335
ADH5	-0.404333333333333
SHBG	-0.879166666666667
CROCCL2	0.2645
PANX3	0.223
CDIPT	1.118
SLC16A5	0.7795
TUBB	-1.038375
TOR3A	-0.4794
PREP	-0.9565
ENTPD8	0.239428571428571
CHMP1B	-0.2435
SYT12	0.206
MYH6	-1.8108
MAP3K13	1.0075
KLHL30	0.373
LCMT1	0.698
EIF1AX	-0.207666666666667
FOXD4L1	0.8225
SLC24A5	-1.896
RNF166	-0.7881
TJAP1	0.0065
TMEM156	-0.746333333333333
ZNF239	0.8405
SNX19	0.1491
GKN1	0.2135
FCN1	0.6286
C1QL1	-1.6365
ATP11C	-0.482875
ZNF35	-0.1805
CARD8	-0.42325
LIMD1	-0.0191666666666667
KIAA0286	-1.884125
XRN2	-0.0758333333333333
CD6	-0.5945
TOX3	1.333875
ZSCAN4	-0.4355
RSRC1	-1.125625
COG1	0.71275
PTRF	0.3741
C16orf35	-0.587375
FBXO24	-0.5395
CHST11	-0.61975
THRB	0.712
MYBPC1	1.0275
RNF39	0.8625
PSMD11	-1.655
ALAD	0.416
EN1	0.8295
SLC9A9	0.44175
GSTM4	-0.8496
CDC42BPA	0.437
RCSD1	-1.05375
LUC7L2	-0.4131
SPTBN1	0.0294
LOC146167	0.231
BAT5	0.6236
ZNF452	0.34175
LSM4	-0.867125
SRP72	0.132
SGK269	0.260166666666667
MTX1	0.81625
CENTA1	-0.34125
UNQ9433	0.321
ATR	-0.700583333333333
DDX49	0.0178333333333333
PAQR8	-1.3875
C14orf174	0.7385
GBGT1	0.433
THAP1	-0.0805
OR10K1	-0.004
RASIP1	-1.09783333333333
DPYD	0.2429
DOHH	0.06
C18orf45	1.204
POF1B	-0.9599
ZNF552	4.6475
USP32	-0.007375
MED27	-0.869
C14orf149	-0.704333333333333
PRDX4	-1.46866666666667
ABHD12	0.8391
AGT	-4.37475
SLC22A14	0.1445
C1orf58	0.43325
PILRA	-0.222
ABCF2	-0.756375
C17orf85	-0.3942
TKTL1	-1.08475
FGF1	2.5999
IL6R	-1.16083333333333
VPS25	-0.375
CHRNB2	0.360125
COL7A1	-1.1474
LRRC48	4.47
SPG20	0.6525
COX10	-0.313
GCA	0.52625
ECEL1	-0.916
GLG1	-0.337
SRD5A2L2	0.0295
MUTYH	-1.140125
ZNF70	-0.332
L2HGDH	-1.3055
GPATCH2	0.805
ZNF655	-0.037375
ZNF227	-0.452
MCOLN2	-0.957666666666667
NQO2	-0.95675
KCNQ5	0.5685
NEU1	0.930333333333333
QRICH1	0.095
ZBTB20	1.469
RPUSD3	-0.90125
EPGN	-0.8934
TSN	-0.18975
SPRY2	-1.19716666666667
LZTFL1	0.933625
GMFB	-0.23525
PBEF1	-1.3055
HBG2	-2.4935
TMEM8	0.639
PALM2-AKAP2	-0.956333333333333
NFYA	-0.03675
FAM108A1	0.8775
PBLD	0.450375
NRG4	-2.1935
PIGF	-0.0125
PTGER1	1.104
NOS2A	1.16616666666667
C21orf34	0.688
C21orf51	-0.795416666666667
IL17C	0.093
TRMT6	-1.2635
ETV2	0.204166666666667
CCDC109A	-0.21875
MYLK2	-1.4255
ATP10A	1.8516
DPH4	-0.709
C5orf5	0.1315
KCNA4	-0.219666666666667
NMNAT2	0.015
GLYATL2	-0.022
LSMD1	-0.051625
IL23R	-1.63775
NRF1	-0.45575
MUC15	0.037
PRDM12	-1.5105
PAQR4	-0.645785714285714
RBBP6	-0.9623125
IFI27	3.145
SKAP2	-0.442333333333333
TAGAP	1.01825
TJP3	2.1055
C9orf61	2.1675
IDS	0.318571428571429
PARG	-0.36175
LOC131149	-0.0285
DYRK4	0.165
MICALL1	-1.27525
GALR2	0.0895
GPBP1L1	0.468
TBX21	0.94075
KCNJ6	0.243666666666667
GGN	0.7375
CASP5	0.248833333333333
RNF182	-4.8995
BRD4	0.47925
DOK4	-0.409
SLC46A2	0.625
SOX9	0.09325
ZNRD1	-0.244333333333333
PRR6	-2.5105
FAU	0.264
DTNB	0.555166666666667
CARD9	-0.7725
STS-1	-1.12233333333333
SLC4A5	0.102625
NSBP1	-1.266
UGCGL2	-0.623083333333333
POTE15	0.581
NOXA1	1.432
RP13-347D8.3	1.359
SAMD10	0.6695
EP400NL	-1.739
TCF21	0.235
AMELX	0.04575
JPH2	0.6056
SLA	1.36
DLST	-1.2945
SEPT12	0.76
RGS20	-4.268
LXN	0.708
ZNF419	1.552875
UPK3B	-0.0321666666666667
RELL1	1.776
ESPNL	-0.2225
KLHL21	0.156625
PI15	0.207
C2orf61	-0.267
LOC407835	-0.199
RER1	1.11916666666667
ELAVL2	0.979
MGC26718	-0.705
KLF2	1.74125
TNFAIP8L3	0.673416666666667
TFE3	0.0765
C11orf17	-0.20025
15E1.2	-1.918
SNRPC	-1.474
DLGAP1	0.97475
PGLYRP1	0.174375
OVCH2	0.028
IRF7	1.42
SET	-0.2681
NAB2	0.173166666666667
LRP5L	-0.57775
FAM120A	0.88825
ASCL2	-0.786333333333333
SHH	-0.073
ATP5H	-0.503
THPO	-0.394333333333333
TYRP1	-2.44033333333333
HIST1H3E	1.1905
EIF2S1	-0.759555555555556
TNFRSF17	-0.255166666666667
TARSL2	0.94125
NKX2-8	0.662125
C1orf115	0.681875
LOC56964	0.7175
KIAA0841	-0.92625
ISCU	0.2125
TTMA	-0.194
ZNF414	0.565
LOC441150	0.56225
RAB15	0.63475
HBP1	1.25716666666667
TNNT2	-1.3335
CECR5	-1.18875
PHGDH	-3.56075
JRK	-0.5036
XPO4	-0.670875
FAM131C	1.504
ARHGAP25	0.700166666666667
CA9	-3.70111111111111
GPR62	0.344166666666667
TLX1	0.182666666666667
GPS1	-0.0105
OR2M2	0.205
BDP1	0.410071428571429
FAM70B	0.93325
RPS29	0.492333333333333
MKLN1	-0.6685
TSPAN19	-1.752
SLC29A3	1.5183
LGALS4	-0.124833333333333
USH2A	0.0913333333333333
NF1	0.00483333333333334
APOBEC3A	-0.408166666666667
IMPAD1	0.284666666666667
OLR1	1.86766666666667
NRAP	-0.1955
HCFC1R1	0.67
TAOK2	0.114833333333333
MCM10	-3.46266666666667
MAP4K3	0.255166666666667
CBS	-3.012875
CLK3	-0.2824
PCDHGA5	0.364
ELF4	-0.0295
FAM71A	-0.24475
C11orf49	0.4435
CLIP2	-0.37325
BTBD9	0.7581
ZNF524	2.6275
KDELR1	0.222666666666667
ZNF509	0.1135
NCSTN	1.0375
ZNF533	0.349357142857143
PARP4	-0.249375
GALNT9	-0.128
NPY	-2.62225
BEGAIN	-1.85633333333333
TMEM77	0.490833333333333
FOXRED1	-2.38633333333333
SLC16A2	0.235166666666667
SLC35B1	0.97475
GK5	-0.88125
SDCCAG10	-1.019
C4orf20	0.30425
SLC9A2	-0.82
ADD1	0.519785714285714
TAL2	-1.0035
ACLY	-0.94625
DNAJC1	1.8795
SOST	-0.961
USP43	0.331833333333333
CYP4F12	-0.13575
FKBP5	-0.895375
CHCHD5	1.0149
NUDT22	-0.17425
CCDC85B	0.117
OR51G2	0.63
STRN3	0.355142857142857
TMOD2	0.81725
FLI1	-0.1285
MAB21L2	0.993
DGKQ	0.7425
VPRBP	0.0946666666666667
SCNN1B	-0.27
ECHDC3	1.8511
TMEM106C	-1.37825
CSNK2A2	-0.4425
RPL39	0.1436
HERC3	-0.1161
ZBTB47	1.024
ZNF681	-0.6455
PAGE2	-2.83625
CLIC5	1.97764285714286
RABAC1	0.7685
ZFHX2	0.4005
YPEL1	0.580333333333333
KIAA0776	-0.0885
NR1D2	0.811
DNAJC4	0.94225
NPNT	3.4926
ZNF677	-0.0955
ZNF536	-0.000750000000000001
MEF2B	0.15525
PTPN4	-0.08875
CTCFL	-5.4125
STX5	0.3125
CD72	1.24375
VEGFA	-0.276578947368421
XRCC1	-0.0478
MAS1L	0.7615
ELL	0.3143
SETBP1	1.41375
CDH11	3.99666666666667
NDC80	-3.93261538461538
DMBX1	-2.63725
NRSN1	0.262166666666667
BAT2D1	0.158375
CDS2	0.71
C1orf212	-0.153166666666667
SENP3	-0.726
IL1F9	0.023
EEF2K	-0.152
COG8	0.5575
CEP72	-1.6595
OR1L8	0.5315
MUS81	-0.4155
PHYH	0.4775
GGT6	-0.0378333333333333
C22orf23	-0.787166666666667
C13orf33	2.171375
MAPK8IP2	0.54875
NELL2	0.00574999999999999
POU3F2	-2.6045
ALPK1	0.269125
MRPS18C	-0.931
RPLP2	0.790875
FGF22	-0.4685
SPNS1	0.400166666666667
ZFP1	-0.40625
IL1RAPL1	-0.388
PCSK9	-3.07366666666667
NKX2-1	0.0272857142857143
C6orf189	1.1805
SP4	0.161
SLC11A1	1.7492
C21orf25	-0.147166666666667
ICAM2	0.143
SH3GL1	-0.209333333333333
GSK3B	-0.374166666666667
RALB	1.136
PDXP	-1.60383333333333
GNGT1	-1.3905
KIR2DL1	0.567
TNFAIP3	-0.594416666666667
C6orf32	-0.2759
CBLN2	-0.32325
PANK3	0.38525
TAAR9	-0.465
WDR82	0.7355
APOM	-3.95525
TRIP10	-0.01725
SPATA16	0.420833333333333
C1orf135	-4.12325
USP51	0.29225
TESK1	1.241
C11orf64	0.093875
ZNF611	-0.036
PDE6G	-0.154
HLA-DQA1	3.194875
GCLC	-0.144
SEC61A1	0.121857142857143
TWSG1	0.289416666666667
ZMYND10	2.132
CTDP1	0.23925
ADAMTS6	0.3725
SLIT1	-1.8045
KRT86	-0.5995
KIAA0574	0.24575
GTPBP2	-0.3719
PQLC3	0.77425
PRRX2	0.333666666666667
C15orf44	0.302666666666667
MKKS	-0.848625
C11orf10	-0.10775
GPR110	-0.155875
CD109	-1.25108333333333
ADCY1	0.536833333333333
RHBG	-3.1615
TP53I3	0.461
SLC22A3	-1.4509
UCP2	-1.95875
FOXG1	-1.82166666666667
OR2AG1	0.619
TRIM24	-0.887
PROC	-2.39775
TAAR6	0.4845
AMTN	-1.1825
C10orf47	0.615333333333333
DEPDC1	-2.782
FLJ45557	3.3195
ZDHHC17	-0.245375
KIAA1429	0.545
KCNH1	0.40225
VNN3	-0.2535
PSMAL	1.77075
PPARD	-0.05125
HFM1	-1.1045
YBX1	-1.40383333333333
ZNF695	-3.1615
SCTR	-0.136666666666667
DCDC1	0.31
VPS26B	0.1424
MTF2	-1.03083333333333
ATP6V1F	-0.14
CCDC94	0.31475
PERF15	0.228
CCL11	1.18375
LMO7	-0.72625
DCST1	0.611
ADRBK1	0.0495
CDRT4	-0.617125
ZNF84	0.052
HOXD8	4.5085
STARD8	-0.115166666666667
FOXP2	-0.356375
CCDC103	-0.08725
POLR3A	-0.3177
GSC	1.98233333333333
ZNF114	-2.2125
HTR7P	0.5605
LALBA	0.3335
RMND5A	-0.294
PSCD2	0.9265
ZNF409	0.2885
KRTAP1-3	0.370333333333333
MAF1	0.094
LOC201725	-1.559
NRN1	-1.92975
SPAG5	-4.28466666666667
DNAH7	1.68266666666667
FLJ43860	0.3595
BRCA2	-1.64025
ACADM	-0.465625
CXXC6	-3.1415
RAGE	-0.581375
CHMP2A	2.0765
FAM8A1	0.3908
GPR21	0.321
SLC12A3	-2.7735
FVT1	0.344928571428571
ZDHHC7	-0.226875
FLJ44048	0.531
SLC44A3	1.189
SDSL	0.204166666666667
MMP8	-0.4955
PLA2G12B	-3.29783333333333
ACY1	-0.19125
MT1E	-0.286166666666667
OR4K15	0.36
TECTB	0.269
GPR20	0.699
IRAK2	0.00425
RFPL3	-0.06925
MYO9A	0.11625
NARG1L	-0.208333333333333
BLMH	-2.1705
CCDC3	1.81916666666667
C9orf21	-0.781333333333333
KIAA0513	-0.0835
MIER2	-0.132
PNMA2	-0.50525
SH3BP2	0.8135
ANXA10	0.18025
RTN2	0.594666666666667
TFB1M	-1.1015
PRPH2	2.2045
C14orf133	0.321
GOLGB1	1.29516666666667
IRX4	0.998625
NFKBIL1	0.794833333333333
C10orf62	-0.10825
APBB3	-0.11675
RPS10	0.5351
LOC728378	1.245
TLE3	1.51383333333333
PSMB7	-0.76525
MESDC1	-0.0725
SLC6A1	1.05933333333333
OCLN	1.97133333333333
PTTG3	-3.38483333333333
NAGLU	-0.2945
SERTAD4	2.529
SPRY1	2.224
FLJ10781	0.282833333333333
MYSM1	-0.69225
TRIM4	0.959071428571429
SH3YL1	0.95525
TREM2	3.83666666666667
SERPINI1	2.2265
HDHD3	0.040625
TMEM38A	-0.206625
EID2B	-1.06925
TDRD3	0.0425
SEDLP	1.88275
THSD7A	1.698
NDST3	-1.24433333333333
KLHL15	-0.861916666666667
DHRS12	1.8845
FBXO9	-0.269714285714286
TNPO1	-0.25975
MRPL13	-1.1915
SNX5	-2.28816666666667
METTL6	-0.737
SOD1	-0.7785
CHML	-1.48716666666667
PACS1	1.253875
SIRT5	-0.9077
CAPN2	-0.382666666666667
FXYD5	-0.604166666666667
TWISTNB	-0.789875
LRFN1	0.839
UBE1L	0.9045
UBE1C	0.0475
OR51B2	0.183
OR4D11	-0.15
C15orf2	0.288
NR4A1	-0.224666666666667
LOC339047	-1.14675
TRIM17	0.457125
ATP5G3	-0.622571428571429
RPL15	0.229083333333333
ADAMTS8	-0.039
HOXC4	0.4395
C14orf37	2.142
CEACAM5	-0.7895
MYT1L	-0.0521666666666667
RASA2	-0.289375
OSBPL7	0.016
STAG1	-0.383
GIMAP4	4.12583333333333
FUT3	-0.994
PIF1	-2.918125
LPIN2	-0.2591
SH3PX3	1.02325
PDP2	-1.05575
PAPD1	-0.297
ERP27	5.10825
APOOL	-0.5818
DIABLO	0.16725
TRHR	0.312
ARMC9	-0.09975
RNF152	1.76175
SLITRK3	0.411166666666667
ZNF211	2.0828
PFDN1	0.101
RGS11	1.207375
HS6ST1	-0.1302
AKR1D1	-0.79125
TNP2	0.37
STK31	0.568166666666667
EML4	-1.72266666666667
SGTA	-0.3615
HIST1H2BI	2.20383333333333
PSMD6	-1.6715
KIAA1257	1.03025
C18orf55	-1.12016666666667
FLJ20273	2.20075
RPL28	2.147
EPYC	2.934125
NOX3	-0.443
ELAC1	-0.814333333333333
METT11D1	-0.7235
BIN2	-0.652666666666667
NACA2	0.2735
CCDC17	-0.962
HM13	-0.2281
UBOX5	-0.152875
UBE2O	-0.53975
UBL5	0.054
APOLD1	2.084125
C9orf31	0.41175
TNFSF8	0.5655
ARHGAP29	1.796125
PROKR2	0.0295
PDE5A	0.802
C6orf12	-0.214
TOM1L1	1.8
WHDC1	0.304875
FOXI1	0.533833333333333
RAB4A	0.7885
TMEM39B	-0.967
ATPBD1C	-0.61075
FARSA	-0.535666666666667
PLEKHG5	0.42375
CMAS	-1.215
OR7E24	-0.4045
SLC30A1	-0.7515
CDC42EP5	1.39883333333333
PLAC1	-1.26525
KLHL18	-0.117166666666667
LBA1	0.662
TAZ	-0.85825
CRIP2	2.46375
BTBD11	-0.725166666666667
C16orf72	1.0505
DIO2	2.605
LRRCC1	0.230833333333333
CCDC136	-2.1575
PRX	0.28425
RBM5	0.2737
TMEM85	0.479375
TUBGCP4	-1.36166666666667
APLN	0.9205
CDK7	0.351666666666667
SSR2	0.76375
CRELD1	0.20775
C19orf46	2.94975
GAL3ST4	0.977333333333333
KBTBD10	0.14075
IL28A	0.50225
WDR27	-0.0825
MCM2	-2.28283333333333
SOX14	-0.3495
FLJ39743	0.765
KIAA0922	-0.04925
HIPK4	0.6365
FLJ25758	-0.5385
C16orf57	-1.32
PDZD2	0.578625
MCC	0.498875
HHLA3	-0.4541
ID2	-0.11
C20orf23	2.41391666666667
ZNF688	1.26225
APOC2	-2.15266666666667
LOC440093	-0.14675
FAM50B	2.2845
PWP1	-0.59
DNAH10	0.52625
HIST1H2BA	0.131
GPR56	0.397833333333333
METAP2	-0.361125
PAN3	0.905333333333333
STXBP4	0.677625
PDHX	-0.3105
MTA1	0.917083333333333
ZBED4	-0.427
ZNF720	0.04625
CDK2	-2.118375
RHOJ	1.57775
CDC37	0.238333333333333
ZER1	0.769125
GRK4	0.9255
PRPH	-0.0115
POLR2A	0.163
OGFOD1	-1.0735
NOL5A	-1.4785
PHEX	0.556
FLJ16478	-0.0845
C20orf117	-0.6765
CAMTA2	0.216
C11orf74	-0.0895
DDX17	-0.210166666666667
C5orf27	0.415375
PLEKHA2	-0.6981
PDE4DIP	-0.958
SCN7A	0.291
ZNF559	-0.450333333333333
CXCL10	3.0755
ZMYM4	0.0726666666666667
STK32B	1.29573333333333
KIAA0888	-2.0738
TACR3	0.2315
CKAP2L	-2.58675
KIF1A	-0.968166666666667
