Hybridization REF	TCGA-BH-A0HW-01A-11R-A034-07
MX2	-1.07266666666667
HSP90AA1	-0.1868
SHF	0.01625
SEL1L	2.1569
NDUFC2	1.9065
CCDC68	-0.8295
EIF2C1	0.065875
FLJ40298	1.31675
C7orf51	0.8825
C7orf13	-1.20725
GPR31	0.472
SIAH1	0.70175
LHX1	-1.70325
SH2D4A	-0.600375
EIF4B	0.1915625
BTF3L4	-0.80975
KRT2	-0.0995
GOLGA7	1.567375
MAGEC2	-6.96366666666667
BLOC1S1	0.22425
STX3	0.657666666666667
FLJ35220	1.464875
NXPH4	-0.866375
MCTS1	-0.641
C6orf156	-2.485
TGM1	-0.6915
SLC37A4	-1.34575
FAM92B	-0.552
SLC25A25	0.0104
ZC3H13	0.4385
GPX6	0.3495
WDR81	-0.31225
THOC3	0.206666666666667
PHACTR4	-0.4935
ACYP1	-0.00325
ARPC2	-0.699833333333333
ENG	-1.046
P2RY13	0.368375
GAPVD1	0.54625
CCNO	-2.4564
C9orf64	1.02025
RXRG	-1.4905
C7orf45	-0.862
ZNF140	1.76025
SULT1E1	-0.00233333333333334
RGPD4	-0.06725
CGB7	0.4055
C9orf142	-0.416
BRD9	-1.0575
tcag7.350	-0.8045
OR2M5	-0.7095
OGT	0.038
SYT1	-0.66
ACRV1	-0.258333333333333
CMPK	-0.20275
BHLHB5	0.578666666666667
MARCH2	1.57171428571429
ASXL3	-3.52128571428571
RPIA	-0.33975
RFXDC1	1.78425
HIST1H1B	-1.57675
ZNF701	1.06
KCNT2	-0.279
CCDC36	-1.6555
SLC11A2	0.643125
NBEAL2	-0.778
RP4-691N24.1	-1.01275
TYROBP	3.905
PLA2G2F	-0.372571428571428
TCP11	-0.3695
OR4K13	0.305
C15orf21	0.24575
OR4F15	0.4405
FAM108C1	0.6918
ASAM	-5.00775
NPHP4	-0.529666666666667
SFRP5	0.504333333333333
OR56A3	-0.218
EBAG9	1.2385
LOC100101267	-1.3055
UROD	-0.473166666666667
ARL9	0.6485
PDE2A	-1.977
TUBB2A	-0.8015
RPL36	-0.311833333333333
ASPM	-2.23842857142857
RBCK1	-0.153
AFF2	-0.747166666666666
STARD6	0.1765
ZDHHC8	-0.0285
EXOD1	-1.0571
PLXNA2	0.594916666666667
ACTL6B	-0.417666666666667
ANKRD41	-1.2115
IL2RA	1.89128571428571
PNRC2	0.781
DENND2C	0.063
STXBP5L	-1.96075
TBCC	0.849
NSF	1.04083333333333
KCNJ1	-1.174
KIF2B	1.03
KRT73	-1.082
C7orf47	0.49275
NFASC	0.359166666666667
SFRS15	-0.7725
CLCA4	1.0195
ZNF597	0.388333333333333
SCGB1D1	3.8555
LONRF3	-2.6795
OR2J3	0.921
SMURF1	-0.429375
C14orf102	0.48175
HNRPDL	0.4911
ANKRD39	-0.26325
BTNL8	-1.09425
CSTF2	-0.9165
CABP4	0.4715
TMEM95	0.31925
HTR1F	-0.997
SCPEP1	-1.2745
PRSS12	-1.4125
SLC28A2	0.2195
INHBA	1.982
RP11-298P3.3	0.61
UGDH	-1.73516666666667
SLC36A1	0.31825
PLCB1	-1.01066666666667
SEPP1	1.56583333333333
SRXN1	0.28425
LOXL2	-1.56625
SERPINA7	-5.54916666666667
LOC201229	3.56975
CHRNA1	0.2065
DENR	-0.726833333333333
RARRES2	-2.35175
SENP2	0.783
XPNPEP1	-0.756875
PCGF5	-0.38655
HIST1H1T	0.7145
CDK5RAP1	-0.54475
PRKG1	0.307857142857143
RASGRP1	1.5047
CFI	-4.65316666666667
KIR2DL3	1.004
FOXRED2	-0.245142857142857
FABP1	-6.953
TRIM7	0.9775
CYP20A1	-0.454136363636364
CYTL1	-3.28325
SORBS1	-0.867
PEA15	0.9565
GUCY1A2	0.8345
ZSWIM2	0.2025
PH-4	1.9715
PACSIN1	-0.670125
LOC152586	0.314
UMODL1	-2.011
KREMEN1	-1.033125
FLJ35773	5.6145
RFPL4B	-0.65825
SNAP23	-0.159
STXBP6	-3.6425
C6orf115	-1.291
ZBTB33	-0.36575
CHST9	-2.41816666666667
MGA	-0.2519375
FAM128B	-0.7399
GPR4	4.01166666666667
KIAA1957	-1.549
GSTK1	0.344
CLCN5	-0.94425
FBXW5	-0.40875
FUSIP1	-0.519857142857143
MAG	1.956
FLT3	5.43366666666667
STRA8	1.203
SERPINB4	-3.5795
JMY	-0.517166666666667
DLK2	-1.57083333333333
ZNF451	-0.8067
HES6	-1.394
FGF9	-1.16375
VNN1	-1.83083333333333
SRPK2	0.5365
ALDH3A1	-1.897
CDX4	-0.168
SPG21	0.16775
ZNF302	0.5716
DOK3	0.395875
GRIN1	0.220142857142857
OR1A1	0.859666666666667
CALU	-0.647
ANKFY1	-0.8925
C9orf84	-0.013
CLEC2L	-0.54925
LIMCH1	-1.45516666666667
RWDD1	-0.579833333333333
VHLL	-0.294
SLC18A2	0.7095
UPK3A	0.784833333333333
FIP1L1	-0.93475
LENEP	-0.599
RHOB	1.97966666666667
RIBC2	1.421
GNPNAT1	-0.1383125
TBC1D10C	-2.76
MMAA	1.59725
INTS9	-0.157
HOOK2	0.07025
CCNG1	-1.612
CCDC144B	0.6075
MTMR7	-0.23
NEU4	-3.407
HADH	-0.27375
CCKAR	0.363
TMEM173	0.958
AFAR3	1.1605
PTH2R	-0.231285714285714
IFI30	0.56
GLUL	1.7231
TMEM71	-1.91133333333333
C20orf165	-0.01825
BFAR	-1.461625
ZNF14	1.81775
KLHL8	-0.210785714285714
PPIL2	0.627333333333333
CTA-126B4.3	-0.1645
C5orf37	-0.086875
SLC27A4	1.0605
KLHL22	0.923875
GJB2	-0.4765
HSPBP1	0.325375
PRKD1	-1.97866666666667
SOX8	-1.001625
KIAA0195	0.781833333333333
MICALCL	1.63916666666667
ICAM1	-2.921625
C10orf126	0.6425
SIX4	1.12075
BCL2L1	0.0744
CD19	-2.2265
RAPGEF3	0.237
KIAA0974	-0.1505
MAPK3	-0.5255
OR10A3	-0.451
MAP2K1IP1	1.716
STK4	-0.361222222222222
CHIC2	0.8617
DLX5	-0.62
ZNF367	-1.15925
FBXO41	-0.04875
ADK	-0.63975
hCG_1995786	0.212
GTPBP10	0.0415
TGOLN2	0.434625
CTBS	0.656
FGD1	0.21675
ETS1	-2.4065
EDC4	-1.132875
GSTA3	-0.9385
HOXB6	-1.19283333333333
C9orf131	-0.182
BCAS1	0.7625
U2AF1L4	0.867
PDHA2	0.574333333333333
SORD	0.6885
SLC25A33	-0.705
WDHD1	-1.659
OR8K5	0.844
RNASE11	-0.324
STAP2	0.6485
TRIM44	-0.1968
CHCHD8	0.2825
SIDT2	0.301833333333333
OR2B3	0.3835
TRRAP	-0.701
TRAF1	-0.345833333333333
RYR2	-3.01025
FAM71B	-0.131
SLC45A4	0.68275
TRIM32	0.263125
ATP6V1G1	1.51875
TRA16	0.50225
SERHL2	2.01525
PRKY	-0.807333333333333
NPR2	-2.1915
TAS2R40	-1.3475
OR5I1	0.438833333333333
ZFYVE26	0.791333333333333
WFDC11	0.612
CSH2	-0.03025
OR2T8	-0.076
TBX20	0.237
LYPD5	2.32883333333333
STOML2	-0.519333333333333
ALPI	0.42975
FAT3	-0.211625
ZNF273	-0.048375
NPSR1	0.1495
FLAD1	-0.342
RAB5C	0.6695
TTLL3	-1.5165
KIAA1618	0.324666666666667
NPPC	4.5085
ZEB2	-0.0366
MRP63	1.239
WSCD2	-0.58325
NEUROD4	0.2215
SNAPAP	0.05675
MTMR2	-0.466411764705882
STK35	-0.708625
USP48	-0.861625
NR1H4	-3.5915
RASL10A	-0.87425
SSTR1	-2.67875
C1orf35	-0.38675
APOBEC3C	-2.467
RUSC2	0.802
SALL4	-3.81275
ZCCHC8	1.148
RAD17	0.2935
ZNF708	0.3415
LILRB5	1.79775
TEX12	-0.433
C9orf79	-0.19175
ARHGEF1	-0.93
ABCA4	-1.05533333333333
RNF214	-0.463
PPAPDC2	1.9135
ARID4A	0.7005
SYCP2	1.341
OPRM1	-0.29325
RP13-102H20.1	-2.714
CYP26B1	0.0823333333333333
APCDD1	1.2995
PCCA	-0.434
ALS2CR7	1.2135
AQP5	-0.338333333333333
YLPM1	-0.197375
PRKAR1B	-1.4501
IL16	-1.29677777777778
TCF3	-1.881125
ZSWIM7	1.06125
SERPINE1	-2.5011
BAI2	1.0415
SMC5	-0.976214285714286
SMN1	-0.384166666666667
SLC13A5	-2.921625
POU2F3	2.35825
BACH1	-0.7795
GMCL1L	0.514
PPP2R2D	-0.28925
LRRC51	2.46175
EDARADD	1.803
LRRC3	-0.3325
FAM124B	-0.2585
C20orf70	-0.0935
LOC285735	-1.59633333333333
CTBP2	1.6984
ZMYND11	0.7695
CDH23	-0.505166666666667
OR1N1	-0.6475
LOC400590	1.09225
PDK1	-2.5215
LMTK3	1.078
USHBP1	0.899
ZFYVE21	1.51725
hCG_21078	0.3045
OAF	-1.602625
WDR41	-0.73075
SPINK6	-0.76725
GDEP	0.9995
MEG3	-2.2544
OXSR1	0.2145
RAD51	-1.0505
RPL13A	1.025
DYRK1A	0.4065
FLJ25791	0.78025
SARDH	-0.7641
RBBP5	-0.0983333333333333
ORC2L	-1.54275
NCAPH2	-0.598333333333333
RNASET2	-1.18483333333333
WDR79	-1.24133333333333
FLJ39779	0.62075
C3orf1	-0.25575
DDX23	0.187
MGC40574	0.18475
MORC4	0.937
MYRIP	4.05809090909091
LY6E	-1.146
SLC39A11	2.6305
ATP12A	1.7765
AUP1	-0.4925
PIP	3.565
CORO7	-1.4
PITPNM3	null
ENPP1	0.433166666666667
PPP1R1C	-4.19533333333333
NRBP2	0.422375
KCNE2	0.145
P2RX4	1.14375
CCND2	-3.14142857142857
OR5T3	-0.212
CUL4A	0.331666666666667
CFB	-1.288875
PCP4	0.634833333333333
HEMGN	-5.00466666666667
UBIAD1	-0.331
CDC42BPB	-0.1502
CYB561D1	0.263
RIMS2	3.38575
ZNF488	-1.544
RNMTL1	-0.01925
SART3	0.541
CAPN10	-0.0952142857142857
CCR5	2.66666666666667
APOA1BP	-0.05
NDUFS5	-0.19825
PDLIM3	0.2925
VPS24	1.0258
SCN8A	-1.292375
C1orf67	-1.6285
MRCL3	0.715666666666667
TMEM145	0.53375
KCTD16	-2.5818
RNF149	0.93675
FDXR	0.98975
CDCP1	0.559333333333333
PAX3	-3.18433333333333
LASS4	1.24025
HSD17B8	1.352
YAP1	-0.369
NNT	-0.44825
SC5DL	-0.117875
DKFZp566H0824	-0.6945
KSR2	2.04683333333333
RAD21	0.4952
ST8SIA2	0.143
L3MBTL3	-0.141875
SNRPB	-1.545
MGC14425	0.28275
MIF	-0.67925
TAPT1	1.301625
IRF8	0.7126
PRO0132	-1.8845
HERV-FRD	-1.388
ACD	-1.18633333333333
BCL3	0.7965
SPATA13	-0.1155
MRLC2	0.756625
F2RL3	-0.89875
CFHR3	-0.6685
DUSP15	-0.226
TMEM46	3.6135
SF3B4	-1.139
MAP7D3	-1.196
STELLAR	0.4845
SEMA5A	0.4918
H2BFS	0.9285
LRRC28	-0.304333333333333
MORN2	0.794
XYLB	-0.932875
WDR21C	0.50825
HIATL1	0.526625
ADAMTS10	-0.0991666666666667
WDR55	-0.6935
MFSD5	0.822
OR4N2	0.828
DUSP16	0.79
NLGN4Y	-2.5149
INHBC	0.157416666666667
NUMA1	0.46575
DEFB123	0.0783333333333333
GIPC1	-0.583
MGC27348	-1.256
FLJ33590	0.185
FZD1	0.4663
MKL1	0.316666666666667
SAA2	-0.6725
C1orf94	-1.574
C7orf28B	-0.1125
TMEM185A	1.3733
ZZZ3	-0.845
C16orf5	-0.467833333333333
GALNAC4S-6ST	2.1725
C1orf186	0.76825
IGFBP4	2.312
NDUFA10	0.4255
CLIC2	-1.31275
RNF13	0.0415
GPR103	-1.0025
CD69	-5.0835
MYOZ1	2.315
IFNB1	-1.0035
CLNS1A	-0.1715
CXorf45	0.97775
ZXDB	0.5555
FUNDC2	0.17375
GPA33	-0.60825
C9orf70	-0.137666666666667
SLC2A9	-1.57825
LOC126520	-0.6355
MAGEB1	-0.89025
LCE2A	-0.042
C18orf34	0.196
FMNL2	-3.1675
KRT85	0.5335
CRYGA	0.1665
GEM	0.23225
THAP6	-0.00779999999999992
ALKBH3	0.846333333333333
TM6SF2	0.16775
C20orf82	1.332
RANBP2	0.0303333333333333
LIG3	1.0833
RETSAT	-0.205375
OR8S1	1.058
CAST	-0.4335
TGFBI	-1.2739
C15orf37	-0.948285714285714
PGM3	-1.775
SLC4A11	-2.4805
FAM123C	-0.482833333333333
TAOK1	2.081
CISH	0.633125
OGDHL	-2.751
SPINT2	2.3485
ZNF33A	0.3645
CLDN18	0.240333333333333
RNF128	2.288125
CCDC71	0.37225
RASSF6	0.066
HSPG2	0.084
ATP6V0E1	2.259
ABHD6	0.5285
CD274	0.2365
GCNT1	-0.89125
NT5C1A	-1.0815
TM4SF5	-4.35825
C21orf58	0.645333333333333
SUCLA2	0.54825
RFTN2	0.50125
SCNM1	-0.185375
SLC9A10	1.696
FUNDC1	0.89325
SLC35F4	-2.04375
AMD1	-1.32725
COL6A6	0.9745
OR4K2	-0.6905
TRIB2	-2.38133333333333
LOC91461	-0.77375
GHSR	0.758
ATP8B1	1.026
C1orf78	0.810833333333333
RNF183	-1.93883333333333
STX4	-0.3287
TPPP2	-0.7725
MYBPHL	-1.302
TXNDC6	0.1451
C9orf47	2.908
FAM137B	0.058
FANCB	-2.156
C11orf9	-1.9165
DPY19L1	-1.643125
VDAC2	-0.412
VHL	-2.00275
LMBR1	0.621125
C8orf44	0.531
ZPBP	0.6055
FGF23	-2.218
C21orf67	0.7855
PCNT	0.26025
BCKDHB	-0.5057
GALNTL5	0.085
BET1	-0.49575
ARL13A	-0.1525
HDAC6	-0.169125
N4BP3	2.10166666666667
OTOP1	-0.4405
TTC30A	1.8325
CRISP1	0.832
KRT32	3.574
VSTM1	0.722
ZNF622	-0.2035
POLR3B	-0.327
DNAJC10	-0.133875
C12orf54	-0.1095
ADIPOQ	0.0963333333333334
RIT2	1.518
CD44	1.6285
ABCA3	1.724
RPS17	-0.623
FEZF1	0.5825
PCDHB15	-0.974
KCNMA1	-0.298761904761905
CCDC116	-1.553
C15orf27	-2.256
NARG2	-0.1668125
ITGA5	-1.405375
MEFV	0.3175
TUT1	0.271
LOC541473	-0.19325
NMBR	0.165
GLT1D1	-3.04
ABCB7	-0.2305
PFKP	-2.75481818181818
C9orf91	1.4127
LRRC41	-0.522666666666667
C1orf85	-0.9605
ATP5F1	-0.320625
STOX1	0.475625
GFOD2	-0.08725
SLC25A3	-0.333875
ZNF646	0.1425
ZAR1	-0.28
OSTbeta	-2.646
GALNT3	1.20225
IFT122	-0.275333333333333
LDB3	-0.1819
GARNL1	0.672153846153846
HOMEZ	0.6115
LRRC6	3.07275
ANGPTL5	-2.467
UBAC1	-0.58225
DLEU7	-0.89775
RPL19	0.971
TOP1MT	-0.761833333333333
LOC643641	0.528625
MBD3L2	0.488
NTSR1	0.091
WISP2	-1.136
GPSM2	-1.319
RDH10	-0.2957
PRKCG	0.801
HIST1H4J	2.371
MON1B	-0.1615
MLF1IP	-0.688666666666667
ZNF446	0.777
COL4A5	-0.5426
SLC26A1	0.540428571428571
RGN	-2.666875
CCNB1	-2.0875
C9orf165	2.04825
CCDC28B	-0.40375
CCDC97	0.07525
FGR	1.0495
MSRB3	-0.9908
EPN2	2.41725
COX15	-0.152166666666667
KCNK6	0.7531
XK	-2.13325
GDA	-4.08675
HEPH	-2.02575
THRAP3	0.418125
MET	-2.4955
PHYHIP	-0.865
LYAR	-1.3795
ING3	0.49575
AK7	-1.263
CCT8L2	0.56425
COPS7A	0.0456666666666667
WSCD1	-1.30525
RNF185	1.05075
TNS3	0.2415
KNDC1	-0.97
RWDD4A	1.58966666666667
MED13L	2.0526
ZFYVE1	0.41025
C7orf44	-0.843166666666667
MRPL1	0.1115
STGC3	-1.7355
TEAD1	-0.854166666666667
RPL7A	0.207785714285714
ARL6IP1	0.9559
C1orf178	-0.804
CTAGE5	0.249416666666667
TMEM184A	0.677166666666667
SLC25A14	0.89225
CACNG5	1.375
ATXN10	0.7634
ECH1	0.3043
CCL22	0.75575
CYP2F1	-1.56216666666667
GADL1	0.3395
TMEM19	0.054
RUNX3	-2.10925
EFNB1	0.00966666666666667
LIPN	0.702
ACSM3	-4.7085
SIGLEC8	0.1075
ASCC3L1	0.0755
NOL8	-0.489
RELT	-1.13416666666667
Magmas	0.23375
PPP1R15B	0.4234
C11orf2	0.783
VKORC1	-1.09433333333333
MGC26647	-0.7435
TRPM6	0.0040909090909091
UGT2B7	-4.49066666666667
FEV	-0.372
FOXK2	1.0516
PDCD5	-0.684666666666667
SLC8A1	0.7234
DGUOK	-0.592
CLDN16	0.2235
GAGE1	-1.214
RBM17	0.074
C1QTNF3	-0.663375
VGLL3	-0.555166666666667
UNQ5830	-0.7505
CD1A	-3.07533333333333
SCGB1C1	-0.676
SUPT4H1	1.45475
TRAF5	-0.12775
ASAHL	-0.273
FAM73A	1.40133333333333
OR6B1	-0.00650000000000001
WHSC1	-0.33915
GFPT2	-1.349
LOC339809	-0.0255
STARD5	-1.11541666666667
SIP1	-0.87825
DNAJC15	0.0645
STAU2	1.0823125
FAM98A	-0.892875
RAD23B	0.5179375
LRRC33	-1.31475
CHRAC1	-0.64525
C21orf89	0.586
C19orf43	0.1065
KLK8	-3.26683333333333
CCNE1	-2.43525
PKDREJ	-0.00733333333333333
SSU72	-0.56625
C17orf73	0.149
GPR78	0.5045
WHSC1L1	2.0738
GSTA2	-2.286
SMUG1	0.687166666666667
UFM1	1.5064
AP3M2	2.0515
USP14	-0.34075
FBXL14	0.783833333333333
DSTN	1.2235
SFRS14	-0.613
FBXO31	-1.15066666666667
C12orf40	0.09975
FRS2	0.7665
NR2E3	1.10475
TUBB2C	-0.57725
GMPR	-0.822
C9orf139	-0.6425
ING5	-0.557214285714286
LOC730092	0.0735
ORM1	-5.08475
RP11-11C5.2	-0.16225
HSPD1	-1.0243
PIWIL3	-0.168
C5orf13	-0.8133
OR5R1	-0.134
LCOR	0.73525
PLEKHA9	-1.5415
CCDC43	0.777
ZNF232	-0.8335
SLC6A7	1.089
ADH5	-0.0187500000000001
SHBG	-1.64916666666667
CROCCL2	-0.314
PANX3	-0.4135
CDIPT	-0.416
SLC16A5	2.2715
TUBB	-1.526
TOR3A	-0.918
PREP	-0.416666666666667
ENTPD8	0.284071428571428
CHMP1B	0.4135
SYT12	-1.31433333333333
MYH6	-1.9023
MAP3K13	1.29083333333333
KLHL30	0.266
LCMT1	0.413875
EIF1AX	0.630083333333333
FOXD4L1	0.112
SLC24A5	1.167
RNF166	-1.438
TJAP1	-0.30725
TMEM156	-1.66483333333333
ZNF239	2.21325
SNX19	-0.7195
GKN1	-0.20675
FCN1	0.6704
C1QL1	-1.546
ATP11C	-0.0765
ZNF35	-0.086
CARD8	0.190625
LIMD1	-1.17616666666667
KIAA0286	-0.9725
XRN2	-0.755166666666667
CD6	-1.41216666666667
TOX3	3.0835
ZSCAN4	-1.06033333333333
RSRC1	-0.2025
COG1	1.382
PTRF	-1.4867
C16orf35	-1.292625
FBXO24	0.90625
CHST11	-2.3865
THRB	0.3775
MYBPC1	4.61175
RNF39	-0.271666666666667
PSMD11	0.513
ALAD	0.279833333333333
EN1	-0.47025
SLC9A9	-0.83075
GSTM4	0.0607
CDC42BPA	-0.579736842105263
RCSD1	-1.59375
LUC7L2	0.5353
SPTBN1	-0.58
LOC146167	0.24
BAT5	1.2423
ZNF452	0.0415714285714286
LSM4	-0.285875
SRP72	-0.0498
SGK269	-0.572583333333333
MTX1	-0.11975
CENTA1	0.19225
UNQ9433	0.0965
ATR	-0.0106666666666667
DDX49	0.15
PAQR8	-1.87433333333333
C14orf174	0.52675
GBGT1	-1.31825
THAP1	2.0055
OR10K1	-0.2155
RASIP1	-1.95366666666667
DPYD	-1.2897
DOHH	-0.61175
C18orf45	2.365
POF1B	-1.6239
ZNF552	3.34425
USP32	1.22275
MED27	-0.586333333333333
C14orf149	-1.4405
PRDX4	-0.348833333333333
ABHD12	0.1516
AGT	-5.8355
SLC22A14	-0.3975
C1orf58	-0.49975
PILRA	-0.97575
ABCF2	-0.783
C17orf85	-0.4209
TKTL1	-1.4385
FGF1	1.1296
IL6R	-1.14583333333333
VPS25	1.1
CHRNB2	0.05775
COL7A1	-3.0074
LRRC48	2.88466666666667
SPG20	0.744833333333333
COX10	-0.96925
GCA	1.02475
ECEL1	-1.426
GLG1	-1.11733333333333
SRD5A2L2	0.16725
MUTYH	-1.57075
ZNF70	-0.47225
L2HGDH	-1.10375
GPATCH2	-0.155
ZNF655	0.661
ZNF227	0.427666666666667
MCOLN2	2.3465
NQO2	-0.697
KCNQ5	-0.2855
NEU1	2.3465
QRICH1	0.80375
ZBTB20	-0.527833333333333
RPUSD3	-2.17075
EPGN	-0.7348
TSN	0.501083333333333
SPRY2	-1.3735
LZTFL1	1.06375
GMFB	0.516875
PBEF1	-1.5705
HBG2	-3.21225
TMEM8	-1.96875
PALM2-AKAP2	-0.567
NFYA	-0.4645
FAM108A1	-0.62475
PBLD	0.762375
NRG4	-2.30025
PIGF	0.2555
PTGER1	0.207
NOS2A	0.4095
C21orf34	-2.145
C21orf51	1.31458333333333
IL17C	-0.0835
TRMT6	0.220166666666667
ETV2	0.534833333333333
CCDC109A	-0.9555
MYLK2	-0.484
ATP10A	-0.2828
DPH4	-0.05625
C5orf5	0.3195
KCNA4	-0.3264
NMNAT2	0.351833333333333
GLYATL2	-1.1035
LSMD1	0.8555
IL23R	-2.82325
NRF1	-0.7035
MUC15	-2.852
PRDM12	-0.6635
PAQR4	-1.2125
RBBP6	-0.78325
IFI27	2.59875
SKAP2	0.0528333333333333
TAGAP	-0.748125
TJP3	1.433
C9orf61	-0.941
IDS	-0.0210714285714286
PARG	0.88725
LOC131149	-0.275
DYRK4	0.261
MICALL1	-1.031
GALR2	-0.5925
GPBP1L1	0.544625
TBX21	0.98675
KCNJ6	-0.0623333333333334
GGN	1.444
CASP5	-0.424166666666667
RNF182	-4.081
BRD4	0.32175
DOK4	-1.45525
SLC46A2	0.3228
SOX9	0.225833333333333
ZNRD1	0.216666666666667
PRR6	-2.30125
FAU	0.589875
DTNB	0.2345
CARD9	-1.45325
STS-1	-1.8665
SLC4A5	0.563375
NSBP1	-0.9945
UGCGL2	0.0165
POTE15	-3.2865
NOXA1	1.34025
RP13-347D8.3	0.77075
SAMD10	-0.307333333333333
EP400NL	-0.3225
TCF21	-0.31625
AMELX	0.69225
JPH2	0.3157
SLA	-0.095
DLST	-1.07316666666667
SEPT12	0.1415
RGS20	-3.15125
LXN	-0.8945
ZNF419	1.04525
UPK3B	-0.2515
RELL1	2.39025
ESPNL	-0.955
KLHL21	-0.281375
PI15	0.691
C2orf61	-0.7485
LOC407835	-1.15166666666667
RER1	0.528333333333333
ELAVL2	0.4155
MGC26718	0.906
KLF2	1.1645
TNFAIP8L3	-0.854
TFE3	0.013
C11orf17	0.416125
15E1.2	-0.49925
SNRPC	-0.743
DLGAP1	3.363
PGLYRP1	-0.10875
OVCH2	0.219
IRF7	1.0083
SET	-0.3859
NAB2	-0.8655
LRP5L	-1.58625
FAM120A	0.40775
ASCL2	-1.08916666666667
SHH	-0.247
ATP5H	1.345
THPO	-0.551
TYRP1	-4.667
HIST1H3E	0.580833333333333
EIF2S1	-0.121777777777778
TNFRSF17	-4.5338
TARSL2	1.32475
NKX2-8	-0.353375
C1orf115	1.825875
LOC56964	0.66
KIAA0841	-0.078
ISCU	0.5445
TTMA	-0.4305
ZNF414	0.5865
LOC441150	1.91675
RAB15	0.9035
HBP1	0.8155
TNNT2	-1.829
CECR5	0.01575
PHGDH	-2.6875
JRK	-0.2831
XPO4	-0.981875
FAM131C	0.2675
ARHGAP25	0.0242
CA9	-3.82811111111111
GPR62	0.635
TLX1	-0.576666666666667
GPS1	0.68925
OR2M2	0.4875
BDP1	0.2975
FAM70B	-0.02825
RPS29	0.00341666666666666
MKLN1	-0.535
TSPAN19	-3.41766666666667
SLC29A3	0.8982
LGALS4	0.0908333333333334
USH2A	-0.75625
NF1	1.22116666666667
APOBEC3A	0.379666666666667
IMPAD1	-0.0781666666666666
OLR1	0.227166666666667
NRAP	0.692
HCFC1R1	0.468333333333333
TAOK2	0.429
MCM10	-2.93816666666667
MAP4K3	0.112416666666667
CBS	-1.352125
CLK3	-0.6974
PCDHGA5	0.546
ELF4	-0.315875
FAM71A	-0.23925
C11orf49	0.3555
CLIP2	-1.79475
BTBD9	1.224
ZNF524	1.16725
KDELR1	-0.289166666666667
ZNF509	0.5755
NCSTN	0.781
ZNF533	-0.874357142857143
PARP4	0.2175
GALNT9	-0.523333333333333
NPY	-2.54866666666667
BEGAIN	-3.22883333333333
TMEM77	-0.172166666666667
FOXRED1	-2.05766666666667
SLC16A2	-0.3405
SLC35B1	0.908
GK5	-0.363833333333333
SDCCAG10	-0.441
C4orf20	0.56475
SLC9A2	-1.721
ADD1	0.2515
TAL2	-0.932666666666667
ACLY	0.849125
DNAJC1	-0.5995
SOST	-1.81325
USP43	-0.076
CYP4F12	-0.98825
FKBP5	-1.322625
CHCHD5	1.7296
NUDT22	0.25425
CCDC85B	-0.36275
OR51G2	0.272
STRN3	0.812
TMOD2	-0.09675
FLI1	-0.86825
MAB21L2	-0.853666666666667
DGKQ	0.1465
VPRBP	0.453833333333333
SCNN1B	0.5552
ECHDC3	0.7638
TMEM106C	-0.172
CSNK2A2	-0.4445
RPL39	-0.8397
HERC3	0.1714
ZBTB47	0.666166666666667
ZNF681	0.267
PAGE2	-2.24875
CLIC5	1.5075
RABAC1	1.1355
ZFHX2	0.64075
YPEL1	1.70266666666667
KIAA0776	-0.13275
NR1D2	1.5415
DNAJC4	0.617125
NPNT	5.0368
ZNF677	0.5645
ZNF536	-2.66275
MEF2B	1.00066666666667
PTPN4	-0.5825
CTCFL	-5.7375
STX5	0.276166666666667
CD72	0.56425
VEGFA	-0.564684210526316
XRCC1	-0.4082
MAS1L	0.4988
ELL	-0.0474
SETBP1	1.49075
CDH11	-0.105
NDC80	-1.63215384615385
DMBX1	-3.06325
NRSN1	0.573166666666667
BAT2D1	-0.36225
CDS2	1.77283333333333
C1orf212	-0.336833333333333
SENP3	-1.28
IL1F9	0.00950000000000001
EEF2K	-0.504
COG8	-0.51525
CEP72	-0.47925
OR1L8	0.8015
MUS81	-0.198
PHYH	0.599125
GGT6	-1.03683333333333
C22orf23	1.2245
C13orf33	1.174875
MAPK8IP2	1.72925
NELL2	4.132
POU3F2	-3.16516666666667
ALPK1	0.96775
MRPS18C	0.01325
RPLP2	0.5575
FGF22	0.9075
SPNS1	-0.6265
ZFP1	-0.1265
IL1RAPL1	-0.9755
PCSK9	-2.75216666666667
NKX2-1	-0.37075
C6orf189	0.3405
SP4	0.1605
SLC11A1	1.6069
C21orf25	0.444666666666667
ICAM2	-0.43925
SH3GL1	-1.08083333333333
GSK3B	-1.0635
RALB	0.642125
PDXP	-1.63283333333333
GNGT1	-2.374
KIR2DL1	0.563
TNFAIP3	-0.999333333333333
C6orf32	0.5602
CBLN2	4.8935
PANK3	1.505
TAAR9	null
WDR82	-0.709142857142857
APOM	-3.897625
TRIP10	-1.4635
SPATA16	0.481
C1orf135	-2.23175
USP51	1.2575
TESK1	1.21775
C11orf64	0.48925
ZNF611	0.211
PDE6G	-0.036
HLA-DQA1	2.7895
GCLC	0.4505
SEC61A1	0.145428571428571
TWSG1	0.301166666666667
ZMYND10	2.0155
CTDP1	0.0855
ADAMTS6	-0.9955
SLIT1	1.8645
KRT86	-1.4675
KIAA0574	2.35075
GTPBP2	-0.4029
PQLC3	1.11975
PRRX2	-1.98416666666667
C15orf44	0.519666666666667
MKKS	-0.09075
C11orf10	-0.16475
