Hybridization REF	TCGA-B6-A0RS-01A-11R-A084-07
HIST1H3E	0.425333333333333
EIF2S1	-0.966277777777778
TNFRSF17	-1.06283333333333
TARSL2	-0.1745
NKX2-8	-0.03725
C1orf115	2.849625
LOC56964	1.295
KIAA0841	-0.60475
ISCU	-0.123
TTMA	-0.337
ZNF414	-0.082
LOC441150	0.5805
RAB15	0.51675
HBP1	1.30283333333333
TNNT2	-1.2195
CECR5	0.035
PHGDH	-1.161625
JRK	0.3332
XPO4	0.152625
FAM131C	0.663
ARHGAP25	1.5625
CA9	-3.41577777777778
GPR62	-0.110666666666667
TLX1	0.171166666666667
GPS1	0.1495
OR2M2	-0.497
BDP1	-0.321142857142857
FAM70B	0.131
RPS29	0.377666666666667
MKLN1	0.0594
TSPAN19	-3.28475
SLC29A3	0.9025
LGALS4	0.383833333333333
USH2A	0.452833333333333
NF1	0.199
APOBEC3A	3.51133333333333
IMPAD1	0.843
OLR1	3.883
NRAP	-0.034
HCFC1R1	-0.0588333333333333
TAOK2	0.235333333333333
MCM10	-0.304333333333333
MAP4K3	0.135333333333333
CBS	-2.74375
CLK3	-0.6631
PCDHGA5	0.5395
ELF4	-0.022
FAM71A	0.0155
C11orf49	-0.5335
CLIP2	-0.48075
BTBD9	0.7287
ZNF524	1.458
KDELR1	1.401
ZNF509	0.054
NCSTN	0.8315
ZNF533	-0.421785714285714
PARP4	0.097875
GALNT9	-0.498833333333333
NPY	-2.48225
BEGAIN	-3.24816666666667
TMEM77	0.853
FOXRED1	-0.430666666666667
SLC16A2	2.26783333333333
SLC35B1	-0.11175
GK5	0.625583333333333
SDCCAG10	-1.157
C4orf20	0.03125
SLC9A2	-0.013
ADD1	0.0507142857142857
TAL2	-1.075
ACLY	0.76575
DNAJC1	1.313
SOST	-1.95925
USP43	0.615
CYP4F12	-1.902
FKBP5	-0.324625
CHCHD5	-0.1167
NUDT22	-0.31575
CCDC85B	-1.6445
OR51G2	0.3665
STRN3	1.15378571428571
TMOD2	0.41075
FLI1	0.4785
MAB21L2	-1.02166666666667
DGKQ	0.21375
VPRBP	-0.395666666666667
SCNN1B	-1.3693
ECHDC3	2.6077
TMEM106C	-0.68175
CSNK2A2	-0.0375
RPL39	-0.4809
HERC3	-0.403375
ZBTB47	-0.129333333333333
ZNF681	0.876
PAGE2	-2.4885
CLIC5	2.81628571428571
RABAC1	1.58075
ZFHX2	0.5065
YPEL1	1.718
KIAA0776	-0.237
NR1D2	-0.0935
DNAJC4	0.561125
NPNT	1.4941
ZNF677	-0.204
ZNF536	-0.63875
MEF2B	-0.4205
PTPN4	0.09925
CTCFL	-4.9835
STX5	0.315333333333333
CD72	3.5735
VEGFA	0.208157894736842
XRCC1	-0.2341
MAS1L	0.276
ELL	0.1283
SETBP1	0.146
CDH11	2.576
NDC80	-1.78192307692308
DMBX1	-3.0465
NRSN1	0.378666666666667
BAT2D1	0.751
CDS2	0.773166666666667
C1orf212	0.266166666666667
SENP3	-0.486625
IL1F9	-0.4795
EEF2K	1.9775
COG8	-0.367
CEP72	-1.6735
OR1L8	0.7305
MUS81	-0.59525
PHYH	0.950375
GGT6	1.842
C22orf23	-1.18875
C13orf33	4.254875
MAPK8IP2	0.75075
NELL2	-0.0875
POU3F2	-2.81233333333333
ALPK1	1.567375
MRPS18C	-2.08075
RPLP2	-0.101875
FGF22	0.689
SPNS1	-0.272333333333333
ZFP1	-0.12425
IL1RAPL1	-1.57225
PCSK9	-3.12266666666667
NKX2-1	-0.277428571428571
C6orf189	0.44125
SP4	0.079
SLC11A1	2.2936
C21orf25	1.66366666666667
ICAM2	-0.021875
SH3GL1	-0.281333333333333
GSK3B	0.649833333333333
RALB	0.960375
PDXP	-1.3445
GNGT1	-2.89428571428571
KIR2DL1	0.6425
TNFAIP3	1.68016666666667
C6orf32	1.0142
CBLN2	1.04175
PANK3	1.157375
TAAR9	0.2465
WDR82	0.483857142857143
APOM	-3.910625
TRIP10	-0.0855
SPATA16	0.378333333333333
C1orf135	-1.242
USP51	-0.36525
TESK1	1.34225
C11orf64	0.072625
ZNF611	0.5
PDE6G	0.695
HLA-DQA1	3.75025
GCLC	0.099125
SEC61A1	0.310214285714286
TWSG1	-0.177666666666667
ZMYND10	-1.16875
CTDP1	-0.00425
ADAMTS6	-0.306
SLIT1	-2.386
KRT86	-0.479
KIAA0574	-1.706
GTPBP2	-0.4247
PQLC3	1.73125
PRRX2	1.45683333333333
C15orf44	-0.5635
MKKS	-0.897
C11orf10	-0.2525
GPR110	2.78475
CD109	-0.34475
ADCY1	-0.684833333333333
RHBG	-3.52725
TP53I3	0.255625
SLC22A3	-0.4826
UCP2	-0.2795
FOXG1	-2.65016666666667
OR2AG1	0.7775
TRIM24	-0.1815
PROC	-3.723
TAAR6	0.6645
AMTN	-1.6895
C10orf47	0.0498333333333333
DEPDC1	-1.442
FLJ45557	0.96225
ZDHHC17	-0.3999375
KIAA1429	1.31116666666667
KCNH1	0.14425
VNN3	-0.220125
PSMAL	1.46775
PPARD	-0.018625
HFM1	-1.128
YBX1	-0.762166666666667
ZNF695	0.664
SCTR	-0.241
DCDC1	0.4455
VPS26B	0.791
MTF2	-0.6375
ATP6V1F	0.42625
CCDC94	-0.62275
PERF15	0.6255
CCL11	2.72875
LMO7	-1.971625
DCST1	0.4865
ADRBK1	-0.155125
CDRT4	-0.21325
ZNF84	-0.368
HOXD8	0.51225
STARD8	-0.5165
FOXP2	-0.95075
CCDC103	0.17125
POLR3A	0.0703
GSC	-1.04583333333333
ZNF114	-0.0321666666666666
HTR7P	0.4625
LALBA	0.161
RMND5A	0.484666666666667
PSCD2	1.50875
ZNF409	-0.428
KRTAP1-3	-0.2985
MAF1	0.40225
LOC201725	-0.557333333333333
NRN1	-1.84275
SPAG5	-2.63816666666667
DNAH7	0.257
FLJ43860	-0.1415
BRCA2	0.53775
ACADM	0.233875
CXXC6	-1.436875
RAGE	-1.178875
CHMP2A	0.58125
FAM8A1	1.108
GPR21	0.158
SLC12A3	-3.0595
FVT1	0.255714285714286
ZDHHC7	0.416
FLJ44048	1.34575
SLC44A3	1.78766666666667
SDSL	0.035
MMP8	-1.11925
PLA2G12B	-3.69716666666667
ACY1	-0.9205
MT1E	-0.9515
OR4K15	-0.0455
TECTB	-1.2165
GPR20	-0.0545
IRAK2	0.035
RFPL3	-0.64525
MYO9A	0.551
NARG1L	0.2725
BLMH	-0.91975
CCDC3	2.65016666666667
C9orf21	0.693166666666667
KIAA0513	0.4015
MIER2	0.10775
PNMA2	-2.07366666666667
SH3BP2	0.7054
ANXA10	-2.30875
RTN2	-0.357333333333333
TFB1M	-1.924
PRPH2	1.2785
C14orf133	0.4065
GOLGB1	0.842916666666667
IRX4	-1.400875
NFKBIL1	0.0601666666666667
C10orf62	-0.6935
APBB3	-1.5515
RPS10	-0.2916
LOC728378	-0.42
TLE3	0.706666666666667
PSMB7	-0.3305
MESDC1	0.3945
SLC6A1	1.0425
OCLN	2.061
PTTG3	-2.66766666666667
NAGLU	-0.147
SERTAD4	-2.401125
SPRY1	1.3725
FLJ10781	0.427833333333333
MYSM1	-0.4205
TRIM4	0.232785714285714
SH3YL1	1.275
TREM2	3.77066666666667
SERPINI1	0.60675
HDHD3	0.948625
TMEM38A	-0.70675
EID2B	-1.514
TDRD3	0.5475
SEDLP	0.44375
THSD7A	3.32533333333333
NDST3	-3.00725
KLHL15	-0.392583333333333
DHRS12	1.835
FBXO9	-0.459928571428571
TNPO1	-0.836833333333333
MRPL13	-0.3495
SNX5	-2.88583333333333
METTL6	-0.17425
SOD1	-0.139375
CHML	-0.367666666666667
PACS1	-0.0385
SIRT5	0.7298
CAPN2	1.672
FXYD5	1.348
TWISTNB	-0.779125
LRFN1	0.554333333333333
UBE1L	0.077
UBE1C	-0.01525
OR51B2	-0.15475
OR4D11	0.00699999999999998
C15orf2	-0.34
NR4A1	1.0345
LOC339047	-1.919
TRIM17	0.268
ATP5G3	-0.0746428571428571
RPL15	-0.0846666666666667
ADAMTS8	-0.61825
HOXC4	-0.0655
C14orf37	1.428
CEACAM5	-2.544875
MYT1L	-0.293
RASA2	0.569875
OSBPL7	-1.228
STAG1	0.1605
GIMAP4	4.839
FUT3	3.645
PIF1	-3.190875
LPIN2	-0.615
SH3PX3	0.62275
PDP2	-0.26775
PAPD1	0.5075
ERP27	4.30275
APOOL	0.0624
DIABLO	0.29975
TRHR	0.027625
ARMC9	-0.798375
RNF152	3.81725
SLITRK3	0.0563333333333334
ZNF211	-0.0602
PFDN1	-0.393375
RGS11	-0.3575
HS6ST1	1.1872
AKR1D1	-1.174
TNP2	0.252
STK31	-0.0688333333333333
EML4	-1.24375
SGTA	-0.139166666666667
HIST1H2BI	-0.62
PSMD6	-1.92983333333333
KIAA1257	-1.692
C18orf55	-0.482333333333333
FLJ20273	1.9845
RPL28	-0.451166666666667
EPYC	0.693375
NOX3	-0.786
ELAC1	-0.6565
METT11D1	-1.108
BIN2	0.437
NACA2	-0.164
CCDC17	-0.88975
HM13	-0.6301
UBOX5	-0.641125
UBE2O	-0.386
UBL5	-0.0115
APOLD1	1.112875
C9orf31	0.56625
TNFSF8	0.126
ARHGAP29	1.799
PROKR2	-0.161
PDE5A	0.2435
C6orf12	0.5475
TOM1L1	0.9795
WHDC1	-0.2195
FOXI1	0.2125
RAB4A	0.5454
TMEM39B	-0.96325
ATPBD1C	-0.51325
FARSA	-0.925333333333333
PLEKHG5	0.1405
CMAS	-0.3135
OR7E24	-0.1115
SLC30A1	-0.17025
CDC42EP5	0.7145
PLAC1	-0.072
KLHL18	-0.304916666666667
LBA1	0.5825
TAZ	-1.115
CRIP2	0.581625
BTBD11	-1.63466666666667
C16orf72	0.12075
DIO2	1.5143
LRRCC1	-0.414166666666667
CCDC136	-2.499
PRX	-0.17825
RBM5	-0.8348
TMEM85	0.73925
TUBGCP4	-0.907
APLN	0.4745
CDK7	-0.670166666666667
SSR2	1.44916666666667
CRELD1	-0.2045
C19orf46	1.9145
GAL3ST4	1.04366666666667
KBTBD10	-0.4425
IL28A	0.72225
WDR27	-0.861
MCM2	-1.369
SOX14	-0.0685
FLJ39743	0.085
KIAA0922	1.012625
HIPK4	0.626
FLJ25758	-0.1195
C16orf57	0.263666666666667
PDZD2	3.066625
MCC	0.377
HHLA3	-0.6423
ID2	0.71775
C20orf23	1.40858333333333
ZNF688	0.37375
APOC2	-1.0715
LOC440093	0.11625
FAM50B	2.62516666666667
PWP1	0.074
DNAH10	0.54625
HIST1H2BA	-0.5025
GPR56	1.18283333333333
METAP2	-0.461625
PAN3	0.454333333333333
STXBP4	0.6965
PDHX	0.2855
MTA1	-0.405416666666667
ZBED4	0.219625
ZNF720	-0.09725
CDK2	-0.8595
RHOJ	0.373625
CDC37	-0.4835
ZER1	0.903375
GRK4	0.088
PRPH	-0.82925
POLR2A	-0.32375
OGFOD1	0.1065
NOL5A	-1.34175
PHEX	2.456
FLJ16478	-0.40325
C20orf117	-0.685125
CAMTA2	0.2075
C11orf74	0.939833333333333
DDX17	-0.0404166666666667
C5orf27	0.38325
PLEKHA2	-0.6652
PDE4DIP	-0.9164
SCN7A	0.018
ZNF559	0.0343333333333333
CXCL10	3.873
ZMYM4	-0.263833333333333
STK32B	-1.2754
KIAA0888	-1.205
TACR3	1.1285
CKAP2L	-0.922
KIF1A	0.279
RSPRY1	1.79525
VCAN	2.195
CYP27C1	-0.105
SYDE1	-1.40466666666667
MED12L	-1.098
ZDHHC21	1.6345
NHS	-0.9505
TM9SF3	2.0075
DDHD1	0.0135
MAFG	-0.223833333333333
BICD2	0.0159
C14orf119	0.327333333333333
C14orf43	0.209
CDH7	-1.28275
ALKBH5	-0.731428571428571
JUP	2.298375
TMEM41A	1.026
MAMDC4	-1.4895
CBX3	-0.224875
LRRC18	0.28225
RBMXL2	-0.22325
PLA2G4D	0.724666666666667
FGF13	-0.170125
KIF3A	0.0208333333333333
PDIA6	-0.15975
DCXR	0.152
CASKIN2	0.435083333333333
EHD1	1.01766666666667
MARCKSL1	0.472333333333333
ZNF496	0.1485
SCAF1	0.6695
KCTD8	-0.72975
TRAF3IP3	0.915785714285714
LSR	2.134
CXorf1	0.289833333333333
C14orf112	0.285833333333333
EIF2B1	0.1265
OMP	-0.029
GSTZ1	-0.15225
LOC92017	1.0205
ISLR2	0.4395
C12orf36	0.312
GATA2	-1.82033333333333
GABRA5	-1.4445
CELSR2	-1.20285714285714
STAM2	1.4373
TNAP	0.2145
PTPMT1	-0.1935
GRP	4.25325
SV2A	-1.72733333333333
MAGEA12	-4.65625
CACNG1	0.948
C18orf19	-1.0825
GSG1	-0.612166666666667
PTPRJ	1.0885
FRMPD1	0.0405
ZNF668	-0.0455
PLEKHJ1	-0.645375
ADAT1	-0.544
TMEM50A	0.237
UCN3	0.1325
HOOK1	0.711125
IL17B	-1.472
MLKL	0.484
TTC14	-0.229
KLHL5	1.907
CRYL1	0.589333333333333
FOXH1	-0.501
NFYB	0.17825
PPM1G	-0.379
GOLGA2LY1	-1.04575
NMT1	0.025625
HADHA	-0.00179999999999997
CHSY-2	2.682
PLEKHF1	1.29228571428571
SAGE1	-2.52
MUSTN1	0.30525
SUHW4	0.941
TFEB	0.902166666666667
ZFYVE27	-1.00925
ATG12	-0.587333333333333
BMI1	3.75007142857143
ZIM3	-0.109
MYH4	-0.015
MASP1	-1.23691666666667
KIAA0984	1.71075
RPAP2	0.1245
ASB5	-0.254
BOLA3	-0.572
MIA3	1.11333333333333
KRT35	0.138
KIR3DL3	-1.0365
MRPL51	-0.18075
SEMA3F	1.06266666666667
NDUFB2	-0.0596666666666667
LOC253012	-0.9195
FAM46C	-0.0783
G6PC	-1.932
CSAG3A	-5.15266666666667
PREX1	0.845
SLC25A45	0.13225
MAPKBP1	-0.1184
CPE	-0.6167
GNB1	-0.11
CXCR6	2.1785
TRIM46	0.11925
C16orf3	0.163333333333333
HPSE	1.58275
TIGD3	-0.8185
SPG3A	1.8945
LCAT	-1.95566666666667
ST6GAL1	0.0546111111111111
POMC	0.24725
FLJ36031	0.301166666666667
NSMAF	-0.1995
SKIL	1.539
ADSS	1.35583333333333
HMGCS1	-0.7145
POLR3F	-1.394
RAB10	0.54825
ZNF277P	0.25275
ZBTB7B	1.5765
DHRS1	-0.4675
ABCC13	0.133
CNOT3	0.16425
NFKBIA	1.0755
GAK	-0.734166666666667
SFT2D2	2.26383333333333
HOXA6	-0.9095
CRTC1	-0.11775
LY6D	4.5395
C20orf72	-1.50433333333333
CPT1A	0.10475
LMO1	-2.446
EIF3I	-0.42075
PRB4	0.70375
MCM3APAS	-1.714375
C20orf132	-1.2634
FOXF2	-2.51675
S100A12	0.00874999999999999
MLH1	-0.189333333333333
ACTN1	0.7179
MRPL36	-0.465333333333333
C20orf106	-0.47575
FBXO6	0.8545
MKS1	0.245166666666667
CX3CR1	-3.29925
PDE1B	1.1295
PLP1	-3.50475
KISS1	0.113833333333333
C14orf2	-0.8105
TBC1D3P2	-1.4785
COMMD6	0.986
ANKRD7	-1.9205
PTCHD1	2.900875
NARS2	0.055
DOCK7	0.570625
FAM127B	-0.24125
LOC390243	-0.0575
N6AMT2	0.95
ZNF391	-1.821
DNAJB14	-0.458833333333333
WRB	-0.30875
BPI	0.378583333333333
TTC4	0.01
FAM10A5	0.79125
GOT1L1	0.4154
MAGED1	1.535375
RESP18	0.36275
WFDC6	0.388
MT2A	-1.352
C11orf56	-0.32225
KIAA1432	2.2475
ROR1	-0.60625
HSD17B14	2.71033333333333
ZFAND2B	-0.236
SAMD4B	0.419
HEXA	-0.003625
HNRNPU	-0.0521363636363636
USP39	0.082625
NRD1	-0.21825
R3HDML	0.35325
FLT4	0.711166666666667
OMG	0.257333333333333
OR52N4	0.651
LOC399818	-0.2415
ELA2	-2.958
VENTXP1	0.5085
RFC5	-1.898
OR52L1	-0.269
PAX5	0.2355
FBXO2	-2.32975
GMEB1	-0.234
AKT3	-0.452333333333333
CRB1	-1.90066666666667
CTTN	0.0765
UTP15	-0.403333333333333
HSBP1	-0.785666666666667
PHF11	1.65375
NDEL1	0.528
USP8	0.31275
BAIAP2	0.0475625
SI	0.6674
ARSJ	2.66166666666667
BAAT	-3.53775
KCNS3	2.33583333333333
LOC126147	-0.417166666666667
TMEM37	0.61225
C1orf162	3.51516666666667
MBD1	-0.5927
ITGAL	0.714833333333333
WDR73	-0.8845
GKN2	0.277166666666667
ARFGAP1	-0.8675
SLC5A8	0.1066
ZBTB40	-0.6361
CYP4B1	7.51766666666667
LYPLAL1	-0.233
CHST3	-0.2405
MAP3K9	0.3905
BTAF1	-1.04716666666667
TFAP2E	-0.188
RBM35B	0.6
LOC441251	-0.566333333333333
ANKRD25	-1.03116666666667
UQCRC2	-0.0185
MAEA	0.269666666666667
HYAL1	-2.8901
RNPEPL1	5.78241158658936e-19
CPSF2	0.144375
PSD3	-0.8902
ABCA13	0.38575
AGR2	2.31675
GBX1	-0.1715
HDLBP	0.470857142857143
ACY3	1.719
HECW1	-0.99275
ZNF519	-0.272
HOPX	3.6815
ZNF304	1.445125
OR12D3	-0.2255
FKSG43	0.38725
METTL1	0.2775
MFSD3	-0.8761
PSPH	-0.75225
CLCA3	-0.6515
DARS2	0.242
CDC25A	-1.46766666666667
BAIAP2L1	0.54075
B3GNT5	3.1545
USP29	0.631666666666667
ARHGEF10L	0.5955
ATOX1	-0.190125
ADAM30	0.30975
DNASE1	0.02
STT3A	1.13566666666667
RAB6IP1	-0.24475
PTN	-1.2934
C1orf106	1.77892307692308
HECA	1.83375
RNF122	0.47175
SLC22A18AS	-0.313833333333333
GNG8	-0.3065
ELP4	-0.35575
FAM65A	-0.202166666666667
RPL10A	0.212166666666667
IRS4	0.347
MACF1	0.6359
SEC24D	1.46875
LOC374395	0.441
TGFB2	3.5255
MDFIC	0.2615
CHRNE	0.603166666666667
PCMTD2	-0.847666666666667
ATP6V0D1	0.0881666666666667
MTA2	0.16725
LZTR1	-0.809166666666667
RAP1A	-0.0221666666666667
AXIN1	-0.20175
POLR1C	-0.62275
TRIO	0.23725
PLXNA4A	-0.511416666666667
C5orf33	-0.4935
DEPDC1B	-2.531625
ZNF473	0.0255
MTM1	0.865
GPR107	0.536833333333333
CSNK1A1L	0.243
FLJ14154	0.62225
NLRC4	4.28675
ENPP4	1.00666666666667
PADI3	3.6565
RNF170	0.039875
CG018	0.928
C16orf7	-0.561
KCNE1	-0.15575
NRM	-0.363166666666667
SLC37A3	1.34464285714286
TPD52L2	-0.839166666666667
UNC5B	1.028
C12orf12	0.2895
SDHB	-0.8425
CLRN1	0.210875
NUDT10	-1.99716666666667
UGT3A1	0.296857142857143
FBXW8	1.067875
RHOF	-0.036375
PTPLAD1	-0.286875
MYO3B	-0.764666666666667
DERA	-0.76925
TPP2	0.32675
C19orf53	0.0561666666666667
GINS3	0.0893750000000001
ST6GALNAC5	0.997
CHSY1	0.21475
MGC15705	0.0015
GPR83	0.462
EXT2	0.818125
DOLK	0.83275
TUBAL3	0.3225
ACVRL1	2.0157
ABL2	0.49275
C14orf156	-0.899333333333333
PTPRZ1	-4.362875
DIP2C	1.089875
LAMP1	1.96575
RXRA	0.7936
MAP3K5	0.84325
ALKBH1	0.586666666666667
PDLIM7	-0.389125
ARL14	-0.035
SNIP1	-0.0926666666666667
TIMP3	0.43975
RGS3	0.1805
SPAG16	0.1644
ABHD4	-0.06925
ARHGEF12	1.69572727272727
GLUD2	0.207
RAC2	-1.1086
UAP1L1	1.1755
SLC18A3	0.4295
YOD1	-0.121416666666667
RALY	-0.17525
HMOX2	0.789
DGKH	1.846
DBNDD2	0.879666666666667
YIPF4	0.402375
THAP10	-0.1
ZNF513	0.378
HAGHL	-0.211333333333333
ITGB4	0.442
CCDC141	-0.518
YTHDF3	1.66675
C5orf28	1.033
RPL7L1	-0.287875
TMEM30B	1.42192857142857
ANKRD35	-0.1125
DUOXA2	-0.23875
TBC1D5	0.065375
DFNB59	0.083
HRH4	0.56375
MYO6	1.7822
DNAJA4	1.4995
RBM24	-1.970875
CEACAM20	-1.08325
RBM23	0.158642857142857
NGFB	0.369
C1orf63	-1.2019
KRTAP7-1	-0.216
PERLD1	0.66
NPB	0.056
C17orf59	0.4409
HSPBAP1	0.015
SLC15A4	0.365875
PRTFDC1	-1.71975
OSMR	-1.32028571428571
CYSLTR2	0.4605
C19orf25	-0.4179
KIAA1797	0.8105
NLRP6	-0.484
FAM105B	0.3434
SCRN2	0.5165
LRRC58	0.2772
RNF17	0.59375
NEIL3	-2.5365
FAM137A	-1.02675
SKP2	-2.7705
PARVA	0.501833333333333
PKLR	-1.812
RNF34	0.314625
A3GALT2	0.6055
C12orf50	0.4088
SUNC1	-1.32625
FAM102B	-0.585333333333333
CCT2	-0.83425
LRRC37A2	-0.039
ARF4	0.6795
SIKE	0.537875
C8orf48	-0.845333333333333
MBTPS1	-0.280214285714286
GPSN2	-0.6115
NCF2	3.634
SLC12A6	0.509
MRPL48	0.1555
HMGN3	-0.760166666666667
LRRC62	-1.7445
PAX9	-2.60725
FAM55A	-0.553
C20orf42	-3.504
SCML2	-1.4315
BCL9	0.58325
FAM40A	0.04625
C9orf41	-1.08983333333333
ZNF774	1.275
LETM1	-0.898
PLXNB1	-0.31
NIPSNAP1	0.3545
USP10	-0.24025
F9	0.145
LIPE	1.10675
CNGB3	0.975
C12orf52	-0.24825
PI4K2A	-0.12425
MED8	0.29875
STAT4	1.6897
FGD4	0.905
RNF145	-0.7255
WDR32	-0.4563
CLDN2	0.166666666666667
TCEAL8	0.887
ZMYND8	-0.8656
PDXK	-0.53459375
GATAD2A	0.0705
PTGES3	-0.683
CCM2	-0.46425
TAP1	1.354375
ZNF670	0.8415
ETS2	-0.824642857142857
C6orf166	0.200166666666667
PRMT2	0.726071428571428
OR4B1	-0.0555
INTS8	0.159
CCDC102A	0.15925
CCDC83	-1.9106
ITGA1	0.2726
EPHA5	-1.57633333333333
FAM24B	-2.62483333333333
TSGA10	1.1185
HAL	-1.63216666666667
MYOT	-0.6005
SPACA3	-0.264
BCL2L2	-0.355833333333333
CUGBP2	-0.444
CCNB3	0.7735
RNF113B	-0.218
MERTK	0.49575
BAG1	-0.13475
VPS36	0.88875
ORMDL3	1.1729
C1orf190	-0.11925
ZNF625	-0.0335
CORO2B	-2.1485
ALOX15	-0.45
CST1	2.0245
NUPR1	2.48666666666667
CCL7	3.0785
SMCR5	-2.498
DSC2	3.7495
RBMS2	1.12825
GRIK4	0.4215
TRIM65	-0.2816
TMPRSS6	-0.894071428571429
TP53INP2	0.82825
GLB1L	0.871166666666667
LOC388284	-0.258666666666667
PUS1	-0.4205
BCL9L	1.026
OLFM1	-1.42716666666667
RET	-0.46875
MASTL	-0.6005
ALX3	0.18575
IL1RL1	0.1495
ZNF765	-0.7354
C14orf138	-0.6335
SNX10	0.549666666666667
TAC4	0.0475
C1orf64	1.79275
POGK	1.219875
MAPK9	0.40875
ZNF366	2.0335
C8orf79	-0.2037
CLDN7	2.627
OR5AT1	0.5405
TRIM37	-1.2385
LRRC25	3.027
GRHL2	2.7424
TEKT3	0.9455
LASS5	-0.298166666666667
ABCC4	-0.887333333333333
DLG3	1.947125
VGLL1	1.529875
ZFP36L2	1.78316666666667
MFRP	0.00666666666666666
KIAA1799	0.135
FLJ44379	-0.463
PCNX	0.27825
ANXA9	1.062
CYP4V2	-0.5944
PIK3C2A	0.732
SRR	0.2635
NOL3	-0.7755
IFITM2	-0.4175
ARNTL2	-1.507
ZNF595	0.65175
NLRP13	0.5455
ASPH	0.0255
CPA2	0.7315
PVRIG	-0.929833333333333
LEPR	-0.7865
C16orf42	0.207166666666667
SH3BGRL	0.61525
FAM77D	-0.602
FNDC7	0.6885
C9orf6	0.367
NOTCH2NL	0.8115
PGBD1	-1.73816666666667
SYNGR2	1.38566666666667
PITPNA	-0.0025
PRPF4B	0.2146
SLC43A3	-0.213285714285714
NRBP1	-0.06125
SLC25A22	-0.22275
ILK	-0.35925
SLC22A8	0.260166666666667
MRPS7	0.415125
PITX2	-2.27425
FABP3	1.971
OR1L1	0.1055
LOC728215	-1.136625
BLID	-2.27
KIAA1217	2.85952941176471
TFPT	0.44875
AP4B1	-0.92125
VBP1	-1.35
OR1K1	0.25
MORC3	0.728
BHMT2	-0.728833333333333
C3orf10	0.91325
FZD7	0.0963333333333333
WFDC10A	0.451
PMS2CL	-0.65475
CCDC32	0.223833333333333
FA2H	0.69125
ALG13	-0.756
TTLL7	0.9044
SPOCK3	-0.522
SLC13A2	0.163
AIM1	2.4765
GPRC6A	0.5355
EGR2	5.18925
MED11	-0.609
WWC1	1.6035
SH3GL3	-3.35475
RIF1	0.198142857142857
PRLH	-0.2785
VLDLR	0.557
DBT	0.3025625
C21orf63	0.649
CGGBP1	-0.063
KRTAP12-2	-0.169
TADA3L	0.117375
ZBTB16	0.27675
PDGFB	1.33975
RFX1	0.074875
UQCRB	0.3025
LOC133874	0.2395
HPS3	-1.53625
LGALS3BP	-0.0233
DKFZP564O0823	1.69885714285714
MRFAP1L1	-0.02075
HOXA10	-1.5355
NGB	-0.201
KIF21A	0.187307692307692
IFLTD1	-0.082
LZTS1	-0.82325
ARHGEF3	1.339
RHBDL3	0.3775
CSNK1G2	-0.478916666666667
ChGn	-0.205875
KIAA1244	2.83466666666667
GABRB2	-0.3735
MGC72080	-0.6805
CD27	3.35175
EGLN1	-0.9046
PEX13	1.1905
RWDD3	-0.433
RNF12	0.505166666666667
GRIN2B	0.204
ADAMTS14	-0.87025
DYDC2	-1.2555
ATP6AP1	-0.0724
NR1H2	0.273833333333333
PDK2	0.4275
C3orf17	-0.338
SLC38A2	-0.603
SLC25A29	0.4155
C15orf29	0.630875
ADAM9	0.293083333333333
TMUB2	0.44025
GPR176	-0.3535
AGK	-0.410625
MCCD1	0.098
NDUFA4	-0.52025
TMEM146	0.06725
DUSP1	2.504
UNQ6975	0.7525
EMX2OS	3.3355
INSM2	-0.71775
LUZP4	0.088
SETD6	-0.3235
P2RY2	4.207
SLC45A2	-1.7155
RABGAP1	0.860166666666667
UBXD5	-0.44675
GPRC5A	0.7113
PAK3	-0.460166666666667
LOC63920	-0.602
TGFBR1	0.6108
KRTAP6-3	0.04125
SFMBT2	-0.36825
CDC42	0.044125
C11orf35	-0.722
TTLL2	0.13625
UACA	0.397416666666667
CD97	-0.3935
SETD5	0.288875
NINJ2	-0.89825
PTER	-0.870833333333333
POMGNT1	0.389
KRTAP4-2	0.0755
ECGF1	2.216
HRB	-0.203818181818182
ATP1B2	-0.8045
LOC400506	0.50575
COL4A3BP	0.53475
C6orf97	-2.19425
GRHPR	-0.844
TAS2R1	-0.399
SEMA7A	-1.091
EDF1	0.51275
ODF2L	1.0723
PCID2	-0.0883333333333333
GTF2H4	-0.220333333333333
ZCCHC3	-1.13475
CGB2	-0.0858333333333333
NEUROD1	0.45975
C20orf75	0.21
RP5-1054A22.3	1.5545
IFNA5	0.0765
ZNF134	-0.176916666666667
MGC119295	-0.8658
ZSWIM6	-0.92625
SMEK1	0.847
PCGF2	0.304125
C1orf102	0.42775
CYP2A13	0.612
KCNH6	-0.8126
MDM1	-0.0246
ALDH7A1	0.737833333333333
C9orf75	0.64325
VDAC3	-0.071875
OR51T1	0.1385
EIF3F	-0.83225
KCNJ10	0.1575
LENG8	-0.1745
EDEM2	0.688583333333333
CCNJL	-0.929833333333333
DHX37	-0.957
CRYGN	0.6415
AATF	-0.359625
ZNF630	1.28125
E2F5	-0.0745
WFDC13	-0.71575
FTSJ3	0.2215
C4orf33	0.928
LHFPL4	-2.8695
C19orf56	0.295
SMAD4	-0.380875
AFM	-0.477
G0S2	0.23475
FCHSD2	0.4367
RRP1B	-0.9775
EEF1B2	-0.0578333333333333
STAT6	-0.185666666666667
ZNF195	-0.135
