Hybridization REF	TCGA-A1-A0SO-01A-22R-A084-07
TNFSF8	0.3785
ARHGAP29	-1.889125
PROKR2	0.6005
PDE5A	-0.00916666666666664
C6orf12	-0.3315
TOM1L1	1.92
WHDC1	0.349375
FOXI1	0.431833333333333
RAB4A	1.7185
TMEM39B	0.059
ATPBD1C	0.24175
FARSA	-0.384333333333333
PLEKHG5	0.74725
CMAS	0.815333333333333
OR7E24	1.4345
SLC30A1	-0.502
CDC42EP5	1.58583333333333
PLAC1	-1.364
KLHL18	1.11291666666667
LBA1	0.2439
TAZ	0.3965
CRIP2	1.32075
BTBD11	-1.87233333333333
C16orf72	0.3095
DIO2	-1.5151
LRRCC1	2.42683333333333
CCDC136	-2.149
PRX	1.172875
RBM5	-0.5996
TMEM85	0.113
TUBGCP4	0.247
APLN	-0.444
CDK7	-0.625666666666667
SSR2	1.08925
CRELD1	0.5355
C19orf46	1.2775
GAL3ST4	1.121
KBTBD10	0.6525
IL28A	0.9615
WDR27	-2.3255
MCM2	0.726
SOX14	-1.1495
FLJ39743	0.366
KIAA0922	-0.248375
HIPK4	0.719
FLJ25758	-0.311
C16orf57	-0.1255
PDZD2	-0.200375
MCC	-2.173
HHLA3	0.4518
ID2	1.5945
C20orf23	1.30808333333333
ZNF688	0.54475
APOC2	-2.61433333333333
LOC440093	0.62125
FAM50B	2.9845
PWP1	0.7825
DNAH10	-0.204
HIST1H2BA	0.83225
GPR56	-1.01233333333333
METAP2	-0.35025
PAN3	1.23766666666667
STXBP4	0.69525
PDHX	0.4755
MTA1	0.234833333333333
ZBED4	0.215625
ZNF720	0.50525
CDK2	-0.60875
RHOJ	-0.453625
CDC37	0.540166666666667
ZER1	0.26575
GRK4	-0.46125
PRPH	0.3685
POLR2A	0.180125
OGFOD1	-0.83325
NOL5A	-1.1985
PHEX	1.9315
FLJ16478	0.12025
C20orf117	-0.9335
CAMTA2	-0.20275
C11orf74	1.80633333333333
DDX17	-0.622833333333333
C5orf27	1.598875
PLEKHA2	-2.1609
PDE4DIP	-1.6782
SCN7A	1.07425
ZNF559	0.331
CXCL10	3.853
ZMYM4	0.543
STK32B	-1.661
KIAA0888	-2.6557
TACR3	0.2985
CKAP2L	1.31725
KIF1A	1.94716666666667
RSPRY1	0.00425
VCAN	0.081
CYP27C1	-0.5895
SYDE1	-2.225
MED12L	0.31875
ZDHHC21	0.2805
NHS	-2.2385
TM9SF3	1.36333333333333
DDHD1	-0.481875
MAFG	-0.37275
BICD2	-0.6028
C14orf119	0.345333333333333
C14orf43	-0.540142857142857
CDH7	-1.154
ALKBH5	-0.842428571428571
JUP	1.159
TMEM41A	0.5295
MAMDC4	-2.03983333333333
CBX3	0.78175
LRRC18	0.1545
RBMXL2	-0.0835
PLA2G4D	0.745
FGF13	0.8895
KIF3A	0.1595
PDIA6	1.345
DCXR	0.28475
CASKIN2	0.581333333333333
EHD1	0.122833333333333
MARCKSL1	1.839
ZNF496	0.527666666666667
SCAF1	0.1195
KCTD8	-1.38275
TRAF3IP3	-0.511
LSR	1.34775
CXorf1	0.3515
C14orf112	0.0583333333333333
EIF2B1	1.194
OMP	0.125
GSTZ1	-1.42375
LOC92017	1.20825
ISLR2	1.6645
C12orf36	0.412
GATA2	-2.69366666666667
GABRA5	-1.8685
CELSR2	-0.619
STAM2	1.1904
TNAP	-1.228
PTPMT1	0.9355
GRP	0.9995
SV2A	-1.21066666666667
MAGEA12	-0.6145
CACNG1	-1.598
C18orf19	-1.0005
GSG1	-0.448166666666667
PTPRJ	0.106857142857143
FRMPD1	0.28
ZNF668	0.5
PLEKHJ1	-0.104875
ADAT1	-0.6685
TMEM50A	0.0825
UCN3	0.076
HOOK1	1.666125
IL17B	-1.878
MLKL	-1.03766666666667
TTC14	-3.28383333333333
KLHL5	-1.013125
CRYL1	1.38433333333333
FOXH1	0.397
NFYB	0.28075
PPM1G	1.01325
GOLGA2LY1	-0.4855
NMT1	0.049375
HADHA	0.2337
CHSY-2	0.11025
PLEKHF1	0.0912142857142857
SAGE1	-3.6825
MUSTN1	-0.6115
SUHW4	-0.436
TFEB	0.133
ZFYVE27	-0.01375
ATG12	-0.3015
BMI1	1.63892857142857
ZIM3	-0.05
MYH4	0.57475
MASP1	-1.26308333333333
KIAA0984	1.58025
RPAP2	0.362
ASB5	0.21175
BOLA3	0.0326666666666667
MIA3	0.7785
KRT35	0.432
KIR3DL3	-0.8895
MRPL51	0.26325
SEMA3F	-0.5825
NDUFB2	-0.0608333333333333
LOC253012	-1.2545
FAM46C	-1.5171
G6PC	-2.28171428571429
CSAG3A	-1.4035
PREX1	-2.63
SLC25A45	0.467125
MAPKBP1	-0.4192
CPE	-1.3859
GNB1	-0.04775
CXCR6	1.0615
TRIM46	0.211
C16orf3	0.431
HPSE	1.149
TIGD3	2.1225
SPG3A	3.277
LCAT	-2.2835
ST6GAL1	-1.19294444444444
POMC	1.33
FLJ36031	-0.0733333333333333
NSMAF	0.194166666666667
SKIL	1.451
ADSS	-0.395833333333333
HMGCS1	-0.9813
POLR3F	0.796666666666667
RAB10	0.711125
ZNF277P	-0.531875
ZBTB7B	0.248625
DHRS1	0.3295
ABCC13	-0.040875
CNOT3	0.73525
NFKBIA	1.0375
GAK	-1.0425
SFT2D2	2.22366666666667
HOXA6	1.2555
CRTC1	0.421125
LY6D	-1.37933333333333
C20orf72	0.134833333333333
CPT1A	-0.2245
LMO1	-2.1025
EIF3I	0.13275
PRB4	-0.0455
MCM3APAS	-0.72875
C20orf132	-1.073
FOXF2	-4.73075
S100A12	0.7645
MLH1	0.417833333333333
ACTN1	-0.4066
MRPL36	-0.252833333333333
C20orf106	-0.58925
FBXO6	1.12216666666667
MKS1	0.7425
CX3CR1	-4.303375
PDE1B	0.00850000000000001
PLP1	-3.66675
KISS1	0.211666666666667
C14orf2	0.0238333333333333
TBC1D3P2	-1.2635
COMMD6	0.8121
ANKRD7	1.11925
PTCHD1	1.842
NARS2	0.2265
DOCK7	0.7115
FAM127B	-0.154
LOC390243	-0.136666666666667
N6AMT2	1.5095
ZNF391	0.957
DNAJB14	-0.345833333333333
WRB	1.681625
BPI	0.0525
TTC4	0.367166666666667
FAM10A5	-0.618
GOT1L1	0.1293
MAGED1	1.329625
RESP18	0.22425
WFDC6	0.89675
MT2A	-2.539
C11orf56	0.07925
KIAA1432	-0.3705
ROR1	1.1675
HSD17B14	0.646666666666667
ZFAND2B	-0.695
SAMD4B	1.16025
HEXA	0.589875
HNRNPU	0.3875
USP39	0.800375
NRD1	0.036
R3HDML	0.715
FLT4	1.26716666666667
OMG	0.249
OR52N4	0.476
LOC399818	0.434
ELA2	-2.77225
VENTXP1	0.441
RFC5	0.114
OR52L1	0.689
PAX5	0.0305
FBXO2	-2.9525
GMEB1	0.2525
AKT3	-1.70783333333333
CRB1	-2.09933333333333
CTTN	-1.0165
UTP15	-0.258833333333333
HSBP1	0.496666666666667
PHF11	0.87725
NDEL1	-0.5595
USP8	-0.9865
BAIAP2	-0.3443125
SI	0.311
ARSJ	-3.80433333333333
BAAT	-2.5705
KCNS3	1.98866666666667
LOC126147	-0.787666666666667
TMEM37	-0.8855
C1orf162	2.67483333333333
MBD1	0.1719
ITGAL	-0.798
WDR73	-0.2735
GKN2	0.341666666666667
ARFGAP1	-1.079875
SLC5A8	5.84683333333333
ZBTB40	-0.2187
CYP4B1	-2.47383333333333
LYPLAL1	0.26675
CHST3	-0.0475
MAP3K9	0.275
BTAF1	-0.780333333333333
TFAP2E	-0.5715
RBM35B	1.05175
LOC441251	-0.468666666666667
ANKRD25	-0.370944444444444
UQCRC2	0.5905
MAEA	0.371166666666667
HYAL1	-3.2383
RNPEPL1	-0.828666666666667
CPSF2	-0.76875
PSD3	-1.7276
ABCA13	0.831625
AGR2	-3.2715
GBX1	0.423
HDLBP	0.313357142857143
ACY3	-0.9815
HECW1	-0.608
ZNF519	1.79625
HOPX	2.251
ZNF304	1.12075
OR12D3	-0.67
FKSG43	0.20575
METTL1	-0.159375
MFSD3	-0.7782
PSPH	-1.0655
CLCA3	0.271
DARS2	-0.988
CDC25A	0.516333333333333
BAIAP2L1	0.7315
B3GNT5	4.05425
USP29	0.048
ARHGEF10L	-0.0932
ATOX1	-0.97625
ADAM30	0.0355
DNASE1	-0.32025
STT3A	0.0373333333333333
RAB6IP1	-1.216
PTN	-2.171
C1orf106	1.29653846153846
HECA	1.22875
RNF122	1.18525
SLC22A18AS	-0.133666666666667
GNG8	1.12416666666667
ELP4	0.75125
FAM65A	-0.197166666666667
RPL10A	-0.387
IRS4	0.2185
MACF1	0.1002
SEC24D	-1.45775
LOC374395	0.25475
TGFB2	1.985625
MDFIC	-0.169125
CHRNE	0.4985
PCMTD2	-0.682666666666667
ATP6V0D1	-0.3245
MTA2	0.287
LZTR1	-0.697666666666667
RAP1A	0.424333333333333
AXIN1	-0.31775
POLR1C	1.07275
TRIO	-0.288916666666667
PLXNA4A	-1.12491666666667
C5orf33	0.48875
DEPDC1B	-0.961875
ZNF473	0.675666666666667
MTM1	0.389125
GPR107	-0.444
CSNK1A1L	0.246833333333333
FLJ14154	-0.2945
NLRC4	2.6775
ENPP4	1.7975
PADI3	-0.976
RNF170	0.485375
CG018	0.903
C16orf7	-0.77825
KCNE1	0.24075
NRM	1.00433333333333
SLC37A3	0.486071428571429
TPD52L2	-0.871333333333333
UNC5B	-1.36825
C12orf12	0.417333333333333
SDHB	-0.83125
CLRN1	0.153875
NUDT10	2.221
UGT3A1	0.168125
FBXW8	1.266875
RHOF	-0.815375
PTPLAD1	0.182875
MYO3B	-0.90725
DERA	0.458
TPP2	0.00900000000000002
C19orf53	-0.0731666666666667
GINS3	-0.1145
ST6GALNAC5	-0.3485
CHSY1	-0.24775
MGC15705	1.3005
GPR83	0.204666666666667
EXT2	1.3775
DOLK	0.6555
TUBAL3	-0.21925
ACVRL1	1.7917
ABL2	-0.718
C14orf156	-1.84983333333333
PTPRZ1	-3.170375
DIP2C	1.132625
LAMP1	1.8275
RXRA	-1.5245
MAP3K5	-2.3215
ALKBH1	-0.618666666666667
PDLIM7	-1.05225
ARL14	-1.776
SNIP1	0.857166666666667
TIMP3	0.389083333333333
RGS3	-0.309
SPAG16	0.5894
ABHD4	0.3825
ARHGEF12	-0.531166666666667
GLUD2	-0.7775
RAC2	-2.3953
UAP1L1	-1.2685
SLC18A3	-0.466
YOD1	-0.87475
RALY	0.96475
HMOX2	0.26225
DGKH	0.97325
DBNDD2	-0.1565
YIPF4	0.8605
THAP10	1.0285
ZNF513	1.26
HAGHL	-1.10566666666667
ITGB4	1.11616666666667
CCDC141	-1.637
YTHDF3	1.26225
C5orf28	0.566
RPL7L1	0.325
TMEM30B	0.408214285714286
ANKRD35	-0.974
DUOXA2	-0.19975
TBC1D5	0.518875
DFNB59	0.5675
HRH4	0.902
MYO6	1.526
DNAJA4	1.181125
RBM24	-2.001625
CEACAM20	-0.53775
RBM23	0.7295
NGFB	0.0715
C1orf63	-2.0394
KRTAP7-1	0.2585
PERLD1	0.95875
NPB	0.7835
C17orf59	0.2608
HSPBAP1	-0.29675
SLC15A4	0.419125
PRTFDC1	3.4475
OSMR	-2.88285714285714
CYSLTR2	-0.2635
C19orf25	-0.2016
KIAA1797	-0.997
NLRP6	-0.0385
FAM105B	0.208
SCRN2	-0.5375
LRRC58	-0.6674
RNF17	0.28675
NEIL3	-1.208
FAM137A	-2.26275
SKP2	-1.81125
PARVA	0.223083333333333
PKLR	-1.897
RNF34	0.632
A3GALT2	-0.245
C12orf50	0.7416
SUNC1	-1.1995
FAM102B	0.894333333333333
CCT2	-0.75125
LRRC37A2	0.855
ARF4	-0.306
SIKE	0.8185
C8orf48	2.3675
MBTPS1	-0.976428571428571
GPSN2	-0.827
NCF2	1.90625
SLC12A6	1.2905
MRPL48	-0.27375
HMGN3	1.48466666666667
LRRC62	-1.6385
PAX9	4.4545
FAM55A	-0.2245
C20orf42	-0.7655
SCML2	0.870833333333333
BCL9	0.49875
FAM40A	0.17325
C9orf41	-0.275
ZNF774	2.489
LETM1	0.0295
PLXNB1	0.173666666666667
NIPSNAP1	0.567875
USP10	-0.283
F9	-0.4025
LIPE	1.84275
CNGB3	-1.0305
C12orf52	0.33175
PI4K2A	0.7875
MED8	0.03825
STAT4	0.5412
FGD4	2.27966666666667
RNF145	-0.37
WDR32	-0.1394
CLDN2	0.259166666666667
TCEAL8	-0.07375
ZMYND8	-0.9144
PDXK	-0.85090625
GATAD2A	-0.283
PTGES3	-0.573
CCM2	-0.25725
TAP1	0.544
ZNF670	1.52725
ETS2	-0.00400000000000001
C6orf166	1.1
PRMT2	2.03914285714286
OR4B1	0.135
INTS8	0.4625
CCDC102A	0.33775
CCDC83	-2.3725
ITGA1	-2.1055
EPHA5	-1.73211111111111
FAM24B	-0.592833333333333
TSGA10	0.66375
HAL	-1.837
MYOT	0.05525
SPACA3	0.16275
BCL2L2	-0.289166666666667
CUGBP2	2.56383333333333
CCNB3	1.06075
RNF113B	-0.737
MERTK	-0.731
BAG1	-1.392
VPS36	0.281
ORMDL3	0.8799
C1orf190	-1.5615
ZNF625	0.19775
CORO2B	-2.59675
ALOX15	-0.6475
CST1	0.0825
NUPR1	0.0493333333333333
CCL7	1.8415
SMCR5	-2.805
DSC2	4.631
RBMS2	1.1405
GRIK4	0.2395
TRIM65	0.6708
TMPRSS6	-0.787214285714286
TP53INP2	0.48675
GLB1L	0.528
LOC388284	-0.422166666666667
PUS1	-0.393
BCL9L	-0.354
OLFM1	-2.44558333333333
RET	-2.94375
MASTL	-0.0171666666666667
ALX3	3.29725
IL1RL1	0.141
ZNF765	0.9306
C14orf138	-0.1595
SNX10	-0.834666666666667
TAC4	0.573
C1orf64	-3.5025
POGK	0.954625
MAPK9	0.85825
ZNF366	2.132
C8orf79	0.6764
CLDN7	1.348125
OR5AT1	0.648
TRIM37	-0.9325
LRRC25	1.743
GRHL2	2.0176
TEKT3	0.62075
LASS5	-0.418166666666667
ABCC4	-1.47216666666667
DLG3	1.60875
VGLL1	2.73875
ZFP36L2	-0.969166666666667
MFRP	-0.095
KIAA1799	0.68475
FLJ44379	-0.207
PCNX	-0.1405
ANXA9	-3.331
CYP4V2	-1.8417
PIK3C2A	0.16375
SRR	0.465
NOL3	-1.37625
IFITM2	-1.0425
ARNTL2	-2.21
ZNF595	1.43225
NLRP13	-0.535
ASPH	-0.754125
CPA2	0.313
PVRIG	-1.5205
LEPR	-1.60683333333333
C16orf42	0.0961666666666667
SH3BGRL	-0.50425
FAM77D	-0.1975
FNDC7	0.3075
C9orf6	-0.267333333333333
NOTCH2NL	-0.1065
PGBD1	0.841
SYNGR2	0.709666666666667
PITPNA	0.766
PRPF4B	0.3365
SLC43A3	-1.3175
NRBP1	0.56775
SLC25A22	-0.476
ILK	-0.262375
SLC22A8	0.693666666666667
MRPS7	0.776625
PITX2	-0.33
FABP3	-1.180625
OR1L1	-0.6585
LOC728215	2.696
BLID	-2.2055
KIAA1217	1.36611764705882
TFPT	0.9265
AP4B1	-0.9325
VBP1	0.20675
OR1K1	0.457
MORC3	0.7715
BHMT2	-2.11583333333333
C3orf10	1.997125
FZD7	1.233
WFDC10A	-0.155
PMS2CL	-0.734125
CCDC32	-0.139166666666667
FA2H	-0.15625
ALG13	-0.262
TTLL7	0.6707
SPOCK3	0.3775
SLC13A2	0.603
AIM1	-0.81725
GPRC6A	0.184
EGR2	2.90325
MED11	-0.14175
WWC1	0.557
SH3GL3	1.04075
RIF1	0.411571428571429
PRLH	0.2675
VLDLR	-1.8445
DBT	0.31425
C21orf63	-1.248
CGGBP1	0.281375
KRTAP12-2	-0.027
TADA3L	0.455875
ZBTB16	-0.0495
PDGFB	-0.641875
RFX1	0.1285
UQCRB	-0.1031
LOC133874	1.269
HPS3	-1.9355
LGALS3BP	0.9718
DKFZP564O0823	-0.126071428571429
MRFAP1L1	0.067375
HOXA10	1.07716666666667
NGB	-0.0905
KIF21A	-0.207
IFLTD1	0.46
LZTS1	-0.471625
ARHGEF3	0.024
RHBDL3	-3.095
CSNK1G2	0.143916666666667
ChGn	-1.627875
KIAA1244	0.956
GABRB2	-0.016
MGC72080	1.0975
CD27	2.88175
EGLN1	-1.0752
PEX13	1.47275
RWDD3	0.227
RNF12	0.117666666666667
GRIN2B	0.1765
ADAMTS14	-1.244
DYDC2	3.22633333333333
ATP6AP1	0.6812
NR1H2	0.270166666666667
PDK2	1.3195
C3orf17	-0.291666666666667
SLC38A2	-0.7825
SLC25A29	-0.327333333333333
C15orf29	0.34
ADAM9	-1.60216666666667
TMUB2	0.765125
GPR176	-0.525
AGK	-0.44975
MCCD1	0.2145
NDUFA4	0.1595
TMEM146	0.2515
DUSP1	-0.193375
UNQ6975	0.286
EMX2OS	1.1045
INSM2	-0.2315
LUZP4	-0.07025
SETD6	-1.6205
P2RY2	-2.272
SLC45A2	-1.679
RABGAP1	-0.496833333333333
UBXD5	-0.04925
GPRC5A	-2.1991
PAK3	0.266833333333333
LOC63920	-0.24375
TGFBR1	0.2144
KRTAP6-3	2.31325
SFMBT2	0.57775
CDC42	0.2405
C11orf35	-0.9245
TTLL2	0.48525
UACA	-0.0724166666666667
CD97	-1.3323
SETD5	1.088625
NINJ2	-0.121
PTER	2.286
POMGNT1	0.0365
KRTAP4-2	0.4555
ECGF1	0.807625
HRB	0.310636363636364
ATP1B2	-0.3707
LOC400506	0.96
COL4A3BP	-0.76375
C6orf97	-2.913
GRHPR	-0.09625
TAS2R1	0.213
SEMA7A	-1.74475
EDF1	-0.3555
ODF2L	0.8622
PCID2	0.342333333333333
GTF2H4	1.11283333333333
ZCCHC3	-0.8255
CGB2	-0.132833333333333
NEUROD1	-0.02775
C20orf75	-0.352
RP5-1054A22.3	0.537666666666667
IFNA5	-0.067
ZNF134	1.10525
MGC119295	-0.9763
ZSWIM6	-0.981125
SMEK1	-0.344166666666667
PCGF2	0.066875
C1orf102	2.13525
CYP2A13	0.677
KCNH6	-1.148
MDM1	0.3782
ALDH7A1	0.917166666666667
C9orf75	-0.37025
VDAC3	0.441625
OR51T1	0.313
EIF3F	-0.42825
KCNJ10	-0.212625
LENG8	0.09575
EDEM2	0.23825
CCNJL	-1.83116666666667
DHX37	-0.154
CRYGN	-0.00699999999999998
AATF	-0.223375
ZNF630	2.09675
E2F5	1.627
WFDC13	-0.461
FTSJ3	0.463333333333333
C4orf33	-0.407
LHFPL4	-1.93275
C19orf56	-0.321583333333333
SMAD4	0.6105
AFM	0.0306666666666666
G0S2	-2.01025
FCHSD2	0.3305
RRP1B	0.2129
EEF1B2	-0.635333333333333
STAT6	-1.456
ZNF195	0.345
GNL1	-0.0848333333333333
ZNRF2	1.466
PER3	0.52775
ASB16	0.151
C10orf10	0.538
ADCY8	-3.07716666666667
C9orf58	1.8205
ARMC10	-0.475
PSG1	-1.5255
DHX34	0.17725
VARS2	0.067
NFIC	0.65975
ITPR2	-0.94075
AGXT2	0.155166666666667
OR6K3	0.69
H2AFZ	0.434583333333333
MLLT3	-1.86541666666667
COX4I2	1.30675
CCNT2	-0.16825
PLK4	-1.1035
NUMBL	0.422
MED16	0.12475
PLEKHQ1	0.41025
GOSR1	0.413333333333333
BTG4	-0.2335
RPL30	0.232833333333333
IGSF5	0.43775
IGFL2	0.623166666666667
ELMOD2	0.108666666666667
SHC3	-2.14483333333333
HAVCR1	-0.1665
DYNC2H1	-0.427875
RNF5	0.6465
C2orf7	0.60975
NLF1	1.127
KLHL25	1.17075
LRP10	0.5937
KRI1	0.30975
PUS7L	0.493666666666667
MGMT	-2.73525
HOXD1	-2.07683333333333
CSH1	0.169
ATG16L2	-2.14875
FLJ44635	-1.0345
CHODL	2.06175
EXOSC8	-1.48825
SLC28A1	-0.38075
MYO7B	-0.745166666666667
SEH1L	0.0827
MTNR1A	0.398
TSPAN5	-0.396666666666667
CDC45L	-0.791666666666667
AMIGO1	0.3145
ATAD3A	-0.9125
OSGIN2	0.545666666666667
PDIK1L	0.483166666666667
DARC	1.904125
PIPSL	0.5765
SHMT1	-0.41975
CRISP3	0.279
POPDC2	0.826333333333333
ZRANB2	-0.508
FBXL8	0.52725
TRIP13	-0.504545454545455
EIF5AL1	-1.167
POU5F1P3	-5.3655
IL6	-0.771333333333333
CXorf38	0.669833333333333
IFNA16	-0.131
FBXL2	2.95683333333333
BRD1	-0.179
STATH	-0.20075
FBXO44	0.190166666666667
MCCC2	-0.613
CDC2	-1.132
C5orf23	-3.295
IVD	-0.560666666666667
C10orf122	-0.92
MSL3L1	1.7923
MVP	-2.1585
EPOR	-0.2831
ZMYM1	0.0396666666666667
BCL7C	0.9585
PSTPIP2	1.1447
LYPD1	-3.30075
OR8G5	0.648
ZP3	0.403833333333333
BCAS4	-0.944583333333333
EDG6	1.21225
ISY1	1.22875
PRAMEF2	-1.1735
CUL1	-0.205875
RNF213	0.0268
CCRK	0.936
DHX9	0.313
C13orf29	2.0385
NCKAP1	1.31033333333333
MRPL43	1.089
XPR1	-0.38175
PKN2	0.7161
PODNL1	-0.338
ZNF333	0.0975
DALRD3	0.98
OPN1SW	0.037
BTBD6	0.654
C11orf82	-0.025
OR5P3	0.1215
DUSP11	0.85175
L1CAM	-1.8578
NEK11	2.8145
OR7E91P	2.407
CNTN3	1.2059
CREB3L2	1.604
ZBTB37	-0.0645
KIAA1324L	0.89175
NDUFB10	-0.5845
NUDT2	-2.03625
GTPBP8	0.328
CACNA1D	-0.39175
PRKAA2	1.026
PRDM8	0.1
MGC16075	-0.686666666666667
KRT14	-0.928571428571429
PP8961	0.548375
MRPL18	-1.1695
ABCG2	-4.3255
PACRG	3.0555
BBS2	-1.36275
KREMEN2	-2.6395
FBXO21	1.50225
HNRPUL1	0.789666666666667
GRB10	-1.344
CLSTN1	1.7245
LMAN2	-0.5832
C17orf61	0.25025
NIPSNAP3A	0.784
INSIG2	-0.185666666666667
PCDHB7	-0.0766666666666667
STXBP2	0.459125
CMAH	-0.928333333333333
SEMA5B	-1.4055
ZNF155	1.04983333333333
COQ6	-0.3895
PRPF4	-0.521
TSPAN15	-0.6575
VN1R5	0.50875
LATS2	-0.28025
SELK	0.123
PGK2	0.20725
MS4A1	-0.947
TYW3	-0.8136
KRTAP5-1	0.9035
RCCD1	-0.282666666666667
BTN1A1	0.32575
DDX28	0.544
TMEM65	-0.90275
LOC92345	0.44675
TTC31	-0.1215
WDR46	-0.325333333333333
CHP2	0.615666666666667
LSP1	-0.15775
ZNF542	1.43425
EXOSC1	0.924
ARHGAP18	-0.218166666666667
LRRTM4	-0.732714285714286
MAOB	-1.8095
CACNB4	-0.95025
MGC33846	1.70475
RANBP3L	-0.38675
ATP5L	-1.211375
ONECUT1	-3.289
NUDT9	-0.34975
TMEM149	0.423
STX17	1.61225
IGSF10	-4.9185
TMPRSS9	0.1445
BMPR2	1.21716666666667
ALLC	0.543
KLF7	0.086
GCC1	0.4961
TIMM9	0.20875
CDO1	-1.839
MGC10701	-0.1715
IFI6	0.992666666666667
FRMD8	0.2315
MGAT2	-0.199
WBP5	-0.198166666666667
CNIH2	1.61425
KIAA0907	-0.9662
KCNH8	1.4745
CTSG	-2.91475
GRIK1	-0.577166666666667
CUL5	1.222875
FRMD1	0.2415
OR9A4	-0.489
SYT6	-2.302125
FOXD4L2	0.6525
ANAPC2	-0.603666666666667
OPN5	-0.121
TAF13	0.181
LYG2	-0.964
GGNBP1	-0.1015
C11orf40	0.628
OTX2	-1.179
REG4	0.0618333333333333
EIF5	0.101875
PALB2	0.543
SEPSECS	-1.2023
RNASE3	-0.45325
TRIM49	-0.299
POLR2K	0.591
GPR42	0.672
C8B	-3.60725
SASS6	0.13225
PREB	0.0525
OR3A3	0.3175
TUBA8	0.34325
IGLV2-14	-1.85925
STIL	0.02675
ANKFN1	-1.24633333333333
NME7	0.0395
HOXC12	-2.115
UBE2C	-0.549
FHOD1	-1.367375
CDK2AP1	2.81833333333333
OR6K2	-0.32425
DHPS	-0.81
RPL5	-0.547166666666667
TRGV5	0.544
LOC541472	-0.0367499999999999
HCCS	0.6753
DENND1B	1.379
LHX3	0.8315
OR5D16	0.449
CXorf57	0.0506666666666667
IRF2BP1	1.12725
NDST2	0.6125
LCE3D	0.2075
BOLL	2.064875
SYT3	-1.25475
PIH1D2	0.653
C20orf7	0.3375
IL1R2	-0.546833333333333
SLAMF9	-0.652
PPME1	-0.3675
PIK3CA	0.603
TRAPPC1	0.154
COLEC10	-0.58325
SLC9A6	-0.554166666666667
PDDC1	-0.470833333333333
CCDC53	0.01075
GK3P	1.18375
DAZL	-0.01175
BRI3	-0.7985
SDK1	0.191375
CYP2C18	0.5345
IFI44L	3.28525
RPL3L	0.169
FUT9	3.428
KIFC2	-1.24033333333333
PMP2	-0.424125
SLC4A9	-0.267
PLAG1	-2.55816666666667
MYCBP2	-0.8385
OR4E2	0.266
CCDC65	0.66625
C16orf82	0.099875
ENTPD4	-0.532875
BRP44L	-1.2125
PMP22CD	0.052
TMCO4	1.21783333333333
KCNN1	1.461
WDR35	1.67175
CCDC80	0.231875
C3orf31	0.84575
SLC7A9	-2.74875
TMEM190	-1.524
DBC1	-1.74066666666667
FADS3	-1.0245
PDZD8	1.57116666666667
GRM5	0.50625
AZGP1	3.0943
PEX3	-0.55
MED1	0.496071428571429
ATG4C	-0.116166666666667
HNRPH3	-1.105375
FAM109B	3.012
C4orf17	0.808
CA10	-0.20175
OPRD1	-0.264
CCL16	-1.597
SACM1L	-0.938
CST6	1.18475
CD63	0.1473125
LGI1	-1.4365
ZNF784	0.82325
CRYBB1	-1.4975
CX3CL1	0.48795
TOP2A	-0.602375
GYPB	-4.136
GADD45GIP1	-0.24075
FEN1	-0.11725
IGF1R	-3.5651875
WDR72	-3.1008
PURG	-0.0478333333333333
DEFB126	0.5975
PKD1L1	0.86575
CAV1	-3.2857
GNPDA2	0.9725
DGAT2	2.389875
NLGN1	-4.79575
STRBP	-0.146375
HPRT1	-0.546833333333333
FANCI	0.007875
PSMA7	0.44925
DBF4B	-0.894666666666667
TTF1	-0.33725
RAD54L	-0.17275
ELOF1	0.19975
PLAGL2	0.909
ZNF256	2.0105
HMGCL	-0.83475
MSI2	1.0695
RPESP	-3.5405
C11orf60	0.57825
ABCD1	0.0335
ACAA1	0.332
SPARCL1	3.99078571428571
IL6ST	-1.9513
ZNF319	0.1085
TMEM109	0.25
FAM90A1	2.375
IL22RA1	-2.4025
ATP4B	-0.4975
TEC	-0.533833333333333
C7orf30	0.398
TXNDC2	-0.591833333333333
ABCB4	-0.60875
KIAA1191	-0.099125
C9orf38	-0.145
SFTPB	-0.0857142857142857
CNTNAP2	0.72975
FRK	2.4225
TBX19	0.62525
CHD4	-0.195
C6orf26	-2.4735
MOSC2	1.305
IKBKE	-1.404
HIF1A	-0.865666666666667
LOC595101	-0.7195
RELA	0.213666666666667
TMEM16B	-0.979166666666667
ABHD12B	-3.23975
TSEN34	2.47625
KIF18A	0.43425
TXNDC9	0.0515
SPATA2L	0.395
SEMA4G	0.1815
C21orf91	0.991125
MATN1	0.3435
KCNIP4	0.218166666666667
TUSC1	0.8725
OR4C15	0.51675
ARMCX6	-0.291916666666667
WBSCR27	-2.27433333333333
OR52I2	-0.373
KIAA1604	-0.15575
DYNC1I1	-2.1655
PPP4C	0.089
SLC47A2	-2.25766666666667
TREH	-0.397625
CD48	0.272166666666667
ST14	1.35783333333333
PKN1	-0.384
SPON2	-0.03075
XBP1	-0.72475
SFRS12	-0.430166666666667
EFCAB6	1.27825
SELT	0.586
SLC39A2	0.045
ERF	-0.298
ARL3	0.174
SURF6	-0.2746
MLLT10	-0.120285714285714
FLJ11171	0.3535
TDGF1	-4.944
ERCC6	-0.4175
EIF2AK4	-0.205875
BAZ1A	0.8875
LRRN3	-1.4235
TMC3	-0.107
