Hybridization REF	TCGA-BH-A0BL-01A-11R-A115-07
C9orf139	0.188
ING5	-0.685142857142857
LOC730092	0.243666666666667
ORM1	-3.21675
RP11-11C5.2	-1.176
HSPD1	-0.5987
PIWIL3	-0.27175
C5orf13	1.25
OR5R1	0.3995
LCOR	-0.323
PLEKHA9	0.1335
CCDC43	-0.2985
ZNF232	-0.1305
SLC6A7	-0.36
ADH5	-0.2895
SHBG	-0.8475
CROCCL2	-0.48425
PANX3	-0.1445
CDIPT	-0.2
SLC16A5	-0.27625
TUBB	-0.5815
TOR3A	0.2027
PREP	0.371666666666667
ENTPD8	-0.210785714285714
CHMP1B	0.8745
SYT12	1.0613
MYH6	-1.371
MAP3K13	0.786666666666667
KLHL30	0.251833333333333
LCMT1	0.5215
EIF1AX	0.427666666666667
FOXD4L1	-0.06
SLC24A5	-0.9485
RNF166	-0.1511
TJAP1	-0.25525
TMEM156	-0.0161666666666667
ZNF239	0.92625
SNX19	0.892
GKN1	1.564
FCN1	2.5924
C1QL1	-1.48625
ATP11C	0.73725
ZNF35	0.2745
CARD8	0.168125
LIMD1	-1.10766666666667
KIAA0286	-1.068375
XRN2	0.083
CD6	0.883
TOX3	-2.2465
ZSCAN4	-1.8725
RSRC1	0.319875
COG1	-0.01575
PTRF	1.0674
C16orf35	-0.30225
FBXO24	-0.2475
CHST11	0.49975
THRB	0.1324
MYBPC1	1.9505
RNF39	0.486833333333333
PSMD11	-0.26125
ALAD	0.4575
EN1	2.3655
SLC9A9	1.127
GSTM4	0.0493
CDC42BPA	0.914315789473684
RCSD1	0.417
LUC7L2	-0.1725
SPTBN1	0.4401
LOC146167	0.068
BAT5	0.3614
ZNF452	0.2845
LSM4	-0.544875
SRP72	0.036
SGK269	0.276166666666667
MTX1	0.315
CENTA1	-0.52975
UNQ9433	-0.111
ATR	-0.276666666666667
DDX49	-0.153666666666667
PAQR8	0.0335
C14orf174	-0.33475
GBGT1	0.53025
THAP1	0.3445
OR10K1	0.2515
RASIP1	-1.06516666666667
DPYD	0.201
DOHH	-0.39125
C18orf45	1.62025
POF1B	2.2595
ZNF552	0.342
USP32	-0.941125
MED27	-0.377333333333333
C14orf149	-0.0133333333333333
PRDX4	-0.0151666666666667
ABHD12	0.2509
AGT	-2.94525
SLC22A14	-0.39225
C1orf58	1.03325
PILRA	-0.61025
ABCF2	-0.369
C17orf85	0.2517
TKTL1	-1.03175
FGF1	2.5999
IL6R	0.780833333333333
VPS25	-0.427
CHRNB2	-0.143125
COL7A1	-1.3952
LRRC48	0.00833333333333333
SPG20	0.7095
COX10	-0.33375
GCA	1.42325
ECEL1	1.63466666666667
GLG1	0.856666666666667
SRD5A2L2	-0.67225
MUTYH	-0.961875
ZNF70	-0.029
L2HGDH	-0.803
GPATCH2	0.7275
ZNF655	-0.64425
ZNF227	0.175666666666667
MCOLN2	1.3885
NQO2	-0.81575
KCNQ5	0.0965
NEU1	-0.0445
QRICH1	-0.183
ZBTB20	1.775
RPUSD3	0.10625
EPGN	-0.853333333333333
TSN	0.253833333333333
SPRY2	-1.25466666666667
LZTFL1	-0.4215
GMFB	0.886125
PBEF1	-0.6118
HBG2	-2.044
TMEM8	0.16775
PALM2-AKAP2	1.62766666666667
NFYA	1.385
FAM108A1	0.154
PBLD	1.4255
NRG4	-2.5975
PIGF	-0.74625
PTGER1	0.5215
NOS2A	0.647666666666667
C21orf34	1.43433333333333
C21orf51	-0.2075
IL17C	-0.119
TRMT6	0.172833333333333
ETV2	-0.32
CCDC109A	-0.09625
MYLK2	-1.579
ATP10A	1.4267
DPH4	-0.48525
C5orf5	-0.4085
KCNA4	0.811833333333333
NMNAT2	-0.269666666666667
GLYATL2	3.806
LSMD1	-0.09275
IL23R	-1.89175
NRF1	-0.53325
MUC15	3.38133333333333
PRDM12	-1.6925
PAQR4	-0.480714285714286
RBBP6	-0.6994375
IFI27	2.882
SKAP2	0.8465
TAGAP	2.8015
TJP3	0.3
C9orf61	0.82175
IDS	0.324785714285714
PARG	0.42975
LOC131149	0.009
DYRK4	1.2905
MICALL1	0.29725
GALR2	-0.1515
GPBP1L1	-0.2075
TBX21	4.429
KCNJ6	2.069
GGN	0.65475
CASP5	1.3485
RNF182	-0.64325
BRD4	0.6975
DOK4	-0.16025
SLC46A2	0.548833333333333
SOX9	2.23158333333333
ZNRD1	-0.474
PRR6	-1.032
FAU	-0.1745
DTNB	0.6925
CARD9	1.0685
STS-1	0.686333333333333
SLC4A5	0.316
NSBP1	-1.002
UGCGL2	-0.346666666666667
POTE15	-0.5735
NOXA1	0.21075
RP13-347D8.3	1.4985
SAMD10	-0.5065
EP400NL	-0.5555
TCF21	-0.2565
AMELX	-0.05825
JPH2	1.0028
SLA	2.2335
DLST	-1.49566666666667
SEPT12	0.17825
RGS20	-2.668
LXN	1.60916666666667
ZNF419	0.1475
UPK3B	-0.3105
RELL1	0.4625
ESPNL	-0.022
KLHL21	-0.365625
PI15	0.8205
C2orf61	-0.0335
LOC407835	-0.767166666666667
RER1	-0.240833333333333
ELAVL2	0.483
MGC26718	-1.4345
KLF2	1.47625
TNFAIP8L3	1.39683333333333
TFE3	0.43725
C11orf17	-0.522
15E1.2	-1.518
SNRPC	-0.05725
DLGAP1	2.4935
PGLYRP1	0.09175
OVCH2	1.2935
IRF7	0.8973
SET	-0.12
NAB2	-0.371
LRP5L	-0.5295
FAM120A	0.469875
ASCL2	0.775666666666667
SHH	-0.271
ATP5H	-0.0398333333333333
THPO	-1.25066666666667
TYRP1	-4.10116666666667
HIST1H3E	0.276833333333333
EIF2S1	-0.561944444444444
TNFRSF17	-0.0348333333333333
TARSL2	0.2785
NKX2-8	0.1775
C1orf115	1.39825
LOC56964	0.251
KIAA0841	-0.97725
ISCU	0.7385
TTMA	-0.252
ZNF414	-0.4135
LOC441150	0.552
RAB15	0.7255
HBP1	1.03983333333333
TNNT2	-0.3755
CECR5	-0.82825
PHGDH	-0.555
JRK	0.1702
XPO4	-0.43175
FAM131C	0.418
ARHGAP25	1.38433333333333
CA9	-1.72133333333333
GPR62	0.186
TLX1	0.190666666666667
GPS1	-0.45
OR2M2	0.1545
BDP1	0.506071428571429
FAM70B	0.03725
RPS29	0.226916666666667
MKLN1	0.045
TSPAN19	-3.27675
SLC29A3	0.6873
LGALS4	-0.528666666666667
USH2A	0.519
NF1	-0.159666666666667
APOBEC3A	2.63716666666667
IMPAD1	0.564666666666667
OLR1	3.02116666666667
NRAP	-0.132
HCFC1R1	-0.096
TAOK2	0.0488333333333333
MCM10	-0.488
MAP4K3	-0.22075
CBS	-1.3475
CLK3	-0.9008
PCDHGA5	0.00950000000000001
ELF4	0.398375
FAM71A	-0.31825
C11orf49	-0.4415
CLIP2	0.28125
BTBD9	0.9042
ZNF524	1.02475
KDELR1	0.1855
ZNF509	0.49
NCSTN	0.956
ZNF533	-0.617642857142857
PARP4	0.4715
GALNT9	-0.4405
NPY	-2.4005
BEGAIN	-1.52933333333333
TMEM77	0.196
FOXRED1	-1.511
SLC16A2	0.686166666666667
SLC35B1	-0.5365
GK5	0.26375
SDCCAG10	-0.739
C4orf20	0.33025
SLC9A2	1.1455
ADD1	0.338357142857143
TAL2	-1.00333333333333
ACLY	-0.57875
DNAJC1	0.9365
SOST	0.339
USP43	1.621
CYP4F12	-0.78925
FKBP5	0.817125
CHCHD5	-0.1977
NUDT22	-0.56375
CCDC85B	-0.71875
OR51G2	0.3405
STRN3	0.521785714285714
TMOD2	1.12475
FLI1	0.56025
MAB21L2	-0.594333333333333
DGKQ	-0.03475
VPRBP	0.141666666666667
SCNN1B	1.3879
ECHDC3	2.4514
TMEM106C	-0.7155
CSNK2A2	-0.1635
RPL39	-0.0346
HERC3	6.16790569236198e-18
ZBTB47	0.4925
ZNF681	-0.65125
PAGE2	-2.08675
CLIC5	3.03471428571429
RABAC1	0.92975
ZFHX2	1.57025
YPEL1	1.39983333333333
KIAA0776	0.77375
NR1D2	1.225
DNAJC4	0.0365
NPNT	1.1542
ZNF677	0.274
ZNF536	-0.79625
MEF2B	0.0929166666666667
PTPN4	0.1225
CTCFL	-5.611
STX5	-0.0316666666666667
CD72	2.99375
VEGFA	0.821473684210526
XRCC1	0.0015
MAS1L	0.114166666666667
ELL	0.2067
SETBP1	1.07425
CDH11	3.676
NDC80	-0.0126923076923077
DMBX1	-1.554
NRSN1	0.729
BAT2D1	0.950875
CDS2	0.751333333333334
C1orf212	-0.1405
SENP3	-0.644375
IL1F9	-0.049
EEF2K	-0.00112500000000001
COG8	-0.22075
CEP72	-1.552
OR1L8	-0.1575
MUS81	-0.431083333333333
PHYH	1.11125
GGT6	1.37416666666667
C22orf23	-1.04233333333333
C13orf33	3.688625
MAPK8IP2	0.27875
NELL2	0.91575
POU3F2	-2.46733333333333
ALPK1	1.80125
MRPS18C	-0.52825
RPLP2	0.062125
FGF22	0.0455
SPNS1	-0.185333333333333
ZFP1	0.30075
IL1RAPL1	-0.92825
PCSK9	-2.451
NKX2-1	-0.0247142857142857
C6orf189	2.44125
SP4	0.4165
SLC11A1	1.9511
C21orf25	1.0845
ICAM2	0.46125
SH3GL1	-0.654166666666667
GSK3B	0.5615
RALB	0.726375
PDXP	-1.46566666666667
GNGT1	-3.427125
KIR2DL1	0.705
TNFAIP3	1.10725
C6orf32	1.5079
CBLN2	-0.356
PANK3	0.078625
TAAR9	-0.434
WDR82	0.582642857142857
APOM	-3.258125
TRIP10	-0.11975
SPATA16	0.297166666666667
C1orf135	-1.67025
USP51	2.17
TESK1	0.71525
C11orf64	0.038375
ZNF611	-0.483
PDE6G	0.703333333333333
HLA-DQA1	3.1925
GCLC	0.379875
SEC61A1	0.123428571428571
TWSG1	1.07941666666667
ZMYND10	-0.82475
CTDP1	0.3985
ADAMTS6	0.16
SLIT1	-1.91375
KRT86	1.426
KIAA0574	1.8215
GTPBP2	-0.206
PQLC3	0.7925
PRRX2	0.497333333333333
C15orf44	0.0408333333333333
MKKS	-0.15425
C11orf10	0.00475
GPR110	2.15225
CD109	-0.2255
ADCY1	-0.123666666666667
RHBG	-2.24625
TP53I3	0.4765
SLC22A3	0.6723
UCP2	0.03875
FOXG1	-2.22466666666667
OR2AG1	0.0815
TRIM24	-0.09525
PROC	-2.462375
TAAR6	0.2485
AMTN	-0.5225
C10orf47	0.489
DEPDC1	-0.894
FLJ45557	2.9155
ZDHHC17	0.02225
KIAA1429	0.428166666666667
KCNH1	0.2715
VNN3	0.52125
PSMAL	2.49375
PPARD	0.566875
HFM1	-1.64125
YBX1	-0.667833333333333
ZNF695	-1.023
SCTR	0.221166666666667
DCDC1	-0.1505
VPS26B	-0.1615
MTF2	-0.365666666666667
ATP6V1F	0.443
CCDC94	-0.581
PERF15	1.0935
CCL11	3.5805
LMO7	-0.207125
DCST1	0.238
ADRBK1	-0.082
CDRT4	-0.2745
ZNF84	-0.43925
HOXD8	1.01075
STARD8	-0.149833333333333
FOXP2	-0.86525
CCDC103	0.90475
POLR3A	-0.00959999999999999
GSC	0.211333333333333
ZNF114	-2.24283333333333
HTR7P	0.5345
LALBA	-0.0685
RMND5A	0.103833333333333
PSCD2	0.06225
ZNF409	0.345
KRTAP1-3	-0.117833333333333
MAF1	-0.1115
LOC201725	-0.2585
NRN1	0.4125
SPAG5	-1.53783333333333
DNAH7	0.376166666666667
FLJ43860	0.3535
BRCA2	0.1205
ACADM	-0.19625
CXXC6	-1.487
RAGE	-1.692
CHMP2A	0.53325
FAM8A1	0.553
GPR21	0.385
SLC12A3	-2.09866666666667
FVT1	0.804142857142857
ZDHHC7	-0.124625
FLJ44048	0.2915
SLC44A3	1.48883333333333
SDSL	0.183166666666667
MMP8	-1.14375
PLA2G12B	-3.65383333333333
ACY1	-0.9625
MT1E	0.116166666666667
OR4K15	-0.0845
TECTB	-0.3435
GPR20	0.0645
IRAK2	-0.67575
RFPL3	-0.630625
MYO9A	0.1875
NARG1L	-0.645416666666667
BLMH	-0.676375
CCDC3	2.63766666666667
C9orf21	0.101333333333333
KIAA0513	0.736833333333333
MIER2	-0.0365
PNMA2	-1.40225
SH3BP2	0.9005
ANXA10	-2.1845
RTN2	-0.1115
TFB1M	-1.4895
PRPH2	2.707
C14orf133	-0.13175
GOLGB1	-0.0374166666666667
IRX4	1.752375
NFKBIL1	-0.752166666666667
C10orf62	-0.10875
APBB3	-1.203
RPS10	0.2062
LOC728378	0.39875
TLE3	0.397166666666667
PSMB7	-0.539
MESDC1	0.1065
SLC6A1	0.493166666666667
OCLN	0.360083333333333
PTTG3	-1.3635
NAGLU	-0.45025
SERTAD4	2.3855
SPRY1	1.30675
FLJ10781	1.10825
MYSM1	-0.7515
TRIM4	0.146928571428571
SH3YL1	0.033125
TREM2	2.97483333333333
SERPINI1	0.13275
HDHD3	-0.438875
TMEM38A	0.047375
EID2B	-1.0545
TDRD3	-0.236666666666667
SEDLP	0.21925
THSD7A	1.55016666666667
NDST3	-2.3475
KLHL15	-0.279583333333333
DHRS12	1.31
FBXO9	-0.561785714285714
TNPO1	-0.278416666666667
MRPL13	0.0173333333333333
SNX5	-0.710666666666667
METTL6	-0.2645
SOD1	0.5135
CHML	0.471166666666667
PACS1	1.11425
SIRT5	0.1454
CAPN2	0.863166666666667
FXYD5	0.0785
TWISTNB	-0.455125
LRFN1	0.433833333333333
UBE1L	1.316
UBE1C	0.34025
OR51B2	-0.16175
OR4D11	-0.277
C15orf2	0.207
NR4A1	-0.162333333333333
LOC339047	-1.6125
TRIM17	1.577
ATP5G3	-0.0916428571428572
RPL15	-0.502583333333333
ADAMTS8	0.163
HOXC4	0.088
C14orf37	2.938
CEACAM5	-2.619625
MYT1L	-0.430666666666667
RASA2	1.2455
OSBPL7	-1.1485
STAG1	0.5095
GIMAP4	4.26216666666667
FUT3	0.686666666666667
PIF1	-1.7755
LPIN2	0.6533
SH3PX3	0.04275
PDP2	0.86825
PAPD1	0.762375
ERP27	4.26925
APOOL	0.4125
DIABLO	-0.3205
TRHR	0.24175
ARMC9	-0.467875
RNF152	3.2415
SLITRK3	0.172666666666667
ZNF211	-0.2649
PFDN1	0.828
RGS11	-0.238
HS6ST1	1.0332
AKR1D1	-2.91575
TNP2	0.0446666666666667
STK31	0.442166666666667
EML4	0.687166666666667
SGTA	-0.914166666666667
HIST1H2BI	-1.26866666666667
PSMD6	-1.883
KIAA1257	0.986
C18orf55	0.2615
FLJ20273	1.06875
RPL28	-0.529833333333333
EPYC	2.67
NOX3	-0.567
ELAC1	0.7755
METT11D1	-0.922
BIN2	0.683
NACA2	-0.61925
CCDC17	-1.20275
HM13	-0.1895
UBOX5	0.05925
UBE2O	-0.280625
UBL5	-0.076
APOLD1	0.887875
C9orf31	0.10825
TNFSF8	0.55
ARHGAP29	1.01125
PROKR2	0.173
PDE5A	0.587833333333333
C6orf12	-0.1315
TOM1L1	-0.798
WHDC1	0.035
FOXI1	1.5255
RAB4A	0.9572
TMEM39B	-0.2945
ATPBD1C	-0.72425
FARSA	-0.925
PLEKHG5	0.512
CMAS	-0.75
OR7E24	-0.2295
SLC30A1	-0.55975
CDC42EP5	0.717833333333333
PLAC1	-2.87525
KLHL18	-0.394333333333333
LBA1	0.8092
TAZ	-0.9235
CRIP2	0.139125
BTBD11	-0.770166666666667
C16orf72	-0.216
DIO2	2.5091
LRRCC1	2.0465
CCDC136	-1.783
PRX	0.404875
RBM5	-0.3512
TMEM85	0.710875
TUBGCP4	-0.804833333333333
APLN	1.524
CDK7	-0.470166666666667
SSR2	1.07616666666667
CRELD1	0.1135
C19orf46	1.35125
GAL3ST4	0.851
KBTBD10	-0.539
IL28A	0.11525
WDR27	-0.6575
MCM2	-0.2025
SOX14	-0.248
FLJ39743	0.309
KIAA0922	0.726125
HIPK4	0.2175
FLJ25758	0.176
C16orf57	0.523416666666667
PDZD2	2.453375
MCC	1.27975
HHLA3	-0.4468
ID2	0.4585
C20orf23	1.52891666666667
ZNF688	0.524
APOC2	-1.8
LOC440093	0.344
FAM50B	1.534
PWP1	-0.1475
DNAH10	2.7425
HIST1H2BA	-0.646
GPR56	1.80866666666667
METAP2	-0.93725
PAN3	0.181166666666667
STXBP4	-0.35475
PDHX	-0.4885
MTA1	-0.58875
ZBED4	0.112
ZNF720	0.92825
CDK2	-1.967625
RHOJ	0.567875
CDC37	-0.5915
ZER1	0.084125
GRK4	-1.3945
PRPH	-0.674
POLR2A	0.1925
OGFOD1	0.1055
NOL5A	-0.72375
PHEX	2.2195
FLJ16478	0.9995
C20orf117	-0.833
CAMTA2	-0.258
C11orf74	0.72
DDX17	0.475
C5orf27	0.190375
PLEKHA2	-0.0178
PDE4DIP	-0.3968
SCN7A	0.3485
ZNF559	-0.491666666666667
CXCL10	3.3485
ZMYM4	0.607
STK32B	-0.731066666666667
KIAA0888	-1.7799
TACR3	0.2985
CKAP2L	-0.60225
KIF1A	1.7515
RSPRY1	1.137
VCAN	2.0805
CYP27C1	0.1855
SYDE1	-1.16766666666667
MED12L	-1.056
ZDHHC21	1.190125
NHS	1.249
TM9SF3	1.005
DDHD1	0.24025
MAFG	-0.188
BICD2	0.2164
C14orf119	-0.3255
C14orf43	0.276571428571429
CDH7	-1.566
ALKBH5	-0.178214285714286
JUP	0.495875
TMEM41A	-0.0351666666666667
MAMDC4	-1.60716666666667
CBX3	-0.361375
LRRC18	0.21325
RBMXL2	-0.1455
PLA2G4D	0.233666666666667
FGF13	2.24025
KIF3A	0.712166666666667
PDIA6	0.05425
DCXR	-0.38425
CASKIN2	0.304583333333333
EHD1	0.7955
MARCKSL1	0.838833333333333
ZNF496	0.430166666666667
SCAF1	0.0663333333333333
KCTD8	-1.321
TRAF3IP3	1.61542857142857
LSR	0.89675
CXorf1	-0.384833333333333
C14orf112	0.3
EIF2B1	-0.58825
OMP	-0.076
GSTZ1	-0.70125
LOC92017	1.32725
ISLR2	2.06
C12orf36	0.1075
GATA2	-1.8445
GABRA5	-2.8465
CELSR2	-1.138
STAM2	0.4938
TNAP	0.218
PTPMT1	-0.5185
GRP	4.28725
SV2A	-1.47633333333333
MAGEA12	-3.2305
CACNG1	-1.3485
C18orf19	-0.35775
GSG1	-0.509833333333333
PTPRJ	0.00292857142857143
FRMPD1	0.0305
ZNF668	0.30325
PLEKHJ1	-0.553875
ADAT1	-0.5588
TMEM50A	0.4018
UCN3	-0.217
HOOK1	0.821125
IL17B	1.677
MLKL	-0.220833333333333
TTC14	-0.105666666666667
KLHL5	0.232625
CRYL1	-0.345333333333333
FOXH1	-0.377
NFYB	0.13925
PPM1G	-0.4615
GOLGA2LY1	0.109
NMT1	-0.370125
HADHA	-0.2698
CHSY-2	2.7915
PLEKHF1	1.19407142857143
SAGE1	-3.291
MUSTN1	-0.08775
SUHW4	0.58125
TFEB	1.7745
ZFYVE27	-0.62825
ATG12	-0.166166666666667
BMI1	0.703357142857143
ZIM3	0.5975
MYH4	0.08925
MASP1	-1.13266666666667
KIAA0984	-1.54825
RPAP2	-0.51025
ASB5	0.35375
BOLA3	-0.430166666666667
MIA3	0.386
KRT35	0.3745
KIR3DL3	-0.6925
MRPL51	0.4675
SEMA3F	0.238666666666667
NDUFB2	1.222
LOC253012	-1.30875
FAM46C	-1.4374
G6PC	-2.49975
CSAG3A	-2.49783333333333
PREX1	0.398
SLC25A45	-0.283375
MAPKBP1	0.072
CPE	0.0418
GNB1	0.085125
CXCR6	3.0425
TRIM46	0.22775
C16orf3	0.276333333333333
HPSE	1.003375
TIGD3	-0.596
SPG3A	2.628
LCAT	-0.6205
ST6GAL1	-0.138
POMC	0.70775
FLJ36031	0.957833333333333
NSMAF	-0.374333333333333
SKIL	1.655
ADSS	1.00316666666667
HMGCS1	-1.2106
POLR3F	0.1175
RAB10	0.010625
ZNF277P	-0.460625
ZBTB7B	0.3645
DHRS1	-0.10925
ABCC13	-0.4755
CNOT3	0.03825
NFKBIA	1.4085
GAK	-0.215
SFT2D2	2.39466666666667
HOXA6	0.5725
CRTC1	-0.08
LY6D	2.96616666666667
C20orf72	-0.588166666666667
CPT1A	-0.35325
LMO1	-0.747
EIF3I	-0.6495
PRB4	0.053
MCM3APAS	-1.40225
C20orf132	-0.6523
FOXF2	-1.498
S100A12	2.11825
MLH1	-0.0143333333333333
ACTN1	1.5008
MRPL36	-0.128666666666667
C20orf106	-0.9505
FBXO6	0.977333333333333
MKS1	-0.378833333333333
CX3CR1	-1.477
PDE1B	1.9175
PLP1	0.2635
KISS1	0.474666666666667
C14orf2	-0.6085
TBC1D3P2	-0.61075
COMMD6	1.1485
ANKRD7	0.32775
PTCHD1	3.473375
NARS2	-1.1035
DOCK7	-0.032125
FAM127B	0.39075
LOC390243	-0.0888333333333334
N6AMT2	0.15975
ZNF391	-0.4795
DNAJB14	0.293
WRB	0.261625
BPI	0.313
TTC4	-1.13933333333333
FAM10A5	-0.42325
GOT1L1	0.2006
MAGED1	1.197875
RESP18	-0.09025
WFDC6	-0.02925
MT2A	0.046
C11orf56	0.118
KIAA1432	0.6925
ROR1	-0.3405
HSD17B14	1.27733333333333
ZFAND2B	0.463
SAMD4B	0.3285
HEXA	0.164375
HNRNPU	0.423772727272727
USP39	-0.12225
NRD1	-0.99975
R3HDML	0.58275
FLT4	0.386333333333333
OMG	-0.202333333333333
OR52N4	0.198
LOC399818	0.0175
ELA2	-2.13575
VENTXP1	-0.068
RFC5	-1.534
OR52L1	0.00649999999999998
PAX5	0.1875
FBXO2	-0.642
GMEB1	0.4755
AKT3	2.12733333333333
CRB1	2.26533333333333
CTTN	-0.347833333333333
UTP15	-0.976833333333333
HSBP1	0.0914166666666667
PHF11	1.51475
NDEL1	0.362166666666667
USP8	-0.156
BAIAP2	-0.34075
SI	0.2465
ARSJ	-0.0816666666666667
BAAT	-2.37375
KCNS3	1.70683333333333
LOC126147	-0.303666666666667
TMEM37	1.2505
C1orf162	3.128
MBD1	-0.3713
ITGAL	1.24966666666667
WDR73	-1.028
GKN2	0.233666666666667
ARFGAP1	-0.692875
SLC5A8	-0.990833333333333
ZBTB40	0.1399
CYP4B1	0.609
LYPLAL1	0.49675
CHST3	0.839
MAP3K9	-0.118
BTAF1	-1.07383333333333
TFAP2E	0.2525
RBM35B	0.86275
LOC441251	-0.196166666666667
ANKRD25	-0.453666666666667
UQCRC2	0.0515
MAEA	0.147666666666667
HYAL1	-2.4065
RNPEPL1	0.282333333333333
CPSF2	-0.73475
PSD3	0.1857
ABCA13	-0.430375
AGR2	-2.690125
GBX1	-1.3905
HDLBP	0.526785714285714
ACY3	-0.27225
HECW1	-0.598
ZNF519	0.061
HOPX	2.86175
ZNF304	0.875125
OR12D3	0.3
FKSG43	-0.19325
METTL1	-0.453875
MFSD3	-0.2806
PSPH	-1.2615
CLCA3	0.3505
DARS2	-0.990166666666667
CDC25A	-1.29233333333333
BAIAP2L1	0.608
B3GNT5	2.779
USP29	0.0115
ARHGEF10L	0.8722
ATOX1	-0.0925
ADAM30	0.0955
DNASE1	-0.98025
STT3A	-0.364666666666667
RAB6IP1	0.141
PTN	0.942
C1orf106	0.321230769230769
HECA	2.339
RNF122	1.01125
SLC22A18AS	-0.4555
GNG8	0.516666666666667
ELP4	-0.58475
FAM65A	0.2775
RPL10A	-0.385833333333333
IRS4	-0.248
MACF1	0.9653
SEC24D	0.81525
LOC374395	-0.24175
TGFB2	2.794875
MDFIC	1.437
CHRNE	0.409333333333333
PCMTD2	-0.184
ATP6V0D1	0.3025
MTA2	-0.011
LZTR1	-0.772166666666667
RAP1A	0.945666666666667
AXIN1	0.099375
POLR1C	-0.00175
TRIO	0.448
PLXNA4A	1.07291666666667
C5orf33	-0.1505
DEPDC1B	-1.431625
ZNF473	-0.535333333333333
MTM1	0.73575
GPR107	0.075
CSNK1A1L	0.735166666666667
FLJ14154	-0.8425
NLRC4	4.51625
ENPP4	1.4515
PADI3	-0.507
RNF170	-0.38325
CG018	1.56016666666667
C16orf7	0.6235
KCNE1	1.389
NRM	-0.816333333333333
SLC37A3	0.377785714285714
TPD52L2	-0.563333333333333
UNC5B	2.0825
C12orf12	-0.346
SDHB	-0.40975
CLRN1	0.345875
NUDT10	0.1875
UGT3A1	0.03825
FBXW8	-0.048375
RHOF	-0.714875
PTPLAD1	0.142375
MYO3B	1.35175
DERA	0.72575
TPP2	-0.52375
C19orf53	-0.181
GINS3	-0.43575
ST6GALNAC5	2.977
CHSY1	0.6415
MGC15705	-0.2175
GPR83	0.211166666666667
EXT2	0.347125
DOLK	-0.07575
TUBAL3	-0.07075
ACVRL1	1.9896
ABL2	0.16675
C14orf156	-0.986833333333333
PTPRZ1	-3.482125
DIP2C	1.2295
LAMP1	0.988375
RXRA	0.3834
MAP3K5	1.23825
ALKBH1	-0.470666666666667
PDLIM7	0.525125
ARL14	0.2615
SNIP1	-0.369
TIMP3	1.73175
RGS3	0.127666666666667
SPAG16	0.453
ABHD4	0.2645
ARHGEF12	-0.0165
GLUD2	-0.9145
RAC2	0.0222
UAP1L1	-0.85
SLC18A3	-0.1605
YOD1	-1.11383333333333
RALY	-0.5005
HMOX2	-0.095625
DGKH	0.509
DBNDD2	0.271833333333333
YIPF4	0.273
THAP10	-0.617
ZNF513	0.12825
HAGHL	-1.78816666666667
ITGB4	0.552333333333333
CCDC141	0.7525
YTHDF3	0.57025
C5orf28	0.60425
RPL7L1	-0.185375
TMEM30B	0.761857142857143
ANKRD35	2.5955
DUOXA2	-0.57775
TBC1D5	0.559
DFNB59	0.081
HRH4	0.4795
MYO6	1.9373
DNAJA4	0.825875
RBM24	-0.99875
CEACAM20	-0.2385
RBM23	-0.0105714285714286
NGFB	0.264
C1orf63	-0.913
KRTAP7-1	-0.2205
PERLD1	0.50025
NPB	0.00449999999999999
C17orf59	0.3375
HSPBAP1	0.41225
SLC15A4	0.256
PRTFDC1	2.489
OSMR	-0.102571428571429
CYSLTR2	-0.2875
C19orf25	-0.2539
KIAA1797	-0.117
NLRP6	-0.059
FAM105B	0.3715
SCRN2	-0.324666666666667
LRRC58	0.2242
RNF17	0.160125
NEIL3	-1.2205
FAM137A	-1.48175
SKP2	-2.2005
PARVA	1.42825
PKLR	-1.7275
RNF34	-0.30525
A3GALT2	0.073
C12orf50	0.568333333333333
SUNC1	-1.6255
FAM102B	-0.1465
CCT2	-0.87375
LRRC37A2	-0.314
ARF4	0.744
SIKE	0.454875
C8orf48	0.802333333333333
MBTPS1	-0.075
GPSN2	-0.9895
NCF2	3.57375
SLC12A6	1.08983333333333
MRPL48	-1.0275
HMGN3	0.335833333333333
LRRC62	-1.3355
PAX9	-2.038875
FAM55A	0.789
C20orf42	1.08
SCML2	-1.67066666666667
BCL9	0.95475
FAM40A	-0.32825
C9orf41	-0.571
ZNF774	0.126
LETM1	-0.9875
PLXNB1	-0.914833333333333
NIPSNAP1	-0.051875
USP10	0.17275
F9	0.3745
LIPE	3.45875
CNGB3	-0.0635
C12orf52	-0.676
PI4K2A	0.218875
MED8	-0.2605
STAT4	1.9398
FGD4	1.6585
RNF145	-0.4615
WDR32	-0.2775
CLDN2	0.885833333333333
TCEAL8	1.13525
ZMYND8	-1.0792
PDXK	0.05825
GATAD2A	-0.0555
PTGES3	-0.8795
CCM2	0.225
TAP1	1.86825
ZNF670	1.444
ETS2	0.776
C6orf166	0.653333333333333
PRMT2	0.137142857142857
OR4B1	0.252
INTS8	0.1965
CCDC102A	1.0995
CCDC83	-2.583
ITGA1	1.3523
EPHA5	-2.6158
FAM24B	-0.519166666666667
TSGA10	1.041
HAL	-2.45183333333333
MYOT	0.41275
SPACA3	0.76625
BCL2L2	-0.144833333333333
CUGBP2	0.844833333333333
CCNB3	2.718
RNF113B	-0.0855
MERTK	0.82875
BAG1	-0.929
VPS36	0.60675
ORMDL3	0.4141
C1orf190	-0.21675
ZNF625	-0.46175
CORO2B	-1.3125
ALOX15	-0.778
