Hybridization REF	TCGA-AO-A03M-01B-11R-A10J-07
TJAP1	-0.61
TMEM156	0.4465
ZNF239	0.70375
SNX19	0.5085
GKN1	0.26725
FCN1	1.7481
C1QL1	-1.562
ATP11C	-0.084375
ZNF35	0.16425
CARD8	0.072
LIMD1	-0.807166666666667
KIAA0286	-1.165125
XRN2	-0.820333333333333
CD6	0.866333333333333
TOX3	2.091625
ZSCAN4	-0.205166666666667
RSRC1	-0.372875
COG1	1.081
PTRF	-0.048
C16orf35	0.13475
FBXO24	-0.34675
CHST11	-0.076
THRB	0.3138
MYBPC1	3.4605
RNF39	1.04333333333333
PSMD11	0.14475
ALAD	1.10566666666667
EN1	-0.0315
SLC9A9	0.894
GSTM4	0.3838
CDC42BPA	-0.183631578947368
RCSD1	0.0575
LUC7L2	0.3879
SPTBN1	-0.3416
LOC146167	0.308
BAT5	1.1911
ZNF452	-1.143375
LSM4	-0.74175
SRP72	0.2149
SGK269	-0.267833333333333
MTX1	0.46875
CENTA1	0.10825
UNQ9433	-0.0395
ATR	-0.43425
DDX49	0.148833333333333
PAQR8	-0.875
C14orf174	0.83475
GBGT1	-0.034
THAP1	0.206
OR10K1	0.3245
RASIP1	-1.47716666666667
DPYD	0.113
DOHH	-0.0345
C18orf45	2.14225
POF1B	-0.1172
ZNF552	3.51575
USP32	-1.053
MED27	-0.226
C14orf149	-1.1125
PRDX4	-1.098
ABHD12	-0.0393
AGT	-4.06875
SLC22A14	-0.2905
C1orf58	-0.02925
PILRA	-1.273
ABCF2	0.603
C17orf85	-0.1928
TKTL1	-0.41075
FGF1	1.04715
IL6R	0.646333333333333
VPS25	-0.18775
CHRNB2	0.00925000000000001
COL7A1	-1.5461
LRRC48	1.7455
SPG20	-0.426416666666667
COX10	0.02025
GCA	0.51175
ECEL1	0.3545
GLG1	0.0565
SRD5A2L2	-0.362
MUTYH	-0.614875
ZNF70	0.292
L2HGDH	-0.6265
GPATCH2	0.826
ZNF655	-1.0935
ZNF227	-0.0993333333333333
MCOLN2	0.982666666666667
NQO2	0.66075
KCNQ5	0.2935
NEU1	0.5395
QRICH1	-0.491
ZBTB20	0.017
RPUSD3	-0.41575
EPGN	-0.517666666666667
TSN	-0.0970833333333333
SPRY2	-1.94866666666667
LZTFL1	-0.277625
GMFB	-0.202875
PBEF1	0.1268
HBG2	-2.13925
TMEM8	0.325
PALM2-AKAP2	-0.027
NFYA	0.51925
FAM108A1	0.477375
PBLD	1.493
NRG4	-2.06825
PIGF	-0.5035
PTGER1	0.0265
NOS2A	0.365
C21orf34	-0.753333333333333
C21orf51	-0.18775
IL17C	-0.1865
TRMT6	1.303
ETV2	0.1165
CCDC109A	-0.033
MYLK2	-1.4045
ATP10A	0.8868
DPH4	-0.8005
C5orf5	-0.5355
KCNA4	0.287
NMNAT2	-0.8495
GLYATL2	2.376
LSMD1	0.504875
IL23R	-1.4385
NRF1	-0.113
MUC15	-0.162166666666667
PRDM12	-0.6145
PAQR4	-0.0316428571428572
RBBP6	-1.078125
IFI27	5.17325
SKAP2	-0.248333333333333
TAGAP	2.391625
TJP3	1.712
C9orf61	0.72125
IDS	0.324428571428571
PARG	-0.1135
LOC131149	0.409
DYRK4	-1.125
MICALL1	0.1645
GALR2	-0.089
GPBP1L1	0.792625
TBX21	3.75225
KCNJ6	0.756333333333333
GGN	0.26
CASP5	0.667
RNF182	-2.27975
BRD4	0.4805
DOK4	0.400125
SLC46A2	0.219333333333333
SOX9	-0.6565
ZNRD1	-0.3745
PRR6	-3.6255
FAU	-0.28875
DTNB	1.0715
CARD9	2.193
STS-1	-0.333666666666667
SLC4A5	-0.096
NSBP1	-0.97425
UGCGL2	-0.80075
POTE15	0.6065
NOXA1	-1.025
RP13-347D8.3	0.86175
SAMD10	0.936166666666667
EP400NL	0.46325
TCF21	-0.30425
AMELX	-0.36425
JPH2	0.5124
SLA	1.949375
DLST	-1.31016666666667
SEPT12	0.38425
RGS20	-3.83425
LXN	-0.0313333333333333
ZNF419	0.87525
UPK3B	-0.3245
RELL1	0.57775
ESPNL	0.187
KLHL21	0.123125
PI15	-0.0405
C2orf61	0.3585
LOC407835	-0.311333333333333
RER1	0.238333333333333
ELAVL2	0.335
MGC26718	-1.6715
KLF2	1.66575
TNFAIP8L3	0.672833333333333
TFE3	0.7325
C11orf17	0.367
15E1.2	0.09925
SNRPC	-0.5145
DLGAP1	-0.0515
PGLYRP1	0.0475
OVCH2	0.2135
IRF7	1.9254
SET	0.1737
NAB2	0.0751666666666667
LRP5L	-0.416
FAM120A	1.1078125
ASCL2	2.73233333333333
SHH	0.185
ATP5H	0.6395
THPO	-0.527166666666667
TYRP1	-2.116
HIST1H3E	1.54883333333333
EIF2S1	-0.230222222222222
TNFRSF17	0.2275
TARSL2	-0.328
NKX2-8	0.53075
C1orf115	0.14175
LOC56964	0.576
KIAA0841	-1.06025
ISCU	-0.0825
TTMA	-0.457
ZNF414	0.2075
LOC441150	1.451
RAB15	1.4385
HBP1	0.948
TNNT2	-1.27833333333333
CECR5	0.15575
PHGDH	-2.45975
JRK	-9.99999999999723e-05
XPO4	-0.55675
FAM131C	0.808
ARHGAP25	1.62833333333333
CA9	-3.93733333333333
GPR62	0.3945
TLX1	0.076
GPS1	0.69725
OR2M2	0.0815
BDP1	0.0269285714285714
FAM70B	0.548
RPS29	-0.657
MKLN1	-0.4282
TSPAN19	-1.0905
SLC29A3	1.0456
LGALS4	-0.3335
USH2A	0.314166666666667
NF1	-0.162333333333333
APOBEC3A	-0.494333333333333
IMPAD1	-0.15
OLR1	1.12333333333333
NRAP	-0.2975
HCFC1R1	0.854833333333333
TAOK2	0.3375
MCM10	-1.76066666666667
MAP4K3	-0.477083333333333
CBS	-2.255375
CLK3	-0.5554
PCDHGA5	0.357
ELF4	0.086125
FAM71A	-0.2005
C11orf49	0.2915
CLIP2	-0.5445
BTBD9	1.3917
ZNF524	1.86525
KDELR1	-0.999833333333333
ZNF509	0.095
NCSTN	0.398
ZNF533	0.890285714285714
PARP4	-0.865125
GALNT9	-0.366166666666667
NPY	-2.188
BEGAIN	-1.79683333333333
TMEM77	0.2515
FOXRED1	-0.760833333333333
SLC16A2	0.41
SLC35B1	0.0235
GK5	-0.639833333333333
SDCCAG10	-0.30275
C4orf20	-0.15675
SLC9A2	0.51425
ADD1	0.747
TAL2	-0.00583333333333334
ACLY	-0.391125
DNAJC1	0.744
SOST	-0.4635
USP43	0.5105
CYP4F12	-1.34
FKBP5	0.65275
CHCHD5	0.479
NUDT22	-0.3175
CCDC85B	-0.42325
OR51G2	0.552
STRN3	0.371857142857143
TMOD2	-0.00575000000000001
FLI1	0.37925
MAB21L2	0.8125
DGKQ	0.604
VPRBP	-0.313666666666667
SCNN1B	-0.1615
ECHDC3	1.1864
TMEM106C	0.347
CSNK2A2	-0.2985
RPL39	-0.842
HERC3	0.2842
ZBTB47	0.0965
ZNF681	-0.73675
PAGE2	-2.01025
CLIC5	1.58292857142857
RABAC1	1.28175
ZFHX2	1.0605
YPEL1	1.6715
KIAA0776	-0.0605
NR1D2	-0.18875
DNAJC4	0.35
NPNT	2.5416
ZNF677	0.0935
ZNF536	-0.2255
MEF2B	0.257916666666667
PTPN4	-0.58025
CTCFL	-4.403
STX5	0.479166666666667
CD72	2.28325
VEGFA	-1.31089473684211
XRCC1	-0.0308
MAS1L	0.407333333333333
ELL	-0.0547
SETBP1	2.113
CDH11	2.44033333333333
NDC80	-1.95930769230769
DMBX1	-1.79675
NRSN1	0.189333333333333
BAT2D1	0.01475
CDS2	1.04033333333333
C1orf212	0.27
SENP3	-0.212
IL1F9	0.1555
EEF2K	-0.41175
COG8	0.31675
CEP72	-0.922
OR1L8	-0.166
MUS81	-0.962416666666667
PHYH	-0.013375
GGT6	0.296666666666667
C22orf23	-0.380666666666667
C13orf33	1.9
MAPK8IP2	1.712
NELL2	1.12425
POU3F2	-2.42866666666667
ALPK1	0.990875
MRPS18C	-0.45525
RPLP2	-0.5275
FGF22	-0.0855
SPNS1	-0.129833333333333
ZFP1	0.28525
IL1RAPL1	-0.494
PCSK9	-2.15516666666667
NKX2-1	-0.137142857142857
C6orf189	0.65575
SP4	0.07
SLC11A1	0.7461
C21orf25	1.26383333333333
ICAM2	0.503875
SH3GL1	-0.1275
GSK3B	0.350666666666667
RALB	0.82625
PDXP	-0.905833333333333
GNGT1	1.613
KIR2DL1	1.056
TNFAIP3	0.6325
C6orf32	1.0341
CBLN2	1.41375
PANK3	0.299375
TAAR9	0.4865
WDR82	0.318571428571429
APOM	-3.6455
TRIP10	-0.8135
SPATA16	0.18
C1orf135	-1.0895
USP51	0.5245
TESK1	1.276
C11orf64	0.160125
ZNF611	0.464
PDE6G	0.594333333333333
HLA-DQA1	1.679875
GCLC	-0.104625
SEC61A1	0.143571428571429
TWSG1	-0.784583333333333
ZMYND10	2.90825
CTDP1	0.834625
ADAMTS6	-0.774166666666667
SLIT1	-1.417
KRT86	0.487
KIAA0574	-1.11875
GTPBP2	-0.7608
PQLC3	0.92275
PRRX2	0.456166666666667
C15orf44	-0.179166666666667
MKKS	1.783125
C11orf10	-0.48525
GPR110	0.12875
CD109	-1.70183333333333
ADCY1	0.151666666666667
RHBG	-3.16675
TP53I3	-0.580125
SLC22A3	-1.4902
UCP2	1.1975
FOXG1	-1.70016666666667
OR2AG1	0.195
TRIM24	0.45725
PROC	-2.047
TAAR6	0.08475
AMTN	-0.922
C10orf47	0.392
DEPDC1	-1.357
FLJ45557	0.86125
ZDHHC17	-0.4660625
KIAA1429	0.462666666666667
KCNH1	0.1645
VNN3	0.274625
PSMAL	1.18725
PPARD	0.79575
HFM1	-0.96275
YBX1	-0.616
ZNF695	-2.4545
SCTR	-0.194
DCDC1	0.238
VPS26B	0.2792
MTF2	-0.5415
ATP6V1F	0.57575
CCDC94	-0.18575
PERF15	-0.1545
CCL11	1.95675
LMO7	-1.05775
DCST1	0.1895
ADRBK1	0.173625
CDRT4	-0.6315
ZNF84	-0.25175
HOXD8	2.2745
STARD8	-0.528666666666667
FOXP2	-0.6555
CCDC103	-0.199
POLR3A	-0.3739
GSC	0.338333333333333
ZNF114	-2.22933333333333
HTR7P	0.055
LALBA	0.6085
RMND5A	-0.708166666666667
PSCD2	1.81175
ZNF409	0.3225
KRTAP1-3	0.0853333333333333
MAF1	0.56
LOC201725	-1.29783333333333
NRN1	-2.27225
SPAG5	-1.74716666666667
DNAH7	0.722
FLJ43860	0.312
BRCA2	-0.4615
ACADM	-0.7305
CXXC6	-3.689625
RAGE	-0.41625
CHMP2A	1.5105
FAM8A1	0.475
GPR21	0.5355
SLC12A3	-2.2
FVT1	0.180071428571429
ZDHHC7	0.488375
FLJ44048	0.30575
SLC44A3	0.0866666666666667
SDSL	1.14216666666667
MMP8	-0.74575
PLA2G12B	-2.88933333333333
ACY1	-0.7955
MT1E	-0.976166666666667
OR4K15	0.427
TECTB	0.047
GPR20	0.105875
IRAK2	-0.05775
RFPL3	-0.43825
MYO9A	-0.58325
NARG1L	-0.586166666666667
BLMH	-0.089625
CCDC3	1.87183333333333
C9orf21	-0.763
KIAA0513	1.51266666666667
MIER2	-0.11025
PNMA2	-1.65758333333333
SH3BP2	0.9311
ANXA10	0.1865
RTN2	-0.809
TFB1M	-1.214
PRPH2	1.25625
C14orf133	0.7325
GOLGB1	0.672416666666667
IRX4	1.356875
NFKBIL1	-0.279
C10orf62	-0.05225
APBB3	-0.72375
RPS10	-0.0952
LOC728378	0.8705
TLE3	1.44116666666667
PSMB7	-0.020125
MESDC1	-0.586
SLC6A1	0.176333333333333
OCLN	-0.349333333333333
PTTG3	-2.05833333333333
NAGLU	-0.50225
SERTAD4	1.855375
SPRY1	0.62025
FLJ10781	0.755416666666667
MYSM1	-0.581
TRIM4	-0.0267857142857143
SH3YL1	0.118875
TREM2	3.42833333333333
SERPINI1	-0.2545
HDHD3	1.002625
TMEM38A	0.396875
EID2B	-0.57325
TDRD3	-0.2945
SEDLP	1.08225
THSD7A	0.853333333333333
NDST3	-0.9485
KLHL15	-1.1955
DHRS12	1.9545
FBXO9	-0.523785714285714
TNPO1	-0.587833333333333
MRPL13	-0.476166666666667
SNX5	-2.59266666666667
METTL6	-0.54
SOD1	1.55475
CHML	-1.2005
PACS1	1.215375
SIRT5	-0.5148
CAPN2	0.389333333333333
FXYD5	-0.835333333333333
TWISTNB	-1.04425
LRFN1	0.567333333333333
UBE1L	1.1035
UBE1C	-0.20825
OR51B2	0.09025
OR4D11	0.5075
C15orf2	0.269
NR4A1	-0.0325
LOC339047	-3.08725
TRIM17	-0.006625
ATP5G3	-0.418357142857143
RPL15	-1.132
ADAMTS8	1.03825
HOXC4	-0.3945
C14orf37	1.6195
CEACAM5	-2.21875
MYT1L	0.0566666666666667
RASA2	0.117625
OSBPL7	-0.4325
STAG1	-0.6285
GIMAP4	4.5275
FUT3	0.7945
PIF1	-2.599125
LPIN2	0.0591
SH3PX3	0.287
PDP2	0.101
PAPD1	-0.313375
ERP27	2.43525
APOOL	-0.0893
DIABLO	0.55
TRHR	0.380625
ARMC9	0.658375
RNF152	2.207
SLITRK3	0.2065
ZNF211	0.6804
PFDN1	0.20325
RGS11	0.1855
HS6ST1	0.6222
AKR1D1	-0.50425
TNP2	0.293333333333333
STK31	0.807833333333333
EML4	-1.02691666666667
SGTA	-0.239166666666667
HIST1H2BI	1.76983333333333
PSMD6	-1.88366666666667
KIAA1257	0.1475
C18orf55	-0.500666666666667
FLJ20273	2.209625
RPL28	-0.0411666666666667
EPYC	0.496
NOX3	0.4125
ELAC1	-1.01416666666667
METT11D1	-0.94825
BIN2	0.7305
NACA2	-0.35075
CCDC17	-0.68125
HM13	-0.6871
UBOX5	0.324875
UBE2O	0.2235
UBL5	-0.3785
APOLD1	0.976875
C9orf31	0.26525
TNFSF8	0.1545
ARHGAP29	0.368125
PROKR2	0.4945
PDE5A	1.185
C6orf12	-0.5885
TOM1L1	0.5055
WHDC1	-0.148875
FOXI1	0.567833333333333
RAB4A	0.3757
TMEM39B	-0.6055
ATPBD1C	-0.734
FARSA	-0.76
PLEKHG5	1.52725
CMAS	-0.361
OR7E24	1.153
SLC30A1	0.676
CDC42EP5	1.0495
PLAC1	-0.234
KLHL18	-0.176666666666667
LBA1	0.5823
TAZ	-0.28475
CRIP2	3.13525
BTBD11	-0.671666666666667
C16orf72	0.4805
DIO2	2.5803
LRRCC1	-0.8585
CCDC136	-1.889
PRX	-0.108625
RBM5	-0.5313
TMEM85	-0.49875
TUBGCP4	-1.5685
APLN	0.831625
CDK7	-0.4785
SSR2	0.569583333333333
CRELD1	-0.64
C19orf46	2.514
GAL3ST4	0.768833333333333
KBTBD10	-0.2565
IL28A	0.992
WDR27	-0.978
MCM2	-1.0365
SOX14	0.4485
FLJ39743	0.1605
KIAA0922	0.12925
HIPK4	0.574
FLJ25758	-0.0825
C16orf57	-0.313333333333333
PDZD2	0.197875
MCC	1.12075
HHLA3	-0.2031
ID2	-0.16
C20orf23	4.51733333333333
ZNF688	1.1255
APOC2	-1.40633333333333
LOC440093	1.47075
FAM50B	-0.0223333333333333
PWP1	-0.3545
DNAH10	-0.03125
HIST1H2BA	0.1095
GPR56	2.00933333333333
METAP2	-0.44925
PAN3	0.168833333333333
STXBP4	0.408
PDHX	-0.495
MTA1	0.362666666666667
ZBED4	0.318
ZNF720	-0.22425
CDK2	-1.56
RHOJ	0.567375
CDC37	-0.425166666666667
ZER1	1.17025
GRK4	0.013
PRPH	-0.30775
POLR2A	0.334375
OGFOD1	-0.46575
NOL5A	1.01925
PHEX	0.584
FLJ16478	-0.06775
C20orf117	-0.729875
CAMTA2	0.05125
C11orf74	-0.27
DDX17	0.518333333333333
C5orf27	0.249
PLEKHA2	-0.4079
PDE4DIP	-0.8808
SCN7A	0.028
ZNF559	-0.667666666666667
CXCL10	3.98175
ZMYM4	0.116333333333333
STK32B	-0.287
KIAA0888	-2.195
TACR3	0.7045
CKAP2L	-1.14925
KIF1A	0.850166666666667
RSPRY1	0.864
VCAN	0.59375
CYP27C1	-0.0445
SYDE1	-1.33766666666667
MED12L	-0.3
ZDHHC21	0.874375
NHS	0.983
TM9SF3	0.348166666666667
DDHD1	-0.04425
MAFG	-0.857666666666666
BICD2	-0.1692
C14orf119	-0.100666666666667
C14orf43	0.592285714285714
CDH7	-0.69525
ALKBH5	-0.178285714285714
JUP	1.18625
TMEM41A	-0.242833333333333
MAMDC4	-0.983833333333333
CBX3	-0.206125
LRRC18	-0.0055
RBMXL2	0.263
PLA2G4D	0.717666666666667
FGF13	0.1625
KIF3A	1.0555
PDIA6	-0.5935
DCXR	1.8525
CASKIN2	2.04083333333333
EHD1	0.651666666666667
MARCKSL1	2.21133333333333
ZNF496	0.246166666666667
SCAF1	0.404333333333333
KCTD8	0.24075
TRAF3IP3	1.20271428571429
LSR	1.32325
CXorf1	0.0156666666666667
C14orf112	0.326333333333333
EIF2B1	-0.01175
OMP	-0.055
GSTZ1	1.31
LOC92017	0.93425
ISLR2	0.4685
C12orf36	0.396
GATA2	-1.0765
GABRA5	-1.3925
CELSR2	0.0735
STAM2	0.0844
TNAP	-0.0245
PTPMT1	-1.1965
GRP	3.4
SV2A	-0.965833333333333
MAGEA12	-4.62825
CACNG1	1.618
C18orf19	-1.418
GSG1	-0.362833333333333
PTPRJ	-0.0205
FRMPD1	0.2205
ZNF668	0.70675
PLEKHJ1	-0.349625
ADAT1	-0.3464
TMEM50A	0.538
UCN3	0.1525
HOOK1	1.43075
IL17B	-0.348
MLKL	-0.7945
TTC14	-0.663666666666667
KLHL5	0.097625
CRYL1	-0.402
FOXH1	0.152
NFYB	-0.3435
PPM1G	-0.1625
GOLGA2LY1	-1.81275
NMT1	-0.291125
HADHA	-0.2856
CHSY-2	1.1415
PLEKHF1	1.76978571428571
SAGE1	-2.124
MUSTN1	-0.15875
SUHW4	-0.224
TFEB	1.30766666666667
ZFYVE27	-0.3845
ATG12	-0.480166666666667
BMI1	0.640071428571429
ZIM3	-0.1365
MYH4	-0.35075
MASP1	-0.704416666666666
KIAA0984	0.46
RPAP2	-0.02175
ASB5	-0.22625
BOLA3	-0.878833333333333
MIA3	-0.228333333333333
KRT35	0.809
KIR3DL3	-0.5775
MRPL51	-0.05075
SEMA3F	1.3855
NDUFB2	1.95016666666667
LOC253012	-0.366
FAM46C	-0.0484
G6PC	-1.466
CSAG3A	-4.42066666666667
PREX1	5.0885
SLC25A45	0.00625
MAPKBP1	0.2042
CPE	-0.8963
GNB1	0.786375
CXCR6	2.5705
TRIM46	0.06175
C16orf3	0.3735
HPSE	0.986875
TIGD3	0.98
SPG3A	1.06575
LCAT	-1.8085
ST6GAL1	-0.638833333333333
POMC	0.61225
FLJ36031	0.0658333333333333
NSMAF	-0.9335
SKIL	0.2285
ADSS	0.329166666666667
HMGCS1	-1.2507
POLR3F	-1.01116666666667
RAB10	0.178375
ZNF277P	-1.12875
ZBTB7B	1.014
DHRS1	0.549
ABCC13	3.69175
CNOT3	0.54225
NFKBIA	1.1065
GAK	0.655
SFT2D2	0.878
HOXA6	-0.0745
CRTC1	0.522
LY6D	-0.1795
C20orf72	-1.547
CPT1A	0.13825
LMO1	-1.6975
EIF3I	0.29975
PRB4	0.17975
MCM3APAS	-1.570875
C20orf132	1.5393
FOXF2	-2.497
S100A12	0.555
MLH1	-0.277333333333333
ACTN1	0.627
MRPL36	0.0885
C20orf106	-0.332
FBXO6	2.35366666666667
MKS1	0.3335
CX3CR1	-1.691625
PDE1B	0.1435
PLP1	-3.77725
KISS1	0.033
C14orf2	-0.2755
TBC1D3P2	-1.307
COMMD6	0.2612
ANKRD7	-0.349
PTCHD1	-0.539625
NARS2	-0.927
DOCK7	-0.1835
FAM127B	0.21675
LOC390243	-0.0621666666666666
N6AMT2	0.6165
ZNF391	-0.7915
DNAJB14	-0.0263333333333333
WRB	0.224
BPI	0.18925
TTC4	-0.1045
FAM10A5	0.025
GOT1L1	0.2325
MAGED1	1.24575
RESP18	-0.21475
WFDC6	1.19825
MT2A	-0.437
C11orf56	-0.03125
KIAA1432	0.2735
ROR1	-1.456
HSD17B14	0.888833333333333
ZFAND2B	0.627875
SAMD4B	0.53275
HEXA	0.019875
HNRNPU	-0.0618181818181818
USP39	-0.238
NRD1	-0.49975
R3HDML	0.01675
FLT4	0.356333333333333
OMG	0.149666666666667
OR52N4	0.173
LOC399818	-0.98525
ELA2	-2.18975
VENTXP1	0.356
RFC5	-1.0445
OR52L1	-0.0985
PAX5	0.039
FBXO2	3.5165
GMEB1	0.9225
AKT3	0.1985
CRB1	-0.484333333333333
CTTN	0.5765
UTP15	-1.028
HSBP1	0.95675
PHF11	1.5945
NDEL1	-0.108
USP8	-0.7055
BAIAP2	0.304125
SI	0.4695
ARSJ	-1.26966666666667
BAAT	-1.969
KCNS3	1.06483333333333
LOC126147	0.0201666666666667
TMEM37	0.228
C1orf162	3.0715
MBD1	-0.1549
ITGAL	1.54183333333333
WDR73	-0.477333333333333
GKN2	0.3335
ARFGAP1	0.10225
SLC5A8	-0.275833333333333
ZBTB40	0.2171
CYP4B1	3.74983333333333
LYPLAL1	-0.814
CHST3	-0.8865
MAP3K9	0.4965
BTAF1	-1.85283333333333
TFAP2E	0.1855
RBM35B	2.589
LOC441251	-0.335333333333333
ANKRD25	-0.703666666666667
UQCRC2	-0.739
MAEA	0.95575
HYAL1	-2.4285
RNPEPL1	0.386166666666667
CPSF2	-0.599125
PSD3	-1.7333
ABCA13	-0.04575
AGR2	1.12925
GBX1	-0.3005
HDLBP	0.151142857142857
ACY3	-0.3905
HECW1	-0.17375
ZNF519	-1.519
HOPX	2.416125
ZNF304	1.392375
OR12D3	-0.161
FKSG43	0.4945
METTL1	0.4925
MFSD3	0.6804
PSPH	-1.54075
CLCA3	-0.02
DARS2	-1.59483333333333
CDC25A	-1.48183333333333
BAIAP2L1	-0.36
B3GNT5	-0.36175
USP29	0.14
ARHGEF10L	1.208
ATOX1	1.32525
ADAM30	0.36
DNASE1	-0.52575
STT3A	-0.645166666666667
RAB6IP1	0.10925
PTN	2.7908
C1orf106	-1.58361538461538
HECA	0.81525
RNF122	0.5905
SLC22A18AS	-0.626833333333333
GNG8	0.447666666666667
ELP4	-0.90975
FAM65A	0.673666666666667
RPL10A	-0.384833333333333
IRS4	0.4575
MACF1	0.6204
SEC24D	1.178
LOC374395	0.21975
TGFB2	-0.1515
MDFIC	-0.011375
CHRNE	0.634833333333333
PCMTD2	-0.133
ATP6V0D1	0.916333333333333
MTA2	0.1545
LZTR1	0.00683333333333328
RAP1A	0.496
AXIN1	0.14675
POLR1C	0.000999999999999997
TRIO	0.07225
PLXNA4A	-0.340166666666667
C5orf33	-0.58375
DEPDC1B	-2.78875
ZNF473	-0.1375
MTM1	0.39575
GPR107	0.208166666666667
CSNK1A1L	0.526166666666667
FLJ14154	0.25175
NLRC4	2.8705
ENPP4	-0.000333333333333329
PADI3	0.9275
RNF170	-0.137125
CG018	0.641333333333333
C16orf7	0.62275
KCNE1	0.62725
NRM	-0.782666666666667
SLC37A3	0.723571428571429
TPD52L2	-0.471
UNC5B	0.32825
C12orf12	0.126833333333333
SDHB	0.16275
CLRN1	0.19425
NUDT10	-1.77916666666667
UGT3A1	0.1885
FBXW8	0.215
RHOF	-0.264375
PTPLAD1	-0.2075
MYO3B	-0.49225
DERA	-1.10175
TPP2	-0.8395
C19orf53	-0.390333333333333
GINS3	-0.316375
ST6GALNAC5	-0.148
CHSY1	-0.6735
MGC15705	-0.058
GPR83	0.0385
EXT2	-0.17475
DOLK	0.5715
TUBAL3	-1.37275
ACVRL1	1.7597
ABL2	-0.618583333333333
C14orf156	-0.927666666666667
PTPRZ1	-2.721
DIP2C	0.250375
LAMP1	1.043875
RXRA	1.627
MAP3K5	0.0375
ALKBH1	0.510166666666667
PDLIM7	-0.280375
ARL14	-1.6305
SNIP1	0.0765
TIMP3	0.9975
RGS3	0.0145
SPAG16	-0.9503
ABHD4	0.53425
ARHGEF12	0.442
GLUD2	-0.49
RAC2	-0.0148
UAP1L1	-0.3465
SLC18A3	0.1465
YOD1	-1.51183333333333
RALY	0.0305
HMOX2	1.043125
DGKH	0.18675
DBNDD2	0.6985
YIPF4	-0.65675
THAP10	-1.16525
ZNF513	1.22075
HAGHL	1.015
ITGB4	0.75
CCDC141	-0.1245
YTHDF3	0.03175
C5orf28	0.1695
RPL7L1	-0.243375
TMEM30B	0.979214285714286
ANKRD35	2.0225
DUOXA2	-0.205
TBC1D5	-0.615
DFNB59	-1.481
HRH4	0.5995
MYO6	2.1053
DNAJA4	0.310125
RBM24	1.949625
CEACAM20	0.0365
RBM23	0.739285714285714
NGFB	0.507
C1orf63	-1.584
KRTAP7-1	0.313
PERLD1	2.01675
NPB	0.886
C17orf59	0.8775
HSPBAP1	-0.76225
SLC15A4	-0.03975
PRTFDC1	-1.23075
OSMR	-0.620642857142857
CYSLTR2	0.1045
C19orf25	0.3894
KIAA1797	0.012
NLRP6	0.137
FAM105B	0.2822
SCRN2	0.251333333333333
LRRC58	-0.5554
RNF17	0.062375
NEIL3	-2.73
FAM137A	-1.24675
SKP2	-1.25725
PARVA	0.993083333333333
PKLR	-1.359
RNF34	0.631375
A3GALT2	0.14225
C12orf50	0.0763333333333334
SUNC1	-0.91225
FAM102B	-0.7965
CCT2	-0.3765
LRRC37A2	-0.6165
ARF4	-0.1875
SIKE	-0.069125
C8orf48	0.383
MBTPS1	0.649214285714286
GPSN2	-1.0275
NCF2	2.9285
SLC12A6	-0.186166666666667
MRPL48	-0.69475
HMGN3	-0.526833333333333
LRRC62	-0.715
PAX9	0.00825000000000001
FAM55A	0.649
C20orf42	-1.69733333333333
SCML2	-0.5735
BCL9	0.35475
FAM40A	-0.06925
C9orf41	0.125166666666667
ZNF774	-0.3025
LETM1	0.583
PLXNB1	0.6455
NIPSNAP1	0.619875
USP10	0.252
F9	0.1225
LIPE	0.04125
CNGB3	0.123
C12orf52	0.44875
PI4K2A	0.303125
MED8	0.029125
STAT4	1.5797
FGD4	0.548833333333333
RNF145	-2.45966666666667
WDR32	1.1572
CLDN2	-0.0288333333333333
TCEAL8	0.05075
ZMYND8	1.3585
PDXK	-0.6429375
GATAD2A	-0.58775
PTGES3	-0.1655
CCM2	-0.2065
TAP1	3.472125
ZNF670	-1.00775
ETS2	-0.698571428571429
C6orf166	0.550166666666667
PRMT2	1.14057142857143
OR4B1	0.27
INTS8	-0.4305
CCDC102A	0.3565
CCDC83	-1.09
ITGA1	0.3062
EPHA5	-0.7365
FAM24B	-1.38283333333333
TSGA10	1.5005
HAL	-1.06483333333333
MYOT	0.01975
SPACA3	0.16
BCL2L2	-0.621666666666667
CUGBP2	0.378166666666667
CCNB3	-0.51125
RNF113B	0.00600000000000001
MERTK	0.36425
BAG1	0.01375
VPS36	-0.13425
ORMDL3	0.9055
C1orf190	0.1675
ZNF625	-0.84
CORO2B	-1.46875
ALOX15	-0.707
CST1	1.877
NUPR1	2.16666666666667
CCL7	0.4955
SMCR5	-2.8375
DSC2	1.1815
RBMS2	0.1535
GRIK4	0.9415
TRIM65	-0.0261
TMPRSS6	-0.246214285714286
TP53INP2	0.195
GLB1L	0.633833333333333
LOC388284	0.192666666666667
PUS1	-0.286285714285714
BCL9L	0.2225
OLFM1	0.886416666666667
RET	-0.5735
MASTL	-1.7285
ALX3	-0.2
IL1RL1	-0.319
ZNF765	-0.4011
C14orf138	-0.978
SNX10	-0.232
TAC4	0.3165
C1orf64	3.57775
POGK	-0.323375
MAPK9	-0.026
ZNF366	1.82975
C8orf79	0.142
CLDN7	1.649875
OR5AT1	0.382
TRIM37	-1.73975
LRRC25	2.57425
GRHL2	1.9841
TEKT3	-0.174
LASS5	-0.0825
ABCC4	-1.30108333333333
DLG3	1.1625
