Hybridization REF	TCGA-B6-A0RQ-01A-11R-A115-07
SEPP1	0.807666666666667
SRXN1	-0.5265
LOXL2	-1.80825
SERPINA7	-6.07366666666667
LOC201229	1.75425
CHRNA1	0.91925
DENR	-1.38433333333333
RARRES2	0.1565
SENP2	-0.190625
XPNPEP1	-0.144375
PCGF5	0.17195
HIST1H1T	0.655
CDK5RAP1	-1.26675
PRKG1	1.32292857142857
RASGRP1	0.1643
CFI	0.201666666666667
KIR2DL3	0.532
FOXRED2	-1.25485714285714
FABP1	-6.05525
TRIM7	-1.763125
CYP20A1	0.455954545454545
CYTL1	-1.788
SORBS1	2.06466666666667
PEA15	1.11192857142857
GUCY1A2	0.515833333333333
ZSWIM2	0.1555
PH-4	0.319375
PACSIN1	-1.684
LOC152586	-0.001
UMODL1	-1.276
KREMEN1	0.378285714285714
FLJ35773	4.20475
RFPL4B	-0.092
SNAP23	-0.354
STXBP6	-1.8245
C6orf115	0.5715
ZBTB33	0.75125
CHST9	1.49833333333333
MGA	-0.069125
FAM128B	-0.2065
GPR4	2.61383333333333
KIAA1957	-0.777
GSTK1	0.968166666666667
CLCN5	-1.91175
FBXW5	-0.71925
FUSIP1	-0.7395
MAG	0.667
FLT3	3.6095
STRA8	-0.4195
SERPINB4	-3.578
JMY	-0.84
DLK2	0.5415
ZNF451	-0.2179
HES6	-2.46475
FGF9	-0.419
VNN1	-0.704833333333333
SRPK2	-0.4108
ALDH3A1	-0.6105
CDX4	-0.8215
SPG21	-0.18975
ZNF302	0.7285
DOK3	-0.6835
GRIN1	0.1335
OR1A1	0.171333333333333
CALU	-0.832333333333333
ANKFY1	-0.365166666666667
C9orf84	-0.272
CLEC2L	-0.38
LIMCH1	1.39475
RWDD1	0.5245
VHLL	-0.99575
SLC18A2	-0.0355
UPK3A	-0.392666666666667
FIP1L1	-0.69325
LENEP	-0.0573333333333333
RHOB	0.179166666666667
RIBC2	-0.69475
GNPNAT1	-0.775375
TBC1D10C	-2.00275
MMAA	1.22325
INTS9	0.1045
HOOK2	-0.1105
CCNG1	-0.363
CCDC144B	1.8865
MTMR7	1.4285
NEU4	-3.68316666666667
HADH	-0.421875
CCKAR	0.0684999999999999
TMEM173	0.5355
AFAR3	0.3395
PTH2R	1.814125
IFI30	-0.04425
GLUL	0.9223
TMEM71	2.58883333333333
C20orf165	-0.19275
BFAR	-0.410125
ZNF14	1.74775
KLHL8	0.264642857142857
PPIL2	-0.968833333333333
CTA-126B4.3	-0.0765
C5orf37	-0.435625
SLC27A4	-0.733666666666667
KLHL22	-0.5595
GJB2	-0.4062
HSPBP1	-0.3785
PRKD1	0.927833333333333
SOX8	0.726
KIAA0195	-0.714166666666667
MICALCL	2.53116666666667
ICAM1	-1.800625
C10orf126	0.922
SIX4	-0.0275
BCL2L1	-0.4451
CD19	-1.83383333333333
RAPGEF3	2.17766666666667
KIAA0974	-0.103
MAPK3	-0.374166666666667
OR10A3	-0.4005
MAP2K1IP1	1.1405
STK4	-0.471166666666667
CHIC2	1.7363
DLX5	-1.04416666666667
ZNF367	-1.41875
FBXO41	-0.782
ADK	-0.742375
hCG_1995786	-0.1775
GTPBP10	-0.272
TGOLN2	0.9195
CTBS	0.798
FGD1	-0.3145
ETS1	-0.806166666666667
EDC4	-1.0065
GSTA3	-0.6125
HOXB6	-1.16966666666667
C9orf131	-0.27575
BCAS1	-1.278
U2AF1L4	-0.044
PDHA2	0.0381666666666667
SORD	-0.0965
SLC25A33	-1.128
WDHD1	-2.9195
OR8K5	-0.703
RNASE11	0.151
STAP2	0.618
TRIM44	-0.3923
CHCHD8	-0.86475
SIDT2	0.945833333333333
OR2B3	0.0465
TRRAP	-0.46725
TRAF1	-0.518833333333333
RYR2	-1.6525
FAM71B	0.5602
SLC45A4	2.03825
TRIM32	0.08125
ATP6V1G1	0.33625
TRA16	-0.328
SERHL2	1.76025
PRKY	0.329666666666667
NPR2	-0.0395
TAS2R40	0.24325
OR5I1	0.168666666666667
ZFYVE26	0.340666666666667
WFDC11	-0.9985
CSH2	0.15225
OR2T8	0.015
TBX20	0.522
LYPD5	3.36566666666667
STOML2	-1.11733333333333
ALPI	-0.293625
FAT3	0.274125
ZNF273	-0.557875
NPSR1	0.74
FLAD1	-0.726833333333333
RAB5C	-0.81075
TTLL3	-1.1805
KIAA1618	-0.594
NPPC	-0.189
ZEB2	-0.3119
MRP63	-0.137625
WSCD2	0.3865
NEUROD4	-0.324
SNAPAP	0.2025
MTMR2	-0.787941176470588
STK35	-0.58075
USP48	0.140875
NR1H4	-3.18025
RASL10A	1.7205
SSTR1	-1.03175
C1orf35	-0.504
APOBEC3C	-0.57
RUSC2	0.441333333333333
SALL4	-3.65875
ZCCHC8	-0.13425
RAD17	-0.164125
ZNF708	0.801333333333333
LILRB5	1.069375
TEX12	1.287
C9orf79	-0.065
ARHGEF1	-0.714666666666667
ABCA4	0.710166666666667
RNF214	-0.46575
PPAPDC2	0.8025
ARID4A	-0.0085
SYCP2	1.17375
OPRM1	0.887
RP13-102H20.1	3.518
CYP26B1	0.746
APCDD1	2.69333333333333
PCCA	0.28725
ALS2CR7	0.1195
AQP5	2.93033333333333
YLPM1	0.4435
PRKAR1B	-1.269
IL16	0.078
TCF3	-1.317125
ZSWIM7	0.3585
SERPINE1	-3.3111
BAI2	-0.268
SMC5	-0.0767857142857143
SMN1	-0.994666666666666
SLC13A5	-2.77125
POU2F3	1.71775
BACH1	-0.440333333333333
GMCL1L	0.1655
PPP2R2D	0.284375
LRRC51	1.1
EDARADD	1.008
LRRC3	-0.2015
FAM124B	0.23575
C20orf70	0.1515
LOC285735	-1.18225
CTBP2	1.5498
ZMYND11	2.008125
CDH23	0.938833333333333
OR1N1	1.2
LOC400590	0.31675
PDK1	-3.10542857142857
LMTK3	0.568
USHBP1	1.163875
ZFYVE21	1.112
hCG_21078	0.44825
OAF	-1.400375
WDR41	-0.506
SPINK6	-0.51475
GDEP	0.225
MEG3	-0.7189
OXSR1	-0.447928571428572
RAD51	-3.88566666666667
RPL13A	1.11675
DYRK1A	0.1522
FLJ25791	2.1255
SARDH	-0.1689
RBBP5	-0.909666666666667
ORC2L	-1.30575
NCAPH2	-1.31533333333333
RNASET2	-0.941
WDR79	-1.351
FLJ39779	-0.39325
C3orf1	-0.239
DDX23	-0.0925
MGC40574	0.17575
MORC4	0.952
MYRIP	1.48554545454545
LY6E	0.652375
SLC39A11	1.041625
ATP12A	0.189
AUP1	-0.96725
PIP	6.898
CORO7	-1.395
PITPNM3	0.415
ENPP1	0.643
PPP1R1C	-1.43466666666667
NRBP2	0.15125
KCNE2	1.353
P2RX4	0.9765
CCND2	-2.52514285714286
OR5T3	1.18
CUL4A	-0.2295
CFB	1.06575
PCP4	-2.62916666666667
HEMGN	-6.0365
UBIAD1	-0.3575
CDC42BPB	-0.6503
CYB561D1	-0.112
RIMS2	-0.308875
ZNF488	-0.07
RNMTL1	-0.272
SART3	-0.2832
CAPN10	-0.930928571428571
CCR5	3.51166666666667
APOA1BP	-0.201
NDUFS5	0.32825
PDLIM3	2.6846
VPS24	0.7757
SCN8A	-0.42025
C1orf67	-1.86733333333333
MRCL3	1.1565
TMEM145	-2.5245
KCTD16	0.1245
RNF149	0.21925
FDXR	-1.447
CDCP1	1.3145
PAX3	-2.9954
LASS4	1.0585
HSD17B8	0.41275
YAP1	0.36975
NNT	-2.10275
SC5DL	1.335375
DKFZp566H0824	-0.566
KSR2	0.897166666666667
RAD21	-0.687533333333333
ST8SIA2	0.33475
L3MBTL3	0.61625
SNRPB	-2.56875
MGC14425	0.68575
MIF	-0.55875
TAPT1	0.627375
IRF8	1.2075
PRO0132	1.1775
HERV-FRD	-0.784
ACD	-0.957333333333333
BCL3	1.0245
SPATA13	0.71525
MRLC2	1.12375
F2RL3	-0.24
CFHR3	1.3125
DUSP15	-0.178833333333333
TMEM46	2.24816666666667
SF3B4	-0.7435
MAP7D3	-0.7075
STELLAR	-0.178
SEMA5A	1.0029
H2BFS	-1.282
LRRC28	0.169833333333333
MORN2	1.132
XYLB	-0.613875
WDR21C	1.34033333333333
HIATL1	-0.07875
ADAMTS10	-0.137333333333333
WDR55	-0.47125
MFSD5	0.779666666666667
OR4N2	0.5445
DUSP16	1.296
NLGN4Y	-0.1058
INHBC	-0.05275
NUMA1	0.50225
DEFB123	-0.027
GIPC1	-0.40775
MGC27348	-0.3005
FLJ33590	-0.0985
FZD1	2.605
MKL1	0.381833333333333
SAA2	4.91025
C1orf94	-2.1205
C7orf28B	-0.535
TMEM185A	0.4053
ZZZ3	0.797
C16orf5	-0.261166666666667
GALNAC4S-6ST	0.2655
C1orf186	2.33775
IGFBP4	0.524833333333333
NDUFA10	-0.0711666666666667
CLIC2	0.13825
RNF13	1.141
GPR103	0.4805
CD69	-4.52925
MYOZ1	1.661
IFNB1	-0.8935
CLNS1A	-0.739
CXorf45	-0.1945
ZXDB	0.28
FUNDC2	-0.35
GPA33	-0.7505
C9orf70	-0.14825
SLC2A9	0.3235
LOC126520	-0.69
MAGEB1	-1.8985
LCE2A	-0.0165
C18orf34	3.1405
FMNL2	-0.556625
KRT85	0.21275
CRYGA	-0.104
GEM	1.2295
THAP6	0.9706
ALKBH3	0.320666666666667
TM6SF2	-0.08675
C20orf82	4.96475
RANBP2	0.8665
LIG3	-0.2683
RETSAT	0.6905
OR8S1	0.5755
CAST	0.19525
TGFBI	-1.2715
C15orf37	-0.270125
PGM3	-1.2605
SLC4A11	-0.599
FAM123C	-0.189333333333333
TAOK1	1.2065
CISH	0.754
OGDHL	-3.448
SPINT2	1.99983333333333
ZNF33A	0.1575
CLDN18	-0.388333333333333
RNF128	0.630875
CCDC71	-1.32075
RASSF6	3.25416666666667
HSPG2	0.156
ATP6V0E1	1.204375
ABHD6	-0.71175
CD274	-0.252
GCNT1	0.471
NT5C1A	0.116
TM4SF5	-4.02575
C21orf58	-1.96683333333333
SUCLA2	0.011
RFTN2	1.44425
SCNM1	-0.130125
SLC9A10	0.509
FUNDC1	0.008
SLC35F4	-2.233
AMD1	-0.22975
COL6A6	2.46175
OR4K2	0.444
TRIB2	-0.757
LOC91461	-2.85375
GHSR	0.6005
ATP8B1	0.239625
C1orf78	2.12916666666667
RNF183	2.919
STX4	-0.2365
TPPP2	0.86075
MYBPHL	-1.498
TXNDC6	0.0388
C9orf47	3.2855
FAM137B	-0.579
FANCB	-2.8255
C11orf9	-2.03575
DPY19L1	-1.296125
VDAC2	-0.573
VHL	-1.18675
LMBR1	-0.5325
C8orf44	0.16625
ZPBP	0.47875
FGF23	-1.1555
C21orf67	0.153
PCNT	-0.9235
BCKDHB	0.8805
GALNTL5	-0.813
BET1	-0.73625
ARL13A	0.147
HDAC6	-0.462375
N4BP3	0.749333333333333
OTOP1	-0.247166666666667
TTC30A	1.25475
CRISP1	0.299
KRT32	3.9545
VSTM1	0.6955
ZNF622	-0.43775
POLR3B	-0.1654
DNAJC10	0.000749999999999963
C12orf54	2.4005
ADIPOQ	3.009
RIT2	-0.1925
CD44	-0.3182
ABCA3	1.03475
RPS17	-0.273
FEZF1	0.694
PCDHB15	0.00700000000000001
KCNMA1	0.179772727272727
CCDC116	-2.4235
C15orf27	-3.497
NARG2	-0.177125
ITGA5	-1.6535
MEFV	0.0805
TUT1	-0.68
LOC541473	1.37325
NMBR	1.011
GLT1D1	-1.98533333333333
ABCB7	-0.4455
PFKP	-2.31381818181818
C9orf91	0.3468
LRRC41	-0.0645
C1orf85	-0.648333333333333
ATP5F1	-0.346875
STOX1	1.04875
GFOD2	0.163
SLC25A3	0.0265
ZNF646	-0.0028
ZAR1	0.148
OSTbeta	-0.9525
GALNT3	3.96675
IFT122	0.326
LDB3	0.6546
GARNL1	0.516285714285714
HOMEZ	0.572333333333333
LRRC6	3.05875
ANGPTL5	-0.8785
UBAC1	-0.92425
DLEU7	-0.4695
RPL19	0.5395
TOP1MT	-0.5675
LOC643641	0.744125
MBD3L2	0.2955
NTSR1	0.0743333333333333
WISP2	-2.7005
GPSM2	-1.933375
RDH10	-0.4439
PRKCG	0.075
HIST1H4J	0.663
MON1B	0.2211
MLF1IP	-2.341
ZNF446	0.22275
COL4A5	0.113
SLC26A1	0.147714285714286
RGN	0.65325
CCNB1	-3.662
C9orf165	0.33725
CCDC28B	-2.06425
CCDC97	0.8915
FGR	1.198375
MSRB3	1.0349
EPN2	0.246
COX15	-0.415666666666667
KCNK6	-0.3009
XK	-2.9205
GDA	-4.827
HEPH	-0.363625
THRAP3	0.11175
MET	-0.642857142857143
PHYHIP	1.36725
LYAR	-1.4365
ING3	0.244
AK7	-0.852
CCT8L2	0.059875
COPS7A	-0.321833333333333
WSCD1	-0.6045
RNF185	1.1505
TNS3	0.02975
KNDC1	-0.5804
RWDD4A	0.629166666666667
MED13L	1.1958
ZFYVE1	0.3685
C7orf44	-1.29366666666667
MRPL1	0.34
STGC3	-1.11675
TEAD1	0.198666666666667
RPL7A	0.0556428571428571
ARL6IP1	-0.0899
C1orf178	-0.00949999999999998
CTAGE5	0.522666666666667
TMEM184A	-0.0283333333333333
SLC25A14	0.08925
CACNG5	0.08275
ATXN10	-0.0854
ECH1	-0.0576
CCL22	-0.57775
CYP2F1	-1.85316666666667
GADL1	0.539
TMEM19	0.0802
RUNX3	2.40625
EFNB1	0.713166666666667
LIPN	0.531
ACSM3	-3.535
SIGLEC8	1.36883333333333
ASCC3L1	-0.149
NOL8	0.36575
RELT	-1.7275
Magmas	-1.072
PPP1R15B	-0.2175
C11orf2	0.8605
VKORC1	-1.24916666666667
MGC26647	0.63425
TRPM6	0.963416666666667
UGT2B7	-1.50083333333333
FEV	0.227
FOXK2	-0.4746
PDCD5	-0.3305
SLC8A1	2.3429
DGUOK	-0.274166666666667
CLDN16	-0.3645
GAGE1	-0.1255
RBM17	0.5517
C1QTNF3	0.149
VGLL3	0.240833333333333
UNQ5830	0.266
CD1A	-3.093
SCGB1C1	0.439
SUPT4H1	-0.238625
TRAF5	-0.08775
ASAHL	0.577375
FAM73A	1.246
OR6B1	-0.213
WHSC1	-1.99655
GFPT2	-1.5495
LOC339809	0.1175
STARD5	-0.314666666666667
SIP1	-1.05425
DNAJC15	0.1475
STAU2	0.11325
FAM98A	0.358875
RAD23B	-0.1750625
LRRC33	-1.68425
CHRAC1	-0.622
C21orf89	0.3515
C19orf43	0.217
KLK8	4.80716666666667
CCNE1	-3.328375
PKDREJ	1.16866666666667
SSU72	0.233
C17orf73	0.411
GPR78	0.243
WHSC1L1	0.4433
GSTA2	-0.51325
SMUG1	-0.242
UFM1	0.6732
AP3M2	-0.224333333333333
USP14	-0.591
FBXL14	0.721666666666667
DSTN	1.561
SFRS14	-1.14325
FBXO31	-0.0836666666666667
C12orf40	-0.02
FRS2	0.85575
NR2E3	0.74025
TUBB2C	-0.89
GMPR	-0.380333333333333
C9orf139	-0.5405
ING5	-0.225214285714286
LOC730092	-0.692
ORM1	-4.97775
RP11-11C5.2	-1.32675
HSPD1	-1.3516
PIWIL3	-0.325
C5orf13	-1.5079
OR5R1	0.7395
LCOR	1.283875
PLEKHA9	0.009
CCDC43	-0.61225
ZNF232	0.2335
SLC6A7	-0.248
ADH5	-8.33333333333242e-05
SHBG	-0.957666666666667
CROCCL2	0.02425
PANX3	-0.1855
CDIPT	-0.447
SLC16A5	0.4815
TUBB	-1.454
TOR3A	-1.0293
PREP	-0.311166666666667
ENTPD8	0.0284285714285714
CHMP1B	0.02375
SYT12	1.6804
MYH6	-1.8877
MAP3K13	0.9545
KLHL30	-0.0135
LCMT1	0.056
EIF1AX	0.475
FOXD4L1	-0.4165
SLC24A5	-0.196
RNF166	-1.3057
TJAP1	-0.4005
TMEM156	-0.3165
ZNF239	0.812
SNX19	0.5251
GKN1	0.499
FCN1	0.2922
C1QL1	-1.244
ATP11C	-0.234375
ZNF35	0.6265
CARD8	0.0161249999999999
LIMD1	-0.461666666666667
KIAA0286	-1.63825
XRN2	-0.620666666666667
CD6	-1.097
TOX3	0.931375
ZSCAN4	-0.0261666666666666
RSRC1	-0.290625
COG1	0.2795
PTRF	0.9681
C16orf35	-0.51
FBXO24	-0.39225
CHST11	-2.30025
THRB	1.0519
MYBPC1	4.24175
RNF39	2.75266666666667
PSMD11	-0.99275
ALAD	0.789
EN1	-0.758
SLC9A9	-0.45825
GSTM4	0.1927
CDC42BPA	0.197473684210526
RCSD1	0.44275
LUC7L2	-0.1132
SPTBN1	0.0174
LOC146167	0.15
BAT5	0.1695
ZNF452	0.830875
LSM4	-1.651625
SRP72	0.0513
SGK269	0.240916666666667
MTX1	-0.735
CENTA1	-0.50025
UNQ9433	0.016
ATR	0.121
DDX49	-0.6885
PAQR8	-1.14166666666667
C14orf174	0.11175
GBGT1	-0.2325
THAP1	0.26675
OR10K1	1.0965
RASIP1	-0.715
DPYD	1.0898
DOHH	-0.485
C18orf45	0.88175
POF1B	2.3075
ZNF552	2.30425
USP32	-0.75225
MED27	-0.803166666666666
C14orf149	-0.991166666666667
PRDX4	-1.57616666666667
ABHD12	0.2196
AGT	-4.72875
SLC22A14	-0.108
C1orf58	-0.379
PILRA	-1.3945
ABCF2	-1.02825
C17orf85	0.0947
TKTL1	-1.438
FGF1	2.6824
IL6R	0.4145
VPS25	-0.5775
CHRNB2	1.505125
COL7A1	-2.4342
LRRC48	3.31333333333333
SPG20	1.50816666666667
COX10	-0.742
GCA	0.88875
ECEL1	-0.682833333333333
GLG1	-0.0321666666666667
SRD5A2L2	0.0346666666666667
MUTYH	-1.125625
ZNF70	0.1695
L2HGDH	-2.0855
GPATCH2	0.714
ZNF655	-0.174
ZNF227	0.602833333333333
MCOLN2	0.4965
NQO2	-1.12775
KCNQ5	-0.1065
NEU1	0.323166666666667
QRICH1	0.03675
ZBTB20	1.89183333333333
RPUSD3	-1.18275
EPGN	-1.106
TSN	0.202416666666667
SPRY2	0.341333333333333
LZTFL1	0.847625
GMFB	0.014
PBEF1	-0.4767
HBG2	-3.16833333333333
TMEM8	-0.6105
PALM2-AKAP2	0.011
NFYA	-0.87025
FAM108A1	0.2715
PBLD	1.15575
NRG4	-2.2305
PIGF	-0.27575
PTGER1	0.02675
NOS2A	0.0246666666666667
C21orf34	1.97516666666667
C21orf51	0.147333333333333
IL17C	0.134
TRMT6	-0.848333333333333
ETV2	0.223166666666667
CCDC109A	-0.55375
MYLK2	-2.3955
ATP10A	0.7631
DPH4	-0.142
C5orf5	0.810166666666667
KCNA4	0.3984
NMNAT2	-1.17216666666667
GLYATL2	4.6795
LSMD1	-0.307375
IL23R	-2.32475
NRF1	-0.48925
MUC15	4.06833333333333
PRDM12	-3.3315
PAQR4	-1.40285714285714
RBBP6	-0.5469375
IFI27	2.6995
SKAP2	1.23916666666667
TAGAP	0.922625
TJP3	0.6815
C9orf61	3.611
IDS	0.0085
PARG	-0.40775
LOC131149	-0.6385
DYRK4	0.4475
MICALL1	-0.3365
GALR2	-0.584
GPBP1L1	-0.08425
TBX21	2.76775
KCNJ6	-0.7795
GGN	0.541
CASP5	0.892833333333333
RNF182	-3.9585
BRD4	0.19875
DOK4	-0.686
SLC46A2	-0.243166666666667
SOX9	2.64558333333333
ZNRD1	-0.330333333333333
PRR6	-2.89
FAU	0.392875
DTNB	1.42916666666667
CARD9	0.56425
STS-1	-1.06566666666667
SLC4A5	0.00874999999999999
NSBP1	-1.24475
UGCGL2	-0.283833333333333
POTE15	1.67
NOXA1	-0.082
RP13-347D8.3	0.50875
SAMD10	-0.653833333333333
EP400NL	-1.98525
TCF21	-0.73625
AMELX	-0.3235
JPH2	0.967
SLA	0.388375
DLST	-1.576
SEPT12	0.10275
RGS20	-4.25775
LXN	1.90466666666667
ZNF419	0.43
UPK3B	-0.317
RELL1	1.106
ESPNL	-1.0725
KLHL21	0.645375
PI15	4.694
C2orf61	0.136
LOC407835	-0.977
RER1	-0.207166666666667
ELAVL2	0.0945
MGC26718	1.2795
KLF2	1.4865
TNFAIP8L3	0.00349999999999999
TFE3	-0.09725
C11orf17	-0.542
15E1.2	-1.8795
SNRPC	-1.12825
DLGAP1	1.18275
PGLYRP1	0.772625
OVCH2	0.479
IRF7	0.375
SET	-0.6663
NAB2	-0.0736666666666667
LRP5L	-0.43975
FAM120A	0.3359375
ASCL2	0.604333333333333
SHH	-0.91
ATP5H	-0.222
THPO	-1.355
TYRP1	-4.2925
HIST1H3E	0.184666666666667
EIF2S1	-0.6225
TNFRSF17	-0.914
TARSL2	0.7475
NKX2-8	0.777375
C1orf115	1.990375
LOC56964	0.3965
KIAA0841	-0.92225
ISCU	0.7525
TTMA	-0.4
ZNF414	-0.983
LOC441150	0.43975
RAB15	0.765
HBP1	0.987666666666667
TNNT2	-0.420166666666667
CECR5	-0.99725
PHGDH	-1.41025
JRK	-0.3984
XPO4	-0.885625
FAM131C	-0.093
ARHGAP25	1.50666666666667
CA9	-3.89688888888889
GPR62	0.829833333333333
TLX1	-0.0938333333333334
GPS1	-0.84975
OR2M2	0.2365
BDP1	1.42278571428571
FAM70B	0.03425
RPS29	0.487333333333333
MKLN1	0.0774
TSPAN19	-1.76275
SLC29A3	0.4304
LGALS4	-0.286166666666667
USH2A	0.215
NF1	0.446666666666667
APOBEC3A	0.1005
IMPAD1	-0.504333333333333
OLR1	0.562666666666667
NRAP	-0.5285
HCFC1R1	-0.104833333333333
TAOK2	0.163333333333333
MCM10	-4.4805
MAP4K3	0.310166666666667
CBS	-2.988875
CLK3	-0.9734
PCDHGA5	-0.1405
ELF4	-0.29375
FAM71A	-0.22875
C11orf49	0.16825
CLIP2	-0.76875
BTBD9	0.83
ZNF524	1.217
KDELR1	-0.2825
ZNF509	0.79
NCSTN	0.48
ZNF533	1.565
PARP4	0.68175
GALNT9	-0.321
NPY	-1.33275
BEGAIN	-0.284666666666667
TMEM77	0.4665
FOXRED1	-2.34616666666667
SLC16A2	1.28133333333333
SLC35B1	-0.742
GK5	-0.243333333333333
SDCCAG10	-0.56075
C4orf20	0.497
SLC9A2	0.20025
ADD1	0.549071428571429
TAL2	-0.396666666666667
ACLY	-0.94925
DNAJC1	0.324
SOST	-1.66633333333333
USP43	1.34933333333333
CYP4F12	-1.66725
FKBP5	1.663125
CHCHD5	0.1322
NUDT22	-0.53575
CCDC85B	-0.87875
OR51G2	0.2165
STRN3	-0.271714285714286
TMOD2	0.4955
FLI1	-0.087
MAB21L2	-1.26733333333333
DGKQ	-0.10225
VPRBP	0.576333333333333
SCNN1B	1.178
ECHDC3	1.9254
TMEM106C	-0.35775
CSNK2A2	0.114
RPL39	0.2245
HERC3	0.511111111111111
ZBTB47	0.855833333333333
ZNF681	0.3045
PAGE2	-3.24825
CLIC5	3.42592857142857
RABAC1	0.50875
ZFHX2	1.06425
YPEL1	0.599666666666667
KIAA0776	0.4925
NR1D2	1.20625
DNAJC4	0.4185
NPNT	2.9545
ZNF677	1.0915
ZNF536	0.031
MEF2B	-0.482166666666667
PTPN4	-0.45625
CTCFL	-5.2275
STX5	0.4055
CD72	0.004
VEGFA	-1.33105263157895
XRCC1	-0.4269
MAS1L	-0.0963333333333333
ELL	-0.0889
SETBP1	1.63425
CDH11	2.38716666666667
NDC80	-3.90038461538462
DMBX1	-2.833
NRSN1	0.814666666666667
BAT2D1	0.2955
CDS2	-0.309333333333333
C1orf212	-0.136
SENP3	-0.426375
IL1F9	0.231
EEF2K	-0.15825
COG8	-0.2355
CEP72	-1.70525
OR1L8	-0.315
MUS81	-0.645416666666667
PHYH	0.04625
GGT6	1.56883333333333
C22orf23	-0.183916666666667
C13orf33	1.669875
MAPK8IP2	0.35925
NELL2	-0.92725
POU3F2	-2.3365
ALPK1	2.069625
MRPS18C	-0.042
RPLP2	0.621125
FGF22	-0.4695
SPNS1	-0.946833333333333
ZFP1	-0.03575
IL1RAPL1	-1.2125
PCSK9	-3.7115
NKX2-1	0.332076923076923
C6orf189	2.06175
SP4	0.6875
SLC11A1	0.2604
C21orf25	-0.348
ICAM2	0.477125
SH3GL1	-1.1795
GSK3B	-0.503
RALB	0.066125
PDXP	-1.515
GNGT1	-3.4485
KIR2DL1	-0.526
TNFAIP3	-0.854666666666667
C6orf32	1.7509
CBLN2	1.2075
PANK3	0.22675
TAAR9	-0.0975
WDR82	0.748785714285714
APOM	-3.5275
TRIP10	-0.39525
SPATA16	1.20116666666667
C1orf135	-2.9525
USP51	1.2065
TESK1	0.66725
C11orf64	0.1095
ZNF611	0.0205
PDE6G	0.902666666666667
HLA-DQA1	1.7675
GCLC	-0.361625
SEC61A1	-0.229071428571429
TWSG1	-0.315583333333333
ZMYND10	1.86675
CTDP1	-0.430875
ADAMTS6	-0.813
SLIT1	-2.0205
KRT86	2.479
KIAA0574	-1.97325
GTPBP2	-0.6229
PQLC3	1.5745
PRRX2	-0.4645
C15orf44	0.135333333333333
MKKS	-0.57075
C11orf10	-0.32125
GPR110	2.745875
CD109	-1.71533333333333
ADCY1	-0.0503333333333334
RHBG	-3.30375
TP53I3	0.31025
SLC22A3	-0.9652
UCP2	-0.053
FOXG1	-2.70883333333333
OR2AG1	0.1955
TRIM24	-1.28125
PROC	-4.0325
TAAR6	-0.057
AMTN	-1.16
C10orf47	0.026
DEPDC1	-3.5725
FLJ45557	3.13525
ZDHHC17	0.424875
KIAA1429	-0.0531666666666667
KCNH1	0.2315
VNN3	0.0942857142857143
PSMAL	3.262
PPARD	-0.00975000000000001
HFM1	-1.92866666666667
YBX1	-1.44533333333333
ZNF695	-3.24125
SCTR	-0.206
DCDC1	-0.3215
VPS26B	-0.243
MTF2	-0.591833333333333
ATP6V1F	-0.42275
CCDC94	-0.51925
PERF15	0.126
CCL11	0.369
LMO7	-0.235625
DCST1	0.212
ADRBK1	-0.42875
CDRT4	0.43
ZNF84	-0.1705
HOXD8	1.1135
STARD8	-0.545666666666667
FOXP2	-0.855857142857143
CCDC103	1.3385
POLR3A	-0.6563
GSC	0.0126666666666667
ZNF114	-2.015
HTR7P	0.2135
LALBA	0.6675
RMND5A	-0.706166666666667
PSCD2	-0.16475
ZNF409	0.075
KRTAP1-3	-0.270333333333333
MAF1	-0.58025
LOC201725	-1.78533333333333
NRN1	-2.231125
SPAG5	-3.77016666666667
DNAH7	2.728
FLJ43860	0.1695
BRCA2	-2.751
ACADM	-0.02375
CXXC6	-2.952375
RAGE	-0.505125
CHMP2A	0.52475
FAM8A1	0.3172
GPR21	0.1315
SLC12A3	-2.48466666666667
FVT1	1.29453846153846
ZDHHC7	-0.363625
FLJ44048	0.37575
SLC44A3	2.56
SDSL	-0.08
MMP8	-0.889
PLA2G12B	-3.8195
ACY1	-0.74475
MT1E	2.07483333333333
OR4K15	0.096
TECTB	0.31
GPR20	0.12425
IRAK2	-0.408
RFPL3	-0.389
MYO9A	1.28625
NARG1L	-0.212
BLMH	-1.516875
CCDC3	3.0485
C9orf21	-0.0306666666666667
KIAA0513	0.1945
MIER2	0.95975
PNMA2	-0.677083333333333
SH3BP2	-0.0516
ANXA10	-1.608
RTN2	1.12833333333333
TFB1M	-1.3465
PRPH2	3.42675
C14orf133	-0.30875
GOLGB1	1.25033333333333
IRX4	1.752
NFKBIL1	-0.305333333333333
C10orf62	-0.05
APBB3	-0.64025
RPS10	0.4968
LOC728378	1.38425
TLE3	0.237777777777778
PSMB7	-0.771875
MESDC1	-0.515
SLC6A1	0.2086
OCLN	1.21758333333333
PTTG3	-3.80683333333333
NAGLU	-0.46825
SERTAD4	3.12275
SPRY1	1.145
FLJ10781	0.844916666666667
MYSM1	0.388
TRIM4	0.907071428571429
SH3YL1	2.176125
TREM2	3.89483333333333
SERPINI1	0.7855
HDHD3	0.472
TMEM38A	0.17525
EID2B	-0.729
TDRD3	0.277666666666667
SEDLP	0.553
THSD7A	2.27483333333333
NDST3	-1.99875
KLHL15	-0.255666666666667
