Hybridization REF	TCGA-C8-A12P-01A-11R-A115-07
SRD5A2L2	-0.77975
MUTYH	-0.3555
ZNF70	-0.06525
L2HGDH	0.6085
GPATCH2	0.011
ZNF655	-0.161875
ZNF227	-0.441
MCOLN2	2.34816666666667
NQO2	-0.62525
KCNQ5	0.0885
NEU1	0.139
QRICH1	-0.1155
ZBTB20	-0.348333333333333
RPUSD3	-0.276
EPGN	-1.86533333333333
TSN	0.1415
SPRY2	-3.15116666666667
LZTFL1	-0.615375
GMFB	-0.012125
PBEF1	0.1572
HBG2	-2.61825
TMEM8	-0.03925
PALM2-AKAP2	0.0473333333333333
NFYA	0.5995
FAM108A1	0.6185
PBLD	0.105625
NRG4	-2.52525
PIGF	0.083
PTGER1	-0.1085
NOS2A	0.7305
C21orf34	1.16183333333333
C21orf51	-0.486916666666667
IL17C	-0.094
TRMT6	-0.382
ETV2	0.327333333333333
CCDC109A	0.41
MYLK2	-1.0565
ATP10A	1.3087
DPH4	-0.39775
C5orf5	0.4265
KCNA4	-0.1235
NMNAT2	2.47483333333333
GLYATL2	5.806
LSMD1	0.25225
IL23R	-1.7625
NRF1	-0.30975
MUC15	4.84516666666667
PRDM12	-1.2365
PAQR4	0.474428571428572
RBBP6	-1.9036875
IFI27	3.79725
SKAP2	-0.137166666666667
TAGAP	2.170375
TJP3	2.0665
C9orf61	0.16475
IDS	0.722357142857143
PARG	0.4125
LOC131149	-0.74
DYRK4	-0.482
MICALL1	-0.985
GALR2	0.5395
GPBP1L1	0.05825
TBX21	4.22475
KCNJ6	1.7875
GGN	0.5795
CASP5	1.128
RNF182	-2.23975
BRD4	0.0615
DOK4	-0.69075
SLC46A2	0.965166666666667
SOX9	1.98116666666667
ZNRD1	-0.4905
PRR6	-2.13425
FAU	0.41275
DTNB	1.59983333333333
CARD9	0.39
STS-1	-0.876
SLC4A5	0.2945
NSBP1	-2.368
UGCGL2	-1.547
POTE15	-3.1655
NOXA1	-0.24425
RP13-347D8.3	1.27075
SAMD10	-0.266333333333333
EP400NL	-0.8185
TCF21	-0.26025
AMELX	0.08225
JPH2	1.8454
SLA	1.447625
DLST	-0.872
SEPT12	1.25025
RGS20	-2.1555
LXN	0.6705
ZNF419	-0.369875
UPK3B	-0.429166666666667
RELL1	-0.8545
ESPNL	0.0995
KLHL21	-0.68575
PI15	0.366
C2orf61	-0.591
LOC407835	-0.0621666666666666
RER1	0.520416666666667
ELAVL2	0.142
MGC26718	-3.281
KLF2	2.19525
TNFAIP8L3	0.79175
TFE3	0.39525
C11orf17	-0.605125
15E1.2	-0.579
SNRPC	-0.80825
DLGAP1	-0.91925
PGLYRP1	0.133875
OVCH2	-0.1515
IRF7	1.499
SET	-1.6484
NAB2	-0.785
LRP5L	-0.51825
FAM120A	0.3381875
ASCL2	1.15183333333333
SHH	0.0585
ATP5H	0.115166666666667
THPO	-0.960666666666667
TYRP1	-3.42533333333333
HIST1H3E	1.37266666666667
EIF2S1	0.349555555555556
TNFRSF17	0.227833333333333
TARSL2	0.29675
NKX2-8	1.0915
C1orf115	2.561375
LOC56964	1.0675
KIAA0841	0.456
ISCU	0.3735
TTMA	-0.9025
ZNF414	-0.2465
LOC441150	1.92775
RAB15	1.43625
HBP1	1.17866666666667
TNNT2	-0.557166666666667
CECR5	0.0525
PHGDH	-0.113625
JRK	0.8176
XPO4	-0.322125
FAM131C	0.3915
ARHGAP25	1.20633333333333
CA9	-1.06922222222222
GPR62	0.929166666666667
TLX1	0.0406666666666667
GPS1	0.06425
OR2M2	0.1435
BDP1	-0.556928571428571
FAM70B	0.06775
RPS29	-0.341916666666667
MKLN1	-0.5094
TSPAN19	-3.2015
SLC29A3	1.0778
LGALS4	0.210333333333333
USH2A	0.226
NF1	-0.225333333333333
APOBEC3A	4.228
IMPAD1	0.734666666666667
OLR1	3.41216666666667
NRAP	0.599
HCFC1R1	0.0286666666666667
TAOK2	0.7085
MCM10	-0.864833333333333
MAP4K3	0.654666666666667
CBS	-2.321125
CLK3	0.374
PCDHGA5	0.189
ELF4	0.319875
FAM71A	0.000749999999999997
C11orf49	-0.91825
CLIP2	-0.6245
BTBD9	0.2268
ZNF524	0.50575
KDELR1	0.013
ZNF509	-0.156
NCSTN	1.0545
ZNF533	1.06264285714286
PARP4	-0.02325
GALNT9	-0.137
NPY	-2.79375
BEGAIN	-1.03616666666667
TMEM77	0.396333333333333
FOXRED1	-0.188833333333333
SLC16A2	4.12416666666667
SLC35B1	0.74725
GK5	-0.15325
SDCCAG10	-0.396
C4orf20	-0.452
SLC9A2	0.71375
ADD1	-1.18571428571429
TAL2	0.495166666666667
ACLY	0.05375
DNAJC1	1.157
SOST	-1.321
USP43	0.262333333333333
CYP4F12	-2.3035
FKBP5	-0.375
CHCHD5	0.1565
NUDT22	0.43375
CCDC85B	-0.485
OR51G2	0.956
STRN3	0.454857142857143
TMOD2	2.7735
FLI1	0.1105
MAB21L2	-0.464333333333333
DGKQ	0.208
VPRBP	-0.189
SCNN1B	-0.9445
ECHDC3	2.2536
TMEM106C	-1.09225
CSNK2A2	-0.145
RPL39	-0.4293
HERC3	0.0958
ZBTB47	0.5045
ZNF681	-0.45625
PAGE2	-1.793
CLIC5	2.51821428571429
RABAC1	0.70625
ZFHX2	0.9765
YPEL1	0.206166666666667
KIAA0776	-0.711
NR1D2	-0.03525
DNAJC4	0.25775
NPNT	3.1341
ZNF677	0.1405
ZNF536	-0.74
MEF2B	0.0514166666666667
PTPN4	0.252875
CTCFL	-5.6015
STX5	0.593666666666667
CD72	3.0615
VEGFA	-1.29389473684211
XRCC1	-0.6304
MAS1L	0.547166666666667
ELL	0.2716
SETBP1	-0.5265
CDH11	3.2985
NDC80	-0.726923076923077
DMBX1	-2.577
NRSN1	0.285833333333333
BAT2D1	-0.116375
CDS2	1.59716666666667
C1orf212	0.0308333333333333
SENP3	-0.512125
IL1F9	0.015
EEF2K	-0.091125
COG8	0.0665
CEP72	-1.62375
OR1L8	0.305
MUS81	-0.773
PHYH	1.2735
GGT6	1.09716666666667
C22orf23	-1.43791666666667
C13orf33	3.33325
MAPK8IP2	2.5725
NELL2	-2.0195
POU3F2	-3.6655
ALPK1	1.01725
MRPS18C	-0.08475
RPLP2	-0.04925
FGF22	-0.119
SPNS1	-0.0218333333333333
ZFP1	-0.51875
IL1RAPL1	-1.356
PCSK9	-2.9655
NKX2-1	-0.0617142857142857
C6orf189	0.5095
SP4	-0.4495
SLC11A1	1.7635
C21orf25	1.13483333333333
ICAM2	0.06575
SH3GL1	-0.175
GSK3B	1.16933333333333
RALB	0.888875
PDXP	-0.779166666666667
GNGT1	-3.83142857142857
KIR2DL1	0.808
TNFAIP3	-0.511666666666667
C6orf32	0.0313
CBLN2	-0.55875
PANK3	1.16425
TAAR9	-0.7815
WDR82	-0.225857142857143
APOM	-4.15275
TRIP10	0.74675
SPATA16	0.0318333333333333
C1orf135	-0.523
USP51	-0.099
TESK1	1.86575
C11orf64	0.163625
ZNF611	0.081
PDE6G	0.1225
HLA-DQA1	1.762875
GCLC	0.037125
SEC61A1	0.442071428571429
TWSG1	1.37491666666667
ZMYND10	-0.9175
CTDP1	-0.111125
ADAMTS6	0.303333333333333
SLIT1	-2.03825
KRT86	4.084
KIAA0574	0.02625
GTPBP2	-0.3408
PQLC3	1.67725
PRRX2	0.402
C15orf44	0.858333333333333
MKKS	0.0924999999999999
C11orf10	0.35
GPR110	2.871625
CD109	-1.74175
ADCY1	0.329833333333333
RHBG	-2.26
TP53I3	1.361125
SLC22A3	-2.5747
UCP2	2.6195
FOXG1	-2.25466666666667
OR2AG1	0.584
TRIM24	-1.16525
PROC	-2.5195
TAAR6	0.357
AMTN	-0.1445
C10orf47	1.4615
DEPDC1	-1.662
FLJ45557	0.36025
ZDHHC17	-1.2749375
KIAA1429	-0.244666666666667
KCNH1	0.23575
VNN3	0.295
PSMAL	3.613
PPARD	-0.195875
HFM1	-1.76875
YBX1	-0.593333333333333
ZNF695	-0.07
SCTR	0.211833333333333
DCDC1	0.675
VPS26B	0.4954
MTF2	-0.880833333333333
ATP6V1F	0.64525
CCDC94	0.505
PERF15	0.1995
CCL11	3.91575
LMO7	-0.101
DCST1	0.504
ADRBK1	0.149
CDRT4	-1.577875
ZNF84	-1.04675
HOXD8	0.798
STARD8	-0.296666666666667
FOXP2	-0.977875
CCDC103	0.11525
POLR3A	-0.7631
GSC	-0.679
ZNF114	-3.31866666666667
HTR7P	0.1135
LALBA	0.3255
RMND5A	0.306333333333333
PSCD2	0.207
ZNF409	0.2925
KRTAP1-3	0.375166666666667
MAF1	1.00975
LOC201725	-0.522
NRN1	-2.275625
SPAG5	-1.85816666666667
DNAH7	-0.288
FLJ43860	0.813
BRCA2	-0.341
ACADM	0.482625
CXXC6	-2.49175
RAGE	-1.659375
CHMP2A	0.0225
FAM8A1	0.1798
GPR21	0.795
SLC12A3	-2.64633333333333
FVT1	-0.303214285714286
ZDHHC7	-0.312375
FLJ44048	0.04525
SLC44A3	2.6525
SDSL	1.3525
MMP8	-1.00475
PLA2G12B	-3.63816666666667
ACY1	-0.213
MT1E	0.308833333333333
OR4K15	0.391
TECTB	-1.032
GPR20	-0.314125
IRAK2	-0.19075
RFPL3	-0.280875
MYO9A	0.808
NARG1L	-1.00575
BLMH	-1.931375
CCDC3	3.64166666666667
C9orf21	-0.358
KIAA0513	0.338833333333333
MIER2	0.0555
PNMA2	-1.63016666666667
SH3BP2	0.6188
ANXA10	-2.51575
RTN2	1.589
TFB1M	-1.7955
PRPH2	2.22
C14orf133	0.0935
GOLGB1	0.525166666666667
IRX4	-0.6505
NFKBIL1	-0.596
C10orf62	-0.1805
APBB3	-1.22075
RPS10	-0.3504
LOC728378	-0.8855
TLE3	0.468055555555556
PSMB7	-0.7335
MESDC1	-0.796
SLC6A1	1.45116666666667
OCLN	2.64333333333333
PTTG3	-0.8545
NAGLU	-0.043
SERTAD4	1.889875
SPRY1	1.195
FLJ10781	0.166583333333333
MYSM1	-0.561
TRIM4	0.177571428571429
SH3YL1	1.829125
TREM2	3.869
SERPINI1	3.747
HDHD3	0.2915
TMEM38A	0.399625
EID2B	-1.37125
TDRD3	-0.821166666666667
SEDLP	0.137
THSD7A	1.32866666666667
NDST3	-3.2385
KLHL15	-0.52025
DHRS12	1.55
FBXO9	-0.416357142857143
TNPO1	0.2585
MRPL13	-1.84766666666667
SNX5	-0.666
METTL6	-0.6635
SOD1	1.075125
CHML	0.444833333333333
PACS1	0.61825
SIRT5	0.2388
CAPN2	1.08783333333333
FXYD5	0.607833333333333
TWISTNB	-0.536125
LRFN1	0.00766666666666666
UBE1L	0.941625
UBE1C	1.3805
OR51B2	-0.83075
OR4D11	-0.2815
C15orf2	0.254
NR4A1	-0.139666666666667
LOC339047	-2.549
TRIM17	-1.221125
ATP5G3	0.221928571428571
RPL15	-1.06591666666667
ADAMTS8	-0.72325
HOXC4	-0.746
C14orf37	1.9925
CEACAM5	3.14275
MYT1L	0.0495
RASA2	-1.096125
OSBPL7	-0.672
STAG1	-0.4995
GIMAP4	4.49583333333333
FUT3	3.29666666666667
PIF1	-2.552375
LPIN2	0.1109
SH3PX3	0.69425
PDP2	-0.73725
PAPD1	0.208625
ERP27	4.12925
APOOL	0.4968
DIABLO	0.655
TRHR	0.11775
ARMC9	-0.691375
RNF152	3.42775
SLITRK3	-0.0418
ZNF211	-0.1308
PFDN1	0.0125
RGS11	-0.589625
HS6ST1	-0.1935
AKR1D1	-1.76875
TNP2	0.443666666666667
STK31	3.32666666666667
EML4	0.325083333333333
SGTA	-0.0748333333333333
HIST1H2BI	1.14166666666667
PSMD6	-1.13566666666667
KIAA1257	-0.3595
C18orf55	-0.749833333333333
FLJ20273	1.06975
RPL28	-1.60316666666667
EPYC	4.273625
NOX3	-0.105
ELAC1	-0.3305
METT11D1	-0.032
BIN2	-0.0435
NACA2	-0.307
CCDC17	-0.4095
HM13	-0.4931
UBOX5	-1.08275
UBE2O	-0.894
UBL5	0.4755
APOLD1	0.547875
C9orf31	0.5835
TNFSF8	0.8365
ARHGAP29	1.80375
PROKR2	0.323
PDE5A	-0.235333333333333
C6orf12	-1.1365
TOM1L1	0.7265
WHDC1	0.010875
FOXI1	0.243166666666667
RAB4A	0.4788
TMEM39B	-0.798
ATPBD1C	-0.56425
FARSA	-0.1895
PLEKHG5	-0.13875
CMAS	-0.330166666666667
OR7E24	0.0345
SLC30A1	-1.0635
CDC42EP5	0.359666666666667
PLAC1	2.58125
KLHL18	0.0963333333333333
LBA1	0.7762
TAZ	0.019
CRIP2	1.94275
BTBD11	-1.59933333333333
C16orf72	0.12125
DIO2	2.6909
LRRCC1	-2.52716666666667
CCDC136	-2.037
PRX	-0.4615
RBM5	-1.0737
TMEM85	0.78675
TUBGCP4	-0.903666666666667
APLN	1.99225
CDK7	0.589
SSR2	0.985916666666667
CRELD1	-0.879
C19orf46	2.29325
GAL3ST4	0.942833333333333
KBTBD10	-0.65875
IL28A	1.882
WDR27	-1.937
MCM2	-0.9345
SOX14	0.3585
FLJ39743	0.4575
KIAA0922	-0.18825
HIPK4	-0.291
FLJ25758	0.69
C16orf57	0.502
PDZD2	2.911375
MCC	1.261
HHLA3	-0.6409
ID2	-0.02425
C20orf23	1.82816666666667
ZNF688	0.633
APOC2	-0.571333333333333
LOC440093	-0.1775
FAM50B	1.43566666666667
PWP1	0.161
DNAH10	-0.18625
HIST1H2BA	0.4025
GPR56	1.77416666666667
METAP2	-0.685625
PAN3	0.174166666666667
STXBP4	-0.47025
PDHX	-0.2815
MTA1	0.30275
ZBED4	0.44675
ZNF720	-0.4365
CDK2	-1.030875
RHOJ	0.094375
CDC37	-0.129
ZER1	0.787125
GRK4	-1.199
PRPH	0.23175
POLR2A	-0.06875
OGFOD1	-0.232
NOL5A	-0.849
PHEX	1.9525
FLJ16478	0.35925
C20orf117	-1.543875
CAMTA2	-0.325
C11orf74	-0.8845
DDX17	-0.844666666666667
C5orf27	0.272875
PLEKHA2	-1.0491
PDE4DIP	-0.5268
SCN7A	0.2215
ZNF559	-0.929
CXCL10	3.83325
ZMYM4	-0.676166666666667
STK32B	-1.0056
KIAA0888	-3.6316
TACR3	0.2565
CKAP2L	-1.43325
KIF1A	0.1835
RSPRY1	0.75075
VCAN	1.67175
CYP27C1	0.545
SYDE1	-0.9965
MED12L	-1.7965
ZDHHC21	0.413875
NHS	-0.3785
TM9SF3	1.33316666666667
DDHD1	-0.934875
MAFG	-1.22716666666667
BICD2	-0.572
C14orf119	0.6665
C14orf43	0.633214285714286
CDH7	-1.47575
ALKBH5	0.115785714285714
JUP	1.0175
TMEM41A	0.305666666666667
MAMDC4	-1.64866666666667
CBX3	0.25375
LRRC18	0.25675
RBMXL2	-0.71025
PLA2G4D	0.625666666666667
FGF13	1.6125
KIF3A	-0.140666666666667
PDIA6	-0.04075
DCXR	0.88725
CASKIN2	0.489083333333333
EHD1	1.46466666666667
MARCKSL1	0.593333333333333
ZNF496	-0.191333333333333
SCAF1	0.447333333333333
KCTD8	-1.91175
TRAF3IP3	0.996857142857143
LSR	1.92025
CXorf1	-0.371833333333333
C14orf112	0.520666666666667
EIF2B1	0.40275
OMP	0.118
GSTZ1	0.51025
LOC92017	1.503
ISLR2	0.7255
C12orf36	0.8405
GATA2	-2.0585
GABRA5	-2.6125
CELSR2	-1.02864285714286
STAM2	0.8447
TNAP	-0.8335
PTPMT1	-0.0365
GRP	7.0475
SV2A	-1.11783333333333
MAGEA12	-2.7315
CACNG1	1.402
C18orf19	-0.73375
GSG1	3.06816666666667
PTPRJ	0.954214285714286
FRMPD1	-0.675
ZNF668	0.54625
PLEKHJ1	0.098375
ADAT1	-0.7578
TMEM50A	0.6364
UCN3	0.1325
HOOK1	1.474875
IL17B	-0.839
MLKL	-0.166
TTC14	-1.33433333333333
KLHL5	-0.2165
CRYL1	0.452666666666667
FOXH1	0.025
NFYB	-0.014375
PPM1G	0.64825
GOLGA2LY1	-2.179
NMT1	-0.52275
HADHA	-0.5291
CHSY-2	3.16025
PLEKHF1	0.515357142857143
SAGE1	-2.0275
MUSTN1	0.21225
SUHW4	0.14975
TFEB	2.1965
ZFYVE27	-0.727
ATG12	-0.202333333333333
BMI1	-0.1085
ZIM3	0.10575
MYH4	-0.8475
MASP1	-1.37091666666667
KIAA0984	0.86975
RPAP2	0.01625
ASB5	0.00674999999999998
BOLA3	0.329166666666667
MIA3	1.958
KRT35	0.318
KIR3DL3	-1.5815
MRPL51	0.073
SEMA3F	0.0258333333333333
NDUFB2	0.790333333333333
LOC253012	-1.28925
FAM46C	-0.3835
G6PC	-3.25175
CSAG3A	-3.31516666666667
PREX1	0.325
SLC25A45	0.407625
MAPKBP1	-0.0656
CPE	2.6834
GNB1	-0.69125
CXCR6	2.459
TRIM46	0.11
C16orf3	0.2385
HPSE	1.72375
TIGD3	1.002
SPG3A	2.684
LCAT	-1.30683333333333
ST6GAL1	-1.01522222222222
POMC	0.79975
FLJ36031	0.703
NSMAF	-0.538666666666667
SKIL	0.9625
ADSS	0.999333333333333
HMGCS1	-0.8528
POLR3F	0.111833333333333
RAB10	0.527375
ZNF277P	0.0695
ZBTB7B	1.006875
DHRS1	-0.112375
ABCC13	0.121625
CNOT3	0.45275
NFKBIA	0.586
GAK	-0.501666666666667
SFT2D2	1.73433333333333
HOXA6	0.234
CRTC1	-0.0815
LY6D	1.45766666666667
C20orf72	-1.28683333333333
CPT1A	1.30925
LMO1	1.598
EIF3I	-0.13875
PRB4	0.0415
MCM3APAS	-1.788
C20orf132	-1.0715
FOXF2	-2.4065
S100A12	0.7525
MLH1	-0.537166666666667
ACTN1	1.5306
MRPL36	0.625
C20orf106	0.091
FBXO6	1.80066666666667
MKS1	1.19133333333333
CX3CR1	-2.675125
PDE1B	1.158
PLP1	-3.53625
KISS1	0.1075
C14orf2	0.551666666666667
TBC1D3P2	-1.96575
COMMD6	0.6137
ANKRD7	-1.90325
PTCHD1	-1.818375
NARS2	0.14425
DOCK7	1.095
FAM127B	2.025
LOC390243	-0.130333333333333
N6AMT2	-0.231
ZNF391	1.0555
DNAJB14	-0.671
WRB	0.558875
BPI	0.221583333333333
TTC4	-0.223333333333333
FAM10A5	-0.05875
GOT1L1	-0.0594
MAGED1	0.9695
RESP18	0.2665
WFDC6	0.158
MT2A	-0.6935
C11orf56	-0.22175
KIAA1432	1.1835
ROR1	-1.220625
HSD17B14	1.72266666666667
ZFAND2B	-0.285375
SAMD4B	0.5345
HEXA	1.173375
HNRNPU	-0.156954545454545
USP39	0.711875
NRD1	-0.12575
R3HDML	0.40775
FLT4	0.662833333333333
OMG	0.168666666666667
OR52N4	0.59
LOC399818	-1.29225
ELA2	-2.056
VENTXP1	0.7565
RFC5	-1.167
OR52L1	0.7255
PAX5	0.348
FBXO2	0.3435
GMEB1	-0.626
AKT3	-1.301
CRB1	-2.549
CTTN	0.7525
UTP15	0.109833333333333
HSBP1	-0.210583333333333
PHF11	0.67975
NDEL1	0.405
USP8	-0.13475
BAIAP2	-0.674133333333333
SI	0.759833333333333
ARSJ	1.897
BAAT	-2.465
KCNS3	4.168
LOC126147	-0.224666666666667
TMEM37	-0.16575
C1orf162	3.22066666666667
MBD1	-0.8205
ITGAL	0.182833333333333
WDR73	-0.838
GKN2	0.436166666666667
ARFGAP1	-0.05425
SLC5A8	-1.53316666666667
ZBTB40	-0.8475
CYP4B1	6.76183333333333
LYPLAL1	0.49675
CHST3	-1.0855
MAP3K9	0.423
BTAF1	-1.043
TFAP2E	0.114
RBM35B	0.09875
LOC441251	-0.469833333333333
ANKRD25	-1.42555555555556
UQCRC2	-0.032
MAEA	-0.504916666666667
HYAL1	-2.3182
RNPEPL1	0.698333333333333
CPSF2	-0.123125
PSD3	-1.2661
ABCA13	-0.8015
AGR2	-0.178875
GBX1	-1.2045
HDLBP	0.3945
ACY3	-0.344
HECW1	-0.25125
ZNF519	-0.52025
HOPX	3.566125
ZNF304	0.439375
OR12D3	0.2255
FKSG43	0.141
METTL1	0.428125
MFSD3	0.0916
PSPH	0.18475
CLCA3	-0.3905
DARS2	-0.999666666666667
CDC25A	-1.20033333333333
BAIAP2L1	1.2375
B3GNT5	2.971125
USP29	0.01
ARHGEF10L	0.4736
ATOX1	0.610375
ADAM30	0.37575
DNASE1	1.6235
STT3A	0.773083333333333
RAB6IP1	-0.5755
PTN	0.2172
C1orf106	-1.08184615384615
HECA	1.15625
RNF122	0.707
SLC22A18AS	0.2155
GNG8	0.4595
ELP4	-0.25175
FAM65A	0.390666666666667
RPL10A	-0.935
IRS4	0.5215
MACF1	0.4314
SEC24D	0.391
LOC374395	0.72375
TGFB2	1.867
MDFIC	0.073875
CHRNE	0.339833333333333
PCMTD2	0.0521666666666666
ATP6V0D1	0.686833333333333
MTA2	0.85475
LZTR1	-0.406
RAP1A	0.433833333333333
AXIN1	-0.584625
POLR1C	0.3525
TRIO	0.1325
PLXNA4A	0.388916666666667
C5orf33	0.43475
DEPDC1B	-1.90925
ZNF473	-0.7945
MTM1	1.9765
GPR107	-0.2465
CSNK1A1L	-0.0455
FLJ14154	-0.3075
NLRC4	3.972
ENPP4	0.963333333333333
PADI3	4.419
RNF170	0.53925
CG018	-0.3365
C16orf7	0.26375
KCNE1	-0.563
NRM	-0.7515
SLC37A3	0.633928571428571
TPD52L2	0.218166666666667
UNC5B	1.20625
C12orf12	0.6442
SDHB	0.1875
CLRN1	0.373125
NUDT10	-0.190333333333333
UGT3A1	0.060125
FBXW8	0.2415
RHOF	1.089125
PTPLAD1	1.312
MYO3B	-1.4565
DERA	-0.22125
TPP2	-0.698
C19orf53	0.711333333333333
GINS3	-0.215125
ST6GALNAC5	3.389
CHSY1	-0.687
MGC15705	1.241
GPR83	0.00749999999999998
EXT2	0.098125
DOLK	0.70025
TUBAL3	-2.1475
ACVRL1	1.8991
ABL2	-0.399083333333333
C14orf156	-0.164666666666667
PTPRZ1	-4.585875
DIP2C	0.2685
LAMP1	0.86175
RXRA	-0.5444
MAP3K5	1.3575
ALKBH1	0.637166666666667
PDLIM7	0.109625
ARL14	1.893
SNIP1	0.350833333333333
TIMP3	1.758
RGS3	0.541833333333333
SPAG16	-0.5488
ABHD4	0.81225
ARHGEF12	1.10866666666667
GLUD2	-0.575
RAC2	-1.1756
UAP1L1	-1.1535
SLC18A3	0.308
YOD1	-0.99
RALY	0.31325
HMOX2	1.243125
DGKH	-1.08925
DBNDD2	0.16
YIPF4	1.386375
THAP10	0.19675
ZNF513	1.034
HAGHL	-1.33716666666667
ITGB4	0.895833333333333
CCDC141	-2.146
YTHDF3	0.84225
C5orf28	1.08225
RPL7L1	-0.60375
TMEM30B	1.72835714285714
ANKRD35	1.2155
DUOXA2	-0.24875
TBC1D5	-1.2235
DFNB59	-0.713
HRH4	0.2375
MYO6	0.1481
DNAJA4	3.801125
RBM24	-1.46175
CEACAM20	0.1505
RBM23	0.0961428571428571
NGFB	-0.022
C1orf63	-1.3167
KRTAP7-1	0.6035
PERLD1	3.324
NPB	0.235
C17orf59	0.2398
HSPBAP1	0.2285
SLC15A4	0.66525
PRTFDC1	-1.083
OSMR	-1.4745
CYSLTR2	0.035
C19orf25	0.1674
KIAA1797	-0.467
NLRP6	-0.0725
FAM105B	0.4605
SCRN2	-0.7455
LRRC58	-1.3725
RNF17	0.14075
NEIL3	-1.327
FAM137A	-2.48825
SKP2	-2.3055
PARVA	1.11758333333333
PKLR	-1.1775
RNF34	0.5745
A3GALT2	0.251
C12orf50	0.0506666666666667
SUNC1	4.0475
FAM102B	-1.30966666666667
CCT2	-0.93875
LRRC37A2	-1.442
ARF4	0.4305
SIKE	-0.047
C8orf48	0.3255
MBTPS1	0.2245
GPSN2	-0.5555
NCF2	3.5445
SLC12A6	1.5745
MRPL48	0.35775
HMGN3	-0.903333333333333
LRRC62	-0.88825
PAX9	2.494375
FAM55A	0.5945
C20orf42	-2.312
SCML2	-2.085
BCL9	0.93375
FAM40A	-0.45775
C9orf41	0.193833333333333
ZNF774	2.4415
LETM1	-0.26575
PLXNB1	-0.715
NIPSNAP1	0.363
USP10	-0.91775
F9	0.4705
LIPE	1.1185
CNGB3	0.0305
C12orf52	0.005125
PI4K2A	-0.307
MED8	0.9775
STAT4	1.3067
FGD4	0.2755
RNF145	0.0693333333333333
WDR32	-0.6144
CLDN2	0.535666666666667
TCEAL8	0.979
ZMYND8	-0.3638
PDXK	0.2104375
GATAD2A	0.31475
PTGES3	-0.363
CCM2	0.7855
TAP1	1.255
ZNF670	0.34075
ETS2	-0.778
C6orf166	-0.561333333333333
PRMT2	0.6735
OR4B1	0.4935
INTS8	-0.932
CCDC102A	0.05775
CCDC83	-1.51966666666667
ITGA1	1.1823
EPHA5	-2.1282
FAM24B	-1.76366666666667
TSGA10	0.99325
HAL	-2.004
MYOT	-0.2845
SPACA3	-0.165
BCL2L2	-0.4455
CUGBP2	0.0756666666666667
CCNB3	0.77875
RNF113B	0.78325
MERTK	0.85
BAG1	-0.6435
VPS36	-0.54975
ORMDL3	0.318
C1orf190	0.4455
ZNF625	-0.6645
CORO2B	-1.82475
ALOX15	-0.27
CST1	3.6105
NUPR1	2.37933333333333
CCL7	3.61925
SMCR5	-1.374
DSC2	2.037
RBMS2	1.34825
GRIK4	0.4065
TRIM65	-0.6563
TMPRSS6	-0.496285714285714
TP53INP2	1.80075
GLB1L	0.731666666666667
LOC388284	-0.003
PUS1	0.0231428571428571
BCL9L	0.6055
OLFM1	0.800833333333333
RET	0.103875
MASTL	-0.785166666666667
ALX3	0.406
IL1RL1	0.048
ZNF765	-0.2005
C14orf138	-0.82275
SNX10	-0.328666666666667
TAC4	0.2505
C1orf64	-1.703375
POGK	0.816
MAPK9	0.96075
ZNF366	2.74275
C8orf79	-0.6625
CLDN7	3.203125
OR5AT1	0.714
TRIM37	-1.80925
LRRC25	2.838
GRHL2	2.4423
TEKT3	-0.08325
LASS5	-0.252
ABCC4	-1.74833333333333
DLG3	2.1655
VGLL1	3.8815
ZFP36L2	0.346
MFRP	-0.0601666666666667
KIAA1799	-0.65475
FLJ44379	0.127
PCNX	0.18725
ANXA9	-1.2475
CYP4V2	0.0612
PIK3C2A	0.1265
SRR	0.269
NOL3	-0.15025
IFITM2	0.712
ARNTL2	-1.3845
ZNF595	-0.43375
NLRP13	-0.1365
ASPH	-0.77625
CPA2	0.193
PVRIG	-1.1795
LEPR	-1.71883333333333
C16orf42	0.669333333333333
SH3BGRL	0.22325
FAM77D	-1.06133333333333
FNDC7	0.1185
C9orf6	0.437833333333333
NOTCH2NL	0.843333333333333
PGBD1	-1.15266666666667
SYNGR2	0.661166666666667
PITPNA	0.06475
PRPF4B	-1.1257
SLC43A3	-0.166357142857143
NRBP1	1.0265
SLC25A22	0.20075
ILK	0.286125
SLC22A8	0.456
MRPS7	-0.11425
PITX2	-0.043
FABP3	2.388
OR1L1	0.6815
LOC728215	0.725125
BLID	-2.6835
KIAA1217	2.98552941176471
TFPT	0.69825
AP4B1	-0.9965
VBP1	0.19025
OR1K1	0.553
MORC3	-0.1965
BHMT2	-0.196333333333333
C3orf10	0.85675
FZD7	0.624666666666667
WFDC10A	-0.527
PMS2CL	0.00462500000000001
CCDC32	0.351
FA2H	2.284
ALG13	0.0435
TTLL7	1.1361
SPOCK3	-0.357
SLC13A2	1.4995
AIM1	2.058
GPRC6A	0.4655
EGR2	3.02475
MED11	0.51975
WWC1	2.16575
SH3GL3	0.21225
RIF1	-1.20442857142857
PRLH	0.1955
VLDLR	-0.5625
DBT	0.6011875
C21orf63	1.01925
CGGBP1	-1.20375
KRTAP12-2	0.09
TADA3L	-0.568625
ZBTB16	0.674
PDGFB	1.30125
RFX1	0.533375
UQCRB	-0.4544
LOC133874	-0.429
HPS3	-0.11125
LGALS3BP	1.6354
