Hybridization REF	TCGA-A2-A0ET-01A-31R-A034-07
GPSM2	-0.606125
RDH10	-0.9148
PRKCG	0.916
HIST1H4J	-0.068
MON1B	0.5339
MLF1IP	-1.23183333333333
ZNF446	0.969
COL4A5	-0.0354
SLC26A1	0.459214285714286
RGN	-2.81
CCNB1	-2.12975
C9orf165	-0.288
CCDC28B	-0.5865
CCDC97	1.10225
FGR	1.4345
MSRB3	-0.8245
EPN2	0.68475
COX15	0.105
KCNK6	-0.767
XK	-3.05025
GDA	-4.08175
HEPH	-2.86025
THRAP3	0.6115
MET	-2.09369230769231
PHYHIP	-1.32925
LYAR	-0.643666666666667
ING3	0.97025
AK7	-1.20325
CCT8L2	-0.290875
COPS7A	0.134666666666667
WSCD1	-1.66125
RNF185	-0.19975
TNS3	-0.49825
KNDC1	-0.0055
RWDD4A	0.9195
MED13L	2.9677
ZFYVE1	0.234375
C7orf44	-1.31166666666667
MRPL1	0.38
STGC3	-2.27625
TEAD1	-1.17716666666667
RPL7A	-0.330571428571429
ARL6IP1	1.3566
C1orf178	-0.667
CTAGE5	0.275083333333333
TMEM184A	0.546833333333333
SLC25A14	1.69925
CACNG5	0.42
ATXN10	0.3474
ECH1	0.8078
CCL22	0.211
CYP2F1	-1.80183333333333
GADL1	-0.417
TMEM19	-0.2252
RUNX3	0.22875
EFNB1	-0.00399999999999999
LIPN	0.4935
ACSM3	-4.152
SIGLEC8	0.592
ASCC3L1	-0.802
NOL8	0.2355
RELT	-1.28716666666667
Magmas	0.18875
PPP1R15B	0.9582
C11orf2	-0.92675
VKORC1	-0.9465
MGC26647	0.2855
TRPM6	-0.370833333333333
UGT2B7	-4.4195
FEV	-0.5095
FOXK2	-0.5993
PDCD5	-0.4845
SLC8A1	1.5176
DGUOK	-0.447333333333333
CLDN16	0.3265
GAGE1	-1.566
RBM17	0.0338
C1QTNF3	-0.545875
VGLL3	-0.742833333333333
UNQ5830	0.126
CD1A	0.498
SCGB1C1	-1.037
SUPT4H1	0.950875
TRAF5	1.70225
ASAHL	0.443
FAM73A	1.13333333333333
OR6B1	-0.025
WHSC1	-1.20415
GFPT2	-1.2335
LOC339809	0.0255
STARD5	-0.506083333333333
SIP1	-1.357
DNAJC15	-0.42225
STAU2	0.3515625
FAM98A	-0.43925
RAD23B	0.3544375
LRRC33	-0.955
CHRAC1	-1.43225
C21orf89	0.417
C19orf43	0.1145
KLK8	-3.01266666666667
CCNE1	-2.54025
PKDREJ	-0.195
SSU72	-0.26925
C17orf73	0.0965
GPR78	0.667
WHSC1L1	0.7057
GSTA2	-1.92425
SMUG1	0.154166666666667
UFM1	1.1811
AP3M2	0.555416666666667
USP14	-0.026125
FBXL14	1.661
DSTN	1.20625
SFRS14	-0.44125
FBXO31	-0.135333333333333
C12orf40	-0.07375
FRS2	0.19275
NR2E3	-1.0465
TUBB2C	-1.1885
GMPR	-0.205333333333333
C9orf139	0.022
ING5	-0.151857142857143
LOC730092	0.697333333333333
ORM1	-4.7165
RP11-11C5.2	-0.029
HSPD1	-0.4985
PIWIL3	-0.237
C5orf13	-2.0059
OR5R1	0.3705
LCOR	1.352625
PLEKHA9	-1.9955
CCDC43	-0.00874999999999999
ZNF232	0.36375
SLC6A7	0.725
ADH5	-0.626
SHBG	-1.52833333333333
CROCCL2	0.469
PANX3	0.246
CDIPT	0.2715
SLC16A5	0.55225
TUBB	-2.0121875
TOR3A	0.5938
PREP	-0.465333333333333
ENTPD8	0.250142857142857
CHMP1B	1.1265
SYT12	0.1754
MYH6	-1.8987
MAP3K13	0.261333333333333
KLHL30	-0.059
LCMT1	0.992
EIF1AX	0.259
FOXD4L1	0.0805
SLC24A5	1.456
RNF166	-0.377
TJAP1	-0.0435
TMEM156	-0.2065
ZNF239	2.16675
SNX19	0.1796
GKN1	0.13225
FCN1	1.0536
C1QL1	-1.0645
ATP11C	0.073625
ZNF35	0.26875
CARD8	0.865625
LIMD1	-0.741333333333333
KIAA0286	-0.9215
XRN2	-0.156666666666667
CD6	0.0308333333333333
TOX3	3.333625
ZSCAN4	-0.871166666666667
RSRC1	-0.32825
COG1	0.999
PTRF	-1.5113
C16orf35	-0.002625
FBXO24	-0.68875
CHST11	-1.629
THRB	0.00720000000000002
MYBPC1	-0.93275
RNF39	-0.995833333333333
PSMD11	-0.2905
ALAD	-0.226833333333333
EN1	4.05375
SLC9A9	0.44425
GSTM4	-0.6002
CDC42BPA	-2.27815789473684
RCSD1	-0.69825
LUC7L2	-0.0836
SPTBN1	-0.706
LOC146167	0.293
BAT5	0.8109
ZNF452	-1.540375
LSM4	-0.645
SRP72	0.2978
SGK269	-0.437416666666667
MTX1	0.47125
CENTA1	0.129
UNQ9433	-0.877
ATR	-0.0196666666666667
DDX49	-0.248333333333333
PAQR8	-1.159
C14orf174	0.48625
GBGT1	-0.9545
THAP1	1.15875
OR10K1	0.012
RASIP1	-1.666
DPYD	-0.4442
DOHH	-0.11175
C18orf45	0.97075
POF1B	-1.0751
ZNF552	4.0165
USP32	0.416125
MED27	-0.7045
C14orf149	-1.73516666666667
PRDX4	-0.197833333333333
ABHD12	-0.0457
AGT	-3.874
SLC22A14	-1.519
C1orf58	1.36575
PILRA	-0.46
ABCF2	-1.229
C17orf85	0.5075
TKTL1	-0.4875
FGF1	-0.05845
IL6R	-0.563833333333333
VPS25	-0.06925
CHRNB2	0.428125
COL7A1	-3.0454
LRRC48	2.549
SPG20	2.29641666666667
COX10	-0.0845
GCA	-0.326
ECEL1	-0.451166666666667
GLG1	0.178166666666667
SRD5A2L2	0.2005
MUTYH	-1.137875
ZNF70	-0.81025
L2HGDH	-1.2235
GPATCH2	1.801
ZNF655	0.021125
ZNF227	0.8335
MCOLN2	0.102333333333333
NQO2	-0.29375
KCNQ5	-0.0155
NEU1	0.599666666666667
QRICH1	0.15825
ZBTB20	1.511
RPUSD3	-0.75825
EPGN	-0.855666666666667
TSN	0.240583333333333
SPRY2	-1.63716666666667
LZTFL1	1.180875
GMFB	0.474125
PBEF1	-1.185
HBG2	-2.2405
TMEM8	-1.064
PALM2-AKAP2	2.30166666666667
NFYA	-0.37325
FAM108A1	0.13225
PBLD	1.740125
NRG4	-2.3905
PIGF	-0.10125
PTGER1	-0.36925
NOS2A	0.176833333333333
C21orf34	-1.65383333333333
C21orf51	0.83625
IL17C	-0.3765
TRMT6	0.781666666666667
ETV2	0.262166666666667
CCDC109A	-1.046
MYLK2	-0.754
ATP10A	0.0205
DPH4	-0.426
C5orf5	0.917166666666667
KCNA4	0.338833333333333
NMNAT2	-0.242
GLYATL2	-0.2145
LSMD1	1.381
IL23R	-1.01725
NRF1	-0.274
MUC15	-1.8418
PRDM12	0.1535
PAQR4	0.0105
RBBP6	-0.325625
IFI27	3.54975
SKAP2	-0.903
TAGAP	2.0275
TJP3	1.9025
C9orf61	2.51125
IDS	0.336785714285714
PARG	0.8825
LOC131149	-0.13
DYRK4	0.719666666666667
MICALL1	-1.148
GALR2	-0.229
GPBP1L1	-0.277875
TBX21	4.2125
KCNJ6	2.40583333333333
GGN	-0.06
CASP5	0.485
RNF182	-5.02625
BRD4	0.465
DOK4	-1.383125
SLC46A2	0.101
SOX9	1.95491666666667
ZNRD1	0.554833333333333
PRR6	-0.668
FAU	-0.707375
DTNB	-0.174833333333333
CARD9	0.37075
STS-1	-0.855333333333333
SLC4A5	-0.05375
NSBP1	0.12575
UGCGL2	0.226166666666667
POTE15	2.259
NOXA1	0.38175
RP13-347D8.3	0.79475
SAMD10	-0.106333333333333
EP400NL	-0.416
TCF21	-0.3715
AMELX	0.615333333333333
JPH2	-0.4565
SLA	1.47325
DLST	-1.22366666666667
SEPT12	-0.035
RGS20	-3.824
LXN	1.01383333333333
ZNF419	0.958375
UPK3B	-0.319166666666667
RELL1	3.81225
ESPNL	-1.2735
KLHL21	-0.10825
PI15	0.0795
C2orf61	-0.831
LOC407835	-0.764
RER1	-0.311166666666667
ELAVL2	-0.364
MGC26718	-0.04075
KLF2	1.781
TNFAIP8L3	1.3715
TFE3	0.31875
C11orf17	-0.143875
15E1.2	-1.27225
SNRPC	-0.44475
DLGAP1	-0.33375
PGLYRP1	-0.0195
OVCH2	-0.025
IRF7	0.8409
SET	-0.5794
NAB2	-0.410666666666667
LRP5L	-0.19925
FAM120A	0.3770625
ASCL2	-0.490333333333333
SHH	-0.3615
ATP5H	0.7045
THPO	-1.28366666666667
TYRP1	-3.805
HIST1H3E	0.543166666666667
EIF2S1	-0.530222222222222
TNFRSF17	-2.27333333333333
TARSL2	1.098
NKX2-8	-0.0225714285714286
C1orf115	0.161875
LOC56964	0.014
KIAA0841	-0.8235
ISCU	1.0575
TTMA	0.1695
ZNF414	0.2755
LOC441150	1.3585
RAB15	-2.0755
HBP1	1.40933333333333
TNNT2	-2.31866666666667
CECR5	-0.90375
PHGDH	-4.43425
JRK	-0.3812
XPO4	-0.325125
FAM131C	0.1015
ARHGAP25	0.5195
CA9	-3.47311111111111
GPR62	-0.1455
TLX1	0.044
GPS1	-0.2945
OR2M2	0.4755
BDP1	1.03614285714286
FAM70B	-0.25525
RPS29	-0.475
MKLN1	-0.606
TSPAN19	5.1045
SLC29A3	0.9728
LGALS4	-0.453833333333333
USH2A	-0.2745
NF1	0.1685
APOBEC3A	1.09116666666667
IMPAD1	-0.509
OLR1	1.59183333333333
NRAP	-0.144
HCFC1R1	0.0133333333333333
TAOK2	0.336666666666667
MCM10	-3.15683333333333
MAP4K3	-0.146083333333333
CBS	-1.720125
CLK3	-0.9815
PCDHGA5	-0.296
ELF4	-0.013375
FAM71A	-0.00925000000000001
C11orf49	0.176
CLIP2	-1.86325
BTBD9	0.9926
ZNF524	1.279
KDELR1	-0.140666666666667
ZNF509	1.451
NCSTN	1.608
ZNF533	2.51442857142857
PARP4	-0.837125
GALNT9	-0.331833333333333
NPY	-2.362
BEGAIN	-2.80366666666667
TMEM77	-0.350833333333333
FOXRED1	-1.83533333333333
SLC16A2	-0.727166666666667
SLC35B1	-0.13325
GK5	-0.0403333333333333
SDCCAG10	-0.2485
C4orf20	0.62225
SLC9A2	-1.427
ADD1	0.299571428571429
TAL2	-0.9035
ACLY	-0.02525
DNAJC1	3.115
SOST	-1.176
USP43	2.37366666666667
CYP4F12	-2.1165
FKBP5	1.93225
CHCHD5	0.1517
NUDT22	-1.0735
CCDC85B	-1.252
OR51G2	0.5605
STRN3	0.561857142857143
TMOD2	0.905
FLI1	-0.517
MAB21L2	0.331833333333333
DGKQ	0.2715
VPRBP	0.3105
SCNN1B	1.8488
ECHDC3	-2.0172
TMEM106C	0.128
CSNK2A2	0.1335
RPL39	-0.2869
HERC3	1.1903
ZBTB47	0.951833333333333
ZNF681	0.40275
PAGE2	-1.45625
CLIC5	2.965
RABAC1	1.23225
ZFHX2	0.05325
YPEL1	-0.5595
KIAA0776	0.9195
NR1D2	1.93175
DNAJC4	-0.21325
NPNT	4.1037
ZNF677	-0.8535
ZNF536	-0.0855
MEF2B	0.10975
PTPN4	-0.42975
CTCFL	-4.8635
STX5	-0.0871666666666667
CD72	0.652
VEGFA	-1.26110526315789
XRCC1	0.0831
MAS1L	0.623333333333333
ELL	0.0647
SETBP1	3.0435
CDH11	0.8025
NDC80	-2.51392307692308
DMBX1	-2.90175
NRSN1	0.115833333333333
BAT2D1	0.2335
CDS2	0.282
C1orf212	-0.627833333333333
SENP3	-0.149875
IL1F9	0.7
EEF2K	0.087125
COG8	-0.21325
CEP72	-2.15575
OR1L8	0.7085
MUS81	-0.822833333333333
PHYH	0.076875
GGT6	-0.115666666666667
C22orf23	-0.115166666666667
C13orf33	1.5695
MAPK8IP2	1.10625
NELL2	4.075
POU3F2	-1.86133333333333
ALPK1	1.023625
MRPS18C	0.19375
RPLP2	-0.4875
FGF22	-0.5425
SPNS1	-0.253333333333333
ZFP1	0.87225
IL1RAPL1	0.88375
PCSK9	-3.61816666666667
NKX2-1	0.131714285714286
C6orf189	1.909
SP4	-0.114
SLC11A1	1.2949
C21orf25	0.364
ICAM2	-0.230625
SH3GL1	-0.610333333333333
GSK3B	-0.616333333333333
RALB	1.33625
PDXP	-1.41783333333333
GNGT1	-2.224375
KIR2DL1	0.1715
TNFAIP3	0.252416666666667
C6orf32	-0.2975
CBLN2	4.0595
PANK3	0.425125
TAAR9	-1.3165
WDR82	-0.237214285714286
APOM	-3.78475
TRIP10	-1.746
SPATA16	1.421
C1orf135	-2.88125
USP51	1.08225
TESK1	0.7005
C11orf64	0.07325
ZNF611	0.136
PDE6G	-0.4485
HLA-DQA1	2.68075
GCLC	0.6365
SEC61A1	-0.219928571428571
TWSG1	1.17408333333333
ZMYND10	2.84225
CTDP1	0.02875
ADAMTS6	-0.849333333333333
SLIT1	3.139
KRT86	-1.4695
KIAA0574	-1.623
GTPBP2	-0.3707
PQLC3	-0.18725
PRRX2	-2.31
C15orf44	0.376166666666667
MKKS	0.38425
C11orf10	-0.76
GPR110	-0.093125
CD109	-2.27308333333333
ADCY1	-0.146333333333333
RHBG	-3.24625
TP53I3	-0.84575
SLC22A3	-1.816
UCP2	-1.42325
FOXG1	-1.73383333333333
OR2AG1	-0.0625
TRIM24	-1.378
PROC	-3.2495
TAAR6	0.19175
AMTN	-0.8435
C10orf47	-2.825
DEPDC1	-2.39775
FLJ45557	6.3105
ZDHHC17	0.4006875
KIAA1429	1.04366666666667
KCNH1	0.11575
VNN3	0.193125
PSMAL	0.7145
PPARD	0.111375
HFM1	-1.246
YBX1	-2.11366666666667
ZNF695	-3.4525
SCTR	-0.0903333333333333
DCDC1	0.218
VPS26B	-0.1161
MTF2	-1.41716666666667
ATP6V1F	0.4915
CCDC94	-0.4185
PERF15	-0.0055
CCL11	1.669
LMO7	-0.498
DCST1	-0.00850000000000001
ADRBK1	-0.246125
CDRT4	0.2135
ZNF84	-0.246
HOXD8	-0.316
STARD8	-0.618
FOXP2	-1.083
CCDC103	-0.2695
POLR3A	-0.6129
GSC	1.80366666666667
ZNF114	-2.35516666666667
HTR7P	0.752
LALBA	0.5205
RMND5A	-0.341
PSCD2	0.50225
ZNF409	0.299
KRTAP1-3	-0.00633333333333334
MAF1	-0.37975
LOC201725	-0.708333333333333
NRN1	-2.605
SPAG5	-1.85516666666667
DNAH7	2.975
FLJ43860	0.5175
BRCA2	-0.56725
ACADM	-0.090375
CXXC6	-2.796
RAGE	-0.1825
CHMP2A	1.27675
FAM8A1	0.8491
GPR21	0.855
SLC12A3	-2.48983333333333
FVT1	0.800857142857143
ZDHHC7	0.394375
FLJ44048	0.458
SLC44A3	1.30566666666667
SDSL	0.1325
MMP8	-0.31475
PLA2G12B	-2.68333333333333
ACY1	-0.7725
MT1E	-1.12416666666667
OR4K15	-0.2715
TECTB	-0.123
GPR20	-0.047
IRAK2	-0.38475
RFPL3	-0.634
MYO9A	-0.3685
NARG1L	0.2385
BLMH	0.978625
CCDC3	1.28533333333333
C9orf21	-0.430333333333333
KIAA0513	0.178833333333333
MIER2	-0.03275
PNMA2	-1.67636363636364
SH3BP2	0.5611
ANXA10	-1.42525
RTN2	0.330333333333333
TFB1M	-2.011
PRPH2	-0.1695
C14orf133	-0.50375
GOLGB1	1.38766666666667
IRX4	-1.66775
NFKBIL1	-0.258666666666667
C10orf62	0.27075
APBB3	0.37075
RPS10	0.3318
LOC728378	0.8315
TLE3	1.3835
PSMB7	-0.871375
MESDC1	1.187
SLC6A1	0.384666666666667
OCLN	1.29158333333333
PTTG3	-1.72766666666667
NAGLU	0.43525
SERTAD4	-2.320625
SPRY1	-0.3985
FLJ10781	-1.185
MYSM1	-0.1825
TRIM4	1.00642857142857
SH3YL1	1.5835
TREM2	3.5405
SERPINI1	3.12725
HDHD3	-0.110625
TMEM38A	-0.5535
EID2B	1.1745
TDRD3	0.825333333333333
SEDLP	0.893
THSD7A	0.919
NDST3	-1.32525
KLHL15	0.302916666666667
DHRS12	2.1335
FBXO9	0.820928571428571
TNPO1	-0.069
MRPL13	-1.0745
SNX5	-1.71516666666667
METTL6	-0.4225
SOD1	0.52825
CHML	-1.59983333333333
PACS1	-0.51425
SIRT5	0.0758
CAPN2	0.9075
FXYD5	-1.46866666666667
TWISTNB	-0.41025
LRFN1	-0.744666666666667
UBE1L	1.895875
UBE1C	0.872
OR51B2	-1.1395
OR4D11	0.2305
C15orf2	0.002
NR4A1	0.7545
LOC339047	-1.24225
TRIM17	0.939375
ATP5G3	-0.529071428571429
RPL15	-0.0796666666666668
ADAMTS8	-0.5445
HOXC4	0.193
C14orf37	0.13
CEACAM5	-0.2505
MYT1L	-0.2624
RASA2	-0.00275
OSBPL7	-0.934
STAG1	-0.3245
GIMAP4	4.163
FUT3	-1.4465
PIF1	-2.78725
LPIN2	-0.2779
SH3PX3	0.03925
PDP2	1.37075
PAPD1	0.20375
ERP27	-0.885
APOOL	0.323
DIABLO	0.04425
TRHR	-0.25875
ARMC9	-0.71875
RNF152	2.60375
SLITRK3	0.0554
ZNF211	0.7886
PFDN1	0.113125
RGS11	0.860375
HS6ST1	1.2843
AKR1D1	-1.555
TNP2	0.0258
STK31	0.115
EML4	-2.03433333333333
SGTA	-0.7225
HIST1H2BI	-0.0321666666666667
PSMD6	-1.0615
KIAA1257	2.5095
C18orf55	0.0176666666666666
FLJ20273	0.54275
RPL28	-1.0265
EPYC	0.248875
NOX3	0.0805
ELAC1	-0.342166666666667
METT11D1	-0.961
BIN2	-0.242333333333333
NACA2	-0.097
CCDC17	-0.74625
HM13	-0.5851
UBOX5	-0.30625
UBE2O	-0.139625
UBL5	0.80725
APOLD1	0.758
C9orf31	0.208
TNFSF8	0.528
ARHGAP29	-0.167875
PROKR2	0.609
PDE5A	-0.565166666666667
C6orf12	-0.1195
TOM1L1	1.059
WHDC1	0.506
FOXI1	1.74233333333333
RAB4A	1.012
TMEM39B	-0.98175
ATPBD1C	0.017
FARSA	-0.269833333333333
PLEKHG5	-0.11875
CMAS	-0.211
OR7E24	-0.712
SLC30A1	0.561
CDC42EP5	0.0025
PLAC1	-0.417
KLHL18	-0.0176666666666666
LBA1	0.8704
TAZ	-0.963
CRIP2	0.667125
BTBD11	-2.42316666666667
C16orf72	1.827
DIO2	-0.4335
LRRCC1	0.543333333333333
CCDC136	-1.366
PRX	-0.649
RBM5	0.241
TMEM85	0.293
TUBGCP4	-0.505166666666667
APLN	1.377125
CDK7	0.743
SSR2	0.616666666666667
CRELD1	0.3085
C19orf46	2.67925
GAL3ST4	-0.102666666666667
KBTBD10	0.145
IL28A	0.91025
WDR27	-0.4205
MCM2	-1.33483333333333
SOX14	-1.501
FLJ39743	0.155
KIAA0922	-0.25775
HIPK4	-0.715
FLJ25758	-0.0985
C16orf57	-0.667916666666667
PDZD2	0.878125
MCC	1.42875
HHLA3	-0.8129
ID2	-0.64425
C20orf23	2.6725
ZNF688	1.54075
APOC2	-0.885
LOC440093	0.72975
FAM50B	0.595833333333333
PWP1	0.126
DNAH10	-0.52625
HIST1H2BA	-0.058
GPR56	-1.98316666666667
METAP2	-0.228875
PAN3	1.33733333333333
STXBP4	1.44375
PDHX	-0.498
MTA1	-0.763416666666667
ZBED4	-0.221375
ZNF720	-0.038
CDK2	-1.0735
RHOJ	-0.249125
CDC37	-0.685833333333333
ZER1	0.404875
GRK4	-1.16125
PRPH	0.3035
POLR2A	0.790375
OGFOD1	-0.16375
NOL5A	-0.63525
PHEX	0.0195
FLJ16478	-0.23725
C20orf117	-0.177875
CAMTA2	0.6145
C11orf74	-0.5945
DDX17	0.627083333333333
C5orf27	-0.1555
PLEKHA2	-1.2947
PDE4DIP	-1.7474
SCN7A	0.38175
ZNF559	-0.93
CXCL10	3.28675
ZMYM4	0.203833333333333
STK32B	-1.25093333333333
KIAA0888	1.4125
TACR3	0.7215
CKAP2L	-1.7455
KIF1A	-1.0895
RSPRY1	1.092
VCAN	-1.60675
CYP27C1	-0.7635
SYDE1	-1.72483333333333
MED12L	-0.3965
ZDHHC21	1.512125
NHS	-1.789
TM9SF3	1.35283333333333
DDHD1	-0.034
MAFG	0.116666666666667
BICD2	-1.22666666666667
C14orf119	-0.187666666666667
C14orf43	0.809571428571428
CDH7	3.52025
ALKBH5	0.687928571428571
JUP	1.15675
TMEM41A	-0.8865
MAMDC4	-1.05783333333333
CBX3	-0.277125
LRRC18	-0.0515
RBMXL2	0.296666666666667
PLA2G4D	0.499666666666667
FGF13	-0.16175
KIF3A	2.295
PDIA6	-1.61525
DCXR	0.62025
CASKIN2	0.757333333333333
EHD1	-0.0313333333333333
MARCKSL1	-0.438833333333333
ZNF496	-0.120333333333333
SCAF1	0.163833333333333
KCTD8	-0.36
TRAF3IP3	0.877142857142857
LSR	0.89325
CXorf1	0.2
C14orf112	0.285666666666667
EIF2B1	0.043
OMP	-0.444
GSTZ1	-0.85325
LOC92017	0.38675
ISLR2	0.2515
C12orf36	0.4365
GATA2	-0.354833333333333
GABRA5	-1.028
CELSR2	-0.993642857142857
STAM2	-0.3214
TNAP	-0.672
PTPMT1	-0.243666666666667
GRP	1.537
SV2A	-1.60083333333333
MAGEA12	-3.843
CACNG1	-1.112
C18orf19	-0.7495
GSG1	-0.791833333333333
PTPRJ	-0.00892857142857143
FRMPD1	-0.057
ZNF668	-0.08875
PLEKHJ1	-0.5665
ADAT1	-0.1985
TMEM50A	0.4049
UCN3	0.052
HOOK1	1.30625
IL17B	-2.5695
MLKL	0.00400000000000001
TTC14	0.748666666666667
KLHL5	0.18725
CRYL1	1.00766666666667
FOXH1	-0.2465
NFYB	0.347625
PPM1G	-0.8685
GOLGA2LY1	-1.477
NMT1	-0.241375
HADHA	-0.947
CHSY-2	0.97775
PLEKHF1	-0.400714285714286
SAGE1	-1.871
MUSTN1	0.23525
SUHW4	0.886
TFEB	1.81716666666667
ZFYVE27	1.416
ATG12	-0.0435
BMI1	2.26378571428571
ZIM3	-0.1305
MYH4	-0.481
MASP1	-1.36725
KIAA0984	1.38725
RPAP2	-0.673
ASB5	0.20725
BOLA3	-1.19033333333333
MIA3	1.564
KRT35	0.7225
KIR3DL3	-1.1455
MRPL51	0.2245
SEMA3F	1.025
NDUFB2	0.406666666666667
LOC253012	4.10475
FAM46C	0.6926
G6PC	-1.77275
CSAG3A	-3.83916666666667
PREX1	-0.524
SLC25A45	-0.142875
MAPKBP1	0.2803
CPE	-0.7744
GNB1	-0.883375
CXCR6	1.967
TRIM46	-0.447
C16orf3	-0.0326666666666667
HPSE	0.714875
TIGD3	0.565
SPG3A	1.19625
LCAT	-1.40516666666667
ST6GAL1	-1.60727777777778
POMC	0.0795
FLJ36031	-0.665833333333333
NSMAF	-0.5795
SKIL	0.1985
ADSS	0.00949999999999999
HMGCS1	-2.072
POLR3F	0.340833333333333
RAB10	-0.53375
ZNF277P	-1.445
ZBTB7B	0.53325
DHRS1	0.63675
ABCC13	0.312714285714286
CNOT3	-0.15475
NFKBIA	0.5815
GAK	0.205
SFT2D2	0.361833333333333
HOXA6	-0.6155
CRTC1	-0.05525
LY6D	-1.13066666666667
C20orf72	-0.690333333333333
CPT1A	-0.29375
LMO1	-1.6225
EIF3I	-0.79725
PRB4	0.06375
MCM3APAS	-1.31571428571429
C20orf132	0.7883
FOXF2	-4.221
S100A12	0.6835
MLH1	0.342166666666667
ACTN1	-0.8289
MRPL36	0.187333333333333
C20orf106	-0.70675
FBXO6	0.936
MKS1	-0.0763333333333333
CX3CR1	0.239375
PDE1B	0.5285
PLP1	-3.39575
KISS1	-0.373
C14orf2	-0.2665
TBC1D3P2	0.15825
COMMD6	1.6376
ANKRD7	-1.487
PTCHD1	-2.03275
NARS2	-1.63333333333333
DOCK7	-0.75825
FAM127B	-0.00137499999999997
LOC390243	0.0241666666666666
N6AMT2	0.65175
ZNF391	-0.8045
DNAJB14	0.655
WRB	1.075875
BPI	0.0135
TTC4	-0.744333333333333
FAM10A5	-0.50525
GOT1L1	0.0697777777777778
MAGED1	0.605875
RESP18	0.093
WFDC6	0.316333333333333
MT2A	-0.9265
C11orf56	0.1775
KIAA1432	-0.611
ROR1	-2.05725
HSD17B14	0.858666666666667
ZFAND2B	-0.06125
SAMD4B	0.29475
HEXA	-0.36625
HNRNPU	0.334909090909091
USP39	-0.44925
NRD1	-0.983
R3HDML	0.11575
FLT4	0.09
OMG	0.515666666666667
OR52N4	0.4235
LOC399818	-2.58225
ELA2	-2.46925
VENTXP1	0.456
RFC5	-0.4455
OR52L1	0.4755
PAX5	-0.0375
FBXO2	1.846
GMEB1	-0.559
AKT3	-1.56733333333333
CRB1	-1.2885
CTTN	-0.454
UTP15	0.413333333333333
HSBP1	0.510583333333333
PHF11	1.984
NDEL1	0.683833333333333
USP8	0.041
BAIAP2	0.847
SI	0.496833333333333
ARSJ	-3.53983333333333
BAAT	-2.64425
KCNS3	2.5675
LOC126147	-0.234166666666667
TMEM37	-1.34975
C1orf162	3.01666666666667
MBD1	0.2443
ITGAL	0.116333333333333
WDR73	0.0171666666666667
GKN2	0.194166666666667
ARFGAP1	-1.236375
SLC5A8	-0.396333333333333
ZBTB40	0.139
CYP4B1	1.59233333333333
LYPLAL1	0.25425
CHST3	-1.9555
MAP3K9	-0.202
BTAF1	-0.999
TFAP2E	0.01
RBM35B	1.86025
LOC441251	-0.114666666666667
ANKRD25	-1.219
UQCRC2	0.8475
MAEA	0.437833333333333
HYAL1	-2.7573
RNPEPL1	-0.2975
CPSF2	-0.70425
PSD3	1.8231
ABCA13	-0.4225
AGR2	2.802875
GBX1	-2.7445
HDLBP	0.143857142857143
ACY3	-0.89275
HECW1	-0.37575
ZNF519	-0.65025
HOPX	2.17
ZNF304	1.3025
OR12D3	0.3755
FKSG43	-0.65575
METTL1	0.121
MFSD3	-0.3132
PSPH	-1.302
CLCA3	-1.259
DARS2	-0.728833333333333
CDC25A	-1.8315
BAIAP2L1	-1.6325
B3GNT5	-0.909
USP29	0.55375
ARHGEF10L	0.6118
ATOX1	0.07875
ADAM30	-0.44425
DNASE1	-0.69425
STT3A	-0.0504166666666667
RAB6IP1	-0.96625
PTN	-1.0525
C1orf106	-2.28630769230769
HECA	1.392
RNF122	-0.55025
SLC22A18AS	-1.38933333333333
GNG8	-0.194
ELP4	-1.03375
FAM65A	0.287666666666667
RPL10A	-0.154333333333333
IRS4	-0.1615
MACF1	0.2936
SEC24D	-0.000499999999999994
LOC374395	0.081
TGFB2	-0.988
MDFIC	0.04
CHRNE	0.352833333333333
PCMTD2	0.903333333333333
ATP6V0D1	0.411166666666667
MTA2	0.02
LZTR1	-0.516333333333333
RAP1A	0.292166666666667
AXIN1	-0.144875
POLR1C	0.46525
TRIO	0.239
PLXNA4A	-0.6815
C5orf33	0.14325
DEPDC1B	-2.582375
ZNF473	-0.0743333333333333
MTM1	0.882375
GPR107	0.013
CSNK1A1L	0.961333333333333
FLJ14154	-0.09325
NLRC4	3.6505
ENPP4	3.60333333333333
PADI3	-1.1755
RNF170	0.1725
CG018	2.64583333333333
C16orf7	0.22175
KCNE1	0.56075
NRM	-1.5805
SLC37A3	-0.157071428571429
TPD52L2	-1.483
UNC5B	1.466
C12orf12	0.267833333333333
SDHB	-0.15425
CLRN1	-0.252
NUDT10	-3.4076
UGT3A1	0.220125
FBXW8	0.243125
RHOF	-1.13275
PTPLAD1	0.29375
MYO3B	-0.637
DERA	-0.32475
TPP2	-1.294
C19orf53	-0.0296666666666667
GINS3	-1.1135
ST6GALNAC5	3.1985
CHSY1	-1.311
MGC15705	-0.35
GPR83	0.229166666666667
EXT2	-0.83125
DOLK	0.881
TUBAL3	-0.4265
ACVRL1	1.2161
ABL2	-0.0215833333333333
C14orf156	-0.626833333333333
PTPRZ1	-3.5635
DIP2C	0.101125
LAMP1	0.82575
RXRA	-0.3834
MAP3K5	0.90925
ALKBH1	0.601833333333333
PDLIM7	-1.382375
ARL14	-0.6285
