Hybridization REF	TCGA-A8-A09I-01A-22R-A034-07
FKBP5	0.82675
CHCHD5	0.8594
NUDT22	-0.53875
CCDC85B	0.04775
OR51G2	0.627
STRN3	0.313714285714286
TMOD2	2.32625
FLI1	-0.5475
MAB21L2	-0.1405
DGKQ	0.55425
VPRBP	-0.333666666666667
SCNN1B	0.1398
ECHDC3	0.2875
TMEM106C	0.379
CSNK2A2	-0.6305
RPL39	-0.4002
HERC3	-0.2204
ZBTB47	0.293166666666667
ZNF681	-0.1905
PAGE2	-3.023
CLIC5	3.21521428571429
RABAC1	1.10725
ZFHX2	0.64075
YPEL1	0.0815
KIAA0776	0.23625
NR1D2	0.58825
DNAJC4	-0.194625
NPNT	3.6209
ZNF677	-0.656
ZNF536	-0.8145
MEF2B	-0.158666666666667
PTPN4	-0.097375
CTCFL	-5.716
STX5	-0.0328333333333333
CD72	3.38975
VEGFA	-1.02536842105263
XRCC1	-0.3649
MAS1L	0.692333333333333
ELL	0.0681
SETBP1	0.4135
CDH11	2.77016666666667
NDC80	-0.95
DMBX1	-0.8455
NRSN1	0.167
BAT2D1	0.4185
CDS2	1.31583333333333
C1orf212	-0.6055
SENP3	-0.817125
IL1F9	-0.205
EEF2K	-0.365875
COG8	0.61025
CEP72	-0.671
OR1L8	0.1735
MUS81	-0.509083333333333
PHYH	0.99025
GGT6	1.71333333333333
C22orf23	-0.889833333333333
C13orf33	2.275125
MAPK8IP2	1.574
NELL2	1.128
POU3F2	-2.98883333333333
ALPK1	1.94
MRPS18C	-0.1375
RPLP2	-0.686375
FGF22	-0.355
SPNS1	-0.0671666666666667
ZFP1	-0.18575
IL1RAPL1	-1.78075
PCSK9	-3.40183333333333
NKX2-1	0.103461538461538
C6orf189	-0.46975
SP4	-0.7255
SLC11A1	3.1151
C21orf25	-0.391
ICAM2	0.182125
SH3GL1	-0.0776666666666667
GSK3B	0.647333333333333
RALB	1.270125
PDXP	-1.04783333333333
GNGT1	-3.53
KIR2DL1	1.063
TNFAIP3	-0.112
C6orf32	-0.1301
CBLN2	-1.20375
PANK3	1.528375
TAAR9	-0.293
WDR82	0.146428571428571
APOM	-4.02175
TRIP10	-0.7
SPATA16	-0.104833333333333
C1orf135	-0.701
USP51	0.674
TESK1	1.20275
C11orf64	-0.171
ZNF611	-0.0275
PDE6G	0.566833333333333
HLA-DQA1	3.923625
GCLC	-0.084125
SEC61A1	0.344928571428571
TWSG1	0.9095
ZMYND10	2.46675
CTDP1	0.703875
ADAMTS6	-0.109333333333333
SLIT1	-1.2235
KRT86	0.87
KIAA0574	-1.19025
GTPBP2	0.1517
PQLC3	1.244
PRRX2	-0.218333333333333
C15orf44	0.300333333333333
MKKS	0.059875
C11orf10	-0.19675
GPR110	0.509428571428571
CD109	-1.493
ADCY1	-0.328166666666667
RHBG	-0.5045
TP53I3	0.92575
SLC22A3	-1.4758
UCP2	0.65375
FOXG1	-2.72433333333333
OR2AG1	0.427
TRIM24	-1.253
PROC	-3.66325
TAAR6	0.0535
AMTN	-1.7955
C10orf47	1.33283333333333
DEPDC1	-1.689
FLJ45557	-0.12775
ZDHHC17	0.0880625
KIAA1429	0.459166666666667
KCNH1	0.61325
VNN3	1.203375
PSMAL	1.23375
PPARD	0.516375
HFM1	-2.82675
YBX1	-2.0705
ZNF695	-2.41275
SCTR	0.248
DCDC1	-0.2545
VPS26B	0.1026
MTF2	-1.24116666666667
ATP6V1F	-0.018
CCDC94	0.2605
PERF15	0.1945
CCL11	3.02675
LMO7	-1.08925
DCST1	-0.0775
ADRBK1	0.736
CDRT4	-0.554375
ZNF84	0.029
HOXD8	3.10025
STARD8	-0.486333333333333
FOXP2	-1.29425
CCDC103	-0.37825
POLR3A	-0.4311
GSC	-1.20816666666667
ZNF114	-3.79383333333333
HTR7P	-0.0535
LALBA	-0.5155
RMND5A	-0.2895
PSCD2	0.94475
ZNF409	0.5805
KRTAP1-3	0.3355
MAF1	0.318
LOC201725	-0.830833333333333
NRN1	-2.8575
SPAG5	-0.927833333333333
DNAH7	1.74683333333333
FLJ43860	0.3045
BRCA2	0.4475
ACADM	-1.32525
CXXC6	-3.32575
RAGE	-1.60475
CHMP2A	0.78275
FAM8A1	0.1205
GPR21	0.054
SLC12A3	-3.113
FVT1	0.365785714285714
ZDHHC7	0.144125
FLJ44048	0.65675
SLC44A3	1.7165
SDSL	1.2485
MMP8	-1.58825
PLA2G12B	-4.228
ACY1	-0.54575
MT1E	-0.536
OR4K15	1.66
TECTB	-1.088
GPR20	-0.00837499999999995
IRAK2	-0.66
RFPL3	-0.248375
MYO9A	-0.58975
NARG1L	-0.547333333333333
BLMH	-1.586625
CCDC3	1.214
C9orf21	-0.305333333333333
KIAA0513	0.760666666666667
MIER2	0.221
PNMA2	-1.93541666666667
SH3BP2	0.941
ANXA10	-1.39425
RTN2	0.912833333333333
TFB1M	-1.559
PRPH2	1.64125
C14orf133	-0.4215
GOLGB1	0.940333333333333
IRX4	0.713
NFKBIL1	0.22
C10orf62	0.14875
APBB3	-0.22725
RPS10	0.2542
LOC728378	1.02175
TLE3	1.0645
PSMB7	-0.404125
MESDC1	0.9935
SLC6A1	1.02166666666667
OCLN	1.80625
PTTG3	-0.918333333333333
NAGLU	-1.44275
SERTAD4	2.459125
SPRY1	0.1745
FLJ10781	-0.936083333333333
MYSM1	-1.30575
TRIM4	0.363928571428571
SH3YL1	1.2225
TREM2	4.178
SERPINI1	-0.65975
HDHD3	0.406875
TMEM38A	0.00499999999999999
EID2B	-1.6045
TDRD3	-0.064
SEDLP	0.4645
THSD7A	1.00133333333333
NDST3	-2.87875
KLHL15	-1.04358333333333
DHRS12	2.991
FBXO9	-0.0943571428571429
TNPO1	-0.274083333333333
MRPL13	0.0133333333333333
SNX5	-1.40583333333333
METTL6	0.198
SOD1	0.630625
CHML	0.0526666666666667
PACS1	0.83475
SIRT5	-0.5997
CAPN2	0.607833333333333
FXYD5	-0.2225
TWISTNB	-0.875
LRFN1	0.719833333333333
UBE1L	1.344875
UBE1C	-0.037
OR51B2	-0.1815
OR4D11	0.107
C15orf2	-0.2715
NR4A1	0.0436666666666667
LOC339047	-1.8535
TRIM17	1.00775
ATP5G3	0.0134285714285714
RPL15	-0.323833333333333
ADAMTS8	-1.36775
HOXC4	0.388
C14orf37	1.8615
CEACAM5	2.37575
MYT1L	0.195166666666667
RASA2	0.15725
OSBPL7	-1.0715
STAG1	-0.392
GIMAP4	5.1225
FUT3	1.721
PIF1	-1.529375
LPIN2	0.3117
SH3PX3	0.6085
PDP2	-0.102
PAPD1	-0.046
ERP27	4.044
APOOL	-0.1688
DIABLO	0.43825
TRHR	0.147375
ARMC9	-0.44175
RNF152	5.077
SLITRK3	-0.417666666666667
ZNF211	-0.3566
PFDN1	-0.043375
RGS11	2.252
HS6ST1	0.8276
AKR1D1	-2.036
TNP2	0.522666666666667
STK31	-0.0815
EML4	-0.401916666666667
SGTA	-0.0113333333333333
HIST1H2BI	-0.781666666666667
PSMD6	-2.10566666666667
KIAA1257	4.335
C18orf55	0.0246666666666666
FLJ20273	2.76575
RPL28	-0.974
EPYC	3.61375
NOX3	0.0325
ELAC1	-1.6425
METT11D1	-0.41675
BIN2	0.295666666666667
NACA2	0.01425
CCDC17	-0.896
HM13	0.4158
UBOX5	-0.103625
UBE2O	-0.249
UBL5	0.18275
APOLD1	0.473625
C9orf31	0.7875
TNFSF8	0.7605
ARHGAP29	-0.363125
PROKR2	0.4435
PDE5A	-0.289666666666667
C6orf12	-0.042
TOM1L1	2.933
WHDC1	0.66375
FOXI1	0.103333333333333
RAB4A	0.8109
TMEM39B	-1.143
ATPBD1C	-0.266
FARSA	-0.1715
PLEKHG5	-0.1315
CMAS	-1.069
OR7E24	-0.1375
SLC30A1	0.4605
CDC42EP5	0.895
PLAC1	-0.4545
KLHL18	-0.1745
LBA1	1.101
TAZ	-0.506
CRIP2	2.496625
BTBD11	-1.67066666666667
C16orf72	0.73325
DIO2	1.5681
LRRCC1	1.65383333333333
CCDC136	-2.791
PRX	-0.562625
RBM5	-0.8574
TMEM85	0.42975
TUBGCP4	-0.675333333333333
APLN	1.290375
CDK7	0.115333333333333
SSR2	1.23225
CRELD1	-0.42925
C19orf46	2.605
GAL3ST4	1.2325
KBTBD10	0.4655
IL28A	2.671
WDR27	-0.6965
MCM2	-0.386333333333333
SOX14	-0.744
FLJ39743	-0.33
KIAA0922	-0.339375
HIPK4	0.682
FLJ25758	0.017
C16orf57	0.10525
PDZD2	1.246125
MCC	0.855625
HHLA3	-1.3587
ID2	0.182
C20orf23	3.0795
ZNF688	1.41925
APOC2	-1.3165
LOC440093	0.6915
FAM50B	1.51633333333333
PWP1	-0.216
DNAH10	-0.26675
HIST1H2BA	0.44125
GPR56	1.44483333333333
METAP2	-0.5245
PAN3	0.2165
STXBP4	0.873125
PDHX	0.4185
MTA1	0.63
ZBED4	0.1335
ZNF720	-0.5165
CDK2	-0.987875
RHOJ	-0.3145
CDC37	-0.305166666666667
ZER1	0.179375
GRK4	-0.81175
PRPH	2.1185
POLR2A	0.215625
OGFOD1	-0.1405
NOL5A	-0.65975
PHEX	0.1615
FLJ16478	0.33575
C20orf117	-0.404875
CAMTA2	0.2965
C11orf74	-0.567833333333333
DDX17	-0.0864166666666667
C5orf27	-0.075875
PLEKHA2	0.00569999999999999
PDE4DIP	-0.2948
SCN7A	-0.26425
ZNF559	-2.31883333333333
CXCL10	4.00775
ZMYM4	-0.363833333333333
STK32B	0.801266666666667
KIAA0888	-1.4487
TACR3	1.1675
CKAP2L	0.16575
KIF1A	-1.85983333333333
RSPRY1	0.86975
VCAN	1.039
CYP27C1	-0.197
SYDE1	-1.62233333333333
MED12L	-0.231
ZDHHC21	1.72725
NHS	0.9585
TM9SF3	1.28016666666667
DDHD1	-0.42675
MAFG	-0.869666666666667
BICD2	-0.5371
C14orf119	0.107333333333333
C14orf43	0.483
CDH7	-0.00225
ALKBH5	-0.451285714285714
JUP	1.12675
TMEM41A	0.217666666666667
MAMDC4	-1.63716666666667
CBX3	-0.147375
LRRC18	-0.03525
RBMXL2	-0.45475
PLA2G4D	0.867833333333333
FGF13	1.679125
KIF3A	1.32766666666667
PDIA6	-0.38675
DCXR	1.40425
CASKIN2	0.24025
EHD1	0.926
MARCKSL1	0.4
ZNF496	0.0231666666666667
SCAF1	0.2515
KCTD8	-1.578
TRAF3IP3	0.521285714285714
LSR	1.70475
CXorf1	0.12375
C14orf112	0.431166666666667
EIF2B1	-0.1905
OMP	-0.08
GSTZ1	0.41675
LOC92017	0.451
ISLR2	0.5815
C12orf36	0.6675
GATA2	-0.2945
GABRA5	-3.86
CELSR2	-1.52114285714286
STAM2	0.92
TNAP	-0.6345
PTPMT1	-0.061
GRP	5.15425
SV2A	-1.48433333333333
MAGEA12	-4.46275
CACNG1	2.1345
C18orf19	-0.54275
GSG1	-0.631
PTPRJ	1.08185714285714
FRMPD1	-0.402
ZNF668	0.57725
PLEKHJ1	-0.079125
ADAT1	0.3949
TMEM50A	0.6017
UCN3	0.216
HOOK1	1.096375
IL17B	-1.152
MLKL	0.376333333333333
TTC14	-0.666166666666667
KLHL5	-0.21625
CRYL1	0.0075
FOXH1	0.1535
NFYB	-0.066
PPM1G	-0.06425
GOLGA2LY1	-0.62575
NMT1	-0.7325
HADHA	0.0984
CHSY-2	2.162
PLEKHF1	0.287642857142857
SAGE1	-3.5325
MUSTN1	-0.474
SUHW4	0.15425
TFEB	1.538
ZFYVE27	0.07875
ATG12	-0.0153333333333333
BMI1	1.82842857142857
ZIM3	-0.969
MYH4	-0.6165
MASP1	-1.52366666666667
KIAA0984	1.3195
RPAP2	-0.96675
ASB5	-0.2805
BOLA3	0.0325
MIA3	1.18783333333333
KRT35	0.65
KIR3DL3	-0.195
MRPL51	-0.16025
SEMA3F	1.2985
NDUFB2	0.748666666666667
LOC253012	-0.64475
FAM46C	-1.0839
G6PC	-2.0575
CSAG3A	-4.0075
PREX1	-0.2175
SLC25A45	0.472
MAPKBP1	0.5706
CPE	0.0864
GNB1	-0.26025
CXCR6	3.146
TRIM46	0.77
C16orf3	0.407166666666667
HPSE	1.736125
TIGD3	0.8755
SPG3A	0.403
LCAT	-1.34783333333333
ST6GAL1	-2.016
POMC	0.17625
FLJ36031	-0.313833333333333
NSMAF	0.194
SKIL	1.969
ADSS	0.7915
HMGCS1	-0.6519
POLR3F	0.0913333333333333
RAB10	0.30225
ZNF277P	-1.71
ZBTB7B	1.255125
DHRS1	-0.577625
ABCC13	4.33125
CNOT3	0.0695
NFKBIA	0.8095
GAK	0.326166666666667
SFT2D2	1.43883333333333
HOXA6	0.201
CRTC1	0.518375
LY6D	-0.549666666666667
C20orf72	-0.201666666666667
CPT1A	1.80725
LMO1	-2.2065
EIF3I	-0.59025
PRB4	-0.0905
MCM3APAS	-1.43025
C20orf132	-0.7224
FOXF2	-2.9345
S100A12	1.72575
MLH1	0.738666666666667
ACTN1	0.5569
MRPL36	-0.0761666666666667
C20orf106	0.5745
FBXO6	1.944
MKS1	-0.115666666666667
CX3CR1	-2.94175
PDE1B	1.3585
PLP1	-4.02375
KISS1	0.227
C14orf2	-0.109666666666667
TBC1D3P2	-1.3265
COMMD6	0.5291
ANKRD7	-2.35075
PTCHD1	-2.10775
NARS2	-1.02675
DOCK7	-0.642375
FAM127B	0.5895
LOC390243	0.0905
N6AMT2	0.317
ZNF391	-1.7645
DNAJB14	0.425166666666667
WRB	0.42775
BPI	-0.230833333333333
TTC4	-0.395833333333333
FAM10A5	-0.02675
GOT1L1	0.2682
MAGED1	0.821375
RESP18	0.1205
WFDC6	0.615
MT2A	-0.701
C11orf56	-0.309
KIAA1432	1.2115
ROR1	-2.18475
HSD17B14	1.26616666666667
ZFAND2B	0.3495
SAMD4B	0.17
HEXA	0.093875
HNRNPU	0.191363636363636
USP39	-0.068
NRD1	-0.998
R3HDML	0.60475
FLT4	0.311166666666667
OMG	-0.05225
OR52N4	1.208
LOC399818	0.065
ELA2	-2.30325
VENTXP1	-0.28
RFC5	-0.773
OR52L1	0.74
PAX5	0.3125
FBXO2	-0.931
GMEB1	0.016
AKT3	-0.9985
CRB1	-1.82266666666667
CTTN	0.757666666666667
UTP15	-0.24
HSBP1	0.369166666666667
PHF11	2.06625
NDEL1	0.161
USP8	-0.3025
BAIAP2	0.61575
SI	0.694333333333333
ARSJ	-1.364
BAAT	-2.74075
KCNS3	2.5875
LOC126147	-0.412333333333333
TMEM37	-0.622
C1orf162	4.03966666666667
MBD1	0.2273
ITGAL	1.77133333333333
WDR73	0.316833333333333
GKN2	0.503833333333333
ARFGAP1	-0.108375
SLC5A8	1.40033333333333
ZBTB40	-0.6876
CYP4B1	1.10216666666667
LYPLAL1	0.7745
CHST3	-1.7275
MAP3K9	0.7165
BTAF1	-1.37916666666667
TFAP2E	-0.1465
RBM35B	1.514
LOC441251	-0.449666666666667
ANKRD25	-0.552055555555556
UQCRC2	-0.388
MAEA	0.2145
HYAL1	-2.9835
RNPEPL1	0.313666666666667
CPSF2	-0.289875
PSD3	-0.7061
ABCA13	-0.468875
AGR2	3.530375
GBX1	-1.238
HDLBP	0.636428571428571
ACY3	0.4765
HECW1	-0.6685
ZNF519	-1.67525
HOPX	2.61925
ZNF304	0.417875
OR12D3	0.353
FKSG43	0.61125
METTL1	0.932375
MFSD3	1.106
PSPH	-0.48575
CLCA3	-0.8165
DARS2	0.2135
CDC25A	-1.05633333333333
BAIAP2L1	-0.38625
B3GNT5	-0.7525
USP29	0.5965
ARHGEF10L	0.7335
ATOX1	0.82025
ADAM30	0.2665
DNASE1	0.81375
STT3A	-0.136166666666667
RAB6IP1	-0.89175
PTN	0.9495
C1orf106	2.58823076923077
HECA	0.70875
RNF122	0.20275
SLC22A18AS	0.488
GNG8	0.423833333333333
ELP4	-1.19675
FAM65A	0.497833333333333
RPL10A	-0.558666666666667
IRS4	-0.2085
MACF1	-0.1756
SEC24D	0.804
LOC374395	0.39425
TGFB2	-1.2615
MDFIC	-0.24925
CHRNE	0.555666666666667
PCMTD2	-0.0306666666666667
ATP6V0D1	0.597166666666667
MTA2	-0.37925
LZTR1	-0.00649999999999999
RAP1A	-0.0893333333333333
AXIN1	0.825375
POLR1C	-0.08525
TRIO	0.2645
PLXNA4A	-1.19708333333333
C5orf33	-0.57375
DEPDC1B	-1.40675
ZNF473	-0.431333333333333
MTM1	0.630625
GPR107	-0.063
CSNK1A1L	0.868166666666667
FLJ14154	0.664
NLRC4	4.73875
ENPP4	0.840166666666667
PADI3	0.1765
RNF170	0.038125
CG018	-0.894666666666667
C16orf7	0.73725
KCNE1	0.21175
NRM	-0.259666666666667
SLC37A3	-0.507214285714286
TPD52L2	-0.371
UNC5B	1.493
C12orf12	-0.317666666666667
SDHB	-0.9475
CLRN1	0.140375
NUDT10	-2.155
UGT3A1	-0.00974999999999999
FBXW8	0.567625
RHOF	-0.3615
PTPLAD1	1.346875
MYO3B	-1.14275
DERA	-0.819
TPP2	-1.348
C19orf53	0.115
GINS3	0.215125
ST6GALNAC5	2.0465
CHSY1	0.0915
MGC15705	0.1455
GPR83	1.614
EXT2	0.105625
DOLK	1.046
TUBAL3	-3.25925
ACVRL1	2.3168
ABL2	0.0640833333333334
C14orf156	-1.00716666666667
PTPRZ1	-4.874875
DIP2C	0.197875
LAMP1	0.296875
RXRA	0.0757
MAP3K5	1.232
ALKBH1	0.0716666666666667
PDLIM7	-0.002125
ARL14	-2.0505
SNIP1	-0.466833333333333
TIMP3	1.52716666666667
RGS3	0.538166666666667
SPAG16	2.0565
ABHD4	1.011
ARHGEF12	-0.510166666666667
GLUD2	-0.6645
RAC2	-0.3096
UAP1L1	0.0825
SLC18A3	0.017
YOD1	-1.66283333333333
RALY	0.403
HMOX2	0.992125
DGKH	0.39175
DBNDD2	2.11833333333333
YIPF4	0.141875
THAP10	-1.84675
ZNF513	1.07775
HAGHL	1.23016666666667
ITGB4	1.312
CCDC141	-1.3055
YTHDF3	0.745
C5orf28	0.6445
RPL7L1	-0.355125
TMEM30B	1.41828571428571
ANKRD35	1.1595
DUOXA2	-0.5935
TBC1D5	-0.099875
DFNB59	-1.5235
HRH4	0.94275
MYO6	2.5036
DNAJA4	2.56525
RBM24	-1.4815
CEACAM20	-0.549
RBM23	0.950571428571429
NGFB	0.287
C1orf63	-0.9555
KRTAP7-1	0.5025
PERLD1	4.71325
NPB	0.4945
C17orf59	0.1155
HSPBAP1	-0.82325
SLC15A4	0.542875
PRTFDC1	-1.77
OSMR	-1.12242857142857
CYSLTR2	-0.3385
C19orf25	0.4831
KIAA1797	0.4435
NLRP6	0.3575
FAM105B	0.0286
SCRN2	-1.146
LRRC58	-0.1297
RNF17	0.05875
NEIL3	-1.863
FAM137A	0.16
SKP2	-2.5585
PARVA	0.388166666666667
PKLR	-1.893
RNF34	0.984625
A3GALT2	0.297
C12orf50	-0.166333333333333
SUNC1	-1.479
FAM102B	0.658
CCT2	-0.206
LRRC37A2	-0.859
ARF4	0.0085
SIKE	-0.05925
C8orf48	-0.619
MBTPS1	0.0446428571428571
GPSN2	-0.6805
NCF2	3.749
SLC12A6	-0.907
MRPL48	-0.5225
HMGN3	-1.42266666666667
LRRC62	-1.512
PAX9	2.795875
FAM55A	-0.1215
C20orf42	-3.65133333333333
SCML2	-2.0595
BCL9	1.18025
FAM40A	-0.7555
C9orf41	-0.585
ZNF774	0.4465
LETM1	-0.30275
PLXNB1	-0.171333333333333
NIPSNAP1	0.72
USP10	-0.28475
F9	0.3105
LIPE	0.378
CNGB3	-0.5885
C12orf52	0.7735
PI4K2A	0.25825
MED8	-0.34475
STAT4	1.3421
FGD4	0.907166666666667
RNF145	-2.25766666666667
WDR32	0.0321
CLDN2	-0.0561666666666667
TCEAL8	0.6245
ZMYND8	-0.0467
PDXK	-0.56140625
GATAD2A	-0.4265
PTGES3	-0.274
CCM2	0.23875
TAP1	3.14275
ZNF670	-0.48925
ETS2	-1.21928571428571
C6orf166	0.309166666666667
PRMT2	0.263928571428571
OR4B1	0.3
INTS8	-0.144
CCDC102A	-0.07175
CCDC83	-1.57033333333333
ITGA1	-0.069
EPHA5	-2.0906
FAM24B	-0.9715
TSGA10	2.0345
HAL	-2.207
MYOT	-0.48775
SPACA3	0.12075
BCL2L2	-0.0788333333333333
CUGBP2	-0.556833333333333
CCNB3	0.10425
RNF113B	0.4025
MERTK	0.77825
BAG1	0.49325
VPS36	0.67675
ORMDL3	2.9497
C1orf190	-0.178
ZNF625	-0.027
CORO2B	-2.2825
ALOX15	-0.1875
CST1	0.1875
NUPR1	1.568
CCL7	4.87775
SMCR5	-2.756
DSC2	2.8
RBMS2	0.41475
GRIK4	0.1415
TRIM65	-0.042
TMPRSS6	0.795714285714286
TP53INP2	1.2515
GLB1L	0.487666666666667
LOC388284	0.138
PUS1	0.544214285714286
BCL9L	-0.032
OLFM1	-2.42833333333333
RET	1.803875
MASTL	-0.416333333333333
ALX3	0.2725
IL1RL1	-0.367333333333333
ZNF765	-1.0242
C14orf138	-0.84575
SNX10	-0.3495
TAC4	0.5905
C1orf64	2.1465
POGK	1.1495
MAPK9	1.35475
ZNF366	2.72875
C8orf79	-0.7994
CLDN7	3.06225
OR5AT1	0.2135
TRIM37	0.55425
LRRC25	3.61075
GRHL2	2.4163
TEKT3	-0.05575
LASS5	-0.174166666666667
ABCC4	-2.32483333333333
DLG3	2.130875
VGLL1	0.135625
ZFP36L2	0.779666666666667
MFRP	0.142
KIAA1799	-1.6845
FLJ44379	-0.8105
PCNX	-0.42475
ANXA9	2.1645
CYP4V2	0.3575
PIK3C2A	-0.812
SRR	-0.656
NOL3	1.15825
IFITM2	1.184
ARNTL2	-1.89575
ZNF595	-0.000750000000000001
NLRP13	-0.3215
ASPH	0.355375
CPA2	0.275
PVRIG	-1.017
LEPR	-2.2705
C16orf42	1.05566666666667
SH3BGRL	2.776
FAM77D	-0.9415
FNDC7	0.063
C9orf6	0.198833333333333
NOTCH2NL	0.894166666666667
PGBD1	-0.650833333333333
SYNGR2	1.35683333333333
PITPNA	-0.14925
PRPF4B	-0.4481
SLC43A3	-1.40035714285714
NRBP1	0.7485
SLC25A22	0.56025
ILK	-0.248
SLC22A8	0.809833333333333
MRPS7	0.215
PITX2	-1.87775
FABP3	-0.611125
OR1L1	0.008
LOC728215	-0.51025
BLID	-2.067
KIAA1217	1.62382352941176
TFPT	0.4805
AP4B1	-0.748
VBP1	-0.6775
OR1K1	0.8
MORC3	-0.103
BHMT2	-0.975833333333333
C3orf10	0.7945
FZD7	0.0226666666666667
WFDC10A	-0.413
PMS2CL	-0.419875
CCDC32	0.636
FA2H	1.1675
ALG13	-0.9155
TTLL7	-0.258
SPOCK3	-0.21175
SLC13A2	1.0965
AIM1	-0.88675
GPRC6A	0.135
EGR2	3.53975
MED11	0.22925
WWC1	1.8825
SH3GL3	-4.649
RIF1	-0.187857142857143
PRLH	0.29
VLDLR	-2.583
DBT	-0.364625
C21orf63	0.19525
CGGBP1	-0.023
KRTAP12-2	0.095
TADA3L	0.454625
ZBTB16	-0.179
PDGFB	1.36275
RFX1	0.491125
UQCRB	0.1459
LOC133874	-0.001
HPS3	-1.4535
LGALS3BP	1.8424
DKFZP564O0823	3.15057142857143
MRFAP1L1	0.192
HOXA10	-1.3635
NGB	-0.0195
KIF21A	1.03592307692308
IFLTD1	-0.171
LZTS1	-1.357
ARHGEF3	0.2765
RHBDL3	1.268
CSNK1G2	0.143416666666667
ChGn	-1.23375
KIAA1244	2.75783333333333
GABRB2	0.1
MGC72080	-0.2145
CD27	3.7205
EGLN1	-1.5233
PEX13	1.0525
RWDD3	-1.006
RNF12	-0.4815
GRIN2B	0.022
ADAMTS14	-0.25875
DYDC2	-1.9175
ATP6AP1	0.9863
NR1H2	-0.0333333333333333
PDK2	-0.15375
C3orf17	-0.286166666666667
SLC38A2	-0.8385
SLC25A29	0.610333333333333
C15orf29	0.424625
ADAM9	0.0265833333333333
TMUB2	-0.182875
GPR176	-0.06875
AGK	-0.76025
MCCD1	1.814
NDUFA4	0.5725
TMEM146	-0.1315
DUSP1	0.866
UNQ6975	0.3895
EMX2OS	3.48575
INSM2	-0.1955
LUZP4	-0.14925
SETD6	0.0235
P2RY2	3.36375
SLC45A2	-2.2955
RABGAP1	0.0108333333333333
UBXD5	-0.374375
GPRC5A	1.6588
PAK3	-0.537166666666667
LOC63920	-1.16325
TGFBR1	0.7729
KRTAP6-3	0.346
SFMBT2	-0.15375
CDC42	0.2616875
C11orf35	0.754
TTLL2	-0.17925
UACA	-0.214666666666667
CD97	-1.0032
SETD5	0.286
NINJ2	-0.773
PTER	-0.925666666666667
POMGNT1	-0.06925
KRTAP4-2	-0.0825
ECGF1	3.653625
HRB	-0.316636363636364
ATP1B2	-0.4387
LOC400506	0.474
COL4A3BP	0.8625
C6orf97	0.50725
GRHPR	0.518
TAS2R1	-0.1055
SEMA7A	-0.005
EDF1	0.1275
ODF2L	-0.1689
PCID2	-0.959833333333333
GTF2H4	-0.346833333333333
ZCCHC3	-0.00975
CGB2	0.00233333333333333
NEUROD1	-0.0015
C20orf75	-0.14
RP5-1054A22.3	1.92483333333333
IFNA5	0.6095
ZNF134	-0.0134166666666667
MGC119295	-1.2293
ZSWIM6	-0.807
SMEK1	0.198333333333333
PCGF2	-0.16575
C1orf102	1.96925
CYP2A13	1.2005
KCNH6	-0.7116
MDM1	0.8802
ALDH7A1	0.1625
C9orf75	0.883
VDAC3	0.551
OR51T1	0.355
EIF3F	-1.29583333333333
KCNJ10	-0.38625
LENG8	0.45125
EDEM2	0.500333333333333
CCNJL	-0.477
DHX37	-0.4605
CRYGN	0.213
AATF	-0.775375
ZNF630	0.76175
E2F5	-0.555
WFDC13	-0.7955
FTSJ3	0.525166666666667
C4orf33	0.7565
LHFPL4	-2.92525
C19orf56	-0.299166666666667
SMAD4	0.296625
AFM	-0.604666666666667
G0S2	-0.5165
FCHSD2	-0.0395
RRP1B	-1.0846
EEF1B2	-0.836666666666667
STAT6	1.5505
ZNF195	-1.074
GNL1	-1.03283333333333
ZNRF2	0.884166666666667
PER3	-0.076625
ASB16	0.91025
C10orf10	0.856642857142857
ADCY8	-3.319
C9orf58	0.0351666666666667
ARMC10	-1.30266666666667
PSG1	-1.8875
DHX34	0.13675
VARS2	-0.038625
NFIC	0.84625
ITPR2	-0.00425
AGXT2	0.150833333333333
OR6K3	0.465
H2AFZ	0.122
MLLT3	1.62583333333333
COX4I2	1.76825
CCNT2	0.00862499999999999
PLK4	-0.260375
NUMBL	-0.197333333333333
MED16	0.0775
PLEKHQ1	1.53925
GOSR1	0.596111111111111
BTG4	0.184
RPL30	0.588666666666667
IGSF5	0.506
IGFL2	3.8425
ELMOD2	1.4105
SHC3	-1.77033333333333
HAVCR1	0.005
DYNC2H1	-0.322875
RNF5	-0.289
C2orf7	0.61125
NLF1	1.0025
KLHL25	1.59075
LRP10	2.2412
KRI1	-0.35075
PUS7L	0.470833333333333
MGMT	1.00525
HOXD1	-1.042
CSH1	0.3027
ATG16L2	-0.94425
FLJ44635	-0.064
CHODL	-1.313
EXOSC8	-1.0635
SLC28A1	-0.2895
MYO7B	-1.11016666666667
SEH1L	-0.3945
MTNR1A	0.526166666666667
TSPAN5	0.0603333333333333
CDC45L	-1.47166666666667
AMIGO1	-0.3465
ATAD3A	-0.912625
OSGIN2	1.99583333333333
PDIK1L	0.673
DARC	1.707375
PIPSL	0.829
SHMT1	-1.60425
CRISP3	0.476
POPDC2	1.36233333333333
ZRANB2	-1.171
FBXL8	0.71075
TRIP13	-1.135
EIF5AL1	-0.5605
POU5F1P3	-4.80266666666667
IL6	-1.10733333333333
CXorf38	0.769166666666667
IFNA16	0.204
FBXL2	1.61666666666667
BRD1	0.66275
STATH	0.2765
