Hybridization REF	TCGA-E2-A14X-01A-11R-A115-07
RWDD1	0.955833333333333
VHLL	0.09775
SLC18A2	0.0975
UPK3A	-0.150833333333333
FIP1L1	0.06675
LENEP	0.349166666666667
RHOB	-0.0881666666666667
RIBC2	0.93475
GNPNAT1	-0.745875
TBC1D10C	0.66325
MMAA	1.60475
INTS9	-0.7645
HOOK2	0.404125
CCNG1	-1.68566666666667
CCDC144B	-1.205
MTMR7	0.06
NEU4	-3.20033333333333
HADH	0.628875
CCKAR	-0.101
TMEM173	2.011
AFAR3	0.266
PTH2R	0.61675
IFI30	1.179
GLUL	0.9048
TMEM71	4.28783333333333
C20orf165	-0.22375
BFAR	-0.7055
ZNF14	0.95825
KLHL8	0.278071428571429
PPIL2	0.4095
CTA-126B4.3	0.214
C5orf37	-0.823625
SLC27A4	-0.531833333333333
KLHL22	0.751625
GJB2	1.459
HSPBP1	-0.164125
PRKD1	-0.796333333333333
SOX8	2.636875
KIAA0195	-0.444833333333333
MICALCL	-0.814666666666667
ICAM1	0.282125
C10orf126	-0.2975
SIX4	-0.557625
BCL2L1	-0.2447
CD19	2.6825
RAPGEF3	1.38833333333333
KIAA0974	-0.39
MAPK3	0.163833333333333
OR10A3	-0.2185
MAP2K1IP1	0.8875
STK4	-0.149777777777778
CHIC2	1.1812
DLX5	2.981
ZNF367	-0.629
FBXO41	-0.46125
ADK	-0.04675
hCG_1995786	-0.432666666666667
GTPBP10	-0.00824999999999998
TGOLN2	0.363875
CTBS	0.5275
FGD1	0.41
ETS1	0.616
EDC4	-0.3765
GSTA3	2.9415
HOXB6	-1.59833333333333
C9orf131	-0.0355
BCAS1	-1.16
U2AF1L4	-0.1755
PDHA2	0.164333333333333
SORD	-0.2355
SLC25A33	0.75
WDHD1	-1.16825
OR8K5	-0.4675
RNASE11	0.1325
STAP2	0.51525
TRIM44	-0.377
CHCHD8	-1.019
SIDT2	0.173333333333333
OR2B3	0.26
TRRAP	-0.76825
TRAF1	0.264666666666667
RYR2	-1.12775
FAM71B	0.0183333333333334
SLC45A4	3.2515
TRIM32	-0.935375
ATP6V1G1	-0.043
TRA16	0.516375
SERHL2	0.5285
PRKY	2.3885
NPR2	-1.07425
TAS2R40	0.54375
OR5I1	0.148
ZFYVE26	-0.3055
WFDC11	0.902
CSH2	0.77325
OR2T8	-0.41925
TBX20	0.4455
LYPD5	4.99783333333333
STOML2	-0.508
ALPI	0.227375
FAT3	-0.698875
ZNF273	-0.8310625
NPSR1	-0.043
FLAD1	0.9325
RAB5C	-0.83825
TTLL3	-0.566125
KIAA1618	-0.976833333333333
NPPC	-0.7105
ZEB2	0.1899
MRP63	-0.23425
WSCD2	1.07575
NEUROD4	0.5375
SNAPAP	0.853
MTMR2	-0.218352941176471
STK35	0.234
USP48	-0.095625
NR1H4	-3.65375
RASL10A	0.5035
SSTR1	-3.74975
C1orf35	0.08325
APOBEC3C	-0.98975
RUSC2	2.39733333333333
SALL4	-3.065
ZCCHC8	-0.80975
RAD17	-0.243625
ZNF708	0.435
LILRB5	1.7675
TEX12	0.776
C9orf79	0.4045
ARHGEF1	0.4935
ABCA4	2.22483333333333
RNF214	-0.14125
PPAPDC2	0.121
ARID4A	0.580333333333333
SYCP2	-1.38025
OPRM1	0.28375
RP13-102H20.1	-2.9945
CYP26B1	-0.252166666666667
APCDD1	1.91916666666667
PCCA	-2.429
ALS2CR7	0.207
AQP5	3.9945
YLPM1	-0.143375
PRKAR1B	-0.8205
IL16	1.1779
TCF3	-0.6435
ZSWIM7	0.535
SERPINE1	-1.7849
BAI2	-2.0065
SMC5	-0.107285714285714
SMN1	-0.326666666666667
SLC13A5	-3.164125
POU2F3	3.97825
BACH1	-0.135666666666667
GMCL1L	0.0265
PPP2R2D	0.163
LRRC51	1.13191666666667
EDARADD	-0.593
LRRC3	-0.3325
FAM124B	1.476
C20orf70	0.175
LOC285735	-1.237
CTBP2	1.284
ZMYND11	1.100875
CDH23	0.718833333333333
OR1N1	-0.499
LOC400590	-0.16725
PDK1	-0.67325
LMTK3	1.654
USHBP1	1.460875
ZFYVE21	0.25575
hCG_21078	-0.428875
OAF	0.0405
WDR41	-1.17875
SPINK6	-1.0475
GDEP	-0.168
MEG3	-2.1159
OXSR1	-0.418785714285714
RAD51	-0.6935
RPL13A	0.2765
DYRK1A	0.8038
FLJ25791	2.40175
SARDH	-0.8124
RBBP5	0.668166666666667
ORC2L	-1.88625
NCAPH2	0.169
RNASET2	1.26283333333333
WDR79	-1.46183333333333
FLJ39779	0.69675
C3orf1	0.0265
DDX23	-0.192
MGC40574	0.425
MORC4	-0.5845
MYRIP	0.680272727272727
LY6E	2.117875
SLC39A11	0.36825
ATP12A	-0.229
AUP1	-0.11875
PIP	2.3995
CORO7	-0.692
PITPNM3	0.0045
ENPP1	-2.43433333333333
PPP1R1C	-3.006
NRBP2	2.0845
KCNE2	3.329
P2RX4	0.00775
CCND2	-1.94021428571429
OR5T3	0.3605
CUL4A	0.923666666666667
CFB	0.6545
PCP4	-2.38333333333333
HEMGN	-5.536
UBIAD1	-0.4355
CDC42BPB	-0.2075
CYB561D1	0.314
RIMS2	-0.503
ZNF488	-0.475
RNMTL1	-0.342
SART3	0.0665
CAPN10	-0.707857142857143
CCR5	4.105
APOA1BP	0.342333333333333
NDUFS5	0.19975
PDLIM3	3.214
VPS24	1.1214
SCN8A	-1.664375
C1orf67	-1.26966666666667
MRCL3	1.10333333333333
TMEM145	-2.08625
KCTD16	-0.0771666666666666
RNF149	0.66
FDXR	-1.5665
CDCP1	-0.926666666666667
PAX3	-3.1705
LASS4	1.2315
HSD17B8	-0.21575
YAP1	0.603
NNT	-1.52125
SC5DL	-0.5905
DKFZp566H0824	-0.915
KSR2	0.591
RAD21	2.425
ST8SIA2	0.1545
L3MBTL3	0.875125
SNRPB	-0.79325
MGC14425	-1.5715
MIF	0.72475
TAPT1	0.30675
IRF8	2.3792
PRO0132	-0.967
HERV-FRD	-0.6145
ACD	-1.28383333333333
BCL3	0.854
SPATA13	0.72175
MRLC2	1.214125
F2RL3	0.211625
CFHR3	1.152
DUSP15	-0.064
TMEM46	-2.31166666666667
SF3B4	0.190666666666667
MAP7D3	-0.3345
STELLAR	-0.4615
SEMA5A	-1.3096
H2BFS	0.031
LRRC28	-0.088
MORN2	0.8235
XYLB	-0.952875
WDR21C	0.28675
HIATL1	-0.496875
ADAMTS10	0.299833333333333
WDR55	0.10725
MFSD5	0.485833333333333
OR4N2	0.239
DUSP16	-0.205055555555556
NLGN4Y	-2.3779
INHBC	0.117
NUMA1	0.72475
DEFB123	-0.021
GIPC1	0.95575
MGC27348	-0.212
FLJ33590	0.2865
FZD1	1.828
MKL1	0.883833333333333
SAA2	3.592
C1orf94	1.7385
C7orf28B	0.0155
TMEM185A	0.53775
ZZZ3	0.4205
C16orf5	0.131666666666667
GALNAC4S-6ST	0.0065
C1orf186	1.423
IGFBP4	-0.004
NDUFA10	-0.2975
CLIC2	0.35575
RNF13	0.0825
GPR103	-1.437
CD69	-1.047
MYOZ1	2.3765
IFNB1	0.0105
CLNS1A	-0.608
CXorf45	-1.1385
ZXDB	0.6165
FUNDC2	-0.85925
GPA33	-0.22525
C9orf70	0.52125
SLC2A9	-0.043625
LOC126520	-0.3995
MAGEB1	-0.93975
LCE2A	-0.166
C18orf34	2.524
FMNL2	-1.135625
KRT85	0.452
CRYGA	0.0665
GEM	2.175
THAP6	0.0375
ALKBH3	-1.30516666666667
TM6SF2	-0.496
C20orf82	1.421
RANBP2	-0.197333333333333
LIG3	-0.00230000000000001
RETSAT	1.2405
OR8S1	0.4275
CAST	0.07025
TGFBI	-1.3597
C15orf37	0.14575
PGM3	0.093
SLC4A11	0.285
FAM123C	0.0891666666666667
TAOK1	-0.192
CISH	0.235
OGDHL	-3.63275
SPINT2	2.14333333333333
ZNF33A	0.423
CLDN18	0.629
RNF128	-2.080125
CCDC71	-0.605
RASSF6	1.12433333333333
HSPG2	1.036
ATP6V0E1	1.237
ABHD6	-0.792
CD274	0.8135
GCNT1	-1.6735
NT5C1A	-0.0488333333333333
TM4SF5	-3.92275
C21orf58	-1.10683333333333
SUCLA2	-1.0235
RFTN2	2.42475
SCNM1	0.58925
SLC9A10	0.372
FUNDC1	-0.2595
SLC35F4	-3.60725
AMD1	2.295
COL6A6	2.4895
OR4K2	0.00650000000000001
TRIB2	-0.44825
LOC91461	-2.01275
GHSR	0.457
ATP8B1	1.261
C1orf78	0.813
RNF183	-0.218833333333333
STX4	0.0259
TPPP2	0.07625
MYBPHL	-1.968
TXNDC6	0.2769
C9orf47	2.8605
FAM137B	-0.3015
FANCB	-1.836
C11orf9	-1.7725
DPY19L1	-1.563625
VDAC2	-0.098
VHL	-0.26475
LMBR1	-0.602125
C8orf44	0.4205
ZPBP	0.99175
FGF23	-1.5405
C21orf67	1.78825
PCNT	0.191625
BCKDHB	1.5154
GALNTL5	-0.325
BET1	-0.586125
ARL13A	0.0685
HDAC6	-0.391625
N4BP3	1.567
OTOP1	0.449666666666667
TTC30A	-1.02275
CRISP1	0.6085
KRT32	0.1435
VSTM1	0.2045
ZNF622	-0.52475
POLR3B	0.0988
DNAJC10	-0.2925
C12orf54	3.393
ADIPOQ	1.7095
RIT2	0.28175
CD44	-1.0101
ABCA3	0.21225
RPS17	-0.23475
FEZF1	0.3115
PCDHB15	-0.2445
KCNMA1	-1.76563636363636
CCDC116	-1.6095
C15orf27	-2.3665
NARG2	-0.650625
ITGA5	-1.6755
MEFV	0.609
TUT1	-0.176125
LOC541473	-0.324
NMBR	1.0275
GLT1D1	-2.75766666666667
ABCB7	-0.49625
PFKP	-1.903
C9orf91	-0.7781
LRRC41	0.935666666666667
C1orf85	1.04633333333333
ATP5F1	0.1345
STOX1	-0.15875
GFOD2	0.663
SLC25A3	-0.56675
ZNF646	0.1735
ZAR1	-1.183
OSTbeta	-1.34925
GALNT3	2.283
IFT122	-0.607833333333333
LDB3	0.0194
GARNL1	0.0190714285714286
HOMEZ	0.386
LRRC6	2.9795
ANGPTL5	0.27825
UBAC1	-0.96375
DLEU7	-0.40225
RPL19	-0.443
TOP1MT	0.4805
LOC643641	0.415875
MBD3L2	-0.446
NTSR1	0.184666666666667
WISP2	-1.47575
GPSM2	0.41475
RDH10	1.4711
PRKCG	0.11
HIST1H4J	-0.177
MON1B	-0.0186
MLF1IP	-0.215833333333333
ZNF446	0.272875
COL4A5	-1.2627
SLC26A1	-0.200142857142857
RGN	-2.624875
CCNB1	-1.625
C9orf165	1.17075
CCDC28B	-1.517
CCDC97	0.592
FGR	2.1325
MSRB3	-0.2103
EPN2	-0.05725
COX15	-0.685333333333333
KCNK6	-0.5431
XK	-1.90025
GDA	-5.12475
HEPH	-0.3665
THRAP3	0.2635
MET	-0.867642857142857
PHYHIP	-1.0475
LYAR	-0.507833333333333
ING3	0.05175
AK7	-2.47
CCT8L2	0.427625
COPS7A	0.0748333333333333
WSCD1	-0.26575
RNF185	1.03225
TNS3	0.2645
KNDC1	-0.798
RWDD4A	0.706
MED13L	0.4313
ZFYVE1	0.40075
C7orf44	-1.58116666666667
MRPL1	0.0825
STGC3	-1.32275
TEAD1	-1.36666666666667
RPL7A	-0.405642857142857
ARL6IP1	0.9586
C1orf178	-0.395
CTAGE5	0.346583333333333
TMEM184A	-0.930333333333333
SLC25A14	-0.37725
CACNG5	0.191
ATXN10	0.4946
ECH1	-0.3722
CCL22	0.5435
CYP2F1	0.939333333333333
GADL1	0.1575
TMEM19	-0.2028
RUNX3	1.1365
EFNB1	0.479833333333333
LIPN	0.4145
ACSM3	-4.375
SIGLEC8	0.608333333333333
ASCC3L1	-0.49775
NOL8	-0.34425
RELT	-0.205666666666667
Magmas	-0.77
PPP1R15B	0.3223
C11orf2	1.06875
VKORC1	-0.836
MGC26647	-0.0705
TRPM6	2.6845
UGT2B7	-1.10983333333333
FEV	0.0485
FOXK2	0.3245
PDCD5	-0.055
SLC8A1	1.6223
DGUOK	-1.014
CLDN16	0.6035
GAGE1	-1.526
RBM17	0.2516
C1QTNF3	-0.867875
VGLL3	-0.0221666666666667
UNQ5830	-0.3375
CD1A	-3.04933333333333
SCGB1C1	-0.2185
SUPT4H1	-0.763875
TRAF5	0.696
ASAHL	1.448625
FAM73A	1.58283333333333
OR6B1	0.587
WHSC1	-1.72275
GFPT2	-0.1
LOC339809	0.271
STARD5	-0.30925
SIP1	-1.15225
DNAJC15	-0.4025
STAU2	0.984875
FAM98A	0.482125
RAD23B	-0.3483125
LRRC33	-0.88825
CHRAC1	0.67925
C21orf89	0.7155
C19orf43	0.502333333333333
KLK8	5.4135
CCNE1	0.00175
PKDREJ	0.603166666666667
SSU72	0.75375
C17orf73	0.103
GPR78	0.211
WHSC1L1	1.7077
GSTA2	2.9195
SMUG1	-0.9305
UFM1	0.6449
AP3M2	0.222666666666667
USP14	0.109875
FBXL14	1.1925
DSTN	1.4485
SFRS14	-0.77925
FBXO31	-0.0808333333333333
C12orf40	0.09025
FRS2	0.718
NR2E3	-1.7095
TUBB2C	-0.75625
GMPR	-1.32466666666667
C9orf139	0.0455
ING5	-0.857142857142857
LOC730092	0.625333333333333
ORM1	-4.5965
RP11-11C5.2	-0.26025
HSPD1	-1.6189
PIWIL3	-0.365
C5orf13	-1.501
OR5R1	0.36
LCOR	0.01375
PLEKHA9	0.04
CCDC43	-0.64075
ZNF232	-0.13875
SLC6A7	0.37
ADH5	-0.83175
SHBG	-1.01633333333333
CROCCL2	-0.237
PANX3	-0.1475
CDIPT	0.5565
SLC16A5	-1.0195
TUBB	-0.0645625
TOR3A	1.2839
PREP	1.21866666666667
ENTPD8	0.104857142857143
CHMP1B	0.6975
SYT12	1.8951
MYH6	-1.9852
MAP3K13	-0.307333333333333
KLHL30	0.465666666666667
LCMT1	-0.08475
EIF1AX	0.066
FOXD4L1	0.301
SLC24A5	-0.966
RNF166	0.1707
TJAP1	-0.3365
TMEM156	1.19783333333333
ZNF239	0.57775
SNX19	0.548
GKN1	0.31325
FCN1	2.1119
C1QL1	-1.625
ATP11C	0.2795
ZNF35	1.18825
CARD8	0.317375
LIMD1	0.409166666666667
KIAA0286	-1.245375
XRN2	-0.219166666666667
CD6	0.9255
TOX3	-2.69225
ZSCAN4	-1.21883333333333
RSRC1	-0.479
COG1	-0.56775
PTRF	0.2772
C16orf35	-0.637125
FBXO24	-0.02475
CHST11	-0.74825
THRB	-1.078
MYBPC1	3.469
RNF39	3.15633333333333
PSMD11	-0.47325
ALAD	0.384666666666667
EN1	5.21225
SLC9A9	0.835
GSTM4	-0.683
CDC42BPA	0.417631578947368
RCSD1	0.144
LUC7L2	-0.2294
SPTBN1	0.9986
LOC146167	0.6795
BAT5	1.1535
ZNF452	-1.627375
LSM4	-0.828625
SRP72	0.1941
SGK269	0.130416666666667
MTX1	-0.326
CENTA1	-0.1105
UNQ9433	0.2575
ATR	-0.223
DDX49	0.468166666666667
PAQR8	-0.06
C14orf174	-0.7405
GBGT1	2.16875
THAP1	0.649
OR10K1	0.2155
RASIP1	-0.801666666666667
DPYD	-0.2524
DOHH	0.728
C18orf45	1.867
POF1B	-0.5079
ZNF552	1.235
USP32	-2.12325
MED27	-0.903333333333333
C14orf149	-0.7665
PRDX4	0.0953333333333333
ABHD12	-0.082
AGT	-3.41625
SLC22A14	-0.4225
C1orf58	0.681
PILRA	-0.52
ABCF2	-0.60625
C17orf85	-0.1054
TKTL1	-0.96825
FGF1	2.5642
IL6R	0.512166666666667
VPS25	-0.64225
CHRNB2	0.356625
COL7A1	-2.9604
LRRC48	0.2825
SPG20	-0.782583333333334
COX10	-0.88775
GCA	-0.32475
ECEL1	0.408833333333333
GLG1	0.435333333333333
SRD5A2L2	-0.37825
MUTYH	-0.951625
ZNF70	1.165
L2HGDH	-0.3155
GPATCH2	1.299
ZNF655	-0.471
ZNF227	0.273333333333333
MCOLN2	0.544
NQO2	0.20675
KCNQ5	-0.1535
NEU1	0.612166666666667
QRICH1	-0.27275
ZBTB20	0.104333333333333
RPUSD3	-0.2625
EPGN	-1.472
TSN	0.02425
SPRY2	-0.684
LZTFL1	-0.1775
GMFB	0.230625
PBEF1	-1.3218
HBG2	-2.98475
TMEM8	-0.262
PALM2-AKAP2	0.424333333333333
NFYA	1.4805
FAM108A1	0.547875
PBLD	0.6175
NRG4	-2.6365
PIGF	-0.79775
PTGER1	0.2085
NOS2A	1.528
C21orf34	-0.126666666666667
C21orf51	0.275916666666667
IL17C	-0.0915
TRMT6	-0.230666666666667
ETV2	0.609
CCDC109A	0.069
MYLK2	-1.924
ATP10A	0.8539
DPH4	-0.652
C5orf5	-0.502666666666667
KCNA4	-0.0268333333333334
NMNAT2	0.235166666666667
GLYATL2	6.8035
LSMD1	-0.212125
IL23R	-2.952
NRF1	-0.1015
MUC15	3.967
PRDM12	-1.752
PAQR4	-0.039
RBBP6	-0.8054375
IFI27	1.847
SKAP2	0.261833333333333
TAGAP	3.521875
TJP3	2.5375
C9orf61	-0.30925
IDS	0.22
PARG	-0.22275
LOC131149	0.1105
DYRK4	-0.015
MICALL1	2.26525
GALR2	0.519
GPBP1L1	0.649375
TBX21	5.12575
KCNJ6	-0.243
GGN	1.13575
CASP5	0.453333333333333
RNF182	-0.66725
BRD4	0.28075
DOK4	-0.11075
SLC46A2	0.470666666666667
SOX9	1.58808333333333
ZNRD1	0.0948333333333333
PRR6	-0.719
FAU	0.139875
DTNB	1.65983333333333
CARD9	1.04125
STS-1	0.838833333333333
SLC4A5	0.52725
NSBP1	-1.54625
UGCGL2	-0.680833333333333
POTE15	-4.22
NOXA1	0.27725
RP13-347D8.3	2.961
SAMD10	-0.333
EP400NL	-0.81475
TCF21	-0.537
AMELX	-0.1215
JPH2	0.9409
SLA	1.97625
DLST	-1.10416666666667
SEPT12	0.10875
RGS20	-0.8105
LXN	1.27516666666667
ZNF419	-0.59475
UPK3B	0.5855
RELL1	1.295
ESPNL	-1.8135
KLHL21	1.65
PI15	0.1125
C2orf61	-0.0335
LOC407835	-0.0183333333333333
RER1	0.42625
ELAVL2	2.0695
MGC26718	-1.049
KLF2	2.5775
TNFAIP8L3	0.905583333333333
TFE3	0.211
C11orf17	-1.3095
15E1.2	-1.50425
SNRPC	-0.308
DLGAP1	-0.2825
PGLYRP1	0.544625
OVCH2	0.323
IRF7	0.7699
SET	-0.7677
NAB2	-0.187
LRP5L	-0.2875
FAM120A	-0.4425625
ASCL2	1.07316666666667
SHH	0.0085
ATP5H	-1.052
THPO	-1.203
TYRP1	-5.02383333333333
HIST1H3E	0.0926666666666666
EIF2S1	-0.120388888888889
TNFRSF17	1.70033333333333
TARSL2	0.0005
NKX2-8	0.023625
C1orf115	1.607
LOC56964	0.2995
KIAA0841	-0.324
ISCU	0.5375
TTMA	-0.3305
ZNF414	0.728
LOC441150	0.83775
RAB15	0.255
HBP1	0.996
TNNT2	0.0805
CECR5	0.9665
PHGDH	-2.544
JRK	1.4853
XPO4	0.100625
FAM131C	0.572
ARHGAP25	1.67416666666667
CA9	-2.77555555555556
GPR62	0.516
TLX1	2.20183333333333
GPS1	-0.845
OR2M2	0.696
BDP1	0.156714285714286
FAM70B	0.24475
RPS29	0.000999999999999997
MKLN1	-0.5359
TSPAN19	-2.882
SLC29A3	0.5771
LGALS4	0.1865
USH2A	0.271666666666667
NF1	-0.587833333333333
APOBEC3A	1.92916666666667
IMPAD1	1.27383333333333
OLR1	1.91483333333333
NRAP	-0.42
HCFC1R1	-0.361333333333333
TAOK2	-0.0281666666666667
MCM10	-1.98533333333333
MAP4K3	0.0590833333333333
CBS	-1.628
CLK3	-0.5569
PCDHGA5	0.2025
ELF4	0.298375
FAM71A	0.52525
C11orf49	-0.9205
CLIP2	-0.301
BTBD9	1.1807
ZNF524	1.02825
KDELR1	0.251166666666667
ZNF509	0.896
NCSTN	0.327
ZNF533	-0.104
PARP4	-0.258625
GALNT9	-0.085
NPY	-3.1545
BEGAIN	-2.69266666666667
TMEM77	0.995
FOXRED1	-0.814833333333333
SLC16A2	0.266666666666667
SLC35B1	-0.40025
GK5	0.983583333333333
SDCCAG10	-0.75725
C4orf20	-0.1055
SLC9A2	-1.16375
ADD1	0.4295
TAL2	-1.19933333333333
ACLY	-0.57175
DNAJC1	0.411
SOST	-1.582
USP43	0.9285
CYP4F12	-0.84575
FKBP5	-1.069625
CHCHD5	-1.358
NUDT22	-0.7175
CCDC85B	-0.32925
OR51G2	1.113
STRN3	-0.370428571428571
TMOD2	1.99625
FLI1	0.83
MAB21L2	-0.684666666666667
DGKQ	0.188
VPRBP	0.232166666666667
SCNN1B	0.2092
ECHDC3	1.4892
TMEM106C	-0.20675
CSNK2A2	-0.5895
RPL39	-0.6992
HERC3	0.7608
ZBTB47	0.843333333333333
ZNF681	-0.28875
PAGE2	-2.43475
CLIC5	3.42471428571429
RABAC1	0.7965
ZFHX2	0.01375
YPEL1	1.0055
KIAA0776	1.10775
NR1D2	1.182
DNAJC4	0.219
NPNT	3.4119
ZNF677	0.0775
ZNF536	0.02175
MEF2B	0.0595833333333333
PTPN4	-0.196
CTCFL	-5.4735
STX5	0.232
CD72	3.28025
VEGFA	-0.734421052631579
XRCC1	-0.5814
MAS1L	0.347833333333333
ELL	0.8625
SETBP1	0.66675
CDH11	2.15533333333333
NDC80	-0.188615384615385
DMBX1	-2.451
NRSN1	0.1375
BAT2D1	0.518875
CDS2	0.165833333333333
C1orf212	-0.163
SENP3	-0.19425
IL1F9	1.5455
EEF2K	-0.38525
COG8	0.29025
CEP72	-0.32175
OR1L8	-0.311
MUS81	0.11725
PHYH	0.501375
GGT6	1.72516666666667
C22orf23	-0.319083333333333
C13orf33	3.059125
MAPK8IP2	1.13275
NELL2	0.6435
POU3F2	-2.27616666666667
ALPK1	0.99075
MRPS18C	-0.37875
RPLP2	-0.45125
FGF22	-1.547
SPNS1	-0.453166666666667
ZFP1	0.32275
IL1RAPL1	-1.46725
PCSK9	-3.82783333333333
NKX2-1	0.0754615384615385
C6orf189	1.64225
SP4	0.2565
SLC11A1	0.3021
C21orf25	0.196333333333333
ICAM2	0.382
SH3GL1	0.093
GSK3B	-0.139
RALB	-0.5295
PDXP	-0.224166666666667
GNGT1	-3.016125
KIR2DL1	0.7545
TNFAIP3	0.544416666666667
C6orf32	2.2234
CBLN2	-2.7575
PANK3	-0.033875
TAAR9	-0.638
WDR82	0.6065
APOM	-3.9785
TRIP10	-0.2495
SPATA16	-0.0235
C1orf135	-0.2445
USP51	-0.42925
TESK1	1.16725
C11orf64	0.107
ZNF611	0.4275
PDE6G	0.685666666666667
HLA-DQA1	1.967
GCLC	0.620125
SEC61A1	-0.164785714285714
TWSG1	0.0613333333333333
ZMYND10	1.40625
CTDP1	1.21025
ADAMTS6	-0.919333333333333
SLIT1	-2.44425
KRT86	4.3715
KIAA0574	-1.23
GTPBP2	0.321
PQLC3	0.99275
PRRX2	-0.0785
C15orf44	0.349666666666667
MKKS	-0.963625
C11orf10	-0.0585
GPR110	0.360375
CD109	1.26758333333333
ADCY1	-0.122666666666667
RHBG	-3.66225
TP53I3	-0.7965
SLC22A3	0.00720000000000001
UCP2	0.8035
FOXG1	-2.86233333333333
OR2AG1	0.0515
TRIM24	-0.83625
PROC	-3.725625
TAAR6	0.42175
AMTN	-1.114
C10orf47	0.656
DEPDC1	-1.143
FLJ45557	0.078
ZDHHC17	-0.2426875
KIAA1429	1.91133333333333
KCNH1	0.853333333333333
VNN3	1.0185
PSMAL	3.52375
PPARD	0.27425
HFM1	-1.572
YBX1	-0.311833333333333
ZNF695	-0.9195
SCTR	-0.471833333333333
DCDC1	0.449
VPS26B	1.0824
MTF2	-0.650166666666667
ATP6V1F	0.0205
CCDC94	-0.04175
PERF15	0.178
CCL11	2.36675
LMO7	-1.4985
DCST1	0.5875
ADRBK1	0.311375
CDRT4	-0.0565
ZNF84	-0.22925
HOXD8	0.453
STARD8	-0.299166666666667
FOXP2	-0.852625
CCDC103	0.106
POLR3A	-0.295
GSC	-1.46416666666667
ZNF114	-2.71883333333333
HTR7P	0.4475
LALBA	3.1465
RMND5A	0.2915
PSCD2	1.37425
ZNF409	-0.5915
KRTAP1-3	0.265833333333333
MAF1	0.79125
LOC201725	-0.875666666666667
NRN1	-1.09825
SPAG5	-2.50533333333333
DNAH7	0.185333333333333
FLJ43860	0.147
BRCA2	-0.577
ACADM	0.69775
CXXC6	-1.492
RAGE	-0.97625
CHMP2A	0.0685
FAM8A1	1.3142
GPR21	0.444
SLC12A3	-2.85566666666667
FVT1	1.11835714285714
ZDHHC7	0.575625
FLJ44048	-0.08375
SLC44A3	1.92516666666667
SDSL	-1.32833333333333
MMP8	-0.9115
PLA2G12B	-3.7545
ACY1	-0.83475
MT1E	-2.01066666666667
OR4K15	0.1015
TECTB	0.2285
GPR20	1.456375
IRAK2	-0.00875
RFPL3	-0.42725
MYO9A	-0.04975
NARG1L	-0.2545
BLMH	-1.114
CCDC3	1.62816666666667
C9orf21	-0.701
KIAA0513	2.96883333333333
MIER2	0.20175
PNMA2	-2.20741666666667
SH3BP2	0.7408
ANXA10	-1.3945
RTN2	0.3865
TFB1M	-0.221
PRPH2	1.23975
C14orf133	0.3835
GOLGB1	0.472916666666667
IRX4	0.114625
NFKBIL1	0.6655
C10orf62	-0.343
APBB3	0.164
RPS10	0.3884
LOC728378	-1.44575
TLE3	0.363888888888889
PSMB7	-0.88775
MESDC1	-0.691
SLC6A1	1.022
OCLN	2.42691666666667
PTTG3	-1.382
NAGLU	-0.99275
SERTAD4	3.3075
SPRY1	0.912
FLJ10781	0.91225
MYSM1	-0.23175
TRIM4	0.900714285714286
SH3YL1	1.781125
TREM2	2.762
SERPINI1	0.7485
HDHD3	0.587125
TMEM38A	0.097125
EID2B	-2.19525
TDRD3	0.719666666666667
SEDLP	0.13775
THSD7A	2.21583333333333
NDST3	-2.15
KLHL15	0.0405833333333333
DHRS12	0.466
FBXO9	0.647285714285714
TNPO1	-0.577083333333333
MRPL13	0.844
SNX5	-1.708
METTL6	-1.02525
SOD1	0.590625
CHML	-0.260333333333333
PACS1	1.19375
SIRT5	0.588
CAPN2	2.28116666666667
FXYD5	0.244166666666667
TWISTNB	-0.4875
LRFN1	0.188666666666667
UBE1L	0.501125
UBE1C	0.351
OR51B2	-0.27925
OR4D11	0.35
C15orf2	0.0705
NR4A1	0.211666666666667
LOC339047	-1.44475
TRIM17	0.9195
ATP5G3	-0.735142857142857
RPL15	-0.22325
ADAMTS8	0.28525
HOXC4	-0.161
C14orf37	1.1485
CEACAM5	-1.31875
MYT1L	-0.161666666666667
RASA2	1.36725
OSBPL7	-0.724
STAG1	-0.67
GIMAP4	4.78166666666667
FUT3	1.9765
PIF1	-1.61075
LPIN2	-0.1159
SH3PX3	0.6095
PDP2	0.0665
PAPD1	-0.125875
ERP27	2.34025
APOOL	0.0577
DIABLO	-0.42675
TRHR	0.021
ARMC9	-1.5285
RNF152	3.882
SLITRK3	-0.209333333333333
ZNF211	0.658
PFDN1	-0.21925
RGS11	-0.8895
HS6ST1	0.7199
AKR1D1	-1.9215
TNP2	0.32
STK31	1.1405
EML4	-0.843083333333333
SGTA	0.150666666666667
HIST1H2BI	-0.0741666666666667
PSMD6	-1.1555
KIAA1257	-0.92425
C18orf55	-0.286333333333333
FLJ20273	1.4715
RPL28	0.0536666666666667
EPYC	0.498625
NOX3	-0.633
ELAC1	0.823833333333333
METT11D1	-1.202
BIN2	0.851833333333333
NACA2	-0.00975
CCDC17	-1.57225
HM13	-0.2547
UBOX5	0.221625
UBE2O	-0.677
UBL5	-0.58075
APOLD1	0.864
C9orf31	0.0805
TNFSF8	0.4675
ARHGAP29	2.27125
PROKR2	0.2775
PDE5A	-0.3095
C6orf12	-0.2625
TOM1L1	-1.4935
WHDC1	0.282125
