Hybridization REF	TCGA-A2-A0SW-01A-11R-A084-07
NLGN4Y	-1.9282
INHBC	0.324666666666667
NUMA1	0.493
DEFB123	0.1295
GIPC1	0.07225
MGC27348	-0.563
FLJ33590	0.3785
FZD1	1.5374
MKL1	0.476
SAA2	2.69875
C1orf94	-1.0605
C7orf28B	0.114
TMEM185A	0.2688
ZZZ3	0.2525
C16orf5	-0.288333333333333
GALNAC4S-6ST	1.156
C1orf186	1.13475
IGFBP4	0.4905
NDUFA10	0.533666666666667
CLIC2	0.35925
RNF13	-0.078
GPR103	-0.63025
CD69	-1.59925
MYOZ1	0.40375
IFNB1	0.552
CLNS1A	-0.23375
CXorf45	-0.82725
ZXDB	0.0915
FUNDC2	0.46
GPA33	0.207625
C9orf70	-0.156
SLC2A9	-0.182125
LOC126520	0.1115
MAGEB1	-0.728
LCE2A	-0.291
C18orf34	1.433
FMNL2	-0.9825
KRT85	0.48325
CRYGA	0.3605
GEM	0.03425
THAP6	-0.2123
ALKBH3	0.680833333333334
TM6SF2	0.073
C20orf82	1.6005
RANBP2	0.164333333333333
LIG3	-0.1543
RETSAT	0.954875
OR8S1	0.657
CAST	0.0245
TGFBI	-0.6076
C15orf37	-0.50375
PGM3	0.3245
SLC4A11	0.685625
FAM123C	-0.0351666666666667
TAOK1	-0.28725
CISH	0.75725
OGDHL	-3.5355
SPINT2	2.45733333333333
ZNF33A	0.352
CLDN18	0.414
RNF128	0.76675
CCDC71	-1.57675
RASSF6	2.9535
HSPG2	0.386
ATP6V0E1	1.941625
ABHD6	-0.53425
CD274	0.8865
GCNT1	1.51325
NT5C1A	-0.0256666666666667
TM4SF5	-3.91525
C21orf58	-1.24383333333333
SUCLA2	-0.80825
RFTN2	1.52175
SCNM1	0.689
SLC9A10	0.766
FUNDC1	0.083
SLC35F4	-2.04025
AMD1	-0.8385
COL6A6	2.52675
OR4K2	0.475
TRIB2	-1.37908333333333
LOC91461	-2.4195
GHSR	0.4335
ATP8B1	1.892875
C1orf78	1.76166666666667
RNF183	-1.32183333333333
STX4	0.8789
TPPP2	-0.309375
MYBPHL	-2.0425
TXNDC6	-0.0462
C9orf47	0.0965
FAM137B	-0.004
FANCB	-1.657
C11orf9	-1.34575
DPY19L1	-1.21775
VDAC2	-0.156666666666667
VHL	0.06775
LMBR1	0.039625
C8orf44	-0.89625
ZPBP	-0.2475
FGF23	-0.536
C21orf67	1.056
PCNT	-1.193
BCKDHB	-0.2646
GALNTL5	-0.13525
BET1	-0.07725
ARL13A	-0.164
HDAC6	-0.56775
N4BP3	1.308
OTOP1	-0.1695
TTC30A	1.0035
CRISP1	0.041
KRT32	-0.113
VSTM1	0.6795
ZNF622	0.23625
POLR3B	0.0395
DNAJC10	0.420125
C12orf54	-0.105
ADIPOQ	2.574
RIT2	-0.16725
CD44	0.05515
ABCA3	1.212875
RPS17	-1.981
FEZF1	-0.9935
PCDHB15	-0.28525
KCNMA1	-0.807818181818182
CCDC116	-2.1855
C15orf27	-1.821
NARG2	-1.205
ITGA5	-1.09075
MEFV	0.826
TUT1	0.065375
LOC541473	-0.3225
NMBR	0.4135
GLT1D1	-2.838
ABCB7	-0.9885
PFKP	-2.92490909090909
C9orf91	0.5874
LRRC41	0.412
C1orf85	0.817333333333333
ATP5F1	-0.065
STOX1	1.354875
GFOD2	0.563
SLC25A3	0.21075
ZNF646	0.5479
ZAR1	-0.127
OSTbeta	-2.211
GALNT3	3.04875
IFT122	0.6985
LDB3	0.2281
GARNL1	0.150357142857143
HOMEZ	0.932833333333333
LRRC6	4.75925
ANGPTL5	-0.5055
UBAC1	-0.3735
DLEU7	-0.89475
RPL19	-0.936
TOP1MT	-0.613666666666667
LOC643641	0.103875
MBD3L2	0.1585
NTSR1	0.428
WISP2	0.91475
GPSM2	-0.695125
RDH10	0.7961
PRKCG	0.633
HIST1H4J	-0.042
MON1B	0.1776
MLF1IP	-1.07
ZNF446	0.500625
COL4A5	0.4506
SLC26A1	0.211642857142857
RGN	-2.204125
CCNB1	-1.5065
C9orf165	0.87075
CCDC28B	-0.62125
CCDC97	1.01025
FGR	2.266375
MSRB3	0.0124
EPN2	-0.1675
COX15	-0.519333333333333
KCNK6	0.7141
XK	-2.78575
GDA	-4.3005
HEPH	-1.4275
THRAP3	0.377125
MET	-1.22621428571429
PHYHIP	-0.96775
LYAR	-1.26883333333333
ING3	0.24625
AK7	-2.597
CCT8L2	0.04525
COPS7A	-0.211166666666667
WSCD1	-1.28
RNF185	1.160625
TNS3	0.30625
KNDC1	-0.796666666666667
RWDD4A	0.059
MED13L	0.1315
ZFYVE1	0.260625
C7orf44	-0.306333333333333
MRPL1	-0.155
STGC3	-1.1415
TEAD1	-1.61416666666667
RPL7A	-0.539285714285714
ARL6IP1	0.7837
C1orf178	-0.78
CTAGE5	0.853583333333333
TMEM184A	-1.23433333333333
SLC25A14	0.56
CACNG5	0.51975
ATXN10	0.0855
ECH1	0.6633
CCL22	0.73125
CYP2F1	-1.6955
GADL1	0.435
TMEM19	0.529
RUNX3	0.85725
EFNB1	0.0668333333333333
LIPN	0.618
ACSM3	-3.484
SIGLEC8	1.64066666666667
ASCC3L1	-0.31125
NOL8	-0.0695
RELT	-0.392166666666667
Magmas	0.03875
PPP1R15B	0.4269
C11orf2	-0.061
VKORC1	-0.364333333333333
MGC26647	0.29975
TRPM6	0.0375
UGT2B7	-3.72333333333333
FEV	0.5095
FOXK2	1.1475
PDCD5	-0.455666666666667
SLC8A1	1.6986
DGUOK	-0.5505
CLDN16	1.049
GAGE1	-0.608
RBM17	0.0995
C1QTNF3	-0.146375
VGLL3	0.0121666666666667
UNQ5830	0.956
CD1A	-2.62883333333333
SCGB1C1	0.2665
SUPT4H1	0.838875
TRAF5	1.046
ASAHL	1.676625
FAM73A	1.2605
OR6B1	0.667
WHSC1	-1.6032
GFPT2	0.842
LOC339809	0.78325
STARD5	0.761666666666667
SIP1	-0.71025
DNAJC15	0.53375
STAU2	0.054625
FAM98A	0.239
RAD23B	0.1830625
LRRC33	-0.57175
CHRAC1	-1.0045
C21orf89	0.58975
C19orf43	0.2825
KLK8	-3.2715
CCNE1	-1.290125
PKDREJ	-0.303666666666667
SSU72	0.92525
C17orf73	0.361
GPR78	0.913
WHSC1L1	0.8471
GSTA2	-0.0185
SMUG1	0.786333333333333
UFM1	0.2333
AP3M2	-0.241083333333333
USP14	-0.017
FBXL14	0.807833333333333
DSTN	0.932
SFRS14	-0.9985
FBXO31	-0.133
C12orf40	0.211
FRS2	1.1965
NR2E3	-0.054
TUBB2C	-0.0295
GMPR	-1.60633333333333
C9orf139	-0.0995
ING5	-0.787857142857143
LOC730092	0.0268333333333333
ORM1	-4.1305
RP11-11C5.2	-1.86475
HSPD1	-0.7866
PIWIL3	0.06725
C5orf13	-0.2677
OR5R1	-0.194
LCOR	0.34275
PLEKHA9	0.465
CCDC43	-1.01175
ZNF232	-0.452
SLC6A7	-0.7205
ADH5	-0.85425
SHBG	-1.07283333333333
CROCCL2	0.256
PANX3	0.303
CDIPT	0.0205
SLC16A5	-1.1465
TUBB	-0.745875
TOR3A	0.9853
PREP	-0.0578333333333333
ENTPD8	0.771928571428571
CHMP1B	0.02375
SYT12	-0.0499
MYH6	-1.6088
MAP3K13	0.511166666666667
KLHL30	0.392333333333333
LCMT1	0.55025
EIF1AX	0.169916666666667
FOXD4L1	1.012
SLC24A5	-1.003
RNF166	-0.2459
TJAP1	-0.49075
TMEM156	0.972333333333333
ZNF239	0.7805
SNX19	0.7893
GKN1	0.25325
FCN1	1.7907
C1QL1	-1.385
ATP11C	-0.34025
ZNF35	0.43875
CARD8	0.555625
LIMD1	-0.97
KIAA0286	-0.375125
XRN2	-0.834166666666667
CD6	1.084
TOX3	3.18
ZSCAN4	-0.663166666666667
RSRC1	-0.51975
COG1	1.091
PTRF	-0.3239
C16orf35	0.019
FBXO24	-0.02125
CHST11	0.47775
THRB	1.0097
MYBPC1	0.71075
RNF39	1.19233333333333
PSMD11	-0.597
ALAD	0.415666666666667
EN1	1.5675
SLC9A9	1.39225
GSTM4	0.375
CDC42BPA	-1.814
RCSD1	0.27975
LUC7L2	-0.1486
SPTBN1	-0.4037
LOC146167	0.2605
BAT5	0.8558
ZNF452	-1.41125
LSM4	-0.51275
SRP72	-0.3142
SGK269	-0.499
MTX1	0.86875
CENTA1	-0.36225
UNQ9433	0.5515
ATR	-0.337166666666667
DDX49	0.178833333333333
PAQR8	-0.7295
C14orf174	-0.257
GBGT1	0.2035
THAP1	0.377
OR10K1	-0.7345
RASIP1	-0.9505
DPYD	0.8849
DOHH	0.40125
C18orf45	1.546
POF1B	4.3531
ZNF552	2.72875
USP32	-0.863125
MED27	-0.401833333333333
C14orf149	-0.408666666666667
PRDX4	-0.0763333333333333
ABHD12	0.3621
AGT	-3.86025
SLC22A14	-0.5095
C1orf58	0.6295
PILRA	-0.15
ABCF2	-0.702625
C17orf85	-0.7216
TKTL1	-0.61875
FGF1	1.55005
IL6R	0.281166666666667
VPS25	-0.4045
CHRNB2	-0.317625
COL7A1	-2.8404
LRRC48	0.537833333333333
SPG20	-0.81075
COX10	-0.23
GCA	0.664
ECEL1	0.07
GLG1	0.313666666666667
SRD5A2L2	0.199
MUTYH	-0.253375
ZNF70	-0.56625
L2HGDH	-0.42475
GPATCH2	0.46525
ZNF655	-0.426375
ZNF227	0.190333333333333
MCOLN2	1.46316666666667
NQO2	0.557
KCNQ5	0.0525
NEU1	0.677166666666667
QRICH1	-0.5235
ZBTB20	0.938833333333333
RPUSD3	-0.365
EPGN	-0.291666666666667
TSN	0.0848333333333334
SPRY2	-3.0975
LZTFL1	-0.509125
GMFB	0.2775
PBEF1	-0.573
HBG2	-2.75275
TMEM8	0.154
PALM2-AKAP2	-0.196
NFYA	-1.38777878078145e-17
FAM108A1	0.7565
PBLD	1.263625
NRG4	-2.72925
PIGF	0.08975
PTGER1	0.01625
NOS2A	0.3025
C21orf34	-1.1835
C21orf51	-0.507333333333333
IL17C	-0.44
TRMT6	-0.0126666666666667
ETV2	0.2745
CCDC109A	0.11425
MYLK2	-1.5255
ATP10A	1.3124
DPH4	-0.3915
C5orf5	-0.0951666666666667
KCNA4	0.353833333333333
NMNAT2	-1.356
GLYATL2	3.9575
LSMD1	-0.332
IL23R	-1.52475
NRF1	-0.06575
MUC15	2.25916666666667
PRDM12	-1.7295
PAQR4	0.384285714285714
RBBP6	-0.755125
IFI27	3.95375
SKAP2	-0.366666666666667
TAGAP	3.1285
TJP3	2.1375
C9orf61	-2.4225
IDS	0.203285714285714
PARG	-0.22025
LOC131149	-0.0659999999999999
DYRK4	0.553666666666667
MICALL1	-0.97325
GALR2	-0.008
GPBP1L1	0.466
TBX21	4.5745
KCNJ6	0.968666666666667
GGN	0.40925
CASP5	1.72133333333333
RNF182	-5.93775
BRD4	-0.17075
DOK4	-0.81425
SLC46A2	1.1455
SOX9	1.948
ZNRD1	-0.0858333333333333
PRR6	-3.9675
FAU	0.211625
DTNB	1.05
CARD9	0.47425
STS-1	-0.549666666666667
SLC4A5	0.292875
NSBP1	0.26175
UGCGL2	-1.43266666666667
POTE15	0.3495
NOXA1	-0.5855
RP13-347D8.3	0.187
SAMD10	0.0966666666666667
EP400NL	-1.0575
TCF21	-0.093
AMELX	-0.045
JPH2	-0.0885
SLA	2.26725
DLST	-1.6055
SEPT12	1.038
RGS20	-3.40925
LXN	0.343166666666667
ZNF419	-0.060875
UPK3B	-0.222833333333333
RELL1	0.4835
ESPNL	-1.2375
KLHL21	-0.288375
PI15	0.486
C2orf61	-1.028
LOC407835	-0.544833333333333
RER1	0.843166666666667
ELAVL2	1.057
MGC26718	-1.903
KLF2	1.922
TNFAIP8L3	0.560166666666667
TFE3	0.05275
C11orf17	-0.378
15E1.2	-0.84025
SNRPC	-0.58475
DLGAP1	-0.147
PGLYRP1	0.407875
OVCH2	0.1685
IRF7	1.8493
SET	-0.9303
NAB2	-0.6505
LRP5L	0.51925
FAM120A	0.4208125
ASCL2	2.77116666666667
SHH	0.3055
ATP5H	0.9275
THPO	-0.346666666666667
TYRP1	-4.023
HIST1H3E	1.16283333333333
EIF2S1	-0.260555555555556
TNFRSF17	2.2655
TARSL2	0.371
NKX2-8	0.328625
C1orf115	2.710875
LOC56964	0.5415
KIAA0841	-0.78725
ISCU	0.993
TTMA	-0.143
ZNF414	0.238
LOC441150	0.28075
RAB15	1.6815
HBP1	0.993166666666667
TNNT2	-1.782
CECR5	-1.18175
PHGDH	-0.686875
JRK	-0.2993
XPO4	-0.95575
FAM131C	1.685
ARHGAP25	1.28316666666667
CA9	-3.33611111111111
GPR62	0.241
TLX1	0.00716666666666666
GPS1	0.4095
OR2M2	1.828
BDP1	-0.0586428571428571
FAM70B	0.62275
RPS29	-0.128333333333333
MKLN1	-0.188
TSPAN19	-2.84725
SLC29A3	1.3654
LGALS4	-0.0933333333333333
USH2A	0.726833333333333
NF1	-0.520833333333333
APOBEC3A	2.21166666666667
IMPAD1	0.534333333333333
OLR1	3.4605
NRAP	0.1275
HCFC1R1	0.381666666666667
TAOK2	0.484666666666667
MCM10	-0.977666666666667
MAP4K3	0.113833333333333
CBS	-2.6385
CLK3	-0.7804
PCDHGA5	0.558
ELF4	0.707875
FAM71A	-0.051
C11orf49	-0.0735
CLIP2	-1.06775
BTBD9	0.1317
ZNF524	1.1535
KDELR1	0.272833333333333
ZNF509	0.5475
NCSTN	1.0245
ZNF533	2.85892857142857
PARP4	-1.070875
GALNT9	0.0203333333333333
NPY	-2.42225
BEGAIN	-2.9845
TMEM77	0.346333333333333
FOXRED1	-0.375833333333333
SLC16A2	2.57633333333333
SLC35B1	0.59475
GK5	0.124166666666667
SDCCAG10	-0.75425
C4orf20	0.06575
SLC9A2	-2.2885
ADD1	0.164285714285714
TAL2	-1.11116666666667
ACLY	-0.6935
DNAJC1	1.4485
SOST	-0.48375
USP43	0.3685
CYP4F12	-1.876
FKBP5	1.1255
CHCHD5	0.2318
NUDT22	0.1675
CCDC85B	-0.62775
OR51G2	1.561
STRN3	0.418928571428572
TMOD2	0.58725
FLI1	0.65925
MAB21L2	0.234333333333333
DGKQ	0.53775
VPRBP	-0.842333333333333
SCNN1B	-0.4737
ECHDC3	-1.1236
TMEM106C	-0.93575
CSNK2A2	-0.7605
RPL39	-0.3115
HERC3	0.8738
ZBTB47	-0.154166666666667
ZNF681	-0.82775
PAGE2	-2.80025
CLIC5	3.29778571428571
RABAC1	1.109
ZFHX2	-0.2085
YPEL1	0.462166666666667
KIAA0776	0.397
NR1D2	0.445
DNAJC4	0.538625
NPNT	3.7608
ZNF677	0.013
ZNF536	0.33925
MEF2B	1.03716666666667
PTPN4	-0.48625
CTCFL	-4.327
STX5	0.479166666666667
CD72	2.9085
VEGFA	-1.40094736842105
XRCC1	0.1988
MAS1L	0.541333333333333
ELL	0.5257
SETBP1	1.445
CDH11	3.22916666666667
NDC80	-1.00176923076923
DMBX1	-0.8575
NRSN1	0.481166666666667
BAT2D1	0.2795
CDS2	1.14116666666667
C1orf212	-0.213166666666667
SENP3	-0.975125
IL1F9	-0.0925
EEF2K	0.080375
COG8	0.11875
CEP72	-0.911
OR1L8	0.581
MUS81	-0.422416666666667
PHYH	0.786875
GGT6	0.894833333333333
C22orf23	-1.2425
C13orf33	3.4535
MAPK8IP2	0.434
NELL2	4.63325
POU3F2	-3.22066666666667
ALPK1	1.729
MRPS18C	-0.43525
RPLP2	-0.29225
FGF22	-0.004
SPNS1	0.0858333333333333
ZFP1	-0.44225
IL1RAPL1	-1.31725
PCSK9	-3.1615
NKX2-1	0.0933571428571429
C6orf189	1.2065
SP4	-0.1675
SLC11A1	1.263
C21orf25	-0.782833333333333
ICAM2	0.75325
SH3GL1	-0.145666666666667
GSK3B	0.123833333333333
RALB	1.0695
PDXP	-1.0285
GNGT1	1.912125
KIR2DL1	1.099
TNFAIP3	0.334416666666667
C6orf32	0.7195
CBLN2	-1.75475
PANK3	0.511875
TAAR9	-0.3745
WDR82	-0.54
APOM	-3.695875
TRIP10	-0.61775
SPATA16	0.412833333333333
C1orf135	-0.96075
USP51	-0.88575
TESK1	1.21
C11orf64	0.121875
ZNF611	0.2025
PDE6G	0.824833333333333
HLA-DQA1	2.221125
GCLC	-0.284125
SEC61A1	0.122142857142857
TWSG1	0.5995
ZMYND10	1.12175
CTDP1	0.5005
ADAMTS6	0.0933333333333333
SLIT1	-1.934
KRT86	-0.589
KIAA0574	-1.769
GTPBP2	-0.3692
PQLC3	1.013
PRRX2	0.1
C15orf44	-0.717666666666667
MKKS	0.221375
C11orf10	-0.17825
GPR110	1.947125
CD109	-1.93825
ADCY1	-0.0105
RHBG	-1.7355
TP53I3	-0.064375
SLC22A3	-0.4192
UCP2	1.702
FOXG1	-1.93983333333333
OR2AG1	0.455
TRIM24	-0.309
PROC	-3.102875
TAAR6	0.27775
AMTN	-0.874
C10orf47	-0.0978333333333333
DEPDC1	-1.0835
FLJ45557	-0.14575
ZDHHC17	-0.212375
KIAA1429	0.210833333333333
KCNH1	0.66775
VNN3	0.8475
PSMAL	2.60525
PPARD	0.35525
HFM1	-0.8405
YBX1	-1.1975
ZNF695	-1.3955
SCTR	0.259833333333333
DCDC1	0.728
VPS26B	0.4558
MTF2	-0.6805
ATP6V1F	0.71825
CCDC94	-0.19725
PERF15	0.281
CCL11	4.21575
LMO7	-0.400625
DCST1	0.985
ADRBK1	0.2465
CDRT4	-0.138375
ZNF84	-1.29025
HOXD8	-0.04875
STARD8	-0.1335
FOXP2	-1.182875
CCDC103	-0.07575
POLR3A	-0.5528
GSC	3.04316666666667
ZNF114	1.0285
HTR7P	-0.1235
LALBA	0.0975
RMND5A	-0.231333333333333
PSCD2	0.9825
ZNF409	0.2745
KRTAP1-3	0.473
MAF1	-0.069
LOC201725	-0.332666666666667
NRN1	-1.69675
SPAG5	-2.02366666666667
DNAH7	0.245833333333333
FLJ43860	0.3465
BRCA2	-1.00625
ACADM	-0.409875
CXXC6	-2.971875
RAGE	-0.7585
CHMP2A	1.1045
FAM8A1	0.0016
GPR21	0.2235
SLC12A3	-2.61666666666667
FVT1	0.350714285714286
ZDHHC7	-0.078875
FLJ44048	1.3695
SLC44A3	2.96183333333333
SDSL	-0.1335
MMP8	-0.40325
PLA2G12B	-2.8385
ACY1	-1.45925
MT1E	-0.833166666666667
OR4K15	0.685
TECTB	-0.4415
GPR20	0.01425
IRAK2	0.21325
RFPL3	-0.384125
MYO9A	-0.37575
NARG1L	-0.820416666666667
BLMH	-2.104
CCDC3	2.23866666666667
C9orf21	-0.4885
KIAA0513	1.2795
MIER2	0.26375
PNMA2	-0.921333333333333
SH3BP2	0.872
ANXA10	1.3055
RTN2	-0.478
TFB1M	-1.4365
PRPH2	1.07925
C14orf133	-0.323
GOLGB1	0.88825
IRX4	-1.431
NFKBIL1	0.326333333333333
C10orf62	0.329
APBB3	-0.214
RPS10	-0.5341
LOC728378	0.554
TLE3	0.890444444444445
PSMB7	-0.43175
MESDC1	-0.267
SLC6A1	1.0896
OCLN	0.6695
PTTG3	-0.451833333333333
NAGLU	0.01675
SERTAD4	2.744625
SPRY1	0.88525
FLJ10781	-0.677666666666667
MYSM1	0.405
TRIM4	0.593214285714286
SH3YL1	1.40125
TREM2	3.893
SERPINI1	3.6505
HDHD3	0.79975
TMEM38A	-0.020875
EID2B	-1.6325
TDRD3	-0.399
SEDLP	0.72975
THSD7A	1.34516666666667
NDST3	-2.05566666666667
KLHL15	-1.09883333333333
DHRS12	1.0875
FBXO9	-0.429071428571429
TNPO1	-0.392333333333333
MRPL13	0.00733333333333333
SNX5	-1.16533333333333
METTL6	-0.19125
SOD1	0.645
CHML	-0.5435
PACS1	0.4365
SIRT5	-0.9235
CAPN2	1.20983333333333
FXYD5	-0.710666666666667
TWISTNB	-0.546
LRFN1	0.36
UBE1L	1.187625
UBE1C	0.17375
OR51B2	-0.23675
OR4D11	0.465
C15orf2	0.5245
NR4A1	-0.487166666666667
LOC339047	-1.54625
TRIM17	-0.851875
ATP5G3	-0.138142857142857
RPL15	-0.876333333333333
ADAMTS8	-1.002
HOXC4	0.791
C14orf37	1.054
CEACAM5	3.686
MYT1L	-0.0888333333333333
RASA2	-0.147875
OSBPL7	-0.463
STAG1	-0.0725
GIMAP4	4.889
FUT3	0.52
PIF1	-2.282125
LPIN2	-0.0848
SH3PX3	0.2955
PDP2	-0.46725
PAPD1	-0.19075
ERP27	1.767
APOOL	0.6797
DIABLO	0.20175
TRHR	0.276375
ARMC9	-0.54625
RNF152	2.5925
SLITRK3	-0.184
ZNF211	-0.0351
PFDN1	0.095375
RGS11	-0.744875
HS6ST1	0.4031
AKR1D1	-1.10925
TNP2	0.561833333333333
STK31	3.04283333333333
EML4	-0.77025
SGTA	-0.1795
HIST1H2BI	0.102166666666667
PSMD6	-1.32016666666667
KIAA1257	2.296
C18orf55	-0.362833333333333
FLJ20273	2.499
RPL28	-1.1465
EPYC	4.05
NOX3	-0.063
ELAC1	-0.479
METT11D1	-0.7835
BIN2	1.15566666666667
NACA2	-0.05225
CCDC17	-0.474
HM13	0.0517
UBOX5	-0.043875
UBE2O	-0.01025
UBL5	0.66725
APOLD1	0.6435
C9orf31	0.69975
TNFSF8	0.4865
ARHGAP29	1.427625
PROKR2	0.417
PDE5A	0.800166666666667
C6orf12	-0.489
TOM1L1	1.067
WHDC1	-0.135375
FOXI1	0.329
RAB4A	0.4508
TMEM39B	-0.8765
ATPBD1C	-0.9375
FARSA	-0.534666666666667
PLEKHG5	-0.169
CMAS	-0.803
OR7E24	1.566
SLC30A1	-0.104
CDC42EP5	1.241
PLAC1	-0.895
KLHL18	-0.609583333333333
LBA1	0.7324
TAZ	-0.078
CRIP2	-0.512125
BTBD11	-1.2765
C16orf72	0.69625
DIO2	0.5092
LRRCC1	1.761
CCDC136	-2.39
PRX	-0.050875
RBM5	-0.6855
TMEM85	-0.24275
TUBGCP4	-1.86316666666667
APLN	0.9005
CDK7	-0.105666666666667
SSR2	1.13191666666667
CRELD1	-0.36025
C19orf46	-0.11675
GAL3ST4	0.774
KBTBD10	0.35725
IL28A	0.73875
WDR27	-1.8075
MCM2	-1.2605
SOX14	0.1685
FLJ39743	0.502
KIAA0922	0.744375
HIPK4	0.112
FLJ25758	-0.2575
C16orf57	0.165833333333333
PDZD2	1.50625
MCC	1.271125
HHLA3	-0.3424
ID2	0.78325
C20orf23	2.16625
ZNF688	1.3475
APOC2	0.132833333333333
LOC440093	0.38775
FAM50B	2.25483333333333
PWP1	-0.533
DNAH10	-0.47175
HIST1H2BA	0.24675
GPR56	1.31133333333333
METAP2	-0.3855
PAN3	-0.446833333333333
STXBP4	0.12925
PDHX	-0.137
MTA1	-0.670666666666667
ZBED4	0.0585
ZNF720	-0.16325
CDK2	-0.6775
RHOJ	0.06825
CDC37	-0.237
ZER1	0.28025
GRK4	-0.39625
PRPH	-0.3425
POLR2A	0.154875
OGFOD1	-0.72425
NOL5A	-1.04775
PHEX	0.2385
FLJ16478	0.07525
C20orf117	-0.9015
CAMTA2	-0.55625
C11orf74	-0.491333333333333
DDX17	-0.719
C5orf27	0.34925
PLEKHA2	-0.7139
PDE4DIP	1.1499
SCN7A	-0.689666666666667
ZNF559	-0.0876666666666667
CXCL10	4.05025
ZMYM4	0.2185
STK32B	0.5588
KIAA0888	-4.337
TACR3	0.8035
CKAP2L	-0.2935
KIF1A	-1.45383333333333
RSPRY1	1.22625
VCAN	1.871
CYP27C1	0.0055
SYDE1	-1.2505
MED12L	0.429
ZDHHC21	0.120375
NHS	-0.6405
TM9SF3	1.64966666666667
DDHD1	0.319625
MAFG	-0.956083333333333
BICD2	-0.7229
C14orf119	-0.124
C14orf43	-0.440642857142857
CDH7	-0.207
ALKBH5	-0.473785714285714
JUP	0.454625
TMEM41A	0.3125
MAMDC4	-0.688166666666667
CBX3	-0.443875
LRRC18	0.3115
RBMXL2	0.304
PLA2G4D	0.3765
FGF13	2.70975
KIF3A	-0.2885
PDIA6	-0.403
DCXR	0.671
CASKIN2	0.59325
EHD1	0.4535
MARCKSL1	1.35216666666667
ZNF496	0.182333333333333
SCAF1	0.127166666666667
KCTD8	-0.73475
TRAF3IP3	1.665
LSR	1.6445
CXorf1	0.261833333333333
C14orf112	-0.4085
EIF2B1	-0.1465
OMP	-0.444
GSTZ1	-0.8285
LOC92017	1.01275
ISLR2	0.7765
C12orf36	0.654
GATA2	-1.70683333333333
GABRA5	-2.768
CELSR2	-0.568428571428571
STAM2	1.0577
TNAP	-0.709
PTPMT1	-0.683833333333333
GRP	3.0785
SV2A	-1.82733333333333
MAGEA12	-3.20375
CACNG1	0.9375
C18orf19	-0.95025
GSG1	-0.1995
PTPRJ	-0.0468571428571429
FRMPD1	-0.4875
ZNF668	0.64275
PLEKHJ1	-0.236125
ADAT1	-0.388
TMEM50A	1.0609
UCN3	0.3935
HOOK1	1.602875
IL17B	-2.1015
MLKL	0.6665
TTC14	-1.00783333333333
KLHL5	0.112625
CRYL1	-0.175
FOXH1	0.3345
NFYB	0.381875
PPM1G	0.12275
GOLGA2LY1	-2.13275
NMT1	-0.71275
HADHA	-0.3868
CHSY-2	1.975
PLEKHF1	0.614428571428571
SAGE1	-1.792
MUSTN1	0.05725
SUHW4	0.1025
TFEB	1.54233333333333
ZFYVE27	0.20125
ATG12	-0.0986666666666667
BMI1	1.06307142857143
ZIM3	0.1
MYH4	0.083
MASP1	-1.03458333333333
KIAA0984	1.7985
RPAP2	-0.12675
ASB5	0.19425
BOLA3	-0.457
MIA3	1.84466666666667
KRT35	0.2565
KIR3DL3	-1.2315
MRPL51	-0.21525
SEMA3F	0.627666666666667
NDUFB2	0.935
LOC253012	2.39475
FAM46C	1.3908
G6PC	-1.98025
CSAG3A	-4.48533333333333
PREX1	2.1165
SLC25A45	0.22575
MAPKBP1	-0.4073
CPE	0.5436
GNB1	0.008
CXCR6	3.4505
TRIM46	-0.08125
C16orf3	0.449166666666667
HPSE	1.6665
TIGD3	1.015
SPG3A	1.6295
LCAT	-1.31816666666667
ST6GAL1	0.218777777777778
POMC	0.95925
FLJ36031	0.131
NSMAF	-1.579
SKIL	1.008
ADSS	0.304166666666667
HMGCS1	-1.0218
POLR3F	0.282
RAB10	0.158125
ZNF277P	-0.1345
ZBTB7B	1.1065
DHRS1	1.183625
ABCC13	2.520875
CNOT3	0.01175
NFKBIA	1.083
GAK	0.580166666666667
SFT2D2	1.68583333333333
HOXA6	-0.376
CRTC1	0.607875
LY6D	-1.35316666666667
C20orf72	-0.356833333333333
CPT1A	1.0805
LMO1	-1.647
EIF3I	0.16375
PRB4	0.54625
MCM3APAS	-2.067875
C20orf132	-0.444
FOXF2	-2.72725
S100A12	0.2715
MLH1	-1.26083333333333
ACTN1	0.4076
MRPL36	-0.0315
C20orf106	-0.5945
FBXO6	2.21333333333333
MKS1	0.509
CX3CR1	-2.97325
PDE1B	1.4185
PLP1	-3.0955
KISS1	0.255333333333333
C14orf2	-0.1085
TBC1D3P2	-1.17675
COMMD6	-0.0882
ANKRD7	-1.53075
PTCHD1	-1.91671428571429
NARS2	-0.372
DOCK7	-0.431375
FAM127B	0.418875
LOC390243	-0.160666666666667
N6AMT2	0.06875
ZNF391	-1.0905
DNAJB14	-0.277333333333333
WRB	-0.446125
BPI	0.233416666666667
TTC4	-0.2225
FAM10A5	-0.137
GOT1L1	0.1951
MAGED1	1.0525
RESP18	-0.24475
WFDC6	0.3925
MT2A	-0.323
C11orf56	0.1485
KIAA1432	0.1515
ROR1	-1.072125
HSD17B14	1.28433333333333
ZFAND2B	0.229375
SAMD4B	0.0315
HEXA	0.203625
HNRNPU	0.0258181818181818
USP39	-0.35975
NRD1	0.11625
R3HDML	0.869
FLT4	0.792333333333333
OMG	0.3555
