Hybridization REF	TCGA-BH-A0DK-11A-13R-A089-07
SFRS14	-1.25075
FBXO31	-0.530166666666667
C12orf40	0.23625
FRS2	1.5535
NR2E3	0.11275
TUBB2C	-0.92075
GMPR	-1.11516666666667
C9orf139	-0.4
ING5	-0.460071428571429
LOC730092	0.182833333333333
ORM1	-4.5935
RP11-11C5.2	-1.158
HSPD1	-0.4112
PIWIL3	-0.5555
C5orf13	-1.2737
OR5R1	0.0895
LCOR	0.76525
PLEKHA9	0.029
CCDC43	-0.2355
ZNF232	-0.3145
SLC6A7	-1.088
ADH5	0.394166666666667
SHBG	-0.708333333333333
CROCCL2	1.075
PANX3	0.3675
CDIPT	-0.6205
SLC16A5	-0.73075
TUBB	-1.6745625
TOR3A	-0.2954
PREP	0.224333333333333
ENTPD8	-0.065
CHMP1B	1.1855
SYT12	1.257
MYH6	-1.8878
MAP3K13	1.1505
KLHL30	-0.0145
LCMT1	-0.161875
EIF1AX	0.417916666666667
FOXD4L1	-1.265
SLC24A5	-1.1275
RNF166	-1.1793
TJAP1	-0.9325
TMEM156	0.1275
ZNF239	0.2185
SNX19	0.6049
GKN1	0.80075
FCN1	1.7609
C1QL1	-1.44775
ATP11C	-0.011875
ZNF35	0.4685
CARD8	0.354625
LIMD1	-0.911166666666667
KIAA0286	-0.997875
XRN2	0.121
CD6	-0.973666666666667
TOX3	1.959875
ZSCAN4	-0.0355
RSRC1	-0.23025
COG1	0.20575
PTRF	0.2338
C16orf35	-0.796125
FBXO24	-0.052
CHST11	-0.8775
THRB	1.1139
MYBPC1	4.85525
RNF39	2.5345
PSMD11	-0.23925
ALAD	0.545333333333333
EN1	1.55375
SLC9A9	0.7895
GSTM4	1.4125
CDC42BPA	0.370526315789474
RCSD1	-0.299
LUC7L2	-0.3005
SPTBN1	0.6577
LOC146167	-0.051
BAT5	0.6366
ZNF452	1.083625
LSM4	-0.960875
SRP72	-0.128
SGK269	-0.218583333333333
MTX1	-0.40425
CENTA1	-0.41675
UNQ9433	-0.5905
ATR	0.0723333333333333
DDX49	-0.481666666666667
PAQR8	-1.20383333333333
C14orf174	1.0165
GBGT1	-0.801
THAP1	0.7445
OR10K1	0.306
RASIP1	-0.5335
DPYD	1.2807
DOHH	-0.8035
C18orf45	1.47425
POF1B	2.5324
ZNF552	3.06575
USP32	-0.57225
MED27	-0.262333333333333
C14orf149	-0.412833333333333
PRDX4	-1.42883333333333
ABHD12	-0.00540000000000002
AGT	-3.66025
SLC22A14	-0.3095
C1orf58	0.584
PILRA	-1.13225
ABCF2	-0.9595
C17orf85	0.2315
TKTL1	-0.982
FGF1	2.33595
IL6R	-0.0776666666666667
VPS25	-0.527
CHRNB2	1.173625
COL7A1	-2.0856
LRRC48	2.62133333333333
SPG20	1.14708333333333
COX10	-0.134
GCA	1.1165
ECEL1	0.2425
GLG1	0.0511666666666667
SRD5A2L2	1.177
MUTYH	-1.072875
ZNF70	-0.0465
L2HGDH	-0.77075
GPATCH2	1.8125
ZNF655	1.73472347597681e-18
ZNF227	0.266833333333333
MCOLN2	-0.2855
NQO2	0.126
KCNQ5	-0.1785
NEU1	0.7735
QRICH1	-0.00875
ZBTB20	1.58166666666667
RPUSD3	-1.18525
EPGN	-0.9835
TSN	0.382416666666667
SPRY2	0.671166666666667
LZTFL1	1.1555
GMFB	0.668375
PBEF1	1.0472
HBG2	-2.76925
TMEM8	-0.28525
PALM2-AKAP2	0.273
NFYA	0.2
FAM108A1	-0.08775
PBLD	1.74475
NRG4	-2.5775
PIGF	0.184
PTGER1	0.07825
NOS2A	0.110666666666667
C21orf34	0.7295
C21orf51	0.157333333333333
IL17C	-0.2285
TRMT6	-0.0138333333333333
ETV2	0.1115
CCDC109A	-0.35425
MYLK2	-2.72
ATP10A	1.0792
DPH4	-0.2285
C5orf5	0.523333333333333
KCNA4	0.383666666666667
NMNAT2	0.563666666666667
GLYATL2	4.6705
LSMD1	0.077625
IL23R	-1.02575
NRF1	-0.08275
MUC15	2.37
PRDM12	-1.9435
PAQR4	-1.60171428571429
RBBP6	-1.0968125
IFI27	1.8625
SKAP2	0.4785
TAGAP	1.799625
TJP3	1.465
C9orf61	3.1815
IDS	-0.314571428571429
PARG	0.05
LOC131149	0.844
DYRK4	0.361666666666667
MICALL1	-0.10175
GALR2	-0.6265
GPBP1L1	0.76875
TBX21	1.97525
KCNJ6	-0.319666666666667
GGN	0.19925
CASP5	0.712333333333333
RNF182	-3.9225
BRD4	-0.65775
DOK4	-1.127
SLC46A2	1.10316666666667
SOX9	1.832
ZNRD1	-0.58
PRR6	-3.47525
FAU	0.52375
DTNB	0.971166666666667
CARD9	0.1015
STS-1	-1.30566666666667
SLC4A5	-0.180625
NSBP1	-0.55325
UGCGL2	-0.01075
POTE15	0.278
NOXA1	0.57375
RP13-347D8.3	2.04375
SAMD10	-0.361333333333333
EP400NL	-1.29475
TCF21	-0.421
AMELX	-0.05125
JPH2	0.8307
SLA	1.003875
DLST	-0.953
SEPT12	0.9155
RGS20	-3.64275
LXN	1.1845
ZNF419	-0.003875
UPK3B	-0.445833333333333
RELL1	1.10775
ESPNL	-0.866
KLHL21	0.299125
PI15	2.0725
C2orf61	-0.9485
LOC407835	-1.16916666666667
RER1	0.448
ELAVL2	0.586
MGC26718	-0.20075
KLF2	2.72825
TNFAIP8L3	1.49225
TFE3	-0.03725
C11orf17	-0.029625
15E1.2	-0.976
SNRPC	-1.1335
DLGAP1	1.11825
PGLYRP1	0.12375
OVCH2	1.043
IRF7	-0.0751
SET	-1.0244
NAB2	-0.3755
LRP5L	0.16375
FAM120A	0.20475
ASCL2	0.653833333333333
SHH	-0.4965
ATP5H	-0.0506666666666667
THPO	-0.745666666666667
TYRP1	-4.29066666666667
HIST1H3E	0.928
EIF2S1	-0.322277777777778
TNFRSF17	-1.17666666666667
TARSL2	0.17875
NKX2-8	-0.20425
C1orf115	2.42025
LOC56964	-0.2235
KIAA0841	-0.46
ISCU	1.1675
TTMA	0.071
ZNF414	-0.0185
LOC441150	0.81075
RAB15	0.145
HBP1	1.9435
TNNT2	-0.8685
CECR5	-0.688
PHGDH	-1.91825
JRK	-0.5592
XPO4	-0.25075
FAM131C	-0.7555
ARHGAP25	0.7865
CA9	-3.877
GPR62	0.475333333333333
TLX1	-0.654333333333333
GPS1	-0.49975
OR2M2	0.691
BDP1	-0.1985
FAM70B	-0.898
RPS29	-0.201833333333333
MKLN1	-0.0571
TSPAN19	-2.6395
SLC29A3	0.6882
LGALS4	0.1325
USH2A	0.139333333333333
NF1	0.386166666666667
APOBEC3A	0.326
IMPAD1	0.112833333333333
OLR1	0.9165
NRAP	0.2895
HCFC1R1	-0.207666666666667
TAOK2	-0.24
MCM10	-3.70383333333333
MAP4K3	0.56975
CBS	-3.00775
CLK3	-0.6571
PCDHGA5	0.419
ELF4	-0.1875
FAM71A	0.182
C11orf49	-0.05525
CLIP2	-0.90275
BTBD9	0.3857
ZNF524	0.81875
KDELR1	-0.535666666666667
ZNF509	0.801
NCSTN	1.0085
ZNF533	2.4825
PARP4	-0.569375
GALNT9	-0.3895
NPY	-1.5885
BEGAIN	-0.923666666666667
TMEM77	0.818333333333333
FOXRED1	-1.2895
SLC16A2	0.9975
SLC35B1	-0.239
GK5	0.0784166666666667
SDCCAG10	-0.734
C4orf20	0.908
SLC9A2	1.317
ADD1	0.041
TAL2	-1.1945
ACLY	0.8555
DNAJC1	0.5895
SOST	-1.2575
USP43	1.4365
CYP4F12	-0.83725
FKBP5	3.191
CHCHD5	0.1323
NUDT22	-0.19675
CCDC85B	-2.03725
OR51G2	-0.048
STRN3	0.823714285714286
TMOD2	0.72475
FLI1	-0.0295
MAB21L2	0.0506666666666667
DGKQ	-0.482
VPRBP	-0.6595
SCNN1B	0.6571
ECHDC3	1.3593
TMEM106C	-1.05225
CSNK2A2	-0.7805
RPL39	-0.9425
HERC3	1.2416
ZBTB47	0.486333333333333
ZNF681	1.308
PAGE2	-2.44625
CLIC5	2.77814285714286
RABAC1	0.5385
ZFHX2	0.56225
YPEL1	0.536333333333333
KIAA0776	0.6955
NR1D2	1.205
DNAJC4	-0.352875
NPNT	2.5839
ZNF677	1.0285
ZNF536	-0.59475
MEF2B	-0.0508333333333333
PTPN4	-0.086875
CTCFL	-4.508
STX5	0.227
CD72	0.30325
VEGFA	-1.55715789473684
XRCC1	-0.526
MAS1L	0.4
ELL	0.0722
SETBP1	2.18575
CDH11	1.63083333333333
NDC80	-3.34361538461538
DMBX1	-2.83325
NRSN1	0.138
BAT2D1	-0.140875
CDS2	0.540333333333333
C1orf212	0.207833333333333
SENP3	-0.825125
IL1F9	0.311
EEF2K	-0.218375
COG8	-0.10025
CEP72	-1.73275
OR1L8	-0.1535
MUS81	-0.8725
PHYH	-0.38
GGT6	1.39566666666667
C22orf23	-0.286916666666667
C13orf33	3.506375
MAPK8IP2	0.03625
NELL2	-0.81525
POU3F2	-2.66416666666667
ALPK1	1.83125
MRPS18C	-0.46675
RPLP2	-0.335375
FGF22	-0.8405
SPNS1	-1.03166666666667
ZFP1	-0.01425
IL1RAPL1	0.433
PCSK9	-2.71666666666667
NKX2-1	-0.144642857142857
C6orf189	2.04325
SP4	-0.2825
SLC11A1	0.3775
C21orf25	0.227833333333333
ICAM2	0.238875
SH3GL1	-0.849833333333333
GSK3B	-0.0643333333333333
RALB	1.29325
PDXP	-1.801
GNGT1	-2.247125
KIR2DL1	0.4565
TNFAIP3	0.522583333333333
C6orf32	0.6785
CBLN2	-1.33275
PANK3	1.632
TAAR9	0.176
WDR82	0.220857142857143
APOM	-3.584125
TRIP10	-0.72275
SPATA16	-0.0621666666666666
C1orf135	-2.87225
USP51	0.317
TESK1	0.7825
C11orf64	0.49675
ZNF611	0.008
PDE6G	0.267166666666667
HLA-DQA1	1.5235
GCLC	0.34175
SEC61A1	-0.309571428571429
TWSG1	0.277666666666667
ZMYND10	1.91925
CTDP1	-0.101
ADAMTS6	-0.527
SLIT1	-2.41525
KRT86	0.8605
KIAA0574	-0.832
GTPBP2	-0.455
PQLC3	1.35275
PRRX2	-0.5615
C15orf44	0.3735
MKKS	-0.414625
C11orf10	-0.4955
GPR110	1.496625
CD109	-1.43033333333333
ADCY1	-0.3435
RHBG	-3.61375
TP53I3	0.303625
SLC22A3	-0.3955
UCP2	0.80475
FOXG1	-2.3255
OR2AG1	0.109
TRIM24	-1.104
PROC	-3.98225
TAAR6	-0.169
AMTN	-0.013
C10orf47	0.371
DEPDC1	-3.00875
FLJ45557	2.94425
ZDHHC17	0.00575
KIAA1429	0.816333333333333
KCNH1	-0.0875
VNN3	0.499625
PSMAL	2.464
PPARD	-0.399125
HFM1	-1.4155
YBX1	-1.21916666666667
ZNF695	-2.3355
SCTR	0.1575
DCDC1	-0.408
VPS26B	-0.0788
MTF2	-1.2045
ATP6V1F	-0.117
CCDC94	-0.5545
PERF15	0.2
CCL11	0.77725
LMO7	0.13
DCST1	0.642
ADRBK1	-0.529875
CDRT4	0.02725
ZNF84	-0.67925
HOXD8	1.11775
STARD8	-0.635833333333333
FOXP2	-0.2475
CCDC103	0.833
POLR3A	-0.7172
GSC	0.169333333333333
ZNF114	-2.7115
HTR7P	-0.1645
LALBA	4.111
RMND5A	0.532166666666667
PSCD2	0.3425
ZNF409	-0.031
KRTAP1-3	-0.340333333333333
MAF1	-0.58525
LOC201725	-0.8095
NRN1	-1.84025
SPAG5	-3.997
DNAH7	2.11033333333333
FLJ43860	0.133
BRCA2	-1.57325
ACADM	2.698625
CXXC6	-2.701125
RAGE	-0.427375
CHMP2A	1.11275
FAM8A1	0.9004
GPR21	0.6325
SLC12A3	-2.05833333333333
FVT1	0.630928571428571
ZDHHC7	-0.23
FLJ44048	1.0565
SLC44A3	2.79783333333333
SDSL	0.463666666666667
MMP8	-0.1025
PLA2G12B	-3.37716666666667
ACY1	-0.22275
MT1E	1.7335
OR4K15	0.1
TECTB	0.534
GPR20	-1.033875
IRAK2	-0.231
RFPL3	-0.25475
MYO9A	0.71825
NARG1L	-0.07625
BLMH	-1.30975
CCDC3	2.075
C9orf21	0.3345
KIAA0513	0.583333333333333
MIER2	-0.0885
PNMA2	-0.710083333333333
SH3BP2	-0.0211
ANXA10	0.044
RTN2	1.04716666666667
TFB1M	-0.798
PRPH2	2.63275
C14orf133	-0.04925
GOLGB1	1.24091666666667
IRX4	0.60725
NFKBIL1	-0.8475
C10orf62	0.984
APBB3	-0.57575
RPS10	-0.4455
LOC728378	1.371
TLE3	0.484333333333333
PSMB7	-0.90375
MESDC1	-0.301
SLC6A1	0.395
OCLN	1.78291666666667
PTTG3	-3.8645
NAGLU	0.021
SERTAD4	1.957
SPRY1	2.40575
FLJ10781	0.693333333333333
MYSM1	0.04425
TRIM4	0.673
SH3YL1	1.84575
TREM2	3.38766666666667
SERPINI1	2.39775
HDHD3	0.60775
TMEM38A	-0.2785
EID2B	-0.706
TDRD3	0.368333333333333
SEDLP	0.865
THSD7A	1.49833333333333
NDST3	-2.0175
KLHL15	-0.395083333333333
DHRS12	2.517
FBXO9	0.00257142857142857
TNPO1	-0.34425
MRPL13	-0.5105
SNX5	-1.4615
METTL6	-0.09525
SOD1	0.8225
CHML	-1.41916666666667
PACS1	0.016625
SIRT5	-0.0129
CAPN2	0.685666666666667
FXYD5	-0.580166666666667
TWISTNB	-0.53125
LRFN1	-1.09966666666667
UBE1L	0.441125
UBE1C	0.58225
OR51B2	-0.6475
OR4D11	0.598
C15orf2	0.877
NR4A1	1.48766666666667
LOC339047	-2.50575
TRIM17	1.325
ATP5G3	-0.164857142857143
RPL15	0.469083333333333
ADAMTS8	1.92525
HOXC4	0.0135
C14orf37	1.171
CEACAM5	-1.839625
MYT1L	-0.385333333333333
RASA2	0.330125
OSBPL7	-0.612
STAG1	0.283
GIMAP4	3.64233333333333
FUT3	2.21833333333333
PIF1	-3.641875
LPIN2	0.0777
SH3PX3	0.61225
PDP2	-0.13175
PAPD1	-0.34725
ERP27	3.372
APOOL	0.3102
DIABLO	0.01625
TRHR	0.179625
ARMC9	-0.653875
RNF152	2.618
SLITRK3	0.1745
ZNF211	0.4671
PFDN1	-0.067
RGS11	-0.2035
HS6ST1	0.1195
AKR1D1	4.34475
TNP2	0.165333333333333
STK31	0.796833333333333
EML4	-1.26283333333333
SGTA	-0.653
HIST1H2BI	0.5285
PSMD6	-0.486833333333333
KIAA1257	1.994
C18orf55	0.1225
FLJ20273	2.933125
RPL28	-0.359166666666667
EPYC	-0.092375
NOX3	-0.063
ELAC1	0.891666666666667
METT11D1	-0.3875
BIN2	-0.755833333333333
NACA2	0.5945
CCDC17	-0.9165
HM13	-0.8827
UBOX5	-0.501
UBE2O	-1.0675
UBL5	0.2365
APOLD1	0.874625
C9orf31	0.273
TNFSF8	0.3475
ARHGAP29	1.305125
PROKR2	0.485
PDE5A	0.856666666666667
C6orf12	-0.5235
TOM1L1	1.392
WHDC1	0.070375
FOXI1	1.1975
RAB4A	1.2326
TMEM39B	-0.9485
ATPBD1C	-0.148
FARSA	-1.24166666666667
PLEKHG5	0.219
CMAS	0.106833333333333
OR7E24	0.4375
SLC30A1	0.44175
CDC42EP5	-0.301
PLAC1	-1.67125
KLHL18	-0.10275
LBA1	0.2528
TAZ	-1.43175
CRIP2	1.194625
BTBD11	-0.0533333333333333
C16orf72	0.73325
DIO2	3.0713
LRRCC1	0.317
CCDC136	-1.6705
PRX	0.530375
RBM5	0.0298
TMEM85	0.607125
TUBGCP4	-1.306
APLN	0.68425
CDK7	0.0978333333333333
SSR2	0.636583333333333
CRELD1	0.0585
C19orf46	2.03525
GAL3ST4	0.2265
KBTBD10	0.76475
IL28A	0.13525
WDR27	-0.387
MCM2	-2.37816666666667
SOX14	-0.6845
FLJ39743	0.405
KIAA0922	0.13975
HIPK4	0.521
FLJ25758	0.373
C16orf57	-0.31175
PDZD2	2.1785
MCC	0.72075
HHLA3	-0.0196
ID2	-0.0225
C20orf23	2.92408333333333
ZNF688	0.38325
APOC2	-2.37783333333333
LOC440093	0.759
FAM50B	1.86083333333333
PWP1	-0.312
DNAH10	1.669
HIST1H2BA	-0.0325
GPR56	0.956333333333333
METAP2	-0.200625
PAN3	0.546166666666667
STXBP4	-0.215125
PDHX	0.386
MTA1	-0.5225
ZBED4	0.00899999999999998
ZNF720	0.27675
CDK2	-1.633
RHOJ	1.8315
CDC37	-0.886666666666667
ZER1	0.330875
GRK4	0.3835
PRPH	0.57325
POLR2A	-0.0215
OGFOD1	-1.19
NOL5A	-1.69875
PHEX	1.446
FLJ16478	0.21575
C20orf117	-1.254375
CAMTA2	0.42575
C11orf74	0.371
DDX17	-0.283583333333333
C5orf27	0.5885
PLEKHA2	-1.0242
PDE4DIP	-1.0875
SCN7A	1.003
ZNF559	0.529333333333333
CXCL10	2.514
ZMYM4	0.135333333333333
STK32B	0.3932
KIAA0888	-1.3579
TACR3	0.499
CKAP2L	-2.74225
KIF1A	-0.946
RSPRY1	0.7365
VCAN	0.105
CYP27C1	-0.243
SYDE1	-1.44683333333333
MED12L	-0.851
ZDHHC21	1.482125
NHS	0.018
TM9SF3	1.33416666666667
DDHD1	-0.27125
MAFG	-0.601333333333333
BICD2	-0.4627
C14orf119	-0.263333333333333
C14orf43	-0.0413571428571429
CDH7	-1.1115
ALKBH5	-0.551
JUP	1.280125
TMEM41A	-0.053
MAMDC4	-1.48566666666667
CBX3	-0.563125
LRRC18	0.07475
RBMXL2	-0.22825
PLA2G4D	0.031
FGF13	2.0275
KIF3A	0.751833333333333
PDIA6	0.116
DCXR	1.052
CASKIN2	0.562333333333333
EHD1	-0.0346666666666667
MARCKSL1	1.17416666666667
ZNF496	-0.850666666666667
SCAF1	0.0156666666666667
KCTD8	0.12425
TRAF3IP3	0.167928571428571
LSR	0.45775
CXorf1	-0.161166666666667
C14orf112	0.260666666666667
EIF2B1	0.17325
OMP	-0.152
GSTZ1	0.6555
LOC92017	1.03425
ISLR2	0.8755
C12orf36	0.2485
GATA2	-1.4945
GABRA5	-1.956
CELSR2	0.0913571428571429
STAM2	1.2147
TNAP	1.2245
PTPMT1	0.287833333333333
GRP	7.28925
SV2A	-1.2145
MAGEA12	-4.69775
CACNG1	0.8495
C18orf19	-0.721
GSG1	-0.4375
PTPRJ	-0.353571428571428
FRMPD1	-0.3545
ZNF668	-0.93825
PLEKHJ1	-0.95875
ADAT1	-0.3212
TMEM50A	1.0098
UCN3	0.5675
HOOK1	1.137875
IL17B	3.046
MLKL	-1.3295
TTC14	-0.0555
KLHL5	0.5965
CRYL1	0.86
FOXH1	-0.8035
NFYB	-0.118375
PPM1G	-1.04675
GOLGA2LY1	-1.8435
NMT1	-0.251375
HADHA	-0.4708
CHSY-2	1.61425
PLEKHF1	0.379357142857143
SAGE1	-2.2565
MUSTN1	0.49225
SUHW4	1.54425
TFEB	1.046
ZFYVE27	0.285
ATG12	-0.688
BMI1	1.06642857142857
ZIM3	0.1165
MYH4	-0.541
MASP1	-1.04916666666667
KIAA0984	1.0465
RPAP2	-0.20625
ASB5	-0.1145
BOLA3	-0.543833333333333
MIA3	1.31516666666667
KRT35	0.4535
KIR3DL3	-0.6845
MRPL51	-0.197
SEMA3F	0.312
NDUFB2	0.322666666666667
LOC253012	3.4455
FAM46C	0.4428
G6PC	-1.8115
CSAG3A	-5.20566666666667
PREX1	1.783
SLC25A45	-0.1975
MAPKBP1	0.3557
CPE	1.6687
GNB1	-0.46575
CXCR6	2.015
TRIM46	-0.52025
C16orf3	-0.309833333333333
HPSE	0.661375
TIGD3	-0.9885
SPG3A	2.80925
LCAT	-1.324
ST6GAL1	0.125111111111111
POMC	-0.31325
FLJ36031	-0.7115
NSMAF	-0.602
SKIL	0.7895
ADSS	0.603
HMGCS1	1.4156
POLR3F	-0.1665
RAB10	0.17675
ZNF277P	0.589125
ZBTB7B	0.905375
DHRS1	0.567125
ABCC13	0.819
CNOT3	-0.316
NFKBIA	1.78875
GAK	-0.314166666666667
SFT2D2	0.973166666666667
HOXA6	-0.2095
CRTC1	-0.8195
LY6D	0.815666666666667
C20orf72	-0.136
CPT1A	-0.67375
LMO1	-1.8345
EIF3I	-0.07775
PRB4	0.35625
MCM3APAS	-1.84125
C20orf132	-0.1036
FOXF2	-3.505
S100A12	0.065
MLH1	0.175833333333333
ACTN1	0.4173
MRPL36	-0.396166666666667
C20orf106	-0.3025
FBXO6	0.382833333333333
MKS1	-0.0873333333333333
CX3CR1	-0.5215
PDE1B	-0.037
PLP1	-1.551
KISS1	-0.1015
C14orf2	-0.800666666666667
TBC1D3P2	-1.166
COMMD6	0.8971
ANKRD7	-1.21925
PTCHD1	1.669625
NARS2	-0.08875
DOCK7	0.002375
FAM127B	0.184625
LOC390243	-0.3125
N6AMT2	0.8135
ZNF391	0.449
DNAJB14	0.628666666666667
WRB	0.36925
BPI	0.72625
TTC4	-0.286833333333333
FAM10A5	0.66825
GOT1L1	0.318666666666667
MAGED1	0.564625
RESP18	-0.17975
WFDC6	2.67175
MT2A	1.0075
C11orf56	0.25775
KIAA1432	0.258
ROR1	-1.081125
HSD17B14	0.535833333333333
ZFAND2B	0.095625
SAMD4B	-0.418
HEXA	-0.14375
HNRNPU	-0.407727272727273
USP39	-0.266875
NRD1	-0.691
R3HDML	0.1495
FLT4	0.369333333333333
OMG	-0.331166666666667
OR52N4	0.1485
LOC399818	0.40875
ELA2	-2.21825
VENTXP1	0.0485
RFC5	-1.5195
OR52L1	0.386
PAX5	-0.0285
FBXO2	1.317
GMEB1	0.0245
AKT3	-0.301833333333333
CRB1	-0.409666666666667
CTTN	-0.0915
UTP15	-0.0175
HSBP1	-0.10975
PHF11	1.7465
NDEL1	0.439333333333333
USP8	0.20575
BAIAP2	-0.0138125000000001
SI	0.588166666666667
ARSJ	0.820333333333333
BAAT	-3.361
KCNS3	2.68816666666667
LOC126147	0.152
TMEM37	-1.15325
C1orf162	2.34183333333333
MBD1	0.0616
ITGAL	-0.688
WDR73	-0.400833333333333
GKN2	0.154
ARFGAP1	-1.610125
SLC5A8	1.23633333333333
ZBTB40	0.03
CYP4B1	1.814
LYPLAL1	-0.07525
CHST3	0.50975
MAP3K9	-0.2305
BTAF1	-0.5065
TFAP2E	-0.231
RBM35B	0.436
LOC441251	-0.699
ANKRD25	-0.709111111111111
UQCRC2	0.162
MAEA	0.547166666666667
HYAL1	-2.1778
RNPEPL1	-0.303
CPSF2	-0.08925
PSD3	0.7011
ABCA13	0.9495
AGR2	2.745
GBX1	-0.6155
HDLBP	-0.0655714285714286
ACY3	0.55775
HECW1	-0.478
ZNF519	-0.2425
HOPX	2.678125
ZNF304	1.105125
OR12D3	0.2265
FKSG43	0.0545
METTL1	-0.374125
MFSD3	0.0117
PSPH	-1.36325
CLCA3	-0.1735
DARS2	-1.24466666666667
CDC25A	-2.64033333333333
BAIAP2L1	-0.16575
B3GNT5	0.62875
USP29	-0.084
ARHGEF10L	0.5902
ATOX1	0.11475
ADAM30	-0.2265
DNASE1	-0.2095
STT3A	0.124
RAB6IP1	-0.27675
PTN	4.9784
C1orf106	0.0923076923076923
HECA	1.518
RNF122	0.92425
SLC22A18AS	-0.475833333333333
GNG8	-0.6885
ELP4	-0.377
FAM65A	-0.23
RPL10A	0.964166666666667
IRS4	-0.057
MACF1	0.5402
SEC24D	0.316
LOC374395	0.39725
TGFB2	1.142125
MDFIC	-0.148
CHRNE	-0.052
PCMTD2	0.128
ATP6V0D1	0.415
MTA2	-0.159
LZTR1	-0.985666666666667
RAP1A	1.28366666666667
AXIN1	-0.875875
POLR1C	0.084
TRIO	-0.2975
PLXNA4A	-0.167333333333333
C5orf33	-0.297
DEPDC1B	-4.166
ZNF473	-0.857
MTM1	1.57475
GPR107	0.630833333333333
CSNK1A1L	0.749
FLJ14154	-0.35275
NLRC4	2.699
ENPP4	1.8435
PADI3	-0.0675
RNF170	0.633375
CG018	2.12816666666667
C16orf7	-0.50825
KCNE1	2.63225
NRM	-1.749
SLC37A3	0.689857142857143
TPD52L2	-1.4365
UNC5B	-0.6745
C12orf12	0.58
SDHB	0.132
CLRN1	-0.105375
NUDT10	-0.223666666666667
UGT3A1	0.047875
FBXW8	0.263375
RHOF	-0.99325
PTPLAD1	1.251875
MYO3B	0.207666666666667
DERA	0.0175
TPP2	-0.293
C19orf53	-0.162166666666667
GINS3	-0.91675
ST6GALNAC5	1.777
CHSY1	1.03775
MGC15705	0.3005
GPR83	0.657333333333333
EXT2	0.393625
DOLK	-0.08825
TUBAL3	0.95675
ACVRL1	1.7652
ABL2	-0.487166666666667
C14orf156	-0.472
PTPRZ1	0.571875
DIP2C	0.013125
LAMP1	1.73325
RXRA	-0.5852
MAP3K5	0.8995
ALKBH1	0.719666666666667
PDLIM7	-0.441
ARL14	-1.8815
SNIP1	0.247166666666667
TIMP3	1.44658333333333
RGS3	0.0646666666666667
SPAG16	1.1657
ABHD4	0.25725
ARHGEF12	0.634083333333333
GLUD2	0.943
RAC2	-1.4995
UAP1L1	-1.972
SLC18A3	0.155
YOD1	-0.661666666666667
RALY	-0.872
HMOX2	0.1715
DGKH	0.322
DBNDD2	1.00883333333333
YIPF4	0.857125
THAP10	-0.16275
ZNF513	0.26075
HAGHL	-2.62016666666667
ITGB4	1.09116666666667
CCDC141	0.5025
YTHDF3	1.1055
C5orf28	0.704
RPL7L1	0.000125000000000005
TMEM30B	1.29457142857143
ANKRD35	3.071
DUOXA2	-0.56875
TBC1D5	0.247375
DFNB59	0.499
HRH4	0.0755
MYO6	2.1293
DNAJA4	2.78525
RBM24	1.36675
CEACAM20	-2.6195
RBM23	0.0922857142857143
NGFB	0.8675
C1orf63	-0.4396
KRTAP7-1	-0.2925
PERLD1	1.8635
NPB	-0.3165
C17orf59	0.2144
HSPBAP1	-0.479
SLC15A4	0.32025
PRTFDC1	0.18425
OSMR	-0.417928571428571
CYSLTR2	-0.227
C19orf25	-0.7807
KIAA1797	0.3205
NLRP6	-0.5735
FAM105B	0.3911
SCRN2	-0.0783333333333333
LRRC58	-0.3144
RNF17	0.06925
NEIL3	-4.549
FAM137A	-1.04075
SKP2	-2.869
PARVA	1.29116666666667
PKLR	-0.7675
RNF34	0.22875
A3GALT2	-0.09725
C12orf50	-0.0906666666666667
SUNC1	-1.61625
FAM102B	0.232333333333333
CCT2	-0.44175
LRRC37A2	-0.447
ARF4	1.1965
SIKE	0.3195
C8orf48	1.438
MBTPS1	0.474857142857143
GPSN2	0.249
NCF2	2.614
SLC12A6	-0.1
MRPL48	-0.565
HMGN3	0.155
LRRC62	-1.3185
PAX9	0.508
FAM55A	-0.366
C20orf42	-1.09833333333333
SCML2	-0.82
BCL9	0.0305
FAM40A	-0.47275
C9orf41	0.331666666666667
ZNF774	0.7705
LETM1	-0.91375
PLXNB1	-0.102666666666667
NIPSNAP1	-0.353375
USP10	-0.1455
F9	2.20475
LIPE	1.7855
CNGB3	-0.648
C12orf52	-0.37975
PI4K2A	-0.2995
MED8	0.279375
STAT4	0.8096
FGD4	0.806666666666667
RNF145	-0.763166666666667
WDR32	0.4607
CLDN2	0.366833333333333
TCEAL8	1.06025
ZMYND8	-0.7066
PDXK	-1.267375
GATAD2A	-1.084
PTGES3	-0.661
CCM2	-1.18925
TAP1	-0.066
ZNF670	0.8745
ETS2	0.534071428571429
C6orf166	-0.3
PRMT2	0.387714285714286
OR4B1	0.086
INTS8	-0.941
CCDC102A	-0.4875
CCDC83	-0.951333333333333
ITGA1	-0.4626
EPHA5	-1.8234
FAM24B	-1.02316666666667
TSGA10	2.56125
HAL	-1.6975
MYOT	1.40525
SPACA3	0.32575
BCL2L2	-0.0453333333333333
CUGBP2	0.669833333333333
CCNB3	1.39225
RNF113B	-0.20925
MERTK	1.18025
BAG1	0.37875
VPS36	1.09975
ORMDL3	0.777
C1orf190	0.845
