Hybridization REF	TCGA-AN-A0AJ-01A-11R-A00Z-07
RASSF6	-0.285
HSPG2	0.223
ATP6V0E1	1.4065
ABHD6	0.714
CD274	2.4245
GCNT1	0.88275
NT5C1A	0.372833333333333
TM4SF5	-3.884
C21orf58	-0.805666666666667
SUCLA2	-0.7345
RFTN2	1.615
SCNM1	0.63925
SLC9A10	-0.0485
FUNDC1	0.44975
SLC35F4	-2.7735
AMD1	-0.08975
COL6A6	0.79325
OR4K2	1.7785
TRIB2	-0.787083333333333
LOC91461	-1.95775
GHSR	0.478
ATP8B1	1.10325
C1orf78	1.25133333333333
RNF183	1.158
STX4	0.4774
TPPP2	-0.721625
MYBPHL	-2.155
TXNDC6	0.9703
C9orf47	-0.304
FAM137B	-0.6915
FANCB	-1.3715
C11orf9	-1.917
DPY19L1	0.889125
VDAC2	1.0365
VHL	-0.20375
LMBR1	-0.39725
C8orf44	0.132
ZPBP	-0.37925
FGF23	-1.2565
C21orf67	0.53425
PCNT	-0.62625
BCKDHB	-0.8185
GALNTL5	0.246666666666667
BET1	-0.670125
ARL13A	0.4415
HDAC6	-0.771
N4BP3	1.26366666666667
OTOP1	0.102833333333333
TTC30A	0.179125
CRISP1	2.78
KRT32	0.9185
VSTM1	0.209
ZNF622	0.1135
POLR3B	0.243
DNAJC10	-1.09325
C12orf54	0.4505
ADIPOQ	1.20716666666667
RIT2	0.28625
CD44	-0.39
ABCA3	0.824625
RPS17	-1.125
FEZF1	0.2405
PCDHB15	0.6195
KCNMA1	-0.113363636363636
CCDC116	-2.8035
C15orf27	-2.482
NARG2	-0.6
ITGA5	-1.12775
MEFV	1.01
TUT1	0.04375
LOC541473	0.08075
NMBR	0.388
GLT1D1	-2.25366666666667
ABCB7	-0.716
PFKP	-0.392
C9orf91	0.9861
LRRC41	0.196
C1orf85	0.304666666666667
ATP5F1	-0.5415
STOX1	1.127375
GFOD2	0.29525
SLC25A3	-0.130375
ZNF646	0.3817
ZAR1	-0.3645
OSTbeta	0.41775
GALNT3	3.8935
IFT122	0.921666666666667
LDB3	-0.0364
GARNL1	0.0943571428571428
HOMEZ	-0.698333333333333
LRRC6	4.42675
ANGPTL5	-1.552
UBAC1	-0.6635
DLEU7	-0.5525
RPL19	0.190375
TOP1MT	0.1495
LOC643641	-0.541375
MBD3L2	0.2935
NTSR1	0.304166666666667
WISP2	-1.46825
GPSM2	-0.814875
RDH10	1.2255
PRKCG	0.297
HIST1H4J	0.6965
MON1B	-0.0762
MLF1IP	-1.2155
ZNF446	0.6575
COL4A5	-0.2886
SLC26A1	0.111857142857143
RGN	-2.537875
CCNB1	-0.0335
C9orf165	0.35825
CCDC28B	-0.71175
CCDC97	0.6385
FGR	2.733125
MSRB3	-0.0446
EPN2	-0.17225
COX15	-0.0115
KCNK6	0.5844
XK	-1.763
GDA	-4.72875
HEPH	-1.001125
THRAP3	0.575375
MET	-2.45757142857143
PHYHIP	0.54775
LYAR	-0.176833333333333
ING3	-0.65175
AK7	0.5635
CCT8L2	-0.3645
COPS7A	-0.1965
WSCD1	-1.22075
RNF185	1.961375
TNS3	-0.42525
KNDC1	-0.8545
RWDD4A	1.35633333333333
MED13L	0.8534
ZFYVE1	-0.011625
C7orf44	-1.002
MRPL1	0.307
STGC3	-1.27625
TEAD1	-1.4645
RPL7A	0.182214285714286
ARL6IP1	1.3245
C1orf178	-0.3795
CTAGE5	-0.202583333333333
TMEM184A	1.71066666666667
SLC25A14	0.86925
CACNG5	0.24625
ATXN10	-0.2943
ECH1	0.6113
CCL22	0.72925
CYP2F1	-1.30316666666667
GADL1	0.3505
TMEM19	-0.6403
RUNX3	0.4585
EFNB1	-0.256166666666667
LIPN	0.7635
ACSM3	-4.224
SIGLEC8	1.42983333333333
ASCC3L1	0.032
NOL8	0.02725
RELT	0.934833333333333
Magmas	-0.19675
PPP1R15B	0.466
C11orf2	0.352
VKORC1	-0.4805
MGC26647	0.5125
TRPM6	-0.152666666666667
UGT2B7	-4.3825
FEV	0.253
FOXK2	0.4536
PDCD5	-0.390166666666667
SLC8A1	1.9342
DGUOK	-0.0893333333333333
CLDN16	0.0255
GAGE1	-0.808
RBM17	-0.0716
C1QTNF3	1.057375
VGLL3	0.3795
UNQ5830	-0.319
CD1A	-2.17366666666667
SCGB1C1	-0.5085
SUPT4H1	-0.084125
TRAF5	-0.16625
ASAHL	1.38975
FAM73A	-0.0921666666666667
OR6B1	0.8935
WHSC1	-0.42355
GFPT2	-0.0545
LOC339809	0.59125
STARD5	-0.240833333333333
SIP1	-0.39525
DNAJC15	-0.0605
STAU2	1.207875
FAM98A	-0.271125
RAD23B	0.36975
LRRC33	-0.75525
CHRAC1	0.09975
C21orf89	0.60675
C19orf43	-0.0206666666666667
KLK8	4.352
CCNE1	-1.032125
PKDREJ	0.343
SSU72	-0.103
C17orf73	0.3705
GPR78	1.3185
WHSC1L1	-0.5766
GSTA2	-1.539
SMUG1	-0.113833333333333
UFM1	0.3158
AP3M2	-0.448583333333333
USP14	-0.793375
FBXL14	-0.4055
DSTN	0.81325
SFRS14	-1.126
FBXO31	-0.640166666666667
C12orf40	-0.161
FRS2	1.199
NR2E3	-0.047
TUBB2C	0.50325
GMPR	-1.63066666666667
C9orf139	0.338
ING5	-0.626857142857143
LOC730092	-0.838166666666667
ORM1	-4.2545
RP11-11C5.2	-1.05125
HSPD1	2.4013
PIWIL3	-0.72825
C5orf13	-0.29
OR5R1	0.457
LCOR	0.268375
PLEKHA9	0.1825
CCDC43	-0.13725
ZNF232	1.3715
SLC6A7	0.242
ADH5	-1.19158333333333
SHBG	-0.950333333333333
CROCCL2	-0.15775
PANX3	0.2765
CDIPT	0.2075
SLC16A5	-1.6885
TUBB	0.008
TOR3A	-0.0416
PREP	-0.157
ENTPD8	0.174357142857143
CHMP1B	-0.03675
SYT12	-0.5412
MYH6	-1.3072
MAP3K13	0.623
KLHL30	0.514833333333333
LCMT1	0.494375
EIF1AX	0.0710833333333334
FOXD4L1	0.721
SLC24A5	-0.6665
RNF166	-0.3204
TJAP1	0.49575
TMEM156	-0.0606666666666667
ZNF239	2.2195
SNX19	0.2537
GKN1	0.22825
FCN1	2.973
C1QL1	-1.148
ATP11C	0.036375
ZNF35	1.66075
CARD8	0.01175
LIMD1	-0.327833333333333
KIAA0286	0.00875
XRN2	-0.467666666666667
CD6	0.8365
TOX3	0.801375
ZSCAN4	-1.19133333333333
RSRC1	0.138
COG1	0.78225
PTRF	-0.4128
C16orf35	-0.19425
FBXO24	-0.64975
CHST11	0.253
THRB	0.7329
MYBPC1	0.3725
RNF39	1.133
PSMD11	0.0135
ALAD	0.346833333333333
EN1	1.119
SLC9A9	0.2505
GSTM4	-0.6138
CDC42BPA	-0.565157894736842
RCSD1	-0.4985
LUC7L2	-0.5293
SPTBN1	-0.8586
LOC146167	0.2385
BAT5	1.1079
ZNF452	0.564625
LSM4	-0.820375
SRP72	-0.0963
SGK269	-0.246583333333333
MTX1	0.99125
CENTA1	-0.4155
UNQ9433	-0.378
ATR	-0.08025
DDX49	0.0305
PAQR8	-1.3125
C14orf174	0.98775
GBGT1	0.017
THAP1	-0.2535
OR10K1	0.098
RASIP1	-1.93933333333333
DPYD	0.0501
DOHH	1.0955
C18orf45	0.97475
POF1B	-0.9715
ZNF552	3.30125
USP32	-1.1225
MED27	-0.2755
C14orf149	-0.8445
PRDX4	-1.11383333333333
ABHD12	0.8472
AGT	-2.09275
SLC22A14	-0.27325
C1orf58	1.35375
PILRA	-0.1195
ABCF2	-0.96225
C17orf85	0.924
TKTL1	-0.93175
FGF1	1.2229
IL6R	0.973666666666667
VPS25	0.27625
CHRNB2	-0.4105
COL7A1	-1.6058
LRRC48	2.2375
SPG20	-0.966
COX10	0.0305
GCA	1.61925
ECEL1	0.441833333333333
GLG1	-0.73
SRD5A2L2	0.02575
MUTYH	-0.931625
ZNF70	-0.42225
L2HGDH	-0.80025
GPATCH2	0.56975
ZNF655	-1.908
ZNF227	0.151166666666667
MCOLN2	1.4945
NQO2	-0.30025
KCNQ5	0.0125
NEU1	1.38183333333333
QRICH1	0.24275
ZBTB20	-0.0985
RPUSD3	0.0555
EPGN	-0.526166666666667
TSN	-0.217083333333333
SPRY2	-3.872
LZTFL1	0.668625
GMFB	0.152
PBEF1	-1.031
HBG2	-2.87325
TMEM8	-0.334
PALM2-AKAP2	-1.08666666666667
NFYA	1.41275
FAM108A1	0.05075
PBLD	0.60525
NRG4	-2.289
PIGF	-0.9525
PTGER1	-0.065
NOS2A	0.245666666666667
C21orf34	-2.25483333333333
C21orf51	-0.049
IL17C	0.691
TRMT6	-0.334666666666667
ETV2	0.192666666666667
CCDC109A	-0.66475
MYLK2	-1.7585
ATP10A	0.9206
DPH4	0.06275
C5orf5	-0.154166666666667
KCNA4	-0.0942
NMNAT2	-1.66366666666667
GLYATL2	4.0805
LSMD1	0.5935
IL23R	-2.04025
NRF1	0.52825
MUC15	1.54966666666667
PRDM12	-2.3775
PAQR4	0.427
RBBP6	-1.117625
IFI27	3.8485
SKAP2	-0.716666666666667
TAGAP	1.736375
TJP3	2.633
C9orf61	0.95725
IDS	0.104785714285714
PARG	0.72275
LOC131149	0.5715
DYRK4	0.446666666666667
MICALL1	-0.36025
GALR2	0.2085
GPBP1L1	-0.36825
TBX21	5.1605
KCNJ6	-0.561833333333333
GGN	0.23975
CASP5	0.761833333333333
RNF182	-4.4025
BRD4	0.94625
DOK4	-1.298125
SLC46A2	0.830833333333333
SOX9	-0.201416666666667
ZNRD1	0.0495
PRR6	-0.721
FAU	-0.2375
DTNB	1.1805
CARD9	-0.1275
STS-1	-0.966166666666667
SLC4A5	0.275625
NSBP1	0.13625
UGCGL2	-1.61833333333333
POTE15	1.2175
NOXA1	0.22875
RP13-347D8.3	1.4575
SAMD10	0.1445
EP400NL	-0.691
TCF21	-0.16375
AMELX	0.0515
JPH2	0.0962
SLA	2.144625
DLST	-1.31033333333333
SEPT12	0.13825
RGS20	-2.8525
LXN	-0.191833333333333
ZNF419	-1.69625
UPK3B	-0.246833333333333
RELL1	0.6295
ESPNL	-1.369
KLHL21	-0.52725
PI15	-0.003
C2orf61	-1.0105
LOC407835	0.139
RER1	-0.127833333333333
ELAVL2	1.6495
MGC26718	-1.74675
KLF2	1.672
TNFAIP8L3	0.848083333333334
TFE3	0.43875
C11orf17	-0.2
15E1.2	-1.23475
SNRPC	-0.165
DLGAP1	-0.269
PGLYRP1	0.311
OVCH2	0.0995
IRF7	1.5846
SET	-0.3742
NAB2	-0.736666666666667
LRP5L	-0.79475
FAM120A	0.4209375
ASCL2	1.79983333333333
SHH	-0.0785
ATP5H	0.318
THPO	0.571166666666667
TYRP1	-2.62783333333333
HIST1H3E	0.615333333333333
EIF2S1	0.0679444444444444
TNFRSF17	-1.03716666666667
TARSL2	-0.03925
NKX2-8	0.64025
C1orf115	1.7155
LOC56964	0.433
KIAA0841	-0.8045
ISCU	-0.3435
TTMA	-0.073
ZNF414	0.2325
LOC441150	0.83075
RAB15	-0.7105
HBP1	0.3245
TNNT2	-1.22616666666667
CECR5	-0.2845
PHGDH	-2.504
JRK	0.4432
XPO4	-0.7885
FAM131C	0.5755
ARHGAP25	1.58116666666667
CA9	-2.26011111111111
GPR62	0.0901666666666667
TLX1	0.0311666666666667
GPS1	0.5035
OR2M2	0.5925
BDP1	0.466785714285714
FAM70B	0.193
RPS29	0.0241666666666666
MKLN1	-0.6124
TSPAN19	-2.27175
SLC29A3	1.0613
LGALS4	-0.0455
USH2A	0.284333333333333
NF1	0.286166666666667
APOBEC3A	4.7235
IMPAD1	0.663166666666667
OLR1	2.25083333333333
NRAP	-0.2395
HCFC1R1	0.6005
TAOK2	0.0261666666666666
MCM10	1.905
MAP4K3	-0.125416666666667
CBS	-2.13075
CLK3	-0.7732
PCDHGA5	0.494
ELF4	-0.270375
FAM71A	-0.155
C11orf49	0.0815
CLIP2	-0.77775
BTBD9	1.4709
ZNF524	1.344
KDELR1	0.0181666666666667
ZNF509	1.055
NCSTN	0.692
ZNF533	1.53428571428571
PARP4	-0.917125
GALNT9	0.154
NPY	-2.5285
BEGAIN	-2.81683333333333
TMEM77	0.3
FOXRED1	-1.22016666666667
SLC16A2	-0.658666666666667
SLC35B1	0.45525
GK5	0.337916666666667
SDCCAG10	-0.0945
C4orf20	-0.897
SLC9A2	-2.816
ADD1	0.419785714285714
TAL2	-0.694166666666667
ACLY	0.0385
DNAJC1	0.2935
SOST	1.31875
USP43	0.440666666666667
CYP4F12	-1.61125
FKBP5	1.0555
CHCHD5	-0.4425
NUDT22	-0.443
CCDC85B	-0.4885
OR51G2	0.6055
STRN3	0.0866428571428571
TMOD2	1.16125
FLI1	-0.12775
MAB21L2	0.320333333333333
DGKQ	0.512
VPRBP	0.6905
SCNN1B	1.242
ECHDC3	-0.1382
TMEM106C	0.63075
CSNK2A2	-0.4685
RPL39	-0.047
HERC3	0.4377
ZBTB47	0.1795
ZNF681	-0.871
PAGE2	-1.74625
CLIC5	2.46871428571429
RABAC1	0.60425
ZFHX2	0.27375
YPEL1	1.34916666666667
KIAA0776	0.855
NR1D2	0.9415
DNAJC4	0.5725
NPNT	2.409
ZNF677	-0.3475
ZNF536	-0.4915
MEF2B	-0.528583333333333
PTPN4	-0.86225
CTCFL	-4.9105
STX5	1.05216666666667
CD72	2.603
VEGFA	0.518894736842105
XRCC1	-0.251
MAS1L	0.615
ELL	-0.1655
SETBP1	-1.59475
CDH11	2.71766666666667
NDC80	-1.03530769230769
DMBX1	-0.44
NRSN1	0.384
BAT2D1	0.231375
CDS2	0.3145
C1orf212	-0.5765
SENP3	-0.53175
IL1F9	0.271
EEF2K	0.445
COG8	-0.076
CEP72	-1.44425
OR1L8	0.1415
MUS81	-0.144083333333333
PHYH	1.688875
GGT6	1.44666666666667
C22orf23	-0.102
C13orf33	1.47775
MAPK8IP2	-0.54925
NELL2	0.7815
POU3F2	-2.316
ALPK1	1.165
MRPS18C	-0.05
RPLP2	0.58225
FGF22	0.742
SPNS1	0.272
ZFP1	-1.37025
IL1RAPL1	-1.8735
PCSK9	-3.71783333333333
NKX2-1	0.374357142857143
C6orf189	0.18
SP4	-0.319
SLC11A1	2.233
C21orf25	-1.095
ICAM2	0.215875
SH3GL1	-0.2205
GSK3B	0.584333333333333
RALB	0.033
PDXP	-1.02266666666667
GNGT1	-1.05725
KIR2DL1	0.883
TNFAIP3	0.7
C6orf32	1.0101
CBLN2	-1.15175
PANK3	1.747125
TAAR9	-0.074
WDR82	0.330785714285714
APOM	-3.920625
TRIP10	-0.857
SPATA16	0.153833333333333
C1orf135	-1.31
USP51	0.43275
TESK1	0.8585
C11orf64	0.01825
ZNF611	0.3715
PDE6G	1.28333333333333
HLA-DQA1	3.71925
GCLC	-0.237625
SEC61A1	0.272428571428571
TWSG1	-0.171
ZMYND10	3.81075
CTDP1	0.761375
ADAMTS6	-0.1905
SLIT1	-1.668
KRT86	0.318
KIAA0574	-0.74575
GTPBP2	0.4623
PQLC3	0.11425
PRRX2	0.679666666666667
C15orf44	0.0853333333333333
MKKS	-0.189875
C11orf10	0.40325
GPR110	2.584375
CD109	-1.64591666666667
ADCY1	-0.128166666666667
RHBG	-1.67275
TP53I3	-0.222
SLC22A3	-1.79422222222222
UCP2	1.53575
FOXG1	-2.598
OR2AG1	0.359
TRIM24	-1.09225
PROC	-3.375875
TAAR6	0.55825
AMTN	-1.046
C10orf47	2.7565
DEPDC1	-1.3295
FLJ45557	0.5485
ZDHHC17	-0.1610625
KIAA1429	1.73233333333333
KCNH1	0.43775
VNN3	3.11375
PSMAL	1.89575
PPARD	0.352875
HFM1	-1.36725
YBX1	-1.6655
ZNF695	-0.672
SCTR	0.258333333333333
DCDC1	0.026
VPS26B	0.1673
MTF2	-1.14166666666667
ATP6V1F	-0.1865
CCDC94	0.616
PERF15	0.1065
CCL11	3.824
LMO7	-0.101875
DCST1	0.528
ADRBK1	0.266125
CDRT4	-0.722375
ZNF84	-0.09175
HOXD8	2.044
STARD8	-0.517166666666667
FOXP2	-0.757875
CCDC103	0.732
POLR3A	2.4783
GSC	0.851
ZNF114	-3.411
HTR7P	0.343
LALBA	-0.4105
RMND5A	0.465666666666667
PSCD2	1.27975
ZNF409	0.1345
KRTAP1-3	0.296
MAF1	1.02325
LOC201725	0.7345
NRN1	-2.49475
SPAG5	-0.423166666666667
DNAH7	1.71883333333333
FLJ43860	0.204
BRCA2	-0.48275
ACADM	-1.3065
CXXC6	-2.031625
RAGE	-1.015875
CHMP2A	0.48875
FAM8A1	0.9099
GPR21	-0.5725
SLC12A3	-2.5795
FVT1	0.2335
ZDHHC7	-0.181
FLJ44048	0.84525
SLC44A3	0.265666666666667
SDSL	-0.0353333333333333
MMP8	-0.97475
PLA2G12B	-3.22533333333333
ACY1	-1.2705
MT1E	-1.34683333333333
OR4K15	0.953
TECTB	-0.669
GPR20	-0.387125
IRAK2	-0.42975
RFPL3	0.331625
MYO9A	-0.20575
NARG1L	-0.8205
BLMH	-0.49125
CCDC3	1.74983333333333
C9orf21	-0.742166666666667
KIAA0513	0.536166666666667
MIER2	-0.02925
PNMA2	-1.83633333333333
SH3BP2	0.9623
ANXA10	-0.632
RTN2	0.248
TFB1M	-1.764
PRPH2	1.07075
C14orf133	0.31375
GOLGB1	1.20858333333333
IRX4	-1.63125
NFKBIL1	0.726666666666667
C10orf62	-0.17975
APBB3	-0.19825
RPS10	0.6777
LOC728378	0.52425
TLE3	0.656777777777778
PSMB7	-0.145875
MESDC1	0.2135
SLC6A1	0.634333333333333
OCLN	2.92258333333333
PTTG3	-0.331333333333333
NAGLU	-0.394
SERTAD4	2.13275
SPRY1	0.104
FLJ10781	-1.20641666666667
MYSM1	-0.8245
TRIM4	-0.508785714285714
SH3YL1	-0.485625
TREM2	3.79133333333333
SERPINI1	1.845
HDHD3	0.646625
TMEM38A	-0.23625
EID2B	-1.042
TDRD3	-0.4425
SEDLP	0.7245
THSD7A	0.934833333333333
NDST3	-2.4915
KLHL15	-0.475333333333333
DHRS12	1.183
FBXO9	0.633714285714286
TNPO1	0.122833333333333
MRPL13	1.25116666666667
SNX5	-1.20233333333333
METTL6	-0.3
SOD1	0.10425
CHML	-0.981833333333333
PACS1	0.535375
SIRT5	-0.5875
CAPN2	-0.182166666666667
FXYD5	-0.814666666666667
TWISTNB	0.258875
LRFN1	0.627
UBE1L	1.150875
UBE1C	0.477
OR51B2	-0.04525
OR4D11	0.2575
C15orf2	0.114
NR4A1	-0.0405
LOC339047	-1.90625
TRIM17	-1.318375
ATP5G3	-0.706642857142857
RPL15	-0.411666666666667
ADAMTS8	-0.7
HOXC4	0.7565
C14orf37	1.038
CEACAM5	-1.298
MYT1L	-0.131666666666667
RASA2	-0.002875
OSBPL7	-0.7725
STAG1	0.4355
GIMAP4	4.65883333333333
FUT3	2.20066666666667
PIF1	-1.944
LPIN2	0.1775
SH3PX3	0.2475
PDP2	-0.098
PAPD1	-0.822
ERP27	1.65575
APOOL	0.405
DIABLO	-0.23075
TRHR	0.341125
ARMC9	-0.2205
RNF152	1.97775
SLITRK3	-0.442
ZNF211	-0.0277
PFDN1	0.283
RGS11	1.390375
HS6ST1	0.2318
AKR1D1	-1.40475
TNP2	0.3594
STK31	-0.560833333333333
EML4	-0.696666666666666
SGTA	-0.0163333333333333
HIST1H2BI	-0.535
PSMD6	-1.33483333333333
KIAA1257	2.97625
C18orf55	0.127166666666667
FLJ20273	2.4665
RPL28	-0.235833333333333
EPYC	1.53625
NOX3	0.425
ELAC1	-1.29633333333333
METT11D1	-0.5205
BIN2	0.662166666666667
NACA2	0.30525
CCDC17	0.24725
HM13	-0.3538
UBOX5	-0.455125
UBE2O	0.03375
UBL5	0.67025
APOLD1	0.399
C9orf31	0.08075
TNFSF8	0.013
ARHGAP29	-0.032375
PROKR2	0.287
PDE5A	-0.3615
C6orf12	-0.412
TOM1L1	0.1265
WHDC1	-0.082875
FOXI1	0.339
RAB4A	0.6292
TMEM39B	-0.64125
ATPBD1C	-0.5635
FARSA	-0.741333333333333
PLEKHG5	-0.9305
CMAS	-1.26766666666667
OR7E24	0.9055
SLC30A1	-0.68275
CDC42EP5	0.797
PLAC1	0.307
KLHL18	-0.22975
LBA1	0.4593
TAZ	-0.39325
CRIP2	1.758375
BTBD11	-1.001
C16orf72	0.98025
DIO2	2.8136
LRRCC1	0.724
CCDC136	-2.2985
PRX	-0.09975
RBM5	-0.3454
TMEM85	-0.0115
TUBGCP4	-0.898166666666667
APLN	1.44575
CDK7	1.314
SSR2	0.8995
CRELD1	-0.99775
C19orf46	2.7935
GAL3ST4	0.212
KBTBD10	0.99925
IL28A	0.6445
WDR27	-0.3405
MCM2	-0.186333333333333
SOX14	0.473
FLJ39743	0.2755
KIAA0922	0.84625
HIPK4	-0.74
FLJ25758	0.3895
C16orf57	-0.812333333333333
PDZD2	-0.65225
MCC	-0.0225
HHLA3	-0.6015
ID2	-0.536
C20orf23	0.59325
ZNF688	0.6535
APOC2	-1.7585
LOC440093	1.0105
FAM50B	1.298
PWP1	-0.2615
DNAH10	0.14475
HIST1H2BA	-0.345
GPR56	0.849333333333333
METAP2	-0.463375
PAN3	0.489166666666667
STXBP4	0.789
PDHX	0.3535
MTA1	0.0348333333333333
ZBED4	-0.194
ZNF720	-0.44675
CDK2	-0.6515
RHOJ	-0.688375
CDC37	-0.5915
ZER1	0.6905
GRK4	-0.252
PRPH	0.909
POLR2A	0.412
OGFOD1	-1.0875
NOL5A	-0.465
PHEX	0.7735
FLJ16478	-0.16275
C20orf117	-0.33025
CAMTA2	0.73675
C11orf74	1.09866666666667
DDX17	-0.03
C5orf27	0.089125
PLEKHA2	-1.3003
PDE4DIP	-0.3766
SCN7A	-0.17175
ZNF559	0.0966666666666667
CXCL10	3.81875
ZMYM4	-0.428
STK32B	-1.01173333333333
KIAA0888	-0.5618
TACR3	0.893
CKAP2L	-1.3315
KIF1A	-1.263
RSPRY1	0.259
VCAN	0.4015
CYP27C1	0.149
SYDE1	-0.874833333333333
MED12L	-0.45875
ZDHHC21	0.265875
NHS	-0.421
TM9SF3	0.635
DDHD1	0.119625
MAFG	-0.638333333333333
BICD2	-0.1915
C14orf119	-0.397333333333333
C14orf43	0.160857142857143
CDH7	-1.1725
ALKBH5	0.00371428571428575
JUP	1.088
TMEM41A	0.551666666666667
MAMDC4	-1.31333333333333
CBX3	1.271875
LRRC18	1.40275
RBMXL2	-1.008
PLA2G4D	0.565166666666667
FGF13	0.712125
KIF3A	0.667666666666667
PDIA6	-0.926
DCXR	1.30725
CASKIN2	0.466416666666667
EHD1	0.283666666666667
MARCKSL1	0.656
ZNF496	0.5285
SCAF1	0.430833333333333
KCTD8	-1.469
TRAF3IP3	1.04364285714286
LSR	1.20125
CXorf1	0.294333333333333
C14orf112	0.507833333333333
EIF2B1	-0.31775
OMP	-0.1155
GSTZ1	0.0995
LOC92017	0.52275
ISLR2	0.0955
C12orf36	0.685
GATA2	0.4685
GABRA5	-4.0235
CELSR2	-1.31214285714286
STAM2	0.44
TNAP	-0.912
PTPMT1	-0.4195
GRP	4.95225
SV2A	-1.72433333333333
MAGEA12	-4.21925
CACNG1	4.278
C18orf19	-0.65225
GSG1	-0.348166666666667
PTPRJ	0.289642857142857
FRMPD1	0.338
ZNF668	0.50425
PLEKHJ1	-0.844875
ADAT1	-1.8242
TMEM50A	-0.1954
UCN3	0.0915
HOOK1	0.760625
IL17B	-0.9875
MLKL	-0.677666666666667
TTC14	-1.04383333333333
KLHL5	-0.45225
CRYL1	0.00883333333333333
FOXH1	0.416
NFYB	0.191125
PPM1G	-0.3885
GOLGA2LY1	-1.2015
NMT1	-0.41575
HADHA	-0.6935
CHSY-2	1.6615
PLEKHF1	1.55364285714286
SAGE1	-2.5075
MUSTN1	-0.36975
SUHW4	0.49925
TFEB	1.41966666666667
ZFYVE27	-0.136
ATG12	0.157666666666667
BMI1	0.481714285714286
ZIM3	0.018
MYH4	-0.06075
MASP1	-1.07558333333333
KIAA0984	2.00775
RPAP2	-0.6455
ASB5	-0.116
BOLA3	-0.92
MIA3	1.38416666666667
KRT35	0.892
KIR3DL3	-0.572
MRPL51	-0.54575
SEMA3F	1.22616666666667
NDUFB2	-0.336666666666667
LOC253012	-0.6055
FAM46C	-1.4063
G6PC	-2.63825
CSAG3A	-4.03916666666667
PREX1	2.963
SLC25A45	-0.22675
MAPKBP1	0.4132
CPE	0.5141
GNB1	-0.339125
CXCR6	3.516
TRIM46	0.09925
C16orf3	0.330666666666667
HPSE	0.953875
TIGD3	1.5035
SPG3A	0.44075
LCAT	-1.90283333333333
ST6GAL1	-1.58544444444444
POMC	-0.371
FLJ36031	-0.135833333333333
NSMAF	-1.03683333333333
SKIL	0.7975
ADSS	0.260833333333333
HMGCS1	-1.3163
POLR3F	-0.0585
RAB10	0.081375
ZNF277P	-1.97525
ZBTB7B	1.36275
DHRS1	-0.239
ABCC13	0.578
CNOT3	0.38525
NFKBIA	1.25875
GAK	1.037
SFT2D2	1.49883333333333
HOXA6	-0.5875
CRTC1	0.341625
LY6D	-0.886
C20orf72	-0.256166666666667
CPT1A	0.3685
LMO1	-1.5115
EIF3I	-0.62975
PRB4	0.20525
MCM3APAS	-1.131625
C20orf132	-0.5221
FOXF2	-2.289
S100A12	0.281
MLH1	-0.928833333333333
ACTN1	0.5317
MRPL36	-0.204666666666667
C20orf106	0.03775
FBXO6	1.87433333333333
MKS1	-0.100166666666667
CX3CR1	-3.377125
PDE1B	0.809
PLP1	-3.3965
KISS1	-0.0406666666666666
C14orf2	-0.100666666666667
TBC1D3P2	-0.713
COMMD6	0.4655
ANKRD7	-1.8325
PTCHD1	1.092875
NARS2	-0.8145
DOCK7	-0.926875
FAM127B	-0.057125
LOC390243	0.0408333333333333
N6AMT2	0.3785
ZNF391	0.02
DNAJB14	-0.5685
WRB	-0.224
BPI	-0.0915
TTC4	-0.5215
FAM10A5	-0.48075
GOT1L1	-0.246
MAGED1	-0.25175
RESP18	0.35175
WFDC6	2.7485
MT2A	-1.6975
C11orf56	0.425
KIAA1432	-0.214
ROR1	-1.810625
HSD17B14	1.36533333333333
ZFAND2B	0.119875
SAMD4B	0.591
HEXA	-0.113125
HNRNPU	0.314090909090909
USP39	-0.11325
NRD1	-1.15775
R3HDML	0.42025
FLT4	0.122
OMG	0.0835
OR52N4	0.6985
LOC399818	-0.931
ELA2	-1.96125
VENTXP1	-0.404
RFC5	-1.0095
OR52L1	0.8445
PAX5	0.6235
FBXO2	-0.3955
GMEB1	0.5655
AKT3	-1.19366666666667
CRB1	-1.49083333333333
CTTN	2.44966666666667
UTP15	0.190833333333333
HSBP1	-0.00949999999999999
PHF11	1.14825
NDEL1	-0.154333333333333
USP8	-0.293
BAIAP2	0.74
SI	0.373
ARSJ	-0.556166666666667
BAAT	-2.686
KCNS3	1.65566666666667
LOC126147	-0.192833333333333
TMEM37	-0.30775
C1orf162	3.72733333333333
MBD1	0.00459999999999997
ITGAL	1.61033333333333
WDR73	0.191666666666667
GKN2	0.252166666666667
ARFGAP1	0.131375
SLC5A8	-1.20433333333333
ZBTB40	-0.5605
CYP4B1	2.25466666666667
LYPLAL1	-0.30975
CHST3	-1.893
MAP3K9	0.733
BTAF1	-1.1935
TFAP2E	0.325
RBM35B	1.0555
LOC441251	-0.375833333333333
ANKRD25	-0.652555555555556
UQCRC2	-0.081
MAEA	0.775416666666667
HYAL1	-2.3548
RNPEPL1	0.0108333333333333
CPSF2	-0.568125
PSD3	-2.4584
ABCA13	-0.3825
AGR2	3.4555
GBX1	-1.2625
HDLBP	0.621142857142857
ACY3	-0.3515
HECW1	-0.4255
ZNF519	-1.4385
HOPX	3.323
ZNF304	0.8015
OR12D3	0.591
FKSG43	0.29175
METTL1	0.596125
