Hybridization REF	TCGA-AN-A0XL-01A-11R-A10J-07
MYO6	2.4558
DNAJA4	1.9595
RBM24	0.952375
CEACAM20	-1.919
RBM23	-0.00678571428571428
NGFB	0.27
C1orf63	-0.6808
KRTAP7-1	0.0485
PERLD1	2.102
NPB	0.202
C17orf59	0.2652
HSPBAP1	0.042
SLC15A4	-0.157
PRTFDC1	-0.11925
OSMR	-0.0855
CYSLTR2	-0.0715
C19orf25	-0.2543
KIAA1797	0.5425
NLRP6	0.1375
FAM105B	0.3277
SCRN2	0.175333333333333
LRRC58	0.1273
RNF17	0.3475
NEIL3	-3.3225
FAM137A	-2.05325
SKP2	-3.19175
PARVA	1.31125
PKLR	-1.722
RNF34	0.079875
A3GALT2	-0.017
C12orf50	-0.0206666666666667
SUNC1	-1.272
FAM102B	0.2605
CCT2	-0.77175
LRRC37A2	0.0075
ARF4	1.2115
SIKE	-0.128875
C8orf48	1.0615
MBTPS1	0.116357142857143
GPSN2	-0.0905
NCF2	2.2565
SLC12A6	0.472166666666667
MRPL48	-0.18225
HMGN3	0.314333333333333
LRRC62	-1.367
PAX9	1.024375
FAM55A	0.205
C20orf42	-3.18116666666667
SCML2	-1.67216666666667
BCL9	0.7545
FAM40A	-0.4235
C9orf41	-0.721
ZNF774	0.7325
LETM1	-1.184
PLXNB1	0.2485
NIPSNAP1	-0.073375
USP10	-0.71725
F9	0.0385
LIPE	3.97475
CNGB3	-0.244
C12orf52	-0.510125
PI4K2A	-0.006
MED8	0.09775
STAT4	0.8219
FGD4	0.473166666666667
RNF145	-1.35966666666667
WDR32	1.9165
CLDN2	-0.00933333333333333
TCEAL8	0.3335
ZMYND8	-0.3192
PDXK	-0.54225
GATAD2A	-0.814
PTGES3	-0.006
CCM2	-0.01475
TAP1	-0.04975
ZNF670	-0.641
ETS2	0.497214285714286
C6orf166	-0.125666666666667
PRMT2	0.0626428571428572
OR4B1	0.237
INTS8	0.347
CCDC102A	-0.03075
CCDC83	-1.377
ITGA1	0.8402
EPHA5	-0.9586
FAM24B	-0.985166666666667
TSGA10	1.851
HAL	-1.80183333333333
MYOT	1.01875
SPACA3	-0.00575
BCL2L2	0.113166666666667
CUGBP2	0.918833333333333
CCNB3	0.5915
RNF113B	-0.50275
MERTK	0.258
BAG1	0.1095
VPS36	-0.329
ORMDL3	1.7058
C1orf190	0.51725
ZNF625	0.14425
CORO2B	-0.94575
ALOX15	-0.8755
CST1	1.9615
NUPR1	2.034
CCL7	-0.10875
SMCR5	-2.9265
DSC2	0.9235
RBMS2	0.164
GRIK4	0.2255
TRIM65	0.3109
TMPRSS6	-0.6115
TP53INP2	-0.04575
GLB1L	1.5765
LOC388284	-0.0075
PUS1	-0.9615
BCL9L	-0.0185
OLFM1	-0.265083333333333
RET	2.232375
MASTL	-2.17483333333333
ALX3	-0.02775
IL1RL1	-0.0195
ZNF765	-0.7106
C14orf138	-0.017
SNX10	-0.122666666666667
TAC4	0.057
C1orf64	4.134125
POGK	0.321
MAPK9	-0.05175
ZNF366	3.86725
C8orf79	0.564
CLDN7	1.305125
OR5AT1	0.1395
TRIM37	-1.415
LRRC25	1.874
GRHL2	2.1091
TEKT3	0.99125
LASS5	0.410166666666667
ABCC4	-1.75408333333333
DLG3	0.868125
VGLL1	0.371625
ZFP36L2	1.85616666666667
MFRP	-0.553833333333333
KIAA1799	0.3775
FLJ44379	0.512
PCNX	-0.04625
ANXA9	2.496
CYP4V2	0.8464
PIK3C2A	1.16025
SRR	-0.231
NOL3	-1.231
IFITM2	1.1205
ARNTL2	-2.4115
ZNF595	0.5785
NLRP13	0.4455
ASPH	0.94975
CPA2	0.315
PVRIG	-1.843
LEPR	0.462833333333333
C16orf42	0.437166666666667
SH3BGRL	5.005
FAM77D	-0.235833333333333
FNDC7	0.0575
C9orf6	0.457333333333333
NOTCH2NL	1.25833333333333
PGBD1	-0.833333333333333
SYNGR2	1.371
PITPNA	-0.6798125
PRPF4B	-0.7362
SLC43A3	-1.16078571428571
NRBP1	-0.024
SLC25A22	-0.1415
ILK	0.73675
SLC22A8	0.279333333333333
MRPS7	0.148875
PITX2	-1.03275
FABP3	-0.40425
OR1L1	0.3655
LOC728215	-0.34425
BLID	-1.2075
KIAA1217	1.80223529411765
TFPT	-0.35125
AP4B1	-0.64625
VBP1	-1.42975
OR1K1	0.1115
MORC3	0.3075
BHMT2	1.68666666666667
C3orf10	0.8345
FZD7	0.163333333333333
WFDC10A	-0.027
PMS2CL	-0.607375
CCDC32	0.253833333333333
FA2H	-2.57725
ALG13	-0.3455
TTLL7	0.3366
SPOCK3	0.29425
SLC13A2	0.9625
AIM1	1.112
GPRC6A	0.029
EGR2	5.7655
MED11	0.09725
WWC1	1.08225
SH3GL3	-3.86275
RIF1	0.0513571428571429
PRLH	-0.264
VLDLR	-0.2745
DBT	0.3444375
C21orf63	0.778
CGGBP1	0.050875
KRTAP12-2	0.182
TADA3L	-0.08725
ZBTB16	3.76275
PDGFB	1.577375
RFX1	0.382
UQCRB	0.1124
LOC133874	1.879
HPS3	-2.39975
LGALS3BP	0.8888
DKFZP564O0823	2.45821428571429
MRFAP1L1	0.706
HOXA10	0.0165
NGB	-0.2525
KIF21A	0.498538461538462
IFLTD1	-0.0905
LZTS1	-0.696125
ARHGEF3	1.6385
RHBDL3	-1.4175
CSNK1G2	-0.205583333333333
ChGn	0.077
KIAA1244	2.57216666666667
GABRB2	0.1225
MGC72080	-0.2105
CD27	2.31175
EGLN1	-2.3075
PEX13	0.4555
RWDD3	-0.08525
RNF12	-0.510333333333333
GRIN2B	0.509
ADAMTS14	-0.700625
DYDC2	0.8375
ATP6AP1	0.9914
NR1H2	-0.166833333333333
PDK2	1.05325
C3orf17	-0.368333333333333
SLC38A2	-0.0778571428571429
SLC25A29	0.4885
C15orf29	0.19175
ADAM9	-0.4775
TMUB2	0.50525
GPR176	-0.346
AGK	-0.21525
MCCD1	3.04275
NDUFA4	-0.1315
TMEM146	0.16825
DUSP1	2.66175
UNQ6975	0.8745
EMX2OS	4.061
INSM2	0.02275
LUZP4	-0.2765
SETD6	-0.3415
P2RY2	1.8355
SLC45A2	-1.6085
RABGAP1	0.6105
UBXD5	0.5785
GPRC5A	1.5697
PAK3	1.49033333333333
LOC63920	-0.3995
TGFBR1	0.7155
KRTAP6-3	-0.03975
SFMBT2	-0.1455
CDC42	-0.200875
C11orf35	0.327
TTLL2	-0.20525
UACA	1.48633333333333
CD97	-1.3284
SETD5	0.235125
NINJ2	-0.06525
PTER	0.337833333333333
POMGNT1	0.28225
KRTAP4-2	0.118
ECGF1	1.7375
HRB	-0.413909090909091
ATP1B2	0.6252
LOC400506	0.10125
COL4A3BP	0.9725
C6orf97	1.631
GRHPR	0.365875
TAS2R1	-0.0465
SEMA7A	-1.659
EDF1	0.12075
ODF2L	1.0577
PCID2	-0.431
GTF2H4	-1.041
ZCCHC3	-0.55075
CGB2	-0.178333333333333
NEUROD1	-0.0885
C20orf75	-0.139
RP5-1054A22.3	2.68833333333333
IFNA5	-0.0165
ZNF134	0.0678333333333334
MGC119295	-0.372
ZSWIM6	0.111625
SMEK1	0.555666666666667
PCGF2	0.47975
C1orf102	1.89825
CYP2A13	2.345
KCNH6	-0.1267
MDM1	0.3183
ALDH7A1	-0.468166666666667
C9orf75	0.4205
VDAC3	-0.739125
OR51T1	0.054
EIF3F	-0.1355
KCNJ10	-0.553
LENG8	-0.11275
EDEM2	0.235166666666667
CCNJL	-1.77383333333333
DHX37	-1.1015
CRYGN	-0.0095
AATF	-0.43525
ZNF630	0.875375
E2F5	0.961
WFDC13	-0.35525
FTSJ3	0.215333333333333
C4orf33	0.6335
LHFPL4	-3.1305
C19orf56	0.0350833333333333
SMAD4	0.344375
AFM	-0.336166666666667
G0S2	4.30825
FCHSD2	0.4468
RRP1B	-1.0909
EEF1B2	-0.768666666666667
STAT6	1.17433333333333
ZNF195	0.0315
GNL1	-0.874833333333333
ZNRF2	1.26516666666667
PER3	0.988875
ASB16	0.6625
C10orf10	3.0925
ADCY8	-3.05583333333333
C9orf58	0.5635
ARMC10	-0.064
PSG1	-1.2775
DHX34	-0.1755
VARS2	-0.60075
NFIC	1.377
ITPR2	1.15875
AGXT2	0.09
OR6K3	0.1875
H2AFZ	-0.742083333333333
MLLT3	1.029
COX4I2	2.03625
CCNT2	0.226125
PLK4	-1.91975
NUMBL	-0.107333333333333
MED16	-0.14925
PLEKHQ1	1.50475
GOSR1	0.549166666666667
BTG4	-0.04375
RPL30	0.621666666666667
IGSF5	-0.08925
IGFL2	-0.394166666666667
ELMOD2	1.06733333333333
SHC3	-0.427833333333333
HAVCR1	-0.267
DYNC2H1	0.53075
RNF5	-0.339166666666667
C2orf7	-0.08625
NLF1	0.5885
KLHL25	0.0595
LRP10	0.9665
KRI1	0.016
PUS7L	0.073
MGMT	0.73325
HOXD1	1.56383333333333
CSH1	0.0456
ATG16L2	-0.23525
FLJ44635	0.4175
CHODL	0.02225
EXOSC8	-1.796
SLC28A1	-0.377
MYO7B	-0.563333333333333
SEH1L	-0.8374
MTNR1A	0.1855
TSPAN5	-0.0513333333333333
CDC45L	-3.11433333333333
AMIGO1	0.7075
ATAD3A	-1.20675
OSGIN2	0.8195
PDIK1L	0.834666666666667
DARC	4.360625
PIPSL	0.7495
SHMT1	-0.43725
CRISP3	0.384
POPDC2	1.79516666666667
ZRANB2	-0.445
FBXL8	-0.3355
TRIP13	-1.48009090909091
EIF5AL1	-1.7765
POU5F1P3	-5.313
IL6	2.24416666666667
CXorf38	-0.344166666666667
IFNA16	-0.0225
FBXL2	1.03166666666667
BRD1	0.2205
STATH	0.01375
FBXO44	-0.0845
MCCC2	-0.07525
CDC2	-1.752
C5orf23	0.93175
IVD	0.222833333333333
C10orf122	-0.7155
MSL3L1	-0.2824
MVP	0.3785
EPOR	-0.3004
ZMYM1	0.0751666666666667
BCL7C	0.225333333333333
PSTPIP2	0.2415
LYPD1	-2.66075
OR8G5	0.106
ZP3	0.550333333333333
BCAS4	1.04816666666667
EDG6	1.62475
ISY1	-0.247
PRAMEF2	-0.77
CUL1	-0.136875
RNF213	0.1849
CCRK	0.7005
DHX9	-0.232125
C13orf29	-1.10325
NCKAP1	-0.178833333333333
MRPL43	0.917214285714286
XPR1	-0.20075
PKN2	0.8605
PODNL1	0.2485
ZNF333	0.221875
DALRD3	1.09725
OPN1SW	0.007
BTBD6	0.65175
C11orf82	-2.193
OR5P3	0.157
DUSP11	0.2125
L1CAM	-1.3779
NEK11	1.85833333333333
OR7E91P	0.4025
CNTN3	0.655
CREB3L2	-0.00899999999999998
ZBTB37	0.545
KIAA1324L	0.6655
NDUFB10	0.0655
NUDT2	0.50825
GTPBP8	-0.20025
CACNA1D	2.05275
PRKAA2	1.40833333333333
PRDM8	-0.1195
MGC16075	-0.885833333333333
KRT14	0.934642857142857
PP8961	0.135875
MRPL18	0.017
ABCG2	-1.84425
PACRG	1.36175
BBS2	-0.15975
KREMEN2	-1.6575
FBXO21	0.603
HNRPUL1	0.246
GRB10	1.0265
CLSTN1	0.647375
LMAN2	0.3795
C17orf61	-0.39925
NIPSNAP3A	0.088
INSIG2	-0.701666666666667
PCDHB7	1.04566666666667
STXBP2	0.463875
CMAH	1.62558333333333
SEMA5B	0.10125
ZNF155	0.341333333333333
COQ6	0.321166666666667
PRPF4	-0.38675
TSPAN15	2.3645
VN1R5	0.266
LATS2	1.3615
SELK	0.34725
PGK2	0.38525
MS4A1	-0.903625
TYW3	-0.1407
KRTAP5-1	-0.04825
RCCD1	-1.85183333333333
BTN1A1	0.3275
DDX28	-0.7145
TMEM65	1.113625
LOC92345	0.0355
TTC31	-0.16175
WDR46	-0.826
CHP2	-0.941
LSP1	0.69675
ZNF542	-0.11725
EXOSC1	-0.28725
ARHGAP18	0.3395
LRRTM4	-0.596875
MAOB	2.4325
CACNB4	0.7295
MGC33846	0.758625
RANBP3L	1.731125
ATP5L	-0.62875
ONECUT1	-2.6255
NUDT9	0.71025
TMEM149	0.1565
STX17	0.133
IGSF10	-2.157
TMPRSS9	0.042
BMPR2	1.32133333333333
ALLC	0.5645
KLF7	-0.003625
GCC1	0.958
TIMM9	-0.5025
CDO1	2.84283333333333
MGC10701	-0.611666666666667
IFI6	-0.307
FRMD8	0.59325
MGAT2	-0.119
WBP5	-0.289833333333333
CNIH2	-0.13875
KIAA0907	-0.767
KCNH8	0.033
CTSG	1.156
GRIK1	0.534166666666667
CUL5	-0.1385
FRMD1	0.377
OR9A4	0.6365
SYT6	-1.72225
FOXD4L2	0.24475
ANAPC2	0.2325
OPN5	0.234
TAF13	-0.07925
LYG2	-0.368
GGNBP1	-0.0735
C11orf40	-0.1055
OTX2	-1.283
REG4	0.0163333333333333
EIF5	-0.3051875
PALB2	-0.33275
SEPSECS	0.2908
RNASE3	-0.292
TRIM49	-1.597
POLR2K	1.2155
GPR42	0.225
C8B	-2.71075
SASS6	-0.6885
PREB	-0.411666666666667
OR3A3	0.335
TUBA8	0.558
IGLV2-14	-1.505
STIL	-1.9505
ANKFN1	-0.805333333333333
NME7	0.226
HOXC12	0.82625
UBE2C	-1.08325
FHOD1	-0.57925
CDK2AP1	0.266166666666667
OR6K2	0.32775
DHPS	-0.42725
RPL5	-0.358166666666667
TRGV5	0.2155
LOC541472	0.544
HCCS	-0.8368
DENND1B	3.0835
LHX3	-0.016
OR5D16	0.28
CXorf57	-2.02466666666667
IRF2BP1	0.766
NDST2	0.38
LCE3D	-0.1225
BOLL	0.243375
SYT3	-1.2335
PIH1D2	0.158
C20orf7	-0.791666666666667
IL1R2	0.700833333333333
SLAMF9	0.7185
PPME1	-0.79475
PIK3CA	1.056
TRAPPC1	-0.273875
COLEC10	-0.75775
SLC9A6	-1.14983333333333
PDDC1	-0.458083333333333
CCDC53	0.129
GK3P	-1.36025
DAZL	-0.90075
BRI3	0.12725
SDK1	-0.497625
CYP2C18	0.053
IFI44L	2.32975
RPL3L	-0.088
FUT9	-0.836833333333333
KIFC2	-0.3275
PMP2	1.212
SLC4A9	-0.3265
PLAG1	-1.5845
MYCBP2	0.7275
OR4E2	0.279
CCDC65	1.1435
C16orf82	-0.232125
ENTPD4	-0.273375
BRP44L	0.268625
PMP22CD	-0.10425
TMCO4	1.10666666666667
KCNN1	-0.932666666666667
WDR35	0.415
CCDC80	3.347875
C3orf31	-1.125
SLC7A9	-1.135
TMEM190	1.6475
DBC1	-0.721666666666667
FADS3	-0.034
PDZD8	0.305666666666667
GRM5	0.2055
AZGP1	3.4961
PEX3	0.583
MED1	0.404571428571429
ATG4C	-0.443166666666667
HNRPH3	-1.0595
FAM109B	2.60375
C4orf17	0.0755
CA10	-0.00124999999999997
OPRD1	-0.0775
CCL16	-1.10725
SACM1L	-0.2265
CST6	5.1525
CD63	1.0616875
LGI1	-0.106
ZNF784	-0.077
CRYBB1	-1.143
CX3CL1	0.99095
TOP2A	-1.190375
GYPB	-3.313
GADD45GIP1	-0.90025
FEN1	-1.35875
IGF1R	0.8666875
WDR72	-1.095
PURG	0.04
DEFB126	0.05975
PKD1L1	0.3485
CAV1	0.413
GNPDA2	0.9212
DGAT2	2.285875
NLGN1	-2.46
STRBP	-0.150875
HPRT1	-1.4065
FANCI	-2.530375
PSMA7	-0.110875
DBF4B	-0.616333333333333
TTF1	-0.245
RAD54L	-2.724
ELOF1	-0.41325
PLAGL2	-0.19025
ZNF256	0.31875
HMGCL	0.72325
MSI2	-0.133833333333333
RPESP	0.600166666666667
C11orf60	-0.44675
ABCD1	-0.584
ACAA1	0.2873
SPARCL1	5.65278571428571
IL6ST	1.7253
ZNF319	-0.297
TMEM109	0.5105
FAM90A1	-2.055
IL22RA1	-0.6895
ATP4B	0.021
TEC	-0.831333333333333
C7orf30	-0.8035
TXNDC2	-0.941166666666667
ABCB4	0.18175
KIAA1191	0.31675
C9orf38	0.1445
SFTPB	0.0974285714285714
CNTNAP2	-2.17916666666667
FRK	1.305
TBX19	-0.39125
CHD4	0.26375
C6orf26	-2.579
MOSC2	1.336
IKBKE	0.412
HIF1A	-1.854
LOC595101	-0.23
RELA	0.3935
TMEM16B	-0.036
ABHD12B	1.83975
TSEN34	0.07975
KIF18A	-1.3155
TXNDC9	0.0625
SPATA2L	-0.326
SEMA4G	-1.2595
C21orf91	-0.51175
MATN1	-0.335
KCNIP4	-0.101333333333333
TUSC1	2.212375
OR4C15	0.30425
ARMCX6	0.570416666666667
WBSCR27	-0.383166666666667
OR52I2	-0.1845
KIAA1604	-0.054
DYNC1I1	-0.46075
PPP4C	0.38125
SLC47A2	-1.693
TREH	-0.23125
CD48	0.958666666666666
ST14	0.9305
PKN1	-0.6025
SPON2	3.22025
XBP1	3.50608333333333
SFRS12	-0.2435
EFCAB6	2.26275
SELT	0.26125
SLC39A2	0.1455
ERF	-0.888
ARL3	0.607875
SURF6	-0.8357
MLLT10	-0.373380952380952
FLJ11171	-0.331166666666667
TDGF1	-4.6235
ERCC6	-0.16
EIF2AK4	1.2945
BAZ1A	-0.229166666666667
LRRN3	1.019
TMC3	-0.132
EFTUD1	-0.45775
PTPRO	0.317666666666667
CLEC12A	0.7605
ACBD4	0.1505
ZDHHC14	0.6225
OTUD7B	1.293625
ACTB	0.5474375
MSRA	-0.324125
LCE5A	0.2125
IFI35	0.3905
BSCL2	0.653333333333333
ANKRD12	0.948833333333333
CFHR2	0.96075
RGAG1	-0.23
HSFY1	0.1265
SLC30A5	0.247583333333333
IMPG1	0.254
GPR109A	0.494
ZNF185	0.2555
IYD	1.87425
NPCDR1	0.522
SERPINA13	-0.4305
HMGCLL1	-0.05025
NEUROG1	0.1115
UBQLN1	0.2744375
LIN37	-0.0595
SOCS2	-0.42975
DSCR4	-1.629
XKR6	-0.94925
GPR142	0.2725
KRTAP13-3	0.0895
CCDC15	-0.2785
MOS	-0.177
CD1E	-1.439
OFCC1	0.0333333333333333
FAM83D	-2.31975
SRFBP1	0.0755
C9orf96	-0.755
DHDH	-0.92875
CCDC90A	-1.167
RABL3	0.7251
CD320	-1.34633333333333
ANGEL2	0.294583333333333
MRPL21	-0.55425
SMG6	0.248666666666667
INSR	1.2853125
FLJ14816	-0.6795
GLRB	1.17
C9orf89	0.6645
CIZ1	-0.523625
URG4	0.1305
LRDD	-0.609
CBY1	0.567833333333333
NFX1	0.241
MTERFD2	-0.0879285714285714
C19orf23	0.328
PGC	-2.998375
IER3IP1	0.6135
RASAL2	1.41025
C1orf89	0.01575
SYNJ1	-0.18125
NFKBIE	-0.34525
FLJ40125	-0.753333333333333
TCEB2	0.014
NOG	-2.1915
POLR2J2	-0.4095
HLA-B	1.50825
PCDHA1	0.938
PPP2R2B	0.204
ARHGEF17	1.19933333333333
TCF7L2	0.701928571428571
CHD5	-0.185
ZNF431	-0.1305
TBC1D25	-0.13575
ZNF800	1.28125
SCUBE2	3.57063636363636
MYCBP	0.234333333333333
GPX5	0.0185
C6orf129	-0.669333333333333
QSER1	-0.132666666666667
ULK2	1.3185
PIGO	0.837666666666667
NRCAM	-2.36671428571429
SLC35E3	0.72725
CSRP2	0.309
HYPE	0.5145
MAPK15	0.0335
MGC14327	0.372
TIMM13	-0.439
ZNF462	-0.30125
GBA3	0.3155
TEX13A	0.321
MCM6	-1.14455555555556
MTRF1	-1.040875
ABCA7	-0.11175
EIF4A2	-0.34875
ZC3H10	1.0965
RPGR	0.1405
C20orf94	1.611
RP1L1	0.09375
GPR125	-0.43375
USP22	-0.316214285714286
OR1L4	0.2105
MLZE	-0.23025
FLJ32065	0.16525
PTCD1	-0.063
CRTAC1	3.1485
BXDC2	-0.424
C18orf1	2.32266666666667
FAM107A	2.73914285714286
EFNA3	-0.94975
P18SRP	0.1628
CAMKK2	0.61025
KIAA0649	-0.59875
NES	-0.878333333333333
HS6ST3	0.403875
PON2	0.507
TCP11L2	0.472
CLEC4A	1.6155
PRR12	0.474
MLXIPL	-1.0682
C2orf50	-0.135
ZNF28	0.85175
ENC1	1.12466666666667
MAP2K1	-0.5725
FKSG2	0.2435
KIAA0430	0.8445
PTP4A1	-1.55372222222222
GPR156	-0.1175
GTF3C6	-0.7
UBR2	0.0569
LOC388272	-1.697
MAK	0.889333333333333
ACOT4	3.12775
STC2	-0.391
PIGW	-0.611625
SAE1	-0.927
COL6A1	1.26172727272727
OAZ1	0.6005
STMN4	0.381
EDG3	0.176166666666667
SGCE	0.313333333333333
IL11	-2.29466666666667
PRSS8	3.102
YIPF5	0.91675
WNT4	0.887
CSN2	0.0738333333333333
TCF7	-2.7835
TDO2	-0.1295
SAMD9	0.265125
S100A7A	0.287
MMRN1	4.59833333333333
GKAP1	0.1385
AKR1C3	0.937625
RNF19A	1.27825
GMDS	-1.34875
YKT6	-0.568375
SPARC	2.1754
C12orf31	-0.7435
UBE2V2	-0.380333333333333
FBXL18	-0.297833333333333
KIAA0460	1.247
ADAM22	0.48425
SERPINC1	-4.87425
KCTD21	0.523
MYOHD1	-1.6085
ZNF37A	0.520833333333333
GTF3C1	0.3875
CTSZ	2.285
PRNPIP	-0.57475
DRD1IP	-0.05825
NR1I2	-2.38783333333333
ZNF266	0.5794
SPAG4L	0.049
COX4NB	-1.207
SAPS1	0.718
APOA1	-3.95025
TATDN1	-0.490333333333333
C10orf82	-2.26525
KPNB1	-0.57175
FOXO3	0.934833333333333
CRYBB2	-1.0705
ZBTB5	-0.1565
SLC25A38	-0.66875
DCTN2	-0.126833333333333
IFT20	0.5955
CTHRC1	2.17675
C1orf31	-0.43775
UHRF1	-1.248375
GPC6	-0.098
C10orf54	2.004
MCF2L2	0.0293333333333333
WNT9B	-0.101375
OLA1	-0.956125
FAM120B	0.704
TTLL10	0.135
CYorf15A	-4.77625
RELN	-1.1265
SCN2B	1.46691666666667
MFHAS1	-0.11325
NKX3-2	-1.79033333333333
RASGRF2	0.45
SSBP1	-0.764833333333333
KPNA6	-0.593428571428571
LOC389118	-0.289
HS3ST4	-1.1396
SUPT7L	-0.33525
FLJ32658	-1.136
IGFBPL1	-0.652
KIAA1641	0.1262
SHKBP1	-0.251
CSF1R	4.56725
NAGK	0.70575
MYL2	1.20875
HIST1H4C	0.113666666666667
TOMM7	0.073125
ADAMTSL3	2.8058
TNFSF14	-0.203
PRRT2	-0.51575
VTA1	-0.167125
AOAH	3.00166666666667
CRISPLD2	1.68207142857143
PNN	-0.8415
TA-NFKBH	-0.39775
ESPN	0.873
RBM43	0.1415
KIAA1267	0.658
DDX3X	0.270388888888889
KIAA1576	-3.8955
PLXDC1	4.003
FLJ25801	-4.60125
HNRNPL	-0.452
RUNDC3A	-0.0575
CASP12	1.9565
SH2D5	-1.712375
RPL26L1	-0.284
OR51A7	0.06425
HDC	3.5595
C2orf16	-0.158833333333333
SYTL3	1.972
GOLGA4	0.997625
NOTCH1	0.178333333333333
ATPAF2	-0.26125
ECD	0.19325
SSX5	-0.633833333333333
SNAP91	-0.054
OCA2	-2.707
PNPO	0.0195
DAPK1	0.580333333333333
PINX1	-1.10366666666667
SELENBP1	1.589375
NEK3	-0.2245
TMED4	0.502571428571429
SSTR4	-0.2725
FOSL1	-2.801
CD40LG	0.038
CES1	0.37575
DCI	0.594333333333333
B3GAT3	-0.383333333333333
STK17B	-0.226
CNTN6	0.093
CYP3A4	-1.36983333333333
MBOAT2	2.09021428571429
PISD	0.7795
USP1	-0.68875
PYDC1	0.840833333333333
CENPM	-1.630375
SAR1B	0.2395
TTC7B	-0.069625
DP58	-0.0465
GPC1	0.2995
RBL1	-1.28575
TMEM137	-1.4985
TOB1	1.58975
TCEAL1	0.925833333333333
CENPF	-1.61918181818182
C6	4.94833333333333
PRSS1	-3.69
PPIL6	1.2585
C6orf124	-1.7225
ODZ4	1.56683333333333
SNCB	-0.4545
NDUFB9	0.456125
CNOT6L	1.08183333333333
S100A9	-0.743166666666667
TRIM50	-0.3155
KCTD1	2.0061
WDR63	0.6035
SPEF2	1.924875
RNGTT	-0.532833333333333
CXorf22	0.2345
KCNK16	0.26925
CEP250	-1.180375
ATPBD1B	-0.37025
KCNJ2	3.2275
MT1B	-1.055
ZNF684	-0.0855
SLC4A1	0.0635
PDHA1	-0.94025
ZNF492	-0.168375
TKT	-1.9095
BYSL	-0.75525
RNF38	0.438875
AHDC1	-0.0415
KLHL2	0.55075
CMTM8	1.937
DMP1	-0.0325
HERPUD2	0.2775
CRTAM	2.03016666666667
ZNF572	-0.396
TMEM16J	-0.124
HSD17B2	-3.854
UBE2G1	-0.5205
AHSA2	-1.27275
PELI2	0.2205
TPX2	-1.789625
ATP9B	1.177
DAZAP1	-0.364125
HMGCS2	3.23216666666667
C17orf38	0.37375
B9D1	-1.076625
NKX2-5	-1.66866666666667
KIAA1276	0.99
LILRB2	3.1655
CSTF1	-0.2505
BTN2A1	-0.2885
C15orf48	6.062
IGF2BP3	-4.18775
FAM113B	0.308666666666667
HRG	-0.109125
ZNF131	0.18475
USP47	0.711714285714286
CCDC88B	-1.419625
HCN1	-0.3721
HTN1	-0.324666666666667
SYCP3	-0.01825
C13orf23	-0.9409
PAPOLA	-0.2176875
AATK	-0.7913
MSH3	0.2775
NDUFAB1	-0.80875
ITLN2	0.093
BAK1	-1.0025
MRPL45	0.0805
MTNR1B	-0.073
LOC645843	0.144
SPECC1L	0.20925
PGCP	0.90525
SPN	-0.9665
GPR143	1.4005
ZNF576	0.7375
TMEM39A	0.4512
ATP5D	-0.491833333333333
MAGEB3	-1.5645
RPS5	-0.6095
ANP32E	-0.994428571428571
MTMR1	-0.306
YEATS4	-0.92575
SYNGAP1	-0.167
PCOLCE	0.0573333333333333
MNS1	-0.845
PCYT2	-0.633
ZNF182	-0.86775
LAX1	0.89325
SPPL2B	0.2839
ELOVL5	0.2866
PCDHAC1	0.435
B4GALNT1	-1.45416666666667
BLOC1S2	0.253
ZNF673	-0.626
ARHGAP21	-0.267833333333333
IRX5	3.332375
LRFN5	0.378333333333333
FAM7A1	-0.306
RAB19	0.3335
GINS1	-1.645
ITM2B	1.4254
PAPSS2	1.41608333333333
OR5BF1	0.372
ACSL3	0.19425
KIAA1919	-0.265583333333333
GLT8D2	2.96575
UTRN	1.01142857142857
CNN1	3.392
HISPPD2A	0.0936666666666667
SDAD1	0.46775
SIGLEC9	0.8205
RPL35	-0.847785714285714
C22orf26	0.5035
IMPDH2	-1.020375
WDR69	-0.174
SEC14L5	-0.0475
CLTA	0.3215
RP11-529I10.4	-0.00425
GPR37L1	-0.0688333333333333
OGDH	-0.1695
ASB13	1.56116666666667
ZFP14	0.80975
ZCRB1	0.4505
KPNA3	0.24775
HSPA1L	1.02875
RHOC	1.016875
LOC554175	0.09775
PPP3CA	0.7352
SLC1A7	1.0346
ZNF529	-0.4445
RBED1	1.20825
DDB2	-0.64425
FLJ11286	-0.138833333333333
SPATA1	0.651
MKNK1	0.4565
DYSF	1.55033333333333
ALKBH2	-0.34075
NKD1	-3.05733333333333
C1orf174	-0.622
PLEKHO1	0.847833333333333
ASB10	0.1435
RING1	-0.167666666666667
NPC2	0.568875
AVPR1B	0.3995
YTHDF1	0.37
LMAN1L	0.0925
GSG2	-2.337
CEP170	-0.1972
RPS4Y2	-5.63525
MSH6	-1.049
HECTD2	1.01066666666667
ZNF556	-3.558
PLEKHC1	0.6412
AIRE	-0.05
BCL2L10	0.56025
LMOD3	0.0873333333333333
ZBTB8	0.88
FOXA2	-4.1595
SLCO2A1	3.472125
C3orf46	-0.056
PRDM16	1.5565
TMEM98	2.07875
FRMD5	-2.964
PDE6C	-0.4305
C1orf216	0.0205
EP400	-0.129071428571429
PTK2	0.76025
RNF217	0.81825
NDUFA8	-0.2795
ZFAT1	0.02575
LAMP3	0.137
GLTSCR2	0.645125
NPW	0.8775
LLGL2	-0.3026
PPM1K	0.0113333333333333
C20orf177	0.253
KIR2DL4	0.0282
