Hybridization REF	TCGA-A8-A06U-01A-11R-A00Z-07
MBD1	-1.3036
ITGAL	1.096
WDR73	-0.1195
GKN2	0.337
ARFGAP1	-0.191125
SLC5A8	-0.931
ZBTB40	0.0612
CYP4B1	2.326
LYPLAL1	0.49675
CHST3	-1.27525
MAP3K9	0.426
BTAF1	-0.917833333333333
TFAP2E	0.1465
RBM35B	0.21875
LOC441251	-0.354
ANKRD25	-0.598944444444444
UQCRC2	0.3965
MAEA	0.459666666666667
HYAL1	-3.05388888888889
RNPEPL1	-0.1385
CPSF2	-0.495625
PSD3	-0.3696
ABCA13	-0.157142857142857
AGR2	1.581625
GBX1	-1.8345
HDLBP	0.720071428571429
ACY3	-0.177
HECW1	0.13775
ZNF519	-2.3165
HOPX	2.8785
ZNF304	1.17175
OR12D3	0.1425
FKSG43	0.11475
METTL1	1.266375
MFSD3	-0.2714
PSPH	-0.49075
CLCA3	0.265
DARS2	-1.19666666666667
CDC25A	-2.33483333333333
BAIAP2L1	0.798
B3GNT5	-0.92075
USP29	0.7205
ARHGEF10L	0.3879
ATOX1	0.44125
ADAM30	0.37225
DNASE1	0.9935
STT3A	-0.53775
RAB6IP1	-0.74725
PTN	2.1536
C1orf106	-0.989076923076923
HECA	1.506
RNF122	-0.3365
SLC22A18AS	0.072
GNG8	0.785166666666667
ELP4	0.3195
FAM65A	0.235833333333333
RPL10A	-0.766166666666667
IRS4	-0.005
MACF1	1.0829
SEC24D	0.6405
LOC374395	0.418
TGFB2	-0.35975
MDFIC	-1.023125
CHRNE	0.931166666666667
PCMTD2	0.299666666666667
ATP6V0D1	0.9345
MTA2	-0.71725
LZTR1	-0.555166666666667
RAP1A	-0.4065
AXIN1	0.085875
POLR1C	-0.3035
TRIO	-0.0825
PLXNA4A	-1.11625
C5orf33	-0.4525
DEPDC1B	-1.985375
ZNF473	-0.0621666666666667
MTM1	1.178375
GPR107	0.933333333333333
CSNK1A1L	1.72733333333333
FLJ14154	0.77825
NLRC4	3.6715
ENPP4	2.551
PADI3	-0.8235
RNF170	-0.51325
CG018	0.2105
C16orf7	-0.042
KCNE1	0.224
NRM	-2.04216666666667
SLC37A3	-0.833928571428571
TPD52L2	-0.0841666666666667
UNC5B	2.01
C12orf12	-0.0334
SDHB	-0.15475
CLRN1	0.28
NUDT10	-2.5445
UGT3A1	-0.191
FBXW8	0.2365
RHOF	-0.876625
PTPLAD1	0.04725
MYO3B	5.07425
DERA	-0.5835
TPP2	-1.57475
C19orf53	0.282166666666667
GINS3	-0.96675
ST6GALNAC5	1.9305
CHSY1	-1.22875
MGC15705	0.1955
GPR83	-0.0542
EXT2	0.496
DOLK	0.7145
TUBAL3	-1.074
ACVRL1	1.5012
ABL2	-0.2785
C14orf156	-0.65
PTPRZ1	-3.58757142857143
DIP2C	0.889
LAMP1	0.673125
RXRA	1.0161
MAP3K5	-0.3195
ALKBH1	0.16
PDLIM7	-0.422
ARL14	-1.967
SNIP1	-0.0856666666666667
TIMP3	1.18766666666667
RGS3	0.264666666666667
SPAG16	0.7342
ABHD4	1.51
ARHGEF12	0.06875
GLUD2	-0.306
RAC2	-1.4855
UAP1L1	-0.878
SLC18A3	0.2505
YOD1	-0.656833333333333
RALY	0.53225
HMOX2	1.07575
DGKH	-0.017
DBNDD2	2.0945
YIPF4	1.20125
THAP10	-0.62575
ZNF513	0.6715
HAGHL	-1.08483333333333
ITGB4	0.519833333333333
CCDC141	-0.5315
YTHDF3	0.0445
C5orf28	0.82725
RPL7L1	-0.26175
TMEM30B	0.719642857142857
ANKRD35	0.634
DUOXA2	-0.1915
TBC1D5	0.053625
DFNB59	-2.042
HRH4	0.61225
MYO6	2.4683
DNAJA4	1.793
RBM24	0.848875
CEACAM20	-0.98225
RBM23	-0.0165
NGFB	-0.0525
C1orf63	-0.9068
KRTAP7-1	0.5215
PERLD1	3.0075
NPB	-0.062
C17orf59	0.9592
HSPBAP1	-0.522
SLC15A4	-0.35375
PRTFDC1	-2.09075
OSMR	-0.552285714285714
CYSLTR2	-1.016
C19orf25	0.2408
KIAA1797	-0.3855
NLRP6	1.837
FAM105B	0.6712
SCRN2	-0.766666666666667
LRRC58	0.0540999999999999
RNF17	0.412571428571429
NEIL3	-2.5045
FAM137A	-0.88525
SKP2	-3.1395
PARVA	0.910583333333333
PKLR	-1.255
RNF34	0.4425
A3GALT2	0.313
C12orf50	-0.103
SUNC1	-2.51075
FAM102B	0.125666666666667
CCT2	-0.35425
LRRC37A2	-0.0695
ARF4	0.27
SIKE	-0.491625
C8orf48	-0.997833333333333
MBTPS1	0.0773571428571429
GPSN2	0.0645
NCF2	2.6255
SLC12A6	-1.0685
MRPL48	0.334
HMGN3	0.270666666666667
LRRC62	-0.84475
PAX9	1.15225
FAM55A	1.0415
C20orf42	-2.63816666666667
SCML2	-2.38533333333333
BCL9	0.547
FAM40A	-1.1085
C9orf41	-1.1375
ZNF774	-0.082
LETM1	0.17425
PLXNB1	-1.11883333333333
NIPSNAP1	-0.778625
USP10	-0.566
F9	0.208
LIPE	-1.24675
CNGB3	-0.8585
C12orf52	0.17125
PI4K2A	0.261625
MED8	-0.203125
STAT4	0.7177
FGD4	0.917166666666667
RNF145	-2.0835
WDR32	1.0669
CLDN2	-0.180833333333333
TCEAL8	1.236
ZMYND8	0.2952
PDXK	-0.6655625
GATAD2A	-0.083
PTGES3	0.062
CCM2	0.05025
TAP1	2.455125
ZNF670	0.264
ETS2	-1.29657142857143
C6orf166	0.306
PRMT2	0.460642857142857
OR4B1	0.3915
INTS8	0.0035
CCDC102A	1.274
CCDC83	-1.8408
ITGA1	-0.3658
EPHA5	-2.9256
FAM24B	-0.806833333333333
TSGA10	1.91125
HAL	-2.45766666666667
MYOT	0.18725
SPACA3	-0.187
BCL2L2	-0.216666666666667
CUGBP2	-0.976333333333333
CCNB3	0.2445
RNF113B	0.771
MERTK	-0.15
BAG1	-0.6175
VPS36	-0.411
ORMDL3	1.306
C1orf190	-0.52475
ZNF625	0.10675
CORO2B	-1.77475
ALOX15	0.304
CST1	1.509
NUPR1	2.84916666666667
CCL7	2.00075
SMCR5	-2.405
DSC2	0.901
RBMS2	0.1355
GRIK4	1.024
TRIM65	-0.2473
TMPRSS6	0.991071428571429
TP53INP2	1.009
GLB1L	1.51916666666667
LOC388284	-0.466833333333333
PUS1	-0.427214285714286
BCL9L	0.364
OLFM1	0.839416666666667
RET	1.458125
MASTL	-0.889666666666667
ALX3	0.36875
IL1RL1	-0.179
ZNF765	-0.5423
C14orf138	-0.87025
SNX10	-0.277666666666667
TAC4	0.455
C1orf64	1.455625
POGK	-0.103875
MAPK9	0.2815
ZNF366	2.294
C8orf79	-0.189777777777778
CLDN7	2.72
OR5AT1	0.605
TRIM37	-1.15675
LRRC25	2.1965
GRHL2	2.6063
TEKT3	1.1695
LASS5	0.364166666666667
ABCC4	-2.4935
DLG3	2.45975
VGLL1	0.88175
ZFP36L2	-0.355333333333333
MFRP	0.0811666666666667
KIAA1799	0.254
FLJ44379	0.0035
PCNX	-0.1565
ANXA9	1.772
CYP4V2	1.2559
PIK3C2A	0.2585
SRR	-1.3695
NOL3	0.43275
IFITM2	-0.784
ARNTL2	-1.61375
ZNF595	0.6565
NLRP13	-0.7915
ASPH	-0.52375
CPA2	-0.287
PVRIG	-1.13266666666667
LEPR	-0.929666666666667
C16orf42	1.23466666666667
SH3BGRL	2.57875
FAM77D	-0.943333333333333
FNDC7	0.893
C9orf6	0.283833333333333
NOTCH2NL	1.47716666666667
PGBD1	0.532
SYNGR2	1.1215
PITPNA	0.0753125
PRPF4B	-0.7677
SLC43A3	-1.66442857142857
NRBP1	0.12625
SLC25A22	-0.02925
ILK	-0.172
SLC22A8	0.7705
MRPS7	0.633
PITX2	-2.87975
FABP3	-0.56525
OR1L1	0.552
LOC728215	-0.700625
BLID	-1.329
KIAA1217	2.06452941176471
TFPT	0.436
AP4B1	-0.9995
VBP1	-0.15775
OR1K1	0.3905
MORC3	0.2475
BHMT2	-1.87766666666667
C3orf10	1.37975
FZD7	0.746833333333333
WFDC10A	-0.255
PMS2CL	-0.6835
CCDC32	0.2515
FA2H	-0.828
ALG13	1.2615
TTLL7	0.2397
SPOCK3	0.4815
SLC13A2	0.5495
AIM1	0.7895
GPRC6A	1.4195
EGR2	2.489
MED11	0.247
WWC1	1.88975
SH3GL3	-2.5515
RIF1	0.130357142857143
PRLH	0.1545
VLDLR	-1.8545
DBT	-0.307066666666667
C21orf63	0.766
CGGBP1	-1.034
KRTAP12-2	-0.273
TADA3L	-0.10875
ZBTB16	1.56925
PDGFB	0.45575
RFX1	0.429625
UQCRB	0.0281
LOC133874	1.071
HPS3	-0.82175
LGALS3BP	1.7741
DKFZP564O0823	2.36321428571429
MRFAP1L1	0.555875
HOXA10	-0.238333333333333
NGB	0.1685
KIF21A	0.757615384615384
IFLTD1	0.549
LZTS1	-1.29925
ARHGEF3	1.06675
RHBDL3	2.784
CSNK1G2	-0.0649166666666667
ChGn	-1.6495
KIAA1244	1.98683333333333
GABRB2	-0.1355
MGC72080	0.6845
CD27	3.22625
EGLN1	-1.698
PEX13	0.85875
RWDD3	-0.9025
RNF12	1.06566666666667
GRIN2B	-0.196
ADAMTS14	-0.6165
DYDC2	-0.836166666666667
ATP6AP1	1.8632
NR1H2	0.0645
PDK2	1.02725
C3orf17	1.04683333333333
SLC38A2	-0.514928571428571
SLC25A29	-0.111833333333333
C15orf29	-0.131875
ADAM9	-1.63325
TMUB2	0.8
GPR176	-0.33725
AGK	-0.856375
MCCD1	0.545
NDUFA4	-0.1265
TMEM146	0.39675
DUSP1	0.467125
UNQ6975	0.371
EMX2OS	2.779
INSM2	-0.70525
LUZP4	-1.219
SETD6	-1.4365
P2RY2	4.621
SLC45A2	-1.1135
RABGAP1	0.793833333333333
UBXD5	0.455375
GPRC5A	2.1449
PAK3	0.226333333333333
LOC63920	0.28075
TGFBR1	1.0354
KRTAP6-3	0.185
SFMBT2	-0.498
CDC42	0.4156875
C11orf35	0.201
TTLL2	0.19425
UACA	-0.201916666666667
CD97	-0.7864
SETD5	-0.824875
NINJ2	-1.309
PTER	1.5
POMGNT1	0.13425
KRTAP4-2	0.404
ECGF1	2.985625
HRB	-0.373545454545455
ATP1B2	0.0192
LOC400506	0.51225
COL4A3BP	0.57625
C6orf97	2.636
GRHPR	0.30075
TAS2R1	0.831
SEMA7A	-0.9095
EDF1	0.57725
ODF2L	0.530444444444444
PCID2	-0.976666666666667
GTF2H4	-0.2335
ZCCHC3	-0.531875
CGB2	0.0226666666666667
NEUROD1	0.072
C20orf75	-0.594
RP5-1054A22.3	1.1405
IFNA5	0.407
ZNF134	0.373416666666667
MGC119295	-0.7026
ZSWIM6	-0.299375
SMEK1	0.559666666666667
PCGF2	0.442875
C1orf102	2.65725
CYP2A13	4.275
KCNH6	-0.5583
MDM1	0.5196
ALDH7A1	-0.310166666666667
C9orf75	0.194
VDAC3	-0.418875
OR51T1	0.5465
EIF3F	-0.965916666666666
KCNJ10	0.04575
LENG8	0.2325
EDEM2	0.708583333333333
CCNJL	-1.48033333333333
DHX37	-0.5045
CRYGN	0.458
AATF	0.66775
ZNF630	1.59075
E2F5	-1.3275
WFDC13	-1.07925
FTSJ3	-0.218833333333333
C4orf33	1.814
LHFPL4	-2.53375
C19orf56	0.0720833333333333
SMAD4	-1.008625
AFM	-0.31475
G0S2	-2.784
FCHSD2	-0.0766
RRP1B	-0.3101
EEF1B2	-1.38916666666667
STAT6	-1.6555
ZNF195	-1.30225
GNL1	-0.5345
ZNRF2	0.462
PER3	0.67075
ASB16	0.3605
C10orf10	0.470857142857143
ADCY8	-3.5788
C9orf58	-1.4175
ARMC10	-0.945166666666667
PSG1	-1.7585
DHX34	-0.07025
VARS2	-0.572
NFIC	1.79175
ITPR2	0.8885
AGXT2	0.5188
OR6K3	0.088
H2AFZ	-0.437833333333333
MLLT3	0.326083333333333
COX4I2	1.21975
CCNT2	0.30175
PLK4	-1.417625
NUMBL	0.447
MED16	0.81625
PLEKHQ1	0.64425
GOSR1	0.679222222222222
BTG4	-0.044
RPL30	-0.0951666666666667
IGSF5	1.89575
IGFL2	3.48483333333333
ELMOD2	1.9065
SHC3	-1.456
HAVCR1	-0.474
DYNC2H1	-0.331285714285714
RNF5	-0.385333333333333
C2orf7	0.48575
NLF1	0.8955
KLHL25	0.18675
LRP10	1.0141
KRI1	0.037
PUS7L	0.621166666666667
MGMT	1.126
HOXD1	2.00266666666667
CSH1	0.4095
ATG16L2	-0.5895
FLJ44635	-0.859
CHODL	-0.51175
EXOSC8	-2.48125
SLC28A1	0.0875
MYO7B	-0.856666666666667
SEH1L	-1.0933
MTNR1A	0.0105
TSPAN5	0.5465
CDC45L	-2.76983333333333
AMIGO1	0.878
ATAD3A	-0.988875
OSGIN2	1.09383333333333
PDIK1L	0.178833333333333
DARC	1.389875
PIPSL	0.5995
SHMT1	-0.8245
CRISP3	0.5985
POPDC2	1.44033333333333
ZRANB2	-0.594
FBXL8	0.5495
TRIP13	-2.49490909090909
EIF5AL1	-0.8315
POU5F1P3	-4.65416666666667
IL6	-2.3695
CXorf38	1.57316666666667
IFNA16	0.209
FBXL2	0.7025
BRD1	-0.58375
STATH	0.366333333333333
FBXO44	0.487166666666667
MCCC2	1.148
CDC2	-1.3782
C5orf23	-0.22225
IVD	1.00466666666667
C10orf122	-0.51575
MSL3L1	0.3501
MVP	1.37875
EPOR	-0.4651
ZMYM1	-0.1515
BCL7C	0.0486666666666667
PSTPIP2	-0.0532
LYPD1	-2.096375
OR8G5	-1.3635
ZP3	-0.4415
BCAS4	3.43458333333333
EDG6	2.02025
ISY1	0.00475
PRAMEF2	-1.04925
CUL1	-1.45325
RNF213	1.945
CCRK	0.94375
DHX9	-0.274375
C13orf29	-1.1
NCKAP1	0.233666666666667
MRPL43	1.08664285714286
XPR1	-0.1165
PKN2	0.4416
PODNL1	0.398
ZNF333	0.107125
DALRD3	-0.00325
OPN1SW	0.434
BTBD6	0.5725
C11orf82	-0.7825
OR5P3	0.655
DUSP11	-0.67775
L1CAM	-1.6562
NEK11	2.01383333333333
OR7E91P	1.5575
CNTN3	0.8581
CREB3L2	0.8785
ZBTB37	1.556
KIAA1324L	-0.41775
NDUFB10	0.473666666666667
NUDT2	0.5745
GTPBP8	1.61125
CACNA1D	-0.410125
PRKAA2	-1.70416666666667
PRDM8	-0.1025
MGC16075	-0.201
KRT14	0.729785714285714
PP8961	0.546125
MRPL18	0.08125
ABCG2	-2.4455
PACRG	0.588
BBS2	0.767
KREMEN2	-3.3815
FBXO21	1.076
HNRPUL1	0.205916666666667
GRB10	-0.6005
CLSTN1	0.704125
LMAN2	0.4977
C17orf61	0.333
NIPSNAP3A	0.7985
INSIG2	-1.0435
PCDHB7	1.20283333333333
STXBP2	0.82525
CMAH	-0.271333333333333
SEMA5B	-0.7375
ZNF155	0.117333333333333
COQ6	-0.292166666666667
PRPF4	-0.072
TSPAN15	1.4937
VN1R5	0.373
LATS2	-0.225
SELK	-0.118
PGK2	0.06025
MS4A1	-1.6705
TYW3	-0.5345
KRTAP5-1	0.796
RCCD1	-1.77583333333333
BTN1A1	-0.058
DDX28	-0.236
TMEM65	0.08525
LOC92345	0.388
TTC31	-0.90975
WDR46	-0.597166666666667
CHP2	-1.377
LSP1	0.10875
ZNF542	-1.92825
EXOSC1	-0.343
ARHGAP18	0.678
LRRTM4	-0.771714285714286
MAOB	0.63225
CACNB4	-1.47075
MGC33846	0.36025
RANBP3L	1.199125
ATP5L	0.107125
ONECUT1	-2.748
NUDT9	1.25525
TMEM149	0.2515
STX17	1.45175
IGSF10	-4.88975
TMPRSS9	0.102
BMPR2	1.69575
ALLC	-0.43925
KLF7	1.486
GCC1	-0.402
TIMM9	-0.68325
CDO1	-1.76983333333333
MGC10701	-0.292666666666667
IFI6	3.05533333333333
FRMD8	0.54925
MGAT2	-0.48275
WBP5	0.909
CNIH2	0.32225
KIAA0907	-1.2112
KCNH8	0.048
CTSG	-2.2945
GRIK1	-0.906166666666667
CUL5	0.912625
FRMD1	0.5235
OR9A4	2.0865
SYT6	-1.495875
FOXD4L2	-1.03675
ANAPC2	0.111666666666667
OPN5	1.22
TAF13	-1.051
LYG2	-0.3155
GGNBP1	0.2275
C11orf40	0.7115
OTX2	-1.3095
REG4	-0.0616
EIF5	-0.2414375
PALB2	-0.459
SEPSECS	0.2263
RNASE3	0.30225
TRIM49	-1.0805
POLR2K	1.0441
GPR42	0.2965
C8B	-3.59475
SASS6	-1.931
PREB	0.262333333333333
OR3A3	0.48
TUBA8	1.013375
IGLV2-14	1.19075
STIL	-1.86125
ANKFN1	-0.638333333333333
NME7	-0.101
HOXC12	5.17225
UBE2C	-0.303375
FHOD1	-0.701
CDK2AP1	0.604666666666667
OR6K2	0.25425
DHPS	-0.2155
RPL5	-1.55625
TRGV5	0.571
LOC541472	-0.229625
HCCS	0.1261
DENND1B	1.7865
LHX3	-0.231
OR5D16	0.785
CXorf57	-1.758
IRF2BP1	0.963
NDST2	0.209833333333333
LCE3D	0.144
BOLL	-0.0101428571428571
SYT3	-0.925
PIH1D2	0.4305
C20orf7	-0.0045
IL1R2	0.790666666666667
SLAMF9	-0.2125
PPME1	1.092625
PIK3CA	0.99275
TRAPPC1	0.11475
COLEC10	-1.84075
SLC9A6	-0.375333333333333
PDDC1	-1.11875
CCDC53	0.22125
GK3P	0.14925
DAZL	-0.91675
BRI3	-0.4245
SDK1	-1.346625
CYP2C18	0.0095
IFI44L	3.760875
RPL3L	0.1135
FUT9	-1.25583333333333
KIFC2	0.113833333333333
PMP2	-0.15825
SLC4A9	-0.98
PLAG1	-1.08116666666667
MYCBP2	-0.623666666666667
OR4E2	1.0045
CCDC65	0.935
C16orf82	0.0802857142857143
ENTPD4	-0.359
BRP44L	0.421625
PMP22CD	-0.023
TMCO4	0.714333333333333
KCNN1	-0.7965
WDR35	1.18775
CCDC80	1.505875
C3orf31	-1.54325
SLC7A9	-0.21425
TMEM190	-1.3425
DBC1	-0.962333333333333
FADS3	-0.521166666666667
PDZD8	0.139333333333333
GRM5	0.28575
AZGP1	3.3384
PEX3	0.9235
MED1	1.26785714285714
ATG4C	-1.14033333333333
HNRPH3	-0.973125
FAM109B	2.05925
C4orf17	-0.096
CA10	1.009
OPRD1	0.465
CCL16	-1.29725
SACM1L	-1.4535
CST6	4.19925
CD63	0.823875
LGI1	-2.70525
ZNF784	0.42325
CRYBB1	-0.8345
CX3CL1	0.67935
TOP2A	-1.38125
GYPB	-3.26716666666667
GADD45GIP1	-0.292
FEN1	-0.88825
IGF1R	1.047625
WDR72	0.4705
PURG	-0.8795
DEFB126	0.96325
PKD1L1	-0.171
CAV1	-2.9568
GNPDA2	0.1112
DGAT2	0.13525
NLGN1	-4.395
STRBP	0.99575
HPRT1	0.362166666666667
FANCI	-1.760125
PSMA7	1.144375
DBF4B	-0.551833333333333
TTF1	-0.446
RAD54L	-2.10925
ELOF1	0.201
PLAGL2	-0.40475
ZNF256	0.25675
HMGCL	0.90175
MSI2	0.515666666666667
RPESP	-0.805666666666667
C11orf60	1.2235
ABCD1	0.744
ACAA1	-0.4729
SPARCL1	4.22564285714286
IL6ST	2.9387
ZNF319	-0.34225
TMEM109	-0.0443
FAM90A1	-1.95083333333333
IL22RA1	-1.0715
ATP4B	0.9495
TEC	-1.20066666666667
C7orf30	-0.339
TXNDC2	-0.256666666666667
ABCB4	-0.378
KIAA1191	0.6745
C9orf38	-0.0285
SFTPB	0.778285714285714
CNTNAP2	-2.19158333333333
FRK	1.7885
TBX19	1.04975
CHD4	0.1615
C6orf26	-2.26866666666667
MOSC2	1.68175
IKBKE	-0.182
HIF1A	-0.862333333333333
LOC595101	-0.706
RELA	0.701166666666667
TMEM16B	-1.39933333333333
ABHD12B	-2.85933333333333
TSEN34	0.62375
KIF18A	-3.01725
TXNDC9	0.792333333333333
SPATA2L	0.2585
SEMA4G	-0.3485
C21orf91	-0.850375
MATN1	-1.079
KCNIP4	0.603
TUSC1	0.9235
OR4C15	0.34325
ARMCX6	1.34966666666667
WBSCR27	0.917833333333333
OR52I2	-0.7855
KIAA1604	-0.61225
DYNC1I1	-0.542125
PPP4C	-0.5495
SLC47A2	-2.86466666666667
TREH	0.17525
CD48	1.3175
ST14	1.20466666666667
PKN1	-0.34825
SPON2	1.70125
XBP1	2.71383333333333
SFRS12	-0.8905
EFCAB6	2.65475
SELT	1.22675
SLC39A2	1.5905
ERF	-1.32833333333333
ARL3	0.073625
SURF6	-0.4181
MLLT10	-0.204428571428571
FLJ11171	0.0228333333333333
TDGF1	-4.812
ERCC6	0.15975
EIF2AK4	-0.3125
BAZ1A	0.0226666666666667
LRRN3	-1.13566666666667
TMC3	-0.719
EFTUD1	-0.11925
PTPRO	1.25266666666667
CLEC12A	0.86325
ACBD4	0.43675
ZDHHC14	-0.20125
OTUD7B	1.285875
ACTB	0.34025
MSRA	0.000125000000000014
LCE5A	1.154
IFI35	2.13225
BSCL2	0.8305
ANKRD12	-0.139666666666667
CFHR2	1.09775
RGAG1	-0.194833333333333
HSFY1	-0.594
SLC30A5	-0.24875
IMPG1	-0.0825
GPR109A	0.4195
ZNF185	1.2675
IYD	2.54725
NPCDR1	0.267
SERPINA13	0.5525
HMGCLL1	-1.35825
NEUROG1	0.6125
UBQLN1	1.34525
LIN37	0.304
SOCS2	-3.398625
DSCR4	-1.595125
XKR6	-1.6115
GPR142	0.8945
KRTAP13-3	0.493
CCDC15	-1.018
MOS	0.1695
CD1E	-1.4485
OFCC1	0.0793333333333333
FAM83D	-0.802
SRFBP1	0.36425
C9orf96	0.0845
DHDH	0.971
CCDC90A	-0.0595
RABL3	1.0737
CD320	-1.417
ANGEL2	-0.20675
MRPL21	1.2505
SMG6	0.150833333333333
INSR	1.5315
FLJ14816	-1.198
GLRB	-1.08066666666667
C9orf89	1.56675
CIZ1	-0.54275
URG4	-0.332833333333333
LRDD	-1.9505
CBY1	0.5625
NFX1	0.292
MTERFD2	-0.202357142857143
C19orf23	0.4865
PGC	-2.59625
IER3IP1	-1.5588
RASAL2	1.42616666666667
C1orf89	0.457
SYNJ1	-0.394625
NFKBIE	0.26575
FLJ40125	-1.3705
TCEB2	-0.1542
NOG	-1.9995
POLR2J2	-0.9765
HLA-B	3.89675
PCDHA1	2.7375
PPP2R2B	-1.468
ARHGEF17	0.734
TCF7L2	0.573928571428571
CHD5	-0.288666666666667
ZNF431	-0.6215
TBC1D25	0.00625
ZNF800	-0.6215
SCUBE2	1.297
MYCBP	-0.207666666666667
GPX5	0.2025
C6orf129	1.34783333333333
QSER1	0.445166666666667
ULK2	0.13425
PIGO	1.0025
NRCAM	-1.51364285714286
SLC35E3	0.8225
CSRP2	-2.34575
HYPE	1.7635
MAPK15	-0.0235
MGC14327	0.25225
TIMM13	-0.152333333333333
ZNF462	-0.1505
GBA3	1.015
TEX13A	0.76
MCM6	-0.691333333333333
MTRF1	-1.59975
ABCA7	-0.03875
EIF4A2	-1.951
ZC3H10	1.3659
RPGR	0.0503333333333333
C20orf94	1.72925
RP1L1	-0.0515
GPR125	-0.286142857142857
USP22	-0.0494999999999999
OR1L4	0.29225
MLZE	1.1375
FLJ32065	0.7235
PTCD1	-0.724
CRTAC1	0.2775
BXDC2	-1.026
C18orf1	0.527666666666667
FAM107A	0.550142857142857
EFNA3	-0.387
P18SRP	-0.597
CAMKK2	1.14975
KIAA0649	-0.4395
NES	-1.916
HS6ST3	-2.58
PON2	-0.45625
TCP11L2	1.00775
CLEC4A	1.924
PRR12	0.4855
MLXIPL	-1.4103
C2orf50	1.2135
ZNF28	0.727
ENC1	0.626
MAP2K1	-0.442875
FKSG2	-0.318
KIAA0430	1.17675
PTP4A1	-1.33005555555556
GPR156	0.992
GTF3C6	-0.27925
UBR2	0.2065
LOC388272	-1.1045
MAK	-0.0623333333333333
ACOT4	3.00375
STC2	-1.12091666666667
PIGW	-0.1355
SAE1	-0.46025
COL6A1	0.119363636363636
OAZ1	0.418333333333333
STMN4	0.480666666666667
EDG3	0.00866666666666665
SGCE	-1.09666666666667
IL11	-2.7015
PRSS8	2.6265
YIPF5	0.656416666666667
WNT4	2.971375
CSN2	-0.272166666666667
TCF7	-2.497125
TDO2	3.753
SAMD9	0.0810625
S100A7A	-0.042
MMRN1	1.46
GKAP1	0.3625
AKR1C3	-0.205
RNF19A	2.214875
GMDS	-0.56225
YKT6	0.20125
SPARC	0.7902
C12orf31	0.70475
UBE2V2	-1.26416666666667
FBXL18	-0.633833333333333
KIAA0460	0.61475
ADAM22	-0.0204285714285714
SERPINC1	-4.3515
KCTD21	0.92375
MYOHD1	-0.9595
ZNF37A	-0.0288333333333333
GTF3C1	0.756166666666667
CTSZ	2.295
PRNPIP	-0.33225
DRD1IP	0.29975
NR1I2	-3.40766666666667
ZNF266	-0.2336
SPAG4L	-0.31
COX4NB	-0.34575
SAPS1	0.822
APOA1	-3.633625
TATDN1	-0.1665
C10orf82	0.08975
KPNB1	0.14525
FOXO3	1.1935
CRYBB2	-1.1285
ZBTB5	-0.558333333333333
SLC25A38	-0.40525
DCTN2	0.3695
IFT20	0.40975
CTHRC1	2.076
C1orf31	-0.975375
UHRF1	-1.143375
GPC6	-0.47925
C10orf54	1.1765
MCF2L2	0.411
WNT9B	-0.158125
OLA1	-0.574125
FAM120B	0.7235
TTLL10	-0.2985
CYorf15A	-4.4255
RELN	-1.7871
SCN2B	0.104666666666667
MFHAS1	-0.07275
NKX3-2	-0.799333333333333
RASGRF2	-0.81
SSBP1	-1.57683333333333
KPNA6	0.0175
LOC389118	0.1955
HS3ST4	-1.1846
SUPT7L	-0.3575
FLJ32658	-0.74775
IGFBPL1	0.18975
KIAA1641	0.3397
SHKBP1	0.6245
CSF1R	4.139
NAGK	1.28675
MYL2	0.5345
HIST1H4C	-0.924666666666667
TOMM7	-0.388625
ADAMTSL3	4.0082
TNFSF14	-0.18875
PRRT2	-0.325
VTA1	-0.0235
AOAH	3.34633333333333
CRISPLD2	0.972857142857143
PNN	-0.8561
TA-NFKBH	-0.22675
ESPN	-0.13575
RBM43	0.9585
KIAA1267	0.3245
DDX3X	0.357888888888889
KIAA1576	-3.98
PLXDC1	3.553
FLJ25801	-4.21225
HNRNPL	-0.3395
RUNDC3A	0.262833333333333
CASP12	0.2515
SH2D5	-1.110875
RPL26L1	1.385
OR51A7	0.42275
HDC	0.949
C2orf16	-0.207
SYTL3	2.158875
GOLGA4	-0.2298125
NOTCH1	-0.901333333333333
ATPAF2	0.67525
ECD	-0.3985
SSX5	0.673833333333333
SNAP91	-0.1185
OCA2	-5.053
PNPO	1.07633333333333
DAPK1	-0.397833333333333
PINX1	-0.355
SELENBP1	1.69
NEK3	-1.471
TMED4	-0.0316428571428572
SSTR4	-0.475
FOSL1	-2.3713
CD40LG	0.304
CES1	-2.06409090909091
DCI	0.478333333333333
B3GAT3	0.644666666666667
STK17B	-0.3345
CNTN6	-0.38825
CYP3A4	-0.747666666666666
MBOAT2	1.41814285714286
PISD	0.107125
USP1	-0.9555
PYDC1	0.8275
CENPM	-0.690375
SAR1B	1.6565
TTC7B	-1.166875
DP58	0.015
GPC1	0.617
RBL1	-1.04525
TMEM137	-1.18583333333333
TOB1	1.0655
TCEAL1	2.65066666666667
CENPF	-1.99054545454545
C6	0.21875
PRSS1	-1.83875
PPIL6	1.18183333333333
C6orf124	-0.71
ODZ4	0.643833333333333
SNCB	0.5475
NDUFB9	0.752375
CNOT6L	0.317833333333333
S100A9	0.893833333333333
TRIM50	0.1695
KCTD1	1.1505
WDR63	-0.27175
SPEF2	2.7505
RNGTT	-0.2915
CXorf22	0.6745
KCNK16	0.21425
CEP250	-0.2425
ATPBD1B	0.00125
KCNJ2	2.97375
MT1B	0.477
