Hybridization REF	TCGA-AN-A0FG-01A-11R-A00Z-07
C21orf89	0.78225
C19orf43	-0.068
KLK8	1.512
CCNE1	-1.828125
PKDREJ	-0.279833333333333
SSU72	-0.14575
C17orf73	0.3305
GPR78	1.9535
WHSC1L1	2.1328
GSTA2	0.4395
SMUG1	0.913166666666667
UFM1	1.1108
AP3M2	1.13641666666667
USP14	-0.12475
FBXL14	-0.0106666666666667
DSTN	-0.03625
SFRS14	-0.7825
FBXO31	-0.8485
C12orf40	-0.237
FRS2	0.71975
NR2E3	0.062
TUBB2C	-0.68225
GMPR	0.206333333333333
C9orf139	0.0615
ING5	-1.02014285714286
LOC730092	-0.751333333333333
ORM1	-4.2955
RP11-11C5.2	-1.58125
HSPD1	-0.3831
PIWIL3	0.1465
C5orf13	-0.5549
OR5R1	-0.069
LCOR	-0.148875
PLEKHA9	0.5515
CCDC43	0.67925
ZNF232	-0.9305
SLC6A7	0.06
ADH5	-1.02125
SHBG	-1.0235
CROCCL2	-0.62525
PANX3	0.19
CDIPT	-0.816
SLC16A5	-1.1115
TUBB	-0.8486875
TOR3A	0.3533
PREP	-0.280333333333333
ENTPD8	1.096
CHMP1B	-0.15475
SYT12	0.4635
MYH6	-1.5039
MAP3K13	0.434833333333333
KLHL30	0.582166666666667
LCMT1	1.091875
EIF1AX	-0.241833333333333
FOXD4L1	0.739
SLC24A5	-1.284
RNF166	-0.7325
TJAP1	-0.15725
TMEM156	0.793833333333333
ZNF239	1.07725
SNX19	0.3716
GKN1	0.21475
FCN1	2.0784
C1QL1	-1.51275
ATP11C	0.068125
ZNF35	-0.305
CARD8	0.92125
LIMD1	-0.521666666666667
KIAA0286	-0.223875
XRN2	-1.32633333333333
CD6	1.472
TOX3	0.971
ZSCAN4	-0.813166666666667
RSRC1	0.115125
COG1	1.10725
PTRF	0.6906
C16orf35	0.116375
FBXO24	0.112
CHST11	0.55125
THRB	0.112
MYBPC1	0.47225
RNF39	0.2065
PSMD11	0.877
ALAD	-0.243833333333333
EN1	0.5465
SLC9A9	1.084
GSTM4	-0.9944
CDC42BPA	0.636421052631579
RCSD1	0.4145
LUC7L2	-0.7052
SPTBN1	0.2704
LOC146167	0.404
BAT5	0.2714
ZNF452	-1.78428571428571
LSM4	-1.223375
SRP72	0.1039
SGK269	-0.0705
MTX1	0.3085
CENTA1	-0.527
UNQ9433	-0.656
ATR	-0.314083333333333
DDX49	0.344166666666667
PAQR8	-0.665666666666667
C14orf174	0.15
GBGT1	-0.196
THAP1	1.394
OR10K1	1.91
RASIP1	-0.8995
DPYD	0.0784999999999999
DOHH	0.45375
C18orf45	2.2365
POF1B	2.4875
ZNF552	2.7235
USP32	-0.039625
MED27	-1.045
C14orf149	-0.878333333333333
PRDX4	-1.44266666666667
ABHD12	-0.0797
AGT	-3.742
SLC22A14	-0.29775
C1orf58	0.9605
PILRA	-0.81
ABCF2	-1.24525
C17orf85	0.0071
TKTL1	-0.72075
FGF1	1.7548
IL6R	0.5585
VPS25	0.38975
CHRNB2	-0.783375
COL7A1	-0.9922
LRRC48	1.78433333333333
SPG20	-0.539416666666667
COX10	-0.98125
GCA	0.77025
ECEL1	0.610333333333333
GLG1	-0.173166666666667
SRD5A2L2	0.8465
MUTYH	-0.866125
ZNF70	0.09925
L2HGDH	-2.17425
GPATCH2	0.7675
ZNF655	-0.424875
ZNF227	-0.219166666666667
MCOLN2	1.3955
NQO2	-0.9825
KCNQ5	0.201
NEU1	1.211
QRICH1	0.16275
ZBTB20	0.280333333333333
RPUSD3	-1.606
EPGN	-0.797
TSN	0.398333333333333
SPRY2	-1.78
LZTFL1	0.084125
GMFB	-0.674875
PBEF1	-1.0265
HBG2	-4.01975
TMEM8	0.506
PALM2-AKAP2	2.00233333333333
NFYA	0.221
FAM108A1	1.244125
PBLD	1.366
NRG4	-2.70475
PIGF	-0.7485
PTGER1	0.0905
NOS2A	0.442166666666667
C21orf34	-0.419166666666667
C21orf51	-0.76975
IL17C	1.73
TRMT6	-0.731166666666667
ETV2	-0.260666666666667
CCDC109A	-0.0655
MYLK2	-1.228
ATP10A	0.8191
DPH4	0.27675
C5orf5	-0.368166666666667
KCNA4	-0.0102
NMNAT2	-1.38216666666667
GLYATL2	0.467
LSMD1	0.157625
IL23R	-1.30233333333333
NRF1	-0.869
MUC15	-2.1155
PRDM12	-1.812
PAQR4	-0.076
RBBP6	-1.412125
IFI27	4.701
SKAP2	0.81
TAGAP	2.367625
TJP3	1.6835
C9orf61	-0.47125
IDS	-0.200142857142857
PARG	-0.32025
LOC131149	0.1845
DYRK4	0.447666666666667
MICALL1	-1.23525
GALR2	-0.3525
GPBP1L1	0.219
TBX21	5.44875
KCNJ6	-0.0923333333333333
GGN	0.12575
CASP5	0.944333333333333
RNF182	-5.65425
BRD4	1.469
DOK4	-0.385625
SLC46A2	-0.0980000000000001
SOX9	2.40166666666667
ZNRD1	-0.7105
PRR6	-3.0395
FAU	0.44025
DTNB	0.0561666666666667
CARD9	0.61225
STS-1	-0.532
SLC4A5	0.390625
NSBP1	-1.22
UGCGL2	-0.666666666666667
POTE15	1.035
NOXA1	0.296
RP13-347D8.3	1.00525
SAMD10	-0.536666666666667
EP400NL	-0.9125
TCF21	0.00650000000000001
AMELX	-0.879
JPH2	1.0405
SLA	2.2615
DLST	-2.34383333333333
SEPT12	1.56725
RGS20	-3.61825
LXN	0.457333333333333
ZNF419	-0.7055
UPK3B	0.0328333333333333
RELL1	1.89
ESPNL	-0.1005
KLHL21	-0.052125
PI15	4.8395
C2orf61	-0.027
LOC407835	-0.684666666666667
RER1	-0.259166666666667
ELAVL2	1.54
MGC26718	-0.354
KLF2	2.444
TNFAIP8L3	0.51925
TFE3	0.328
C11orf17	-0.15975
15E1.2	-1.641
SNRPC	-0.8985
DLGAP1	0.27725
PGLYRP1	0.64825
OVCH2	0.3695
IRF7	1.9369
SET	-0.597
NAB2	-0.2965
LRP5L	-0.55575
FAM120A	1.030375
ASCL2	2.09066666666667
SHH	-0.2415
ATP5H	1.02966666666667
THPO	-0.3135
TYRP1	-3.73216666666667
HIST1H3E	0.776666666666667
EIF2S1	-0.516333333333333
TNFRSF17	1.6215
TARSL2	0.42475
NKX2-8	0.84375
C1orf115	2.20125
LOC56964	0.64
KIAA0841	-0.02125
ISCU	0.035
TTMA	0.0615
ZNF414	-0.1255
LOC441150	0.94125
RAB15	0.991
HBP1	-0.293333333333333
TNNT2	-0.0373333333333333
CECR5	-0.923
PHGDH	-2.3775
JRK	0.1755
XPO4	-1.116875
FAM131C	0.799
ARHGAP25	1.6765
CA9	-3.29666666666667
GPR62	0.5715
TLX1	0.102166666666667
GPS1	0.31225
OR2M2	0.23
BDP1	0.849071428571429
FAM70B	1.1025
RPS29	-0.502333333333333
MKLN1	-0.849
TSPAN19	-2.7845
SLC29A3	0.8368
LGALS4	0.0926666666666667
USH2A	0.2885
NF1	0.299166666666667
APOBEC3A	3.08866666666667
IMPAD1	1.02016666666667
OLR1	2.55316666666667
NRAP	-1.0295
HCFC1R1	1.2805
TAOK2	1.27733333333333
MCM10	-1.642
MAP4K3	-0.276083333333333
CBS	-1.5275
CLK3	-0.9117
PCDHGA5	0.175
ELF4	0.56075
FAM71A	0.258
C11orf49	-0.22225
CLIP2	-1.02875
BTBD9	0.861
ZNF524	1.63775
KDELR1	0.65
ZNF509	-0.0715
NCSTN	1.683
ZNF533	-0.246428571428571
PARP4	-0.144
GALNT9	0.309166666666667
NPY	-2.42425
BEGAIN	-1.77466666666667
TMEM77	-0.220833333333333
FOXRED1	-2.11033333333333
SLC16A2	0.862833333333333
SLC35B1	0.132
GK5	-0.506166666666667
SDCCAG10	-0.33775
C4orf20	-0.02025
SLC9A2	0.2355
ADD1	0.461857142857143
TAL2	-0.922
ACLY	0.9295
DNAJC1	1.5205
SOST	-0.554
USP43	0.444333333333333
CYP4F12	-1.56975
FKBP5	0.830375
CHCHD5	0.3308
NUDT22	-0.08875
CCDC85B	-0.35825
OR51G2	1.2875
STRN3	0.449
TMOD2	0.00199999999999999
FLI1	1.1435
MAB21L2	-1.45233333333333
DGKQ	0.69775
VPRBP	-0.2085
SCNN1B	0.3345
ECHDC3	0.9143
TMEM106C	1.865
CSNK2A2	-0.835
RPL39	-0.6083
HERC3	-0.0222
ZBTB47	0.180666666666667
ZNF681	-0.8285
PAGE2	-2.61875
CLIC5	2.82785714285714
RABAC1	1.4865
ZFHX2	1.198
YPEL1	-0.389166666666667
KIAA0776	0.4265
NR1D2	0.06525
DNAJC4	0.51125
NPNT	3.7666
ZNF677	0.8655
ZNF536	-0.319666666666667
MEF2B	0.538833333333333
PTPN4	-0.2465
CTCFL	-5.182
STX5	0.311166666666667
CD72	1.96625
VEGFA	-0.562157894736842
XRCC1	-0.2337
MAS1L	0.542333333333333
ELL	0.8754
SETBP1	0.181
CDH11	3.57333333333333
NDC80	-0.767692307692308
DMBX1	-1.163
NRSN1	0.1165
BAT2D1	0.89475
CDS2	0.811
C1orf212	-0.766666666666667
SENP3	-1.062625
IL1F9	-0.7565
EEF2K	0.040875
COG8	-0.40575
CEP72	-1.9965
OR1L8	-0.657
MUS81	-0.751916666666667
PHYH	1.41
GGT6	1.41983333333333
C22orf23	-0.56675
C13orf33	2.541875
MAPK8IP2	1.416
NELL2	3.68475
POU3F2	-2.08333333333333
ALPK1	1.642125
MRPS18C	-0.50175
RPLP2	-0.566875
FGF22	0.7305
SPNS1	-0.271
ZFP1	-0.84375
IL1RAPL1	-0.90375
PCSK9	-2.64483333333333
NKX2-1	0.256285714285714
C6orf189	2.21975
SP4	-0.2755
SLC11A1	0.7791
C21orf25	-0.513833333333333
ICAM2	1.35425
SH3GL1	-0.139166666666667
GSK3B	0.424666666666667
RALB	1.53025
PDXP	-1.205
GNGT1	-2.47157142857143
KIR2DL1	1.49
TNFAIP3	1.15166666666667
C6orf32	1.5074
CBLN2	5.575
PANK3	0.944375
TAAR9	0.112
WDR82	-0.00849999999999996
APOM	-3.993875
TRIP10	-0.345
SPATA16	-0.0178333333333333
C1orf135	-0.99025
USP51	0.69775
TESK1	0.8825
C11orf64	0.0155
ZNF611	-0.2365
PDE6G	0.258833333333333
HLA-DQA1	1.48525
GCLC	-0.137
SEC61A1	0.215285714285714
TWSG1	-0.229666666666667
ZMYND10	2.28575
CTDP1	-0.387625
ADAMTS6	0.064
SLIT1	-1.637
KRT86	-0.5495
KIAA0574	-0.67725
GTPBP2	-0.5722
PQLC3	0.782
PRRX2	1.07716666666667
C15orf44	-0.147333333333333
MKKS	-0.660875
C11orf10	-0.21175
GPR110	0.9035
CD109	-0.348
ADCY1	0.200666666666667
RHBG	-1.10125
TP53I3	-0.40425
SLC22A3	-0.4282
UCP2	-0.469
FOXG1	-3.131
OR2AG1	0.1245
TRIM24	-0.0735
PROC	-2.671
TAAR6	-0.0846666666666667
AMTN	-0.809
C10orf47	-1.46366666666667
DEPDC1	-1.52675
FLJ45557	0.6045
ZDHHC17	-0.142875
KIAA1429	1.5745
KCNH1	0.835
VNN3	0.06775
PSMAL	1.264
PPARD	0.565375
HFM1	-1.97425
YBX1	-1.56633333333333
ZNF695	-1.5965
SCTR	0.102666666666667
DCDC1	0.515
VPS26B	-0.5308
MTF2	-0.626166666666667
ATP6V1F	0.20725
CCDC94	-0.00549999999999999
PERF15	1.0385
CCL11	3.17166666666667
LMO7	-0.49125
DCST1	1.2775
ADRBK1	0.3065
CDRT4	-0.573125
ZNF84	-1.034
HOXD8	2.316
STARD8	-0.0256666666666667
FOXP2	-0.472375
CCDC103	-0.404333333333333
POLR3A	-0.6193
GSC	-0.0648333333333333
ZNF114	-2.65966666666667
HTR7P	0.537
LALBA	-1.3495
RMND5A	-0.711333333333333
PSCD2	-0.508
ZNF409	0.652
KRTAP1-3	0.568833333333333
MAF1	-0.54125
LOC201725	-0.8635
NRN1	-2.135
SPAG5	-0.640833333333333
DNAH7	0.876833333333333
FLJ43860	-0.3065
BRCA2	0.49875
ACADM	-1.278625
CXXC6	-3.489
RAGE	-1.149375
CHMP2A	0.88175
FAM8A1	-0.4181
GPR21	1.2155
SLC12A3	-2.25433333333333
FVT1	0.599142857142857
ZDHHC7	-0.72725
FLJ44048	0.65975
SLC44A3	1.221
SDSL	0.8195
MMP8	-0.331
PLA2G12B	-3.03
ACY1	-1.363
MT1E	0.0555
OR4K15	0.3975
TECTB	0.0805
GPR20	0.822625
IRAK2	0.33875
RFPL3	0.408
MYO9A	0.1425
NARG1L	-0.721583333333333
BLMH	-0.35575
CCDC3	3.05066666666667
C9orf21	-0.209166666666667
KIAA0513	0.935333333333333
MIER2	0.7765
PNMA2	-1.40158333333333
SH3BP2	1.0496
ANXA10	-2.45533333333333
RTN2	0.117166666666667
TFB1M	-1.696
PRPH2	3.9055
C14orf133	-0.056
GOLGB1	0.20925
IRX4	1.634625
NFKBIL1	-0.161166666666667
C10orf62	-0.555
APBB3	-0.273
RPS10	-0.5292
LOC728378	-0.03225
TLE3	0.900722222222222
PSMB7	-1.017875
MESDC1	1.571
SLC6A1	0.529833333333333
OCLN	1.45858333333333
PTTG3	-0.749833333333333
NAGLU	0.63275
SERTAD4	1.42225
SPRY1	1.25025
FLJ10781	-0.4295
MYSM1	-0.67275
TRIM4	0.184857142857143
SH3YL1	0.12
TREM2	4.0315
SERPINI1	0.73825
HDHD3	-0.449125
TMEM38A	0.651125
EID2B	-0.63475
TDRD3	-0.2385
SEDLP	-0.2665
THSD7A	2.16266666666667
NDST3	-0.8805
KLHL15	-0.915916666666667
DHRS12	0.9515
FBXO9	-0.783571428571429
TNPO1	-0.66375
MRPL13	0.4975
SNX5	-2.29966666666667
METTL6	-0.91925
SOD1	0.221625
CHML	-1.53033333333333
PACS1	1.169125
SIRT5	-0.9326
CAPN2	-1.2285
FXYD5	-0.227666666666667
TWISTNB	0.318625
LRFN1	1.1795
UBE1L	1.473875
UBE1C	-0.211
OR51B2	-0.53175
OR4D11	-0.31
C15orf2	-0.2795
NR4A1	0.2645
LOC339047	-2.21675
TRIM17	-0.310875
ATP5G3	-0.920071428571429
RPL15	-0.936083333333333
ADAMTS8	-0.677
HOXC4	0.6905
C14orf37	1.443
CEACAM5	2.69775
MYT1L	-0.357166666666667
RASA2	0.3325
OSBPL7	-0.634
STAG1	-0.5955
GIMAP4	5.04583333333333
FUT3	1.40716666666667
PIF1	-1.880375
LPIN2	0.5072
SH3PX3	0.627
PDP2	0.16875
PAPD1	0.034
ERP27	1.77275
APOOL	0.4973
DIABLO	-0.08025
TRHR	0.347571428571429
ARMC9	0.479875
RNF152	3.16
SLITRK3	0.7912
ZNF211	-0.0045
PFDN1	0.965625
RGS11	0.303125
HS6ST1	1.0205
AKR1D1	-1.01
TNP2	-0.175666666666667
STK31	0.637166666666667
EML4	-0.269583333333333
SGTA	-0.296
HIST1H2BI	-0.253666666666667
PSMD6	-1.78866666666667
KIAA1257	3.5725
C18orf55	-0.888
FLJ20273	2.66375
RPL28	-0.765166666666667
EPYC	1.880875
NOX3	-0.0005
ELAC1	-0.523
METT11D1	-1.02275
BIN2	1.09483333333333
NACA2	-0.5155
CCDC17	-0.7195
HM13	-0.5016
UBOX5	-0.466714285714286
UBE2O	0.447375
UBL5	0.0945
APOLD1	1.21
C9orf31	0.51525
TNFSF8	0.135
ARHGAP29	0.6855
PROKR2	0.1465
PDE5A	4.10883333333333
C6orf12	0.0935
TOM1L1	0.186
WHDC1	0.435375
FOXI1	0.157
RAB4A	0.3224
TMEM39B	-0.639
ATPBD1C	-1.5755
FARSA	-0.894333333333333
PLEKHG5	1.0405
CMAS	-1.2135
OR7E24	0.1405
SLC30A1	-0.2895
CDC42EP5	1.59616666666667
PLAC1	1.0645
KLHL18	-0.274916666666667
LBA1	0.9607
TAZ	-0.737
CRIP2	1.66975
BTBD11	-0.989833333333333
C16orf72	0.53525
DIO2	1.5192
LRRCC1	1.98416666666667
CCDC136	-2.528
PRX	0.509875
RBM5	-1.0787
TMEM85	-0.422125
TUBGCP4	-1.86316666666667
APLN	1.53
CDK7	-0.361
SSR2	0.512083333333333
CRELD1	-1.377
C19orf46	2.79375
GAL3ST4	0.0633333333333333
KBTBD10	-0.74925
IL28A	1.87025
WDR27	-0.4695
MCM2	-1.2285
SOX14	0.677
FLJ39743	0.7105
KIAA0922	-0.29225
HIPK4	0.2685
FLJ25758	1.797
C16orf57	-0.7775
PDZD2	0.08425
MCC	0.5595
HHLA3	-0.7343
ID2	1.40625
C20orf23	2.48616666666667
ZNF688	1.71575
APOC2	-1.13633333333333
LOC440093	1.04
FAM50B	1.344
PWP1	-0.8205
DNAH10	0.3525
HIST1H2BA	1.54125
GPR56	1.70033333333333
METAP2	-1.082125
PAN3	0.254166666666667
STXBP4	1.475
PDHX	1.033
MTA1	0.266166666666667
ZBED4	0.1925
ZNF720	0.3125
CDK2	-0.40775
RHOJ	0.725125
CDC37	-1.0465
ZER1	-0.101
GRK4	-0.452
PRPH	-0.3805
POLR2A	0.47475
OGFOD1	-1.18875
NOL5A	-1.76775
PHEX	-0.82
FLJ16478	0.14025
C20orf117	-0.861285714285714
CAMTA2	0.32175
C11orf74	0.669333333333333
DDX17	0.278583333333333
C5orf27	0.286
PLEKHA2	-1.0425
PDE4DIP	-0.2033
SCN7A	1.123
ZNF559	-0.619
CXCL10	4.53475
ZMYM4	0.661666666666667
STK32B	1.36313333333333
KIAA0888	-1.93122222222222
TACR3	0.2525
CKAP2L	-2.08525
KIF1A	-0.9065
RSPRY1	0.2545
VCAN	1.653
CYP27C1	0.3655
SYDE1	-0.994666666666667
MED12L	-1.28825
ZDHHC21	0.251375
NHS	0.207
TM9SF3	1.45116666666667
DDHD1	0.29975
MAFG	-0.151583333333333
BICD2	-0.5082
C14orf119	-0.514833333333333
C14orf43	0.862928571428571
CDH7	0.1765
ALKBH5	-0.492714285714286
JUP	2.132875
TMEM41A	-0.242833333333333
MAMDC4	-1.26783333333333
CBX3	-0.752375
LRRC18	0.06975
RBMXL2	1.709
PLA2G4D	0.5845
FGF13	0.443875
KIF3A	1.4095
PDIA6	-1.06825
DCXR	0.891
CASKIN2	0.645416666666667
EHD1	1.54983333333333
MARCKSL1	0.696666666666667
ZNF496	-0.0271666666666667
SCAF1	0.198333333333333
KCTD8	-0.11725
TRAF3IP3	1.88928571428571
LSR	2.141
CXorf1	0.1
C14orf112	0.625166666666667
EIF2B1	-0.8255
OMP	-0.1355
GSTZ1	0.089
LOC92017	1.01725
ISLR2	1.4925
C12orf36	0.812
GATA2	-0.634166666666667
GABRA5	-1.966
CELSR2	-0.968142857142857
STAM2	0.5387
TNAP	-0.2635
PTPMT1	-1.05683333333333
GRP	7.002
SV2A	-1.49533333333333
MAGEA12	-4.0285
CACNG1	2.296
C18orf19	-0.113
GSG1	-0.0538333333333334
PTPRJ	0.0760000000000001
FRMPD1	-0.393
ZNF668	0.758
PLEKHJ1	-1.09925
ADAT1	-1.7996
TMEM50A	0.2855
UCN3	0.629
HOOK1	2.270875
IL17B	1.86
MLKL	-0.168333333333333
TTC14	0.09
KLHL5	-0.208875
CRYL1	-0.0685
FOXH1	0.463
NFYB	-0.09175
PPM1G	-0.98825
GOLGA2LY1	-0.54275
NMT1	0.604375
HADHA	-0.6389
CHSY-2	1.7605
PLEKHF1	1.24335714285714
SAGE1	-1.157
MUSTN1	0.922
SUHW4	0.85425
TFEB	2.08916666666667
ZFYVE27	0.43375
ATG12	0.00099999999999999
BMI1	0.0292857142857143
ZIM3	-0.317666666666667
MYH4	-0.556
MASP1	-0.6205
KIAA0984	-0.7135
RPAP2	-0.65075
ASB5	0.088
BOLA3	-0.845833333333333
MIA3	0.754
KRT35	2.021
KIR3DL3	-0.8335
MRPL51	-1.23875
SEMA3F	0.544
NDUFB2	-0.134833333333333
LOC253012	2.27375
FAM46C	0.3948
G6PC	-1.77
CSAG3A	-3.86483333333333
PREX1	1.4945
SLC25A45	0.54975
MAPKBP1	0.4861
CPE	0.347
GNB1	-0.7875
CXCR6	1.1295
TRIM46	0.07175
C16orf3	0.535166666666667
HPSE	0.67975
TIGD3	1.262
SPG3A	2.0765
LCAT	-1.52133333333333
ST6GAL1	-1.16188888888889
POMC	0.49825
FLJ36031	-0.268666666666667
NSMAF	-0.522166666666667
SKIL	0.783
ADSS	0.2495
HMGCS1	-1.0007
POLR3F	-0.361833333333333
RAB10	0.062875
ZNF277P	-1.526
ZBTB7B	0.3865
DHRS1	0.717875
ABCC13	0.76325
CNOT3	0.174
NFKBIA	1.7085
GAK	0.346666666666667
SFT2D2	1.08
HOXA6	0.276
CRTC1	0.641375
LY6D	1.70766666666667
C20orf72	-0.872
CPT1A	1.159
LMO1	-2.459
EIF3I	-0.33025
PRB4	0.348
MCM3APAS	-1.509
C20orf132	-0.4176
FOXF2	-1.65125
S100A12	0.83475
MLH1	-1.34866666666667
ACTN1	1.6846
MRPL36	-0.566666666666667
C20orf106	0.2165
FBXO6	1.43133333333333
MKS1	0.014
CX3CR1	-2.705
PDE1B	1.031
PLP1	-2.97875
KISS1	0.5225
C14orf2	-0.118833333333333
TBC1D3P2	-0.6195
COMMD6	0.2627
ANKRD7	-0.233
PTCHD1	-2.12171428571429
NARS2	-1.11125
DOCK7	-0.824375
FAM127B	0.0175
LOC390243	0.0735
N6AMT2	-0.3375
ZNF391	-0.5915
DNAJB14	0.893833333333333
WRB	-0.047875
BPI	-0.15275
TTC4	-1.16233333333333
FAM10A5	-0.17225
GOT1L1	0.1905
MAGED1	-0.35125
RESP18	-0.3195
WFDC6	0.4165
MT2A	-0.6015
C11orf56	-0.284
KIAA1432	-0.119
ROR1	-0.753875
HSD17B14	1.88616666666667
ZFAND2B	-0.23125
SAMD4B	0.3435
HEXA	0.318375
HNRNPU	0.373954545454546
USP39	-0.518375
NRD1	-0.6895
R3HDML	0.5815
FLT4	0.645833333333333
OMG	0.321
OR52N4	0.7235
LOC399818	-0.29675
ELA2	-1.7055
VENTXP1	-0.8245
RFC5	-1.552
OR52L1	0.6755
PAX5	-0.2
FBXO2	0.6115
GMEB1	0.766
AKT3	0.149
CRB1	-1.429
CTTN	0.414
UTP15	0.4445
HSBP1	-0.396166666666667
PHF11	1.552
NDEL1	-0.240833333333333
USP8	-0.1415
BAIAP2	0.541375
SI	0.804833333333333
ARSJ	-0.673833333333333
BAAT	-2.7525
KCNS3	2.211
LOC126147	-0.118333333333333
TMEM37	-0.0315
C1orf162	3.74833333333333
MBD1	-0.6059
ITGAL	1.52733333333333
WDR73	-0.309166666666667
GKN2	0.0706666666666667
ARFGAP1	-0.74125
SLC5A8	-0.712
ZBTB40	-0.2814
CYP4B1	2.89533333333333
LYPLAL1	0.366
CHST3	-0.64575
MAP3K9	0.38
BTAF1	-1.4425
TFAP2E	0.581
RBM35B	-0.2825
LOC441251	-0.261166666666667
ANKRD25	-0.7055
UQCRC2	-0.4005
MAEA	-0.0116666666666666
HYAL1	-1.1718
RNPEPL1	0.5215
CPSF2	-0.506857142857143
PSD3	-0.4696
ABCA13	-0.056
AGR2	3.464125
GBX1	-1.635
HDLBP	0.549714285714286
ACY3	-0.60425
HECW1	0.22125
ZNF519	-1.62725
HOPX	3.37825
ZNF304	0.3565
OR12D3	-0.1995
FKSG43	0.2515
METTL1	1.370375
MFSD3	0.6526
PSPH	-0.1695
CLCA3	0.052
DARS2	-0.225166666666667
CDC25A	-1.84116666666667
BAIAP2L1	-0.85375
B3GNT5	-0.4715
USP29	-0.239
ARHGEF10L	1.4548
ATOX1	0.064125
ADAM30	0.998
DNASE1	1.982
STT3A	0.43
RAB6IP1	0.42025
PTN	2.8431
C1orf106	0.543307692307692
HECA	1.53975
RNF122	0.924
SLC22A18AS	0.36
GNG8	0.939333333333333
ELP4	0.17175
FAM65A	0.344833333333333
RPL10A	-1.38066666666667
IRS4	-0.5445
MACF1	0.8945
SEC24D	0.203
LOC374395	-0.253
TGFB2	0.03175
MDFIC	0.749125
CHRNE	1.0395
PCMTD2	-0.648833333333333
ATP6V0D1	-0.684833333333333
MTA2	0.995
LZTR1	-0.678666666666667
RAP1A	-0.345
AXIN1	0.169375
POLR1C	-1.24975
TRIO	0.0426666666666666
PLXNA4A	-0.764083333333333
C5orf33	-0.60725
DEPDC1B	-2.137875
ZNF473	-0.542666666666667
MTM1	-0.134
GPR107	0.293666666666667
CSNK1A1L	0.5495
FLJ14154	-0.18175
NLRC4	4.38975
ENPP4	1.73616666666667
PADI3	0.789
RNF170	0.20575
CG018	-0.0733333333333333
C16orf7	0.00349999999999999
KCNE1	0.39
NRM	-0.7595
SLC37A3	-0.310142857142857
TPD52L2	-1.78716666666667
UNC5B	1.87625
C12orf12	0.32725
SDHB	-1.514
CLRN1	0.690625
NUDT10	-0.667666666666667
UGT3A1	0.170142857142857
FBXW8	-0.357625
RHOF	-0.1905
PTPLAD1	0.643625
MYO3B	-0.68025
DERA	-1.558
TPP2	-0.80175
C19orf53	0.311666666666667
GINS3	-1.204125
ST6GALNAC5	0.87
CHSY1	0.199
MGC15705	0.195
GPR83	0.4325
EXT2	0.06775
DOLK	0.47975
TUBAL3	1.8855
ACVRL1	2.3653
ABL2	-0.181666666666667
C14orf156	-0.450833333333333
PTPRZ1	-2.59925
DIP2C	0.037875
LAMP1	0.876125
RXRA	0.1504
MAP3K5	1.08575
ALKBH1	-0.163166666666667
PDLIM7	-0.155375
ARL14	-2.3185
SNIP1	-0.786
TIMP3	2.454
RGS3	0.18
SPAG16	3.0363
ABHD4	-0.198
ARHGEF12	0.465545454545455
GLUD2	-1.136
RAC2	0.4671
UAP1L1	-0.3685
SLC18A3	0.3875
YOD1	-1.47183333333333
RALY	-0.72425
HMOX2	0.806625
DGKH	0.7085
DBNDD2	2.0395
YIPF4	-0.37625
THAP10	-0.8285
ZNF513	-0.15675
HAGHL	0.367333333333333
ITGB4	1.3575
CCDC141	-0.6555
YTHDF3	0.51475
C5orf28	-0.22275
RPL7L1	-1.1425
TMEM30B	1.08864285714286
ANKRD35	1.476
DUOXA2	-0.0196666666666666
TBC1D5	-0.361
DFNB59	-1.0835
HRH4	0.22875
MYO6	1.2496
DNAJA4	3.0115
RBM24	1.10725
CEACAM20	-1.18475
RBM23	-1.46235714285714
NGFB	0.515
C1orf63	-0.9269
KRTAP7-1	-0.426
PERLD1	1.95325
NPB	0.467
C17orf59	0.7966
HSPBAP1	0.021
SLC15A4	0.189875
PRTFDC1	-1.48775
OSMR	-1.32671428571429
CYSLTR2	0.341
C19orf25	0.3807
KIAA1797	0.215
NLRP6	0.698
FAM105B	0.1959
SCRN2	-0.2745
LRRC58	-0.6168
RNF17	-0.0274285714285714
NEIL3	-1.6925
FAM137A	0.21375
SKP2	-3.35175
PARVA	0.585416666666667
PKLR	-1.411
RNF34	-0.931125
A3GALT2	0.3265
C12orf50	-0.345833333333333
SUNC1	-1.16475
FAM102B	0.305666666666667
CCT2	-1.478
LRRC37A2	-0.27
ARF4	-0.297
SIKE	-0.074125
C8orf48	0.239166666666667
MBTPS1	-0.419928571428571
GPSN2	-0.122
NCF2	3.771
SLC12A6	-0.0875
MRPL48	-0.169
HMGN3	0.171333333333333
LRRC62	-0.64775
PAX9	-0.361125
FAM55A	1.075
C20orf42	-2.12633333333333
SCML2	-1.00933333333333
BCL9	0.8245
FAM40A	-0.6495
C9orf41	-1.01616666666667
ZNF774	-0.2425
LETM1	-0.55175
PLXNB1	-0.989333333333333
NIPSNAP1	-1.189625
USP10	-1.13025
F9	0.941666666666667
LIPE	2.1545
CNGB3	0.061
C12orf52	-0.387375
PI4K2A	0.011
MED8	-0.230125
STAT4	2.305
FGD4	0.589333333333333
RNF145	-1.782
WDR32	0.0493
CLDN2	0.1225
TCEAL8	0.0235
ZMYND8	-0.7865
PDXK	-0.83678125
GATAD2A	0.264
PTGES3	-0.8055
