Hybridization REF	TCGA-C8-A12K-01A-21R-A115-07
PFDN1	1.083875
RGS11	-0.823
HS6ST1	0.4284
AKR1D1	-2.706
TNP2	0.213666666666667
STK31	0.4565
EML4	-0.133833333333333
SGTA	-1.64
HIST1H2BI	0.864833333333333
PSMD6	-1.6755
KIAA1257	1.52325
C18orf55	0.976166666666667
FLJ20273	2.642875
RPL28	-0.202166666666667
EPYC	3.25225
NOX3	-0.309
ELAC1	1.38083333333333
METT11D1	-0.98425
BIN2	0.985166666666667
NACA2	0.34525
CCDC17	-1.12075
HM13	-0.0837
UBOX5	-0.75425
UBE2O	-0.423875
UBL5	1.021
APOLD1	-0.182
C9orf31	0.24575
TNFSF8	0.455
ARHGAP29	0.577125
PROKR2	0.4065
PDE5A	-0.498833333333333
C6orf12	0.3295
TOM1L1	0.5965
WHDC1	0.687375
FOXI1	0.560666666666667
RAB4A	1.4467
TMEM39B	-0.03475
ATPBD1C	-0.3505
FARSA	-0.618
PLEKHG5	-0.44725
CMAS	0.0538333333333333
OR7E24	1.5665
SLC30A1	0.6065
CDC42EP5	-1.537
PLAC1	0.28825
KLHL18	-0.71675
LBA1	0.7723
TAZ	-1.4605
CRIP2	0.158125
BTBD11	-0.889
C16orf72	0.19125
DIO2	0.5134
LRRCC1	2.32633333333333
CCDC136	-2.3085
PRX	-0.262125
RBM5	-1.0008
TMEM85	-0.0405
TUBGCP4	-1.19033333333333
APLN	0.844125
CDK7	-0.355333333333333
SSR2	1.22125
CRELD1	-0.88225
C19orf46	1.527
GAL3ST4	0.6085
KBTBD10	0.38725
IL28A	1.641
WDR27	-1.003
MCM2	-0.258833333333333
SOX14	0.5535
FLJ39743	-0.012
KIAA0922	0.419125
HIPK4	-0.568
FLJ25758	0.361
C16orf57	0.51
PDZD2	-0.149625
MCC	-0.050625
HHLA3	0.2601
ID2	-0.141
C20orf23	0.9025
ZNF688	0.114
APOC2	-0.131833333333333
LOC440093	0.44475
FAM50B	1.88883333333333
PWP1	-0.558
DNAH10	0.2345
HIST1H2BA	-0.64175
GPR56	1.10883333333333
METAP2	-1.156125
PAN3	0.778333333333333
STXBP4	-0.2615
PDHX	-0.2485
MTA1	-1.211
ZBED4	0.863
ZNF720	0.2015
CDK2	-1.520625
RHOJ	0.139875
CDC37	-0.827833333333333
ZER1	-0.805
GRK4	-0.77325
PRPH	0.31375
POLR2A	-0.428
OGFOD1	-1.255
NOL5A	-1.00225
PHEX	0.117
FLJ16478	0.30575
C20orf117	-1.225625
CAMTA2	-0.389
C11orf74	0.517666666666667
DDX17	0.154083333333333
C5orf27	1.678375
PLEKHA2	-0.5053
PDE4DIP	0.6551
SCN7A	-0.0303333333333333
ZNF559	0.257833333333333
CXCL10	4.043
ZMYM4	1.08133333333333
STK32B	-1.23866666666667
KIAA0888	-2.5462
TACR3	0.868
CKAP2L	-0.8905
KIF1A	1.84
RSPRY1	0.85275
VCAN	0.56775
CYP27C1	0.1565
SYDE1	-1.2475
MED12L	-1.51075
ZDHHC21	1.9585
NHS	0.8595
TM9SF3	1.79383333333333
DDHD1	-0.24625
MAFG	0.100583333333333
BICD2	-0.426
C14orf119	-0.165333333333333
C14orf43	0.121928571428571
CDH7	-0.0055
ALKBH5	0.340857142857143
JUP	-0.43325
TMEM41A	-0.0613333333333333
MAMDC4	-1.6745
CBX3	-0.891
LRRC18	0.0865
RBMXL2	-0.3595
PLA2G4D	0.357166666666667
FGF13	1.157375
KIF3A	0.128666666666667
PDIA6	-0.656
DCXR	-0.10025
CASKIN2	-0.180583333333333
EHD1	0.676666666666667
MARCKSL1	1.14116666666667
ZNF496	-0.4825
SCAF1	-0.105
KCTD8	0.90325
TRAF3IP3	1.66764285714286
LSR	0.811
CXorf1	0.451666666666667
C14orf112	0.00933333333333333
EIF2B1	-0.06025
OMP	-0.2605
GSTZ1	-1.05425
LOC92017	1.07925
ISLR2	0.476
C12orf36	0.509
GATA2	-1.81133333333333
GABRA5	-1.12
CELSR2	-1.19914285714286
STAM2	0.8169
TNAP	-0.7505
PTPMT1	0.517166666666667
GRP	2.7205
SV2A	-1.449
MAGEA12	-3.31
CACNG1	-0.1875
C18orf19	0.04725
GSG1	-0.325666666666667
PTPRJ	0.806357142857143
FRMPD1	-0.0995
ZNF668	-0.2445
PLEKHJ1	-1.829625
ADAT1	-0.8155
TMEM50A	1.1216
UCN3	0.1625
HOOK1	1.91675
IL17B	-1.4065
MLKL	1.10633333333333
TTC14	-0.0615
KLHL5	1.6865
CRYL1	0.254333333333333
FOXH1	-0.0465
NFYB	-0.264125
PPM1G	-1.394
GOLGA2LY1	-1.1955
NMT1	-0.81175
HADHA	-1.2915
CHSY-2	2.4875
PLEKHF1	1.6615
SAGE1	-2.0255
MUSTN1	-0.5805
SUHW4	1.23025
TFEB	1.476
ZFYVE27	-0.20075
ATG12	-0.891666666666667
BMI1	0.762928571428572
ZIM3	0.249666666666667
MYH4	0.4
MASP1	-1.34233333333333
KIAA0984	0.2365
RPAP2	0.04575
ASB5	0.084
BOLA3	0.2825
MIA3	1.19833333333333
KRT35	0.4355
KIR3DL3	-0.817
MRPL51	0.5575
SEMA3F	-1.1615
NDUFB2	0.9335
LOC253012	-0.741
FAM46C	-0.4615
G6PC	-2.920875
CSAG3A	-0.963166666666667
PREX1	0.6115
SLC25A45	0.047625
MAPKBP1	-0.7032
CPE	-2.4558
GNB1	-0.470625
CXCR6	3.1755
TRIM46	-0.23475
C16orf3	0.0441666666666667
HPSE	2.90775
TIGD3	-0.574
SPG3A	0.9685
LCAT	-1.02016666666667
ST6GAL1	0.54
POMC	0.953
FLJ36031	1.17566666666667
NSMAF	0.218
SKIL	1.241
ADSS	0.720666666666667
HMGCS1	-2.0533
POLR3F	-0.057
RAB10	-0.150625
ZNF277P	0.045
ZBTB7B	0.925875
DHRS1	-0.2455
ABCC13	0.032
CNOT3	-0.34625
NFKBIA	1.87875
GAK	-0.894166666666667
SFT2D2	2.43116666666667
HOXA6	0.523
CRTC1	-1.211875
LY6D	-0.917666666666667
C20orf72	-0.246833333333333
CPT1A	-0.58075
LMO1	-0.4815
EIF3I	-0.23325
PRB4	0.49275
MCM3APAS	-1.564625
C20orf132	-0.9886
FOXF2	-3.1105
S100A12	1.85675
MLH1	-0.358
ACTN1	-0.1738
MRPL36	-0.824
C20orf106	-0.033
FBXO6	1.55016666666667
MKS1	-0.574166666666667
CX3CR1	-1.7525
PDE1B	0.445
PLP1	-3.94625
KISS1	0.180333333333333
C14orf2	-0.5865
TBC1D3P2	-1.00725
COMMD6	1.0819
ANKRD7	-0.67625
PTCHD1	1.480375
NARS2	-0.05225
DOCK7	0.70825
FAM127B	-0.039
LOC390243	-0.097
N6AMT2	1.16075
ZNF391	-0.7695
DNAJB14	-0.118
WRB	-0.747625
BPI	2.40283333333333
TTC4	-0.588166666666667
FAM10A5	0.047
GOT1L1	0.2295
MAGED1	0.546625
RESP18	-0.21625
WFDC6	1.87625
MT2A	0.5885
C11orf56	-0.291
KIAA1432	0.3225
ROR1	-2.1035
HSD17B14	1.001
ZFAND2B	0.307875
SAMD4B	-0.06825
HEXA	-0.234
HNRNPU	0.0557727272727273
USP39	-0.1455
NRD1	-0.33125
R3HDML	0.05925
FLT4	0.185
OMG	-0.211
OR52N4	0.2705
LOC399818	0.197
ELA2	-2.07475
VENTXP1	0.974
RFC5	-0.6385
OR52L1	0.6185
PAX5	0.1985
FBXO2	0.43475
GMEB1	-0.0245
AKT3	2.51466666666667
CRB1	0.634
CTTN	-0.156666666666667
UTP15	0.145166666666667
HSBP1	-0.19325
PHF11	2.45775
NDEL1	-0.063
USP8	-0.285
BAIAP2	-0.874125
SI	-0.543666666666667
ARSJ	-0.916333333333333
BAAT	-2.414
KCNS3	2.421
LOC126147	0.108666666666667
TMEM37	-0.61825
C1orf162	3.99566666666667
MBD1	0.3159
ITGAL	1.123
WDR73	-0.226666666666667
GKN2	0.275
ARFGAP1	-1.6095
SLC5A8	0.1035
ZBTB40	-0.1996
CYP4B1	-0.175
LYPLAL1	0.8765
CHST3	0.2925
MAP3K9	-0.0075
BTAF1	-0.3205
TFAP2E	0.427
RBM35B	-0.092
LOC441251	-0.572
ANKRD25	-1.29355555555556
UQCRC2	-0.176
MAEA	0.47475
HYAL1	-2.6958
RNPEPL1	-0.563666666666667
CPSF2	-0.24625
PSD3	0.7833
ABCA13	1.049875
AGR2	-2.73625
GBX1	-1.491
HDLBP	-0.149142857142857
ACY3	1.08975
HECW1	-0.14525
ZNF519	0.62875
HOPX	3.31725
ZNF304	0.435
OR12D3	0.144
FKSG43	-0.0545
METTL1	0.16325
MFSD3	-0.5658
PSPH	-0.4655
CLCA3	-0.00649999999999999
DARS2	-0.498333333333333
CDC25A	-1.20633333333333
BAIAP2L1	-0.0145
B3GNT5	1.83125
USP29	-0.22525
ARHGEF10L	1.7924
ATOX1	1.032125
ADAM30	0.61475
DNASE1	-0.7085
STT3A	-0.647
RAB6IP1	0.372
PTN	1.994
C1orf106	0.747384615384615
HECA	1.78525
RNF122	0.50425
SLC22A18AS	-0.0303333333333333
GNG8	0.0221666666666667
ELP4	-0.73525
FAM65A	0.00483333333333334
RPL10A	0.210666666666667
IRS4	0.402
MACF1	1.2024
SEC24D	1.70475
LOC374395	0.5285
TGFB2	2.609625
MDFIC	1.242125
CHRNE	0.112166666666667
PCMTD2	-0.596666666666667
ATP6V0D1	0.0835
MTA2	0.313
LZTR1	-1.1565
RAP1A	1.027
AXIN1	-1.34875
POLR1C	-0.5445
TRIO	-1.14233333333333
PLXNA4A	-0.43475
C5orf33	-0.52
DEPDC1B	-1.4355
ZNF473	-0.400166666666667
MTM1	0.916
GPR107	-0.2595
CSNK1A1L	0.423
FLJ14154	-1.239
NLRC4	4.95675
ENPP4	0.594833333333333
PADI3	0.1795
RNF170	0.340875
CG018	2.35166666666667
C16orf7	-0.664
KCNE1	0.539
NRM	-0.318
SLC37A3	0.368714285714286
TPD52L2	-0.971833333333333
UNC5B	1.336
C12orf12	0.1745
SDHB	0.354
CLRN1	0.498125
NUDT10	-2.3445
UGT3A1	0.062125
FBXW8	-0.157375
RHOF	-0.3305
PTPLAD1	-0.68925
MYO3B	0.54375
DERA	-0.56125
TPP2	-0.291
C19orf53	0.253833333333333
GINS3	-0.144375
ST6GALNAC5	3.422
CHSY1	0.46425
MGC15705	0.046
GPR83	0.0303333333333334
EXT2	0.0085
DOLK	-0.551
TUBAL3	0.769
ACVRL1	1.943
ABL2	-0.72625
C14orf156	-0.727833333333333
PTPRZ1	-2.9195
DIP2C	-0.30875
LAMP1	0.67525
RXRA	-0.2161
MAP3K5	1.2455
ALKBH1	-0.126166666666667
PDLIM7	-0.59575
ARL14	0.753
SNIP1	0.347666666666667
TIMP3	0.0349166666666667
RGS3	-0.499333333333333
SPAG16	1.0518
ABHD4	-1.066
ARHGEF12	0.171
GLUD2	-0.3555
RAC2	0.0522
UAP1L1	-1.6925
SLC18A3	-0.0495
YOD1	-0.145416666666667
RALY	-0.6965
HMOX2	0.124875
DGKH	0.77275
DBNDD2	1.131
YIPF4	0.43025
THAP10	0.0155
ZNF513	-0.7455
HAGHL	-1.3105
ITGB4	1.498
CCDC141	-0.2525
YTHDF3	0.591
C5orf28	0.2265
RPL7L1	-0.83125
TMEM30B	0.632142857142857
ANKRD35	0.975
DUOXA2	-0.20825
TBC1D5	0.2155
DFNB59	0.338
HRH4	0.772
MYO6	1.706
DNAJA4	1.743375
RBM24	-0.9215
CEACAM20	-0.8945
RBM23	0.0515714285714286
NGFB	0.2025
C1orf63	0.2097
KRTAP7-1	0.317
PERLD1	0.58475
NPB	0.863
C17orf59	-0.4768
HSPBAP1	0.696
SLC15A4	0.606125
PRTFDC1	2.98275
OSMR	-0.414785714285714
CYSLTR2	2.276
C19orf25	-1.2737
KIAA1797	0.1515
NLRP6	-0.449
FAM105B	1.1133
SCRN2	-1.83583333333333
LRRC58	0.2077
RNF17	-0.070625
NEIL3	-1.385
FAM137A	-0.1735
SKP2	-2.5115
PARVA	1.28033333333333
PKLR	-1.2215
RNF34	0.709
A3GALT2	0.5315
C12orf50	-0.235
SUNC1	-1.085
FAM102B	-0.526333333333333
CCT2	-0.55725
LRRC37A2	-0.9845
ARF4	0.4035
SIKE	0.485625
C8orf48	3.356
MBTPS1	-0.350857142857143
GPSN2	-0.15
NCF2	4.79075
SLC12A6	0.228
MRPL48	0.112
HMGN3	0.202
LRRC62	-0.98325
PAX9	-0.081875
FAM55A	-0.197
C20orf42	0.375166666666667
SCML2	-1.0145
BCL9	0.2755
FAM40A	-0.39825
C9orf41	0.6445
ZNF774	0.2025
LETM1	-0.206
PLXNB1	-1.40666666666667
NIPSNAP1	-0.598875
USP10	-0.052
F9	0.41225
LIPE	0.2565
CNGB3	-0.344
C12orf52	-0.4655
PI4K2A	-0.14275
MED8	0.90925
STAT4	2.6299
FGD4	0.874166666666667
RNF145	0.800666666666667
WDR32	0.2676
CLDN2	0.192333333333333
TCEAL8	0.54475
ZMYND8	-1.5061
PDXK	-0.3281875
GATAD2A	-0.1565
PTGES3	-0.082
CCM2	-1.13975
TAP1	3.2165
ZNF670	0.953
ETS2	-0.3615
C6orf166	-0.298166666666667
PRMT2	-0.282428571428571
OR4B1	0.215
INTS8	0.0935
CCDC102A	0.6645
CCDC83	-1.88533333333333
ITGA1	-0.102
EPHA5	-1.7711
FAM24B	0.159
TSGA10	1.58
HAL	-1.932
MYOT	0.34125
SPACA3	0.188
BCL2L2	-0.322
CUGBP2	1.81833333333333
CCNB3	3.15875
RNF113B	0.15925
MERTK	1.957
BAG1	-0.63875
VPS36	-0.2615
ORMDL3	-0.6561
C1orf190	-0.3215
ZNF625	0.1605
CORO2B	-1.7965
ALOX15	-0.452
CST1	-0.2975
NUPR1	2.1705
CCL7	4.752
SMCR5	-2.6655
DSC2	4.104
RBMS2	0.99375
GRIK4	-0.264
TRIM65	0.1231
TMPRSS6	-0.631714285714286
TP53INP2	-0.879
GLB1L	0.852666666666667
LOC388284	-0.1435
PUS1	-0.9125
BCL9L	-0.0855
OLFM1	-1.71275
RET	3.3235
MASTL	-0.399666666666667
ALX3	1.0325
IL1RL1	-0.285833333333333
ZNF765	-0.5655
C14orf138	-0.10875
SNX10	0.890333333333333
TAC4	0.4905
C1orf64	-3.09225
POGK	0.9215
MAPK9	-0.00525
ZNF366	2.3825
C8orf79	1.6113
CLDN7	1.68225
OR5AT1	0.7605
TRIM37	-1.43325
LRRC25	3.78825
GRHL2	1.6902
TEKT3	0.4105
LASS5	-1.144
ABCC4	0.252166666666667
DLG3	0.722375
VGLL1	3.973
ZFP36L2	0.987166666666667
MFRP	0.132166666666667
KIAA1799	0.18975
FLJ44379	-0.494
PCNX	0.345
ANXA9	-2.35
CYP4V2	1.8111
PIK3C2A	0.91925
SRR	0.914
NOL3	-0.6215
IFITM2	1.636
ARNTL2	1.06575
ZNF595	0.3055
NLRP13	-0.6305
ASPH	-0.092125
CPA2	0.327
PVRIG	0.3785
LEPR	-0.051
C16orf42	-0.635666666666667
SH3BGRL	1.1075
FAM77D	-0.447
FNDC7	0.584
C9orf6	0.546166666666667
NOTCH2NL	1.0655
PGBD1	-1.89733333333333
SYNGR2	-0.0883333333333333
PITPNA	0.0916875
PRPF4B	-0.72
SLC43A3	0.349714285714286
NRBP1	-0.75425
SLC25A22	0.817
ILK	-0.179
SLC22A8	0.748666666666667
MRPS7	-0.05275
PITX2	1.08925
FABP3	-0.751
OR1L1	1.022
LOC728215	0.726625
BLID	-0.9135
KIAA1217	2.27541176470588
TFPT	-0.0485
AP4B1	-0.097
VBP1	0.279
OR1K1	0.4275
MORC3	-0.32575
BHMT2	-1.04916666666667
C3orf10	-0.0785
FZD7	3.07583333333333
WFDC10A	-0.6145
PMS2CL	-0.112
CCDC32	0.00733333333333331
FA2H	-1.81525
ALG13	0.72
TTLL7	-0.528555555555556
SPOCK3	-0.0475
SLC13A2	0.8745
AIM1	1.7255
GPRC6A	-0.138
EGR2	4.29475
MED11	-0.159
WWC1	0.7675
SH3GL3	-1.87375
RIF1	0.748714285714286
PRLH	-0.012
VLDLR	0.55
DBT	0.9253125
C21orf63	1.833
CGGBP1	-0.825875
KRTAP12-2	-0.9755
TADA3L	-0.441
ZBTB16	0.28325
PDGFB	0.571625
RFX1	0.135125
UQCRB	0.4583
LOC133874	-0.354
HPS3	-0.13325
LGALS3BP	0.8461
DKFZP564O0823	3.66
MRFAP1L1	0.16525
HOXA10	0.131166666666667
NGB	-0.026
KIF21A	0.514384615384615
IFLTD1	0.2815
LZTS1	-2.085125
ARHGEF3	1.66875
RHBDL3	-2.0995
CSNK1G2	-0.38625
ChGn	-0.620375
KIAA1244	-0.295
GABRB2	0.366
MGC72080	1.1685
CD27	3.8775
EGLN1	-0.2801
PEX13	0.58075
RWDD3	0.6985
RNF12	0.526166666666667
GRIN2B	0.633
ADAMTS14	-0.492875
DYDC2	3.657
ATP6AP1	-0.3734
NR1H2	-0.513666666666667
PDK2	-0.06925
C3orf17	0.0395
SLC38A2	-1.03735714285714
SLC25A29	-0.988666666666667
C15orf29	-0.087875
ADAM9	0.0223333333333333
TMUB2	-0.34525
GPR176	-0.0855
AGK	-0.074875
MCCD1	0.1615
NDUFA4	0.98625
TMEM146	-0.0255
DUSP1	0.78675
UNQ6975	0.3055
EMX2OS	1.36825
INSM2	-0.60975
LUZP4	-0.062
SETD6	-0.719
P2RY2	-0.21925
SLC45A2	-1.0265
RABGAP1	0.163333333333333
UBXD5	0.128375
GPRC5A	-2.8296
PAK3	3.964
LOC63920	0.70475
TGFBR1	0.6047
KRTAP6-3	0.36675
SFMBT2	-0.24425
CDC42	0.303375
C11orf35	-0.7825
TTLL2	0.248
UACA	-0.2215
CD97	-0.3958
SETD5	-0.847125
NINJ2	0.0145
PTER	0.865166666666667
POMGNT1	0.301
KRTAP4-2	0.5675
ECGF1	3.292125
HRB	-0.0164545454545455
ATP1B2	-0.4063
LOC400506	0.05675
COL4A3BP	0.298
C6orf97	-0.224
GRHPR	0.00512499999999999
TAS2R1	0.4615
SEMA7A	-0.58975
EDF1	-0.322
ODF2L	0.9498
PCID2	-0.372333333333333
GTF2H4	-1.11016666666667
ZCCHC3	-0.71975
CGB2	-0.125833333333333
NEUROD1	0.36825
C20orf75	-0.015
RP5-1054A22.3	2.54833333333333
IFNA5	0.266
ZNF134	-0.192083333333333
MGC119295	-1.1031
ZSWIM6	0.236875
SMEK1	0.0363333333333333
PCGF2	-0.99275
C1orf102	1.8425
CYP2A13	0.439
KCNH6	-1.1091
MDM1	1.5132
ALDH7A1	-0.4325
C9orf75	-1.4485
VDAC3	0.3295
OR51T1	0.2285
EIF3F	-0.392416666666667
KCNJ10	0.48175
LENG8	-0.13075
EDEM2	0.500666666666667
CCNJL	-0.900166666666667
DHX37	-0.495
CRYGN	0.0645
AATF	-1.033875
ZNF630	1.661875
E2F5	1.082
WFDC13	-0.1545
FTSJ3	-0.911333333333333
C4orf33	0.616
LHFPL4	-2.6615
C19orf56	0.786833333333333
SMAD4	1.529
AFM	-0.7255
G0S2	0.50525
FCHSD2	1.0905
RRP1B	-1.0804
EEF1B2	0.0315
STAT6	1.683
ZNF195	0.31275
GNL1	-1.16366666666667
ZNRF2	1.30616666666667
PER3	1.31925
ASB16	0.04075
C10orf10	2.32871428571429
ADCY8	-3.10816666666667
C9orf58	0.358666666666667
ARMC10	0.119166666666667
PSG1	-0.2115
DHX34	-0.02775
VARS2	-0.59725
NFIC	-0.0785
ITPR2	1.22575
AGXT2	0.3555
OR6K3	0.162
H2AFZ	-0.36075
MLLT3	0.964666666666667
COX4I2	0.80875
CCNT2	-0.209875
PLK4	-0.831375
NUMBL	-0.625166666666667
MED16	-1.08675
PLEKHQ1	1.64425
GOSR1	0.555611111111111
BTG4	-0.2835
RPL30	1.07025
IGSF5	-0.53625
IGFL2	2.61866666666667
ELMOD2	0.259666666666667
SHC3	-0.848166666666667
HAVCR1	0.1965
DYNC2H1	-0.039875
RNF5	-0.236166666666667
C2orf7	-0.26275
NLF1	-0.313
KLHL25	-0.04025
LRP10	-0.3028
KRI1	-0.80325
PUS7L	0.0781666666666667
MGMT	0.03925
HOXD1	-1.1745
CSH1	0.354
ATG16L2	-0.965
FLJ44635	0.3435
CHODL	2.1355
EXOSC8	-0.78025
SLC28A1	-0.01625
MYO7B	-0.155333333333333
SEH1L	1.2436
MTNR1A	0.3725
TSPAN5	-0.063
CDC45L	-1.49633333333333
AMIGO1	0.133
ATAD3A	-0.205125
OSGIN2	1.63566666666667
PDIK1L	0.660833333333333
DARC	1.129
PIPSL	0.1905
SHMT1	-0.20425
CRISP3	-0.2195
POPDC2	1.73583333333333
ZRANB2	-0.206166666666667
FBXL8	-1.67075
TRIP13	-1.39090909090909
EIF5AL1	-1.663
POU5F1P3	-4.59333333333333
IL6	-0.515833333333333
CXorf38	0.388333333333333
IFNA16	0.1635
FBXL2	1.44116666666667
BRD1	0.99825
STATH	-0.1885
FBXO44	0.7955
MCCC2	-0.8225
CDC2	-0.502
C5orf23	-0.578
IVD	-0.848166666666667
C10orf122	-1.022
MSL3L1	1.1178
MVP	0.083
EPOR	-1.2469
ZMYM1	-0.201833333333333
BCL7C	0.163833333333333
PSTPIP2	2.9743
LYPD1	-2.18475
OR8G5	0.0645
ZP3	-0.455666666666667
BCAS4	-1.41425
EDG6	3.039
ISY1	0.25875
PRAMEF2	-1.53625
CUL1	0.0065
RNF213	1.0083
CCRK	1.21625
DHX9	0.033375
C13orf29	0.74875
NCKAP1	0.438
MRPL43	0.449214285714286
XPR1	-0.04425
PKN2	-1.3991
PODNL1	0.637
ZNF333	0.362375
DALRD3	-1.3055
OPN1SW	0.206
BTBD6	0.22775
C11orf82	-0.2945
OR5P3	-0.41
DUSP11	0.26925
L1CAM	-0.6916
NEK11	0.934666666666667
OR7E91P	1.6195
CNTN3	1.9615
CREB3L2	2.08525
ZBTB37	-0.0035
KIAA1324L	0.05625
NDUFB10	-0.336166666666667
NUDT2	1.18925
GTPBP8	0.3635
CACNA1D	-0.099625
PRKAA2	-0.248
PRDM8	0.3095
MGC16075	-0.352166666666667
KRT14	-0.448357142857143
PP8961	-0.147125
MRPL18	0.54975
ABCG2	-2.87175
PACRG	2.16875
BBS2	-0.22625
KREMEN2	-0.9
FBXO21	0.66025
HNRPUL1	0.426583333333333
GRB10	1.2595
CLSTN1	0.7
LMAN2	-0.9115
C17orf61	-1.23525
NIPSNAP3A	1.80525
INSIG2	-0.613166666666667
PCDHB7	-0.748833333333333
STXBP2	0.759375
CMAH	0.846416666666667
SEMA5B	-0.622
ZNF155	0.217833333333333
COQ6	-0.158666666666667
PRPF4	-0.211
TSPAN15	0.3234
VN1R5	0.33375
LATS2	1.38075
SELK	0.561
PGK2	0.3495
MS4A1	0.73175
TYW3	-0.1405
KRTAP5-1	-0.62
RCCD1	-0.126333333333333
BTN1A1	0.5505
DDX28	-0.20925
TMEM65	0.913875
LOC92345	0.1595
TTC31	-0.483
WDR46	-0.8755
CHP2	-1.687
LSP1	1.022875
ZNF542	-0.36175
EXOSC1	0.25775
ARHGAP18	0.1535
LRRTM4	-0.557125
MAOB	3.96733333333333
CACNB4	0.24875
MGC33846	-0.95375
RANBP3L	0.557875
ATP5L	-0.124
ONECUT1	-2.6625
NUDT9	0.31125
TMEM149	2.0495
STX17	1.50675
IGSF10	-1.41375
TMPRSS9	0.228
BMPR2	0.78975
ALLC	0.09975
KLF7	0.235625
GCC1	0.6481
TIMM9	-0.74675
CDO1	-1.384
MGC10701	-0.681666666666667
IFI6	1.86866666666667
FRMD8	0.86525
MGAT2	0.21575
WBP5	0.946333333333333
CNIH2	-0.32125
KIAA0907	-0.804
KCNH8	1.599
CTSG	-3.36625
GRIK1	-0.00483333333333332
CUL5	0.34625
FRMD1	0.271
OR9A4	-0.106
SYT6	-1.57
FOXD4L2	1.2325
ANAPC2	-1.00933333333333
OPN5	0.0625
TAF13	1.4255
LYG2	-0.6485
GGNBP1	-0.046
C11orf40	0.745
OTX2	-0.3365
REG4	-0.336166666666667
EIF5	0.290625
PALB2	0.03975
SEPSECS	0.6293
RNASE3	1.1045
TRIM49	-1.6465
POLR2K	0.9009
GPR42	0.2165
C8B	-2.49375
SASS6	0.399
PREB	-1.28083333333333
OR3A3	0.5495
TUBA8	0.60525
IGLV2-14	1.433
STIL	-0.22675
ANKFN1	-0.704
NME7	0.006
HOXC12	-1.34775
UBE2C	-0.0815
FHOD1	-1.7795
CDK2AP1	1.81916666666667
OR6K2	0.4675
DHPS	-0.3065
RPL5	-0.05
TRGV5	0.8065
LOC541472	0.138
HCCS	0.6683
DENND1B	1.154
LHX3	0.077
OR5D16	0.6925
CXorf57	-0.9225
IRF2BP1	0.3085
NDST2	0.5025
LCE3D	-0.0415
BOLL	0.08075
SYT3	-0.569
PIH1D2	-0.10175
C20orf7	0.055
IL1R2	2.4415
SLAMF9	-0.412
PPME1	0.08325
PIK3CA	0.7135
TRAPPC1	-0.22375
COLEC10	-0.07375
SLC9A6	-0.123666666666667
PDDC1	0.632083333333333
CCDC53	-0.2705
GK3P	0.6155
DAZL	-0.47325
BRI3	0.65575
SDK1	-0.7025
CYP2C18	0.12475
IFI44L	4.788125
RPL3L	0.5245
FUT9	2.1565
KIFC2	-0.667666666666667
PMP2	-0.9175
SLC4A9	-0.039
PLAG1	-0.7985
MYCBP2	0.8105
OR4E2	0.54
CCDC65	0.9465
C16orf82	-0.072625
ENTPD4	0.66525
BRP44L	1.471875
PMP22CD	0.591
TMCO4	1.03266666666667
KCNN1	-0.684666666666667
WDR35	-0.20225
CCDC80	0.495625
C3orf31	-0.98675
SLC7A9	-0.34675
TMEM190	-0.6405
DBC1	0.822666666666667
FADS3	-0.786833333333333
PDZD8	-0.0581666666666667
GRM5	-0.042625
AZGP1	0.2223
PEX3	-0.288
MED1	-0.175571428571429
ATG4C	-0.100333333333333
HNRPH3	-0.509625
FAM109B	1.618
C4orf17	-0.301
CA10	-0.21525
OPRD1	0.1685
CCL16	-1.6575
SACM1L	0.06375
CST6	3.98875
CD63	0.330625
LGI1	-2.0725
ZNF784	-1.437
CRYBB1	-0.2505
CX3CL1	2.96185
TOP2A	-1.445375
GYPB	-3.11583333333333
GADD45GIP1	0.0725
FEN1	-0.62325
IGF1R	0.295875
WDR72	-1.88866666666667
PURG	-0.961333333333333
DEFB126	-0.0595
PKD1L1	0.99125
CAV1	-3.0055
GNPDA2	0.6432
DGAT2	0.26475
NLGN1	-2.39975
STRBP	0.198375
HPRT1	-0.179
FANCI	-0.175875
PSMA7	0.699625
DBF4B	-0.892666666666667
TTF1	-0.95375
RAD54L	-0.7715
ELOF1	0.09775
PLAGL2	0.32525
ZNF256	-0.48775
HMGCL	-0.5055
MSI2	-0.802166666666667
RPESP	1.8555
C11orf60	-1.56425
ABCD1	0.315
ACAA1	-0.2773
SPARCL1	4.27664285714286
IL6ST	0.2149
ZNF319	0.8775
TMEM109	-0.3887
FAM90A1	0.480666666666667
IL22RA1	-0.776
ATP4B	0.259
TEC	0.1395
C7orf30	-0.93475
TXNDC2	-0.114666666666667
ABCB4	-0.5095
KIAA1191	0.45875
C9orf38	0.036
SFTPB	0.55625
CNTNAP2	-2.22366666666667
FRK	1.32
TBX19	1.61125
CHD4	-0.88125
C6orf26	-2.7575
MOSC2	1.84525
IKBKE	1.2545
HIF1A	-1.19833333333333
LOC595101	0.6565
RELA	-0.182
TMEM16B	-1.60533333333333
ABHD12B	-3.056
TSEN34	0.0835
KIF18A	-0.112
TXNDC9	0.5485
SPATA2L	-0.3615
SEMA4G	-1.0635
C21orf91	0.961
MATN1	-0.241
KCNIP4	0.201333333333333
TUSC1	2.510875
OR4C15	0.5345
ARMCX6	0.0234166666666667
