Hybridization REF	TCGA-A2-A0EY-01A-11R-A034-07
GMEB1	-0.232
AKT3	-0.799333333333333
CRB1	-1.8195
CTTN	0.945166666666667
UTP15	-0.5155
HSBP1	-0.32975
PHF11	1.665
NDEL1	-0.128833333333333
USP8	-0.421
BAIAP2	-0.194
SI	0.8195
ARSJ	-2.26433333333333
BAAT	-3.07075
KCNS3	0.914166666666667
LOC126147	-1.21116666666667
TMEM37	-0.036
C1orf162	3.39016666666667
MBD1	-0.4649
ITGAL	1.7355
WDR73	-0.482666666666667
GKN2	-0.2098
ARFGAP1	-1.175125
SLC5A8	-1.308
ZBTB40	-0.2205
CYP4B1	0.112166666666667
LYPLAL1	0.59575
CHST3	-1.7755
MAP3K9	0.055
BTAF1	-1.22333333333333
TFAP2E	0.289
RBM35B	3.1925
LOC441251	-0.486833333333333
ANKRD25	-1.07411111111111
UQCRC2	0.327
MAEA	0.41075
HYAL1	-2.9184
RNPEPL1	-0.0205
CPSF2	-0.889571428571428
PSD3	1.2323
ABCA13	-0.448285714285714
AGR2	2.21875
GBX1	-0.6125
HDLBP	0.371714285714286
ACY3	3.95475
HECW1	-0.83625
ZNF519	-0.93525
HOPX	4.018375
ZNF304	1.1665
OR12D3	0.529
FKSG43	-0.1375
METTL1	0.038625
MFSD3	1.459
PSPH	-1.35475
CLCA3	-1.4745
DARS2	-0.4765
CDC25A	-3.04266666666667
BAIAP2L1	0.17325
B3GNT5	-1.236125
USP29	0.469
ARHGEF10L	0.7825
ATOX1	0.220625
ADAM30	0.9965
DNASE1	1.83
STT3A	1.16291666666667
RAB6IP1	-1.36825
PTN	0.7687
C1orf106	0.747153846153846
HECA	2.22775
RNF122	0.33475
SLC22A18AS	-0.323833333333333
GNG8	0.244666666666667
ELP4	-0.39175
FAM65A	0.177333333333333
RPL10A	-0.2185
IRS4	0.671
MACF1	0.064
SEC24D	0.37225
LOC374395	1.256
TGFB2	1.639875
MDFIC	-0.458875
CHRNE	0.478166666666667
PCMTD2	0.059
ATP6V0D1	0.0348333333333333
MTA2	0.616
LZTR1	0.0111666666666667
RAP1A	-0.155333333333333
AXIN1	-0.15075
POLR1C	0.04525
TRIO	-0.4005
PLXNA4A	-0.686272727272727
C5orf33	-0.16075
DEPDC1B	-3.072375
ZNF473	0.084
MTM1	1.53275
GPR107	1.42416666666667
CSNK1A1L	-0.695166666666667
FLJ14154	0.6435
NLRC4	3.90675
ENPP4	0.816166666666667
PADI3	-0.6695
RNF170	0.05875
CG018	-0.225166666666667
C16orf7	-0.0565
KCNE1	-0.5075
NRM	-1.1095
SLC37A3	-0.316785714285714
TPD52L2	-0.823666666666667
UNC5B	0.8385
C12orf12	0.336666666666667
SDHB	-1.00975
CLRN1	-0.015125
NUDT10	4.77766666666667
UGT3A1	0.656
FBXW8	-0.251
RHOF	-0.72775
PTPLAD1	-0.28125
MYO3B	-0.936
DERA	-0.7545
TPP2	-0.0515
C19orf53	-0.135833333333333
GINS3	-0.114875
ST6GALNAC5	1.5865
CHSY1	-0.395
MGC15705	-0.1435
GPR83	0.591833333333333
EXT2	0.12325
DOLK	1.47375
TUBAL3	-1.148
ACVRL1	1.57366666666667
ABL2	-0.428083333333333
C14orf156	-1.07033333333333
PTPRZ1	-3.44666666666667
DIP2C	0.129875
LAMP1	1.384125
RXRA	0.8544
MAP3K5	1.8215
ALKBH1	-0.272833333333333
PDLIM7	-0.662125
ARL14	-2.2565
SNIP1	-0.523333333333333
TIMP3	1.99983333333333
RGS3	-0.333333333333333
SPAG16	1.8308
ABHD4	0.4785
ARHGEF12	1.05225
GLUD2	-0.636
RAC2	-1.1261
UAP1L1	0.8015
SLC18A3	-1.799
YOD1	-0.884916666666667
RALY	-0.1795
HMOX2	0.868375
DGKH	1.16675
DBNDD2	1.134
YIPF4	-0.155875
THAP10	-0.39375
ZNF513	1.012
HAGHL	0.908333333333333
ITGB4	-1.338
CCDC141	-0.95
YTHDF3	1.55525
C5orf28	0.15275
RPL7L1	-0.052125
TMEM30B	0.884714285714286
ANKRD35	2.1305
DUOXA2	-1.6335
TBC1D5	0.1035
DFNB59	-0.962
HRH4	-0.0183333333333334
MYO6	3.2399
DNAJA4	1.814375
RBM24	-1.67085714285714
CEACAM20	-1.5585
RBM23	0.781714285714286
NGFB	-0.038
C1orf63	-1.8252
KRTAP7-1	0.5235
PERLD1	4.01575
NPB	-0.0115
C17orf59	0.6301
HSPBAP1	-0.327
SLC15A4	-0.344875
PRTFDC1	-1.31275
OSMR	-0.517214285714286
CYSLTR2	-1.5855
C19orf25	0.308
KIAA1797	-0.028
NLRP6	0.373
FAM105B	-0.3561
SCRN2	-0.191333333333333
LRRC58	0.2796
RNF17	0.623428571428571
NEIL3	-2.6695
FAM137A	-0.0405
SKP2	-3.34975
PARVA	0.547833333333333
PKLR	-2.611
RNF34	-0.39725
A3GALT2	-0.14
C12orf50	0.321833333333333
SUNC1	-2.27333333333333
FAM102B	-1.1875
CCT2	-0.87675
LRRC37A2	-0.698
ARF4	1.2375
SIKE	0.4195
C8orf48	0.562666666666667
MBTPS1	-0.403
GPSN2	-0.761
NCF2	3.20075
SLC12A6	0.3435
MRPL48	0.65475
HMGN3	-0.0746666666666666
LRRC62	-1.51775
PAX9	0.786875
FAM55A	1.079
C20orf42	-3.19816666666667
SCML2	-2.7412
BCL9	0.88375
FAM40A	-1.13125
C9orf41	-0.284666666666667
ZNF774	-0.6755
LETM1	-0.1435
PLXNB1	-0.0933333333333333
NIPSNAP1	-0.3435
USP10	-0.86175
F9	1.06575
LIPE	2.11025
CNGB3	2.411
C12orf52	-0.336375
PI4K2A	-0.35325
MED8	-0.791
STAT4	1.3106
FGD4	0.6535
RNF145	-2.355
WDR32	0.0661
CLDN2	0.018
TCEAL8	-0.124
ZMYND8	-0.5851
PDXK	-0.15021875
GATAD2A	-0.0035
PTGES3	-0.917
CCM2	-0.33125
TAP1	0.4195
ZNF670	1.30125
ETS2	-0.710857142857143
C6orf166	0.4325
PRMT2	-0.0274285714285714
OR4B1	-0.281
INTS8	-0.4645
CCDC102A	-1.2475
CCDC83	-0.985833333333333
ITGA1	-0.257
EPHA5	-1.53185714285714
FAM24B	-1.34183333333333
TSGA10	3.185
HAL	-2.12616666666667
MYOT	-0.2345
SPACA3	0.05575
BCL2L2	-0.751833333333333
CUGBP2	-0.689166666666667
CCNB3	2.01975
RNF113B	0.04725
MERTK	0.41925
BAG1	0.3495
VPS36	0.53875
ORMDL3	0.6071
C1orf190	-0.94075
ZNF625	0.25425
CORO2B	-1.58225
ALOX15	0.1815
CST1	1.248
NUPR1	2.29083333333333
CCL7	0.466
SMCR5	-3.3425
DSC2	2.639
RBMS2	0.29225
GRIK4	0.8475
TRIM65	-1.3182
TMPRSS6	-0.311285714285714
TP53INP2	0.80675
GLB1L	1.549
LOC388284	-0.306666666666667
PUS1	-0.660642857142857
BCL9L	-0.4015
OLFM1	-1.32083333333333
RET	1.69825
MASTL	-1.91566666666667
ALX3	-0.1065
IL1RL1	-0.642333333333333
ZNF765	0.5673
C14orf138	0.4015
SNX10	-0.9655
TAC4	0.276
C1orf64	2.84725
POGK	0.517875
MAPK9	0.24275
ZNF366	2.773
C8orf79	-0.600888888888889
CLDN7	1.51175
OR5AT1	0.36
TRIM37	-2.167
LRRC25	2.7795
GRHL2	3.8605
TEKT3	0.323
LASS5	-0.5965
ABCC4	-1.47225
DLG3	0.323375
VGLL1	2.26325
ZFP36L2	-0.2475
MFRP	-0.3068
KIAA1799	0.0645
FLJ44379	1.113
PCNX	-0.262
ANXA9	2.5795
CYP4V2	-0.0135
PIK3C2A	-0.416
SRR	-0.1
NOL3	-1.557
IFITM2	0.538
ARNTL2	-1.8
ZNF595	1.38975
NLRP13	0.977
ASPH	0.085625
CPA2	-0.0505
PVRIG	-0.8615
LEPR	-1.38116666666667
C16orf42	0.337333333333333
SH3BGRL	2.967
FAM77D	-0.207333333333333
FNDC7	0.564
C9orf6	-0.345
NOTCH2NL	1.78166666666667
PGBD1	-0.7995
SYNGR2	1.37216666666667
PITPNA	-0.16475
PRPF4B	-0.3278
SLC43A3	-1.333
NRBP1	-0.58675
SLC25A22	-0.17275
ILK	-0.67325
SLC22A8	0.7555
MRPS7	-0.786125
PITX2	-0.2275
FABP3	-0.278
OR1L1	1.2625
LOC728215	0.991375
BLID	-2.5685
KIAA1217	2.19558823529412
TFPT	0.286
AP4B1	-1.0315
VBP1	-0.521
OR1K1	0.897
MORC3	0.2755
BHMT2	-0.0615
C3orf10	0.4625
FZD7	0.411666666666667
WFDC10A	1.055
PMS2CL	-0.288375
CCDC32	0.163166666666667
FA2H	0.79025
ALG13	-0.262
TTLL7	0.2864
SPOCK3	0.145
SLC13A2	0.395
AIM1	2.6865
GPRC6A	2.076
EGR2	3.41375
MED11	0.2365
WWC1	2.5065
SH3GL3	-3.6225
RIF1	-0.240928571428572
PRLH	-1.147
VLDLR	-3.138
DBT	0.3925625
C21orf63	0.615
CGGBP1	-0.727875
KRTAP12-2	1.353
TADA3L	-0.2845
ZBTB16	3.0275
PDGFB	0.53775
RFX1	-0.0781249999999999
UQCRB	0.3421
LOC133874	0.108
HPS3	-0.5195
LGALS3BP	-0.3582
DKFZP564O0823	1.66514285714286
MRFAP1L1	0.16275
HOXA10	-1.049
NGB	0.082
KIF21A	0.578461538461538
IFLTD1	1.4515
LZTS1	-1.4145
ARHGEF3	1.642
RHBDL3	-2.7225
CSNK1G2	-0.022
ChGn	1.414875
KIAA1244	3.248
GABRB2	-0.226
MGC72080	2.4425
CD27	3.111
EGLN1	-0.9382
PEX13	0.74425
RWDD3	-0.55275
RNF12	-0.649666666666667
GRIN2B	0.801
ADAMTS14	-1.067375
DYDC2	2.67266666666667
ATP6AP1	0.5823
NR1H2	-0.1485
PDK2	-0.80175
C3orf17	-0.329166666666667
SLC38A2	-0.401571428571429
SLC25A29	0.0603333333333333
C15orf29	0.175625
ADAM9	0.0271666666666667
TMUB2	-0.15625
GPR176	-1.06925
AGK	-0.83475
MCCD1	1.218
NDUFA4	0.49975
TMEM146	2.049
DUSP1	0.5195
UNQ6975	1.6
EMX2OS	2.41575
INSM2	4.39175
LUZP4	0.05825
SETD6	-0.31375
P2RY2	2.52
SLC45A2	-2.1955
RABGAP1	-0.355166666666667
UBXD5	-0.104875
GPRC5A	1.7918
PAK3	2.499
LOC63920	-1.08075
TGFBR1	0.7511
KRTAP6-3	0.4035
SFMBT2	-0.148666666666667
CDC42	0.2820625
C11orf35	-0.068
TTLL2	0.285333333333333
UACA	0.406833333333333
CD97	-1.4375
SETD5	-0.437375
NINJ2	-0.3045
PTER	0.2375
POMGNT1	-0.21125
KRTAP4-2	0.617
ECGF1	2.151875
HRB	0.446909090909091
ATP1B2	0.0921111111111111
LOC400506	0.98175
COL4A3BP	0.494
C6orf97	0.21425
GRHPR	-0.086625
TAS2R1	1.4785
SEMA7A	-1.4275
EDF1	0.55525
ODF2L	0.189555555555556
PCID2	0.0523333333333333
GTF2H4	-0.7095
ZCCHC3	-0.935
CGB2	-0.431
NEUROD1	0.946
C20orf75	-1.291
RP5-1054A22.3	1.69316666666667
IFNA5	0.039
ZNF134	0.393833333333333
MGC119295	-0.2139
ZSWIM6	-0.19425
SMEK1	-0.316666666666667
PCGF2	-0.273375
C1orf102	2.4235
CYP2A13	0.3015
KCNH6	-1.14533333333333
MDM1	-0.2462
ALDH7A1	-0.2055
C9orf75	1.62875
VDAC3	-0.820875
OR51T1	-0.7205
EIF3F	-0.757583333333333
KCNJ10	-0.415375
LENG8	0.2365
EDEM2	0.45625
CCNJL	-1.8655
DHX37	-1.5115
CRYGN	-1.054
AATF	-1.077125
ZNF630	0.850875
E2F5	0.79
WFDC13	-0.894
FTSJ3	-0.648333333333333
C4orf33	0.056
LHFPL4	-2.18
C19orf56	0.02925
SMAD4	-0.11875
AFM	-1.11716666666667
G0S2	0.70075
FCHSD2	0.0553
RRP1B	-1.0368
EEF1B2	-1.59766666666667
STAT6	0.578333333333333
ZNF195	-0.17125
GNL1	-0.822666666666667
ZNRF2	0.911666666666667
PER3	-1.390625
ASB16	0.455
C10orf10	0.800214285714286
ADCY8	-3.374
C9orf58	3.1325
ARMC10	0.659833333333333
PSG1	-2.5525
DHX34	-0.415
VARS2	-0.12475
NFIC	0.38125
ITPR2	1.46275
AGXT2	0.5972
OR6K3	0.242
H2AFZ	-0.972083333333333
MLLT3	-1.40308333333333
COX4I2	1.727
CCNT2	-0.135
PLK4	-2.202375
NUMBL	-0.351666666666667
MED16	0.015
PLEKHQ1	1.043
GOSR1	0.447611111111111
BTG4	0.473
RPL30	0.32225
IGSF5	1.15175
IGFL2	2.194
ELMOD2	1.315
SHC3	-1.0765
HAVCR1	0.216
DYNC2H1	0.519
RNF5	-0.346833333333333
C2orf7	0.68175
NLF1	1.055
KLHL25	0.246
LRP10	1.1426
KRI1	-0.32375
PUS7L	-0.9595
MGMT	-0.11275
HOXD1	-0.744166666666667
CSH1	-0.0893
ATG16L2	-1.709
FLJ44635	0.2845
CHODL	-0.6905
EXOSC8	-0.913
SLC28A1	-0.73125
MYO7B	-0.538833333333333
SEH1L	-0.7894
MTNR1A	0.0831666666666667
TSPAN5	0.724666666666667
CDC45L	-3.0635
AMIGO1	-0.5045
ATAD3A	-1.3245
OSGIN2	1.71916666666667
PDIK1L	0.607333333333333
DARC	3.5795
PIPSL	1.235
SHMT1	-1.563
CRISP3	0.874
POPDC2	2.781
ZRANB2	-1.00633333333333
FBXL8	-0.0935
TRIP13	-2.65790909090909
EIF5AL1	-1.802
POU5F1P3	-5.15983333333333
IL6	-0.263666666666667
CXorf38	0.547833333333333
IFNA16	-0.2465
FBXL2	1.937
BRD1	-0.088
STATH	1.05475
FBXO44	-0.658166666666667
MCCC2	0.019
CDC2	-1.4081
C5orf23	-1.10175
IVD	0.286333333333333
C10orf122	-0.98575
MSL3L1	0.9252
MVP	0.466
EPOR	-0.5212
ZMYM1	-0.285833333333333
BCL7C	0.598166666666667
PSTPIP2	1.7196
LYPD1	-2.012625
OR8G5	-0.966
ZP3	0.0295
BCAS4	0.41325
EDG6	2.23825
ISY1	0.115
PRAMEF2	-0.908333333333333
CUL1	-0.733
RNF213	-0.0227
CCRK	1.5135
DHX9	-0.374125
C13orf29	0.239
NCKAP1	-0.325333333333333
MRPL43	0.722357142857143
XPR1	0.34825
PKN2	-0.1936
PODNL1	0.8315
ZNF333	0.634571428571429
DALRD3	1.375
OPN1SW	0.8095
BTBD6	0.66175
C11orf82	-1.807
OR5P3	0.1675
DUSP11	0.01075
L1CAM	-1.6786
NEK11	2.701
OR7E91P	3.2365
CNTN3	1.47288888888889
CREB3L2	1.36025
ZBTB37	0.3325
KIAA1324L	0.549
NDUFB10	0.1755
NUDT2	0.3585
GTPBP8	-0.423
CACNA1D	0.74875
PRKAA2	0.703666666666667
PRDM8	0.036
MGC16075	-0.723333333333333
KRT14	-1.72292857142857
PP8961	0.06775
MRPL18	0.36625
ABCG2	-3.8555
PACRG	0.835
BBS2	-0.35075
KREMEN2	0.93
FBXO21	-0.059
HNRPUL1	0.533166666666667
GRB10	-0.169
CLSTN1	-0.042125
LMAN2	-0.2477
C17orf61	0.56525
NIPSNAP3A	0.1785
INSIG2	-0.786
PCDHB7	0.968833333333333
STXBP2	0.87375
CMAH	2.38145454545455
SEMA5B	-0.215
ZNF155	0.237833333333333
COQ6	-0.0313333333333334
PRPF4	-0.75425
TSPAN15	2.8599
VN1R5	0.831
LATS2	0.61
SELK	-0.03725
PGK2	0.44
MS4A1	0.609875
TYW3	-1.1611
KRTAP5-1	0.15375
RCCD1	-1.62266666666667
BTN1A1	-0.55775
DDX28	-0.60025
TMEM65	1.492875
LOC92345	-0.113
TTC31	-0.40525
WDR46	-0.638833333333333
CHP2	-0.8516
LSP1	0.119875
ZNF542	0.97875
EXOSC1	-0.34925
ARHGAP18	0.110333333333333
LRRTM4	-1.072
MAOB	2.56216666666667
CACNB4	0.66325
MGC33846	0.145625
RANBP3L	2.067375
ATP5L	0.477625
ONECUT1	-2.9425
NUDT9	0.556
TMEM149	1.06
STX17	0.37625
IGSF10	-4.125
TMPRSS9	2.781
BMPR2	1.22009090909091
ALLC	-1.26375
KLF7	1.073625
GCC1	1.0704
TIMM9	-1.1075
CDO1	-0.00266666666666667
MGC10701	-0.476166666666667
IFI6	0.209
FRMD8	1.234
MGAT2	1.33975
WBP5	-1.03066666666667
CNIH2	-0.0225
KIAA0907	-1.4628
KCNH8	0.124
CTSG	-0.10975
GRIK1	-0.828833333333333
CUL5	0.874
FRMD1	0.6895
OR9A4	0.355
SYT6	-1.04225
FOXD4L2	2.8305
ANAPC2	0.0245
OPN5	-0.118
TAF13	0.16775
LYG2	1.2085
GGNBP1	0.786
C11orf40	0.1515
OTX2	-1.0395
REG4	-0.306333333333333
EIF5	-0.0635
PALB2	-0.4825
SEPSECS	-0.0364
RNASE3	-0.1555
TRIM49	-1.8435
POLR2K	0.4411
GPR42	-0.332
C8B	-2.991
SASS6	-0.791
PREB	-0.655
OR3A3	-0.423
TUBA8	1.404
IGLV2-14	-0.41975
STIL	-2.3795
ANKFN1	-1.48433333333333
NME7	-0.18275
HOXC12	-0.140333333333333
UBE2C	-1.393625
FHOD1	-1.0365
CDK2AP1	-0.0628333333333333
OR6K2	0.47125
DHPS	-0.1745
RPL5	-0.692666666666667
TRGV5	0.578
LOC541472	0.08925
HCCS	-0.403222222222222
DENND1B	2.6815
LHX3	0.114
OR5D16	0.79
CXorf57	-2.367
IRF2BP1	1.04225
NDST2	0.673
LCE3D	0.189
BOLL	0.106571428571429
SYT3	-0.571
PIH1D2	2.25625
C20orf7	0.2795
IL1R2	-0.04625
SLAMF9	-0.133
PPME1	0.43375
PIK3CA	-0.332
TRAPPC1	0.036375
COLEC10	-0.98575
SLC9A6	-2.076
PDDC1	-0.993583333333333
CCDC53	1.0595
GK3P	0.69175
DAZL	-0.456666666666667
BRI3	0.386
SDK1	-1.46028571428571
CYP2C18	-0.2485
IFI44L	1.08025
RPL3L	-0.4185
FUT9	3.26116666666667
KIFC2	-0.0976666666666666
PMP2	-0.359
SLC4A9	-0.346
PLAG1	0.8535
MYCBP2	1.98216666666667
OR4E2	-0.6
CCDC65	2.8075
C16orf82	1.04583333333333
ENTPD4	0.204
BRP44L	0.60475
PMP22CD	-0.396
TMCO4	-0.246666666666667
KCNN1	-0.726166666666667
WDR35	-0.314
CCDC80	1.982875
C3orf31	-1.60025
SLC7A9	-0.3645
TMEM190	2.78275
DBC1	-2.018
FADS3	-1.1295
PDZD8	1.60716666666667
GRM5	0.297714285714286
AZGP1	4.3739
PEX3	1.1615
MED1	3.29478571428571
ATG4C	-1.4055
HNRPH3	-1.014625
FAM109B	0.83425
C4orf17	0.4865
CA10	-1.99475
OPRD1	-0.54
CCL16	-1.41875
SACM1L	-0.91225
CST6	4.9955
CD63	0.3690625
LGI1	0.31775
ZNF784	0.37775
CRYBB1	-0.272
CX3CL1	0.7508
TOP2A	-2.50125
GYPB	-3.87233333333333
GADD45GIP1	-0.38475
FEN1	-1.28825
IGF1R	-0.586125
WDR72	-1.87725
PURG	-1.67983333333333
DEFB126	0.100666666666667
PKD1L1	0.789333333333333
CAV1	-2.466
GNPDA2	0.2239
DGAT2	0.318125
NLGN1	-4.31025
STRBP	0.13425
HPRT1	-2.04666666666667
FANCI	-2.332375
PSMA7	0.52375
DBF4B	-0.973666666666667
TTF1	0.09175
RAD54L	-2.834
ELOF1	0.53475
PLAGL2	0.102875
ZNF256	0.64275
HMGCL	-0.2445
MSI2	0.5185
RPESP	-2.4165
C11orf60	0.8845
ABCD1	1.3265
ACAA1	0.2805
SPARCL1	4.25864285714286
IL6ST	0.0289
ZNF319	-0.168
TMEM109	-0.2079
FAM90A1	-0.564666666666667
IL22RA1	-2.5695
ATP4B	-0.644
TEC	-0.64175
C7orf30	-1.09375
TXNDC2	-0.6728
ABCB4	-0.399
KIAA1191	-0.4635
C9orf38	0.127
SFTPB	0.5305
CNTNAP2	2.08583333333333
FRK	3.775
TBX19	-0.00599999999999997
CHD4	-0.4495
C6orf26	-1.4175
MOSC2	2.12975
IKBKE	0.67575
HIF1A	-1.47366666666667
LOC595101	0.425
RELA	0.408333333333333
TMEM16B	-0.1035
ABHD12B	4.29025
TSEN34	0.563
KIF18A	-1.59975
TXNDC9	-0.220166666666667
SPATA2L	-0.093
SEMA4G	-0.9495
C21orf91	-0.343625
MATN1	-1.191
KCNIP4	0.0914
TUSC1	2.166625
OR4C15	0.14
ARMCX6	-0.506916666666667
WBSCR27	-0.560666666666667
OR52I2	-0.628
KIAA1604	-0.9215
DYNC1I1	-1.619875
PPP4C	0.129
SLC47A2	-1.83916666666667
TREH	-0.376125
CD48	2.32466666666667
ST14	2.02133333333333
PKN1	0.02825
SPON2	1.78025
XBP1	2.71275
SFRS12	-1.01733333333333
EFCAB6	1.76475
SELT	-0.026
SLC39A2	2.182
ERF	-0.514
ARL3	0.8595
SURF6	-0.272
MLLT10	-0.70252380952381
FLJ11171	0.0888333333333333
TDGF1	-3.71966666666667
ERCC6	-0.9885
EIF2AK4	0.1095
BAZ1A	-0.124166666666667
LRRN3	0.588166666666667
TMC3	-0.323
EFTUD1	-0.745
PTPRO	0.888
CLEC12A	0.708375
ACBD4	0.09025
ZDHHC14	0.138
OTUD7B	1.37125
ACTB	0.5484375
MSRA	0.269
LCE5A	0.592
IFI35	-0.7035
BSCL2	1.625
ANKRD12	0.244833333333333
CFHR2	0.03725
RGAG1	-0.82
HSFY1	0.451
SLC30A5	-0.54975
IMPG1	1.6
GPR109A	0.8905
ZNF185	1.20075
IYD	5.00625
NPCDR1	0.2105
SERPINA13	0.603
HMGCLL1	-1.357
NEUROG1	0.626666666666667
UBQLN1	-0.37225
LIN37	0.91025
SOCS2	-1.52225
DSCR4	-1.718125
XKR6	-2.07933333333333
GPR142	1.578
KRTAP13-3	0.807
CCDC15	0.148333333333333
MOS	0.2165
CD1E	-0.3515
OFCC1	-0.7376
FAM83D	-1.83325
SRFBP1	-0.82225
C9orf96	0.523
DHDH	-1.3035
CCDC90A	-0.8885
RABL3	1.47315
CD320	-0.607333333333333
ANGEL2	0.413916666666667
MRPL21	-0.29275
SMG6	0.158
INSR	2.3730625
FLJ14816	-0.0905
GLRB	-0.8404
C9orf89	0.806
CIZ1	-0.30175
URG4	-0.525666666666667
LRDD	-1.56166666666667
CBY1	1.048
NFX1	0.878375
MTERFD2	0.241571428571429
C19orf23	0.6405
PGC	-0.418875
IER3IP1	1.3239
RASAL2	1.4805
C1orf89	-0.49225
SYNJ1	-0.606
NFKBIE	1.103
FLJ40125	-1.67016666666667
TCEB2	-0.1432
NOG	-2.1295
POLR2J2	-0.416333333333333
HLA-B	1.89525
PCDHA1	1.1925
PPP2R2B	-1.39625
ARHGEF17	0.229333333333333
TCF7L2	0.668142857142857
CHD5	-0.5475
ZNF431	-0.282428571428571
TBC1D25	0.31525
ZNF800	1.21875
SCUBE2	2.12836363636364
MYCBP	-0.0558333333333333
GPX5	-0.093
C6orf129	1.06183333333333
QSER1	-0.104166666666667
ULK2	1.45175
PIGO	1.209
NRCAM	-2.60685714285714
SLC35E3	0.4935
CSRP2	-2.1755
HYPE	0.216
MAPK15	-0.350166666666667
MGC14327	0.2835
TIMM13	1.59183333333333
ZNF462	-0.6565
GBA3	6.568
TEX13A	0.7955
MCM6	-1.21088888888889
MTRF1	-0.489625
ABCA7	-0.2585
EIF4A2	-0.299
ZC3H10	0.8055
RPGR	0.168833333333333
C20orf94	1.2555
RP1L1	0.217666666666667
GPR125	-0.44425
USP22	2.866
OR1L4	0.268333333333333
MLZE	0.681
FLJ32065	0.21275
PTCD1	0.623
CRTAC1	-0.3366
BXDC2	-1.8335
C18orf1	2.21333333333333
FAM107A	1.12607142857143
EFNA3	1.1425
P18SRP	-0.9348
CAMKK2	-0.187583333333333
KIAA0649	-0.017
NES	-2.02583333333333
HS6ST3	4.042125
PON2	0.5275
TCP11L2	-0.52375
CLEC4A	2.34275
PRR12	0.9315
MLXIPL	-1.613
C2orf50	0.2415
ZNF28	1.28775
ENC1	0.0643333333333334
MAP2K1	-0.712
FKSG2	1.527
KIAA0430	0.407
PTP4A1	-0.703333333333333
GPR156	0.7855
GTF3C6	-0.12675
UBR2	0.2022
LOC388272	-0.42325
MAK	3.40633333333333
ACOT4	2.5635
STC2	-3.41766666666667
PIGW	-1.268375
SAE1	0.039625
COL6A1	-0.0947272727272727
OAZ1	0.2575
STMN4	-0.0591666666666667
EDG3	0.0792
SGCE	-1.6025
IL11	-2.5052
PRSS8	2.77425
YIPF5	0.227416666666667
WNT4	1.927625
CSN2	-0.0902
TCF7	-2.833875
TDO2	3.85925
SAMD9	0.3439375
S100A7A	5.6895
MMRN1	2.59883333333333
GKAP1	-0.91475
AKR1C3	-2.046875
RNF19A	0.867
GMDS	1.66925
YKT6	-0.216125
SPARC	1.0778
C12orf31	-0.26775
UBE2V2	-0.232166666666667
FBXL18	-0.409666666666667
KIAA0460	0.03675
ADAM22	0.121375
SERPINC1	-4.95075
KCTD21	0.63775
MYOHD1	-2.0695
ZNF37A	-0.417
GTF3C1	0.492333333333333
CTSZ	3.28475
PRNPIP	-1.227125
DRD1IP	0.7405
NR1I2	-2.12583333333333
ZNF266	0.2191
SPAG4L	0.313
COX4NB	-0.64125
SAPS1	0.565
APOA1	-3.710625
TATDN1	-0.747
C10orf82	-2.8515
KPNB1	-0.79525
FOXO3	1.52425
CRYBB2	-1.2025
ZBTB5	-0.463166666666667
SLC25A38	-0.671
DCTN2	-0.2065
IFT20	-0.1525
CTHRC1	2.2025
C1orf31	-0.565375
UHRF1	-0.681666666666667
GPC6	-0.3205
C10orf54	1.303
MCF2L2	-0.241833333333333
WNT9B	-0.0605
OLA1	-1.290625
FAM120B	1.00075
TTLL10	0.8265
CYorf15A	-6.3935
RELN	-2.262
SCN2B	1.00816666666667
MFHAS1	0.35
NKX3-2	-0.57
RASGRF2	-0.118
SSBP1	-0.782166666666667
KPNA6	-0.650428571428571
LOC389118	-0.237
HS3ST4	-1.75188888888889
SUPT7L	-0.926625
FLJ32658	-2.56825
IGFBPL1	0.3955
KIAA1641	-0.9786
SHKBP1	0.254333333333333
CSF1R	4.4395
NAGK	0.917
MYL2	0.3405
HIST1H4C	-0.688166666666667
TOMM7	0.02025
ADAMTSL3	2.1671
TNFSF14	-0.03
PRRT2	-2.01925
VTA1	0.416375
AOAH	3.34366666666667
CRISPLD2	1.49235714285714
PNN	-1.743
TA-NFKBH	-0.09775
ESPN	0.736
RBM43	-1.102
KIAA1267	0.387
DDX3X	0.785055555555556
KIAA1576	-4.09125
PLXDC1	3.9165
FLJ25801	-4.1895
HNRNPL	-0.2735
RUNDC3A	0.309666666666667
CASP12	-0.1875
SH2D5	-1.699125
RPL26L1	-0.0945
OR51A7	-0.14275
HDC	2.5075
C2orf16	-0.295
SYTL3	2.790125
GOLGA4	0.090375
NOTCH1	-0.343666666666667
ATPAF2	-0.7465
ECD	-0.44425
SSX5	-2.776
SNAP91	0.97125
OCA2	-4.0675
PNPO	0.4375
DAPK1	0.690333333333333
PINX1	-0.690666666666667
SELENBP1	1.001375
NEK3	0.42675
TMED4	0.0674285714285714
SSTR4	0.705
FOSL1	-2.4941
CD40LG	-0.0355
CES1	-1.44316666666667
DCI	0.216666666666667
B3GAT3	0.121
STK17B	0.301
CNTN6	1.304
CYP3A4	-0.510833333333333
MBOAT2	2.576
PISD	0.50075
USP1	-1.722
PYDC1	0.208166666666667
CENPM	-1.199
SAR1B	-0.118
TTC7B	-0.57625
DP58	0.0325
GPC1	-0.5875
RBL1	-1.752
TMEM137	-1.66116666666667
TOB1	1.62183333333333
TCEAL1	-0.331333333333333
