Hybridization REF	TCGA-BH-A0C7-01B-11R-A115-07
ZNF419	-0.2815
UPK3B	-0.4385
RELL1	1.7045
ESPNL	1.5785
KLHL21	-0.148375
PI15	0.7245
C2orf61	-0.9375
LOC407835	0.343166666666667
RER1	-0.0572727272727273
ELAVL2	1.9725
MGC26718	-1.1215
KLF2	2.9285
TNFAIP8L3	0.676416666666667
TFE3	0.11325
C11orf17	0.64575
15E1.2	-1.1625
SNRPC	-0.57175
DLGAP1	1.4405
PGLYRP1	0.460285714285714
OVCH2	0.763
IRF7	1.6488
SET	-0.4565
NAB2	-0.593666666666667
LRP5L	-2.911
FAM120A	0.858875
ASCL2	-0.820833333333333
SHH	-0.3665
ATP5H	0.636333333333333
THPO	-1.36266666666667
TYRP1	-5.073
HIST1H3E	0.3245
EIF2S1	-0.2885
TNFRSF17	-1.39733333333333
TARSL2	-0.68375
NKX2-8	-0.129625
C1orf115	1.565625
LOC56964	0.336
KIAA0841	0.307
ISCU	0.468
TTMA	-0.2605
ZNF414	0.9705
LOC441150	0.24375
RAB15	0.65475
HBP1	0.762166666666667
TNNT2	-1.20583333333333
CECR5	-1.16325
PHGDH	-1.061875
JRK	-0.3789
XPO4	-1.20925
FAM131C	0.172
ARHGAP25	0.866666666666667
CA9	-3.392
GPR62	1.0395
TLX1	-0.321166666666667
GPS1	0.26475
OR2M2	0.1395
BDP1	1.21542857142857
FAM70B	0.24
RPS29	-0.307
MKLN1	-0.8795
TSPAN19	-4.54366666666667
SLC29A3	1.1574
LGALS4	0.0035
USH2A	0.578
NF1	0.362333333333333
APOBEC3A	1.74316666666667
IMPAD1	0.344666666666667
OLR1	1.92766666666667
NRAP	0.339
HCFC1R1	0.43
TAOK2	0.305
MCM10	-1.561
MAP4K3	0.559416666666667
CBS	-1.247625
CLK3	-0.6277
PCDHGA5	0.5595
ELF4	0.678
FAM71A	-0.565
C11orf49	0.22975
CLIP2	-0.7365
BTBD9	1.0259
ZNF524	0.981
KDELR1	-0.325333333333333
ZNF509	0.1555
NCSTN	0.764
ZNF533	-0.393642857142857
PARP4	-0.024625
GALNT9	-0.433666666666667
NPY	-3.55975
BEGAIN	-1.93416666666667
TMEM77	0.488666666666667
FOXRED1	-1.46416666666667
SLC16A2	-0.0621666666666667
SLC35B1	0.13025
GK5	0.127166666666667
SDCCAG10	-0.65725
C4orf20	0.283
SLC9A2	-1.7925
ADD1	0.110857142857143
TAL2	1.45166666666667
ACLY	0.345875
DNAJC1	-0.187
SOST	-1.95225
USP43	0.378166666666667
CYP4F12	0.3235
FKBP5	0.50225
CHCHD5	0.1632
NUDT22	0.1695
CCDC85B	-0.89575
OR51G2	0.5695
STRN3	1.02314285714286
TMOD2	1.47825
FLI1	-0.14425
MAB21L2	0.161
DGKQ	0.2
VPRBP	-0.346666666666667
SCNN1B	1.6262
ECHDC3	1.6667
TMEM106C	0.6525
CSNK2A2	-1.1595
RPL39	-0.8465
HERC3	0.4982
ZBTB47	0.03
ZNF681	0.61925
PAGE2	-3.11925
CLIC5	2.46457142857143
RABAC1	0.54325
ZFHX2	0.6835
YPEL1	0.205833333333333
KIAA0776	0.5525
NR1D2	0.41475
DNAJC4	0.177
NPNT	3.706
ZNF677	0.207
ZNF536	-0.682666666666667
MEF2B	0.2105
PTPN4	0.07975
CTCFL	-6.0555
STX5	0.514833333333333
CD72	0.9525
VEGFA	-1.30742105263158
XRCC1	0.181
MAS1L	0.380166666666667
ELL	0.4049
SETBP1	0.82275
CDH11	2.91266666666667
NDC80	-0.835923076923077
DMBX1	-0.6105
NRSN1	0.3302
BAT2D1	0.5395
CDS2	0.560166666666667
C1orf212	-0.143833333333333
SENP3	-0.809
IL1F9	-0.261
EEF2K	-0.487125
COG8	-0.04
CEP72	-0.414
OR1L8	0.369
MUS81	-0.106083333333333
PHYH	0.374375
GGT6	1.27666666666667
C22orf23	-0.730833333333333
C13orf33	2.82575
MAPK8IP2	2.36175
NELL2	1.6915
POU3F2	-2.9685
ALPK1	1.557375
MRPS18C	-1.017
RPLP2	-0.278125
FGF22	-1.2665
SPNS1	-0.0285
ZFP1	0.006
IL1RAPL1	-0.437
PCSK9	-3.72466666666667
NKX2-1	-0.134142857142857
C6orf189	0.48825
SP4	0.0535
SLC11A1	0.9528
C21orf25	0.618
ICAM2	-0.353875
SH3GL1	0.0881666666666667
GSK3B	-0.500833333333333
RALB	1.2015
PDXP	-1.12666666666667
GNGT1	-3.507625
KIR2DL1	0.0775
TNFAIP3	0.0898333333333333
C6orf32	1.1132
CBLN2	-2.0815
PANK3	1.285625
TAAR9	0.114
WDR82	0.140142857142857
APOM	-3.57125
TRIP10	0.123
SPATA16	0.296833333333333
C1orf135	-0.943
USP51	0.33975
TESK1	0.66475
C11orf64	-0.0805
ZNF611	0.08
PDE6G	0.540166666666667
HLA-DQA1	2.100375
GCLC	0.44375
SEC61A1	0.172928571428571
TWSG1	0.706083333333333
ZMYND10	2.28275
CTDP1	0.13275
ADAMTS6	0.401333333333333
SLIT1	-2.3225
KRT86	-1.4315
KIAA0574	0.72025
GTPBP2	0.3736
PQLC3	1.198
PRRX2	-0.424166666666667
C15orf44	0.267
MKKS	-0.74475
C11orf10	-0.0815
GPR110	0.643125
CD109	-1.48941666666667
ADCY1	0.431333333333333
RHBG	-0.657
TP53I3	0.405125
SLC22A3	-1.6286
UCP2	-0.30625
FOXG1	-3.06233333333333
OR2AG1	0.0185
TRIM24	-0.0165
PROC	-3.48175
TAAR6	0.33325
AMTN	-1.352
C10orf47	-0.430833333333333
DEPDC1	-0.5245
FLJ45557	2.071
ZDHHC17	0.012875
KIAA1429	0.9315
KCNH1	0.45725
VNN3	0.896875
PSMAL	1.77225
PPARD	0.177375
HFM1	-1.9055
YBX1	-1.72933333333333
ZNF695	-0.1975
SCTR	-0.233
DCDC1	-0.4995
VPS26B	-0.1097
MTF2	-0.6925
ATP6V1F	0.277
CCDC94	0.24175
PERF15	0.2895
CCL11	1.962
LMO7	-0.583125
DCST1	0.6345
ADRBK1	0.160375
CDRT4	-0.828625
ZNF84	-0.82525
HOXD8	2.19325
STARD8	-0.067
FOXP2	-0.711
CCDC103	0.533
POLR3A	-0.288
GSC	1.24766666666667
ZNF114	-2.17116666666667
HTR7P	0.347
LALBA	0.425
RMND5A	-1.01583333333333
PSCD2	1.2155
ZNF409	0.5135
KRTAP1-3	-0.250333333333333
MAF1	-0.22775
LOC201725	-0.243833333333333
NRN1	-2.5895
SPAG5	-0.281833333333333
DNAH7	0.861333333333333
FLJ43860	0.044
BRCA2	-0.5995
ACADM	0.075125
CXXC6	-3.432
RAGE	-2.064375
CHMP2A	0.542
FAM8A1	0.6292
GPR21	0.8925
SLC12A3	-3.11416666666667
FVT1	0.199714285714286
ZDHHC7	-0.12325
FLJ44048	0.8415
SLC44A3	1.28
SDSL	0.3285
MMP8	-1.71775
PLA2G12B	-4.15283333333333
ACY1	-1.42525
MT1E	0.3615
OR4K15	0.5145
TECTB	-0.369
GPR20	-0.226125
IRAK2	-0.21375
RFPL3	0.341
MYO9A	-0.53275
NARG1L	-0.175916666666667
BLMH	-0.88175
CCDC3	1.28966666666667
C9orf21	-1.19833333333333
KIAA0513	0.4635
MIER2	0.3345
PNMA2	-0.889083333333333
SH3BP2	0.4749
ANXA10	-0.7365
RTN2	0.693333333333333
TFB1M	-0.7445
PRPH2	2.2785
C14orf133	-0.2805
GOLGB1	1.06758333333333
IRX4	-0.086625
NFKBIL1	0.407833333333333
C10orf62	0.32025
APBB3	-0.29075
RPS10	-0.2051
LOC728378	1.6345
TLE3	1.10238888888889
PSMB7	0.141
MESDC1	-0.163
SLC6A1	1.34333333333333
OCLN	2.98566666666667
PTTG3	-1.305
NAGLU	-0.26875
SERTAD4	1.396875
SPRY1	1.378
FLJ10781	-0.38225
MYSM1	-0.20775
TRIM4	0.628142857142857
SH3YL1	1.52325
TREM2	3.22616666666667
SERPINI1	0.22175
HDHD3	0.60975
TMEM38A	-0.157875
EID2B	-0.1385
TDRD3	-0.697166666666667
SEDLP	0.612
THSD7A	1.609
NDST3	-2.4975
KLHL15	-0.850333333333333
DHRS12	1.355
FBXO9	-0.0328571428571428
TNPO1	-0.369333333333333
MRPL13	-0.607
SNX5	-1.90733333333333
METTL6	0.024
SOD1	0.904875
CHML	-1.427
PACS1	1.18675
SIRT5	-0.4576
CAPN2	-0.283666666666667
FXYD5	-0.589166666666667
TWISTNB	-0.718375
LRFN1	0.354166666666667
UBE1L	1.596875
UBE1C	0.1425
OR51B2	0.17075
OR4D11	-0.1155
C15orf2	0.2335
NR4A1	1.25033333333333
LOC339047	-1.8455
TRIM17	3.22475
ATP5G3	-0.9175
RPL15	-0.565666666666667
ADAMTS8	-0.444
HOXC4	0.3445
C14orf37	2.293
CEACAM5	-0.362
MYT1L	-0.144
RASA2	0.417125
OSBPL7	0.1645
STAG1	0.3655
GIMAP4	4.17233333333333
FUT3	-0.00366666666666665
PIF1	-2.24
LPIN2	1.3422
SH3PX3	0.3625
PDP2	-0.36675
PAPD1	0.082375
ERP27	0.26875
APOOL	-0.889
DIABLO	-0.0155
TRHR	0.41925
ARMC9	0.323875
RNF152	1.66025
SLITRK3	0.1265
ZNF211	-0.0929
PFDN1	0.129375
RGS11	1.706125
HS6ST1	1.084
AKR1D1	-2.00575
TNP2	0.3695
STK31	1.91166666666667
EML4	-0.555416666666667
SGTA	0.274833333333333
HIST1H2BI	-1.13983333333333
PSMD6	-1.812
KIAA1257	3.85075
C18orf55	-0.565666666666667
FLJ20273	3.17525
RPL28	-0.571
EPYC	0.66875
NOX3	-0.466
ELAC1	-0.929333333333333
METT11D1	-1.04325
BIN2	-0.458833333333333
NACA2	-0.2135
CCDC17	-1.6715
HM13	-0.4527
UBOX5	-0.428375
UBE2O	0.015375
UBL5	0.54825
APOLD1	1.22875
C9orf31	0.554
TNFSF8	0.7855
ARHGAP29	0.0825
PROKR2	0.279
PDE5A	1.10016666666667
C6orf12	-0.4945
TOM1L1	1.446
WHDC1	0.22075
FOXI1	2.19616666666667
RAB4A	0.4745
TMEM39B	-0.94125
ATPBD1C	0.03375
FARSA	0.171666666666667
PLEKHG5	0.233
CMAS	0.164833333333333
OR7E24	-0.4285
SLC30A1	0.494
CDC42EP5	0.608833333333333
PLAC1	-2.62075
KLHL18	-0.529833333333333
LBA1	1.8592
TAZ	-0.735
CRIP2	1.39725
BTBD11	-0.673833333333333
C16orf72	0.32775
DIO2	1.0955
LRRCC1	1.75633333333333
CCDC136	-1.418
PRX	-0.022
RBM5	-0.5036
TMEM85	0.442875
TUBGCP4	-0.636833333333333
APLN	-0.1575
CDK7	-0.1355
SSR2	0.79575
CRELD1	-0.6455
C19orf46	2.0595
GAL3ST4	0.925166666666667
KBTBD10	-0.02875
IL28A	1.1035
WDR27	0.0735
MCM2	-0.0861666666666667
SOX14	-0.031
FLJ39743	0.868
KIAA0922	0.567625
HIPK4	0.378
FLJ25758	-0.8375
C16orf57	-0.199916666666667
PDZD2	0.8935
MCC	0.268625
HHLA3	-0.0954
ID2	-0.048
C20orf23	2.51533333333333
ZNF688	0.5895
APOC2	-2.37083333333333
LOC440093	1.68125
FAM50B	1.38816666666667
PWP1	-0.6955
DNAH10	0.3145
HIST1H2BA	0.143
GPR56	0.501333333333333
METAP2	-0.263625
PAN3	0.922833333333333
STXBP4	0.843125
PDHX	0.064
MTA1	-0.733583333333333
ZBED4	-0.593375
ZNF720	0.53
CDK2	-0.24275
RHOJ	0.66525
CDC37	0.354166666666667
ZER1	0.504125
GRK4	0.368
PRPH	0.41825
POLR2A	-0.000375000000000004
OGFOD1	-1.04775
NOL5A	-1.31075
PHEX	-0.4845
FLJ16478	0.389
C20orf117	-0.370875
CAMTA2	1.03825
C11orf74	0.191833333333333
DDX17	-0.3105
C5orf27	0.346
PLEKHA2	-0.7706
PDE4DIP	-0.3945
SCN7A	0.163333333333333
ZNF559	-2.08066666666667
CXCL10	3.54525
ZMYM4	0.171666666666667
STK32B	-1.15193333333333
KIAA0888	-3.7815
TACR3	0.4125
CKAP2L	-0.26375
KIF1A	-1.83083333333333
RSPRY1	0.79975
VCAN	1.6855
CYP27C1	0.155
SYDE1	-1.02233333333333
MED12L	-1.07775
ZDHHC21	0.59525
NHS	1.1635
TM9SF3	1.49583333333333
DDHD1	0.0865
MAFG	-0.655666666666667
BICD2	0.1738
C14orf119	-0.160666666666667
C14orf43	-0.876857142857143
CDH7	-0.82625
ALKBH5	-0.716928571428571
JUP	1.976375
TMEM41A	0.169833333333333
MAMDC4	-2.00883333333333
CBX3	-0.148875
LRRC18	0.1395
RBMXL2	-0.38775
PLA2G4D	0.432333333333333
FGF13	1.146875
KIF3A	1.18683333333333
PDIA6	-0.462
DCXR	0.36975
CASKIN2	0.949416666666667
EHD1	0.260666666666667
MARCKSL1	0.793
ZNF496	-0.0075
SCAF1	0.2425
KCTD8	-1.1635
TRAF3IP3	0.465928571428571
LSR	1.00875
CXorf1	0.286666666666667
C14orf112	0.584833333333333
EIF2B1	-0.0735
OMP	-0.3295
GSTZ1	-0.047
LOC92017	1.044
ISLR2	1.298
C12orf36	0.4825
GATA2	1.04933333333333
GABRA5	-2.6785
CELSR2	0.0227142857142857
STAM2	0.2043
TNAP	-0.223
PTPMT1	-0.213333333333333
GRP	6.9875
SV2A	-1.54583333333333
MAGEA12	-3.89975
CACNG1	2.2225
C18orf19	-0.92375
GSG1	-0.501333333333333
PTPRJ	-0.911857142857143
FRMPD1	-0.0985
ZNF668	0.5655
PLEKHJ1	-0.00725
ADAT1	0.2622
TMEM50A	1.0443
UCN3	0.0205
HOOK1	1.860625
IL17B	-0.3985
MLKL	-0.48
TTC14	-0.196333333333333
KLHL5	-0.83675
CRYL1	0.489333333333333
FOXH1	-0.2145
NFYB	-0.137625
PPM1G	0.19125
GOLGA2LY1	-1.049
NMT1	0.66925
HADHA	-0.1062
CHSY-2	2.76925
PLEKHF1	1.18764285714286
SAGE1	-3.368
MUSTN1	-0.536
SUHW4	0.7535
TFEB	0.8325
ZFYVE27	0.631
ATG12	0.317
BMI1	0.209642857142857
ZIM3	0.409333333333333
MYH4	-0.00575
MASP1	-1.60225
KIAA0984	0.50675
RPAP2	-0.5215
ASB5	0.04225
BOLA3	-0.0176666666666667
MIA3	0.776833333333333
KRT35	0.4225
KIR3DL3	-0.809
MRPL51	-0.441
SEMA3F	0.834333333333333
NDUFB2	0.579333333333333
LOC253012	2.03925
FAM46C	-0.6853
G6PC	-3.152
CSAG3A	-4.24883333333333
PREX1	1.78
SLC25A45	0.1095
MAPKBP1	0.1374
CPE	-0.0674
GNB1	-0.75525
CXCR6	2.5415
TRIM46	0.77325
C16orf3	0.188
HPSE	0.035
TIGD3	1.702
SPG3A	1.58975
LCAT	-1.59183333333333
ST6GAL1	-1.91922222222222
POMC	-0.30525
FLJ36031	-0.815
NSMAF	-1.103
SKIL	3.175
ADSS	1.0915
HMGCS1	-0.7894
POLR3F	-0.117333333333333
RAB10	0.308375
ZNF277P	-0.448125
ZBTB7B	0.347625
DHRS1	-0.32825
ABCC13	1.6505
CNOT3	-0.261
NFKBIA	1.89425
GAK	-0.152
SFT2D2	1.37
HOXA6	-0.173
CRTC1	0.370625
LY6D	-0.562666666666667
C20orf72	-0.5805
CPT1A	-0.035
LMO1	-2.3495
EIF3I	-0.69375
PRB4	-0.16125
MCM3APAS	-1.035125
C20orf132	-1.0178
FOXF2	-1.89425
S100A12	1.63675
MLH1	0.371833333333333
ACTN1	0.2464
MRPL36	0.205666666666667
C20orf106	0.074
FBXO6	0.908
MKS1	0.699166666666667
CX3CR1	-2.465625
PDE1B	1.46
PLP1	-3.56575
KISS1	0.1975
C14orf2	-0.989166666666667
TBC1D3P2	-1.03475
COMMD6	0.0794
ANKRD7	-2.3445
PTCHD1	-1.359625
NARS2	-0.2965
DOCK7	-0.43275
FAM127B	-0.103625
LOC390243	0.0531666666666667
N6AMT2	-0.20225
ZNF391	-0.872
DNAJB14	0.5135
WRB	0.72575
BPI	0.127416666666667
TTC4	-0.377666666666667
FAM10A5	-0.328
GOT1L1	0.4192
MAGED1	0.148625
RESP18	-0.21975
WFDC6	0.987
MT2A	-0.395
C11orf56	0.42525
KIAA1432	-0.954
ROR1	-1.705125
HSD17B14	1.65483333333333
ZFAND2B	-0.26
SAMD4B	0.57
HEXA	-0.249625
HNRNPU	0.318818181818182
USP39	-0.6045
NRD1	-0.678
R3HDML	-0.071
FLT4	0.7865
OMG	-0.0905
OR52N4	0.2815
LOC399818	-0.01975
ELA2	-2.41
VENTXP1	-0.056
RFC5	-1.1
OR52L1	0.804
PAX5	0.0775
FBXO2	-0.4205
GMEB1	0.4255
AKT3	-0.4685
CRB1	-1.488
CTTN	0.6655
UTP15	-0.0495
HSBP1	0.21525
PHF11	1.38425
NDEL1	0.198166666666667
USP8	0.1505
BAIAP2	0.85525
SI	0.560666666666667
ARSJ	-1.13533333333333
BAAT	-2.9435
KCNS3	3.06183333333333
LOC126147	-0.304166666666667
TMEM37	0.188
C1orf162	2.79066666666667
MBD1	-0.2586
ITGAL	1.29766666666667
WDR73	-0.123333333333333
GKN2	0.232
ARFGAP1	-0.59075
SLC5A8	-0.967
ZBTB40	-0.4845
CYP4B1	2.55233333333333
LYPLAL1	0.01825
CHST3	-0.81625
MAP3K9	0.0165
BTAF1	-0.845833333333333
TFAP2E	0.1735
RBM35B	0.56925
LOC441251	-0.0238333333333333
ANKRD25	0.450611111111111
UQCRC2	0.2245
MAEA	-0.0906666666666667
HYAL1	-2.9364
RNPEPL1	-0.0476666666666667
CPSF2	-0.035
PSD3	0.1069
ABCA13	-0.4435
AGR2	2.51775
GBX1	-1.6345
HDLBP	0.0945714285714286
ACY3	-0.908
HECW1	-0.78875
ZNF519	-1.54575
HOPX	2.978375
ZNF304	0.437375
OR12D3	0.782
FKSG43	0.551
METTL1	-0.621
MFSD3	0.2735
PSPH	-0.6905
CLCA3	-0.4325
DARS2	-0.0488333333333333
CDC25A	-1.72866666666667
BAIAP2L1	-0.1475
B3GNT5	-0.8565
USP29	0.5015
ARHGEF10L	1.551
ATOX1	-0.2545
ADAM30	0.0925
DNASE1	0.2675
STT3A	-0.626833333333333
RAB6IP1	-0.184
PTN	1.6964
C1orf106	1.40015384615385
HECA	1.306
RNF122	0.50975
SLC22A18AS	-0.841833333333333
GNG8	-0.2225
ELP4	-0.045
FAM65A	0.2905
RPL10A	-0.198833333333333
IRS4	0.486
MACF1	0.4492
SEC24D	0.94925
LOC374395	0.04975
TGFB2	-1.228125
MDFIC	0.263375
CHRNE	0.327333333333333
PCMTD2	-0.053
ATP6V0D1	-0.000166666666666667
MTA2	0.44575
LZTR1	-0.873333333333333
RAP1A	0.391166666666667
AXIN1	0.042125
POLR1C	0.323
TRIO	-0.4055
PLXNA4A	-0.22375
C5orf33	-0.4855
DEPDC1B	-1.4875
ZNF473	-0.3965
MTM1	0.6865
GPR107	0.232166666666667
CSNK1A1L	1.27466666666667
FLJ14154	0.91025
NLRC4	3.549
ENPP4	1.94283333333333
PADI3	0.2255
RNF170	-0.366375
CG018	1.07216666666667
C16orf7	-0.209
KCNE1	1.05725
NRM	-0.233833333333333
SLC37A3	-0.0922857142857143
TPD52L2	-0.918333333333333
UNC5B	1.3225
C12orf12	0.447333333333333
SDHB	-0.50825
CLRN1	0.2205
NUDT10	0.7355
UGT3A1	-0.0481428571428571
FBXW8	0.045875
RHOF	-0.173125
PTPLAD1	1.21925
MYO3B	-1.32125
DERA	-0.7655
TPP2	0.81125
C19orf53	0.025
GINS3	-0.108
ST6GALNAC5	-1.7635
CHSY1	-0.14975
MGC15705	0.1905
GPR83	0.163166666666667
EXT2	0.403125
DOLK	0.4155
TUBAL3	0.64475
ACVRL1	1.8089
ABL2	-0.431916666666667
C14orf156	-1.04783333333333
PTPRZ1	-2.47125
DIP2C	0.321125
LAMP1	2.2045
RXRA	-0.162
MAP3K5	0.619
ALKBH1	0.583333333333333
PDLIM7	-0.15075
ARL14	-1.4825
SNIP1	0.0936666666666667
TIMP3	1.14508333333333
RGS3	0.600666666666667
SPAG16	-0.4122
ABHD4	0.46
ARHGEF12	0.123090909090909
GLUD2	-0.0335
RAC2	-1.0946
UAP1L1	0.144
SLC18A3	0.2715
YOD1	-0.54675
RALY	-0.2075
HMOX2	0.8745
DGKH	-0.67925
DBNDD2	2.5255
YIPF4	0.758125
THAP10	-0.00499999999999999
ZNF513	0.814
HAGHL	-0.529
ITGB4	1.54216666666667
CCDC141	-0.7515
YTHDF3	0.75175
C5orf28	0.613
RPL7L1	-0.079875
TMEM30B	1.87857142857143
ANKRD35	1.771
DUOXA2	-0.237
TBC1D5	-0.219125
DFNB59	-0.6015
HRH4	0.12175
MYO6	3.7488
DNAJA4	2.928625
RBM24	-1.16775
CEACAM20	-0.978
RBM23	0.244357142857143
NGFB	0.0415
C1orf63	-0.7706
KRTAP7-1	0.188
PERLD1	1.821
NPB	0.5815
C17orf59	0.4286
HSPBAP1	-0.37675
SLC15A4	0.060625
PRTFDC1	-0.253
OSMR	0.668785714285714
CYSLTR2	-0.554
C19orf25	0.6021
KIAA1797	-0.5505
NLRP6	0.3155
FAM105B	0.019
SCRN2	0.679
LRRC58	-0.0641
RNF17	-0.0922857142857143
NEIL3	-1.181
FAM137A	-2.58325
SKP2	-2.1295
PARVA	0.870666666666667
PKLR	-2.271
RNF34	0.237
A3GALT2	0.36725
C12orf50	0.115166666666667
SUNC1	-1.638
FAM102B	0.295333333333333
CCT2	-0.6555
LRRC37A2	-0.288
ARF4	0.004
SIKE	-0.14075
C8orf48	0.455333333333333
MBTPS1	0.812285714285714
GPSN2	0.428
NCF2	2.349
SLC12A6	-0.042
MRPL48	-0.367
HMGN3	-0.230666666666667
LRRC62	-1.56025
PAX9	-0.558625
FAM55A	-0.126
C20orf42	-3.41416666666667
SCML2	-1.00616666666667
BCL9	1.074
FAM40A	-0.50075
C9orf41	-0.1855
ZNF774	-0.083
LETM1	-0.45375
PLXNB1	-0.420333333333333
NIPSNAP1	-0.345625
USP10	-0.25325
F9	0.341
LIPE	2.20175
CNGB3	-0.6405
C12orf52	-0.00662499999999999
PI4K2A	0.365875
MED8	0.18025
STAT4	1.1486
FGD4	0.518333333333333
RNF145	-2.341
WDR32	0.0953
CLDN2	0.0801666666666666
TCEAL8	0.04675
ZMYND8	-0.1318
PDXK	-0.89428125
GATAD2A	-0.165
PTGES3	-0.7485
CCM2	-0.7055
TAP1	2.214875
ZNF670	0.1485
ETS2	-0.694642857142857
C6orf166	0.259166666666667
PRMT2	0.337071428571429
OR4B1	0.0265
INTS8	-0.814
CCDC102A	-0.52525
CCDC83	1.39583333333333
ITGA1	0.3192
EPHA5	-2.5061
FAM24B	-0.683
TSGA10	1.43025
HAL	-2.694
MYOT	1.2355
SPACA3	0.7625
BCL2L2	-0.303833333333333
CUGBP2	0.0065
CCNB3	1.12275
RNF113B	-0.08325
MERTK	0.344
BAG1	0.14175
VPS36	-0.552
ORMDL3	1.0963
C1orf190	0.08475
ZNF625	0.6535
CORO2B	-1.80725
ALOX15	1.4295
CST1	1.5605
NUPR1	2.103
CCL7	-0.21425
SMCR5	-2.831
DSC2	1.264
RBMS2	-0.173
GRIK4	0.5085
TRIM65	0.1526
TMPRSS6	1.44564285714286
TP53INP2	-0.33125
GLB1L	-0.1985
LOC388284	0.5725
PUS1	-0.977428571428571
BCL9L	-0.085
OLFM1	1.58983333333333
RET	2.792875
MASTL	-0.82
ALX3	-0.08725
IL1RL1	0.979333333333333
ZNF765	-0.4544
C14orf138	0.017
SNX10	0.541166666666667
TAC4	0.2395
C1orf64	1.91375
POGK	0.74725
MAPK9	0.954
ZNF366	3.56225
C8orf79	1.1828
CLDN7	1.9385
OR5AT1	0.081
TRIM37	-0.75025
LRRC25	1.933
GRHL2	2.2105
TEKT3	0.9655
LASS5	-0.00133333333333333
ABCC4	-2.03875
DLG3	1.59225
VGLL1	0.5125
ZFP36L2	0.328333333333333
MFRP	-0.222666666666667
KIAA1799	0.4835
FLJ44379	0.772
PCNX	-0.77475
ANXA9	2.141
CYP4V2	2.3251
PIK3C2A	0.564
SRR	0.4985
NOL3	-0.04725
IFITM2	2.18
ARNTL2	-1.33525
ZNF595	0.09225
NLRP13	0.266
ASPH	-0.8695
CPA2	-0.3925
PVRIG	-1.15783333333333
LEPR	-1.45833333333333
C16orf42	0.523166666666667
SH3BGRL	0.58225
FAM77D	-0.5205
FNDC7	-0.0715
C9orf6	0.246166666666667
NOTCH2NL	2.276
PGBD1	0.248166666666667
SYNGR2	1.06316666666667
PITPNA	-0.1959375
PRPF4B	-0.1266
SLC43A3	-0.260214285714286
NRBP1	0.17525
SLC25A22	0.73875
ILK	-0.098625
SLC22A8	0.290833333333333
MRPS7	0.743375
PITX2	-0.806
FABP3	-1.505125
OR1L1	0.1355
LOC728215	-0.5015
BLID	-1.485
KIAA1217	2.77088235294118
TFPT	-0.283
AP4B1	-0.847
VBP1	-0.4265
OR1K1	0.2535
MORC3	0.55275
BHMT2	0.856666666666667
C3orf10	0.412625
FZD7	0.7515
WFDC10A	0.999
PMS2CL	-0.6165
CCDC32	0.226333333333333
FA2H	0.69425
ALG13	-0.4485
TTLL7	0.2842
SPOCK3	0.16075
SLC13A2	0.3535
AIM1	2.4215
GPRC6A	0.2125
EGR2	4.9855
MED11	0.34175
WWC1	2.058
SH3GL3	-4.284
RIF1	-0.0385
PRLH	0.195
VLDLR	-1.522
DBT	0.2055
C21orf63	0.835
CGGBP1	-0.16875
KRTAP12-2	-0.189
TADA3L	-0.1535
ZBTB16	3.1505
PDGFB	1.845875
RFX1	0.50775
UQCRB	-0.4993
LOC133874	-0.773
HPS3	-2.622
LGALS3BP	1.9324
DKFZP564O0823	2.11821428571429
MRFAP1L1	0.387625
HOXA10	1.35316666666667
NGB	-0.186
KIF21A	0.234615384615385
IFLTD1	0.017
LZTS1	-0.458125
ARHGEF3	0.7875
RHBDL3	3.3675
CSNK1G2	0.192
ChGn	-1.409875
KIAA1244	3.18633333333333
GABRB2	0.6825
MGC72080	-1.406
CD27	2.9045
EGLN1	-2.1999
PEX13	1.11425
RWDD3	-0.2005
RNF12	-0.976833333333333
GRIN2B	0.2565
ADAMTS14	-0.10275
DYDC2	1.24216666666667
ATP6AP1	0.8364
NR1H2	-0.1495
PDK2	1.10025
C3orf17	-0.0888333333333334
SLC38A2	-0.860142857142857
SLC25A29	-0.390333333333333
C15orf29	-0.029375
ADAM9	0.264333333333333
TMUB2	1.134875
GPR176	-0.861
AGK	-0.23275
MCCD1	1.158
NDUFA4	-0.75075
TMEM146	-0.19475
DUSP1	2.88075
UNQ6975	1.2935
EMX2OS	2.91275
INSM2	0.4105
LUZP4	-0.36625
SETD6	-1.36725
P2RY2	2.73225
SLC45A2	-2.137
RABGAP1	0.305333333333333
UBXD5	-0.242625
GPRC5A	1.4821
PAK3	0.785
LOC63920	-0.8485
TGFBR1	-0.1042
KRTAP6-3	0.454
SFMBT2	-0.48625
CDC42	-0.1103125
C11orf35	0.883
TTLL2	0.30975
UACA	0.583666666666667
CD97	-1.1067
SETD5	-0.308125
NINJ2	-0.6185
PTER	0.1045
POMGNT1	0.41425
KRTAP4-2	-0.242
ECGF1	2.772
HRB	-0.404363636363636
ATP1B2	-0.4836
LOC400506	0.6665
COL4A3BP	0.756
C6orf97	-0.07775
GRHPR	-0.046625
TAS2R1	0.091
SEMA7A	-0.82375
EDF1	0.4115
ODF2L	-0.5365
PCID2	0.405833333333333
GTF2H4	-0.6275
ZCCHC3	-1.193625
CGB2	-0.09
NEUROD1	0.18075
C20orf75	-0.2645
RP5-1054A22.3	2.0075
IFNA5	0.7835
ZNF134	-0.0926666666666667
MGC119295	-0.203
ZSWIM6	-0.53725
