Hybridization REF	TCGA-A2-A0SX-01A-12R-A084-07
GALR2	-0.9555
GPBP1L1	0.71325
TBX21	4.92275
KCNJ6	0.631833333333333
GGN	0.4395
CASP5	1.1275
RNF182	-1.7655
BRD4	0.77775
DOK4	-0.543875
SLC46A2	0.945333333333333
SOX9	2.52416666666667
ZNRD1	-0.8685
PRR6	-1.166
FAU	0.07975
DTNB	1.19433333333333
CARD9	1.56375
STS-1	-0.192666666666667
SLC4A5	0.47525
NSBP1	-2.31225
UGCGL2	-0.610083333333333
POTE15	-2.918
NOXA1	-1.51225
RP13-347D8.3	0.2655
SAMD10	-0.859
EP400NL	-0.88275
TCF21	-0.80775
AMELX	-0.18675
JPH2	1.2036
SLA	2.590125
DLST	-0.338333333333333
SEPT12	0.0315
RGS20	-2.3875
LXN	1.85583333333333
ZNF419	0.13375
UPK3B	-0.1765
RELL1	0.51075
ESPNL	0.3795
KLHL21	0.943875
PI15	0.6185
C2orf61	-0.387
LOC407835	-0.301833333333333
RER1	0.44975
ELAVL2	2.0675
MGC26718	-1.15775
KLF2	1.94925
TNFAIP8L3	1.47958333333333
TFE3	0.3485
C11orf17	-0.37625
15E1.2	-2.096
SNRPC	-0.9095
DLGAP1	-0.31525
PGLYRP1	-0.57825
OVCH2	0.2595
IRF7	1.4262
SET	-0.3389
NAB2	0.8435
LRP5L	-0.8005
FAM120A	-0.1196875
ASCL2	-0.312333333333333
SHH	-0.493
ATP5H	-0.950833333333333
THPO	-0.915333333333333
TYRP1	-1.87466666666667
HIST1H3E	-0.377333333333333
EIF2S1	-0.117333333333333
TNFRSF17	0.89
TARSL2	-0.6635
NKX2-8	0.03725
C1orf115	1.26125
LOC56964	0.352
KIAA0841	0.3385
ISCU	0.2245
TTMA	-0.026
ZNF414	0.885
LOC441150	-0.32925
RAB15	0.81
HBP1	1.70833333333333
TNNT2	1.8855
CECR5	-0.327
PHGDH	0.027125
JRK	-0.00589999999999999
XPO4	-0.733875
FAM131C	0.9
ARHGAP25	2.3632
CA9	-0.556777777777778
GPR62	0.104
TLX1	-0.788166666666667
GPS1	-0.03825
OR2M2	0.837
BDP1	-0.7385
FAM70B	-0.07525
RPS29	-0.515833333333333
MKLN1	-0.7288
TSPAN19	-1.4765
SLC29A3	1.0081
LGALS4	-0.228
USH2A	0.8448
NF1	-0.0968333333333334
APOBEC3A	3.691
IMPAD1	0.718833333333333
OLR1	3.057
NRAP	-0.4625
HCFC1R1	-0.15
TAOK2	-0.425833333333333
MCM10	-2.18966666666667
MAP4K3	0.297666666666667
CBS	-1.3975
CLK3	-0.2704
PCDHGA5	-0.91
ELF4	1.28925
FAM71A	-0.0415
C11orf49	-0.1975
CLIP2	0.33275
BTBD9	1.0148
ZNF524	1.13275
KDELR1	-0.49
ZNF509	0.729
NCSTN	0.978
ZNF533	0.181714285714286
PARP4	0.181625
GALNT9	-0.7625
NPY	-3.389
BEGAIN	-2.7195
TMEM77	0.542833333333333
FOXRED1	-1.38066666666667
SLC16A2	0.159333333333333
SLC35B1	-0.20375
GK5	0.0025
SDCCAG10	-1.11
C4orf20	-0.21675
SLC9A2	-1.02575
ADD1	0.540428571428572
TAL2	-0.511166666666667
ACLY	-0.148
DNAJC1	0.328
SOST	-1.04125
USP43	1.844
CYP4F12	0.09175
FKBP5	0.13925
CHCHD5	-0.7808
NUDT22	-0.76925
CCDC85B	-1.72375
OR51G2	0.842
STRN3	0.503214285714286
TMOD2	1.30775
FLI1	1.266
MAB21L2	-1.20883333333333
DGKQ	0.31275
VPRBP	0.0463333333333333
SCNN1B	0.0631
ECHDC3	1.3954
TMEM106C	-0.71625
CSNK2A2	-0.0355
RPL39	-0.6745
HERC3	0.0775
ZBTB47	0.874833333333333
ZNF681	0.741
PAGE2	-2.6165
CLIC5	2.81571428571429
RABAC1	1.567
ZFHX2	0.2165
YPEL1	0.992833333333333
KIAA0776	0.427
NR1D2	0.48075
DNAJC4	-0.03025
NPNT	0.3442
ZNF677	0.354
ZNF536	-0.05925
MEF2B	0.195916666666667
PTPN4	0.414125
CTCFL	-5.7305
STX5	0.672833333333334
CD72	2.807
VEGFA	-1.93042105263158
XRCC1	1.1494
MAS1L	0.0988333333333333
ELL	0.6293
SETBP1	0.432
CDH11	2.932
NDC80	-1.30361538461538
DMBX1	-3.5645
NRSN1	0.821333333333333
BAT2D1	0.298875
CDS2	0.5295
C1orf212	-0.0275
SENP3	-0.0045
IL1F9	0.3535
EEF2K	-0.268375
COG8	0.384
CEP72	-1.04925
OR1L8	-0.1975
MUS81	0.0579166666666667
PHYH	0.057375
GGT6	1.70633333333333
C22orf23	-1.06516666666667
C13orf33	3.2355
MAPK8IP2	0.24025
NELL2	1.40975
POU3F2	-3.0195
ALPK1	1.859875
MRPS18C	-1.47675
RPLP2	-0.172875
FGF22	-0.5645
SPNS1	-0.517166666666667
ZFP1	-0.09
IL1RAPL1	-1.38025
PCSK9	-2.68366666666667
NKX2-1	0.972153846153846
C6orf189	0.85525
SP4	0.0755
SLC11A1	1.79
C21orf25	0.856
ICAM2	0.18125
SH3GL1	-0.652
GSK3B	0.311
RALB	1.429625
PDXP	-1.67816666666667
GNGT1	-2.9145
KIR2DL1	0.368
TNFAIP3	1.54425
C6orf32	2.0499
CBLN2	0.94775
PANK3	0.502125
TAAR9	0.4605
WDR82	0.609214285714286
APOM	-4.003
TRIP10	0.87275
SPATA16	0.184166666666667
C1orf135	-0.437
USP51	-1.045
TESK1	1.0995
C11orf64	-0.06725
ZNF611	-0.0215
PDE6G	1.72183333333333
HLA-DQA1	2.60542857142857
GCLC	0.280375
SEC61A1	-0.0907857142857143
TWSG1	0.00658333333333333
ZMYND10	-0.026
CTDP1	0.51
ADAMTS6	0.0265
SLIT1	-1.665
KRT86	3.836
KIAA0574	0.17075
GTPBP2	0.2278
PQLC3	0.9215
PRRX2	0.322666666666667
C15orf44	-0.216333333333333
MKKS	-0.758875
C11orf10	-0.63925
GPR110	2.27925
CD109	0.332583333333333
ADCY1	-0.805666666666667
RHBG	-3.5355
TP53I3	0.3825
SLC22A3	0.2096
UCP2	0.2835
FOXG1	2.6715
OR2AG1	0.0735
TRIM24	-1.57575
PROC	-3.351125
TAAR6	0.295
AMTN	-1.659
C10orf47	-0.0885
DEPDC1	-0.83475
FLJ45557	0.48425
ZDHHC17	-0.3373125
KIAA1429	0.376
KCNH1	-0.227
VNN3	1.59625
PSMAL	1.609
PPARD	0.133625
HFM1	-0.368
YBX1	-0.225666666666667
ZNF695	-0.5495
SCTR	-0.136833333333333
DCDC1	-0.5
VPS26B	0.3497
MTF2	-1.09683333333333
ATP6V1F	-0.35325
CCDC94	-0.5735
PERF15	0.225
CCL11	3.935
LMO7	-0.10725
DCST1	-0.47
ADRBK1	0.066375
CDRT4	0.136125
ZNF84	-0.28475
HOXD8	0.55625
STARD8	-0.169666666666667
FOXP2	0.259375
CCDC103	0.599
POLR3A	-0.0576
GSC	1.23566666666667
ZNF114	-2.59116666666667
HTR7P	0.164
LALBA	0.229
RMND5A	0.5325
PSCD2	1.10375
ZNF409	-0.523
KRTAP1-3	-0.126666666666667
MAF1	0.43475
LOC201725	-0.261666666666667
NRN1	-1.396875
SPAG5	-1.74983333333333
DNAH7	2.15033333333333
FLJ43860	-0.0485
BRCA2	-0.1485
ACADM	-0.19525
CXXC6	-1.963125
RAGE	-1.192125
CHMP2A	0.2635
FAM8A1	-0.1042
GPR21	0.567
SLC12A3	-3.0125
FVT1	0.332714285714286
ZDHHC7	0.037
FLJ44048	0.00899999999999998
SLC44A3	1.58016666666667
SDSL	-0.198166666666667
MMP8	-0.8765
PLA2G12B	-3.72633333333333
ACY1	-1.95525
MT1E	-0.189666666666667
OR4K15	-0.73
TECTB	0.0585
GPR20	0.271375
IRAK2	0.2755
RFPL3	-0.07325
MYO9A	0.04775
NARG1L	0.56275
BLMH	-0.880625
CCDC3	2.52316666666667
C9orf21	-0.0163333333333333
KIAA0513	0.304166666666667
MIER2	0.2315
PNMA2	-1.41475
SH3BP2	0.909
ANXA10	-2.315
RTN2	0.552833333333333
TFB1M	-1.1015
PRPH2	3.226
C14orf133	0.282
GOLGB1	1.30233333333333
IRX4	0.588625
NFKBIL1	-0.115
C10orf62	-0.50375
APBB3	-0.80075
RPS10	-0.3468
LOC728378	-1.33025
TLE3	0.176944444444444
PSMB7	-0.70575
MESDC1	0.162
SLC6A1	0.293666666666667
OCLN	1.29416666666667
PTTG3	-1.50533333333333
NAGLU	-0.49125
SERTAD4	1.62825
SPRY1	0.47225
FLJ10781	-0.234833333333333
MYSM1	-0.27575
TRIM4	0.204785714285714
SH3YL1	2.92625
TREM2	3.48716666666667
SERPINI1	0.64425
HDHD3	-0.105875
TMEM38A	0.689375
EID2B	-0.824
TDRD3	0.101833333333333
SEDLP	-0.085
THSD7A	1.71
NDST3	-2.074
KLHL15	-0.487166666666667
DHRS12	1.6135
FBXO9	-0.475214285714286
TNPO1	-0.61925
MRPL13	-1.006
SNX5	-1.4985
METTL6	-1.18125
SOD1	-1.0155
CHML	0.655
PACS1	0.47325
SIRT5	0.3526
CAPN2	1.716
FXYD5	1.765
TWISTNB	-1.389125
LRFN1	0.264166666666667
UBE1L	1.51775
UBE1C	0.758
OR51B2	-0.476
OR4D11	0.059
C15orf2	-0.6645
NR4A1	0.177833333333333
LOC339047	-1.5105
TRIM17	2.62
ATP5G3	-0.139142857142857
RPL15	-0.26025
ADAMTS8	-0.14275
HOXC4	0.4135
C14orf37	2.11
CEACAM5	-3.009125
MYT1L	-0.5015
RASA2	0.66375
OSBPL7	-0.482
STAG1	0.726
GIMAP4	5.03216666666667
FUT3	2.449
PIF1	-1.995875
LPIN2	-0.4314
SH3PX3	0.44875
PDP2	-0.854
PAPD1	0.427714285714286
ERP27	3.008
APOOL	-0.6386
DIABLO	0.57175
TRHR	0.50725
ARMC9	-0.16
RNF152	0.67225
SLITRK3	0.1995
ZNF211	0.7781
PFDN1	-0.407875
RGS11	-0.566625
HS6ST1	1.353
AKR1D1	-1.912
TNP2	0.0215
STK31	4.156
EML4	-0.460416666666667
SGTA	-0.161166666666667
HIST1H2BI	-1.75683333333333
PSMD6	-1.68983333333333
KIAA1257	-0.4655
C18orf55	-1.01883333333333
FLJ20273	1.212125
RPL28	0.00833333333333336
EPYC	2.548125
NOX3	-1.545
ELAC1	0.427833333333333
METT11D1	-0.24125
BIN2	2.09633333333333
NACA2	0.25625
CCDC17	-1.449
HM13	-0.5005
UBOX5	0.27425
UBE2O	-0.95
UBL5	-0.033
APOLD1	0.873375
C9orf31	0.36175
TNFSF8	0.1985
ARHGAP29	2.921625
PROKR2	0.407
PDE5A	-0.543666666666667
C6orf12	-0.0625
TOM1L1	0.1265
WHDC1	-0.481
FOXI1	0.325
RAB4A	1.3252
TMEM39B	0.072
ATPBD1C	-0.76925
FARSA	0.0246666666666667
PLEKHG5	1.257
CMAS	0.176833333333333
OR7E24	0.5855
SLC30A1	-0.82025
CDC42EP5	0.639833333333333
PLAC1	-3.26225
KLHL18	-0.347666666666667
LBA1	1.2608
TAZ	-0.93675
CRIP2	1.24775
BTBD11	-1.07483333333333
C16orf72	-0.44175
DIO2	1.3509
LRRCC1	0.345666666666667
CCDC136	-2.094
PRX	0.035875
RBM5	-0.2735
TMEM85	0.00400000000000001
TUBGCP4	-0.819333333333333
APLN	0.041875
CDK7	-0.715833333333333
SSR2	0.64525
CRELD1	-1.32225
C19orf46	2.667
GAL3ST4	1.2765
KBTBD10	0.01975
IL28A	0.99225
WDR27	-0.843
MCM2	-0.3015
SOX14	-0.619
FLJ39743	-0.409
KIAA0922	0.89575
HIPK4	0.1985
FLJ25758	-0.421
C16orf57	-0.572833333333333
PDZD2	2.912625
MCC	1.006375
HHLA3	-0.5347
ID2	1.1955
C20orf23	0.586083333333333
ZNF688	-0.30825
APOC2	-2.058
LOC440093	0.11075
FAM50B	2.1475
PWP1	0.0195
DNAH10	0.6435
HIST1H2BA	0.062
GPR56	1.68416666666667
METAP2	0.0195
PAN3	1.01383333333333
STXBP4	-0.261625
PDHX	-0.634
MTA1	-0.16175
ZBED4	0.055625
ZNF720	-1.14525
CDK2	0.021
RHOJ	0.640875
CDC37	0.405166666666667
ZER1	0.348375
GRK4	0.0145
PRPH	-0.89325
POLR2A	-0.12125
OGFOD1	-0.88575
NOL5A	-0.5115
PHEX	0.986
FLJ16478	0.976
C20orf117	-0.711125
CAMTA2	0.52825
C11orf74	0.223333333333333
DDX17	-0.132833333333333
C5orf27	-0.134
PLEKHA2	-0.8179
PDE4DIP	-0.1641
SCN7A	0.57925
ZNF559	0.965
CXCL10	3.8835
ZMYM4	-0.137
STK32B	-0.891133333333333
KIAA0888	-3.165
TACR3	-0.3785
CKAP2L	0.1155
KIF1A	2.85083333333333
RSPRY1	0.31625
VCAN	2.07025
CYP27C1	0.786
SYDE1	-1.24016666666667
MED12L	0.35375
ZDHHC21	1.176125
NHS	0.375
TM9SF3	1.169
DDHD1	-0.321375
MAFG	-0.571333333333333
BICD2	0.6176
C14orf119	-0.0551666666666667
C14orf43	-0.0612142857142857
CDH7	-1.702
ALKBH5	-0.196714285714286
JUP	1.844375
TMEM41A	1.10816666666667
MAMDC4	-1.57416666666667
CBX3	-0.957375
LRRC18	-0.168333333333333
RBMXL2	0.19825
PLA2G4D	0.383166666666667
FGF13	1.14075
KIF3A	0.0231666666666667
PDIA6	0.14175
DCXR	-1.09275
CASKIN2	0.0315
EHD1	0.479833333333333
MARCKSL1	1.561
ZNF496	0.681833333333333
SCAF1	-0.342666666666667
KCTD8	-1.07625
TRAF3IP3	2.09364285714286
LSR	2.33475
CXorf1	0.283166666666667
C14orf112	-0.529166666666667
EIF2B1	0.254
OMP	-0.226
GSTZ1	-1.106
LOC92017	0.81075
ISLR2	1.269
C12orf36	0.6935
GATA2	-2.345
GABRA5	-1.976
CELSR2	-0.248785714285714
STAM2	0.9842
TNAP	-0.5035
PTPMT1	-0.905166666666667
GRP	4.68525
SV2A	-1.56216666666667
MAGEA12	-4.9125
CACNG1	-0.0335
C18orf19	-1.09425
GSG1	-0.190166666666667
PTPRJ	-0.0271428571428572
FRMPD1	-0.5055
ZNF668	-0.281
PLEKHJ1	-0.990125
ADAT1	-0.5204
TMEM50A	0.9725
UCN3	0.2205
HOOK1	0.91075
IL17B	-1.3995
MLKL	0.411333333333333
TTC14	-0.373
KLHL5	1.063875
CRYL1	-0.179666666666667
FOXH1	-0.4
NFYB	0.12725
PPM1G	0.19775
GOLGA2LY1	-1.3835
NMT1	-0.335
HADHA	-0.0582
CHSY-2	2.55325
PLEKHF1	1.80378571428571
SAGE1	-2.605
MUSTN1	-0.0265
SUHW4	0.39475
TFEB	1.66083333333333
ZFYVE27	-0.03325
ATG12	-1.25883333333333
BMI1	1.65157142857143
ZIM3	-0.24675
MYH4	0.53175
MASP1	-0.830583333333333
KIAA0984	0.39525
RPAP2	-0.24275
ASB5	0.31925
BOLA3	-1.1315
MIA3	0.7515
KRT35	0.643
KIR3DL3	-0.711
MRPL51	-0.68475
SEMA3F	0.280666666666667
NDUFB2	-0.931
LOC253012	-1.20475
FAM46C	1.1946
G6PC	-2.25642857142857
CSAG3A	-5.41716666666667
PREX1	-0.00299999999999999
SLC25A45	0.099
MAPKBP1	-0.4544
CPE	-1.1806
GNB1	0.482125
CXCR6	3.343
TRIM46	0.355
C16orf3	0.073
HPSE	1.346
TIGD3	-0.208
SPG3A	2.68075
LCAT	-1.1635
ST6GAL1	0.9345
POMC	0.49525
FLJ36031	0.188833333333333
NSMAF	-0.417
SKIL	2.635
ADSS	1.60283333333333
HMGCS1	0.2784
POLR3F	0.1535
RAB10	0.580375
ZNF277P	-0.545625
ZBTB7B	0.979625
DHRS1	-0.5035
ABCC13	-0.510125
CNOT3	0.1885
NFKBIA	1.55175
GAK	0.3105
SFT2D2	1.91633333333333
HOXA6	0.5435
CRTC1	0.365375
LY6D	4.54166666666667
C20orf72	0.497833333333333
CPT1A	-0.74575
LMO1	0.8155
EIF3I	-0.312
PRB4	-0.0205
MCM3APAS	-1.121625
C20orf132	-0.8883
FOXF2	-2.82625
S100A12	0.66325
MLH1	-0.816833333333333
ACTN1	0.4879
MRPL36	-0.937666666666667
C20orf106	-0.08825
FBXO6	1.268
MKS1	0.0155
CX3CR1	-1.9875
PDE1B	1.182
PLP1	-3.829
KISS1	0.0581666666666667
C14orf2	-1.13466666666667
TBC1D3P2	-1.48975
COMMD6	0.3869
ANKRD7	-0.94675
PTCHD1	2.285125
NARS2	-1.18
DOCK7	0.002625
FAM127B	-0.242875
LOC390243	-0.248
N6AMT2	0.00150000000000001
ZNF391	-0.41
DNAJB14	-0.392666666666667
WRB	-0.746375
BPI	3.15141666666667
TTC4	0.6635
FAM10A5	-0.524
GOT1L1	-0.140888888888889
MAGED1	0.719875
RESP18	-0.6775
WFDC6	0.29325
MT2A	-1.698
C11orf56	0.10275
KIAA1432	1.053
ROR1	-0.715
HSD17B14	1.3685
ZFAND2B	1.11125
SAMD4B	1.423
HEXA	-0.246375
HNRNPU	0.245045454545455
USP39	0.40825
NRD1	0.1815
R3HDML	-0.00175
FLT4	0.449833333333333
OMG	-0.145666666666667
OR52N4	0.3375
LOC399818	0.0135
ELA2	-3.06925
VENTXP1	-0.0595
RFC5	-1.4175
OR52L1	-0.1555
PAX5	-0.14
FBXO2	2.0505
GMEB1	0.9275
AKT3	2.02683333333333
CRB1	-0.15
CTTN	0.0128333333333333
UTP15	-1.17916666666667
HSBP1	-0.249
PHF11	1.6335
NDEL1	0.862166666666667
USP8	-0.33275
BAIAP2	-0.1185625
SI	-0.188
ARSJ	-1.0195
BAAT	-2.8775
KCNS3	2.7585
LOC126147	-0.205833333333333
TMEM37	0.15375
C1orf162	3.363
MBD1	0.1174
ITGAL	2.161
WDR73	-1.239
GKN2	0.1215
ARFGAP1	-0.361375
SLC5A8	-1.2905
ZBTB40	0.0947
CYP4B1	0.0718333333333333
LYPLAL1	-0.0735
CHST3	0.15275
MAP3K9	0.1785
BTAF1	-0.0188333333333333
TFAP2E	0.8915
RBM35B	-0.316
LOC441251	-0.585
ANKRD25	-0.312944444444444
UQCRC2	-1.121
MAEA	1.19658333333333
HYAL1	-2.3729
RNPEPL1	0.279
CPSF2	-0.23625
PSD3	-1.4013
ABCA13	0.68625
AGR2	-4.622875
GBX1	-1.2605
HDLBP	0.245428571428571
ACY3	-0.5345
HECW1	-0.623
ZNF519	0.38825
HOPX	2.927625
ZNF304	0.74575
OR12D3	0.181
FKSG43	0.80875
METTL1	-0.51025
MFSD3	-1.0355
PSPH	-1.2595
CLCA3	-1.3055
DARS2	-0.913333333333333
CDC25A	-1.29633333333333
BAIAP2L1	0.143
B3GNT5	2.902125
USP29	-0.25725
ARHGEF10L	2.8081
ATOX1	-0.554625
ADAM30	-0.02575
DNASE1	-1.00675
STT3A	-0.44
RAB6IP1	-0.13725
PTN	0.6735
C1orf106	2.45430769230769
HECA	2.58125
RNF122	1.6125
SLC22A18AS	-0.652833333333333
GNG8	-0.2815
ELP4	-1.08775
FAM65A	0.1075
RPL10A	0.281333333333333
IRS4	0.0045
MACF1	0.4019
SEC24D	-0.023
LOC374395	0.22875
TGFB2	2.919375
MDFIC	0.814
CHRNE	0.360833333333333
PCMTD2	0.0368333333333333
ATP6V0D1	0.313833333333333
MTA2	0.381
LZTR1	-0.6965
RAP1A	0.641
AXIN1	-0.4835
POLR1C	0.329
TRIO	-0.43225
PLXNA4A	-0.4665
C5orf33	-0.61575
DEPDC1B	-2.4185
ZNF473	-0.0356666666666667
MTM1	0.9215
GPR107	0.15
CSNK1A1L	0.401
FLJ14154	0.55325
NLRC4	4.4195
ENPP4	1.0635
PADI3	-0.261
RNF170	-0.76975
CG018	1.96833333333333
C16orf7	-0.39425
KCNE1	-0.187
NRM	-0.731166666666667
SLC37A3	0.177428571428571
TPD52L2	-0.299
UNC5B	0.6215
C12orf12	1.39966666666667
SDHB	0.00725
CLRN1	0.267
NUDT10	-0.865666666666667
UGT3A1	0.028125
FBXW8	-0.15075
RHOF	0.022125
PTPLAD1	-1.26325
MYO3B	2.242
DERA	0.12675
TPP2	0.10125
C19orf53	-0.116833333333333
GINS3	-0.072875
ST6GALNAC5	3.8455
CHSY1	-0.35175
MGC15705	0.484
GPR83	0.403666666666667
EXT2	0.00350000000000001
DOLK	-0.45575
TUBAL3	0.93275
ACVRL1	2.0054
ABL2	-0.157666666666667
C14orf156	-1.73316666666667
PTPRZ1	-4.815125
DIP2C	0.761125
LAMP1	1.697375
RXRA	-0.3911
MAP3K5	1.22225
ALKBH1	0.3285
PDLIM7	-0.28725
ARL14	3.784
SNIP1	0.504666666666667
TIMP3	2.11991666666667
RGS3	-0.0776666666666667
SPAG16	0.5562
ABHD4	0.4585
ARHGEF12	-0.0956666666666667
GLUD2	0.17
RAC2	0.526
UAP1L1	-0.6515
SLC18A3	0.361
YOD1	-0.0875833333333333
RALY	0.5015
HMOX2	-0.020375
DGKH	0.31025
DBNDD2	1.5675
YIPF4	0.698375
THAP10	-0.8015
ZNF513	0.97125
HAGHL	-1.972
ITGB4	0.156666666666667
CCDC141	-0.1915
YTHDF3	1.3865
C5orf28	0.39575
RPL7L1	-0.395
TMEM30B	0.590571428571429
ANKRD35	2.488
DUOXA2	-0.4025
TBC1D5	0.223125
DFNB59	-0.5955
HRH4	0.29525
MYO6	1.6212
DNAJA4	1.254375
RBM24	-1.084875
CEACAM20	-1.44875
RBM23	0.773
NGFB	0.4745
C1orf63	0.5598
KRTAP7-1	0.3095
PERLD1	1.105
NPB	-0.431
C17orf59	0.6096
HSPBAP1	0.83825
SLC15A4	0.663
PRTFDC1	1.6045
OSMR	-0.989428571428571
CYSLTR2	0.3155
C19orf25	-0.3126
KIAA1797	0.7145
NLRP6	-0.1205
FAM105B	0.3499
SCRN2	-1.15233333333333
LRRC58	-0.0004
RNF17	0.7545
NEIL3	-2.4945
FAM137A	-3.27025
SKP2	-2.50325
PARVA	0.726583333333333
PKLR	-2.3025
RNF34	1.165375
A3GALT2	0.076
C12orf50	0.076
SUNC1	-0.53825
FAM102B	-0.724833333333333
CCT2	-0.50625
LRRC37A2	0.1835
ARF4	0.5605
SIKE	0.2735
C8orf48	1.85416666666667
MBTPS1	0.517785714285714
GPSN2	-0.5105
NCF2	4.235
SLC12A6	0.478333333333333
MRPL48	-0.294
HMGN3	-0.2495
LRRC62	-1.97475
PAX9	-2.150375
FAM55A	-0.1395
C20orf42	-0.867833333333333
SCML2	-0.580666666666667
BCL9	0.1565
FAM40A	-0.172
C9orf41	-0.696166666666667
ZNF774	0.341
LETM1	-0.018
PLXNB1	0.202833333333333
NIPSNAP1	-0.394875
USP10	-0.349
F9	-0.0799999999999999
LIPE	2.9805
CNGB3	0.308
C12orf52	-0.3165
PI4K2A	0.53175
MED8	0.4195
STAT4	2.4399
FGD4	-0.0433333333333333
RNF145	-0.336333333333333
WDR32	0.9946
CLDN2	-0.1855
TCEAL8	0.166
ZMYND8	-0.8005
PDXK	-0.05175
GATAD2A	0.50725
PTGES3	-0.4265
CCM2	-0.227
TAP1	3.022
ZNF670	1.64025
ETS2	0.0087857142857143
C6orf166	0.415333333333333
PRMT2	0.922428571428571
OR4B1	0.0705
INTS8	-0.509
CCDC102A	0.64025
CCDC83	-2.8438
ITGA1	-0.3603
EPHA5	-2.3072
FAM24B	0.349833333333333
TSGA10	2.781
HAL	-1.66066666666667
MYOT	0.22675
SPACA3	-0.06275
BCL2L2	-0.5225
CUGBP2	1.58666666666667
CCNB3	1.5695
RNF113B	-0.14875
MERTK	0.75275
BAG1	0.2705
VPS36	0.04775
ORMDL3	0.456
C1orf190	-0.73875
ZNF625	0.40175
CORO2B	-2.22975
ALOX15	-0.142
CST1	0.204
NUPR1	1.829
CCL7	3.47725
SMCR5	-2.303
DSC2	3.722
RBMS2	0.24025
GRIK4	0.89
TRIM65	0.2977
TMPRSS6	-0.990285714285714
TP53INP2	0.14925
GLB1L	1.66183333333333
LOC388284	0.227166666666667
PUS1	-0.3725
BCL9L	0.345
OLFM1	0.0895
RET	-2.278375
MASTL	-1.50466666666667
ALX3	-0.18
IL1RL1	0.0795
ZNF765	-0.00170000000000003
C14orf138	-0.091
SNX10	-0.0586666666666667
TAC4	-0.52
C1orf64	-3.95
POGK	1.17
MAPK9	0.35025
ZNF366	3.74125
C8orf79	-0.2414
CLDN7	2.86625
OR5AT1	-0.0985
TRIM37	-1.20725
LRRC25	3.12725
GRHL2	2.4409
TEKT3	0.33625
LASS5	0.621833333333333
ABCC4	-0.0850833333333333
DLG3	0.73375
VGLL1	3.703625
ZFP36L2	0.779
MFRP	-0.5395
KIAA1799	0.281
FLJ44379	0.3595
PCNX	0.255
ANXA9	-0.6595
CYP4V2	0.5857
PIK3C2A	0.1665
SRR	-0.587
NOL3	-1.2985
IFITM2	1.0875
ARNTL2	-0.2545
ZNF595	0.91
NLRP13	0.15
ASPH	-0.65425
CPA2	-0.135
PVRIG	0.553833333333333
LEPR	-0.661833333333333
C16orf42	-0.5215
SH3BGRL	1.0515
FAM77D	-0.400333333333333
FNDC7	-0.1065
C9orf6	0.688833333333333
NOTCH2NL	0.761333333333333
PGBD1	-0.756166666666667
SYNGR2	0.530166666666667
PITPNA	0.142625
PRPF4B	0.1933
SLC43A3	0.771142857142857
NRBP1	0.583
SLC25A22	0.076
ILK	0.514625
SLC22A8	0.155
MRPS7	-0.271
PITX2	0.03975
FABP3	-0.236
OR1L1	0.2135
LOC728215	-0.759
BLID	-1.79
KIAA1217	2.39164705882353
TFPT	-0.21675
AP4B1	-0.2045
VBP1	-0.8895
OR1K1	0.2765
MORC3	0.91825
BHMT2	0.245666666666667
C3orf10	0.104125
FZD7	2.919
WFDC10A	-1.5285
PMS2CL	-1.160625
CCDC32	0.364833333333333
FA2H	-0.66925
ALG13	-1.542
TTLL7	-0.1281
SPOCK3	-0.787
SLC13A2	0.391
AIM1	1.78875
GPRC6A	-0.278
EGR2	4.92875
MED11	0.0505
WWC1	1.403
SH3GL3	-1.825
RIF1	-0.0189285714285714
PRLH	-0.272
VLDLR	-0.4215
DBT	0.290125
C21orf63	1.63375
CGGBP1	-0.568875
KRTAP12-2	-0.287
TADA3L	-0.683
ZBTB16	0.88375
PDGFB	0.80625
RFX1	0.452
UQCRB	-0.3661
LOC133874	-1.3105
HPS3	-1.59025
LGALS3BP	0.3213
DKFZP564O0823	2.34621428571429
MRFAP1L1	1.321125
HOXA10	0.313833333333333
NGB	0.299
KIF21A	-1.00569230769231
IFLTD1	1.1425
LZTS1	-0.643625
ARHGEF3	1.366
RHBDL3	-1.765
CSNK1G2	-0.78925
ChGn	0.379625
KIAA1244	2.7345
GABRB2	-0.301
MGC72080	0.537
CD27	3.68175
EGLN1	-1.1823
PEX13	0.4465
RWDD3	-0.16625
RNF12	-0.5265
GRIN2B	0.5275
ADAMTS14	-0.3175
DYDC2	1.92666666666667
ATP6AP1	0.2344
NR1H2	-0.315
PDK2	0.21025
C3orf17	0.426833333333333
SLC38A2	-1.45642857142857
SLC25A29	0.0385
C15orf29	0.4755
ADAM9	-0.230833333333333
TMUB2	0.45375
GPR176	-0.371
AGK	-0.93475
MCCD1	-0.419
NDUFA4	-1.3415
TMEM146	0.05
DUSP1	1.693875
UNQ6975	1.203
EMX2OS	3.39525
INSM2	-0.33275
LUZP4	-0.7115
SETD6	-0.5405
P2RY2	1.30875
SLC45A2	-2.3935
RABGAP1	0.642833333333333
UBXD5	-0.09925
GPRC5A	-0.3103
PAK3	2.05983333333333
LOC63920	0.446
TGFBR1	0.211
KRTAP6-3	-0.0485
SFMBT2	-0.597
CDC42	0.2841875
C11orf35	-0.247
TTLL2	-0.15425
UACA	0.02575
CD97	0.2398
SETD5	-0.28525
