Hybridization REF	TCGA-A8-A07C-01A-11R-A034-07
STXBP2	-0.046
CMAH	0.38075
SEMA5B	-0.9095
ZNF155	0.1455
COQ6	-0.108166666666667
PRPF4	-0.11225
TSPAN15	1.1852
VN1R5	0.07725
LATS2	0.02225
SELK	-0.33875
PGK2	0.00225
MS4A1	1.325
TYW3	-0.5034
KRTAP5-1	0.80825
RCCD1	-1.48566666666667
BTN1A1	0.6645
DDX28	-0.906
TMEM65	-0.27825
LOC92345	0.28175
TTC31	-0.3735
WDR46	-0.494833333333333
CHP2	-1.02033333333333
LSP1	0.368625
ZNF542	-1.366
EXOSC1	-0.061
ARHGAP18	-0.670166666666667
LRRTM4	-0.552125
MAOB	-1.7695
CACNB4	-1.0065
MGC33846	1.40075
RANBP3L	0.466125
ATP5L	-0.278
ONECUT1	-2.1665
NUDT9	-0.46775
TMEM149	1.5135
STX17	1.21
IGSF10	-3.55
TMPRSS9	0.319
BMPR2	1.81675
ALLC	-0.086
KLF7	1.055
GCC1	0.8672
TIMM9	-1.656
CDO1	-0.916666666666667
MGC10701	-0.737666666666667
IFI6	0.215333333333333
FRMD8	1.22625
MGAT2	-0.61925
WBP5	-0.0573333333333333
CNIH2	1.26225
KIAA0907	-0.6818
KCNH8	3.21
CTSG	-3.4795
GRIK1	-0.5705
CUL5	0.595625
FRMD1	0.342
OR9A4	0.482
SYT6	-1.725875
FOXD4L2	-0.1065
ANAPC2	0.2295
OPN5	-0.568
TAF13	-0.17025
LYG2	-0.2425
GGNBP1	-0.05
C11orf40	0.6895
OTX2	-0.6665
REG4	-0.224
EIF5	-0.158375
PALB2	0.15325
SEPSECS	-0.2229
RNASE3	0.0995
TRIM49	-0.923
POLR2K	1.8965
GPR42	0.29
C8B	-2.778
SASS6	0.2205
PREB	0.26
OR3A3	0.2045
TUBA8	0.966
IGLV2-14	0.98675
STIL	-0.689
ANKFN1	-0.748166666666667
NME7	0.46125
HOXC12	2.83425
UBE2C	-0.2605
FHOD1	-2.402375
CDK2AP1	2.39191666666667
OR6K2	-0.02625
DHPS	-0.41975
RPL5	-0.202416666666667
TRGV5	0.5235
LOC541472	0.206875
HCCS	-0.5803
DENND1B	0.702
LHX3	0.2675
OR5D16	0.471
CXorf57	-2.49683333333333
IRF2BP1	1.04
NDST2	0.5065
LCE3D	-0.104
BOLL	0.349
SYT3	-0.687
PIH1D2	0.84025
C20orf7	0.2655
IL1R2	0.354166666666667
SLAMF9	-0.2885
PPME1	-0.539875
PIK3CA	0.79125
TRAPPC1	0.154
COLEC10	-0.682
SLC9A6	-0.295
PDDC1	-0.34925
CCDC53	0.644
GK3P	-0.3475
DAZL	-0.55475
BRI3	0.3755
SDK1	-1.18825
CYP2C18	0.30275
IFI44L	2.17975
RPL3L	0.1335
FUT9	1.2605
KIFC2	-1.2175
PMP2	-0.569125
SLC4A9	-0.0945
PLAG1	-0.877166666666667
MYCBP2	-0.0268333333333333
OR4E2	0.501
CCDC65	0.4975
C16orf82	0.014375
ENTPD4	0.0505
BRP44L	-0.501125
PMP22CD	0.30525
TMCO4	0.931333333333333
KCNN1	-0.5275
WDR35	0.436
CCDC80	1.321625
C3orf31	-0.78475
SLC7A9	0.004
TMEM190	-1.21375
DBC1	-2.76516666666667
FADS3	-0.961333333333333
PDZD8	0.0635
GRM5	0.2515
AZGP1	3.1888
PEX3	1.2975
MED1	1.15728571428571
ATG4C	-1.043
HNRPH3	-0.56775
FAM109B	1.9825
C4orf17	0.0775
CA10	0.4965
OPRD1	-0.152
CCL16	-1.45425
SACM1L	-0.6845
CST6	2.49725
CD63	-0.1115
LGI1	-1.453
ZNF784	0.376
CRYBB1	-1.2685
CX3CL1	0.15225
TOP2A	-0.1135
GYPB	-3.2485
GADD45GIP1	-0.089
FEN1	-0.236
IGF1R	-0.6894375
WDR72	-2.5085
PURG	-0.895333333333333
DEFB126	0.19925
PKD1L1	0.2755
CAV1	-2.7034
GNPDA2	0.3089
DGAT2	1.35875
NLGN1	-3.4865
STRBP	1.03925
HPRT1	-0.743833333333333
FANCI	-1.162625
PSMA7	0.316125
DBF4B	-0.326
TTF1	0.33
RAD54L	-2.13325
ELOF1	-0.2035
PLAGL2	0.069125
ZNF256	0.47025
HMGCL	-1.08375
MSI2	0.762666666666667
RPESP	-2.82
C11orf60	-0.64075
ABCD1	-0.4515
ACAA1	0.4239
SPARCL1	3.82242857142857
IL6ST	-0.912
ZNF319	-0.88775
TMEM109	0.1571
FAM90A1	1.87416666666667
IL22RA1	-0.0785
ATP4B	1.0765
TEC	-0.531
C7orf30	-1.40075
TXNDC2	-0.5285
ABCB4	-0.49225
KIAA1191	-0.009375
C9orf38	-0.297
SFTPB	0.25675
CNTNAP2	-1.90816666666667
FRK	1.5955
TBX19	0.60975
CHD4	0.07875
C6orf26	-1.3555
MOSC2	-0.9985
IKBKE	-0.767
HIF1A	-1.5715
LOC595101	-0.289
RELA	0.468166666666667
TMEM16B	-1.83833333333333
ABHD12B	-2.0165
TSEN34	1.30875
KIF18A	0.47775
TXNDC9	0.185666666666667
SPATA2L	0.2845
SEMA4G	-0.7015
C21orf91	0.797125
MATN1	-0.3045
KCNIP4	0.091
TUSC1	2.175625
OR4C15	0.606
ARMCX6	0.48675
WBSCR27	-1.53783333333333
OR52I2	-0.2105
KIAA1604	-0.24675
DYNC1I1	3.974
PPP4C	0.2215
SLC47A2	-1.20583333333333
TREH	-0.2545
CD48	2.25166666666667
ST14	2.15466666666667
PKN1	0.3935
SPON2	3.992
XBP1	-1.12166666666667
SFRS12	-0.695333333333333
EFCAB6	-0.12125
SELT	0.34525
SLC39A2	0.223
ERF	-0.193333333333333
ARL3	0.25825
SURF6	0.8097
MLLT10	-0.29152380952381
FLJ11171	-0.575666666666667
TDGF1	-4.20116666666667
ERCC6	0.163
EIF2AK4	0.521875
BAZ1A	0.9385
LRRN3	-0.8495
TMC3	0.052
EFTUD1	0.534
PTPRO	0.961
CLEC12A	0.69575
ACBD4	-0.306
ZDHHC14	-0.824375
OTUD7B	0.95975
ACTB	-0.2110625
MSRA	-0.716125
LCE5A	1.093
IFI35	-0.73375
BSCL2	0.259666666666667
ANKRD12	-0.58975
CFHR2	0.6005
RGAG1	-0.353166666666667
HSFY1	0.0795
SLC30A5	-0.208833333333333
IMPG1	1.112
GPR109A	0.4415
ZNF185	-0.0855
IYD	0.64325
NPCDR1	-0.2025
SERPINA13	0.1365
HMGCLL1	1.384
NEUROG1	0.560166666666667
UBQLN1	0.288625
LIN37	0.73675
SOCS2	-3.073
DSCR4	-1.941125
XKR6	-1.823
GPR142	0.3365
KRTAP13-3	0.4245
CCDC15	-1.47216666666667
MOS	0.2985
CD1E	-1.865
OFCC1	-0.112166666666667
FAM83D	-0.77325
SRFBP1	0.266
C9orf96	-0.0965
DHDH	-0.02375
CCDC90A	0.836
RABL3	0.0446
CD320	-0.255166666666667
ANGEL2	0.26375
MRPL21	-0.0695
SMG6	-0.0133333333333333
INSR	1.8723125
FLJ14816	-0.439
GLRB	0.487166666666667
C9orf89	1.258
CIZ1	-0.12125
URG4	-0.754
LRDD	-1.77783333333333
CBY1	0.992
NFX1	0.467875
MTERFD2	-0.35
C19orf23	0.765
PGC	-2.900625
IER3IP1	0.2889
RASAL2	1.13158333333333
C1orf89	-0.36975
SYNJ1	-0.17675
NFKBIE	0.47225
FLJ40125	-2.1315
TCEB2	0.2912
NOG	-1.5975
POLR2J2	-0.474666666666667
HLA-B	1.70325
PCDHA1	-1.185
PPP2R2B	-0.442
ARHGEF17	-0.306333333333333
TCF7L2	0.767428571428571
CHD5	-0.5825
ZNF431	-0.0715
TBC1D25	-0.433
ZNF800	-0.0595
SCUBE2	-2.79109090909091
MYCBP	-0.410666666666667
GPX5	0.419
C6orf129	1.175
QSER1	0.552333333333333
ULK2	1.42425
PIGO	0.8635
NRCAM	0.905142857142857
SLC35E3	0.518375
CSRP2	1.3105
HYPE	0.36925
MAPK15	-0.1115
MGC14327	0.97925
TIMM13	-0.407
ZNF462	1.941
GBA3	3.2415
TEX13A	-0.1575
MCM6	-0.267333333333333
MTRF1	-0.279375
ABCA7	-1.16975
EIF4A2	-0.60375
ZC3H10	0.9743
RPGR	-0.550166666666667
C20orf94	-0.144
RP1L1	0.27275
GPR125	0.451875
USP22	0.359
OR1L4	0.29875
MLZE	0.8195
FLJ32065	0.4495
PTCD1	0.036
CRTAC1	3.31983333333333
BXDC2	-0.72475
C18orf1	1.7245
FAM107A	0.204428571428571
EFNA3	0.3345
P18SRP	-0.1904
CAMKK2	0.312583333333333
KIAA0649	-2.24
NES	-0.1165
HS6ST3	-0.557875
PON2	-0.83475
TCP11L2	-0.1705
CLEC4A	2.5435
PRR12	0.5125
MLXIPL	-2.0248
C2orf50	0.055
ZNF28	0.45225
ENC1	-1.2765
MAP2K1	-0.21975
FKSG2	0.3305
KIAA0430	0.47275
PTP4A1	-0.635777777777778
GPR156	0.873
GTF3C6	1.1915
UBR2	-0.2367
LOC388272	-0.37625
MAK	0.151333333333333
ACOT4	0.478
STC2	-3.51541666666667
PIGW	-0.131
SAE1	0.170375
COL6A1	-0.225318181818182
OAZ1	-0.0558333333333333
STMN4	0.238
EDG3	-0.286
SGCE	0.733
IL11	-2.191
PRSS8	2.51025
YIPF5	0.190083333333333
WNT4	-0.21625
CSN2	0.613166666666667
TCF7	-2.13625
TDO2	2.124
SAMD9	-0.4133125
S100A7A	-0.239
MMRN1	0.566
GKAP1	0.403
AKR1C3	-3.386625
RNF19A	0.809
GMDS	0.814
YKT6	-0.698625
SPARC	0.3934
C12orf31	-0.025
UBE2V2	-0.078
FBXL18	-0.092
KIAA0460	0.90275
ADAM22	0.443375
SERPINC1	-4.7885
KCTD21	0.21
MYOHD1	-0.52725
ZNF37A	-0.183833333333333
GTF3C1	0.0095
CTSZ	2.996
PRNPIP	-0.313625
DRD1IP	0.117
NR1I2	0.00866666666666666
ZNF266	0.2888
SPAG4L	0.33
COX4NB	-0.73125
SAPS1	0.491666666666667
APOA1	-4.086625
TATDN1	-0.314
C10orf82	-2.3125
KPNB1	-0.10725
FOXO3	1.08766666666667
CRYBB2	-0.5925
ZBTB5	0.965666666666667
SLC25A38	0.88825
DCTN2	0.243666666666667
IFT20	0.1265
CTHRC1	1.89225
C1orf31	0.090625
UHRF1	0.2485625
GPC6	-0.12475
C10orf54	1.4295
MCF2L2	-0.00649999999999999
WNT9B	0.15525
OLA1	-0.113
FAM120B	-1.062
TTLL10	-0.0655
CYorf15A	-4.278
RELN	-1.6606
SCN2B	-0.0941666666666667
MFHAS1	0.93825
NKX3-2	-0.9615
RASGRF2	-0.9585
SSBP1	-0.3865
KPNA6	-0.427714285714286
LOC389118	-0.0325
HS3ST4	2.1711
SUPT7L	0.578125
FLJ32658	-1.45775
IGFBPL1	0.199
KIAA1641	-0.3361
SHKBP1	-0.0881666666666667
CSF1R	4.70375
NAGK	1.063
MYL2	0.44425
HIST1H4C	1.07083333333333
TOMM7	-0.826
ADAMTSL3	1.1804
TNFSF14	-0.39175
PRRT2	-2.76625
VTA1	0.978
AOAH	3.786
CRISPLD2	0.816214285714286
PNN	-0.1709
TA-NFKBH	0.09
ESPN	-1.414
RBM43	-0.5705
KIAA1267	0.88475
DDX3X	-0.237166666666667
KIAA1576	-4.337
PLXDC1	3.08716666666667
FLJ25801	-4.27775
HNRNPL	-0.23
RUNDC3A	-0.110666666666667
CASP12	0.3955
SH2D5	-1.24575
RPL26L1	-0.7595
OR51A7	0.00475
HDC	-0.294
C2orf16	0.123166666666667
SYTL3	1.652
GOLGA4	1.19375
NOTCH1	1.653
ATPAF2	0.9995
ECD	-0.12975
SSX5	-1.40316666666667
SNAP91	0.92775
OCA2	-0.0605
PNPO	-0.273333333333333
DAPK1	0.1685
PINX1	-0.229666666666667
SELENBP1	1.911
NEK3	-1.39058333333333
TMED4	-0.569857142857143
SSTR4	0.232
FOSL1	-2.423
CD40LG	-0.159
CES1	-1.04825
DCI	-0.659333333333333
B3GAT3	0.282333333333333
STK17B	-0.4765
CNTN6	0.28675
CYP3A4	-1.3905
MBOAT2	1.53364285714286
PISD	-0.136125
USP1	0.51375
PYDC1	-0.552
CENPM	-0.7835
SAR1B	-0.46
TTC7B	-0.122125
DP58	0.324
GPC1	-1.60275
RBL1	-0.626375
TMEM137	-1.39583333333333
TOB1	-0.0166666666666667
TCEAL1	-0.678833333333333
CENPF	0.0521818181818182
C6	-0.0388333333333333
PRSS1	-3.30325
PPIL6	1.257
C6orf124	1.736
ODZ4	0.428
SNCB	0.08225
NDUFB9	0.14125
CNOT6L	0.0541666666666667
S100A9	1.244
TRIM50	0.026
KCTD1	1.1983
WDR63	0.1345
SPEF2	0.459875
RNGTT	0.501166666666667
CXorf22	-0.157
KCNK16	0.048
CEP250	-0.737625
ATPBD1B	-0.32875
KCNJ2	3.35075
MT1B	-2.6495
ZNF684	-0.482
SLC4A1	0.09375
PDHA1	-0.72625
ZNF492	0.11375
TKT	-2.59775
BYSL	0.137125
RNF38	1.524375
AHDC1	0.342
KLHL2	-0.629625
CMTM8	2.55475
DMP1	-0.3855
HERPUD2	-0.826125
CRTAM	2.73016666666667
ZNF572	0.18475
TMEM16J	-1.9975
HSD17B2	-5.0065
UBE2G1	0.02075
AHSA2	-1.9385
PELI2	-0.8375
TPX2	-0.078625
ATP9B	1.68183333333333
DAZAP1	0.495125
HMGCS2	0.0655
C17orf38	0.2995
B9D1	-0.163
NKX2-5	-0.812666666666667
KIAA1276	-0.24425
LILRB2	3.6675
CSTF1	-0.345833333333333
BTN2A1	0.401166666666667
C15orf48	3.55475
IGF2BP3	-3.96975
FAM113B	0.5035
HRG	0.083625
ZNF131	0.168
USP47	0.175357142857143
CCDC88B	-0.860125
HCN1	-0.2651
HTN1	0.0161666666666667
SYCP3	-0.47625
C13orf23	0.927
PAPOLA	-0.09575
AATK	-0.3208
MSH3	-0.465666666666667
NDUFAB1	-0.1515
ITLN2	-0.571333333333333
BAK1	0.844
MRPL45	-0.163666666666667
MTNR1B	0.00633333333333333
LOC645843	0.2715
SPECC1L	0.637
PGCP	-0.18525
SPN	-0.49725
GPR143	0.4375
ZNF576	1.21066666666667
TMEM39A	0.421
ATP5D	-1.20716666666667
MAGEB3	-1.055
RPS5	-0.259666666666667
ANP32E	0.608642857142857
MTMR1	0.783
YEATS4	-0.17825
SYNGAP1	-0.20925
PCOLCE	-1.45016666666667
MNS1	0.6805
PCYT2	0.953
ZNF182	-1.224
LAX1	2.2395
SPPL2B	0.5003
ELOVL5	-0.5244
PCDHAC1	0.3975
B4GALNT1	-0.0723333333333333
BLOC1S2	0.241625
ZNF673	-0.8882
ARHGAP21	-0.368833333333333
IRX5	2.253625
LRFN5	-0.687333333333333
FAM7A1	-1.37275
RAB19	-0.062
GINS1	-0.1945
ITM2B	0.4471
PAPSS2	-0.70625
OR5BF1	0.499
ACSL3	1.3905
KIAA1919	0.2535
GLT8D2	1.284125
UTRN	0.738857142857143
CNN1	-0.84025
HISPPD2A	-1.16583333333333
SDAD1	0.06125
SIGLEC9	1.26266666666667
RPL35	0.485357142857143
C22orf26	-0.1415
IMPDH2	-2.272
WDR69	0.20575
SEC14L5	0.0721666666666667
CLTA	0.56775
RP11-529I10.4	0.0475
GPR37L1	0.197166666666667
OGDH	-0.445083333333333
ASB13	0.688166666666667
ZFP14	0.29875
ZCRB1	0.477666666666667
KPNA3	0.34675
HSPA1L	1.50025
RHOC	-0.461375
LOC554175	0.0515
PPP3CA	-0.042
SLC1A7	0.5141
ZNF529	0.0455
RBED1	0.22575
DDB2	-1.62475
FLJ11286	-0.748333333333333
SPATA1	0.5115
MKNK1	-0.0533333333333333
DYSF	1.8925
ALKBH2	0.88775
NKD1	-3.22333333333333
C1orf174	0.26825
PLEKHO1	1.88633333333333
ASB10	0.10275
RING1	-0.0658333333333333
NPC2	0.74725
AVPR1B	0.542
YTHDF1	-0.1535
LMAN1L	0.257
GSG2	-0.3295
CEP170	0.5878
RPS4Y2	-5.91425
MSH6	0.236
HECTD2	-0.0746666666666667
ZNF556	-3.56133333333333
PLEKHC1	-1.529
AIRE	0.142166666666667
BCL2L10	1.49525
LMOD3	0.0368333333333333
ZBTB8	0.3994
FOXA2	-3.0438
SLCO2A1	2.439375
C3orf46	0.9615
PRDM16	-0.113833333333333
TMEM98	1.985
FRMD5	-1.955
PDE6C	0.0755
C1orf216	-0.160833333333333
EP400	-0.0402857142857143
PTK2	-0.231333333333333
RNF217	0.9975
NDUFA8	1.119
ZFAT1	0.5755
LAMP3	4.0045
GLTSCR2	-0.14025
NPW	-0.014
LLGL2	-0.2553
PPM1K	0.382833333333333
C20orf177	-0.258
KIR2DL4	0.9423
NFKB2	-0.22425
C21orf122	0.482333333333333
HESX1	-1.24725
GPR114	0.994
SLC25A35	-0.517833333333333
GNAT1	-0.096
ORAI3	-1.01125
FAM76B	-0.157875
TMEM99	1.1608
TRIM29	-1.3139
CDS1	0.80025
RHEB	-0.3141
C4orf27	-0.429333333333333
RAB3A	-0.12825
OTUD6B	0.70625
GPD1	-0.921375
CDH15	-1.26383333333333
NPM1	-0.911428571428571
TMEM117	0.972
PRPS2	-0.189
GCK	-0.281
ADRA2A	1.0845
TSPYL4	0.800166666666667
TASP1	0.2875
WDR19	0.02225
C10orf38	0.36375
PDE4C	-0.676666666666667
FYB	0.863916666666667
C1orf55	0.1795
PPFIA3	-2.14825
RAD18	1.28825
C12orf44	-0.028
CRYBA4	-0.375
HVCN1	1.74575
TAF10	-0.299833333333333
C16orf48	-1.37033333333333
DEPDC5	1.6145
LTBP1	-0.7645
MAPRE1	0.1505
FGF8	-0.2675
C3orf52	-0.681
SENP7	0.0996666666666667
LRRK2	1.16125
RUNDC2A	0.127333333333333
KIAA0355	0.538333333333333
CPEB1	-3.003
PPEF2	-0.295
ABI2	1.13416666666667
KIAA0317	0.237875
ATF1	-0.810666666666667
DYNC1H1	0.45975
DIP	-0.025
TMEM33	0.179222222222222
POLDIP3	0.3425
C7orf24	0.09925
GPR171	3.65775
CDC6	-0.4375
PLD1	0.464
ITFG2	0.4743
NDUFC1	0.4935
AKNA	-0.3355
NBR1	0.6715
PKHD1	0.256375
HPS4	-0.3065
MAFA	0.5315
ULBP3	-0.2925
DIRC1	1.251
IMMT	-0.105125
C22orf13	-0.189916666666667
CEL	0.06725
MARK3	-0.68675
ADAMTS2	0.72875
ARPC3	0.5255
TMEM10	0.253125
NPHS1	-0.1285
BRD8	0.0381666666666667
WDR12	0.2195
IDI2	0.900375
HOXD13	1.1565
OR8G2	-0.65925
SLAIN1	2.1605
GABRQ	-0.38975
NR2C2	1.07575
NKTR	-0.7863
TLE2	2.717
KIAA0892	0.602
AURKA	-1.21781818181818
GPRC5C	-3.07983333333333
TBC1D9B	-0.6405
PNPLA6	0.694166666666667
AP3B1	-0.172
NAG	0.083
C11orf68	-0.29325
AKR7A3	-0.26175
AHCYL1	-0.704
COP1	0.395
RPP14	-1.00208333333333
PCDHB18	-0.076
CDH24	1.13775
KRT17	-0.0159
LACTB2	0.25475
DDX24	0.0372
PHACTR1	-2.089
SLC35E2	0.213
LOXL1	-1.52625
IQSEC2	0.031625
RGSL1	-0.1185
PCDHGC5	-0.298
MEGF10	1.033375
PRRX1	0.249333333333333
ASTE1	0.979833333333333
C6orf159	-0.633
MYOD1	1.04475
GAA	-0.153
ZNF747	0.03375
KLRC1	0.142875
IL1RL2	0.5055
GDF9	-0.80125
GPR119	0.3595
TRAF2	0.717
HCK	3.31366666666667
BMP6	-2.45625
IL8RA	0.393
FLJ35848	-0.047
EFHA1	-0.08075
CDSN	-0.546
C14orf54	-0.098
LSM3	1.08075
ZFP41	0.8975
C9orf126	0.719833333333333
VIT	2.383
SPCS3	-1.05975
DEF8	-0.5671
CHAF1A	0.091
C1orf165	-0.261166666666667
ZFPM2	2.18733333333333
FTH1	-0.4435
SLC35F1	-1.336
YWHAH	0.2405
C17orf66	0.1295
ADRB1	-0.228166666666667
FOXL1	1.342
RG9MTD3	0.376166666666667
UMPS	0.36925
MGC13008	0.3645
KIAA1161	1.0855
CCDC77	-0.84375
C12orf65	-0.00159999999999999
COG4	-1.15233333333333
RCP9	-0.0123333333333333
RP4-692D3.1	1.46733333333333
CDC2L5	-0.111
MGC7036	0.2425
DNAJC11	0.0515
GDF2	-0.120333333333333
TIMM17A	0.081
HNRNPA0	-0.5869
OR2H1	-0.134
PCBP1	-0.238125
COL23A1	-1.98325
LRRC2	0.0715714285714286
NSD1	0.0725714285714286
FLJ37078	-2.457625
WDR91	-0.6095
TMEM179	-0.00175
DSCR10	-0.1725
CNDP2	-0.1092
FYN	-0.4445
BEX2	-0.4775
KCND3	-0.288
YPEL5	1.3145
LRRC42	-0.584
C17orf45	0.849625
ZNF649	0.4713
LOC150763	0.821125
COL5A2	1.46591666666667
CNGA2	0.445
ELA2B	-0.525
RAB9B	1.42375
FAM100A	-0.27325
NAIP	0.217642857142857
MYOZ2	-0.5885
SPATA12	-0.457
XRCC4	-0.78425
CYB561	1.7561
CHST10	0.189
BAI1	-1.45883333333333
BRSK1	-0.076
C17orf89	0.885625
PDE6H	-0.3115
FLJ20309	0.8893
MAP7	1.4785
SCN4B	-0.51175
SPAG9	-0.4118125
SERTAD1	-0.299833333333333
FLJ21963	-2.1835
ANTXR1	0.1287
TMPRSS13	1.99816666666667
ETV7	2.77216666666667
DGAT1	0.0153333333333333
NKIRAS1	1.262
TAC3	-3.21475
CORO1C	0.544416666666667
RAD54B	0.76125
HRASLS3	-0.888666666666667
C21orf42	0.51875
BARD1	0.5135
ZNF177	0.620166666666667
MIP	0.1545
ZNF442	0.059
F2	-4.1395
GRIA1	-0.00599999999999996
GALNTL2	1.35766666666667
WNT5A	-2.9913
LENG9	0.0535
hCG_25371	-0.783
FOXR1	0.1915
TRA@	1.1486
PWWP2	0.80925
C1QTNF7	0.150333333333333
SLC7A4	0.83875
C4orf7	1.7175
C17orf80	0.672666666666667
KLK4	0.261333333333333
IL31	-0.313
TMEM176A	3.979
CTNNB1	2.5119375
BHLHB2	-1.33325
TMEM185B	0.723
ARD1B	-0.27425
C1orf93	-0.656
BRUNOL4	1.02116666666667
LOC541469	-0.241
UPK2	-0.00800000000000002
GAS8	-0.560166666666667
PATE	0.348
IMPACT	0.541875
WNK4	-2.76483333333333
HNRPLL	0.299625
GAD2	-0.02475
ITGA6	2.871
BMP15	0.148
CYP2A7	0.580625
RIC8A	0.132125
CCND1	-3.06908333333333
USP35	-0.779
DSCR2	-0.92625
CCL4	4.85166666666667
ZCCHC10	-0.785
NOL11	0.2415
TRPM2	3.00975
PSMD2	1.24127272727273
CHTF18	-1.23125
USP18	0.910125
RRAS	-0.932375
LAMC3	-0.99325
TOX	-1.488
PCDH15	-0.1665
GABRG3	-1.16475
NUDCD2	-0.156
SGCZ	0.4985
KCTD17	-0.6818
SPSB2	0.5955
TPPP3	1.0715
CILP2	-0.122166666666667
CALB2	-0.613
CEBPZ	1.04983333333333
ZNF479	-0.03775
FMOD	4.16633333333333
C21orf66	-0.387785714285714
CLN6	0.213666666666667
ANAPC1	-0.28175
SH2D3C	1.03425
PTPN14	0.4784
TRIM42	0.238
APTX	1.18575
SNRPG	0.245833333333333
BMS1	0.11925
MAGEA3	-4.776
NFATC3	-0.686583333333333
LRRC45	1.07366666666667
ARS2	0.0452857142857143
LRIG1	-0.0475
EPSTI1	1.0815
PRSS27	1.0495
ERC2	-0.653
PRKACB	-0.1635
PRDM13	3.335
HCG27	-1.6385
KLK12	-2.4345
HSD17B7	-0.185166666666667
ZNF354A	0.18975
PCDH11X	0.7195
DMGDH	0.94975
PCBD2	-1.0735
TMC6	-1.24425
RIMS1	0.54725
SF3B2	0.417833333333333
RCN1	0.0605
CPB1	0.3275
BCAR3	-2.2725
FCRLB	-0.280375
PAK1IP1	1.45025
OR10H1	0.2805
KIF9	-0.3532
PITPNM2	-0.4285
L3MBTL4	0.08875
TGFB1	-0.7418
ZXDC	0.36325
SLC6A16	1.2385
SRrp35	3.253625
LRRC8E	1.112
PPIAL4	-1.29033333333333
EOMES	1.6335
PAX2	-0.328
SCARF2	0.178125
PSEN2	-0.0350833333333333
PCDHB13	0.7635
C10orf28	-0.071125
DHRS7B	0.8805
C1orf131	-0.16875
ASB1	-0.5338
ZNF223	0.258833333333333
LCMT2	-0.43075
MEP1A	-0.0275
TMEM53	-0.44525
RSPH3	-0.1045
C10orf33	1.5895
LOC644285	-0.4835
PTPN9	-0.1145
ABCA12	-4.227
CCDC37	-0.72725
RUNDC1	0.7019
YES1	1.3705
FAM120AOS	0.91975
OR5M3	-0.3105
PPP1R3F	-0.3215
IL13	0.251
MDFI	1.16225
PRNT	0.172
ZDBF2	2.119
OR10C1	0.343333333333333
CLIC1	-0.214333333333333
LILRA5	0.4715
CSAG1	-4.331
TREML2	0.0343333333333333
FAM125A	0.332
ZNF74	0.22025
FAM104A	0.22
LRRC39	-0.415
SAMD5	1.16325
HYAL2	-0.615
HIST2H2AC	-0.761
IGFBP5	-0.206913043478261
NRTN	4.0755
KIAA0556	1.4607
FAM29A	-0.358
JMJD2A	0.4645
EPHB1	4.211
POLD4	-0.614375
ANAPC10	0.24975
LRRC36	-0.40675
MEGF6	-1.034
LPHN3	-0.420333333333333
BMP10	0.0993333333333333
C21orf55	0.4585
CREM	0.0800625
PTGER4	0.799166666666667
METAP1	-0.516
KCNQ1	0.348666666666667
NR2F2	-1.532875
SSFA2	-0.180416666666667
CTTNBP2	-3.115
BCL2A1	-0.323
ZBTB24	-0.3195
SLCO6A1	-0.777
PRDM1	0.7147
OR7D2	-0.7035
CCDC47	-0.3888
LOC646982	0.5915
SLC26A6	-2.063
BIN1	-0.9611
SRRM1	-0.136571428571429
PCSK1N	0.73675
ALS2	0.8927
ECT2	0.497631578947368
CACNA2D2	-0.97475
DOCK6	-0.5655
C10orf119	2.2405
FATE1	0.22
DUSP23	1.24525
TRIP6	0.556428571428571
NUP35	-0.214
CDH3	1.43425
KLHDC8A	0.801
C9orf116	-2.21025
EI24	0.23
CENTD1	0.866333333333333
RWDD2B	-0.669166666666667
DOCK1	0.0915
NPAS2	0.250125
NR3C2	3.08866666666667
FAM63A	-0.0278333333333333
INPP5F	1.2535
FAM111A	-0.2303
MYBL1	-0.535583333333333
IQGAP3	0.4915
CRADD	-1.254
DUSP12	-0.07875
PDZK1IP1	1.72475
VASH2	0.38275
CTR9	-0.0235
VIL1	-3.993
OR8U1	0.409
CCDC107	0.434
PTTG1IP	0.754
OR4X2	0.31825
COL9A1	4.282
PSMD9	-0.224
ZFP62	-0.08575
TIP39	-0.027
PARP15	0.527
TTC19	0.315
C1orf114	-1.7705
GFPT1	-0.131
SLC27A6	-2.467
MRPS10	-0.2853
CALML5	4.60483333333333
TRPM7	-0.527625
CGNL1	3.3555
CECR1	0.74225
SERPINB8	0.504166666666667
TMEM102	-0.12025
PDIA2	-3.277
NUCKS1	-0.0991666666666667
HOTAIR	0.80075
EBI3	0.4845
NXN	-0.03775
ZMYND19	0.532125
FOXJ3	-0.5145
EIF5B	0.0146
EIF2B4	0.7195
LEO1	-0.84125
ZIC5	-1.42791666666667
IL20	-0.7465
KIAA0415	0.23575
FLJ37357	0.203
TSPAN12	1.21375
ACTR3B	1.01875
TFAM	0.485833333333333
IL17RD	0.688125
PARP12	-0.317
KLHDC7A	0.396
KCTD4	0.201333333333333
GTF2H1	1.21025
FLCN	-0.0368333333333334
BIRC4	0.223125
LOC790955	0.0845
VKORC1L1	-0.41525
CYP4F22	-0.5055
TAS2R5	0.032
ZNF582	-0.9285
HS3ST3B1	-0.50725
CTNS	0.518
STK36	-0.442666666666667
MMD2	-0.11325
RP5-1103G7.6	0.0505
FLJ23356	1.0145
CRH	-0.39425
C1orf182	2.06866666666667
