Hybridization REF	TCGA-BH-A0BD-01A-11R-A034-07
MYSM1	-1.15375
TRIM4	0.473857142857143
SH3YL1	1.4235
TREM2	3.96883333333333
SERPINI1	1.4625
HDHD3	0.496625
TMEM38A	-0.072
EID2B	-0.7155
TDRD3	0.294833333333333
SEDLP	0.6475
THSD7A	1.87483333333333
NDST3	-2.36525
KLHL15	-0.197583333333333
DHRS12	1.9675
FBXO9	0.0420714285714286
TNPO1	0.101666666666667
MRPL13	-0.222666666666667
SNX5	-2.466
METTL6	-0.21125
SOD1	0.683375
CHML	-0.396166666666667
PACS1	1.548125
SIRT5	-0.4593
CAPN2	1.61583333333333
FXYD5	0.703833333333333
TWISTNB	-0.4115
LRFN1	0.4975
UBE1L	1.698
UBE1C	0.57875
OR51B2	0.048
OR4D11	0.218
C15orf2	-0.0895
NR4A1	-0.574166666666667
LOC339047	-2.2095
TRIM17	3.29325
ATP5G3	-0.192
RPL15	-0.484166666666667
ADAMTS8	-0.18575
HOXC4	0.151
C14orf37	1.9475
CEACAM5	-0.16225
MYT1L	0.0463333333333333
RASA2	0.104375
OSBPL7	-0.841
STAG1	0.1115
GIMAP4	4.947
FUT3	0.180666666666667
PIF1	-2.770375
LPIN2	-0.2544
SH3PX3	0.487
PDP2	0.14975
PAPD1	-0.094875
ERP27	0.93925
APOOL	-0.3109
DIABLO	-0.244
TRHR	0.266875
ARMC9	0.67375
RNF152	2.60425
SLITRK3	-0.232
ZNF211	-0.2169
PFDN1	0.096375
RGS11	1.14025
HS6ST1	1.0654
AKR1D1	-2.771
TNP2	0.367166666666667
STK31	0.225666666666667
EML4	-0.932833333333333
SGTA	-0.587833333333333
HIST1H2BI	-0.4175
PSMD6	-1.282
KIAA1257	2.33875
C18orf55	-0.893
FLJ20273	2.464
RPL28	-0.549666666666667
EPYC	2.775875
NOX3	0.13
ELAC1	0.471
METT11D1	-1.19075
BIN2	0.193166666666667
NACA2	-0.188
CCDC17	-1.71375
HM13	-0.6499
UBOX5	-0.128375
UBE2O	-0.385
UBL5	0.13875
APOLD1	1.009375
C9orf31	0.29675
TNFSF8	0.634
ARHGAP29	0.219875
PROKR2	0.415
PDE5A	0.102166666666667
C6orf12	-0.7015
TOM1L1	0.51
WHDC1	0.202
FOXI1	0.07
RAB4A	1.5838
TMEM39B	-0.59125
ATPBD1C	-0.73925
FARSA	-0.636333333333333
PLEKHG5	1.033
CMAS	-0.763333333333333
OR7E24	-0.917
SLC30A1	0.52375
CDC42EP5	0.960333333333333
PLAC1	1.45725
KLHL18	-0.461916666666667
LBA1	1.4047
TAZ	-1.086
CRIP2	1.147875
BTBD11	-1.39766666666667
C16orf72	0.3995
DIO2	2.5942
LRRCC1	0.785666666666667
CCDC136	-1.8945
PRX	-0.322875
RBM5	-0.0075
TMEM85	0.57525
TUBGCP4	-0.597666666666667
APLN	0.996
CDK7	-0.247666666666667
SSR2	1.63358333333333
CRELD1	-0.64725
C19orf46	2.27275
GAL3ST4	0.95
KBTBD10	0.3455
IL28A	1.9895
WDR27	-1.7325
MCM2	-0.527166666666667
SOX14	0.036
FLJ39743	0.31
KIAA0922	-0.03475
HIPK4	0.012
FLJ25758	0.1335
C16orf57	-0.556333333333333
PDZD2	1.801
MCC	1.86375
HHLA3	0.1916
ID2	0.035
C20orf23	2.20858333333333
ZNF688	0.8165
APOC2	-1.72233333333333
LOC440093	0.17975
FAM50B	2.46933333333333
PWP1	-0.1985
DNAH10	-0.18075
HIST1H2BA	0.170666666666667
GPR56	1.793
METAP2	-0.70425
PAN3	0.33
STXBP4	0.182375
PDHX	-0.5035
MTA1	-0.406416666666667
ZBED4	0.240375
ZNF720	-0.371
CDK2	-1.596125
RHOJ	0.9235
CDC37	-0.594
ZER1	0.316
GRK4	0.818
PRPH	0.53625
POLR2A	0.611
OGFOD1	-0.247
NOL5A	-1.45625
PHEX	0.877
FLJ16478	0.11425
C20orf117	-0.440625
CAMTA2	0.1475
C11orf74	0.0916666666666667
DDX17	0.243333333333333
C5orf27	0.439125
PLEKHA2	0.1186
PDE4DIP	1.6977
SCN7A	0.49525
ZNF559	-0.291333333333333
CXCL10	3.86825
ZMYM4	0.177333333333333
STK32B	0.722866666666667
KIAA0888	-3.0135
TACR3	0.5785
CKAP2L	-0.3165
KIF1A	-1.67716666666667
RSPRY1	1.05
VCAN	1.18525
CYP27C1	-0.3365
SYDE1	-1.37166666666667
MED12L	-0.51425
ZDHHC21	1.61025
NHS	0.2965
TM9SF3	1.08683333333333
DDHD1	-0.2895
MAFG	-0.58325
BICD2	-0.1592
C14orf119	-0.4115
C14orf43	0.299071428571428
CDH7	-1.65525
ALKBH5	0.113785714285714
JUP	1.033875
TMEM41A	-0.415
MAMDC4	-1.416
CBX3	-0.181375
LRRC18	-0.0595
RBMXL2	-0.74975
PLA2G4D	0.5025
FGF13	1.115875
KIF3A	1.3935
PDIA6	-0.3055
DCXR	0.40275
CASKIN2	0.274083333333333
EHD1	0.0115
MARCKSL1	0.939333333333333
ZNF496	0.500666666666667
SCAF1	0.0573333333333333
KCTD8	-1.2505
TRAF3IP3	1.024
LSR	1.51025
CXorf1	0.044
C14orf112	0.474333333333333
EIF2B1	-0.147
OMP	-0.0325
GSTZ1	-0.24425
LOC92017	0.44975
ISLR2	1.2155
C12orf36	0.9955
GATA2	-1.23816666666667
GABRA5	-4.6635
CELSR2	-0.732928571428571
STAM2	0.6984
TNAP	-0.092
PTPMT1	-0.224333333333333
GRP	7.4975
SV2A	-1.4825
MAGEA12	-4.40425
CACNG1	2.404
C18orf19	-1.5125
GSG1	-0.383666666666667
PTPRJ	-0.170714285714286
FRMPD1	0.863
ZNF668	0.16875
PLEKHJ1	-0.94225
ADAT1	-0.5703
TMEM50A	0.7393
UCN3	0.009
HOOK1	1.360125
IL17B	0.084
MLKL	0.184666666666667
TTC14	-0.615166666666667
KLHL5	0.7235
CRYL1	0.9345
FOXH1	0.031
NFYB	-0.094
PPM1G	-0.38275
GOLGA2LY1	-1.033
NMT1	-0.37975
HADHA	-0.1444
CHSY-2	2.54575
PLEKHF1	0.514642857142857
SAGE1	-3.157
MUSTN1	0.07825
SUHW4	1.105
TFEB	1.30566666666667
ZFYVE27	-0.343
ATG12	-0.324333333333333
BMI1	1.967
ZIM3	0.1365
MYH4	0.7485
MASP1	-1.306
KIAA0984	0.78475
RPAP2	-0.42575
ASB5	0.019
BOLA3	-0.716
MIA3	1.26333333333333
KRT35	1.3885
KIR3DL3	-0.482
MRPL51	-0.30325
SEMA3F	1.6625
NDUFB2	0.5405
LOC253012	-1.74375
FAM46C	1.0539
G6PC	-2.635625
CSAG3A	-1.9375
PREX1	2.05
SLC25A45	-0.395125
MAPKBP1	-0.1409
CPE	0.4232
GNB1	0.034125
CXCR6	2.677
TRIM46	1.08125
C16orf3	0.307333333333333
HPSE	1.31725
TIGD3	-1.342
SPG3A	2.20075
LCAT	-1.448
ST6GAL1	-0.203444444444445
POMC	-0.04625
FLJ36031	0.00133333333333333
NSMAF	-0.309
SKIL	0.822
ADSS	1.14816666666667
HMGCS1	-1.5477
POLR3F	-0.372166666666667
RAB10	0.2735
ZNF277P	-1.29975
ZBTB7B	1.12075
DHRS1	0.109875
ABCC13	0.014375
CNOT3	-0.2035
NFKBIA	1.69
GAK	0.0376666666666667
SFT2D2	1.91316666666667
HOXA6	0.364
CRTC1	0.3575
LY6D	-0.2845
C20orf72	-1.03466666666667
CPT1A	-0.44375
LMO1	1.532
EIF3I	-0.3745
PRB4	0.12775
MCM3APAS	-1.34025
C20orf132	-0.3653
FOXF2	-1.86725
S100A12	0.583
MLH1	0.104666666666667
ACTN1	0.976
MRPL36	-0.252833333333333
C20orf106	-0.956
FBXO6	1.879
MKS1	-0.089
CX3CR1	-1.631125
PDE1B	1.732
PLP1	-3.7805
KISS1	0.4975
C14orf2	-0.331166666666667
TBC1D3P2	-1.579
COMMD6	1.3014
ANKRD7	-0.66675
PTCHD1	-1.565875
NARS2	0.8695
DOCK7	-0.147375
FAM127B	0.2735
LOC390243	0.107166666666667
N6AMT2	1.4525
ZNF391	-0.589
DNAJB14	0.501833333333333
WRB	0.3835
BPI	0.00625
TTC4	-0.433833333333333
FAM10A5	-0.23025
GOT1L1	-0.1217
MAGED1	1.28125
RESP18	-0.118
WFDC6	0.16175
MT2A	-0.5405
C11orf56	0.03225
KIAA1432	0.197
ROR1	-1.215125
HSD17B14	1.0055
ZFAND2B	0.304875
SAMD4B	0.33925
HEXA	0.1795
HNRNPU	0.583909090909091
USP39	-0.260875
NRD1	-0.58175
R3HDML	0.2145
FLT4	0.487833333333333
OMG	-0.1205
OR52N4	0.4225
LOC399818	0.23525
ELA2	-1.98575
VENTXP1	-0.9715
RFC5	-1.0225
OR52L1	0.571
PAX5	0.806
FBXO2	1.0305
GMEB1	0.591
AKT3	-0.591166666666667
CRB1	0.1875
CTTN	3.2655
UTP15	-0.311
HSBP1	0.436916666666667
PHF11	1.906
NDEL1	0.2325
USP8	-0.15125
BAIAP2	0.061125
SI	0.224666666666667
ARSJ	0.960333333333333
BAAT	-2.90725
KCNS3	2.80716666666667
LOC126147	-0.3855
TMEM37	0.9555
C1orf162	3.638
MBD1	-0.6553
ITGAL	1.24816666666667
WDR73	-0.538166666666667
GKN2	0.323333333333333
ARFGAP1	-1.44075
SLC5A8	0.275
ZBTB40	-0.2547
CYP4B1	3.10183333333333
LYPLAL1	1.41775
CHST3	-0.55075
MAP3K9	0.32
BTAF1	-1.335
TFAP2E	-0.294
RBM35B	-0.32275
LOC441251	-0.308833333333333
ANKRD25	0.0956666666666667
UQCRC2	-0.321
MAEA	0.21175
HYAL1	-2.5779
RNPEPL1	0.406
CPSF2	-0.258125
PSD3	-0.826
ABCA13	3.331375
AGR2	2.75925
GBX1	-0.966
HDLBP	0.461714285714286
ACY3	-0.1805
HECW1	-0.4705
ZNF519	-1.98675
HOPX	3.55175
ZNF304	0.904625
OR12D3	0.7865
FKSG43	-0.02225
METTL1	-0.21175
MFSD3	0.2264
PSPH	-1.1305
CLCA3	-0.4415
DARS2	0.0428333333333333
CDC25A	-1.50783333333333
BAIAP2L1	-0.23575
B3GNT5	-0.633875
USP29	0.059
ARHGEF10L	0.7273
ATOX1	0.35425
ADAM30	0.14125
DNASE1	-0.39875
STT3A	-0.345
RAB6IP1	0.021
PTN	1.7866
C1orf106	1.66315384615385
HECA	1.01925
RNF122	0.33025
SLC22A18AS	0.225166666666667
GNG8	0.165
ELP4	-0.136
FAM65A	0.374666666666667
RPL10A	-0.198166666666667
IRS4	-0.094
MACF1	0.6333
SEC24D	0.40575
LOC374395	-0.22525
TGFB2	1.39825
MDFIC	1.190125
CHRNE	0.549
PCMTD2	-0.423666666666667
ATP6V0D1	0.274666666666667
MTA2	-0.2605
LZTR1	-0.6485
RAP1A	0.251666666666667
AXIN1	-0.47025
POLR1C	-0.50725
TRIO	-0.601666666666667
PLXNA4A	0.1285
C5orf33	-0.475
DEPDC1B	-1.97725
ZNF473	-0.328166666666667
MTM1	0.369375
GPR107	0.336666666666667
CSNK1A1L	0.559166666666667
FLJ14154	-0.3955
NLRC4	3.956
ENPP4	2.18566666666667
PADI3	0.3815
RNF170	0.03
CG018	2.135
C16orf7	-0.0555
KCNE1	0.804
NRM	-0.219833333333333
SLC37A3	-0.126642857142857
TPD52L2	-1.21433333333333
UNC5B	2.4545
C12orf12	0.380666666666667
SDHB	-0.38575
CLRN1	0.258375
NUDT10	-1.80833333333333
UGT3A1	-0.1875
FBXW8	0.12075
RHOF	-0.742375
PTPLAD1	0.493625
MYO3B	0.9695
DERA	-0.47825
TPP2	-0.74725
C19orf53	-0.303666666666667
GINS3	-0.75525
ST6GALNAC5	-0.7555
CHSY1	-0.0595
MGC15705	0.2655
GPR83	0.474666666666667
EXT2	0.327375
DOLK	0.52725
TUBAL3	3.34
ACVRL1	2.276
ABL2	0.209
C14orf156	-1.22283333333333
PTPRZ1	-3.688875
DIP2C	0.5765
LAMP1	1.23225
RXRA	0.3244
MAP3K5	0.78025
ALKBH1	-0.114333333333333
PDLIM7	-0.348625
ARL14	-2.2545
SNIP1	-0.149833333333333
TIMP3	1.80941666666667
RGS3	0.369666666666667
SPAG16	0.3742
ABHD4	0.3585
ARHGEF12	0.0331818181818182
GLUD2	-0.596
RAC2	0.0301
UAP1L1	-0.709
SLC18A3	0.033
YOD1	-0.408916666666667
RALY	-0.53075
HMOX2	0.354125
DGKH	-0.89625
DBNDD2	1.648
YIPF4	0.3375
THAP10	0.05575
ZNF513	0.32125
HAGHL	-0.2135
ITGB4	1.08733333333333
CCDC141	-1.241
YTHDF3	0.96775
C5orf28	-0.01125
RPL7L1	-0.939
TMEM30B	-0.0665714285714286
ANKRD35	1.671
DUOXA2	-0.48875
TBC1D5	0.054125
DFNB59	-0.612
HRH4	0.0655
MYO6	3.1802
DNAJA4	1.856125
RBM24	-0.58525
CEACAM20	-0.762
RBM23	0.234
NGFB	0.382
C1orf63	-1.6326
KRTAP7-1	0.164
PERLD1	1.08525
NPB	-0.2365
C17orf59	0.8348
HSPBAP1	-0.6145
SLC15A4	-0.067125
PRTFDC1	1.3205
OSMR	-0.266357142857143
CYSLTR2	-0.174
C19orf25	0.2127
KIAA1797	-0.103
NLRP6	0.5705
FAM105B	-0.1096
SCRN2	0.074
LRRC58	-0.2011
RNF17	0.368625
NEIL3	-1.721
FAM137A	-2.37975
SKP2	-2.48875
PARVA	1.38516666666667
PKLR	-1.957
RNF34	0.06125
A3GALT2	0.27125
C12orf50	-0.121
SUNC1	-1.39225
FAM102B	0.743333333333333
CCT2	-0.585
LRRC37A2	-1.1495
ARF4	0.716
SIKE	1.262625
C8orf48	3.10566666666667
MBTPS1	0.421428571428572
GPSN2	-0.304
NCF2	2.9925
SLC12A6	0.027
MRPL48	-1.2395
HMGN3	0.314666666666667
LRRC62	-1.08575
PAX9	-1.4585
FAM55A	0.015
C20orf42	-3.24466666666667
SCML2	-1.87983333333333
BCL9	0.96575
FAM40A	-0.87025
C9orf41	-0.578166666666667
ZNF774	0.8115
LETM1	-0.7295
PLXNB1	-0.0341666666666667
NIPSNAP1	-0.037125
USP10	-0.3125
F9	0.16075
LIPE	3.39925
CNGB3	-0.308
C12orf52	-0.0345
PI4K2A	0.301125
MED8	-0.044125
STAT4	1.9871
FGD4	0.3295
RNF145	-2.08883333333333
WDR32	0.1661
CLDN2	0.138833333333333
TCEAL8	0.43975
ZMYND8	-0.8259
PDXK	-0.5546875
GATAD2A	-0.3625
PTGES3	-0.5145
CCM2	0.07125
TAP1	1.951625
ZNF670	0.7875
ETS2	0.251571428571429
C6orf166	0.234833333333333
PRMT2	0.220857142857143
OR4B1	0.4345
INTS8	-0.0995
CCDC102A	1.0525
CCDC83	-2.50816666666667
ITGA1	0.4532
EPHA5	-2.2944
FAM24B	-1.173
TSGA10	1.8385
HAL	-2.24766666666667
MYOT	-0.01275
SPACA3	0.13875
BCL2L2	-0.5345
CUGBP2	0.336833333333333
CCNB3	1.014
RNF113B	-0.16575
MERTK	0.77175
BAG1	0.5815
VPS36	0.3505
ORMDL3	0.7404
C1orf190	0.80175
ZNF625	-0.31825
CORO2B	-1.67325
ALOX15	0.161
CST1	1.52
NUPR1	1.68816666666667
CCL7	2.1775
SMCR5	-2.852
DSC2	1.3375
RBMS2	0.7565
GRIK4	0.6595
TRIM65	-0.0846
TMPRSS6	2.45035714285714
TP53INP2	-0.6765
GLB1L	1.21733333333333
LOC388284	0.694166666666667
PUS1	-0.818857142857143
BCL9L	-0.386
OLFM1	1.03675
RET	3.3495
MASTL	-1.38
ALX3	1.4285
IL1RL1	0.415833333333333
ZNF765	-0.7299
C14orf138	-0.782
SNX10	0.568166666666667
TAC4	0.371
C1orf64	-2.351
POGK	1.44425
MAPK9	1.08375
ZNF366	3.654
C8orf79	3.5011
CLDN7	2.6665
OR5AT1	0.43
TRIM37	-2.2155
LRRC25	3.2285
GRHL2	2.7504
TEKT3	1.08925
LASS5	0.023
ABCC4	-1.65116666666667
DLG3	1.107
VGLL1	0.19475
ZFP36L2	1.79266666666667
MFRP	0.0468333333333333
KIAA1799	0.24675
FLJ44379	0.928
PCNX	0.063
ANXA9	3.102
CYP4V2	2.0473
PIK3C2A	0.15275
SRR	1.675
NOL3	-0.07425
IFITM2	2.3055
ARNTL2	-2.38375
ZNF595	0.12475
NLRP13	0.701
ASPH	-0.307625
CPA2	0.411
PVRIG	-0.5895
LEPR	0.0105
C16orf42	0.344333333333333
SH3BGRL	2.5235
FAM77D	-0.517
FNDC7	0.1875
C9orf6	0.155333333333333
NOTCH2NL	1.75216666666667
PGBD1	-0.2485
SYNGR2	0.608666666666667
PITPNA	0.05175
PRPF4B	-0.8621
SLC43A3	-1.028
NRBP1	0.09275
SLC25A22	0.6385
ILK	0.261125
SLC22A8	0.949333333333333
MRPS7	-0.2355
PITX2	-1.3755
FABP3	1.704625
OR1L1	0.125
LOC728215	1.857625
BLID	-2.173
KIAA1217	2.51582352941176
TFPT	0.694
AP4B1	0.208
VBP1	-1.0915
OR1K1	0.4635
MORC3	0.04425
BHMT2	0.646
C3orf10	0.893
FZD7	1.54566666666667
WFDC10A	0.084
PMS2CL	-0.683875
CCDC32	0.258
FA2H	0.1065
ALG13	-0.804
TTLL7	-1.7418
SPOCK3	0.7795
SLC13A2	0.705
AIM1	0.5455
GPRC6A	-0.6565
EGR2	4.0205
MED11	0.389
WWC1	1.0425
SH3GL3	-4.43375
RIF1	-0.0466428571428571
PRLH	-0.0995
VLDLR	-0.8865
DBT	-0.319125
C21orf63	1.29375
CGGBP1	-0.12325
KRTAP12-2	0.252
TADA3L	-0.40075
ZBTB16	1.475
PDGFB	1.054125
RFX1	0.445375
UQCRB	0.1127
LOC133874	-0.822
HPS3	1.0315
LGALS3BP	1.4873
DKFZP564O0823	2.314
MRFAP1L1	0.4835
HOXA10	-0.910333333333333
NGB	1.784
KIF21A	0.312461538461538
IFLTD1	-0.1715
LZTS1	-0.56575
ARHGEF3	1.08375
RHBDL3	-1.5235
CSNK1G2	-0.333416666666667
ChGn	0.01375
KIAA1244	1.34116666666667
GABRB2	0.4165
MGC72080	-1.662
CD27	3.86375
EGLN1	-0.1588
PEX13	0.4065
RWDD3	-0.695
RNF12	-0.597166666666667
GRIN2B	0.1105
ADAMTS14	-0.508375
DYDC2	2.466
ATP6AP1	0.9516
NR1H2	-0.0188333333333333
PDK2	0.04175
C3orf17	-0.242833333333333
SLC38A2	-0.636071428571429
SLC25A29	-0.0725
C15orf29	0.65575
ADAM9	0.0516666666666667
TMUB2	-0.062125
GPR176	-0.05175
AGK	-0.69425
MCCD1	0.04225
NDUFA4	-0.326
TMEM146	-0.235666666666667
DUSP1	1.187625
UNQ6975	1.405
EMX2OS	2.822
INSM2	-0.298
LUZP4	-0.321
SETD6	-0.19375
P2RY2	1.08
SLC45A2	-2.1735
RABGAP1	0.422333333333333
UBXD5	0.291
GPRC5A	0.9739
PAK3	0.508333333333333
LOC63920	-0.6555
TGFBR1	0.5253
KRTAP6-3	-0.084
SFMBT2	-0.35575
CDC42	0.41475
C11orf35	0.8635
TTLL2	-0.07175
UACA	0.591333333333333
CD97	-0.7514
SETD5	-0.2815
NINJ2	-0.5805
PTER	0.590833333333333
POMGNT1	0.28325
KRTAP4-2	0.164
ECGF1	3.0605
HRB	-0.305727272727273
ATP1B2	-0.0494
LOC400506	-0.847
COL4A3BP	0.73175
C6orf97	0.5185
GRHPR	0.616875
TAS2R1	0.297
SEMA7A	-1.1165
EDF1	0.273
ODF2L	0.8164
PCID2	-0.796833333333333
GTF2H4	-1.1205
ZCCHC3	-0.804125
CGB2	0.0696666666666667
NEUROD1	0.21925
C20orf75	-0.411
RP5-1054A22.3	1.76883333333333
IFNA5	-0.395
ZNF134	0.174666666666667
MGC119295	-1.0004
ZSWIM6	0.08325
SMEK1	0.156
PCGF2	0.184875
C1orf102	2.1055
CYP2A13	2.327
KCNH6	-1.1408
MDM1	0.2178
ALDH7A1	0.947166666666667
C9orf75	0.78925
VDAC3	0.122125
OR51T1	0.1665
EIF3F	-0.561583333333333
KCNJ10	-0.46325
LENG8	-0.1335
EDEM2	0.184333333333333
CCNJL	-0.645166666666667
DHX37	-0.9955
CRYGN	1.449
AATF	-0.3485
ZNF630	1.050875
E2F5	-0.3225
WFDC13	-0.804
FTSJ3	-0.9745
C4orf33	0.4155
LHFPL4	-3.0205
C19orf56	-0.00933333333333334
SMAD4	0.0015
AFM	-0.692666666666667
G0S2	2.953
FCHSD2	-0.2974
RRP1B	-1.0518
EEF1B2	-0.669166666666667
STAT6	1.027
ZNF195	-0.3495
GNL1	-0.3435
ZNRF2	0.6945
PER3	-1.53275
ASB16	1.31575
C10orf10	2.96871428571429
ADCY8	-3.37666666666667
C9orf58	-1.41916666666667
ARMC10	-0.0948333333333333
PSG1	-0.8745
DHX34	-0.35575
VARS2	-0.354
NFIC	0.963
ITPR2	-0.91425
AGXT2	0.477666666666667
OR6K3	0.053
H2AFZ	-0.145916666666667
MLLT3	-1.02425
COX4I2	2.2605
CCNT2	-0.347125
PLK4	-1.3785
NUMBL	-0.582
MED16	0.28025
PLEKHQ1	1.61925
GOSR1	0.366555555555555
BTG4	-0.221
RPL30	0.536166666666667
IGSF5	1.334
IGFL2	1.23116666666667
ELMOD2	0.500333333333333
SHC3	0.4275
HAVCR1	-0.1545
DYNC2H1	0.843
RNF5	-0.521
C2orf7	0.142
NLF1	0.717
KLHL25	0.43925
LRP10	1.0927
KRI1	-0.6145
PUS7L	0.0248333333333333
MGMT	1.0475
HOXD1	-0.639833333333333
CSH1	-0.1059
ATG16L2	0.66275
FLJ44635	0.932
CHODL	0.68625
EXOSC8	-1.10375
SLC28A1	-0.48075
MYO7B	-0.757
SEH1L	-0.7812
MTNR1A	0.535833333333333
TSPAN5	0.951666666666667
CDC45L	-2.37266666666667
AMIGO1	-0.134
ATAD3A	-0.91525
OSGIN2	0.878166666666667
PDIK1L	0.513333333333333
DARC	3.85975
PIPSL	1.4355
SHMT1	0.12275
CRISP3	0.0185
POPDC2	2.17233333333333
ZRANB2	-0.855166666666667
FBXL8	0.2855
TRIP13	-1.83436363636364
EIF5AL1	-0.8215
POU5F1P3	-5.01616666666667
IL6	-0.983166666666667
CXorf38	-0.191333333333333
IFNA16	0.188
FBXL2	1.43916666666667
BRD1	0.3135
STATH	0.33125
FBXO44	0.088
MCCC2	-0.263
CDC2	-0.7392
C5orf23	-0.83775
IVD	-0.0993333333333333
C10orf122	-0.8735
MSL3L1	-0.0835
MVP	0.84225
EPOR	-1.1158
ZMYM1	-0.160833333333333
BCL7C	0.7895
PSTPIP2	0.6553
LYPD1	-1.2535
OR8G5	-0.0275
ZP3	-0.134666666666667
BCAS4	1.17033333333333
EDG6	2.67575
ISY1	-0.2975
PRAMEF2	-1.42475
CUL1	-0.213125
RNF213	0.9166
CCRK	1.05575
DHX9	0.05325
C13orf29	-0.43425
NCKAP1	0.687833333333333
MRPL43	1.149
XPR1	1.1495
PKN2	0.4392
PODNL1	1.3235
ZNF333	0.2525
DALRD3	1.065
OPN1SW	0.1615
BTBD6	0.44075
C11orf82	-1.7145
OR5P3	-0.021
DUSP11	0.13125
L1CAM	-1.808
NEK11	2.23983333333333
OR7E91P	2.0105
CNTN3	1.3939
CREB3L2	0.10225
ZBTB37	1.1685
KIAA1324L	-0.22675
NDUFB10	0.306833333333333
NUDT2	0.34825
GTPBP8	-0.42375
CACNA1D	2.531625
PRKAA2	0.723666666666667
PRDM8	1.267
MGC16075	2.11516666666667
KRT14	-0.299428571428571
PP8961	0.6425
MRPL18	-0.9845
ABCG2	-2.575
PACRG	3.09125
BBS2	0.35675
KREMEN2	-2.1825
FBXO21	0.66325
HNRPUL1	0.09075
GRB10	-0.238
CLSTN1	1.071
LMAN2	0.397
C17orf61	0.04175
NIPSNAP3A	1.0855
INSIG2	-1.18083333333333
PCDHB7	0.4135
STXBP2	0.413625
CMAH	0.512083333333333
SEMA5B	-0.46825
ZNF155	0.0965
COQ6	-0.286333333333333
PRPF4	-0.42125
TSPAN15	3.3697
VN1R5	0.4035
LATS2	0.83775
SELK	0.02475
PGK2	-0.202
MS4A1	0.751375
TYW3	-0.3425
KRTAP5-1	0.6225
RCCD1	-0.9605
BTN1A1	-0.01875
DDX28	-0.02
TMEM65	0.86025
LOC92345	0.27275
TTC31	-0.63225
WDR46	-0.903666666666667
CHP2	-1.52066666666667
LSP1	0.603625
ZNF542	-0.3375
EXOSC1	-0.28775
ARHGAP18	-0.401
LRRTM4	-0.721
MAOB	3.837
CACNB4	-0.48275
MGC33846	1.537125
RANBP3L	2.21575
ATP5L	-0.507
ONECUT1	-3.028
NUDT9	0.541
TMEM149	0.6435
STX17	0.48425
IGSF10	-3.91525
TMPRSS9	0.023
BMPR2	1.398
ALLC	-0.16525
KLF7	-0.214
GCC1	0.3583
TIMM9	-0.52
CDO1	1.235
MGC10701	-0.762666666666667
IFI6	3.35216666666667
FRMD8	-0.12275
MGAT2	0.22325
WBP5	0.199666666666667
CNIH2	0.65675
KIAA0907	-1.2315
KCNH8	-0.091
CTSG	0.9985
GRIK1	-0.423666666666667
CUL5	-0.19125
FRMD1	0.2325
OR9A4	0.353
SYT6	-1.302
FOXD4L2	0.28225
ANAPC2	-0.443333333333333
OPN5	0.061
TAF13	-0.75775
LYG2	-0.7115
GGNBP1	-0.1215
C11orf40	0.1655
OTX2	-1.205
REG4	0.382333333333333
EIF5	-0.0571875
PALB2	-0.887
SEPSECS	-0.4946
RNASE3	-0.38925
TRIM49	-0.843
POLR2K	0.483
GPR42	0.413
C8B	-2.0805
SASS6	-1.482
PREB	-0.471833333333333
OR3A3	0.438
TUBA8	0.846875
IGLV2-14	-0.30225
STIL	-1.30275
ANKFN1	-0.291166666666667
NME7	0.51675
HOXC12	-2.099
UBE2C	-0.53575
FHOD1	-0.427
CDK2AP1	0.744416666666667
OR6K2	0.24875
DHPS	-0.386
RPL5	-1.14916666666667
TRGV5	0.6865
LOC541472	-0.100875
HCCS	-0.0744
DENND1B	3.036
LHX3	-0.0565
OR5D16	0.5795
CXorf57	-2.52316666666667
IRF2BP1	0.5805
NDST2	0.809166666666667
LCE3D	0.36
BOLL	0.507
SYT3	0.436
PIH1D2	-0.16025
C20orf7	-0.705833333333333
IL1R2	0.106833333333333
SLAMF9	0.5685
PPME1	-1.1145
PIK3CA	0.07775
TRAPPC1	0.0865
COLEC10	-0.659
SLC9A6	-1.43033333333333
PDDC1	-0.935833333333333
CCDC53	0.9265
GK3P	-0.624
DAZL	-0.958
BRI3	0.42
SDK1	0.8315
CYP2C18	0.28475
IFI44L	4.534125
RPL3L	0.2185
FUT9	-1.79366666666667
KIFC2	-0.4435
PMP2	-0.378125
SLC4A9	-0.117
PLAG1	-2.43883333333333
MYCBP2	0.392
OR4E2	0.8925
CCDC65	2.86325
C16orf82	-0.0265
ENTPD4	0.60375
BRP44L	0.0855
PMP22CD	0.273666666666667
TMCO4	1.20816666666667
KCNN1	-0.712333333333333
WDR35	0.36975
CCDC80	2.09425
C3orf31	-0.773
SLC7A9	-1.6935
TMEM190	0.09125
DBC1	-1.80283333333333
FADS3	-0.908833333333333
PDZD8	0.120833333333333
GRM5	-0.069
AZGP1	3.5479
PEX3	-0.693
MED1	0.0320714285714286
ATG4C	-0.8585
HNRPH3	-0.9975
FAM109B	2.6075
C4orf17	0.002
CA10	-0.37675
OPRD1	0.2475
CCL16	-1.6145
SACM1L	-0.73425
CST6	5.1085
CD63	1.2995
LGI1	-2.42475
ZNF784	0.3525
CRYBB1	-0.8775
CX3CL1	0.3723
TOP2A	-0.93775
GYPB	-4.58733333333333
GADD45GIP1	-0.6205
FEN1	-1.685625
IGF1R	0.5214375
WDR72	-2.23933333333333
