Hybridization REF	TCGA-AO-A03N-01B-11R-A10J-07
BICD2	-0.2539
C14orf119	-0.0928333333333333
C14orf43	0.165642857142857
CDH7	0.40925
ALKBH5	-0.125714285714286
JUP	1.7235
TMEM41A	0.116666666666667
MAMDC4	-1.2045
CBX3	-0.139
LRRC18	0.883
RBMXL2	0.35525
PLA2G4D	0.231
FGF13	1.808875
KIF3A	0.926833333333333
PDIA6	-1.86625
DCXR	1.13
CASKIN2	0.916083333333333
EHD1	1.55566666666667
MARCKSL1	1.39866666666667
ZNF496	0.327333333333333
SCAF1	0.318
KCTD8	-0.0653333333333333
TRAF3IP3	-0.144857142857143
LSR	2.66925
CXorf1	0.0516666666666667
C14orf112	0.0593333333333333
EIF2B1	-0.3935
OMP	0.203
GSTZ1	0.2175
LOC92017	1.7175
ISLR2	0.8925
C12orf36	0.205
GATA2	-0.996166666666667
GABRA5	-0.5535
CELSR2	-1.05328571428571
STAM2	0.5718
TNAP	-0.1455
PTPMT1	-0.409166666666667
GRP	5.93725
SV2A	-0.568
MAGEA12	-4.297
CACNG1	0.8255
C18orf19	-0.97625
GSG1	0.019
PTPRJ	0.0442857142857143
FRMPD1	0.1685
ZNF668	1.58225
PLEKHJ1	-1.67275
ADAT1	-1.7787
TMEM50A	-0.329
UCN3	-0.071
HOOK1	1.58725
IL17B	0.187
MLKL	-1.56683333333333
TTC14	0.18
KLHL5	-0.4445
CRYL1	0.283333333333333
FOXH1	0.4135
NFYB	0.74525
PPM1G	-0.67475
GOLGA2LY1	0.21375
NMT1	-0.257
HADHA	-0.7266
CHSY-2	1.55475
PLEKHF1	1.61378571428571
SAGE1	-1.4775
MUSTN1	0.11275
SUHW4	0.9075
TFEB	2.216
ZFYVE27	-0.043
ATG12	-0.205333333333333
BMI1	1.35607142857143
ZIM3	-0.128333333333333
MYH4	-0.108
MASP1	-0.705083333333333
KIAA0984	0.1875
RPAP2	-0.612
ASB5	0.282
BOLA3	-0.888666666666667
MIA3	1.68166666666667
KRT35	0.0395
KIR3DL3	0.254
MRPL51	-0.51175
SEMA3F	0.664333333333333
NDUFB2	0.255
LOC253012	0.9095
FAM46C	-0.3904
G6PC	-1.101875
CSAG3A	-5.05666666666667
PREX1	1.369
SLC25A45	0.224
MAPKBP1	0.662
CPE	1.4452
GNB1	-1.29525
CXCR6	-0.353
TRIM46	0.5275
C16orf3	0.619833333333333
HPSE	-0.58975
TIGD3	1.4275
SPG3A	3.1025
LCAT	-1.135
ST6GAL1	-0.464444444444444
POMC	1.09175
FLJ36031	0.00233333333333334
NSMAF	-1.2735
SKIL	1.26
ADSS	0.718333333333333
HMGCS1	-1.6337
POLR3F	-0.227
RAB10	0.68575
ZNF277P	-1.783125
ZBTB7B	1.117
DHRS1	0.252
ABCC13	-0.00471428571428573
CNOT3	0.1665
NFKBIA	2.05725
GAK	-0.2515
SFT2D2	0.421666666666667
HOXA6	-0.616
CRTC1	1.322875
LY6D	0.153833333333333
C20orf72	-0.415666666666667
CPT1A	-0.00375000000000002
LMO1	-0.7515
EIF3I	-0.29775
PRB4	0.60425
MCM3APAS	-0.875875
C20orf132	-0.3912
FOXF2	-1.3675
S100A12	0.42175
MLH1	-1.28666666666667
ACTN1	1.4582
MRPL36	-0.6165
C20orf106	-0.3565
FBXO6	0.118
MKS1	0.254333333333333
CX3CR1	-2.4685
PDE1B	0.8375
PLP1	-3.96825
KISS1	0.4345
C14orf2	0.253666666666667
TBC1D3P2	-1.11875
COMMD6	0.1939
ANKRD7	-0.698
PTCHD1	-0.527
NARS2	-1.09
DOCK7	-1.302
FAM127B	-0.864
LOC390243	0.223333333333333
N6AMT2	1.109
ZNF391	-0.181
DNAJB14	0.441166666666667
WRB	-0.470875
BPI	0.29925
TTC4	-1.31283333333333
FAM10A5	-0.45575
GOT1L1	-0.0916
MAGED1	1.018875
RESP18	-0.0945
WFDC6	2.18175
MT2A	-1.709
C11orf56	0.6065
KIAA1432	0.1595
ROR1	-0.088375
HSD17B14	0.767333333333333
ZFAND2B	-0.55175
SAMD4B	-0.2635
HEXA	-0.04225
HNRNPU	0.924090909090909
USP39	-0.2255
NRD1	-1.1575
R3HDML	0.015
FLT4	0.314666666666667
OMG	0.607
OR52N4	0.724
LOC399818	0.29425
ELA2	-2.11125
VENTXP1	0.6895
RFC5	-0.5995
OR52L1	0.0125
PAX5	0.1
FBXO2	1.25475
GMEB1	0.8565
AKT3	0.117166666666667
CRB1	-0.621333333333333
CTTN	-0.0576666666666667
UTP15	0.263666666666667
HSBP1	-0.206083333333333
PHF11	1.23975
NDEL1	-0.395666666666667
USP8	0.318
BAIAP2	0.414
SI	0.540833333333333
ARSJ	-0.782833333333333
BAAT	-1.613
KCNS3	2.86666666666667
LOC126147	-0.363833333333333
TMEM37	-0.67625
C1orf162	2.10133333333333
MBD1	-0.4974
ITGAL	-0.134333333333333
WDR73	0.115166666666667
GKN2	0.355333333333333
ARFGAP1	-0.237
SLC5A8	-0.3005
ZBTB40	-0.2126
CYP4B1	2.62483333333333
LYPLAL1	0.54625
CHST3	-1.25725
MAP3K9	0.468
BTAF1	-2.94833333333333
TFAP2E	0.235
RBM35B	1.48125
LOC441251	0.134833333333333
ANKRD25	0.0978333333333333
UQCRC2	0.212
MAEA	-0.599083333333333
HYAL1	-2.8293
RNPEPL1	0.492166666666667
CPSF2	-0.014625
PSD3	0.8172
ABCA13	-0.029875
AGR2	3.99875
GBX1	-0.2855
HDLBP	1.61035714285714
ACY3	0.2675
HECW1	-0.213
ZNF519	-1.09175
HOPX	3.193125
ZNF304	1.233625
OR12D3	0.266
FKSG43	0.03225
METTL1	0.668875
MFSD3	-0.667
PSPH	-0.17875
CLCA3	0.017
DARS2	0.0986666666666667
CDC25A	-1.25783333333333
BAIAP2L1	0.50225
B3GNT5	-0.912
USP29	-0.19475
ARHGEF10L	1.0919
ATOX1	0.37925
ADAM30	0.19875
DNASE1	1.2765
STT3A	0.506083333333333
RAB6IP1	0.33725
PTN	1.6245
C1orf106	-0.348769230769231
HECA	1.30475
RNF122	2.004
SLC22A18AS	0.745666666666667
GNG8	0.384666666666667
ELP4	-0.175
FAM65A	0.725833333333333
RPL10A	-1.57183333333333
IRS4	0.5795
MACF1	0.7741
SEC24D	0.0155
LOC374395	-0.59875
TGFB2	0.900375
MDFIC	0.45275
CHRNE	0.952333333333333
PCMTD2	-0.107333333333333
ATP6V0D1	-1.24283333333333
MTA2	1.92
LZTR1	-1.11766666666667
RAP1A	-0.794333333333333
AXIN1	0.25975
POLR1C	-1.16125
TRIO	0.239333333333333
PLXNA4A	-0.13575
C5orf33	-0.73075
DEPDC1B	-1.7495
ZNF473	-0.969666666666667
MTM1	-0.568625
GPR107	0.385833333333333
CSNK1A1L	0.7105
FLJ14154	-0.3645
NLRC4	1.16425
ENPP4	2.06916666666667
PADI3	-0.25
RNF170	-0.584375
CG018	-0.951
C16orf7	0.3485
KCNE1	2.3965
NRM	-0.4
SLC37A3	-0.176857142857143
TPD52L2	-1.60966666666667
UNC5B	3.22225
C12orf12	0.0803333333333333
SDHB	-2.45825
CLRN1	0.027
NUDT10	2.9945
UGT3A1	0.191
FBXW8	-0.034875
RHOF	-0.840875
PTPLAD1	0.4145
MYO3B	-0.2035
DERA	-0.524
TPP2	-0.6535
C19orf53	0.413333333333333
GINS3	-0.396
ST6GALNAC5	1.68
CHSY1	0.2975
MGC15705	0.812
GPR83	0.479
EXT2	0.496875
DOLK	0.6835
TUBAL3	-0.72575
ACVRL1	1.881
ABL2	-0.112
C14orf156	0.495833333333333
PTPRZ1	-3.102875
DIP2C	-0.314625
LAMP1	0.097875
RXRA	0.342
MAP3K5	0.413
ALKBH1	0.643833333333333
PDLIM7	0.0885
ARL14	-0.2025
SNIP1	-1.21966666666667
TIMP3	2.662
RGS3	0.352333333333333
SPAG16	-0.2058
ABHD4	0.32825
ARHGEF12	0.40275
GLUD2	-1.578
RAC2	-1.4479
UAP1L1	-0.2765
SLC18A3	-0.6205
YOD1	-0.19525
RALY	-0.4395
HMOX2	1.30425
DGKH	0.31625
DBNDD2	1.55533333333333
YIPF4	0.058625
THAP10	0.19475
ZNF513	0.47
HAGHL	0.727333333333333
ITGB4	0.894666666666667
CCDC141	-0.1875
YTHDF3	-0.27525
C5orf28	0.194
RPL7L1	-1.071
TMEM30B	2.21907142857143
ANKRD35	2.1365
DUOXA2	-0.28125
TBC1D5	-0.359125
DFNB59	-0.518
HRH4	0.304
MYO6	2.4054
DNAJA4	2.595125
RBM24	0.000374999999999999
CEACAM20	-0.5235
RBM23	-1.50164285714286
NGFB	0.223
C1orf63	-1.1752
KRTAP7-1	-0.1185
PERLD1	2.39825
NPB	0.4075
C17orf59	0.6194
HSPBAP1	-0.272
SLC15A4	-0.301375
PRTFDC1	-1.306
OSMR	-0.448214285714286
CYSLTR2	0.0155
C19orf25	0.55
KIAA1797	-0.125
NLRP6	-1.044
FAM105B	-0.1131
SCRN2	-0.149333333333333
LRRC58	-0.7796
RNF17	0.0764285714285714
NEIL3	-2.9515
FAM137A	-0.2305
SKP2	-3.83825
PARVA	1.40316666666667
PKLR	-1.0675
RNF34	-0.289625
A3GALT2	0.17375
C12orf50	0.4705
SUNC1	-0.668
FAM102B	-0.6795
CCT2	-0.7335
LRRC37A2	-0.4065
ARF4	0.2085
SIKE	0.15475
C8orf48	0.8195
MBTPS1	-0.178571428571429
GPSN2	-0.7085
NCF2	3.88225
SLC12A6	-0.144166666666667
MRPL48	-0.64475
HMGN3	0.3865
LRRC62	-0.618
PAX9	2.528
FAM55A	-0.087
C20orf42	-3.2915
SCML2	-0.143166666666667
BCL9	1.266
FAM40A	-0.65625
C9orf41	-0.657
ZNF774	0.073
LETM1	-1.18325
PLXNB1	-1.03166666666667
NIPSNAP1	-1.039375
USP10	-1.192
F9	0.45975
LIPE	1.128
CNGB3	-0.1665
C12orf52	0.1035
PI4K2A	-0.191
MED8	-0.49125
STAT4	-0.214666666666667
FGD4	1.37183333333333
RNF145	-2.66166666666667
WDR32	-0.496
CLDN2	-0.0665
TCEAL8	0.5365
ZMYND8	0.217333333333333
PDXK	-0.4945
GATAD2A	0.70025
PTGES3	-0.1965
CCM2	0.1765
TAP1	0.021875
ZNF670	-0.132
ETS2	-0.000499999999999996
C6orf166	-0.029
PRMT2	-0.552
OR4B1	0.488
INTS8	0.26
CCDC102A	-0.0525
CCDC83	-0.355
ITGA1	1.0209
EPHA5	-0.3097
FAM24B	0.296
TSGA10	1.2935
HAL	-1.034
MYOT	-0.1885
SPACA3	0.029
BCL2L2	0.278
CUGBP2	-1.02883333333333
CCNB3	0.333
RNF113B	-0.74875
MERTK	-0.821
BAG1	0.066
VPS36	-0.04225
ORMDL3	0.8105
C1orf190	0.615
ZNF625	-1.17
CORO2B	-0.79925
ALOX15	0.4545
CST1	2.196
NUPR1	3.73566666666667
CCL7	-0.03225
SMCR5	-2.5175
DSC2	1.2415
RBMS2	0.5325
GRIK4	0.2975
TRIM65	-0.2193
TMPRSS6	0.400857142857143
TP53INP2	-0.1965
GLB1L	0.973666666666667
LOC388284	-0.0606666666666667
PUS1	-0.117714285714286
BCL9L	-0.349
OLFM1	-1.512
RET	2.580375
MASTL	-2.22083333333333
ALX3	-0.14875
IL1RL1	-0.150333333333333
ZNF765	-0.5319
C14orf138	-0.45025
SNX10	-0.734666666666667
TAC4	0.2635
C1orf64	3.905875
POGK	0.233875
MAPK9	-0.1995
ZNF366	0.43225
C8orf79	0.0465
CLDN7	2.007875
OR5AT1	0.4975
TRIM37	-2.999
LRRC25	1.13775
GRHL2	3.1957
TEKT3	2.0035
LASS5	-1.66316666666667
ABCC4	-0.961333333333333
DLG3	1.498625
VGLL1	1.221375
ZFP36L2	3.70566666666667
MFRP	-0.479166666666667
KIAA1799	-0.7185
FLJ44379	2.0245
PCNX	-0.45025
ANXA9	1.9265
CYP4V2	-0.4732
PIK3C2A	-0.342
SRR	0.005
NOL3	-0.1585
IFITM2	0.9625
ARNTL2	-1.14225
ZNF595	-0.34375
NLRP13	-0.214
ASPH	-0.252375
CPA2	0.259
PVRIG	-1.927
LEPR	-0.850666666666667
C16orf42	0.148666666666667
SH3BGRL	1.24275
FAM77D	-0.0246
FNDC7	0.0235
C9orf6	-0.117833333333333
NOTCH2NL	1.015
PGBD1	-1.03333333333333
SYNGR2	-1.49883333333333
PITPNA	-0.3455
PRPF4B	-1.3381
SLC43A3	-2.0695
NRBP1	-0.5565
SLC25A22	0.9465
ILK	-0.394
SLC22A8	0.7165
MRPS7	-0.878375
PITX2	-0.03425
FABP3	-0.419875
OR1L1	0.214
LOC728215	1.21375
BLID	-0.7885
KIAA1217	3.001
TFPT	1.46125
AP4B1	-1.3665
VBP1	-3.0645
OR1K1	0.321
MORC3	0.726
BHMT2	-0.106833333333333
C3orf10	-0.20275
FZD7	1.514
WFDC10A	-0.002
PMS2CL	0.23225
CCDC32	0.710833333333333
FA2H	0.5035
ALG13	0.238
TTLL7	-0.189
SPOCK3	-0.21825
SLC13A2	1.1365
AIM1	2.717
GPRC6A	0.1125
EGR2	2.156
MED11	0.473
WWC1	2.681
SH3GL3	-2.8345
RIF1	-0.0101428571428571
PRLH	0.077
VLDLR	-1.389
DBT	-0.0838125
C21orf63	-0.5245
CGGBP1	-0.512875
KRTAP12-2	-0.6475
TADA3L	-0.067875
ZBTB16	1.799
PDGFB	2.158
RFX1	0.694875
UQCRB	-0.0844
LOC133874	1.294
HPS3	-0.996
LGALS3BP	0.9577
DKFZP564O0823	2.33057142857143
MRFAP1L1	0.12175
HOXA10	-0.3895
NGB	0.214
KIF21A	2.36476923076923
IFLTD1	0.024
LZTS1	1.22575
ARHGEF3	1.5725
RHBDL3	-0.2335
CSNK1G2	0.548333333333333
ChGn	0.2295
KIAA1244	1.37283333333333
GABRB2	0.289
MGC72080	-0.455
CD27	2.59425
EGLN1	-1.3224
PEX13	1.1165
RWDD3	0.05825
RNF12	-0.480166666666667
GRIN2B	0.367
ADAMTS14	-0.00637500000000001
DYDC2	3.35916666666667
ATP6AP1	0.0138
NR1H2	-0.0546666666666667
PDK2	-1.30325
C3orf17	-0.676833333333333
SLC38A2	-0.243785714285714
SLC25A29	0.578
C15orf29	-0.40075
ADAM9	-0.786166666666667
TMUB2	-0.528625
GPR176	-0.24575
AGK	-0.0175
MCCD1	1.61525
NDUFA4	0.05675
TMEM146	1.77075
DUSP1	0.9915
UNQ6975	0.399
EMX2OS	1.90975
INSM2	0.3105
LUZP4	-0.70575
SETD6	-0.64575
P2RY2	2.983
SLC45A2	-1.3665
RABGAP1	0.795166666666667
UBXD5	0.147375
GPRC5A	2.2759
PAK3	0.239333333333333
LOC63920	-0.83125
TGFBR1	-0.4033
KRTAP6-3	0.2485
SFMBT2	0.0675
CDC42	0.120125
C11orf35	0.5835
TTLL2	0.155333333333333
UACA	1.37391666666667
CD97	-2.1548
SETD5	0.370875
NINJ2	-0.78825
PTER	-0.670166666666667
POMGNT1	-0.25375
KRTAP4-2	-0.0435
ECGF1	1.4425
HRB	-0.317
ATP1B2	0.6117
LOC400506	1.365
COL4A3BP	2.349
C6orf97	0.78975
GRHPR	-0.78625
TAS2R1	0.337
SEMA7A	0.00774999999999999
EDF1	0.6645
ODF2L	0.5835
PCID2	-1.34166666666667
GTF2H4	-1.1815
ZCCHC3	0.256625
CGB2	-0.0883333333333333
NEUROD1	0.15
C20orf75	-0.084
RP5-1054A22.3	1.197
IFNA5	0.2215
ZNF134	0.244666666666667
MGC119295	-0.297
ZSWIM6	0.175125
SMEK1	1.317
PCGF2	0.2915
C1orf102	3.22675
CYP2A13	3.4515
KCNH6	0.1435
MDM1	0.9082
ALDH7A1	-0.410333333333333
C9orf75	0.52825
VDAC3	-0.847875
OR51T1	-0.094
EIF3F	-1.97641666666667
KCNJ10	-0.083
LENG8	0.5945
EDEM2	0.731166666666667
CCNJL	0.723166666666667
DHX37	-0.0435
CRYGN	0.27
AATF	-1.18525
ZNF630	1.3905
E2F5	-2.321
WFDC13	0.467
FTSJ3	0.0898333333333334
C4orf33	-0.217
LHFPL4	-2.2655
C19orf56	-1.27008333333333
SMAD4	-0.9305
AFM	0.186333333333333
G0S2	-0.48725
FCHSD2	0.1991
RRP1B	-0.3025
EEF1B2	-1.2365
STAT6	0.947333333333333
ZNF195	-0.135
GNL1	-1.45316666666667
ZNRF2	1.44233333333333
PER3	-0.908875
ASB16	0.4705
C10orf10	1.00242857142857
ADCY8	-2.019
C9orf58	-0.381833333333333
ARMC10	0.260666666666667
PSG1	-0.505
DHX34	0.17
VARS2	-0.0215
NFIC	0.955
ITPR2	1.233
AGXT2	0.1675
OR6K3	0.643
H2AFZ	-0.747583333333333
MLLT3	0.193583333333333
COX4I2	1.70825
CCNT2	-0.173375
PLK4	-0.798
NUMBL	0.0505
MED16	-0.42325
PLEKHQ1	1.30275
GOSR1	0.476666666666667
BTG4	-0.307
RPL30	-0.229666666666667
IGSF5	0.9345
IGFL2	2.2955
ELMOD2	0.851833333333333
SHC3	-0.290333333333333
HAVCR1	-0.2345
DYNC2H1	-0.04475
RNF5	-0.5095
C2orf7	0.447
NLF1	2.6115
KLHL25	0.72575
LRP10	0.8296
KRI1	0.47
PUS7L	0.154833333333333
MGMT	0.3395
HOXD1	0.669833333333333
CSH1	0.2566
ATG16L2	-1.27425
FLJ44635	-0.5795
CHODL	-0.054
EXOSC8	-2.08575
SLC28A1	0.3335
MYO7B	-0.3665
SEH1L	-0.9366
MTNR1A	0.412833333333333
TSPAN5	0.208333333333333
CDC45L	-3.12683333333333
AMIGO1	-0.2305
ATAD3A	-0.436625
OSGIN2	0.444833333333333
PDIK1L	0.545333333333333
DARC	0.164125
PIPSL	1.361
SHMT1	-0.61775
CRISP3	1.205
POPDC2	2.3315
ZRANB2	-0.5335
FBXL8	2.405
TRIP13	-1.85790909090909
EIF5AL1	-0.9375
POU5F1P3	-5.5165
IL6	-2.89533333333333
CXorf38	0.756166666666667
IFNA16	0.272
FBXL2	2.247
BRD1	0.387
STATH	0.322
FBXO44	-0.191333333333333
MCCC2	0.682
CDC2	-0.8298
C5orf23	-0.4885
IVD	-0.225333333333333
C10orf122	0.039
MSL3L1	0.4307
MVP	1.56975
EPOR	-0.3363
ZMYM1	-1.10766666666667
BCL7C	2.1725
PSTPIP2	0.0568
LYPD1	0.381375
OR8G5	-0.037
ZP3	-1.19616666666667
BCAS4	0.778583333333333
EDG6	1.03675
ISY1	-1.1555
PRAMEF2	-0.41125
CUL1	-1.333375
RNF213	-0.0718
CCRK	1.06475
DHX9	-0.163625
C13orf29	0.572
NCKAP1	0.435
MRPL43	0.400857142857143
XPR1	0.448
PKN2	1.6746
PODNL1	0.7515
ZNF333	-0.115375
DALRD3	-0.06825
OPN1SW	0.1805
BTBD6	0.67725
C11orf82	-1.779
OR5P3	-0.939
DUSP11	-0.63875
L1CAM	-0.6009
NEK11	1.86133333333333
OR7E91P	1.1865
CNTN3	0.8843
CREB3L2	0.5815
ZBTB37	0.6735
KIAA1324L	0.2705
NDUFB10	1.27433333333333
NUDT2	-0.6085
GTPBP8	-0.6815
CACNA1D	-0.0295
PRKAA2	0.248333333333333
PRDM8	0.294
MGC16075	-0.146833333333333
KRT14	-0.924214285714286
PP8961	1.053375
MRPL18	0.454
ABCG2	-2.76175
PACRG	0.9955
BBS2	-0.65075
KREMEN2	2.848
FBXO21	1.10775
HNRPUL1	0.135583333333333
GRB10	-0.70925
CLSTN1	1.9855
LMAN2	-0.3305
C17orf61	0.4465
NIPSNAP3A	-0.004
INSIG2	-1.86366666666667
PCDHB7	1.1595
STXBP2	-0.379375
CMAH	2.29975
SEMA5B	0.9915
ZNF155	0.313
COQ6	-0.283666666666667
PRPF4	0.07275
TSPAN15	2.3201
VN1R5	0.44025
LATS2	1.938
SELK	1.0635
PGK2	0.3935
MS4A1	-0.659875
TYW3	-0.5183
KRTAP5-1	2.26325
RCCD1	-1.78266666666667
BTN1A1	0.14375
DDX28	0.173
TMEM65	1.058875
LOC92345	0.2785
TTC31	-0.75275
WDR46	-0.975
CHP2	2.5985
LSP1	0.60825
ZNF542	0.6205
EXOSC1	-0.456
ARHGAP18	1.02683333333333
LRRTM4	-0.035375
MAOB	0.907166666666667
CACNB4	0.37225
MGC33846	2.148875
RANBP3L	0.986375
ATP5L	0.079625
ONECUT1	-1.8725
NUDT9	1.276
TMEM149	0.6365
STX17	1.82525
IGSF10	-4.08225
TMPRSS9	-0.1035
BMPR2	0.88675
ALLC	0.10075
KLF7	0.30275
GCC1	0.7556
TIMM9	-1.006
CDO1	0.369333333333333
MGC10701	-0.068
IFI6	0.642666666666667
FRMD8	0.70625
MGAT2	1.27525
WBP5	1.25883333333333
CNIH2	1.0765
KIAA0907	-0.7098
KCNH8	-0.4865
CTSG	-2.74325
GRIK1	-0.0554
CUL5	0.804375
FRMD1	0.6155
OR9A4	-0.1175
SYT6	-1.09575
FOXD4L2	0.656
ANAPC2	-1.001
OPN5	0.6
TAF13	0.16625
LYG2	0.1915
GGNBP1	0.2285
C11orf40	0.33
OTX2	-0.781
REG4	0.496666666666667
EIF5	-0.750125
PALB2	0.089
SEPSECS	-0.5882
RNASE3	-0.258
TRIM49	-0.8295
POLR2K	0.7565
GPR42	0.2335
C8B	-1.24925
SASS6	0.52625
PREB	-0.774333333333333
OR3A3	-0.076
TUBA8	0.4045
IGLV2-14	-2.6005
STIL	-2.09275
ANKFN1	0.0863333333333333
NME7	-1.73175
HOXC12	1.106
UBE2C	0.163875
FHOD1	-0.083875
CDK2AP1	2.26558333333333
OR6K2	0.267
DHPS	-0.78
RPL5	-1.80216666666667
TRGV5	0.3785
LOC541472	0.51125
HCCS	-0.7331
DENND1B	0.9155
LHX3	0.4505
OR5D16	0.4095
CXorf57	-2.223
IRF2BP1	1.66125
NDST2	0.6155
LCE3D	0.1015
BOLL	0.394
SYT3	-0.453
PIH1D2	2.2535
C20orf7	-0.957
IL1R2	1.05183333333333
SLAMF9	3.536
PPME1	0.299125
PIK3CA	-0.54725
TRAPPC1	0.0105
COLEC10	-0.18875
SLC9A6	-0.9552
PDDC1	-0.148333333333333
CCDC53	0.82975
GK3P	-0.138
DAZL	-0.64925
BRI3	0.3295
SDK1	-0.287625
CYP2C18	0.0695
IFI44L	1.262375
RPL3L	0.391
FUT9	1.625
KIFC2	-0.4415
PMP2	0.00474999999999999
SLC4A9	0.0575
PLAG1	-1.78583333333333
MYCBP2	0.738
OR4E2	-0.169
CCDC65	2.41925
C16orf82	-0.229
ENTPD4	-0.144125
BRP44L	-0.041875
PMP22CD	-0.271
TMCO4	1.32416666666667
KCNN1	-0.387
WDR35	-0.13475
CCDC80	1.92425
C3orf31	-0.718
SLC7A9	-0.239
TMEM190	4.021
DBC1	-1.50033333333333
FADS3	-1.7375
PDZD8	1.0225
GRM5	0.440375
AZGP1	4.4639
PEX3	-0.6485
MED1	0.314571428571429
ATG4C	-1.94366666666667
HNRPH3	-1.421125
FAM109B	1.85225
C4orf17	0.248
CA10	0.306
OPRD1	-0.439
CCL16	-0.4485
SACM1L	-2.14975
CST6	5.32875
CD63	1.4480625
LGI1	0.77675
ZNF784	1.82025
CRYBB1	-0.9435
CX3CL1	1.0097
TOP2A	-2.094875
GYPB	-1.9405
GADD45GIP1	0.583
FEN1	-1.29375
IGF1R	-0.597625
WDR72	-1.44733333333333
PURG	0.0556666666666667
DEFB126	0.05675
PKD1L1	-0.0805
CAV1	-1.9596
GNPDA2	-0.2112
DGAT2	-1.373
NLGN1	-2.72075
STRBP	0.024625
HPRT1	-0.6705
FANCI	-0.9015
PSMA7	0.978625
DBF4B	-0.546833333333333
TTF1	-0.57775
RAD54L	-2.30125
ELOF1	-1.52325
PLAGL2	0.791125
ZNF256	1.08325
HMGCL	-1.02825
MSI2	0.0926666666666667
RPESP	-2.01283333333333
C11orf60	-0.42175
ABCD1	0.5855
ACAA1	0.5663
SPARCL1	4.32521428571429
IL6ST	0.0691
ZNF319	0.9165
TMEM109	-0.924
FAM90A1	-0.565166666666667
IL22RA1	-0.4965
ATP4B	0.1175
TEC	-1.141
C7orf30	-1.30475
TXNDC2	-0.267833333333333
ABCB4	-0.21
KIAA1191	0.698875
C9orf38	0.503
SFTPB	0.286
CNTNAP2	2.84
FRK	0.6035
TBX19	-0.10375
CHD4	-0.21925
C6orf26	-1.66916666666667
MOSC2	2.48475
IKBKE	0.02025
HIF1A	-0.180833333333333
LOC595101	-0.86
RELA	0.191666666666667
TMEM16B	0.236333333333333
ABHD12B	-0.74975
TSEN34	-0.2435
KIF18A	-1.4975
TXNDC9	-0.981166666666667
SPATA2L	1.1345
SEMA4G	-1.1425
C21orf91	0.03
MATN1	-0.00950000000000001
KCNIP4	-0.176
TUSC1	1.97775
OR4C15	0.6885
ARMCX6	1.18308333333333
WBSCR27	-0.180166666666667
OR52I2	0.351
KIAA1604	0.51925
DYNC1I1	-0.54725
PPP4C	0.6435
SLC47A2	-0.272166666666667
TREH	-0.03625
CD48	-0.713666666666667
ST14	2.145
PKN1	-1.59425
SPON2	2.35075
XBP1	0.248916666666667
SFRS12	-0.310833333333333
EFCAB6	0.7525
SELT	-0.7405
SLC39A2	2.3355
ERF	0.115333333333333
ARL3	-0.683625
SURF6	-1.271
MLLT10	-0.686380952380952
FLJ11171	-0.735666666666667
TDGF1	-4.01766666666667
ERCC6	0.15325
EIF2AK4	0.697875
BAZ1A	0.677
LRRN3	0.7125
TMC3	-0.3245
EFTUD1	-0.41625
PTPRO	-0.157666666666667
CLEC12A	-0.176
ACBD4	0.07575
ZDHHC14	-0.542375
OTUD7B	2.069125
ACTB	1.3105
MSRA	0.7025
LCE5A	3.0865
IFI35	-0.68325
BSCL2	-0.648833333333333
ANKRD12	0.196666666666667
CFHR2	0.386
RGAG1	0.119833333333333
HSFY1	0.3685
SLC30A5	-0.444333333333333
IMPG1	0.139
GPR109A	0.622
ZNF185	-0.321
IYD	2.142
NPCDR1	0.462
SERPINA13	-0.399
HMGCLL1	-1.00425
NEUROG1	2.19316666666667
UBQLN1	0.2363125
LIN37	0.67525
SOCS2	-0.594625
DSCR4	-0.538125
XKR6	-0.4765
GPR142	0.612
KRTAP13-3	-0.4695
CCDC15	-0.012
MOS	-0.4145
CD1E	-1.8155
OFCC1	0.1235
FAM83D	-2.55175
SRFBP1	0.4175
C9orf96	-0.422
DHDH	-0.6105
CCDC90A	-0.2605
RABL3	-0.14225
CD320	-2.04183333333333
ANGEL2	0.608
MRPL21	0.3615
SMG6	0.820333333333333
INSR	1.9123125
FLJ14816	-0.2165
GLRB	-0.962666666666667
C9orf89	0.76675
CIZ1	-0.941
URG4	-0.732666666666667
LRDD	-0.716
CBY1	0.7055
NFX1	-0.11675
MTERFD2	0.174642857142857
C19orf23	0.9145
PGC	-1.93325
IER3IP1	-0.4334
RASAL2	1.70883333333333
C1orf89	-0.9815
SYNJ1	-0.258375
NFKBIE	1.08225
FLJ40125	-1.30333333333333
TCEB2	1.1428
NOG	-0.6905
POLR2J2	-0.201166666666667
HLA-B	1.03975
PCDHA1	-0.271
PPP2R2B	-1.48025
ARHGEF17	1.0285
TCF7L2	2.12078571428571
CHD5	-0.376833333333333
ZNF431	-0.27
TBC1D25	-0.25
ZNF800	0.46925
SCUBE2	1.78690909090909
MYCBP	-0.485666666666667
GPX5	0.3455
C6orf129	0.203666666666667
QSER1	-0.338666666666667
ULK2	1.24525
PIGO	-1.46583333333333
NRCAM	-1.78664285714286
SLC35E3	0.396
CSRP2	-1.7
HYPE	1.556
MAPK15	0.124
MGC14327	-0.7085
TIMM13	-0.614333333333333
ZNF462	0.69575
GBA3	-0.01725
TEX13A	-0.3585
MCM6	-1.24055555555556
MTRF1	-0.821125
ABCA7	-0.83525
EIF4A2	-2.372
ZC3H10	0.4967
