Hybridization REF	TCGA-A8-A08F-01A-11R-A00Z-07
CNTN3	1.6235
CREB3L2	0.73175
ZBTB37	0.9095
KIAA1324L	-0.911
NDUFB10	0.166166666666667
NUDT2	0.40125
GTPBP8	-0.1985
CACNA1D	0.6955
PRKAA2	-0.554333333333333
PRDM8	0.109
MGC16075	-0.7905
KRT14	-2.22878571428571
PP8961	0.2795
MRPL18	-0.528
ABCG2	-2.7755
PACRG	0.222
BBS2	-0.251
KREMEN2	-3.388
FBXO21	0.6965
HNRPUL1	-0.0835
GRB10	-0.006
CLSTN1	1.074125
LMAN2	0.7936
C17orf61	-0.20875
NIPSNAP3A	-0.29025
INSIG2	-1.335
PCDHB7	0.34
STXBP2	0.614125
CMAH	1.49025
SEMA5B	-0.2865
ZNF155	-0.307833333333333
COQ6	-0.4505
PRPF4	-0.173
TSPAN15	2.1258
VN1R5	-0.182
LATS2	-0.0705
SELK	1.4945
PGK2	0.37375
MS4A1	-0.663
TYW3	-0.327
KRTAP5-1	0.271
RCCD1	-1.0425
BTN1A1	0.2415
DDX28	0.331
TMEM65	0.705125
LOC92345	0.3225
TTC31	0.25925
WDR46	-0.6195
CHP2	-1.35183333333333
LSP1	0.589625
ZNF542	0.752
EXOSC1	-0.41025
ARHGAP18	0.262833333333333
LRRTM4	-1.05475
MAOB	4.60358333333333
CACNB4	-1.01975
MGC33846	0.0246249999999999
RANBP3L	1.3805
ATP5L	0.020625
ONECUT1	-2.4
NUDT9	0.013
TMEM149	0.6005
STX17	-0.33125
IGSF10	-4.464
TMPRSS9	0.244
BMPR2	0.67225
ALLC	0.44575
KLF7	0.34275
GCC1	0.918
TIMM9	0.0675
CDO1	-1.37333333333333
MGC10701	-1.40083333333333
IFI6	3.336
FRMD8	-0.35725
MGAT2	0.29875
WBP5	0.171
CNIH2	0.16425
KIAA0907	-1.1603
KCNH8	-0.8205
CTSG	-3.24825
GRIK1	-0.399166666666667
CUL5	0.11675
FRMD1	0.002
OR9A4	0.742
SYT6	-1.671125
FOXD4L2	0.692
ANAPC2	-0.402166666666667
OPN5	-0.7345
TAF13	0.01775
LYG2	-0.3015
GGNBP1	-0.0865
C11orf40	0.0895
OTX2	-1.0865
REG4	0.4556
EIF5	-0.35275
PALB2	-0.1365
SEPSECS	-0.7947
RNASE3	0.154
TRIM49	-1.793
POLR2K	1.2686
GPR42	0.2955
C8B	-2.4405
SASS6	-0.87475
PREB	-0.385166666666667
OR3A3	0.32
TUBA8	0.559375
IGLV2-14	-1.70425
STIL	-0.47775
ANKFN1	-1.208
NME7	0.35375
HOXC12	4.85275
UBE2C	-0.34925
FHOD1	-0.629625
CDK2AP1	0.567833333333333
OR6K2	0.354
DHPS	0.7675
RPL5	-1.41258333333333
TRGV5	0.398
LOC541472	-0.376
HCCS	0.0263
DENND1B	2.2395
LHX3	-0.727
OR5D16	0.0795
CXorf57	-2.64583333333333
IRF2BP1	0.382
NDST2	0.876333333333333
LCE3D	-0.2605
BOLL	0.409875
SYT3	-1.33
PIH1D2	-0.153
C20orf7	-1.0905
IL1R2	3.44566666666667
SLAMF9	0.3455
PPME1	0.511625
PIK3CA	-0.0585
TRAPPC1	0.82225
COLEC10	-1.0445
SLC9A6	-0.881833333333333
PDDC1	-1.71766666666667
CCDC53	-0.14975
GK3P	-0.0285
DAZL	-0.48875
BRI3	0.07575
SDK1	-0.06525
CYP2C18	-0.23375
IFI44L	3.70175
RPL3L	-0.1565
FUT9	-0.0856666666666667
KIFC2	-0.048
PMP2	0.111
SLC4A9	0.311
PLAG1	-1.60833333333333
MYCBP2	-0.128166666666667
OR4E2	0.4985
CCDC65	1.709
C16orf82	-0.062875
ENTPD4	-0.113375
BRP44L	-0.499875
PMP22CD	-0.12725
TMCO4	0.733
KCNN1	0.441166666666667
WDR35	-0.63975
CCDC80	2.105125
C3orf31	-0.34525
SLC7A9	-0.65375
TMEM190	-1.354
DBC1	-2.32683333333333
FADS3	-0.3055
PDZD8	-0.572333333333333
GRM5	0.420142857142857
AZGP1	3.1381
PEX3	0.4845
MED1	0.427928571428571
ATG4C	-0.767166666666667
HNRPH3	-1.187
FAM109B	2.1355
C4orf17	-0.2925
CA10	-0.2115
OPRD1	-0.121
CCL16	-1.66475
SACM1L	0.1635
CST6	4.02075
CD63	0.5885
LGI1	-3.2225
ZNF784	0.659
CRYBB1	-0.7335
CX3CL1	1.1403
TOP2A	-0.663125
GYPB	-3.58566666666667
GADD45GIP1	-0.28525
FEN1	-0.133375
IGF1R	0.532
WDR72	-1.97583333333333
PURG	-1.05666666666667
DEFB126	-0.0275
PKD1L1	0.6365
CAV1	-2.5794
GNPDA2	0.1363
DGAT2	1.1565
NLGN1	-4.85475
STRBP	-0.545125
HPRT1	0.073
FANCI	-0.857
PSMA7	1.072875
DBF4B	-0.167666666666667
TTF1	-0.23
RAD54L	-1.63325
ELOF1	0.70575
PLAGL2	-0.375125
ZNF256	0.47025
HMGCL	0.68725
MSI2	0.227166666666667
RPESP	-3.82516666666667
C11orf60	0.1745
ABCD1	0.2285
ACAA1	0.4256
SPARCL1	3.62807142857143
IL6ST	0.644
ZNF319	0.2365
TMEM109	0.7775
FAM90A1	0.561666666666667
IL22RA1	-0.1985
ATP4B	0.0005
TEC	-0.422333333333333
C7orf30	-1.33625
TXNDC2	-0.754833333333333
ABCB4	-0.13225
KIAA1191	0.78175
C9orf38	-0.2945
SFTPB	0.53
CNTNAP2	3.24833333333333
FRK	0.4945
TBX19	-0.3975
CHD4	0.0045
C6orf26	-1.7265
MOSC2	1.8015
IKBKE	1.43575
HIF1A	-1.59833333333333
LOC595101	-0.305
RELA	0.271
TMEM16B	-1.1085
ABHD12B	0.1825
TSEN34	0.75875
KIF18A	-1.772
TXNDC9	-0.602666666666667
SPATA2L	-0.043
SEMA4G	-0.6205
C21orf91	-0.8915
MATN1	-0.5225
KCNIP4	-0.12
TUSC1	2.179125
OR4C15	0.08475
ARMCX6	0.153166666666667
WBSCR27	-0.193
OR52I2	0.056
KIAA1604	-0.9905
DYNC1I1	-2.1865
PPP4C	-0.52025
SLC47A2	-1.678
TREH	-0.1365
CD48	2.729
ST14	1.09166666666667
PKN1	0.05275
SPON2	1.345
XBP1	2.381
SFRS12	-1.22716666666667
EFCAB6	2.355
SELT	0.09275
SLC39A2	1.0755
ERF	-1.78866666666667
ARL3	0.1105
SURF6	-0.6391
MLLT10	-0.381047619047619
FLJ11171	0.233166666666667
TDGF1	-4.78016666666667
ERCC6	-0.77975
EIF2AK4	1.3905
BAZ1A	0.0103333333333334
LRRN3	0.0365
TMC3	0.7135
EFTUD1	0.26025
PTPRO	1.65083333333333
CLEC12A	2.01925
ACBD4	0.521375
ZDHHC14	-1.181
OTUD7B	0.9105
ACTB	0.338125
MSRA	-0.614375
LCE5A	1.1495
IFI35	1.07575
BSCL2	0.941833333333333
ANKRD12	0.365333333333333
CFHR2	-0.0369999999999999
RGAG1	1.07983333333333
HSFY1	0.323
SLC30A5	-0.3605
IMPG1	0.1515
GPR109A	0.5855
ZNF185	0.41625
IYD	0.85325
NPCDR1	1.5635
SERPINA13	0.284
HMGCLL1	-0.3965
NEUROG1	0.445166666666667
UBQLN1	0.5345625
LIN37	0.5355
SOCS2	-3.25975
DSCR4	-1.767625
XKR6	-2.59375
GPR142	0.6105
KRTAP13-3	0.638
CCDC15	-0.2145
MOS	-0.0315
CD1E	-1.278
OFCC1	0.45075
FAM83D	-0.22725
SRFBP1	-0.20025
C9orf96	0.391
DHDH	0.8045
CCDC90A	-0.019
RABL3	0.9188
CD320	-1.224
ANGEL2	0.0115833333333333
MRPL21	0.06425
SMG6	-0.0366666666666667
INSR	0.710875
FLJ14816	-1.5545
GLRB	-0.831666666666667
C9orf89	0.5025
CIZ1	-0.989875
URG4	-0.629833333333333
LRDD	-1.82116666666667
CBY1	-0.155666666666667
NFX1	0.494875
MTERFD2	-0.0456428571428572
C19orf23	0.5985
PGC	-2.7045
IER3IP1	0.1953
RASAL2	1.19966666666667
C1orf89	-0.8185
SYNJ1	0.27475
NFKBIE	1.075
FLJ40125	-1.30433333333333
TCEB2	0.1819
NOG	-2.58
POLR2J2	-0.804666666666667
HLA-B	2.4055
PCDHA1	-0.83
PPP2R2B	-1.27475
ARHGEF17	0.520666666666667
TCF7L2	-0.374214285714286
CHD5	-1.03016666666667
ZNF431	-0.135875
TBC1D25	0.66875
ZNF800	0.58325
SCUBE2	1.65563636363636
MYCBP	0.149166666666667
GPX5	0.244
C6orf129	2.48483333333333
QSER1	-1.30233333333333
ULK2	1.24725
PIGO	0.861333333333333
NRCAM	0.537785714285714
SLC35E3	2.946875
CSRP2	-0.49525
HYPE	1.20125
MAPK15	-0.119
MGC14327	0.035
TIMM13	-0.2305
ZNF462	-2.128
GBA3	0.1375
TEX13A	0.2395
MCM6	-0.459333333333333
MTRF1	-1.8425
ABCA7	-0.26825
EIF4A2	-1.1435
ZC3H10	0.8034
RPGR	-0.269833333333333
C20orf94	1.4045
RP1L1	-0.19475
GPR125	-0.603375
USP22	-0.41
OR1L4	0.22
MLZE	2.813
FLJ32065	1.489
PTCD1	-0.33
CRTAC1	0.408666666666667
BXDC2	0.1745
C18orf1	2.4535
FAM107A	0.276
EFNA3	-0.764
P18SRP	-0.4599
CAMKK2	1.11725
KIAA0649	-0.503
NES	-0.699666666666667
HS6ST3	1.2425
PON2	-1.1455
TCP11L2	-0.914
CLEC4A	3.02725
PRR12	0.576
MLXIPL	-1.8746
C2orf50	0.2755
ZNF28	0.9965
ENC1	0.360833333333333
MAP2K1	-0.323375
FKSG2	-0.42325
KIAA0430	0.45525
PTP4A1	-1.45316666666667
GPR156	0.7405
GTF3C6	0.206
UBR2	-0.5982
LOC388272	-0.97525
MAK	-0.253166666666667
ACOT4	2.3895
STC2	-2.4645
PIGW	-0.81175
SAE1	-1.01775
COL6A1	1.22959090909091
OAZ1	0.1225
STMN4	0.845333333333333
EDG3	0.802166666666667
SGCE	-1.93933333333333
IL11	-1.683
PRSS8	2.04125
YIPF5	0.966833333333333
WNT4	3.011125
CSN2	-0.044
TCF7	-2.84425
TDO2	4.191
SAMD9	0.026625
S100A7A	0.1185
MMRN1	0.648333333333333
GKAP1	-0.2025
AKR1C3	-3.245875
RNF19A	0.5465
GMDS	0.09475
YKT6	-0.878625
SPARC	1.7316
C12orf31	-0.582
UBE2V2	-0.2005
FBXL18	-0.571
KIAA0460	0.43275
ADAM22	-1.059625
SERPINC1	-4.81625
KCTD21	1.81675
MYOHD1	-1.19375
ZNF37A	0.0933333333333334
GTF3C1	0.823166666666667
CTSZ	4.33625
PRNPIP	0.105875
DRD1IP	0.28875
NR1I2	-2.4954
ZNF266	0.1828
SPAG4L	-0.183
COX4NB	-0.5985
SAPS1	0.598333333333333
APOA1	-3.82475
TATDN1	-0.1245
C10orf82	3.109
KPNB1	0.637
FOXO3	0.00225000000000001
CRYBB2	-0.965
ZBTB5	-0.0631666666666667
SLC25A38	0.4385
DCTN2	-0.131166666666667
IFT20	-0.627
CTHRC1	2.47475
C1orf31	0.212
UHRF1	-0.395875
GPC6	0.0605
C10orf54	1.68825
MCF2L2	-0.197833333333333
WNT9B	0.131125
OLA1	0.25225
FAM120B	0.06025
TTLL10	-0.8575
CYorf15A	-4.437
RELN	-1.5042
SCN2B	0.492916666666667
MFHAS1	-0.59675
NKX3-2	-0.5085
RASGRF2	-0.1285
SSBP1	-0.133
KPNA6	-0.419571428571429
LOC389118	0.1485
HS3ST4	-1.6448
SUPT7L	-0.3845
FLJ32658	-0.89
IGFBPL1	-0.6235
KIAA1641	-1.0397
SHKBP1	0.263833333333333
CSF1R	4.16925
NAGK	1.33725
MYL2	0.4635
HIST1H4C	1.3605
TOMM7	-0.632375
ADAMTSL3	3.5525
TNFSF14	0.28375
PRRT2	0.161
VTA1	0.296375
AOAH	3.7635
CRISPLD2	1.24907142857143
PNN	-0.9644
TA-NFKBH	-0.23125
ESPN	-1.06775
RBM43	-0.3475
KIAA1267	0.807875
DDX3X	-0.014
KIAA1576	-4.21325
PLXDC1	3.88216666666667
FLJ25801	-4.19675
HNRNPL	-0.64575
RUNDC3A	2.179
CASP12	-0.0635
SH2D5	-1.753375
RPL26L1	0.932
OR51A7	-0.01975
HDC	0.736
C2orf16	0.160666666666667
SYTL3	1.159375
GOLGA4	0.9174375
NOTCH1	-0.583666666666667
ATPAF2	-0.14425
ECD	-0.0475
SSX5	-1.39033333333333
SNAP91	0.199
OCA2	-4.35375
PNPO	1.08316666666667
DAPK1	0.176333333333333
PINX1	-1.347
SELENBP1	0.773875
NEK3	-1.33083333333333
TMED4	-0.757071428571429
SSTR4	0.2505
FOSL1	-2.6136
CD40LG	-0.168
CES1	-1.40025
DCI	0.112333333333333
B3GAT3	0.408166666666667
STK17B	0.10075
CNTN6	0.398
CYP3A4	-1.69016666666667
MBOAT2	0.847857142857143
PISD	0.57725
USP1	-0.4525
PYDC1	1.001
CENPM	0.0785
SAR1B	-1.06525
TTC7B	-0.593375
DP58	-0.255
GPC1	0.412
RBL1	-0.505625
TMEM137	-1.33533333333333
TOB1	2.11391666666667
TCEAL1	1.26416666666667
CENPF	-0.832090909090909
C6	-0.118166666666667
PRSS1	-3.341
PPIL6	0.0866
C6orf124	-1.02
ODZ4	1.432
SNCB	-0.06125
NDUFB9	1.22325
CNOT6L	-0.0153333333333333
S100A9	1.66216666666667
TRIM50	0.0305
KCTD1	0.5317
WDR63	0.2055
SPEF2	2.08375
RNGTT	-0.563
CXorf22	0.042
KCNK16	0.266
CEP250	-0.193875
ATPBD1B	-0.18625
KCNJ2	3.459
MT1B	-0.934
ZNF684	-0.7535
SLC4A1	-0.1005
PDHA1	-0.0805
ZNF492	0.386
TKT	-0.964
BYSL	-0.713625
RNF38	-0.168
AHDC1	0.2695
KLHL2	-0.113375
CMTM8	1.68275
DMP1	-0.749
HERPUD2	-0.744125
CRTAM	3.47583333333333
ZNF572	0.60725
TMEM16J	-2.0195
HSD17B2	-4.447
UBE2G1	0.24425
AHSA2	-1.906
PELI2	-1.711
TPX2	-0.634375
ATP9B	0.6685
DAZAP1	-0.22175
HMGCS2	2.4655
C17orf38	0.52375
B9D1	-0.7955
NKX2-5	-0.872833333333333
KIAA1276	0.671
LILRB2	3.399
CSTF1	-0.105166666666667
BTN2A1	-0.377
C15orf48	5.1725
IGF2BP3	-3.9625
FAM113B	3.941
HRG	-0.065875
ZNF131	0.01
USP47	0.767928571428572
CCDC88B	0.032375
HCN1	-0.6538
HTN1	-0.04
SYCP3	-0.444
C13orf23	-1.4748
PAPOLA	-0.718625
AATK	1.3046
MSH3	0.239
NDUFAB1	-0.1135
ITLN2	-1.74616666666667
BAK1	0.1765
MRPL45	0.1865
MTNR1B	0.210833333333333
LOC645843	-0.003
SPECC1L	0.208
PGCP	0.63
SPN	-0.145875
GPR143	3.41066666666667
ZNF576	0.24
TMEM39A	0.1692
ATP5D	-0.483
MAGEB3	-1.3265
RPS5	-0.028
ANP32E	-0.318642857142857
MTMR1	0.20875
YEATS4	1.93
SYNGAP1	0.011
PCOLCE	0.065
MNS1	1.28225
PCYT2	0.00266666666666666
ZNF182	-0.09975
LAX1	0.79775
SPPL2B	0.5165
ELOVL5	-0.3202
PCDHAC1	0.563
B4GALNT1	0.809833333333333
BLOC1S2	0.475
ZNF673	-0.4792
ARHGAP21	-0.254166666666667
IRX5	3.231875
LRFN5	-1.286
FAM7A1	-1.05425
RAB19	0.4785
GINS1	-1.8785
ITM2B	0.3685
PAPSS2	1.43875
OR5BF1	0.253
ACSL3	0.73725
KIAA1919	-0.816083333333333
GLT8D2	2.404875
UTRN	-0.200214285714286
CNN1	0.54575
HISPPD2A	0.556166666666667
SDAD1	-0.087875
SIGLEC9	2.26616666666667
RPL35	-1.17121428571429
C22orf26	0.4955
IMPDH2	-0.836
WDR69	-1.0135
SEC14L5	-1.40883333333333
CLTA	0.24425
RP11-529I10.4	0.11425
GPR37L1	-0.154333333333333
OGDH	-0.536916666666667
ASB13	1.29333333333333
ZFP14	0.225
ZCRB1	0.429
KPNA3	-0.3385
HSPA1L	1.4045
RHOC	0.71975
LOC554175	-0.097
PPP3CA	-0.2355
SLC1A7	-0.9013
ZNF529	-1.07533333333333
RBED1	0.66725
DDB2	-1.232
FLJ11286	0.118333333333333
SPATA1	0.059
MKNK1	0.730333333333333
DYSF	1.50633333333333
ALKBH2	-0.4985
NKD1	-2.38533333333333
C1orf174	-0.806
PLEKHO1	1.07416666666667
ASB10	0.39075
RING1	0.379833333333333
NPC2	1.0495
AVPR1B	0.48
YTHDF1	0.4275
LMAN1L	0.495
GSG2	0.063
CEP170	-0.2557
RPS4Y2	-5.572
MSH6	0.0525
HECTD2	0.274166666666667
ZNF556	-3.25666666666667
PLEKHC1	-0.6358
AIRE	0.157166666666667
BCL2L10	0.39325
LMOD3	0.439666666666667
ZBTB8	0.785
FOXA2	-3.7455
SLCO2A1	2.554875
C3orf46	0.092
PRDM16	-0.7425
TMEM98	0.25575
FRMD5	-2.2285
PDE6C	0.0575
C1orf216	0.417833333333333
EP400	0.581428571428571
PTK2	0.713583333333333
RNF217	-0.52275
NDUFA8	-0.2525
ZFAT1	1.08
LAMP3	2.49633333333333
GLTSCR2	-0.96775
NPW	-0.453
LLGL2	0.2778
PPM1K	-1.19933333333333
C20orf177	0.626
KIR2DL4	1.186
NFKB2	0.109
C21orf122	-1.14616666666667
HESX1	0.8815
GPR114	0.7225
SLC25A35	0.1495
GNAT1	0.1375
ORAI3	-0.16975
FAM76B	-1.096875
TMEM99	1.4367
TRIM29	-2.5451
CDS1	2.39075
RHEB	0.406
C4orf27	-0.594333333333333
RAB3A	0.76675
OTUD6B	-0.75625
GPD1	-1.245625
CDH15	-1.01166666666667
NPM1	-0.442357142857143
TMEM117	-0.581
PRPS2	0.644583333333333
GCK	-0.109
ADRA2A	3.85766666666667
TSPYL4	-0.0421666666666667
TASP1	-0.8055
WDR19	0.0239166666666667
C10orf38	-1.791
PDE4C	-0.559
FYB	1.91991666666667
C1orf55	0.262
PPFIA3	0.09175
RAD18	0.4745
C12orf44	0.442166666666667
CRYBA4	0.762
HVCN1	1.4895
TAF10	0.000499999999999998
C16orf48	-0.350166666666667
DEPDC5	0.9965
LTBP1	-2.33
MAPRE1	0.245125
FGF8	-0.2255
C3orf52	0.947875
SENP7	-0.108
LRRK2	1.4375
RUNDC2A	0.7565
KIAA0355	-0.253
CPEB1	-0.45275
PPEF2	0.6825
ABI2	-0.1835
KIAA0317	0.004
ATF1	-1.132
DYNC1H1	0.12975
DIP	1.374
TMEM33	0.544388888888889
POLDIP3	-0.21375
C7orf24	0.509
GPR171	3.44075
CDC6	-0.341
PLD1	-1.3024
ITFG2	-0.4719
NDUFC1	-0.188
AKNA	-0.6565
NBR1	1.15625
PKHD1	0.067375
HPS4	-0.2755
MAFA	0.5855
ULBP3	-1.49175
DIRC1	-0.0455
IMMT	0.034875
C22orf13	0.576166666666667
CEL	-0.1005
MARK3	-0.4825
ADAMTS2	1.16466666666667
ARPC3	0.0665
TMEM10	-0.00425
NPHS1	0.887
BRD8	-0.198166666666667
WDR12	-1.047
IDI2	0.494875
HOXD13	-2.3455
OR8G2	-1.5535
SLAIN1	-3.547
GABRQ	-0.41775
NR2C2	-0.79775
NKTR	-0.0874
TLE2	0.9215
KIAA0892	0.7705
AURKA	-0.663818181818182
GPRC5C	1.15583333333333
TBC1D9B	0.518125
PNPLA6	0.078
AP3B1	0.19925
NAG	-0.239875
C11orf68	-0.24775
AKR7A3	0.31675
AHCYL1	-0.2805
COP1	0.7485
RPP14	0.252583333333333
PCDHB18	-0.34875
CDH24	1.082
KRT17	-2.9908
LACTB2	0.062
DDX24	0.3414
PHACTR1	-2.1745
SLC35E2	-0.21675
LOXL1	-0.545
IQSEC2	0.55525
RGSL1	0.346
PCDHGC5	-0.251
MEGF10	0.623875
PRRX1	1.3295
ASTE1	0.7905
C6orf159	-0.8145
MYOD1	0.744
GAA	0.91
ZNF747	0.69775
KLRC1	-0.355375
IL1RL2	1.055
GDF9	-0.93525
GPR119	0.451
TRAF2	-0.7145
HCK	4.17483333333333
BMP6	-2.68775
IL8RA	0.420333333333333
FLJ35848	0.19625
EFHA1	0.7045
CDSN	-0.476333333333333
C14orf54	-0.052
LSM3	0.313
ZFP41	0.2785
C9orf126	-1.40633333333333
VIT	-0.4065
SPCS3	-1.0765
DEF8	-0.753
CHAF1A	-0.9035
C1orf165	-1.25166666666667
ZFPM2	0.361166666666667
FTH1	1.252
SLC35F1	-1.368
YWHAH	0.3125
C17orf66	0.282166666666667
ADRB1	0.1228
FOXL1	-0.454
RG9MTD3	0.260333333333333
UMPS	-0.36925
MGC13008	0.521
KIAA1161	0.117
CCDC77	-2.048
C12orf65	0.2588
COG4	0.0441666666666666
RCP9	1.42366666666667
RP4-692D3.1	1.94366666666667
CDC2L5	0.00375
MGC7036	0.151333333333333
DNAJC11	0.0905
GDF2	-0.00983333333333332
TIMM17A	0.783
HNRNPA0	-0.5966
OR2H1	-0.5225
PCBP1	0.073
COL23A1	-1.3165
LRRC2	-0.250769230769231
NSD1	0.703357142857143
FLJ37078	-1.065375
WDR91	-0.133666666666667
TMEM179	-0.221
DSCR10	-0.1235
CNDP2	0.3287
FYN	-0.805
BEX2	0.566666666666667
KCND3	0.253
YPEL5	0.724875
LRRC42	-0.297166666666667
C17orf45	-1.759375
ZNF649	-0.3835
LOC150763	0.43175
COL5A2	2.84233333333333
CNGA2	0.311
ELA2B	-0.37
RAB9B	0.26925
FAM100A	0.185
NAIP	0.199571428571429
MYOZ2	-0.091
SPATA12	-0.7165
XRCC4	-1.096
CYB561	1.8731
CHST10	-0.295
BAI1	-1.486
BRSK1	0.31
C17orf89	1.88125
PDE6H	-0.5265
FLJ20309	0.335
MAP7	0.915875
SCN4B	-0.55475
SPAG9	0.3699375
SERTAD1	0.0701666666666667
FLJ21963	-0.06175
ANTXR1	0.3783
TMPRSS13	1.67783333333333
ETV7	3.565
DGAT1	0.594833333333333
NKIRAS1	1.03433333333333
TAC3	-3.2575
CORO1C	-1.02466666666667
RAD54B	-0.6185
HRASLS3	1.43033333333333
C21orf42	0.44075
BARD1	0.0241666666666667
ZNF177	-1.18233333333333
MIP	-0.3525
ZNF442	0.8035
F2	-3.9366
GRIA1	0.183142857142857
GALNTL2	1.02783333333333
WNT5A	-0.6109
LENG9	0.00650000000000001
hCG_25371	-1.023
FOXR1	-0.327
TRA@	0.902
PWWP2	0.667
C1QTNF7	1.44583333333333
SLC7A4	2.131
C4orf7	1.80325
C17orf80	0.519333333333333
KLK4	0.752666666666667
IL31	0.035
TMEM176A	3.491
CTNNB1	-0.2239375
BHLHB2	0.2975
TMEM185B	0.247
ARD1B	-0.2305
C1orf93	0.624
BRUNOL4	-0.397833333333333
LOC541469	0.34375
UPK2	-0.1795
GAS8	0.197
PATE	0.394
IMPACT	0.750125
WNK4	0.478
HNRPLL	-0.7045
GAD2	-0.02075
ITGA6	-1.68225
BMP15	-0.0738333333333333
CYP2A7	0.17925
RIC8A	-0.561625
CCND1	1.76116666666667
USP35	0.0475
DSCR2	-1.53275
CCL4	4.07516666666667
ZCCHC10	-0.8595
NOL11	0.68975
TRPM2	2.24816666666667
PSMD2	0.0795454545454545
CHTF18	-1.33375
USP18	1.9165
RRAS	-0.0345
LAMC3	-1.16425
TOX	-2.73566666666667
PCDH15	0.305
GABRG3	-2.39125
NUDCD2	0.083
SGCZ	0.6315
KCTD17	0.2682
SPSB2	0.0435
TPPP3	2.62733333333333
CILP2	0.6895
CALB2	3.6275
CEBPZ	0.0386666666666667
ZNF479	0.16025
FMOD	4.16633333333333
C21orf66	-0.717
CLN6	-0.716166666666667
ANAPC1	-1.12025
SH2D3C	1.362
PTPN14	-1.4675
TRIM42	-0.5835
APTX	0.695
SNRPG	-0.641
BMS1	-0.03025
MAGEA3	-3.8755
NFATC3	-0.0758333333333333
LRRC45	1.14333333333333
ARS2	-0.3845
LRIG1	1.94866666666667
EPSTI1	1.603
PRSS27	-0.41275
ERC2	0.0645
PRKACB	-0.709142857142857
PRDM13	-4.7285
HCG27	-1.44125
KLK12	-4.5
HSD17B7	-0.119666666666667
ZNF354A	1.24525
PCDH11X	-0.0215
DMGDH	-0.44625
PCBD2	-1.6885
TMC6	-0.4725
RIMS1	0.44625
SF3B2	0.351666666666667
RCN1	-0.8605
CPB1	4.40775
BCAR3	-0.95925
FCRLB	1.271125
PAK1IP1	-0.538
OR10H1	0.101
KIF9	0.6603
PITPNM2	-1.827375
L3MBTL4	0.50125
TGFB1	-0.3185
ZXDC	-0.14075
SLC6A16	-1.24675
SRrp35	-2.515125
LRRC8E	1.92525
PPIAL4	-1.18091666666667
EOMES	1.48066666666667
PAX2	-0.2475
SCARF2	0.08275
PSEN2	1.37925
PCDHB13	-0.194
C10orf28	-0.211
DHRS7B	0.323142857142857
C1orf131	0.00724999999999999
ASB1	-0.553
ZNF223	-0.118
LCMT2	1.12325
MEP1A	-0.64575
TMEM53	0.2925
RSPH3	-0.08325
C10orf33	-1.7425
LOC644285	-1.304
PTPN9	-0.226
ABCA12	-3.00325
CCDC37	-1.7885
RUNDC1	0.7954
YES1	-0.854666666666667
FAM120AOS	0.251
OR5M3	0.8245
PPP1R3F	-0.256583333333333
IL13	0.411
MDFI	0.36725
PRNT	0.8165
ZDBF2	-2.166
OR10C1	0.194
CLIC1	-0.2055
LILRA5	0.691833333333333
CSAG1	-3.70983333333333
TREML2	-0.624666666666667
FAM125A	0.0926666666666667
ZNF74	-0.01
FAM104A	0.366875
LRRC39	-1.7255
SAMD5	-0.6345
HYAL2	0.4265
HIST2H2AC	1.279
IGFBP5	-0.0842608695652174
NRTN	-1.38
KIAA0556	0.6172
FAM29A	-1.22888888888889
JMJD2A	0.735
EPHB1	0.28525
POLD4	0.830625
ANAPC10	-0.50125
LRRC36	-0.48375
MEGF6	-0.171125
LPHN3	-0.922666666666667
BMP10	0.1285
C21orf55	1.2625
CREM	-0.2901875
PTGER4	0.973
METAP1	-0.622875
KCNQ1	0.888333333333333
NR2F2	0.093375
SSFA2	-0.941
CTTNBP2	-2.6985
BCL2A1	0.1635
ZBTB24	-0.442625
SLCO6A1	-0.73025
PRDM1	0.5838
OR7D2	-0.868666666666667
CCDC47	0.7903
LOC646982	-0.883
SLC26A6	-0.3905
BIN1	-0.0282
SRRM1	0.216071428571429
PCSK1N	1.135125
ALS2	0.53
ECT2	0.419578947368421
CACNA2D2	1.94175
DOCK6	-0.347
C10orf119	0.0935
FATE1	0.36875
DUSP23	2.08275
TRIP6	-0.180571428571429
NUP35	0.2035
CDH3	0.000500000000000006
KLHDC8A	0.09975
C9orf116	0.652625
EI24	0.209
CENTD1	0.401833333333333
RWDD2B	-0.751166666666667
DOCK1	-0.1485
NPAS2	-1.284125
NR3C2	2.647
FAM63A	0.0943333333333333
INPP5F	-0.886166666666667
FAM111A	-0.1467
MYBL1	-0.840416666666667
IQGAP3	-0.0885
CRADD	-0.397
DUSP12	-0.725
PDZK1IP1	0.7825
VASH2	0.64575
CTR9	0.2965
VIL1	-3.667
OR8U1	0.629
CCDC107	-0.0215
PTTG1IP	-0.3535
OR4X2	0.1195
COL9A1	-2.2365
PSMD9	-0.49
ZFP62	0.684
TIP39	-0.588
PARP15	0.341
TTC19	-0.511375
C1orf114	-2.30433333333333
GFPT1	-0.207
SLC27A6	-0.4895
MRPS10	-0.3751
CALML5	3.18783333333333
TRPM7	-0.590625
CGNL1	1.45775
CECR1	1.111
SERPINB8	-0.174333333333333
TMEM102	0.733875
PDIA2	-2.5755
NUCKS1	-0.3305
HOTAIR	0.964
EBI3	0.4455
NXN	0.5675
ZMYND19	-0.54825
FOXJ3	0.2925
EIF5B	-0.066
