Hybridization REF	TCGA-AO-A03R-01A-21R-A034-07
TJP3	2.25
C9orf61	2.90475
IDS	-0.321071428571429
PARG	-0.90625
LOC131149	-1.4205
DYRK4	0.380333333333333
MICALL1	-0.65125
GALR2	0.082
GPBP1L1	0.165125
TBX21	3.723
KCNJ6	-0.671
GGN	-0.07175
CASP5	0.585
RNF182	-4.90425
BRD4	0.76775
DOK4	-0.962375
SLC46A2	0.529
SOX9	1.18091666666667
ZNRD1	-0.582166666666667
PRR6	-2.3145
FAU	-0.08325
DTNB	0.362333333333333
CARD9	0.35375
STS-1	-0.495
SLC4A5	0.273625
NSBP1	-0.473
UGCGL2	-1.1065
POTE15	2.2875
NOXA1	1.12075
RP13-347D8.3	0.899
SAMD10	0.860333333333334
EP400NL	-0.99075
TCF21	-0.20075
AMELX	0.66075
JPH2	0.7686
SLA	2.493875
DLST	-1.3715
SEPT12	2.18475
RGS20	-3.72
LXN	-0.123333333333333
ZNF419	0.32075
UPK3B	0.219666666666667
RELL1	0.69225
ESPNL	0.0335
KLHL21	0.38075
PI15	1.11
C2orf61	0.041
LOC407835	-0.158333333333333
RER1	0.506416666666667
ELAVL2	0.6345
MGC26718	-0.116
KLF2	3.037
TNFAIP8L3	0.148416666666667
TFE3	0.70325
C11orf17	-0.494625
15E1.2	-1.34825
SNRPC	-0.87325
DLGAP1	1.041
PGLYRP1	-0.226
OVCH2	-0.1335
IRF7	1.8379
SET	-0.0626
NAB2	-0.631833333333333
LRP5L	0.00475
FAM120A	1.3699375
ASCL2	-0.259333333333333
SHH	0.6505
ATP5H	0.348333333333333
THPO	-0.5316
TYRP1	-3.6245
HIST1H3E	0.906166666666667
EIF2S1	-0.478
TNFRSF17	-0.752333333333333
TARSL2	0.6435
NKX2-8	1.396
C1orf115	0.915
LOC56964	0.6685
KIAA0841	-0.413
ISCU	-0.2285
TTMA	-0.005
ZNF414	1.0845
LOC441150	1.497
RAB15	1.623
HBP1	-0.429
TNNT2	-1.53966666666667
CECR5	-0.7905
PHGDH	-3.6195
JRK	0.2056
XPO4	-1.2495
FAM131C	1.95
ARHGAP25	1.5648
CA9	-3.02155555555556
GPR62	0.1465
TLX1	0.452666666666667
GPS1	0.08175
OR2M2	0.551
BDP1	1.04135714285714
FAM70B	1.1445
RPS29	-0.203
MKLN1	0.2568
TSPAN19	-1.8615
SLC29A3	2.0481
LGALS4	-0.187666666666667
USH2A	0.014
NF1	0.255166666666667
APOBEC3A	2.39016666666667
IMPAD1	0.367166666666667
OLR1	2.24416666666667
NRAP	-0.2945
HCFC1R1	0.546
TAOK2	0.735666666666667
MCM10	-1.54466666666667
MAP4K3	-0.177416666666667
CBS	-1.2045
CLK3	-0.3649
PCDHGA5	0.711
ELF4	0.076625
FAM71A	0.18725
C11orf49	-0.30975
CLIP2	-1.00525
BTBD9	0.5755
ZNF524	1.60125
KDELR1	0.690333333333333
ZNF509	0.165
NCSTN	0.4075
ZNF533	-0.113928571428571
PARP4	-0.556375
GALNT9	0.315
NPY	-2.14875
BEGAIN	-1.52833333333333
TMEM77	-0.7215
FOXRED1	-1.3705
SLC16A2	-0.383833333333333
SLC35B1	-0.62575
GK5	-0.970545454545455
SDCCAG10	-0.71125
C4orf20	-0.699
SLC9A2	-0.928
ADD1	0.986071428571429
TAL2	-0.915166666666667
ACLY	-0.68275
DNAJC1	1.762
SOST	-1.59425
USP43	1.20366666666667
CYP4F12	-2.00825
FKBP5	-0.134125
CHCHD5	0.1488
NUDT22	-0.4735
CCDC85B	-0.502
OR51G2	0.916
STRN3	0.203142857142857
TMOD2	-0.2285
FLI1	0.29225
MAB21L2	0.833666666666667
DGKQ	1.41675
VPRBP	0.361
SCNN1B	0.11
ECHDC3	1.1564
TMEM106C	0.39475
CSNK2A2	-0.645
RPL39	-0.1316
HERC3	0.161333333333333
ZBTB47	0.634166666666667
ZNF681	0.72475
PAGE2	-2.37775
CLIC5	2.73464285714286
RABAC1	0.5175
ZFHX2	0.93325
YPEL1	0.4015
KIAA0776	0.28125
NR1D2	-0.83425
DNAJC4	1.028125
NPNT	0.6163
ZNF677	0.509
ZNF536	-0.599
MEF2B	1.1135
PTPN4	-0.951625
CTCFL	-5.167
STX5	0.225666666666667
CD72	1.702
VEGFA	-0.763368421052632
XRCC1	-0.2615
MAS1L	0.742833333333333
ELL	0.5559
SETBP1	2.09
CDH11	2.00766666666667
NDC80	-0.598846153846154
DMBX1	-2.472
NRSN1	0.463166666666667
BAT2D1	0.57825
CDS2	-0.936666666666667
C1orf212	-0.765833333333333
SENP3	-0.787
IL1F9	1.133
EEF2K	-0.763
COG8	-0.402
CEP72	-1.33
OR1L8	1.3105
MUS81	-0.412583333333333
PHYH	1.401375
GGT6	0.9695
C22orf23	-0.5865
C13orf33	2.6555
MAPK8IP2	2.10125
NELL2	3.90725
POU3F2	-2.41866666666667
ALPK1	1.102375
MRPS18C	-0.91275
RPLP2	0.677875
FGF22	0.2245
SPNS1	-0.305166666666667
ZFP1	-0.49375
IL1RAPL1	1.65725
PCSK9	-4.04166666666667
NKX2-1	0.1075
C6orf189	1.7925
SP4	-0.2625
SLC11A1	0.9994
C21orf25	-0.229666666666667
ICAM2	0.332625
SH3GL1	-0.310166666666667
GSK3B	0.1555
RALB	0.134125
PDXP	-0.140333333333333
GNGT1	-1.328375
KIR2DL1	0.1165
TNFAIP3	1.28391666666667
C6orf32	0.9859
CBLN2	5.2685
PANK3	0.837625
TAAR9	0.2085
WDR82	0.643928571428572
APOM	-3.696875
TRIP10	-0.12225
SPATA16	0.52275
C1orf135	0.3335
USP51	0.42375
TESK1	1.46575
C11orf64	0.193166666666667
ZNF611	0.506
PDE6G	0.253833333333333
HLA-DQA1	2.802625
GCLC	-0.44625
SEC61A1	-0.137285714285714
TWSG1	-0.412166666666667
ZMYND10	1.74775
CTDP1	-0.189
ADAMTS6	-1.065
SLIT1	-1.321
KRT86	0.487
KIAA0574	-1.39125
GTPBP2	-0.5908
PQLC3	1.16475
PRRX2	0.437833333333333
C15orf44	-0.01
MKKS	-0.28375
C11orf10	-1.02925
GPR110	0.431
CD109	-0.45425
ADCY1	0.0178333333333333
RHBG	-2.0945
TP53I3	-0.973375
SLC22A3	-0.7315
UCP2	2.04325
FOXG1	-2.28483333333333
OR2AG1	0.0395
TRIM24	-0.66925
PROC	-3.31775
TAAR6	1.27875
AMTN	-1.225
C10orf47	-1.7252
DEPDC1	-0.746
FLJ45557	8.20625
ZDHHC17	0.0996875
KIAA1429	1.53216666666667
KCNH1	0.351
VNN3	0.057125
PSMAL	1.03175
PPARD	0.3885
HFM1	-0.91025
YBX1	-1.56833333333333
ZNF695	-1.728
SCTR	0.0738333333333333
DCDC1	0.738
VPS26B	0.2216
MTF2	-0.3185
ATP6V1F	-0.27425
CCDC94	0.2995
PERF15	0.2965
CCL11	3.1695
LMO7	-1.027875
DCST1	0.038
ADRBK1	-0.322625
CDRT4	-1.071375
ZNF84	-0.246
HOXD8	0.74075
STARD8	-0.0745
FOXP2	-0.935
CCDC103	0.1155
POLR3A	-0.4376
GSC	-1.10866666666667
ZNF114	-2.8585
HTR7P	-0.087
LALBA	0.461
RMND5A	-0.103
PSCD2	0.39675
ZNF409	0.1585
KRTAP1-3	1.02283333333333
MAF1	0.548
LOC201725	-0.641666666666667
NRN1	-1.380375
SPAG5	-1.7905
DNAH7	-0.441
FLJ43860	0.4915
BRCA2	-0.3605
ACADM	-0.813375
CXXC6	-3.751625
RAGE	-2.052625
CHMP2A	0.327
FAM8A1	0.2602
GPR21	-0.465
SLC12A3	-2.245
FVT1	0.852142857142857
ZDHHC7	-1.015375
FLJ44048	0.757
SLC44A3	0.6915
SDSL	-0.221666666666667
MMP8	-0.35325
PLA2G12B	-2.9905
ACY1	-0.20575
MT1E	2.51983333333333
OR4K15	-0.288
TECTB	-0.329
GPR20	0.580375
IRAK2	-0.64725
RFPL3	-0.367571428571429
MYO9A	0.44675
NARG1L	-0.61075
BLMH	-1.254375
CCDC3	2.14483333333333
C9orf21	-0.283333333333333
KIAA0513	-0.468333333333333
MIER2	0.14075
PNMA2	-1.58466666666667
SH3BP2	1.0219
ANXA10	-1.94475
RTN2	-1
TFB1M	-2.217
PRPH2	0.849
C14orf133	-0.85875
GOLGB1	0.423916666666667
IRX4	1.40525
NFKBIL1	0.4285
C10orf62	-0.306666666666667
APBB3	0.157
RPS10	-0.2922
LOC728378	1.04625
TLE3	1.57533333333333
PSMB7	-0.956375
MESDC1	1.1885
SLC6A1	0.169
OCLN	0.338583333333333
PTTG3	-0.2565
NAGLU	-0.46475
SERTAD4	1.579
SPRY1	2.0145
FLJ10781	-0.898666666666667
MYSM1	-0.50975
TRIM4	0.276285714285714
SH3YL1	-0.69475
TREM2	2.8565
SERPINI1	2.42975
HDHD3	0.794625
TMEM38A	0.71925
EID2B	-1.4
TDRD3	0.107166666666667
SEDLP	0.2315
THSD7A	1.703
NDST3	-1.759
KLHL15	0.0373333333333333
DHRS12	1.048
FBXO9	0.224571428571429
TNPO1	-0.823666666666667
MRPL13	0.377666666666667
SNX5	-2.50816666666667
METTL6	-1.09275
SOD1	-0.33475
CHML	-1.48316666666667
PACS1	1.2515
SIRT5	-0.5599
CAPN2	-1.75066666666667
FXYD5	-0.789666666666667
TWISTNB	0.078125
LRFN1	1.40666666666667
UBE1L	0.537875
UBE1C	-0.8875
OR51B2	-0.165333333333333
OR4D11	-0.4095
C15orf2	0.03
NR4A1	0.750666666666667
LOC339047	-1.6605
TRIM17	0.54775
ATP5G3	-0.8545
RPL15	-0.608
ADAMTS8	-0.21075
HOXC4	-0.3475
C14orf37	0.4125
CEACAM5	-1.422375
MYT1L	-0.1235
RASA2	0.29175
OSBPL7	-0.3185
STAG1	0.00600000000000001
GIMAP4	4.27466666666667
FUT3	-1.8746
PIF1	-1.051875
LPIN2	-0.5497
SH3PX3	1.06525
PDP2	-0.45575
PAPD1	-0.497375
ERP27	0.37725
APOOL	0.21
DIABLO	0.01225
TRHR	-0.255428571428571
ARMC9	-0.296
RNF152	2.78925
SLITRK3	-0.324
ZNF211	0.0227
PFDN1	0.95225
RGS11	-0.041625
HS6ST1	1.431
AKR1D1	-1.14566666666667
TNP2	0.269666666666667
STK31	0.337666666666667
EML4	-1.08191666666667
SGTA	-0.2765
HIST1H2BI	1.63833333333333
PSMD6	-1.75883333333333
KIAA1257	-0.0655
C18orf55	-0.4985
FLJ20273	3.559
RPL28	0.149666666666667
EPYC	0.290714285714286
NOX3	-0.1135
ELAC1	-0.765333333333333
METT11D1	-1.1895
BIN2	0.179666666666667
NACA2	-0.44275
CCDC17	-1.23675
HM13	-0.3894
UBOX5	-0.3345
UBE2O	0.34125
UBL5	0.13825
APOLD1	2.247875
C9orf31	0.24575
TNFSF8	0.376
ARHGAP29	1.833875
PROKR2	-0.188
PDE5A	0.335666666666667
C6orf12	-0.0979999999999999
TOM1L1	-0.5875
WHDC1	0.6545
FOXI1	0.557666666666667
RAB4A	-0.1541
TMEM39B	-0.35425
ATPBD1C	-0.958
FARSA	-0.762333333333333
PLEKHG5	0.50325
CMAS	-1.09933333333333
OR7E24	0.2385
SLC30A1	-0.053
CDC42EP5	1.77066666666667
PLAC1	0.5795
KLHL18	-0.08825
LBA1	0.4682
TAZ	-0.96275
CRIP2	0.60825
BTBD11	-0.608833333333333
C16orf72	-0.45875
DIO2	-1.0003
LRRCC1	2.12383333333333
CCDC136	-1.5325
PRX	0.671125
RBM5	-0.1852
TMEM85	-0.254
TUBGCP4	-1.29716666666667
APLN	0.380625
CDK7	-0.785666666666667
SSR2	0.0190833333333333
CRELD1	0.00125
C19orf46	2.5175
GAL3ST4	0.0351666666666667
KBTBD10	0.7665
IL28A	0.387
WDR27	-1.3665
MCM2	-1.23366666666667
SOX14	-0.069
FLJ39743	-0.295
KIAA0922	0.22025
HIPK4	0.246
FLJ25758	0.555
C16orf57	-1.43
PDZD2	1.3505
MCC	1.254375
HHLA3	0.0771
ID2	0.68475
C20orf23	1.47241666666667
ZNF688	0.49375
APOC2	-2.281
LOC440093	-0.165
FAM50B	1.54916666666667
PWP1	-1.259
DNAH10	-0.099
HIST1H2BA	0.537
GPR56	0.382
METAP2	-0.744875
PAN3	0.0886666666666667
STXBP4	0.3385
PDHX	0.2515
MTA1	0.543916666666667
ZBED4	0.2725
ZNF720	-1.68125
CDK2	-1.58975
RHOJ	0.9765
CDC37	-0.446833333333333
ZER1	0.441625
GRK4	0.902
PRPH	0.2145
POLR2A	1.154375
OGFOD1	-0.99575
NOL5A	-2.132
PHEX	-0.388
FLJ16478	0.06825
C20orf117	-0.39375
CAMTA2	-0.04825
C11orf74	-0.876
DDX17	0.111583333333333
C5orf27	0.0651428571428572
PLEKHA2	0.539
PDE4DIP	-1.9465
SCN7A	0.61
ZNF559	-0.307
CXCL10	3.80475
ZMYM4	0.5275
STK32B	1.24953333333333
KIAA0888	-0.7706
TACR3	0.7
CKAP2L	-0.39525
KIF1A	-0.828833333333333
RSPRY1	0.252
VCAN	0.25375
CYP27C1	-0.1975
SYDE1	-0.915833333333333
MED12L	0.61
ZDHHC21	0.96575
NHS	-1.149
TM9SF3	0.679
DDHD1	-0.3215
MAFG	-0.771333333333333
BICD2	-0.1991
C14orf119	-1.0315
C14orf43	1.12135714285714
CDH7	-0.84725
ALKBH5	-0.348428571428571
JUP	1.569
TMEM41A	0.00766666666666667
MAMDC4	-0.939666666666667
CBX3	-0.536125
LRRC18	0.46425
RBMXL2	-0.1405
PLA2G4D	0.0921666666666667
FGF13	-0.4805
KIF3A	1.16383333333333
PDIA6	-1.96375
DCXR	2.00525
CASKIN2	0.80125
EHD1	0.551
MARCKSL1	1.36416666666667
ZNF496	0.199666666666667
SCAF1	0.946666666666667
KCTD8	-0.08075
TRAF3IP3	1.162
LSR	2.2305
CXorf1	0.146166666666667
C14orf112	0.396166666666667
EIF2B1	-0.25075
OMP	-0.405
GSTZ1	-0.09375
LOC92017	0.461
ISLR2	0.7795
C12orf36	1.076
GATA2	-0.575
GABRA5	-1.558
CELSR2	0.0187857142857143
STAM2	1.0586
TNAP	-0.924
PTPMT1	0.0431666666666667
GRP	1.99525
SV2A	-0.7428
MAGEA12	-4.36475
CACNG1	0.3345
C18orf19	-1.038
GSG1	-0.267666666666667
PTPRJ	0.364571428571429
FRMPD1	0.085
ZNF668	0.66325
PLEKHJ1	-0.27875
ADAT1	-1.5444
TMEM50A	-0.1871
UCN3	0.318
HOOK1	1.841375
IL17B	0.8405
MLKL	-1.224
TTC14	0.08
KLHL5	-0.5015
CRYL1	-0.0123333333333333
FOXH1	0.5075
NFYB	0.052
PPM1G	-0.32125
GOLGA2LY1	-0.79975
NMT1	-0.156875
HADHA	-0.6113
CHSY-2	0.341
PLEKHF1	0.264428571428571
SAGE1	-2.3905
MUSTN1	0.39325
SUHW4	0.5655
TFEB	1.04766666666667
ZFYVE27	0.4695
ATG12	-0.618833333333333
BMI1	1.23814285714286
ZIM3	0.6005
MYH4	-0.474333333333333
MASP1	-0.571916666666667
KIAA0984	0.46875
RPAP2	0.4205
ASB5	0.202666666666667
BOLA3	-0.738666666666667
MIA3	0.813333333333333
KRT35	0.818
KIR3DL3	-0.442
MRPL51	-1.0785
SEMA3F	1.65916666666667
NDUFB2	0.265333333333333
LOC253012	0.353
FAM46C	-0.9109
G6PC	-2.025375
CSAG3A	-4.64583333333333
PREX1	-0.158
SLC25A45	-0.057875
MAPKBP1	0.5547
CPE	-0.0495
GNB1	-0.48325
CXCR6	-0.4465
TRIM46	0.626
C16orf3	1.08233333333333
HPSE	-0.2095
TIGD3	0.6875
SPG3A	2.419
LCAT	-0.9265
ST6GAL1	-1.19972222222222
POMC	0.5115
FLJ36031	-0.434833333333333
NSMAF	0.802166666666667
SKIL	-0.3845
ADSS	0.724666666666666
HMGCS1	-2.0028
POLR3F	-1.215
RAB10	-0.428125
ZNF277P	-1.80325
ZBTB7B	0.9505
DHRS1	1.752125
ABCC13	0.817666666666667
CNOT3	0.561
NFKBIA	1.4575
GAK	0.258833333333333
SFT2D2	0.196333333333333
HOXA6	0.3995
CRTC1	1.024
LY6D	-0.3175
C20orf72	-1.489
CPT1A	0.605
LMO1	1.8915
EIF3I	0.13575
PRB4	0.5265
MCM3APAS	-1.511125
C20orf132	0.0463
FOXF2	-3.2895
S100A12	0.81075
MLH1	-0.916833333333333
ACTN1	0.7606
MRPL36	-0.4985
C20orf106	-0.5575
FBXO6	1.52883333333333
MKS1	-0.751333333333333
CX3CR1	-1.446875
PDE1B	1.151
PLP1	-2.98025
KISS1	-0.126166666666667
C14orf2	0.186666666666667
TBC1D3P2	-0.91525
COMMD6	-0.3121
ANKRD7	-1.247
PTCHD1	-0.984125
NARS2	-1.20125
DOCK7	-0.912125
FAM127B	-0.077625
LOC390243	0.118333333333333
N6AMT2	0.591
ZNF391	-1.414
DNAJB14	0.486666666666667
WRB	-0.942875
BPI	0.195272727272727
TTC4	-0.881666666666667
FAM10A5	0.24775
GOT1L1	0.629666666666667
MAGED1	-0.94325
RESP18	0.174
WFDC6	0.5555
MT2A	0.368
C11orf56	0.1865
KIAA1432	0.509
ROR1	-0.808125
HSD17B14	0.537
ZFAND2B	-0.12325
SAMD4B	0.01825
HEXA	-0.221
HNRNPU	0.565636363636364
USP39	-0.62825
NRD1	-0.687
R3HDML	0.2545
FLT4	0.3925
OMG	0.644666666666667
OR52N4	1.2275
LOC399818	-0.6465
ELA2	-1.8635
VENTXP1	0.6935
RFC5	-0.903
OR52L1	0.419
PAX5	-0.344
FBXO2	0.0535
GMEB1	1.255
AKT3	-0.316333333333333
CRB1	-0.7055
CTTN	0.229333333333333
UTP15	-0.242333333333333
HSBP1	-0.539833333333333
PHF11	1.346
NDEL1	-0.2745
USP8	-0.039
BAIAP2	1.1155625
SI	0.8116
ARSJ	-1.38783333333333
BAAT	-2.8685
KCNS3	1.56016666666667
LOC126147	-0.318666666666667
TMEM37	0.89025
C1orf162	3.48416666666667
MBD1	-0.5891
ITGAL	0.975333333333333
WDR73	-0.5195
GKN2	0.0676666666666667
ARFGAP1	-1.3535
SLC5A8	3.243
ZBTB40	-0.1293
CYP4B1	2.67116666666667
LYPLAL1	0.15275
CHST3	-0.5635
MAP3K9	0.6015
BTAF1	-1.36516666666667
TFAP2E	0.322
RBM35B	-0.67375
LOC441251	-0.6555
ANKRD25	-0.103166666666667
UQCRC2	-0.6335
MAEA	0.0486666666666667
HYAL1	-2.3762
RNPEPL1	0.194666666666667
CPSF2	-0.52475
PSD3	-2.4577
ABCA13	0.624
AGR2	2.66125
GBX1	-0.3645
HDLBP	0.540571428571428
ACY3	-0.32825
HECW1	-0.163666666666667
ZNF519	-1.265
HOPX	2.0005
ZNF304	1.09375
OR12D3	-0.123
FKSG43	-0.3845
METTL1	0.029375
MFSD3	1.7605
PSPH	-0.6195
CLCA3	-1.3985
DARS2	-0.0106666666666667
CDC25A	-1.04933333333333
BAIAP2L1	-2.34675
B3GNT5	0.583125
USP29	0.21225
ARHGEF10L	1.2383
ATOX1	-0.435625
ADAM30	0.04925
DNASE1	-0.5565
STT3A	-0.31725
RAB6IP1	0.145
PTN	2.2608
C1orf106	0.626615384615385
HECA	1.19725
RNF122	-0.18575
SLC22A18AS	0.8245
GNG8	0.987833333333333
ELP4	-0.13575
FAM65A	0.8675
RPL10A	-0.666666666666667
IRS4	1.376
MACF1	1.3434
SEC24D	-0.73825
LOC374395	0.59975
TGFB2	-1.183
MDFIC	0.5145
CHRNE	0.8375
PCMTD2	-0.306
ATP6V0D1	-0.4835
MTA2	0.70975
LZTR1	-0.211333333333333
RAP1A	-0.618
AXIN1	-0.219
POLR1C	-1.08575
TRIO	-0.433833333333333
PLXNA4A	-0.11725
C5orf33	-0.51125
DEPDC1B	-0.6475
ZNF473	-0.438333333333333
MTM1	0.216875
GPR107	0.3145
CSNK1A1L	0.303
FLJ14154	0.00375
NLRC4	2.88
ENPP4	1.41116666666667
PADI3	-0.3345
RNF170	-0.101375
CG018	1.577
C16orf7	0.07
KCNE1	0.71025
NRM	0.166
SLC37A3	-1.13464285714286
TPD52L2	-1.38316666666667
UNC5B	-0.019
C12orf12	0.6325
SDHB	-1.13975
CLRN1	0.311375
NUDT10	-1.28816666666667
UGT3A1	0.763714285714286
FBXW8	-0.0605
RHOF	-0.06875
PTPLAD1	-0.073
MYO3B	-0.1995
DERA	-1.55125
TPP2	-1.44075
C19orf53	0.362833333333333
GINS3	-1.278875
ST6GALNAC5	2.0115
CHSY1	1.505
MGC15705	0.5595
GPR83	0.5242
EXT2	-0.557
DOLK	0.30125
TUBAL3	1.20325
ACVRL1	2.0843
ABL2	-0.176416666666667
C14orf156	-0.312166666666667
PTPRZ1	-1.20675
DIP2C	0.8855
LAMP1	0.402
RXRA	0.6046
MAP3K5	0.60675
ALKBH1	-0.222
PDLIM7	0.018625
ARL14	-1.524
SNIP1	-0.866166666666667
TIMP3	1.1675
RGS3	0.159
SPAG16	0.4299
ABHD4	-0.29875
ARHGEF12	0.997
GLUD2	-0.8615
RAC2	-0.2797
UAP1L1	0.1185
SLC18A3	-0.8165
YOD1	-1.37783333333333
RALY	-0.504
HMOX2	0.5965
DGKH	-0.0615
DBNDD2	2.0805
YIPF4	-0.134
THAP10	-0.683
ZNF513	0.94525
HAGHL	0.7975
ITGB4	1.69
CCDC141	-0.296
YTHDF3	0.837
C5orf28	0.0005
RPL7L1	-0.77875
TMEM30B	1.24435714285714
ANKRD35	0.994
DUOXA2	-0.00675000000000003
TBC1D5	0.052375
DFNB59	-0.106
HRH4	0.1385
MYO6	1.6984
DNAJA4	1.825875
RBM24	4.36225
CEACAM20	-0.573
RBM23	-0.314142857142857
NGFB	0.112
C1orf63	-0.6327
KRTAP7-1	0.0725
PERLD1	2.05475
NPB	0.844
C17orf59	0.0059
HSPBAP1	-0.75625
SLC15A4	-0.963375
PRTFDC1	-1.71825
OSMR	0.356214285714286
CYSLTR2	0.106
C19orf25	0.787
KIAA1797	-0.191
NLRP6	-0.22
FAM105B	-0.2841
SCRN2	-0.1845
LRRC58	0.4497
RNF17	0.206875
NEIL3	-1.0765
FAM137A	-0.0655
SKP2	-2.4415
PARVA	0.901166666666667
PKLR	-0.906
RNF34	-0.2805
A3GALT2	0.36125
C12orf50	-0.0826666666666667
SUNC1	-1.31
FAM102B	0.6925
CCT2	-1.21875
LRRC37A2	-0.6065
ARF4	0.2265
SIKE	-0.554125
C8orf48	-0.619
MBTPS1	-0.298571428571429
GPSN2	0.5
NCF2	2.1555
SLC12A6	0.003
MRPL48	-0.699
HMGN3	-1.15433333333333
LRRC62	-1.01175
PAX9	-1.1065
FAM55A	-1.3905
C20orf42	-2.42016666666667
SCML2	-1.407
BCL9	-0.46025
FAM40A	-0.43275
C9orf41	-1.10216666666667
ZNF774	0.8875
LETM1	-0.93
PLXNB1	0.166333333333333
NIPSNAP1	-0.469375
USP10	-0.883
F9	0.34
LIPE	3.35475
CNGB3	-0.0765
C12orf52	0.2295
PI4K2A	0.172125
MED8	-0.63
STAT4	1.7232
FGD4	0.924666666666667
RNF145	-2.23083333333333
WDR32	-0.0491
CLDN2	0.124833333333333
TCEAL8	-1.45525
ZMYND8	0.7467
PDXK	-1.341125
GATAD2A	0.02675
PTGES3	-0.8265
CCM2	-0.0285
TAP1	0.794625
ZNF670	-0.35325
ETS2	0.227857142857143
C6orf166	-0.281333333333333
PRMT2	-0.524785714285714
OR4B1	-0.2595
INTS8	-0.026
CCDC102A	-1.02075
CCDC83	-1.6742
ITGA1	-0.2702
EPHA5	-0.724777777777778
FAM24B	-0.787833333333333
TSGA10	1.33225
HAL	-2.138
MYOT	0.91725
SPACA3	0.41
BCL2L2	-0.204333333333333
CUGBP2	-0.597
CCNB3	1.2965
RNF113B	-0.92575
MERTK	-0.81575
BAG1	-0.02725
VPS36	-0.35325
ORMDL3	0.5982
C1orf190	0.2475
ZNF625	-0.383
CORO2B	-0.97325
ALOX15	-0.9485
CST1	0.9345
NUPR1	1.714
CCL7	0.10875
SMCR5	-1.6765
DSC2	0.5335
RBMS2	0.3445
GRIK4	0.436
TRIM65	0.0316
TMPRSS6	-0.162357142857143
TP53INP2	-0.91625
GLB1L	0.905833333333333
LOC388284	-0.180166666666667
PUS1	-0.696285714285714
BCL9L	0.1385
OLFM1	-0.155333333333333
RET	-1.90375
MASTL	-2.21833333333333
ALX3	-0.10775
IL1RL1	0.164
ZNF765	-1.1376
C14orf138	-1.03375
SNX10	0.148
TAC4	0.25
C1orf64	-0.50225
POGK	0.170125
MAPK9	-0.86525
ZNF366	2.426
C8orf79	1.2474
CLDN7	-0.69675
OR5AT1	0.49
TRIM37	-2.248
LRRC25	2.1975
GRHL2	3.097
TEKT3	0.0255
LASS5	-0.737666666666667
ABCC4	-1.92833333333333
DLG3	0.484875
VGLL1	0.447625
ZFP36L2	2.00883333333333
MFRP	0.00166666666666668
KIAA1799	-0.0405
FLJ44379	0.139
PCNX	0.12275
ANXA9	-0.67
CYP4V2	1.1961
PIK3C2A	-0.22675
SRR	0.1875
NOL3	-1.54675
IFITM2	1.1475
ARNTL2	-1.62125
ZNF595	0.386
NLRP13	0.621
ASPH	1.01675
CPA2	-0.378
PVRIG	0.0623333333333333
LEPR	-0.0608333333333333
C16orf42	-0.221666666666667
SH3BGRL	3.16225
FAM77D	-0.3235
FNDC7	0.1315
C9orf6	-0.363666666666667
NOTCH2NL	0.2185
PGBD1	-1.268
SYNGR2	0.00316666666666666
PITPNA	-1.384
PRPF4B	-0.9516
SLC43A3	-2.10271428571429
NRBP1	-0.286
SLC25A22	0.3845
ILK	-0.329375
SLC22A8	1.06516666666667
MRPS7	-0.483875
PITX2	-3.07825
FABP3	0.346875
OR1L1	-0.1935
LOC728215	-0.632125
BLID	-1.1665
KIAA1217	2.29294117647059
TFPT	-0.16825
AP4B1	-1.04875
VBP1	-2.08525
OR1K1	0.5425
MORC3	0.198
BHMT2	-0.361833333333333
C3orf10	-0.024375
FZD7	0.7775
WFDC10A	0.954
PMS2CL	-0.72925
CCDC32	0.310666666666667
FA2H	0.432
ALG13	0.03
TTLL7	-0.9579
SPOCK3	0.075
SLC13A2	0.6245
AIM1	1.26675
GPRC6A	-0.0375
EGR2	4.39375
MED11	-0.44825
WWC1	2.59725
SH3GL3	-2.7755
RIF1	0.406928571428571
PRLH	-0.34
VLDLR	-2.2655
DBT	-0.2155625
C21orf63	0.75475
CGGBP1	0.236
KRTAP12-2	-0.0545
TADA3L	0.2885
ZBTB16	3.469
PDGFB	1.3955
RFX1	0.234375
UQCRB	0.9058
LOC133874	1.7985
HPS3	-1.186
LGALS3BP	0.3922
DKFZP564O0823	1.80942857142857
MRFAP1L1	0.298
HOXA10	-1.32416666666667
NGB	-0.2945
KIF21A	1.18838461538462
IFLTD1	0.096
LZTS1	-0.5895
ARHGEF3	2.365
RHBDL3	-1.5275
CSNK1G2	0.213833333333333
ChGn	-1.00075
KIAA1244	1.07333333333333
GABRB2	0.1405
MGC72080	-1.7255
CD27	4.0835
EGLN1	-2.1134
PEX13	-0.02225
RWDD3	0.359
RNF12	-0.2795
GRIN2B	1.084
ADAMTS14	-0.802
DYDC2	-0.8015
ATP6AP1	0.5302
NR1H2	0.2145
PDK2	0.744
C3orf17	-0.611833333333333
SLC38A2	-0.0788571428571429
SLC25A29	-0.0548333333333333
C15orf29	0.470625
ADAM9	-2.31841666666667
TMUB2	0.28875
GPR176	-0.93725
AGK	-0.11275
MCCD1	0.6755
NDUFA4	-1.07575
TMEM146	0.05825
DUSP1	1.607
UNQ6975	0.169
EMX2OS	1.95425
INSM2	0.4545
LUZP4	-0.274
SETD6	0.421
P2RY2	1.77425
SLC45A2	-0.779
RABGAP1	0.929166666666667
UBXD5	0.90325
GPRC5A	0.9128
