Hybridization REF	TCGA-AO-A03O-01A-11R-A00Z-07
TMEM46	-2.39083333333333
SF3B4	0.350666666666667
MAP7D3	-1.77025
STELLAR	-0.119
SEMA5A	-2.3221
H2BFS	-0.08225
LRRC28	-0.290166666666667
MORN2	1.1145
XYLB	0.2925
WDR21C	0.341
HIATL1	-0.812875
ADAMTS10	0.362833333333333
WDR55	1.01
MFSD5	0.768
OR4N2	0.757
DUSP16	1.24661111111111
NLGN4Y	-2.73555555555556
INHBC	0.33125
NUMA1	0.4495
DEFB123	-0.13175
GIPC1	0.03475
MGC27348	-0.1955
FLJ33590	0.5835
FZD1	0.065
MKL1	0.7875
SAA2	1.78925
C1orf94	-1.741
C7orf28B	-0.117
TMEM185A	0.7412
ZZZ3	-0.15
C16orf5	-0.556
GALNAC4S-6ST	0.224
C1orf186	-0.10675
IGFBP4	0.251
NDUFA10	0.863333333333333
CLIC2	-0.026
RNF13	0.942
GPR103	-1.46733333333333
CD69	-1.63175
MYOZ1	0.559
IFNB1	1.363
CLNS1A	-1.525
CXorf45	-1.67625
ZXDB	0.5295
FUNDC2	0.34625
GPA33	-0.908375
C9orf70	-1.0835
SLC2A9	0.0235
LOC126520	0.3155
MAGEB1	-0.89875
LCE2A	-0.022
C18orf34	1.5625
FMNL2	-2.04375
KRT85	0.76725
CRYGA	0.1055
GEM	-0.83025
THAP6	1.8399
ALKBH3	-0.188333333333333
TM6SF2	-0.3435
C20orf82	1.657
RANBP2	-0.0765
LIG3	1.0891
RETSAT	1.072
OR8S1	0.745
CAST	-0.68125
TGFBI	-1.5628
C15orf37	-0.240125
PGM3	0.061
SLC4A11	-0.470875
FAM123C	0.0361666666666667
TAOK1	1.7525
CISH	1.841125
OGDHL	-3.553
SPINT2	3.48916666666667
ZNF33A	0.4215
CLDN18	0.0266666666666667
RNF128	-2.58375
CCDC71	-0.985
RASSF6	-0.5065
HSPG2	0.1455
ATP6V0E1	1.577125
ABHD6	-0.55275
CD274	2.19
GCNT1	0.572
NT5C1A	0.3935
TM4SF5	-3.97175
C21orf58	-1.285
SUCLA2	-0.8215
RFTN2	1.5985
SCNM1	0.368375
SLC9A10	0.231
FUNDC1	0.36175
SLC35F4	-2.3905
AMD1	0.039
COL6A6	0.30225
OR4K2	0.2625
TRIB2	-1.67175
LOC91461	-2.0795
GHSR	0.665
ATP8B1	1.6035
C1orf78	2.32216666666667
RNF183	3.00216666666667
STX4	0.5357
TPPP2	-0.598375
MYBPHL	-2.201
TXNDC6	0.2042
C9orf47	0.4585
FAM137B	-0.2215
FANCB	-1.551
C11orf9	-1.5755
DPY19L1	-1.20175
VDAC2	-0.158333333333333
VHL	-0.7455
LMBR1	-0.1405
C8orf44	-0.04875
ZPBP	0.65375
FGF23	-1.077
C21orf67	0.934
PCNT	0.16
BCKDHB	-0.32
GALNTL5	-0.01475
BET1	-1.242625
ARL13A	-0.9305
HDAC6	-0.56175
N4BP3	0.706833333333333
OTOP1	0.287333333333333
TTC30A	1.875625
CRISP1	0.671
KRT32	0.839
VSTM1	0.184
ZNF622	0.77025
POLR3B	0.0382
DNAJC10	-0.220375
C12orf54	-0.0045
ADIPOQ	1.9565
RIT2	-0.4445
CD44	-1.4018
ABCA3	1.499375
RPS17	-1.26475
FEZF1	0.235
PCDHB15	-1.7995
KCNMA1	-0.0370454545454545
CCDC116	-2.4165
C15orf27	-1.841
NARG2	-0.0681875
ITGA5	-1.64825
MEFV	1.433
TUT1	-0.621625
LOC541473	-0.228
NMBR	-0.257
GLT1D1	-2.1865
ABCB7	-1.18925
PFKP	-0.961272727272727
C9orf91	0.5698
LRRC41	0.665666666666667
C1orf85	0.852833333333333
ATP5F1	-0.317625
STOX1	-0.19175
GFOD2	0.52675
SLC25A3	-0.73925
ZNF646	0.4126
ZAR1	-0.645
OSTbeta	-0.957
GALNT3	2.00375
IFT122	1.49383333333333
LDB3	0.00788888888888887
GARNL1	0.341857142857143
HOMEZ	0.978333333333333
LRRC6	3.01975
ANGPTL5	-2.215
UBAC1	-1.251
DLEU7	-0.7635
RPL19	0.091875
TOP1MT	1.26966666666667
LOC643641	0.1135
MBD3L2	0.6615
NTSR1	0.4305
WISP2	-1.40225
GPSM2	-0.622625
RDH10	1.6192
PRKCG	0.776
HIST1H4J	2.9275
MON1B	0.199
MLF1IP	0.422166666666667
ZNF446	1.0055
COL4A5	0.1653
SLC26A1	0.397642857142857
RGN	-3.148625
CCNB1	-1.46275
C9orf165	0.3105
CCDC28B	-0.76475
CCDC97	0.3735
FGR	2.22925
MSRB3	-1.0272
EPN2	0.01375
COX15	0.1065
KCNK6	1.9154
XK	-4.12525
GDA	-4.945125
HEPH	-1.731875
THRAP3	0.978375
MET	-2.37721428571429
PHYHIP	-1.01475
LYAR	-1.23983333333333
ING3	-1.26175
AK7	-1.54475
CCT8L2	-0.041625
COPS7A	0.0308333333333333
WSCD1	-2.07425
RNF185	1.350375
TNS3	-0.18925
KNDC1	-0.942833333333333
RWDD4A	0.659333333333333
MED13L	0.804
ZFYVE1	1.61125
C7orf44	-1.05416666666667
MRPL1	-0.328
STGC3	-1.67275
TEAD1	-0.5055
RPL7A	-0.615714285714286
ARL6IP1	1.5217
C1orf178	-0.313
CTAGE5	0.455916666666667
TMEM184A	0.214166666666667
SLC25A14	0.013
CACNG5	0.571
ATXN10	0.764
ECH1	1.4072
CCL22	0.27025
CYP2F1	-1.76333333333333
GADL1	0.477
TMEM19	0.0874
RUNX3	0.954
EFNB1	-0.775
LIPN	0.122
ACSM3	-5.1955
SIGLEC8	2.17266666666667
ASCC3L1	0.3395
NOL8	-0.28275
RELT	-1.04283333333333
Magmas	-0.06525
PPP1R15B	0.1865
C11orf2	0.00475
VKORC1	-0.767666666666667
MGC26647	0.0526666666666667
TRPM6	-0.200166666666667
UGT2B7	-5.60883333333333
FEV	0.2425
FOXK2	0.7914
PDCD5	0.210166666666667
SLC8A1	2.288
DGUOK	-0.71
CLDN16	0.5615
GAGE1	-1.2045
RBM17	0.4249
C1QTNF3	0.631125
VGLL3	-0.457
UNQ5830	-0.3685
CD1A	-3.27333333333333
SCGB1C1	0.223
SUPT4H1	0.136875
TRAF5	0.23925
ASAHL	0.450875
FAM73A	1.22183333333333
OR6B1	0.924
WHSC1	-1.78715
GFPT2	-0.726
LOC339809	0.82825
STARD5	0.6455
SIP1	-1.036
DNAJC15	-0.037
STAU2	1.3295625
FAM98A	-0.084125
RAD23B	-0.04625
LRRC33	-0.752
CHRAC1	0.0135
C21orf89	0.04975
C19orf43	0.196166666666667
KLK8	-3.82983333333333
CCNE1	-0.428875
PKDREJ	-0.174
SSU72	0.065
C17orf73	0.7915
GPR78	1.549
WHSC1L1	-0.23
GSTA2	-1.3725
SMUG1	-0.680166666666667
UFM1	0.5036
AP3M2	1.16175
USP14	-1.042625
FBXL14	-0.289166666666667
DSTN	0.7185
SFRS14	-0.69175
FBXO31	-0.227666666666667
C12orf40	-0.79775
FRS2	3.87875
NR2E3	0.08675
TUBB2C	-0.5375
GMPR	0.0968333333333333
C9orf139	0.339
ING5	-0.181214285714286
LOC730092	-0.189333333333333
ORM1	-4.27725
RP11-11C5.2	-1.351
HSPD1	0.3054
PIWIL3	-0.04325
C5orf13	-0.0068
OR5R1	-0.658
LCOR	0.914125
PLEKHA9	0.309
CCDC43	-0.361
ZNF232	-0.515
SLC6A7	0.6245
ADH5	-0.250833333333333
SHBG	-0.3465
CROCCL2	0.1055
PANX3	0.1115
CDIPT	0.543
SLC16A5	-2.0175
TUBB	-0.4655625
TOR3A	0.6962
PREP	1.53883333333333
ENTPD8	0.214642857142857
CHMP1B	0.9135
SYT12	-1.3496
MYH6	-1.5317
MAP3K13	0.6376
KLHL30	0.1815
LCMT1	0.997
EIF1AX	0.820583333333333
FOXD4L1	0.91
SLC24A5	-0.629
RNF166	-0.501
TJAP1	-0.17225
TMEM156	-0.702166666666667
ZNF239	3.1485
SNX19	0.5079
GKN1	0.68825
FCN1	2.8723
C1QL1	-1.5075
ATP11C	-0.070375
ZNF35	1.1115
CARD8	0.35875
LIMD1	0.08
KIAA0286	0.3155
XRN2	-0.624166666666667
CD6	0.512333333333333
TOX3	2.47775
ZSCAN4	-1.28333333333333
RSRC1	-0.484625
COG1	0.31575
PTRF	-0.7409
C16orf35	-0.146125
FBXO24	-0.47775
CHST11	-1.024
THRB	0.8896
MYBPC1	0.5685
RNF39	-0.210166666666667
PSMD11	-0.46725
ALAD	0.245
EN1	-0.017
SLC9A9	0.48
GSTM4	-0.8399
CDC42BPA	0.499947368421053
RCSD1	-0.6385
LUC7L2	-0.4823
SPTBN1	-0.6566
LOC146167	0.5215
BAT5	0.3835
ZNF452	-2.90785714285714
LSM4	-0.48675
SRP72	0.2201
SGK269	-0.403333333333333
MTX1	0.60325
CENTA1	-0.68025
UNQ9433	-0.407
ATR	-0.2125
DDX49	0.309833333333333
PAQR8	-1.53216666666667
C14orf174	1.16475
GBGT1	-0.1935
THAP1	0.86525
OR10K1	1.084
RASIP1	-1.66466666666667
DPYD	-1.1236
DOHH	0.3065
C18orf45	1.2785
POF1B	-2.086125
ZNF552	3.31675
USP32	-1.39175
MED27	-0.777666666666667
C14orf149	-0.821833333333333
PRDX4	-1.08133333333333
ABHD12	-0.5239
AGT	-3.86775
SLC22A14	-0.3215
C1orf58	0.28025
PILRA	-0.41625
ABCF2	-0.539875
C17orf85	-0.3767
TKTL1	-1.283
FGF1	0.8335
IL6R	0.325666666666667
VPS25	0.15525
CHRNB2	0.91125
COL7A1	-2.7674
LRRC48	2.513
SPG20	-1.20425
COX10	0.16975
GCA	1.29325
ECEL1	0.773833333333333
GLG1	-0.807666666666667
SRD5A2L2	-0.017
MUTYH	-0.677125
ZNF70	0.56725
L2HGDH	-0.32175
GPATCH2	0.553
ZNF655	-0.801875
ZNF227	-0.817833333333333
MCOLN2	0.7725
NQO2	-0.736
KCNQ5	-0.0785
NEU1	0.602333333333333
QRICH1	-0.09775
ZBTB20	-0.745333333333333
RPUSD3	-0.1585
EPGN	-1.2154
TSN	0.0394166666666667
SPRY2	-4.03116666666667
LZTFL1	0.189375
GMFB	0.013375
PBEF1	-1.7717
HBG2	-2.80566666666667
TMEM8	-0.1345
PALM2-AKAP2	-0.986
NFYA	0.39025
FAM108A1	0.4715
PBLD	1.205875
NRG4	-2.81575
PIGF	-1.2685
PTGER1	1.15825
NOS2A	-0.752333333333333
C21orf34	-1.58083333333333
C21orf51	0.276833333333333
IL17C	-0.1675
TRMT6	-0.6045
ETV2	0.835833333333333
CCDC109A	-0.9155
MYLK2	-1.768
ATP10A	0.9447
DPH4	-0.8625
C5orf5	0.0431666666666667
KCNA4	0.675166666666667
NMNAT2	-1.6385
GLYATL2	-0.7875
LSMD1	1.168
IL23R	-1.7245
NRF1	-0.07575
MUC15	3.802
PRDM12	-3.1845
PAQR4	1.31214285714286
RBBP6	-0.858125
IFI27	5.1925
SKAP2	-1.01766666666667
TAGAP	2.275625
TJP3	2.796
C9orf61	-1.6835
IDS	-0.247142857142857
PARG	0.67825
LOC131149	-0.2505
DYRK4	-0.427
MICALL1	0.551
GALR2	0.0315
GPBP1L1	0.04125
TBX21	4.54675
KCNJ6	-0.702333333333333
GGN	2.037
CASP5	0.369
RNF182	-5.4745
BRD4	0.096
DOK4	-0.493625
SLC46A2	0.30075
SOX9	2.27766666666667
ZNRD1	-0.5435
PRR6	-0.737
FAU	-0.495375
DTNB	1.66016666666667
CARD9	0.07725
STS-1	-1.15483333333333
SLC4A5	0.383875
NSBP1	-0.49925
UGCGL2	-1.42725
POTE15	1.348
NOXA1	-0.371
RP13-347D8.3	1.535
SAMD10	-0.029
EP400NL	-2.093
TCF21	-0.2965
AMELX	-0.32225
JPH2	-0.0178
SLA	2.344875
DLST	-0.938166666666667
SEPT12	1.90433333333333
RGS20	-4.1325
LXN	0.0305
ZNF419	-1.37225
UPK3B	-0.218666666666667
RELL1	0.792
ESPNL	-0.654
KLHL21	0.14875
PI15	0.3375
C2orf61	-0.1755
LOC407835	-0.00216666666666667
RER1	0.137
ELAVL2	0.748
MGC26718	-2.91725
KLF2	1.335
TNFAIP8L3	1.24183333333333
TFE3	0.42
C11orf17	-0.444375
15E1.2	-1.40625
SNRPC	-0.74525
DLGAP1	-1.287
PGLYRP1	0.177375
OVCH2	0.378
IRF7	2.3464
SET	0.909
NAB2	1.3695
LRP5L	0.72825
FAM120A	0.6441875
ASCL2	0.882
SHH	0.1655
ATP5H	-0.167
THPO	0.363333333333333
TYRP1	-4.09133333333333
HIST1H3E	0.177333333333333
EIF2S1	-0.422888888888889
TNFRSF17	-0.664833333333333
TARSL2	0.24575
NKX2-8	0.7945
C1orf115	2.771625
LOC56964	0.436
KIAA0841	-0.129
ISCU	-0.205
TTMA	0.0505
ZNF414	0.6575
LOC441150	0.11975
RAB15	0.464
HBP1	0.4535
TNNT2	-1.66133333333333
CECR5	0.44625
PHGDH	-1.18675
JRK	0.4506
XPO4	-1.56725
FAM131C	0.6535
ARHGAP25	1.7065
CA9	-3.12922222222222
GPR62	0.461666666666667
TLX1	0.175833333333333
GPS1	0.0895
OR2M2	0.1785
BDP1	0.00271428571428571
FAM70B	0.29625
RPS29	0.248916666666667
MKLN1	-0.2922
TSPAN19	-2.49575
SLC29A3	1.6809
LGALS4	0.00333333333333333
USH2A	-0.146666666666667
NF1	-0.133833333333333
APOBEC3A	4.78983333333333
IMPAD1	0.174333333333333
OLR1	2.04166666666667
NRAP	0.2155
HCFC1R1	0.5195
TAOK2	0.2935
MCM10	-1.19566666666667
MAP4K3	0.179083333333333
CBS	-0.61
CLK3	-0.537
PCDHGA5	-0.033
ELF4	0.175375
FAM71A	-0.11
C11orf49	0.353
CLIP2	-1.125
BTBD9	0.867
ZNF524	1.5585
KDELR1	0.687666666666667
ZNF509	0.4025
NCSTN	0.816
ZNF533	0.283714285714286
PARP4	-1.82675
GALNT9	-0.236333333333333
NPY	-3.0245
BEGAIN	-2.63083333333333
TMEM77	0.385166666666667
FOXRED1	-1.3185
SLC16A2	1.02333333333333
SLC35B1	-0.15625
GK5	-0.170166666666667
SDCCAG10	-0.9195
C4orf20	0.8415
SLC9A2	0.3975
ADD1	0.537071428571429
TAL2	-1.69666666666667
ACLY	0.298125
DNAJC1	1.4995
SOST	-1.95225
USP43	1.41966666666667
CYP4F12	-0.94325
FKBP5	0.438875
CHCHD5	0.2116
NUDT22	-0.1365
CCDC85B	-0.135
OR51G2	0.615
STRN3	3.04242857142857
TMOD2	0.3465
FLI1	-0.2045
MAB21L2	-0.2035
DGKQ	0.4895
VPRBP	0.697333333333333
SCNN1B	-1.0774
ECHDC3	2.706
TMEM106C	-0.01225
CSNK2A2	-1.134
RPL39	0.00990000000000001
HERC3	-0.383777777777778
ZBTB47	0.415833333333333
ZNF681	0.3815
PAGE2	-2.39125
CLIC5	2.46435714285714
RABAC1	0.79125
ZFHX2	1.917
YPEL1	2.21433333333333
KIAA0776	0.42425
NR1D2	0.38275
DNAJC4	0.398125
NPNT	2.1466
ZNF677	0.118
ZNF536	-0.97925
MEF2B	-0.199666666666667
PTPN4	-0.0745
CTCFL	-5.6265
STX5	0.727833333333333
CD72	2.6365
VEGFA	-1.09263157894737
XRCC1	-0.4414
MAS1L	0.700333333333333
ELL	-0.139
SETBP1	-0.0535
CDH11	2.0295
NDC80	-1.61284615384615
DMBX1	-1.605
NRSN1	0.868166666666667
BAT2D1	0.1335
CDS2	0.380666666666667
C1orf212	-0.189333333333333
SENP3	0.282125
IL1F9	0.3575
EEF2K	0.24225
COG8	0.1795
CEP72	-2.24275
OR1L8	-1.4915
MUS81	-0.203666666666667
PHYH	0.832625
GGT6	1.94816666666667
C22orf23	-0.7215
C13orf33	1.68925
MAPK8IP2	-0.51575
NELL2	-1.189
POU3F2	-3.6622
ALPK1	0.627875
MRPS18C	-0.466
RPLP2	0.351625
FGF22	-0.923
SPNS1	0.455833333333333
ZFP1	-0.57875
IL1RAPL1	-1.216
PCSK9	-2.93516666666667
NKX2-1	0.111571428571429
C6orf189	2.133
SP4	0.6435
SLC11A1	1.2063
C21orf25	0.1915
ICAM2	-0.1325
SH3GL1	-0.416833333333333
GSK3B	-0.0276666666666667
RALB	0.710125
PDXP	-0.823666666666667
GNGT1	1.2215
KIR2DL1	0.776
TNFAIP3	0.196166666666667
C6orf32	1.2701
CBLN2	-0.3885
PANK3	1.547875
TAAR9	-0.344
WDR82	0.436428571428571
APOM	-4.001625
TRIP10	-0.21925
SPATA16	0.260666666666667
C1orf135	-0.85625
USP51	0.96875
TESK1	1.487
C11orf64	0.222
ZNF611	1.52
PDE6G	1.50866666666667
HLA-DQA1	1.818625
GCLC	-0.617875
SEC61A1	0.387714285714286
TWSG1	-0.645
ZMYND10	2.942
CTDP1	0.58675
ADAMTS6	-1.1105
SLIT1	-1.30575
KRT86	0.293
KIAA0574	1.4865
GTPBP2	-0.6313
PQLC3	0.37025
PRRX2	-0.084
C15orf44	0.126166666666667
MKKS	-0.869375
C11orf10	-0.59375
GPR110	-0.387375
CD109	-0.878
ADCY1	-0.162833333333333
RHBG	-3.09775
TP53I3	-0.898375
SLC22A3	-2.2152
UCP2	0.29
FOXG1	-2.51283333333333
OR2AG1	0.402
TRIM24	-1.64075
PROC	-3.543125
TAAR6	1.282
AMTN	-1.932
C10orf47	0.541
DEPDC1	-1.16
FLJ45557	1.218
ZDHHC17	-0.4999375
KIAA1429	1.41716666666667
KCNH1	0.58625
VNN3	0.978125
PSMAL	1.033
PPARD	0.643125
HFM1	-2.12925
YBX1	-1.74816666666667
ZNF695	-1.27525
SCTR	-0.129333333333333
DCDC1	-0.205
VPS26B	-0.2129
MTF2	-0.564833333333333
ATP6V1F	0.024
CCDC94	0.14325
PERF15	-0.047
CCL11	3.19525
LMO7	-0.583375
DCST1	0.5555
ADRBK1	-0.043375
CDRT4	-0.474625
ZNF84	-1.07125
HOXD8	3.6985
STARD8	-0.400833333333333
FOXP2	-1.107375
CCDC103	0.42425
POLR3A	0.1994
GSC	-0.0493333333333333
ZNF114	-3.16933333333333
HTR7P	-0.1955
LALBA	0.3955
RMND5A	0.106
PSCD2	1.06725
ZNF409	0.1435
KRTAP1-3	0.513333333333333
MAF1	1.018
LOC201725	-0.820166666666667
NRN1	-3.08075
SPAG5	-1.49066666666667
DNAH7	1.34966666666667
FLJ43860	-0.0535
BRCA2	-1.39225
ACADM	-0.38475
CXXC6	-2.06375
RAGE	-0.27725
CHMP2A	0.3835
FAM8A1	0.2545
GPR21	-0.0005
SLC12A3	-2.93183333333333
FVT1	0.124642857142857
ZDHHC7	-0.71125
FLJ44048	0.3395
SLC44A3	0.148333333333333
SDSL	-0.430333333333333
MMP8	-1.2865
PLA2G12B	-3.7155
ACY1	-0.12075
MT1E	-0.714
OR4K15	0.442
TECTB	-0.6845
GPR20	-0.467375
IRAK2	-0.794
RFPL3	0.01525
MYO9A	0.00025
NARG1L	-0.188583333333333
BLMH	-1.612
CCDC3	1.75583333333333
C9orf21	-1.58483333333333
KIAA0513	0.188166666666667
MIER2	-0.2065
PNMA2	-2.15581818181818
SH3BP2	0.7948
ANXA10	-2.15625
RTN2	1.15
TFB1M	-1.0765
PRPH2	1.69175
C14orf133	0.5865
GOLGB1	1.2625
IRX4	-1.250625
NFKBIL1	0.211166666666667
C10orf62	-0.1975
APBB3	0.2865
RPS10	0.1429
LOC728378	1.362
TLE3	1.50222222222222
PSMB7	0.178125
MESDC1	2.432
SLC6A1	0.0325
OCLN	0.32775
PTTG3	-1.12966666666667
NAGLU	-0.06875
SERTAD4	0.1145
SPRY1	-0.686
FLJ10781	-0.898583333333333
MYSM1	-0.918
TRIM4	-0.0829285714285714
SH3YL1	-0.315875
TREM2	3.86166666666667
SERPINI1	1.2615
HDHD3	0.50575
TMEM38A	0.148125
EID2B	0.15975
TDRD3	-0.8235
SEDLP	-1.4105
THSD7A	0.713166666666667
NDST3	-3.05575
KLHL15	-0.486583333333333
DHRS12	1.1675
FBXO9	0.326642857142857
TNPO1	-0.9275
MRPL13	1.239
SNX5	-2.0885
METTL6	-0.4385
SOD1	0.54825
CHML	-0.827
PACS1	0.5455
SIRT5	-0.6017
CAPN2	-0.5235
FXYD5	-1.24266666666667
TWISTNB	-0.888
LRFN1	1.31966666666667
UBE1L	2.53825
UBE1C	-0.2175
OR51B2	-0.09425
OR4D11	0.863
C15orf2	0.02
NR4A1	-0.2745
LOC339047	-1.93625
TRIM17	-0.104375
ATP5G3	0.102714285714286
RPL15	-0.408166666666667
ADAMTS8	-0.6245
HOXC4	1.0505
C14orf37	1.872
CEACAM5	-0.82575
MYT1L	0.0594
RASA2	0.3735
OSBPL7	-1.333
STAG1	-0.7205
GIMAP4	5.13116666666667
FUT3	2.01266666666667
PIF1	-2.1285
LPIN2	-0.1803
SH3PX3	0.66225
PDP2	-0.369
PAPD1	-0.036375
ERP27	-0.0865
APOOL	-0.0234
DIABLO	-0.1195
TRHR	0.3065
ARMC9	-0.497625
RNF152	3.58525
SLITRK3	-0.314333333333333
ZNF211	0.128
PFDN1	0.552625
RGS11	1.40925
HS6ST1	0.7744
AKR1D1	-1.897
TNP2	0.516666666666667
STK31	1.2835
EML4	-0.931916666666667
SGTA	-0.176333333333333
HIST1H2BI	0.0005
PSMD6	-2.06316666666667
KIAA1257	0.86175
C18orf55	-0.747333333333333
FLJ20273	3.07125
RPL28	-0.140833333333333
EPYC	1.58875
NOX3	0.3535
ELAC1	-1.85283333333333
METT11D1	-0.55475
BIN2	0.279
NACA2	-0.0505
CCDC17	-0.99225
HM13	-0.1999
UBOX5	-0.52625
UBE2O	-0.22125
UBL5	0.0725
APOLD1	1.0755
C9orf31	0.07
TNFSF8	0.3295
ARHGAP29	0.484875
PROKR2	0.7865
PDE5A	-0.7946
C6orf12	-0.523
TOM1L1	-0.627
WHDC1	-0.0015
FOXI1	0.0181666666666666
RAB4A	0.6772
TMEM39B	-0.99075
ATPBD1C	-0.79225
FARSA	-0.513666666666667
PLEKHG5	-0.1105
CMAS	-1.1745
OR7E24	-0.145
SLC30A1	0.18625
CDC42EP5	1.03433333333333
PLAC1	-0.39525
KLHL18	-0.263166666666667
LBA1	1.6697
TAZ	-0.32175
CRIP2	1.941375
BTBD11	-0.944666666666667
C16orf72	1.13375
DIO2	0.507
LRRCC1	1.37433333333333
CCDC136	-2.4125
PRX	0.750875
RBM5	-0.2
TMEM85	0.023625
TUBGCP4	-0.9195
APLN	1.375
CDK7	0.666666666666667
SSR2	0.938083333333333
CRELD1	-0.11475
C19orf46	3.3945
GAL3ST4	0.5465
KBTBD10	-0.00425
IL28A	3.7435
WDR27	-0.0495
MCM2	-0.238666666666667
SOX14	0.3115
FLJ39743	-0.2745
KIAA0922	0.528
HIPK4	0.8415
FLJ25758	-0.3505
C16orf57	-0.627416666666667
PDZD2	0.205125
MCC	1.7885
HHLA3	-0.5769
ID2	0.06625
C20orf23	1.11533333333333
ZNF688	0.59075
APOC2	-1.78383333333333
LOC440093	-0.21125
FAM50B	0.686666666666667
PWP1	-0.8055
DNAH10	1.689
HIST1H2BA	0.3255
GPR56	2.15666666666667
METAP2	-0.78225
PAN3	-0.543833333333333
STXBP4	-0.6605
PDHX	-0.0435
MTA1	0.21075
ZBED4	-0.01325
ZNF720	-0.25525
CDK2	-0.89575
RHOJ	-0.2195
CDC37	-0.169166666666667
ZER1	1.02075
GRK4	-0.008
PRPH	-0.17175
POLR2A	0.10725
OGFOD1	0.81225
NOL5A	-1.16975
PHEX	0.8295
FLJ16478	0.26625
C20orf117	-0.726
CAMTA2	0.352
C11orf74	-0.327666666666667
DDX17	-0.203083333333333
C5orf27	0.130625
PLEKHA2	-1.0335
PDE4DIP	-1.6024
SCN7A	-0.2535
ZNF559	-0.161166666666667
CXCL10	4.1015
ZMYM4	0.170166666666667
STK32B	-1.17653333333333
KIAA0888	-1.924
TACR3	-0.5315
CKAP2L	-0.21
KIF1A	-0.917333333333333
RSPRY1	1.33725
VCAN	0.0435
CYP27C1	-0.546
SYDE1	-1.76333333333333
MED12L	-0.8255
ZDHHC21	0.16925
NHS	-1.535
TM9SF3	0.865166666666667
DDHD1	0.085625
MAFG	-1.07333333333333
BICD2	-0.521
C14orf119	0.156666666666667
C14orf43	0.765
CDH7	-1.93775
ALKBH5	0.331142857142857
JUP	1.311
TMEM41A	0.3425
MAMDC4	-1.5515
CBX3	0.040125
LRRC18	0.49125
RBMXL2	-0.54175
PLA2G4D	0.6605
FGF13	-0.317875
KIF3A	1.2125
PDIA6	-0.51025
DCXR	1.168
CASKIN2	0.625583333333333
EHD1	0.660166666666667
MARCKSL1	1.68666666666667
ZNF496	0.4775
SCAF1	0.376666666666667
KCTD8	-0.6895
TRAF3IP3	0.871285714285714
LSR	1.53625
CXorf1	0.569666666666667
C14orf112	1.0485
EIF2B1	0.0855
OMP	0.0405
GSTZ1	0.3215
LOC92017	0.84525
ISLR2	0.539
C12orf36	0.609
GATA2	-0.991333333333333
GABRA5	-2.0785
CELSR2	-0.000928571428571429
STAM2	0.4467
TNAP	-0.589
PTPMT1	-1.88816666666667
GRP	5.68
SV2A	0.938666666666667
MAGEA12	-4.3225
CACNG1	0.977
C18orf19	-0.5705
GSG1	-0.2835
PTPRJ	-0.565
FRMPD1	0.76
ZNF668	0.62275
PLEKHJ1	-0.160125
ADAT1	-0.6352
TMEM50A	0.7135
UCN3	0.3555
HOOK1	1.74275
IL17B	-1.565
MLKL	-0.539
TTC14	-1.207
KLHL5	-0.22425
CRYL1	-1.41533333333333
FOXH1	0.1905
NFYB	-0.018875
PPM1G	-0.249
GOLGA2LY1	-1.33
NMT1	-0.545875
HADHA	-0.0858
CHSY-2	0.9685
PLEKHF1	1.17578571428571
SAGE1	-3.117
MUSTN1	0.259
SUHW4	0.48925
TFEB	1.485
ZFYVE27	0.0225
ATG12	-0.421666666666667
BMI1	0.652142857142857
ZIM3	-0.22725
MYH4	0.38725
MASP1	-1.24527272727273
KIAA0984	3.29675
RPAP2	-0.54825
ASB5	-0.35325
BOLA3	-0.946833333333333
MIA3	1.12783333333333
KRT35	0.2455
KIR3DL3	-0.288
MRPL51	-1.157
SEMA3F	1.58183333333333
NDUFB2	-0.0536666666666667
LOC253012	-1.2395
FAM46C	-0.2635
G6PC	-1.74775
CSAG3A	-4.29883333333333
PREX1	3.48
SLC25A45	0.34325
MAPKBP1	1.0692
CPE	-1.0993
GNB1	-0.149375
CXCR6	3.306
TRIM46	0.6015
C16orf3	0.568833333333333
HPSE	0.77775
TIGD3	0.674
SPG3A	0.32525
LCAT	-2.01566666666667
ST6GAL1	-0.440666666666667
POMC	-0.81625
FLJ36031	-0.7785
NSMAF	-2.909
SKIL	0.312
ADSS	0.215333333333333
HMGCS1	-1.0865
POLR3F	-0.243166666666667
RAB10	-0.065
ZNF277P	-1.674875
ZBTB7B	1.057
DHRS1	0.128875
ABCC13	1.056
CNOT3	0.1675
NFKBIA	0.87325
GAK	0.245666666666667
SFT2D2	1.11166666666667
HOXA6	-0.943
CRTC1	0.375375
LY6D	-1.28683333333333
C20orf72	-0.235
CPT1A	1.6565
LMO1	-2.0595
EIF3I	-0.32725
PRB4	0.124
MCM3APAS	-1.176
C20orf132	-1.1935
FOXF2	-3.739
S100A12	0.37975
MLH1	-0.467166666666667
ACTN1	0.4244
MRPL36	-0.413833333333333
C20orf106	-0.42025
FBXO6	2.0925
MKS1	-0.414166666666667
CX3CR1	-2.63075
PDE1B	0.706
PLP1	-3.68325
KISS1	0.2265
C14orf2	-0.107666666666667
TBC1D3P2	-1.207
COMMD6	0.5373
ANKRD7	-2.4935
PTCHD1	-1.92671428571429
NARS2	-1.0495
DOCK7	-0.93425
FAM127B	-0.139
LOC390243	0.0126666666666667
N6AMT2	-0.38125
