Hybridization REF	TCGA-BH-A0AY-01A-21R-A00Z-07
XPO4	-1.06675
FAM131C	0.6535
ARHGAP25	1.269
CA9	-3.35866666666667
GPR62	0.225833333333333
TLX1	0.181
GPS1	0.087
OR2M2	0.0515
BDP1	-0.166714285714286
FAM70B	0.56375
RPS29	-0.15425
MKLN1	-0.2953
TSPAN19	-2.8335
SLC29A3	0.9917
LGALS4	-0.343
USH2A	0.432166666666667
NF1	-0.468833333333333
APOBEC3A	1.15783333333333
IMPAD1	1.88316666666667
OLR1	2.81233333333333
NRAP	0.9895
HCFC1R1	0.712
TAOK2	0.614166666666667
MCM10	-1.56116666666667
MAP4K3	0.194166666666667
CBS	-2.7085
CLK3	-0.3904
PCDHGA5	0.49
ELF4	0.461125
FAM71A	0.1875
C11orf49	-0.1
CLIP2	-0.68425
BTBD9	0.7225
ZNF524	1.24225
KDELR1	0.219166666666667
ZNF509	-0.074
NCSTN	0.7395
ZNF533	0.212142857142857
PARP4	-0.964875
GALNT9	0.216333333333333
NPY	-2.2205
BEGAIN	-2.49316666666667
TMEM77	0.666166666666667
FOXRED1	-1.01233333333333
SLC16A2	1.187
SLC35B1	-0.64475
GK5	-0.0838333333333333
SDCCAG10	-0.6525
C4orf20	0.7515
SLC9A2	2.271
ADD1	0.663071428571429
TAL2	0.636333333333333
ACLY	-0.051375
DNAJC1	0.4895
SOST	-2.22325
USP43	0.906
CYP4F12	-1.24075
FKBP5	0.311125
CHCHD5	0.1041
NUDT22	0.35475
CCDC85B	0.0265
OR51G2	0.573
STRN3	0.372
TMOD2	0.09475
FLI1	1.12025
MAB21L2	0.288666666666667
DGKQ	0.04425
VPRBP	-0.5685
SCNN1B	-0.3962
ECHDC3	1.8458
TMEM106C	-0.097
CSNK2A2	-1.031
RPL39	-0.3605
HERC3	-0.1074
ZBTB47	0.265833333333333
ZNF681	-1.29575
PAGE2	-2.81775
CLIC5	2.9015
RABAC1	1.1525
ZFHX2	1.5115
YPEL1	0.957
KIAA0776	0.50775
NR1D2	0.2535
DNAJC4	0.292875
NPNT	3.5969
ZNF677	-0.355
ZNF536	0.174
MEF2B	0.40125
PTPN4	-0.623625
CTCFL	-4.24
STX5	0.308833333333333
CD72	1.87175
VEGFA	-1.02531578947368
XRCC1	-0.7953
MAS1L	0.528666666666667
ELL	1.0226
SETBP1	0.50525
CDH11	4.11483333333333
NDC80	-1.95376923076923
DMBX1	-2.239
NRSN1	0.129166666666667
BAT2D1	0.195875
CDS2	0.657
C1orf212	0.135833333333333
SENP3	-0.625375
IL1F9	0.2205
EEF2K	-0.258875
COG8	0.1735
CEP72	-2.13675
OR1L8	1.115
MUS81	-0.595916666666667
PHYH	0.574375
GGT6	1.35516666666667
C22orf23	-0.931416666666666
C13orf33	4.19025
MAPK8IP2	-0.69225
NELL2	-0.69675
POU3F2	-0.446
ALPK1	1.549625
MRPS18C	-0.28125
RPLP2	-0.371375
FGF22	-0.279
SPNS1	0.0281666666666667
ZFP1	-0.36425
IL1RAPL1	0.798
PCSK9	-3.0395
NKX2-1	0.108857142857143
C6orf189	2.72425
SP4	-0.3275
SLC11A1	0.9283
C21orf25	0.34
ICAM2	0.731125
SH3GL1	-0.699166666666667
GSK3B	-0.2035
RALB	0.73125
PDXP	-1.448
GNGT1	-2.20571428571429
KIR2DL1	0.76
TNFAIP3	0.959333333333333
C6orf32	0.2399
CBLN2	-1.0465
PANK3	0.919375
TAAR9	0.6185
WDR82	1.03128571428571
APOM	-3.804
TRIP10	-0.1635
SPATA16	-0.0844
C1orf135	-0.556
USP51	-0.7255
TESK1	0.81275
C11orf64	0.037625
ZNF611	-0.336
PDE6G	0.591833333333333
HLA-DQA1	2.093875
GCLC	0.18825
SEC61A1	0.0748571428571429
TWSG1	0.256
ZMYND10	2.30225
CTDP1	-0.046875
ADAMTS6	-0.241833333333333
SLIT1	-1.68125
KRT86	-0.224
KIAA0574	-1.4185
GTPBP2	-0.4131
PQLC3	1.44175
PRRX2	0.373166666666667
C15orf44	0.245833333333333
MKKS	-0.861875
C11orf10	-0.64025
GPR110	1.14625
CD109	-0.282583333333333
ADCY1	0.155166666666667
RHBG	-3.3405
TP53I3	0.410625
SLC22A3	-0.8207
UCP2	0.24075
FOXG1	-2.08333333333333
OR2AG1	0.285
TRIM24	-0.418
PROC	-2.930125
TAAR6	0.4145
AMTN	-0.7525
C10orf47	-0.489833333333333
DEPDC1	-1.73875
FLJ45557	0.79425
ZDHHC17	-0.3913125
KIAA1429	1.68916666666667
KCNH1	0.59875
VNN3	-0.141625
PSMAL	1.27075
PPARD	0.30425
HFM1	-1.73
YBX1	-0.503
ZNF695	-2.02775
SCTR	0.065
DCDC1	-0.703
VPS26B	0.4216
MTF2	-1.03166666666667
ATP6V1F	-0.2915
CCDC94	-0.845
PERF15	-0.026
CCL11	3.90475
LMO7	-0.837125
DCST1	1.066
ADRBK1	0.0626250000000001
CDRT4	-1.1475
ZNF84	-0.42775
HOXD8	3.7815
STARD8	0.231833333333333
FOXP2	-0.5105
CCDC103	0.88225
POLR3A	-0.4674
GSC	0.379
ZNF114	-0.305166666666667
HTR7P	0.5395
LALBA	0.219
RMND5A	0.5775
PSCD2	0.66975
ZNF409	0.064
KRTAP1-3	0.509333333333333
MAF1	0.26725
LOC201725	-0.904
NRN1	-1.17975
SPAG5	-2.82066666666667
DNAH7	0.496333333333333
FLJ43860	0.43
BRCA2	-0.873
ACADM	-0.515125
CXXC6	-2.49125
RAGE	-1.1795
CHMP2A	0.1135
FAM8A1	0.3883
GPR21	0.332
SLC12A3	-2.68583333333333
FVT1	0.605071428571429
ZDHHC7	-0.134625
FLJ44048	0.527
SLC44A3	1.12116666666667
SDSL	0.592833333333333
MMP8	0.182
PLA2G12B	-3.01716666666667
ACY1	-0.105
MT1E	-0.9125
OR4K15	0.558
TECTB	-0.572
GPR20	0.034
IRAK2	-0.1495
RFPL3	-0.78425
MYO9A	0.45575
NARG1L	-0.53075
BLMH	-0.6695
CCDC3	3.12016666666667
C9orf21	-0.193333333333333
KIAA0513	0.344666666666667
MIER2	-0.0905
PNMA2	-1.183
SH3BP2	0.88
ANXA10	-1.34025
RTN2	-0.132
TFB1M	-1.247
PRPH2	2.72375
C14orf133	0.63325
GOLGB1	0.813583333333333
IRX4	-1.469875
NFKBIL1	-0.0226666666666667
C10orf62	-0.20825
APBB3	-0.518
RPS10	-0.0504
LOC728378	0.70975
TLE3	0.980333333333333
PSMB7	-0.761625
MESDC1	0.2285
SLC6A1	1.167
OCLN	0.831666666666667
PTTG3	-2.16666666666667
NAGLU	0.018
SERTAD4	2.24875
SPRY1	2.4965
FLJ10781	-0.100333333333333
MYSM1	-0.9245
TRIM4	0.195714285714286
SH3YL1	1.26325
TREM2	4.05816666666667
SERPINI1	0.93675
HDHD3	0.97725
TMEM38A	-0.059875
EID2B	-0.967
TDRD3	-0.211333333333333
SEDLP	0.26125
THSD7A	2.1965
NDST3	-1.68925
KLHL15	-0.576333333333333
DHRS12	1.115
FBXO9	-0.726642857142857
TNPO1	-0.752083333333334
MRPL13	0.6655
SNX5	-2.29916666666667
METTL6	0.11425
SOD1	0.405625
CHML	-1.17483333333333
PACS1	0.547
SIRT5	-0.0713
CAPN2	0.575166666666667
FXYD5	-0.366666666666667
TWISTNB	0.10125
LRFN1	-0.227333333333333
UBE1L	1.22125
UBE1C	0.504
OR51B2	0.40225
OR4D11	0.013
C15orf2	0.0225
NR4A1	0.929833333333333
LOC339047	-2.59425
TRIM17	1.20975
ATP5G3	-0.473642857142857
RPL15	-0.534833333333333
ADAMTS8	-0.8355
HOXC4	0.2455
C14orf37	2.1395
CEACAM5	-1.86325
MYT1L	0.457333333333333
RASA2	-0.315125
OSBPL7	-0.3935
STAG1	0.073
GIMAP4	4.7335
FUT3	1.55566666666667
PIF1	-2.369625
LPIN2	-0.2318
SH3PX3	1.32575
PDP2	-1.0355
PAPD1	-0.40725
ERP27	4.1345
APOOL	-0.5141
DIABLO	0.00725
TRHR	-0.031125
ARMC9	0.5475
RNF152	3.24725
SLITRK3	-0.0303333333333333
ZNF211	-0.2732
PFDN1	0.245375
RGS11	-0.02825
HS6ST1	0.6101
AKR1D1	-1.88566666666667
TNP2	0.484166666666667
STK31	-0.696
EML4	-1.23591666666667
SGTA	-0.882
HIST1H2BI	-0.734166666666667
PSMD6	-1.27716666666667
KIAA1257	-0.256
C18orf55	-0.384833333333333
FLJ20273	2.733
RPL28	-0.587833333333333
EPYC	1.70575
NOX3	-0.1005
ELAC1	0.135833333333333
METT11D1	-0.7155
BIN2	0.1345
NACA2	0.24925
CCDC17	-0.60875
HM13	-0.3503
UBOX5	-0.557571428571429
UBE2O	-0.15425
UBL5	-0.34925
APOLD1	1.566
C9orf31	0.22875
TNFSF8	0.8935
ARHGAP29	0.909875
PROKR2	0.6485
PDE5A	0.216666666666667
C6orf12	-0.7885
TOM1L1	-0.6745
WHDC1	-0.243875
FOXI1	0.250166666666667
RAB4A	0.8912
TMEM39B	-0.50775
ATPBD1C	-1.0685
FARSA	-1.02083333333333
PLEKHG5	0.51625
CMAS	-0.937666666666667
OR7E24	-0.499
SLC30A1	-0.149
CDC42EP5	0.7665
PLAC1	-0.127
KLHL18	-0.10175
LBA1	0.7911
TAZ	-0.4325
CRIP2	1.817125
BTBD11	-0.9235
C16orf72	1.12175
DIO2	0.6711
LRRCC1	1.12066666666667
CCDC136	-1.9195
PRX	-0.30275
RBM5	-0.3026
TMEM85	-0.150875
TUBGCP4	-1.8895
APLN	1.228625
CDK7	-0.358
SSR2	1.08925
CRELD1	-0.78375
C19orf46	1.95
GAL3ST4	0.802
KBTBD10	0.38375
IL28A	0.241
WDR27	-0.431
MCM2	-1.334
SOX14	-0.3485
FLJ39743	0.3325
KIAA0922	-0.035375
HIPK4	0.1765
FLJ25758	0.1105
C16orf57	-0.623916666666667
PDZD2	1.46025
MCC	1.25775
HHLA3	-0.2163
ID2	0.19025
C20orf23	1.52
ZNF688	1.21125
APOC2	-1.3405
LOC440093	0.36425
FAM50B	2.10333333333333
PWP1	-0.352
DNAH10	-0.252
HIST1H2BA	0.2225
GPR56	1.01316666666667
METAP2	-0.511
PAN3	0.569666666666667
STXBP4	-0.393875
PDHX	0.569
MTA1	-0.0146666666666667
ZBED4	-0.16125
ZNF720	0.2745
CDK2	-1.249
RHOJ	1.594875
CDC37	-0.310333333333333
ZER1	0.39625
GRK4	0.937
PRPH	0.13425
POLR2A	0.059
OGFOD1	-0.7305
NOL5A	-1.504
PHEX	2.1565
FLJ16478	-0.43925
C20orf117	-1.128375
CAMTA2	-0.59
C11orf74	0.3705
DDX17	-0.0310833333333334
C5orf27	-0.01425
PLEKHA2	-0.948
PDE4DIP	0.07
SCN7A	1.13075
ZNF559	-0.375666666666667
CXCL10	4.0055
ZMYM4	0.174166666666667
STK32B	0.1196
KIAA0888	-0.3665
TACR3	0.653
CKAP2L	-1.58
KIF1A	-0.822833333333333
RSPRY1	0.67675
VCAN	2.59175
CYP27C1	0.486
SYDE1	-0.774833333333333
MED12L	-1.68666666666667
ZDHHC21	1.349875
NHS	0.401
TM9SF3	1.5805
DDHD1	-0.354125
MAFG	-0.523166666666667
BICD2	-0.0137
C14orf119	-0.661
C14orf43	0.0665714285714285
CDH7	-1.523
ALKBH5	-0.464357142857143
JUP	0.73475
TMEM41A	0.0455
MAMDC4	-0.468833333333333
CBX3	0.412125
LRRC18	0.2305
RBMXL2	0.0896666666666667
PLA2G4D	0.672166666666667
FGF13	-0.297
KIF3A	0.7255
PDIA6	-0.54925
DCXR	0.90225
CASKIN2	0.967166666666667
EHD1	1.06433333333333
MARCKSL1	1.225
ZNF496	-0.0453333333333333
SCAF1	-0.0693333333333333
KCTD8	-0.728
TRAF3IP3	0.763285714285714
LSR	0.8215
CXorf1	0.302333333333333
C14orf112	0.450166666666667
EIF2B1	-0.24425
OMP	0.5225
GSTZ1	0.341
LOC92017	1.42725
ISLR2	1.8505
C12orf36	0.641
GATA2	-0.0486666666666667
GABRA5	-1.4175
CELSR2	-0.558142857142857
STAM2	0.9459
TNAP	0.0565
PTPMT1	-0.670166666666667
GRP	4.89225
SV2A	-1.04216666666667
MAGEA12	-4.1545
CACNG1	1.3855
C18orf19	-0.76425
GSG1	-0.243
PTPRJ	0.132857142857143
FRMPD1	-0.1975
ZNF668	0.6845
PLEKHJ1	-1.114875
ADAT1	-1.1314
TMEM50A	0.7824
UCN3	0.5385
HOOK1	0.4835
IL17B	0.042
MLKL	-0.726666666666667
TTC14	-0.389166666666667
KLHL5	0.24475
CRYL1	0.412
FOXH1	0.0645
NFYB	0.241125
PPM1G	-0.43475
GOLGA2LY1	-0.91975
NMT1	-0.668125
HADHA	-0.0224
CHSY-2	3.05575
PLEKHF1	0.959571428571429
SAGE1	-2.464
MUSTN1	0.992
SUHW4	0.947
TFEB	1.27116666666667
ZFYVE27	-0.48125
ATG12	-0.00666666666666667
BMI1	0.122571428571429
ZIM3	-0.32
MYH4	0.0296666666666667
MASP1	-0.708
KIAA0984	1.79125
RPAP2	-0.5905
ASB5	1.33675
BOLA3	-1.03633333333333
MIA3	0.194166666666667
KRT35	0.52
KIR3DL3	-1.2955
MRPL51	-0.34325
SEMA3F	1.0725
NDUFB2	-0.0905
LOC253012	-1.118
FAM46C	-1.3743
G6PC	-2.287
CSAG3A	-4.5475
PREX1	2.197
SLC25A45	-0.22375
MAPKBP1	0.2336
CPE	0.6457
GNB1	0.054375
CXCR6	1.7625
TRIM46	0.1355
C16orf3	0.000333333333333324
HPSE	0.9975
TIGD3	-0.2575
SPG3A	1.8755
LCAT	-1.38
ST6GAL1	-1.22427777777778
POMC	0.75375
FLJ36031	-0.4325
NSMAF	-0.0491666666666667
SKIL	1.1525
ADSS	0.820833333333333
HMGCS1	-1.8233
POLR3F	-0.348333333333333
RAB10	0.44425
ZNF277P	-0.4455
ZBTB7B	1.10875
DHRS1	1.05125
ABCC13	1.87475
CNOT3	-0.025
NFKBIA	1.3505
GAK	0.283333333333333
SFT2D2	1.89566666666667
HOXA6	-0.4135
CRTC1	-0.01325
LY6D	-0.914333333333333
C20orf72	-1.00216666666667
CPT1A	0.29975
LMO1	-1.3755
EIF3I	-0.50125
PRB4	0.185
MCM3APAS	-2.2975
C20orf132	-1.1552
FOXF2	-2.1495
S100A12	-0.642
MLH1	-0.460833333333333
ACTN1	0.8085
MRPL36	-0.765
C20orf106	-1.2705
FBXO6	0.906
MKS1	-0.0291666666666667
CX3CR1	-2.470875
PDE1B	1.003
PLP1	-2.94675
KISS1	0.249833333333333
C14orf2	-0.860666666666667
TBC1D3P2	-1.92275
COMMD6	0.3055
ANKRD7	-1.293
PTCHD1	-1.8185
NARS2	-0.4675
DOCK7	-0.8005
FAM127B	-0.2175
LOC390243	-0.131166666666667
N6AMT2	0.62325
ZNF391	-0.826
DNAJB14	0.3695
WRB	0.021625
BPI	-0.0713333333333334
TTC4	-0.461833333333333
FAM10A5	-0.25975
GOT1L1	0.051875
MAGED1	0.562125
RESP18	0.479
WFDC6	0.7565
MT2A	-1.7075
C11orf56	-0.557
KIAA1432	0.578
ROR1	-0.551375
HSD17B14	1.29866666666667
ZFAND2B	0.059375
SAMD4B	0.211
HEXA	0.23875
HNRNPU	0.0582727272727273
USP39	-0.226875
NRD1	-0.3755
R3HDML	0.38325
FLT4	0.3295
OMG	-0.167833333333333
OR52N4	0.4525
LOC399818	-0.28475
ELA2	-1.65775
VENTXP1	-0.166
RFC5	-1.6005
OR52L1	0.6585
PAX5	1.0975
FBXO2	-1.1665
GMEB1	0.4025
AKT3	-0.439333333333333
CRB1	-1.39366666666667
CTTN	0.520666666666667
UTP15	-0.6195
HSBP1	-0.205333333333333
PHF11	1.44975
NDEL1	0.0281666666666667
USP8	0.052
BAIAP2	0.589
SI	0.263333333333333
ARSJ	-1.12633333333333
BAAT	-2.76825
KCNS3	1.68216666666667
LOC126147	-0.608833333333333
TMEM37	0.87875
C1orf162	3.278
MBD1	-0.3144
ITGAL	0.865833333333333
WDR73	-0.618
GKN2	0.145333333333333
ARFGAP1	-0.854375
SLC5A8	0.893666666666667
ZBTB40	0.1087
CYP4B1	2.68766666666667
LYPLAL1	0.01725
CHST3	-0.82675
MAP3K9	0.6925
BTAF1	-0.788
TFAP2E	0.4365
RBM35B	0.12925
LOC441251	-0.207666666666667
ANKRD25	0.230111111111111
UQCRC2	0.261
MAEA	0.467916666666667
HYAL1	-2.0137
RNPEPL1	0.333666666666667
CPSF2	-0.242125
PSD3	-0.6387
ABCA13	-0.653285714285714
AGR2	0.622
GBX1	-1.4885
HDLBP	0.5285
ACY3	-0.525
HECW1	-0.73
ZNF519	-1.80175
HOPX	3.62725
ZNF304	0.917375
OR12D3	0.9345
FKSG43	0.243
METTL1	0.146
MFSD3	1.7611
PSPH	-0.316
CLCA3	-1.3595
DARS2	-0.767
CDC25A	-1.30916666666667
BAIAP2L1	-0.82
B3GNT5	0.00175000000000001
USP29	0.78675
ARHGEF10L	0.8041
ATOX1	-0.34325
ADAM30	-0.17975
DNASE1	0.63175
STT3A	0.322583333333333
RAB6IP1	0.10725
PTN	-0.1221
C1orf106	1.29153846153846
HECA	1.489
RNF122	1.00975
SLC22A18AS	0.2975
GNG8	0.3775
ELP4	-0.12325
FAM65A	0.3615
RPL10A	0.00733333333333333
IRS4	-0.74
MACF1	0.4006
SEC24D	1.49
LOC374395	0.6405
TGFB2	0.776
MDFIC	0.748875
CHRNE	0.6755
PCMTD2	-0.707833333333333
ATP6V0D1	0.0861666666666667
MTA2	0.80175
LZTR1	-0.617666666666667
RAP1A	0.7945
AXIN1	0.165875
POLR1C	-0.10075
TRIO	-0.65325
PLXNA4A	0.134333333333333
C5orf33	-0.58
DEPDC1B	-2.88425
ZNF473	-0.734833333333333
MTM1	1.1305
GPR107	1.0815
CSNK1A1L	0.655166666666667
FLJ14154	0.1705
NLRC4	4.4225
ENPP4	1.9315
PADI3	0.044
RNF170	1.004625
CG018	0.677
C16orf7	0.06575
KCNE1	0.331
NRM	-0.5265
SLC37A3	0.364428571428571
TPD52L2	-0.547166666666667
UNC5B	2.3725
C12orf12	0.7208
SDHB	-0.24525
CLRN1	0.112375
NUDT10	-1.7015
UGT3A1	0.3405
FBXW8	0.169125
RHOF	-0.72175
PTPLAD1	0.0125
MYO3B	-0.6675
DERA	-0.751
TPP2	-0.65325
C19orf53	-0.5415
GINS3	-1.619375
ST6GALNAC5	-0.7275
CHSY1	0.50675
MGC15705	-0.288
GPR83	-0.3404
EXT2	0.5585
DOLK	0.404
TUBAL3	-1.588
ACVRL1	2.2162
ABL2	-0.348
C14orf156	-1.17216666666667
PTPRZ1	-3.2635
DIP2C	1.1335
LAMP1	1.222125
RXRA	0.4468
MAP3K5	0.61175
ALKBH1	0.272833333333333
PDLIM7	-0.024625
ARL14	-1.729
SNIP1	-0.0816666666666667
TIMP3	2.40616666666667
RGS3	1.0925
SPAG16	0.3536
ABHD4	-0.04375
ARHGEF12	0.826363636363637
GLUD2	-0.022
RAC2	-0.8129
UAP1L1	-0.181
SLC18A3	0.065
YOD1	-0.9255
RALY	-0.4535
HMOX2	1.128375
DGKH	0.87525
DBNDD2	0.940666666666667
YIPF4	0.418375
THAP10	-1.31575
ZNF513	0.70425
HAGHL	0.732666666666667
ITGB4	-0.181166666666667
CCDC141	-0.7805
YTHDF3	1.5585
C5orf28	-0.02275
RPL7L1	-0.866875
TMEM30B	1.03292857142857
ANKRD35	1.8955
DUOXA2	0.039
TBC1D5	-0.349375
DFNB59	-0.057
HRH4	0.85825
MYO6	1.8334
DNAJA4	2.0885
RBM24	-0.630125
CEACAM20	-1.15375
RBM23	-0.278071428571429
NGFB	0.3685
C1orf63	-1.7517
KRTAP7-1	-0.3195
PERLD1	0.982
NPB	-0.3285
C17orf59	0.7323
HSPBAP1	-0.3865
SLC15A4	-0.060125
PRTFDC1	-0.255
OSMR	-0.586714285714286
CYSLTR2	-0.694
C19orf25	-0.0516
KIAA1797	0.2205
NLRP6	-0.011
FAM105B	0.2369
SCRN2	-0.0291666666666667
LRRC58	-0.2754
RNF17	-0.087125
NEIL3	-2.211
FAM137A	-1.58225
SKP2	-2.54125
PARVA	1.31466666666667
PKLR	-1.1675
RNF34	0.119375
A3GALT2	0.4095
C12orf50	-0.106666666666667
SUNC1	-1.499
FAM102B	0.155333333333333
CCT2	-0.708
LRRC37A2	-0.438
ARF4	1.0095
SIKE	-0.362
C8orf48	2.57816666666667
MBTPS1	0.0356428571428571
GPSN2	-0.756
NCF2	3.65275
SLC12A6	-0.4445
MRPL48	-0.17175
HMGN3	0.250666666666667
LRRC62	-0.85625
PAX9	0.97775
FAM55A	0.5335
C20orf42	-3.40033333333333
SCML2	-1.22666666666667
BCL9	-0.02425
FAM40A	-0.3245
C9orf41	-0.632333333333333
ZNF774	-0.4185
LETM1	-0.14125
PLXNB1	0.7415
NIPSNAP1	-0.213625
USP10	-0.8015
F9	0.194
LIPE	2.52275
CNGB3	-0.523
C12orf52	-0.267625
PI4K2A	0.1385
MED8	0.02875
STAT4	0.9674
FGD4	0.555666666666667
RNF145	-1.92116666666667
WDR32	1.8789
CLDN2	0.0248333333333333
TCEAL8	1.3455
ZMYND8	-0.4391
PDXK	-0.55784375
GATAD2A	0.38575
PTGES3	-0.354
CCM2	0.323
TAP1	1.0845
ZNF670	-0.2805
ETS2	0.166714285714286
C6orf166	0.0565
PRMT2	0.815571428571429
OR4B1	0.657
INTS8	0.285
CCDC102A	0.07025
CCDC83	-1.5852
ITGA1	0.4145
EPHA5	-1.73888888888889
FAM24B	-1.20166666666667
TSGA10	1.58575
HAL	-1.56466666666667
MYOT	-0.1635
SPACA3	0.74775
BCL2L2	0.0371666666666667
CUGBP2	1.19783333333333
CCNB3	0.95525
RNF113B	0.04725
MERTK	0.84825
BAG1	0.55775
VPS36	0.5145
ORMDL3	0.5798
C1orf190	1.02525
ZNF625	-1.0885
CORO2B	-0.962
ALOX15	0.406
CST1	0.753
NUPR1	2.695
CCL7	1.77625
SMCR5	-2.4835
DSC2	2.0115
RBMS2	0.4655
GRIK4	0.429
TRIM65	0.4928
TMPRSS6	-0.385214285714286
TP53INP2	0.63775
GLB1L	0.361
LOC388284	0.470666666666667
PUS1	-0.935857142857143
BCL9L	0.2305
OLFM1	-0.4505
RET	0.66475
MASTL	-1.1475
ALX3	0.211
IL1RL1	0.553
ZNF765	-1.5278
C14orf138	-0.98825
SNX10	-0.0986666666666667
TAC4	0.049
C1orf64	3.47525
POGK	0.450375
MAPK9	0.302
ZNF366	2.95525
C8orf79	-0.360444444444444
CLDN7	2.33425
OR5AT1	0.2345
TRIM37	-1.45775
LRRC25	2.13225
GRHL2	2.5717
TEKT3	0.40675
LASS5	-0.451
ABCC4	-2.04116666666667
DLG3	1.609
VGLL1	0.39175
ZFP36L2	2.427
MFRP	-0.356
KIAA1799	-0.4545
FLJ44379	0.085
PCNX	0.178
ANXA9	2.629
CYP4V2	1.0767
PIK3C2A	-0.4355
SRR	0.5365
NOL3	-0.31375
IFITM2	0.4725
ARNTL2	-0.9105
ZNF595	0.16175
NLRP13	-0.041
ASPH	1.2405
CPA2	1.053
PVRIG	-0.740666666666667
LEPR	0.0553333333333333
C16orf42	0.3395
SH3BGRL	2.43625
FAM77D	0.1794
FNDC7	1.099
C9orf6	-0.0663333333333333
NOTCH2NL	0.774166666666667
PGBD1	-1.01083333333333
SYNGR2	1.18333333333333
PITPNA	0.1303125
PRPF4B	-0.8274
SLC43A3	-0.3695
NRBP1	0.2495
SLC25A22	0.32525
ILK	0.1125
SLC22A8	0.3045
MRPS7	0.276125
PITX2	-0.1365
FABP3	0.688
OR1L1	0.8315
LOC728215	0.61425
BLID	-1.882
KIAA1217	2.81447058823529
TFPT	0.9445
AP4B1	-0.74075
VBP1	-0.948
OR1K1	0.585
MORC3	0.501
BHMT2	0.837166666666667
C3orf10	1.0605
FZD7	0.8515
WFDC10A	-0.168
PMS2CL	-0.28325
CCDC32	0.467666666666667
FA2H	-1.84775
ALG13	-0.096
TTLL7	-0.1802
SPOCK3	-0.270333333333333
SLC13A2	0.107
AIM1	1.579
GPRC6A	0.559
EGR2	4.23475
MED11	0.026
WWC1	1.6225
SH3GL3	-2.90225
RIF1	-0.353071428571429
PRLH	-0.0545
VLDLR	-0.543
DBT	0.437
C21orf63	0.9155
CGGBP1	-0.73475
KRTAP12-2	0.763
TADA3L	-0.837
ZBTB16	1.33575
PDGFB	1.782
RFX1	0.221125
UQCRB	0.4484
LOC133874	1.0395
HPS3	-2.27625
LGALS3BP	0.4774
DKFZP564O0823	2.08635714285714
MRFAP1L1	1.161375
HOXA10	-0.186333333333333
NGB	0.667
KIF21A	0.350461538461539
IFLTD1	0.577
LZTS1	0.3205
ARHGEF3	1.66475
RHBDL3	-2.092
CSNK1G2	-0.762083333333333
ChGn	-0.899875
KIAA1244	1.73833333333333
GABRB2	0.27
MGC72080	-0.234
CD27	3.25
EGLN1	-1.6823
PEX13	1.3355
RWDD3	-0.09425
RNF12	-0.267
GRIN2B	0.9585
ADAMTS14	-0.269125
DYDC2	0.487666666666667
ATP6AP1	1.5548
NR1H2	-0.1165
PDK2	-0.1205
C3orf17	-0.579
SLC38A2	-1.03414285714286
SLC25A29	-0.2625
C15orf29	0.7435
ADAM9	0.194083333333333
TMUB2	-0.033625
GPR176	0.5115
AGK	-0.301375
MCCD1	1.25975
NDUFA4	-0.15225
TMEM146	0.59425
DUSP1	2.372625
UNQ6975	1.2025
EMX2OS	4.63925
INSM2	0.0885
LUZP4	-0.149
SETD6	-0.50325
P2RY2	4.01375
SLC45A2	-1.303
RABGAP1	0.8715
UBXD5	0.153625
GPRC5A	0.4883
PAK3	1.06983333333333
LOC63920	-0.7085
TGFBR1	0.7679
KRTAP6-3	0.22775
SFMBT2	-0.14125
CDC42	0.366875
C11orf35	-0.6215
TTLL2	-0.03625
UACA	1.03525
CD97	-0.9206
SETD5	-0.154125
NINJ2	0.4955
PTER	0.856
POMGNT1	-0.36475
KRTAP4-2	0.1125
ECGF1	2.081375
HRB	-0.306545454545455
ATP1B2	0.2359
LOC400506	0.4135
COL4A3BP	0.7425
C6orf97	0.385
GRHPR	0.57925
TAS2R1	0.2625
SEMA7A	-0.44375
EDF1	0.6915
ODF2L	0.6145
PCID2	-1.08133333333333
GTF2H4	-0.362166666666667
ZCCHC3	-0.50075
CGB2	1.211
NEUROD1	0.187
C20orf75	0.8875
RP5-1054A22.3	1.76966666666667
IFNA5	-0.185
ZNF134	0.09025
MGC119295	-0.7877
ZSWIM6	-0.3245
SMEK1	-0.0343333333333333
PCGF2	-0.1085
C1orf102	2.11625
CYP2A13	1.3675
KCNH6	-1.1262
MDM1	-0.4945
ALDH7A1	0.299333333333333
C9orf75	1.19075
VDAC3	0.833625
OR51T1	0.4235
EIF3F	-1.06283333333333
KCNJ10	-0.181625
LENG8	0.344
EDEM2	0.0939166666666667
CCNJL	-0.2195
DHX37	-0.6925
CRYGN	0.962
AATF	-0.9915
ZNF630	1.17275
E2F5	0.774
WFDC13	-0.7725
FTSJ3	-0.862
C4orf33	1.4015
LHFPL4	-2.82075
C19orf56	-0.5385
SMAD4	-0.084375
AFM	-0.4222
G0S2	2.406
FCHSD2	0.577
RRP1B	-1.0137
EEF1B2	-0.554666666666667
STAT6	1.10433333333333
ZNF195	-0.947
GNL1	-0.665333333333333
ZNRF2	2.15083333333333
PER3	-0.715125
ASB16	0.14425
C10orf10	2.99978571428571
ADCY8	-3.012
C9orf58	1.60316666666667
ARMC10	0.5275
PSG1	-0.832
DHX34	0.0825
VARS2	-0.390125
NFIC	0.57475
ITPR2	0.5785
AGXT2	0.3774
OR6K3	0.4055
H2AFZ	-0.56
MLLT3	0.0373333333333333
