Hybridization REF	TCGA-BH-A0BG-01A-11R-A115-07
C1orf212	-0.1635
SENP3	-0.247375
IL1F9	0.412
EEF2K	0.635625
COG8	0.2655
CEP72	-2.06675
OR1L8	-0.2555
MUS81	-0.203
PHYH	0.8225
GGT6	1.6955
C22orf23	-0.95725
C13orf33	2.294875
MAPK8IP2	-0.9015
NELL2	0.21
POU3F2	-3.02683333333333
ALPK1	1.56975
MRPS18C	-0.17475
RPLP2	0.821
FGF22	-0.5585
SPNS1	-0.232833333333333
ZFP1	0.41075
IL1RAPL1	-1.51025
PCSK9	-3.3145
NKX2-1	-0.540846153846154
C6orf189	0.2855
SP4	0.4185
SLC11A1	0.9985
C21orf25	0.6285
ICAM2	-0.29075
SH3GL1	-0.348833333333333
GSK3B	-0.0806666666666667
RALB	0.561
PDXP	-1.2425
GNGT1	-1.415625
KIR2DL1	0.7655
TNFAIP3	1.36433333333333
C6orf32	1.5637
CBLN2	-1.6445
PANK3	0.599875
TAAR9	0.408
WDR82	0.611142857142857
APOM	-3.715125
TRIP10	0.09925
SPATA16	0.353166666666667
C1orf135	-1.62125
USP51	0.6435
TESK1	1.25825
C11orf64	0.13775
ZNF611	0.189
PDE6G	0.622166666666667
HLA-DQA1	3.81125
GCLC	0.335
SEC61A1	0.228714285714286
TWSG1	1.36241666666667
ZMYND10	-0.8955
CTDP1	0.282875
ADAMTS6	-0.553666666666667
SLIT1	-2.00225
KRT86	2.0315
KIAA0574	-1.86975
GTPBP2	-0.4053
PQLC3	1.043
PRRX2	0.148833333333333
C15orf44	-0.510166666666667
MKKS	-0.58725
C11orf10	0.08225
GPR110	-0.859625
CD109	1.32491666666667
ADCY1	-0.124666666666667
RHBG	-3.064
TP53I3	0.802875
SLC22A3	-1.1564
UCP2	-0.19175
FOXG1	0.166833333333333
OR2AG1	0.184
TRIM24	-2.1285
PROC	-3.031375
TAAR6	0.625
AMTN	3.417
C10orf47	1.22583333333333
DEPDC1	-1.15625
FLJ45557	0.4505
ZDHHC17	0.4026875
KIAA1429	0.381833333333333
KCNH1	-0.0455
VNN3	0.17125
PSMAL	2.527
PPARD	0.547625
HFM1	-1.96525
YBX1	-0.648666666666667
ZNF695	-2.209
SCTR	-0.5066
DCDC1	0.666
VPS26B	-0.3121
MTF2	-0.746666666666667
ATP6V1F	-0.4565
CCDC94	-0.056
PERF15	0.0515
CCL11	2.6485
LMO7	-0.130625
DCST1	-0.387
ADRBK1	0.154
CDRT4	0.12275
ZNF84	-0.64925
HOXD8	-0.18175
STARD8	-0.870833333333333
FOXP2	-0.672875
CCDC103	1.6375
POLR3A	-0.5477
GSC	-1.73566666666667
ZNF114	-3.46483333333333
HTR7P	0.5215
LALBA	-0.0235
RMND5A	0.529333333333333
PSCD2	1.1445
ZNF409	-0.49
KRTAP1-3	0.406333333333333
MAF1	0.9145
LOC201725	-0.980333333333333
NRN1	-2.26075
SPAG5	-1.73133333333333
DNAH7	1.138
FLJ43860	0.2
BRCA2	-0.5525
ACADM	0.201125
CXXC6	-1.853875
RAGE	0.64
CHMP2A	0.70525
FAM8A1	0.604
GPR21	0.654
SLC12A3	-2.6685
FVT1	0.546571428571428
ZDHHC7	-0.1295
FLJ44048	-0.27075
SLC44A3	2.18716666666667
SDSL	-1.08566666666667
MMP8	-1.21766666666667
PLA2G12B	-3.81483333333333
ACY1	-1.00575
MT1E	1.3985
OR4K15	0.305
TECTB	-1.187
GPR20	0.28875
IRAK2	-0.724
RFPL3	-0.929625
MYO9A	0.118
NARG1L	-0.47525
BLMH	-0.252875
CCDC3	1.54566666666667
C9orf21	0.13
KIAA0513	-0.0958333333333333
MIER2	-0.326
PNMA2	-2.13066666666667
SH3BP2	1.4268
ANXA10	-2.4325
RTN2	0.392833333333333
TFB1M	-1.5085
PRPH2	2.82225
C14orf133	-0.23225
GOLGB1	0.659916666666667
IRX4	-0.87975
NFKBIL1	0.616833333333333
C10orf62	-0.17125
APBB3	-0.7135
RPS10	0.463
LOC728378	0.671
TLE3	0.0484444444444444
PSMB7	-0.910875
MESDC1	-0.1705
SLC6A1	0.8405
OCLN	1.81991666666667
PTTG3	-1.897
NAGLU	-0.7
SERTAD4	3.906
SPRY1	-0.379
FLJ10781	0.605333333333333
MYSM1	-0.612
TRIM4	0.451857142857143
SH3YL1	2.09575
TREM2	3.43966666666667
SERPINI1	0.55375
HDHD3	-0.715125
TMEM38A	-0.571875
EID2B	-2.496
TDRD3	0.209333333333333
SEDLP	0.39475
THSD7A	0.793
NDST3	-2.83075
KLHL15	0.02175
DHRS12	2.0325
FBXO9	-0.2115
TNPO1	-0.53775
MRPL13	0.133833333333333
SNX5	-1.74466666666667
METTL6	-1.358
SOD1	-0.599125
CHML	0.5595
PACS1	1.806625
SIRT5	0.2114
CAPN2	1.52666666666667
FXYD5	0.555333333333333
TWISTNB	-0.793875
LRFN1	0.726666666666667
UBE1L	1.49275
UBE1C	-0.0495
OR51B2	0.13675
OR4D11	-0.386
C15orf2	0.13
NR4A1	0.280833333333333
LOC339047	-2.2385
TRIM17	2.445125
ATP5G3	0.0415714285714285
RPL15	-0.63575
ADAMTS8	-0.4175
HOXC4	-0.201
C14orf37	1.585
CEACAM5	-2.96575
MYT1L	-0.0981666666666667
RASA2	1.765875
OSBPL7	-1.166
STAG1	0.001
GIMAP4	4.67333333333333
FUT3	0.600166666666667
PIF1	-2.46125
LPIN2	0.9396
SH3PX3	0.9975
PDP2	0.621
PAPD1	0.50325
ERP27	3.623
APOOL	0.00829999999999999
DIABLO	-0.37225
TRHR	0.27575
ARMC9	-0.475
RNF152	4.11275
SLITRK3	0.162
ZNF211	0.0038
PFDN1	0.262625
RGS11	-0.43425
HS6ST1	0.9592
AKR1D1	-2.31275
TNP2	0.346166666666667
STK31	3.40683333333333
EML4	-0.268666666666667
SGTA	-0.443166666666667
HIST1H2BI	0.283833333333333
PSMD6	-2.3855
KIAA1257	1.82275
C18orf55	-1.12633333333333
FLJ20273	1.8655
RPL28	0.116
EPYC	2.140375
NOX3	0.031
ELAC1	-0.317166666666667
METT11D1	-1.38625
BIN2	0.528
NACA2	-0.34625
CCDC17	-1.97075
HM13	0.2331
UBOX5	-0.62125
UBE2O	0.048875
UBL5	-1.03525
APOLD1	1.33675
C9orf31	0.1575
TNFSF8	0.9145
ARHGAP29	0.953
PROKR2	0.17
PDE5A	0.6995
C6orf12	-0.2415
TOM1L1	0.171
WHDC1	0.156125
FOXI1	-0.0961666666666667
RAB4A	1.4384
TMEM39B	-0.06475
ATPBD1C	-0.921
FARSA	-0.796166666666667
PLEKHG5	0.93075
CMAS	0.526666666666667
OR7E24	0.9825
SLC30A1	0.07175
CDC42EP5	1.87516666666667
PLAC1	-3.749
KLHL18	-0.455083333333333
LBA1	0.8514
TAZ	-0.76
CRIP2	1.190875
BTBD11	-1.13516666666667
C16orf72	0.27725
DIO2	0.7542
LRRCC1	0.78
CCDC136	-1.99
PRX	-0.65075
RBM5	-0.5307
TMEM85	-0.33325
TUBGCP4	-1.62733333333333
APLN	0.82825
CDK7	-0.613166666666667
SSR2	0.859583333333333
CRELD1	-0.626
C19orf46	0.94975
GAL3ST4	0.301333333333333
KBTBD10	-0.5885
IL28A	0.40575
WDR27	-2.0105
MCM2	-1.307
SOX14	-0.1615
FLJ39743	0.5265
KIAA0922	0.19275
HIPK4	-0.6805
FLJ25758	0.13
C16orf57	-0.214916666666667
PDZD2	-0.35125
MCC	0.47675
HHLA3	-0.1766
ID2	0.46925
C20orf23	2.00366666666667
ZNF688	0.3675
APOC2	-2.14883333333333
LOC440093	0.77225
FAM50B	3.676
PWP1	-0.547
DNAH10	-0.06575
HIST1H2BA	0.85025
GPR56	1.96483333333333
METAP2	-0.598375
PAN3	0.508166666666667
STXBP4	-0.179375
PDHX	-0.1515
MTA1	0.0854166666666667
ZBED4	0.494375
ZNF720	-0.0415
CDK2	-1.959
RHOJ	0.047875
CDC37	-0.616666666666667
ZER1	-0.19275
GRK4	-1.21
PRPH	-0.24025
POLR2A	0.323875
OGFOD1	-0.61175
NOL5A	-1.15825
PHEX	1.7905
FLJ16478	0.487
C20orf117	-0.789875
CAMTA2	0.562
C11orf74	0.852166666666667
DDX17	0.277416666666667
C5orf27	2.310625
PLEKHA2	-0.3355
PDE4DIP	-0.7033
SCN7A	-0.26325
ZNF559	-0.584666666666667
CXCL10	3.89175
ZMYM4	0.3285
STK32B	-1.49026666666667
KIAA0888	-1.4674
TACR3	0.5725
CKAP2L	-0.624
KIF1A	0.0316666666666667
RSPRY1	1.139
VCAN	0.637
CYP27C1	1.0485
SYDE1	-1.7375
MED12L	-1.859
ZDHHC21	1.71525
NHS	1.659
TM9SF3	0.982666666666667
DDHD1	-0.975625
MAFG	-0.00375000000000001
BICD2	1.0704
C14orf119	-0.704
C14orf43	0.462714285714286
CDH7	-1.83775
ALKBH5	0.0624285714285714
JUP	1.385125
TMEM41A	-0.209666666666667
MAMDC4	-1.54116666666667
CBX3	-0.74875
LRRC18	-0.338
RBMXL2	-0.468
PLA2G4D	0.324
FGF13	2.805625
KIF3A	0.897166666666667
PDIA6	0.16525
DCXR	-0.54275
CASKIN2	0.751083333333333
EHD1	0.6615
MARCKSL1	0.8905
ZNF496	0.315666666666667
SCAF1	0.588666666666667
KCTD8	-0.48825
TRAF3IP3	1.57128571428571
LSR	1.9835
CXorf1	-0.0775
C14orf112	-0.829
EIF2B1	-0.24175
OMP	0.3075
GSTZ1	-1.052
LOC92017	0.3215
ISLR2	0.973
C12orf36	0.204
GATA2	-2.48283333333333
GABRA5	-1.968
CELSR2	-0.112857142857143
STAM2	0.9567
TNAP	-0.1345
PTPMT1	-1.39083333333333
GRP	6.44775
SV2A	-1.55
MAGEA12	0.54275
CACNG1	-1.4015
C18orf19	0.3665
GSG1	-0.407
PTPRJ	-0.111857142857143
FRMPD1	0.5065
ZNF668	0.51
PLEKHJ1	-1.047125
ADAT1	-0.42
TMEM50A	0.7123
UCN3	0.085
HOOK1	2.111875
IL17B	-0.913
MLKL	0.558333333333333
TTC14	-0.736166666666667
KLHL5	0.71225
CRYL1	-0.253
FOXH1	0.0215
NFYB	-0.388
PPM1G	-0.241
GOLGA2LY1	0.53275
NMT1	0.16075
HADHA	0.51
CHSY-2	1.7195
PLEKHF1	2.02964285714286
SAGE1	-2.0175
MUSTN1	-0.4855
SUHW4	0.5385
TFEB	2.18433333333333
ZFYVE27	-0.79175
ATG12	-0.446333333333333
BMI1	1.66635714285714
ZIM3	-0.412
MYH4	-0.56875
MASP1	-1.09583333333333
KIAA0984	0.7855
RPAP2	-0.32525
ASB5	-0.1765
BOLA3	-0.730333333333333
MIA3	1.34383333333333
KRT35	0.2975
KIR3DL3	-0.691
MRPL51	-0.484
SEMA3F	-0.563333333333333
NDUFB2	-0.283
LOC253012	-1.863
FAM46C	-1.6225
G6PC	-2.30728571428571
CSAG3A	1.2755
PREX1	-0.2115
SLC25A45	-0.01425
MAPKBP1	-0.2588
CPE	-1.2254
GNB1	-0.04375
CXCR6	2.8055
TRIM46	0.8235
C16orf3	0.9275
HPSE	1.2785
TIGD3	-1.5515
SPG3A	2.212
LCAT	-1.462
ST6GAL1	0.0858333333333334
POMC	0.4525
FLJ36031	0.682166666666667
NSMAF	0.00983333333333333
SKIL	0.669
ADSS	0.791333333333333
HMGCS1	-1.0674
POLR3F	-0.0825
RAB10	0.45425
ZNF277P	-0.801625
ZBTB7B	1.129875
DHRS1	0.48425
ABCC13	-0.077375
CNOT3	0.32025
NFKBIA	0.80075
GAK	0.3035
SFT2D2	2.68083333333333
HOXA6	-0.0405
CRTC1	0.69625
LY6D	-0.265333333333333
C20orf72	-0.320333333333333
CPT1A	-0.48525
LMO1	0.0935
EIF3I	-0.4655
PRB4	-0.07275
MCM3APAS	-1.615875
C20orf132	-0.9268
FOXF2	-3.08225
S100A12	0.13925
MLH1	-1.21283333333333
ACTN1	1.4212
MRPL36	-0.766166666666667
C20orf106	-1.30475
FBXO6	1.6895
MKS1	-0.5255
CX3CR1	-0.808
PDE1B	0.6795
PLP1	-3.8225
KISS1	0.477833333333333
C14orf2	-0.837833333333333
TBC1D3P2	-0.74075
COMMD6	1.5681
ANKRD7	-0.64525
PTCHD1	3.260875
NARS2	-0.60975
DOCK7	1.1345
FAM127B	0.286875
LOC390243	0.144333333333333
N6AMT2	0.41525
ZNF391	-0.9815
DNAJB14	0.254833333333333
WRB	-0.969875
BPI	3.893
TTC4	-0.617
FAM10A5	0.32775
GOT1L1	0.1649
MAGED1	0.789875
RESP18	-0.407
WFDC6	0.38525
MT2A	-0.6195
C11orf56	0.5305
KIAA1432	-0.625
ROR1	-1.053625
HSD17B14	2.7755
ZFAND2B	0.782625
SAMD4B	0.81225
HEXA	0.00525
HNRNPU	0.286772727272727
USP39	-0.349375
NRD1	-0.5605
R3HDML	0.57825
FLT4	0.331666666666667
OMG	-0.250333333333333
OR52N4	0.35
LOC399818	-0.91325
ELA2	-2.1035
VENTXP1	0.794
RFC5	-1.397
OR52L1	0.526
PAX5	0.072
FBXO2	0.62725
GMEB1	0.8915
AKT3	3.0115
CRB1	-0.896833333333333
CTTN	0.806666666666667
UTP15	-1.11183333333333
HSBP1	-0.0361666666666667
PHF11	1.895
NDEL1	0.483
USP8	-0.428
BAIAP2	0.063375
SI	0.416
ARSJ	-1.389
BAAT	-2.86425
KCNS3	1.9265
LOC126147	0.14
TMEM37	-0.70475
C1orf162	3.338
MBD1	-0.4744
ITGAL	1.53666666666667
WDR73	-0.0825
GKN2	0.160833333333333
ARFGAP1	-0.86525
SLC5A8	-1.07433333333333
ZBTB40	-0.0791
CYP4B1	-1.75283333333333
LYPLAL1	0.50225
CHST3	1.784
MAP3K9	0.3155
BTAF1	-1.33333333333333
TFAP2E	0.3005
RBM35B	0.78675
LOC441251	-0.4415
ANKRD25	-1.67472222222222
UQCRC2	-0.149
MAEA	0.843166666666667
HYAL1	-1.3113
RNPEPL1	1.0405
CPSF2	-0.283875
PSD3	-0.4369
ABCA13	0.191625
AGR2	-2.23425
GBX1	-0.8575
HDLBP	0.866071428571429
ACY3	-0.86225
HECW1	-0.33975
ZNF519	1.04025
HOPX	2.694375
ZNF304	0.891125
OR12D3	0.4285
FKSG43	0.677
METTL1	-0.484125
MFSD3	0.1303
PSPH	-1.72
CLCA3	-0.2805
DARS2	-0.666833333333333
CDC25A	-1.8595
BAIAP2L1	0.05575
B3GNT5	1.730875
USP29	0.1765
ARHGEF10L	1.693
ATOX1	-0.849625
ADAM30	0.421
DNASE1	0.168
STT3A	-0.428833333333333
RAB6IP1	0.55525
PTN	0.2352
C1orf106	1.54769230769231
HECA	2.48475
RNF122	0.14175
SLC22A18AS	-0.553
GNG8	0.315166666666667
ELP4	-0.48975
FAM65A	0.293
RPL10A	0.0443333333333333
IRS4	0.8295
MACF1	1.7336
SEC24D	1.3015
LOC374395	0.34375
TGFB2	2.044125
MDFIC	0.6435
CHRNE	0.514166666666667
PCMTD2	-0.346166666666667
ATP6V0D1	0.0785
MTA2	0.32525
LZTR1	-0.289166666666667
RAP1A	0.600666666666667
AXIN1	0.224625
POLR1C	0.654
TRIO	-0.390916666666667
PLXNA4A	-0.3115
C5orf33	-0.573
DEPDC1B	-2.244875
ZNF473	-0.212833333333333
MTM1	0.880875
GPR107	-0.212666666666667
CSNK1A1L	0.56
FLJ14154	0.52875
NLRC4	3.77075
ENPP4	2.06033333333333
PADI3	-0.557
RNF170	-1.101
CG018	1.69166666666667
C16orf7	0.2365
KCNE1	-0.2235
NRM	-0.3835
SLC37A3	0.0379285714285714
TPD52L2	-1.08216666666667
UNC5B	0.987
C12orf12	-0.0818
SDHB	-0.583
CLRN1	0.57175
NUDT10	-2.498
UGT3A1	0.024625
FBXW8	-0.014
RHOF	-0.2835
PTPLAD1	-1.115125
MYO3B	0.325
DERA	-0.06875
TPP2	-0.71275
C19orf53	-1.20983333333333
GINS3	-0.851
ST6GALNAC5	3.365
CHSY1	0.06225
MGC15705	0.6165
GPR83	0.308
EXT2	0.504375
DOLK	-0.539
TUBAL3	1.02725
ACVRL1	1.7112
ABL2	0.180833333333333
C14orf156	-1.99983333333333
PTPRZ1	-3.65225
DIP2C	1.0915
LAMP1	1.05625
RXRA	-0.5419
MAP3K5	1.197
ALKBH1	-0.584333333333333
PDLIM7	-0.328
ARL14	-1.054
SNIP1	-0.4055
TIMP3	0.56175
RGS3	-0.2585
SPAG16	0.7683
ABHD4	-0.65825
ARHGEF12	0.455666666666667
GLUD2	-0.2035
RAC2	-0.0125
UAP1L1	-0.687
SLC18A3	0.1505
YOD1	-0.00550000000000001
RALY	0.243
HMOX2	0.662375
DGKH	0.8765
DBNDD2	1.03516666666667
YIPF4	0.8085
THAP10	-1.86775
ZNF513	0.5365
HAGHL	-0.2535
ITGB4	2.16116666666667
CCDC141	0.302
YTHDF3	0.409
C5orf28	0.457
RPL7L1	-0.3645
TMEM30B	0.884142857142857
ANKRD35	0.4945
DUOXA2	-0.17425
TBC1D5	0.560625
DFNB59	-0.4125
HRH4	0.6495
MYO6	2.8202
DNAJA4	1.15275
RBM24	0.080625
CEACAM20	-0.4875
RBM23	-0.476285714285714
NGFB	0.4175
C1orf63	-1.147
KRTAP7-1	0.5425
PERLD1	1.36775
NPB	1.9505
C17orf59	0.5066
HSPBAP1	-0.42425
SLC15A4	0.30625
PRTFDC1	2.44775
OSMR	-0.468428571428571
CYSLTR2	0.283
C19orf25	-0.2062
KIAA1797	-0.655
NLRP6	0.1925
FAM105B	0.082
SCRN2	-0.361833333333333
LRRC58	0.6123
RNF17	0.234875
NEIL3	-1.8065
FAM137A	-2.0915
SKP2	-2.885
PARVA	1.29308333333333
PKLR	-1.8605
RNF34	0.185
A3GALT2	0.3075
C12orf50	-0.5385
SUNC1	-1.30225
FAM102B	-0.185833333333333
CCT2	-0.71575
LRRC37A2	0.0275
ARF4	0.097
SIKE	1.26525
C8orf48	1.93916666666667
MBTPS1	0.446714285714286
GPSN2	-1.0585
NCF2	3.06625
SLC12A6	0.561833333333333
MRPL48	-0.413
HMGN3	0.276833333333333
LRRC62	-1.364
PAX9	-0.9735
FAM55A	0.1095
C20orf42	-0.818
SCML2	-1.15933333333333
BCL9	1.1905
FAM40A	-0.28125
C9orf41	0.112333333333333
ZNF774	0.888
LETM1	-0.70375
PLXNB1	0.584833333333333
NIPSNAP1	-0.22725
USP10	0.2495
F9	0.51775
LIPE	1.90675
CNGB3	0.231
C12orf52	-0.087625
PI4K2A	-0.03075
MED8	-0.214
STAT4	1.9635
FGD4	1.70883333333333
RNF145	-0.845333333333333
WDR32	0.2292
CLDN2	0.100166666666667
TCEAL8	0.9305
ZMYND8	-1.2367
PDXK	-0.263625
GATAD2A	-0.9315
PTGES3	-1.079
CCM2	-0.411
TAP1	3.1705
ZNF670	0.3185
ETS2	-0.346642857142857
C6orf166	-0.2075
PRMT2	0.748928571428571
OR4B1	0.3
INTS8	-0.032
CCDC102A	1.85025
CCDC83	-3.0745
ITGA1	-0.3972
EPHA5	-2.3711
FAM24B	-0.605
TSGA10	1.224
HAL	-2.5935
MYOT	2.9345
SPACA3	-0.23375
BCL2L2	-0.484333333333333
CUGBP2	3.10166666666667
CCNB3	3.10925
RNF113B	-0.29275
MERTK	0.01225
BAG1	-0.44675
VPS36	0.3245
ORMDL3	0.0335
C1orf190	0.06575
ZNF625	-1.23825
CORO2B	-2.4425
ALOX15	-0.8755
CST1	3.605
NUPR1	2.395
CCL7	3.0915
SMCR5	-2.678
DSC2	4.9525
RBMS2	0.41175
GRIK4	0.1735
TRIM65	0.7753
TMPRSS6	-1.01521428571429
TP53INP2	-0.46125
GLB1L	1.424
LOC388284	0.6395
PUS1	-0.248214285714286
BCL9L	0.089
OLFM1	-1.851
RET	-1.32575
MASTL	-1.4115
ALX3	1.315
IL1RL1	-0.352833333333333
ZNF765	-1.0239
C14orf138	-1.082
SNX10	0.403
TAC4	0.293
C1orf64	-3.04025
POGK	0.675625
MAPK9	-0.124
ZNF366	3.11775
C8orf79	1.3861
CLDN7	2.627
OR5AT1	0.526
TRIM37	-1.60975
LRRC25	3.065
GRHL2	2.7806
TEKT3	1.20725
LASS5	-0.755
ABCC4	-0.571416666666667
DLG3	0.77375
VGLL1	3.920375
ZFP36L2	2.664
MFRP	0.009
KIAA1799	-0.426
FLJ44379	-0.0145
PCNX	-0.0785
ANXA9	-2.6205
CYP4V2	2.1313
PIK3C2A	1.51775
SRR	-0.229
NOL3	-0.08075
IFITM2	2.2875
ARNTL2	-0.18825
ZNF595	0.508
NLRP13	-0.0895
ASPH	0.461375
CPA2	0.511
PVRIG	0.1935
LEPR	-1.03883333333333
C16orf42	0.421833333333333
SH3BGRL	1.40575
FAM77D	-0.937333333333333
FNDC7	-0.157
C9orf6	-0.394333333333333
NOTCH2NL	1.241
PGBD1	-1.69483333333333
SYNGR2	0.951333333333333
PITPNA	-0.093875
PRPF4B	-0.3582
SLC43A3	0.458928571428571
NRBP1	0.1235
SLC25A22	0.82375
ILK	0.599125
SLC22A8	0.8265
MRPS7	-0.123625
PITX2	-2.35375
FABP3	-1.512375
OR1L1	0.072
LOC728215	-0.808375
BLID	-1.339
KIAA1217	2.13888235294118
TFPT	-0.276
AP4B1	-0.5595
VBP1	-1.001
OR1K1	0.14
MORC3	-0.18475
BHMT2	0.2205
C3orf10	-0.132
FZD7	1.6305
WFDC10A	-0.2135
PMS2CL	-1.28675
CCDC32	-0.0173333333333333
FA2H	-2.71625
ALG13	-0.3285
TTLL7	-0.7581
SPOCK3	-0.52
SLC13A2	0.838
AIM1	1.3225
GPRC6A	-0.464
EGR2	3.5715
MED11	0.3
WWC1	2.093
SH3GL3	-0.51975
RIF1	1.17421428571429
PRLH	0.1395
VLDLR	-0.873
DBT	0.72775
C21orf63	2.39025
CGGBP1	-0.600125
KRTAP12-2	0.165
TADA3L	-0.68475
ZBTB16	0.2525
PDGFB	1.726625
RFX1	0.312
UQCRB	0.1479
LOC133874	-0.4945
HPS3	1.2555
LGALS3BP	-0.0615
DKFZP564O0823	3.36578571428571
MRFAP1L1	0.466625
HOXA10	-1.37883333333333
NGB	-0.545
KIF21A	1.46669230769231
IFLTD1	-0.211
LZTS1	-1.565375
ARHGEF3	0.8995
RHBDL3	-2.7285
CSNK1G2	0.16075
ChGn	-0.811875
KIAA1244	2.63366666666667
GABRB2	0.1685
MGC72080	1.2095
CD27	3.56675
EGLN1	-1.1905
PEX13	0.5255
RWDD3	0.35325
RNF12	-0.2735
GRIN2B	0.1725
ADAMTS14	-0.982625
DYDC2	-1.89683333333333
ATP6AP1	0.1679
NR1H2	0.273333333333333
PDK2	0.10125
C3orf17	0.0103333333333333
SLC38A2	-0.955357142857143
SLC25A29	-0.401666666666667
C15orf29	-0.043375
ADAM9	-0.425666666666667
TMUB2	0.396
GPR176	0.44125
AGK	-0.73725
MCCD1	0.126
NDUFA4	-0.6235
TMEM146	0.067
DUSP1	0.773375
UNQ6975	0.7265
EMX2OS	2.49975
INSM2	0.0265
LUZP4	-0.69275
SETD6	0.73825
P2RY2	-0.6405
SLC45A2	-2.5305
RABGAP1	0.316666666666667
UBXD5	-0.29375
GPRC5A	-0.6129
PAK3	3.323
LOC63920	-0.115
TGFBR1	0.2684
KRTAP6-3	1.79425
SFMBT2	-0.015
CDC42	-0.0678125
C11orf35	0.721
TTLL2	-0.64375
UACA	0.922416666666667
CD97	-0.6837
SETD5	-0.58225
NINJ2	-0.67525
PTER	1.26066666666667
POMGNT1	-0.21725
KRTAP4-2	-0.281
ECGF1	3.468125
HRB	0.635
ATP1B2	1.6075
LOC400506	-0.5615
COL4A3BP	0.30025
C6orf97	-1.962
GRHPR	0.830125
TAS2R1	0.059
SEMA7A	-0.9715
EDF1	-0.409
ODF2L	1.8267
PCID2	-0.438166666666667
GTF2H4	-0.949666666666667
ZCCHC3	-1.002
CGB2	0.0758333333333333
NEUROD1	0.627
C20orf75	0.303
RP5-1054A22.3	3.1315
IFNA5	0.263
ZNF134	0.116583333333333
MGC119295	-0.3942
ZSWIM6	-0.6815
SMEK1	0.101833333333333
PCGF2	-0.000749999999999973
C1orf102	0.95
CYP2A13	0.546
KCNH6	-0.6616
MDM1	0.7221
ALDH7A1	-0.282333333333333
C9orf75	-0.36925
VDAC3	-1.169375
OR51T1	-0.016
EIF3F	0.158916666666667
KCNJ10	-0.176875
LENG8	0.06575
EDEM2	0.13225
CCNJL	-1.46733333333333
DHX37	-0.59
CRYGN	-0.076
AATF	-0.330125
ZNF630	1.0805
E2F5	-0.1335
WFDC13	-0.672
FTSJ3	-0.0128333333333333
C4orf33	0.6775
LHFPL4	-3.0565
C19orf56	-0.927833333333333
SMAD4	-0.01575
AFM	-1.11083333333333
G0S2	0.56425
FCHSD2	0.7267
RRP1B	-1.1746
EEF1B2	0.308166666666667
STAT6	1.6135
ZNF195	-0.049
GNL1	-0.363333333333333
ZNRF2	0.433166666666667
PER3	1.56075
ASB16	0.22375
C10orf10	3.47864285714286
ADCY8	-3.121
C9orf58	1.078
ARMC10	-0.0433333333333333
PSG1	-1.027
DHX34	0.087
VARS2	-0.635375
NFIC	1.438
ITPR2	2.02425
AGXT2	-0.155333333333333
OR6K3	0.1645
H2AFZ	-0.895916666666666
MLLT3	1.27283333333333
COX4I2	1.21125
CCNT2	0.525625
PLK4	-1.244125
NUMBL	0.165
MED16	-0.07475
PLEKHQ1	1.19425
GOSR1	1.06272222222222
BTG4	-0.23075
RPL30	0.4355
IGSF5	-0.48925
IGFL2	1.24833333333333
ELMOD2	0.437833333333333
SHC3	-1.69933333333333
HAVCR1	-0.374
DYNC2H1	-0.441
RNF5	-0.0673333333333333
C2orf7	-0.79175
NLF1	1.3245
KLHL25	0.27925
LRP10	0.4315
KRI1	-0.435
PUS7L	-0.5395
MGMT	-0.087
HOXD1	-1.15566666666667
CSH1	0.3268
ATG16L2	-1.2405
FLJ44635	0.305
CHODL	3.5295
EXOSC8	-1.65275
SLC28A1	-0.0655
MYO7B	-0.600166666666667
SEH1L	1.6344
MTNR1A	0.619833333333333
TSPAN5	0.461
CDC45L	-2.47366666666667
AMIGO1	0.347
ATAD3A	-0.8295
OSGIN2	0.296666666666667
PDIK1L	0.188666666666667
DARC	2.32325
PIPSL	0.3195
SHMT1	-0.695
CRISP3	-1.1335
POPDC2	1.44466666666667
ZRANB2	-0.1055
FBXL8	0.9365
TRIP13	-2.08136363636364
EIF5AL1	0.1165
POU5F1P3	-3.72333333333333
IL6	-1.022
CXorf38	0.422333333333333
IFNA16	0.581
FBXL2	1.34233333333333
BRD1	0.50575
STATH	0.3935
FBXO44	0.653
MCCC2	-0.89575
CDC2	-1.6536
C5orf23	2.51975
IVD	-0.832666666666667
C10orf122	-1.4185
MSL3L1	0.8217
MVP	1.331
EPOR	-1.8751
ZMYM1	-0.714833333333333
BCL7C	0.708166666666667
PSTPIP2	0.5115
LYPD1	-2.30575
OR8G5	0.5015
ZP3	0.0806666666666667
BCAS4	-0.2685
EDG6	3.01125
ISY1	0.1385
PRAMEF2	-1.7955
CUL1	-0.42725
RNF213	1.6333
CCRK	0.405
DHX9	-0.1215
C13orf29	0.12525
NCKAP1	1.0295
MRPL43	0.118071428571429
XPR1	0.72475
PKN2	1.2385
PODNL1	0.393
ZNF333	0.002625
DALRD3	-0.31575
OPN1SW	0.2675
BTBD6	0.023
C11orf82	-1.5395
OR5P3	0.502
DUSP11	0.38475
L1CAM	-1.3599
NEK11	1.47216666666667
OR7E91P	1.066
CNTN3	1.0989
CREB3L2	0.9955
ZBTB37	1.1815
KIAA1324L	0.426
NDUFB10	-0.260333333333333
NUDT2	-0.759
GTPBP8	0.4965
CACNA1D	-0.75125
PRKAA2	-0.337
PRDM8	0.152
MGC16075	-1.32633333333333
KRT14	1.804
