Hybridization REF	TCGA-A2-A0CV-01A-31R-A115-07
OR7E91P	1.505
CNTN3	1.5474
CREB3L2	0.94475
ZBTB37	0.7395
KIAA1324L	-1.159
NDUFB10	-0.151666666666667
NUDT2	1.0565
GTPBP8	-0.10525
CACNA1D	2.4955
PRKAA2	0.7555
PRDM8	0.178
MGC16075	-0.952333333333333
KRT14	2.18642857142857
PP8961	0.561875
MRPL18	-0.67325
ABCG2	-0.95425
PACRG	2.639
BBS2	0.43525
KREMEN2	2.2685
FBXO21	0.43175
HNRPUL1	0.100416666666667
GRB10	-0.00375
CLSTN1	0.99225
LMAN2	-0.0167
C17orf61	-0.3925
NIPSNAP3A	0.79625
INSIG2	-0.961666666666667
PCDHB7	0.750833333333333
STXBP2	0.961625
CMAH	1.18008333333333
SEMA5B	-0.38075
ZNF155	0.469333333333333
COQ6	-0.1715
PRPF4	0.415
TSPAN15	2.4113
VN1R5	0.73275
LATS2	1.18675
SELK	0.68725
PGK2	0.28525
MS4A1	1.256
TYW3	-0.5141
KRTAP5-1	-0.05
RCCD1	-1.4515
BTN1A1	0.46175
DDX28	-0.55575
TMEM65	0.206875
LOC92345	-0.00124999999999999
TTC31	-0.52875
WDR46	-1.17966666666667
CHP2	-1.13016666666667
LSP1	1.0745
ZNF542	-0.32725
EXOSC1	-0.091
ARHGAP18	0.158666666666667
LRRTM4	-0.87625
MAOB	3.4225
CACNB4	-0.02975
MGC33846	0.570875
RANBP3L	-0.052
ATP5L	0.166
ONECUT1	-3.275
NUDT9	0.487
TMEM149	0.917
STX17	0.512
IGSF10	-2.20525
TMPRSS9	0.386
BMPR2	1.21641666666667
ALLC	0.4625
KLF7	1.2875
GCC1	0.8151
TIMM9	-0.234
CDO1	1.22933333333333
MGC10701	-1.48966666666667
IFI6	0.515333333333333
FRMD8	0.53625
MGAT2	-0.28625
WBP5	0.520666666666667
CNIH2	-0.05625
KIAA0907	-1.6237
KCNH8	0.8255
CTSG	-0.40525
GRIK1	-0.309
CUL5	0.605625
FRMD1	0.1475
OR9A4	0.936
SYT6	-1.044
FOXD4L2	1.3545
ANAPC2	0.4675
OPN5	-0.169
TAF13	0.14925
LYG2	-1.14525
GGNBP1	-0.078
C11orf40	0.945
OTX2	-1.4045
REG4	-0.342
EIF5	-0.296375
PALB2	-0.8405
SEPSECS	-0.4003
RNASE3	-0.17275
TRIM49	-1.8915
POLR2K	0.2069
GPR42	-0.065
C8B	-2.9145
SASS6	-1.06025
PREB	-0.935333333333333
OR3A3	0.552
TUBA8	0.479125
IGLV2-14	0.0084999999999999
STIL	-2.99425
ANKFN1	-0.229666666666667
NME7	0.386
HOXC12	-1.085
UBE2C	-3.69125
FHOD1	-1.013625
CDK2AP1	0.437166666666667
OR6K2	0.252
DHPS	0.02975
RPL5	-0.0674166666666667
TRGV5	0.5745
LOC541472	-0.093625
HCCS	-0.1033
DENND1B	0.974
LHX3	-0.159
OR5D16	0.289
CXorf57	-1.75316666666667
IRF2BP1	0.938
NDST2	0.480666666666667
LCE3D	0.1875
BOLL	0.50275
SYT3	-0.263
PIH1D2	2.60175
C20orf7	-0.842333333333333
IL1R2	1.71666666666667
SLAMF9	0.809
PPME1	-0.245375
PIK3CA	0.37775
TRAPPC1	0.07375
COLEC10	-0.50275
SLC9A6	-1.226
PDDC1	-0.769333333333333
CCDC53	0.161
GK3P	-0.18875
DAZL	-0.902
BRI3	0.30825
SDK1	-0.6405
CYP2C18	-0.07675
IFI44L	2.722875
RPL3L	0.958
FUT9	-0.925333333333333
KIFC2	-0.4335
PMP2	-0.4225
SLC4A9	0.097
PLAG1	-1.90216666666667
MYCBP2	0.588
OR4E2	0.0585
CCDC65	4.2775
C16orf82	0.103625
ENTPD4	0.556375
BRP44L	0.75675
PMP22CD	-0.075
TMCO4	1.307
KCNN1	-0.5725
WDR35	-0.093
CCDC80	2.438625
C3orf31	-0.5405
SLC7A9	-0.7595
TMEM190	1.8745
DBC1	0.347666666666667
FADS3	-1.28133333333333
PDZD8	1.03833333333333
GRM5	0.45025
AZGP1	3.4044
PEX3	-0.016
MED1	-0.624571428571429
ATG4C	-0.671333333333333
HNRPH3	-0.942375
FAM109B	1.73525
C4orf17	-0.27
CA10	-0.31775
OPRD1	0.199
CCL16	-1.799
SACM1L	0.25
CST6	4.1055
CD63	0.5698125
LGI1	-1.55925
ZNF784	0.2455
CRYBB1	-0.793
CX3CL1	2.3922
TOP2A	-4.647125
GYPB	-3.175
GADD45GIP1	-0.797
FEN1	-2.590125
IGF1R	0.8724375
WDR72	-2.13433333333333
PURG	0.157833333333333
DEFB126	-0.22975
PKD1L1	0.669
CAV1	-1.3384
GNPDA2	0.362
DGAT2	-0.836625
NLGN1	-1.54525
STRBP	0.56525
HPRT1	-0.957166666666667
FANCI	-2.355375
PSMA7	-0.31975
DBF4B	-0.959666666666667
TTF1	-0.205
RAD54L	-3.217
ELOF1	0.06425
PLAGL2	-0.1315
ZNF256	-0.26
HMGCL	0.5475
MSI2	-1.25866666666667
RPESP	4.36966666666667
C11orf60	1.1515
ABCD1	-0.3495
ACAA1	1.1304
SPARCL1	5.32178571428572
IL6ST	1.8753
ZNF319	0.2845
TMEM109	-0.1199
FAM90A1	-0.879166666666667
IL22RA1	-0.5165
ATP4B	0.184
TEC	-0.393833333333333
C7orf30	-0.7755
TXNDC2	-0.0596666666666667
ABCB4	0.00249999999999999
KIAA1191	0.71825
C9orf38	0.176
SFTPB	0.57975
CNTNAP2	1.45808333333333
FRK	1.5105
TBX19	-0.076
CHD4	-0.13525
C6orf26	-3.26216666666667
MOSC2	1.1315
IKBKE	0.93625
HIF1A	-0.389666666666667
LOC595101	0.0875
RELA	0.578333333333333
TMEM16B	-1.07566666666667
ABHD12B	-1.211
TSEN34	0.145
KIF18A	-3.09875
TXNDC9	-0.452166666666667
SPATA2L	0.107
SEMA4G	-1.526
C21orf91	-0.207875
MATN1	-0.6825
KCNIP4	-0.1795
TUSC1	2.81275
OR4C15	0.36325
ARMCX6	0.867666666666667
WBSCR27	-0.2205
OR52I2	-0.8685
KIAA1604	-0.3495
DYNC1I1	-0.525125
PPP4C	0.21875
SLC47A2	-1.24033333333333
TREH	-0.1615
CD48	2.689
ST14	1.72666666666667
PKN1	0.08075
SPON2	2.64875
XBP1	1.43816666666667
SFRS12	-0.320666666666667
EFCAB6	3.136
SELT	0.1605
SLC39A2	0.885
ERF	-0.299166666666667
ARL3	0.4975
SURF6	-0.097
MLLT10	-0.190571428571429
FLJ11171	0.041
TDGF1	-4.00583333333333
ERCC6	-0.2605
EIF2AK4	1.244875
BAZ1A	0.1445
LRRN3	1.67583333333333
TMC3	0.2115
EFTUD1	0.5775
PTPRO	1.4755
CLEC12A	0.6045
ACBD4	0.1775
ZDHHC14	-0.264625
OTUD7B	0.93975
ACTB	0.5780625
MSRA	0.474875
LCE5A	0.412
IFI35	-0.077
BSCL2	0.68
ANKRD12	0.959916666666667
CFHR2	0.7855
RGAG1	0.775166666666667
HSFY1	-0.433
SLC30A5	0.183
IMPG1	0.2245
GPR109A	0.465
ZNF185	0.7475
IYD	1.57025
NPCDR1	0.0375
SERPINA13	-0.027
HMGCLL1	-0.64125
NEUROG1	0.260666666666667
UBQLN1	0.3098125
LIN37	0.16875
SOCS2	-1.138375
DSCR4	-1.82675
XKR6	1.39875
GPR142	0.309
KRTAP13-3	-0.7645
CCDC15	-0.462333333333333
MOS	0.224
CD1E	-0.764
OFCC1	0.0495
FAM83D	-5.268
SRFBP1	0.37575
C9orf96	0.439
DHDH	-1.07525
CCDC90A	-1.044
RABL3	0.6008
CD320	-1.874
ANGEL2	0.625583333333333
MRPL21	-0.06175
SMG6	0.155666666666667
INSR	2.3490625
FLJ14816	-0.4045
GLRB	-0.303
C9orf89	1.06125
CIZ1	-0.165125
URG4	0.198833333333333
LRDD	-1.06583333333333
CBY1	0.6615
NFX1	0.622
MTERFD2	-0.116071428571429
C19orf23	0.158
PGC	-2.5775
IER3IP1	0.6226
RASAL2	1.29733333333333
C1orf89	-0.067
SYNJ1	-0.601375
NFKBIE	1.1145
FLJ40125	-0.967166666666667
TCEB2	0.0342
NOG	-1.4185
POLR2J2	-0.219
HLA-B	1.8115
PCDHA1	-0.417
PPP2R2B	-0.296
ARHGEF17	0.463833333333333
TCF7L2	1.30907142857143
CHD5	-0.592333333333333
ZNF431	-0.182375
TBC1D25	1.05775
ZNF800	0.6135
SCUBE2	2.70881818181818
MYCBP	0.495166666666667
GPX5	0.2085
C6orf129	-0.823
QSER1	-0.392333333333333
ULK2	1.887
PIGO	0.917166666666667
NRCAM	-2.846
SLC35E3	0.73125
CSRP2	-0.7505
HYPE	-0.0435
MAPK15	0.227333333333333
MGC14327	-0.0765
TIMM13	-0.8585
ZNF462	-0.1975
GBA3	-0.03125
TEX13A	0.544
MCM6	-2.40488888888889
MTRF1	-1.269125
ABCA7	-0.1395
EIF4A2	0.45875
ZC3H10	0.9872
RPGR	0.691166666666667
C20orf94	0.41725
RP1L1	0.132
GPR125	-0.77
USP22	-0.198714285714286
OR1L4	0.19
MLZE	1.14875
FLJ32065	-0.25825
PTCD1	-0.39525
CRTAC1	1.82666666666667
BXDC2	-1.29
C18orf1	1.7895
FAM107A	2.11107142857143
EFNA3	-0.056
P18SRP	-0.5254
CAMKK2	0.874666666666667
KIAA0649	0.64975
NES	-0.651
HS6ST3	-1.310625
PON2	-0.69875
TCP11L2	0.74475
CLEC4A	2.3375
PRR12	0.3705
MLXIPL	-1.5638
C2orf50	1.1825
ZNF28	0.45375
ENC1	1.15416666666667
MAP2K1	-0.48
FKSG2	1.2645
KIAA0430	0.67325
PTP4A1	-0.919111111111111
GPR156	0.398
GTF3C6	-0.81975
UBR2	-0.1094
LOC388272	-1.4855
MAK	2.052
ACOT4	2.97025
STC2	-1.12616666666667
PIGW	-1.8205
SAE1	-1.07725
COL6A1	0.8065
OAZ1	0.389166666666667
STMN4	0.773333333333333
EDG3	-0.207833333333333
SGCE	0.236166666666667
IL11	-2.03983333333333
PRSS8	3.008125
YIPF5	0.790666666666667
WNT4	2.0295
CSN2	0.615166666666667
TCF7	-2.001
TDO2	0.90375
SAMD9	0.3535
S100A7A	-0.4855
MMRN1	2.7525
GKAP1	0.14025
AKR1C3	-1.694375
RNF19A	2.174125
GMDS	-0.7155
YKT6	-0.901375
SPARC	2.0256
C12orf31	-0.73825
UBE2V2	-0.844166666666667
FBXL18	-0.752666666666667
KIAA0460	0.7405
ADAM22	-0.28425
SERPINC1	-4.57825
KCTD21	0.3225
MYOHD1	-2.44475
ZNF37A	0.495666666666667
GTF3C1	0.464833333333333
CTSZ	1.62075
PRNPIP	-0.14075
DRD1IP	-0.03075
NR1I2	-1.63666666666667
ZNF266	-0.622
SPAG4L	0.1635
COX4NB	-0.91225
SAPS1	-0.120666666666667
APOA1	-3.514375
TATDN1	-0.000833333333333334
C10orf82	-0.6205
KPNB1	-1.86975
FOXO3	0.55025
CRYBB2	-1.54
ZBTB5	-0.187
SLC25A38	0.072
DCTN2	-0.494166666666667
IFT20	0.65875
CTHRC1	2.34375
C1orf31	-0.638375
UHRF1	-3.1790625
GPC6	-1.10875
C10orf54	1.8215
MCF2L2	-0.1495
WNT9B	0.232125
OLA1	-0.669625
FAM120B	0.2495
TTLL10	0.103
CYorf15A	-4.8875
RELN	-1.1563
SCN2B	2.02666666666667
MFHAS1	-1.30525
NKX3-2	-1.08633333333333
RASGRF2	-0.674
SSBP1	-0.604833333333333
KPNA6	-0.333142857142857
LOC389118	0.1075
HS3ST4	0.0438
SUPT7L	-0.45525
FLJ32658	-1.92725
IGFBPL1	-0.05075
KIAA1641	-1.1418
SHKBP1	0.0665
CSF1R	4.593
NAGK	0.22225
MYL2	0.504
HIST1H4C	-2.748
TOMM7	0.624125
ADAMTSL3	2.4206
TNFSF14	-0.50275
PRRT2	-1.1745
VTA1	-0.34025
AOAH	3.58716666666667
CRISPLD2	2.17571428571429
PNN	-1.1786
TA-NFKBH	0.26425
ESPN	0.4265
RBM43	0.38
KIAA1267	0.4345
DDX3X	0.185
KIAA1576	-4.7605
PLXDC1	4.19166666666667
FLJ25801	-4.26825
HNRNPL	-0.8785
RUNDC3A	0.471
CASP12	2.107
SH2D5	-1.47625
RPL26L1	-0.3345
OR51A7	0.30875
HDC	2.735
C2orf16	0.0881666666666667
SYTL3	2.17425
GOLGA4	0.817
NOTCH1	-0.124333333333333
ATPAF2	-0.02575
ECD	0.1185
SSX5	-1.3325
SNAP91	0.194
OCA2	-2.42775
PNPO	0.095
DAPK1	-0.140166666666667
PINX1	-0.8275
SELENBP1	1.212875
NEK3	-0.487416666666667
TMED4	0.281428571428571
SSTR4	0.1325
FOSL1	-2.019
CD40LG	0.566
CES1	-0.9605
DCI	-0.0178333333333333
B3GAT3	-0.134666666666667
STK17B	0.3115
CNTN6	0.512
CYP3A4	-1.7115
MBOAT2	-0.324571428571429
PISD	0.156625
USP1	-0.56725
PYDC1	1.75183333333333
CENPM	-2.52775
SAR1B	-0.0645
TTC7B	-0.651625
DP58	0.091
GPC1	0.01175
RBL1	-2.250625
TMEM137	-2.48083333333333
TOB1	-0.447916666666667
TCEAL1	1.56866666666667
CENPF	-3.91145454545455
C6	0.993166666666667
PRSS1	-3.83475
PPIL6	2.639
C6orf124	0.3415
ODZ4	1.259
SNCB	-0.249
NDUFB9	-0.261
CNOT6L	1.03533333333333
S100A9	-0.0638333333333333
TRIM50	0.491
KCTD1	3.0579
WDR63	2.806
SPEF2	2.8275
RNGTT	-0.705
CXorf22	2.1015
KCNK16	0.35775
CEP250	-1.250875
ATPBD1B	-0.144
KCNJ2	3.54825
MT1B	-1.273
ZNF684	-0.364
SLC4A1	0.56425
PDHA1	-1.38
ZNF492	-0.263
TKT	-1.352
BYSL	-1.543
RNF38	0.913
AHDC1	0.4365
KLHL2	0.99175
CMTM8	1.24075
DMP1	0.595
HERPUD2	0.833
CRTAM	3.39316666666667
ZNF572	-0.13
TMEM16J	-0.4275
HSD17B2	0.21125
UBE2G1	-0.3405
AHSA2	-2.77125
PELI2	0.51
TPX2	-4.00925
ATP9B	1.39216666666667
DAZAP1	-0.36125
HMGCS2	1.99833333333333
C17orf38	0.57725
B9D1	0.004625
NKX2-5	-1.52716666666667
KIAA1276	2.065
LILRB2	3.1765
CSTF1	-0.376666666666667
BTN2A1	-0.338333333333333
C15orf48	5.48675
IGF2BP3	-4.271
FAM113B	1.8455
HRG	0.07225
ZNF131	-0.31175
USP47	0.382285714285714
CCDC88B	-0.367625
HCN1	0.6117
HTN1	-0.8125
SYCP3	-0.53125
C13orf23	-1.0799
PAPOLA	-0.1426875
AATK	-0.4226
MSH3	0.220666666666667
NDUFAB1	-0.946
ITLN2	-1.088
BAK1	-0.745666666666667
MRPL45	-0.800333333333333
MTNR1B	0.149
LOC645843	-0.393
SPECC1L	0.063875
PGCP	1.10225
SPN	-0.31325
GPR143	1.2245
ZNF576	0.6885
TMEM39A	0.9902
ATP5D	0.0238333333333333
MAGEB3	-3.287
RPS5	-0.333333333333333
ANP32E	-1.774
MTMR1	0.43
YEATS4	-0.5185
SYNGAP1	-0.5055
PCOLCE	-0.153333333333333
MNS1	0.06425
PCYT2	-0.831
ZNF182	-0.2325
LAX1	0.56425
SPPL2B	0.1439
ELOVL5	0.9583
PCDHAC1	0.011
B4GALNT1	-1.41283333333333
BLOC1S2	0.433125
ZNF673	0.0597
ARHGAP21	0.397833333333333
IRX5	2.014
LRFN5	1.38
FAM7A1	-0.52075
RAB19	0.6885
GINS1	-2.95925
ITM2B	1.306
PAPSS2	1.284
OR5BF1	0.2085
ACSL3	-0.492125
KIAA1919	-0.8
GLT8D2	3.164125
UTRN	0.457
CNN1	3.11
HISPPD2A	0.215833333333333
SDAD1	-0.298
SIGLEC9	1.20466666666667
RPL35	0.0917142857142857
C22orf26	0.371
IMPDH2	-0.05625
WDR69	-1.162
SEC14L5	-0.300833333333333
CLTA	0.235
RP11-529I10.4	1.19725
GPR37L1	0.234833333333333
OGDH	-0.27675
ASB13	0.480333333333333
ZFP14	0.31275
ZCRB1	-0.0933333333333333
KPNA3	-0.00875
HSPA1L	0.59425
RHOC	1.209125
LOC554175	0.13475
PPP3CA	0.429
SLC1A7	-0.5188
ZNF529	-0.341333333333333
RBED1	-0.1
DDB2	-0.7805
FLJ11286	0.688166666666667
SPATA1	0.9655
MKNK1	0.0263333333333333
DYSF	0.875
ALKBH2	-0.22175
NKD1	-2.31416666666667
C1orf174	-0.317
PLEKHO1	0.946333333333333
ASB10	-0.01775
RING1	0.0226666666666667
NPC2	1.073375
AVPR1B	-0.031
YTHDF1	0.04
LMAN1L	0.27
GSG2	-3.322
CEP170	0.1866
RPS4Y2	-4.9555
MSH6	-1.244
HECTD2	0.5715
ZNF556	-3.70683333333333
PLEKHC1	0.1049
AIRE	0.00816666666666667
BCL2L10	1.29525
LMOD3	0.389166666666667
ZBTB8	0.3402
FOXA2	-3.5631
SLCO2A1	3.078875
C3orf46	-0.283
PRDM16	0.182
TMEM98	0.6665
FRMD5	-2.5175
PDE6C	-1.2875
C1orf216	-0.0723333333333333
EP400	-0.397071428571429
PTK2	0.269416666666667
RNF217	0.4985
NDUFA8	0.373
ZFAT1	0.43725
LAMP3	2.37633333333333
GLTSCR2	1.437375
NPW	-1.537
LLGL2	-0.6473
PPM1K	-0.960166666666667
C20orf177	-0.4945
KIR2DL4	0.5231
NFKB2	0.76875
C21orf122	0.231333333333333
HESX1	-0.23475
GPR114	0.884666666666667
SLC25A35	-0.316333333333333
GNAT1	0.17975
ORAI3	0.42
FAM76B	-0.619125
TMEM99	0.5061
TRIM29	1.359
CDS1	2.17175
RHEB	-0.5569
C4orf27	-0.101666666666667
RAB3A	-0.2545
OTUD6B	-1.0745
GPD1	-0.619625
CDH15	-1.56183333333333
NPM1	-0.624571428571429
TMEM117	0.131
PRPS2	0.173666666666667
GCK	-0.382
ADRA2A	4.80716666666667
TSPYL4	0.5535
TASP1	0.6145
WDR19	0.349583333333333
C10orf38	-1.13325
PDE4C	-0.816166666666667
FYB	1.09636363636364
C1orf55	0.600666666666667
PPFIA3	0.026
RAD18	-0.17
C12orf44	0.304666666666667
CRYBA4	-0.4845
HVCN1	1.27025
TAF10	0.133333333333333
C16orf48	0.234666666666667
DEPDC5	0.485333333333333
LTBP1	-0.858
MAPRE1	0.064125
FGF8	-0.109
C3orf52	0.045875
SENP7	0.152666666666667
LRRK2	1.47175
RUNDC2A	-0.2415
KIAA0355	0.935833333333333
CPEB1	-1.155
PPEF2	0.087
ABI2	-0.6565
KIAA0317	-0.287375
ATF1	-0.594333333333333
DYNC1H1	0.3715
DIP	0.29425
TMEM33	-0.251777777777778
POLDIP3	-0.06225
C7orf24	0.592
GPR171	3.49
CDC6	-4.84883333333333
PLD1	-0.3131
ITFG2	-0.00689999999999995
NDUFC1	0.17525
AKNA	-0.1155
NBR1	0.29325
PKHD1	1.41425
HPS4	-0.8009
MAFA	0.441
ULBP3	-0.29225
DIRC1	0.511
IMMT	-1.11425
C22orf13	0.100666666666667
CEL	-0.04675
MARK3	-0.28575
ADAMTS2	0.934
ARPC3	0.224166666666667
TMEM10	0.288625
NPHS1	-0.04125
BRD8	-0.446333333333333
WDR12	-1.8975
IDI2	0.04075
HOXD13	-1.982
OR8G2	-0.89775
SLAIN1	-1.89925
GABRQ	-0.2755
NR2C2	-1.0645
NKTR	-0.7524
TLE2	1.0195
KIAA0892	-0.227166666666667
AURKA	-3.65763636363636
GPRC5C	-0.543
TBC1D9B	0.32825
PNPLA6	0.103
AP3B1	-0.3445
NAG	-0.475375
C11orf68	-0.1095
AKR7A3	1.23475
AHCYL1	-0.05225
COP1	0.783666666666667
RPP14	0.1125
PCDHB18	0.7675
CDH24	-0.05525
KRT17	1.2956
LACTB2	-0.3115
DDX24	0.4654
PHACTR1	-1.903
SLC35E2	-0.502
LOXL1	0.0455
IQSEC2	0.345125
RGSL1	0.552
PCDHGC5	0.257
MEGF10	-0.176375
PRRX1	1.35516666666667
ASTE1	1.0185
C6orf159	-0.91375
MYOD1	0.4045
GAA	-0.13775
ZNF747	0.68925
KLRC1	-0.4365
IL1RL2	0.3345
GDF9	0.844
GPR119	-0.0255
TRAF2	-0.381
HCK	3.17716666666667
BMP6	-2.11225
IL8RA	0.229666666666667
FLJ35848	-1.00125
EFHA1	-0.338
CDSN	-0.541333333333333
C14orf54	-0.206166666666667
LSM3	-0.2055
ZFP41	0.095
C9orf126	-1.29316666666667
VIT	-1.024
SPCS3	-1.284
DEF8	-1.2584
CHAF1A	-1.69283333333333
C1orf165	0.623833333333333
ZFPM2	0.7825
FTH1	0.61475
SLC35F1	-1.4765
YWHAH	0.718
C17orf66	0.0285
ADRB1	1.7945
FOXL1	-0.0775
RG9MTD3	0.257666666666667
UMPS	0.166625
MGC13008	-0.2195
KIAA1161	-0.133
CCDC77	-2.137
C12orf65	-0.424
COG4	-1.02866666666667
RCP9	0.145
RP4-692D3.1	4.214
CDC2L5	0.23375
MGC7036	1.33016666666667
DNAJC11	-0.80775
GDF2	-0.138333333333333
TIMM17A	-0.75075
HNRNPA0	-0.6884
OR2H1	-0.16575
PCBP1	-0.388375
COL23A1	-1.2165
LRRC2	0.456071428571429
NSD1	0.364642857142857
FLJ37078	-0.544
WDR91	0.112333333333333
TMEM179	-0.14925
DSCR10	-0.049
CNDP2	0.9838
FYN	-0.2455
BEX2	0.611666666666667
KCND3	1.19375
YPEL5	1.024625
LRRC42	0.0246666666666667
C17orf45	-0.5695
ZNF649	0.5226
LOC150763	1.085125
COL5A2	2.63891666666667
CNGA2	0.247
ELA2B	-0.779333333333334
RAB9B	-0.26725
FAM100A	0.68525
NAIP	1.43785714285714
MYOZ2	0.086125
SPATA12	0.2885
XRCC4	-0.55325
CYB561	0.5679
CHST10	-0.96275
BAI1	-0.992666666666667
BRSK1	-0.365
C17orf89	-0.721875
PDE6H	-2.312
FLJ20309	-0.0293
MAP7	0.52
SCN4B	2.86225
SPAG9	-1.131
SERTAD1	1.35683333333333
FLJ21963	-2.16825
ANTXR1	0.9278
TMPRSS13	1.6195
ETV7	3.049
DGAT1	0.586
NKIRAS1	0.918833333333333
TAC3	-3.848
CORO1C	-1.03641666666667
RAD54B	-1.19225
HRASLS3	1.28566666666667
C21orf42	-0.15625
BARD1	-0.993
ZNF177	0.789666666666667
MIP	0.35
ZNF442	1.0835
F2	-3.5828
GRIA1	0.1925
GALNTL2	1.09483333333333
WNT5A	1.0201
LENG9	0.1005
hCG_25371	-1.6305
FOXR1	0.237
TRA@	0.767
PWWP2	1.26175
C1QTNF7	1.8185
SLC7A4	2.13975
C4orf7	3.9295
C17orf80	-0.7555
KLK4	0.675
IL31	0.133
TMEM176A	3.785
CTNNB1	0.3983125
BHLHB2	0.92625
TMEM185B	0.172
ARD1B	-0.52325
C1orf93	0.528
BRUNOL4	-0.625166666666667
LOC541469	-1.12858333333333
UPK2	-0.32125
GAS8	-0.1865
PATE	0.4525
IMPACT	0.72075
WNK4	-2.06816666666667
HNRPLL	-0.439
GAD2	0.4205
ITGA6	0.10975
BMP15	0.0733333333333333
CYP2A7	0.898125
RIC8A	0.472625
CCND1	-0.568583333333333
USP35	-0.069
DSCR2	-1.57675
CCL4	4.90383333333333
ZCCHC10	-0.0905
NOL11	-1.4525
TRPM2	1.65158333333333
PSMD2	-0.890545454545455
CHTF18	-1.93275
USP18	0.226
RRAS	0.470625
LAMC3	-0.12775
TOX	-2.28
PCDH15	-1.139
GABRG3	-2.09425
NUDCD2	-0.476875
SGCZ	0.1855
KCTD17	-0.0086
SPSB2	0.385
TPPP3	3.832
CILP2	1.41183333333333
CALB2	1.501625
CEBPZ	-1.01283333333333
ZNF479	0.1775
FMOD	4.87833333333333
C21orf66	-1.42107142857143
CLN6	-0.700833333333333
ANAPC1	-0.988875
SH2D3C	1.6045
PTPN14	-0.2276
TRIM42	0.30625
APTX	0.324
SNRPG	-1.18183333333333
BMS1	-0.60125
MAGEA3	-3.868
NFATC3	-0.82575
LRRC45	-0.626333333333333
ARS2	-0.779
LRIG1	3.08416666666667
EPSTI1	0.927333333333333
PRSS27	0.54075
ERC2	0.098875
PRKACB	0.460357142857143
PRDM13	-5.281
HCG27	-0.78025
KLK12	-3.125
HSD17B7	-0.192666666666667
ZNF354A	0.449
PCDH11X	0.485
DMGDH	0.41725
PCBD2	-0.5555
TMC6	-1.6885
RIMS1	-0.337625
SF3B2	-0.533
RCN1	-1.0645
CPB1	2.494
BCAR3	-0.406
FCRLB	-0.373
PAK1IP1	-1.055
OR10H1	0.1435
KIF9	1.9417
PITPNM2	-0.655375
L3MBTL4	0.56025
TGFB1	-0.1551
ZXDC	-0.09675
SLC6A16	-0.16725
SRrp35	-0.59275
LRRC8E	1.621
PPIAL4	-0.851166666666667
EOMES	2.00016666666667
PAX2	-0.41
SCARF2	0.426375
PSEN2	0.807916666666667
PCDHB13	0.03775
C10orf28	-0.36725
DHRS7B	0.634857142857143
C1orf131	-0.1045
ASB1	-0.9946
ZNF223	0.333833333333333
LCMT2	0.68525
MEP1A	-0.7415
TMEM53	0.1255
RSPH3	1.00775
C10orf33	-0.5145
LOC644285	-0.21075
PTPN9	0.803166666666666
ABCA12	-1.66875
CCDC37	-1.3295
RUNDC1	0.3884
YES1	-0.1565
FAM120AOS	1.28875
OR5M3	-0.1025
PPP1R3F	0.164166666666667
IL13	1.2491
MDFI	-0.7255
PRNT	-0.0415
ZDBF2	0.692
OR10C1	0.335166666666667
CLIC1	-0.612666666666667
LILRA5	0.626666666666667
CSAG1	-3.65816666666667
TREML2	-0.145833333333333
FAM125A	-0.249
ZNF74	-1.0835
FAM104A	-0.80925
LRRC39	-1.518
SAMD5	1.6465
HYAL2	0.528
HIST2H2AC	0.058875
IGFBP5	-0.210826086956522
NRTN	-0.855166666666667
KIAA0556	0.7824
FAM29A	-1.19411111111111
JMJD2A	0.42425
EPHB1	1.65475
POLD4	0.49
ANAPC10	-0.48725
LRRC36	0.399
MEGF6	0.28075
LPHN3	0.828
BMP10	-0.005
C21orf55	0.2525
CREM	0.5825625
PTGER4	1.5515
METAP1	-1.185
KCNQ1	1.43033333333333
NR2F2	0.942125
SSFA2	-0.6575
CTTNBP2	-0.87625
BCL2A1	-0.038875
ZBTB24	-0.364125
SLCO6A1	-1.16766666666667
PRDM1	0.8292
OR7D2	1.75333333333333
CCDC47	-0.7667
LOC646982	0.621
SLC26A6	-1.2455
BIN1	0.1175
SRRM1	-0.288
PCSK1N	-0.51825
ALS2	-0.1574
ECT2	-1.46278947368421
CACNA2D2	0.32975
DOCK6	-0.23275
C10orf119	0.1325
FATE1	-0.00274999999999999
DUSP23	1.691
TRIP6	0.609642857142857
NUP35	-0.59625
CDH3	1.9995
KLHDC8A	0.926
C9orf116	2.587875
EI24	-0.1135
CENTD1	0.896333333333333
RWDD2B	-0.376166666666667
DOCK1	1.244
NPAS2	-0.369125
NR3C2	3.24316666666667
FAM63A	1.27083333333333
INPP5F	-0.576166666666667
FAM111A	-0.463
MYBL1	-2.58766666666667
IQGAP3	-2.69616666666667
CRADD	-0.517833333333333
DUSP12	-0.89725
PDZK1IP1	3.67875
VASH2	-0.6995
CTR9	0.43775
VIL1	-3.837
OR8U1	0.425333333333333
CCDC107	0.7255
PTTG1IP	-0.408875
OR4X2	0.35525
COL9A1	-1.2995
PSMD9	-0.44375
ZFP62	0.39025
TIP39	0.64525
PARP15	0.291
TTC19	-0.131125
C1orf114	-0.639166666666667
GFPT1	-0.00600000000000001
SLC27A6	0.7585
MRPS10	-1.1849
CALML5	3.9525
TRPM7	-0.1385
CGNL1	0.819625
CECR1	1.0605
SERPINB8	-0.434833333333333
TMEM102	0.505875
PDIA2	-3.31475
NUCKS1	-0.272333333333333
