Hybridization REF	TCGA-A7-A0DB-11A-33R-A089-07
C15orf29	-0.137125
ADAM9	0.48975
TMUB2	0.4035
GPR176	0.41875
AGK	-0.36975
MCCD1	-0.1315
NDUFA4	-0.40275
TMEM146	0.14375
DUSP1	3.499875
UNQ6975	1.6775
EMX2OS	5.0255
INSM2	0.4085
LUZP4	-0.62725
SETD6	-2.24375
P2RY2	-0.65425
SLC45A2	-1.2985
RABGAP1	0.3625
UBXD5	0.314625
GPRC5A	-1.6847
PAK3	2.16216666666667
LOC63920	-0.446
TGFBR1	0.7397
KRTAP6-3	-0.2925
SFMBT2	-0.332
CDC42	0.0799375
C11orf35	-0.8725
TTLL2	-0.1675
UACA	0.923833333333333
CD97	0.9432
SETD5	-0.385125
NINJ2	0.6765
PTER	0.1105
POMGNT1	-0.305
KRTAP4-2	-0.134
ECGF1	2.2045
HRB	0.386363636363636
ATP1B2	0.3255
LOC400506	-0.96625
COL4A3BP	1.87975
C6orf97	0.757
GRHPR	0.494
TAS2R1	-0.185
SEMA7A	-1.80275
EDF1	0.0965
ODF2L	0.5636
PCID2	-0.364166666666667
GTF2H4	-0.430833333333333
ZCCHC3	-0.682625
CGB2	0.186333333333333
NEUROD1	-0.09925
C20orf75	-0.1695
RP5-1054A22.3	1.99333333333333
IFNA5	-0.018
ZNF134	-0.287416666666667
MGC119295	-1.2221
ZSWIM6	0.049
SMEK1	0.138
PCGF2	0.277125
C1orf102	1.82075
CYP2A13	1.134
KCNH6	-0.376
MDM1	-0.5602
ALDH7A1	-0.0733333333333333
C9orf75	-1.6085
VDAC3	-0.036375
OR51T1	-0.0055
EIF3F	-0.044
KCNJ10	-0.782375
LENG8	-0.01375
EDEM2	0.59025
CCNJL	-1.32833333333333
DHX37	-1.1715
CRYGN	1.5595
AATF	-0.4455
ZNF630	0.4905
E2F5	-2.5785
WFDC13	0.11125
FTSJ3	-0.892
C4orf33	0.12775
LHFPL4	-2.4925
C19orf56	0.14875
SMAD4	0.485875
AFM	-0.5445
G0S2	6.22075
FCHSD2	0.6265
RRP1B	-1.1531
EEF1B2	-0.619833333333333
STAT6	1.72616666666667
ZNF195	-1.0665
GNL1	-0.141166666666667
ZNRF2	0.0676666666666667
PER3	0.975125
ASB16	0.641
C10orf10	4.57228571428571
ADCY8	0.176
C9orf58	1.65183333333333
ARMC10	-0.521833333333333
PSG1	-0.421
DHX34	-0.37025
VARS2	-0.386125
NFIC	1.3135
ITPR2	0.75525
AGXT2	0.792666666666667
OR6K3	0.571
H2AFZ	-1.55966666666667
MLLT3	-0.166083333333333
COX4I2	2.63
CCNT2	-0.170875
PLK4	-2.436625
NUMBL	0.614833333333333
MED16	-0.33
PLEKHQ1	2.7505
GOSR1	0.263166666666667
BTG4	0.461
RPL30	-0.15925
IGSF5	-1.24875
IGFL2	-0.891666666666667
ELMOD2	0.281666666666667
SHC3	1.5385
HAVCR1	-0.4365
DYNC2H1	0.304375
RNF5	-0.560833333333333
C2orf7	0.348
NLF1	0.7915
KLHL25	0.09525
LRP10	1.1293
KRI1	-0.639
PUS7L	-0.754333333333333
MGMT	1.21625
HOXD1	0.764666666666667
CSH1	-0.021
ATG16L2	-0.6375
FLJ44635	1.3225
CHODL	1.983
EXOSC8	-1.31075
SLC28A1	0.07725
MYO7B	-0.366
SEH1L	-0.9372
MTNR1A	0.0828333333333334
TSPAN5	-0.6885
CDC45L	-4.14566666666667
AMIGO1	0.3945
ATAD3A	-1.4545
OSGIN2	0.5785
PDIK1L	-0.606333333333333
DARC	4.556875
PIPSL	0.384
SHMT1	1.612
CRISP3	-0.262
POPDC2	2.18916666666667
ZRANB2	-0.913666666666667
FBXL8	0.37975
TRIP13	-3.22227272727273
EIF5AL1	-0.9115
POU5F1P3	-4.954
IL6	0.330833333333333
CXorf38	-0.408166666666667
IFNA16	-0.068
FBXL2	0.256166666666667
BRD1	0.08525
STATH	0.5905
FBXO44	-0.180666666666667
MCCC2	-1.07325
CDC2	-2.9511
C5orf23	2.268
IVD	0.149333333333333
C10orf122	-0.5865
MSL3L1	0.3023
MVP	1.05275
EPOR	-0.3528
ZMYM1	-0.880166666666667
BCL7C	0.557666666666667
PSTPIP2	0.0951
LYPD1	-2.88125
OR8G5	1.5425
ZP3	-1.1395
BCAS4	-1.59433333333333
EDG6	2.5725
ISY1	0.2975
PRAMEF2	-0.74275
CUL1	-0.20925
RNF213	0.4464
CCRK	-0.3125
DHX9	-0.636
C13orf29	0.05775
NCKAP1	0.996666666666667
MRPL43	0.428
XPR1	-0.13375
PKN2	0.5941
PODNL1	-0.682
ZNF333	0.449
DALRD3	0.31225
OPN1SW	0.515
BTBD6	1.5725
C11orf82	-3.0365
OR5P3	0.7095
DUSP11	0.164
L1CAM	-1.328
NEK11	1.59916666666667
OR7E91P	0.3855
CNTN3	2.7846
CREB3L2	0.0515
ZBTB37	0.349
KIAA1324L	0.59525
NDUFB10	-0.0191666666666667
NUDT2	0.3385
GTPBP8	-0.29975
CACNA1D	-0.844
PRKAA2	-1.09283333333333
PRDM8	-0.055
MGC16075	-1.178
KRT14	-1.79921428571429
PP8961	0.382625
MRPL18	-0.419
ABCG2	-0.81725
PACRG	1.475
BBS2	0.161
KREMEN2	-4.6725
FBXO21	-0.033
HNRPUL1	0.261833333333333
GRB10	0.4945
CLSTN1	0.526375
LMAN2	-0.1135
C17orf61	0.25275
NIPSNAP3A	0.437
INSIG2	-1.1225
PCDHB7	0.837833333333333
STXBP2	-0.609125
CMAH	1.12533333333333
SEMA5B	-0.91425
ZNF155	0.124666666666667
COQ6	-0.308833333333333
PRPF4	-0.77475
TSPAN15	2.5117
VN1R5	0.6165
LATS2	1.55925
SELK	0.23975
PGK2	0.35625
MS4A1	-1.3535
TYW3	-0.3623
KRTAP5-1	0.59775
RCCD1	-1.434
BTN1A1	0.58275
DDX28	-0.69125
TMEM65	-0.5335
LOC92345	-0.1355
TTC31	-0.08375
WDR46	-0.85
CHP2	-0.960333333333333
LSP1	1.362875
ZNF542	-0.174
EXOSC1	-0.43025
ARHGAP18	0.670833333333333
LRRTM4	-0.736125
MAOB	4.09341666666667
CACNB4	0.63525
MGC33846	0.934625
RANBP3L	0.442375
ATP5L	0.098
ONECUT1	-2.713
NUDT9	0.494
TMEM149	1.5875
STX17	-0.03
IGSF10	-0.03875
TMPRSS9	-0.1145
BMPR2	1.29816666666667
ALLC	0.1475
KLF7	1.104125
GCC1	0.1087
TIMM9	-0.70175
CDO1	5.38216666666667
MGC10701	-0.708
IFI6	1.01733333333333
FRMD8	0.765
MGAT2	0.19075
WBP5	0.3955
CNIH2	-0.315
KIAA0907	-1.8612
KCNH8	-1.046
CTSG	2.318
GRIK1	0.213833333333333
CUL5	0.693875
FRMD1	1.027
OR9A4	0.2065
SYT6	-2.13925
FOXD4L2	-0.37675
ANAPC2	-0.291666666666667
OPN5	0.154
TAF13	0.045
LYG2	-0.6835
GGNBP1	-0.4905
C11orf40	-0.149
OTX2	-1.1605
REG4	-0.436333333333333
EIF5	-0.26325
PALB2	-1.20875
SEPSECS	-0.0096
RNASE3	0.18375
TRIM49	-1.84
POLR2K	-0.5785
GPR42	1.391
C8B	-2.5425
SASS6	-1.39325
PREB	-0.102666666666667
OR3A3	0.182
TUBA8	0.780375
IGLV2-14	-3.537
STIL	-3.362
ANKFN1	-0.734666666666667
NME7	-0.7355
HOXC12	-1.5075
UBE2C	-2.526
FHOD1	-0.338375
CDK2AP1	0.520583333333333
OR6K2	0.29425
DHPS	-0.5985
RPL5	-0.507166666666667
TRGV5	-0.2955
LOC541472	0.75675
HCCS	0.1937
DENND1B	0.4355
LHX3	-0.4675
OR5D16	0.406
CXorf57	-1.61533333333333
IRF2BP1	0.3625
NDST2	0.632166666666667
LCE3D	-0.404
BOLL	0.072875
SYT3	-1.0935
PIH1D2	-0.342
C20orf7	-0.699666666666667
IL1R2	1.88016666666667
SLAMF9	0.6605
PPME1	-0.8855
PIK3CA	1.13775
TRAPPC1	0.292875
COLEC10	-0.81
SLC9A6	0.176166666666667
PDDC1	-0.572166666666667
CCDC53	0.663
GK3P	-1.26075
DAZL	-0.8665
BRI3	1.351
SDK1	1.532
CYP2C18	0.65725
IFI44L	2.907625
RPL3L	0.157
FUT9	-1.55633333333333
KIFC2	-1.32383333333333
PMP2	-0.097
SLC4A9	-0.238
PLAG1	-1.37583333333333
MYCBP2	1.60816666666667
OR4E2	-0.1895
CCDC65	0.33975
C16orf82	-0.123375
ENTPD4	-0.1075
BRP44L	0.798375
PMP22CD	-0.173
TMCO4	0.849666666666667
KCNN1	-0.558666666666667
WDR35	-0.62075
CCDC80	4.272625
C3orf31	-0.9065
SLC7A9	-1.35275
TMEM190	-1.46125
DBC1	-2.0315
FADS3	1.28216666666667
PDZD8	-0.242833333333333
GRM5	-0.09675
AZGP1	1.853
PEX3	-0.3075
MED1	-0.438142857142857
ATG4C	-0.0518333333333333
HNRPH3	-0.661875
FAM109B	2.473
C4orf17	0.108
CA10	-0.753
OPRD1	-0.03
CCL16	-0.79025
SACM1L	0.18775
CST6	1.09825
CD63	1.59425
LGI1	-1.116
ZNF784	0.51925
CRYBB1	1.0545
CX3CL1	0.9523
TOP2A	-3.193625
GYPB	-3.865
GADD45GIP1	-0.81975
FEN1	-2.525
IGF1R	-1.0639375
WDR72	-2.9575
PURG	0.224
DEFB126	-0.11625
PKD1L1	0.4765
CAV1	2.0224
GNPDA2	0.5702
DGAT2	4.00425
NLGN1	-0.63025
STRBP	-1.966375
HPRT1	-1.86466666666667
FANCI	-3.240625
PSMA7	0.1995
DBF4B	-0.986333333333333
TTF1	-0.2875
RAD54L	-3.31425
ELOF1	-0.264
PLAGL2	-1.295625
ZNF256	-1.02375
HMGCL	0.77025
MSI2	-2.08816666666667
RPESP	-1.45983333333333
C11orf60	0.0955
ABCD1	0.918
ACAA1	0.8594
SPARCL1	5.86528571428571
IL6ST	1.7435
ZNF319	0.8425
TMEM109	1.0284
FAM90A1	-1.26966666666667
IL22RA1	-0.495
ATP4B	0.45
TEC	0.598166666666667
C7orf30	-0.876
TXNDC2	-0.7055
ABCB4	-0.2375
KIAA1191	0.4385
C9orf38	0.5755
SFTPB	0.3275
CNTNAP2	-2.03966666666667
FRK	0.2375
TBX19	0.1715
CHD4	-0.116
C6orf26	-2.05416666666667
MOSC2	2.224
IKBKE	-0.253
HIF1A	-1.69
LOC595101	-1.035
RELA	0.0393333333333333
TMEM16B	0.926666666666667
ABHD12B	-2.148
TSEN34	-0.49175
KIF18A	-3.48025
TXNDC9	-0.372833333333333
SPATA2L	0.412
SEMA4G	-1.8335
C21orf91	-0.56925
MATN1	-0.4125
KCNIP4	0.0153333333333333
TUSC1	1.868625
OR4C15	-0.00149999999999997
ARMCX6	0.240166666666667
WBSCR27	-1.56516666666667
OR52I2	-0.1555
KIAA1604	0.3385
DYNC1I1	0.37675
PPP4C	0.07975
SLC47A2	-1.89016666666667
TREH	-0.148
CD48	1.31216666666667
ST14	0.193666666666667
PKN1	0.19325
SPON2	3.0835
XBP1	-1.37558333333333
SFRS12	-0.658333333333333
EFCAB6	1.171
SELT	0.046
SLC39A2	-0.459
ERF	-0.776
ARL3	0.314
SURF6	-0.5721
MLLT10	-0.204809523809524
FLJ11171	-0.0155
TDGF1	-3.70783333333333
ERCC6	0.41575
EIF2AK4	1.42225
BAZ1A	-0.575833333333333
LRRN3	2.12966666666667
TMC3	-0.108
EFTUD1	-0.17975
PTPRO	2.311
CLEC12A	1.11325
ACBD4	0.47025
ZDHHC14	0.11775
OTUD7B	0.511125
ACTB	0.7674375
MSRA	0.844
LCE5A	0.909
IFI35	0.579
BSCL2	-0.159666666666667
ANKRD12	0.497833333333333
CFHR2	1.193
RGAG1	-0.0445
HSFY1	-0.0295
SLC30A5	-0.218166666666667
IMPG1	0.038
GPR109A	2.0095
ZNF185	0.43625
IYD	-0.133
NPCDR1	-0.0565
SERPINA13	-0.357
HMGCLL1	0.11325
NEUROG1	0.610833333333333
UBQLN1	-0.6344375
LIN37	0.352
SOCS2	0.0005
DSCR4	-1.525
XKR6	-0.33775
GPR142	0.3575
KRTAP13-3	0.1685
CCDC15	-0.934833333333333
MOS	-0.3675
CD1E	-1.323
OFCC1	-0.0268333333333333
FAM83D	-3.69325
SRFBP1	-0.346
C9orf96	-0.5245
DHDH	0.11825
CCDC90A	-0.2115
RABL3	0.8684
CD320	-0.933833333333333
ANGEL2	-0.0800833333333333
MRPL21	-0.78575
SMG6	0.807
INSR	1.317875
FLJ14816	-0.7185
GLRB	0.8145
C9orf89	0.07425
CIZ1	0.08025
URG4	-0.0296666666666667
LRDD	-2.01183333333333
CBY1	1.29283333333333
NFX1	0.196
MTERFD2	0.213857142857143
C19orf23	0.252
PGC	-2.911125
IER3IP1	-0.89
RASAL2	0.539583333333333
C1orf89	-0.21
SYNJ1	0.044375
NFKBIE	-0.00475
FLJ40125	-1.28166666666667
TCEB2	-0.4549
NOG	-1.62
POLR2J2	-0.2155
HLA-B	2.7635
PCDHA1	-0.144
PPP2R2B	-0.24475
ARHGEF17	0.8805
TCF7L2	1.62335714285714
CHD5	-0.509333333333333
ZNF431	-0.407625
TBC1D25	2.00125
ZNF800	0.053
SCUBE2	1.44518181818182
MYCBP	-0.943166666666667
GPX5	0.112
C6orf129	-0.979666666666667
QSER1	-0.602833333333333
ULK2	1.77375
PIGO	-0.565166666666667
NRCAM	-2.77157142857143
SLC35E3	-0.408375
CSRP2	0.58225
HYPE	0.774
MAPK15	-0.0635
MGC14327	-0.043
TIMM13	-0.894166666666667
ZNF462	0.322
GBA3	0.07625
TEX13A	-0.268
MCM6	-1.56411111111111
MTRF1	-1.050125
ABCA7	-0.6115
EIF4A2	0.1445
ZC3H10	1.1057
RPGR	0.223666666666667
C20orf94	-0.1435
RP1L1	-0.166
GPR125	-0.10925
USP22	0.0756428571428571
OR1L4	-0.1775
MLZE	-0.7135
FLJ32065	0.07225
PTCD1	-0.70475
CRTAC1	1.57316666666667
BXDC2	-1.877
C18orf1	0.7745
FAM107A	3.66285714285714
EFNA3	-0.6875
P18SRP	-0.0449
CAMKK2	1.17191666666667
KIAA0649	-0.9355
NES	0.1375
HS6ST3	-2.116
PON2	-0.696
TCP11L2	0.1315
CLEC4A	2.603
PRR12	0.3315
MLXIPL	1.0426
C2orf50	1.8565
ZNF28	0.342
ENC1	-0.397166666666667
MAP2K1	0.117875
FKSG2	1.3
KIAA0430	1.0865
PTP4A1	-1.48161111111111
GPR156	0.65
GTF3C6	-0.33475
UBR2	0.1545
LOC388272	-1.36475
MAK	-0.0185
ACOT4	1.97225
STC2	-3.85191666666667
PIGW	-1.077875
SAE1	-0.596875
COL6A1	1.39336363636364
OAZ1	0.712166666666667
STMN4	0.376333333333333
EDG3	1.12366666666667
SGCE	1.29916666666667
IL11	-1.9525
PRSS8	-3.289125
YIPF5	0.9105
WNT4	2.243
CSN2	0.4975
TCF7	-2.650625
TDO2	0.09125
SAMD9	0.418
S100A7A	-0.082
MMRN1	4.8965
GKAP1	0.79925
AKR1C3	2.374375
RNF19A	0.573375
GMDS	-1.19075
YKT6	-0.358125
SPARC	2.2313
C12orf31	-0.4465
UBE2V2	-0.8465
FBXL18	-0.232166666666667
KIAA0460	0.4235
ADAM22	-0.212125
SERPINC1	-4.32225
KCTD21	1.327
MYOHD1	-2.387
ZNF37A	-0.0363333333333333
GTF3C1	-0.1145
CTSZ	1.8085
PRNPIP	-0.493125
DRD1IP	0.22275
NR1I2	-2.2565
ZNF266	-0.572
SPAG4L	0.2215
COX4NB	-0.72125
SAPS1	1.1885
APOA1	-3.581625
TATDN1	-0.807333333333333
C10orf82	-1.82825
KPNB1	-0.48575
FOXO3	1.007
CRYBB2	-1.0575
ZBTB5	-0.895666666666667
SLC25A38	-0.31025
DCTN2	0.316
IFT20	0.1505
CTHRC1	1.57825
C1orf31	-1.41175
UHRF1	-2.546375
GPC6	1.62525
C10orf54	3.25525
MCF2L2	-0.330333333333333
WNT9B	-0.203875
OLA1	-0.813875
FAM120B	0.88425
TTLL10	0.37
CYorf15A	-4.7505
RELN	-0.7939
SCN2B	2.14941666666667
MFHAS1	-0.17525
NKX3-2	-1.25133333333333
RASGRF2	1.7485
SSBP1	-1.44066666666667
KPNA6	-0.179285714285714
LOC389118	0.542
HS3ST4	-1.5054
SUPT7L	-0.39575
FLJ32658	-1.09275
IGFBPL1	-0.76925
KIAA1641	-1.5738
SHKBP1	0.171333333333333
CSF1R	4.63025
NAGK	1.24125
MYL2	1.626
HIST1H4C	-1.97316666666667
TOMM7	-0.27375
ADAMTSL3	4.2113
TNFSF14	0.78675
PRRT2	-2.22725
VTA1	-0.371125
AOAH	3.24566666666667
CRISPLD2	2.12685714285714
PNN	-1.4599
TA-NFKBH	0.15175
ESPN	-1.713
RBM43	0.267
KIAA1267	-0.152375
DDX3X	0.354888888888889
KIAA1576	-3.83925
PLXDC1	4.7025
FLJ25801	-3.9875
HNRNPL	-0.18875
RUNDC3A	0.423166666666667
CASP12	1.8605
SH2D5	-1.615625
RPL26L1	-1.327
OR51A7	0.074
HDC	3.827
C2orf16	-0.09
SYTL3	2.911
GOLGA4	0.4961875
NOTCH1	1.03683333333333
ATPAF2	0.13925
ECD	-0.15825
SSX5	-1.38133333333333
SNAP91	0.1175
OCA2	-4.32025
PNPO	-0.107333333333333
DAPK1	0.709
PINX1	-0.635
SELENBP1	2.23675
NEK3	-0.160916666666667
TMED4	0.143
SSTR4	0.1455
FOSL1	-2.508
CD40LG	0.6515
CES1	1.68708333333333
DCI	-0.493333333333333
B3GAT3	-0.837833333333333
STK17B	0.3165
CNTN6	0.39775
CYP3A4	0.006
MBOAT2	-1.19235714285714
PISD	0.829
USP1	-1.61025
PYDC1	0.474
CENPM	-2.186
SAR1B	0.085
TTC7B	1.284375
DP58	0.2435
GPC1	0.246
RBL1	-1.4725
TMEM137	-0.923666666666667
TOB1	-0.530083333333333
TCEAL1	0.392666666666667
CENPF	-3.29045454545455
C6	5.99483333333333
PRSS1	-4.25825
PPIL6	0.614166666666667
C6orf124	1.17
ODZ4	1.29566666666667
SNCB	-0.20775
NDUFB9	-0.165875
CNOT6L	0.364833333333333
S100A9	3.64933333333333
TRIM50	0.1275
KCTD1	-0.1212
WDR63	0.578
SPEF2	0.374875
RNGTT	-0.242166666666667
CXorf22	0.197
KCNK16	0.26525
CEP250	-1.63525
ATPBD1B	-0.51525
KCNJ2	3.48025
MT1B	-0.5695
ZNF684	0.0015
SLC4A1	0.201
PDHA1	-0.29075
ZNF492	-0.39925
TKT	-0.06625
BYSL	-1.541375
RNF38	0.54925
AHDC1	-0.058
KLHL2	0.685625
CMTM8	0.45875
DMP1	-0.3355
HERPUD2	0.420625
CRTAM	2.59633333333333
ZNF572	-0.393
TMEM16J	-2.5195
HSD17B2	-4.512
UBE2G1	-0.06075
AHSA2	-1.64225
PELI2	0.7925
TPX2	-3.22325
ATP9B	0.838
DAZAP1	-0.764
HMGCS2	0.057
C17orf38	0.91175
B9D1	-1.07
NKX2-5	-1.26616666666667
KIAA1276	0.03475
LILRB2	3.621
CSTF1	-1.164
BTN2A1	-0.0176666666666667
C15orf48	-0.32825
IGF2BP3	-3.39
FAM113B	0.229166666666667
HRG	-0.025
ZNF131	-0.99825
USP47	1.24357142857143
CCDC88B	-0.36975
HCN1	-0.4548
HTN1	-0.676666666666667
SYCP3	0.98575
C13orf23	-0.848
PAPOLA	-0.15475
AATK	-0.4196
MSH3	-0.000333333333333336
NDUFAB1	-1.0935
ITLN2	-0.322833333333333
BAK1	-0.4635
MRPL45	-0.1665
MTNR1B	0.100833333333333
LOC645843	0.078
SPECC1L	0.51425
PGCP	2.5965
SPN	-0.572
GPR143	-1.5995
ZNF576	-0.0238333333333333
TMEM39A	0.0239
ATP5D	-0.176833333333333
MAGEB3	-2.154
RPS5	-0.968333333333333
ANP32E	-1.46507142857143
MTMR1	-0.518
YEATS4	-2.0105
SYNGAP1	-0.594
PCOLCE	0.9485
MNS1	-0.03975
PCYT2	-0.0428333333333333
ZNF182	-0.09225
LAX1	0.8645
SPPL2B	0.2867
ELOVL5	0.6427
PCDHAC1	0.3225
B4GALNT1	-1.15216666666667
BLOC1S2	0.564625
ZNF673	-0.3161
ARHGAP21	1.20466666666667
IRX5	-0.960125
LRFN5	0.00666666666666666
FAM7A1	0.92025
RAB19	-0.9195
GINS1	-2.8085
ITM2B	2.0333
PAPSS2	2.29041666666667
OR5BF1	0.567
ACSL3	-0.52925
KIAA1919	-0.493083333333333
GLT8D2	3.090875
UTRN	1.72421428571429
CNN1	1.7335
HISPPD2A	-0.537333333333333
SDAD1	-0.071
SIGLEC9	2.59466666666667
RPL35	-0.711428571428571
C22orf26	0.751
IMPDH2	-0.89525
WDR69	0.70025
SEC14L5	0.365
CLTA	0.6245
RP11-529I10.4	-0.562
GPR37L1	-0.107
OGDH	0.812083333333333
ASB13	-0.268666666666667
ZFP14	0.43825
ZCRB1	-0.230333333333333
KPNA3	0.4165
HSPA1L	0.7425
RHOC	0.889625
LOC554175	1.3355
PPP3CA	0.9116
SLC1A7	1.6056
ZNF529	-0.483833333333333
RBED1	2.93225
DDB2	-1.3645
FLJ11286	0.476333333333333
SPATA1	0.629
MKNK1	1.674
DYSF	1.835
ALKBH2	-1.0155
NKD1	-2.065
C1orf174	-0.0255
PLEKHO1	1.18883333333333
ASB10	-0.34425
RING1	-0.0153333333333333
NPC2	2.018875
AVPR1B	0.381
YTHDF1	-0.57725
LMAN1L	0.312
GSG2	-2.56
CEP170	-0.5328
RPS4Y2	-5.074
MSH6	-1.9
HECTD2	-0.111333333333333
ZNF556	-3.6565
PLEKHC1	2.0911
AIRE	-0.0176666666666667
BCL2L10	0.9245
LMOD3	0.242666666666667
ZBTB8	0.166
FOXA2	-3.5327
SLCO2A1	3.27225
C3orf46	-0.131
PRDM16	1.21833333333333
TMEM98	0.41425
FRMD5	-3.815
PDE6C	0.2825
C1orf216	0.465666666666667
EP400	-0.356142857142857
PTK2	0.0605833333333333
RNF217	0.858
NDUFA8	0.025
ZFAT1	0.43625
LAMP3	-0.581833333333333
GLTSCR2	0.93825
NPW	-1.4925
LLGL2	-2.4705
PPM1K	0.016
C20orf177	-0.313
KIR2DL4	0.6671
NFKB2	0.18025
C21orf122	0.00166666666666666
HESX1	-0.63
GPR114	-0.155
SLC25A35	-0.314666666666667
GNAT1	-0.3385
ORAI3	1.25375
FAM76B	-0.876625
TMEM99	-0.6693
TRIM29	-2.2748
CDS1	0.048
RHEB	-0.167
C4orf27	-0.0191666666666667
RAB3A	-0.498
OTUD6B	-0.6125
GPD1	4.642125
CDH15	-1.9175
NPM1	-1.20371428571429
TMEM117	0.2795
PRPS2	-0.9425
GCK	-0.5305
ADRA2A	5.24816666666667
TSPYL4	-0.0655
TASP1	-0.359
WDR19	0.726333333333333
C10orf38	0.8845
PDE4C	-0.437666666666667
FYB	1.16216666666667
C1orf55	-0.2355
PPFIA3	-1.63225
RAD18	-1.756
C12orf44	-0.4625
CRYBA4	-0.068
HVCN1	2.209
TAF10	-0.1305
C16orf48	-0.631166666666667
DEPDC5	0.579666666666667
LTBP1	-0.71
MAPRE1	-0.242375
FGF8	-0.1275
C3orf52	-1.395625
SENP7	-0.0868333333333333
LRRK2	2.60075
RUNDC2A	0.8815
KIAA0355	1.06183333333333
CPEB1	-0.67375
PPEF2	0.365
ABI2	-0.975166666666667
KIAA0317	-0.086
ATF1	-0.462333333333333
DYNC1H1	0.48925
DIP	0.5345
TMEM33	-0.0581666666666667
POLDIP3	0.351
C7orf24	-1.22775
GPR171	2.163
CDC6	-3.065
PLD1	0.7342
ITFG2	0.2256
NDUFC1	-0.22475
AKNA	0.061
NBR1	0.80575
PKHD1	-0.307375
HPS4	-0.5077
MAFA	0.5385
ULBP3	-0.293
DIRC1	0.793
IMMT	-0.412625
C22orf13	0.54675
CEL	-0.03175
MARK3	0.02225
ADAMTS2	2.31525
ARPC3	0.0623333333333333
TMEM10	0.03525
NPHS1	-0.0645
BRD8	-0.744166666666667
WDR12	-1.83075
IDI2	0.22575
HOXD13	-1.6175
OR8G2	-0.8835
SLAIN1	-1.92425
GABRQ	-0.74375
NR2C2	-1.0695
NKTR	-0.7241
TLE2	1.1315
KIAA0892	-0.3355
AURKA	-3.26490909090909
GPRC5C	-1.33016666666667
TBC1D9B	0.943125
PNPLA6	0.424
AP3B1	0.3785
NAG	0.571125
C11orf68	-0.15825
AKR7A3	-0.05675
AHCYL1	0.50425
COP1	0.686333333333333
RPP14	0.0604166666666667
PCDHB18	0.44275
CDH24	0.7845
KRT17	-2.9502
LACTB2	-0.20925
DDX24	0.6639
PHACTR1	-1.64883333333333
SLC35E2	-0.332
LOXL1	1.42875
IQSEC2	0.712
RGSL1	0.2375
PCDHGC5	0.0685
MEGF10	-0.65975
PRRX1	2.60333333333333
ASTE1	0.744833333333333
C6orf159	-1.03725
MYOD1	0.7325
GAA	1.13425
ZNF747	1.0315
KLRC1	-1.091875
IL1RL2	0.058
GDF9	-0.36275
GPR119	0.791
TRAF2	-1.43016666666667
HCK	4.37633333333333
BMP6	0.29775
IL8RA	1.0935
FLJ35848	-0.65375
EFHA1	-0.13225
CDSN	-0.956666666666667
C14orf54	0.1105
LSM3	-0.866625
ZFP41	-0.1905
C9orf126	-0.677
VIT	4.173
SPCS3	-0.96325
DEF8	-0.4853
CHAF1A	-2.101
C1orf165	-0.0113333333333333
ZFPM2	2.75983333333333
FTH1	0.81425
SLC35F1	-0.848
YWHAH	1.08
C17orf66	0.127833333333333
ADRB1	1.17316666666667
FOXL1	-0.1525
RG9MTD3	-0.2795
UMPS	-0.543125
MGC13008	-0.409
KIAA1161	0.403
CCDC77	-1.79525
C12orf65	-0.6319
COG4	-0.168
RCP9	0.08175
RP4-692D3.1	1.52633333333333
CDC2L5	-0.034
MGC7036	1.18133333333333
DNAJC11	-0.41325
GDF2	-0.348166666666667
TIMM17A	-0.9895
HNRNPA0	-0.6504
OR2H1	0.217
PCBP1	0.677
COL23A1	-2.2235
LRRC2	3.03935714285714
NSD1	0.641357142857143
FLJ37078	-0.408125
WDR91	0.262333333333333
TMEM179	-0.2895
DSCR10	0.203
CNDP2	0.8271
FYN	1.473
BEX2	-3.6395
KCND3	0.432
YPEL5	1.593875
LRRC42	-0.604833333333333
C17orf45	0.240125
ZNF649	0.1818
LOC150763	2.398125
COL5A2	2.62441666666667
CNGA2	0.1375
ELA2B	-0.717666666666667
RAB9B	0.17925
FAM100A	-0.24775
NAIP	1.21564285714286
MYOZ2	0.448125
SPATA12	-0.767
XRCC4	-0.655
CYB561	0.0944
CHST10	-0.6795
BAI1	-1.35033333333333
BRSK1	-0.648166666666667
C17orf89	0.145375
PDE6H	-1.0965
FLJ20309	0.3055
MAP7	-1.361375
SCN4B	2.89725
SPAG9	0.3985
SERTAD1	0.422166666666667
FLJ21963	1.23225
ANTXR1	0.1968
TMPRSS13	-0.476833333333333
ETV7	1.7425
DGAT1	1.31016666666667
NKIRAS1	0.950333333333333
TAC3	-3.553
CORO1C	0.85475
RAD54B	-2.26275
HRASLS3	5.03666666666667
C21orf42	0.03375
BARD1	-1.872
ZNF177	0.348833333333333
MIP	-0.4495
ZNF442	-0.031
F2	-3.913
GRIA1	0.38
GALNTL2	2.98516666666667
WNT5A	-2.562
LENG9	0.017
hCG_25371	-1.414
FOXR1	0.3135
TRA@	0.7546
PWWP2	0.79075
C1QTNF7	4.8485
SLC7A4	0.8895
C4orf7	-0.562
C17orf80	-0.005
KLK4	0.184833333333333
IL31	0.1055
TMEM176A	3.62275
CTNNB1	0.26725
BHLHB2	-0.97225
TMEM185B	0.302333333333333
ARD1B	-0.4675
C1orf93	-0.358
BRUNOL4	0.0253333333333333
LOC541469	-1.30866666666667
