Hybridization REF	TCGA-AN-A0FW-01A-11R-A034-07
HTR1F	-1.1445
SCPEP1	-0.3145
PRSS12	-1.730875
SLC28A2	-0.257
INHBA	1.70166666666667
RP11-298P3.3	0.6855
UGDH	-0.209333333333333
SLC36A1	-0.42575
PLCB1	-0.728666666666667
SEPP1	-0.0976666666666666
SRXN1	0.135375
LOXL2	-1.43825
SERPINA7	-5.6605
LOC201229	0.9705
CHRNA1	0.848666666666667
DENR	-0.699333333333333
RARRES2	0.962
SENP2	0.59725
XPNPEP1	-0.079625
PCGF5	-0.4061
HIST1H1T	2.4775
CDK5RAP1	0.01275
PRKG1	0.716214285714286
RASGRP1	1.1187
CFI	-1.58616666666667
KIR2DL3	1.3945
FOXRED2	-1.523
FABP1	-6.45675
TRIM7	-1.854875
CYP20A1	-0.563227272727273
CYTL1	-1.231
SORBS1	2.55716666666667
PEA15	1.53257142857143
GUCY1A2	0.7628
ZSWIM2	0.346
PH-4	1.88725
PACSIN1	-0.47025
LOC152586	0.142
UMODL1	-0.6725
KREMEN1	-0.272375
FLJ35773	4.739
RFPL4B	-0.15025
SNAP23	0.1785
STXBP6	-2.02875
C6orf115	-1.0465
ZBTB33	-0.038
CHST9	-2.35966666666667
MGA	-0.199
FAM128B	-0.0628
GPR4	3.494
KIAA1957	-0.84
GSTK1	-0.1655
CLCN5	-0.86325
FBXW5	-0.0795
FUSIP1	-0.847285714285714
MAG	0.556
FLT3	2.31833333333333
STRA8	0.277
SERPINB4	-4.2235
JMY	-0.799666666666667
DLK2	-0.132833333333333
ZNF451	-0.914555555555556
HES6	1.79025
FGF9	-1.57125
VNN1	-1.97766666666667
SRPK2	0.9967
ALDH3A1	-3.30966666666667
CDX4	-0.797
SPG21	-0.08525
ZNF302	0.3765
DOK3	0.013
GRIN1	0.775785714285714
OR1A1	0.487333333333333
CALU	-0.297166666666667
ANKFY1	-0.717333333333333
C9orf84	-0.0815
CLEC2L	-1.235
LIMCH1	-0.0334166666666667
RWDD1	0.0516666666666667
VHLL	-0.321
SLC18A2	0.612
UPK3A	-0.3062
FIP1L1	-1.02575
LENEP	-0.998
RHOB	1.14566666666667
RIBC2	-0.603
GNPNAT1	-0.493875
TBC1D10C	-0.5745
MMAA	0.9285
INTS9	1.01575
HOOK2	0.383625
CCNG1	-1.33366666666667
CCDC144B	0.546
MTMR7	0.0119999999999998
NEU4	-2.41683333333333
HADH	0.261
CCKAR	0.4985
TMEM173	1.126
AFAR3	0.5265
PTH2R	0.691
IFI30	0.00650000000000001
GLUL	2.4805
TMEM71	-0.328
C20orf165	-0.374
BFAR	-0.407875
ZNF14	1.5585
KLHL8	0.0163571428571429
PPIL2	-0.583166666666667
CTA-126B4.3	-0.183333333333333
C5orf37	-0.637375
SLC27A4	0.332666666666667
KLHL22	0.089875
GJB2	2.9261
HSPBP1	0.074625
PRKD1	-1.2465
SOX8	-0.3065
KIAA0195	-0.346
MICALCL	5.47483333333333
ICAM1	-1.12425
C10orf126	-0.0700000000000001
SIX4	0.7575
BCL2L1	-0.00710000000000002
CD19	-0.635833333333333
RAPGEF3	1.49366666666667
KIAA0974	-0.0255
MAPK3	-0.126833333333333
OR10A3	1.103
MAP2K1IP1	0.574
STK4	0.0234444444444444
CHIC2	1.0237
DLX5	-0.465
ZNF367	-1.034
FBXO41	-0.34725
ADK	-1.729375
hCG_1995786	-0.175
GTPBP10	-0.470428571428571
TGOLN2	0.874375
CTBS	0.227166666666667
FGD1	-0.08625
ETS1	-0.610833333333333
EDC4	-0.074875
GSTA3	-1.06475
HOXB6	1.21033333333333
C9orf131	-0.42675
BCAS1	0.5945
U2AF1L4	0.125
PDHA2	-0.2586
SORD	1.05875
SLC25A33	-1.4885
WDHD1	-2.29
OR8K5	-0.508
RNASE11	-1.021
STAP2	1.377
TRIM44	-0.0553
CHCHD8	-0.5905
SIDT2	0.849666666666667
OR2B3	1.3175
TRRAP	-1.09175
TRAF1	-0.2935
RYR2	-2.3565
FAM71B	0.5736
SLC45A4	1.17475
TRIM32	0.29275
ATP6V1G1	0.23975
TRA16	0.055
SERHL2	0.7885
PRKY	-3.03716666666667
NPR2	-0.36775
TAS2R40	0.387
OR5I1	0.877666666666666
ZFYVE26	0.0566666666666667
WFDC11	-1.451
CSH2	0.199
OR2T8	0.23575
TBX20	0.111
LYPD5	3.0805
STOML2	-0.7815
ALPI	0.21375
FAT3	-0.653625
ZNF273	0.4639375
NPSR1	0.685
FLAD1	0.9705
RAB5C	-0.846625
TTLL3	-1.282125
KIAA1618	-1.101
NPPC	-1.4645
ZEB2	0.8374
MRP63	0.241875
WSCD2	-0.65325
NEUROD4	0.0606666666666666
SNAPAP	0.7235
MTMR2	-1.29841176470588
STK35	-0.25825
USP48	-0.4715
NR1H4	-3.81
RASL10A	0.18625
SSTR1	-2.60375
C1orf35	1.0845
APOBEC3C	-1.79075
RUSC2	0.0703333333333333
SALL4	-2.61375
ZCCHC8	-0.25
RAD17	-0.38225
ZNF708	-0.284166666666667
LILRB5	1.498125
TEX12	-0.11
C9orf79	0.7245
ARHGEF1	-0.0688333333333333
ABCA4	-0.830166666666667
RNF214	-1.365
PPAPDC2	0.9085
ARID4A	0.285666666666667
SYCP2	-3.47325
OPRM1	-0.904
RP13-102H20.1	-1.8195
CYP26B1	0.327333333333333
APCDD1	1.88416666666667
PCCA	-0.88575
ALS2CR7	0.503
AQP5	1.4885
YLPM1	-0.012625
PRKAR1B	-0.6847
IL16	0.4007
TCF3	-0.345625
ZSWIM7	-0.3745
SERPINE1	-2.1087
BAI2	2.523
SMC5	-0.957571428571429
SMN1	-0.515
SLC13A5	-2.273625
POU2F3	0.7145
BACH1	-0.7658
GMCL1L	0.0513333333333334
PPP2R2D	0.096
LRRC51	0.334583333333333
EDARADD	0.251
LRRC3	-1.774
FAM124B	0.309
C20orf70	0.431
LOC285735	-2.55475
CTBP2	1.0446
ZMYND11	0.81675
CDH23	1.19436363636364
OR1N1	1.4385
LOC400590	-0.53325
PDK1	-3.0875
LMTK3	0.271
USHBP1	0.89225
ZFYVE21	1.1155
hCG_21078	0.2545
OAF	-0.84975
WDR41	-1.34475
SPINK6	0.01075
GDEP	0.066
MEG3	-1.2695
OXSR1	-0.325071428571429
RAD51	-1.80933333333333
RPL13A	0.7315
DYRK1A	0.3036
FLJ25791	0.257
SARDH	-0.1726
RBBP5	0.252833333333333
ORC2L	-1.474
NCAPH2	0.353833333333333
RNASET2	-0.918166666666667
WDR79	-0.977166666666667
FLJ39779	-0.67225
C3orf1	-0.36275
DDX23	-0.266
MGC40574	0.502
MORC4	1.027
MYRIP	3.06945454545455
LY6E	-0.730375
SLC39A11	2.686
ATP12A	-2.6085
AUP1	0.0695
PIP	6.2225
CORO7	-0.0575
PITPNM3	0.0625
ENPP1	-0.395
PPP1R1C	-2.9015
NRBP2	-1.6325
KCNE2	0.4665
P2RX4	1.09975
CCND2	-2.06942857142857
OR5T3	0.5735
CUL4A	0.625666666666667
CFB	1.33725
PCP4	-2.9125
HEMGN	-4.8972
UBIAD1	0.342
CDC42BPB	-0.4889
CYB561D1	1.379
RIMS2	-1.047625
ZNF488	-1.69375
RNMTL1	0.81475
SART3	-0.2332
CAPN10	-0.456928571428572
CCR5	3.12883333333333
APOA1BP	0.8
NDUFS5	-0.63975
PDLIM3	0.1317
VPS24	1.1697
SCN8A	-1.977625
C1orf67	-1.09983333333333
MRCL3	0.300666666666667
TMEM145	-0.40825
KCTD16	-0.649
RNF149	0.86025
FDXR	1.777
CDCP1	1.00983333333333
PAX3	-2.5414
LASS4	2.16175
HSD17B8	0.27975
YAP1	-0.865
NNT	-1.25925
SC5DL	-0.677375
DKFZp566H0824	-0.686
KSR2	-1.174
RAD21	0.433266666666667
ST8SIA2	1.003
L3MBTL3	-0.00712499999999999
SNRPB	-1.291
MGC14425	-0.83575
MIF	0.346125
TAPT1	0.92575
IRF8	1.3822
PRO0132	1.5465
HERV-FRD	0.3375
ACD	-0.9885
BCL3	1.3935
SPATA13	0.6595
MRLC2	0.2405
F2RL3	-1.2345
CFHR3	1.5585
DUSP15	0.924166666666667
TMEM46	-2.19316666666667
SF3B4	0.2425
MAP7D3	-0.53725
STELLAR	-2.1625
SEMA5A	-0.3899
H2BFS	0.8955
LRRC28	0.383
MORN2	0.971
XYLB	-0.48475
WDR21C	1.01675
HIATL1	0.17025
ADAMTS10	0.261
WDR55	0.016
MFSD5	0.899833333333333
OR4N2	0.397
DUSP16	0.438055555555556
NLGN4Y	-0.231222222222222
INHBC	-0.21325
NUMA1	-0.03075
DEFB123	-0.148
GIPC1	-0.175
MGC27348	-0.614
FLJ33590	1.151
FZD1	1.1281
MKL1	0.105166666666667
SAA2	4.23875
C1orf94	-0.9255
C7orf28B	-0.2395
TMEM185A	0.10655
ZZZ3	0.2095
C16orf5	-1.55366666666667
GALNAC4S-6ST	-0.184
C1orf186	-0.009
IGFBP4	0.993833333333333
NDUFA10	0.521666666666667
CLIC2	0.29425
RNF13	0.437
GPR103	-1.252
CD69	-3.082
MYOZ1	0.52525
IFNB1	1.0115
CLNS1A	-1.1365
CXorf45	-1.324
ZXDB	0.1585
FUNDC2	0.4425
GPA33	-1.490125
C9orf70	0.912
SLC2A9	-1.272
LOC126520	-0.505
MAGEB1	0.0156666666666667
LCE2A	0.2725
C18orf34	3.1385
FMNL2	-2.62425
KRT85	0.733
CRYGA	-1.1535
GEM	0.2085
THAP6	0.0465000000000001
ALKBH3	0.655166666666667
TM6SF2	-0.4985
C20orf82	1.85275
RANBP2	-0.6845
LIG3	0.2179
RETSAT	0.264875
OR8S1	0.143
CAST	-0.84225
TGFBI	-1.5365
C15orf37	-0.576571428571429
PGM3	-1.433
SLC4A11	-1.630875
FAM123C	-0.454666666666667
TAOK1	1.08925
CISH	1.96225
OGDHL	-3.308
SPINT2	2.33333333333333
ZNF33A	-0.613
CLDN18	-0.507666666666667
RNF128	-3.509875
CCDC71	-0.99325
RASSF6	0.637333333333333
HSPG2	0.642
ATP6V0E1	1.33075
ABHD6	-0.95475
CD274	-0.9895
GCNT1	1.11425
NT5C1A	-0.107166666666667
TM4SF5	-3.974
C21orf58	-1.53333333333333
SUCLA2	0.041
RFTN2	0.43175
SCNM1	1.153625
SLC9A10	0.919
FUNDC1	-0.333
SLC35F4	-3.343
AMD1	-0.85225
COL6A6	3.7765
OR4K2	-0.822
TRIB2	-1.08416666666667
LOC91461	-2.16975
GHSR	0.8145
ATP8B1	1.677125
C1orf78	2.54783333333333
RNF183	-1.12683333333333
STX4	0.6815
TPPP2	-0.982625
MYBPHL	-1.674
TXNDC6	-0.3067
C9orf47	3.6525
FAM137B	-1.6855
FANCB	-1.6375
C11orf9	-1.3115
DPY19L1	-1.238375
VDAC2	-1.1145
VHL	-1.44625
LMBR1	-0.41925
C8orf44	-0.10875
ZPBP	1.83725
FGF23	-2.29825
C21orf67	-0.46675
PCNT	-1.752875
BCKDHB	-0.2877
GALNTL5	0.57725
BET1	-0.599625
ARL13A	0.701
HDAC6	-0.54725
N4BP3	0.741666666666667
OTOP1	0.747
TTC30A	1.359375
CRISP1	-0.8235
KRT32	0.095
VSTM1	1.5625
ZNF622	0.4225
POLR3B	0.1714
DNAJC10	0.606625
C12orf54	-0.4425
ADIPOQ	4.404
RIT2	0.2695
CD44	-1.39725
ABCA3	1.999625
RPS17	-1.42275
FEZF1	-1.2355
PCDHB15	-0.45525
KCNMA1	-1.47840909090909
CCDC116	-3.7035
C15orf27	-2.2675
NARG2	0.082125
ITGA5	-1.445625
MEFV	0.81
TUT1	0.191
LOC541473	0.207
NMBR	1.725
GLT1D1	-2.27383333333333
ABCB7	0.05725
PFKP	-2.59609090909091
C9orf91	0.7947
LRRC41	0.405333333333333
C1orf85	0.242833333333333
ATP5F1	-0.679
STOX1	0.658375
GFOD2	1.1245
SLC25A3	-0.2235
ZNF646	0.6719
ZAR1	-0.4815
OSTbeta	-1.33325
GALNT3	3.235
IFT122	0.805833333333333
LDB3	-0.3836
GARNL1	0.437928571428571
HOMEZ	0.905833333333333
LRRC6	2.17025
ANGPTL5	0.3825
UBAC1	-0.49175
DLEU7	-0.290666666666667
RPL19	-0.522375
TOP1MT	-0.768666666666667
LOC643641	0.15675
MBD3L2	0.9855
NTSR1	0.476666666666667
WISP2	-1.04375
GPSM2	-0.943875
RDH10	-0.2917
PRKCG	0.5455
HIST1H4J	2.099
MON1B	0.603
MLF1IP	-1.306
ZNF446	1.045875
COL4A5	0.2807
SLC26A1	0.151571428571428
RGN	-2.264625
CCNB1	-1.8385
C9orf165	0.30725
CCDC28B	-0.71175
CCDC97	1.11675
FGR	2.06757142857143
MSRB3	0.5863
EPN2	0.85975
COX15	-0.813333333333333
KCNK6	0.9027
XK	-4.55775
GDA	-4.538875
HEPH	-1.322625
THRAP3	0.6885
MET	-1.59664285714286
PHYHIP	0.29175
LYAR	-1.36833333333333
ING3	0.000750000000000011
AK7	-2.8675
CCT8L2	0.254
COPS7A	0.135333333333333
WSCD1	-0.84175
RNF185	0.705
TNS3	-1.12525
KNDC1	-0.7115
RWDD4A	-0.125833333333333
MED13L	1.5563
ZFYVE1	0.688125
C7orf44	-1.45733333333333
MRPL1	-0.4855
STGC3	-2.01775
TEAD1	-1.47066666666667
RPL7A	-0.412857142857143
ARL6IP1	1.3949
C1orf178	-0.959
CTAGE5	0.0845
TMEM184A	-0.47
SLC25A14	0.42475
CACNG5	-0.09
ATXN10	0.2462
ECH1	0.5048
CCL22	-0.62825
CYP2F1	-1.502
GADL1	0.497
TMEM19	-0.0823
RUNX3	0.17575
EFNB1	-0.1455
LIPN	0.5145
ACSM3	-4.7265
SIGLEC8	0.866333333333333
ASCC3L1	-0.558
NOL8	-0.270125
RELT	-1.18383333333333
Magmas	0.26825
PPP1R15B	0.5849
C11orf2	0.467
VKORC1	-0.246333333333333
MGC26647	0.5345
TRPM6	0.733363636363636
UGT2B7	-4.33633333333333
FEV	-0.18875
FOXK2	-0.9442
PDCD5	-0.5455
SLC8A1	1.8888
DGUOK	-0.7185
CLDN16	0.208
GAGE1	1.673
RBM17	-0.8095
C1QTNF3	-0.41575
VGLL3	-0.0535
UNQ5830	-2.1745
CD1A	-2.49916666666667
SCGB1C1	-0.581
SUPT4H1	1.042875
TRAF5	0.4455
ASAHL	1.174375
FAM73A	0.5325
OR6B1	-0.1955
WHSC1	-1.46665
GFPT2	0.09775
LOC339809	0.87425
STARD5	-0.306
SIP1	-0.81575
DNAJC15	-1.41
STAU2	-0.337
FAM98A	-0.2375
RAD23B	0.0974375
LRRC33	-1.2375
CHRAC1	-1.39025
C21orf89	-0.63925
C19orf43	0.249
KLK8	-1.1095
CCNE1	-2.041125
PKDREJ	-0.23
SSU72	0.21325
C17orf73	0.1685
GPR78	2.0635
WHSC1L1	0.5337
GSTA2	-0.73075
SMUG1	0.242333333333333
UFM1	0.9649
AP3M2	-0.29475
USP14	0.11425
FBXL14	1.41483333333333
DSTN	0.66225
SFRS14	-1.02
FBXO31	0.0431666666666667
C12orf40	-0.531
FRS2	1.483
NR2E3	0.3785
TUBB2C	0.12825
GMPR	-2.12316666666667
C9orf139	-0.3005
ING5	-0.021
LOC730092	-0.109833333333333
ORM1	-4.33775
RP11-11C5.2	-0.27
HSPD1	-0.6599
PIWIL3	-0.37375
C5orf13	-0.7066
OR5R1	-0.7735
LCOR	0.55575
PLEKHA9	-0.866
CCDC43	-1.272
ZNF232	-0.35
SLC6A7	0.1655
ADH5	-0.612583333333333
SHBG	-1.24583333333333
CROCCL2	-0.62825
PANX3	-0.2
CDIPT	0.2415
SLC16A5	0.142
TUBB	-0.7020625
TOR3A	0.4428
PREP	-1.05216666666667
ENTPD8	0.115857142857143
CHMP1B	-0.46875
SYT12	0.0874
MYH6	-1.1553
MAP3K13	0.649666666666667
KLHL30	-0.423333333333333
LCMT1	0.361125
EIF1AX	-0.0491666666666667
FOXD4L1	1.535
SLC24A5	0.569
RNF166	-0.9868
TJAP1	-0.2515
TMEM156	-1.373
ZNF239	0.9065
SNX19	0.2451
GKN1	-0.175
FCN1	1.8285
C1QL1	-1.64275
ATP11C	-0.636375
ZNF35	1.12575
CARD8	0.447375
LIMD1	-0.8915
KIAA0286	-0.92175
XRN2	-1.09616666666667
CD6	-0.4235
TOX3	3.273125
ZSCAN4	-0.546833333333333
RSRC1	-0.333375
COG1	1.43225
PTRF	0.3754
C16orf35	-0.1485
FBXO24	-0.1705
CHST11	-1.5325
THRB	0.4915
MYBPC1	0.06775
RNF39	0.121833333333333
PSMD11	-0.84975
ALAD	-0.366666666666667
EN1	-1.03825
SLC9A9	0.47075
GSTM4	-1.6318
CDC42BPA	0.27
RCSD1	-1.07425
LUC7L2	-0.4472
SPTBN1	0.2063
LOC146167	0.3195
BAT5	0.3408
ZNF452	-0.3825
LSM4	-1.177125
SRP72	-0.5834
SGK269	-0.298583333333333
MTX1	1.0285
CENTA1	-0.46525
UNQ9433	-1.2815
ATR	-0.666416666666667
DDX49	-0.364833333333333
PAQR8	-1.39933333333333
C14orf174	-0.10425
GBGT1	-0.22075
THAP1	0.89325
OR10K1	0.2995
RASIP1	-1.13233333333333
DPYD	-0.9003
DOHH	0.829
C18orf45	0.70075
POF1B	2.6597
ZNF552	3.32025
USP32	-0.15675
MED27	-0.865333333333333
C14orf149	-1.388
PRDX4	-0.979833333333333
ABHD12	0.3909
AGT	-4.83125
SLC22A14	-0.467
C1orf58	1.066
PILRA	-1.872
ABCF2	-0.813875
C17orf85	-0.5439
TKTL1	-0.7075
FGF1	0.97475
IL6R	-0.192666666666667
VPS25	-0.27275
CHRNB2	0.9915
COL7A1	-2.5311
LRRC48	3.719
SPG20	0.542583333333333
COX10	-0.04475
GCA	-0.59125
ECEL1	-0.432333333333333
GLG1	0.0441666666666667
SRD5A2L2	0.64325
MUTYH	-1.205875
ZNF70	-1.1995
L2HGDH	-1.17075
GPATCH2	0.59125
ZNF655	-0.674875
ZNF227	0.631666666666667
MCOLN2	-0.5035
NQO2	-1.08025
KCNQ5	-0.2365
NEU1	0.918666666666667
QRICH1	0.012
ZBTB20	1.1185
RPUSD3	-0.48575
EPGN	-1.3204
TSN	0.0928333333333333
SPRY2	-1.90783333333333
LZTFL1	1.090375
GMFB	0.1215
PBEF1	-1.9147
HBG2	-3.73433333333333
TMEM8	0.36275
PALM2-AKAP2	0
NFYA	0.289
FAM108A1	0.555375
PBLD	0.51725
NRG4	-2.37675
PIGF	-0.4205
PTGER1	0.885
NOS2A	-1.35216666666667
C21orf34	-0.419833333333333
C21orf51	-0.631666666666667
IL17C	0.204
TRMT6	-0.840166666666667
ETV2	0.489166666666667
CCDC109A	-0.49175
MYLK2	-1.56
ATP10A	-0.1077
DPH4	-0.8935
C5orf5	-0.3405
KCNA4	-0.4615
NMNAT2	0.475666666666667
GLYATL2	-2.7175
LSMD1	0.301875
IL23R	-2.1675
NRF1	-0.3335
MUC15	-1.3505
PRDM12	-2.0695
PAQR4	-0.155
RBBP6	-0.6075625
IFI27	2.4405
SKAP2	-0.384333333333333
TAGAP	0.584375
TJP3	2.9645
C9orf61	-0.1515
IDS	-0.3565
PARG	-0.233
LOC131149	-0.932
DYRK4	-0.9905
MICALL1	-1.3495
GALR2	-0.6695
GPBP1L1	0.149875
TBX21	3.1975
KCNJ6	0.767666666666667
GGN	0.064
CASP5	0.315333333333333
RNF182	-4.0865
BRD4	0.295
DOK4	0.274375
SLC46A2	0.1248
SOX9	-1.12566666666667
ZNRD1	0.777666666666667
PRR6	-0.90375
FAU	0.052625
DTNB	0.373833333333333
CARD9	-1.053
STS-1	-1.8605
SLC4A5	0.2125
NSBP1	-1.07225
UGCGL2	-0.8885
POTE15	3.3275
NOXA1	-0.137
RP13-347D8.3	-0.209333333333333
SAMD10	0.295166666666667
EP400NL	-1.401
TCF21	-0.739666666666667
AMELX	0.201666666666667
JPH2	-0.476
SLA	1.285875
DLST	-1.3385
SEPT12	1.5945
RGS20	-2.68625
LXN	-0.461166666666667
ZNF419	0.652375
UPK3B	0.2375
RELL1	2.3
ESPNL	0.656
KLHL21	-0.2875
PI15	0.073
C2orf61	-0.9605
LOC407835	0.383666666666667
RER1	0.165333333333333
ELAVL2	0.3815
MGC26718	-0.841
KLF2	2.51375
TNFAIP8L3	0.25975
TFE3	-0.1815
C11orf17	-0.368375
15E1.2	-1.331
SNRPC	-0.30325
DLGAP1	-0.4415
PGLYRP1	0.4745
OVCH2	0.6665
IRF7	0.9093
SET	-0.6221
NAB2	-0.561666666666667
LRP5L	-1.1005
FAM120A	0.572875
ASCL2	-0.747
SHH	0.6075
ATP5H	1.12116666666667
THPO	-1.072
TYRP1	-4.07533333333333
HIST1H3E	0.447333333333333
EIF2S1	-0.367222222222222
TNFRSF17	-0.945666666666667
TARSL2	-0.0665
NKX2-8	0.405571428571429
C1orf115	2.24375
LOC56964	0.587
KIAA0841	-0.83975
ISCU	-0.0265
TTMA	-0.455
ZNF414	0.3595
LOC441150	0.224
RAB15	-0.1045
HBP1	0.718
TNNT2	-1.02933333333333
CECR5	-0.6395
PHGDH	-3.247625
JRK	-0.349
XPO4	-0.28675
FAM131C	1.159
ARHGAP25	1.03
CA9	-3.04677777777778
GPR62	1.029
TLX1	-0.164833333333333
GPS1	-1.02125
OR2M2	-0.318
BDP1	0.372928571428571
FAM70B	0.47775
RPS29	0.313083333333333
MKLN1	-0.4494
TSPAN19	-1.97075
SLC29A3	0.0341
LGALS4	-0.498666666666667
USH2A	0.715
NF1	-0.0921666666666666
APOBEC3A	0.304333333333333
IMPAD1	-0.178
OLR1	0.7055
NRAP	0.1275
HCFC1R1	0.493333333333333
TAOK2	0.564666666666667
MCM10	-3.50416666666667
MAP4K3	0.386833333333333
CBS	-2.448375
CLK3	-1.0134
PCDHGA5	0.2825
ELF4	0.16525
FAM71A	-0.43725
C11orf49	0.3735
CLIP2	-1.18775
BTBD9	0.966
ZNF524	1.8215
KDELR1	0.658833333333333
ZNF509	0.255
NCSTN	1.513
ZNF533	2.06964285714286
PARP4	0.31325
GALNT9	-0.572333333333333
NPY	-2.7875
BEGAIN	-2.19733333333333
TMEM77	-0.016
FOXRED1	-2.22916666666667
SLC16A2	-0.181
SLC35B1	1.12775
GK5	-0.116916666666667
SDCCAG10	-1.02225
C4orf20	0.01975
SLC9A2	0.0675
ADD1	0.414071428571429
TAL2	-1.28083333333333
ACLY	-0.814125
DNAJC1	2.0175
SOST	-1.34025
USP43	0.0175
CYP4F12	-2.143
FKBP5	-0.36075
CHCHD5	0.468
NUDT22	0.021
CCDC85B	0.424
OR51G2	0.622
STRN3	0.384857142857143
TMOD2	-0.6725
FLI1	-0.577
MAB21L2	0.3865
DGKQ	0.55475
VPRBP	0.756166666666667
SCNN1B	0.1416
ECHDC3	0.4421
TMEM106C	-0.06175
CSNK2A2	0.132
RPL39	0.6745
HERC3	-0.3505
ZBTB47	1.24333333333333
ZNF681	-0.05875
PAGE2	-4.22375
CLIC5	2.61614285714286
RABAC1	0.9435
ZFHX2	1.17225
YPEL1	0.415833333333333
KIAA0776	0.58325
NR1D2	1.1835
DNAJC4	1.072125
NPNT	4.6565
ZNF677	-1.625
ZNF536	0.11925
MEF2B	-0.025
PTPN4	-0.92725
CTCFL	-3.8605
STX5	0.9725
CD72	1.285
VEGFA	-1.78
XRCC1	-0.1839
MAS1L	0.426
ELL	0.0787
SETBP1	1.00325
CDH11	2.764
NDC80	-1.46669230769231
DMBX1	-1.71075
NRSN1	1.22966666666667
BAT2D1	0.404
CDS2	0.426666666666667
C1orf212	-0.6265
SENP3	-1.0915
IL1F9	-0.276
EEF2K	-0.0225
COG8	0.15375
CEP72	-1.97775
OR1L8	-0.3705
MUS81	-0.371583333333333
PHYH	-0.173
GGT6	0.234833333333333
C22orf23	-0.562909090909091
C13orf33	1.474
MAPK8IP2	2.01775
NELL2	0.1065
POU3F2	-2.3542
ALPK1	0.524125
MRPS18C	-0.80475
RPLP2	0.269125
FGF22	1.075
SPNS1	0.0768333333333333
ZFP1	-0.634
IL1RAPL1	4.566
PCSK9	-3.56166666666667
NKX2-1	0.206
C6orf189	2.199
SP4	0.274
SLC11A1	0.8165
C21orf25	0.398833333333333
ICAM2	0.236875
SH3GL1	-0.1165
GSK3B	0.302166666666667
RALB	1.014
PDXP	-1.19966666666667
GNGT1	-2.66916666666667
KIR2DL1	0.0535
TNFAIP3	-0.31225
C6orf32	-0.2321
CBLN2	3.7325
PANK3	-0.00525
TAAR9	2.6875
WDR82	0.276714285714286
APOM	-3.38275
TRIP10	-0.541
SPATA16	0.347333333333333
C1orf135	-1.809
USP51	0.55425
TESK1	1.25475
C11orf64	0.29975
ZNF611	0.094
PDE6G	-0.221333333333333
HLA-DQA1	3.589125
GCLC	-0.16925
SEC61A1	0.162142857142857
TWSG1	-1.35125
ZMYND10	3.32075
CTDP1	-0.24625
ADAMTS6	-0.739666666666667
SLIT1	-1.6855
KRT86	-2.8345
KIAA0574	-0.61025
GTPBP2	-0.6866
PQLC3	0.48825
PRRX2	-0.4535
C15orf44	0.2425
MKKS	-0.565625
C11orf10	0.19975
GPR110	-0.163571428571429
CD109	-1.70491666666667
ADCY1	2.01633333333333
RHBG	-2.05525
TP53I3	-0.35725
SLC22A3	-1.56488888888889
UCP2	-1.115
FOXG1	-1.5544
OR2AG1	0.127
TRIM24	0.0955
PROC	-3.07325
TAAR6	1.07725
AMTN	-2.246
C10orf47	-0.263333333333333
DEPDC1	-2.3045
FLJ45557	4.94325
ZDHHC17	-0.228375
KIAA1429	0.2525
KCNH1	-0.3585
VNN3	0.1275
PSMAL	-0.5045
PPARD	0.53725
HFM1	-1.9785
YBX1	-2.04116666666667
ZNF695	-4.2915
SCTR	-0.1465
DCDC1	1.6975
VPS26B	0.17
MTF2	-0.481833333333333
ATP6V1F	0.09525
CCDC94	0.44675
PERF15	2.8865
CCL11	3.0395
LMO7	-1.2365
DCST1	0.3915
ADRBK1	-0.035125
CDRT4	-0.379
ZNF84	0.19725
HOXD8	-0.0985
STARD8	-0.186166666666667
FOXP2	-1.4395
CCDC103	0.626666666666667
POLR3A	-0.954
GSC	1.23883333333333
ZNF114	-0.337166666666667
HTR7P	0.176
LALBA	-0.4385
RMND5A	0.160833333333333
PSCD2	1.471
ZNF409	0.556
KRTAP1-3	-0.1615
MAF1	0.037
LOC201725	-0.497666666666667
NRN1	-1.58875
SPAG5	-1.92033333333333
DNAH7	1.578
FLJ43860	-0.6545
BRCA2	-1.037
ACADM	-1.655875
CXXC6	-4.351875
RAGE	-0.48325
CHMP2A	0.75075
FAM8A1	0.1923
GPR21	-0.5675
SLC12A3	-2.55316666666667
FVT1	-0.0425
ZDHHC7	-0.1155
FLJ44048	2.72375
SLC44A3	-0.777166666666667
SDSL	0.806166666666667
MMP8	-1.27833333333333
PLA2G12B	-2.93166666666667
ACY1	-0.3925
MT1E	-1.02483333333333
OR4K15	0.939
TECTB	-1.1365
GPR20	0.39875
IRAK2	-0.798
RFPL3	0.477571428571428
MYO9A	-0.08925
NARG1L	-0.05225
BLMH	-1.058375
CCDC3	2.47666666666667
C9orf21	-1.84083333333333
KIAA0513	-0.0663333333333333
MIER2	0.377666666666667
PNMA2	-0.887666666666667
SH3BP2	0.6487
ANXA10	-2.7095
RTN2	1.94833333333333
TFB1M	-1.705
PRPH2	1.145
C14orf133	-0.15425
GOLGB1	1.02683333333333
IRX4	-0.49575
NFKBIL1	1.151
C10orf62	-1.381
APBB3	-1.3075
RPS10	0.5741
LOC728378	1.04475
TLE3	1.65016666666667
PSMB7	-0.079375
MESDC1	0.7445
SLC6A1	0.7835
OCLN	1.81258333333333
PTTG3	-1.1615
NAGLU	-0.827
SERTAD4	3.16425
SPRY1	-0.069
FLJ10781	-0.73775
MYSM1	0.0215
