Hybridization REF	TCGA-B6-A0IC-01A-11R-A034-07
IL17C	-0.372
TRMT6	-0.694833333333333
ETV2	0.532166666666667
CCDC109A	-0.36275
MYLK2	-1.526
ATP10A	0.7719
DPH4	-0.00724999999999999
C5orf5	1.1095
KCNA4	-1.2526
NMNAT2	-1.9325
GLYATL2	0.704
LSMD1	1.05175
IL23R	-2.514
NRF1	-0.5615
MUC15	-1.9534
PRDM12	-2.0035
PAQR4	-0.0890714285714286
RBBP6	-0.202875
IFI27	0.8885
SKAP2	-0.703
TAGAP	0.4275
TJP3	2.03
C9orf61	2.4385
IDS	-0.0893571428571428
PARG	0.3315
LOC131149	-0.5585
DYRK4	0.438333333333333
MICALL1	-0.40275
GALR2	-0.1385
GPBP1L1	0.62375
TBX21	1.53275
KCNJ6	0.1685
GGN	1.4465
CASP5	-0.0843333333333333
RNF182	-6.011
BRD4	-0.246
DOK4	-0.70225
SLC46A2	2.39916666666667
SOX9	-1.64033333333333
ZNRD1	-0.0975
PRR6	-1.32575
FAU	0.00175
DTNB	1.72233333333333
CARD9	-0.47175
STS-1	-1.33516666666667
SLC4A5	-0.135625
NSBP1	-0.00875000000000001
UGCGL2	-1.01341666666667
POTE15	-1.201
NOXA1	1.32175
RP13-347D8.3	1.2765
SAMD10	-0.1025
EP400NL	-1.49275
TCF21	0.23275
AMELX	0.895333333333333
JPH2	-0.0577
SLA	0.72175
DLST	-1.13283333333333
SEPT12	1.808
RGS20	-4.292
LXN	0.697833333333333
ZNF419	0.340375
UPK3B	-0.128
RELL1	2.65825
ESPNL	0.7685
KLHL21	-0.056375
PI15	0.638
C2orf61	-0.506
LOC407835	-0.601833333333333
RER1	0.290416666666667
ELAVL2	0.8095
MGC26718	1.50375
KLF2	0.75825
TNFAIP8L3	2.09516666666667
TFE3	0.3995
C11orf17	-0.147
15E1.2	-1.74625
SNRPC	-0.96575
DLGAP1	0.58925
PGLYRP1	-0.195625
OVCH2	-0.995
IRF7	0.8452
SET	-0.7792
NAB2	-1.07233333333333
LRP5L	1.23375
FAM120A	0.5186875
ASCL2	0.446166666666667
SHH	-0.512
ATP5H	0.39
THPO	0.273333333333333
TYRP1	-4.66983333333333
HIST1H3E	0.287166666666667
EIF2S1	-0.0714444444444444
TNFRSF17	-2.7944
TARSL2	1.10225
NKX2-8	0.248875
C1orf115	2.041375
LOC56964	0.5385
KIAA0841	-0.978
ISCU	0.6095
TTMA	0.3065
ZNF414	0.574
LOC441150	1.903
RAB15	1.56675
HBP1	0.6065
TNNT2	-1.994
CECR5	-0.82075
PHGDH	-2.499125
JRK	-0.278
XPO4	-0.806125
FAM131C	0.00749999999999998
ARHGAP25	0.042
CA9	-3.49555555555556
GPR62	0.890333333333333
TLX1	-0.379833333333333
GPS1	-0.25225
OR2M2	0.9335
BDP1	-0.458214285714286
FAM70B	-0.22725
RPS29	-0.295083333333333
MKLN1	-0.9273
TSPAN19	-2.07675
SLC29A3	1.6746
LGALS4	0.3915
USH2A	-0.5302
NF1	0.638
APOBEC3A	0.2074
IMPAD1	-0.210833333333333
OLR1	1.06066666666667
NRAP	-0.465
HCFC1R1	1.25283333333333
TAOK2	0.381666666666667
MCM10	-2.935
MAP4K3	0.486416666666667
CBS	-1.9665
CLK3	-0.7091
PCDHGA5	0.7065
ELF4	0.20525
FAM71A	-1.21725
C11orf49	0.52675
CLIP2	-1.166
BTBD9	0.9905
ZNF524	1.28425
KDELR1	-0.0435
ZNF509	0.6935
NCSTN	0.7095
ZNF533	-0.360142857142857
PARP4	-0.4475
GALNT9	-0.771166666666667
NPY	-2.53825
BEGAIN	-0.158
TMEM77	0.996833333333333
FOXRED1	-1.058
SLC16A2	1.0095
SLC35B1	-0.488
GK5	0.193083333333333
SDCCAG10	-0.941
C4orf20	0.25725
SLC9A2	-2.953
ADD1	0.138285714285714
TAL2	-1.1525
ACLY	-0.238
DNAJC1	2.1385
SOST	-0.914
USP43	1.26166666666667
CYP4F12	-1.44275
FKBP5	-0.75325
CHCHD5	1.538
NUDT22	0.80175
CCDC85B	-0.70725
OR51G2	0.846
STRN3	0.615428571428571
TMOD2	-0.5295
FLI1	-1.30175
MAB21L2	-0.0888333333333333
DGKQ	0.17925
VPRBP	-0.198833333333333
SCNN1B	-1.6238
ECHDC3	2.4397
TMEM106C	-0.176
CSNK2A2	-1.1885
RPL39	-0.9726
HERC3	0.715444444444444
ZBTB47	0.990166666666667
ZNF681	0.0055
PAGE2	-3.2265
CLIC5	1.77457142857143
RABAC1	1.04575
ZFHX2	1.63425
YPEL1	0.335333333333333
KIAA0776	1.22575
NR1D2	0.97925
DNAJC4	0.942
NPNT	4.0066
ZNF677	-0.053
ZNF536	-1.79825
MEF2B	0.779
PTPN4	-0.322875
CTCFL	-3.9465
STX5	0.571333333333333
CD72	-0.01125
VEGFA	-1.12021052631579
XRCC1	0.269
MAS1L	0.673
ELL	0.3433
SETBP1	3.48775
CDH11	-1.38883333333333
NDC80	-1.95123076923077
DMBX1	-2.3635
NRSN1	0.3892
BAT2D1	-0.430125
CDS2	1.0195
C1orf212	-0.403833333333333
SENP3	-0.881
IL1F9	0.3125
EEF2K	0.69225
COG8	-0.195
CEP72	-1.156
OR1L8	1.0245
MUS81	-0.43525
PHYH	0.5215
GGT6	0.165
C22orf23	0.451666666666667
C13orf33	0.173666666666667
MAPK8IP2	0.91725
NELL2	4.51075
POU3F2	-4.353
ALPK1	2.1215
MRPS18C	-0.25925
RPLP2	-0.149625
FGF22	-0.0615
SPNS1	-0.687333333333333
ZFP1	-0.81875
IL1RAPL1	-1.94125
PCSK9	-3.21933333333333
NKX2-1	-0.2075
C6orf189	0.1995
SP4	-0.875
SLC11A1	1.3255
C21orf25	0.544666666666667
ICAM2	-1.248
SH3GL1	-0.4015
GSK3B	-0.443166666666667
RALB	0.829375
PDXP	-1.647
GNGT1	-2.64571428571429
KIR2DL1	0.0925
TNFAIP3	-0.893083333333334
C6orf32	-1.375
CBLN2	-1.658
PANK3	1.345125
TAAR9	0.7135
WDR82	-0.862285714285714
APOM	-2.9745
TRIP10	-0.7405
SPATA16	0.7854
C1orf135	-2.15375
USP51	0.49175
TESK1	0.89075
C11orf64	-0.294375
ZNF611	-0.2185
PDE6G	-1.01416666666667
HLA-DQA1	3.8515
GCLC	0.867375
SEC61A1	-0.158428571428571
TWSG1	1.48133333333333
ZMYND10	2.947
CTDP1	-0.303125
ADAMTS6	-2.0055
SLIT1	-1.05675
KRT86	-1.1865
KIAA0574	-3.07125
GTPBP2	-0.362
PQLC3	1.27425
PRRX2	-1.085
C15orf44	0.272333333333333
MKKS	-0.26075
C11orf10	0.000249999999999997
GPR110	-0.596285714285714
CD109	-0.881833333333333
ADCY1	-0.206
RHBG	-2.821
TP53I3	0.23875
SLC22A3	-2.40177777777778
UCP2	-0.51
FOXG1	-2.58083333333333
OR2AG1	0.2175
TRIM24	-1.50125
PROC	-3.34275
TAAR6	0.0505
AMTN	-0.896
C10orf47	-0.485166666666667
DEPDC1	-2.4695
FLJ45557	6.89425
ZDHHC17	-0.4324375
KIAA1429	-0.136166666666667
KCNH1	1.24125
VNN3	-0.278142857142857
PSMAL	-0.488
PPARD	-0.436625
HFM1	-2.31475
YBX1	-2.3105
ZNF695	-2.387
SCTR	0.657
DCDC1	0.1665
VPS26B	0.5379
MTF2	-0.739166666666667
ATP6V1F	0.0245
CCDC94	0.077
PERF15	0.612
CCL11	0.65675
LMO7	-2.33525
DCST1	0.308
ADRBK1	-0.107125
CDRT4	-0.14175
ZNF84	-0.6905
HOXD8	-0.554
STARD8	-1.05516666666667
FOXP2	-1.281875
CCDC103	0.743666666666667
POLR3A	-1.0025
GSC	2.89333333333333
ZNF114	-0.326166666666667
HTR7P	1.4255
LALBA	0.984
RMND5A	0.2015
PSCD2	0.661
ZNF409	0.6345
KRTAP1-3	0.307
MAF1	-0.61775
LOC201725	-1.13116666666667
NRN1	-3.34025
SPAG5	-2.28383333333333
DNAH7	3.68983333333333
FLJ43860	-0.3965
BRCA2	-1.028
ACADM	-0.203125
CXXC6	-2.93325
RAGE	-0.2225
CHMP2A	1.3805
FAM8A1	0.922
GPR21	0.4055
SLC12A3	-3.06283333333333
FVT1	0.373428571428571
ZDHHC7	-0.2745
FLJ44048	-1.38866666666667
SLC44A3	2.20933333333333
SDSL	0.495666666666667
MMP8	-1.43666666666667
PLA2G12B	-3.14216666666667
ACY1	0.26025
MT1E	-0.132
OR4K15	1.3525
TECTB	-2.0015
GPR20	-0.630125
IRAK2	-0.57925
RFPL3	-0.474833333333333
MYO9A	0.17025
NARG1L	-0.02575
BLMH	-0.389125
CCDC3	0.696
C9orf21	-1.002
KIAA0513	0.455833333333333
MIER2	0.211666666666667
PNMA2	-3.7692
SH3BP2	0.5606
ANXA10	-1.1315
RTN2	1.857
TFB1M	-1.1555
PRPH2	0.1925
C14orf133	-0.2355
GOLGB1	1.42933333333333
IRX4	2.11025
NFKBIL1	0.462166666666667
C10orf62	0.1185
APBB3	0.20025
RPS10	0.1313
LOC728378	-2.79025
TLE3	1.65172222222222
PSMB7	-0.460375
MESDC1	-0.3395
SLC6A1	0.524
OCLN	1.65425
PTTG3	-2.0245
NAGLU	0.17825
SERTAD4	1.23125
SPRY1	-1.922
FLJ10781	-1.42425
MYSM1	1.006
TRIM4	0.2715
SH3YL1	2.289
TREM2	3.2675
SERPINI1	3.99675
HDHD3	0.593625
TMEM38A	0.312125
EID2B	-0.44275
TDRD3	-0.00249999999999999
SEDLP	0.68475
THSD7A	0.0275
NDST3	-4.29725
KLHL15	-0.586166666666667
DHRS12	2.166
FBXO9	0.924071428571429
TNPO1	-0.651083333333333
MRPL13	-0.593833333333333
SNX5	-2.28516666666667
METTL6	-0.56625
SOD1	0.099375
CHML	-2.3205
PACS1	-0.212125
SIRT5	-0.149
CAPN2	0.745666666666667
FXYD5	-1.0075
TWISTNB	-0.349125
LRFN1	-0.203166666666667
UBE1L	1.44775
UBE1C	0.64275
OR51B2	-1.571
OR4D11	-3.88
C15orf2	0.152
NR4A1	-0.676
LOC339047	-1.423
TRIM17	0.47925
ATP5G3	0.275357142857143
RPL15	-0.107416666666667
ADAMTS8	-0.91575
HOXC4	0.1075
C14orf37	-0.697
CEACAM5	-1.62775
MYT1L	0.396
RASA2	-0.8075
OSBPL7	-0.3865
STAG1	-0.6565
GIMAP4	3.4055
FUT3	-1.28966666666667
PIF1	-2.776
LPIN2	-0.1224
SH3PX3	0.888
PDP2	-0.35875
PAPD1	-0.468375
ERP27	2.0285
APOOL	-0.1397
DIABLO	0.068
TRHR	0.990125
ARMC9	1.119375
RNF152	2.086
SLITRK3	0.424166666666667
ZNF211	0.6863
PFDN1	-0.0805
RGS11	1.51575
HS6ST1	0.8531
AKR1D1	-1.5285
TNP2	-0.528333333333333
STK31	3.258
EML4	-1.10891666666667
SGTA	-0.459666666666667
HIST1H2BI	-0.694833333333333
PSMD6	-1.16266666666667
KIAA1257	1.0965
C18orf55	0.0311666666666667
FLJ20273	2.521625
RPL28	-1.125
EPYC	0.753666666666667
NOX3	-1.184
ELAC1	0.4995
METT11D1	-0.60925
BIN2	-1.25583333333333
NACA2	0.182
CCDC17	-0.8965
HM13	-0.7189
UBOX5	-0.564375
UBE2O	-0.4845
UBL5	0.5255
APOLD1	0.206125
C9orf31	0.3145
TNFSF8	0.6535
ARHGAP29	1.162125
PROKR2	0.67
PDE5A	-1.117
C6orf12	-0.431
TOM1L1	0.5365
WHDC1	0.58875
FOXI1	2.73416666666667
RAB4A	0.9597
TMEM39B	-0.68075
ATPBD1C	-0.4905
FARSA	-0.528166666666667
PLEKHG5	1.0125
CMAS	-0.520833333333333
OR7E24	0.309
SLC30A1	-0.05075
CDC42EP5	-0.0125
PLAC1	-1.85525
KLHL18	-0.039
LBA1	-0.1442
TAZ	-1.46425
CRIP2	1.525
BTBD11	-0.6285
C16orf72	1.11625
DIO2	-1.35077777777778
LRRCC1	0.801833333333334
CCDC136	-2.3435
PRX	0.21325
RBM5	0.4584
TMEM85	0.438875
TUBGCP4	-0.8295
APLN	1.2215
CDK7	0.06
SSR2	0.549833333333333
CRELD1	0.589
C19orf46	2.8415
GAL3ST4	-0.45
KBTBD10	2.296
IL28A	0.357
WDR27	-0.6065
MCM2	-1.814
SOX14	-0.7115
FLJ39743	0.649
KIAA0922	-1.472875
HIPK4	0.461
FLJ25758	0.486
C16orf57	-1.04975
PDZD2	-0.47425
MCC	2.033
HHLA3	0.0636
ID2	0.2675
C20orf23	1.33508333333333
ZNF688	1.84425
APOC2	-2.79583333333333
LOC440093	0.1705
FAM50B	2.67566666666667
PWP1	-0.00600000000000001
DNAH10	-1.819
HIST1H2BA	-0.44775
GPR56	0.238333333333333
METAP2	-0.316
PAN3	1.22933333333333
STXBP4	0.571875
PDHX	0.2525
MTA1	-0.41
ZBED4	0.183875
ZNF720	-0.37075
CDK2	-1.27
RHOJ	-1.5135
CDC37	-0.592166666666667
ZER1	0.694
GRK4	0.9955
PRPH	0.05025
POLR2A	1.004625
OGFOD1	-1.73275
NOL5A	-1.70325
PHEX	0.369
FLJ16478	0.42125
C20orf117	-0.5255
CAMTA2	0.36575
C11orf74	0.118
DDX17	0.89
C5orf27	-0.773875
PLEKHA2	-1.5438
PDE4DIP	0.2721
SCN7A	1.79366666666667
ZNF559	-1.29483333333333
CXCL10	2.83075
ZMYM4	0.838
STK32B	2.27553333333333
KIAA0888	1.2913
TACR3	0.9405
CKAP2L	-1.46325
KIF1A	1.69283333333333
RSPRY1	0.4205
VCAN	-2.52275
CYP27C1	-0.5965
SYDE1	-1.8175
MED12L	-0.01525
ZDHHC21	1.770375
NHS	0.7615
TM9SF3	1.13833333333333
DDHD1	-0.244125
MAFG	-0.588083333333333
BICD2	-0.5934
C14orf119	-0.331333333333333
C14orf43	0.806571428571429
CDH7	0.00675000000000001
ALKBH5	0.147428571428571
JUP	1.35425
TMEM41A	-0.577166666666667
MAMDC4	-0.319166666666667
CBX3	0.279375
LRRC18	0.159
RBMXL2	-0.61175
PLA2G4D	0.585
FGF13	-1.21425
KIF3A	0.412
PDIA6	-1.42575
DCXR	0.9535
CASKIN2	0.5535
EHD1	0.646666666666667
MARCKSL1	-0.197833333333333
ZNF496	-0.396
SCAF1	-0.037
KCTD8	-1.511
TRAF3IP3	-0.535428571428571
LSR	0.829
CXorf1	0.6664
C14orf112	0.749333333333333
EIF2B1	-0.34225
OMP	-0.239
GSTZ1	1.11
LOC92017	1.05975
ISLR2	-0.594
C12orf36	0.6565
GATA2	-1.1355
GABRA5	-2.1585
CELSR2	-0.177357142857143
STAM2	1.0873
TNAP	-0.1645
PTPMT1	0.435166666666667
GRP	2.431
SV2A	-2.42933333333333
MAGEA12	-4.336
CACNG1	2.115
C18orf19	-0.7935
GSG1	-0.861
PTPRJ	0.843214285714286
FRMPD1	0.264
ZNF668	0.30575
PLEKHJ1	-0.591125
ADAT1	-1.5156
TMEM50A	0.9614
UCN3	0.2735
HOOK1	1.20275
IL17B	-2.5285
MLKL	-1.88433333333333
TTC14	0.458166666666667
KLHL5	2.277625
CRYL1	0.899666666666667
FOXH1	-0.1425
NFYB	0.153
PPM1G	-0.62225
GOLGA2LY1	-1.8805
NMT1	-0.27925
HADHA	-0.4822
CHSY-2	-1.44625
PLEKHF1	0.0355
SAGE1	-3.3535
MUSTN1	0.2605
SUHW4	1.8215
TFEB	1.914
ZFYVE27	0.452
ATG12	-0.784166666666667
BMI1	1.1585
ZIM3	0.15
MYH4	1.04533333333333
MASP1	-1.0605
KIAA0984	1.7805
RPAP2	-0.18725
ASB5	-3.1705
BOLA3	-0.703666666666667
MIA3	0.315666666666667
KRT35	0.164
KIR3DL3	-0.813
MRPL51	0.11
SEMA3F	1.04333333333333
NDUFB2	0.0968333333333333
LOC253012	0.87825
FAM46C	0.3712
G6PC	-1.710375
CSAG3A	-4.75466666666667
PREX1	2.047
SLC25A45	0.55075
MAPKBP1	0.591
CPE	-1.9174
GNB1	-1.04475
CXCR6	-0.396
TRIM46	0.4375
C16orf3	-0.1485
HPSE	-1.111125
TIGD3	0.8055
SPG3A	2.569
LCAT	-1.594
ST6GAL1	-0.521777777777778
POMC	-0.6685
FLJ36031	-2.026
NSMAF	-0.730833333333333
SKIL	-0.1225
ADSS	-0.1065
HMGCS1	-1.4889
POLR3F	-0.7965
RAB10	0.00850000000000001
ZNF277P	-1.823375
ZBTB7B	1.39525
DHRS1	0.973
ABCC13	-0.891714285714286
CNOT3	0.1335
NFKBIA	1.05975
GAK	0.160333333333333
SFT2D2	0.402833333333333
HOXA6	1.114
CRTC1	0.14075
LY6D	-1.1485
C20orf72	-1.61816666666667
CPT1A	-0.4605
LMO1	-1.715
EIF3I	0.10575
PRB4	-0.46425
MCM3APAS	-2.231125
C20orf132	0.3384
FOXF2	-4.84675
S100A12	-0.23125
MLH1	0.556333333333333
ACTN1	-0.0930999999999999
MRPL36	-0.153666666666667
C20orf106	-0.75425
FBXO6	1.81833333333333
MKS1	-0.0448333333333333
CX3CR1	-0.48425
PDE1B	-0.1995
PLP1	-4.16925
KISS1	0.207
C14orf2	-0.0525
TBC1D3P2	0.361
COMMD6	1.1945
ANKRD7	-2.0275
PTCHD1	-1.90928571428571
NARS2	-0.909
DOCK7	-0.807625
FAM127B	-0.655375
LOC390243	-0.35
N6AMT2	0.624
ZNF391	-1.2345
DNAJB14	0.248166666666667
WRB	0.704
BPI	-0.459818181818182
TTC4	-0.433166666666667
FAM10A5	-0.1315
GOT1L1	0.634
MAGED1	0.18275
RESP18	-2.571
WFDC6	0.5815
MT2A	-1.019
C11orf56	0.55775
KIAA1432	1.112
ROR1	-0.95675
HSD17B14	3.05633333333333
ZFAND2B	0.604875
SAMD4B	-0.268
HEXA	0.049875
HNRNPU	-0.131409090909091
USP39	-0.515625
NRD1	-0.69875
R3HDML	-0.405
FLT4	0.0451666666666667
OMG	1.31483333333333
OR52N4	0.313
LOC399818	-0.0895
ELA2	-2.409
VENTXP1	1.431
RFC5	-1.2215
OR52L1	-0.1445
PAX5	1.017
FBXO2	1.61275
GMEB1	-0.7975
AKT3	-2.0725
CRB1	-1.76266666666667
CTTN	0.284
UTP15	-0.445333333333333
HSBP1	-0.478416666666667
PHF11	2.26575
NDEL1	0.035
USP8	0.40375
BAIAP2	0.642625
SI	0.9616
ARSJ	-2.67516666666667
BAAT	-2.807
KCNS3	3.90766666666667
LOC126147	0.092
TMEM37	-1.325
C1orf162	2.11983333333333
MBD1	-0.1061
ITGAL	-0.711833333333333
WDR73	-0.041
GKN2	-0.1116
ARFGAP1	-1.19625
SLC5A8	-0.443666666666667
ZBTB40	0.4862
CYP4B1	3.01116666666667
LYPLAL1	-0.268
CHST3	-2.9405
MAP3K9	0.2695
BTAF1	-1.51366666666667
TFAP2E	-0.5225
RBM35B	0.1195
LOC441251	-0.2575
ANKRD25	-1.50044444444444
UQCRC2	1.068
MAEA	0.544666666666667
HYAL1	-3.5439
RNPEPL1	0.310666666666667
CPSF2	-0.5435
PSD3	2.1429
ABCA13	-0.924375
AGR2	2.47475
GBX1	-0.9375
HDLBP	0.3325
ACY3	-0.8245
HECW1	-1.31966666666667
ZNF519	-0.884
HOPX	1.417875
ZNF304	1.409625
OR12D3	-0.515
FKSG43	-0.287
METTL1	-0.449875
MFSD3	0.6747
PSPH	-1.124
CLCA3	-0.903
DARS2	-2.03916666666667
CDC25A	-2.6234
BAIAP2L1	-0.8335
B3GNT5	-1.453
USP29	0.19525
ARHGEF10L	2.3702
ATOX1	0.183625
ADAM30	0.28725
DNASE1	-0.238
STT3A	0.26575
RAB6IP1	0.271
PTN	-2.0167
C1orf106	-2.75130769230769
HECA	1.7195
RNF122	-1.2035
SLC22A18AS	0.3035
GNG8	-0.0286666666666667
ELP4	-0.4155
FAM65A	0.131666666666667
RPL10A	-0.678166666666667
IRS4	0.7195
MACF1	1.9768
SEC24D	-0.208
LOC374395	0.962
TGFB2	-1.345875
MDFIC	-1.759625
CHRNE	0.303333333333333
PCMTD2	-0.0591666666666667
ATP6V0D1	-0.207
MTA2	0.3175
LZTR1	-0.674333333333333
RAP1A	0.182
AXIN1	0.24975
POLR1C	0.0275
TRIO	0.00800000000000001
PLXNA4A	-1.98858333333333
C5orf33	0.28975
DEPDC1B	-2.580875
ZNF473	-0.608833333333333
MTM1	1.06425
GPR107	0.186
CSNK1A1L	-0.0116666666666667
FLJ14154	0.45875
NLRC4	2.737
ENPP4	2.99216666666667
PADI3	-0.9645
RNF170	0.523
CG018	0.996166666666667
C16orf7	0.04225
KCNE1	0.0695
NRM	-0.835833333333333
SLC37A3	-0.671
TPD52L2	-1.40766666666667
UNC5B	1.30575
C12orf12	-0.344333333333333
SDHB	0.06875
CLRN1	0.353714285714286
NUDT10	-3.072
UGT3A1	0.4365
FBXW8	0.518125
RHOF	-1.54275
PTPLAD1	-0.041125
MYO3B	-0.763333333333333
DERA	-0.5925
TPP2	-0.69875
C19orf53	0.127
GINS3	-1.166125
ST6GALNAC5	0.8055
CHSY1	1.23
MGC15705	0.224
GPR83	0.755166666666667
EXT2	-0.739625
DOLK	0.66375
TUBAL3	-1.8745
ACVRL1	1.044
ABL2	-0.331583333333333
C14orf156	-0.355166666666667
PTPRZ1	-3.77025
DIP2C	0.453625
LAMP1	0.398875
RXRA	0.2676
MAP3K5	0.38125
ALKBH1	0.484833333333333
PDLIM7	-0.937375
ARL14	-1.6885
SNIP1	0.0893333333333333
TIMP3	-0.8455
RGS3	-0.0535
SPAG16	-0.1244
ABHD4	0.5275
ARHGEF12	1.28790909090909
GLUD2	0.1545
RAC2	-0.7536
UAP1L1	-0.384
SLC18A3	-2.01
YOD1	-1.81166666666667
RALY	-0.44225
HMOX2	0.7505
DGKH	1.2925
DBNDD2	1.91166666666667
YIPF4	0.7565
THAP10	0.7055
ZNF513	1.0605
HAGHL	0.749
ITGB4	0.262333333333333
CCDC141	-2.022
YTHDF3	0.87525
C5orf28	0.74975
RPL7L1	-0.450125
TMEM30B	1.97578571428571
ANKRD35	-1.2925
DUOXA2	-0.6215
TBC1D5	-0.071375
DFNB59	2.1335
HRH4	0.487
MYO6	3.6824
DNAJA4	2.2735
RBM24	3.021875
CEACAM20	-0.91
RBM23	0.115785714285714
NGFB	-3.2775
C1orf63	-0.144
KRTAP7-1	-0.292
PERLD1	1.5365
NPB	-0.658
C17orf59	1.4065
HSPBAP1	-0.538
SLC15A4	-0.5035
PRTFDC1	-0.17175
OSMR	-1.00871428571429
CYSLTR2	0.1325
C19orf25	0.52
KIAA1797	-0.658
NLRP6	0.9445
FAM105B	-0.3007
SCRN2	0.7485
LRRC58	-0.7783
RNF17	-0.319
NEIL3	-2.4775
FAM137A	0.15475
SKP2	-3.325
PARVA	1.47383333333333
PKLR	-1.346
RNF34	0.33075
A3GALT2	0.0975
C12orf50	0.0724
SUNC1	-1.56325
FAM102B	0.920166666666666
CCT2	-0.7825
LRRC37A2	-0.4915
ARF4	1.202
SIKE	-0.0445
C8orf48	-2.1434
MBTPS1	-0.251642857142857
GPSN2	0.002
NCF2	2.58275
SLC12A6	-0.0608333333333333
MRPL48	-0.26725
HMGN3	0.565166666666667
LRRC62	-1.08125
PAX9	2.045875
FAM55A	3.291
C20orf42	-3.4115
SCML2	-1.8586
BCL9	0.8715
FAM40A	0.11925
C9orf41	-0.346833333333333
ZNF774	1.9265
LETM1	-0.4035
PLXNB1	1.1295
NIPSNAP1	-0.237125
USP10	-1.4575
F9	1.02975
LIPE	2.39175
CNGB3	-0.213
C12orf52	0.05375
PI4K2A	-0.0924999999999999
MED8	0.14875
STAT4	-1.51288888888889
FGD4	-1.3955
RNF145	-3.37966666666667
WDR32	0.8881
CLDN2	0.5795
TCEAL8	1.04525
ZMYND8	-0.3111
PDXK	-0.43434375
GATAD2A	-0.693
PTGES3	-0.7345
CCM2	-0.3865
TAP1	-0.2465
ZNF670	0.264
ETS2	-0.887642857142857
C6orf166	0.083
PRMT2	-0.545428571428571
OR4B1	0.469
INTS8	-0.7485
CCDC102A	-0.60225
CCDC83	-1.2238
ITGA1	-1.5893
EPHA5	-2.49528571428571
FAM24B	-0.7325
TSGA10	4.398
HAL	-2.926
MYOT	-0.19475
SPACA3	-1.166
BCL2L2	-0.5105
CUGBP2	-2.066
CCNB3	1.8845
RNF113B	0.133
MERTK	-0.1135
BAG1	1.77
VPS36	0.54275
ORMDL3	0.5832
C1orf190	-0.068
ZNF625	0.06475
CORO2B	-2.19275
ALOX15	-0.8685
CST1	2.05
NUPR1	2.23466666666667
CCL7	-0.391
SMCR5	-3.104
DSC2	-0.36
RBMS2	0.496
GRIK4	1.568
TRIM65	-0.3527
TMPRSS6	2.00935714285714
TP53INP2	0.28975
GLB1L	1.02266666666667
LOC388284	0.754666666666667
PUS1	-1.48435714285714
BCL9L	-0.3855
OLFM1	-1.67416666666667
RET	3.32325
MASTL	-1.88566666666667
ALX3	0.07075
IL1RL1	-0.0331666666666667
ZNF765	-0.8582
C14orf138	-0.392
SNX10	0.708166666666667
TAC4	-0.4835
C1orf64	4.111875
POGK	0.248375
MAPK9	0.35075
ZNF366	2.22925
C8orf79	0.2147
CLDN7	2.305375
OR5AT1	1.074
TRIM37	-1.49325
LRRC25	1.7895
GRHL2	2.6018
TEKT3	3.08325
LASS5	-0.366166666666667
ABCC4	-2.60716666666667
DLG3	0.954875
VGLL1	-0.479625
ZFP36L2	1.35783333333333
MFRP	0.573166666666667
KIAA1799	0.51425
FLJ44379	1.604
PCNX	-0.0245
ANXA9	3.1065
CYP4V2	2.553
PIK3C2A	-0.6375
SRR	1.645
NOL3	0.10375
IFITM2	1.164
ARNTL2	-1.5085
ZNF595	0.5625
NLRP13	1.0505
ASPH	0.624125
CPA2	-0.1915
PVRIG	-2.77166666666667
LEPR	-1.42033333333333
C16orf42	0.708833333333333
SH3BGRL	2.824
FAM77D	-1.0124
FNDC7	-0.507
C9orf6	0.629
NOTCH2NL	1.07616666666667
PGBD1	0.641
SYNGR2	0.553333333333333
PITPNA	0.3806875
PRPF4B	-0.0936
SLC43A3	-2.20814285714286
NRBP1	-0.679
SLC25A22	0.28075
ILK	0.000875000000000001
SLC22A8	0.716
MRPS7	-0.086875
PITX2	-4.3045
FABP3	-1.072625
OR1L1	0.6805
LOC728215	-1.711
BLID	-3.7135
KIAA1217	2.95435294117647
TFPT	0.45575
AP4B1	-0.72225
VBP1	-0.81125
OR1K1	0.5115
MORC3	0.5805
BHMT2	-2.78283333333333
C3orf10	0.81925
FZD7	-1.22066666666667
WFDC10A	-0.2865
PMS2CL	0.29875
CCDC32	1.026
FA2H	-0.086
ALG13	0.5535
TTLL7	-0.3213
SPOCK3	-0.78525
SLC13A2	1.047
AIM1	-2.55625
GPRC6A	0.865
EGR2	0.2185
MED11	0.90425
WWC1	1.79925
SH3GL3	-3.12525
RIF1	-1.13428571428571
PRLH	-0.943
VLDLR	-3.68
DBT	0.265
C21orf63	1.05175
CGGBP1	-0.164375
KRTAP12-2	-0.524
TADA3L	-0.091875
ZBTB16	3.15675
PDGFB	0.1355
RFX1	0.2725
UQCRB	-0.4198
LOC133874	0.318
HPS3	-2.62575
LGALS3BP	0.1486
DKFZP564O0823	0.168214285714286
MRFAP1L1	0.975125
HOXA10	-2.67683333333333
NGB	1.041
KIF21A	-0.546307692307692
IFLTD1	0.2885
LZTS1	-2.53525
ARHGEF3	1.72775
RHBDL3	1.1545
CSNK1G2	-0.401166666666667
ChGn	-2.472375
KIAA1244	2.45966666666667
GABRB2	0.2095
MGC72080	-2.4345
CD27	0.34725
EGLN1	-1.5645
PEX13	0.75125
RWDD3	0.2915
RNF12	-0.701
GRIN2B	0.1165
ADAMTS14	-1.053
DYDC2	1.34466666666667
ATP6AP1	0.7407
NR1H2	-0.189
