Hybridization REF	TCGA-A2-A0YD-01A-11R-A109-07
AKR1D1	-1.36525
TNP2	0.294333333333333
STK31	0.282333333333333
EML4	-1.32483333333333
SGTA	-0.707666666666667
HIST1H2BI	0.143
PSMD6	-1.70916666666667
KIAA1257	1.301
C18orf55	-0.715166666666667
FLJ20273	2.2605
RPL28	-0.652
EPYC	3.808875
NOX3	0.0115
ELAC1	0.134833333333333
METT11D1	-0.821
BIN2	0.241833333333333
NACA2	-0.21125
CCDC17	-1.2555
HM13	-0.5085
UBOX5	-0.29925
UBE2O	-0.515
UBL5	-0.03375
APOLD1	1.74225
C9orf31	0.371
TNFSF8	0.5115
ARHGAP29	1.1835
PROKR2	0.352
PDE5A	-0.047
C6orf12	-0.477
TOM1L1	-0.171
WHDC1	0.296875
FOXI1	1.166
RAB4A	1.3262
TMEM39B	-0.32975
ATPBD1C	-0.69825
FARSA	-0.848333333333333
PLEKHG5	1.3505
CMAS	-0.642333333333333
OR7E24	-0.4305
SLC30A1	2.2905
CDC42EP5	1.57266666666667
PLAC1	0.8935
KLHL18	-0.0558333333333333
LBA1	0.9787
TAZ	-0.834
CRIP2	1.57925
BTBD11	-0.396833333333333
C16orf72	0.84225
DIO2	2.5506
LRRCC1	0.473666666666667
CCDC136	-1.8915
PRX	-0.141875
RBM5	0.1042
TMEM85	0.264125
TUBGCP4	-1.23266666666667
APLN	0.718125
CDK7	0.0511666666666667
SSR2	1.139
CRELD1	0.0585
C19orf46	1.82625
GAL3ST4	0.988333333333333
KBTBD10	0.8875
IL28A	0.28625
WDR27	-0.4355
MCM2	-1.84733333333333
SOX14	0.088
FLJ39743	0.432
KIAA0922	-0.52275
HIPK4	0.5885
FLJ25758	0.029
C16orf57	-0.612166666666667
PDZD2	1.94425
MCC	1.612125
HHLA3	-0.1111
ID2	0.049
C20orf23	2.72708333333333
ZNF688	1.06525
APOC2	-0.791166666666667
LOC440093	0.087
FAM50B	0.290666666666667
PWP1	-0.3
DNAH10	0.811
HIST1H2BA	-0.196
GPR56	1.23833333333333
METAP2	-0.397875
PAN3	0.530333333333333
STXBP4	-0.54425
PDHX	-0.3975
MTA1	0.0244166666666667
ZBED4	-0.4435
ZNF720	0.1245
CDK2	-2.091625
RHOJ	1.786125
CDC37	-0.552666666666667
ZER1	0.376625
GRK4	0.3725
PRPH	-0.21
POLR2A	0.343875
OGFOD1	-1.1805
NOL5A	-1.34675
PHEX	0.4515
FLJ16478	-0.0475
C20orf117	-0.838125
CAMTA2	0.15675
C11orf74	0.2845
DDX17	-0.0278333333333333
C5orf27	0.107125
PLEKHA2	-0.7974
PDE4DIP	0.3242
SCN7A	-0.1335
ZNF559	0.023
CXCL10	3.697
ZMYM4	0.2385
STK32B	-0.328533333333333
KIAA0888	-1.3547
TACR3	-0.0565
CKAP2L	-2.07525
KIF1A	-1.603
RSPRY1	0.20425
VCAN	2.29
CYP27C1	0.2275
SYDE1	-0.9485
MED12L	-0.58075
ZDHHC21	0.895125
NHS	0.638
TM9SF3	0.763833333333333
DDHD1	-0.488875
MAFG	-0.877416666666667
BICD2	-0.1786
C14orf119	0.112
C14orf43	0.5015
CDH7	-1.3875
ALKBH5	0.0164285714285714
JUP	1.4755
TMEM41A	-0.0743333333333333
MAMDC4	-1.18733333333333
CBX3	-0.716625
LRRC18	0.10125
RBMXL2	-0.30525
PLA2G4D	0.462666666666667
FGF13	0.158875
KIF3A	1.14366666666667
PDIA6	-0.9835
DCXR	-0.0325
CASKIN2	0.555083333333333
EHD1	0.9035
MARCKSL1	0.450333333333333
ZNF496	-0.1605
SCAF1	0.198833333333333
KCTD8	-0.61375
TRAF3IP3	1.34571428571429
LSR	0.75325
CXorf1	0.262666666666667
C14orf112	0.102333333333333
EIF2B1	-0.032
OMP	0.166
GSTZ1	-0.339
LOC92017	1.18025
ISLR2	2.2895
C12orf36	0.3115
GATA2	-1.40916666666667
GABRA5	-1.8005
CELSR2	0.157928571428571
STAM2	1.1827
TNAP	-0.071
PTPMT1	-0.9805
GRP	7.89125
SV2A	-1.66316666666667
MAGEA12	-4.381
CACNG1	2.1205
C18orf19	-0.8955
GSG1	-0.709833333333333
PTPRJ	-0.809857142857143
FRMPD1	-0.0765
ZNF668	0.31575
PLEKHJ1	-0.926625
ADAT1	-1.0036
TMEM50A	0.8345
UCN3	0.068
HOOK1	1.255875
IL17B	-0.506
MLKL	-0.339
TTC14	-0.7995
KLHL5	0.85625
CRYL1	0.333833333333333
FOXH1	0.0025
NFYB	-0.161625
PPM1G	-0.59175
GOLGA2LY1	-1.7205
NMT1	-0.361125
HADHA	-0.0547
CHSY-2	3.257
PLEKHF1	0.809571428571429
SAGE1	-2.224
MUSTN1	1.01925
SUHW4	0.72775
TFEB	1.59
ZFYVE27	-0.1005
ATG12	-0.571333333333333
BMI1	1.59085714285714
ZIM3	-0.029
MYH4	0.42875
MASP1	-1.16133333333333
KIAA0984	-0.0895
RPAP2	-0.41025
ASB5	-0.03525
BOLA3	-1.40766666666667
MIA3	1.448
KRT35	0.4265
KIR3DL3	-1.6845
MRPL51	-0.7925
SEMA3F	0.948833333333333
NDUFB2	0.211
LOC253012	-0.6615
FAM46C	-0.5093
G6PC	-1.61014285714286
CSAG3A	-3.59716666666667
PREX1	2.053
SLC25A45	-0.0995
MAPKBP1	0.3485
CPE	0.5987
GNB1	-0.162
CXCR6	1.7575
TRIM46	1.1305
C16orf3	0.348
HPSE	0.7535
TIGD3	-0.306
SPG3A	2.2345
LCAT	-0.9525
ST6GAL1	-0.850222222222222
POMC	1.18625
FLJ36031	-0.202166666666667
NSMAF	-0.602666666666667
SKIL	1.1815
ADSS	0.7735
HMGCS1	-1.9327
POLR3F	0.208
RAB10	0.1935
ZNF277P	-0.907625
ZBTB7B	0.836875
DHRS1	-0.523875
ABCC13	4.655
CNOT3	0.04525
NFKBIA	1.38225
GAK	0.213666666666667
SFT2D2	1.427
HOXA6	0.332
CRTC1	0.515375
LY6D	-0.365666666666667
C20orf72	-0.995666666666667
CPT1A	0.12025
LMO1	-0.857
EIF3I	-0.32525
PRB4	0.238
MCM3APAS	-2.2895
C20orf132	-0.8007
FOXF2	-1.894
S100A12	2.20525
MLH1	-0.188666666666667
ACTN1	0.7317
MRPL36	-0.6405
C20orf106	-0.2805
FBXO6	1.54516666666667
MKS1	-0.672166666666667
CX3CR1	0.5335
PDE1B	1.5345
PLP1	-2.918
KISS1	0.2175
C14orf2	-0.351166666666667
TBC1D3P2	-0.48875
COMMD6	1.0877
ANKRD7	-1.3095
PTCHD1	-1.40214285714286
NARS2	-1.0595
DOCK7	-0.597625
FAM127B	-0.305
LOC390243	-0.353166666666667
N6AMT2	0.904
ZNF391	-0.631
DNAJB14	0.445833333333333
WRB	-0.04425
BPI	0.339
TTC4	-0.373333333333333
FAM10A5	-0.8565
GOT1L1	0.228555555555556
MAGED1	0.72
RESP18	0.0485
WFDC6	0.33325
MT2A	-1.66
C11orf56	0.46025
KIAA1432	-0.03
ROR1	-0.62825
HSD17B14	1.3815
ZFAND2B	0.2575
SAMD4B	-0.02825
HEXA	0.352625
HNRNPU	0.114590909090909
USP39	-0.427
NRD1	-0.58775
R3HDML	0.52825
FLT4	0.621333333333333
OMG	0.391333333333333
OR52N4	0.192
LOC399818	-0.38325
ELA2	-2.055
VENTXP1	0.1925
RFC5	-1.778
OR52L1	-0.1075
PAX5	0.273
FBXO2	0.08775
GMEB1	0.1445
AKT3	-0.121833333333333
CRB1	-0.764
CTTN	0.3885
UTP15	-0.394166666666667
HSBP1	-0.579666666666667
PHF11	1.969
NDEL1	0.3295
USP8	0.091
BAIAP2	0.22975
SI	0.282166666666667
ARSJ	-0.207333333333333
BAAT	-2.393
KCNS3	3.38333333333333
LOC126147	-0.472833333333333
TMEM37	1.30275
C1orf162	3.88283333333333
MBD1	-0.1118
ITGAL	1.924
WDR73	0.0411666666666667
GKN2	-0.0716666666666667
ARFGAP1	-0.68375
SLC5A8	0.354333333333333
ZBTB40	-0.4115
CYP4B1	3.76783333333333
LYPLAL1	1.1545
CHST3	-0.8485
MAP3K9	0.089
BTAF1	-1.209
TFAP2E	-0.541
RBM35B	0.51875
LOC441251	-0.720666666666667
ANKRD25	0.287222222222222
UQCRC2	0.1805
MAEA	0.20525
HYAL1	-2.3627
RNPEPL1	-0.195833333333333
CPSF2	-0.54
PSD3	0.8218
ABCA13	-0.184
AGR2	3.29825
GBX1	-0.571
HDLBP	0.3335
ACY3	-0.56175
HECW1	-0.5235
ZNF519	-1.7175
HOPX	2.80875
ZNF304	0.725625
OR12D3	0.5405
FKSG43	-0.18575
METTL1	-0.146
MFSD3	-0.4336
PSPH	-2.0845
CLCA3	0.273
DARS2	-0.2465
CDC25A	-2.62283333333333
BAIAP2L1	-0.142
B3GNT5	0.76775
USP29	0.06875
ARHGEF10L	1.1637
ATOX1	0.038875
ADAM30	0.465
DNASE1	-0.67675
STT3A	-0.286083333333333
RAB6IP1	0.01325
PTN	1.6426
C1orf106	-0.573230769230769
HECA	1.658
RNF122	1.225
SLC22A18AS	0.415166666666667
GNG8	0.375166666666667
ELP4	-0.297
FAM65A	0.270166666666667
RPL10A	0.0915
IRS4	0.729
MACF1	0.7912
SEC24D	0.613
LOC374395	0.6195
TGFB2	3.63875
MDFIC	0.753
CHRNE	0.737166666666667
PCMTD2	0.128166666666667
ATP6V0D1	-0.108833333333333
MTA2	-0.213
LZTR1	-0.680166666666667
RAP1A	0.401666666666667
AXIN1	-0.35225
POLR1C	-0.2575
TRIO	-0.0430833333333333
PLXNA4A	0.0921666666666667
C5orf33	-0.9805
DEPDC1B	-3.983
ZNF473	-0.556
MTM1	0.676
GPR107	0.0935
CSNK1A1L	0.362166666666667
FLJ14154	0.19825
NLRC4	3.69725
ENPP4	2.5885
PADI3	-0.881
RNF170	0.033
CG018	1.49233333333333
C16orf7	-0.28825
KCNE1	0.12825
NRM	-1.022
SLC37A3	-0.115857142857143
TPD52L2	-0.62
UNC5B	2.096
C12orf12	0.6698
SDHB	-0.28175
CLRN1	0.157625
NUDT10	-0.692166666666667
UGT3A1	-0.352875
FBXW8	-0.169
RHOF	-0.7575
PTPLAD1	-0.608125
MYO3B	1.75275
DERA	-0.92325
TPP2	-0.4075
C19orf53	0.166833333333333
GINS3	-1.4675
ST6GALNAC5	0.1835
CHSY1	1.003
MGC15705	0.5045
GPR83	0.2365
EXT2	0.12375
DOLK	0.68725
TUBAL3	0.272
ACVRL1	2.4301
ABL2	0.511666666666667
C14orf156	-0.884333333333333
PTPRZ1	-3.6465
DIP2C	0.825
LAMP1	0.740875
RXRA	0.0776
MAP3K5	1.06025
ALKBH1	0.101
PDLIM7	0.456
ARL14	-1.054
SNIP1	-0.0796666666666667
TIMP3	2.3205
RGS3	0.858333333333333
SPAG16	0.0282
ABHD4	0.22275
ARHGEF12	0.872833333333333
GLUD2	-0.8995
RAC2	-0.2298
UAP1L1	-0.7315
SLC18A3	0.0915
YOD1	-0.400583333333333
RALY	-0.2665
HMOX2	0.65225
DGKH	-0.766
DBNDD2	2.0195
YIPF4	0.306375
THAP10	-0.63375
ZNF513	0.5335
HAGHL	0.4445
ITGB4	1.11833333333333
CCDC141	-1.195
YTHDF3	0.3735
C5orf28	0.50475
RPL7L1	-0.59425
TMEM30B	1.30964285714286
ANKRD35	2.0825
DUOXA2	-0.32375
TBC1D5	-0.235875
DFNB59	-0.375
HRH4	0.311
MYO6	2.7071
DNAJA4	1.251625
RBM24	1.616375
CEACAM20	-1.009
RBM23	0.101428571428571
NGFB	-0.1975
C1orf63	-1.6659
KRTAP7-1	-0.284
PERLD1	1.5785
NPB	-0.285
C17orf59	0.928
HSPBAP1	-0.18475
SLC15A4	0.153
PRTFDC1	0.23
OSMR	0.0728571428571428
CYSLTR2	-0.585
C19orf25	0.4106
KIAA1797	-0.3145
NLRP6	0.0675
FAM105B	-0.0132
SCRN2	-0.0318333333333333
LRRC58	-0.6245
RNF17	0.337875
NEIL3	-3.4025
FAM137A	-1.3475
SKP2	-2.76675
PARVA	1.28133333333333
PKLR	-2.168
RNF34	0.127625
A3GALT2	0.37575
C12orf50	0.055
SUNC1	-1.52375
FAM102B	0.377
CCT2	-1.03475
LRRC37A2	-0.503
ARF4	1.1595
SIKE	-0.02525
C8orf48	2.6615
MBTPS1	-0.629214285714286
GPSN2	-0.211
NCF2	4.07575
SLC12A6	0.254666666666667
MRPL48	-0.7915
HMGN3	-0.0826666666666667
LRRC62	-1.0285
PAX9	2.217875
FAM55A	0.829
C20orf42	-1.8475
SCML2	-1.78633333333333
BCL9	2.05825
FAM40A	-0.1115
C9orf41	-0.805
ZNF774	-0.0795
LETM1	-0.867
PLXNB1	0.336666666666667
NIPSNAP1	-0.8495
USP10	-1.194
F9	0.272
LIPE	3.623
CNGB3	1.1605
C12orf52	-0.099875
PI4K2A	0.133375
MED8	0.0935
STAT4	1.4263
FGD4	0.497
RNF145	-1.461
WDR32	1.019
CLDN2	-0.0498333333333333
TCEAL8	0.84925
ZMYND8	-1.1521
PDXK	-0.68909375
GATAD2A	-0.75925
PTGES3	-0.8495
CCM2	-0.00625
TAP1	1.466125
ZNF670	-0.42375
ETS2	0.465642857142857
C6orf166	0.1245
PRMT2	0.3805
OR4B1	-0.1865
INTS8	-0.934
CCDC102A	0.14375
CCDC83	-0.9245
ITGA1	0.7217
EPHA5	-1.8973
FAM24B	-0.534333333333333
TSGA10	1.4475
HAL	-0.4895
MYOT	0.57925
SPACA3	0.0845
BCL2L2	-0.690333333333333
CUGBP2	0.9615
CCNB3	1.44875
RNF113B	-0.364
MERTK	0.60925
BAG1	0.3795
VPS36	0.286
ORMDL3	0.315
C1orf190	0.428
ZNF625	-0.3345
CORO2B	-1.187
ALOX15	-0.7405
CST1	2.0135
NUPR1	1.707
CCL7	0.8425
SMCR5	-2.809
DSC2	1.4485
RBMS2	0.517
GRIK4	1.603
TRIM65	-0.1153
TMPRSS6	0.579571428571429
TP53INP2	0.3265
GLB1L	1.63866666666667
LOC388284	0.1635
PUS1	-0.808142857142857
BCL9L	-0.086
OLFM1	1.0405
RET	0.318625
MASTL	-2.23716666666667
ALX3	0.253
IL1RL1	0.665833333333333
ZNF765	-0.5806
C14orf138	-0.4045
SNX10	-0.00166666666666667
TAC4	-0.469
C1orf64	1.938
POGK	1.6185
MAPK9	0.3585
ZNF366	3.73775
C8orf79	1.466
CLDN7	1.911625
OR5AT1	0.1455
TRIM37	-2.295
LRRC25	2.957
GRHL2	1.5878
TEKT3	1.13275
LASS5	0.140833333333333
ABCC4	-1.65441666666667
DLG3	0.831125
VGLL1	0.407875
ZFP36L2	1.06066666666667
MFRP	-0.218166666666667
KIAA1799	0.20475
FLJ44379	0.909
PCNX	0.34825
ANXA9	3.6955
CYP4V2	2.1854
PIK3C2A	-0.61825
SRR	0.9855
NOL3	-0.93625
IFITM2	1.8505
ARNTL2	-1.731
ZNF595	0.1115
NLRP13	0.073
ASPH	0.157875
CPA2	0.005
PVRIG	-0.646
LEPR	0.417666666666667
C16orf42	0.566333333333333
SH3BGRL	2.42125
FAM77D	0.0923333333333333
FNDC7	0.225
C9orf6	-0.255333333333333
NOTCH2NL	1.8605
PGBD1	-0.712666666666667
SYNGR2	0.636666666666667
PITPNA	-0.10475
PRPF4B	-0.8373
SLC43A3	-1.11242857142857
NRBP1	-0.01425
SLC25A22	0.2155
ILK	0.532875
SLC22A8	0.5305
MRPS7	-0.50675
PITX2	-0.57975
FABP3	1.5065
OR1L1	-0.9175
LOC728215	1.466125
BLID	-1.6365
KIAA1217	2.81270588235294
TFPT	0.9155
AP4B1	-0.4625
VBP1	-1.63675
OR1K1	0.2095
MORC3	0.707
BHMT2	1.34483333333333
C3orf10	0.83925
FZD7	1.67133333333333
WFDC10A	0.6725
PMS2CL	-0.67925
CCDC32	0.732333333333333
FA2H	-1.56775
ALG13	-0.104
TTLL7	-0.3975
SPOCK3	-0.1695
SLC13A2	0.1975
AIM1	0.929
GPRC6A	1.155
EGR2	5.75625
MED11	0.62375
WWC1	1.1425
SH3GL3	-3.59125
RIF1	-0.548857142857143
PRLH	-0.2965
VLDLR	-1.502
DBT	0.036625
C21orf63	0.93575
CGGBP1	0.107375
KRTAP12-2	0.975
TADA3L	-0.32375
ZBTB16	1.7115
PDGFB	1.4415
RFX1	0.420125
UQCRB	-0.124
LOC133874	-0.679
HPS3	-2.12125
LGALS3BP	0.8945
DKFZP564O0823	1.81614285714286
MRFAP1L1	0.436875
HOXA10	-0.579666666666667
NGB	0.0555
KIF21A	-1.16515384615385
IFLTD1	0.7445
LZTS1	0.49275
ARHGEF3	1.35525
RHBDL3	-1.144
CSNK1G2	-0.418083333333333
ChGn	-0.2995
KIAA1244	2.07683333333333
GABRB2	0.056
MGC72080	-0.5365
CD27	3.73225
EGLN1	-1.2544
PEX13	0.43075
RWDD3	-0.03575
RNF12	-0.216166666666667
GRIN2B	-0.897
ADAMTS14	-0.097625
DYDC2	1.8925
ATP6AP1	0.3446
NR1H2	-0.198
PDK2	0.50825
C3orf17	-0.0346666666666667
SLC38A2	-1.25378571428571
SLC25A29	0.165333333333333
C15orf29	0.73725
ADAM9	-0.878166666666667
TMUB2	0.17125
GPR176	-0.52425
AGK	-0.687625
MCCD1	-0.07875
NDUFA4	-0.0875
TMEM146	-0.4325
DUSP1	2.615625
UNQ6975	0.6845
EMX2OS	4.3475
INSM2	-0.811333333333333
LUZP4	-0.017
SETD6	-1.5575
P2RY2	3.02025
SLC45A2	-1.1895
RABGAP1	0.139
UBXD5	0.025
GPRC5A	0.3445
PAK3	0.382
LOC63920	-1.1445
TGFBR1	1.1352
KRTAP6-3	-0.0365
SFMBT2	-0.62325
CDC42	0.577625
C11orf35	0.516
TTLL2	0.23625
UACA	1.18016666666667
CD97	-0.9421
SETD5	-0.412875
NINJ2	0.682
PTER	0.867166666666667
POMGNT1	0.1055
KRTAP4-2	-0.1705
ECGF1	2.6555
HRB	-0.00772727272727273
ATP1B2	0.0456
LOC400506	-0.25725
COL4A3BP	0.594
C6orf97	1.58875
GRHPR	0.440625
TAS2R1	0.235
SEMA7A	-1.11175
EDF1	0.12275
ODF2L	0.5206
PCID2	-1.029
GTF2H4	-0.586
ZCCHC3	-0.64625
CGB2	-0.156166666666667
NEUROD1	0.3765
C20orf75	0.049
RP5-1054A22.3	2.1415
IFNA5	0.261
ZNF134	0.358
MGC119295	-0.7825
ZSWIM6	0.517875
SMEK1	0.0288333333333333
PCGF2	0.598
C1orf102	2.29125
CYP2A13	0.535
KCNH6	-1.1271
MDM1	0.2208
ALDH7A1	-0.145666666666667
C9orf75	1.37475
VDAC3	-0.6655
OR51T1	0.6265
EIF3F	-0.213083333333333
KCNJ10	-0.384875
LENG8	-0.031
EDEM2	0.0785833333333333
CCNJL	0.1505
DHX37	-0.925
CRYGN	0.3805
AATF	-0.754375
ZNF630	1.00675
E2F5	-0.4145
WFDC13	-0.451
FTSJ3	-0.517
C4orf33	1.01075
LHFPL4	-2.7985
C19orf56	-0.187833333333333
SMAD4	0.2115
AFM	-0.391666666666667
G0S2	2.81825
FCHSD2	0.2107
RRP1B	-1.1989
EEF1B2	-0.536
STAT6	1.1345
ZNF195	-0.485
GNL1	-0.9095
ZNRF2	1.55216666666667
PER3	0.527875
ASB16	0.76375
C10orf10	2.70428571428571
ADCY8	-2.68616666666667
C9orf58	-1.8985
ARMC10	-0.2255
PSG1	-1.125
DHX34	-0.48725
VARS2	-0.70875
NFIC	0.34625
ITPR2	-0.09275
AGXT2	-0.0945000000000001
OR6K3	0.1795
H2AFZ	-1.14391666666667
MLLT3	0.692416666666667
COX4I2	1.923
CCNT2	-0.477375
PLK4	-2.5865
NUMBL	-0.407333333333333
MED16	-0.1195
PLEKHQ1	1.76775
GOSR1	0.230888888888889
BTG4	0.221
RPL30	0.117833333333333
IGSF5	1.7615
IGFL2	2.3605
ELMOD2	1.02866666666667
SHC3	-1.15183333333333
HAVCR1	0.375
DYNC2H1	0.38125
RNF5	-0.428166666666667
C2orf7	0.042
NLF1	1.004
KLHL25	0.29375
LRP10	0.9379
KRI1	-0.05875
PUS7L	-0.192666666666667
MGMT	0.91125
HOXD1	1.40816666666667
CSH1	0.0813
ATG16L2	-0.466
FLJ44635	0.9255
CHODL	-0.71175
EXOSC8	-1.6455
SLC28A1	-0.55425
MYO7B	-0.764166666666667
SEH1L	-0.7236
MTNR1A	0.199166666666667
TSPAN5	0.8275
CDC45L	-4.2035
AMIGO1	0.426
ATAD3A	-1.54225
OSGIN2	0.536
PDIK1L	0.477166666666667
DARC	4.06525
PIPSL	0.8875
SHMT1	-0.65475
CRISP3	0.3355
POPDC2	2.507
ZRANB2	-0.894666666666667
FBXL8	0.6045
TRIP13	-3.01136363636364
EIF5AL1	-1.0775
POU5F1P3	-5.037
IL6	2.419
CXorf38	0.298
IFNA16	-0.664
FBXL2	1.56516666666667
BRD1	-0.56175
STATH	0.43425
FBXO44	0.029
MCCC2	-0.59775
CDC2	-2.1338
C5orf23	-0.1315
IVD	0.05
C10orf122	-0.22575
MSL3L1	-0.153
MVP	1.20975
EPOR	-0.1276
ZMYM1	0.138333333333333
BCL7C	0.564666666666667
PSTPIP2	0.8985
LYPD1	-1.397875
OR8G5	-0.086
ZP3	0.0395
BCAS4	1.59558333333333
EDG6	2.2995
ISY1	-0.16175
PRAMEF2	-0.72675
CUL1	-0.368125
RNF213	0.5345
CCRK	1.43975
DHX9	-0.24525
C13orf29	-0.14625
NCKAP1	0.614666666666667
MRPL43	0.875
XPR1	0.79275
PKN2	0.8053
PODNL1	0.9395
ZNF333	0.315875
DALRD3	1.01075
OPN1SW	0.2395
BTBD6	0.79125
C11orf82	-2.2705
OR5P3	0.239
DUSP11	0.5715
L1CAM	-1.658
NEK11	2.42483333333333
OR7E91P	1.6225
CNTN3	2.14688888888889
CREB3L2	0.4295
ZBTB37	0.75
KIAA1324L	1.184
NDUFB10	0.137666666666667
NUDT2	-0.2325
GTPBP8	-0.37325
CACNA1D	1.9545
PRKAA2	0.56
PRDM8	-0.06
MGC16075	-0.164
KRT14	0.563785714285714
PP8961	0.341125
MRPL18	-0.3955
ABCG2	-2.0125
PACRG	1.37525
BBS2	-0.08375
KREMEN2	-3.6155
FBXO21	0.23275
HNRPUL1	-0.0176666666666667
GRB10	-0.3895
CLSTN1	0.743
LMAN2	-0.1697
C17orf61	0.00775
NIPSNAP3A	0.52075
INSIG2	-1.2305
PCDHB7	0.719333333333333
STXBP2	0.659375
CMAH	2.01883333333333
SEMA5B	0.15075
ZNF155	-0.00899999999999999
COQ6	0.118333333333333
PRPF4	-0.566
TSPAN15	2.9625
VN1R5	0.067
LATS2	1.249
SELK	0.2185
PGK2	0.338
MS4A1	0.010375
TYW3	-0.4249
KRTAP5-1	1.0015
RCCD1	-2.02983333333333
BTN1A1	0.78675
DDX28	-0.3395
TMEM65	0.530125
LOC92345	0.276
TTC31	-0.40275
WDR46	-0.918166666666667
CHP2	-0.926166666666667
LSP1	1.239375
ZNF542	0.2705
EXOSC1	-0.29125
ARHGAP18	0.232166666666667
LRRTM4	-1.336
MAOB	2.91825
CACNB4	-1.3435
MGC33846	1.985875
RANBP3L	-0.31675
ATP5L	0.1185
ONECUT1	-2.4195
NUDT9	0.2705
TMEM149	0.334
STX17	0.545
IGSF10	-2.646
TMPRSS9	-0.0355
BMPR2	1.615
ALLC	0.09375
KLF7	1.232375
GCC1	0.542
TIMM9	-0.25475
CDO1	1.82066666666667
MGC10701	-0.977166666666667
IFI6	3.2145
FRMD8	0.3945
MGAT2	0.2235
WBP5	0.696833333333333
CNIH2	0.27925
KIAA0907	-1.0914
KCNH8	-0.7625
CTSG	0.54175
GRIK1	-0.157166666666667
CUL5	0.197625
FRMD1	0.3675
OR9A4	0.569
SYT6	-0.698125
FOXD4L2	1.07575
ANAPC2	-0.584333333333333
OPN5	-0.319
TAF13	-0.31575
LYG2	-0.332
GGNBP1	-0.2125
C11orf40	0.506
OTX2	-1.3205
REG4	0.412333333333333
EIF5	-0.2920625
PALB2	-0.62075
SEPSECS	0.1964
RNASE3	-0.284
TRIM49	-1.543
POLR2K	0.1171
GPR42	0.249
C8B	-2.84133333333333
SASS6	-1.8395
PREB	-0.366166666666667
OR3A3	0.0515
TUBA8	0.909375
IGLV2-14	-0.89575
STIL	-2.624
ANKFN1	-1.06883333333333
NME7	1.4015
HOXC12	-0.3735
UBE2C	-2.023875
FHOD1	-0.368125
CDK2AP1	0.144333333333333
OR6K2	0.04625
DHPS	-0.51875
RPL5	-0.557916666666667
TRGV5	0.5835
LOC541472	1.033
HCCS	-0.5676
DENND1B	-0.8885
LHX3	0.515
OR5D16	0.4795
CXorf57	-0.957166666666667
IRF2BP1	0.66175
NDST2	0.7275
LCE3D	-0.1475
BOLL	0.17125
SYT3	-0.28825
PIH1D2	1.633
C20orf7	-0.314666666666667
IL1R2	0.695
SLAMF9	1.2445
PPME1	-0.4545
PIK3CA	0.17575
TRAPPC1	0.46625
COLEC10	-1.67325
SLC9A6	-1.32133333333333
PDDC1	-0.615166666666667
CCDC53	0.66775
GK3P	-0.82375
DAZL	-1.015
BRI3	0.372
SDK1	-0.417
CYP2C18	-0.64275
IFI44L	4.291125
RPL3L	0.049
FUT9	-0.673833333333333
KIFC2	-0.364166666666667
PMP2	0.27
SLC4A9	-0.621
PLAG1	-1.842
MYCBP2	0.124166666666667
OR4E2	0.4505
CCDC65	0.902
C16orf82	-0.146875
ENTPD4	0.139375
BRP44L	0.309625
PMP22CD	0.24625
TMCO4	0.731666666666667
KCNN1	-0.683166666666667
WDR35	0.69625
CCDC80	3.229375
C3orf31	-0.92625
SLC7A9	-1.194
TMEM190	-1.21025
DBC1	-0.854
FADS3	-0.341833333333333
PDZD8	-0.341333333333333
GRM5	-0.177875
AZGP1	2.8795
PEX3	0.6745
MED1	0.199928571428571
ATG4C	-0.697666666666667
HNRPH3	-0.920625
FAM109B	2.039
C4orf17	0.383
CA10	-0.0335
OPRD1	-0.3695
CCL16	-0.98525
SACM1L	-0.54175
CST6	5.1035
CD63	1.096125
LGI1	-0.9865
ZNF784	0.68875
CRYBB1	-0.556
CX3CL1	1.1517
TOP2A	-2.719
GYPB	-3.225
GADD45GIP1	-0.83775
FEN1	-2.197125
IGF1R	0.0448125
WDR72	-2.1365
PURG	-1.04883333333333
DEFB126	0.444666666666667
PKD1L1	0.88075
CAV1	-0.9035
GNPDA2	1.1139
DGAT2	1.434125
NLGN1	-3.491
STRBP	0.020375
HPRT1	-1.2445
FANCI	-2.61625
PSMA7	0.108375
DBF4B	-0.892333333333333
TTF1	-0.25775
RAD54L	-2.97375
ELOF1	-0.04425
PLAGL2	-0.4735
ZNF256	0.38775
HMGCL	1.3195
MSI2	-0.124666666666667
RPESP	0.407833333333333
C11orf60	0.534
ABCD1	0.247
ACAA1	0.4824
SPARCL1	5.58514285714286
IL6ST	1.5654
ZNF319	-0.000250000000000004
TMEM109	0.0255
FAM90A1	-1.14833333333333
IL22RA1	-0.634
ATP4B	0.0585
TEC	-1.0725
C7orf30	-1.16375
TXNDC2	-0.576
ABCB4	-0.0455
KIAA1191	0.35875
C9orf38	0.148
SFTPB	0.392
CNTNAP2	-1.30491666666667
FRK	3.0645
TBX19	0.03975
CHD4	0.0395
C6orf26	-2.27416666666667
MOSC2	0.91475
IKBKE	1.1115
HIF1A	-1.0305
LOC595101	-0.1725
RELA	0.707333333333333
TMEM16B	-0.128166666666667
ABHD12B	3.21025
TSEN34	0.07475
KIF18A	-3.291
TXNDC9	0.289833333333333
SPATA2L	0.3265
SEMA4G	-1.547
C21orf91	-0.280125
MATN1	-0.4425
KCNIP4	-0.151833333333333
TUSC1	1.438125
OR4C15	0.306
ARMCX6	0.936666666666667
WBSCR27	-1.282
