Hybridization REF	TCGA-A8-A08L-01A-11R-A00Z-07
LMBR1	1.107625
C8orf44	-0.64825
ZPBP	-0.34825
FGF23	-0.87225
C21orf67	1.42075
PCNT	-0.204875
BCKDHB	0.6125
GALNTL5	0.702
BET1	-0.596
ARL13A	-1.96
HDAC6	-0.67325
N4BP3	-0.102333333333333
OTOP1	0.162166666666667
TTC30A	2.31575
CRISP1	-2.827
KRT32	0.6085
VSTM1	0.259
ZNF622	-0.46325
POLR3B	-0.0142
DNAJC10	0.7405
C12orf54	1.1255
ADIPOQ	1.49783333333333
RIT2	-0.143
CD44	-0.35525
ABCA3	0.73025
RPS17	-1.86875
FEZF1	0.036
PCDHB15	0.63475
KCNMA1	-0.428272727272727
CCDC116	-3.1695
C15orf27	-0.973
NARG2	-0.86825
ITGA5	-1.2045
MEFV	0.7075
TUT1	-0.171625
LOC541473	-0.059
NMBR	-0.4615
GLT1D1	-1.83233333333333
ABCB7	-1.181
PFKP	-1.16481818181818
C9orf91	0.9749
LRRC41	0.508666666666667
C1orf85	-0.6195
ATP5F1	-0.31075
STOX1	-0.399
GFOD2	1.3405
SLC25A3	-0.384125
ZNF646	0.6182
ZAR1	0.077
OSTbeta	-2.298
GALNT3	3.751
IFT122	1.35516666666667
LDB3	0.3016
GARNL1	0.579153846153846
HOMEZ	0.425
LRRC6	3.39575
ANGPTL5	-1.72275
UBAC1	-0.1415
DLEU7	1.11866666666667
RPL19	-0.344
TOP1MT	-0.608
LOC643641	0.443875
MBD3L2	-2.062
NTSR1	0.309166666666667
WISP2	-0.8785
GPSM2	-0.82
RDH10	-0.818
PRKCG	-0.022
HIST1H4J	1.8305
MON1B	0.4471
MLF1IP	-1.5835
ZNF446	0.51225
COL4A5	-0.3965
SLC26A1	0.0994285714285714
RGN	-0.17925
CCNB1	-1.729
C9orf165	0.28925
CCDC28B	-0.143
CCDC97	0.30375
FGR	1.79875
MSRB3	-0.438333333333333
EPN2	-0.23225
COX15	-0.221666666666667
KCNK6	-1.3369
XK	-2.901
GDA	-3.94585714285714
HEPH	-2.10075
THRAP3	1.065375
MET	-1.11171428571429
PHYHIP	-0.57
LYAR	-1.81716666666667
ING3	0.11175
AK7	-0.887
CCT8L2	-0.779857142857143
COPS7A	-0.683833333333333
WSCD1	-0.393
RNF185	1.497
TNS3	-0.45275
KNDC1	1.25166666666667
RWDD4A	-0.334666666666667
MED13L	-0.5863
ZFYVE1	0.15325
C7orf44	-1.41466666666667
MRPL1	-0.574
STGC3	-1.46
TEAD1	-1.2985
RPL7A	-0.645
ARL6IP1	1.5991
C1orf178	-0.7555
CTAGE5	0.280916666666667
TMEM184A	-1.333
SLC25A14	0.43075
CACNG5	0.2755
ATXN10	0.5866
ECH1	-0.1549
CCL22	0.40875
CYP2F1	-1.82666666666667
GADL1	0.2435
TMEM19	-0.7836
RUNX3	1.32175
EFNB1	0.0351666666666667
LIPN	0.4665
ACSM3	-4.77
SIGLEC8	0.486166666666667
ASCC3L1	0.556
NOL8	0.468125
RELT	-0.770166666666667
Magmas	-0.11675
PPP1R15B	0.232
C11orf2	-1.429
VKORC1	-0.0551666666666667
MGC26647	-1.445
TRPM6	0.0835833333333333
UGT2B7	-4.86
FEV	0.5765
FOXK2	0.1286
PDCD5	-0.121666666666667
SLC8A1	2.07577777777778
DGUOK	-0.432
CLDN16	0.697
GAGE1	-0.662
RBM17	1.157
C1QTNF3	1.493375
VGLL3	-0.585833333333333
UNQ5830	null
CD1A	-2.7695
SCGB1C1	0.7735
SUPT4H1	0.71475
TRAF5	-1.17225
ASAHL	1.174375
FAM73A	0.848166666666667
OR6B1	0.1735
WHSC1	-1.4846
GFPT2	-0.05125
LOC339809	0.4925
STARD5	-0.355909090909091
SIP1	-0.643
DNAJC15	0.6085
STAU2	0.2445
FAM98A	0.1465
RAD23B	0.751625
LRRC33	-0.7215
CHRAC1	-0.6165
C21orf89	0.4695
C19orf43	0.5335
KLK8	-3.64333333333333
CCNE1	-0.267625
PKDREJ	0.7095
SSU72	1.32325
C17orf73	0.1805
GPR78	0.771
WHSC1L1	0.9298
GSTA2	-0.359
SMUG1	0.124
UFM1	0.1393
AP3M2	1.05508333333333
USP14	-1.079625
FBXL14	0.36
DSTN	-0.298
SFRS14	-0.32875
FBXO31	-0.740166666666667
C12orf40	-0.366333333333333
FRS2	1.3745
NR2E3	-0.24425
TUBB2C	0.17575
GMPR	-0.296333333333333
C9orf139	-0.193
ING5	-0.197357142857143
LOC730092	-0.0551666666666667
ORM1	-4.3265
RP11-11C5.2	-0.86275
HSPD1	-0.0847
PIWIL3	0.04
C5orf13	-0.588
OR5R1	0.538
LCOR	0.528625
PLEKHA9	0.9085
CCDC43	0.424
ZNF232	-0.95325
SLC6A7	1.6195
ADH5	-0.941333333333333
SHBG	-0.999666666666667
CROCCL2	-0.2665
PANX3	-0.0395
CDIPT	0.165
SLC16A5	-1.38675
TUBB	-0.0269375
TOR3A	0.7069
PREP	0.7535
ENTPD8	-0.212714285714286
CHMP1B	-0.37225
SYT12	0.3915
MYH6	-1.5956
MAP3K13	1.76016666666667
KLHL30	-0.0828333333333333
LCMT1	0.138625
EIF1AX	0.279666666666667
FOXD4L1	0.575
SLC24A5	0.046
RNF166	-0.7023
TJAP1	0.6145
TMEM156	-0.416333333333333
ZNF239	-0.85025
SNX19	0.3112
GKN1	0.5935
FCN1	2.6942
C1QL1	0.03325
ATP11C	0.303625
ZNF35	0.74175
CARD8	-0.400875
LIMD1	-0.526
KIAA0286	-0.5805
XRN2	-0.00583333333333333
CD6	0.6345
TOX3	1.313875
ZSCAN4	-0.380166666666667
RSRC1	0.81
COG1	1.01125
PTRF	-0.0584
C16orf35	-0.135
FBXO24	0.14175
CHST11	-0.722
THRB	0.5827
MYBPC1	2.22375
RNF39	2.053
PSMD11	0.1265
ALAD	0.314833333333333
EN1	0.8725
SLC9A9	-0.144
GSTM4	-0.8725
CDC42BPA	0.0883888888888889
RCSD1	-0.595
LUC7L2	-0.0984
SPTBN1	0.1948
LOC146167	0.1965
BAT5	0.5411
ZNF452	0.371625
LSM4	0.129375
SRP72	-0.3338
SGK269	-0.200333333333333
MTX1	0.56975
CENTA1	-0.24375
UNQ9433	0.9025
ATR	0.321083333333333
DDX49	0.4645
PAQR8	-0.471166666666667
C14orf174	-0.0425
GBGT1	-0.31125
THAP1	0.565
OR10K1	0.062
RASIP1	-1.47166666666667
DPYD	-0.5191
DOHH	0.567
C18orf45	1.061
POF1B	2.8029
ZNF552	2.618
USP32	-0.5585
MED27	0.688333333333333
C14orf149	-2.43883333333333
PRDX4	-1.01433333333333
ABHD12	0.8824
AGT	-4.67825
SLC22A14	-0.6855
C1orf58	0.65075
PILRA	-0.6365
ABCF2	-0.633875
C17orf85	0.0234
TKTL1	-1.43025
FGF1	1.3116
IL6R	0.364166666666667
VPS25	-0.40775
CHRNB2	1.5385
COL7A1	-1.3842
LRRC48	2.19616666666667
SPG20	-0.793916666666667
COX10	-0.181
GCA	0.4415
ECEL1	0.0143333333333333
GLG1	0.3695
SRD5A2L2	0.5395
MUTYH	-0.44975
ZNF70	-0.19525
L2HGDH	-0.0645
GPATCH2	1.88125
ZNF655	-0.648125
ZNF227	-0.521166666666667
MCOLN2	1.02966666666667
NQO2	-0.4035
KCNQ5	-0.196
NEU1	0.761833333333333
QRICH1	-0.2605
ZBTB20	0.289
RPUSD3	-0.57225
EPGN	-2.44633333333333
TSN	-0.144916666666667
SPRY2	-3.26616666666667
LZTFL1	-0.312
GMFB	0.707
PBEF1	-0.9701
HBG2	-2.39466666666667
TMEM8	-0.02425
PALM2-AKAP2	-0.806666666666667
NFYA	1.222
FAM108A1	0.797625
PBLD	0.6085
NRG4	-1.87775
PIGF	-0.59775
PTGER1	0.098
NOS2A	0.656333333333333
C21orf34	0.9665
C21orf51	0.211416666666667
IL17C	-0.213
TRMT6	-1.1875
ETV2	-0.0281666666666667
CCDC109A	-0.40725
MYLK2	-1.314
ATP10A	0.260888888888889
DPH4	-0.4285
C5orf5	0.473166666666667
KCNA4	0.476333333333333
NMNAT2	1.072
GLYATL2	3.8415
LSMD1	0.327125
IL23R	-1.85025
NRF1	-0.1765
MUC15	-2.055
PRDM12	-1.511
PAQR4	0.305428571428571
RBBP6	-0.46125
IFI27	3.1795
SKAP2	-0.4285
TAGAP	1.853
TJP3	1.9825
C9orf61	-2.39175
IDS	0.227571428571429
PARG	-0.88825
LOC131149	0.1715
DYRK4	-0.475
MICALL1	-0.6305
GALR2	0.3645
GPBP1L1	0.34075
TBX21	4.278
KCNJ6	-0.0916
GGN	0.28625
CASP5	-0.0983333333333334
RNF182	0.112
BRD4	0.86275
DOK4	-0.9105
SLC46A2	0.627166666666667
SOX9	2.91358333333333
ZNRD1	-0.583833333333333
PRR6	-1.2845
FAU	-0.170625
DTNB	1.548
CARD9	0.9405
STS-1	-1.3305
SLC4A5	0.405375
NSBP1	-1.167
UGCGL2	-0.209333333333333
POTE15	2.2505
NOXA1	-0.11225
RP13-347D8.3	0.642
SAMD10	-0.473333333333333
EP400NL	-1.50375
TCF21	0.0376666666666666
AMELX	-0.05
JPH2	0.0227
SLA	1.624375
DLST	-1.76233333333333
SEPT12	0.229
RGS20	-3.07125
LXN	0.665333333333333
ZNF419	0.2075
UPK3B	-0.317333333333333
RELL1	-0.1975
ESPNL	-1.1545
KLHL21	-0.408
PI15	0.077
C2orf61	0.032
LOC407835	-0.342
RER1	0.760833333333333
ELAVL2	1.0925
MGC26718	-0.93175
KLF2	1.536
TNFAIP8L3	0.19525
TFE3	-0.05825
C11orf17	-1.40975
15E1.2	-2.239
SNRPC	-0.39475
DLGAP1	1.2045
PGLYRP1	-0.396375
OVCH2	0.677
IRF7	0.951
SET	0.301
NAB2	-0.753333333333333
LRP5L	-0.28275
FAM120A	0.2555625
ASCL2	1.70933333333333
SHH	-0.272
ATP5H	0.55
THPO	-1.2445
TYRP1	-3.36833333333333
HIST1H3E	1.31116666666667
EIF2S1	-0.505
TNFRSF17	-1.6474
TARSL2	-0.00575
NKX2-8	-0.0515
C1orf115	3.13625
LOC56964	0.333
KIAA0841	-0.62575
ISCU	-0.569
TTMA	-0.301
ZNF414	0.4465
LOC441150	0.6915
RAB15	1.01
HBP1	0.993166666666667
TNNT2	-0.212833333333333
CECR5	0.2715
PHGDH	0.934375
JRK	-0.2232
XPO4	-0.990125
FAM131C	0.6605
ARHGAP25	1.68
CA9	-2.86955555555556
GPR62	0.762
TLX1	-0.140833333333333
GPS1	0.2145
OR2M2	1.2215
BDP1	0.745428571428571
FAM70B	0.23
RPS29	-0.303583333333333
MKLN1	-0.2483
TSPAN19	-1.23933333333333
SLC29A3	0.2349
LGALS4	0.0543333333333334
USH2A	0.9108
NF1	0.166666666666667
APOBEC3A	2.552
IMPAD1	0.934333333333333
OLR1	2.9495
NRAP	-1.7175
HCFC1R1	0.0436666666666667
TAOK2	0.197333333333333
MCM10	-0.4365
MAP4K3	0.312833333333333
CBS	-2.8485
CLK3	-1.093
PCDHGA5	1.156
ELF4	0.0285
FAM71A	-0.0925
C11orf49	0.4895
CLIP2	-0.71075
BTBD9	1.057
ZNF524	1.0665
KDELR1	-0.496166666666667
ZNF509	-0.398
NCSTN	0.972
ZNF533	-0.473428571428571
PARP4	-0.80975
GALNT9	0.115166666666667
NPY	-1.82625
BEGAIN	-2.0935
TMEM77	-0.444333333333333
FOXRED1	-1.92933333333333
SLC16A2	2.8115
SLC35B1	0.30025
GK5	0.819083333333333
SDCCAG10	-1.07875
C4orf20	-0.4615
SLC9A2	-0.24875
ADD1	0.0183571428571428
TAL2	-0.535
ACLY	0.8405
DNAJC1	-0.0755
SOST	-2.00625
USP43	0.721166666666667
CYP4F12	-1.91225
FKBP5	0.564
CHCHD5	-0.4841
NUDT22	-0.91325
CCDC85B	-0.8485
OR51G2	0.5
STRN3	0.355928571428571
TMOD2	0.29975
FLI1	0.32875
MAB21L2	-0.462666666666667
DGKQ	0.21625
VPRBP	-0.0905
SCNN1B	0.2087
ECHDC3	1.6
TMEM106C	0.6705
CSNK2A2	-0.738
RPL39	-0.2999
HERC3	-0.0655
ZBTB47	-0.527666666666667
ZNF681	0.072
PAGE2	-2.08125
CLIC5	2.80864285714286
RABAC1	-0.5025
ZFHX2	1.4885
YPEL1	2.35866666666667
KIAA0776	1.14575
NR1D2	-0.8955
DNAJC4	0.4875
NPNT	2.9435
ZNF677	0.842
ZNF536	-0.446
MEF2B	0.372333333333333
PTPN4	-0.94675
CTCFL	-3.6425
STX5	0.406333333333333
CD72	2.994
VEGFA	-0.0902631578947368
XRCC1	-0.6635
MAS1L	0.406166666666667
ELL	0.1321
SETBP1	1.6085
CDH11	2.47666666666667
NDC80	-1.25423076923077
DMBX1	-1.25275
NRSN1	0.6612
BAT2D1	0.696
CDS2	-0.273166666666667
C1orf212	-0.166666666666667
SENP3	-0.975875
IL1F9	0.05
EEF2K	0.178375
COG8	0.12425
CEP72	-1.38025
OR1L8	0.209
MUS81	-0.49225
PHYH	0.9135
GGT6	0.976166666666667
C22orf23	0.0245
C13orf33	2.011125
MAPK8IP2	1.661
NELL2	-0.1765
POU3F2	0.328666666666667
ALPK1	1.29225
MRPS18C	-1.26125
RPLP2	-0.534625
FGF22	-0.5995
SPNS1	-0.0918333333333333
ZFP1	0.57075
IL1RAPL1	-0.56225
PCSK9	-4.39683333333333
NKX2-1	0.599153846153846
C6orf189	1.772
SP4	0.1645
SLC11A1	0.1349
C21orf25	0.671333333333333
ICAM2	0.147125
SH3GL1	-0.188166666666667
GSK3B	0.331166666666667
RALB	0.36675
PDXP	-0.625166666666667
GNGT1	0.376125
KIR2DL1	0.4665
TNFAIP3	0.654916666666667
C6orf32	1.4379
CBLN2	-2.25833333333333
PANK3	-0.1745
TAAR9	0.943
WDR82	0.248357142857143
APOM	-3.322
TRIP10	-0.20225
SPATA16	0.33525
C1orf135	-0.9295
USP51	1.75125
TESK1	1.431
C11orf64	-0.1255
ZNF611	0.8295
PDE6G	0.254833333333333
HLA-DQA1	1.821
GCLC	-0.73225
SEC61A1	0.0717142857142857
TWSG1	-0.667333333333333
ZMYND10	2.4485
CTDP1	0.590125
ADAMTS6	-0.722166666666667
SLIT1	-1.87875
KRT86	1.0325
KIAA0574	0.38125
GTPBP2	0.0942
PQLC3	-0.20875
PRRX2	0.133666666666667
C15orf44	-0.234166666666667
MKKS	-0.956
C11orf10	0.53675
GPR110	0.848571428571429
CD109	-0.633666666666667
ADCY1	0.191
RHBG	-1.77475
TP53I3	-0.71625
SLC22A3	-2.5385
UCP2	0.4615
FOXG1	-2.57016666666667
OR2AG1	0.2425
TRIM24	-0.585
PROC	-3.11825
TAAR6	0.465333333333333
AMTN	-0.7725
C10orf47	0.401333333333333
DEPDC1	-0.462
FLJ45557	3.53375
ZDHHC17	0.1358125
KIAA1429	0.516833333333333
KCNH1	0.6955
VNN3	-0.198
PSMAL	0.889
PPARD	0.435125
HFM1	-1.155
YBX1	-0.682166666666667
ZNF695	-0.99425
SCTR	0.227
DCDC1	1.048
VPS26B	0.1922
MTF2	-1.0205
ATP6V1F	0.37375
CCDC94	0.08725
PERF15	-0.943
CCL11	3.38175
LMO7	-1.716375
DCST1	0.0895
ADRBK1	0.0585
CDRT4	-0.985875
ZNF84	-0.35375
HOXD8	1.9545
STARD8	-0.553
FOXP2	-0.805625
CCDC103	0.471333333333333
POLR3A	-0.4134
GSC	-0.818
ZNF114	-1.60933333333333
HTR7P	-0.1155
LALBA	2.6455
RMND5A	0.146333333333333
PSCD2	0.028
ZNF409	0.0885
KRTAP1-3	0.413833333333333
MAF1	0.2815
LOC201725	-0.387
NRN1	-2.52925
SPAG5	-0.674833333333333
DNAH7	1.07833333333333
FLJ43860	-0.1865
BRCA2	-1.794
ACADM	-0.70825
CXXC6	-2.2125
RAGE	-1.515625
CHMP2A	0.61675
FAM8A1	-0.0657
GPR21	0.2095
SLC12A3	-2.20166666666667
FVT1	0.361357142857143
ZDHHC7	-0.76775
FLJ44048	1.03575
SLC44A3	-0.0886666666666667
SDSL	0.449833333333333
MMP8	-0.688
PLA2G12B	-2.87466666666667
ACY1	-1.733
MT1E	0.0706666666666667
OR4K15	0.502
TECTB	-2.325
GPR20	0.825375
IRAK2	-0.61425
RFPL3	0.635
MYO9A	-0.72725
NARG1L	-0.709916666666667
BLMH	-0.1415
CCDC3	1.22216666666667
C9orf21	-1.16283333333333
KIAA0513	-0.156
MIER2	-0.27425
PNMA2	-1.18866666666667
SH3BP2	0.6005
ANXA10	-2.98733333333333
RTN2	-0.367833333333333
TFB1M	-0.874
PRPH2	1.065
C14orf133	-0.06025
GOLGB1	1.78008333333333
IRX4	1.5015
NFKBIL1	0.062
C10orf62	-0.32975
APBB3	-0.1005
RPS10	-0.316
LOC728378	1.22325
TLE3	0.726111111111111
PSMB7	-0.37025
MESDC1	-0.156
SLC6A1	-0.609666666666667
OCLN	0.607666666666667
PTTG3	-1.86066666666667
NAGLU	-0.62925
SERTAD4	3.352875
SPRY1	0.1435
FLJ10781	0.48475
MYSM1	0.0485
TRIM4	0.395142857142857
SH3YL1	0.6515
TREM2	3.17616666666667
SERPINI1	0.423
HDHD3	0.536125
TMEM38A	0.4675
EID2B	-1.56475
TDRD3	-0.599833333333333
SEDLP	0.26725
THSD7A	0.475333333333333
NDST3	-0.9235
KLHL15	-1.12191666666667
DHRS12	0.76
FBXO9	0.280928571428571
TNPO1	-0.817916666666667
MRPL13	0.644166666666667
SNX5	-2.58433333333333
METTL6	-0.158
SOD1	0.913125
CHML	0.221833333333333
PACS1	1.282125
SIRT5	-0.393
CAPN2	0.604333333333333
FXYD5	-1.27566666666667
TWISTNB	-1.18375
LRFN1	0.625666666666667
UBE1L	0.072
UBE1C	1.03825
OR51B2	-0.28375
OR4D11	0.114
C15orf2	-0.2805
NR4A1	0.0105
LOC339047	-1.99725
TRIM17	-0.578375
ATP5G3	0.748571428571428
RPL15	-1.27441666666667
ADAMTS8	-0.8735
HOXC4	0.0275
C14orf37	1.9785
CEACAM5	-0.407125
MYT1L	-0.844
RASA2	0.640125
OSBPL7	-0.539
STAG1	-0.235
GIMAP4	4.48916666666667
FUT3	0.345833333333333
PIF1	-2.4385
LPIN2	0.3165
SH3PX3	-0.64
PDP2	-0.1905
PAPD1	-0.821875
ERP27	3.49525
APOOL	-0.00650000000000002
DIABLO	-0.113
TRHR	0.383
ARMC9	0.34425
RNF152	2.954
SLITRK3	-0.582666666666667
ZNF211	0.2056
PFDN1	0.633125
RGS11	0.34875
HS6ST1	0.9812
AKR1D1	-0.276666666666667
TNP2	-0.018
STK31	0.501666666666667
EML4	0.360166666666667
SGTA	0.0243333333333333
HIST1H2BI	0.517
PSMD6	-2.20483333333333
KIAA1257	3.30575
C18orf55	0.115833333333333
FLJ20273	2.481875
RPL28	-0.306333333333333
EPYC	1.1945
NOX3	-1.436
ELAC1	-0.417333333333333
METT11D1	-1.27825
BIN2	0.2985
NACA2	-0.47
CCDC17	-0.94075
HM13	-0.4618
UBOX5	-0.392875
UBE2O	0.257375
UBL5	0.714
APOLD1	0.955375
C9orf31	0.2005
TNFSF8	0.842
ARHGAP29	1.875875
PROKR2	0.095
PDE5A	-0.24
C6orf12	-0.42
TOM1L1	0.597
WHDC1	-0.4935
FOXI1	0.142666666666667
RAB4A	1.5665
TMEM39B	-0.47425
ATPBD1C	-1.238
FARSA	-0.841833333333333
PLEKHG5	0.3035
CMAS	-0.116333333333333
OR7E24	1.4255
SLC30A1	-0.6795
CDC42EP5	1.1075
PLAC1	2.24425
KLHL18	-0.3295
LBA1	0.4108
TAZ	-1.337
CRIP2	2.031
BTBD11	-1.1615
C16orf72	0.52775
DIO2	0.9295
LRRCC1	0.992666666666667
CCDC136	-1.174
PRX	-1.16475
RBM5	-0.2806
TMEM85	-0.063125
TUBGCP4	-1.40083333333333
APLN	2.050375
CDK7	-1.38266666666667
SSR2	0.614166666666667
CRELD1	0.83075
C19orf46	0.461
GAL3ST4	0.237666666666667
KBTBD10	1.403
IL28A	0.34275
WDR27	-0.0515
MCM2	0.4525
SOX14	-0.404
FLJ39743	0.352
KIAA0922	-0.726714285714286
HIPK4	1.222
FLJ25758	0.8975
C16orf57	-1.06916666666667
PDZD2	1.3795
MCC	0.573375
HHLA3	0.0662
ID2	1.7205
C20orf23	0.64225
ZNF688	0.909
APOC2	-2.32383333333333
LOC440093	1.1245
FAM50B	1.93283333333333
PWP1	-1.0205
DNAH10	0.659
HIST1H2BA	-0.417333333333333
GPR56	0.872
METAP2	-0.918875
PAN3	-0.346
STXBP4	0.52075
PDHX	-1.0365
MTA1	0.221083333333333
ZBED4	0.692375
ZNF720	0.0485
CDK2	-0.777125
RHOJ	-0.154375
CDC37	-0.1025
ZER1	0.448875
GRK4	-0.134
PRPH	-0.0615
POLR2A	0.146125
OGFOD1	-1.11225
NOL5A	-1.6785
PHEX	-0.4645
FLJ16478	0.227
C20orf117	-0.571
CAMTA2	0.07775
C11orf74	0.0945
DDX17	0.21625
C5orf27	-0.166875
PLEKHA2	-0.9782
PDE4DIP	-0.655
SCN7A	0.393
ZNF559	-0.879666666666667
CXCL10	3.91375
ZMYM4	0.259166666666667
STK32B	-0.5024
KIAA0888	-1.9703
TACR3	1.499
CKAP2L	-0.4705
KIF1A	1.91816666666667
RSPRY1	0.1
VCAN	0.9235
CYP27C1	-0.0235
SYDE1	-1.15283333333333
MED12L	-0.5915
ZDHHC21	0.37425
NHS	-0.1105
TM9SF3	0.629333333333333
DDHD1	0.041
MAFG	-0.38625
BICD2	-0.1045
C14orf119	-0.219666666666667
C14orf43	-0.402571428571429
CDH7	-1.046
ALKBH5	-0.399571428571429
JUP	2.0605
TMEM41A	0.523666666666667
MAMDC4	-1.10833333333333
CBX3	-0.819625
LRRC18	0.21925
RBMXL2	-0.3625
PLA2G4D	0.341666666666667
FGF13	2.09
KIF3A	1.53266666666667
PDIA6	-0.1255
DCXR	0.914
CASKIN2	1.07141666666667
EHD1	-0.193
MARCKSL1	2.25083333333333
ZNF496	-0.149166666666667
SCAF1	-0.109666666666667
KCTD8	-0.366
TRAF3IP3	1.54035714285714
LSR	1.03275
CXorf1	0.218
C14orf112	0.0183333333333333
EIF2B1	-0.47525
OMP	-0.876
GSTZ1	-0.103
LOC92017	0.63925
ISLR2	0.458
C12orf36	0.505
GATA2	-1.66916666666667
GABRA5	-2.3775
CELSR2	-0.699928571428571
STAM2	0.1276
TNAP	-2.0795
PTPMT1	-0.638166666666667
GRP	2.6275
SV2A	-1.06416666666667
MAGEA12	-4.45875
CACNG1	-0.897
C18orf19	-1.43
GSG1	0.121833333333333
PTPRJ	0.216071428571429
FRMPD1	-0.408
ZNF668	0.2095
PLEKHJ1	-0.711
ADAT1	0.5295
TMEM50A	0.789
UCN3	-0.09
HOOK1	1.6465
IL17B	-1.2265
MLKL	-1.19266666666667
TTC14	-0.605666666666667
KLHL5	-1.08675
CRYL1	-0.458
FOXH1	0
NFYB	-0.62025
PPM1G	-0.11275
GOLGA2LY1	-0.879
NMT1	-0.210125
HADHA	-0.2925
CHSY-2	1.495
PLEKHF1	-0.260357142857143
SAGE1	-2.2105
MUSTN1	-0.2
SUHW4	0.3305
TFEB	0.872166666666667
ZFYVE27	-0.19675
ATG12	-0.6514
BMI1	-0.2055
ZIM3	1.44
MYH4	0.76125
MASP1	-0.99
KIAA0984	1.06875
RPAP2	-0.76925
ASB5	-0.407666666666667
BOLA3	-0.317
MIA3	1.63316666666667
KRT35	1.3145
KIR3DL3	-1.2785
MRPL51	-0.8625
SEMA3F	0.909666666666667
NDUFB2	1.19866666666667
LOC253012	5.308
FAM46C	-0.7721
G6PC	-2.40714285714286
CSAG3A	-4.822
PREX1	0.0865
SLC25A45	-0.465875
MAPKBP1	0.073
CPE	-0.0731
GNB1	0.92875
CXCR6	1.627
TRIM46	0.06775
C16orf3	0.244
HPSE	0.9385
TIGD3	1.285
SPG3A	2.7715
LCAT	-1.2175
ST6GAL1	0.000999999999999981
POMC	0.589
FLJ36031	-1.029
NSMAF	-0.51
SKIL	0.8975
ADSS	0.804166666666667
HMGCS1	-0.8074
POLR3F	-0.0788333333333333
RAB10	0.3175
ZNF277P	-1.024625
ZBTB7B	0.8695
DHRS1	0.40925
ABCC13	0.425428571428571
CNOT3	-0.047
NFKBIA	1.1925
GAK	-0.2495
SFT2D2	0.689833333333333
HOXA6	-0.234
CRTC1	0.07025
LY6D	-0.918
C20orf72	-1.04433333333333
CPT1A	0.6715
LMO1	0.048
EIF3I	-0.0305
PRB4	-0.2895
MCM3APAS	-1.737375
C20orf132	-0.2587
FOXF2	-3.291
S100A12	0.24475
MLH1	-0.756166666666667
ACTN1	-0.556
MRPL36	-0.459166666666667
C20orf106	0.04425
FBXO6	1.14216666666667
MKS1	0.388666666666667
CX3CR1	-2.55975
PDE1B	0.233
PLP1	-3.4775
KISS1	-0.550333333333333
C14orf2	0.443166666666667
TBC1D3P2	-0.41875
COMMD6	0.1978
ANKRD7	-2.2
PTCHD1	-0.808
NARS2	-1.20875
DOCK7	-0.317375
FAM127B	0.469625
LOC390243	-0.0201666666666667
N6AMT2	0.50825
ZNF391	-0.035
DNAJB14	-0.362333333333333
WRB	1.67675
BPI	1.15083333333333
TTC4	-0.222833333333333
FAM10A5	-0.00649999999999999
GOT1L1	-0.609428571428571
MAGED1	0.76975
RESP18	-0.43975
WFDC6	3.67875
MT2A	-0.558
C11orf56	-0.04175
KIAA1432	-0.792
ROR1	-1.61125
HSD17B14	0.443166666666667
ZFAND2B	0.2705
SAMD4B	-0.272
HEXA	-0.736
HNRNPU	0.766590909090909
USP39	0.086875
NRD1	-0.48175
R3HDML	0.678
FLT4	0.516666666666667
OMG	0.165333333333333
OR52N4	0.5465
LOC399818	-0.0625
ELA2	-2.301
VENTXP1	1.7545
RFC5	-1.795
OR52L1	0.097
PAX5	-1.088
FBXO2	1.78
GMEB1	1.0405
AKT3	-0.905666666666667
CRB1	-0.504166666666667
CTTN	0.263833333333333
UTP15	-0.945666666666667
HSBP1	0.135333333333333
PHF11	0.29175
NDEL1	-0.324833333333333
USP8	-0.649
BAIAP2	0.6204375
SI	0.632666666666667
ARSJ	-1.74233333333333
BAAT	-1.871
KCNS3	2.10433333333333
LOC126147	-0.198166666666667
TMEM37	-0.74675
C1orf162	3.31733333333333
MBD1	-1.118
ITGAL	1.29216666666667
WDR73	-1.10333333333333
GKN2	0.619833333333333
ARFGAP1	-0.422375
SLC5A8	0.1045
ZBTB40	0.0508
CYP4B1	2.10133333333333
LYPLAL1	0.53425
CHST3	-1.33975
MAP3K9	-0.073
BTAF1	-0.4625
TFAP2E	0.0395
RBM35B	0.48325
LOC441251	-0.150666666666667
ANKRD25	0.311055555555556
UQCRC2	0.1095
MAEA	0.0659166666666667
HYAL1	-2.3446
RNPEPL1	0.169
CPSF2	-1.122625
PSD3	-0.184
ABCA13	0.147625
AGR2	-0.394875
GBX1	-0.9825
HDLBP	0.652785714285714
ACY3	-0.406
HECW1	0.100666666666667
ZNF519	-0.0945
HOPX	2.609875
ZNF304	1.4255
OR12D3	-0.873
FKSG43	0.41675
METTL1	0.3755
MFSD3	-0.8263
PSPH	-0.398
CLCA3	-0.2515
DARS2	-0.342666666666667
CDC25A	-1.42116666666667
BAIAP2L1	0.084
B3GNT5	0.84925
USP29	-0.23275
ARHGEF10L	1.256
ATOX1	0.28425
ADAM30	0.52075
DNASE1	1.2775
STT3A	-0.429416666666667
RAB6IP1	-0.58625
PTN	-0.9369
C1orf106	0.251846153846154
HECA	1.93725
RNF122	0.89075
SLC22A18AS	-0.0675
GNG8	0.3515
ELP4	-1.00375
FAM65A	9.25185853854297e-18
RPL10A	-0.706166666666666
IRS4	0.5075
MACF1	0.9418
