Hybridization REF	TCGA-A8-A0A7-01A-11R-A040-07
LOC390243	0.138833333333333
N6AMT2	0.26375
ZNF391	-0.6565
DNAJB14	0.955333333333333
WRB	-0.1945
BPI	0.302916666666667
TTC4	-0.653666666666667
FAM10A5	-0.80875
GOT1L1	0.1692
MAGED1	0.786375
RESP18	0.108
WFDC6	0.23575
MT2A	-0.9625
C11orf56	0.09375
KIAA1432	-0.3425
ROR1	-0.349
HSD17B14	1.834
ZFAND2B	0.410375
SAMD4B	0.313666666666667
HEXA	0.73875
HNRNPU	-0.169909090909091
USP39	-0.380625
NRD1	-0.29875
R3HDML	0.251
FLT4	0.460833333333333
OMG	0.0901666666666667
OR52N4	0.5665
LOC399818	-0.893
ELA2	-1.57225
VENTXP1	1.0885
RFC5	-1.924
OR52L1	-0.3135
PAX5	0.9885
FBXO2	0.3495
GMEB1	0.144
AKT3	0.118333333333333
CRB1	-1.39233333333333
CTTN	0.561333333333333
UTP15	-0.698
HSBP1	-0.28
PHF11	2.05925
NDEL1	-0.0166666666666667
USP8	-0.1015
BAIAP2	0.2845625
SI	0.00633333333333334
ARSJ	-1.40566666666667
BAAT	-1.8225
KCNS3	0.8685
LOC126147	-0.438333333333333
TMEM37	0.81025
C1orf162	4.22683333333333
MBD1	-0.0645
ITGAL	2.76283333333333
WDR73	-0.388166666666667
GKN2	0.059
ARFGAP1	-0.56825
SLC5A8	-0.651
ZBTB40	-0.5226
CYP4B1	1.57466666666667
LYPLAL1	0.73175
CHST3	-1.29675
MAP3K9	0.41
BTAF1	-1.3165
TFAP2E	-0.1465
RBM35B	0.517
LOC441251	-0.6735
ANKRD25	-0.57
UQCRC2	-0.495
MAEA	0.170166666666667
HYAL1	-2.5827
RNPEPL1	1.0455
CPSF2	-0.8345
PSD3	-1.7086
ABCA13	-0.130375
AGR2	-0.557375
GBX1	-1.012
HDLBP	0.863357142857143
ACY3	0.38875
HECW1	0.10525
ZNF519	-1.53825
HOPX	3.91025
ZNF304	1.407125
OR12D3	0.486
FKSG43	0.03875
METTL1	0.229375
MFSD3	1.9034
PSPH	-0.82975
CLCA3	0.0485
DARS2	-1.54383333333333
CDC25A	-2.023
BAIAP2L1	-0.342
B3GNT5	1.075625
USP29	0.0745
ARHGEF10L	0.4719
ATOX1	0.7285
ADAM30	0.2365
DNASE1	1.20975
STT3A	0.388
RAB6IP1	-0.49325
PTN	2.0591
C1orf106	0.123461538461538
HECA	1.37375
RNF122	0.42575
SLC22A18AS	-0.427166666666667
GNG8	1.056
ELP4	-0.44875
FAM65A	0.26
RPL10A	-0.916333333333333
IRS4	0.3925
MACF1	0.5235
SEC24D	0.13175
LOC374395	1.21375
TGFB2	1.035625
MDFIC	1.20625
CHRNE	0.6565
PCMTD2	-0.242833333333333
ATP6V0D1	0.6645
MTA2	0.35075
LZTR1	-0.508
RAP1A	0.9725
AXIN1	-0.672625
POLR1C	-0.22825
TRIO	-0.791916666666667
PLXNA4A	-0.359916666666667
C5orf33	-0.92275
DEPDC1B	-2.328
ZNF473	0.3175
MTM1	0.62775
GPR107	0.247166666666667
CSNK1A1L	0.1655
FLJ14154	-0.11675
NLRC4	4.44725
ENPP4	1.62483333333333
PADI3	-0.3225
RNF170	0.0795
CG018	1.0005
C16orf7	0.22375
KCNE1	0.2045
NRM	-1.0025
SLC37A3	0.194357142857143
TPD52L2	-0.413333333333333
UNC5B	1.76875
C12orf12	-0.3994
SDHB	-0.25125
CLRN1	-0.092375
NUDT10	0.216166666666667
UGT3A1	0.26975
FBXW8	-0.65475
RHOF	0.585
PTPLAD1	0.046375
MYO3B	-0.55175
DERA	-1.12775
TPP2	-1.114
C19orf53	0.3175
GINS3	-1.552
ST6GALNAC5	0.9645
CHSY1	-0.6305
MGC15705	0.416
GPR83	0.175333333333333
EXT2	0.1995
DOLK	0.28975
TUBAL3	-0.65725
ACVRL1	2.687
ABL2	-0.369666666666667
C14orf156	-0.605833333333333
PTPRZ1	-3.839625
DIP2C	0.026375
LAMP1	1.032625
RXRA	0.0505
MAP3K5	1.08025
ALKBH1	-0.152833333333333
PDLIM7	-0.017625
ARL14	-0.2325
SNIP1	-0.355833333333333
TIMP3	1.07233333333333
RGS3	-0.126333333333333
SPAG16	0.2602
ABHD4	0.50775
ARHGEF12	0.625416666666667
GLUD2	-0.9015
RAC2	1.3167
UAP1L1	-0.5555
SLC18A3	-0.516
YOD1	-0.905083333333333
RALY	0.256
HMOX2	0.841875
DGKH	0.12825
DBNDD2	0.554666666666667
YIPF4	0.762625
THAP10	-1.1755
ZNF513	0.67775
HAGHL	0.2395
ITGB4	0.344166666666667
CCDC141	0.053
YTHDF3	0.53275
C5orf28	0.02
RPL7L1	-1.079375
TMEM30B	1.016
ANKRD35	2.248
DUOXA2	-0.21725
TBC1D5	-0.345
DFNB59	-0.8875
HRH4	0.285
MYO6	1.631
DNAJA4	1.890875
RBM24	-1.6285
CEACAM20	-0.6175
RBM23	-0.185785714285714
NGFB	0.4915
C1orf63	-1.4276
KRTAP7-1	-0.035
PERLD1	3.83525
NPB	-0.1355
C17orf59	1.2175
HSPBAP1	-0.00875
SLC15A4	0.3835
PRTFDC1	-0.553
OSMR	-1.37642857142857
CYSLTR2	0.7915
C19orf25	0.9765
KIAA1797	-0.761
NLRP6	0.5905
FAM105B	0.2127
SCRN2	-0.949
LRRC58	-0.1867
RNF17	0.29
NEIL3	-2.218
FAM137A	0.23925
SKP2	-3.36925
PARVA	1.18766666666667
PKLR	-1.909
RNF34	-0.14075
A3GALT2	-0.04275
C12orf50	0.319166666666667
SUNC1	-1.4855
FAM102B	-0.689833333333333
CCT2	1.4535
LRRC37A2	-1.074
ARF4	0.153
SIKE	0.075625
C8orf48	0.7665
MBTPS1	-0.4895
GPSN2	0.286
NCF2	4.208
SLC12A6	-0.125833333333333
MRPL48	-0.11425
HMGN3	-0.215166666666667
LRRC62	-1.1355
PAX9	-0.632375
FAM55A	-0.3775
C20orf42	-1.723
SCML2	-2.18683333333333
BCL9	0.097
FAM40A	-0.382
C9orf41	-0.990666666666667
ZNF774	-0.212
LETM1	-0.834
PLXNB1	-0.9625
NIPSNAP1	-1.17525
USP10	-1.526
F9	0.164
LIPE	2.5205
CNGB3	-0.091
C12orf52	-0.269875
PI4K2A	0.36375
MED8	0.074875
STAT4	2.8909
FGD4	0.468333333333333
RNF145	-0.371
WDR32	-0.3046
CLDN2	-0.124833333333333
TCEAL8	0.37225
ZMYND8	-0.4832
PDXK	-0.00218750000000002
GATAD2A	-0.79375
PTGES3	-0.1745
CCM2	0.77025
TAP1	2.863125
ZNF670	-0.48275
ETS2	-1.18842857142857
C6orf166	0.0591666666666667
PRMT2	0.3265
OR4B1	0.2525
INTS8	0.6855
CCDC102A	0.52775
CCDC83	-1.4015
ITGA1	0.2026
EPHA5	-1.9777
FAM24B	-1.02566666666667
TSGA10	1.168
HAL	-2.74016666666667
MYOT	0.18275
SPACA3	0.7055
BCL2L2	-0.5775
CUGBP2	0.948833333333333
CCNB3	1.03766666666667
RNF113B	0.13075
MERTK	1.0415
BAG1	-0.542
VPS36	0.52375
ORMDL3	2.7347
C1orf190	0.61175
ZNF625	-0.42075
CORO2B	-1.06175
ALOX15	-1.2035
CST1	1.383
NUPR1	2.5345
CCL7	2.132
SMCR5	-2.9195
DSC2	1.146
RBMS2	0.197
GRIK4	0.7295
TRIM65	-0.1539
TMPRSS6	-0.711642857142857
TP53INP2	-0.73475
GLB1L	0.352666666666667
LOC388284	0.235333333333333
PUS1	-1.18292857142857
BCL9L	0.016
OLFM1	-1.08575
RET	-0.634875
MASTL	-2.511
ALX3	0.0975
IL1RL1	0.648833333333333
ZNF765	-0.5664
C14orf138	-1.0245
SNX10	0.8935
TAC4	0.4115
C1orf64	1.5295
POGK	-0.414375
MAPK9	0.13475
ZNF366	2.51775
C8orf79	0.0371
CLDN7	1.639
OR5AT1	0.405
TRIM37	-2.39975
LRRC25	3.344
GRHL2	1.9823
TEKT3	0.22425
LASS5	-0.059
ABCC4	-1.19766666666667
DLG3	1.244125
VGLL1	4.19975
ZFP36L2	1.2945
MFRP	0.112
KIAA1799	-0.83925
FLJ44379	-0.1225
PCNX	0.3175
ANXA9	-1.245
CYP4V2	1.0957
PIK3C2A	-0.26625
SRR	-1.217
NOL3	0.373
IFITM2	1.103
ARNTL2	-1.02525
ZNF595	-0.75275
NLRP13	-0.1935
ASPH	-0.356375
CPA2	0.3245
PVRIG	1.66416666666667
LEPR	-0.129666666666667
C16orf42	0.789333333333333
SH3BGRL	0.6515
FAM77D	-0.746833333333333
FNDC7	0.4975
C9orf6	-1.03883333333333
NOTCH2NL	0.331
PGBD1	-0.4465
SYNGR2	1.34083333333333
PITPNA	-0.0251875
PRPF4B	-1.0364
SLC43A3	-1.10892857142857
NRBP1	0.302
SLC25A22	0.4325
ILK	0.420625
SLC22A8	0.799333333333333
MRPS7	-0.188375
PITX2	-1.42125
FABP3	0.3115
OR1L1	0.4135
LOC728215	-0.293
BLID	-1.085
KIAA1217	1.77858823529412
TFPT	1.301
AP4B1	-0.36475
VBP1	-1.23475
OR1K1	0.3075
MORC3	0.2305
BHMT2	0.022
C3orf10	0.88525
FZD7	0.787666666666667
WFDC10A	-0.053
PMS2CL	-1.044625
CCDC32	0.499833333333333
FA2H	-1.68525
ALG13	0.0705
TTLL7	-0.687
SPOCK3	0.34125
SLC13A2	0.7165
AIM1	0.62175
GPRC6A	-0.483
EGR2	4.04675
MED11	0.601
WWC1	2.20325
SH3GL3	-3.03125
RIF1	-0.541857142857143
PRLH	-0.2085
VLDLR	-1.6675
DBT	-0.0210625
C21orf63	0.899
CGGBP1	-0.572375
KRTAP12-2	0.5595
TADA3L	-0.75275
ZBTB16	0.9395
PDGFB	0.7945
RFX1	0.18675
UQCRB	1.0683
LOC133874	-0.6385
HPS3	-2.62725
LGALS3BP	1.1448
DKFZP564O0823	2.37771428571429
MRFAP1L1	0.353125
HOXA10	-0.444166666666667
NGB	0.1415
KIF21A	0.408153846153846
IFLTD1	1.4595
LZTS1	-0.940875
ARHGEF3	1.20275
RHBDL3	-0.3325
CSNK1G2	0.159583333333333
ChGn	-0.5975
KIAA1244	1.08933333333333
GABRB2	-0.19
MGC72080	0.3615
CD27	4.97825
EGLN1	-1.1595
PEX13	0.6905
RWDD3	0.03325
RNF12	-0.347
GRIN2B	0.057
ADAMTS14	-0.692
DYDC2	-0.918666666666667
ATP6AP1	0.9756
NR1H2	0.284666666666667
PDK2	1.5695
C3orf17	-0.279166666666667
SLC38A2	-0.445357142857143
SLC25A29	-0.907166666666667
C15orf29	-0.3675
ADAM9	0.21675
TMUB2	-0.059625
GPR176	-0.593
AGK	-0.806625
MCCD1	0.10625
NDUFA4	-0.01925
TMEM146	-0.484
DUSP1	-0.133875
UNQ6975	0.4535
EMX2OS	4.01875
INSM2	-0.7535
LUZP4	0.02525
SETD6	-1.046
P2RY2	2.4915
SLC45A2	-1.1675
RABGAP1	0.387666666666667
UBXD5	-0.139875
GPRC5A	-0.4956
PAK3	-0.0188333333333333
LOC63920	-1.0495
TGFBR1	1.2586
KRTAP6-3	-0.0715
SFMBT2	-0.06625
CDC42	0.9478125
C11orf35	-0.395
TTLL2	0.224
UACA	0.42025
CD97	0.3954
SETD5	-0.7245
NINJ2	0.12925
PTER	-0.430333333333333
POMGNT1	-0.1545
KRTAP4-2	-0.0745
ECGF1	3.261375
HRB	-0.0369090909090909
ATP1B2	-0.2432
LOC400506	-0.755
COL4A3BP	0.9625
C6orf97	-1.6
GRHPR	0.50025
TAS2R1	-0.3945
SEMA7A	-0.537
EDF1	-0.00575
ODF2L	-0.0907
PCID2	-0.869333333333333
GTF2H4	-1.4105
ZCCHC3	-0.509
CGB2	-0.00316666666666664
NEUROD1	-0.11075
C20orf75	-0.471
RP5-1054A22.3	2.4275
IFNA5	-0.338
ZNF134	0.334916666666667
MGC119295	-0.775
ZSWIM6	-0.13975
SMEK1	-0.0618333333333333
PCGF2	-0.291
C1orf102	1.17775
CYP2A13	0.5505
KCNH6	-1.1116
MDM1	-0.2052
ALDH7A1	-0.484333333333333
C9orf75	0.3285
VDAC3	-0.808625
OR51T1	0.4885
EIF3F	-0.295583333333333
KCNJ10	0.504625
LENG8	-0.08125
EDEM2	0.534083333333333
CCNJL	-0.988833333333333
DHX37	-0.805
CRYGN	0.181
AATF	-0.809375
ZNF630	0.677125
E2F5	-0.103
WFDC13	-0.085
FTSJ3	-1.186
C4orf33	-0.0445
LHFPL4	-2.4215
C19orf56	-0.28225
SMAD4	-0.053875
AFM	-0.662666666666667
G0S2	-0.3775
FCHSD2	0.2091
RRP1B	-1.0668
EEF1B2	-0.447333333333333
STAT6	0.866166666666667
ZNF195	-0.5315
GNL1	-0.239666666666667
ZNRF2	1.56166666666667
PER3	-0.095625
ASB16	0.94875
C10orf10	1.696
ADCY8	-2.92083333333333
C9orf58	-0.0961666666666667
ARMC10	-0.341333333333333
PSG1	2.8475
DHX34	-0.14625
VARS2	-0.262625
NFIC	0.157
ITPR2	-0.314
AGXT2	0.214
OR6K3	-0.064
H2AFZ	-1.02641666666667
MLLT3	-0.121583333333333
COX4I2	1.38475
CCNT2	-0.66825
PLK4	-2.169
NUMBL	-0.675666666666667
MED16	0.36325
PLEKHQ1	2.58575
GOSR1	0.262055555555555
BTG4	0.17875
RPL30	1.02008333333333
IGSF5	0.03675
IGFL2	2.35766666666667
ELMOD2	1.0475
SHC3	-1.55766666666667
HAVCR1	0.215
DYNC2H1	-0.63975
RNF5	-0.411333333333333
C2orf7	0.262
NLF1	2.378
KLHL25	0.428
LRP10	0.7477
KRI1	-0.18025
PUS7L	0.0383333333333333
MGMT	0.6525
HOXD1	-0.0233333333333333
CSH1	0.1516
ATG16L2	-1.84
FLJ44635	0.998
CHODL	0.929
EXOSC8	-1.38375
SLC28A1	-0.51375
MYO7B	-0.581333333333333
SEH1L	-0.5565
MTNR1A	0.084
TSPAN5	0.834666666666667
CDC45L	-3.34033333333333
AMIGO1	0.652
ATAD3A	-0.827625
OSGIN2	0.977
PDIK1L	0.789
DARC	2.960125
PIPSL	0.333
SHMT1	-1.65825
CRISP3	-0.7945
POPDC2	2.01333333333333
ZRANB2	-0.711666666666667
FBXL8	0.85075
TRIP13	-2.88536363636364
EIF5AL1	-0.8635
POU5F1P3	-4.78533333333333
IL6	-0.739166666666667
CXorf38	0.403333333333333
IFNA16	0.1725
FBXL2	0.596333333333333
BRD1	-0.27075
STATH	0.3795
FBXO44	0.399
MCCC2	-0.27725
CDC2	-1.1313
C5orf23	2.262
IVD	-0.702833333333333
C10orf122	-0.26
MSL3L1	0.8096
MVP	1.01475
EPOR	-0.7213
ZMYM1	-0.691333333333333
BCL7C	1.03083333333333
PSTPIP2	0.552
LYPD1	-1.872625
OR8G5	-0.3505
ZP3	-0.274
BCAS4	1.73816666666667
EDG6	4.89675
ISY1	-0.29125
PRAMEF2	-0.48775
CUL1	-0.603625
RNF213	1.1523
CCRK	-0.35675
DHX9	-0.724375
C13orf29	0.29225
NCKAP1	-0.00966666666666666
MRPL43	0.294857142857143
XPR1	-0.86825
PKN2	0.6154
PODNL1	1.1545
ZNF333	0.019375
DALRD3	0.63825
OPN1SW	0.15
BTBD6	-0.02675
C11orf82	-2.265
OR5P3	0.0745
DUSP11	0.0405
L1CAM	-1.5007
NEK11	0.930333333333333
OR7E91P	0.5825
CNTN3	1.0287
CREB3L2	1.37725
ZBTB37	0.2065
KIAA1324L	0.00475000000000001
NDUFB10	0.683
NUDT2	-0.98925
GTPBP8	0.0245
CACNA1D	0.60475
PRKAA2	-2.02583333333333
PRDM8	0.169
MGC16075	2.01133333333333
KRT14	-0.2995
PP8961	1.019
MRPL18	-0.491
ABCG2	-2.65475
PACRG	0.93925
BBS2	-0.76725
KREMEN2	0.3585
FBXO21	-0.24975
HNRPUL1	0.142416666666667
GRB10	-1.2725
CLSTN1	0.821
LMAN2	0.5828
C17orf61	0.19475
NIPSNAP3A	0.748
INSIG2	0.155
PCDHB7	-0.358666666666667
STXBP2	0.2845
CMAH	1.32208333333333
SEMA5B	-0.94675
ZNF155	0.6955
COQ6	-0.344833333333333
PRPF4	-0.5045
TSPAN15	2.8909
VN1R5	0.12175
LATS2	0.97175
SELK	0.87425
PGK2	0.211
MS4A1	3.726
TYW3	-0.6782
KRTAP5-1	1.2475
RCCD1	-1.81483333333333
BTN1A1	0.4135
DDX28	-0.04725
TMEM65	1.47375
LOC92345	0.00775
TTC31	-0.56375
WDR46	-0.548
CHP2	-0.379333333333333
LSP1	1.615125
ZNF542	-0.586
EXOSC1	-0.25125
ARHGAP18	0.3115
LRRTM4	-0.53425
MAOB	0.144833333333333
CACNB4	-0.01975
MGC33846	0.739125
RANBP3L	0.82475
ATP5L	0.87325
ONECUT1	-2.5755
NUDT9	0.209
TMEM149	2.1885
STX17	0.3295
IGSF10	-3.79875
TMPRSS9	-0.108
BMPR2	1.03516666666667
ALLC	-0.44775
KLF7	0.263875
GCC1	0.8404
TIMM9	-0.74575
CDO1	1.09633333333333
MGC10701	-0.782666666666667
IFI6	3.39916666666667
FRMD8	0.51475
MGAT2	0.488
WBP5	-0.437
CNIH2	0.56575
KIAA0907	-1.6318
KCNH8	0.177
CTSG	-0.53225
GRIK1	-0.0446666666666667
CUL5	1.33025
FRMD1	0.4795
OR9A4	1.391
SYT6	-1.00075
FOXD4L2	-1.12825
ANAPC2	-0.692
OPN5	0.16
TAF13	0.10275
LYG2	-0.45825
GGNBP1	0.003
C11orf40	0.6985
OTX2	-0.482
REG4	-0.0161666666666667
EIF5	-0.31225
PALB2	-1.3085
SEPSECS	-0.2159
RNASE3	0.025
TRIM49	-1.6905
POLR2K	1.3897
GPR42	0.587
C8B	-2.72425
SASS6	-1.4965
PREB	0.124333333333333
OR3A3	0.8755
TUBA8	1.1235
IGLV2-14	3.1065
STIL	-2.536
ANKFN1	-1.28766666666667
NME7	-1.44775
HOXC12	4.43125
UBE2C	-0.73175
FHOD1	-0.486
CDK2AP1	-0.334666666666667
OR6K2	0.44275
DHPS	-0.44325
RPL5	-0.746083333333333
TRGV5	0.9305
LOC541472	0.172125
HCCS	0.0442
DENND1B	1.4635
LHX3	0.6175
OR5D16	0.24
CXorf57	-1.2105
IRF2BP1	0.98025
NDST2	1.33183333333333
LCE3D	0.461
BOLL	0.0774285714285714
SYT3	0.2345
PIH1D2	-0.09975
C20orf7	0.0451666666666667
IL1R2	1.83683333333333
SLAMF9	0.482
PPME1	0.212375
PIK3CA	-0.0175
TRAPPC1	-0.017625
COLEC10	-0.66
SLC9A6	0.192166666666667
PDDC1	-0.750333333333333
CCDC53	0.50275
GK3P	-0.7765
DAZL	0.477
BRI3	0.9435
SDK1	-0.2935
CYP2C18	-0.31525
IFI44L	4.536625
RPL3L	0.6685
FUT9	-0.545166666666667
KIFC2	0.0345
PMP2	-0.208375
SLC4A9	-0.4505
PLAG1	-1.39916666666667
MYCBP2	1.08716666666667
OR4E2	0.718
CCDC65	1.03625
C16orf82	0.08925
ENTPD4	-0.497875
BRP44L	0.815875
PMP22CD	0.349
TMCO4	1.33216666666667
KCNN1	-0.4505
WDR35	-1.02175
CCDC80	3.27675
C3orf31	-1.20075
SLC7A9	-1.54625
TMEM190	-0.935
DBC1	-1.013
FADS3	-1.15866666666667
PDZD8	-0.0605
GRM5	0.35875
AZGP1	-0.0228
PEX3	0.124
MED1	-0.502857142857143
ATG4C	-0.350166666666667
HNRPH3	-0.80425
FAM109B	1.84875
C4orf17	0.3015
CA10	5.12775
OPRD1	-0.324
CCL16	-1.523
SACM1L	-0.976
CST6	6.11625
CD63	1.36525
LGI1	-1.8625
ZNF784	0.8645
CRYBB1	-0.4835
CX3CL1	1.7551
TOP2A	-3.119
GYPB	-3.333
GADD45GIP1	0.2205
FEN1	-1.4105
IGF1R	-2.31625
WDR72	-1.99783333333333
PURG	-0.727333333333333
DEFB126	-0.254
PKD1L1	0.1925
CAV1	-2.2785
GNPDA2	0.5481
DGAT2	-0.641875
NLGN1	-3.088
STRBP	-0.921
HPRT1	-1.20666666666667
FANCI	-1.86625
PSMA7	1.24257142857143
DBF4B	-1.12166666666667
TTF1	-1.11225
RAD54L	-2.815
ELOF1	-0.0575
PLAGL2	-0.195875
ZNF256	0.8095
HMGCL	0.41475
MSI2	-0.6215
RPESP	-1.86933333333333
C11orf60	0.761
ABCD1	0.7755
ACAA1	0.5922
SPARCL1	4.95307142857143
IL6ST	0.3442
ZNF319	0.678
TMEM109	0.7211
FAM90A1	-0.6775
IL22RA1	-1.675
ATP4B	0.4265
TEC	-0.7415
C7orf30	-0.61875
TXNDC2	-0.406666666666667
ABCB4	-0.25375
KIAA1191	0.149
C9orf38	-0.069
SFTPB	0.370125
CNTNAP2	1.54833333333333
FRK	0.578
TBX19	0.41475
CHD4	-0.7395
C6orf26	-2.38833333333333
MOSC2	0.908
IKBKE	0.5165
HIF1A	-0.951
LOC595101	0.0005
RELA	0.3395
TMEM16B	-1.76283333333333
ABHD12B	-2.111
TSEN34	1.107
KIF18A	-2.374
TXNDC9	0.526833333333333
SPATA2L	0.558
SEMA4G	-1.3495
C21orf91	0.071125
MATN1	-0.442
KCNIP4	-0.0715
TUSC1	1.646375
OR4C15	0.8085
ARMCX6	-0.0865833333333333
WBSCR27	-0.136333333333333
OR52I2	0.489
KIAA1604	-1.259
DYNC1I1	-0.365375
PPP4C	-0.0635
SLC47A2	-1.421
TREH	0.04125
CD48	4.71483333333333
ST14	2.2155
PKN1	-0.5425
SPON2	1.95725
XBP1	0.736583333333333
SFRS12	-1.2095
EFCAB6	0.78275
SELT	0.53825
SLC39A2	-0.1265
ERF	-1.14933333333333
ARL3	-0.25925
SURF6	-0.7392
MLLT10	-0.958333333333333
FLJ11171	0.360666666666667
TDGF1	-4.22183333333333
ERCC6	-0.442
EIF2AK4	0.1705
BAZ1A	-0.344
LRRN3	0.915333333333333
TMC3	-1.0695
EFTUD1	-0.878
PTPRO	2.12383333333333
CLEC12A	1.270375
ACBD4	0.41775
ZDHHC14	0.243125
OTUD7B	-0.428625
ACTB	0.528125
MSRA	0.471
LCE5A	1.441
IFI35	1.784
BSCL2	1.06566666666667
ANKRD12	0.422083333333333
CFHR2	0.89325
RGAG1	-0.575666666666667
HSFY1	-0.2285
SLC30A5	-0.0219166666666667
IMPG1	1.072
GPR109A	0.3525
ZNF185	0.77575
IYD	1.8015
NPCDR1	0.3135
SERPINA13	1.4375
HMGCLL1	-1.84025
NEUROG1	1.25883333333333
UBQLN1	-0.2636875
LIN37	1.0985
SOCS2	-1.841375
DSCR4	-1.875
XKR6	0.194
GPR142	1.431
KRTAP13-3	0.4715
CCDC15	-0.925833333333333
MOS	0.991
CD1E	-0.896
OFCC1	-0.498833333333333
FAM83D	-1.249
SRFBP1	-0.499
C9orf96	0.167
DHDH	-0.19625
CCDC90A	-0.4925
RABL3	0.40755
CD320	-2.06216666666667
ANGEL2	-0.0113333333333333
MRPL21	0.358
SMG6	0.305
INSR	0.979
FLJ14816	-0.751
GLRB	-0.9655
C9orf89	-0.031
CIZ1	-0.847
URG4	-0.139666666666667
LRDD	-1.305
CBY1	0.1795
NFX1	-0.095875
MTERFD2	-0.150857142857143
C19orf23	0.82
PGC	-2.392375
IER3IP1	0.3005
RASAL2	1.08233333333333
C1orf89	-0.02325
SYNJ1	-0.515375
NFKBIE	1.84025
FLJ40125	-0.242
TCEB2	-0.2281
NOG	-1.454
POLR2J2	-0.304333333333333
HLA-B	3.87425
PCDHA1	-0.417
PPP2R2B	0.6015
ARHGEF17	0.404
TCF7L2	0.656285714285714
CHD5	-0.175
ZNF431	-1.324625
TBC1D25	0.22175
ZNF800	0.3565
SCUBE2	0.470181818181818
MYCBP	0.179333333333333
GPX5	0.388
C6orf129	0.521833333333333
QSER1	-1.494
ULK2	1.33375
PIGO	0.546166666666667
NRCAM	-2.69107142857143
SLC35E3	2.21325
CSRP2	-1.497
HYPE	0.9935
MAPK15	0.039
MGC14327	0.01625
TIMM13	-0.248666666666667
ZNF462	-1.28625
GBA3	0.6285
TEX13A	0.17
MCM6	-1.33477777777778
MTRF1	-0.97175
ABCA7	-0.6725
EIF4A2	-1.3655
ZC3H10	2.4168
RPGR	-0.6995
C20orf94	1.31175
RP1L1	-0.482
GPR125	-0.457375
USP22	-0.706428571428571
OR1L4	0.17775
MLZE	2.42375
FLJ32065	-0.516
PTCD1	-0.01475
CRTAC1	0.1072
BXDC2	-1.945
C18orf1	1.66866666666667
FAM107A	1.9505
EFNA3	-0.961
P18SRP	-0.3652
CAMKK2	0.380916666666667
KIAA0649	-1.84475
NES	-1.76683333333333
HS6ST3	1.782125
PON2	-1.47525
TCP11L2	-0.883
CLEC4A	3.6545
PRR12	0.332
MLXIPL	-1.1063
C2orf50	-0.495
ZNF28	1.1185
ENC1	1.29133333333333
MAP2K1	-0.23975
FKSG2	1.2445
KIAA0430	0.46075
PTP4A1	-0.587277777777778
GPR156	1.415
GTF3C6	-0.564
UBR2	0.2258
LOC388272	-0.03575
MAK	0.0181666666666667
ACOT4	1.81475
STC2	-3.7835
PIGW	-1.114625
SAE1	0.6205
COL6A1	0.344636363636364
OAZ1	0.702666666666667
STMN4	0.172
EDG3	-0.294
SGCE	-0.743166666666667
IL11	-2.2655
PRSS8	2.5045
YIPF5	0.910416666666667
WNT4	2.98125
CSN2	0.210166666666667
TCF7	-1.33225
TDO2	1.3125
SAMD9	1.039375
S100A7A	-0.245
MMRN1	2.00066666666667
GKAP1	-0.7515
AKR1C3	-2.16575
RNF19A	1.511625
GMDS	-0.18525
YKT6	0.129625
SPARC	1.6782
C12orf31	-0.3185
UBE2V2	-0.582166666666667
FBXL18	0.208
KIAA0460	0.153
ADAM22	0.367125
SERPINC1	-4.62
KCTD21	0.2125
MYOHD1	-2.49825
ZNF37A	0.147833333333333
GTF3C1	-0.242833333333333
CTSZ	3.6125
PRNPIP	-0.80825
DRD1IP	0.7265
NR1I2	-1.37933333333333
ZNF266	-0.3619
SPAG4L	0.112
COX4NB	-0.27925
SAPS1	0.886
APOA1	-3.158375
TATDN1	-0.425666666666667
C10orf82	-1.85075
KPNB1	-1.58575
FOXO3	0.129416666666667
CRYBB2	-1.4495
ZBTB5	-0.435833333333333
SLC25A38	-0.203
DCTN2	-0.0125
IFT20	0.47975
CTHRC1	2.90775
C1orf31	-0.52075
UHRF1	-0.837625
GPC6	-0.0735
C10orf54	3.0925
MCF2L2	0.134833333333333
WNT9B	0.139875
OLA1	-0.675625
FAM120B	0.222
TTLL10	-0.134
CYorf15A	-4.66425
RELN	-1.6853
SCN2B	0.744166666666667
MFHAS1	-0.3825
NKX3-2	-0.301333333333333
RASGRF2	0.2665
SSBP1	-0.436833333333333
KPNA6	-0.325714285714286
LOC389118	-0.0985
HS3ST4	-1.1841
SUPT7L	-0.907625
FLJ32658	-1.07275
IGFBPL1	-0.48675
KIAA1641	-1.0199
SHKBP1	-0.0235
CSF1R	5.34075
NAGK	1.507
MYL2	0.25525
HIST1H4C	1.1805
TOMM7	0.756875
ADAMTSL3	2.6101
TNFSF14	0.85325
PRRT2	-2.399
VTA1	-0.65975
AOAH	4.9945
CRISPLD2	2.1345
PNN	-1.366
TA-NFKBH	-0.136
ESPN	-1.0145
RBM43	-0.1645
KIAA1267	0.327125
DDX3X	0.193222222222222
KIAA1576	-4.794
PLXDC1	3.01483333333333
FLJ25801	-3.848
HNRNPL	0.0265
RUNDC3A	0.153833333333333
CASP12	0.7915
SH2D5	-1.36775
RPL26L1	-0.1975
OR51A7	0.25825
HDC	1.9985
C2orf16	0.004
SYTL3	2.9805
GOLGA4	0.156625
NOTCH1	-0.479333333333333
ATPAF2	0.2185
ECD	0.167
SSX5	-0.650666666666667
SNAP91	0.30575
