Hybridization REF	TCGA-A8-A07G-01A-11R-A034-07
CD72	1.539
VEGFA	-1.61657894736842
XRCC1	-0.3823
MAS1L	0.359666666666667
ELL	-0.1093
SETBP1	0.86875
CDH11	4.70983333333333
NDC80	-3.26446153846154
DMBX1	-3.0725
NRSN1	0.227
BAT2D1	0.12475
CDS2	0.5865
C1orf212	-0.231166666666667
SENP3	-0.72725
IL1F9	-0.1925
EEF2K	-0.1525
COG8	0.0245
CEP72	-1.5935
OR1L8	-0.262
MUS81	-0.417583333333333
PHYH	0.761
GGT6	1.3485
C22orf23	-0.102833333333333
C13orf33	3.207875
MAPK8IP2	1.54525
NELL2	0.17825
POU3F2	-2.604
ALPK1	2.073875
MRPS18C	-0.5435
RPLP2	-0.273
FGF22	0.245
SPNS1	-0.379
ZFP1	-0.4965
IL1RAPL1	-1.2095
PCSK9	-2.0435
NKX2-1	-0.138642857142857
C6orf189	1.198
SP4	-0.508
SLC11A1	0.9955
C21orf25	0.812333333333333
ICAM2	0.233
SH3GL1	-0.4235
GSK3B	0.693166666666667
RALB	1.149625
PDXP	-1.82633333333333
GNGT1	-2.369625
KIR2DL1	0.6035
TNFAIP3	0.0974166666666667
C6orf32	0.577
CBLN2	-1.593
PANK3	1.3625
TAAR9	0.5135
WDR82	-0.0837142857142857
APOM	-3.8735
TRIP10	-0.5875
SPATA16	0.205333333333333
C1orf135	-2.5875
USP51	1.19375
TESK1	0.71325
C11orf64	-0.0135
ZNF611	-0.61
PDE6G	0.0183333333333333
HLA-DQA1	3.401625
GCLC	1.098125
SEC61A1	0.373
TWSG1	0.472583333333333
ZMYND10	2.49975
CTDP1	0.14425
ADAMTS6	0.352166666666667
SLIT1	-1.8005
KRT86	-0.5755
KIAA0574	2.81625
GTPBP2	-1.1606
PQLC3	1.63225
PRRX2	0.954
C15orf44	-0.00666666666666667
MKKS	-0.450125
C11orf10	0.10175
GPR110	0.163625
CD109	0.308583333333333
ADCY1	0.0973333333333333
RHBG	-3.4175
TP53I3	0.4865
SLC22A3	-0.9572
UCP2	-0.16825
FOXG1	-1.91166666666667
OR2AG1	0.2115
TRIM24	-1.4525
PROC	-2.96225
TAAR6	0.1435
AMTN	-1.006
C10orf47	-0.3405
DEPDC1	-2.77825
FLJ45557	1.0935
ZDHHC17	-0.176625
KIAA1429	0.380833333333333
KCNH1	0.5555
VNN3	0.710625
PSMAL	1.8535
PPARD	0.008375
HFM1	-1.13625
YBX1	-1.606
ZNF695	-2.4715
SCTR	-0.0665
DCDC1	0.319
VPS26B	0.9024
MTF2	-1.58183333333333
ATP6V1F	-0.094
CCDC94	-0.32825
PERF15	0.3805
CCL11	3.399
LMO7	-0.356375
DCST1	0.5775
ADRBK1	0.052875
CDRT4	-0.070625
ZNF84	-0.37575
HOXD8	2.23375
STARD8	0.0646666666666667
FOXP2	-0.54725
CCDC103	0.239
POLR3A	-0.5938
GSC	1.49816666666667
ZNF114	-1.38083333333333
HTR7P	0.112
LALBA	0.24
RMND5A	0.0106666666666667
PSCD2	0.85975
ZNF409	0.014
KRTAP1-3	0.545333333333333
MAF1	-0.8475
LOC201725	-1.2215
NRN1	-1.67175
SPAG5	-3.018
DNAH7	1.48983333333333
FLJ43860	0.2855
BRCA2	-1.78575
ACADM	-0.9335
CXXC6	-3.502
RAGE	-1.094375
CHMP2A	0.86625
FAM8A1	0.8698
GPR21	0.387
SLC12A3	-2.7415
FVT1	0.314142857142857
ZDHHC7	-0.293875
FLJ44048	0.50975
SLC44A3	2.06733333333333
SDSL	0.911666666666667
MMP8	-0.5855
PLA2G12B	-3.35216666666667
ACY1	-1.468
MT1E	-0.513833333333333
OR4K15	0.7525
TECTB	-0.744
GPR20	0.508125
IRAK2	-0.32825
RFPL3	-0.310125
MYO9A	0.0915
NARG1L	-0.66275
BLMH	-0.704875
CCDC3	3.14133333333333
C9orf21	-0.539333333333333
KIAA0513	0.932166666666667
MIER2	-0.07625
PNMA2	-1.062
SH3BP2	0.5927
ANXA10	-1.374
RTN2	0.326333333333333
TFB1M	-0.956
PRPH2	2.88375
C14orf133	0.007
GOLGB1	1.71958333333333
IRX4	1.55
NFKBIL1	0.116833333333333
C10orf62	-0.22675
APBB3	-0.6495
RPS10	-0.1386
LOC728378	1.14025
TLE3	1.374
PSMB7	-1.09075
MESDC1	0.072
SLC6A1	0.927833333333333
OCLN	2.07708333333333
PTTG3	-2.55216666666667
NAGLU	0.04425
SERTAD4	2.7055
SPRY1	0.6815
FLJ10781	0.2415
MYSM1	-0.7925
TRIM4	0.479
SH3YL1	1.2005
TREM2	3.914
SERPINI1	2.43575
HDHD3	-0.02975
TMEM38A	-0.437125
EID2B	-1.40725
TDRD3	0.334666666666667
SEDLP	0.2695
THSD7A	1.7575
NDST3	-2.3065
KLHL15	-0.629083333333333
DHRS12	1.9605
FBXO9	0.1625
TNPO1	0.04725
MRPL13	-0.483833333333333
SNX5	-2.82116666666667
METTL6	-0.269
SOD1	0.814875
CHML	-0.493833333333333
PACS1	1.13075
SIRT5	-0.6933
CAPN2	0.850666666666667
FXYD5	0.0306666666666667
TWISTNB	-0.500875
LRFN1	0.745333333333333
UBE1L	0.973625
UBE1C	-0.37025
OR51B2	-0.15625
OR4D11	0.372
C15orf2	-0.091
NR4A1	-0.924166666666667
LOC339047	-2.94975
TRIM17	1.29625
ATP5G3	-0.478
RPL15	-0.494
ADAMTS8	-0.6025
HOXC4	0.076
C14orf37	2.9625
CEACAM5	0.05125
MYT1L	-0.101
RASA2	0.401375
OSBPL7	-0.834
STAG1	-0.065
GIMAP4	4.19266666666667
FUT3	0.645666666666667
PIF1	-3.118125
LPIN2	-0.2474
SH3PX3	0.81675
PDP2	-0.794
PAPD1	-0.5135
ERP27	3.96925
APOOL	-0.2371
DIABLO	-0.03925
TRHR	0.207625
ARMC9	0.3885
RNF152	2.9105
SLITRK3	0.5815
ZNF211	0.3821
PFDN1	0.46525
RGS11	0.651875
HS6ST1	0.9343
AKR1D1	-1.34025
TNP2	0.01
STK31	0.674833333333333
EML4	-0.823666666666667
SGTA	-0.562666666666667
HIST1H2BI	-1.41516666666667
PSMD6	-1.84516666666667
KIAA1257	2.12025
C18orf55	-0.825
FLJ20273	2.871375
RPL28	-1.0715
EPYC	3.442
NOX3	-0.051
ELAC1	-0.3935
METT11D1	-1.05075
BIN2	-0.475333333333333
NACA2	0.0775
CCDC17	-1.38425
HM13	-0.2218
UBOX5	-0.502625
UBE2O	-0.145875
UBL5	0.1035
APOLD1	0.8345
C9orf31	0.2515
TNFSF8	0.278
ARHGAP29	1.512
PROKR2	0.328
PDE5A	0.0195
C6orf12	-0.3265
TOM1L1	0.566
WHDC1	-0.0675
FOXI1	1.18683333333333
RAB4A	1.3851
TMEM39B	-0.75725
ATPBD1C	-0.65375
FARSA	-0.788833333333333
PLEKHG5	0.38825
CMAS	-0.998166666666667
OR7E24	-0.218
SLC30A1	-0.1685
CDC42EP5	1.54816666666667
PLAC1	0.8475
KLHL18	-0.3655
LBA1	0.6364
TAZ	-1.38925
CRIP2	2.078
BTBD11	-0.0331666666666667
C16orf72	0.51475
DIO2	2.1451
LRRCC1	0.0663333333333333
CCDC136	-2.2825
PRX	0.158375
RBM5	-0.768
TMEM85	0.229625
TUBGCP4	-0.798333333333333
APLN	1.27925
CDK7	0.129166666666667
SSR2	1.07991666666667
CRELD1	0.28475
C19orf46	2.13775
GAL3ST4	0.2775
KBTBD10	0.2415
IL28A	0.2595
WDR27	-0.9715
MCM2	-1.409
SOX14	-0.2415
FLJ39743	0.3175
KIAA0922	0.117875
HIPK4	0.44
FLJ25758	0.653
C16orf57	-0.09025
PDZD2	1.337375
MCC	1.9545
HHLA3	-0.8002
ID2	0.0855
C20orf23	2.47016666666667
ZNF688	0.9615
APOC2	-2.11283333333333
LOC440093	-0.08575
FAM50B	2.21833333333333
PWP1	-0.138
DNAH10	1.19675
HIST1H2BA	0.06075
GPR56	1.34866666666667
METAP2	-0.444625
PAN3	0.392833333333333
STXBP4	0.7655
PDHX	-0.5925
MTA1	0.356083333333333
ZBED4	0.18625
ZNF720	0.101
CDK2	-2.148875
RHOJ	1.4495
CDC37	-0.728166666666667
ZER1	0.031625
GRK4	-0.2105
PRPH	-0.14525
POLR2A	0.464875
OGFOD1	-0.214
NOL5A	-1.61625
PHEX	1.5455
FLJ16478	-0.01175
C20orf117	-0.789
CAMTA2	-0.018
C11orf74	0.413166666666667
DDX17	0.328833333333333
C5orf27	0.2535
PLEKHA2	-0.8217
PDE4DIP	-0.3511
SCN7A	0.61325
ZNF559	-0.578833333333333
CXCL10	3.625
ZMYM4	0.104666666666667
STK32B	0.283933333333333
KIAA0888	-0.0675
TACR3	0.456
CKAP2L	-2.10675
KIF1A	-0.497
RSPRY1	1.22575
VCAN	2.86225
CYP27C1	0.1055
SYDE1	-0.7225
MED12L	-0.35775
ZDHHC21	0.793
NHS	1.0155
TM9SF3	1.26016666666667
DDHD1	-0.11925
MAFG	-0.24
BICD2	0.0852
C14orf119	-0.2995
C14orf43	-0.208857142857143
CDH7	-1.29325
ALKBH5	-0.194571428571429
JUP	1.428125
TMEM41A	-0.475333333333333
MAMDC4	-1.58916666666667
CBX3	-0.693375
LRRC18	0.07175
RBMXL2	-0.152
PLA2G4D	0.3145
FGF13	0.41225
KIF3A	1.44633333333333
PDIA6	-0.0265
DCXR	1.02625
CASKIN2	0.93025
EHD1	0.456333333333333
MARCKSL1	0.0116666666666667
ZNF496	-0.1075
SCAF1	-0.082
KCTD8	-0.904
TRAF3IP3	0.582071428571428
LSR	0.9435
CXorf1	0.091
C14orf112	-0.340666666666667
EIF2B1	0.12975
OMP	-0.3075
GSTZ1	-0.7175
LOC92017	1.275
ISLR2	1.0315
C12orf36	0.611
GATA2	-2.01066666666667
GABRA5	-1.7815
CELSR2	-0.858142857142857
STAM2	1.3019
TNAP	0.1115
PTPMT1	-0.597833333333333
GRP	7.50225
SV2A	-1.47
MAGEA12	-4.50175
CACNG1	0.702
C18orf19	-0.93825
GSG1	-0.292166666666667
PTPRJ	-0.132357142857143
FRMPD1	-0.494
ZNF668	0.81275
PLEKHJ1	-0.973375
ADAT1	-0.6432
TMEM50A	0.2783
UCN3	0.0515
HOOK1	1.071625
IL17B	0.2745
MLKL	-0.497666666666667
TTC14	1.283
KLHL5	0.416875
CRYL1	1.567
FOXH1	0.0205
NFYB	0.42275
PPM1G	-0.44225
GOLGA2LY1	-0.855
NMT1	0.24875
HADHA	-0.0706
CHSY-2	3.216
PLEKHF1	0.888571428571429
SAGE1	-2.4475
MUSTN1	0.22675
SUHW4	0.88925
TFEB	1.25533333333333
ZFYVE27	-0.4435
ATG12	-0.131666666666667
BMI1	0.635785714285714
ZIM3	0.3565
MYH4	0.387
MASP1	-1.04033333333333
KIAA0984	1.3665
RPAP2	-0.41125
ASB5	-0.173
BOLA3	-0.6295
MIA3	1.36466666666667
KRT35	2.4035
KIR3DL3	-1.2875
MRPL51	-0.7095
SEMA3F	0.423166666666667
NDUFB2	0.441166666666667
LOC253012	-0.11525
FAM46C	-0.798
G6PC	-1.824625
CSAG3A	-3.398
PREX1	2.147
SLC25A45	-0.196625
MAPKBP1	0.2805
CPE	1.231
GNB1	-0.047875
CXCR6	1.061
TRIM46	0.522
C16orf3	0.283
HPSE	0.27325
TIGD3	-0.223
SPG3A	2.52675
LCAT	-1.75516666666667
ST6GAL1	0.244944444444444
POMC	0.8595
FLJ36031	-0.435833333333333
NSMAF	-0.601666666666667
SKIL	1.718
ADSS	0.6565
HMGCS1	-1.6396
POLR3F	-0.380333333333333
RAB10	0.542875
ZNF277P	-0.992875
ZBTB7B	0.827625
DHRS1	0.27725
ABCC13	1.811375
CNOT3	-0.3805
NFKBIA	1.222
GAK	0.259
SFT2D2	1.245
HOXA6	-0.2625
CRTC1	0.53875
LY6D	-0.8465
C20orf72	-1.42566666666667
CPT1A	-0.225
LMO1	-0.7075
EIF3I	-0.29325
PRB4	0.51275
MCM3APAS	-1.979
C20orf132	-0.7997
FOXF2	-1.406
S100A12	0.3365
MLH1	-0.617166666666667
ACTN1	0.899
MRPL36	-0.344833333333333
C20orf106	-0.8355
FBXO6	1.71933333333333
MKS1	0.120166666666667
CX3CR1	-0.292
PDE1B	1.1575
PLP1	-3.524
KISS1	0.0355
C14orf2	-0.340666666666667
TBC1D3P2	-1.207
COMMD6	1.0709
ANKRD7	-1.163
PTCHD1	-1.27075
NARS2	-0.184
DOCK7	-0.750875
FAM127B	-0.167625
LOC390243	-0.318
N6AMT2	1.20825
ZNF391	-0.6035
DNAJB14	0.997
WRB	0.19075
BPI	0.0106666666666667
TTC4	-0.600166666666667
FAM10A5	-0.1445
GOT1L1	-0.0061
MAGED1	1.322
RESP18	0.12425
WFDC6	1.48875
MT2A	-1.661
C11orf56	-0.08175
KIAA1432	0.611
ROR1	-0.10025
HSD17B14	1.38933333333333
ZFAND2B	0.2845
SAMD4B	0.15775
HEXA	-0.06425
HNRNPU	0.139772727272727
USP39	-0.467875
NRD1	-0.45725
R3HDML	0.3975
FLT4	0.325
OMG	0.062
OR52N4	0.5365
LOC399818	-1.10675
ELA2	-2.40775
VENTXP1	-0.4395
RFC5	-1.754
OR52L1	0.3275
PAX5	-0.0925
FBXO2	1.0935
GMEB1	-0.1955
AKT3	0.105166666666667
CRB1	-1.005
CTTN	0.597833333333333
UTP15	0.0581666666666667
HSBP1	-0.308083333333333
PHF11	1.7925
NDEL1	-0.101833333333333
USP8	-0.044
BAIAP2	0.128875
SI	-0.174666666666667
ARSJ	0.661
BAAT	-2.42875
KCNS3	3.15883333333333
LOC126147	-0.3965
TMEM37	0.01725
C1orf162	2.8575
MBD1	-0.4258
ITGAL	0.073
WDR73	-0.378
GKN2	0.1595
ARFGAP1	-0.643375
SLC5A8	-0.0466666666666666
ZBTB40	-0.0175
CYP4B1	4.22416666666667
LYPLAL1	1.27875
CHST3	0.2205
MAP3K9	0.2705
BTAF1	-0.975
TFAP2E	-0.1915
RBM35B	-0.0435
LOC441251	-0.409166666666667
ANKRD25	0.243444444444444
UQCRC2	-0.0125
MAEA	0.578333333333333
HYAL1	-2.8506
RNPEPL1	0.216666666666667
CPSF2	-0.8315
PSD3	0.3188
ABCA13	-0.4765
AGR2	2.661375
GBX1	-0.871
HDLBP	0.55
ACY3	-0.12875
HECW1	0.198
ZNF519	-0.74775
HOPX	3.222
ZNF304	1.022875
OR12D3	0.079
FKSG43	0.10275
METTL1	0.27675
MFSD3	0.1897
PSPH	-1.49175
CLCA3	-0.287
DARS2	-0.8135
CDC25A	-2.9735
BAIAP2L1	0.40375
B3GNT5	-0.416625
USP29	-0.3565
ARHGEF10L	0.7924
ATOX1	0.484625
ADAM30	0.34025
DNASE1	-0.0925
STT3A	0.87025
RAB6IP1	-0.11925
PTN	1.2023
C1orf106	-0.633769230769231
HECA	1.599
RNF122	0.6285
SLC22A18AS	0.479833333333333
GNG8	0.582333333333333
ELP4	-0.59325
FAM65A	0.213
RPL10A	-0.619666666666667
IRS4	0.54
MACF1	0.8156
SEC24D	0.913
LOC374395	0.53975
TGFB2	1.845125
MDFIC	0.516875
CHRNE	0.451666666666667
PCMTD2	-0.345
ATP6V0D1	-0.0133333333333333
MTA2	0.15775
LZTR1	-0.5085
RAP1A	0.652666666666667
AXIN1	-0.651875
POLR1C	-1.267
TRIO	0.278583333333333
PLXNA4A	-0.217083333333333
C5orf33	-0.60075
DEPDC1B	-3.73425
ZNF473	-0.275833333333333
MTM1	0.347125
GPR107	0.481166666666667
CSNK1A1L	1.33466666666667
FLJ14154	-0.194
NLRC4	2.74525
ENPP4	1.18683333333333
PADI3	0.045
RNF170	0.7365
CG018	0.708666666666667
C16orf7	-0.15825
KCNE1	0.2945
NRM	-1.4555
SLC37A3	-0.043
TPD52L2	-0.828666666666667
UNC5B	3.2095
C12orf12	0.4154
SDHB	-0.66175
CLRN1	0.545
NUDT10	0.912333333333333
UGT3A1	0.277
FBXW8	0.164
RHOF	-0.85875
PTPLAD1	0.61475
MYO3B	-0.6525
DERA	-1.06625
TPP2	-0.83075
C19orf53	-0.254833333333333
GINS3	-0.985
ST6GALNAC5	1.045
CHSY1	0.6695
MGC15705	0.4695
GPR83	0.145666666666667
EXT2	0.73975
DOLK	0.2255
TUBAL3	0.71325
ACVRL1	1.9354
ABL2	-0.01875
C14orf156	-1.94366666666667
PTPRZ1	-3.694625
DIP2C	1.044875
LAMP1	0.845625
RXRA	-0.2153
MAP3K5	0.28575
ALKBH1	-0.501333333333333
PDLIM7	0.257625
ARL14	-1.1765
SNIP1	-0.2695
TIMP3	3.37516666666667
RGS3	0.0843333333333333
SPAG16	-0.2525
ABHD4	0.285
ARHGEF12	0.740666666666666
GLUD2	-0.36
RAC2	-0.7916
UAP1L1	-1.458
SLC18A3	-0.0735
YOD1	-0.277416666666667
RALY	-1.1665
HMOX2	0.446625
DGKH	0.68375
DBNDD2	1.498
YIPF4	0.706375
THAP10	-0.407
ZNF513	0.6455
HAGHL	-0.794666666666667
ITGB4	1.2905
CCDC141	-0.9625
YTHDF3	0.615
C5orf28	0.066
RPL7L1	-1.6245
TMEM30B	1.72835714285714
ANKRD35	1.8695
DUOXA2	-0.05825
TBC1D5	0.11775
DFNB59	-0.2275
HRH4	0.21225
MYO6	2.3843
DNAJA4	1.600125
RBM24	0.06225
CEACAM20	-0.42825
RBM23	-0.102642857142857
NGFB	0.4125
C1orf63	-1.3343
KRTAP7-1	-0.099
PERLD1	2.11625
NPB	-0.01
C17orf59	0.6283
HSPBAP1	-0.185
SLC15A4	0.215125
PRTFDC1	-0.13875
OSMR	-0.628285714285714
CYSLTR2	0.1725
C19orf25	0.3508
KIAA1797	-0.32
NLRP6	0.529
FAM105B	0.1078
SCRN2	0.149
LRRC58	0.5902
RNF17	0.303625
NEIL3	-4.0165
FAM137A	-1.665
SKP2	-3.763
PARVA	1.68083333333333
PKLR	-1.637
RNF34	0.36725
A3GALT2	0.456
C12orf50	-0.161333333333333
SUNC1	-1.28175
FAM102B	-0.210833333333333
CCT2	-0.40425
LRRC37A2	-0.5175
ARF4	0.6565
SIKE	0.011375
C8orf48	1.9475
MBTPS1	0.0536428571428571
GPSN2	-0.4695
NCF2	3.14775
SLC12A6	-0.299833333333333
MRPL48	-0.61875
HMGN3	-0.605666666666667
LRRC62	-0.58925
PAX9	1.815625
FAM55A	0.089
C20orf42	-1.74566666666667
SCML2	-1.21566666666667
BCL9	0.6685
FAM40A	0.11325
C9orf41	-0.694333333333333
ZNF774	0.786
LETM1	-0.402
PLXNB1	-0.609166666666667
NIPSNAP1	-0.447375
USP10	-1.10575
F9	0.51775
LIPE	0.4055
CNGB3	0.3845
C12orf52	0.043
PI4K2A	0.217
MED8	-0.274125
STAT4	0.9174
FGD4	0.236333333333333
RNF145	-1.59016666666667
WDR32	0.5346
CLDN2	0.0963333333333333
TCEAL8	0.831
ZMYND8	-0.7805
PDXK	-0.20725
GATAD2A	-0.8735
PTGES3	-0.133
CCM2	-0.2255
TAP1	1.54
ZNF670	0.343
ETS2	-0.795285714285714
C6orf166	-0.0586666666666667
PRMT2	0.670285714285714
OR4B1	0.442
INTS8	-0.004
CCDC102A	0.5015
CCDC83	-1.1935
ITGA1	0.6178
EPHA5	-1.6245
FAM24B	-1.12883333333333
TSGA10	1.99875
HAL	-2.05733333333333
MYOT	-0.28325
SPACA3	-0.006
BCL2L2	-0.271166666666667
CUGBP2	0.555833333333333
CCNB3	1.04575
RNF113B	-0.32575
MERTK	-0.179
BAG1	0.2415
VPS36	0.39325
ORMDL3	0.8877
C1orf190	0.7925
ZNF625	-0.275
CORO2B	-1.13575
ALOX15	-0.3115
CST1	3.9395
NUPR1	2.441
CCL7	0.524
SMCR5	-2.7685
DSC2	2.4735
RBMS2	0.441
GRIK4	1.6605
TRIM65	0.1649
TMPRSS6	1.35457142857143
TP53INP2	-0.44475
GLB1L	0.546333333333333
LOC388284	0.051
PUS1	-0.862071428571429
BCL9L	0.2125
OLFM1	-0.916666666666667
RET	1.02525
MASTL	-2.26533333333333
ALX3	0.092
IL1RL1	0.1145
ZNF765	-1.0083
C14orf138	-0.72175
SNX10	-0.269333333333333
TAC4	0.0485
C1orf64	2.399125
POGK	0.58
MAPK9	0.771
ZNF366	2.54975
C8orf79	0.8179
CLDN7	1.9775
OR5AT1	0.113
TRIM37	-1.9285
LRRC25	2.20025
GRHL2	2.5348
TEKT3	0.696
LASS5	0.0591666666666667
ABCC4	-1.36791666666667
DLG3	1.90975
VGLL1	0.62075
ZFP36L2	0.93
MFRP	-0.0373333333333333
KIAA1799	0.0725
FLJ44379	0.0865
PCNX	-0.38575
ANXA9	2.58
CYP4V2	1.1453
PIK3C2A	-0.03725
SRR	-0.374
NOL3	-0.38275
IFITM2	1.322
ARNTL2	-1.62825
ZNF595	0.69825
NLRP13	-0.46
ASPH	1.36475
CPA2	0.3125
PVRIG	-1.18866666666667
LEPR	-0.651333333333333
C16orf42	0.542166666666667
SH3BGRL	2.52
FAM77D	-0.0418333333333334
FNDC7	0.2465
C9orf6	-0.985333333333333
NOTCH2NL	1.23666666666667
PGBD1	-0.140666666666667
SYNGR2	1.398
PITPNA	-0.2298125
PRPF4B	-0.8287
SLC43A3	-1.68321428571429
NRBP1	0.05625
SLC25A22	0.115
ILK	0.33625
SLC22A8	0.628333333333333
MRPS7	0.21575
PITX2	0.542
FABP3	0.08075
OR1L1	0.4535
LOC728215	0.529125
BLID	-1.225
KIAA1217	3.22176470588235
TFPT	0.10225
AP4B1	-0.2765
VBP1	-1.48925
OR1K1	0.234
MORC3	0.68525
BHMT2	0.9445
C3orf10	0.758875
FZD7	1.32266666666667
WFDC10A	0.2575
PMS2CL	-0.78475
CCDC32	0.6535
FA2H	-1.25675
ALG13	-0.599
TTLL7	0.2676
SPOCK3	0.43275
SLC13A2	0.6755
AIM1	0.8705
GPRC6A	0.225
EGR2	3.05875
MED11	-0.0235
WWC1	2.3005
SH3GL3	-3.3175
RIF1	-0.1835
PRLH	-0.577
VLDLR	-0.802
DBT	0.035
C21orf63	0.939
CGGBP1	0.01225
KRTAP12-2	0.2965
TADA3L	-0.498375
ZBTB16	2.497
PDGFB	1.4065
RFX1	0.39125
UQCRB	-0.2254
LOC133874	2.4715
HPS3	-0.0505
LGALS3BP	1.3159
DKFZP564O0823	1.87457142857143
MRFAP1L1	0.594125
HOXA10	-0.0148333333333333
NGB	-0.077
KIF21A	-0.0236923076923077
IFLTD1	0.3995
LZTS1	0.2645
ARHGEF3	0.71325
RHBDL3	-1.108
CSNK1G2	-0.37175
ChGn	-0.743125
KIAA1244	2.4885
GABRB2	0.348
MGC72080	-0.4045
CD27	3.0825
EGLN1	-0.7797
PEX13	0.9705
RWDD3	-0.08675
RNF12	-0.5065
GRIN2B	-0.186
ADAMTS14	-0.178625
DYDC2	2.48166666666667
ATP6AP1	0.3821
NR1H2	-0.0176666666666667
PDK2	0.4055
C3orf17	-0.0498333333333333
SLC38A2	-0.589071428571429
SLC25A29	0.247833333333333
C15orf29	0.411125
ADAM9	-0.9975
TMUB2	0.245
GPR176	-0.274
AGK	-1.142875
MCCD1	1.59675
NDUFA4	-0.21025
TMEM146	-0.265
DUSP1	-0.2895
UNQ6975	1.215
EMX2OS	3.7475
INSM2	-0.24025
LUZP4	0.05425
SETD6	-0.1745
P2RY2	4.31975
SLC45A2	-1.269
RABGAP1	-0.168666666666667
UBXD5	-0.245
GPRC5A	1.4392
PAK3	0.386666666666667
LOC63920	-0.7
TGFBR1	0.8148
KRTAP6-3	0.0615
SFMBT2	-0.22825
CDC42	0.0335625
C11orf35	0.4435
TTLL2	0.1185
UACA	0.746916666666667
CD97	-1.6834
SETD5	-0.152875
NINJ2	0.56925
PTER	0.485
POMGNT1	0.2845
KRTAP4-2	-0.066
ECGF1	2.42475
HRB	-0.395363636363636
ATP1B2	-0.1397
LOC400506	-0.25925
COL4A3BP	1.02225
C6orf97	1.9495
GRHPR	-0.036875
TAS2R1	0.2745
SEMA7A	-0.771
EDF1	-0.2655
ODF2L	1.0708
PCID2	-1.03483333333333
GTF2H4	-0.685833333333333
ZCCHC3	-1.06075
CGB2	-0.0605
NEUROD1	0.104
C20orf75	-0.2585
RP5-1054A22.3	1.129
IFNA5	-0.165
ZNF134	0.293
MGC119295	-0.9265
ZSWIM6	-0.0455
SMEK1	-0.441166666666667
PCGF2	0.063375
C1orf102	2.57525
CYP2A13	3.8935
KCNH6	-1.0233
MDM1	0.4318
ALDH7A1	0.639833333333333
C9orf75	0.29375
VDAC3	-0.37125
OR51T1	0.222
EIF3F	-0.593333333333333
KCNJ10	-0.600875
LENG8	0.02075
EDEM2	-0.37975
CCNJL	0.716666666666667
DHX37	-0.879
CRYGN	0.6265
AATF	-0.259375
ZNF630	1.713125
E2F5	-0.4755
WFDC13	-0.48475
FTSJ3	-0.236166666666667
C4orf33	1.0345
LHFPL4	-2.4575
C19orf56	-0.385416666666667
SMAD4	-0.058125
AFM	-0.122666666666667
G0S2	-1.60675
FCHSD2	-0.0551
RRP1B	-1.2759
EEF1B2	-1.09816666666667
STAT6	0.269333333333333
ZNF195	-0.501
GNL1	-0.768666666666667
ZNRF2	1.47466666666667
PER3	-0.467125
ASB16	0.3785
C10orf10	1.60121428571429
ADCY8	-3.1365
C9orf58	-2.38416666666667
ARMC10	-0.0951666666666667
PSG1	-0.2765
DHX34	-0.43075
VARS2	-0.090375
NFIC	0.79075
ITPR2	0.06
AGXT2	0.188
OR6K3	0.2255
H2AFZ	-1.16491666666667
MLLT3	0.04125
COX4I2	1.48475
CCNT2	0.0555
PLK4	-2.37625
NUMBL	-0.323
MED16	0.212
PLEKHQ1	1.199
GOSR1	0.532388888888889
BTG4	0.102
RPL30	0.012
IGSF5	0.222
IGFL2	4.1615
ELMOD2	1.68216666666667
SHC3	-1.14583333333333
HAVCR1	0.3145
DYNC2H1	0.662125
RNF5	-0.444833333333333
C2orf7	0.447
NLF1	1.0715
KLHL25	0.556
LRP10	1.5656
KRI1	-0.50625
PUS7L	0.205833333333333
MGMT	0.5095
HOXD1	1.2645
CSH1	0.0293
ATG16L2	-1.952
FLJ44635	0.747
CHODL	0.30575
EXOSC8	-1.61025
SLC28A1	-0.034
MYO7B	-0.855666666666667
SEH1L	-0.3662
MTNR1A	0.284333333333333
TSPAN5	0.858
CDC45L	-4.06
AMIGO1	0.388
ATAD3A	-1.317375
OSGIN2	0.1925
PDIK1L	0.443833333333333
DARC	2.108875
PIPSL	0.6445
SHMT1	-1.4185
CRISP3	0.12
POPDC2	2.101
ZRANB2	-0.856166666666667
FBXL8	0.816
TRIP13	-2.87009090909091
EIF5AL1	-0.8975
POU5F1P3	-5.38666666666667
IL6	-2.93683333333333
CXorf38	1.28283333333333
IFNA16	-0.0005
FBXL2	1.127
BRD1	0.2325
STATH	0.10975
FBXO44	0.373166666666667
MCCC2	1.15725
CDC2	-2.4041
C5orf23	1.25925
IVD	0.288833333333333
C10orf122	-0.12575
MSL3L1	0.4166
MVP	0.974
EPOR	-1.3288
ZMYM1	-0.503833333333333
BCL7C	0.653
PSTPIP2	0.3656
LYPD1	-1.2685
OR8G5	0.406
ZP3	-1.005
BCAS4	0.932166666666667
EDG6	1.75975
ISY1	-0.013
PRAMEF2	-0.26375
CUL1	-0.6955
RNF213	1.5353
CCRK	0.62675
DHX9	-0.17925
C13orf29	-0.09975
NCKAP1	0.799666666666667
MRPL43	0.614642857142857
XPR1	0.183
PKN2	0.766
PODNL1	1.404
ZNF333	0.21625
DALRD3	0.74475
OPN1SW	0.3005
BTBD6	1.06775
C11orf82	-2.3765
OR5P3	-0.0145
DUSP11	0.11825
L1CAM	-1.4558
NEK11	2.58033333333333
OR7E91P	0.69
CNTN3	1.978
CREB3L2	0.7365
