Hybridization REF	TCGA-A2-A0YG-01A-21R-A109-07
ZNF622	0.852
POLR3B	0.1705
DNAJC10	0.2885
C12orf54	0.998
ADIPOQ	0.4665
RIT2	-0.191
CD44	-1.56495
ABCA3	0.4475
RPS17	-0.9865
FEZF1	0.8965
PCDHB15	-0.00299999999999997
KCNMA1	-0.903818181818182
CCDC116	-2.7475
C15orf27	-1.539
NARG2	-0.9668125
ITGA5	-1.255
MEFV	0.683
TUT1	-0.60975
LOC541473	-0.4395
NMBR	-0.4355
GLT1D1	-3.03266666666667
ABCB7	0.02475
PFKP	-1.26936363636364
C9orf91	1.5376
LRRC41	-0.128666666666667
C1orf85	0.230833333333333
ATP5F1	-0.330875
STOX1	-1.286375
GFOD2	1.52625
SLC25A3	0.5995
ZNF646	0.215
ZAR1	-0.548
OSTbeta	-2.9775
GALNT3	1.86975
IFT122	0.882
LDB3	0.0638
GARNL1	-0.4345
HOMEZ	0.572833333333333
LRRC6	3.41325
ANGPTL5	-2.30125
UBAC1	-0.35475
DLEU7	-1.007
RPL19	3.333375
TOP1MT	-0.603333333333333
LOC643641	0.4795
MBD3L2	-0.6335
NTSR1	0.118333333333333
WISP2	-2.56775
GPSM2	-0.662
RDH10	-0.4069
PRKCG	-0.2575
HIST1H4J	1.5255
MON1B	0.3578
MLF1IP	0.636
ZNF446	0.7425
COL4A5	0.6045
SLC26A1	0.201857142857143
RGN	-3.027875
CCNB1	-0.722
C9orf165	-0.26775
CCDC28B	-1.85325
CCDC97	0.5245
FGR	1.363125
MSRB3	0.1624
EPN2	0.0675
COX15	-0.170666666666667
KCNK6	-0.0492
XK	-5.5585
GDA	-4.802125
HEPH	-0.836625
THRAP3	0.63225
MET	-0.7875
PHYHIP	-0.84325
LYAR	-1.48666666666667
ING3	0.35325
AK7	-2.37925
CCT8L2	-0.14225
COPS7A	-0.1595
WSCD1	-0.3905
RNF185	0.941375
TNS3	0.00575
KNDC1	1.9245
RWDD4A	0.0331666666666667
MED13L	1.0268
ZFYVE1	0.500375
C7orf44	-0.149333333333333
MRPL1	0.438
STGC3	-1.7765
TEAD1	-2.382
RPL7A	-0.115571428571429
ARL6IP1	0.7657
C1orf178	-1.2465
CTAGE5	0.733333333333333
TMEM184A	0.2815
SLC25A14	0.498
CACNG5	0.2975
ATXN10	1.0503
ECH1	0.3819
CCL22	0.35225
CYP2F1	-1.80383333333333
GADL1	0.094
TMEM19	-0.4494
RUNX3	-0.65725
EFNB1	-0.285333333333333
LIPN	0.3905
ACSM3	-4.27
SIGLEC8	1.59433333333333
ASCC3L1	-0.15525
NOL8	0.145625
RELT	-0.95
Magmas	-0.33475
PPP1R15B	0.638
C11orf2	-1.4455
VKORC1	-0.634333333333333
MGC26647	0.369
TRPM6	-0.0778333333333333
UGT2B7	-5.0495
FEV	0.28075
FOXK2	-0.1795
PDCD5	-0.876666666666667
SLC8A1	1.2612
DGUOK	-0.582833333333333
CLDN16	0.7415
GAGE1	-1.2615
RBM17	0.00389999999999999
C1QTNF3	0.3155
VGLL3	-0.835666666666667
UNQ5830	-0.1045
CD1A	-3.7
SCGB1C1	-0.025
SUPT4H1	-0.69525
TRAF5	1.3005
ASAHL	1.146
FAM73A	0.577
OR6B1	0.6355
WHSC1	-1.2451
GFPT2	-0.213
LOC339809	0.3
STARD5	0.780833333333333
SIP1	-0.78375
DNAJC15	0.0875
STAU2	0.8134375
FAM98A	0.557625
RAD23B	0.6415625
LRRC33	-1.417
CHRAC1	-1.101
C21orf89	0.509
C19orf43	0.3845
KLK8	-0.595
CCNE1	-0.438
PKDREJ	0.0235
SSU72	0.0105
C17orf73	0.6115
GPR78	1.0795
WHSC1L1	0.4523
GSTA2	0.68
SMUG1	0.5595
UFM1	0.6301
AP3M2	0.229833333333333
USP14	0.30825
FBXL14	-0.0966666666666667
DSTN	2.0595
SFRS14	-0.64375
FBXO31	-0.490833333333333
C12orf40	0.101
FRS2	1.78425
NR2E3	0.2385
TUBB2C	-0.00725000000000001
GMPR	-0.0511666666666667
C9orf139	-0.188
ING5	-0.2255
LOC730092	-0.358166666666667
ORM1	-4.63175
RP11-11C5.2	-0.9115
HSPD1	-0.5319
PIWIL3	-0.39175
C5orf13	0.2337
OR5R1	0.3555
LCOR	-0.042
PLEKHA9	0.487
CCDC43	-0.643
ZNF232	-0.34825
SLC6A7	0.2425
ADH5	-1.02991666666667
SHBG	-1.1515
CROCCL2	0.2945
PANX3	0.1495
CDIPT	-0.215
SLC16A5	-0.919
TUBB	-0.2893125
TOR3A	0.3467
PREP	-0.302833333333333
ENTPD8	0.259428571428571
CHMP1B	-0.059
SYT12	2.8447
MYH6	-1.9446
MAP3K13	1.39883333333333
KLHL30	0.150666666666667
LCMT1	0.248125
EIF1AX	-1.15333333333333
FOXD4L1	0.483
SLC24A5	-0.986
RNF166	-0.6201
TJAP1	0.06
TMEM156	-0.863833333333333
ZNF239	1.0175
SNX19	0.9395
GKN1	0.164
FCN1	1.5618
C1QL1	-1.7355
ATP11C	-0.199125
ZNF35	1.2315
CARD8	-0.371375
LIMD1	-0.319666666666667
KIAA0286	-0.5645
XRN2	0.3405
CD6	-0.263333333333333
TOX3	2.83
ZSCAN4	-0.899166666666667
RSRC1	0.2155
COG1	0.985
PTRF	-0.8856
C16orf35	-0.352125
FBXO24	1.048
CHST11	-1.09825
THRB	0.0868
MYBPC1	0.07575
RNF39	0.9525
PSMD11	-0.65325
ALAD	1.37133333333333
EN1	0.2945
SLC9A9	0.062
GSTM4	-1.4447
CDC42BPA	-0.0486315789473684
RCSD1	-1.28075
LUC7L2	-0.00479999999999999
SPTBN1	-0.0214
LOC146167	-0.0465
BAT5	0.8328
ZNF452	0.916125
LSM4	0.02725
SRP72	0.2897
SGK269	-0.3925
MTX1	2.5205
CENTA1	-0.14725
UNQ9433	-0.208
ATR	0.132666666666667
DDX49	0.123833333333333
PAQR8	-1.6445
C14orf174	0.721
GBGT1	-0.82875
THAP1	0.44875
OR10K1	0.526
RASIP1	-1.61966666666667
DPYD	-0.8562
DOHH	-0.7505
C18orf45	2.182
POF1B	2.4318
ZNF552	3.26425
USP32	2.337375
MED27	0.2035
C14orf149	-0.953166666666667
PRDX4	-1.70383333333333
ABHD12	0.2385
AGT	-5.696
SLC22A14	-0.34025
C1orf58	1.58425
PILRA	-0.5245
ABCF2	0.04975
C17orf85	-0.0104
TKTL1	-1.25975
FGF1	1.54585
IL6R	-1.07366666666667
VPS25	-0.058
CHRNB2	-0.14375
COL7A1	-2.4765
LRRC48	1.5485
SPG20	0.000666666666666671
COX10	0.34825
GCA	1.04275
ECEL1	-0.236333333333333
GLG1	0.154666666666667
SRD5A2L2	0.528
MUTYH	-1.149625
ZNF70	-0.69475
L2HGDH	-0.316
GPATCH2	1.6875
ZNF655	-2.690625
ZNF227	-0.243
MCOLN2	0.617333333333333
NQO2	-0.02925
KCNQ5	0.11
NEU1	0.764333333333333
QRICH1	-0.12
ZBTB20	0.903333333333333
RPUSD3	-0.6185
EPGN	-0.335333333333333
TSN	-0.157916666666667
SPRY2	-3.35183333333333
LZTFL1	-0.119375
GMFB	0.829625
PBEF1	-0.1409
HBG2	-2.06775
TMEM8	-0.00775
PALM2-AKAP2	-1.21966666666667
NFYA	1.45375
FAM108A1	-0.3485
PBLD	1.557125
NRG4	-2.29775
PIGF	-0.27725
PTGER1	-0.483
NOS2A	0.270666666666667
C21orf34	-0.744833333333333
C21orf51	-0.145333333333333
IL17C	0.0595
TRMT6	-0.00666666666666666
ETV2	0.443
CCDC109A	-0.44275
MYLK2	-0.3745
ATP10A	0.7005
DPH4	-0.10975
C5orf5	0.397833333333333
KCNA4	0.217
NMNAT2	0.349333333333333
GLYATL2	4.2965
LSMD1	-0.24025
IL23R	-2.1295
NRF1	0.28775
MUC15	-2.3405
PRDM12	-1.258
PAQR4	0.051
RBBP6	-1.0639375
IFI27	2.809
SKAP2	-0.811333333333333
TAGAP	1.35225
TJP3	1.8055
C9orf61	-0.17175
IDS	-0.375214285714286
PARG	-0.19
LOC131149	-0.35
DYRK4	-0.4045
MICALL1	0.165
GALR2	-0.377
GPBP1L1	0.261875
TBX21	2.77525
KCNJ6	-0.263833333333333
GGN	0.61925
CASP5	0.704166666666667
RNF182	-4.39675
BRD4	-0.12
DOK4	-0.740875
SLC46A2	1.042
SOX9	0.526666666666667
ZNRD1	-0.344833333333333
PRR6	-3.67325
FAU	-0.572875
DTNB	1.47166666666667
CARD9	-0.464
STS-1	-1.32
SLC4A5	0.212
NSBP1	1.3445
UGCGL2	-0.22575
POTE15	-0.428
NOXA1	0.61625
RP13-347D8.3	0.828
SAMD10	-0.370166666666667
EP400NL	0.099
TCF21	-0.4805
AMELX	0.08775
JPH2	0.0952
SLA	1.2585
DLST	-0.758666666666667
SEPT12	0.2805
RGS20	-4.35725
LXN	0.945
ZNF419	0.715
UPK3B	-0.410666666666667
RELL1	0.7665
ESPNL	-0.7435
KLHL21	-0.763375
PI15	0.5775
C2orf61	-0.314
LOC407835	-0.817333333333333
RER1	0.2585
ELAVL2	0.2765
MGC26718	-2.7525
KLF2	1.7025
TNFAIP8L3	1.32516666666667
TFE3	-0.46025
C11orf17	-1.025125
15E1.2	-1.0225
SNRPC	-0.394
DLGAP1	1.97425
PGLYRP1	0.3685
OVCH2	0.157
IRF7	0.7306
SET	0.0665
NAB2	-1.10316666666667
LRP5L	-0.79175
FAM120A	0.79725
ASCL2	0.576833333333333
SHH	-0.106
ATP5H	0.121
THPO	-0.0185
TYRP1	0.542166666666667
HIST1H3E	1.0105
EIF2S1	-0.236277777777778
TNFRSF17	-1.26566666666667
TARSL2	0.21875
NKX2-8	0.194625
C1orf115	1.4405
LOC56964	0.293
KIAA0841	-0.972
ISCU	0.404
TTMA	-0.035
ZNF414	0.2575
LOC441150	0.59725
RAB15	1.0765
HBP1	1.66016666666667
TNNT2	-1.27933333333333
CECR5	-0.67525
PHGDH	-1.11625
JRK	0.031
XPO4	-0.6375
FAM131C	0.529
ARHGAP25	0.697833333333333
CA9	-3.56444444444444
GPR62	0.4235
TLX1	-0.346833333333333
GPS1	-0.48325
OR2M2	0.185
BDP1	0.269642857142857
FAM70B	0.6205
RPS29	-0.582416666666667
MKLN1	0.0898
TSPAN19	-2.837
SLC29A3	0.5658
LGALS4	0.0281666666666667
USH2A	-0.279
NF1	0.591333333333333
APOBEC3A	1.488
IMPAD1	0.647666666666667
OLR1	2.6985
NRAP	0.101
HCFC1R1	-0.7115
TAOK2	-0.186666666666667
MCM10	-0.422333333333333
MAP4K3	0.304916666666667
CBS	-0.0675
CLK3	-0.5408
PCDHGA5	0.095
ELF4	0.2165
FAM71A	-0.0295
C11orf49	-0.31325
CLIP2	-0.88325
BTBD9	1.4829
ZNF524	1.4905
KDELR1	0.329666666666667
ZNF509	0.0635
NCSTN	1.4575
ZNF533	-0.380571428571429
PARP4	-0.09775
GALNT9	-0.289666666666667
NPY	-2.46375
BEGAIN	-2.16216666666667
TMEM77	0.00116666666666665
FOXRED1	-0.457666666666667
SLC16A2	2.60983333333333
SLC35B1	-0.33125
GK5	0.187
SDCCAG10	-0.03975
C4orf20	0.27625
SLC9A2	0.39175
ADD1	0.363142857142857
TAL2	-0.6265
ACLY	-0.771
DNAJC1	2.6275
SOST	-1.637
USP43	0.790833333333333
CYP4F12	-1.637
FKBP5	0.2205
CHCHD5	0.2848
NUDT22	0.26075
CCDC85B	-1.073
OR51G2	0.588
STRN3	0.609285714285714
TMOD2	0.30625
FLI1	-0.64225
MAB21L2	-0.489166666666667
DGKQ	0.51175
VPRBP	0.211166666666667
SCNN1B	1.4021
ECHDC3	1.8404
TMEM106C	-0.68275
CSNK2A2	-0.3265
RPL39	-0.609
HERC3	0.077
ZBTB47	-0.0185
ZNF681	-0.012
PAGE2	-2.636
CLIC5	2.4065
RABAC1	0.70925
ZFHX2	0.5605
YPEL1	0.788666666666667
KIAA0776	0.129
NR1D2	0.1565
DNAJC4	0.33775
NPNT	4.5742
ZNF677	-0.77
ZNF536	-0.45125
MEF2B	0.027
PTPN4	-0.700625
CTCFL	-5.0115
STX5	0.319833333333333
CD72	2.41125
VEGFA	-0.633210526315789
XRCC1	0.0984
MAS1L	0.4515
ELL	0.1597
SETBP1	0.94675
CDH11	2.42283333333333
NDC80	-0.287153846153846
DMBX1	-0.78875
NRSN1	0.587166666666667
BAT2D1	0.532
CDS2	0.909833333333333
C1orf212	-0.190333333333333
SENP3	-0.839
IL1F9	-0.022
EEF2K	-0.054875
COG8	0.72
CEP72	0.523
OR1L8	0.3865
MUS81	-0.441166666666667
PHYH	0.9085
GGT6	1.686
C22orf23	-1.03341666666667
C13orf33	1.625625
MAPK8IP2	1.81125
NELL2	0.34175
POU3F2	-3.52533333333333
ALPK1	1.537
MRPS18C	-0.3975
RPLP2	-0.8615
FGF22	-0.1315
SPNS1	-0.218833333333333
ZFP1	-0.1105
IL1RAPL1	-1.092
PCSK9	-3.95533333333333
NKX2-1	0.246
C6orf189	0.173
SP4	0.5015
SLC11A1	1.0513
C21orf25	-0.452333333333333
ICAM2	-0.389
SH3GL1	-0.274
GSK3B	1.095
RALB	1.519875
PDXP	-1.395
GNGT1	-2.719625
KIR2DL1	0.9505
TNFAIP3	-0.60225
C6orf32	-0.6206
CBLN2	-1.114
PANK3	1.275875
TAAR9	0.5915
WDR82	0.233857142857143
APOM	-3.7545
TRIP10	-0.888
SPATA16	0.622
C1orf135	-0.6725
USP51	0.39575
TESK1	1.39175
C11orf64	0.042
ZNF611	0.245
PDE6G	0.193333333333333
HLA-DQA1	3.739625
GCLC	0.928625
SEC61A1	0.454857142857143
TWSG1	-0.0844166666666667
ZMYND10	1.81425
CTDP1	-0.06175
ADAMTS6	-0.2355
SLIT1	-1.687
KRT86	-0.6095
KIAA0574	0.08225
GTPBP2	-0.0205
PQLC3	0.93925
PRRX2	-1.2665
C15orf44	0.228333333333333
MKKS	0.809625
C11orf10	0.11275
GPR110	-0.023625
CD109	-2.084
ADCY1	0.197333333333333
RHBG	-1.89975
TP53I3	-0.246125
SLC22A3	-1.5469
UCP2	0.42825
FOXG1	-2.388
OR2AG1	0.204
TRIM24	0.04
PROC	-3.38775
TAAR6	0.09725
AMTN	-0.566
C10orf47	0.685666666666667
DEPDC1	-0.95325
FLJ45557	0.093
ZDHHC17	-0.427375
KIAA1429	0.607833333333333
KCNH1	0.63825
VNN3	0.372875
PSMAL	2.73325
PPARD	0.659125
HFM1	-1.77275
YBX1	-2.00316666666667
ZNF695	-1.3875
SCTR	-0.085
DCDC1	-0.086
VPS26B	0.2675
MTF2	-0.822
ATP6V1F	0.5325
CCDC94	-0.6995
PERF15	0.359
CCL11	2.29875
LMO7	-1.117
DCST1	0.378
ADRBK1	0.583125
CDRT4	-0.577
ZNF84	0.625
HOXD8	2.2725
STARD8	-0.3675
FOXP2	-1.3965
CCDC103	-0.128
POLR3A	-0.9379
GSC	1.33616666666667
ZNF114	-1.1545
HTR7P	0.0695
LALBA	-0.049
RMND5A	-0.855833333333333
PSCD2	1.21725
ZNF409	-0.1115
KRTAP1-3	0.0611666666666667
MAF1	-0.379
LOC201725	-1.032
NRN1	-2.865875
SPAG5	-0.7135
DNAH7	0.8395
FLJ43860	0.2245
BRCA2	-0.103
ACADM	-1.71125
CXXC6	-3.90275
RAGE	-0.8085
CHMP2A	1.3305
FAM8A1	0.297
GPR21	0.185
SLC12A3	-2.8815
FVT1	-0.396642857142857
ZDHHC7	-0.2975
FLJ44048	1.60775
SLC44A3	1.857
SDSL	1.985
MMP8	-1.386
PLA2G12B	-3.176
ACY1	-0.084
MT1E	-1.52216666666667
OR4K15	0.44
TECTB	-0.3135
GPR20	0.179375
IRAK2	-0.4455
RFPL3	0.210375
MYO9A	-0.69325
NARG1L	-0.70425
BLMH	-2.48875
CCDC3	1.28483333333333
C9orf21	-0.112666666666667
KIAA0513	0.477833333333333
MIER2	0.17275
PNMA2	-2.30445454545455
SH3BP2	1.0234
ANXA10	-1.3305
RTN2	0.206333333333333
TFB1M	-1.4375
PRPH2	1.42125
C14orf133	0.136
GOLGB1	1.23658333333333
IRX4	2.119625
NFKBIL1	-0.0391666666666667
C10orf62	0.08175
APBB3	0.3115
RPS10	0.1421
LOC728378	-0.26
TLE3	1.23355555555556
PSMB7	-0.0535
MESDC1	0.543
SLC6A1	0.851333333333333
OCLN	1.93291666666667
PTTG3	-1.24416666666667
NAGLU	-0.09725
SERTAD4	3.051125
SPRY1	0.7375
FLJ10781	-1.1845
MYSM1	-0.15425
TRIM4	0.663571428571428
SH3YL1	0.5365
TREM2	3.555
SERPINI1	0.64525
HDHD3	1.23475
TMEM38A	0.168625
EID2B	-1.3115
TDRD3	-0.352333333333333
SEDLP	0.701
THSD7A	1.47966666666667
NDST3	-2.535
KLHL15	-2.14058333333333
DHRS12	1.828
FBXO9	-0.0670714285714286
TNPO1	-0.28325
MRPL13	0.1935
SNX5	-0.538666666666667
METTL6	0.036
SOD1	1.221375
CHML	-0.571333333333333
PACS1	1.182125
SIRT5	-0.5546
CAPN2	-0.682
FXYD5	-0.161
TWISTNB	-0.408125
LRFN1	0.639333333333333
UBE1L	0.90525
UBE1C	0.6305
OR51B2	-0.412
OR4D11	0.126
C15orf2	0.2025
NR4A1	-0.260166666666667
LOC339047	-1.95125
TRIM17	-0.30075
ATP5G3	-0.3285
RPL15	-1.004
ADAMTS8	-1.1455
HOXC4	0.341
C14orf37	1.297
CEACAM5	1.562
MYT1L	-0.212833333333333
RASA2	-0.5995
OSBPL7	-0.9585
STAG1	-0.0295
GIMAP4	4.2785
FUT3	3.81933333333333
PIF1	-2.300625
LPIN2	0.5999
SH3PX3	0.23825
PDP2	0.25975
PAPD1	0.394375
ERP27	4.95225
APOOL	0.5125
DIABLO	0.4255
TRHR	0.167
ARMC9	-0.674125
RNF152	3.375
SLITRK3	-0.256
ZNF211	0.5779
PFDN1	0.48375
RGS11	-0.122625
HS6ST1	1.0856
AKR1D1	-1.53275
TNP2	0.366
STK31	3.761
EML4	-0.924416666666667
SGTA	-0.887333333333333
HIST1H2BI	1.05666666666667
PSMD6	-1.19816666666667
KIAA1257	3.48775
C18orf55	-0.544666666666667
FLJ20273	3.214125
RPL28	-0.9865
EPYC	2.382
NOX3	0.1325
ELAC1	-2.08233333333333
METT11D1	-0.60225
BIN2	-0.426333333333333
NACA2	-0.286
CCDC17	-0.744
HM13	0.2025
UBOX5	-0.38325
UBE2O	-0.540625
UBL5	0.25525
APOLD1	1.22675
C9orf31	0.37125
TNFSF8	0.554
ARHGAP29	0.299625
PROKR2	0.253
PDE5A	-0.346333333333333
C6orf12	0.011
TOM1L1	0.458
WHDC1	-0.080875
FOXI1	0.578
RAB4A	-0.1434
TMEM39B	-0.645
ATPBD1C	-0.0445
FARSA	-0.447666666666667
PLEKHG5	0.384
CMAS	-0.492333333333333
OR7E24	0.734
SLC30A1	-0.61775
CDC42EP5	0.7795
PLAC1	-0.35525
KLHL18	0.163333333333333
LBA1	0.2773
TAZ	-1.0045
CRIP2	0.49775
BTBD11	-0.111833333333333
C16orf72	0.912
DIO2	0.328
LRRCC1	0.859166666666667
CCDC136	-2.7105
PRX	-0.108875
RBM5	-0.3844
TMEM85	0.418875
TUBGCP4	-1.18566666666667
APLN	0.085875
CDK7	0.154833333333333
SSR2	2.30625
CRELD1	-0.04
C19orf46	1.884
GAL3ST4	0.422166666666667
KBTBD10	0.38
IL28A	0.733
WDR27	-0.943
MCM2	-0.448333333333333
SOX14	0.3345
FLJ39743	0.054
KIAA0922	0.370625
HIPK4	0.3125
FLJ25758	0.4235
C16orf57	0.442583333333333
PDZD2	2.023125
MCC	0.114
HHLA3	-0.1883
ID2	-0.18725
C20orf23	3.09316666666667
ZNF688	0.3595
APOC2	-2.14266666666667
LOC440093	-0.3725
FAM50B	2.1975
PWP1	0.145
DNAH10	3.86075
HIST1H2BA	0.23675
GPR56	2.1035
METAP2	-0.44725
PAN3	0.104666666666667
STXBP4	-0.753875
PDHX	-0.509
MTA1	-0.545916666666667
ZBED4	-0.166125
ZNF720	0.319
CDK2	-1.341875
RHOJ	0.4415
CDC37	-0.358166666666667
ZER1	0.794
GRK4	-1.29625
PRPH	0.03525
POLR2A	0.24825
OGFOD1	-0.049
NOL5A	-0.549
PHEX	1.494
FLJ16478	0.4585
C20orf117	-0.794125
CAMTA2	0.4155
C11orf74	-0.0585
DDX17	0.590166666666667
C5orf27	0.299125
PLEKHA2	-1.682
PDE4DIP	-0.2543
SCN7A	0.138
ZNF559	-0.164333333333333
CXCL10	4.02025
ZMYM4	-0.0816666666666667
STK32B	0.0308
KIAA0888	-4.3497
TACR3	0.8215
CKAP2L	-0.3135
KIF1A	0.0255
RSPRY1	1.468
VCAN	0.4935
CYP27C1	-0.089
SYDE1	-1.76633333333333
MED12L	-1.018
ZDHHC21	1.4115
NHS	-1.138
TM9SF3	1.33933333333333
DDHD1	-0.591375
MAFG	-1.03758333333333
BICD2	-0.4721
C14orf119	-0.473833333333333
C14orf43	0.285285714285714
CDH7	-0.64075
ALKBH5	-0.600071428571429
JUP	1.20925
TMEM41A	0.679833333333333
MAMDC4	-1.14783333333333
CBX3	0.581375
LRRC18	0.10975
RBMXL2	-0.34475
PLA2G4D	0.690833333333333
FGF13	2.11525
KIF3A	0.4155
PDIA6	-0.09525
DCXR	0.92025
CASKIN2	0.261666666666667
EHD1	-0.00266666666666669
MARCKSL1	1.54516666666667
ZNF496	-0.8795
SCAF1	0.318666666666667
KCTD8	-0.9095
TRAF3IP3	0.342785714285714
LSR	1.2585
CXorf1	0.103666666666667
C14orf112	0.666333333333333
EIF2B1	0.57575
OMP	-0.2615
GSTZ1	0.798
LOC92017	0.337
ISLR2	1.1835
C12orf36	0.4645
GATA2	0.693
GABRA5	-1.7995
CELSR2	-1.62157142857143
STAM2	1.3633
TNAP	-0.8625
PTPMT1	-2.60366666666667
GRP	5.006
SV2A	-1.84066666666667
MAGEA12	-4.383
CACNG1	-0.9305
C18orf19	-0.938
GSG1	-0.4825
PTPRJ	0.182571428571429
FRMPD1	0.7865
ZNF668	0.14225
PLEKHJ1	-0.741375
ADAT1	0.7195
TMEM50A	0.6738
UCN3	0.286
HOOK1	1.878375
IL17B	-0.6425
MLKL	-0.768166666666667
TTC14	-0.219
KLHL5	-0.6985
CRYL1	-0.5505
FOXH1	0.2685
NFYB	-0.171
PPM1G	-0.2035
GOLGA2LY1	-1.95875
NMT1	-0.79025
HADHA	-0.0497
CHSY-2	2.24575
PLEKHF1	-0.229571428571429
SAGE1	-2.479
MUSTN1	-0.28175
SUHW4	0.601
TFEB	0.863166666666667
ZFYVE27	-0.37725
ATG12	0.407833333333333
BMI1	1.35407142857143
ZIM3	-0.00600000000000001
MYH4	0.035
MASP1	-1.28508333333333
KIAA0984	0.88475
RPAP2	-0.671
ASB5	-0.00925000000000001
BOLA3	-1.22633333333333
MIA3	0.3565
KRT35	0.6375
KIR3DL3	-0.7895
MRPL51	-0.40175
SEMA3F	1.71566666666667
NDUFB2	1.18833333333333
LOC253012	0.95675
FAM46C	-0.8654
G6PC	-2.1945
CSAG3A	-4.8725
PREX1	1.316
SLC25A45	-0.155875
MAPKBP1	0.2494
CPE	0.93
GNB1	0.372375
CXCR6	2.0285
TRIM46	0.85025
C16orf3	0.150166666666667
HPSE	0.839875
TIGD3	0.205
SPG3A	0.1515
LCAT	-2.05583333333333
ST6GAL1	-0.463444444444444
POMC	-0.504
FLJ36031	-0.0811666666666667
NSMAF	-1.2475
SKIL	2.2125
ADSS	-0.249
HMGCS1	-0.5611
POLR3F	0.6335
RAB10	0.711125
ZNF277P	-0.390625
ZBTB7B	2.291
DHRS1	0.170875
ABCC13	0.888
CNOT3	0.549
NFKBIA	0.61575
GAK	0.490666666666667
SFT2D2	1.95566666666667
HOXA6	0.33
CRTC1	0.549375
LY6D	-1.03516666666667
C20orf72	-0.2585
CPT1A	0.24225
LMO1	-1.1135
EIF3I	-0.4115
PRB4	0.05425
MCM3APAS	-1.207375
C20orf132	-1.3564
FOXF2	-3.61275
S100A12	0.56925
MLH1	-0.258666666666667
ACTN1	0.2683
MRPL36	0.475166666666667
C20orf106	-0.364
FBXO6	0.106333333333333
MKS1	-0.721666666666667
CX3CR1	-1.8585
PDE1B	0.3375
PLP1	-3.86975
KISS1	0.62
C14orf2	0.615
TBC1D3P2	-1.26825
COMMD6	0.6933
ANKRD7	-1.546
PTCHD1	-2.34825
NARS2	-0.9675
DOCK7	-0.40725
FAM127B	0.08475
LOC390243	-0.193833333333333
N6AMT2	0.3645
ZNF391	-0.708
DNAJB14	0.282666666666667
WRB	0.481375
BPI	-0.0285
TTC4	-0.353666666666667
FAM10A5	0.059
GOT1L1	-0.1299
MAGED1	2.099875
RESP18	0.4075
WFDC6	0.69025
MT2A	-0.834
C11orf56	-0.234
KIAA1432	0.387
ROR1	-1.63575
HSD17B14	1.37433333333333
ZFAND2B	0.40425
SAMD4B	0.52075
HEXA	0.047
HNRNPU	-0.430136363636364
USP39	-0.143875
NRD1	-0.362
R3HDML	0.496
FLT4	0.479
OMG	-0.222166666666667
OR52N4	0.6405
LOC399818	-0.76725
ELA2	-2.44625
VENTXP1	0.998
RFC5	-0.8245
OR52L1	0.2515
PAX5	-0.0825
FBXO2	0.253
GMEB1	0.001
AKT3	-1.08683333333333
CRB1	-1.1715
CTTN	0.2965
UTP15	0.261333333333333
HSBP1	0.461083333333333
PHF11	1.21125
NDEL1	-0.118166666666667
USP8	0.22
BAIAP2	0.0540625
SI	0.706833333333333
ARSJ	-1.70616666666667
BAAT	-2.64375
KCNS3	3.765
LOC126147	-0.309166666666667
TMEM37	-1.0735
C1orf162	3.21033333333333
MBD1	-0.2166
ITGAL	0.709333333333333
WDR73	-0.177
GKN2	0.258833333333333
ARFGAP1	-0.18975
SLC5A8	-0.397833333333333
ZBTB40	0.0619
CYP4B1	2.95366666666667
LYPLAL1	0.993
CHST3	-1.29075
MAP3K9	0.1525
BTAF1	-1.493
TFAP2E	-0.181
RBM35B	2.14575
LOC441251	-0.299
ANKRD25	-0.598166666666667
UQCRC2	0.1205
MAEA	0.198083333333333
HYAL1	-2.9077
RNPEPL1	0.271
CPSF2	-0.268625
PSD3	1.2083
ABCA13	0.146375
AGR2	3.079625
GBX1	-0.8135
HDLBP	0.5775
ACY3	-0.89825
HECW1	-0.44225
ZNF519	-0.9865
HOPX	3.477125
ZNF304	1.11175
OR12D3	0.114
FKSG43	0.29625
METTL1	0.68875
MFSD3	0.6682
PSPH	-0.5425
CLCA3	-0.4675
DARS2	-0.381
CDC25A	-1.9025
BAIAP2L1	1.20925
B3GNT5	-1.023
USP29	0.2575
ARHGEF10L	0.1367
ATOX1	1.30775
ADAM30	0.186
DNASE1	0.39975
STT3A	0.1905
RAB6IP1	-1.2345
PTN	1.7223
C1orf106	0.883076923076923
HECA	1.183
RNF122	0.36825
SLC22A18AS	-0.223666666666667
GNG8	0.359333333333333
ELP4	-0.82575
FAM65A	0.4485
RPL10A	-0.369666666666667
IRS4	0.4425
MACF1	0.0982
SEC24D	1.11425
LOC374395	0.4135
TGFB2	-1.387375
MDFIC	-0.74
CHRNE	0.432666666666667
PCMTD2	-0.0901666666666667
ATP6V0D1	1.278
MTA2	-0.03275
LZTR1	-0.746833333333333
RAP1A	-0.107
AXIN1	-0.3665
POLR1C	0.05625
TRIO	0.909166666666667
PLXNA4A	-0.393833333333333
C5orf33	-0.26225
DEPDC1B	-1.404625
ZNF473	-0.0683333333333333
MTM1	1.18925
GPR107	1.22983333333333
CSNK1A1L	1.0515
FLJ14154	0.358
NLRC4	3.3405
ENPP4	1.7225
PADI3	0.133
RNF170	-1.05
CG018	-0.906
C16orf7	-0.13025
KCNE1	0.534
NRM	-0.501
SLC37A3	-0.26
