Hybridization REF	TCGA-A2-A0YT-01A-11R-A109-07
NDUFB2	0.568833333333333
LOC253012	-1.23675
FAM46C	-2.9867
G6PC	-2.58771428571429
CSAG3A	-4.752
PREX1	1.0535
SLC25A45	-0.225
MAPKBP1	0.4806
CPE	0.9418
GNB1	0.186
CXCR6	0.9845
TRIM46	0.80325
C16orf3	0.332333333333333
HPSE	0.918
TIGD3	0.0815
SPG3A	0.17575
LCAT	-1.5095
ST6GAL1	-0.442111111111111
POMC	-0.42925
FLJ36031	-1.24783333333333
NSMAF	-0.778833333333333
SKIL	1.2975
ADSS	-0.241333333333333
HMGCS1	-2.0157
POLR3F	0.0226666666666667
RAB10	0.223375
ZNF277P	-0.730125
ZBTB7B	0.8585
DHRS1	0.51975
ABCC13	3.089125
CNOT3	0.183
NFKBIA	0.4775
GAK	1.69483333333333
SFT2D2	1.20166666666667
HOXA6	-0.3605
CRTC1	0.89575
LY6D	-0.509833333333333
C20orf72	-0.806833333333333
CPT1A	1.78375
LMO1	-0.9335
EIF3I	-0.04025
PRB4	0.311
MCM3APAS	-2.540875
C20orf132	-0.0556
FOXF2	-3.49375
S100A12	1.624
MLH1	-0.5545
ACTN1	-0.3219
MRPL36	0.497166666666667
C20orf106	-0.574
FBXO6	1.9145
MKS1	-0.424
CX3CR1	-2.170125
PDE1B	1.04
PLP1	-3.94275
KISS1	0.2855
C14orf2	0.6485
TBC1D3P2	-1.2285
COMMD6	0.5264
ANKRD7	-1.156
PTCHD1	-2.215
NARS2	-1.71325
DOCK7	-0.841875
FAM127B	0.306
LOC390243	-0.162833333333333
N6AMT2	1.141
ZNF391	-1.8905
DNAJB14	0.657166666666667
WRB	0.1405
BPI	-0.113666666666667
TTC4	-0.851166666666667
FAM10A5	-0.25225
GOT1L1	-0.0194
MAGED1	-1.147375
RESP18	0.31075
WFDC6	0.1395
MT2A	0.2505
C11orf56	-0.05275
KIAA1432	0.6615
ROR1	-1.51925
HSD17B14	1.2065
ZFAND2B	0.879
SAMD4B	0.149
HEXA	-0.048125
HNRNPU	0.0805
USP39	-0.357375
NRD1	-0.08525
R3HDML	0.274
FLT4	0.608833333333333
OMG	0.0133333333333333
OR52N4	0.573
LOC399818	-0.54075
ELA2	-1.95775
VENTXP1	-0.5955
RFC5	-1.414
OR52L1	0.2985
PAX5	0.8065
FBXO2	2.78
GMEB1	0.11
AKT3	-1.287
CRB1	-0.29
CTTN	2.1845
UTP15	-0.220166666666667
HSBP1	1.31191666666667
PHF11	1.207
NDEL1	0.0966666666666667
USP8	-0.0435
BAIAP2	1.5075625
SI	0.540333333333333
ARSJ	-2.2485
BAAT	-2.33625
KCNS3	2.68816666666667
LOC126147	0.1475
TMEM37	-0.196
C1orf162	3.24616666666667
MBD1	-1.0576
ITGAL	0.904833333333333
WDR73	0.382333333333333
GKN2	0.295
ARFGAP1	-0.195625
SLC5A8	-0.272666666666667
ZBTB40	-0.0943
CYP4B1	4.986
LYPLAL1	0.784
CHST3	-1.6565
MAP3K9	0.9445
BTAF1	-0.823333333333333
TFAP2E	0.337
RBM35B	1.727
LOC441251	-0.562
ANKRD25	-0.883388888888889
UQCRC2	-0.0345
MAEA	0.780666666666667
HYAL1	-1.9374
RNPEPL1	-0.227
CPSF2	-0.61
PSD3	-2.2212
ABCA13	-0.208375
AGR2	2.20075
GBX1	-2.342
HDLBP	0.618928571428571
ACY3	-0.34525
HECW1	-0.71075
ZNF519	-2.0435
HOPX	2.825375
ZNF304	0.273
OR12D3	-0.0315
FKSG43	0.1
METTL1	1.287625
MFSD3	1.574
PSPH	-0.5265
CLCA3	-0.622
DARS2	-0.3445
CDC25A	-2.2145
BAIAP2L1	-0.538
B3GNT5	-0.344375
USP29	0.412
ARHGEF10L	0.8308
ATOX1	1.293625
ADAM30	0.4245
DNASE1	2.2335
STT3A	-0.813166666666667
RAB6IP1	-1.28675
PTN	-0.2996
C1orf106	1.18123076923077
HECA	0.9645
RNF122	-0.9475
SLC22A18AS	0.492
GNG8	0.6335
ELP4	-0.4505
FAM65A	0.447166666666667
RPL10A	-0.3975
IRS4	0.71
MACF1	-0.2384
SEC24D	1.595
LOC374395	0.857
TGFB2	-0.599
MDFIC	-0.0485
CHRNE	0.560833333333333
PCMTD2	0.7145
ATP6V0D1	1.23916666666667
MTA2	-0.493
LZTR1	-0.267166666666667
RAP1A	-0.109166666666667
AXIN1	-0.240375
POLR1C	0.52575
TRIO	-0.283833333333333
PLXNA4A	-0.446416666666667
C5orf33	0.18375
DEPDC1B	-1.641
ZNF473	-0.274
MTM1	0.825
GPR107	0.803
CSNK1A1L	0.935666666666667
FLJ14154	0.2565
NLRC4	3.13675
ENPP4	2.808
PADI3	4.193
RNF170	0.525375
CG018	-0.652166666666667
C16orf7	0.263
KCNE1	0.18375
NRM	-0.494166666666667
SLC37A3	-1.00128571428571
TPD52L2	-0.053
UNC5B	1.009
C12orf12	0.3075
SDHB	0.88175
CLRN1	0.09875
NUDT10	-2.10416666666667
UGT3A1	0.013875
FBXW8	-0.47475
RHOF	-0.118
PTPLAD1	1.1615
MYO3B	-0.87825
DERA	-0.859
TPP2	-1.7375
C19orf53	0.628
GINS3	-1.465625
ST6GALNAC5	-0.3305
CHSY1	-0.13475
MGC15705	0.078
GPR83	-0.0896666666666667
EXT2	-1.011375
DOLK	0.634
TUBAL3	1.9675
ACVRL1	1.9905
ABL2	-0.31975
C14orf156	0.616833333333333
PTPRZ1	-3.994125
DIP2C	0.76575
LAMP1	0.137875
RXRA	0.494
MAP3K5	-0.677
ALKBH1	0.334166666666667
PDLIM7	-0.3235
ARL14	-0.995
SNIP1	-0.315166666666667
TIMP3	1.18391666666667
RGS3	0.530166666666667
SPAG16	0.1328
ABHD4	0.673
ARHGEF12	0.677333333333333
GLUD2	-0.9575
RAC2	-1.222
UAP1L1	-0.47
SLC18A3	-0.1395
YOD1	-1.21741666666667
RALY	0.3605
HMOX2	0.87275
DGKH	-0.52875
DBNDD2	1.46133333333333
YIPF4	0.50725
THAP10	-0.4035
ZNF513	0.892
HAGHL	1.59633333333333
ITGB4	0.5125
CCDC141	-1.4755
YTHDF3	-0.01175
C5orf28	1.2055
RPL7L1	-0.06875
TMEM30B	1.22221428571429
ANKRD35	0.636
DUOXA2	-0.14175
TBC1D5	0.312125
DFNB59	-0.4725
HRH4	0.462
MYO6	2.7697
DNAJA4	2.647625
RBM24	2.176
CEACAM20	-0.44225
RBM23	0.362928571428571
NGFB	-0.0395
C1orf63	-1.6768
KRTAP7-1	0.1925
PERLD1	1.78575
NPB	0.819
C17orf59	0.6372
HSPBAP1	-0.8825
SLC15A4	-0.476
PRTFDC1	-1.6465
OSMR	-0.854785714285714
CYSLTR2	-0.686
C19orf25	1.0568
KIAA1797	-0.4315
NLRP6	0.471
FAM105B	0.6263
SCRN2	-0.377166666666667
LRRC58	0.4633
RNF17	0.26575
NEIL3	-1.48
FAM137A	-0.74675
SKP2	-2.51625
PARVA	0.57575
PKLR	-1.532
RNF34	-0.092
A3GALT2	0.2075
C12orf50	-0.2615
SUNC1	-1.7455
FAM102B	1.09283333333333
CCT2	0.77675
LRRC37A2	-0.541
ARF4	0.436
SIKE	-0.821375
C8orf48	-1.16116666666667
MBTPS1	0.696642857142857
GPSN2	0.6105
NCF2	2.4185
SLC12A6	-1.15516666666667
MRPL48	-0.689
HMGN3	-0.379166666666667
LRRC62	-0.36225
PAX9	-0.565571428571429
FAM55A	0.579
C20orf42	-2.83283333333333
SCML2	-1.47283333333333
BCL9	0.88225
FAM40A	-0.091
C9orf41	-0.934833333333333
ZNF774	-0.3545
LETM1	0.2435
PLXNB1	-0.713833333333333
NIPSNAP1	0.784875
USP10	-0.40825
F9	0.57125
LIPE	0.36275
CNGB3	0.3985
C12orf52	0.108125
PI4K2A	-0.02275
MED8	-0.057875
STAT4	0.6615
FGD4	1.00733333333333
RNF145	-2.74266666666667
WDR32	2.9488
CLDN2	0.1545
TCEAL8	0.3925
ZMYND8	-0.4809
PDXK	-0.68853125
GATAD2A	-1.03175
PTGES3	0.5465
CCM2	-0.22075
TAP1	1.01375
ZNF670	-0.1605
ETS2	-0.124642857142857
C6orf166	0.0703333333333333
PRMT2	0.0705
OR4B1	-0.126
INTS8	0.6125
CCDC102A	-0.42325
CCDC83	2.05933333333333
ITGA1	-0.4297
EPHA5	-1.7576
FAM24B	-0.221166666666667
TSGA10	1.24825
HAL	-2.2025
MYOT	-0.0175
SPACA3	0.213
BCL2L2	0.0266666666666667
CUGBP2	-0.7685
CCNB3	1.50525
RNF113B	0.0765
MERTK	-0.1655
BAG1	-0.108
VPS36	0.231
ORMDL3	0.9854
C1orf190	-0.229
ZNF625	-0.22625
CORO2B	-1.62425
ALOX15	1.179
CST1	0.609
NUPR1	2.94333333333333
CCL7	0.7025
SMCR5	-2.6765
DSC2	0.413
RBMS2	0.23925
GRIK4	-0.145
TRIM65	-0.1306
TMPRSS6	1.30778571428571
TP53INP2	-0.329
GLB1L	1.70683333333333
LOC388284	-0.168333333333333
PUS1	-0.893071428571428
BCL9L	-0.4745
OLFM1	-0.587666666666667
RET	1.122625
MASTL	-1.2525
ALX3	0.0155
IL1RL1	0.134
ZNF765	-1.2136
C14orf138	-0.907
SNX10	-1.01683333333333
TAC4	0.188
C1orf64	4.60625
POGK	0.38925
MAPK9	0.11825
ZNF366	2.97575
C8orf79	-0.0328
CLDN7	2.99975
OR5AT1	-0.116
TRIM37	-1.18275
LRRC25	2.35575
GRHL2	2.8381
TEKT3	0.344
LASS5	0.1665
ABCC4	-2.495
DLG3	1.2245
VGLL1	1.771625
ZFP36L2	-0.397333333333333
MFRP	-0.0188333333333333
KIAA1799	-0.40625
FLJ44379	-0.122
PCNX	-0.47675
ANXA9	3.3595
CYP4V2	2.1402
PIK3C2A	-0.5255
SRR	-0.324
NOL3	0.30075
IFITM2	1.426
ARNTL2	-1.9695
ZNF595	0.44775
NLRP13	-0.6305
ASPH	-2.666625
CPA2	0.1135
PVRIG	-1.248
LEPR	-0.303333333333333
C16orf42	0.987333333333333
SH3BGRL	1.45425
FAM77D	-0.9175
FNDC7	0.302
C9orf6	-0.336666666666667
NOTCH2NL	0.504166666666667
PGBD1	-1.30133333333333
SYNGR2	2.38666666666667
PITPNA	-0.224875
PRPF4B	-0.9343
SLC43A3	-2.25971428571429
NRBP1	0.72875
SLC25A22	0.399
ILK	0.093875
SLC22A8	0.671833333333333
MRPS7	0.41775
PITX2	-3.2045
FABP3	-0.821875
OR1L1	0.8705
LOC728215	-0.841375
BLID	-1.205
KIAA1217	1.53747058823529
TFPT	0.60375
AP4B1	-0.12275
VBP1	-0.8475
OR1K1	0.443
MORC3	0.02025
BHMT2	-0.920333333333333
C3orf10	1.313625
FZD7	-0.385333333333333
WFDC10A	0.6265
PMS2CL	-1.0035
CCDC32	0.6095
FA2H	0.335
ALG13	-0.0205
TTLL7	-0.1584
SPOCK3	0.12825
SLC13A2	0.5625
AIM1	0.08325
GPRC6A	0.1945
EGR2	3.64925
MED11	1.01325
WWC1	1.02925
SH3GL3	-1.4765
RIF1	-0.668
PRLH	0.0555
VLDLR	-2.4305
DBT	0.37875
C21orf63	0.8905
CGGBP1	-0.4985
KRTAP12-2	0.0085
TADA3L	0.19975
ZBTB16	1.9335
PDGFB	2.15
RFX1	0.3885
UQCRB	1.433
LOC133874	0.9305
HPS3	-2.35025
LGALS3BP	1.9546
DKFZP564O0823	0.8165
MRFAP1L1	0.921875
HOXA10	-2.24233333333333
NGB	-0.2595
KIF21A	1.48161538461538
IFLTD1	0.8095
LZTS1	-0.99975
ARHGEF3	0.25675
RHBDL3	-1.63
CSNK1G2	-0.29375
ChGn	-1.34275
KIAA1244	1.683
GABRB2	-0.193
MGC72080	-0.3685
CD27	2.71725
EGLN1	-1.1403
PEX13	0.83025
RWDD3	-0.54
RNF12	-0.365166666666667
GRIN2B	0.17
ADAMTS14	-0.71525
DYDC2	-0.270833333333333
ATP6AP1	1.7742
NR1H2	-0.162833333333333
PDK2	1.4025
C3orf17	-0.396
SLC38A2	-0.644357142857143
SLC25A29	-0.260666666666667
C15orf29	0.7265
ADAM9	0.969083333333333
TMUB2	0.349
GPR176	-0.90975
AGK	-1.043625
MCCD1	4.116
NDUFA4	0.201
TMEM146	0.0115
DUSP1	1.802375
UNQ6975	0.307
EMX2OS	3.076
INSM2	-0.47725
LUZP4	-0.004
SETD6	0.39925
P2RY2	2.85875
SLC45A2	-1.4065
RABGAP1	0.195333333333333
UBXD5	-0.41325
GPRC5A	1.8466
PAK3	-0.139333333333333
LOC63920	-1.06325
TGFBR1	0.5659
KRTAP6-3	0.58625
SFMBT2	0.20775
CDC42	0.432733333333333
C11orf35	0.579
TTLL2	0.1295
UACA	0.188333333333333
CD97	-1.1647
SETD5	-0.253125
NINJ2	-1.42625
PTER	0.243666666666667
POMGNT1	0.55675
KRTAP4-2	0.3225
ECGF1	2.289125
HRB	-0.120636363636364
ATP1B2	0.0858
LOC400506	0.45425
COL4A3BP	0.58875
C6orf97	0.7825
GRHPR	0.75625
TAS2R1	0.761
SEMA7A	-0.324
EDF1	0.1555
ODF2L	-0.0542
PCID2	-1.23616666666667
GTF2H4	-0.2735
ZCCHC3	-1.131125
CGB2	-0.2435
NEUROD1	-0.18875
C20orf75	0.1725
RP5-1054A22.3	1.21483333333333
IFNA5	0.259
ZNF134	-0.864833333333333
MGC119295	-0.8103
ZSWIM6	0.03725
SMEK1	-0.527333333333333
PCGF2	0.406375
C1orf102	2.05775
CYP2A13	0.7105
KCNH6	-0.3425
MDM1	0.6892
ALDH7A1	0.5665
C9orf75	0.835
VDAC3	1.658625
OR51T1	0.592
EIF3F	-0.777333333333333
KCNJ10	-0.3865
LENG8	0.06775
EDEM2	-0.110083333333333
CCNJL	-1.12366666666667
DHX37	-1.2505
CRYGN	-0.019
AATF	-0.630375
ZNF630	0.785625
E2F5	0.0615
WFDC13	0.00325
FTSJ3	0.0203333333333333
C4orf33	0.0215
LHFPL4	-3.06725
C19orf56	0.332083333333333
SMAD4	-0.848625
AFM	0.039
G0S2	-1.855
FCHSD2	-0.5234
RRP1B	-1.4032
EEF1B2	-1.03066666666667
STAT6	0.0921666666666667
ZNF195	-1.43025
GNL1	-0.605333333333333
ZNRF2	0.970333333333333
PER3	-0.277875
ASB16	0.88275
C10orf10	1.55421428571429
ADCY8	-1.953
C9orf58	1.89366666666667
ARMC10	-0.2885
PSG1	-0.3485
DHX34	-0.172
VARS2	-0.947375
NFIC	0.87975
ITPR2	-1.1085
AGXT2	0.0916666666666667
OR6K3	0.213
H2AFZ	0.330916666666667
MLLT3	-0.514166666666667
COX4I2	1.6765
CCNT2	-0.714
PLK4	-1.3255
NUMBL	-0.665333333333333
MED16	0.41075
PLEKHQ1	0.773
GOSR1	0.6655
BTG4	-0.03
RPL30	1.4435
IGSF5	0.204
IGFL2	-0.2125
ELMOD2	1.35616666666667
SHC3	-1.72233333333333
HAVCR1	-0.0485
DYNC2H1	-0.744125
RNF5	0.281333333333333
C2orf7	0.29425
NLF1	1.503
KLHL25	0.653
LRP10	0.842
KRI1	-0.44775
PUS7L	0.254833333333333
MGMT	1.8175
HOXD1	-0.0906666666666667
CSH1	0.3496
ATG16L2	-1.0795
FLJ44635	-0.086
CHODL	-0.602
EXOSC8	-1.66825
SLC28A1	0.059
MYO7B	-0.884166666666667
SEH1L	-0.1957
MTNR1A	0.231833333333333
TSPAN5	0.4205
CDC45L	-2.31
AMIGO1	0.361
ATAD3A	-0.42275
OSGIN2	0.406333333333333
PDIK1L	1.06916666666667
DARC	4.323125
PIPSL	0.4525
SHMT1	-0.8965
CRISP3	1.882
POPDC2	2.13133333333333
ZRANB2	-1.161
FBXL8	1.73225
TRIP13	-1.44563636363636
EIF5AL1	-0.8105
POU5F1P3	-4.90983333333333
IL6	0.858166666666667
CXorf38	0.7525
IFNA16	0.2395
FBXL2	0.785833333333333
BRD1	-0.6525
STATH	0.63925
FBXO44	1.32233333333333
MCCC2	0.188
CDC2	-0.5914
C5orf23	-0.33025
IVD	2.6735
C10orf122	-1.258
MSL3L1	-0.5688
MVP	0.1375
EPOR	-1.1729
ZMYM1	-0.667166666666667
BCL7C	0.288666666666667
PSTPIP2	0.3266
LYPD1	-2.227
OR8G5	0.16
ZP3	0.5305
BCAS4	2.51958333333333
EDG6	1.85925
ISY1	0.2065
PRAMEF2	-0.63675
CUL1	-0.49375
RNF213	1.8568
CCRK	1.36125
DHX9	-0.504125
C13orf29	-0.17275
NCKAP1	0.248333333333333
MRPL43	0.862
XPR1	-0.323
PKN2	0.9779
PODNL1	0.031
ZNF333	-0.512625
DALRD3	0.95075
OPN1SW	0.29
BTBD6	0.362
C11orf82	-1.7715
OR5P3	0.497
DUSP11	0.2545
L1CAM	-0.8477
NEK11	2.03683333333333
OR7E91P	1.514
CNTN3	0.6176
CREB3L2	-0.11025
ZBTB37	1.0135
KIAA1324L	0.2675
NDUFB10	0.659166666666667
NUDT2	0.0445
GTPBP8	-0.56475
CACNA1D	-0.072625
PRKAA2	-1.992
PRDM8	-0.1625
MGC16075	-0.749166666666667
KRT14	-0.386428571428571
PP8961	0.94325
MRPL18	0.199
ABCG2	-2.12075
PACRG	0.998
BBS2	0.53325
KREMEN2	1.064
FBXO21	0.141
HNRPUL1	-0.417916666666667
GRB10	-1.149
CLSTN1	1.077
LMAN2	0.5343
C17orf61	0.537
NIPSNAP3A	0.9315
INSIG2	-1.07416666666667
PCDHB7	-0.609833333333333
STXBP2	1.085875
CMAH	0.094
SEMA5B	-0.95025
ZNF155	-1.32916666666667
COQ6	1.0025
PRPF4	-0.30475
TSPAN15	3.0313
VN1R5	-0.04725
LATS2	0.23625
SELK	-0.1205
PGK2	0.439
MS4A1	-1.935
TYW3	-0.6534
KRTAP5-1	1.55975
RCCD1	-1.76166666666667
BTN1A1	-0.1265
DDX28	0.53975
TMEM65	0.981125
LOC92345	0.4
TTC31	-0.28575
WDR46	-0.906166666666667
CHP2	-1.19733333333333
LSP1	-0.058625
ZNF542	-1.94875
EXOSC1	-0.195
ARHGAP18	-0.536166666666667
LRRTM4	-0.572125
MAOB	0.0441666666666667
CACNB4	-0.766
MGC33846	0.8605
RANBP3L	-0.4355
ATP5L	0.335625
ONECUT1	-2.959
NUDT9	1.06675
TMEM149	-0.656
STX17	0.03425
IGSF10	-3.7165
TMPRSS9	1.059
BMPR2	1.01258333333333
ALLC	-0.66775
KLF7	0.123875
GCC1	0.3786
TIMM9	-0.33375
CDO1	-0.335666666666667
MGC10701	-1.56283333333333
IFI6	3.46383333333333
FRMD8	0.17075
MGAT2	-0.3825
WBP5	-1.88433333333333
CNIH2	0.25175
KIAA0907	-1.427
KCNH8	-0.014
CTSG	-0.77175
GRIK1	0.00166666666666667
CUL5	0.58975
FRMD1	0.5885
OR9A4	0.296
SYT6	-1.86425
FOXD4L2	0.39175
ANAPC2	-0.0733333333333333
OPN5	-0.623
TAF13	0.465
LYG2	-0.446
GGNBP1	0.533
C11orf40	0.3425
OTX2	-1.069
REG4	-0.367
EIF5	0.0898749999999999
PALB2	-0.897
SEPSECS	0.1889
RNASE3	0.15175
TRIM49	-1.691
POLR2K	2.5067
GPR42	0.4515
C8B	-2.5625
SASS6	-1.3675
PREB	-0.0575
OR3A3	0.578
TUBA8	0.99075
IGLV2-14	-0.76725
STIL	-1.64975
ANKFN1	-0.761666666666667
NME7	-0.65775
HOXC12	0.64
UBE2C	-0.275875
FHOD1	-0.206
CDK2AP1	-0.275583333333333
OR6K2	0.19825
DHPS	0.22475
RPL5	-0.952583333333333
TRGV5	0.5305
LOC541472	-0.052875
HCCS	-0.347
DENND1B	1.5585
LHX3	0.228
OR5D16	0.4125
CXorf57	-2.35816666666667
IRF2BP1	1.01075
NDST2	1.20166666666667
LCE3D	0.0885
BOLL	0.0658571428571429
SYT3	-1.11425
PIH1D2	-0.409
C20orf7	-0.0731666666666667
IL1R2	0.783333333333333
SLAMF9	-0.333
PPME1	-0.175375
PIK3CA	0.17725
TRAPPC1	0.620875
COLEC10	-1.25375
SLC9A6	-0.638333333333333
PDDC1	-0.492666666666667
CCDC53	0.179
GK3P	-0.6765
DAZL	-0.16025
BRI3	-0.35075
SDK1	-1.402875
CYP2C18	0.19325
IFI44L	4.298875
RPL3L	0.005
FUT9	-0.800666666666667
KIFC2	0.9795
PMP2	-0.215
SLC4A9	-0.795
PLAG1	-1.833
MYCBP2	-0.459166666666667
OR4E2	0.258
CCDC65	0.79275
C16orf82	-0.00625000000000001
ENTPD4	-0.30625
BRP44L	0.113
PMP22CD	0.372
TMCO4	1.07966666666667
KCNN1	-0.876666666666667
WDR35	-0.353
CCDC80	1.380625
C3orf31	-0.267
SLC7A9	-1.29525
TMEM190	-1.23825
DBC1	-1.574
FADS3	-0.976333333333333
PDZD8	0.0138333333333333
GRM5	0.603
AZGP1	3.5458
PEX3	0.4845
MED1	0.206928571428571
ATG4C	-1.36566666666667
HNRPH3	-1.397
FAM109B	1.17475
C4orf17	0.5725
CA10	0.9675
OPRD1	-0.375
CCL16	-1.011
SACM1L	-1.01075
CST6	5.30375
CD63	1.3710625
LGI1	-1.74575
ZNF784	1.14975
CRYBB1	-0.467
CX3CL1	0.4695
TOP2A	-1.73625
GYPB	-2.8925
GADD45GIP1	-0.48925
FEN1	-1.845
IGF1R	-1.9930625
WDR72	-2.23666666666667
PURG	-1.23533333333333
DEFB126	1.05625
PKD1L1	-0.052
CAV1	-2.0331
GNPDA2	0.695
DGAT2	-0.1625
NLGN1	-3.50025
STRBP	-0.040875
HPRT1	-0.609666666666667
FANCI	-1.099125
PSMA7	1.06775
DBF4B	-0.917166666666667
TTF1	-0.39125
RAD54L	-2.0695
ELOF1	0.444
PLAGL2	0.333125
ZNF256	0.12125
HMGCL	1.9865
MSI2	0.0876666666666667
RPESP	-1.66266666666667
C11orf60	0.65325
ABCD1	1.4865
ACAA1	-0.1844
SPARCL1	4.80314285714286
IL6ST	1.4994
ZNF319	-0.2745
TMEM109	-0.5618
FAM90A1	-2.06183333333333
IL22RA1	-0.9165
ATP4B	0.345
TEC	-0.3235
C7orf30	-0.974
TXNDC2	-0.854
ABCB4	-0.44225
KIAA1191	0.33275
C9orf38	0.211
SFTPB	-0.2605
CNTNAP2	1.61225
FRK	0.506
TBX19	-0.299
CHD4	-0.421
C6orf26	-2.3885
MOSC2	0.83225
IKBKE	-0.041
HIF1A	-1.01
LOC595101	-0.221
RELA	0.167666666666667
TMEM16B	0.964666666666667
ABHD12B	-2.26425
TSEN34	0.57775
KIF18A	-2.25575
TXNDC9	0.2725
SPATA2L	0.3885
SEMA4G	-0.832
C21orf91	-0.43375
MATN1	-0.389
KCNIP4	-0.1175
TUSC1	1.838125
OR4C15	0.6475
ARMCX6	-0.633833333333333
WBSCR27	0.274666666666667
OR52I2	0.5805
KIAA1604	-1.15275
DYNC1I1	-0.729875
PPP4C	-0.02575
SLC47A2	-1.49633333333333
TREH	0.215
CD48	2.13733333333333
ST14	2.529
PKN1	-0.26
SPON2	1.72425
XBP1	2.02825
SFRS12	-1.16916666666667
EFCAB6	1.2655
SELT	0.4845
SLC39A2	1.8765
ERF	-1.26816666666667
ARL3	0.925625
SURF6	-0.626
MLLT10	-0.52352380952381
FLJ11171	0.3755
TDGF1	-3.608
ERCC6	-0.633
EIF2AK4	1.30625
BAZ1A	-0.825833333333333
LRRN3	-0.726333333333333
TMC3	0.1825
EFTUD1	0.0365
PTPRO	0.200166666666667
CLEC12A	1.09925
ACBD4	0.380125
ZDHHC14	-0.60275
OTUD7B	0.644375
ACTB	0.420375
MSRA	-0.19025
LCE5A	2.4015
IFI35	1.085
BSCL2	1.28216666666667
ANKRD12	-0.131416666666667
CFHR2	0.4885
RGAG1	-0.627
HSFY1	-0.1465
SLC30A5	0.524
IMPG1	0.043
GPR109A	0.9
ZNF185	1.46925
IYD	4.226
NPCDR1	0.0885
SERPINA13	-0.018
HMGCLL1	-1.6705
NEUROG1	1.31016666666667
UBQLN1	0.27175
LIN37	0.33325
SOCS2	-0.8465
DSCR4	-1.61975
XKR6	-2.46375
GPR142	0.5635
KRTAP13-3	-0.0265
CCDC15	-2.76933333333333
MOS	-0.067
CD1E	-1.527
OFCC1	0.139166666666667
FAM83D	-0.18825
SRFBP1	-0.59425
C9orf96	-0.084
DHDH	0.6
CCDC90A	0.057
RABL3	1.3797
CD320	-0.512
ANGEL2	0.327583333333333
MRPL21	1.4665
SMG6	0.396333333333333
INSR	1.18175
FLJ14816	-0.895
GLRB	-0.679833333333333
C9orf89	0.84675
CIZ1	-0.7265
URG4	-0.896166666666667
LRDD	-1.06966666666667
CBY1	0.216
NFX1	0.499125
MTERFD2	0.177285714285714
C19orf23	0.67
PGC	-2.478
IER3IP1	1.0711
RASAL2	0.995166666666667
C1orf89	1.83475
SYNJ1	-0.41325
NFKBIE	0.385
FLJ40125	-0.115833333333333
TCEB2	0.2424
NOG	-2.603
POLR2J2	-0.4945
HLA-B	1.6995
PCDHA1	-1.32
PPP2R2B	-1.561
ARHGEF17	0.0203333333333333
TCF7L2	-0.318785714285714
CHD5	-0.673166666666667
ZNF431	-0.78925
TBC1D25	-0.98575
ZNF800	0.99375
SCUBE2	-0.548181818181818
MYCBP	-0.401166666666667
GPX5	0.4425
C6orf129	1.31316666666667
QSER1	-1.43216666666667
ULK2	1.33375
PIGO	1.33366666666667
NRCAM	-2.415
SLC35E3	1.36825
CSRP2	-0.82825
HYPE	0.261
MAPK15	1.20733333333333
MGC14327	-0.05475
TIMM13	0.753
ZNF462	-1.86925
GBA3	-0.036
TEX13A	0.161
MCM6	-1.207
MTRF1	-1.003875
ABCA7	0.068
EIF4A2	-0.9985
ZC3H10	1.4404
RPGR	-0.652166666666667
C20orf94	1.204
RP1L1	0.15325
GPR125	-0.412125
USP22	-0.325357142857143
OR1L4	-0.21
MLZE	1.6825
FLJ32065	0.1675
PTCD1	-0.9585
CRTAC1	0.464833333333333
BXDC2	-0.6245
C18orf1	1.16366666666667
FAM107A	1.71942857142857
EFNA3	0.9575
P18SRP	-0.1895
CAMKK2	0.602083333333333
KIAA0649	-0.87975
NES	-1.57416666666667
HS6ST3	2.455625
PON2	-0.99625
TCP11L2	-0.6035
CLEC4A	2.055
PRR12	0.305
MLXIPL	-1.1643
C2orf50	0.823
ZNF28	0.31675
ENC1	0.615333333333333
MAP2K1	0.322375
FKSG2	0.66025
KIAA0430	0.199
PTP4A1	0.6
GPR156	1.8905
GTF3C6	-0.43525
UBR2	0.4486
LOC388272	-0.31425
MAK	-0.535
ACOT4	3.5645
STC2	-2.92183333333333
PIGW	-1.468875
SAE1	-0.34125
COL6A1	0.281272727272727
OAZ1	0.368333333333333
STMN4	0.315166666666667
EDG3	-0.491
SGCE	-2.34716666666667
IL11	-2.77566666666667
PRSS8	3.482625
YIPF5	0.605166666666667
WNT4	2.428
CSN2	0.156666666666667
TCF7	-3.30075
TDO2	4.876
SAMD9	-0.1254375
S100A7A	-0.408
MMRN1	3.21083333333333
GKAP1	0.1135
AKR1C3	-1.97375
RNF19A	0.628375
GMDS	-0.254
YKT6	-0.414
SPARC	0.1387
C12orf31	0.43625
UBE2V2	-0.160666666666667
FBXL18	1.028
KIAA0460	0.27575
ADAM22	-0.397875
SERPINC1	-4.32725
KCTD21	-0.34375
MYOHD1	-1.616
ZNF37A	-0.00449999999999997
GTF3C1	0.287333333333333
CTSZ	1.07925
PRNPIP	0.262875
DRD1IP	0.297
NR1I2	-2.258
ZNF266	-1.9656
SPAG4L	0.073
COX4NB	0.3695
SAPS1	1.10066666666667
APOA1	-3.878875
TATDN1	0.993833333333333
C10orf82	1.944
KPNB1	-0.47725
FOXO3	0.186333333333333
CRYBB2	-0.587
ZBTB5	-0.4445
SLC25A38	-0.6985
