Hybridization REF	TCGA-AV-A03E-20A-01R-A00Z-07
PLK4	-1.190875
NUMBL	1.011
MED16	0.4345
PLEKHQ1	1.59675
GOSR1	0.842055555555556
BTG4	0.03325
RPL30	-0.290666666666667
IGSF5	-1.407
IGFL2	-0.9712
ELMOD2	-0.420333333333333
SHC3	3.56333333333333
HAVCR1	-0.6405
DYNC2H1	0.0209999999999999
RNF5	-1.364
C2orf7	0.22925
NLF1	1.043
KLHL25	-0.186
LRP10	-0.773
KRI1	0.285
PUS7L	-1.605
MGMT	-3.0555
HOXD1	-2.17366666666667
CSH1	0.8613
ATG16L2	-0.87
FLJ44635	-0.058
CHODL	-0.8185
EXOSC8	-0.7225
SLC28A1	0.34225
MYO7B	-1.338
SEH1L	-0.2546
MTNR1A	0.3192
TSPAN5	1.208
CDC45L	-2.2345
AMIGO1	-1.0235
ATAD3A	0.461125
OSGIN2	0.5825
PDIK1L	-2.27383333333333
DARC	-0.106
PIPSL	0.671
SHMT1	-0.927
CRISP3	-0.067
POPDC2	2.2706
ZRANB2	0.0476666666666667
FBXL8	1.26325
TRIP13	-1.32972727272727
EIF5AL1	0.1805
POU5F1P3	-5.21866666666667
IL6	4.09033333333333
CXorf38	-0.535166666666667
IFNA16	0.2875
FBXL2	1.12233333333333
BRD1	-0.4265
STATH	0.88175
FBXO44	1.55016666666667
MCCC2	-2.40225
CDC2	-2.0826
C5orf23	-1.716
IVD	-0.402166666666667
C10orf122	-1.524
MSL3L1	-0.2165
MVP	2.3275
EPOR	1.6125
ZMYM1	0.3615
BCL7C	0.532
PSTPIP2	-0.9066
LYPD1	0.915375
OR8G5	-1.153
ZP3	-1.29316666666667
BCAS4	-0.26925
EDG6	-1.74725
ISY1	-0.8445
PRAMEF2	-0.52075
CUL1	0.096875
RNF213	0.8169
CCRK	2.34875
DHX9	-1.285
C13orf29	3.33325
NCKAP1	0.861166666666667
MRPL43	0.724571428571429
XPR1	-2.23025
PKN2	0.3455
PODNL1	-0.195
ZNF333	0.628875
DALRD3	0.1255
OPN1SW	0.955
BTBD6	1.5135
C11orf82	-2.7735
OR5P3	-1.034
DUSP11	-0.79
L1CAM	-1.5581
NEK11	0.950833333333333
OR7E91P	1.386
CNTN3	1.01575
CREB3L2	1.18525
ZBTB37	0.4855
KIAA1324L	-0.1145
NDUFB10	-0.3905
NUDT2	0.2655
GTPBP8	0.07675
CACNA1D	-0.91
PRKAA2	0.405166666666667
PRDM8	1.1335
MGC16075	-0.792
KRT14	-1.84414285714286
PP8961	0.568571428571429
MRPL18	1.092
ABCG2	-2.4115
PACRG	0.519
BBS2	1.313
KREMEN2	-4.25
FBXO21	-0.79525
HNRPUL1	0.50325
GRB10	1.70025
CLSTN1	0.530125
LMAN2	-0.5957
C17orf61	0.59175
NIPSNAP3A	-0.51075
INSIG2	-2.21033333333333
PCDHB7	-0.0668333333333333
STXBP2	-2.859125
CMAH	-1.47672727272727
SEMA5B	-1.98325
ZNF155	0.489
COQ6	0.261333333333333
PRPF4	-0.279
TSPAN15	-2.37488888888889
VN1R5	0.33725
LATS2	0.596
SELK	1.075
PGK2	-0.74
MS4A1	-1.92925
TYW3	-0.0415000000000001
KRTAP5-1	1.37725
RCCD1	-1.44833333333333
BTN1A1	0.765
DDX28	-0.13075
TMEM65	-0.063125
LOC92345	-0.5195
TTC31	0.5125
WDR46	-1.12333333333333
CHP2	-1.21866666666667
LSP1	-2.095875
ZNF542	-2.381
EXOSC1	0.97575
ARHGAP18	-0.675166666666667
LRRTM4	-0.23725
MAOB	-3.79483333333333
CACNB4	1.6525
MGC33846	-0.5205
RANBP3L	-0.459571428571429
ATP5L	-0.9695
ONECUT1	0.0635
NUDT9	1.50775
TMEM149	0.949
STX17	0.44375
IGSF10	-3.7995
TMPRSS9	-1.01
BMPR2	-0.611166666666667
ALLC	-0.309
KLF7	1.0545
GCC1	-0.0821
TIMM9	-0.2365
CDO1	-2.70633333333333
MGC10701	0.0223333333333333
IFI6	-0.792833333333333
FRMD8	-0.95425
MGAT2	-0.8475
WBP5	1.26
CNIH2	0.790666666666667
KIAA0907	-0.5774
KCNH8	-0.479
CTSG	-3.40875
GRIK1	0.7215
CUL5	0.264875
FRMD1	0.6115
OR9A4	0.1045
SYT6	-1.71325
FOXD4L2	1.981
ANAPC2	0.340833333333333
OPN5	-0.194
TAF13	1.89275
LYG2	-0.01025
GGNBP1	0.019
C11orf40	1.0045
OTX2	-1.691
REG4	0.342666666666667
EIF5	-0.438
PALB2	-0.37425
SEPSECS	-1.0549
RNASE3	-0.90625
TRIM49	-0.848
POLR2K	-0.0992
GPR42	0.5245
C8B	-2.937
SASS6	0.327
PREB	-0.750666666666667
OR3A3	0.551
TUBA8	1.539375
IGLV2-14	-2.34625
STIL	-2.3735
ANKFN1	0.5775
NME7	-2.22225
HOXC12	-0.391
UBE2C	0.77675
FHOD1	1.43425
CDK2AP1	0.27225
OR6K2	0.914
DHPS	0.349
RPL5	-1.54975
TRGV5	1.068
LOC541472	0.89225
HCCS	-1.3862
DENND1B	-1.2355
LHX3	1.1075
OR5D16	0.2815
CXorf57	0.528833333333333
IRF2BP1	1.74775
NDST2	0.101166666666667
LCE3D	0.439
BOLL	-0.24875
SYT3	-0.02825
PIH1D2	0.59
C20orf7	-1.082
IL1R2	0.4115
SLAMF9	-0.4195
PPME1	-0.523625
PIK3CA	-0.10025
TRAPPC1	1.366375
COLEC10	-0.35425
SLC9A6	-0.6135
PDDC1	1.67708333333333
CCDC53	1.8275
GK3P	-0.0312499999999999
DAZL	0.347
BRI3	2.13725
SDK1	-2.404625
CYP2C18	-0.0145
IFI44L	3.275
RPL3L	0.3405
FUT9	-0.3774
KIFC2	1.1845
PMP2	0.109333333333333
SLC4A9	0.276
PLAG1	1.56183333333333
MYCBP2	1.7995
OR4E2	1.516
CCDC65	0.414666666666667
C16orf82	0.266857142857143
ENTPD4	1.15225
BRP44L	-0.4075
PMP22CD	0.179
TMCO4	1.56833333333333
KCNN1	-0.6825
WDR35	-0.25725
CCDC80	2.600875
C3orf31	0.0025
SLC7A9	-1.9995
TMEM190	1.22825
DBC1	0.438833333333333
FADS3	1.34683333333333
PDZD8	-0.0915
GRM5	0.391
AZGP1	-2.2033
PEX3	-0.2895
MED1	0.1075
ATG4C	-0.744666666666667
HNRPH3	-1.187875
FAM109B	-0.60025
C4orf17	3.1745
CA10	2.7005
OPRD1	0.304
CCL16	-1.3595
SACM1L	-0.998
CST6	-1.09225
CD63	1.819625
LGI1	-1.623
ZNF784	1.0655
CRYBB1	-2.3645
CX3CL1	-2.1183
TOP2A	-1.952625
GYPB	-3.13466666666667
GADD45GIP1	1.772
FEN1	-1.758625
IGF1R	-1.9419375
WDR72	-2.565
PURG	0.723833333333333
DEFB126	-0.278
PKD1L1	-0.947
CAV1	0.1151
GNPDA2	0.5627
DGAT2	-1.307875
NLGN1	0.756
STRBP	-1.5435
HPRT1	-0.293
FANCI	-1.481125
PSMA7	1.087875
DBF4B	-0.076
TTF1	-0.85675
RAD54L	-0.966
ELOF1	-0.30475
PLAGL2	0.926
ZNF256	-3.9055
HMGCL	-0.00400000000000002
MSI2	-1.003
RPESP	-4.29016666666667
C11orf60	-1.10625
ABCD1	0.675
ACAA1	0.2996
SPARCL1	-0.5255
IL6ST	-0.1748
ZNF319	0.5975
TMEM109	-1.0796
FAM90A1	1.35483333333333
IL22RA1	-1.425
ATP4B	0.061
TEC	-2.8555
C7orf30	-0.735
TXNDC2	1.131
ABCB4	-0.623
KIAA1191	0.92925
C9orf38	0.421
SFTPB	0.9202
CNTNAP2	-2.69690909090909
FRK	-1.095
TBX19	-0.31275
CHD4	-0.29125
C6orf26	-0.877833333333333
MOSC2	-0.71625
IKBKE	0.5205
HIF1A	-0.994166666666667
LOC595101	-0.5465
RELA	0.108333333333333
TMEM16B	-1.50433333333333
ABHD12B	-2.2955
TSEN34	0.029
KIF18A	-0.1115
TXNDC9	-1.40633333333333
SPATA2L	0.835
SEMA4G	-1.6185
C21orf91	-0.752
MATN1	-2.151
KCNIP4	0.893833333333333
TUSC1	0.160625
OR4C15	1.016
ARMCX6	-0.313416666666667
WBSCR27	-0.481166666666667
OR52I2	-1.899
KIAA1604	0.983
DYNC1I1	-0.187375
PPP4C	-0.36475
SLC47A2	-1.77116666666667
TREH	1.156625
CD48	-3.8974
ST14	-2.656
PKN1	0.55425
SPON2	-4.5455
XBP1	-2.64633333333333
SFRS12	0.1205
EFCAB6	1.44525
SELT	-2.7755
SLC39A2	0.424
ERF	0.497666666666667
ARL3	0.831375
SURF6	-1.0121
MLLT10	-0.284428571428571
FLJ11171	-0.639333333333333
TDGF1	-4.80716666666667
ERCC6	1.02775
EIF2AK4	1.319125
BAZ1A	-1.83533333333333
LRRN3	2.46683333333333
TMC3	0.425
EFTUD1	-0.145
PTPRO	-1.6844
CLEC12A	-0.475333333333333
ACBD4	0.816125
ZDHHC14	-0.803
OTUD7B	0.40075
ACTB	0.5519375
MSRA	1.163
LCE5A	1.666
IFI35	-0.186
BSCL2	0.158
ANKRD12	0.65225
CFHR2	0.4025
RGAG1	1.93983333333333
HSFY1	1.6445
SLC30A5	-0.832909090909091
IMPG1	-0.2755
GPR109A	0.7225
ZNF185	-2.274
IYD	0.563
NPCDR1	2.1855
SERPINA13	-1.572
HMGCLL1	-1.82266666666667
NEUROG1	1.301
UBQLN1	-0.9430625
LIN37	2.42
SOCS2	-5.069625
DSCR4	-2.05171428571429
XKR6	0.01725
GPR142	0.7035
KRTAP13-3	0.039
CCDC15	-1.06616666666667
MOS	0.174
CD1E	-3.1355
OFCC1	-0.2635
FAM83D	-2.45725
SRFBP1	-0.6405
C9orf96	0.6525
DHDH	0.802
CCDC90A	0.0175
RABL3	-0.14195
CD320	-0.763
ANGEL2	0.15375
MRPL21	0.78225
SMG6	1.25783333333333
INSR	-0.0396875
FLJ14816	-0.4635
GLRB	-0.749833333333333
C9orf89	1.7555
CIZ1	-0.103125
URG4	-0.6885
LRDD	-0.133166666666667
CBY1	0.365166666666667
NFX1	0.166125
MTERFD2	0.226
C19orf23	0.3035
PGC	-2.579125
IER3IP1	-0.7758
RASAL2	1.33791666666667
C1orf89	-1.53975
SYNJ1	-0.262875
NFKBIE	0.5955
FLJ40125	0.892166666666667
TCEB2	-0.1788
NOG	-1.651
POLR2J2	0.462666666666667
HLA-B	1.0015
PCDHA1	-0.154
PPP2R2B	-0.45725
ARHGEF17	-0.819666666666667
TCF7L2	1.00842857142857
CHD5	-0.383833333333333
ZNF431	-2.47642857142857
TBC1D25	0.3485
ZNF800	1.59875
SCUBE2	-3.95545454545455
MYCBP	-3.46083333333333
GPX5	0.6285
C6orf129	-0.759166666666667
QSER1	-1.112
ULK2	-0.04525
PIGO	-0.871333333333333
NRCAM	-2.85684615384615
SLC35E3	-0.19625
CSRP2	-2.53825
HYPE	2.37475
MAPK15	0.329166666666667
MGC14327	-0.375
TIMM13	-0.8935
ZNF462	1.4065
GBA3	0.0215
TEX13A	0.229
MCM6	-0.762555555555556
MTRF1	1.1265
ABCA7	-0.796
EIF4A2	-1.403
ZC3H10	0.7387
RPGR	1.712
C20orf94	0.66825
RP1L1	-1.37866666666667
GPR125	0.009875
USP22	-0.700714285714286
OR1L4	0.42925
MLZE	-0.19225
FLJ32065	0.23625
PTCD1	0.30375
CRTAC1	-0.784
BXDC2	-2.3685
C18orf1	-4.4225
FAM107A	-0.477
EFNA3	-2.05425
P18SRP	-0.6699
CAMKK2	0.340583333333333
KIAA0649	-0.6445
NES	-2.068
HS6ST3	-1.74133333333333
PON2	-1.56025
TCP11L2	-1.402
CLEC4A	0.265
PRR12	0.811
MLXIPL	0.3659
C2orf50	1.7835
ZNF28	-4.26325
ENC1	0.7985
MAP2K1	-0.666875
FKSG2	0.4895
KIAA0430	0.098
PTP4A1	-2.05827777777778
GPR156	1.5885
GTF3C6	-1.50675
UBR2	-0.6025
LOC388272	-2.30825
MAK	-0.0565
ACOT4	-3.717
STC2	-0.30975
PIGW	-2.42225
SAE1	-0.827
COL6A1	0.636863636363636
OAZ1	0.229666666666667
STMN4	0.953166666666667
EDG3	0.00699999999999999
SGCE	-1.669
IL11	0.411333333333333
PRSS8	-3.298
YIPF5	-1.21966666666667
WNT4	-0.07125
CSN2	0.212
TCF7	-0.335375
TDO2	2.71
SAMD9	-0.2501875
S100A7A	-0.634
MMRN1	0.307666666666667
GKAP1	-0.0565
AKR1C3	-0.68275
RNF19A	0.022375
GMDS	-1.4225
YKT6	-0.450625
SPARC	-1.251
C12orf31	-0.2765
UBE2V2	-0.584166666666667
FBXL18	0.0361666666666667
KIAA0460	1.5175
ADAM22	-0.383142857142857
SERPINC1	-4.261
KCTD21	0.10425
MYOHD1	-0.49575
ZNF37A	0.274666666666667
GTF3C1	-0.835833333333333
CTSZ	-4.0655
PRNPIP	0.040375
DRD1IP	0.788
NR1I2	-2.788
ZNF266	-0.9233
SPAG4L	0.109
COX4NB	-0.72625
SAPS1	1.25533333333333
APOA1	-3.849625
TATDN1	-0.844333333333333
C10orf82	-2.613
KPNB1	0.214
FOXO3	-0.128333333333333
CRYBB2	-0.3025
ZBTB5	-1.15666666666667
SLC25A38	-0.30175
DCTN2	-0.488333333333333
IFT20	1.25
CTHRC1	-5.291
C1orf31	-0.115375
UHRF1	-1.076875
GPC6	0.7715
C10orf54	1.14925
MCF2L2	-0.0883333333333333
WNT9B	0.383375
OLA1	0.446
FAM120B	-0.674
TTLL10	-0.03
CYorf15A	-5.6025
RELN	-1.7169
SCN2B	0.435636363636364
MFHAS1	-0.2805
NKX3-2	-0.201166666666667
RASGRF2	-1.0445
SSBP1	0.722333333333333
KPNA6	0.140428571428571
LOC389118	0.9185
HS3ST4	-1.3032
SUPT7L	0.243875
FLJ32658	-2.70633333333333
IGFBPL1	-1.79075
KIAA1641	1.4759
SHKBP1	0.656833333333333
CSF1R	4.0415
NAGK	0.3925
MYL2	0.32
HIST1H4C	-0.508
TOMM7	-0.892625
ADAMTSL3	-0.5728
TNFSF14	0.04375
PRRT2	1.8495
VTA1	-1.986625
AOAH	-1.54875
CRISPLD2	-0.348461538461538
PNN	-1.0551
TA-NFKBH	0.6755
ESPN	-1.299
RBM43	0.2765
KIAA1267	0.554875
DDX3X	-1.05555555555556
KIAA1576	1.85325
PLXDC1	4.9785
FLJ25801	-1.61375
HNRNPL	0.5415
RUNDC3A	-0.176333333333333
CASP12	-0.49
SH2D5	0.896857142857143
RPL26L1	1.285
OR51A7	0.20475
HDC	-0.1775
C2orf16	0.799166666666667
SYTL3	2.38275
GOLGA4	0.2280625
NOTCH1	-1.74083333333333
ATPAF2	0.0445
ECD	0.70075
SSX5	-0.289833333333333
SNAP91	0.26475
OCA2	-3.097
PNPO	0.136166666666667
DAPK1	-3.7575
PINX1	-0.0833333333333333
SELENBP1	-2.837375
NEK3	-0.919583333333334
TMED4	-1.02207142857143
SSTR4	0.5355
FOSL1	1.5809
CD40LG	-0.8425
CES1	-1.14275
DCI	0.166
B3GAT3	0.736166666666667
STK17B	-0.54275
CNTN6	0.53625
CYP3A4	-0.186833333333333
MBOAT2	1.19421428571429
PISD	0.405375
USP1	-2.17075
PYDC1	-1.43633333333333
CENPM	-0.383125
SAR1B	-0.3815
TTC7B	0.752125
DP58	0.2365
GPC1	1.2895
RBL1	0.96175
TMEM137	-1.14283333333333
TOB1	-0.961416666666667
TCEAL1	-0.252833333333333
CENPF	-0.283090909090909
C6	1.061
PRSS1	-2.752
PPIL6	1.85033333333333
C6orf124	0.382
ODZ4	2.08683333333333
SNCB	0.599
NDUFB9	0.854
CNOT6L	-0.869166666666667
S100A9	-3.338
TRIM50	-0.4405
KCTD1	0.2385
WDR63	3.1565
SPEF2	1.2554
RNGTT	-0.2715
CXorf22	-0.805
KCNK16	-0.154
CEP250	0.403
ATPBD1B	-0.315
KCNJ2	4.92025
MT1B	2.8445
ZNF684	-0.644
SLC4A1	-0.0443333333333333
PDHA1	0.11275
ZNF492	-2.326125
TKT	0.12075
BYSL	-1.62075
RNF38	-1.1985
AHDC1	-0.329
KLHL2	-0.21275
CMTM8	-5.12775
DMP1	0.2005
HERPUD2	-0.714875
CRTAM	0.5445
ZNF572	-1.5315
TMEM16J	-2.533
HSD17B2	-2.6705
UBE2G1	-1.555125
AHSA2	1.08725
PELI2	-0.0785
TPX2	-0.624125
ATP9B	0.235
DAZAP1	0.278714285714286
HMGCS2	0.3865
C17orf38	0.9185
B9D1	1.17025
NKX2-5	-0.746333333333333
KIAA1276	-0.774666666666667
LILRB2	-3.0885
CSTF1	-1.03766666666667
BTN2A1	-1.71533333333333
C15orf48	-1.625
IGF2BP3	0.42075
FAM113B	-0.529333333333333
HRG	0.136714285714286
ZNF131	-0.994
USP47	1.22514285714286
CCDC88B	-0.562375
HCN1	-0.7085
HTN1	0.4124
SYCP3	0.508
C13orf23	-0.0893
PAPOLA	-0.14225
AATK	-0.5709
MSH3	0.998833333333333
NDUFAB1	-1.91575
ITLN2	-0.778333333333333
BAK1	-0.777833333333333
MRPL45	-0.371
MTNR1B	0.6724
LOC645843	-1.0345
SPECC1L	-0.00137500000000002
PGCP	0.52925
SPN	-1.024375
GPR143	-2.13066666666667
ZNF576	0.841333333333333
TMEM39A	0.4547
ATP5D	1.2165
MAGEB3	-1.414
RPS5	-1.16133333333333
ANP32E	-1.29007142857143
MTMR1	-1.10825
YEATS4	-1.914
SYNGAP1	0.02925
PCOLCE	0.281666666666667
MNS1	2.76525
PCYT2	0.86
ZNF182	0.01025
LAX1	-1.060625
SPPL2B	0.9675
ELOVL5	-1.6463
PCDHAC1	-0.537
B4GALNT1	0.595166666666667
BLOC1S2	0.114
ZNF673	0.1353
ARHGAP21	0.883333333333333
IRX5	2.573125
LRFN5	0.8255
FAM7A1	-3.70433333333333
RAB19	null
GINS1	-2.812
ITM2B	-1.0332
PAPSS2	0.223916666666667
OR5BF1	0.887
ACSL3	-0.87775
KIAA1919	0.405833333333333
GLT8D2	-1.607625
UTRN	-0.128928571428571
CNN1	-1.38
HISPPD2A	1.11783333333333
SDAD1	1.14975
SIGLEC9	1.01016666666667
RPL35	-0.276857142857143
C22orf26	0.045
IMPDH2	-1.715875
WDR69	3.08725
SEC14L5	0.146833333333333
CLTA	0.44275
RP11-529I10.4	0.81625
GPR37L1	0.186833333333333
OGDH	-0.384416666666667
ASB13	-0.614833333333333
ZFP14	-1.36275
ZCRB1	1.062
KPNA3	-0.786
HSPA1L	-0.079
RHOC	0.548
LOC554175	2.0055
PPP3CA	0.4211
SLC1A7	-0.6681
ZNF529	-3.822
RBED1	1.4
DDB2	-0.595
FLJ11286	1.47066666666667
SPATA1	-0.3805
MKNK1	0.259666666666667
DYSF	-1.9325
ALKBH2	0.82175
NKD1	-3.842
C1orf174	-1.5615
PLEKHO1	3.03383333333333
ASB10	-0.18275
RING1	0.019
NPC2	1.726375
AVPR1B	-0.2405
YTHDF1	-0.493833333333333
LMAN1L	0.816
GSG2	-1.174
CEP170	0.6471
RPS4Y2	-5.532
MSH6	-0.9015
HECTD2	1.02733333333333
ZNF556	-1.28233333333333
PLEKHC1	-1.3147
AIRE	0.516833333333333
BCL2L10	0.327333333333333
LMOD3	0.493333333333333
ZBTB8	0.6283
FOXA2	-3.6982
SLCO2A1	-3.61542857142857
C3orf46	0.3705
PRDM16	-2.34316666666667
TMEM98	-0.31875
FRMD5	2.2265
PDE6C	0.29
C1orf216	1.21366666666667
EP400	0.659357142857143
PTK2	-0.0185833333333333
RNF217	0.77525
NDUFA8	0.7995
ZFAT1	0.58475
LAMP3	-3.11933333333333
GLTSCR2	-1.034125
NPW	-1.7925
LLGL2	-3.1513
PPM1K	0.0416666666666667
C20orf177	-0.486
KIR2DL4	0.4609
NFKB2	1.51
C21orf122	-1.21916666666667
HESX1	0.45975
GPR114	-0.42
SLC25A35	1.32816666666667
GNAT1	-0.256
ORAI3	0.72325
FAM76B	-1.572375
TMEM99	-0.7655
TRIM29	-2.4416
CDS1	0.15075
RHEB	0.8041
C4orf27	0.45
RAB3A	-0.2865
OTUD6B	-0.19525
GPD1	-0.988875
CDH15	-0.6815
NPM1	-0.0656428571428571
TMEM117	-1.88875
PRPS2	-0.805916666666667
GCK	-1.228
ADRA2A	-0.348166666666667
TSPYL4	-0.0231666666666667
TASP1	-2.33875
WDR19	1.152
C10orf38	0.30025
PDE4C	0.601666666666667
FYB	-3.80809090909091
C1orf55	-0.451666666666667
PPFIA3	-0.8
RAD18	-2.08675
C12orf44	-0.528166666666667
CRYBA4	-1.376
HVCN1	-1.6375
TAF10	1.1695
C16orf48	1.163
DEPDC5	1.507
LTBP1	1.1505
MAPRE1	-0.4595
FGF8	0.823
C3orf52	-0.926
SENP7	-0.508666666666667
LRRK2	0.56475
RUNDC2A	1.56683333333333
KIAA0355	-0.604666666666667
CPEB1	4.08675
PPEF2	1.2985
ABI2	0.141333333333333
KIAA0317	0.54975
ATF1	-0.445666666666667
DYNC1H1	1.916125
DIP	0.3645
TMEM33	0.473722222222222
POLDIP3	-1.37725
C7orf24	-1.40725
GPR171	0.28975
CDC6	-1.54166666666667
PLD1	1.1019
ITFG2	0.0959
NDUFC1	1.017
AKNA	-0.38175
NBR1	0.48325
PKHD1	0.3216
HPS4	0.1582
MAFA	1.432
ULBP3	-1.703
DIRC1	0.779
IMMT	-1.453625
C22orf13	-0.171333333333333
CEL	0.1225
MARK3	-0.412
ADAMTS2	0.203833333333333
ARPC3	0.765833333333333
TMEM10	0.448857142857143
NPHS1	0.2775
BRD8	-0.185666666666667
WDR12	-0.76225
IDI2	0.197857142857143
HOXD13	-0.0945
OR8G2	-2.00025
SLAIN1	-0.23225
GABRQ	0.678
NR2C2	-0.21425
NKTR	0.8094
TLE2	-2.579
KIAA0892	-0.715166666666667
AURKA	-0.816181818181818
GPRC5C	-2.54
TBC1D9B	0.265375
PNPLA6	1.38633333333333
AP3B1	0.30175
NAG	0.222625
C11orf68	0.44925
AKR7A3	-0.302
AHCYL1	0.145083333333333
COP1	0.637666666666667
RPP14	-0.429416666666667
PCDHB18	-0.465333333333333
CDH24	1.30875
KRT17	-3.1755
LACTB2	-0.115
DDX24	1.0373
PHACTR1	-1.10983333333333
SLC35E2	-0.131
LOXL1	0.6675
IQSEC2	1.251625
RGSL1	1.0435
PCDHGC5	-0.31
MEGF10	0.452625
PRRX1	0.949333333333333
ASTE1	0.525666666666667
C6orf159	0.95925
MYOD1	1.353
GAA	-0.82825
ZNF747	-1.7895
KLRC1	0.30625
IL1RL2	0.139
GDF9	0.6965
GPR119	0.796
TRAF2	-0.572833333333333
HCK	-0.963666666666667
BMP6	-1.6595
IL8RA	0.383
FLJ35848	0.005
EFHA1	-1.784
CDSN	-0.522
C14orf54	0.0551666666666667
LSM3	-0.898
ZFP41	-0.212
C9orf126	-1.7255
VIT	-3.5415
SPCS3	-0.6575
DEF8	0.9272
CHAF1A	-0.8815
C1orf165	-0.877666666666667
ZFPM2	-1.46133333333333
FTH1	1.63225
SLC35F1	-0.70775
YWHAH	-0.47475
C17orf66	0.617
ADRB1	-0.538
FOXL1	0.845
RG9MTD3	-3.899
UMPS	-0.35925
MGC13008	0.902
KIAA1161	-0.416
CCDC77	-0.16475
C12orf65	1.1636
COG4	-0.130833333333333
RCP9	-0.0174166666666667
RP4-692D3.1	4.70533333333333
CDC2L5	0.327
MGC7036	0.236833333333333
DNAJC11	-0.62425
GDF2	0.779333333333333
TIMM17A	-1.90075
HNRNPA0	-0.9409
OR2H1	0.29325
PCBP1	-0.1715
COL23A1	-2.7025
LRRC2	0.128230769230769
NSD1	0.510857142857143
FLJ37078	-2.3365
WDR91	1.23883333333333
TMEM179	0.879
DSCR10	1.769
CNDP2	-0.3359
FYN	1.8785
BEX2	1.60083333333333
KCND3	0.47975
YPEL5	1.239375
LRRC42	-1.43916666666667
C17orf45	-0.085625
ZNF649	-1.6536
LOC150763	0.2785
COL5A2	-0.126
CNGA2	1.0745
ELA2B	-0.943
RAB9B	0.75375
FAM100A	-0.16375
NAIP	-0.16
MYOZ2	5.515375
SPATA12	-0.0695
XRCC4	-1.33875
CYB561	-0.5629
CHST10	0.1285
BAI1	-1.24333333333333
BRSK1	1.31333333333333
C17orf89	0.9475
PDE6H	-1.947
FLJ20309	0.5634
MAP7	-3.462
SCN4B	-3.135
SPAG9	0.243875
SERTAD1	0.483833333333333
FLJ21963	-1.289
ANTXR1	-0.0611
TMPRSS13	-0.361833333333333
ETV7	-0.356
DGAT1	-0.155333333333333
NKIRAS1	-0.5855
TAC3	-3.30625
CORO1C	0.0206666666666667
RAD54B	-0.82925
HRASLS3	2.26166666666667
C21orf42	1.49666666666667
BARD1	-1.0585
ZNF177	-2.084
MIP	0.5795
ZNF442	-1.18
F2	-4.0532
GRIA1	0.417875
GALNTL2	0.5782
WNT5A	1.5825
LENG9	0.616
hCG_25371	-0.8375
FOXR1	0.6775
TRA@	-0.638666666666667
PWWP2	1.02675
C1QTNF7	0.4638
SLC7A4	1.1165
C4orf7	4.5785
C17orf80	-0.225166666666667
KLK4	0.229166666666667
IL31	0.215
TMEM176A	-0.093
CTNNB1	-0.9548125
BHLHB2	0.67725
TMEM185B	-0.416
ARD1B	0.30425
C1orf93	1.4175
BRUNOL4	-0.882833333333333
LOC541469	-0.87275
UPK2	1.27425
GAS8	1.42266666666667
PATE	0.293
IMPACT	0.226875
WNK4	-2.54166666666667
HNRPLL	-1.5765
GAD2	0.18575
ITGA6	-6.14625
BMP15	0.4715
CYP2A7	0.178125
RIC8A	0.2425
CCND1	0.33725
USP35	0.5935
DSCR2	-0.16025
CCL4	1.70066666666667
ZCCHC10	-1.5955
NOL11	-2.43325
TRPM2	-2.08033333333333
PSMD2	-0.533727272727273
CHTF18	-1.4715
USP18	0.215
RRAS	2.031625
LAMC3	-2.00975
TOX	-3.892
PCDH15	0.911
GABRG3	1.69825
NUDCD2	-0.87325
SGCZ	0.752
KCTD17	1.5792
SPSB2	0.372
TPPP3	0.0175
CILP2	-0.8075
CALB2	3.515625
CEBPZ	-0.186
ZNF479	-2.47425
FMOD	-1.01116666666667
C21orf66	0.488928571428571
CLN6	0.384
ANAPC1	-0.235625
SH2D3C	-0.119
PTPN14	0.9494
TRIM42	-0.017
APTX	0.33425
SNRPG	-0.108166666666667
BMS1	0.3065
MAGEA3	-3.3065
NFATC3	-1.78908333333333
LRRC45	-0.155666666666667
ARS2	-0.103214285714286
LRIG1	0.351833333333333
EPSTI1	-1.45
PRSS27	-1.42075
ERC2	1.32
PRKACB	-0.438785714285714
PRDM13	-4.621
HCG27	-1.654
KLK12	-4.266
HSD17B7	-1.9395
ZNF354A	-2.552
PCDH11X	0.65
DMGDH	1.57875
PCBD2	-0.340833333333333
TMC6	-3.7065
RIMS1	0.036
SF3B2	0.328666666666667
RCN1	1.6655
CPB1	1.5325
BCAR3	-1.3725
FCRLB	1.54875
PAK1IP1	-0.73025
OR10H1	0.713
KIF9	-0.2855
PITPNM2	-0.168625
L3MBTL4	-0.19475
TGFB1	0.672
ZXDC	-0.189
SLC6A16	-1.28325
SRrp35	-2.58971428571429
LRRC8E	2.77
PPIAL4	-0.0943333333333333
EOMES	-0.131333333333333
PAX2	-1.041
SCARF2	-0.300875
PSEN2	0.92375
PCDHB13	-0.544
C10orf28	-0.347
DHRS7B	0.823071428571429
C1orf131	-0.97625
ASB1	0.8336
ZNF223	0.0625
LCMT2	0.688
MEP1A	-0.62175
TMEM53	1.20675
RSPH3	2.041
C10orf33	0.017
LOC644285	0.29425
PTPN9	-0.0635
ABCA12	-3.8705
CCDC37	-1.595
RUNDC1	-0.6712
YES1	-1.67516666666667
FAM120AOS	-0.49825
OR5M3	-2.232
PPP1R3F	-0.179
IL13	-0.1534
MDFI	-2.42725
