Hybridization REF	TCGA-AN-A0FZ-01A-11R-A034-07
PTN	0.5241
C1orf106	1.60692307692308
HECA	1.57575
RNF122	1.069
SLC22A18AS	-0.386166666666667
GNG8	0.372166666666667
ELP4	-1.5855
FAM65A	1.07033333333333
RPL10A	-0.689166666666667
IRS4	-0.807
MACF1	1.0105
SEC24D	0.182
LOC374395	0.78175
TGFB2	-1.37225
MDFIC	-0.490375
CHRNE	0.847333333333333
PCMTD2	-0.5875
ATP6V0D1	0.2635
MTA2	0.65125
LZTR1	-1.33783333333333
RAP1A	0.599
AXIN1	0.464375
POLR1C	-0.085
TRIO	-0.80075
PLXNA4A	0.345
C5orf33	-1.9345
DEPDC1B	-3.40575
ZNF473	-0.262666666666667
MTM1	1.137125
GPR107	0.635833333333333
CSNK1A1L	0.00500000000000001
FLJ14154	0.983
NLRC4	3.424
ENPP4	-0.412166666666667
PADI3	-0.2735
RNF170	0.856375
CG018	1.3415
C16orf7	-0.37325
KCNE1	-0.597
NRM	-1.09483333333333
SLC37A3	-0.6245
TPD52L2	-1.14916666666667
UNC5B	2.639
C12orf12	1.02916666666667
SDHB	-0.3945
CLRN1	0.0646249999999999
NUDT10	-1.27883333333333
UGT3A1	0.697625
FBXW8	-0.272375
RHOF	0.01925
PTPLAD1	1.03425
MYO3B	-0.5875
DERA	-0.36725
TPP2	0.1005
C19orf53	0.119833333333333
GINS3	-0.72575
ST6GALNAC5	-2.3515
CHSY1	-0.14425
MGC15705	-1.4145
GPR83	-0.4865
EXT2	0.233875
DOLK	0.6485
TUBAL3	3.135
ACVRL1	2.5447
ABL2	0.0515833333333333
C14orf156	-0.707166666666667
PTPRZ1	-3.623375
DIP2C	1.152375
LAMP1	1.0745
RXRA	0.524
MAP3K5	2.04125
ALKBH1	0.605833333333333
PDLIM7	-0.30425
ARL14	-1.911
SNIP1	0.00983333333333333
TIMP3	2.58566666666667
RGS3	0.404666666666667
SPAG16	-1.2064
ABHD4	0.45875
ARHGEF12	0.0339166666666667
GLUD2	-1.064
RAC2	-1.0655
UAP1L1	0.6895
SLC18A3	0.5355
YOD1	-1.76591666666667
RALY	0.409
HMOX2	1.116625
DGKH	0.35625
DBNDD2	2.65966666666667
YIPF4	0.11475
THAP10	-0.45775
ZNF513	1.18375
HAGHL	1.442
ITGB4	0.375833333333333
CCDC141	-1.6155
YTHDF3	1.4405
C5orf28	0.20825
RPL7L1	-0.456875
TMEM30B	1.71835714285714
ANKRD35	1.0085
DUOXA2	0.00375
TBC1D5	-0.28275
DFNB59	-1.282
HRH4	0.243
MYO6	2.4765
DNAJA4	3.627125
RBM24	0.56725
CEACAM20	-1.22675
RBM23	0.480071428571429
NGFB	-0.8215
C1orf63	-0.6158
KRTAP7-1	0.2185
PERLD1	1.7885
NPB	-0.376
C17orf59	0.681
HSPBAP1	0.16225
SLC15A4	-0.448625
PRTFDC1	-1.266
OSMR	-1.5795
CYSLTR2	-0.6115
C19orf25	0.6223
KIAA1797	-0.266
NLRP6	-0.521
FAM105B	-0.6229
SCRN2	-0.1465
LRRC58	-0.6162
RNF17	0.333
NEIL3	-2.1495
FAM137A	-1.841
SKP2	-3.8535
PARVA	1.1495
PKLR	-2.1215
RNF34	-0.13975
A3GALT2	0.354
C12orf50	-0.169833333333333
SUNC1	-1.09625
FAM102B	0.1335
CCT2	0.97575
LRRC37A2	-1.5345
ARF4	0.212
SIKE	0.277875
C8orf48	0.087
MBTPS1	0.309428571428571
GPSN2	-0.379
NCF2	1.86025
SLC12A6	-0.611666666666667
MRPL48	0.954
HMGN3	-1.00866666666667
LRRC62	1.1365
PAX9	1.23075
FAM55A	-0.751
C20orf42	-3.228
SCML2	-2.3038
BCL9	0.994
FAM40A	-0.09625
C9orf41	-1.14383333333333
ZNF774	-0.134
LETM1	0.01275
PLXNB1	-0.63
NIPSNAP1	-0.475875
USP10	-1.40925
F9	1.09625
LIPE	1.67175
CNGB3	3.2685
C12orf52	-0.547625
PI4K2A	-0.29825
MED8	0.01425
STAT4	0.6615
FGD4	0.260666666666667
RNF145	-2.331
WDR32	-0.4571
CLDN2	0.205
TCEAL8	0.47975
ZMYND8	0.0248
PDXK	0.01453125
GATAD2A	-0.34775
PTGES3	-0.616
CCM2	-1.60475
TAP1	-0.748
ZNF670	0.5925
ETS2	-0.4615
C6orf166	0.000499999999999996
PRMT2	1.71428571428571
OR4B1	0.4275
INTS8	0.2895
CCDC102A	-0.8625
CCDC83	1.4785
ITGA1	1.043
EPHA5	-2.512
FAM24B	-0.694666666666667
TSGA10	0.49375
HAL	-2.57283333333333
MYOT	-0.13275
SPACA3	-0.074
BCL2L2	0.341
CUGBP2	-0.310333333333333
CCNB3	-1.185
RNF113B	0.57375
MERTK	0.1215
BAG1	0.2535
VPS36	0.25175
ORMDL3	1.0968
C1orf190	-0.5025
ZNF625	-0.032
CORO2B	-1.09725
ALOX15	0.8245
CST1	0.179
NUPR1	3.296
CCL7	-0.2395
SMCR5	-2.788
DSC2	1.9835
RBMS2	0.01575
GRIK4	-0.2845
TRIM65	-0.6715
TMPRSS6	0.616571428571429
TP53INP2	-0.55875
GLB1L	1.20833333333333
LOC388284	0.1
PUS1	-0.955428571428572
BCL9L	-0.3125
OLFM1	0.278
RET	4.69625
MASTL	-2.208
ALX3	0.20225
IL1RL1	-0.0876666666666667
ZNF765	-0.6027
C14orf138	-1.18025
SNX10	1.1105
TAC4	0.266
C1orf64	2.69725
POGK	0.824125
MAPK9	0.51875
ZNF366	2.65275
C8orf79	-0.1999
CLDN7	2.838875
OR5AT1	0.427
TRIM37	-1.91
LRRC25	1.3365
GRHL2	3.8869
TEKT3	-0.04125
LASS5	-0.367833333333333
ABCC4	-2.09354545454545
DLG3	1.212
VGLL1	0.165625
ZFP36L2	-0.235166666666667
MFRP	0.395166666666667
KIAA1799	-0.3755
FLJ44379	-0.553
PCNX	-0.2795
ANXA9	2.3745
CYP4V2	-0.9408
PIK3C2A	0.04825
SRR	-1.1125
NOL3	0.4955
IFITM2	1.3705
ARNTL2	-2.47225
ZNF595	0.455
NLRP13	null
ASPH	1.24925
CPA2	1.134
PVRIG	-2.62216666666667
LEPR	-1.24116666666667
C16orf42	0.9985
SH3BGRL	-0.04125
FAM77D	-1.7992
FNDC7	0.42
C9orf6	-0.424
NOTCH2NL	1.54816666666667
PGBD1	-0.2515
SYNGR2	0.4635
PITPNA	-0.860625
PRPF4B	-0.7044
SLC43A3	-2.24014285714286
NRBP1	0.29875
SLC25A22	0.757
ILK	-0.795375
SLC22A8	0.806333333333333
MRPS7	0.28925
PITX2	-2.05575
FABP3	-0.756
OR1L1	0.715
LOC728215	-0.3855
BLID	-1.011
KIAA1217	3.46858823529412
TFPT	0.713
AP4B1	-0.81
VBP1	-1.083
OR1K1	0.652
MORC3	0.4555
BHMT2	-0.393666666666667
C3orf10	0.507875
FZD7	0.188
WFDC10A	-0.071
PMS2CL	-0.195375
CCDC32	0.594333333333333
FA2H	-0.08025
ALG13	0.6485
TTLL7	-1.2139
SPOCK3	0.338
SLC13A2	0.445
AIM1	1.28875
GPRC6A	-2.019
EGR2	2.857
MED11	0.2535
WWC1	1.64075
SH3GL3	-3.579
RIF1	-0.853357142857143
PRLH	-0.4015
VLDLR	-2.208
DBT	0.4033125
C21orf63	-0.5045
CGGBP1	-0.320875
KRTAP12-2	-0.6345
TADA3L	-0.614
ZBTB16	2.09
PDGFB	1.603625
RFX1	0.315125
UQCRB	0.5698
LOC133874	0.011
HPS3	-1.461
LGALS3BP	1.9439
DKFZP564O0823	2.11907142857143
MRFAP1L1	1.1285
HOXA10	-1.60483333333333
NGB	-0.301
KIF21A	-0.888461538461538
IFLTD1	-0.0975
LZTS1	-0.195625
ARHGEF3	-0.1465
RHBDL3	-0.339
CSNK1G2	0.183083333333333
ChGn	-0.946125
KIAA1244	2.18283333333333
GABRB2	-0.4485
MGC72080	-0.4325
CD27	1.23825
EGLN1	-1.4686
PEX13	0.2295
RWDD3	0.17575
RNF12	-0.974166666666667
GRIN2B	-0.3335
ADAMTS14	-0.680875
DYDC2	4.48633333333333
ATP6AP1	0.925
NR1H2	-0.288333333333333
PDK2	-0.77125
C3orf17	-0.224833333333333
SLC38A2	-0.392214285714286
SLC25A29	-0.114
C15orf29	0.353125
ADAM9	0.553916666666667
TMUB2	0.335
GPR176	-0.7635
AGK	-1.494875
MCCD1	2.5405
NDUFA4	-0.8905
TMEM146	0.1
DUSP1	0.00412499999999997
UNQ6975	1.1475
EMX2OS	4.64475
INSM2	0.3175
LUZP4	-1.0055
SETD6	-0.63025
P2RY2	4.1625
SLC45A2	-2.1715
RABGAP1	0.358333333333333
UBXD5	-0.434125
GPRC5A	2.0586
PAK3	-0.224166666666667
LOC63920	-1.21325
TGFBR1	0.6558
KRTAP6-3	0.5225
SFMBT2	-0.094
CDC42	1.010625
C11orf35	1.5995
TTLL2	0.127
UACA	0.673416666666667
CD97	-0.8336
SETD5	-0.0892500000000001
NINJ2	0.54375
PTER	2.32983333333333
POMGNT1	0.94125
KRTAP4-2	-0.0465
ECGF1	1.905125
HRB	0.255090909090909
ATP1B2	-0.074
LOC400506	1.24275
COL4A3BP	0.2845
C6orf97	1.205
GRHPR	0.374625
TAS2R1	0.8985
SEMA7A	-0.58725
EDF1	0.11125
ODF2L	-0.58375
PCID2	-0.410666666666667
GTF2H4	-0.388
ZCCHC3	-0.764625
CGB2	-0.661
NEUROD1	-0.763
C20orf75	1.242
RP5-1054A22.3	2.14016666666667
IFNA5	0.322
ZNF134	-0.122166666666667
MGC119295	-1.3418
ZSWIM6	-0.196875
SMEK1	0.155
PCGF2	0.155125
C1orf102	2.462
CYP2A13	4.9025
KCNH6	-1.0582
MDM1	2.9595
ALDH7A1	-0.344833333333333
C9orf75	-0.359
VDAC3	-0.434
OR51T1	0.1405
EIF3F	-0.636416666666667
KCNJ10	0.068
LENG8	0.36325
EDEM2	0.60625
CCNJL	-1.09616666666667
DHX37	-1.0185
CRYGN	0.7115
AATF	-0.058
ZNF630	1.641
E2F5	-1.5025
WFDC13	2.265
FTSJ3	-0.575666666666667
C4orf33	0.17775
LHFPL4	-2.5125
C19orf56	-0.4785
SMAD4	-0.230125
AFM	-0.83875
G0S2	-0.4215
FCHSD2	0.4179
RRP1B	-0.7019
EEF1B2	-1.1725
STAT6	1.1
ZNF195	-0.669
GNL1	-1.50533333333333
ZNRF2	3.2285
PER3	-0.7595
ASB16	0.2665
C10orf10	0.505357142857143
ADCY8	-2.792
C9orf58	2.06116666666667
ARMC10	-0.385833333333333
PSG1	-1.2145
DHX34	-0.8395
VARS2	-0.006625
NFIC	0.606
ITPR2	-0.7005
AGXT2	2.26566666666667
OR6K3	0.0185
H2AFZ	-0.704083333333333
MLLT3	0.137666666666667
COX4I2	2.03
CCNT2	0.029125
PLK4	-2.328875
NUMBL	-0.167833333333333
MED16	-0.07075
PLEKHQ1	0.70975
GOSR1	0.748111111111111
BTG4	0.15875
RPL30	0.636083333333333
IGSF5	-1.25475
IGFL2	0.362
ELMOD2	0.8795
SHC3	-1.18583333333333
HAVCR1	-0.089
DYNC2H1	-1.840125
RNF5	-0.865333333333333
C2orf7	-0.3695
NLF1	1.0375
KLHL25	0.42275
LRP10	2.0003
KRI1	-0.35075
PUS7L	-0.143333333333333
MGMT	0.70575
HOXD1	0.3675
CSH1	0.1547
ATG16L2	1.35025
FLJ44635	0.704
CHODL	-1.44
EXOSC8	-1.49525
SLC28A1	-0.01225
MYO7B	-0.813
SEH1L	-1.1738
MTNR1A	0.0396666666666667
TSPAN5	0.5205
CDC45L	-3.63183333333333
AMIGO1	0.4855
ATAD3A	-1.12025
OSGIN2	0.816166666666667
PDIK1L	1.837
DARC	1.040375
PIPSL	0.7735
SHMT1	-1.4625
CRISP3	0.117
POPDC2	2.54933333333333
ZRANB2	-0.6025
FBXL8	0.786
TRIP13	-2.98772727272727
EIF5AL1	-1.702
POU5F1P3	-5.1095
IL6	-3.151
CXorf38	-0.372666666666667
IFNA16	0.691
FBXL2	2.09066666666667
BRD1	0.41075
STATH	0.68475
FBXO44	0.266666666666667
MCCC2	0.24475
CDC2	-0.1983
C5orf23	-1.76025
IVD	0.763166666666667
C10orf122	-0.53825
MSL3L1	-0.0696
MVP	1.36
EPOR	-0.8246
ZMYM1	-0.289833333333333
BCL7C	0.62
PSTPIP2	1.8173
LYPD1	-1.83425
OR8G5	1.3695
ZP3	-0.906666666666667
BCAS4	0.662833333333333
EDG6	0.5485
ISY1	-0.26225
PRAMEF2	-1.65525
CUL1	-0.994125
RNF213	1.1255
CCRK	1.1115
DHX9	-0.308625
C13orf29	0.49825
NCKAP1	0.324833333333333
MRPL43	0.152214285714286
XPR1	0.4715
PKN2	0.1823
PODNL1	1.257
ZNF333	0.15325
DALRD3	0.4485
OPN1SW	-0.1475
BTBD6	0.865
C11orf82	-1.794
OR5P3	-0.362
DUSP11	0.249
L1CAM	-1.57466666666667
NEK11	1.85216666666667
OR7E91P	0.5885
CNTN3	0.8971
CREB3L2	-0.04925
ZBTB37	0.9155
KIAA1324L	0.83275
NDUFB10	0.8635
NUDT2	0.06825
GTPBP8	-0.46875
CACNA1D	1.350875
PRKAA2	-1.31733333333333
PRDM8	0.206
MGC16075	-0.835833333333333
KRT14	-0.561
PP8961	0.413375
MRPL18	-0.0825
ABCG2	-1.9645
PACRG	1.05075
BBS2	0.43675
KREMEN2	2.797
FBXO21	0.70275
HNRPUL1	-0.287166666666667
GRB10	-0.4955
CLSTN1	1.014625
LMAN2	-0.2849
C17orf61	-0.52775
NIPSNAP3A	0.04125
INSIG2	-0.877666666666667
PCDHB7	1.24866666666667
STXBP2	0.510875
CMAH	0.276166666666667
SEMA5B	-0.3275
ZNF155	-1.38316666666667
COQ6	0.275166666666667
PRPF4	-1.11425
TSPAN15	1.2825
VN1R5	1.2475
LATS2	0.938
SELK	-0.03375
PGK2	0.25575
MS4A1	-1.82157142857143
TYW3	-0.0560999999999999
KRTAP5-1	0.6865
RCCD1	-1.78083333333333
BTN1A1	-0.14925
DDX28	0.13575
TMEM65	0.382
LOC92345	0.16075
TTC31	-0.64775
WDR46	-0.969666666666667
CHP2	-2.1065
LSP1	-0.358625
ZNF542	-1.29175
EXOSC1	-0.02625
ARHGAP18	-0.0635
LRRTM4	-0.559
MAOB	-0.999666666666667
CACNB4	0.9965
MGC33846	-0.045625
RANBP3L	-0.14275
ATP5L	-0.261
ONECUT1	-3.0915
NUDT9	0.3975
TMEM149	1.0115
STX17	0.6355
IGSF10	-3.8975
TMPRSS9	0.463
BMPR2	0.568833333333333
ALLC	-0.670666666666667
KLF7	0.007
GCC1	0.6726
TIMM9	-0.33875
CDO1	0.328166666666667
MGC10701	-1.05566666666667
IFI6	0.9815
FRMD8	1.022
MGAT2	0.14125
WBP5	-0.0881666666666667
CNIH2	-0.389
KIAA0907	-1.4636
KCNH8	-0.886
CTSG	-3.015
GRIK1	-0.6026
CUL5	0.2455
FRMD1	0.8265
OR9A4	2.169
SYT6	-1.072375
FOXD4L2	-1.028
ANAPC2	-0.751166666666667
OPN5	-0.0895
TAF13	0.108
LYG2	-0.787
GGNBP1	-1.036
C11orf40	0.2155
OTX2	-0.468
REG4	0.0524
EIF5	0.273875
PALB2	-0.30475
SEPSECS	-0.3126
RNASE3	-0.2095
TRIM49	-1.8615
POLR2K	1.5903
GPR42	0.282
C8B	-2.19675
SASS6	-0.9035
PREB	-0.683666666666667
OR3A3	0.1385
TUBA8	0.281875
IGLV2-14	-2.067
STIL	-2.074
ANKFN1	-1.37683333333333
NME7	-1.28075
HOXC12	1.13175
UBE2C	-0.836875
FHOD1	-0.697625
CDK2AP1	0.222583333333333
OR6K2	-0.46725
DHPS	0.119
RPL5	-0.782583333333333
TRGV5	0.46
LOC541472	-0.3825
HCCS	0.3191
DENND1B	2.869
LHX3	-0.15
OR5D16	0.0185
CXorf57	-2.44533333333333
IRF2BP1	0.517
NDST2	0.332
LCE3D	-0.2725
BOLL	0.588
SYT3	-0.76925
PIH1D2	-1.1245
C20orf7	-0.374333333333333
IL1R2	-1.06
SLAMF9	1.203
PPME1	1.62275
PIK3CA	0.326
TRAPPC1	-0.376875
COLEC10	-0.82775
SLC9A6	-1.874
PDDC1	-0.136916666666667
CCDC53	0.23325
GK3P	-0.9875
DAZL	-0.5055
BRI3	-0.386
SDK1	-1.55725
CYP2C18	-1.07375
IFI44L	1.130875
RPL3L	0.121
FUT9	-1.18283333333333
KIFC2	1.256
PMP2	-0.116125
SLC4A9	-0.783
PLAG1	-1.2915
MYCBP2	0.324333333333333
OR4E2	0.5295
CCDC65	1.476
C16orf82	-0.109
ENTPD4	-0.58025
BRP44L	-0.26525
PMP22CD	-0.0605
TMCO4	2.56
KCNN1	-1.83733333333333
WDR35	-0.73275
CCDC80	1.21175
C3orf31	-0.723
SLC7A9	-2.07475
TMEM190	-0.31275
DBC1	-1.79383333333333
FADS3	-1.48716666666667
PDZD8	-0.563333333333333
GRM5	0.361
AZGP1	3.0343
PEX3	-0.5905
MED1	0.751428571428571
ATG4C	-1.36783333333333
HNRPH3	-1.907875
FAM109B	2.27375
C4orf17	-0.348
CA10	0.62925
OPRD1	-0.3765
CCL16	-1.9425
SACM1L	-0.98625
CST6	4.41375
CD63	1.402
LGI1	-1.3595
ZNF784	0.7615
CRYBB1	-1.7425
CX3CL1	0.3179
TOP2A	-2.8005
GYPB	-3.51383333333333
GADD45GIP1	-0.53975
FEN1	-2.323625
IGF1R	1.855
WDR72	-1.4135
PURG	-1.59066666666667
DEFB126	3.937
PKD1L1	0.3805
CAV1	-2.3094
GNPDA2	0.3507
DGAT2	1.4135
NLGN1	-4.133
STRBP	1.21425
HPRT1	-1.64583333333333
FANCI	-1.997125
PSMA7	2.105
DBF4B	-0.882166666666667
TTF1	-0.642
RAD54L	-2.00125
ELOF1	-0.2125
PLAGL2	0.57875
ZNF256	-0.846
HMGCL	1.205
MSI2	-0.539166666666667
RPESP	-1.99483333333333
C11orf60	-0.0655
ABCD1	1.0605
ACAA1	0.4345
SPARCL1	5.11684615384615
IL6ST	1.4051
ZNF319	0.54275
TMEM109	0.2847
FAM90A1	-3.00583333333333
IL22RA1	-0.9655
ATP4B	0.1315
TEC	-2.37816666666667
C7orf30	0.45825
TXNDC2	-0.5108
ABCB4	-0.62275
KIAA1191	0.8495
C9orf38	0.019
SFTPB	0.26675
CNTNAP2	0.199636363636364
FRK	2.0135
TBX19	0.5845
CHD4	-0.02925
C6orf26	-2.48966666666667
MOSC2	-1.2715
IKBKE	-0.42925
HIF1A	-2.59566666666667
LOC595101	-0.079
RELA	0.0231666666666667
TMEM16B	-1.08583333333333
ABHD12B	-1.83725
TSEN34	0.6305
KIF18A	-2.97825
TXNDC9	0.434
SPATA2L	0.266
SEMA4G	-0.901
C21orf91	-0.92625
MATN1	-0.2005
KCNIP4	0.474666666666667
TUSC1	1.474
OR4C15	1.10525
ARMCX6	0.374083333333333
WBSCR27	1.05366666666667
OR52I2	0.1665
KIAA1604	-0.58525
DYNC1I1	-0.323875
PPP4C	0.60575
SLC47A2	-1.20016666666667
TREH	0.1725
CD48	-0.692833333333333
ST14	1.0805
PKN1	-0.38875
SPON2	3.0285
XBP1	1.91516666666667
SFRS12	-0.871
EFCAB6	1.5325
SELT	-0.03625
SLC39A2	-0.331
ERF	-0.228833333333333
ARL3	0.396125
SURF6	-1.3984
MLLT10	0.279809523809524
FLJ11171	0.675833333333333
TDGF1	-5.38283333333333
ERCC6	-0.329
EIF2AK4	0.648
BAZ1A	1.41083333333333
LRRN3	-0.539
TMC3	1.029
EFTUD1	-0.31425
PTPRO	0.274
CLEC12A	-0.01325
ACBD4	1.186125
ZDHHC14	-1.12225
OTUD7B	1.48325
ACTB	0.0658125
MSRA	-0.376375
LCE5A	0.746
IFI35	1.4985
BSCL2	0.195
ANKRD12	-0.0390833333333334
CFHR2	0.418
RGAG1	0.0168333333333333
HSFY1	0.243
SLC30A5	-0.467636363636364
IMPG1	1.022
GPR109A	0.652
ZNF185	1.10625
IYD	4.43425
NPCDR1	0.872
SERPINA13	-0.281
HMGCLL1	-1.80125
NEUROG1	1.00416666666667
UBQLN1	0.029125
LIN37	1.26575
SOCS2	-1.76225
DSCR4	-3.189625
XKR6	-1.07625
GPR142	1.2635
KRTAP13-3	0.182
CCDC15	-2.29166666666667
MOS	0.3665
CD1E	-2.3745
OFCC1	0.311833333333333
FAM83D	-1.36975
SRFBP1	-0.11775
C9orf96	-0.1235
DHDH	-1.57125
CCDC90A	-0.5645
RABL3	0.0739
CD320	-1.6315
ANGEL2	0.584
MRPL21	-0.57225
SMG6	-0.211666666666667
INSR	2.9016875
FLJ14816	-1.5675
GLRB	-0.285833333333333
C9orf89	2.18575
CIZ1	-0.7055
URG4	-1.5225
LRDD	-1.42216666666667
CBY1	0.6675
NFX1	-0.293375
MTERFD2	0.0939285714285714
C19orf23	0.2205
PGC	-2.806875
IER3IP1	0.5682
RASAL2	0.556583333333333
C1orf89	0.94475
SYNJ1	-0.613
NFKBIE	0.7195
FLJ40125	-0.45
TCEB2	0.9958
NOG	-2.114
POLR2J2	-0.831333333333333
HLA-B	0.47625
PCDHA1	-0.031
PPP2R2B	-1.64625
ARHGEF17	1.9165
TCF7L2	0.837214285714286
CHD5	-0.408666666666667
ZNF431	-1.19075
TBC1D25	0.39325
ZNF800	0.313
SCUBE2	2.24436363636364
MYCBP	0.2855
GPX5	0.343
C6orf129	-0.265666666666667
QSER1	-1.259
ULK2	1.668
PIGO	1.007
NRCAM	-1.81728571428571
SLC35E3	1.79075
CSRP2	-1.5085
HYPE	-0.3125
MAPK15	0.3045
MGC14327	-0.39025
TIMM13	0.501166666666667
ZNF462	-1.52125
GBA3	-0.2435
TEX13A	0.278
MCM6	-1.57066666666667
MTRF1	-0.509375
ABCA7	0.22275
EIF4A2	-0.3805
ZC3H10	0.8693
RPGR	0.0118333333333333
C20orf94	0.78775
RP1L1	0.03125
GPR125	-1.388875
USP22	-0.565928571428571
OR1L4	-0.08125
MLZE	-0.043
FLJ32065	0.16375
PTCD1	0.202
CRTAC1	-0.158
BXDC2	-1.84
C18orf1	2.10333333333333
FAM107A	0.861857142857143
EFNA3	-0.047
P18SRP	-1.1785
CAMKK2	0.2315
KIAA0649	-0.36125
NES	-1.30783333333333
HS6ST3	4.001125
PON2	-0.88675
TCP11L2	-1.2545
CLEC4A	0.753
PRR12	0.56
MLXIPL	-2.0084
C2orf50	1.156
ZNF28	0.2735
ENC1	0.346666666666667
MAP2K1	-1.07575
FKSG2	1.98575
KIAA0430	1.45225
PTP4A1	-1.2065
GPR156	1.328
GTF3C6	-0.6135
UBR2	0.1763
LOC388272	-1.17725
MAK	0.881
ACOT4	3.39625
STC2	0.571416666666667
PIGW	-1.248125
SAE1	-0.334875
COL6A1	1.30190909090909
OAZ1	0.198666666666667
STMN4	0.0705
EDG3	0.774333333333333
SGCE	-1.78833333333333
IL11	-2.55933333333333
PRSS8	3.435625
YIPF5	0.729166666666667
WNT4	3.52775
CSN2	-0.00683333333333329
TCF7	-3.243375
TDO2	1.54
SAMD9	0.291125
S100A7A	-0.43
MMRN1	0.863666666666667
GKAP1	-0.35825
AKR1C3	-2.1165
RNF19A	0.565
GMDS	-1.05175
YKT6	-1.215125
SPARC	2.093
C12orf31	-0.5155
UBE2V2	-0.133666666666667
FBXL18	-0.419166666666667
KIAA0460	0.448
ADAM22	-0.2435
SERPINC1	-4.749
KCTD21	2.51675
MYOHD1	-0.71125
ZNF37A	0.524333333333333
GTF3C1	0.256666666666667
CTSZ	2.78725
PRNPIP	-0.848125
DRD1IP	1.11625
NR1I2	-1.794
ZNF266	-0.9972
SPAG4L	0.598
COX4NB	-0.489
SAPS1	0.0361666666666667
APOA1	-3.873375
TATDN1	0.116166666666667
C10orf82	-1.083
KPNB1	-1.28125
FOXO3	0.614333333333333
CRYBB2	-1.0775
ZBTB5	-0.491666666666667
SLC25A38	0.5015
DCTN2	-0.110333333333333
IFT20	0.531
CTHRC1	2.74225
C1orf31	0.1375
UHRF1	-1.57225
GPC6	0.11575
C10orf54	0.9925
MCF2L2	-0.491333333333333
WNT9B	0.143
OLA1	-0.215875
FAM120B	0.1985
TTLL10	0.3725
CYorf15A	-4.79575
RELN	-1.6576
SCN2B	0.369416666666667
MFHAS1	-0.7385
NKX3-2	-0.746
RASGRF2	0.0515
SSBP1	-0.987833333333333
KPNA6	0.424
LOC389118	0.0405
HS3ST4	-1.3317
SUPT7L	0.045375
FLJ32658	-1.34975
IGFBPL1	-0.6775
KIAA1641	-1.6652
SHKBP1	-0.0446666666666667
CSF1R	4.97
NAGK	-0.51875
MYL2	0.58825
HIST1H4C	-1.40733333333333
TOMM7	1.36525
ADAMTSL3	1.7127
TNFSF14	-1.8585
PRRT2	-2.1515
VTA1	-0.105375
AOAH	1.676
CRISPLD2	1.33671428571429
PNN	-1.3623
TA-NFKBH	-0.21375
ESPN	1.551
RBM43	-0.078
KIAA1267	1.237875
DDX3X	0.526777777777778
KIAA1576	-4.77225
PLXDC1	4.73916666666667
FLJ25801	-4.1125
HNRNPL	-0.37675
RUNDC3A	1.4045
CASP12	-0.205
SH2D5	-1.481
RPL26L1	0.359
OR51A7	0.23675
HDC	-1.1095
C2orf16	0.293166666666667
SYTL3	1.791375
GOLGA4	0.4656875
NOTCH1	-0.261833333333333
ATPAF2	-0.12825
ECD	-0.1435
SSX5	-1.636
SNAP91	0.216666666666667
OCA2	-4.17425
PNPO	1.33166666666667
DAPK1	-1.46733333333333
PINX1	-1.3305
SELENBP1	1.927125
NEK3	0.732083333333333
TMED4	-0.836642857142857
SSTR4	-0.063
FOSL1	-2.8257
CD40LG	-0.0945
CES1	0.638
DCI	1.88833333333333
B3GAT3	-0.5085
STK17B	-1.35175
CNTN6	0.03875
CYP3A4	-1.8325
MBOAT2	0.633571428571429
PISD	-0.1075
USP1	-1.43075
PYDC1	1.82333333333333
CENPM	-1.2115
SAR1B	0.878
TTC7B	0.3465
DP58	-1.327
GPC1	0.101
RBL1	-1.258875
TMEM137	-2.36416666666667
TOB1	1.44383333333333
TCEAL1	0.844
CENPF	-2.16945454545455
C6	2.89483333333333
PRSS1	-3.8055
PPIL6	-0.555666666666667
C6orf124	-1.3175
ODZ4	2.22733333333333
SNCB	-0.067
NDUFB9	1.09525
CNOT6L	0.588833333333333
S100A9	-0.5485
TRIM50	0.598
KCTD1	1.9232
WDR63	0.825
SPEF2	0.741625
RNGTT	-0.527166666666667
CXorf22	0.839
KCNK16	-0.2805
CEP250	-1.342125
ATPBD1B	0.25
KCNJ2	3.80125
MT1B	-2.2705
ZNF684	-0.8075
SLC4A1	0.11325
PDHA1	-0.7815
ZNF492	0.333625
TKT	-2.07975
BYSL	-0.134875
RNF38	0.181
AHDC1	0.409
KLHL2	1.20475
CMTM8	2.363
DMP1	-0.22
HERPUD2	0.223875
CRTAM	1.4954
ZNF572	2.4155
TMEM16J	0.313
HSD17B2	-4.5745
UBE2G1	-0.257625
AHSA2	-2.114
PELI2	-0.662
TPX2	-1.55625
ATP9B	-0.194166666666667
DAZAP1	0.3295
HMGCS2	1.1995
C17orf38	-0.04725
B9D1	-1.3955
NKX2-5	-1.02683333333333
KIAA1276	0.39325
LILRB2	2.6365
CSTF1	0.186833333333333
BTN2A1	-0.507166666666667
C15orf48	7.16075
IGF2BP3	-4.42775
FAM113B	1.2965
HRG	0.127
ZNF131	-0.8195
USP47	0.553928571428571
CCDC88B	-0.88725
HCN1	-0.551
HTN1	-0.164166666666667
SYCP3	-0.722
C13orf23	0.7091
PAPOLA	0.216625
AATK	0.1572
MSH3	-0.962333333333333
NDUFAB1	0.4545
ITLN2	-1.4715
BAK1	0.925333333333333
MRPL45	-0.127833333333333
MTNR1B	0.0385
