Hybridization REF	TCGA-C8-A12X-01A-11R-A115-07
BDP1	-0.803928571428572
FAM70B	0.62775
RPS29	-1.077
MKLN1	-0.198
TSPAN19	-3.11833333333333
SLC29A3	1.6457
LGALS4	-0.088
USH2A	0.9734
NF1	0.609
APOBEC3A	2.615
IMPAD1	0.214166666666667
OLR1	2.3315
NRAP	-0.247
HCFC1R1	0.683666666666667
TAOK2	-0.0151666666666667
MCM10	-2.24016666666667
MAP4K3	0.0899166666666666
CBS	-0.329
CLK3	-0.9411
PCDHGA5	-0.562
ELF4	0.58375
FAM71A	0.19025
C11orf49	1.06
CLIP2	0.22825
BTBD9	0.742
ZNF524	1.8415
KDELR1	1.2415
ZNF509	0.382
NCSTN	1.056
ZNF533	-0.707857142857143
PARP4	1.3245
GALNT9	-0.259666666666667
NPY	-3.3715
BEGAIN	-2.3555
TMEM77	-0.482333333333333
FOXRED1	-0.492166666666667
SLC16A2	-1.42383333333333
SLC35B1	0.49525
GK5	-0.144583333333333
SDCCAG10	-1.65925
C4orf20	0.446
SLC9A2	1.1015
ADD1	0.835
TAL2	-1.08066666666667
ACLY	0.311125
DNAJC1	1.05
SOST	-1.63225
USP43	1.26933333333333
CYP4F12	-1.16425
FKBP5	-2.47775
CHCHD5	0.8683
NUDT22	0.78675
CCDC85B	-0.53575
OR51G2	0.824
STRN3	-0.588928571428571
TMOD2	1.38225
FLI1	-0.3275
MAB21L2	-0.553166666666667
DGKQ	0.514
VPRBP	0.731833333333333
SCNN1B	2.5138
ECHDC3	1.5485
TMEM106C	-0.11725
CSNK2A2	0.0755
RPL39	-0.637
HERC3	0.474444444444444
ZBTB47	1.18683333333333
ZNF681	1.2845
PAGE2	-2.8965
CLIC5	2.19992857142857
RABAC1	2.21275
ZFHX2	0.03825
YPEL1	0.14
KIAA0776	-0.284
NR1D2	0.501
DNAJC4	0.987375
NPNT	2.6131
ZNF677	0.0295
ZNF536	-0.418
MEF2B	0.296083333333333
PTPN4	-0.911625
CTCFL	-5.1895
STX5	1.43033333333333
CD72	2.7945
VEGFA	-1.23657894736842
XRCC1	0.0017
MAS1L	0.563833333333333
ELL	0.0159
SETBP1	1.808
CDH11	2.352
NDC80	-1.78092307692308
DMBX1	-1.06
NRSN1	0.465
BAT2D1	-0.651
CDS2	-0.280666666666667
C1orf212	0.0745
SENP3	0.318625
IL1F9	-0.409
EEF2K	-0.32675
COG8	0.77525
CEP72	-1.32975
OR1L8	-0.8685
MUS81	-0.4295
PHYH	0.948
GGT6	1.43033333333333
C22orf23	-0.186833333333333
C13orf33	2.130125
MAPK8IP2	2.45275
NELL2	2.87925
POU3F2	-2.636
ALPK1	0.379375
MRPS18C	-0.43275
RPLP2	0.025625
FGF22	0.1905
SPNS1	0.192333333333333
ZFP1	0.824
IL1RAPL1	-1.141
PCSK9	-4.21883333333333
NKX2-1	0.220357142857143
C6orf189	1.023
SP4	0.064
SLC11A1	1.53
C21orf25	0.1695
ICAM2	0.452375
SH3GL1	-0.271166666666667
GSK3B	-0.344
RALB	-0.000624999999999987
PDXP	-0.220666666666667
GNGT1	-3.17285714285714
KIR2DL1	0.7195
TNFAIP3	-1.56858333333333
C6orf32	-0.238
CBLN2	-2.89675
PANK3	0.128125
TAAR9	0.118
WDR82	0.503571428571429
APOM	-3.021625
TRIP10	-0.08275
SPATA16	0.2438
C1orf135	-1.0315
USP51	-1.51375
TESK1	1.38175
C11orf64	-0.27725
ZNF611	0.689
PDE6G	0.316333333333333
HLA-DQA1	3.292875
GCLC	-0.860625
SEC61A1	0.5235
TWSG1	-0.13475
ZMYND10	3.2365
CTDP1	0.962625
ADAMTS6	-0.561
SLIT1	-1.8545
KRT86	-0.85
KIAA0574	-2.07925
GTPBP2	0.3876
PQLC3	4.3935
PRRX2	-0.979833333333333
C15orf44	0.4145
MKKS	-0.7175
C11orf10	0.256
GPR110	-0.775
CD109	-1.86933333333333
ADCY1	0.933833333333333
RHBG	-2.73975
TP53I3	-0.037375
SLC22A3	-2.8672
UCP2	2.1895
FOXG1	-3.19483333333333
OR2AG1	0.0885
TRIM24	-0.98825
PROC	-3.887125
TAAR6	0.7625
AMTN	-1.314
C10orf47	-0.272166666666667
DEPDC1	-2.467
FLJ45557	6.313
ZDHHC17	-0.49025
KIAA1429	0.117833333333333
KCNH1	0.88575
VNN3	-0.334
PSMAL	1.6825
PPARD	0.3605
HFM1	-1.776
YBX1	-1.759
ZNF695	-2.73675
SCTR	-0.313
DCDC1	0.3885
VPS26B	1.1704
MTF2	-2.30983333333333
ATP6V1F	0.8195
CCDC94	-0.05675
PERF15	0.25
CCL11	2.718
LMO7	-1.133375
DCST1	0.9395
ADRBK1	0.77075
CDRT4	0.032125
ZNF84	-0.37275
HOXD8	0.38525
STARD8	-0.255833333333333
FOXP2	-0.715875
CCDC103	0.475
POLR3A	0.02
GSC	0.855333333333333
ZNF114	-2.8625
HTR7P	-0.461
LALBA	-0.993
RMND5A	-0.9525
PSCD2	1.27575
ZNF409	-0.341
KRTAP1-3	0.158833333333333
MAF1	0.84225
LOC201725	-1.204
NRN1	-2.807125
SPAG5	-1.54283333333333
DNAH7	1.44633333333333
FLJ43860	0.6615
BRCA2	-0.737
ACADM	-0.83
CXXC6	-2.872625
RAGE	-1.274375
CHMP2A	1.5235
FAM8A1	0.6063
GPR21	0.00700000000000001
SLC12A3	-2.70333333333333
FVT1	0.416928571428571
ZDHHC7	-0.011625
FLJ44048	0.27675
SLC44A3	1.12816666666667
SDSL	1.55483333333333
MMP8	-0.808
PLA2G12B	-3.80433333333333
ACY1	1.03875
MT1E	-1.54233333333333
OR4K15	1.3155
TECTB	-0.0885
GPR20	-0.160375
IRAK2	-0.26575
RFPL3	-0.568875
MYO9A	-0.5635
NARG1L	-0.528416666666667
BLMH	-0.778875
CCDC3	2.667
C9orf21	-0.429833333333333
KIAA0513	-0.265333333333333
MIER2	-0.07775
PNMA2	-1.51033333333333
SH3BP2	0.6569
ANXA10	-2.0875
RTN2	0.098
TFB1M	-2.2685
PRPH2	0.6495
C14orf133	-0.57675
GOLGB1	1.95208333333333
IRX4	-1.847875
NFKBIL1	0.705666666666667
C10orf62	-0.0985
APBB3	0.00725
RPS10	-0.097
LOC728378	-0.31675
TLE3	0.834722222222222
PSMB7	-1.01275
MESDC1	0.5925
SLC6A1	1.39333333333333
OCLN	1.35183333333333
PTTG3	-2.405
NAGLU	1.004
SERTAD4	2.758
SPRY1	0.6925
FLJ10781	-1.09058333333333
MYSM1	-0.037
TRIM4	0.758714285714286
SH3YL1	1.14325
TREM2	3.738
SERPINI1	1.2215
HDHD3	1.36725
TMEM38A	0.46325
EID2B	-1.41275
TDRD3	0.4855
SEDLP	-0.28875
THSD7A	3.1335
NDST3	-3.2375
KLHL15	-0.703083333333333
DHRS12	3.052
FBXO9	0.576357142857143
TNPO1	-1.36858333333333
MRPL13	0.0581666666666667
SNX5	-2.73483333333333
METTL6	-0.5405
SOD1	0.4455
CHML	-0.771833333333333
PACS1	1.4365
SIRT5	0.3252
CAPN2	0.6745
FXYD5	-0.362833333333333
TWISTNB	-0.271125
LRFN1	1.14716666666667
UBE1L	2.38925
UBE1C	-0.2765
OR51B2	0.26225
OR4D11	-0.088
C15orf2	3.141
NR4A1	-0.116166666666667
LOC339047	-1.97675
TRIM17	0.39275
ATP5G3	-0.486642857142857
RPL15	-0.42175
ADAMTS8	-1.00875
HOXC4	0.2235
C14orf37	0.399
CEACAM5	-2.323
MYT1L	-0.414333333333333
RASA2	-0.3035
OSBPL7	0.3085
STAG1	-0.5235
GIMAP4	4.354
FUT3	0.723333333333333
PIF1	-3.0495
LPIN2	0.1105
SH3PX3	1.1995
PDP2	0.48575
PAPD1	-0.76725
ERP27	-0.807
APOOL	-0.422
DIABLO	0.5215
TRHR	0.57425
ARMC9	0.336625
RNF152	3.85025
SLITRK3	-0.267166666666667
ZNF211	0.3244
PFDN1	-0.056875
RGS11	0.900875
HS6ST1	0.928
AKR1D1	-2.14175
TNP2	0.3405
STK31	-0.1845
EML4	-2.43566666666667
SGTA	0.219
HIST1H2BI	1.15833333333333
PSMD6	-1.27266666666667
KIAA1257	-0.749
C18orf55	-0.479
FLJ20273	2.024
RPL28	0.153666666666667
EPYC	1.12525
NOX3	-0.4225
ELAC1	0.142833333333333
METT11D1	-1.41425
BIN2	-0.5405
NACA2	-0.83075
CCDC17	-2.29
HM13	0.6539
UBOX5	-0.46675
UBE2O	-0.3935
UBL5	0.95675
APOLD1	1.3105
C9orf31	0.344
TNFSF8	1.482
ARHGAP29	-0.509375
PROKR2	0.392
PDE5A	-0.187333333333333
C6orf12	-0.4105
TOM1L1	1.228
WHDC1	0.224125
FOXI1	1.10166666666667
RAB4A	-0.0055
TMEM39B	-0.85575
ATPBD1C	-0.615
FARSA	0.247
PLEKHG5	1.49725
CMAS	0.163666666666667
OR7E24	0.1665
SLC30A1	-0.32325
CDC42EP5	1.84316666666667
PLAC1	0.59625
KLHL18	0.283416666666667
LBA1	0.9837
TAZ	-1.16575
CRIP2	1.617
BTBD11	-1.6855
C16orf72	0.59225
DIO2	-0.539
LRRCC1	0.599333333333333
CCDC136	-1.849
PRX	1.220375
RBM5	-0.2443
TMEM85	0.159
TUBGCP4	-1.21183333333333
APLN	1.240875
CDK7	-0.982166666666667
SSR2	0.941166666666667
CRELD1	1.477
C19orf46	2.289
GAL3ST4	0.782833333333333
KBTBD10	0.739
IL28A	1.427
WDR27	-1.0635
MCM2	-1.15466666666667
SOX14	-0.236
FLJ39743	0.6895
KIAA0922	-1.45225
HIPK4	0.3875
FLJ25758	0.7245
C16orf57	-0.677416666666667
PDZD2	-0.856875
MCC	1.627625
HHLA3	0.8343
ID2	-0.18
C20orf23	2.31583333333333
ZNF688	1.178
APOC2	-2.47366666666667
LOC440093	-0.59025
FAM50B	-1.31283333333333
PWP1	-0.5475
DNAH10	1.28175
HIST1H2BA	0.4505
GPR56	1.2335
METAP2	-0.482125
PAN3	0.785333333333333
STXBP4	-0.96975
PDHX	0.2445
MTA1	-0.489416666666667
ZBED4	0.309375
ZNF720	-0.35575
CDK2	-2.1725
RHOJ	0.775625
CDC37	-0.354166666666667
ZER1	1.206375
GRK4	1.142
PRPH	2.0655
POLR2A	0.499875
OGFOD1	-0.54375
NOL5A	-1.28875
PHEX	-1.3095
FLJ16478	0.15025
C20orf117	-0.75075
CAMTA2	1.488
C11orf74	0.136666666666667
DDX17	-0.0291666666666667
C5orf27	-0.094125
PLEKHA2	-0.9132
PDE4DIP	-1.4963
SCN7A	0.51
ZNF559	-0.531833333333333
CXCL10	3.46625
ZMYM4	0.635666666666667
STK32B	-0.766666666666667
KIAA0888	-0.9644
TACR3	-0.2845
CKAP2L	-2.73175
KIF1A	0.348833333333333
RSPRY1	0.631
VCAN	-0.4295
CYP27C1	0.456
SYDE1	-1.14666666666667
MED12L	-0.3975
ZDHHC21	0.458625
NHS	-1.8405
TM9SF3	1.09833333333333
DDHD1	-0.7835
MAFG	-0.713
BICD2	-1.5568
C14orf119	-0.943166666666667
C14orf43	0.468357142857143
CDH7	-1.6525
ALKBH5	0.557714285714286
JUP	2.1145
TMEM41A	0.1325
MAMDC4	-2.04116666666667
CBX3	-1.061375
LRRC18	0.028
RBMXL2	0.398
PLA2G4D	0.577
FGF13	-0.431125
KIF3A	0.192333333333333
PDIA6	0.029
DCXR	1.83625
CASKIN2	1.20875
EHD1	0.960833333333333
MARCKSL1	2.11066666666667
ZNF496	-0.0641666666666667
SCAF1	1.27566666666667
KCTD8	-0.94075
TRAF3IP3	-0.122642857142857
LSR	1.81975
CXorf1	0.615
C14orf112	-0.61
EIF2B1	-0.06625
OMP	-0.3115
GSTZ1	-0.5975
LOC92017	0.46325
ISLR2	1.2355
C12orf36	0.9635
GATA2	-0.257166666666667
GABRA5	-1.263
CELSR2	1.07035714285714
STAM2	0.8817
TNAP	-0.9535
PTPMT1	0.512
GRP	3.50025
SV2A	-1.596
MAGEA12	-4.202
CACNG1	4.152
C18orf19	-0.99125
GSG1	-0.0448333333333333
PTPRJ	-0.476214285714286
FRMPD1	-0.0265
ZNF668	0.38275
PLEKHJ1	0.552375
ADAT1	0.9072
TMEM50A	1.0008
UCN3	0.081
HOOK1	1.458625
IL17B	-0.67
MLKL	-0.3845
TTC14	-1.308
KLHL5	-0.804375
CRYL1	0.457166666666667
FOXH1	0.0725
NFYB	-0.26725
PPM1G	-0.1935
GOLGA2LY1	-1.8565
NMT1	-0.390875
HADHA	-0.5239
CHSY-2	2.90225
PLEKHF1	0.442071428571429
SAGE1	-1.538
MUSTN1	0.48575
SUHW4	0.47725
TFEB	1.57133333333333
ZFYVE27	0.3795
ATG12	-0.7
BMI1	2.29378571428571
ZIM3	0.28025
MYH4	1.118
MASP1	-1.29908333333333
KIAA0984	0.46825
RPAP2	-1.027
ASB5	0.3065
BOLA3	-1.00716666666667
MIA3	1.4415
KRT35	2.4605
KIR3DL3	-1.1005
MRPL51	-0.40675
SEMA3F	2.674
NDUFB2	0.825666666666667
LOC253012	0.07975
FAM46C	-0.4609
G6PC	-2.7305
CSAG3A	-4.02183333333333
PREX1	0.423
SLC25A45	0.33175
MAPKBP1	0.1564
CPE	1.6286
GNB1	0.621375
CXCR6	0.6295
TRIM46	-0.114
C16orf3	0.654833333333333
HPSE	1.169125
TIGD3	0.304
SPG3A	0.67225
LCAT	-0.9745
ST6GAL1	-0.301
POMC	-0.582
FLJ36031	-1.379
NSMAF	0.0158333333333333
SKIL	0.137
ADSS	-0.0285
HMGCS1	-1.9037
POLR3F	0.0561666666666666
RAB10	-0.137625
ZNF277P	-1.629625
ZBTB7B	0.701625
DHRS1	0.77225
ABCC13	0.197125
CNOT3	0.89275
NFKBIA	-0.074
GAK	0.714
SFT2D2	0.585833333333333
HOXA6	-0.298
CRTC1	0.735875
LY6D	-1.29716666666667
C20orf72	-1.60883333333333
CPT1A	0.37775
LMO1	-1.9685
EIF3I	-8.67361737988404e-19
PRB4	0.351
MCM3APAS	-2.287
C20orf132	1.7798
FOXF2	-4.3755
S100A12	0.081
MLH1	-0.29
ACTN1	-0.5108
MRPL36	-0.541
C20orf106	-1.23625
FBXO6	1.60833333333333
MKS1	-0.356666666666667
CX3CR1	-1.36025
PDE1B	1.29
PLP1	-4.27375
KISS1	0.0321666666666667
C14orf2	-0.799833333333333
TBC1D3P2	-0.81125
COMMD6	0.9431
ANKRD7	-1.69325
PTCHD1	-2.266625
NARS2	-1.23275
DOCK7	-0.276875
FAM127B	0.5395
LOC390243	0.037
N6AMT2	1.22875
ZNF391	-0.892
DNAJB14	0.337833333333333
WRB	-0.233125
BPI	0.085
TTC4	-0.513833333333333
FAM10A5	-0.28525
GOT1L1	0.4685
MAGED1	1.5275
RESP18	-0.73475
WFDC6	0.351
MT2A	-1.632
C11orf56	0.213
KIAA1432	-0.3485
ROR1	-1.544
HSD17B14	0.866166666666667
ZFAND2B	0.599875
SAMD4B	0.74275
HEXA	0.3865
HNRNPU	-0.356090909090909
USP39	-0.40225
NRD1	0.054
R3HDML	0.38075
FLT4	1.17016666666667
OMG	0.267333333333333
OR52N4	2.183
LOC399818	-0.12775
ELA2	-1.86475
VENTXP1	0.0665
RFC5	-1.0345
OR52L1	1.1275
PAX5	-0.1385
FBXO2	2.296
GMEB1	0.0015
AKT3	-1.29566666666667
CRB1	-0.238333333333333
CTTN	0.103333333333333
UTP15	-1.16
HSBP1	1.34041666666667
PHF11	2.033
NDEL1	0.823666666666667
USP8	-0.1505
BAIAP2	1.3516875
SI	0.496333333333333
ARSJ	-1.10033333333333
BAAT	-2.79125
KCNS3	1.39416666666667
LOC126147	0.178666666666667
TMEM37	-0.67425
C1orf162	3.18016666666667
MBD1	0.0828
ITGAL	0.8545
WDR73	-0.371
GKN2	0.333833333333333
ARFGAP1	-0.110625
SLC5A8	-1.038
ZBTB40	0.4623
CYP4B1	2.86583333333333
LYPLAL1	-0.31775
CHST3	-1.3145
MAP3K9	0.3955
BTAF1	-1.03716666666667
TFAP2E	-0.2415
RBM35B	0.96925
LOC441251	-0.530666666666667
ANKRD25	-0.737555555555556
UQCRC2	-0.945
MAEA	0.767
HYAL1	-2.7321
RNPEPL1	0.575333333333333
CPSF2	-0.799125
PSD3	-3.1684
ABCA13	-0.101625
AGR2	5.07275
GBX1	-1.4965
HDLBP	0.542785714285714
ACY3	-0.08825
HECW1	-0.3795
ZNF519	-1.208
HOPX	2.640375
ZNF304	0.818
OR12D3	0.2235
FKSG43	0.44875
METTL1	0.050625
MFSD3	1.2859
PSPH	-1.09275
CLCA3	-0.6
DARS2	-0.566166666666667
CDC25A	-1.40116666666667
BAIAP2L1	-0.23475
B3GNT5	-0.92475
USP29	0.37375
ARHGEF10L	2.114
ATOX1	0.864625
ADAM30	0.41025
DNASE1	-0.06275
STT3A	0.5175
RAB6IP1	-0.14075
PTN	0.0642
C1orf106	-2.31384615384615
HECA	0.69375
RNF122	-1.473
SLC22A18AS	0.829
GNG8	0.393666666666667
ELP4	-0.77975
FAM65A	0.480833333333333
RPL10A	0.1365
IRS4	1.2255
MACF1	1.3274
SEC24D	1.9895
LOC374395	1.19975
TGFB2	-0.8655
MDFIC	-0.249875
CHRNE	0.707666666666667
PCMTD2	0.251666666666667
ATP6V0D1	1.84983333333333
MTA2	0.08075
LZTR1	0.0131666666666667
RAP1A	-0.9405
AXIN1	0.000749999999999999
POLR1C	-0.165
TRIO	-0.9815
PLXNA4A	0.148583333333333
C5orf33	-0.1895
DEPDC1B	-3.629625
ZNF473	0.0438333333333334
MTM1	0.581625
GPR107	-0.4845
CSNK1A1L	0.264833333333333
FLJ14154	0.9075
NLRC4	3.66425
ENPP4	2.69916666666667
PADI3	-0.5545
RNF170	3.208375
CG018	0.315666666666667
C16orf7	0.70025
KCNE1	2.26875
NRM	-0.337666666666667
SLC37A3	-0.195214285714286
TPD52L2	-0.5235
UNC5B	0.84725
C12orf12	0.502
SDHB	-0.1725
CLRN1	0.488125
NUDT10	-1.22033333333333
UGT3A1	0.19125
FBXW8	0.997875
RHOF	-0.92725
PTPLAD1	-0.11
MYO3B	-1.002
DERA	-1.341
TPP2	-0.69875
C19orf53	0.6345
GINS3	-0.828375
ST6GALNAC5	3.611
CHSY1	-1.01575
MGC15705	0.434
GPR83	0.501666666666667
EXT2	0.1365
DOLK	1.08725
TUBAL3	3.04175
ACVRL1	1.851
ABL2	-0.693166666666667
C14orf156	-1.18666666666667
PTPRZ1	-4.529625
DIP2C	0.709625
LAMP1	1.705875
RXRA	0.0315
MAP3K5	-1.2175
ALKBH1	-0.3435
PDLIM7	0.301375
ARL14	-2.542
SNIP1	-0.116333333333333
TIMP3	1.24508333333333
RGS3	0.751
SPAG16	0.1629
ABHD4	-0.12175
ARHGEF12	1.35916666666667
GLUD2	0.2945
RAC2	0.0525
UAP1L1	0.1775
SLC18A3	0.7775
YOD1	-2.0155
RALY	0.19575
HMOX2	0.980875
DGKH	-0.62075
DBNDD2	2.19966666666667
YIPF4	0.023375
THAP10	-0.33575
ZNF513	0.74225
HAGHL	0.989333333333333
ITGB4	1.20566666666667
CCDC141	-1.473
YTHDF3	0.366
C5orf28	0.38825
RPL7L1	-0.391
TMEM30B	1.28528571428571
ANKRD35	0.2795
DUOXA2	0.043
TBC1D5	-0.319
DFNB59	-0.535
HRH4	0.77875
MYO6	3.0144
DNAJA4	1.9195
RBM24	2.04875
CEACAM20	-0.567
RBM23	0.153785714285714
NGFB	-0.0515
C1orf63	-1.2581
KRTAP7-1	-0.7655
PERLD1	2.2135
NPB	0.877
C17orf59	0.8761
HSPBAP1	-1.015
SLC15A4	-0.259375
PRTFDC1	-2.19475
OSMR	-0.982142857142857
CYSLTR2	0.7455
C19orf25	0.9615
KIAA1797	-0.48
NLRP6	0.98
FAM105B	0.0871
SCRN2	0.748833333333333
LRRC58	0.5355
RNF17	0.515375
NEIL3	-2.2045
FAM137A	-1.682
SKP2	-3.51825
PARVA	1.27416666666667
PKLR	-1.5115
RNF34	0.608375
A3GALT2	0.692
C12orf50	0.651666666666667
SUNC1	-2.24275
FAM102B	-0.2935
CCT2	-0.90075
LRRC37A2	-1.2625
ARF4	1.598
SIKE	0.000499999999999997
C8orf48	2.18083333333333
MBTPS1	0.367142857142857
GPSN2	1.378
NCF2	2.12275
SLC12A6	-0.153
MRPL48	-0.798
HMGN3	-0.6895
LRRC62	-0.95725
PAX9	1.1305
FAM55A	null
C20orf42	-4.43133333333333
SCML2	-1.47916666666667
BCL9	0.081
FAM40A	-0.65
C9orf41	-0.673833333333333
ZNF774	-1.1055
LETM1	0.00250000000000001
PLXNB1	0.745333333333333
NIPSNAP1	1.13075
USP10	-0.0885
F9	0.879
LIPE	0.00275
CNGB3	0.771
C12orf52	0.78925
PI4K2A	0.588875
MED8	0.506
STAT4	0.0706
FGD4	-0.125166666666667
RNF145	-3.31266666666667
WDR32	2.9047
CLDN2	0.214
TCEAL8	-0.8805
ZMYND8	-0.306
PDXK	-0.514375
GATAD2A	-0.61325
PTGES3	-0.767
CCM2	0.1535
TAP1	2.598375
ZNF670	0.801
ETS2	-1.30885714285714
C6orf166	-0.424
PRMT2	0.568928571428572
OR4B1	0.3315
INTS8	-0.5085
CCDC102A	-0.74125
CCDC83	-1.236
ITGA1	-0.0507
EPHA5	-2.72088888888889
FAM24B	-1.1215
TSGA10	1.6665
HAL	-2.772
MYOT	-0.0265
SPACA3	-0.24275
BCL2L2	-0.567
CUGBP2	-1.58066666666667
CCNB3	1.14025
RNF113B	0.28
MERTK	-0.425
BAG1	0.1375
VPS36	-0.54
ORMDL3	1.1802
C1orf190	0.9445
ZNF625	0.653
CORO2B	-2.12775
ALOX15	-0.1275
CST1	3.2475
NUPR1	2.10733333333333
CCL7	1.95925
SMCR5	-2.8675
DSC2	1.7835
RBMS2	0.29275
GRIK4	0.5975
TRIM65	0.6238
TMPRSS6	1.61985714285714
TP53INP2	-0.36475
GLB1L	0.716
LOC388284	0.551333333333333
PUS1	-1.21307142857143
BCL9L	0.9075
OLFM1	1.715
RET	3.30625
MASTL	-1.81966666666667
ALX3	0.4895
IL1RL1	0.399666666666667
ZNF765	-0.7955
C14orf138	-1.0285
SNX10	-1.3135
TAC4	0.619
C1orf64	4.09825
POGK	0.716875
MAPK9	0.27375
ZNF366	3.89025
C8orf79	0.2771
CLDN7	3.40925
OR5AT1	0.428
TRIM37	-0.3215
LRRC25	2.828
GRHL2	1.3578
TEKT3	-0.3185
LASS5	0.1985
ABCC4	-2.91641666666667
DLG3	0.9935
VGLL1	0.08475
ZFP36L2	-0.9215
MFRP	0.294166666666667
KIAA1799	0.52025
FLJ44379	-0.302
PCNX	-1.17375
ANXA9	3.7405
CYP4V2	1.6211
PIK3C2A	0.66075
SRR	1.2975
NOL3	0.68575
IFITM2	2.9695
ARNTL2	-2.18775
ZNF595	0.92425
NLRP13	1.133
ASPH	-2.80725
CPA2	0.4265
PVRIG	-1.51966666666667
LEPR	-0.422833333333333
C16orf42	0.705
SH3BGRL	2.0405
FAM77D	-0.919666666666667
FNDC7	0.5315
C9orf6	-0.21
NOTCH2NL	-0.921
PGBD1	-1.1045
SYNGR2	2.05283333333333
PITPNA	0.5906875
PRPF4B	-0.2236
SLC43A3	-0.711357142857143
NRBP1	0.18775
SLC25A22	0.6845
ILK	1.027625
SLC22A8	1.03116666666667
MRPS7	-0.296125
PITX2	-1.76825
FABP3	-1.402875
OR1L1	0.503
LOC728215	0.54675
BLID	-1.8225
KIAA1217	1.57305882352941
TFPT	2.299
AP4B1	-1.07575
VBP1	-0.522
OR1K1	0.4275
MORC3	0.3005
BHMT2	-1.03383333333333
C3orf10	0.992
FZD7	-0.105666666666667
WFDC10A	0.194
PMS2CL	-0.476375
CCDC32	0.4265
FA2H	-1.63525
ALG13	-0.2985
TTLL7	-1.556
SPOCK3	0.703
SLC13A2	1.4645
AIM1	-1.82725
GPRC6A	0.2745
EGR2	2.87775
MED11	0.82025
WWC1	1.1755
SH3GL3	-3.9715
RIF1	-0.935285714285714
PRLH	0.262
VLDLR	-2.1865
DBT	0.04175
C21orf63	1.7085
CGGBP1	0.112875
KRTAP12-2	-0.116
TADA3L	1.483875
ZBTB16	2.217
PDGFB	2.710625
RFX1	0.565875
UQCRB	0.0711
LOC133874	-0.3105
HPS3	-2.195
LGALS3BP	2.5177
DKFZP564O0823	1.60557142857143
MRFAP1L1	0.20775
HOXA10	-1.48833333333333
NGB	0.118
KIF21A	-0.876307692307692
IFLTD1	-0.511
LZTS1	-1.535625
ARHGEF3	1.92775
RHBDL3	-2.299
CSNK1G2	0.121666666666667
ChGn	-1.2085
KIAA1244	2.28433333333333
GABRB2	0.3235
MGC72080	0.1195
CD27	2.2305
EGLN1	-1.8596
PEX13	-0.5475
RWDD3	-0.9105
RNF12	-0.558166666666667
GRIN2B	-0.162
ADAMTS14	-0.71825
DYDC2	-0.228666666666667
ATP6AP1	2.3438
NR1H2	1.0315
PDK2	1.7135
C3orf17	-0.3545
SLC38A2	-1.74714285714286
SLC25A29	-0.354166666666667
C15orf29	0.7635
ADAM9	1.0065
TMUB2	1.114375
GPR176	-0.50225
AGK	-0.78225
MCCD1	2.39275
NDUFA4	0.07075
TMEM146	0.274
DUSP1	1.048125
UNQ6975	0.214
EMX2OS	3.783
INSM2	0.0725
LUZP4	-0.5795
SETD6	-0.4635
P2RY2	2.805
SLC45A2	-1.661
RABGAP1	0.217333333333333
UBXD5	1.202125
GPRC5A	-1.0912
PAK3	-0.589666666666667
LOC63920	0.7895
TGFBR1	-0.3543
KRTAP6-3	0.01625
SFMBT2	-0.6835
CDC42	-0.00743749999999996
C11orf35	1.032
TTLL2	-0.9055
UACA	0.46825
CD97	-0.9712
SETD5	0.182375
NINJ2	-1.2885
PTER	1.125
POMGNT1	1.79475
KRTAP4-2	0.0245
ECGF1	2.96275
HRB	-0.389090909090909
ATP1B2	0.365
LOC400506	0.134
COL4A3BP	-1.29175
C6orf97	0.48
GRHPR	0.333125
TAS2R1	0.636
SEMA7A	-0.59175
EDF1	0.32825
ODF2L	-0.182
PCID2	-0.629666666666667
GTF2H4	-1.585
ZCCHC3	-0.434375
CGB2	0.304833333333333
NEUROD1	0.603
C20orf75	-0.0325
RP5-1054A22.3	0.192666666666667
IFNA5	0.0665
ZNF134	0.0416666666666667
MGC119295	-1.1489
ZSWIM6	-0.4785
SMEK1	-0.693833333333333
PCGF2	0.377
C1orf102	2.364
CYP2A13	0.5225
KCNH6	-0.9726
MDM1	0.4065
ALDH7A1	-0.314333333333333
C9orf75	0.5125
VDAC3	1.731625
OR51T1	0.286
EIF3F	-0.623416666666667
KCNJ10	-0.528
LENG8	-0.08175
EDEM2	-0.015
CCNJL	-1.58516666666667
DHX37	-0.281
CRYGN	-0.0495
AATF	0.642125
ZNF630	1.83875
E2F5	0.716
WFDC13	-0.1155
FTSJ3	-0.221833333333333
C4orf33	-0.05325
LHFPL4	-2.7635
C19orf56	0.807916666666667
SMAD4	0.841875
AFM	-0.3315
G0S2	-3.5715
FCHSD2	0.191
RRP1B	-0.954
EEF1B2	-1.34766666666667
STAT6	0.9925
ZNF195	-0.56375
GNL1	0.2355
ZNRF2	0.678166666666666
PER3	1.251
ASB16	0.16775
C10orf10	0.523428571428571
ADCY8	2.02983333333333
C9orf58	0.959833333333334
ARMC10	-0.158
PSG1	-0.501
DHX34	0.459
VARS2	0.244
NFIC	1.299
ITPR2	2.167
AGXT2	-0.00733333333333328
OR6K3	0.3445
H2AFZ	-0.949833333333333
MLLT3	-2.28291666666667
COX4I2	3.20275
CCNT2	-0.350625
PLK4	-2.04875
NUMBL	-0.0116666666666667
MED16	1.193
PLEKHQ1	0.7845
GOSR1	0.385222222222222
BTG4	-0.187
RPL30	0.425083333333333
IGSF5	1.1695
