Hybridization REF	TCGA-BH-A0AY-11A-23R-A089-07
ABCA3	0.666125
RPS17	-0.15275
FEZF1	-0.592
PCDHB15	0.853
KCNMA1	-0.160681818181818
CCDC116	-1.5475
C15orf27	-2.8345
NARG2	-0.226125
ITGA5	-0.550375
MEFV	0.4625
TUT1	-0.500625
LOC541473	-0.09375
NMBR	0.6025
GLT1D1	-2.56583333333333
ABCB7	-0.33075
PFKP	-1.59063636363636
C9orf91	0.5339
LRRC41	0.1595
C1orf85	-0.01
ATP5F1	-0.443875
STOX1	1.170375
GFOD2	0.156
SLC25A3	-0.387375
ZNF646	-0.0723
ZAR1	-0.864
OSTbeta	-1.80125
GALNT3	2.3915
IFT122	0.1805
LDB3	1.4982
GARNL1	0.298428571428571
HOMEZ	-0.0576666666666667
LRRC6	2.293
ANGPTL5	1.1485
UBAC1	-0.8645
DLEU7	-0.55775
RPL19	0.04725
TOP1MT	-0.641666666666667
LOC643641	0.427875
MBD3L2	-0.323
NTSR1	-0.179
WISP2	2.24225
GPSM2	-1.747
RDH10	0.2031
PRKCG	0.174
HIST1H4J	-0.5895
MON1B	-0.2406
MLF1IP	-4.094
ZNF446	0.18075
COL4A5	-0.3357
SLC26A1	-0.182285714285714
RGN	1.040875
CCNB1	-4.184
C9orf165	-0.0195
CCDC28B	-1.7085
CCDC97	0.8395
FGR	1.688
MSRB3	1.949
EPN2	0.3795
COX15	-0.428166666666667
KCNK6	-0.8222
XK	-2.6745
GDA	-4.53875
HEPH	-0.127375
THRAP3	0.154625
MET	0.606928571428571
PHYHIP	2.099
LYAR	-1.02083333333333
ING3	1.008
AK7	-0.4795
CCT8L2	0.1385
COPS7A	0.1295
WSCD1	0.40825
RNF185	0.977875
TNS3	0.70925
KNDC1	-0.6915
RWDD4A	0.350666666666667
MED13L	0.9182
ZFYVE1	0.373
C7orf44	-1.3245
MRPL1	-0.103
STGC3	0.42425
TEAD1	0.6525
RPL7A	-0.213
ARL6IP1	-0.1565
C1orf178	-0.8645
CTAGE5	0.365916666666667
TMEM184A	-0.671666666666667
SLC25A14	-0.11075
CACNG5	0.1325
ATXN10	0.1596
ECH1	0.5168
CCL22	-0.018
CYP2F1	-1.76933333333333
GADL1	0.7845
TMEM19	0.0473
RUNX3	0.476
EFNB1	1.228
LIPN	0.38
ACSM3	-4.0065
SIGLEC8	1.1575
ASCC3L1	-0.37025
NOL8	-0.1275
RELT	-1.71533333333333
Magmas	-0.9105
PPP1R15B	-0.3838
C11orf2	0.5985
VKORC1	-0.711666666666667
MGC26647	0.24275
TRPM6	1.40783333333333
UGT2B7	-3.1585
FEV	-0.102
FOXK2	-0.6429
PDCD5	-1.10166666666667
SLC8A1	2.5295
DGUOK	-0.570666666666667
CLDN16	0.292
GAGE1	-1.06
RBM17	0.5504
C1QTNF3	0.097375
VGLL3	0.991833333333333
UNQ5830	0.01
CD1A	-3.60233333333333
SCGB1C1	0.171
SUPT4H1	-0.21725
TRAF5	0.00575
ASAHL	1.38275
FAM73A	1.24466666666667
OR6B1	0.341
WHSC1	-1.809
GFPT2	0.75325
LOC339809	-0.206
STARD5	0.21725
SIP1	-1.08
DNAJC15	-0.21125
STAU2	0.1990625
FAM98A	-0.227125
RAD23B	0.117875
LRRC33	-0.1755
CHRAC1	-0.416
C21orf89	0.18725
C19orf43	0.31
KLK8	2.72133333333333
CCNE1	-2.8905
PKDREJ	1.58916666666667
SSU72	0.0515
C17orf73	-0.07
GPR78	-0.1255
WHSC1L1	0.518
GSTA2	1.01975
SMUG1	-0.125833333333333
UFM1	0.9956
AP3M2	0.0236666666666667
USP14	-0.602625
FBXL14	1.13
DSTN	1.41575
SFRS14	-1.31975
FBXO31	0.777166666666667
C12orf40	0.02475
FRS2	1.0015
NR2E3	0.282
TUBB2C	-0.83175
GMPR	-0.603333333333333
C9orf139	-0.217
ING5	-0.270214285714286
LOC730092	0.2355
ORM1	-4.59875
RP11-11C5.2	-1.49025
HSPD1	-1.5256
PIWIL3	-0.20975
C5orf13	-1.4299
OR5R1	-0.0765
LCOR	0.445625
PLEKHA9	0.386
CCDC43	-0.582
ZNF232	-0.3025
SLC6A7	-0.2545
ADH5	0.831666666666667
SHBG	-0.949166666666667
CROCCL2	-0.1205
PANX3	-0.0275
CDIPT	0.273
SLC16A5	0.81575
TUBB	-1.4085625
TOR3A	-0.5057
PREP	-0.162833333333333
ENTPD8	0.0116428571428572
CHMP1B	0.431
SYT12	0.2654
MYH6	-2.1085
MAP3K13	1.215
KLHL30	0.167166666666667
LCMT1	-0.219125
EIF1AX	0.483666666666667
FOXD4L1	-0.795
SLC24A5	-1.053
RNF166	-0.6503
TJAP1	-0.311
TMEM156	-0.221166666666667
ZNF239	0.0335
SNX19	0.7168
GKN1	0.7725
FCN1	1.8667
C1QL1	-1.47975
ATP11C	-0.200125
ZNF35	0.37825
CARD8	1.162875
LIMD1	-0.5835
KIAA0286	-1.07725
XRN2	-0.2895
CD6	-0.345333333333333
TOX3	1.063375
ZSCAN4	0.285833333333333
RSRC1	-0.54725
COG1	0.34075
PTRF	2.2589
C16orf35	-0.651
FBXO24	-0.2875
CHST11	-1.35925
THRB	1.1602
MYBPC1	4.91175
RNF39	2.25233333333333
PSMD11	-0.63275
ALAD	1.02466666666667
EN1	3.18075
SLC9A9	1.92525
GSTM4	0.6116
CDC42BPA	0.210947368421053
RCSD1	0.46325
LUC7L2	-0.2965
SPTBN1	2.2137
LOC146167	-0.1585
BAT5	0.2302
ZNF452	0.36425
LSM4	-1.3
SRP72	-0.1313
SGK269	0.39275
MTX1	-0.44675
CENTA1	-0.29575
UNQ9433	-0.499
ATR	-0.212
DDX49	-0.6815
PAQR8	-0.884666666666667
C14orf174	-0.09225
GBGT1	-0.14
THAP1	0.4765
OR10K1	0.1435
RASIP1	0.504333333333333
DPYD	1.47
DOHH	-0.4435
C18orf45	0.538
POF1B	0.8453
ZNF552	2.12975
USP32	-1.216
MED27	-0.617333333333333
C14orf149	0.142833333333333
PRDX4	-0.9265
ABHD12	-0.6327
AGT	-3.73525
SLC22A14	-0.445
C1orf58	0.20175
PILRA	-0.76675
ABCF2	-0.926
C17orf85	0.0135
TKTL1	0.099
FGF1	2.4678
IL6R	0.695166666666667
VPS25	-0.73275
CHRNB2	0.3045
COL7A1	-1.5395
LRRC48	2.9525
SPG20	1.52766666666667
COX10	-0.21575
GCA	0.79825
ECEL1	-0.5365
GLG1	0.376833333333333
SRD5A2L2	0.07725
MUTYH	-0.84
ZNF70	0.24875
L2HGDH	-1.67525
GPATCH2	0.42725
ZNF655	-0.29725
ZNF227	0.484666666666667
MCOLN2	-0.850666666666667
NQO2	-0.334
KCNQ5	0.214
NEU1	0.227833333333333
QRICH1	0.15325
ZBTB20	2.06166666666667
RPUSD3	-1.36025
EPGN	-0.909833333333333
TSN	0.185833333333333
SPRY2	1.52583333333333
LZTFL1	0.6625
GMFB	-0.385125
PBEF1	-0.5705
HBG2	-2.9915
TMEM8	-1.0915
PALM2-AKAP2	2.333
NFYA	-0.54975
FAM108A1	0.2215
PBLD	1.2265
NRG4	-2.28875
PIGF	-0.5745
PTGER1	0.87375
NOS2A	1.08966666666667
C21orf34	1.9975
C21orf51	0.453583333333333
IL17C	-0.1055
TRMT6	-0.498166666666667
ETV2	0.0401666666666667
CCDC109A	-0.156
MYLK2	-2.4485
ATP10A	1.7442
DPH4	-0.3935
C5orf5	0.181166666666667
KCNA4	1.14366666666667
NMNAT2	2.15666666666667
GLYATL2	2.479
LSMD1	-0.223
IL23R	-1.175
NRF1	-0.029
MUC15	1.90166666666667
PRDM12	-2.3165
PAQR4	-1.98157142857143
RBBP6	-1.0705
IFI27	3.1555
SKAP2	1.1655
TAGAP	2.950375
TJP3	0.858
C9orf61	2.7115
IDS	-0.121
PARG	-0.315
LOC131149	-0.0765
DYRK4	0.0895
MICALL1	-0.1245
GALR2	-0.58
GPBP1L1	0.735625
TBX21	4.05275
KCNJ6	-0.285833333333333
GGN	0.696
CASP5	0.8265
RNF182	-3.07175
BRD4	0.21225
DOK4	-0.554625
SLC46A2	1.51733333333333
SOX9	1.9975
ZNRD1	-0.602833333333333
PRR6	-1.899
FAU	0.8885
DTNB	1.09783333333333
CARD9	0.26275
STS-1	-1.46916666666667
SLC4A5	0.0765
NSBP1	-0.7925
UGCGL2	-0.40075
POTE15	-0.1375
NOXA1	-0.096
RP13-347D8.3	1.15625
SAMD10	-0.513166666666667
EP400NL	-1.1355
TCF21	0.479
AMELX	-0.52525
JPH2	1.2535
SLA	0.902375
DLST	-0.857833333333333
SEPT12	-0.03575
RGS20	-3.35925
LXN	1.31166666666667
ZNF419	0.12475
UPK3B	-0.5055
RELL1	1.77275
ESPNL	-0.123
KLHL21	0.73625
PI15	4.263
C2orf61	-0.332
LOC407835	-0.870666666666667
RER1	0.12625
ELAVL2	0.226
MGC26718	-0.17925
KLF2	3.6075
TNFAIP8L3	1.35358333333333
TFE3	0.9405
C11orf17	-0.204625
15E1.2	-2.02575
SNRPC	-1.367
DLGAP1	1.2445
PGLYRP1	0.160375
OVCH2	0.89
IRF7	0.2042
SET	-1.046
NAB2	-0.393666666666667
LRP5L	0.19425
FAM120A	0.04975
ASCL2	-0.8995
SHH	-0.22
ATP5H	-0.302833333333333
THPO	-0.305166666666667
TYRP1	-4.6665
HIST1H3E	-0.5095
EIF2S1	-0.611666666666667
TNFRSF17	1.12383333333333
TARSL2	0.904
NKX2-8	-0.033375
C1orf115	2.845875
LOC56964	0.197
KIAA0841	-0.25925
ISCU	1.2615
TTMA	-0.7315
ZNF414	-0.115
LOC441150	0.6465
RAB15	-0.2485
HBP1	1.7995
TNNT2	-1.07716666666667
CECR5	-0.89075
PHGDH	-1.155875
JRK	-0.3739
XPO4	-0.6875
FAM131C	-0.2265
ARHGAP25	1.53916666666667
CA9	-3.81955555555556
GPR62	0.900666666666667
TLX1	-0.538833333333333
GPS1	-0.5915
OR2M2	0.3235
BDP1	0.238
FAM70B	-0.2485
RPS29	-0.0304166666666667
MKLN1	0.0974
TSPAN19	-1.815
SLC29A3	0.5303
LGALS4	0.571333333333333
USH2A	-0.00316666666666665
NF1	0.257666666666667
APOBEC3A	0.3505
IMPAD1	0.2805
OLR1	0.120833333333333
NRAP	-0.586
HCFC1R1	0.339
TAOK2	0.280166666666667
MCM10	-4.43266666666667
MAP4K3	0.41525
CBS	-2.752125
CLK3	-0.2097
PCDHGA5	-0.1125
ELF4	-0.02075
FAM71A	0.2955
C11orf49	-0.13775
CLIP2	-0.17325
BTBD9	0.7113
ZNF524	1.0745
KDELR1	-0.285
ZNF509	1.3215
NCSTN	0.724
ZNF533	1.40014285714286
PARP4	-0.0125
GALNT9	-0.321666666666667
NPY	-1.96775
BEGAIN	-0.727166666666667
TMEM77	0.840333333333333
FOXRED1	-1.4805
SLC16A2	1.55066666666667
SLC35B1	-0.6795
GK5	-0.0328333333333333
SDCCAG10	-0.5955
C4orf20	1.008
SLC9A2	0.55125
ADD1	0.769142857142857
TAL2	-1.1785
ACLY	-0.339
DNAJC1	0.247
SOST	-1.569
USP43	0.1005
CYP4F12	0.11775
FKBP5	-0.93125
CHCHD5	-0.2886
NUDT22	-0.5865
CCDC85B	-0.56875
OR51G2	0.218
STRN3	0.6815
TMOD2	1.119
FLI1	1.86075
MAB21L2	-0.076
DGKQ	-0.3125
VPRBP	-0.199333333333333
SCNN1B	0.9948
ECHDC3	2.4569
TMEM106C	-1.2905
CSNK2A2	-0.1245
RPL39	-0.3026
HERC3	1.0616
ZBTB47	1.26816666666667
ZNF681	0.4505
PAGE2	-2.847
CLIC5	3.55135714285714
RABAC1	0.882
ZFHX2	0.24175
YPEL1	0.525833333333333
KIAA0776	0.519
NR1D2	1.75675
DNAJC4	-0.124875
NPNT	1.7631
ZNF677	2.121
ZNF536	-0.88825
MEF2B	-0.400583333333333
PTPN4	0.132125
CTCFL	-4.227
STX5	0.257666666666667
CD72	0.2655
VEGFA	-1.96794736842105
XRCC1	-0.4301
MAS1L	0.149666666666667
ELL	0.1203
SETBP1	2.573
CDH11	2.0525
NDC80	-4.15846153846154
DMBX1	-3.27775
NRSN1	0.1135
BAT2D1	-0.182
CDS2	0.545833333333333
C1orf212	0.236
SENP3	-0.370375
IL1F9	-0.00449999999999998
EEF2K	-0.048625
COG8	0.06875
CEP72	-1.4575
OR1L8	-0.139
MUS81	-0.756166666666667
PHYH	0.5175
GGT6	1.526
C22orf23	-0.06075
C13orf33	4.7835
MAPK8IP2	0.0515
NELL2	-0.0505
POU3F2	-2.1655
ALPK1	1.563875
MRPS18C	-0.7935
RPLP2	0.137
FGF22	-1.1305
SPNS1	-0.871166666666667
ZFP1	0.054
IL1RAPL1	0.23925
PCSK9	-3.769
NKX2-1	0.042
C6orf189	3.63675
SP4	0.1725
SLC11A1	0.1775
C21orf25	1.65016666666667
ICAM2	1.827875
SH3GL1	-0.9275
GSK3B	-0.346833333333333
RALB	1.293
PDXP	-1.85333333333333
GNGT1	-2.42375
KIR2DL1	0.579
TNFAIP3	0.923
C6orf32	0.7581
CBLN2	-1.1825
PANK3	-0.610625
TAAR9	-0.3665
WDR82	0.776142857142857
APOM	-3.3465
TRIP10	0.242
SPATA16	0.0411666666666667
C1orf135	-3.55375
USP51	0.932
TESK1	0.97625
C11orf64	-0.126875
ZNF611	-0.1205
PDE6G	0.0146666666666667
HLA-DQA1	1.4225
GCLC	0.56375
SEC61A1	-0.233142857142857
TWSG1	0.414
ZMYND10	1.23675
CTDP1	-0.029625
ADAMTS6	-0.53
SLIT1	-1.9745
KRT86	-0.485
KIAA0574	-0.57075
GTPBP2	-0.4045
PQLC3	1.6475
PRRX2	0.277
C15orf44	0.205
MKKS	-0.36475
C11orf10	-0.8975
GPR110	0.792875
CD109	-0.794666666666667
ADCY1	-0.219333333333333
RHBG	-3.9415
TP53I3	0.151875
SLC22A3	0.6279
UCP2	-0.57275
FOXG1	-2.20733333333333
OR2AG1	-0.0015
TRIM24	-1.152
PROC	-4.12125
TAAR6	0.539
AMTN	-1.394
C10orf47	0.115
DEPDC1	-3.93475
FLJ45557	0.7765
ZDHHC17	0.589875
KIAA1429	0.301
KCNH1	0.064
VNN3	0.142375
PSMAL	2.38575
PPARD	-0.048125
HFM1	-0.4365
YBX1	-0.962666666666667
ZNF695	-3.43375
SCTR	0.606666666666667
DCDC1	0.1895
VPS26B	-0.0538
MTF2	-1.1285
ATP6V1F	-0.31125
CCDC94	-0.3045
PERF15	1.347
CCL11	0.08775
LMO7	-0.873125
DCST1	0.618
ADRBK1	-0.24675
CDRT4	0.26575
ZNF84	-0.515
HOXD8	2.9295
STARD8	0.2935
FOXP2	0.345625
CCDC103	-0.03075
POLR3A	-0.7558
GSC	1.26633333333333
ZNF114	-1.27683333333333
HTR7P	0.3965
LALBA	-0.0765
RMND5A	-0.6315
PSCD2	0.69125
ZNF409	-0.105
KRTAP1-3	0.170666666666667
MAF1	0.0875
LOC201725	-1.21083333333333
NRN1	0.668
SPAG5	-4.44366666666667
DNAH7	2.0575
FLJ43860	-0.1195
BRCA2	-2.31275
ACADM	0.49975
CXXC6	-2.309125
RAGE	-0.529875
CHMP2A	0.6835
FAM8A1	0.5456
GPR21	0.6595
SLC12A3	-2.92933333333333
FVT1	0.940285714285714
ZDHHC7	0.051875
FLJ44048	0.15725
SLC44A3	1.96033333333333
SDSL	-0.637
MMP8	-0.3055
PLA2G12B	-3.35366666666667
ACY1	-0.7285
MT1E	0.785666666666667
OR4K15	0.167
TECTB	0.784
GPR20	0.332
IRAK2	-0.1615
RFPL3	-0.3795
MYO9A	0.9845
NARG1L	0.238083333333333
BLMH	-0.98275
CCDC3	4.22766666666667
C9orf21	0.535166666666667
KIAA0513	-0.1575
MIER2	0.24675
PNMA2	-0.997916666666667
SH3BP2	0.1022
ANXA10	-1.01025
RTN2	0.509833333333333
TFB1M	-1.4345
PRPH2	2.3105
C14orf133	0.086
GOLGB1	1.064
IRX4	1.06075
NFKBIL1	-0.180333333333333
C10orf62	-0.49425
APBB3	-0.397
RPS10	-0.0945
LOC728378	1.2475
TLE3	0.354333333333333
PSMB7	-1.10775
MESDC1	-0.0015
SLC6A1	0.718666666666667
OCLN	0.533916666666667
PTTG3	-4.00466666666667
NAGLU	0.10775
SERTAD4	1.6255
SPRY1	3.51775
FLJ10781	0.0746666666666667
MYSM1	-0.25775
TRIM4	0.637142857142857
SH3YL1	1.711125
TREM2	3.0425
SERPINI1	2.3255
HDHD3	0.565875
TMEM38A	-0.392125
EID2B	0.20525
TDRD3	0.233833333333333
SEDLP	0.39775
THSD7A	3.424
NDST3	-1.5545
KLHL15	-0.361166666666667
DHRS12	1.8995
FBXO9	0.1735
TNPO1	-0.236583333333333
MRPL13	-1.25266666666667
SNX5	-2.11
METTL6	-0.60575
SOD1	0.27225
CHML	-1.8265
PACS1	0.493
SIRT5	-0.2054
CAPN2	0.831166666666667
FXYD5	-0.00716666666666666
TWISTNB	-0.443625
LRFN1	-0.29
UBE1L	1.211125
UBE1C	0.486
OR51B2	-0.0625
OR4D11	-0.546
C15orf2	-0.214
NR4A1	1.44966666666667
LOC339047	-2.083
TRIM17	1.30375
ATP5G3	-0.423642857142857
RPL15	0.3735
ADAMTS8	0.1525
HOXC4	-0.774
C14orf37	2.0745
CEACAM5	-2.31725
MYT1L	-0.133833333333333
RASA2	0.6195
OSBPL7	-0.5015
STAG1	0.091
GIMAP4	4.937
FUT3	0.270833333333333
PIF1	-3.587875
LPIN2	0.3141
SH3PX3	1.09975
PDP2	0.26275
PAPD1	-0.394625
ERP27	2.68525
APOOL	-0.3238
DIABLO	-0.186
TRHR	0.24525
ARMC9	-0.919375
RNF152	1.769
SLITRK3	1.78033333333333
ZNF211	0.5115
PFDN1	0.207
RGS11	0.565
HS6ST1	-0.0512
AKR1D1	-1.51025
TNP2	-0.015
STK31	1.1315
EML4	-1.18958333333333
SGTA	-0.444666666666667
HIST1H2BI	-2.24416666666667
PSMD6	-1.24733333333333
KIAA1257	0.3355
C18orf55	-0.0956666666666667
FLJ20273	1.7775
RPL28	-0.346333333333333
EPYC	0.1995
NOX3	-0.596
ELAC1	0.8415
METT11D1	-0.551
BIN2	0.00866666666666666
NACA2	0.6515
CCDC17	-0.17975
HM13	-0.6119
UBOX5	0.20175
UBE2O	-0.9335
UBL5	-0.2535
APOLD1	2.387125
C9orf31	0.307
TNFSF8	0.6325
ARHGAP29	1.955
PROKR2	0.1885
PDE5A	0.667666666666667
C6orf12	-0.325
TOM1L1	0.146
WHDC1	0.414375
FOXI1	0.857833333333333
RAB4A	0.5717
TMEM39B	-0.345
ATPBD1C	-0.223
FARSA	-1.16433333333333
PLEKHG5	1.39675
CMAS	-0.401166666666667
OR7E24	-0.4975
SLC30A1	-0.4145
CDC42EP5	0.537166666666667
PLAC1	-2.8865
KLHL18	-0.31175
LBA1	0.744
TAZ	-0.9855
CRIP2	1.369
BTBD11	0.0718333333333333
C16orf72	0.2655
DIO2	-0.188
LRRCC1	-0.0486666666666667
CCDC136	-1.615
PRX	0.51175
RBM5	0.4029
TMEM85	0.56225
TUBGCP4	-1.35483333333333
APLN	0.71125
CDK7	-0.368833333333333
SSR2	0.41175
CRELD1	0.052
C19orf46	1.0645
GAL3ST4	0.420166666666667
KBTBD10	0.6645
IL28A	-0.305
WDR27	0.088
MCM2	-2.3435
SOX14	-0.4545
FLJ39743	0.2845
KIAA0922	0.308125
HIPK4	0.939
FLJ25758	-0.0315
C16orf57	-0.919333333333333
PDZD2	3.6275
MCC	1.677625
HHLA3	0.00810000000000001
ID2	0.411
C20orf23	1.59533333333333
ZNF688	0.60225
APOC2	-2.82416666666667
LOC440093	0.65525
FAM50B	2.115
PWP1	-0.1425
DNAH10	0.87175
HIST1H2BA	0.17425
GPR56	0.901666666666667
METAP2	-0.284875
PAN3	0.7205
STXBP4	0.0915
PDHX	-0.028
MTA1	-0.52875
ZBED4	-0.490125
ZNF720	-0.28575
CDK2	-1.77675
RHOJ	2.592125
CDC37	-0.231
ZER1	0.437125
GRK4	-0.0365
PRPH	0.74375
POLR2A	-0.271375
OGFOD1	-0.95675
NOL5A	-1.818
PHEX	0.152
FLJ16478	0.67275
C20orf117	-0.41225
CAMTA2	0.4645
C11orf74	0.700666666666667
DDX17	0.84575
C5orf27	0.958875
PLEKHA2	-0.695
PDE4DIP	-0.4259
SCN7A	0.6085
ZNF559	0.8375
CXCL10	2.44825
ZMYM4	0.148166666666667
STK32B	0.443333333333333
KIAA0888	-1.9646
TACR3	-0.113
CKAP2L	-3.82475
KIF1A	-1.4515
RSPRY1	0.30775
VCAN	0.05475
CYP27C1	-0.4105
SYDE1	-0.994666666666667
MED12L	-0.593
ZDHHC21	0.83075
NHS	0.691
TM9SF3	0.6395
DDHD1	-0.392875
MAFG	-0.317333333333333
BICD2	0.1492
C14orf119	-0.129666666666667
C14orf43	0.202142857142857
CDH7	-1.7185
ALKBH5	-0.307571428571429
JUP	1.019875
TMEM41A	-0.1305
MAMDC4	-1.66316666666667
CBX3	-1.072125
LRRC18	0.097
RBMXL2	0.16125
PLA2G4D	0.0471666666666667
FGF13	1.474125
KIF3A	0.715
PDIA6	-0.4165
DCXR	-0.285
CASKIN2	0.675083333333333
EHD1	0.369333333333333
MARCKSL1	-0.354333333333333
ZNF496	-0.688166666666667
SCAF1	-0.007
KCTD8	-0.356
TRAF3IP3	0.487428571428571
LSR	-0.003
CXorf1	0.1125
C14orf112	-0.028
EIF2B1	0.16675
OMP	0.1045
GSTZ1	-0.12575
LOC92017	1.437
ISLR2	1.901
C12orf36	0.171
GATA2	-1.099
GABRA5	-1.548
CELSR2	-0.469857142857143
STAM2	0.4939
TNAP	1.902
PTPMT1	-0.24
GRP	4.791
SV2A	-1.1495
MAGEA12	-4.5555
CACNG1	-0.0185
C18orf19	-0.98225
GSG1	-0.3905
PTPRJ	-0.845642857142857
FRMPD1	0.902
ZNF668	-0.615
PLEKHJ1	-1.023375
ADAT1	-0.8044
TMEM50A	0.7327
UCN3	-0.148
HOOK1	0.618625
IL17B	2.1895
MLKL	-0.391333333333333
TTC14	-0.327333333333333
KLHL5	0.92175
CRYL1	0.999333333333333
FOXH1	-1.0645
NFYB	0.01925
PPM1G	-0.93925
GOLGA2LY1	-0.5615
NMT1	-0.234625
HADHA	0.1239
CHSY-2	2.476
PLEKHF1	0.998428571428571
SAGE1	-2.5565
MUSTN1	1.98425
SUHW4	1.6865
TFEB	1.58566666666667
ZFYVE27	-0.125
ATG12	-0.442333333333333
BMI1	0.722
ZIM3	0.00450000000000001
MYH4	1.36925
MASP1	-0.27375
KIAA0984	0.922
RPAP2	-0.30525
ASB5	0.0095
BOLA3	-1.33666666666667
MIA3	1.06116666666667
KRT35	0.6055
KIR3DL3	-0.5455
MRPL51	-0.67025
SEMA3F	0.4275
NDUFB2	-0.1515
LOC253012	2.06
FAM46C	0.9856
G6PC	-2.21825
CSAG3A	-5.1725
PREX1	1.4475
SLC25A45	-0.212125
MAPKBP1	0.5255
CPE	2.1319
GNB1	-0.46375
CXCR6	2.3045
TRIM46	-0.21125
C16orf3	-0.0873333333333333
HPSE	-0.1755
TIGD3	-1.195
SPG3A	2.6555
LCAT	-0.545
ST6GAL1	-0.875666666666667
POMC	1.523
FLJ36031	0.0278333333333333
NSMAF	-0.119333333333333
SKIL	0.0075
ADSS	-0.0865
HMGCS1	-1.6085
POLR3F	-0.0905
RAB10	-0.255
ZNF277P	0.079
ZBTB7B	0.836625
DHRS1	1.126875
ABCC13	-0.00775
CNOT3	-0.3375
NFKBIA	2.15075
GAK	-0.557666666666667
SFT2D2	0.404333333333333
HOXA6	0.184
CRTC1	-0.156875
LY6D	0.5185
C20orf72	-1.09666666666667
CPT1A	-0.32525
LMO1	-1.2005
EIF3I	-0.23375
PRB4	-0.11875
MCM3APAS	-1.567625
C20orf132	0.5881
FOXF2	-1.9375
S100A12	0.36
MLH1	-0.359333333333333
ACTN1	0.4799
MRPL36	-0.690166666666667
C20orf106	0.05925
FBXO6	0.216166666666667
MKS1	-0.0151666666666667
CX3CR1	0.234125
PDE1B	1.195
PLP1	-2.19325
KISS1	-0.0953333333333333
C14orf2	-0.8985
TBC1D3P2	-0.645
COMMD6	1.4108
ANKRD7	-0.77475
PTCHD1	1.98575
NARS2	-0.71525
DOCK7	0.272875
FAM127B	0.317375
LOC390243	-0.1895
N6AMT2	0.70625
ZNF391	0.6315
DNAJB14	0.737666666666667
WRB	0.144125
BPI	0.841166666666667
TTC4	-0.134333333333333
FAM10A5	0.6285
GOT1L1	-0.2969
MAGED1	0.04075
RESP18	-0.176
WFDC6	-0.20125
MT2A	-0.1905
C11orf56	0.32625
KIAA1432	-0.2315
ROR1	-0.269625
HSD17B14	1.60733333333333
ZFAND2B	0.1205
SAMD4B	-0.0735
HEXA	0.13175
HNRNPU	-0.337272727272727
USP39	-0.4885
NRD1	-0.7395
R3HDML	0.21525
FLT4	0.9065
OMG	-0.0206666666666666
OR52N4	0.5175
LOC399818	0.165
ELA2	-1.5785
VENTXP1	-0.27
RFC5	-1.8365
OR52L1	0.746
PAX5	-0.0715
FBXO2	1.5635
GMEB1	0.1935
AKT3	0.508
CRB1	-0.217833333333333
CTTN	-0.127833333333333
UTP15	-0.365333333333333
HSBP1	-0.397666666666667
PHF11	1.84275
NDEL1	0.631833333333333
USP8	0.0995
BAIAP2	-0.168125
SI	0.447
ARSJ	0.366
BAAT	-2.61125
KCNS3	1.79266666666667
LOC126147	0.1535
TMEM37	2.187
C1orf162	2.64233333333333
MBD1	0.1291
ITGAL	0.275
WDR73	-0.450833333333333
GKN2	0.0853333333333333
ARFGAP1	-1.423
SLC5A8	-0.2135
ZBTB40	-0.0471
CYP4B1	3.4545
LYPLAL1	-0.42225
CHST3	0.8125
MAP3K9	-0.268
BTAF1	-0.5755
TFAP2E	0.274
RBM35B	-0.46775
LOC441251	-0.582666666666667
ANKRD25	1.10794444444444
UQCRC2	0.1115
MAEA	0.359333333333333
HYAL1	-0.8169
RNPEPL1	-0.121666666666667
CPSF2	-0.42875
PSD3	-0.661
ABCA13	1.1395
AGR2	1.6425
GBX1	-1.27
HDLBP	0.136785714285714
ACY3	-0.054
HECW1	-0.4855
ZNF519	0.04725
HOPX	2.519
ZNF304	0.909375
OR12D3	0.4115
FKSG43	-0.05025
METTL1	-0.662
MFSD3	-0.8579
PSPH	-0.80575
CLCA3	0.054
DARS2	-2.09466666666667
CDC25A	-2.7215
BAIAP2L1	-1.133
B3GNT5	1
USP29	-0.1535
ARHGEF10L	1.3855
ATOX1	-0.532875
ADAM30	-0.18075
DNASE1	-1.127
STT3A	-0.0974166666666667
RAB6IP1	0.75275
PTN	3.5031
C1orf106	-0.785
HECA	1.939
RNF122	1.74075
SLC22A18AS	-0.825
GNG8	-0.406166666666667
ELP4	-0.482
FAM65A	0.1885
RPL10A	0.795
IRS4	-0.2815
MACF1	1.1616
SEC24D	0.0395
LOC374395	0.05925
TGFB2	0.828375
MDFIC	1.463
CHRNE	0.156166666666667
PCMTD2	0.246166666666667
ATP6V0D1	-0.0485
MTA2	0.10925
LZTR1	-0.71
RAP1A	0.899166666666667
AXIN1	-0.762125
POLR1C	-0.0825
TRIO	-0.102833333333333
PLXNA4A	1.15166666666667
C5orf33	-0.46625
DEPDC1B	-5.38525
ZNF473	-0.6195
MTM1	1.023625
GPR107	0.31
CSNK1A1L	0.273666666666667
FLJ14154	-0.1515
NLRC4	3.07625
ENPP4	2.541
PADI3	-0.462
RNF170	0.28275
CG018	2.53533333333333
C16orf7	-0.43625
KCNE1	2.09675
NRM	-1.10733333333333
SLC37A3	0.6135
TPD52L2	-0.918166666666667
UNC5B	-0.324
C12orf12	0.201333333333333
SDHB	-0.15925
CLRN1	0.304625
NUDT10	0.256
