Hybridization REF	TCGA-AO-A03V-01A-11R-A115-07
LY6D	-0.180333333333333
C20orf72	-0.736166666666667
CPT1A	-0.361
LMO1	-1.8645
EIF3I	0.133
PRB4	0.2335
MCM3APAS	-1.61075
C20orf132	-0.7082
FOXF2	-2.2535
S100A12	-0.67775
MLH1	-0.453
ACTN1	1.2842
MRPL36	-1.135
C20orf106	-0.25925
FBXO6	0.729833333333333
MKS1	-0.5905
CX3CR1	-2.021375
PDE1B	1.548
PLP1	-3.304
KISS1	0.202333333333333
C14orf2	-0.557833333333333
TBC1D3P2	-0.7585
COMMD6	1.1127
ANKRD7	-0.047
PTCHD1	-1.264125
NARS2	-0.37575
DOCK7	-0.424875
FAM127B	0.363875
LOC390243	-0.199166666666667
N6AMT2	0.403
ZNF391	-0.5815
DNAJB14	1.17483333333333
WRB	0.116125
BPI	-0.455083333333333
TTC4	-0.789333333333333
FAM10A5	0.08475
GOT1L1	0.455555555555555
MAGED1	0.873375
RESP18	-0.04975
WFDC6	0.48375
MT2A	-0.245
C11orf56	0.606
KIAA1432	-1.615
ROR1	-2.32475
HSD17B14	2.0055
ZFAND2B	-0.018625
SAMD4B	0.1355
HEXA	0.8775
HNRNPU	-0.0204090909090909
USP39	-0.517
NRD1	-0.25125
R3HDML	0.07375
FLT4	0.88
OMG	-0.307
OR52N4	0.1945
LOC399818	0.3405
ELA2	-2.286
VENTXP1	-0.317
RFC5	-1.608
OR52L1	0.4965
PAX5	0.095
FBXO2	0.8805
GMEB1	0.2725
AKT3	-0.621
CRB1	-1.92266666666667
CTTN	0.567333333333333
UTP15	-0.867333333333333
HSBP1	-0.350416666666667
PHF11	2.1115
NDEL1	-0.1035
USP8	-0.34375
BAIAP2	0.1256875
SI	-0.259166666666667
ARSJ	-1.92583333333333
BAAT	-3.15725
KCNS3	2.15416666666667
LOC126147	0.944333333333333
TMEM37	0.566
C1orf162	2.66
MBD1	-0.5169
ITGAL	1.053
WDR73	0.4855
GKN2	0.133
ARFGAP1	1.199
SLC5A8	-0.485833333333333
ZBTB40	0.2131
CYP4B1	1.78033333333333
LYPLAL1	-0.52725
CHST3	-1.20225
MAP3K9	0.2095
BTAF1	-1.3615
TFAP2E	0.015
RBM35B	1.2635
LOC441251	-0.1755
ANKRD25	-0.553166666666667
UQCRC2	0.0705
MAEA	0.4635
HYAL1	-2.4823
RNPEPL1	-0.2825
CPSF2	-0.46975
PSD3	0.4046
ABCA13	-0.631125
AGR2	1.645
GBX1	-1.2165
HDLBP	0.282928571428571
ACY3	-1.0605
HECW1	-0.6955
ZNF519	-0.825
HOPX	2.78425
ZNF304	3.1815
OR12D3	-0.004
FKSG43	0.0665
METTL1	-0.18575
MFSD3	0.754
PSPH	-1.06775
CLCA3	-0.5965
DARS2	-1.93183333333333
CDC25A	-2.68233333333333
BAIAP2L1	-0.19475
B3GNT5	-1.262875
USP29	0.5155
ARHGEF10L	0.8312
ATOX1	0.603625
ADAM30	0.24225
DNASE1	1.01175
STT3A	-0.798
RAB6IP1	0.786
PTN	0.2244
C1orf106	-1.89269230769231
HECA	0.698
RNF122	-0.5845
SLC22A18AS	-0.814333333333333
GNG8	0.208833333333333
ELP4	-0.3465
FAM65A	0.6745
RPL10A	0.159833333333333
IRS4	-0.297
MACF1	0.6782
SEC24D	0.213
LOC374395	0.9615
TGFB2	-0.56025
MDFIC	-0.53875
CHRNE	0.6335
PCMTD2	1.16983333333333
ATP6V0D1	1.068
MTA2	0.40025
LZTR1	-0.403166666666667
RAP1A	0.570166666666667
AXIN1	0.32825
POLR1C	-0.37875
TRIO	0.128916666666667
PLXNA4A	-0.116416666666667
C5orf33	0.06025
DEPDC1B	-3.694125
ZNF473	1.84033333333333
MTM1	0.99775
GPR107	-0.4425
CSNK1A1L	1.627
FLJ14154	0.95425
NLRC4	2.6145
ENPP4	0.869666666666667
PADI3	-0.166
RNF170	-0.6945
CG018	2.12766666666667
C16orf7	-0.4815
KCNE1	0.44525
NRM	-0.746666666666667
SLC37A3	-0.546
TPD52L2	1.349
UNC5B	1.20275
C12orf12	0.1775
SDHB	0.24925
CLRN1	0.241375
NUDT10	-2.30433333333333
UGT3A1	-0.434625
FBXW8	0.514
RHOF	-0.727375
PTPLAD1	2.41
MYO3B	-0.75775
DERA	-0.4265
TPP2	-0.2335
C19orf53	-0.167
GINS3	-1.35025
ST6GALNAC5	-1.6775
CHSY1	0.2325
MGC15705	0.524
GPR83	-0.139333333333333
EXT2	-0.736375
DOLK	-0.33725
TUBAL3	0.38375
ACVRL1	1.7364
ABL2	-0.98025
C14orf156	-0.880166666666667
PTPRZ1	-3.8765
DIP2C	1.502375
LAMP1	0.51175
RXRA	0.6328
MAP3K5	1.258
ALKBH1	0.639166666666667
PDLIM7	0.840125
ARL14	-1.7225
SNIP1	-0.0718333333333333
TIMP3	1.22808333333333
RGS3	0.998333333333333
SPAG16	0.4292
ABHD4	1.2215
ARHGEF12	0.607166666666667
GLUD2	0.6485
RAC2	-1.0562
UAP1L1	-0.6015
SLC18A3	0.3995
YOD1	-2.4935
RALY	-0.07275
HMOX2	1.035125
DGKH	1.085
DBNDD2	1.10116666666667
YIPF4	-0.06725
THAP10	0.63125
ZNF513	0.82725
HAGHL	0.941833333333333
ITGB4	0.1515
CCDC141	-0.248
YTHDF3	0.64625
C5orf28	0.765
RPL7L1	-0.429625
TMEM30B	1.70164285714286
ANKRD35	1.0955
DUOXA2	-0.3075
TBC1D5	0.455875
DFNB59	-0.34
HRH4	0.37225
MYO6	2.6767
DNAJA4	2.57075
RBM24	0.732
CEACAM20	-1.87625
RBM23	1.27471428571429
NGFB	-0.0565
C1orf63	-0.8576
KRTAP7-1	0.4405
PERLD1	1.723
NPB	0.9765
C17orf59	0.5899
HSPBAP1	-0.94625
SLC15A4	0.364125
PRTFDC1	-0.783
OSMR	-0.662428571428571
CYSLTR2	-0.274
C19orf25	0.5467
KIAA1797	-0.5325
NLRP6	0.708
FAM105B	-0.3747
SCRN2	-0.673
LRRC58	0.1999
RNF17	0.07175
NEIL3	-3.769
FAM137A	-2.37125
SKP2	-2.6735
PARVA	1.29875
PKLR	-2.066
RNF34	0.32025
A3GALT2	0.31125
C12orf50	-0.0636666666666667
SUNC1	-2.36775
FAM102B	0.265333333333333
CCT2	-0.666
LRRC37A2	0.241
ARF4	0.664
SIKE	0.60325
C8orf48	0.623833333333333
MBTPS1	-0.276714285714286
GPSN2	0.464
NCF2	1.04975
SLC12A6	0.0841666666666667
MRPL48	-1.058
HMGN3	-0.123666666666667
LRRC62	-0.9245
PAX9	0.12975
FAM55A	-0.2855
C20orf42	-3.16016666666667
SCML2	-1.81516666666667
BCL9	0.659
FAM40A	-0.248
C9orf41	-0.2315
ZNF774	1.167
LETM1	-0.86425
PLXNB1	1.21866666666667
NIPSNAP1	0.094875
USP10	-0.2695
F9	0.34925
LIPE	2.50325
CNGB3	0.301
C12orf52	0.492875
PI4K2A	-0.35925
MED8	-0.230875
STAT4	0.5805
FGD4	-0.4
RNF145	-2.697
WDR32	-0.3542
CLDN2	-0.1135
TCEAL8	0.4345
ZMYND8	-0.1254
PDXK	0.175875
GATAD2A	-0.14275
PTGES3	-0.1205
CCM2	-0.3065
TAP1	1.129375
ZNF670	0.72675
ETS2	-0.3915
C6orf166	0.213666666666667
PRMT2	0.76
OR4B1	0.105
INTS8	-0.088
CCDC102A	0.5475
CCDC83	-1.4225
ITGA1	-0.3023
EPHA5	-2.4341
FAM24B	-0.47
TSGA10	-0.248
HAL	-2.44516666666667
MYOT	-0.4805
SPACA3	0.11125
BCL2L2	-0.700166666666667
CUGBP2	-0.428833333333333
CCNB3	0.156
RNF113B	-0.096
MERTK	-0.907
BAG1	-0.25375
VPS36	-0.12125
ORMDL3	-0.1566
C1orf190	-0.56775
ZNF625	0.459
CORO2B	-1.43125
ALOX15	-0.1395
CST1	2.2045
NUPR1	2.60633333333333
CCL7	-0.11725
SMCR5	-2.7585
DSC2	3.3865
RBMS2	-0.08125
GRIK4	1.917
TRIM65	-0.3722
TMPRSS6	1.84135714285714
TP53INP2	-0.59725
GLB1L	1.24816666666667
LOC388284	-0.347833333333333
PUS1	-0.896
BCL9L	0.7945
OLFM1	0.112666666666667
RET	3.39275
MASTL	-1.4395
ALX3	-0.07675
IL1RL1	-0.274
ZNF765	1.5061
C14orf138	-0.37375
SNX10	0.0341666666666666
TAC4	0.2435
C1orf64	1.4915
POGK	-0.139375
MAPK9	0.77975
ZNF366	3.5135
C8orf79	2.2606
CLDN7	1.405125
OR5AT1	0.555
TRIM37	-2.6445
LRRC25	1.704
GRHL2	2.7454
TEKT3	3.62475
LASS5	-0.0153333333333333
ABCC4	0.265583333333333
DLG3	0.683125
VGLL1	0.60475
ZFP36L2	1.98633333333333
MFRP	-0.0865
KIAA1799	0.0365
FLJ44379	1.657
PCNX	0.12775
ANXA9	1.1785
CYP4V2	-0.3517
PIK3C2A	2.68475
SRR	-0.4395
NOL3	0.3205
IFITM2	2.1415
ARNTL2	-2.69525
ZNF595	1.31175
NLRP13	3.696
ASPH	1.330125
CPA2	0.2685
PVRIG	-1.5095
LEPR	-0.175166666666667
C16orf42	0.514666666666667
SH3BGRL	1.672
FAM77D	-0.00666666666666666
FNDC7	-0.1995
C9orf6	0.250666666666667
NOTCH2NL	0.901833333333333
PGBD1	-0.8525
SYNGR2	0.07
PITPNA	0.047625
PRPF4B	-0.0592
SLC43A3	-2.04528571428571
NRBP1	0.435
SLC25A22	0.4855
ILK	1.16425
SLC22A8	0.314166666666667
MRPS7	-1.279875
PITX2	-1.9125
FABP3	-0.352125
OR1L1	0.4205
LOC728215	-0.550875
BLID	-1.8525
KIAA1217	2.44494117647059
TFPT	2.603
AP4B1	-1.128
VBP1	-0.805
OR1K1	0.0625
MORC3	0.10325
BHMT2	0.230666666666667
C3orf10	0.8215
FZD7	0.471166666666667
WFDC10A	-0.834
PMS2CL	-0.509625
CCDC32	-0.221166666666667
FA2H	-1.13775
ALG13	-0.206
TTLL7	0.3841
SPOCK3	-0.58525
SLC13A2	1.0205
AIM1	1.52175
GPRC6A	0.112
EGR2	4.16625
MED11	-0.31875
WWC1	2.87925
SH3GL3	-3.81175
RIF1	0.456071428571429
PRLH	-0.0335
VLDLR	-1.015
DBT	0.785
C21orf63	0.597
CGGBP1	-0.699
KRTAP12-2	-0.2415
TADA3L	0.46575
ZBTB16	2.6445
PDGFB	2.22775
RFX1	0.704875
UQCRB	-0.6605
LOC133874	-0.7555
HPS3	-0.97975
LGALS3BP	0.5539
DKFZP564O0823	3.74785714285714
MRFAP1L1	0.896
HOXA10	-1.3145
NGB	0.451
KIF21A	0.701538461538461
IFLTD1	-0.3295
LZTS1	-0.8755
ARHGEF3	1.766
RHBDL3	-2.523
CSNK1G2	0.475166666666667
ChGn	-0.877375
KIAA1244	2.4775
GABRB2	0.407
MGC72080	-0.8855
CD27	2.97775
EGLN1	-1.3463
PEX13	1.50675
RWDD3	-0.16275
RNF12	-0.276333333333333
GRIN2B	-0.237
ADAMTS14	-0.32275
DYDC2	1.695
ATP6AP1	0.8524
NR1H2	1.64583333333333
PDK2	0.17475
C3orf17	-0.442
SLC38A2	-0.130357142857143
SLC25A29	-0.367333333333333
C15orf29	-0.4125
ADAM9	0.03
TMUB2	-0.12575
GPR176	-0.76025
AGK	-0.040375
MCCD1	0.13875
NDUFA4	-0.38175
TMEM146	0.08
DUSP1	1.391625
UNQ6975	0.8225
EMX2OS	3.151
INSM2	-0.601
LUZP4	-0.642
SETD6	-0.24225
P2RY2	1.023
SLC45A2	-1.796
RABGAP1	0.705
UBXD5	1.223125
GPRC5A	0.2334
PAK3	0.0136666666666667
LOC63920	-1.65025
TGFBR1	0.204555555555556
KRTAP6-3	0.14875
SFMBT2	-0.00174999999999999
CDC42	0.806625
C11orf35	1.5555
TTLL2	-0.2315
UACA	0.777333333333333
CD97	-1.438
SETD5	-0.168375
NINJ2	-0.44175
PTER	1.51833333333333
POMGNT1	0.594
KRTAP4-2	0.364
ECGF1	2.9415
HRB	-0.222636363636364
ATP1B2	-0.0165
LOC400506	0.12075
COL4A3BP	0.76325
C6orf97	-0.26475
GRHPR	-0.5785
TAS2R1	0.9835
SEMA7A	-1.19875
EDF1	-0.0715
ODF2L	1.4411
PCID2	-0.996166666666667
GTF2H4	-1.2525
ZCCHC3	0.074375
CGB2	0.297166666666667
NEUROD1	0.2165
C20orf75	-0.1565
RP5-1054A22.3	1.50883333333333
IFNA5	0.07
ZNF134	2.62283333333333
MGC119295	-0.0939
ZSWIM6	0.176
SMEK1	0.344833333333333
PCGF2	0.16575
C1orf102	2.3565
CYP2A13	0.3495
KCNH6	-0.6317
MDM1	0.3002
ALDH7A1	0.2015
C9orf75	0.717
VDAC3	-1.19325
OR51T1	0.1935
EIF3F	0.48375
KCNJ10	-0.582875
LENG8	-0.1015
EDEM2	0.373833333333333
CCNJL	-1.31316666666667
DHX37	-0.1015
CRYGN	1.354
AATF	-0.956375
ZNF630	1.623
E2F5	0.0335
WFDC13	-0.508
FTSJ3	-1.21283333333333
C4orf33	1.076
LHFPL4	-2.765
C19orf56	0.197916666666667
SMAD4	-0.143875
AFM	-0.7285
G0S2	0.455
FCHSD2	0.6181
RRP1B	-0.6812
EEF1B2	-1.02383333333333
STAT6	1.95366666666667
ZNF195	0.07175
GNL1	-0.377166666666667
ZNRF2	1.24
PER3	1.214
ASB16	0.36775
C10orf10	2.18935714285714
ADCY8	-3.0615
C9orf58	-1.17633333333333
ARMC10	-0.207333333333333
PSG1	-1.491
DHX34	-0.03475
VARS2	-0.22825
NFIC	2.37425
ITPR2	0.595
AGXT2	0.209166666666667
OR6K3	0.1395
H2AFZ	-0.266666666666667
MLLT3	0.326583333333333
COX4I2	2.77325
CCNT2	0.845
PLK4	-2.474125
NUMBL	-0.832666666666667
MED16	0.96975
PLEKHQ1	0.5105
GOSR1	1.4195
BTG4	-0.54525
RPL30	0.524583333333333
IGSF5	1.12725
IGFL2	1.454
ELMOD2	-0.0823333333333333
SHC3	-1.27933333333333
HAVCR1	-0.4425
DYNC2H1	0.235125
RNF5	0.588333333333333
C2orf7	-0.0575
NLF1	0.401
KLHL25	0.6815
LRP10	1.4618
KRI1	-0.159
PUS7L	0.072
MGMT	-1.66575
HOXD1	1.37666666666667
CSH1	0.2751
ATG16L2	-0.7785
FLJ44635	0.3995
CHODL	-0.073
EXOSC8	-1.4145
SLC28A1	-0.17525
MYO7B	-0.266166666666667
SEH1L	0.4275
MTNR1A	0.1465
TSPAN5	-0.213333333333333
CDC45L	-3.72466666666667
AMIGO1	0.993
ATAD3A	-0.73975
OSGIN2	-0.392166666666667
PDIK1L	1.26583333333333
DARC	3.544
PIPSL	0.105
SHMT1	-0.72475
CRISP3	0.11
POPDC2	1.75066666666667
ZRANB2	-0.48
FBXL8	0.65625
TRIP13	-3.30127272727273
EIF5AL1	-1.1975
POU5F1P3	-3.89083333333333
IL6	-2.31833333333333
CXorf38	0.0505
IFNA16	0.0425
FBXL2	1.725
BRD1	0.15075
STATH	0.08175
FBXO44	1.04833333333333
MCCC2	0.465
CDC2	-2.7392
C5orf23	-2.15075
IVD	0.6625
C10orf122	-1.13
MSL3L1	-0.0172
MVP	1.5425
EPOR	-1.4149
ZMYM1	-0.904666666666667
BCL7C	1.34966666666667
PSTPIP2	1.3635
LYPD1	-1.5415
OR8G5	-0.1715
ZP3	-0.507166666666667
BCAS4	1.03733333333333
EDG6	1.73075
ISY1	0.1195
PRAMEF2	-0.7305
CUL1	-0.3155
RNF213	0.3819
CCRK	1.2605
DHX9	-0.378625
C13orf29	1.8795
NCKAP1	0.0788333333333333
MRPL43	-0.436571428571429
XPR1	-0.1175
PKN2	0.4173
PODNL1	0.7325
ZNF333	0.5135
DALRD3	1.13375
OPN1SW	-0.1275
BTBD6	0.56125
C11orf82	-2.6395
OR5P3	0.2605
DUSP11	0.834
L1CAM	-1.563
NEK11	2.36516666666667
OR7E91P	0.9505
CNTN3	3.2258
CREB3L2	-0.1655
ZBTB37	0.338
KIAA1324L	1.068
NDUFB10	-0.0131666666666667
NUDT2	-0.30625
GTPBP8	-0.51425
CACNA1D	1.93125
PRKAA2	0.805333333333333
PRDM8	0.00650000000000001
MGC16075	-0.844
KRT14	-0.0369285714285714
PP8961	0.32325
MRPL18	0.08175
ABCG2	-2.41725
PACRG	2.5345
BBS2	0.028
KREMEN2	0.179
FBXO21	0.91325
HNRPUL1	0.3485
GRB10	-0.56325
CLSTN1	1.177
LMAN2	0.4816
C17orf61	-0.85625
NIPSNAP3A	0.825
INSIG2	-1.17266666666667
PCDHB7	1.35533333333333
STXBP2	2.04275
CMAH	0.372
SEMA5B	-0.87525
ZNF155	0.748833333333333
COQ6	-0.340666666666667
PRPF4	0.26975
TSPAN15	3.3089
VN1R5	0.1675
LATS2	0.855
SELK	0.034
PGK2	0.18625
MS4A1	-0.15875
TYW3	0.1154
KRTAP5-1	-0.05025
RCCD1	-0.992166666666667
BTN1A1	0.40825
DDX28	0.45625
TMEM65	-0.164875
LOC92345	0.101
TTC31	0.40575
WDR46	-0.785333333333333
CHP2	0.407833333333333
LSP1	0.984625
ZNF542	1.71725
EXOSC1	-1.446
ARHGAP18	-0.477
LRRTM4	-1.34975
MAOB	0.705583333333334
CACNB4	-0.053
MGC33846	-0.085625
RANBP3L	1.139125
ATP5L	-0.420125
ONECUT1	-3.0665
NUDT9	1.4915
TMEM149	0.539
STX17	-0.02225
IGSF10	-3.29425
TMPRSS9	0.2695
BMPR2	1.61991666666667
ALLC	0.05775
KLF7	1.170125
GCC1	0.4339
TIMM9	-0.88225
CDO1	0.137166666666667
MGC10701	-0.476833333333333
IFI6	2.4555
FRMD8	-0.0615
MGAT2	-0.35
WBP5	0.495166666666667
CNIH2	-0.41625
KIAA0907	-1.8067
KCNH8	-0.2935
CTSG	-1.328
GRIK1	-0.337166666666667
CUL5	-0.119875
FRMD1	0.125
OR9A4	0.0395
SYT6	-1.634
FOXD4L2	-0.5825
ANAPC2	-0.0723333333333333
OPN5	-0.178
TAF13	0.13475
LYG2	-0.09575
GGNBP1	0.8825
C11orf40	0.232
OTX2	-1.089
REG4	-0.00400000000000004
EIF5	0.7236875
PALB2	-0.36475
SEPSECS	-0.2753
RNASE3	-0.107
TRIM49	-1.162
POLR2K	0.3403
GPR42	-0.2245
C8B	-3.31175
SASS6	-0.89175
PREB	-0.615666666666667
OR3A3	0.411
TUBA8	0.67725
IGLV2-14	-0.10825
STIL	-2.70525
ANKFN1	-1.55083333333333
NME7	-0.88575
HOXC12	3.72575
UBE2C	-1.626125
FHOD1	-0.533375
CDK2AP1	0.5535
OR6K2	0.21975
DHPS	0.1795
RPL5	-0.54625
TRGV5	0.0475
LOC541472	-0.22075
HCCS	0.0619
DENND1B	1.1645
LHX3	0.3655
OR5D16	0.2275
CXorf57	-2.71833333333333
IRF2BP1	0.45375
NDST2	1.907
LCE3D	-0.0475
BOLL	0.466625
SYT3	0.103
PIH1D2	-0.3105
C20orf7	-0.113833333333333
IL1R2	-0.164666666666667
SLAMF9	0.5375
PPME1	0.88325
PIK3CA	0.472
TRAPPC1	0.285125
COLEC10	-0.8875
SLC9A6	-0.986
PDDC1	0.297333333333333
CCDC53	-0.0705
GK3P	-1.44825
DAZL	-1.79875
BRI3	-0.313
SDK1	0.70575
CYP2C18	-0.0395
IFI44L	2.51025
RPL3L	0.241
FUT9	-1.26383333333333
KIFC2	-0.0825
PMP2	-1.035
SLC4A9	0.3155
PLAG1	-2.01166666666667
MYCBP2	1.39833333333333
OR4E2	0.8845
CCDC65	0.4105
C16orf82	-0.03425
ENTPD4	-0.510375
BRP44L	-0.2435
PMP22CD	0.354
TMCO4	1.8975
KCNN1	-0.7365
WDR35	0.64375
CCDC80	2.099625
C3orf31	-1.23725
SLC7A9	-0.50175
TMEM190	-1.15425
DBC1	-1.01133333333333
FADS3	-0.402833333333333
PDZD8	1.14316666666667
GRM5	0.294625
AZGP1	2.8527
PEX3	0.5045
MED1	-0.8365
ATG4C	-1.78883333333333
HNRPH3	0.027875
FAM109B	2.113
C4orf17	-0.241
CA10	-0.625
OPRD1	-0.2755
CCL16	-1.97075
SACM1L	-0.36125
CST6	4.77475
CD63	0.9239375
LGI1	-2.215
ZNF784	0.19675
CRYBB1	-1.018
CX3CL1	0.8287
TOP2A	-2.9275
GYPB	-4.06766666666667
GADD45GIP1	-0.71725
FEN1	-2.067875
IGF1R	2.7483125
WDR72	-2.39
PURG	-0.41
DEFB126	1.85975
PKD1L1	0.1165
CAV1	-1.4576
GNPDA2	0.1365
DGAT2	0.566625
NLGN1	-3.84775
STRBP	-0.0595
HPRT1	-1.20766666666667
FANCI	-1.379625
PSMA7	-0.1935
DBF4B	-1.125
TTF1	-1.2535
RAD54L	-2.8415
ELOF1	-0.33075
PLAGL2	-0.226875
ZNF256	2.76675
HMGCL	0.66925
MSI2	-2.08133333333333
RPESP	-0.224666666666667
C11orf60	-1.2205
ABCD1	0.5535
ACAA1	0.7397
SPARCL1	5.04121428571429
IL6ST	1.1668
ZNF319	0.03475
TMEM109	-0.1287
FAM90A1	-0.024
IL22RA1	-2.0705
ATP4B	0.2505
TEC	-0.459833333333333
C7orf30	-1.08475
TXNDC2	-0.25
ABCB4	-0.11175
KIAA1191	0.707875
C9orf38	-0.163
SFTPB	0.094875
CNTNAP2	0.876333333333333
FRK	1.904
TBX19	0.12525
CHD4	0.065
C6orf26	-3.25633333333333
MOSC2	0.99825
IKBKE	-0.23125
HIF1A	-2.65966666666667
LOC595101	0.217
RELA	0.459666666666667
TMEM16B	-0.4825
ABHD12B	0.90725
TSEN34	2.634
KIF18A	-2.3325
TXNDC9	-0.571333333333333
SPATA2L	-0.0585
SEMA4G	-1.616
C21orf91	-0.40175
MATN1	-0.513
KCNIP4	0.196333333333333
TUSC1	1.663125
OR4C15	0.34425
ARMCX6	0.217833333333333
WBSCR27	0.361833333333333
OR52I2	-0.4365
KIAA1604	0.20425
DYNC1I1	-1.678
PPP4C	1.7155
SLC47A2	-2.6225
TREH	-0.078375
CD48	0.7485
ST14	1.468
PKN1	0.5215
SPON2	2.30525
XBP1	2.393
SFRS12	-0.1115
EFCAB6	3.78175
SELT	0.6115
SLC39A2	0.9675
ERF	-1.18833333333333
ARL3	0.48525
SURF6	-1.1414
MLLT10	0.201523809523809
FLJ11171	1.87833333333333
TDGF1	-4.18283333333333
ERCC6	-0.35825
EIF2AK4	0.6935
BAZ1A	0.397
LRRN3	-0.381166666666667
TMC3	0.481
EFTUD1	0.32825
PTPRO	-0.149
CLEC12A	-0.149125
ACBD4	-0.22925
ZDHHC14	0.449
OTUD7B	0.702875
ACTB	0.814375
MSRA	-0.270375
LCE5A	0.042
IFI35	-0.148333333333333
BSCL2	0.926
ANKRD12	0.810416666666667
CFHR2	0.37775
RGAG1	-0.3695
HSFY1	-0.1915
SLC30A5	0.361583333333333
IMPG1	2.129
GPR109A	0.4295
ZNF185	-0.74875
IYD	2.7085
NPCDR1	-0.054
SERPINA13	-0.4495
HMGCLL1	-1.6735
NEUROG1	0.2925
UBQLN1	0.0305
LIN37	1.88875
SOCS2	-2.30725
DSCR4	-1.91375
XKR6	1.29425
GPR142	0.399
KRTAP13-3	1.0405
CCDC15	-0.645
MOS	1.0845
CD1E	-1.12
OFCC1	1.078
FAM83D	-1.7205
SRFBP1	-0.05775
C9orf96	-0.5735
DHDH	0.1165
CCDC90A	-0.8975
RABL3	1.0149
CD320	-0.852
ANGEL2	-0.06875
MRPL21	-0.50625
SMG6	0.241833333333333
INSR	1.48175
FLJ14816	-0.3435
GLRB	-0.901333333333333
C9orf89	1.5585
CIZ1	-0.636625
URG4	-0.0751666666666667
LRDD	-0.7055
CBY1	1.11233333333333
NFX1	-0.238125
MTERFD2	-0.962785714285714
C19orf23	0.495
PGC	-2.898125
IER3IP1	0.9173
RASAL2	0.80525
C1orf89	-0.0845
SYNJ1	-0.405125
NFKBIE	-0.32525
FLJ40125	-1.64533333333333
TCEB2	0.0361
NOG	-2.302
POLR2J2	-0.166833333333333
HLA-B	2.54675
PCDHA1	1.114
PPP2R2B	-1.8755
ARHGEF17	0.692166666666667
TCF7L2	0.701714285714286
CHD5	0.593
ZNF431	0.4715
TBC1D25	0.81925
ZNF800	1.757
SCUBE2	2.96772727272727
MYCBP	0.667
GPX5	0.2505
C6orf129	-0.643833333333333
QSER1	-0.4985
ULK2	0.42775
PIGO	0.901333333333333
NRCAM	0.638428571428571
SLC35E3	0.042125
CSRP2	-0.8595
HYPE	0.3875
MAPK15	1.34416666666667
MGC14327	-0.33275
TIMM13	-0.0566666666666667
ZNF462	-1.71275
GBA3	2.74875
TEX13A	-0.327
MCM6	-1.88466666666667
MTRF1	-1.50125
ABCA7	-1.054
EIF4A2	-0.08625
ZC3H10	0.6692
RPGR	-0.209166666666667
C20orf94	2.91175
RP1L1	0.30275
GPR125	0.00274999999999999
USP22	0.135642857142857
OR1L4	0.31325
MLZE	1.128
FLJ32065	-0.83975
PTCD1	-0.635
CRTAC1	1.20316666666667
BXDC2	-0.63575
C18orf1	4.20116666666667
FAM107A	1.40007142857143
EFNA3	1.74975
P18SRP	-0.4821
CAMKK2	1.18875
KIAA0649	-0.24925
NES	-0.763166666666667
HS6ST3	1.978375
PON2	-0.5195
TCP11L2	-0.10725
CLEC4A	0.7845
PRR12	2.004
MLXIPL	-1.4075
C2orf50	0.795
ZNF28	2.38075
ENC1	0.830666666666667
MAP2K1	0.459
FKSG2	0.1985
KIAA0430	0.647
PTP4A1	-0.939777777777778
GPR156	0.255
GTF3C6	-0.19275
UBR2	-0.2237
LOC388272	-0.43025
MAK	0.434333333333333
ACOT4	2.8655
STC2	-0.831333333333333
PIGW	-1.230125
SAE1	-1.232375
COL6A1	0.922363636363637
OAZ1	0.737166666666667
STMN4	0.612
EDG3	0.4515
SGCE	-1.14366666666667
IL11	-2.38733333333333
PRSS8	2.682
YIPF5	0.610833333333333
WNT4	3.95825
CSN2	0.2145
TCF7	-2.455625
TDO2	2.2435
SAMD9	0.501375
S100A7A	-1.067
MMRN1	1.7995
GKAP1	0.07475
AKR1C3	-1.956875
RNF19A	1.219
GMDS	-0.514
YKT6	-0.29425
SPARC	1.6496
C12orf31	-0.91
UBE2V2	-0.820666666666667
FBXL18	-0.187166666666667
KIAA0460	1.076
ADAM22	-0.970571428571429
SERPINC1	-4.94825
KCTD21	0.682
MYOHD1	-2.79975
ZNF37A	0.415833333333333
GTF3C1	1.32716666666667
CTSZ	0.491
PRNPIP	0.34475
DRD1IP	0.1365
NR1I2	-2.16316666666667
ZNF266	0.4529
SPAG4L	0.0025
COX4NB	-1.02675
SAPS1	1.07866666666667
APOA1	-2.978625
TATDN1	-0.699833333333333
C10orf82	3.8255
KPNB1	-1.66075
FOXO3	0.993333333333333
CRYBB2	-1.768
ZBTB5	-1.03383333333333
SLC25A38	0.36
DCTN2	-0.310666666666667
IFT20	1.1235
CTHRC1	2.5125
C1orf31	-1.019375
UHRF1	-0.9443125
GPC6	-0.1625
C10orf54	1.465
MCF2L2	-0.549666666666667
WNT9B	0.048375
OLA1	0.0728749999999999
FAM120B	0.69075
TTLL10	0.428
CYorf15A	-4.70675
RELN	-1.5052
SCN2B	0.762916666666667
MFHAS1	-1.17125
NKX3-2	-1.08666666666667
RASGRF2	-0.9045
SSBP1	-0.783333333333333
KPNA6	-0.165071428571429
LOC389118	-0.543
HS3ST4	-1.3789
SUPT7L	-0.989875
FLJ32658	-2.88775
IGFBPL1	-1.4435
KIAA1641	-1.1313
SHKBP1	0.202166666666667
CSF1R	3.86275
NAGK	1.086
MYL2	0.60625
HIST1H4C	-0.564666666666667
TOMM7	-0.33425
ADAMTSL3	3.6867
TNFSF14	-0.31925
PRRT2	-2.084
