Hybridization REF	TCGA-AO-A12E-01A-11R-A10J-07
ATP5L	-0.372125
ONECUT1	-1.5755
NUDT9	0.544
TMEM149	1.247
STX17	0.60775
IGSF10	-2.0855
TMPRSS9	0.0905
BMPR2	0.863166666666667
ALLC	0.15275
KLF7	0.878375
GCC1	0.4863
TIMM9	-0.7355
CDO1	2.92666666666667
MGC10701	-0.975166666666667
IFI6	3.60833333333333
FRMD8	0.2135
MGAT2	-0.23925
WBP5	0.552333333333333
CNIH2	-0.1485
KIAA0907	-1.7079
KCNH8	1.4275
CTSG	2.3155
GRIK1	0.0326666666666667
CUL5	-0.20225
FRMD1	0.254
OR9A4	-0.2995
SYT6	-0.773
FOXD4L2	0.71725
ANAPC2	-0.2475
OPN5	0.339
TAF13	0.30475
LYG2	0.000249999999999993
GGNBP1	-0.376
C11orf40	0.2865
OTX2	-0.875
REG4	0.0256666666666667
EIF5	-1.087125
PALB2	-0.54275
SEPSECS	0.1885
RNASE3	0.069
TRIM49	-1.857
POLR2K	0.8249
GPR42	-0.1175
C8B	-2.513
SASS6	-0.62575
PREB	-0.0946666666666667
OR3A3	0.7275
TUBA8	0.529375
IGLV2-14	-1.77075
STIL	-1.66975
ANKFN1	-0.843666666666667
NME7	-0.96475
HOXC12	-0.095
UBE2C	-0.549125
FHOD1	-0.68575
CDK2AP1	0.28725
OR6K2	-0.048
DHPS	-0.01525
RPL5	-0.49025
TRGV5	0.038
LOC541472	0.39175
HCCS	-0.2541
DENND1B	3.042
LHX3	0.386
OR5D16	0.307
CXorf57	-1.651
IRF2BP1	0.514
NDST2	0.615166666666667
LCE3D	0.2155
BOLL	0.24775
SYT3	-1.098
PIH1D2	0.27025
C20orf7	-0.0961666666666667
IL1R2	0.178666666666667
SLAMF9	-0.2145
PPME1	-0.391625
PIK3CA	-0.253
TRAPPC1	0.6215
COLEC10	-0.571
SLC9A6	-0.937666666666667
PDDC1	-0.56025
CCDC53	0.933
GK3P	-0.996
DAZL	-1.2505
BRI3	0.4765
SDK1	-0.336125
CYP2C18	0.0485
IFI44L	5.296
RPL3L	0.321
FUT9	0.288666666666667
KIFC2	-0.3155
PMP2	-0.328875
SLC4A9	0.053
PLAG1	-2.031
MYCBP2	0.1245
OR4E2	0.1235
CCDC65	0.361
C16orf82	-0.072625
ENTPD4	-0.068625
BRP44L	0.637875
PMP22CD	0.0585
TMCO4	1.65133333333333
KCNN1	-0.714833333333333
WDR35	0.18825
CCDC80	2.076875
C3orf31	-0.9825
SLC7A9	-0.01125
TMEM190	-1.44275
DBC1	0.233333333333333
FADS3	-0.1305
PDZD8	0.674166666666667
GRM5	0.083125
AZGP1	3.5592
PEX3	0.5925
MED1	0.381857142857143
ATG4C	-0.738833333333333
HNRPH3	-0.96175
FAM109B	1.72975
C4orf17	0.3725
CA10	-0.077
OPRD1	-0.1895
CCL16	-1.2625
SACM1L	-0.588
CST6	3.18575
CD63	1.42275
LGI1	-0.91575
ZNF784	0.05375
CRYBB1	-0.58
CX3CL1	2.4077
TOP2A	-1.12975
GYPB	-3.18583333333333
GADD45GIP1	-0.561
FEN1	-1.928125
IGF1R	0.700375
WDR72	-1.8765
PURG	-0.526833333333333
DEFB126	0.1325
PKD1L1	-0.2205
CAV1	-0.0458
GNPDA2	0.7572
DGAT2	3.15075
NLGN1	-2.19825
STRBP	-0.150375
HPRT1	-0.887
FANCI	-1.7775
PSMA7	0.3935
DBF4B	-0.732333333333333
TTF1	-0.70675
RAD54L	-2.29375
ELOF1	-0.4085
PLAGL2	-0.667
ZNF256	-0.1195
HMGCL	0.91925
MSI2	-0.149333333333333
RPESP	-0.261166666666667
C11orf60	0.304
ABCD1	0.058
ACAA1	0.3466
SPARCL1	4.66235714285714
IL6ST	2.906
ZNF319	0.046
TMEM109	-0.2206
FAM90A1	-1.27033333333333
IL22RA1	0.652
ATP4B	0.627
TEC	-0.530166666666667
C7orf30	-0.44925
TXNDC2	-0.271166666666667
ABCB4	0.101
KIAA1191	0.88825
C9orf38	0.406
SFTPB	-0.069
CNTNAP2	2.91516666666667
FRK	0.673
TBX19	-0.18425
CHD4	0.27825
C6orf26	-2.31983333333333
MOSC2	1.6145
IKBKE	0.06475
HIF1A	-0.622166666666667
LOC595101	0.0685
RELA	-0.157666666666667
TMEM16B	-0.827166666666666
ABHD12B	-1.68925
TSEN34	0.586
KIF18A	-2.452
TXNDC9	0.069
SPATA2L	-0.12
SEMA4G	-0.9445
C21orf91	-0.856625
MATN1	-0.3525
KCNIP4	0.208333333333333
TUSC1	1.985625
OR4C15	-0.0985
ARMCX6	0.256083333333333
WBSCR27	1.59583333333333
OR52I2	-0.177
KIAA1604	-0.6055
DYNC1I1	-1.406125
PPP4C	1.0005
SLC47A2	-1.067
TREH	-0.029375
CD48	1.69883333333333
ST14	1.92433333333333
PKN1	-0.70375
SPON2	2.1215
XBP1	2.259
SFRS12	-0.539333333333333
EFCAB6	1.8745
SELT	0.67875
SLC39A2	0.7525
ERF	-1.27283333333333
ARL3	0.721875
SURF6	-0.7298
MLLT10	-0.781761904761905
FLJ11171	-0.0835
TDGF1	-4.928
ERCC6	-0.3105
EIF2AK4	1.048875
BAZ1A	-0.172666666666667
LRRN3	0.544833333333333
TMC3	0.254
EFTUD1	-0.00874999999999999
PTPRO	1.4485
CLEC12A	0.229625
ACBD4	0.4815
ZDHHC14	-0.642875
OTUD7B	0.72775
ACTB	0.8476875
MSRA	0.172
LCE5A	0.6225
IFI35	2.22
BSCL2	-0.194
ANKRD12	-0.0346666666666667
CFHR2	0.2725
RGAG1	0.203333333333333
HSFY1	-0.4395
SLC30A5	0.10075
IMPG1	-0.2115
GPR109A	0.594
ZNF185	0.1555
IYD	0.6245
NPCDR1	0.76
SERPINA13	0.1485
HMGCLL1	0.40975
NEUROG1	0.457
UBQLN1	0.076875
LIN37	-0.09225
SOCS2	-0.6895
DSCR4	-1.52075
XKR6	-0.456
GPR142	0.362
KRTAP13-3	-0.312
CCDC15	-1.04566666666667
MOS	-0.086
CD1E	-1.5365
OFCC1	0.330833333333333
FAM83D	-1.605
SRFBP1	0.38575
C9orf96	-0.1815
DHDH	-0.37975
CCDC90A	-0.6105
RABL3	1.0245
CD320	-1.22
ANGEL2	0.48275
MRPL21	1.11625
SMG6	0.816
INSR	1.43375
FLJ14816	-0.483
GLRB	-0.0615
C9orf89	1.58075
CIZ1	-0.583125
URG4	0.188833333333333
LRDD	-0.958333333333333
CBY1	0.6565
NFX1	0.041625
MTERFD2	0.389428571428571
C19orf23	0.241
PGC	-3.067
IER3IP1	-0.1346
RASAL2	0.699
C1orf89	-0.458
SYNJ1	-0.422875
NFKBIE	0.063
FLJ40125	0.491333333333333
TCEB2	0.4176
NOG	-1.9455
POLR2J2	-0.291666666666667
HLA-B	2.57425
PCDHA1	-0.1475
PPP2R2B	-0.71875
ARHGEF17	0.351666666666667
TCF7L2	0.845142857142857
CHD5	-0.459166666666667
ZNF431	-0.578125
TBC1D25	0.39925
ZNF800	0.5185
SCUBE2	4.45581818181818
MYCBP	0.505333333333333
GPX5	0.2915
C6orf129	-0.234333333333333
QSER1	-1.1145
ULK2	2.35
PIGO	1.18266666666667
NRCAM	-2.47907692307692
SLC35E3	0.71375
CSRP2	-1.5025
HYPE	0.99025
MAPK15	0.177666666666667
MGC14327	0.14775
TIMM13	-0.346333333333333
ZNF462	-0.19175
GBA3	0.76825
TEX13A	0.2195
MCM6	-0.910111111111111
MTRF1	-1.065875
ABCA7	-0.07
EIF4A2	-0.676
ZC3H10	0.636
RPGR	0.184166666666667
C20orf94	1.286
RP1L1	0.18375
GPR125	-0.7695
USP22	-0.5485
OR1L4	0.0275
MLZE	0.8415
FLJ32065	0.327
PTCD1	0.36075
CRTAC1	1.40983333333333
BXDC2	-0.639
C18orf1	0.598
FAM107A	3.22078571428571
EFNA3	-1.082
P18SRP	-0.1401
CAMKK2	0.37775
KIAA0649	-0.7835
NES	-0.7865
HS6ST3	0.342875
PON2	-0.2725
TCP11L2	0.04825
CLEC4A	1.71275
PRR12	0.339
MLXIPL	-0.5567
C2orf50	-0.074
ZNF28	0.405
ENC1	1.156
MAP2K1	-0.286625
FKSG2	0.306
KIAA0430	0.20875
PTP4A1	-0.842611111111111
GPR156	0.409
GTF3C6	-0.39625
UBR2	-0.0367
LOC388272	-1.51375
MAK	1.32616666666667
ACOT4	3.60675
STC2	0.0304166666666667
PIGW	-0.51725
SAE1	-0.48225
COL6A1	0.0905909090909091
OAZ1	0.484333333333333
STMN4	0.527333333333333
EDG3	0.336833333333333
SGCE	-0.421833333333333
IL11	-1.97066666666667
PRSS8	3.6365
YIPF5	0.81775
WNT4	3.00125
CSN2	0.00116666666666666
TCF7	-2.963875
TDO2	0.556
SAMD9	2.7896875
S100A7A	-0.3125
MMRN1	2.1095
GKAP1	-0.12525
AKR1C3	0.354
RNF19A	0.247
GMDS	-0.61175
YKT6	-0.45175
SPARC	0.8967
C12orf31	-0.21725
UBE2V2	-1.2275
FBXL18	-0.956833333333333
KIAA0460	0.37775
ADAM22	-0.26525
SERPINC1	-4.44425
KCTD21	0.47475
MYOHD1	-1.77325
ZNF37A	0.0635
GTF3C1	0.515666666666667
CTSZ	0.89225
PRNPIP	-0.974375
DRD1IP	0.18925
NR1I2	-1.38133333333333
ZNF266	-0.8979
SPAG4L	-0.0655
COX4NB	-0.93775
SAPS1	0.535333333333333
APOA1	-4.61025
TATDN1	-0.451666666666667
C10orf82	3.1755
KPNB1	-0.47175
FOXO3	0.815166666666667
CRYBB2	-0.4805
ZBTB5	-0.898333333333333
SLC25A38	0.346
DCTN2	0.224333333333333
IFT20	0.51625
CTHRC1	1.056
C1orf31	-0.341125
UHRF1	-0.5850625
GPC6	-0.94325
C10orf54	2.242
MCF2L2	0.1705
WNT9B	0.037125
OLA1	-0.194625
FAM120B	0.891
TTLL10	0.485
CYorf15A	-4.36525
RELN	-0.8483
SCN2B	1.04925
MFHAS1	-1.083
NKX3-2	-1.636
RASGRF2	0.071
SSBP1	-0.4815
KPNA6	-0.100071428571429
LOC389118	0.0735
HS3ST4	-0.1499
SUPT7L	-0.104375
FLJ32658	-1.3155
IGFBPL1	-0.83625
KIAA1641	-0.2186
SHKBP1	-0.662833333333333
CSF1R	4.83675
NAGK	1.31125
MYL2	0.70475
HIST1H4C	-0.979333333333333
TOMM7	-0.116
ADAMTSL3	3.0178
TNFSF14	-0.341
PRRT2	-0.55725
VTA1	-0.271875
AOAH	3.33266666666667
CRISPLD2	1.4945
PNN	-0.9647
TA-NFKBH	-0.1675
ESPN	0.8415
RBM43	0.5035
KIAA1267	0.41675
DDX3X	0.118722222222222
KIAA1576	-3.641
PLXDC1	3.26066666666667
FLJ25801	-4.92825
HNRNPL	0.21125
RUNDC3A	0.079
CASP12	0.5265
SH2D5	-1.60475
RPL26L1	0.2485
OR51A7	0.39575
HDC	4.3245
C2orf16	-0.0866666666666667
SYTL3	1.754875
GOLGA4	0.701375
NOTCH1	-0.329666666666667
ATPAF2	1.56875
ECD	0.377
SSX5	-1.63616666666667
SNAP91	0.24575
OCA2	-2.868
PNPO	0.808166666666667
DAPK1	0.1995
PINX1	-0.852
SELENBP1	1.411
NEK3	-0.482
TMED4	0.524142857142857
SSTR4	0.0215
FOSL1	-2.8617
CD40LG	0.2975
CES1	0.301083333333333
DCI	1.15066666666667
B3GAT3	-0.595666666666667
STK17B	0.2055
CNTN6	0.0555
CYP3A4	-1.19133333333333
MBOAT2	2.87907142857143
PISD	0.68325
USP1	-0.9385
PYDC1	2.055
CENPM	-1.4625
SAR1B	1.317
TTC7B	-0.291125
DP58	0.1285
GPC1	-0.06625
RBL1	-1.44175
TMEM137	-1.31483333333333
TOB1	2.41158333333333
TCEAL1	1.18566666666667
CENPF	-1.35545454545455
C6	1.352
PRSS1	-4.4225
PPIL6	1.46416666666667
C6orf124	-0.03
ODZ4	0.5285
SNCB	-0.1055
NDUFB9	0.284375
CNOT6L	0.507166666666667
S100A9	0.511666666666667
TRIM50	0.211
KCTD1	1.5858
WDR63	0.19275
SPEF2	1.885625
RNGTT	-0.474166666666667
CXorf22	-0.019
KCNK16	0.10625
CEP250	-0.775625
ATPBD1B	-0.082
KCNJ2	2.9845
MT1B	0.2905
ZNF684	-0.609
SLC4A1	0.61175
PDHA1	-0.63275
ZNF492	-0.7985
TKT	-1.348
BYSL	-0.78275
RNF38	0.073625
AHDC1	0.1245
KLHL2	0.15125
CMTM8	1.7895
DMP1	-0.001
HERPUD2	0.25875
CRTAM	1.48516666666667
ZNF572	-1.00225
TMEM16J	-0.3585
HSD17B2	-1.48125
UBE2G1	0.229125
AHSA2	-1.8205
PELI2	-0.5685
TPX2	-1.51425
ATP9B	0.77
DAZAP1	-0.546375
HMGCS2	2.96666666666667
C17orf38	0.5315
B9D1	0.558375
NKX2-5	-1.44583333333333
KIAA1276	0.9295
LILRB2	3.274
CSTF1	-0.110833333333333
BTN2A1	-0.32
C15orf48	6.10025
IGF2BP3	-4.45175
FAM113B	0.507166666666667
HRG	0.13475
ZNF131	-0.40725
USP47	0.188785714285714
CCDC88B	-0.2055
HCN1	-0.3152
HTN1	-0.234833333333333
SYCP3	-0.46
C13orf23	-1.2582
PAPOLA	0.10375
AATK	-0.6857
MSH3	0.87
NDUFAB1	-0.34325
ITLN2	-0.959166666666667
BAK1	-0.0451666666666667
MRPL45	0.0301666666666667
MTNR1B	0.0226666666666667
LOC645843	-0.031
SPECC1L	0.103
PGCP	0.3135
SPN	-0.254
GPR143	1.8305
ZNF576	0.197
TMEM39A	-0.0856
ATP5D	-0.240166666666667
MAGEB3	-0.0655
RPS5	-0.7025
ANP32E	-1.70821428571429
MTMR1	-0.0485
YEATS4	-0.15175
SYNGAP1	0.1455
PCOLCE	-1.086
MNS1	1.117
PCYT2	0.153333333333333
ZNF182	-0.24125
LAX1	0.676375
SPPL2B	0.4743
ELOVL5	1.0733
PCDHAC1	-0.1485
B4GALNT1	-1.59716666666667
BLOC1S2	0.708375
ZNF673	-0.4051
ARHGAP21	-0.3115
IRX5	3.393
LRFN5	0.550166666666667
FAM7A1	-0.35775
RAB19	0.548
GINS1	-1.121
ITM2B	1.219
PAPSS2	0.628083333333333
OR5BF1	1.173
ACSL3	0.70225
KIAA1919	-0.389666666666667
GLT8D2	1.711625
UTRN	1.24035714285714
CNN1	2.89925
HISPPD2A	0.310666666666667
SDAD1	0.3125
SIGLEC9	1.702
RPL35	-0.217142857142857
C22orf26	0.5645
IMPDH2	-0.966625
WDR69	-0.27925
SEC14L5	0.841
CLTA	0.51925
RP11-529I10.4	0.5705
GPR37L1	0.163833333333333
OGDH	0.318
ASB13	1.44716666666667
ZFP14	-0.33225
ZCRB1	0.4105
KPNA3	-0.14675
HSPA1L	1.103
RHOC	0.88825
LOC554175	-0.39875
PPP3CA	1.1607
SLC1A7	-0.5354
ZNF529	-0.798333333333333
RBED1	1.6055
DDB2	-1.0395
FLJ11286	0.996666666666667
SPATA1	0.671
MKNK1	0.517666666666667
DYSF	1.11083333333333
ALKBH2	-0.13525
NKD1	-3.83516666666667
C1orf174	-0.3455
PLEKHO1	0.160166666666667
ASB10	0.284
RING1	-0.151166666666667
NPC2	0.71725
AVPR1B	0.161
YTHDF1	0.104166666666667
LMAN1L	0.2745
GSG2	-1.554
CEP170	-0.3512
RPS4Y2	-6.331
MSH6	-0.675
HECTD2	1.72133333333333
ZNF556	-2.12666666666667
PLEKHC1	-0.3516
AIRE	-0.139333333333333
BCL2L10	0.60275
LMOD3	0.0945
ZBTB8	0.0613
FOXA2	-3.528
SLCO2A1	2.433875
C3orf46	0.056
PRDM16	-0.1
TMEM98	1.222
FRMD5	-2.2315
PDE6C	-0.267
C1orf216	-0.0141666666666667
EP400	-0.144928571428571
PTK2	0.217166666666667
RNF217	-0.20775
NDUFA8	0.4175
ZFAT1	0.454
LAMP3	0.6475
GLTSCR2	0.6105
NPW	-1.6815
LLGL2	0.7853
PPM1K	1.19816666666667
C20orf177	-0.3875
KIR2DL4	0.3184
NFKB2	0.12875
C21orf122	-0.187666666666667
HESX1	0.484
GPR114	0.661333333333333
SLC25A35	1.0105
GNAT1	-0.36875
ORAI3	1.4185
FAM76B	-1.274375
TMEM99	0.53
TRIM29	0.9141
CDS1	2.89375
RHEB	0.0165
C4orf27	-0.594833333333333
RAB3A	-0.25425
OTUD6B	-0.07975
GPD1	3.459
CDH15	-1.50416666666667
NPM1	-0.368928571428571
TMEM117	-0.98025
PRPS2	-0.80525
GCK	-0.304
ADRA2A	3.57083333333333
TSPYL4	-0.2275
TASP1	0.026
WDR19	0.60825
C10orf38	-1.322
PDE4C	-0.6365
FYB	0.729333333333333
C1orf55	-0.0305
PPFIA3	-0.47425
RAD18	-0.579
C12orf44	0.445
CRYBA4	-0.3535
HVCN1	1.15025
TAF10	0.112
C16orf48	-0.889666666666666
DEPDC5	0.450666666666667
LTBP1	-1.951
MAPRE1	-0.09275
FGF8	-0.3405
C3orf52	1.913875
SENP7	-0.389666666666667
LRRK2	0.61025
RUNDC2A	0.383
KIAA0355	0.345666666666667
CPEB1	-2.4685
PPEF2	-0.1315
ABI2	-0.472833333333333
KIAA0317	-0.08775
ATF1	-0.1105
DYNC1H1	0.356125
DIP	-0.16775
TMEM33	0.511777777777778
POLDIP3	-0.39275
C7orf24	0.64875
GPR171	2.15925
CDC6	-1.33433333333333
PLD1	-0.6507
ITFG2	-0.227
NDUFC1	0.7715
AKNA	-1.0015
NBR1	1.0815
PKHD1	0.204125
HPS4	-0.8693
MAFA	0.336
ULBP3	-0.05375
DIRC1	0.578
IMMT	-0.372875
C22orf13	0.37475
CEL	0.17075
MARK3	-1.12
ADAMTS2	0.710416666666667
ARPC3	0.619833333333333
TMEM10	-0.08925
NPHS1	-0.264
BRD8	0.586666666666667
WDR12	-1.68975
IDI2	0.0145
HOXD13	-1.725
OR8G2	-0.446
SLAIN1	-1.638
GABRQ	-0.44275
NR2C2	-1.1735
NKTR	-0.6562
TLE2	0.925
KIAA0892	-0.2715
AURKA	-1.68945454545455
GPRC5C	0.997333333333333
TBC1D9B	0.819
PNPLA6	-0.596166666666667
AP3B1	0.3555
NAG	-0.438
C11orf68	-1.01825
AKR7A3	2.9445
AHCYL1	0.414583333333333
COP1	0.7125
RPP14	-0.037
PCDHB18	0.7515
CDH24	0.5255
KRT17	1.3646
LACTB2	-0.24725
DDX24	0.6185
PHACTR1	-2.746
SLC35E2	-0.286
LOXL1	-0.7435
IQSEC2	0.35625
RGSL1	-0.634
PCDHGC5	0.472
MEGF10	-0.1695
PRRX1	0.209666666666667
ASTE1	0.404
C6orf159	-0.677
MYOD1	0.6225
GAA	1.112
ZNF747	1.284
KLRC1	-1.129625
IL1RL2	0.332
GDF9	1.477
GPR119	0.468
TRAF2	-0.134166666666667
HCK	3.72016666666667
BMP6	-1.69725
IL8RA	1.20733333333333
FLJ35848	-0.38
EFHA1	-0.066
CDSN	-0.7475
C14orf54	-0.207833333333333
LSM3	-0.474
ZFP41	0.239
C9orf126	-1.59533333333333
VIT	0.834
SPCS3	-1.15225
DEF8	-1.4513
CHAF1A	-1.29933333333333
C1orf165	-0.158333333333333
ZFPM2	0.8315
FTH1	-0.384
SLC35F1	-1.72375
YWHAH	0.7745
C17orf66	0.0301666666666667
ADRB1	0.302666666666667
FOXL1	0.0495
RG9MTD3	0.0661666666666667
UMPS	-0.25425
MGC13008	0.032
KIAA1161	-0.0855
CCDC77	-1.1845
C12orf65	0.0325
COG4	-1.07
RCP9	0.746666666666667
RP4-692D3.1	2.40316666666667
CDC2L5	0.30425
MGC7036	0.896666666666667
DNAJC11	-0.5115
GDF2	-0.460166666666667
TIMM17A	0.1245
HNRNPA0	-0.4631
OR2H1	-0.19325
PCBP1	0.19625
COL23A1	-1.868
LRRC2	0.449071428571429
NSD1	0.579928571428571
FLJ37078	-1.897125
WDR91	-0.0478333333333333
TMEM179	-0.289
DSCR10	0.2825
CNDP2	0.4158
FYN	-0.778
BEX2	-0.0629999999999999
KCND3	0.099
YPEL5	1.20475
LRRC42	-0.266
C17orf45	0.069875
ZNF649	-0.2678
LOC150763	1.259875
COL5A2	1.26416666666667
CNGA2	0.1855
ELA2B	-0.268833333333333
RAB9B	-0.174
FAM100A	0.17
NAIP	0.0280714285714286
MYOZ2	0.651
SPATA12	-0.168
XRCC4	-0.47175
CYB561	1.9454
CHST10	-1.48625
BAI1	-0.733
BRSK1	-0.948666666666667
C17orf89	-0.314
PDE6H	-0.515
FLJ20309	0.2047
MAP7	2.040875
SCN4B	1.80425
SPAG9	-0.5929375
SERTAD1	0.612833333333333
FLJ21963	0.6245
ANTXR1	-0.3956
TMPRSS13	1.4355
ETV7	2.93466666666667
DGAT1	1.03883333333333
NKIRAS1	0.617166666666667
TAC3	-1.77375
CORO1C	-0.652916666666667
RAD54B	-0.8715
HRASLS3	2.58516666666667
C21orf42	0.14875
BARD1	-0.0381666666666667
ZNF177	0.169166666666667
MIP	-0.8085
ZNF442	-0.3555
F2	-4.4426
GRIA1	0.080625
GALNTL2	1.109
WNT5A	-2.119
LENG9	0.425
hCG_25371	-1.234
FOXR1	0.464
TRA@	0.3334
PWWP2	1.312
C1QTNF7	1.0315
SLC7A4	1.24025
C4orf7	2.7795
C17orf80	0.530166666666667
KLK4	0.200833333333333
IL31	0.1155
TMEM176A	3.39925
CTNNB1	0.4653125
BHLHB2	1.19975
TMEM185B	0.886833333333333
ARD1B	-0.64825
C1orf93	1.016
BRUNOL4	-0.666666666666667
LOC541469	0.22
UPK2	-0.2795
GAS8	0.5565
PATE	0.0365
IMPACT	0.128375
WNK4	2.019
HNRPLL	-1.06675
GAD2	-0.438
ITGA6	0.11125
BMP15	0.0185
CYP2A7	0.272625
RIC8A	0.400125
CCND1	2.22658333333333
USP35	0.0815
DSCR2	-1.28825
CCL4	4.22083333333333
ZCCHC10	0.4215
NOL11	-0.62075
TRPM2	2.48708333333333
PSMD2	-0.566545454545455
CHTF18	-1.3855
USP18	2.117375
RRAS	0.449
LAMC3	0.234
TOX	-3.27216666666667
PCDH15	-0.232
GABRG3	-1.2565
NUDCD2	-0.10425
SGCZ	0.2045
KCTD17	-0.5938
SPSB2	0.436
TPPP3	2.21216666666667
CILP2	-0.0291666666666667
CALB2	3.94775
CEBPZ	-0.675333333333333
ZNF479	-0.2795
FMOD	5.61366666666667
C21orf66	-1.09778571428571
CLN6	-0.3855
ANAPC1	-0.803
SH2D3C	1.693
PTPN14	-0.1207
TRIM42	0.1975
APTX	0.21675
SNRPG	-0.818833333333333
BMS1	-0.2915
MAGEA3	-5.2485
NFATC3	-1.15283333333333
LRRC45	0.626833333333333
ARS2	-0.228571428571429
LRIG1	2.4835
EPSTI1	1.24016666666667
PRSS27	0.72875
ERC2	-0.3895
PRKACB	-0.0860714285714286
PRDM13	-3.7905
HCG27	-0.66175
KLK12	-2.709
HSD17B7	0.0255
ZNF354A	-0.1075
PCDH11X	0.559
DMGDH	1.07775
PCBD2	0.636166666666667
TMC6	-1.105125
RIMS1	0.404125
SF3B2	-0.896833333333333
RCN1	-0.682833333333333
CPB1	3.0165
BCAR3	-0.07125
FCRLB	0.948125
PAK1IP1	-0.7925
OR10H1	0.4985
KIF9	0.9465
PITPNM2	-0.952125
L3MBTL4	0.215
TGFB1	-0.763
ZXDC	0.213
SLC6A16	-0.194
SRrp35	-1.099
LRRC8E	1.87075
PPIAL4	-0.5315
EOMES	0.4905
PAX2	0.23
SCARF2	-0.1425
PSEN2	1.20166666666667
PCDHB13	0.39975
C10orf28	-0.100125
DHRS7B	1.81392857142857
C1orf131	-0.3605
ASB1	-0.6656
ZNF223	-0.327
LCMT2	0.5635
MEP1A	-0.86675
TMEM53	0.9465
RSPH3	1.05875
C10orf33	0.4365
LOC644285	0.365
PTPN9	-0.1095
ABCA12	3.1475
CCDC37	-0.54925
RUNDC1	1.9597
YES1	-0.343833333333333
FAM120AOS	1.31025
OR5M3	0.0105
PPP1R3F	0.451416666666667
IL13	-0.0554
MDFI	-1.20475
PRNT	0.17125
ZDBF2	-0.4335
OR10C1	0.147833333333333
CLIC1	-0.2415
LILRA5	0.742166666666667
CSAG1	-4.9535
TREML2	-0.512666666666667
FAM125A	-0.0741666666666667
ZNF74	-1.45375
FAM104A	0.72975
LRRC39	0.1075
SAMD5	0.6865
HYAL2	0.91775
HIST2H2AC	0.343625
IGFBP5	0.0985217391304348
NRTN	-0.623
KIAA0556	0.4933
FAM29A	-1.47361111111111
JMJD2A	0.72525
EPHB1	1.213
POLD4	1.322875
ANAPC10	-0.4545
LRRC36	-0.28975
MEGF6	-0.13125
LPHN3	0.783666666666667
BMP10	0.188166666666667
C21orf55	0.146
CREM	-0.627875
PTGER4	0.6435
METAP1	-0.79925
KCNQ1	1.59716666666667
NR2F2	2.461
SSFA2	0.0581666666666667
CTTNBP2	1.027
BCL2A1	-1.164125
ZBTB24	-0.039625
SLCO6A1	-0.5525
PRDM1	0.5471
OR7D2	-0.0251666666666667
CCDC47	0.4415
LOC646982	-0.0715
SLC26A6	-0.5285
BIN1	0.152
SRRM1	-0.144785714285714
PCSK1N	-1.18475
ALS2	-0.0558
ECT2	-0.842526315789474
CACNA2D2	1.475
DOCK6	-0.45825
C10orf119	-0.1445
FATE1	0.3025
DUSP23	1.30125
TRIP6	0.0855714285714286
NUP35	-0.4465
CDH3	1.9285
KLHDC8A	0.2625
C9orf116	1.779
EI24	-0.41
CENTD1	0.299333333333333
RWDD2B	-0.0475
DOCK1	0.9985
NPAS2	-0.513625
NR3C2	3.0625
FAM63A	0.654083333333333
INPP5F	-0.952166666666667
FAM111A	-0.472
MYBL1	-0.117916666666667
IQGAP3	-0.134333333333333
CRADD	0.194333333333333
DUSP12	-1.6235
PDZK1IP1	3.19425
VASH2	-0.822
CTR9	0.9055
VIL1	-4.71725
OR8U1	0.916833333333333
CCDC107	1.1435
PTTG1IP	-0.20275
OR4X2	0.2515
COL9A1	-1.911
PSMD9	0.535
ZFP62	0.267
TIP39	0.04825
PARP15	0.63
TTC19	0.858
C1orf114	-1.43083333333333
GFPT1	0.3315
SLC27A6	-0.0065
MRPS10	-0.5521
CALML5	3.39433333333333
TRPM7	-0.0675
CGNL1	2.4625
CECR1	0.6305
SERPINB8	-0.3185
TMEM102	1.23675
PDIA2	-3.7125
NUCKS1	-0.0475
HOTAIR	1.4425
EBI3	0.38575
NXN	-0.083
ZMYND19	-0.486625
FOXJ3	-0.1445
EIF5B	0.0616
EIF2B4	-0.172666666666667
LEO1	0.2105
ZIC5	-1.33091666666667
IL20	0.245333333333333
KIAA0415	0.3165
FLJ37357	-0.1095
TSPAN12	2.76225
ACTR3B	-0.082125
TFAM	-0.308166666666667
IL17RD	-0.318625
PARP12	1.98525
KLHDC7A	1.1
KCTD4	-0.057
GTF2H1	-0.0965
FLCN	-0.0335
BIRC4	0.491375
LOC790955	-0.76725
VKORC1L1	0.94025
CYP4F22	0.823666666666667
TAS2R5	0.6335
ZNF582	0.5495
HS3ST3B1	0.133875
CTNS	1.04125
STK36	0.524333333333333
MMD2	-0.19225
RP5-1103G7.6	0.0755
FLJ23356	0.1415
CRH	-0.58575
C1orf182	0.423833333333333
ACP5	3.0245
AMFR	1.0657
CA4	0.94875
PLCB4	-1.03325
MPHOSPH10	-0.465
UNQ473	2.19783333333333
G3BP2	-0.0921666666666667
SR140	-0.465
HOXA2	0.37575
PYGB	0.203375
BAT1	-0.398666666666667
DKK3	-0.535166666666667
DDX31	-0.646625
TULP1	-0.411125
NHLRC2	0.7875
TNRC4	-0.410166666666667
ZNF430	-0.3065
TNRC6A	0.065375
PLA2G1B	2.16083333333333
RCHY1	0.0498333333333333
GTF2A2	-0.564166666666667
MGC4294	-0.9265
ZNF691	-0.108
TACC3	-0.8915
