Hybridization REF	TCGA-AO-A12D-01A-11R-A115-07
GSK3B	0.4
RALB	0.86275
PDXP	-1.62483333333333
GNGT1	-1.067875
KIR2DL1	0.8705
TNFAIP3	0.9885
C6orf32	0.8378
CBLN2	-1.40125
PANK3	0.96575
TAAR9	-0.8115
WDR82	0.170714285714286
APOM	-3.895375
TRIP10	-0.5635
SPATA16	-0.2255
C1orf135	-0.72
USP51	-1.123
TESK1	1.0535
C11orf64	-0.0538571428571429
ZNF611	0.7835
PDE6G	0.424333333333333
HLA-DQA1	3.97675
GCLC	0.46825
SEC61A1	0.879928571428571
TWSG1	0.931333333333333
ZMYND10	-0.326
CTDP1	-0.063
ADAMTS6	-0.134666666666667
SLIT1	-2.2865
KRT86	2.7165
KIAA0574	-1.9475
GTPBP2	-0.2773
PQLC3	1.87625
PRRX2	0.8225
C15orf44	-0.2385
MKKS	-0.74375
C11orf10	-1.211
GPR110	2.484
CD109	-1.4505
ADCY1	-0.2655
RHBG	-3.385
TP53I3	-0.217625
SLC22A3	-1.5438
UCP2	1.2335
FOXG1	-1.622
OR2AG1	0.266
TRIM24	-0.76375
PROC	-3.518625
TAAR6	0.1115
AMTN	0.74
C10orf47	0.120333333333333
DEPDC1	-1.6645
FLJ45557	1.048
ZDHHC17	-0.6385
KIAA1429	0.8115
KCNH1	0.40425
VNN3	2.857875
PSMAL	4.06325
PPARD	0.59075
HFM1	-1.39025
YBX1	-0.865333333333333
ZNF695	-1.353
SCTR	-0.584166666666667
DCDC1	-0.1805
VPS26B	0.3435
MTF2	-1.38116666666667
ATP6V1F	-0.481
CCDC94	-0.60725
PERF15	0.3315
CCL11	3.3495
LMO7	1.0935
DCST1	0.688
ADRBK1	0.419875
CDRT4	0.075625
ZNF84	0.1495
HOXD8	1.8045
STARD8	-0.00333333333333333
FOXP2	-1.213875
CCDC103	0.62375
POLR3A	-0.6848
GSC	0.928833333333333
ZNF114	-3.25666666666667
HTR7P	-0.4375
LALBA	-0.63
RMND5A	0.375833333333333
PSCD2	0.6355
ZNF409	-0.447
KRTAP1-3	0.279833333333333
MAF1	-0.28575
LOC201725	-0.910833333333333
NRN1	-1.875875
SPAG5	-0.172333333333333
DNAH7	0.821666666666667
FLJ43860	0.169
BRCA2	-1.0695
ACADM	-0.035
CXXC6	-2.3295
RAGE	-2.444
CHMP2A	0.8555
FAM8A1	0.7021
GPR21	0.0885
SLC12A3	-3.24766666666667
FVT1	-0.0698571428571428
ZDHHC7	-0.114
FLJ44048	0.851
SLC44A3	3.55766666666667
SDSL	0.8895
MMP8	-0.648
PLA2G12B	-3.37183333333333
ACY1	-0.12375
MT1E	-1.386
OR4K15	0.885
TECTB	-0.2855
GPR20	-0.2385
IRAK2	-0.4305
RFPL3	-0.271625
MYO9A	-0.0295
NARG1L	-0.28825
BLMH	-1.38675
CCDC3	3.21866666666667
C9orf21	-0.145666666666667
KIAA0513	0.103333333333333
MIER2	-0.467
PNMA2	-1.51133333333333
SH3BP2	0.4338
ANXA10	-1.23525
RTN2	1.219
TFB1M	-1.471
PRPH2	3.296
C14orf133	-0.27575
GOLGB1	1.64225
IRX4	0.66175
NFKBIL1	-0.3095
C10orf62	0.5435
APBB3	-0.0075
RPS10	-0.2697
LOC728378	-1.4055
TLE3	-0.163722222222222
PSMB7	-0.972625
MESDC1	-0.046
SLC6A1	1.59183333333333
OCLN	2.30466666666667
PTTG3	-1.88866666666667
NAGLU	-0.6045
SERTAD4	3.704
SPRY1	2.03925
FLJ10781	-0.918083333333333
MYSM1	0.274
TRIM4	0.115571428571429
SH3YL1	1.9045
TREM2	3.92366666666667
SERPINI1	2.4455
HDHD3	0.593875
TMEM38A	0.91725
EID2B	-1.5805
TDRD3	0.4265
SEDLP	0.5935
THSD7A	0.553666666666667
NDST3	-1.7205
KLHL15	-0.78525
DHRS12	1.666
FBXO9	0.263857142857143
TNPO1	-0.792333333333333
MRPL13	0.4045
SNX5	-2.2475
METTL6	-0.0235
SOD1	1.204125
CHML	1.05066666666667
PACS1	0.414375
SIRT5	0.6616
CAPN2	4.35766666666667
FXYD5	0.264166666666667
TWISTNB	-0.414875
LRFN1	-0.390833333333333
UBE1L	1.4865
UBE1C	1.3475
OR51B2	-0.123333333333333
OR4D11	1.188
C15orf2	0.702
NR4A1	0.335666666666667
LOC339047	-1.713
TRIM17	0.3125
ATP5G3	-0.6895
RPL15	0.241416666666667
ADAMTS8	-0.88725
HOXC4	-0.08
C14orf37	1.3895
CEACAM5	2.05175
MYT1L	-0.4945
RASA2	-0.279875
OSBPL7	-1.6455
STAG1	0.155
GIMAP4	5.567
FUT3	2.67366666666667
PIF1	-2.74175
LPIN2	-0.119
SH3PX3	0.24
PDP2	-0.774
PAPD1	-0.680625
ERP27	4.6085
APOOL	-0.5378
DIABLO	0.05375
TRHR	0.503875
ARMC9	-0.653
RNF152	3.63175
SLITRK3	-0.351666666666667
ZNF211	0.5184
PFDN1	-0.771125
RGS11	-0.546375
HS6ST1	0.5945
AKR1D1	-0.67325
TNP2	0.607166666666667
STK31	4.8165
EML4	-0.51075
SGTA	-0.922333333333333
HIST1H2BI	0.679166666666667
PSMD6	-0.436166666666667
KIAA1257	-0.54875
C18orf55	-0.657833333333333
FLJ20273	2.897625
RPL28	-0.712333333333333
EPYC	4.74
NOX3	-0.6595
ELAC1	-0.194333333333333
METT11D1	-1.00275
BIN2	1.7825
NACA2	0.27025
CCDC17	-0.96575
HM13	-0.3341
UBOX5	-0.48675
UBE2O	-1.117625
UBL5	0.538
APOLD1	0.96025
C9orf31	0.4125
TNFSF8	0.539
ARHGAP29	0.809375
PROKR2	-0.044
PDE5A	-0.454
C6orf12	-0.754
TOM1L1	0.281
WHDC1	-0.63975
FOXI1	2.48483333333333
RAB4A	2.5327
TMEM39B	-0.723
ATPBD1C	-0.4495
FARSA	-0.539166666666667
PLEKHG5	0.496
CMAS	-0.590333333333333
OR7E24	-0.336
SLC30A1	-0.387
CDC42EP5	-1.91183333333333
PLAC1	-1.08475
KLHL18	0.0670833333333334
LBA1	1.7602
TAZ	-0.76775
CRIP2	1.499625
BTBD11	1.04383333333333
C16orf72	0.6115
DIO2	2.162
LRRCC1	1.671
CCDC136	-2.337
PRX	-0.7485
RBM5	-0.2045
TMEM85	-0.32275
TUBGCP4	-2.03766666666667
APLN	0.00475
CDK7	-0.396333333333333
SSR2	1.39441666666667
CRELD1	-0.05475
C19orf46	1.643
GAL3ST4	0.882833333333333
KBTBD10	1.7275
IL28A	0.6615
WDR27	-0.695
MCM2	-1.91183333333333
SOX14	0.84
FLJ39743	0.777
KIAA0922	-0.2795
HIPK4	-0.459
FLJ25758	-0.6585
C16orf57	-0.05375
PDZD2	2.392125
MCC	-1.0925
HHLA3	-0.2676
ID2	-0.16425
C20orf23	1.19466666666667
ZNF688	-0.24475
APOC2	-1.33716666666667
LOC440093	-0.82275
FAM50B	1.34016666666667
PWP1	-0.4625
DNAH10	2.87575
HIST1H2BA	0.33475
GPR56	1.02433333333333
METAP2	0.1545
PAN3	1.22666666666667
STXBP4	-0.81575
PDHX	0.316
MTA1	-0.517333333333333
ZBED4	0.110625
ZNF720	-0.05625
CDK2	-1.44825
RHOJ	0.209625
CDC37	0.318
ZER1	0.15425
GRK4	-0.07775
PRPH	-0.72175
POLR2A	0.256142857142857
OGFOD1	-1.10875
NOL5A	-1.0375
PHEX	1.743
FLJ16478	-0.179
C20orf117	-1.17185714285714
CAMTA2	0.297
C11orf74	0.7715
DDX17	-0.183083333333333
C5orf27	0.714625
PLEKHA2	-1.75933333333333
PDE4DIP	0.4235
SCN7A	-0.409666666666667
ZNF559	0.104666666666667
CXCL10	4.89375
ZMYM4	0.477833333333333
STK32B	-1.0268
KIAA0888	-4.0415
TACR3	0.3155
CKAP2L	-1.4615
KIF1A	-0.360833333333333
RSPRY1	1.552
VCAN	2.3555
CYP27C1	-0.0045
SYDE1	-1.47716666666667
MED12L	-1.64666666666667
ZDHHC21	0.7695
NHS	0.897
TM9SF3	1.69483333333333
DDHD1	-0.36575
MAFG	-0.976083333333333
BICD2	-0.1693
C14orf119	-0.0221666666666667
C14orf43	-0.295
CDH7	-1.6925
ALKBH5	-1.02121428571429
JUP	1.282
TMEM41A	0.484833333333333
MAMDC4	-1.2145
CBX3	0.7965
LRRC18	0.2405
RBMXL2	-0.29475
PLA2G4D	0.309333333333333
FGF13	0.842125
KIF3A	-0.677833333333333
PDIA6	1.035
DCXR	-0.147
CASKIN2	0.0423333333333333
EHD1	0.3855
MARCKSL1	0.466166666666667
ZNF496	-0.696166666666667
SCAF1	0.150333333333333
KCTD8	-0.6595
TRAF3IP3	2.25121428571429
LSR	2.31225
CXorf1	0.410333333333333
C14orf112	0.212333333333333
EIF2B1	-0.0115
OMP	0.1285
GSTZ1	-0.301
LOC92017	1.166
ISLR2	0.1645
C12orf36	0.655
GATA2	-1.59666666666667
GABRA5	-2.104
CELSR2	-0.234142857142857
STAM2	1.5806
TNAP	-0.987
PTPMT1	-1.14966666666667
GRP	6.36225
SV2A	-1.9145
MAGEA12	-3.9685
CACNG1	-0.57
C18orf19	-1.044
GSG1	-0.555333333333333
PTPRJ	0.4855
FRMPD1	0.015
ZNF668	0.16325
PLEKHJ1	-1.5755
ADAT1	-0.7506
TMEM50A	0.9719
UCN3	0.2425
HOOK1	1.129875
IL17B	-0.5975
MLKL	0.234333333333333
TTC14	0.296166666666667
KLHL5	0.4745
CRYL1	0.494
FOXH1	0.183
NFYB	1.067125
PPM1G	-0.47025
GOLGA2LY1	-1.93
NMT1	-0.473
HADHA	-0.4481
CHSY-2	3.89475
PLEKHF1	0.272428571428571
SAGE1	-2.097
MUSTN1	0.4775
SUHW4	2.22275
TFEB	0.769333333333333
ZFYVE27	-0.47075
ATG12	-0.455333333333333
BMI1	1.32514285714286
ZIM3	0.118
MYH4	-0.74375
MASP1	-1.641
KIAA0984	1.13725
RPAP2	-0.30275
ASB5	-0.198
BOLA3	-1.8165
MIA3	2.01066666666667
KRT35	1.203
KIR3DL3	-0.935
MRPL51	-0.769
SEMA3F	2.245
NDUFB2	-0.918
LOC253012	5.93475
FAM46C	0.7878
G6PC	-2.721625
CSAG3A	-4.04433333333333
PREX1	-0.224
SLC25A45	-0.043375
MAPKBP1	-0.1994
CPE	2.2085
GNB1	-0.127875
CXCR6	4.458
TRIM46	-0.17175
C16orf3	-0.0506666666666667
HPSE	1.84075
TIGD3	-0.8935
SPG3A	1.96475
LCAT	-1.62566666666667
ST6GAL1	0.627222222222222
POMC	0.49825
FLJ36031	0.371333333333333
NSMAF	0.0141666666666667
SKIL	2.473
ADSS	0.975666666666667
HMGCS1	-0.221
POLR3F	0.123666666666667
RAB10	1.064625
ZNF277P	-0.395625
ZBTB7B	2.037375
DHRS1	0.641
ABCC13	0.377875
CNOT3	0.1445
NFKBIA	1.52425
GAK	-0.4085
SFT2D2	2.10116666666667
HOXA6	0.0945
CRTC1	-0.73325
LY6D	0.6455
C20orf72	-1.22983333333333
CPT1A	-1.292
LMO1	0.5725
EIF3I	-0.82325
PRB4	-0.04075
MCM3APAS	-1.36875
C20orf132	-0.6098
FOXF2	-2.75175
S100A12	1.107
MLH1	-0.200833333333333
ACTN1	1.227
MRPL36	-0.6935
C20orf106	0.752
FBXO6	1.088
MKS1	-0.472166666666667
CX3CR1	-0.593125
PDE1B	0.788
PLP1	-3.8765
KISS1	0.1565
C14orf2	-0.991
TBC1D3P2	-1.3895
COMMD6	0.8867
ANKRD7	-1.48525
PTCHD1	0.74275
NARS2	-0.5515
DOCK7	-0.7605
FAM127B	-0.584375
LOC390243	-0.111833333333333
N6AMT2	1.36625
ZNF391	-0.74
DNAJB14	-0.391666666666667
WRB	0.882375
BPI	0.401545454545455
TTC4	-0.350166666666667
FAM10A5	1.5745
GOT1L1	0.00877777777777777
MAGED1	1.567625
RESP18	0.13725
WFDC6	1.01375
MT2A	-1.213
C11orf56	-0.304
KIAA1432	1.091
ROR1	-1.56225
HSD17B14	1.1815
ZFAND2B	0.0195
SAMD4B	0.4225
HEXA	-0.153125
HNRNPU	-0.226136363636364
USP39	-0.2265
NRD1	0.43275
R3HDML	0.003
FLT4	0.305
OMG	0.151833333333333
OR52N4	0.3355
LOC399818	0.03425
ELA2	-2.019
VENTXP1	1.242
RFC5	-1.9145
OR52L1	0.599
PAX5	-0.2
FBXO2	-1.098
GMEB1	0.281
AKT3	-0.724
CRB1	-2.173
CTTN	0.820333333333333
UTP15	-0.250333333333333
HSBP1	0.509083333333333
PHF11	2.78225
NDEL1	0.322666666666667
USP8	-0.054
BAIAP2	0.08875
SI	0.537666666666667
ARSJ	0.581166666666667
BAAT	-2.9985
KCNS3	4.05183333333333
LOC126147	-0.200833333333333
TMEM37	-0.08275
C1orf162	3.73866666666667
MBD1	-0.3766
ITGAL	0.932166666666667
WDR73	-0.6235
GKN2	0.387
ARFGAP1	-0.52375
SLC5A8	3.80116666666667
ZBTB40	-0.5696
CYP4B1	4.61016666666667
LYPLAL1	0.26175
CHST3	-0.5475
MAP3K9	-0.14
BTAF1	-0.446833333333333
TFAP2E	-0.0245
RBM35B	1.2275
LOC441251	0.044
ANKRD25	-0.334944444444444
UQCRC2	-0.2525
MAEA	-0.112916666666667
HYAL1	-2.732
RNPEPL1	0.193666666666667
CPSF2	0.451
PSD3	-0.3101
ABCA13	0.078625
AGR2	1.14825
GBX1	-1.7995
HDLBP	0.780857142857143
ACY3	0.3195
HECW1	-0.28675
ZNF519	-0.26675
HOPX	4.853125
ZNF304	1.588
OR12D3	-1.1445
FKSG43	0.1855
METTL1	0.00562499999999999
MFSD3	-0.2501
PSPH	-1.06625
CLCA3	0.118
DARS2	-0.444666666666667
CDC25A	-1.9315
BAIAP2L1	0.459
B3GNT5	0.756125
USP29	-1.38777878078145e-17
ARHGEF10L	0.4153
ATOX1	0.651625
ADAM30	0.705
DNASE1	0.50675
STT3A	0.942166666666667
RAB6IP1	-0.47175
PTN	0.5588
C1orf106	3.24976923076923
HECA	2.099
RNF122	1.36875
SLC22A18AS	-0.622666666666667
GNG8	1.46466666666667
ELP4	-0.104
FAM65A	-0.00883333333333333
RPL10A	0.321333333333333
IRS4	0.621
MACF1	0.2014
SEC24D	1.36425
LOC374395	-0.03625
TGFB2	1.645625
MDFIC	0.483625
CHRNE	0.165
PCMTD2	0.0446666666666667
ATP6V0D1	0.315
MTA2	1.107
LZTR1	-0.418666666666667
RAP1A	1.11216666666667
AXIN1	-0.787125
POLR1C	0.52125
TRIO	-0.88225
PLXNA4A	-0.57225
C5orf33	-0.46925
DEPDC1B	-1.772125
ZNF473	0.255
MTM1	2.17675
GPR107	0.548333333333333
CSNK1A1L	-0.108166666666667
FLJ14154	-0.00900000000000001
NLRC4	4.8365
ENPP4	2.061
PADI3	-0.636
RNF170	-0.52225
CG018	0.963833333333333
C16orf7	-1.73472347597681e-18
KCNE1	0.1355
NRM	-1.68816666666667
SLC37A3	-0.0747857142857143
TPD52L2	-0.579333333333333
UNC5B	0.64925
C12orf12	0.8144
SDHB	-0.481
CLRN1	0.318375
NUDT10	0.142
UGT3A1	0.505571428571429
FBXW8	0.70525
RHOF	-0.76
PTPLAD1	-1.175125
MYO3B	-0.18325
DERA	-0.639
TPP2	0.889
C19orf53	-0.323333333333333
GINS3	-1.270375
ST6GALNAC5	3.204
CHSY1	0.04125
MGC15705	0.32
GPR83	0.228666666666667
EXT2	0.2945
DOLK	0.26
TUBAL3	-1.68075
ACVRL1	1.7643
ABL2	-0.275916666666667
C14orf156	-1.5525
PTPRZ1	-4.1425
DIP2C	-0.018125
LAMP1	1.501875
RXRA	-0.2346
MAP3K5	2.70325
ALKBH1	0.085
PDLIM7	-0.293375
ARL14	1.95
SNIP1	0.0215
TIMP3	2.77208333333333
RGS3	0.623166666666667
SPAG16	-0.3358
ABHD4	0.22525
ARHGEF12	1.57733333333333
GLUD2	-0.3335
RAC2	-0.3608
UAP1L1	-1.3755
SLC18A3	-0.0765
YOD1	-0.946
RALY	-0.4975
HMOX2	0.528
DGKH	2.1535
DBNDD2	0.2395
YIPF4	1.0135
THAP10	-1.0515
ZNF513	0.7615
HAGHL	-2.3635
ITGB4	0.194333333333333
CCDC141	-1.1625
YTHDF3	1.17575
C5orf28	0.54325
RPL7L1	-0.42125
TMEM30B	0.5015
ANKRD35	1.6415
DUOXA2	-0.713
TBC1D5	-0.517375
DFNB59	-0.25
HRH4	0.22
MYO6	2.4575
DNAJA4	2.239875
RBM24	-0.47775
CEACAM20	-1.2065
RBM23	-0.197642857142857
NGFB	0.6275
C1orf63	-0.2221
KRTAP7-1	0.3995
PERLD1	4.514
NPB	-0.557
C17orf59	-0.1023
HSPBAP1	0.48425
SLC15A4	0.062375
PRTFDC1	-0.52625
OSMR	-1.01521428571429
CYSLTR2	-0.0665
C19orf25	-0.6532
KIAA1797	0.118
NLRP6	0.0635
FAM105B	0.387
SCRN2	-0.222
LRRC58	-0.751
RNF17	0.590375
NEIL3	-2.2275
FAM137A	-0.88475
SKP2	-2.5985
PARVA	1.54816666666667
PKLR	-1.3575
RNF34	-0.155
A3GALT2	-0.30425
C12orf50	-0.0664
SUNC1	-1.39525
FAM102B	-0.8915
CCT2	-0.5075
LRRC37A2	-1.084
ARF4	2.309
SIKE	0.517375
C8orf48	0.978333333333333
MBTPS1	0.470714285714286
GPSN2	0.055
NCF2	3.9935
SLC12A6	0.148
MRPL48	-0.375
HMGN3	0.911
LRRC62	-1.26225
PAX9	2.046125
FAM55A	0.3895
C20orf42	-2.01
SCML2	-1.428
BCL9	0.097
FAM40A	-0.48525
C9orf41	-0.320333333333333
ZNF774	1.691
LETM1	-1.215
PLXNB1	0.948166666666667
NIPSNAP1	-0.540125
USP10	-0.68075
F9	0.257
LIPE	1.60525
CNGB3	0.4385
C12orf52	-0.283
PI4K2A	-0.188875
MED8	0.313375
STAT4	2.6078
FGD4	-0.0966666666666667
RNF145	-0.384
WDR32	-0.317
CLDN2	0.978833333333333
TCEAL8	1.729
ZMYND8	-0.8137
PDXK	0.26821875
GATAD2A	-0.09725
PTGES3	-0.1345
CCM2	-0.45275
TAP1	3.010125
ZNF670	-0.312
ETS2	0.536285714285714
C6orf166	0.0705
PRMT2	1.44464285714286
OR4B1	0.27
INTS8	1.34
CCDC102A	0.23225
CCDC83	-0.3715
ITGA1	0.8317
EPHA5	-2.1482
FAM24B	-1.046
TSGA10	3.38475
HAL	-2.647
MYOT	0.2215
SPACA3	0.07825
BCL2L2	-0.545666666666667
CUGBP2	0.125166666666667
CCNB3	0.3025
RNF113B	0.02375
MERTK	0.59675
BAG1	0.214
VPS36	1.086
ORMDL3	3.438
C1orf190	-0.6785
ZNF625	-0.1415
CORO2B	-2.26625
ALOX15	0.5645
CST1	2.156
NUPR1	2.272
CCL7	2.98325
SMCR5	-2.6245
DSC2	3.295
RBMS2	0.71925
GRIK4	-0.3725
TRIM65	-0.6869
TMPRSS6	-0.663928571428571
TP53INP2	1.67075
GLB1L	0.3935
LOC388284	0.2455
PUS1	-0.843071428571429
BCL9L	0.248
OLFM1	-1.629
RET	-0.844875
MASTL	-2.17033333333333
ALX3	0.579
IL1RL1	0.446833333333333
ZNF765	-0.1136
C14orf138	-0.33475
SNX10	-0.0363333333333334
TAC4	-0.005
C1orf64	-2.956
POGK	1.330375
MAPK9	0.2785
ZNF366	2.573
C8orf79	0.4821
CLDN7	3.032
OR5AT1	0.351
TRIM37	-1.8345
LRRC25	2.59325
GRHL2	4.0336
TEKT3	0.7575
LASS5	-0.243833333333333
ABCC4	0.25975
DLG3	2.155125
VGLL1	2.110875
ZFP36L2	0.3495
MFRP	-0.0768333333333334
KIAA1799	1.034
FLJ44379	1.012
PCNX	-0.07175
ANXA9	-1.137
CYP4V2	1.5314
PIK3C2A	0.20375
SRR	0.085
NOL3	-0.09225
IFITM2	0.379
ARNTL2	-0.60925
ZNF595	0.977
NLRP13	0.1255
ASPH	0.6965
CPA2	0.4065
PVRIG	-0.370666666666667
LEPR	0.185833333333333
C16orf42	-0.730333333333333
SH3BGRL	2.33675
FAM77D	-1.2608
FNDC7	0.4925
C9orf6	0.619833333333333
NOTCH2NL	0.953666666666667
PGBD1	-1.096
SYNGR2	0.747166666666667
PITPNA	-0.3489375
PRPF4B	-0.1371
SLC43A3	-0.491571428571429
NRBP1	0.652
SLC25A22	-0.1435
ILK	-0.1
SLC22A8	0.741333333333333
MRPS7	-0.141875
PITX2	-0.953
FABP3	0.3875
OR1L1	0.2095
LOC728215	-0.0505
BLID	-2.2795
KIAA1217	3.19223529411765
TFPT	-0.51325
AP4B1	-0.5065
VBP1	-0.67525
OR1K1	0.342
MORC3	1.88275
BHMT2	-0.853833333333333
C3orf10	0.83425
FZD7	1.73416666666667
WFDC10A	-0.2245
PMS2CL	-0.033875
CCDC32	0.424333333333333
FA2H	2.24875
ALG13	-1.34
TTLL7	0.9497
SPOCK3	-0.314
SLC13A2	1.2085
AIM1	2.0695
GPRC6A	0.721
EGR2	4.13375
MED11	0.34
WWC1	1.78775
SH3GL3	-3.3965
RIF1	-0.911
PRLH	-0.327
VLDLR	0.7905
DBT	0.641125
C21orf63	1.668
CGGBP1	0.060375
KRTAP12-2	-0.3105
TADA3L	-0.155875
ZBTB16	2.10425
PDGFB	1.980375
RFX1	0.0715
UQCRB	0.2234
LOC133874	-0.39
HPS3	-0.98175
LGALS3BP	0.5236
DKFZP564O0823	2.30942857142857
MRFAP1L1	0.15
HOXA10	-1.40983333333333
NGB	0.1595
KIF21A	-0.319846153846154
IFLTD1	1.4515
LZTS1	-0.097125
ARHGEF3	2.40975
RHBDL3	-0.8855
CSNK1G2	-1.68575
ChGn	0.858375
KIAA1244	3.72033333333333
GABRB2	0.2845
MGC72080	-1.0475
CD27	4.4915
EGLN1	-1.4293
PEX13	1.2595
RWDD3	-0.31325
RNF12	-0.653166666666667
GRIN2B	-0.635
ADAMTS14	-0.316625
DYDC2	-1.83983333333333
ATP6AP1	0.7118
NR1H2	0.00483333333333334
PDK2	-0.6975
C3orf17	0.366333333333333
SLC38A2	0.00914285714285712
SLC25A29	0.256333333333333
C15orf29	0.715625
ADAM9	-0.0295
TMUB2	-0.2095
GPR176	-0.3525
AGK	-0.553625
MCCD1	0.58975
NDUFA4	-0.689
TMEM146	-0.3935
DUSP1	1.38775
UNQ6975	1.418
EMX2OS	4.421
INSM2	-0.4615
LUZP4	-0.62225
SETD6	-0.598
P2RY2	2.1215
SLC45A2	-1.972
RABGAP1	1.14583333333333
UBXD5	-0.1965
GPRC5A	-2.1037
PAK3	1.21383333333333
LOC63920	0.30025
TGFBR1	0.3374
KRTAP6-3	-0.00174999999999999
SFMBT2	0.10325
CDC42	0.19
C11orf35	-0.426
TTLL2	0.466
UACA	1.18233333333333
CD97	-0.5614
SETD5	-0.3105
NINJ2	0.20575
PTER	0.604666666666667
POMGNT1	0.082
KRTAP4-2	0.411
ECGF1	2.588875
HRB	0.634454545454545
ATP1B2	-0.00169999999999999
LOC400506	0.13225
COL4A3BP	-0.582
C6orf97	-1.292
GRHPR	-0.23775
TAS2R1	0.288
SEMA7A	-1.7325
EDF1	0.6695
ODF2L	1.3486
PCID2	-0.445333333333333
GTF2H4	-0.3585
ZCCHC3	-1.509875
CGB2	-0.197333333333333
NEUROD1	0.13225
C20orf75	0.2705
RP5-1054A22.3	1.26883333333333
IFNA5	0.099
ZNF134	0.57375
MGC119295	-1.0678
ZSWIM6	-0.00287500000000001
SMEK1	-0.0436666666666667
PCGF2	-0.445875
C1orf102	0.84825
CYP2A13	0.502
KCNH6	-1.1006
MDM1	0.0998
ALDH7A1	1.19283333333333
C9orf75	0.47825
VDAC3	-0.622375
OR51T1	0.193
EIF3F	-1.55866666666667
KCNJ10	0.182625
LENG8	0.44925
EDEM2	0.66375
CCNJL	0.0165
DHX37	-0.9565
CRYGN	0.6395
AATF	-0.561125
ZNF630	1.938875
E2F5	0.92
WFDC13	-0.3525
FTSJ3	-1.38166666666667
C4orf33	1.65625
LHFPL4	-2.78775
C19orf56	-0.0543333333333333
SMAD4	-0.41325
AFM	-0.4685
G0S2	-1.01075
FCHSD2	0.2818
RRP1B	-0.4907
EEF1B2	-1.0595
STAT6	0.154833333333333
ZNF195	0.0615
GNL1	-1.11483333333333
ZNRF2	2.3245
PER3	0.530625
ASB16	0.2805
C10orf10	1.87314285714286
ADCY8	-4.11283333333333
C9orf58	-1.01283333333333
ARMC10	-0.215666666666667
PSG1	-1.185
DHX34	-0.0475
VARS2	-0.7415
NFIC	-0.15125
ITPR2	0.7585
AGXT2	0.4498
OR6K3	0.521
H2AFZ	-0.723416666666667
MLLT3	0.365666666666667
COX4I2	2.0335
CCNT2	-0.041125
PLK4	-1.945125
NUMBL	0.135
MED16	-0.265
PLEKHQ1	0.9445
GOSR1	-0.167166666666667
BTG4	0.10075
RPL30	0.27575
IGSF5	1.56975
IGFL2	2.47816666666667
ELMOD2	2.63483333333333
SHC3	-1.62616666666667
HAVCR1	0.411
DYNC2H1	-0.718714285714286
RNF5	-0.2635
C2orf7	-0.1505
NLF1	0.209
KLHL25	-0.31575
LRP10	0.409
KRI1	-0.551
PUS7L	0.0698333333333333
MGMT	0.6905
HOXD1	-0.682166666666667
CSH1	0.025
ATG16L2	-0.96725
FLJ44635	1.0435
CHODL	0.76575
EXOSC8	-1.284
SLC28A1	0.051
MYO7B	-0.3514
SEH1L	-0.5935
MTNR1A	-0.2665
TSPAN5	0.650333333333333
CDC45L	-2.6635
AMIGO1	-0.44
ATAD3A	-1.581
OSGIN2	0.862833333333333
PDIK1L	1.11433333333333
DARC	0.6485
PIPSL	0.2435
SHMT1	-1.71825
CRISP3	3.535
POPDC2	2.414
ZRANB2	-0.321833333333333
FBXL8	-0.8825
TRIP13	-1.57918181818182
EIF5AL1	-1.3875
POU5F1P3	-4.3835
IL6	-1.643
CXorf38	-0.794
IFNA16	0.591
FBXL2	2.11883333333333
BRD1	0.7625
STATH	-0.10375
FBXO44	0.0573333333333333
MCCC2	0.06875
CDC2	-0.6996
C5orf23	1.8495
IVD	-1.8295
C10orf122	-1.191
MSL3L1	0.6366
MVP	0.59425
EPOR	-1.1995
ZMYM1	0.25
BCL7C	-0.481833333333333
PSTPIP2	1.1299
LYPD1	-0.91925
OR8G5	0.429
ZP3	0.00699999999999997
BCAS4	0.018
EDG6	2.876
ISY1	-0.0445
PRAMEF2	-0.36275
CUL1	0.013625
RNF213	0.3325
CCRK	0.5625
DHX9	0.6595
C13orf29	-0.321
NCKAP1	1.682
MRPL43	-0.501214285714286
XPR1	0.0855
PKN2	-1.1207
PODNL1	1.144
ZNF333	1.271125
DALRD3	0.85125
OPN1SW	0.2245
BTBD6	0.1
C11orf82	-1.469
OR5P3	0.519
DUSP11	-0.048
L1CAM	-1.41555555555556
NEK11	2.285
OR7E91P	0.7215
CNTN3	4.8604
CREB3L2	-0.39925
ZBTB37	-0.8095
KIAA1324L	0.116
NDUFB10	-0.219666666666667
NUDT2	0.69625
GTPBP8	-0.35275
CACNA1D	0.825875
PRKAA2	0.0653333333333333
PRDM8	-0.57
MGC16075	0.477666666666667
KRT14	-0.37
PP8961	-0.1695
MRPL18	-0.0485
ABCG2	-2.2475
PACRG	1.2045
BBS2	-0.244
KREMEN2	0.394
FBXO21	0.621
HNRPUL1	0.41175
GRB10	0.5045
CLSTN1	1.68425
LMAN2	0.0314
C17orf61	-1.34575
NIPSNAP3A	1.48825
INSIG2	0.237333333333333
PCDHB7	0.641166666666667
STXBP2	1.251875
CMAH	2.44833333333333
SEMA5B	1.17925
ZNF155	0.580333333333333
COQ6	-0.132166666666667
PRPF4	-1.0615
TSPAN15	3.4824
VN1R5	0.66575
LATS2	0.09725
SELK	0.8185
PGK2	1.889
MS4A1	0.32575
TYW3	-1.0665
